1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2556.5347),(2 5553.1563),(3 6846.2236),(4 7249.8174),(5 7369.378),(6 7377.7275),(7 7389.7734),(8 7510.8584),(9 7535.1133),(10 7601.2314),(11 7544.0947),(12 7568.3164),(13 7706.5664),(14 7723.1226),(15 7618.8413),(16 7721.131),(17 7864.981),(18 8020.4897),(19 7894.6587),(20 7853.8154),(21 7952.167),(22 8061.5903),(23 8141.652),(24 8217.308),(25 8198.812),(26 8325.951),(27 8501.388),(28 8611.836),(29 8575.289),(30 8413.681),(31 8403.069),(32 8520.926),(33 8595.709),(34 8772.193),(35 8697.648),(36 8572.219),(37 8540.371),(38 8533.834),(39 8429.419),(40 8402.791),(41 8468.331),(42 8336.554),(43 8370.808),(44 8540.89),(45 8575.888),(46 8568.864),(47 8595.487),(48 8609.413),(49 8666.568),(50 8790.584),(51 8666.951),(52 8497.963),(53 8388.239),(54 8241.509),(55 8141.758),(56 8191.3057),(57 8279.301),(58 8267.001),(59 8092.727),(60 7945.1216),(61 7875.2314),(62 7833.03),(63 7902.0522),(64 8075.128),(65 8147.087),(66 8205.0625),(67 8243.11),(68 8298.774),(69 8208.253),(70 8182.4663),(71 8103.6147),(72 8134.17),(73 8283.755),(74 8299.079),(75 8279.058),(76 8336.784),(77 8484.171),(78 8547.18),(79 8367.671),
(1 2421.2627),(2 5179.5664),(3 6365.0044),(4 6713.4507),(5 6758.101),(6 6727.592),(7 6851.217),(8 7095.7666),(9 7191.226),(10 7322.267),(11 7349.7915),(12 7502.0034),(13 7566.8584),(14 7511.259),(15 7352.927),(16 7410.118),(17 7616.217),(18 7815.5947),(19 7863.02),(20 8066.49),(21 8246.801),(22 8274.836),(23 8222.81),(24 8166.1714),(25 8088.2266),(26 8160.3984),(27 8123.4565),(28 8191.935),(29 8297.96),(30 8213.3545),(31 8295.476),(32 8338.632),(33 8246.041),(34 8212.748),(35 8126.657),(36 8113.683),(37 8203.845),(38 8310.197),(39 8268.538),(40 8147.7935),(41 8017.1724),(42 7903.717),(43 7973.8457),(44 8152.007),(45 8244.823),(46 8356.155),(47 8387.902),(48 8276.494),(49 8145.241),(50 8124.876),(51 8018.205),(52 8012.503),(53 8093.549),(54 8045.895),(55 7998.8823),(56 8031.7046),(57 8036.6904),(58 7850.463),(59 7634.2715),(60 7558.6533),(61 7575.446),(62 7652.333),(63 7682.198),(64 7760.7275),(65 7783.0024),(66 7875.6265),(67 7876.797),(68 7807.195),(69 7739.993),(70 7715.0693),(71 7642.7656),(72 7663.659),(73 7680.2476),(74 7681.1294),(75 7631.2),(76 7693.475),(77 7888.0273),(78 7913.193),(79 7850.3945),
(1 2322.7703),(2 4931.82),(3 6118.7515),(4 6516.094),(5 6704.8525),(6 6825.6577),(7 6869.1226),(8 6807.605),(9 6838.4644),(10 6882.344),(11 6901.4873),(12 6981.716),(13 7063.9365),(14 7305.209),(15 7547.039),(16 7585.577),(17 7481.2563),(18 7418.174),(19 7369.8237),(20 7519.679),(21 7778.58),(22 7886.404),(23 7909.6973),(24 7874.23),(25 8033.5137),(26 8157.4927),(27 8086.6836),(28 8105.41),(29 8101.0327),(30 7978.647),(31 7990.008),(32 8081.9854),(33 8169.4976),(34 8225.977),(35 8226.684),(36 8276.989),(37 8193.614),(38 8180.6123),(39 8126.6074),(40 8086.3647),(41 8101.9946),(42 8175.2173),(43 8141.206),(44 8019.287),(45 7916.4385),(46 7894.8),(47 7804.4546),(48 7717.5107),(49 7633.7495),(50 7680.6455),(51 7654.9233),(52 7594.801),(53 7551.0313),(54 7452.211),(55 7414.9683),(56 7397.3384),(57 7322.0283),(58 7372.279),(59 7389.8804),(60 7435.2544),(61 7587.3184),(62 7727.6504),(63 7721.6357),(64 7530.948),(65 7330.7485),(66 7303.8354),(67 7388.5527),(68 7450.0293),(69 7475.79),(70 7353.906),(71 7260.386),(72 7321.656),(73 7456.4814),(74 7666.554),(75 7627.9595),(76 7604.674),(77 7620.475),(78 7631.647),(79 7627.462),
(1 2350.4958),(2 4986.58),(3 5976.465),(4 6202.899),(5 6206.7153),(6 6126.258),(7 6220.848),(8 6465.7793),(9 6690.2637),(10 6834.2886),(11 6911.558),(12 6985.4526),(13 7122.1343),(14 7204.3574),(15 7132.8037),(16 7183.891),(17 7180.6245),(18 7090.81),(19 7050.065),(20 7092.4097),(21 7235.9727),(22 7286.518),(23 7170.7437),(24 7115.509),(25 7239.0444),(26 7392.7173),(27 7481.512),(28 7565.2163),(29 7535.4297),(30 7400.1206),(31 7439.0884),(32 7489.9155),(33 7491.878),(34 7606.154),(35 7664.601),(36 7690.3267),(37 7738.697),(38 7711.8174),(39 7766.67),(40 7709.004),(41 7575.9883),(42 7657.371),(43 7747.2173),(44 7777.204),(45 7718.3135),(46 7504.8745),(47 7396.196),(48 7345.538),(49 7337.0806),(50 7414.621),(51 7421.9116),(52 7344.709),(53 7280.4517),(54 7285.8354),(55 7264.448),(56 7258.48),(57 7352.9136),(58 7389.499),(59 7483.281),(60 7458.192),(61 7465.6675),(62 7537.657),(63 7566.3955),(64 7540.1934),(65 7496.861),(66 7457.2),(67 7468.076),(68 7392.7905),(69 7303.5317),(70 7262.916),(71 7329.129),(72 7429.5024),(73 7507.816),(74 7601.708),(75 7569.521),(76 7554.18),(77 7624.272),(78 7666.8906),(79 7707.904),
(1 2416.8298),(2 5136.3677),(3 6075.5635),(4 6187.918),(5 6230.937),(6 6234.119),(7 6376.8804),(8 6556.268),(9 6758.684),(10 6957.3765),(11 6996.379),(12 6903.957),(13 6810.5684),(14 6971.1064),(15 6946.4194),(16 6941.251),(17 7081.3457),(18 7181.1084),(19 7203.1445),(20 7162.061),(21 7178.878),(22 7290.794),(23 7270.65),(24 7162.5176),(25 7165.073),(26 7324.3477),(27 7395.3623),(28 7395.9707),(29 7343.2573),(30 7296.2603),(31 7267.725),(32 7263.8926),(33 7230.003),(34 7246.095),(35 7179.0815),(36 7299.7813),(37 7438.5986),(38 7421.498),(39 7295.689),(40 7185.643),(41 7124.542),(42 7214.3716),(43 7319.3027),(44 7224.844),(45 7036.107),(46 7024.907),(47 7205.4063),(48 7369.2227),(49 7308.7134),(50 7333.3306),(51 7284.8496),(52 7277.1924),(53 7295.607),(54 7226.929),(55 7223.6963),(56 7164.619),(57 7125.929),(58 7074.5522),(59 6982.086),(60 6978.034),(61 6975.533),(62 7066.04),(63 7140.787),(64 7163.637),(65 7164.8477),(66 7164.457),(67 7238.839),(68 7188.3823),(69 7006.5977),(70 6954.264),(71 7006.106),(72 7110.643),(73 7261.1606),(74 7296.567),(75 7206.3867),(76 7208.824),(77 7303.8755),(78 7320.4805),(79 7316.951),
(1 2272.5073),(2 4750.654),(3 5715.0967),(4 5992.923),(5 6110.966),(6 5989.161),(7 5998.7783),(8 6267.293),(9 6506.9546),(10 6576.2695),(11 6616.542),(12 6554.0737),(13 6582.0903),(14 6725.49),(15 6802.132),(16 6855.364),(17 6885.2256),(18 6833.196),(19 6814.9243),(20 6776.734),(21 6805.7217),(22 6940.939),(23 7011.719),(24 6988.1772),(25 7112.1),(26 7257.731),(27 7345.467),(28 7379.2505),(29 7278.008),(30 7145.705),(31 7144.681),(32 7179.307),(33 7248.7285),(34 7220.104),(35 7196.9404),(36 7330.332),(37 7419.8486),(38 7344.457),(39 7305.896),(40 7242.1885),(41 7281.3804),(42 7305.897),(43 7236.1133),(44 7142.2305),(45 7099.6987),(46 7146.581),(47 7077.1807),(48 6977.825),(49 6973.248),(50 7071.5933),(51 7061.5947),(52 7024.66),(53 6956.2153),(54 6910.622),(55 6797.394),(56 6747.7964),(57 6881.916),(58 6788.2866),(59 6713.1304),(60 6811.6265),(61 7010.3228),(62 7155.172),(63 7180.4565),(64 7164.573),(65 7145.91),(66 7075.491),(67 6945.133),(68 6735.463),(69 6668.025),(70 6742.1235),(71 6841.768),(72 6802.225),(73 6770.2153),(74 6904.464),(75 6991.684),(76 7064.29),(77 6933.2114),(78 6856.736),(79 6901.313),
(1 2281.498),(2 4772.784),(3 5759.024),(4 6034.287),(5 6173.9316),(6 6267.214),(7 6431.1113),(8 6510.2363),(9 6543.716),(10 6500.149),(11 6401.953),(12 6339.54),(13 6315.1387),(14 6428.524),(15 6478.4473),(16 6648.6323),(17 6734.227),(18 6728.558),(19 6680.6177),(20 6751.7065),(21 6764.698),(22 6836.4316),(23 6835.475),(24 6792.8857),(25 6790.784),(26 6848.2183),(27 6884.0063),(28 6973.55),(29 6911.222),(30 6868.9736),(31 6920.616),(32 6929.622),(33 7007.911),(34 7004.0977),(35 6888.6094),(36 6999.0273),(37 7062.5986),(38 6967.723),(39 6960.6563),(40 7071.9385),(41 7151.385),(42 7105.6196),(43 6913.513),(44 6848.9937),(45 6853.6143),(46 6949.5615),(47 6812.2065),(48 6694.0674),(49 6752.055),(50 6908.793),(51 6959.1035),(52 6951.7666),(53 6958.552),(54 6905.1797),(55 6831.997),(56 6797.5156),(57 6842.779),(58 6744.7974),(59 6647.6074),(60 6694.1074),(61 6886.2173),(62 7064.4546),(63 7048.916),(64 6994.9385),(65 7020.534),(66 7078.9287),(67 6983.5947),(68 6834.8047),(69 6869.92),(70 6945.242),(71 7003.4395),(72 6970.3403),(73 6919.691),(74 6913.6587),(75 6976.368),(76 7085.694),(77 7076.8174),(78 6994.252),(79 6858.961),
(1 2128.5745),(2 4490.116),(3 5449.0303),(4 5653.147),(5 5665.1704),(6 5632.9517),(7 5831.351),(8 6110.0703),(9 6261.6313),(10 6162.227),(11 6077.936),(12 6052.367),(13 6136.616),(14 6335.3535),(15 6365.0586),(16 6398.3657),(17 6422.84),(18 6485.6187),(19 6565.7476),(20 6614.4565),(21 6673.87),(22 6665.111),(23 6690.005),(24 6738.489),(25 6915.8296),(26 6977.97),(27 6955.5845),(28 7032.0435),(29 6990.568),(30 6913.3213),(31 6935.6553),(32 6988.7734),(33 6981.112),(34 6937.9824),(35 6889.9805),(36 6950.8403),(37 6961.1943),(38 6890.943),(39 6791.807),(40 6772.2925),(41 6824.972),(42 6894.6826),(43 6815.666),(44 6757.486),(45 6764.9116),(46 6790.9697),(47 6700.0015),(48 6667.0366),(49 6682.059),(50 6637.4297),(51 6552.074),(52 6557.043),(53 6582.0615),(54 6587.4927),(55 6512.6563),(56 6539.995),(57 6578.572),(58 6577.2227),(59 6498.683),(60 6522.474),(61 6663.286),(62 6644.865),(63 6602.0454),(64 6678.09),(65 6707.523),(66 6616.955),(67 6552.1406),(68 6479.812),(69 6553.2505),(70 6591.036),(71 6641.881),(72 6637.7617),(73 6633.74),(74 6726.169),(75 6876.181),(76 6838.62),(77 6807.883),(78 6790.462),(79 6757.4253),
(1 2162.2146),(2 4559.125),(3 5476.109),(4 5602.3296),(5 5622.7505),(6 5646.399),(7 5737.9844),(8 5809.6997),(9 5830.6626),(10 5717.248),(11 5729.885),(12 5802.3086),(13 5877.7573),(14 5940.2363),(15 6024.2783),(16 6110.135),(17 6171.383),(18 6182.43),(19 6249.1865),(20 6317.0913),(21 6393.5317),(22 6351.5044),(23 6236.2285),(24 6214.39),(25 6304.547),(26 6349.516),(27 6362.603),(28 6486.4424),(29 6468.6577),(30 6437.773),(31 6391.8364),(32 6426.6167),(33 6480.5166),(34 6500.6304),(35 6532.6436),(36 6673.23),(37 6769.653),(38 6635.7095),(39 6456.7427),(40 6461.929),(41 6546.4917),(42 6646.5513),(43 6571.033),(44 6445.922),(45 6464.4233),(46 6568.0156),(47 6569.3535),(48 6544.929),(49 6487.2305),(50 6536.5537),(51 6502.6055),(52 6406.628),(53 6321.6265),(54 6358.277),(55 6389.6343),(56 6440.3066),(57 6425.2944),(58 6276.6885),(59 6308.4355),(60 6398.9004),(61 6473.6436),(62 6438.0073),(63 6413.052),(64 6491.5757),(65 6546.453),(66 6604.3555),(67 6527.179),(68 6378.3857),(69 6410.365),(70 6453.9414),(71 6450.8276),(72 6500.8247),(73 6499.574),(74 6494.52),(75 6581.811),(76 6616.8057),(77 6577.7915),(78 6498.2783),(79 6543.3003),
(1 2132.108),(2 4391.126),(3 5243.1045),(4 5415.6216),(5 5557.3936),(6 5628.997),(7 5653.183),(8 5833.9814),(9 5891.002),(10 5832.179),(11 5709.814),(12 5883.2305),(13 5985.35),(14 6069.1978),(15 6190.3516),(16 6343.588),(17 6410.697),(18 6338.7764),(19 6281.056),(20 6369.405),(21 6354.809),(22 6315.5615),(23 6339.5747),(24 6437.4663),(25 6586.1157),(26 6584.5547),(27 6583.8604),(28 6642.9985),(29 6561.803),(30 6488.332),(31 6458.8066),(32 6531.359),(33 6568.5195),(34 6603.491),(35 6563.2),(36 6713.038),(37 6788.4136),(38 6741.559),(39 6534.173),(40 6500.6406),(41 6541.3735),(42 6625.5767),(43 6574.4404),(44 6363.6406),(45 6304.8516),(46 6351.5933),(47 6357.376),(48 6308.312),(49 6255.717),(50 6373.8145),(51 6440.7935),(52 6415.096),(53 6426.589),(54 6525.832),(55 6641.874),(56 6616.5557),(57 6606.289),(58 6515.211),(59 6478.524),(60 6514.197),(61 6515.814),(62 6451.248),(63 6521.189),(64 6620.9395),(65 6750.3945),(66 6700.7944),(67 6580.5664),(68 6518.418),(69 6521.7715),(70 6533.518),(71 6547.0195),(72 6553.4263),(73 6556.35),(74 6565.3604),(75 6565.7935),(76 6555.824),(77 6593.3594),(78 6549.7515),(79 6551.857),
(1 2085.075),(2 4269.163),(3 5121.675),(4 5189.898),(5 5177.466),(6 5195.2886),(7 5325.615),(8 5478.7925),(9 5556.516),(10 5495.095),(11 5413.5967),(12 5549.9),(13 5635.3584),(14 5668.0015),(15 5672.999),(16 5745.204),(17 5895.3887),(18 5928.2188),(19 5921.13),(20 6008.1094),(21 6046.9385),(22 5914.0444),(23 5841.4844),(24 6006.213),(25 6145.1304),(26 6081.843),(27 6070.6934),(28 6121.988),(29 6160.4985),(30 6086.9272),(31 6052.041),(32 6122.813),(33 6214.828),(34 6236.294),(35 6252.607),(36 6251.4863),(37 6213.731),(38 6107.0015),(39 6042.3975),(40 6133.0083),(41 6127.4365),(42 6058.1255),(43 5969.313),(44 5867.998),(45 5854.776),(46 5950.3325),(47 5969.5396),(48 6031.6055),(49 6091.464),(50 6187.8267),(51 6223.265),(52 6114.2217),(53 6019.4033),(54 6051.1577),(55 6123.7285),(56 6036.501),(57 5972.2085),(58 5832.8735),(59 5823.9585),(60 5964.2466),(61 5946.9663),(62 5841.691),(63 5943.032),(64 6056.1763),(65 6101.7026),(66 6100.1694),(67 6080.4736),(68 6091.1143),(69 6072.5054),(70 6062.012),(71 6008.9995),(72 6066.152),(73 6231.0566),(74 6284.784),(75 6260.9824),(76 6241.8037),(77 6215.3027),(78 6272.149),(79 6289.1035),
(1 2057.9937),(2 4160.8667),(3 4979.322),(4 5052.8535),(5 4940.04),(6 4928.9004),(7 5081.1465),(8 5249.4956),(9 5326.6797),(10 5274.4053),(11 5277.858),(12 5426.5557),(13 5530.1484),(14 5675.7925),(15 5733.147),(16 5792.2554),(17 5808.544),(18 5810.1167),(19 5898.3867),(20 6132.6533),(21 6139.8413),(22 6024.45),(23 6135.6245),(24 6399.5986),(25 6415.833),(26 6363.3184),(27 6263.657),(28 6166.262),(29 6185.48),(30 6190.493),(31 6250.5986),(32 6282.7207),(33 6268.1343),(34 6310.0884),(35 6267.0146),(36 6239.334),(37 6230.7104),(38 6153.4746),(39 6102.1333),(40 6197.681),(41 6222.5786),(42 6198.5757),(43 6111.1597),(44 6073.325),(45 6016.13),(46 6052.3423),(47 6139.151),(48 6117.2334),(49 6092.458),(50 6095.7764),(51 6074.598),(52 5963.2974),(53 5874.0557),(54 5918.687),(55 5972.2134),(56 6021.0166),(57 6064.939),(58 6011.8604),(59 5971.193),(60 5992.8257),(61 5957.22),(62 5955.917),(63 6136.1255),(64 6166.186),(65 6069.1797),(66 6002.2373),(67 5976.899),(68 6024.064),(69 6033.394),(70 6097.203),(71 6048.857),(72 6120.9404),(73 6144.852),(74 6158.332),(75 6162.411),(76 6145.917),(77 6210.918),(78 6202.774),(79 6169.8457),
(1 1948.4877),(2 3918.6626),(3 4746.709),(4 4930.7646),(5 5008.1167),(6 5015.4966),(7 5158.9126),(8 5286.455),(9 5343.8604),(10 5311.923),(11 5313.386),(12 5369.316),(13 5389.7783),(14 5474.7793),(15 5485.2856),(16 5542.128),(17 5612.1772),(18 5549.574),(19 5637.529),(20 5764.0464),(21 5808.607),(22 5760.9463),(23 5883.8623),(24 5904.6226),(25 5840.8984),(26 5929.4707),(27 5988.267),(28 6035.6533),(29 6024.259),(30 5906.109),(31 6023.168),(32 6075.2104),(33 5957.677),(34 5949.0864),(35 5991.7007),(36 5963.228),(37 5969.7466),(38 5890.3916),(39 5916.234),(40 6046.802),(41 6061.155),(42 6004.623),(43 5870.0347),(44 5807.015),(45 5708.5054),(46 5764.9424),(47 5825.32),(48 5797.3047),(49 5757.5947),(50 5715.5527),(51 5738.972),(52 5707.022),(53 5701.2344),(54 5801.9917),(55 5881.095),(56 5839.8403),(57 5842.4443),(58 5851.137),(59 5827.192),(60 5829.8066),(61 5764.8315),(62 5805.0117),(63 5799.6304),(64 5776.185),(65 5808.306),(66 5862.845),(67 5848.412),(68 5826.732),(69 5763.2544),(70 5722.411),(71 5761.0576),(72 5856.8013),(73 5934.3115),(74 5848.9805),(75 5827.5146),(76 5937.8623),(77 6032.9014),(78 6031.1416),(79 5946.2993),
(1 1903.4199),(2 3898.1953),(3 4708.1245),(4 4853.7427),(5 4897.406),(6 4991.5215),(7 5059.039),(8 5117.9326),(9 5094.607),(10 5042.617),(11 5076.7783),(12 5195.945),(13 5275.061),(14 5404.5186),(15 5491.1523),(16 5560.183),(17 5637.5156),(18 5700.252),(19 5622.4775),(20 5628.8174),(21 5633.2095),(22 5616.0835),(23 5718.607),(24 5762.724),(25 5720.143),(26 5796.088),(27 5875.3843),(28 5910.713),(29 5870.056),(30 5884.957),(31 6076.29),(32 6155.58),(33 6086.434),(34 6085.893),(35 6035.898),(36 5977.9653),(37 5969.5293),(38 5889.076),(39 5928.627),(40 6028.5117),(41 6020.196),(42 5879.0317),(43 5724.3),(44 5755.6113),(45 5849.321),(46 5911.0547),(47 5889.4077),(48 5830.4106),(49 5781.632),(50 5799.0894),(51 5747.595),(52 5712.78),(53 5693.7334),(54 5793.35),(55 5770.1025),(56 5752.111),(57 5777.4927),(58 5738.403),(59 5675.0503),(60 5606.3296),(61 5613.4624),(62 5600.6836),(63 5681.361),(64 5726.337),(65 5704.1133),(66 5663.3022),(67 5661.6924),(68 5708.3525),(69 5701.285),(70 5673.354),(71 5671.712),(72 5763.3755),(73 5833.9727),(74 5800.5425),(75 5896.9307),(76 6014.5483),(77 6012.7803),(78 5961.252),(79 5961.04),
(1 1888.0199),(2 3817.261),(3 4507.9995),(4 4653.9863),(5 4713.9307),(6 4805.807),(7 4985.9604),(8 5077.08),(9 5041.7554),(10 5110.3794),(11 5229.5073),(12 5294.0215),(13 5225.383),(14 5205.5073),(15 5239.914),(16 5323.7607),(17 5443.2476),(18 5533.3735),(19 5550.906),(20 5498.71),(21 5439.001),(22 5365.7817),(23 5415.9966),(24 5535.442),(25 5562.3867),(26 5619.5933),(27 5684.4385),(28 5679.1387),(29 5624.837),(30 5610.31),(31 5759.9272),(32 5767.6016),(33 5637.0073),(34 5619.143),(35 5651.816),(36 5639.447),(37 5599.7007),(38 5553.675),(39 5520.4395),(40 5616.8325),(41 5596.802),(42 5509.7344),(43 5332.051),(44 5389.4087),(45 5478.4995),(46 5557.18),(47 5473.1255),(48 5493.0444),(49 5592.582),(50 5552.3203),(51 5495.7705),(52 5544.297),(53 5493.3467),(54 5513.34),(55 5529.8613),(56 5533.151),(57 5505.9727),(58 5469.6245),(59 5485.268),(60 5543.302),(61 5503.403),(62 5547.28),(63 5614.858),(64 5641.763),(65 5512.7056),(66 5432.865),(67 5502.561),(68 5575.9854),(69 5508.7734),(70 5459.452),(71 5551.656),(72 5655.1445),(73 5557.1978),(74 5471.2065),(75 5529.7466),(76 5599.524),(77 5658.068),(78 5614.839),(79 5681.5874),
(1 1924.5618),(2 3814.6223),(3 4393.7437),(4 4474.0586),(5 4583.1177),(6 4706.247),(7 4820.2686),(8 4880.1855),(9 4910.45),(10 4955.4463),(11 5025.707),(12 5094.131),(13 5049.822),(14 5111.58),(15 5156.6973),(16 5260.63),(17 5390.514),(18 5377.0967),(19 5316.3394),(20 5347.8213),(21 5424.043),(22 5459.157),(23 5450.9854),(24 5467.8906),(25 5415.028),(26 5453.494),(27 5499.8584),(28 5494.936),(29 5559.0503),(30 5656.957),(31 5628.633),(32 5457.912),(33 5395.6743),(34 5557.0454),(35 5616.905),(36 5602.7617),(37 5476.385),(38 5368.841),(39 5425.758),(40 5565.591),(41 5571.8403),(42 5442.0767),(43 5321.0264),(44 5337.951),(45 5369.918),(46 5338.8193),(47 5298.183),(48 5349.0107),(49 5349.262),(50 5240.0444),(51 5178.7603),(52 5170.056),(53 5261.76),(54 5269.5034),(55 5181.4824),(56 5188.562),(57 5254.032),(58 5176.649),(59 5073.455),(60 5045.921),(61 5140.6997),(62 5191.996),(63 5211.9863),(64 5238.0166),(65 5200.8657),(66 5247.948),(67 5394.289),(68 5387.1357),(69 5348.303),(70 5401.581),(71 5419.7847),(72 5443.1934),(73 5344.1772),(74 5287.4053),(75 5357.741),(76 5457.509),(77 5476.343),(78 5411.4746),(79 5358.14),
(1 1868.2601),(2 3668.1052),(3 4226.585),(4 4300.8135),(5 4397.5073),(6 4513.9995),(7 4696.0923),(8 4825.894),(9 4922.5156),(10 4854.777),(11 4913.431),(12 5065.5156),(13 5092.75),(14 5080.038),(15 5095.292),(16 5187.717),(17 5201.734),(18 5199.8706),(19 5194.566),(20 5256.6836),(21 5270.824),(22 5217.9224),(23 5350.5024),(24 5453.23),(25 5471.7246),(26 5459.3784),(27 5384.444),(28 5463.525),(29 5519.648),(30 5618.723),(31 5740.365),(32 5681.7275),(33 5558.057),(34 5596.3438),(35 5675.011),(36 5733.3936),(37 5753.314),(38 5614.7656),(39 5585.1885),(40 5698.3003),(41 5763.106),(42 5738.228),(43 5731.9385),(44 5730.013),(45 5777.9155),(46 5731.802),(47 5613.0083),(48 5541.114),(49 5479.929),(50 5388.61),(51 5417.164),(52 5475.2266),(53 5460.6187),(54 5429.5957),(55 5404.9355),(56 5401.279),(57 5414.469),(58 5366.8857),(59 5317.927),(60 5280.368),(61 5346.19),(62 5431.472),(63 5363.6416),(64 5202.6904),(65 5204.878),(66 5277.7485),(67 5284.0117),(68 5178.3755),(69 5192.1567),(70 5269.1934),(71 5369.884),(72 5378.436),(73 5315.673),(74 5317.2466),(75 5390.682),(76 5403.078),(77 5371.1675),(78 5334.26),(79 5316.9814),
