1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 39439.574),(2 151335.89),(3 332359.88),(4 571365.75),(5 864426.2),(6 1201975.9),(7 1574398.8),(8 1972108.5),(9 2392493.5),(10 2822318),(11 3261324.8),(12 3703319.8),(13 4144740.5),(14 4583628.5),(15 5017396),(16 5443378),(17 5861879.5),(18 6264532),(19 6645598.5),(20 6987001),(21 7293547),(22 7563304.5),(23 7779808),(24 7956688.5),(25 8100720.5),(26 8209139.5),(27 8286018),(28 8337373),(29 8357953.5),(30 8367863),(31 8360307.5),(32 8337245),(33 8300770),(34 8245008.5),(35 8179500.5),(36 8118213.5),(37 8042956.5),(38 7963232),(39 7873036.5),(40 7766163.5),(41 7664224.5),(42 7558895.5),(43 7460863.5),(44 7351147),(45 7249671),(46 7153306.5),(47 7054311),(48 6964387),(49 6879280),(50 6797181),(51 6729615.5),(52 6665843.5),(53 6609419),(54 6568279.5),(55 6538028.5),(56 6514085),(57 6507304.5),(58 6513420),(59 6529340.5),(60 6543669),(61 6565074),(62 6582312.5),(63 6593457.5),(64 6603383.5),(65 6619549),(66 6641504),(67 6672968.5),(68 6706973),(69 6743748),(70 6791164.5),(71 6834860.5),(72 6873018.5),(73 6916876.5),(74 6955900),(75 6987175),(76 7011612),(77 7015403),(78 7007129),(79 6981991),
(1 31960.766),(2 123128.22),(3 268851.7),(4 461278.38),(5 696927.75),(6 966910.2),(7 1266235.6),(8 1588187.5),(9 1922161.4),(10 2256420.3),(11 2586160.3),(12 2913243.8),(13 3219738.8),(14 3507868.8),(15 3774282.8),(16 4020118.3),(17 4237441.5),(18 4432614.5),(19 4611846),(20 4765243.5),(21 4902184.5),(22 5020742.5),(23 5116125.5),(24 5195397),(25 5261433.5),(26 5300085),(27 5319130),(28 5323506.5),(29 5310900),(30 5291611),(31 5266490.5),(32 5239819.5),(33 5212746.5),(34 5178908),(35 5141905),(36 5115657.5),(37 5088729.5),(38 5065022.5),(39 5048047.5),(40 5028671.5),(41 5023392),(42 5030805.5),(43 5047130.5),(44 5067237.5),(45 5103831),(46 5145940),(47 5192195.5),(48 5254995.5),(49 5320540),(50 5389708.5),(51 5455538.5),(52 5507285),(53 5554278.5),(54 5583382.5),(55 5595323.5),(56 5598216),(57 5587510),(58 5567194.5),(59 5522132),(60 5463449.5),(61 5399482.5),(62 5312731.5),(63 5216881),(64 5113952.5),(65 5005158),(66 4898778.5),(67 4793911.5),(68 4695258),(69 4604770),(70 4518985.5),(71 4450736),(72 4389394.5),(73 4349774),(74 4319260.5),(75 4303331),(76 4313748),(77 4332616.5),(78 4357971.5),(79 4390808.5),
(1 39971.863),(2 153401.4),(3 333023.72),(4 569800.94),(5 856957.06),(6 1184867.6),(7 1538783),(8 1918124.1),(9 2309687.8),(10 2704510),(11 3094755.8),(12 3476805.8),(13 3837273),(14 4182807),(15 4509849.5),(16 4798434),(17 5057370),(18 5279840.5),(19 5457866),(20 5584129.5),(21 5664971.5),(22 5705913),(23 5710274),(24 5684317.5),(25 5635127),(26 5568980.5),(27 5475508),(28 5381313.5),(29 5277329),(30 5170828),(31 5056914),(32 4940077),(33 4826444.5),(34 4717852),(35 4614303.5),(36 4526803),(37 4449248.5),(38 4390309),(39 4341505),(40 4306358.5),(41 4290981),(42 4288973.5),(43 4299024.5),(44 4324832),(45 4366274),(46 4418285),(47 4480180.5),(48 4545015.5),(49 4614610.5),(50 4685862),(51 4752605.5),(52 4812811.5),(53 4864614.5),(54 4904655.5),(55 4920519),(56 4918837),(57 4899089.5),(58 4866755.5),(59 4819080.5),(60 4754805),(61 4678317.5),(62 4587061),(63 4498328.5),(64 4401163),(65 4307188.5),(66 4218846),(67 4141942),(68 4079672),(69 4031639),(70 3996653),(71 3979115.8),(72 3980058.5),(73 4001649.3),(74 4040338.5),(75 4097830.8),(76 4175018.3),(77 4271740),(78 4382505.5),(79 4508844),
(1 36721.094),(2 138589.66),(3 301148.72),(4 510938.75),(5 763123.1),(6 1046566.4),(7 1349441.8),(8 1670613.6),(9 1990911.9),(10 2298395.3),(11 2587212),(12 2859888),(13 3110858.5),(14 3338100.8),(15 3549156.3),(16 3729598.8),(17 3875847.8),(18 3993282.5),(19 4078244.5),(20 4140487.8),(21 4188034),(22 4222824),(23 4248463),(24 4260291.5),(25 4258183.5),(26 4246034),(27 4229450.5),(28 4218014),(29 4200215.5),(30 4179405.5),(31 4162617.5),(32 4145483.3),(33 4134067),(34 4117865),(35 4111035),(36 4113121.3),(37 4110192.3),(38 4122500.3),(39 4148885.5),(40 4185585.5),(41 4237842.5),(42 4296915),(43 4355834),(44 4413254),(45 4475961.5),(46 4550652),(47 4626258.5),(48 4704836),(49 4767487.5),(50 4814190),(51 4848853),(52 4864145.5),(53 4861953.5),(54 4827986),(55 4772749),(56 4703891.5),(57 4625717),(58 4546125),(59 4458956),(60 4368963),(61 4289628),(62 4203918),(63 4134143.8),(64 4076814.8),(65 4025338.5),(66 3992908.8),(67 3970969.5),(68 3964227),(69 3968778.3),(70 3979699.8),(71 4004169.3),(72 4036791.3),(73 4077396.5),(74 4115185),(75 4158588.5),(76 4201075.5),(77 4229787),(78 4259204.5),(79 4280030.5),
(1 39309.92),(2 149856.5),(3 322903.25),(4 546612.5),(5 813848.9),(6 1114364.5),(7 1437288.5),(8 1778726.1),(9 2126148.3),(10 2466341.8),(11 2793664),(12 3100426.8),(13 3380868.5),(14 3630856.3),(15 3850109),(16 4028422.5),(17 4156440.5),(18 4246357.5),(19 4283059.5),(20 4280254),(21 4246254),(22 4190657.5),(23 4124871.8),(24 4052486),(25 3974925.3),(26 3891955.8),(27 3818174),(28 3752748.3),(29 3687417.8),(30 3628729),(31 3569567.8),(32 3513488),(33 3466077.8),(34 3426142.3),(35 3394461),(36 3368347.3),(37 3342708.8),(38 3319982.8),(39 3305560),(40 3288277),(41 3267055.8),(42 3245969.3),(43 3232183),(44 3219955),(45 3216201),(46 3219312.5),(47 3231985.8),(48 3259049.3),(49 3292890.8),(50 3333405.8),(51 3382846),(52 3440945.3),(53 3506807),(54 3578411.3),(55 3653597.8),(56 3725499.3),(57 3795402.8),(58 3862268.3),(59 3936166),(60 4007059.3),(61 4081494),(62 4160974.8),(63 4241706.5),(64 4322174.5),(65 4392532),(66 4450427.5),(67 4484072),(68 4496319),(69 4486591.5),(70 4450667),(71 4399252),(72 4330454),(73 4246671),(74 4155838.8),(75 4062785.8),(76 3965961.5),(77 3874966.5),(78 3795995.5),(79 3739450.8),
(1 35772.54),(2 137299.94),(3 297766.47),(4 505173.4),(5 751741.94),(6 1025668.3),(7 1318724.8),(8 1613662.8),(9 1906009.4),(10 2186253.8),(11 2452389.8),(12 2700128.5),(13 2923396.8),(14 3112781),(15 3270411.8),(16 3393525.8),(17 3481559),(18 3539521.5),(19 3568018.3),(20 3575173.8),(21 3564422.3),(22 3542960.5),(23 3512604.3),(24 3482528.5),(25 3454907.5),(26 3435775.5),(27 3421996.8),(28 3415361.8),(29 3413050.8),(30 3421666.8),(31 3434345.5),(32 3444053.3),(33 3458069.3),(34 3468704),(35 3469223),(36 3457994.3),(37 3443217.5),(38 3428308.3),(39 3409667.8),(40 3385871.3),(41 3361292),(42 3341043.3),(43 3324729.5),(44 3313840),(45 3308780.8),(46 3304691.8),(47 3295839.5),(48 3286562.8),(49 3267224.5),(50 3241841.5),(51 3216498.3),(52 3190666.8),(53 3165014.8),(54 3147882.3),(55 3131133),(56 3116860),(57 3108884),(58 3098996.5),(59 3099003.5),(60 3106116.8),(61 3121944.5),(62 3150753.3),(63 3186452.3),(64 3222647.8),(65 3257715),(66 3285519.8),(67 3302329),(68 3312133.3),(69 3311948.5),(70 3302994.3),(71 3290320.8),(72 3274289.8),(73 3251642.8),(74 3220945.8),(75 3178432.3),(76 3133723.8),(77 3082601),(78 3027458.8),(79 2981073),
(1 27924.053),(2 104991.13),(3 224702.63),(4 381771.7),(5 567845.44),(6 776454.25),(7 1004514.94),(8 1235138.9),(9 1463617.3),(10 1682169),(11 1891877.9),(12 2093405.6),(13 2272226),(14 2420184.3),(15 2536399.3),(16 2625987.3),(17 2681344),(18 2712571.3),(19 2724308.3),(20 2724064.3),(21 2722898.5),(22 2727799.5),(23 2738194.8),(24 2762993.5),(25 2806120.5),(26 2866854.3),(27 2932211),(28 3002411.3),(29 3072679.8),(30 3142396.5),(31 3210478.5),(32 3273567),(33 3332612.3),(34 3388024.3),(35 3432927),(36 3468301.5),(37 3493376.8),(38 3505868.8),(39 3502812.5),(40 3486307.5),(41 3465437),(42 3443901.5),(43 3419937.5),(44 3398276.8),(45 3383861.3),(46 3370886.3),(47 3358864.8),(48 3348001),(49 3339148.8),(50 3329353.8),(51 3321831.8),(52 3319451.5),(53 3312410.8),(54 3300655.5),(55 3281223.5),(56 3245949.5),(57 3194794),(58 3137808.5),(59 3075392.5),(60 3012312.3),(61 2954201.5),(62 2895862),(63 2839134.5),(64 2778267.3),(65 2713280),(66 2647595),(67 2586256.5),(68 2524809.8),(69 2467233.5),(70 2424470.8),(71 2386625.5),(72 2362633.8),(73 2353529.3),(74 2356662),(75 2373563.8),(76 2402626.3),(77 2443000.3),(78 2488626.5),(79 2538994.5),
(1 32482.564),(2 122464.45),(3 261933.42),(4 439548.13),(5 645657.75),(6 870176),(7 1100719.8),(8 1327117.6),(9 1545379.6),(10 1747747),(11 1935623),(12 2096839),(13 2227306.5),(14 2318600.8),(15 2378280.3),(16 2405690.8),(17 2404756.3),(18 2385465.8),(19 2349838.5),(20 2303013.5),(21 2254307.8),(22 2207587.3),(23 2164461.5),(24 2132392),(25 2114213.5),(26 2117113),(27 2129353.5),(28 2153369.3),(29 2186358.8),(30 2228108.5),(31 2278902.8),(32 2337476.3),(33 2399693.8),(34 2464547.8),(35 2520349.3),(36 2574209.3),(37 2622849.3),(38 2667093.8),(39 2699801.3),(40 2713076.3),(41 2722644.3),(42 2721126.8),(43 2706011.8),(44 2686916),(45 2671338.3),(46 2658987.8),(47 2638626),(48 2616799.3),(49 2594161.8),(50 2581302),(51 2574163.8),(52 2577559.3),(53 2584973),(54 2597620.8),(55 2614748),(56 2632459.5),(57 2646769),(58 2653772.8),(59 2653343),(60 2639392.5),(61 2618579.8),(62 2584677.5),(63 2543310),(64 2497117.5),(65 2449825),(66 2397316.3),(67 2346076.3),(68 2299954.5),(69 2261138.5),(70 2236654.8),(71 2224125.8),(72 2220932.3),(73 2223397.3),(74 2230239),(75 2237430.5),(76 2245540),(77 2250994),(78 2252486.3),(79 2251975.8),
(1 39053.375),(2 149006.88),(3 323185.94),(4 549531.6),(5 818193.6),(6 1108449.1),(7 1409653.8),(8 1704885),(9 1976958.6),(10 2221391.5),(11 2441095),(12 2624505),(13 2764844.3),(14 2854019),(15 2898449.3),(16 2903326.5),(17 2872044.3),(18 2811903),(19 2732804),(20 2645676.3),(21 2556902),(22 2474437.5),(23 2411084.5),(24 2366073.5),(25 2335900.3),(26 2319103.3),(27 2310155.5),(28 2309874),(29 2320256),(30 2342945.5),(31 2386076.3),(32 2447200.8),(33 2516795.5),(34 2599549.5),(35 2689501.5),(36 2783577),(37 2875771.5),(38 2973227.5),(39 3061789.5),(40 3137027.8),(41 3202209.8),(42 3249559.5),(43 3276217.8),(44 3289365.3),(45 3296802.5),(46 3298903),(47 3288002.5),(48 3279164),(49 3259651.3),(50 3237801.3),(51 3213410.3),(52 3183903),(53 3148225.5),(54 3095019.8),(55 3030194.5),(56 2955195),(57 2876285.5),(58 2795728),(59 2710851.5),(60 2627784),(61 2561855.3),(62 2498315.5),(63 2450589.8),(64 2418915.3),(65 2403840),(66 2402041),(67 2417143),(68 2444084.3),(69 2483609),(70 2531970.3),(71 2580241),(72 2625534),(73 2657335),(74 2673165.8),(75 2676169),(76 2665950.5),(77 2643207.5),(78 2605813.5),(79 2560162.3),
(1 30900.371),(2 116456.81),(3 248040.7),(4 412117.03),(5 595766.06),(6 788177.44),(7 980796.6),(8 1161812.5),(9 1321238.3),(10 1456544.6),(11 1565616.1),(12 1645803.4),(13 1699379.4),(14 1723732.8),(15 1727169.1),(16 1708301.3),(17 1673529),(18 1637499.9),(19 1603524.4),(20 1577509.3),(21 1562619.6),(22 1561610.6),(23 1570594.5),(24 1584918.9),(25 1605614.8),(26 1635264.1),(27 1671894.3),(28 1712380.5),(29 1756257),(30 1800389.9),(31 1843493.3),(32 1882226.1),(33 1915700.8),(34 1942568),(35 1962010.4),(36 1976787.6),(37 1987495.4),(38 1997691.6),(39 2007491),(40 2008796.4),(41 2000773.9),(42 1986184.6),(43 1966936.3),(44 1944303.1),(45 1927676.4),(46 1922709.6),(47 1924518.5),(48 1936089.8),(49 1944470),(50 1946634.6),(51 1947467.6),(52 1943794.6),(53 1938766.3),(54 1927262.8),(55 1910780.1),(56 1894494.5),(57 1879334),(58 1867072.9),(59 1859820.8),(60 1856860.1),(61 1862078),(62 1868928.4),(63 1881789),(64 1901974.5),(65 1931018.6),(66 1965813.6),(67 2002466.8),(68 2037717.6),(69 2067110.9),(70 2091162.8),(71 2105968),(72 2108529.3),(73 2100576.8),(74 2081942.9),(75 2057778.1),(76 2031131),(77 2004101.9),(78 1982619.3),(79 1967934.8),
(1 31154.943),(2 116382.8),(3 247374.69),(4 409937.94),(5 591823.2),(6 780280.3),(7 967881.1),(8 1146301.3),(9 1308974.8),(10 1450883),(11 1567470.4),(12 1657999.1),(13 1725559),(14 1772674),(15 1801224.8),(16 1811524.1),(17 1804911.5),(18 1790645.9),(19 1772488),(20 1751362.4),(21 1735866.8),(22 1732622.4),(23 1733965.4),(24 1736405.5),(25 1750115.4),(26 1772685.4),(27 1803355.6),(28 1841358.4),(29 1889186),(30 1942339.6),(31 1999394),(32 2058079.4),(33 2109312.5),(34 2148278.8),(35 2166504.3),(36 2168476.3),(37 2152419.5),(38 2126753),(39 2090772.1),(40 2042854),(41 1997951.8),(42 1951784),(43 1911376.8),(44 1871566.1),(45 1846174.1),(46 1836166.3),(47 1833500.4),(48 1841547.6),(49 1855328.5),(50 1871108),(51 1885130.9),(52 1897885.8),(53 1901095.1),(54 1894303.1),(55 1877185),(56 1859455.4),(57 1845613.3),(58 1836023),(59 1830096.4),(60 1833813.1),(61 1848455.5),(62 1864819.3),(63 1878193.8),(64 1892883),(65 1907557),(66 1918834.8),(67 1925632.6),(68 1925843.4),(69 1913948.6),(70 1893447.1),(71 1866992),(72 1839175.4),(73 1814594.9),(74 1795968.8),(75 1788850.4),(76 1793382.4),(77 1808781.6),(78 1837397.8),(79 1876365.8),
(1 32821.523),(2 122876.266),(3 261155.17),(4 431518.44),(5 619077.7),(6 807342.06),(7 990666.9),(8 1152852.3),(9 1294308.3),(10 1412431.1),(11 1509582.4),(12 1583868.5),(13 1639465.4),(14 1669550.6),(15 1680499.4),(16 1667873.4),(17 1637774.5),(18 1600853),(19 1566878),(20 1538724.5),(21 1523775.9),(22 1522501.9),(23 1525095.3),(24 1534462.5),(25 1552351.5),(26 1575464.1),(27 1602808.5),(28 1632315.3),(29 1664509.5),(30 1692885.5),(31 1716226.5),(32 1730561.3),(33 1738306.8),(34 1730866.4),(35 1709815.6),(36 1679113.3),(37 1644742.4),(38 1611454.8),(39 1578162.6),(40 1546843.5),(41 1521257.3),(42 1506568.6),(43 1505472.9),(44 1521249.5),(45 1553568.5),(46 1600386.6),(47 1654300.6),(48 1714261.8),(49 1770102.9),(50 1819214.5),(51 1861487),(52 1892296.5),(53 1914435.5),(54 1925848.3),(55 1926263.1),(56 1920493.5),(57 1913990),(58 1913404.6),(59 1914070.5),(60 1921503.5),(61 1935889.8),(62 1948829.5),(63 1958685.1),(64 1972034),(65 1986381.8),(66 1996451.1),(67 1998808.5),(68 1995794),(69 1984870.3),(70 1971485.1),(71 1952929.4),(72 1931613.8),(73 1915894.3),(74 1904216),(75 1898515.8),(76 1906904.6),(77 1920110.5),(78 1942305.1),(79 1965382.3),
(1 33349.313),(2 124467.29),(3 262238.13),(4 429588.84),(5 614384.06),(6 800875.2),(7 977898.06),(8 1140947.4),(9 1279759.4),(10 1389279.5),(11 1472040),(12 1528715.5),(13 1560088.9),(14 1568358.9),(15 1558194),(16 1534524.1),(17 1501482.1),(18 1471041.5),(19 1446374.1),(20 1428523.4),(21 1421551.9),(22 1425393.5),(23 1434111.1),(24 1448015.1),(25 1466297.5),(26 1481900.5),(27 1497131.1),(28 1507434.6),(29 1510163.5),(30 1503160.1),(31 1488862),(32 1468202.6),(33 1442103.1),(34 1408459.4),(35 1372334.3),(36 1337672.8),(37 1305229),(38 1277090.9),(39 1254098.6),(40 1236374.1),(41 1229629.3),(42 1232886.3),(43 1245522.8),(44 1264477.4),(45 1290517.4),(46 1319419.5),(47 1346685.1),(48 1373248.8),(49 1398939.9),(50 1422243.1),(51 1443264),(52 1457152.9),(53 1467792.8),(54 1475448.4),(55 1478353.5),(56 1478896.4),(57 1479508.9),(58 1483542),(59 1485603),(60 1490547.6),(61 1500482.4),(62 1505297.6),(63 1510383.9),(64 1519481.5),(65 1527497.9),(66 1536245.6),(67 1543941.6),(68 1551077.3),(69 1561727.3),(70 1574468.5),(71 1591569.5),(72 1608076.5),(73 1627457.5),(74 1646259.8),(75 1664884.9),(76 1677552.4),(77 1681890),(78 1683129.6),(79 1678687.6),
(1 34471.383),(2 129796.51),(3 272831.7),(4 445883.03),(5 633493.5),(6 821426.3),(7 994855.56),(8 1149854.8),(9 1278442.1),(10 1372163.4),(11 1431837.1),(12 1464426),(13 1470598.9),(14 1457095.6),(15 1426864.1),(16 1383377.1),(17 1333604.5),(18 1286316.8),(19 1247205.5),(20 1216671.5),(21 1197007.5),(22 1190053.8),(23 1191859.4),(24 1195877),(25 1201398.8),(26 1207844.6),(27 1211783.9),(28 1213157.8),(29 1206606.3),(30 1191837.9),(31 1169845.8),(32 1142177.4),(33 1110412.5),(34 1078913),(35 1053857.3),(36 1038427),(37 1033503.94),(38 1040211.94),(39 1057043.1),(40 1079517.4),(41 1113124.1),(42 1155393.5),(43 1205114.5),(44 1254958.6),(45 1305101),(46 1349010.4),(47 1383302.3),(48 1411032.5),(49 1430722),(50 1446392.3),(51 1461079.9),(52 1473378.4),(53 1489120.5),(54 1504650.6),(55 1515473.6),(56 1519315.9),(57 1515757.1),(58 1506353.4),(59 1491610.6),(60 1473023.5),(61 1456035),(62 1435356.8),(63 1414656.5),(64 1395686.3),(65 1377650.5),(66 1363143.4),(67 1351503.4),(68 1345131.8),(69 1346199.6),(70 1351883.5),(71 1358543.4),(72 1363821.4),(73 1368265.4),(74 1368465.8),(75 1365157.1),(76 1358366.9),(77 1347443.9),(78 1336473.1),(79 1328227.4),
(1 31598.922),(2 116551.836),(3 240234.58),(4 385074.03),(5 534873.06),(6 679283.7),(7 811479.3),(8 922840),(9 1013519.4),(10 1076644.6),(11 1108971),(12 1115070.6),(13 1097309.1),(14 1061381.8),(15 1012918.9),(16 957678.75),(17 901854.56),(18 855336.44),(19 822969.3),(20 806403.6),(21 802926.06),(22 811070.5),(23 831105.25),(24 861180.8),(25 899687.8),(26 944853.6),(27 991916.25),(28 1036428.44),(29 1071414.3),(30 1094395.5),(31 1102168.1),(32 1096048.8),(33 1078857.6),(34 1057699.3),(35 1037686.3),(36 1021248.2),(37 1011760.4),(38 1009277.06),(39 1014031.8),(40 1020722.3),(41 1033559.2),(42 1052837.9),(43 1071170.5),(44 1086342.3),(45 1098605.1),(46 1107736.9),(47 1114506),(48 1119037.1),(49 1121312.6),(50 1124628.4),(51 1134036),(52 1153699.3),(53 1181662),(54 1213160.6),(55 1244694.1),(56 1269364.3),(57 1286768.5),(58 1297925),(59 1300197.5),(60 1298272),(61 1297941.8),(62 1288662.4),(63 1283550.3),(64 1284318),(65 1287448.8),(66 1291090.8),(67 1288792.1),(68 1281640),(69 1271056.9),(70 1254142.6),(71 1235876.1),(72 1213382.3),(73 1192462.3),(74 1170874.3),(75 1146922.9),(76 1124871.5),(77 1107050.9),(78 1095680.5),(79 1090516.4),
(1 30301.316),(2 112057.234),(3 231743.95),(4 375251.84),(5 527081.3),(6 675492.3),(7 814180.94),(8 933749.7),(9 1032307.5),(10 1103363.1),(11 1141739.4),(12 1156311.4),(13 1146838.1),(14 1120625.3),(15 1082057.4),(16 1038281.5),(17 999465.3),(18 973044.56),(19 962414.2),(20 965197.06),(21 981333.9),(22 1012202.9),(23 1053451.3),(24 1103027),(25 1159247.8),(26 1219863),(27 1281445.9),(28 1339557.4),(29 1388633.5),(30 1426319.4),(31 1448689.8),(32 1450120.6),(33 1436369.1),(34 1407439.4),(35 1370745.4),(36 1335302.1),(37 1301214.4),(38 1273827.6),(39 1257429.3),(40 1249334.6),(41 1255198),(42 1275224.3),(43 1302342.9),(44 1330773.6),(45 1357235.1),(46 1378869.8),(47 1393297.3),(48 1410494.5),(49 1416841.8),(50 1418263.9),(51 1419972.3),(52 1416400.9),(53 1419226.4),(54 1417814.9),(55 1414857.1),(56 1413945),(57 1415082.9),(58 1421962.6),(59 1428399.3),(60 1430583.8),(61 1436038.3),(62 1433420.6),(63 1427841),(64 1421420.4),(65 1411517.1),(66 1399788.6),(67 1383512.6),(68 1360756),(69 1335555.4),(70 1308987.3),(71 1286939),(72 1268842.1),(73 1257355.6),(74 1254566.6),(75 1262167.6),(76 1280387.9),(77 1304205.8),(78 1330917),(79 1361207.6),
(1 33350.47),(2 122248.58),(3 251500.63),(4 402829.78),(5 560802.25),(6 712941.94),(7 844099.1),(8 947555.1),(9 1021554.3),(10 1065069.8),(11 1081822.1),(12 1076883.4),(13 1055313.6),(14 1024271.3),(15 986136.25),(16 950041.6),(17 925911.44),(18 913668.25),(19 920315.56),(20 941408.8),(21 975861.6),(22 1018975.4),(23 1071817.4),(24 1128504.9),(25 1183579.8),(26 1234325.1),(27 1276372.8),(28 1307428.8),(29 1324670),(30 1327153.3),(31 1317723.6),(32 1296867.3),(33 1270510.3),(34 1238864.3),(35 1203313.4),(36 1171031.1),(37 1140298.8),(38 1118512.8),(39 1105245.8),(40 1097464.8),(41 1100008.5),(42 1107578.1),(43 1120190),(44 1132720.9),(45 1144971.3),(46 1155870.4),(47 1165717.5),(48 1181015.5),(49 1194776.8),(50 1210491.8),(51 1225916.1),(52 1234747.9),(53 1241393.6),(54 1241884.1),(55 1239152.8),(56 1238797.8),(57 1241018.6),(58 1249617.1),(59 1260341.4),(60 1269941),(61 1281226),(62 1283276.6),(63 1281658.4),(64 1276737.5),(65 1264267.4),(66 1244912),(67 1218942.9),(68 1193949),(69 1171435.3),(70 1149674.4),(71 1137039.1),(72 1129792.5),(73 1133745.8),(74 1146085.9),(75 1168148.8),(76 1198794),(77 1230393.1),(78 1258633.8),(79 1284937.9),
