1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18523.568),(2 42512.586),(3 62977.145),(4 106227.75),(5 136960.86),(6 168024.98),(7 196027.38),(8 221660.83),(9 251718.67),(10 283548.38),(11 311289.72),(12 334793.34),(13 369914.16),(14 399529.6),(15 428988.5),(16 456713.88),(17 490498.25),(18 520883.72),(19 556225.7),(20 588132.75),(21 624022.44),(22 677595.2),(23 727766.2),(24 768286.7),(25 857054.7),(26 916244),(27 969661.75),(28 1046093.3),(29 1120675.6),(30 1217008.5),(31 1335604),(32 1427992.9),(33 1500207.6),(34 1570289.6),(35 1624148),(36 1667196.1),(37 1711026.5),(38 1762098.6),(39 1803420.6),(40 1841187.5),(41 1841621.5),(42 1857196.4),(43 1861919.6),(44 1853774),(45 1844677.1),(46 1858994.5),(47 1854062),(48 1854667.9),(49 1861259.1),(50 1858583),(51 1839819),(52 1830258.1),(53 1796196),(54 1761803.1),(55 1726275.4),(56 1685652.4),(57 1650132),(58 1614926.5),(59 1578746),(60 1566241.5),(61 1559834.1),(62 1564459),(63 1549167.9),(64 1538498.9),(65 1532260.5),(66 1513203.4),(67 1519624.6),(68 1523360.9),(69 1605427.1),(70 1632149.1),(71 1667560.4),(72 1647562.1),(73 1669018.6),(74 1668677.9),(75 1675639),(76 1716176.6),(77 1743385.5),(78 1757084.6),(79 1824954.4),
(1 95.01335),(2 112.603775),(3 121.70744),(4 130.48758),(5 132.40616),(6 138.06458),(7 140.49318),(8 143.9322),(9 146.58737),(10 146.9391),(11 145.96684),(12 144.8961),(13 149.74953),(14 150.44562),(15 149.56447),(16 151.09329),(17 149.901),(18 151.56335),(19 153.26645),(20 151.78687),(21 149.99464),(22 153.99803),(23 152.56424),(24 151.06012),(25 152.80573),(26 152.82903),(27 151.75998),(28 153.43724),(29 152.66508),(30 153.07367),(31 155.39548),(32 152.94644),(33 153.14049),(34 155.41808),(35 153.18805),(36 153.52899),(37 155.47908),(38 155.09422),(39 154.48917),(40 156.36261),(41 157.0842),(42 154.7651),(43 157.2741),(44 152.69157),(45 154.72159),(46 155.97345),(47 155.82661),(48 157.3696),(49 158.55943),(50 157.99466),(51 162.4767),(52 160.06213),(53 161.02203),(54 162.55167),(55 159.18658),(56 160.09529),(57 163.87836),(58 161.81146),(59 162.96301),(60 165.42952),(61 161.79318),(62 162.4222),(63 166.96269),(64 163.76718),(65 165.62207),(66 169.0346),(67 169.36072),(68 167.6997),(69 167.1102),(70 165.98083),(71 166.14099),(72 167.9183),(73 165.96849),(74 165.75337),(75 166.05878),(76 165.29048),(77 165.61633),(78 166.04665),(79 166.01443),
(1 93.86452),(2 111.98004),(3 121.81023),(4 131.43344),(5 134.68507),(6 138.01917),(7 142.25418),(8 145.72516),(9 147.72473),(10 148.78815),(11 148.2825),(12 147.51543),(13 150.80037),(14 152.10089),(15 151.5745),(16 152.83878),(17 151.28003),(18 152.97752),(19 155.71454),(20 153.57318),(21 152.69644),(22 155.91139),(23 156.19858),(24 153.60759),(25 155.54463),(26 155.51877),(27 154.42172),(28 155.01732),(29 154.21912),(30 154.67908),(31 157.77074),(32 154.23215),(33 155.6875),(34 157.20274),(35 155.46826),(36 156.4502),(37 157.43338),(38 158.36127),(39 153.78676),(40 158.08206),(41 156.90488),(42 157.59496),(43 158.24223),(44 155.48732),(45 156.79146),(46 160.47903),(47 159.35866),(48 160.59532),(49 159.48203),(50 160.30876),(51 164.7699),(52 163.30113),(53 164.1755),(54 164.57765),(55 161.82817),(56 162.82574),(57 166.17416),(58 167.09908),(59 167.1339),(60 169.42603),(61 165.39482),(62 165.81007),(63 169.25974),(64 166.61948),(65 168.50626),(66 170.92972),(67 170.22867),(68 169.38112),(69 168.72919),(70 168.76321),(71 167.48083),(72 168.18639),(73 165.62979),(74 165.6146),(75 167.4754),(76 166.1057),(77 165.65771),(78 165.88843),(79 164.78923),
(1 91.98245),(2 109.0417),(3 117.74825),(4 127.78056),(5 128.72876),(6 133.57063),(7 138.33444),(8 139.71747),(9 139.58522),(10 142.19705),(11 142.8861),(12 142.40823),(13 143.65692),(14 143.73297),(15 143.21396),(16 145.84892),(17 144.7672),(18 146.27025),(19 148.39772),(20 146.0343),(21 147.32074),(22 148.03526),(23 148.41078),(24 147.05078),(25 149.73459),(26 150.00232),(27 149.44885),(28 149.1026),(29 148.57933),(30 148.36145),(31 150.63133),(32 148.94783),(33 149.14186),(34 150.53378),(35 149.5611),(36 150.21744),(37 152.92662),(38 153.46046),(39 150.4445),(40 153.30486),(41 150.78128),(42 152.2989),(43 155.351),(44 151.42726),(45 152.95619),(46 154.46753),(47 153.09007),(48 155.54256),(49 153.33827),(50 155.59845),(51 158.82892),(52 158.74376),(53 159.54448),(54 161.86714),(55 157.70914),(56 157.22845),(57 161.67352),(58 159.81163),(59 159.75832),(60 164.06259),(61 161.15201),(62 161.93048),(63 165.33484),(64 162.30287),(65 162.73839),(66 166.92653),(67 164.40659),(68 164.68333),(69 164.35211),(70 163.76064),(71 161.44359),(72 162.62288),(73 159.85083),(74 158.7651),(75 160.62543),(76 156.58276),(77 158.41747),(78 159.73317),(79 158.69499),
(1 89.86494),(2 106.34278),(3 113.20249),(4 123.23887),(5 125.17626),(6 129.67699),(7 133.7412),(8 134.29845),(9 134.3194),(10 136.98485),(11 138.23189),(12 138.06198),(13 140.47192),(14 139.10013),(15 138.0539),(16 140.3051),(17 141.39473),(18 140.09772),(19 141.91026),(20 141.32536),(21 140.84001),(22 143.0501),(23 142.68434),(24 141.78136),(25 143.25249),(26 145.22025),(27 142.61787),(28 143.38248),(29 141.67067),(30 143.14),(31 146.55766),(32 146.1337),(33 147.1925),(34 149.07103),(35 147.91556),(36 147.84126),(37 148.14737),(38 148.63568),(39 147.65425),(40 150.0458),(41 148.28029),(42 148.65538),(43 152.07503),(44 148.57039),(45 150.59323),(46 153.9085),(47 151.18068),(48 153.36725),(49 151.42714),(50 153.1209),(51 155.23715),(52 152.39902),(53 153.1861),(54 155.78401),(55 151.79079),(56 151.43184),(57 153.82532),(58 152.89162),(59 152.54575),(60 156.53604),(61 154.92995),(62 154.90459),(63 157.56676),(64 154.58542),(65 156.64543),(66 159.86818),(67 158.90178),(68 158.86246),(69 161.91954),(70 158.81831),(71 157.40628),(72 159.02608),(73 157.81079),(74 157.00806),(75 159.42708),(76 157.06413),(77 156.53629),(78 157.0646),(79 155.42836),
(1 88.63297),(2 105.32717),(3 112.82309),(4 120.89041),(5 124.71547),(6 128.96323),(7 132.33817),(8 134.05545),(9 134.275),(10 135.54958),(11 136.84053),(12 137.11658),(13 139.83694),(14 138.36621),(15 139.04822),(16 140.69217),(17 140.3975),(18 139.00395),(19 140.6013),(20 141.87404),(21 140.09291),(22 142.78874),(23 142.0539),(24 140.53406),(25 142.55327),(26 142.64476),(27 140.71313),(28 140.692),(29 139.80318),(30 140.74612),(31 144.84589),(32 143.1606),(33 144.4231),(34 145.8391),(35 146.69598),(36 147.60442),(37 147.9366),(38 148.2208),(39 148.53954),(40 148.28828),(41 148.7957),(42 148.80756),(43 150.5351),(44 148.86957),(45 149.24559),(46 150.28113),(47 148.25966),(48 149.36198),(49 149.49844),(50 149.57472),(51 153.40659),(52 150.76591),(53 151.58899),(54 153.01195),(55 151.14995),(56 151.28171),(57 155.61462),(58 153.11066),(59 152.09384),(60 156.51141),(61 153.10551),(62 153.93504),(63 155.54834),(64 155.80104),(65 157.01263),(66 161.8465),(67 160.063),(68 159.61612),(69 161.54007),(70 157.83356),(71 156.95827),(72 159.68777),(73 157.12488),(74 158.55205),(75 160.60028),(76 159.07755),(77 158.98366),(78 160.49785),(79 157.9998),
(1 87.039894),(2 104.68177),(3 113.12814),(4 121.15585),(5 125.993225),(6 129.2517),(7 133.40475),(8 134.42577),(9 135.89876),(10 138.19324),(11 139.07825),(12 140.48633),(13 142.50687),(14 140.9608),(15 142.01274),(16 144.64708),(17 141.50172),(18 141.5018),(19 143.62372),(20 143.20625),(21 142.18532),(22 142.92072),(23 142.75044),(24 141.34068),(25 144.05035),(26 142.19655),(27 140.58655),(28 142.05296),(29 141.21571),(30 140.90825),(31 144.52257),(32 143.484),(33 144.33801),(34 147.59512),(35 146.35315),(36 146.36403),(37 147.96794),(38 147.80205),(39 147.0745),(40 148.81628),(41 146.93216),(42 147.06224),(43 147.95424),(44 145.31682),(45 146.2975),(46 148.87086),(47 146.4612),(48 148.0537),(49 147.14027),(50 149.40405),(51 154.30237),(52 151.62209),(53 151.4087),(54 153.3804),(55 150.58919),(56 150.91194),(57 153.56241),(58 151.95258),(59 152.71489),(60 155.97992),(61 152.54024),(62 153.87296),(63 156.06006),(64 154.67038),(65 157.74474),(66 162.19395),(67 161.11406),(68 159.58476),(69 161.19241),(70 157.23555),(71 156.2772),(72 156.63733),(73 155.54764),(74 156.06609),(75 156.24127),(76 154.94406),(77 155.49773),(78 157.36298),(79 153.68033),
(1 87.34091),(2 104.0141),(3 112.40867),(4 122.98727),(5 126.39158),(6 129.42537),(7 133.57166),(8 133.412),(9 135.60783),(10 137.65562),(11 137.67896),(12 138.46223),(13 140.82106),(14 139.10889),(15 141.20145),(16 141.9457),(17 141.583),(18 142.42682),(19 144.00125),(20 143.12181),(21 141.88928),(22 143.92053),(23 143.23738),(24 142.4809),(25 144.53185),(26 142.30725),(27 141.57799),(28 142.38454),(29 140.89986),(30 141.27701),(31 144.5671),(32 145.21587),(33 145.43639),(34 146.27551),(35 147.0104),(36 146.52415),(37 147.09868),(38 147.40897),(39 146.41696),(40 147.7062),(41 148.35747),(42 147.89209),(43 149.2911),(44 147.30847),(45 147.34775),(46 150.35422),(47 148.26007),(48 151.19109),(49 151.46104),(50 152.84076),(51 155.54245),(52 154.85054),(53 154.18349),(54 157.27304),(55 153.09903),(56 153.80026),(57 155.36609),(58 153.41956),(59 154.36241),(60 155.03265),(61 153.83223),(62 154.1555),(63 156.80022),(64 154.98772),(65 155.0452),(66 158.4916),(67 158.07002),(68 157.37149),(69 156.38838),(70 154.64436),(71 153.93663),(72 154.86632),(73 154.05202),(74 154.12413),(75 154.5565),(76 152.59216),(77 153.77072),(78 156.29512),(79 152.71063),
(1 86.14981),(2 102.00376),(3 110.77146),(4 121.29587),(5 123.017784),(6 127.33148),(7 130.22162),(8 131.0594),(9 133.22427),(10 135.40204),(11 135.86205),(12 136.31567),(13 138.5654),(14 138.66685),(15 139.29312),(16 140.71783),(17 139.79254),(18 140.0798),(19 140.74405),(20 139.62935),(21 138.7472),(22 138.96873),(23 139.00366),(24 137.51688),(25 140.77794),(26 139.64543),(27 138.54515),(28 138.79848),(29 138.08586),(30 138.50899),(31 142.05927),(32 140.84492),(33 141.42322),(34 142.8694),(35 142.81325),(36 144.22371),(37 143.99123),(38 143.11313),(39 141.9849),(40 144.91344),(41 144.67938),(42 145.16833),(43 147.14796),(44 145.72095),(45 144.37779),(46 147.52104),(47 147.27577),(48 150.63608),(49 148.05267),(50 149.13689),(51 149.97385),(52 149.3469),(53 149.48494),(54 152.25032),(55 149.91663),(56 149.88373),(57 150.53235),(58 148.85306),(59 148.78442),(60 150.71602),(61 148.0861),(62 147.39912),(63 150.36998),(64 149.68529),(65 150.49757),(66 152.25058),(67 151.84685),(68 153.07635),(69 153.08614),(70 149.85536),(71 150.3996),(72 152.08954),(73 151.62129),(74 150.78831),(75 150.22511),(76 149.32295),(77 150.20921),(78 152.77953),(79 149.23143),
(1 84.75631),(2 100.98324),(3 108.78871),(4 117.912544),(5 121.87718),(6 125.26511),(7 126.96058),(8 129.18103),(9 130.97171),(10 134.49803),(11 135.60602),(12 135.25403),(13 137.74551),(14 137.24487),(15 137.993),(16 139.73526),(17 139.05602),(18 140.92932),(19 143.1139),(20 139.69266),(21 138.59688),(22 138.89279),(23 138.76163),(24 137.83957),(25 141.61163),(26 141.63643),(27 138.88434),(28 140.45009),(29 140.08922),(30 139.11742),(31 141.36412),(32 139.13408),(33 140.2108),(34 141.53024),(35 141.20135),(36 142.51471),(37 142.92856),(38 141.15051),(39 141.48503),(40 143.76692),(41 144.12376),(42 144.25276),(43 146.66652),(44 145.10222),(45 145.02347),(46 147.19406),(47 145.71533),(48 148.24681),(49 146.60808),(50 146.6786),(51 148.19273),(52 146.42465),(53 147.69289),(54 150.31604),(55 147.58551),(56 148.35793),(57 149.50261),(58 147.01036),(59 146.89717),(60 150.48595),(61 149.05214),(62 147.65004),(63 149.23883),(64 146.80951),(65 148.91971),(66 150.64758),(67 151.9439),(68 151.45163),(69 152.06104),(70 149.86859),(71 150.96967),(72 151.52933),(73 150.16002),(74 150.74847),(75 151.63252),(76 149.09438),(77 148.45395),(78 152.483),(79 149.52965),
(1 82.3941),(2 98.17677),(3 105.94089),(4 115.169586),(5 119.66023),(6 124.81183),(7 126.080574),(8 127.78632),(9 129.84676),(10 133.83017),(11 133.5013),(12 132.55034),(13 134.5587),(14 134.6074),(15 136.10526),(16 139.7321),(17 138.38745),(18 138.3739),(19 140.42514),(20 138.89859),(21 137.41083),(22 139.08409),(23 138.38895),(24 138.39365),(25 140.8002),(26 139.47453),(27 137.35698),(28 138.22473),(29 138.45503),(30 136.73845),(31 137.98122),(32 137.81483),(33 137.06384),(34 140.68282),(35 139.74216),(36 139.24739),(37 140.06293),(38 139.94637),(39 139.33417),(40 140.45636),(41 139.90096),(42 141.5633),(43 143.31664),(44 141.70636),(45 143.39159),(46 143.87076),(47 142.83148),(48 145.1022),(49 144.81624),(50 145.86212),(51 146.27785),(52 145.59483),(53 145.96129),(54 148.23936),(55 145.72743),(56 147.02481),(57 146.0862),(58 146.27466),(59 145.85652),(60 148.41336),(61 147.67769),(62 147.51733),(63 151.55214),(64 148.38104),(65 148.65128),(66 151.17809),(67 150.69037),(68 149.18095),(69 149.4659),(70 148.74783),(71 149.0973),(72 150.09329),(73 149.97781),(74 148.76154),(75 150.21716),(76 148.00537),(77 149.7324),(78 150.5677),(79 148.54445),
(1 82.077225),(2 96.44882),(3 104.647),(4 114.14058),(5 117.07875),(6 121.508896),(7 123.284164),(8 125.25788),(9 125.56511),(10 129.3645),(11 128.36302),(12 128.92111),(13 132.65512),(14 131.26924),(15 133.2962),(16 135.02463),(17 134.26924),(18 133.67831),(19 135.88905),(20 133.62897),(21 132.62532),(22 135.26671),(23 135.19382),(24 134.15103),(25 135.30193),(26 134.5674),(27 133.60872),(28 133.83258),(29 135.01283),(30 135.08566),(31 137.12187),(32 137.81996),(33 137.09018),(34 138.8642),(35 138.688),(36 137.68253),(37 137.7212),(38 137.31534),(39 136.79716),(40 138.5586),(41 136.80074),(42 138.13472),(43 139.6765),(44 137.94075),(45 139.19313),(46 141.9217),(47 140.8642),(48 142.26028),(49 141.05232),(50 143.22841),(51 145.80725),(52 144.71931),(53 144.40765),(54 146.81885),(55 145.68796),(56 144.92235),(57 146.0213),(58 145.36748),(59 145.79582),(60 147.13766),(61 147.09125),(62 147.63461),(63 149.80716),(64 146.84283),(65 147.61885),(66 149.64595),(67 149.03333),(68 149.65556),(69 149.06664),(70 147.91623),(71 146.93576),(72 149.49072),(73 147.6297),(74 146.95634),(75 147.13766),(76 145.6928),(77 145.57907),(78 146.27548),(79 144.63283),
(1 80.23436),(2 94.085754),(3 103.116714),(4 111.67849),(5 115.906265),(6 120.01945),(7 122.145325),(8 124.55507),(9 124.28517),(10 126.99756),(11 126.49562),(12 127.56246),(13 129.63705),(14 128.73903),(15 130.05167),(16 131.81345),(17 129.92473),(18 130.43155),(19 131.26372),(20 128.8616),(21 127.21402),(22 129.58968),(23 128.17664),(24 128.69695),(25 130.20743),(26 129.20464),(27 129.11732),(28 129.63892),(29 130.04268),(30 129.98361),(31 132.62291),(32 131.5675),(33 131.41563),(34 134.05798),(35 134.07869),(36 134.61658),(37 134.0452),(38 133.83955),(39 134.13753),(40 134.89003),(41 132.26067),(42 132.36443),(43 133.78802),(44 132.82571),(45 135.21678),(46 136.60799),(47 135.58662),(48 136.99202),(49 135.72165),(50 137.11737),(51 140.54544),(52 138.1029),(53 137.54956),(54 141.88658),(55 139.77287),(56 139.30032),(57 141.344),(58 139.49467),(59 140.17885),(60 142.92184),(61 143.4072),(62 143.45738),(63 144.9677),(64 143.14812),(65 144.88844),(66 147.06978),(67 147.28564),(68 146.89386),(69 147.36122),(70 145.932),(71 145.72955),(72 146.35031),(73 146.65366),(74 145.82874),(75 146.10588),(76 145.43958),(77 146.11905),(78 146.65341),(79 143.54422),
(1 79.96286),(2 93.67757),(3 101.74984),(4 111.238266),(5 113.96451),(6 116.61583),(7 119.492386),(8 124.29742),(9 123.41603),(10 125.93724),(11 126.504425),(12 127.65319),(13 129.6607),(14 128.81209),(15 128.18143),(16 130.7606),(17 129.1983),(18 129.03012),(19 129.54074),(20 127.73755),(21 126.85577),(22 128.27849),(23 128.52959),(24 127.7495),(25 130.69145),(26 129.81973),(27 130.00853),(28 130.52753),(29 130.51927),(30 129.92899),(31 132.18884),(32 131.60176),(33 131.3595),(34 134.99767),(35 132.98778),(36 133.26425),(37 134.38063),(38 134.79437),(39 134.32794),(40 134.41512),(41 133.87859),(42 134.28555),(43 135.65813),(44 134.32423),(45 134.52856),(46 136.62865),(47 135.62408),(48 135.7385),(49 135.10986),(50 136.33571),(51 138.12996),(52 137.97629),(53 137.36218),(54 138.59204),(55 136.2105),(56 136.34895),(57 137.92906),(58 136.54369),(59 136.92628),(60 138.46922),(61 138.00467),(62 138.01666),(63 139.95886),(64 138.31862),(65 140.99773),(66 143.90279),(67 143.1405),(68 141.79945),(69 142.33588),(70 140.64397),(71 141.08868),(72 140.76744),(73 140.57417),(74 139.9657),(75 140.80035),(76 139.13873),(77 140.28807),(78 140.4766),(79 139.63995),
(1 78.4498),(2 92.78773),(3 99.90335),(4 109.374374),(5 111.29804),(6 115.22585),(7 118.55116),(8 120.82628),(9 119.62422),(10 122.89852),(11 123.29129),(12 124.41209),(13 126.534065),(14 125.30338),(15 125.808495),(16 126.91463),(17 126.42197),(18 127.07836),(19 128.37653),(20 126.973495),(21 126.23271),(22 127.3634),(23 125.87507),(24 125.35274),(25 127.194984),(26 127.52186),(27 126.18542),(28 127.60698),(29 126.421555),(30 127.25803),(31 128.25888),(32 128.11038),(33 128.46469),(34 128.88087),(35 127.966805),(36 128.34055),(37 128.68872),(38 128.76262),(39 129.33708),(40 130.63525),(41 130.7328),(42 130.48283),(43 131.06053),(44 129.86319),(45 130.88364),(46 132.63104),(47 132.53247),(48 132.65619),(49 132.39427),(50 131.86678),(51 134.67195),(52 133.15256),(53 133.60194),(54 134.48311),(55 131.59998),(56 132.496),(57 134.03232),(58 132.36862),(59 133.9429),(60 136.61664),(61 135.86101),(62 136.14075),(63 137.2643),(64 137.0202),(65 138.9679),(66 140.27771),(67 141.20717),(68 140.2204),(69 141.04724),(70 140.14374),(71 139.47906),(72 141.15323),(73 139.49486),(74 138.11763),(75 138.51125),(76 137.98425),(77 138.16154),(78 140.7138),(79 140.00462),
(1 76.999374),(2 91.11409),(3 98.586494),(4 106.49916),(5 108.846016),(6 114.66335),(7 117.57881),(8 119.56652),(9 119.55893),(10 122.901566),(11 123.30277),(12 124.525246),(13 125.386604),(14 124.0119),(15 124.28075),(16 124.74989),(17 126.26254),(18 126.89804),(19 127.90709),(20 126.758606),(21 126.87882),(22 128.70897),(23 128.2123),(24 126.686226),(25 128.26495),(26 127.705765),(27 127.4454),(28 128.71664),(29 127.821014),(30 127.744865),(31 130.07063),(32 129.71417),(33 130.1639),(34 131.02637),(35 131.64296),(36 131.60759),(37 133.09776),(38 132.16484),(39 131.78674),(40 134.21979),(41 133.4688),(42 132.99728),(43 134.99803),(44 133.27307),(45 133.73268),(46 135.02473),(47 134.99344),(48 136.46758),(49 135.53368),(50 137.36536),(51 138.90567),(52 136.66592),(53 136.99017),(54 138.3817),(55 135.55078),(56 136.01845),(57 136.67273),(58 135.04158),(59 136.09378),(60 138.07419),(61 137.34113),(62 137.1717),(63 137.05257),(64 135.72162),(65 138.00003),(66 138.92145),(67 137.50664),(68 135.98051),(69 137.0504),(70 133.43733),(71 134.22784),(72 134.85034),(73 134.57816),(74 135.70438),(75 134.94096),(76 133.65811),(77 134.87157),(78 138.04099),(79 136.70595),
(1 77.65272),(2 90.61718),(3 98.252426),(4 106.962234),(5 107.60455),(6 111.89156),(7 114.111916),(8 116.67229),(9 117.56061),(10 120.18203),(11 120.37401),(12 121.30023),(13 122.65857),(14 123.07131),(15 122.95397),(16 123.99726),(17 123.970894),(18 125.38646),(19 126.74922),(20 124.920425),(21 124.74677),(22 125.81079),(23 124.88727),(24 123.59263),(25 126.577126),(26 124.76882),(27 125.2033),(28 126.70889),(29 126.66575),(30 126.70185),(31 129.01898),(32 128.58263),(33 130.03133),(34 131.3829),(35 131.36641),(36 131.80077),(37 133.99603),(38 133.97536),(39 133.11137),(40 134.39772),(41 132.22426),(42 131.65253),(43 132.58139),(44 131.76982),(45 132.51506),(46 134.47346),(47 133.04028),(48 133.77554),(49 133.6754),(50 134.79138),(51 137.28777),(52 135.44087),(53 135.76843),(54 138.53636),(55 135.6583),(56 136.11858),(57 137.57855),(58 137.4725),(59 136.81456),(60 138.61182),(61 137.3815),(62 138.14175),(63 138.32076),(64 137.73502),(65 139.4333),(66 142.5876),(67 142.03775),(68 141.73772),(69 140.79372),(70 137.83891),(71 137.75311),(72 139.30734),(73 138.33928),(74 137.81622),(75 137.31032),(76 137.37457),(77 137.46838),(78 139.83852),(79 137.81926),
(1 76.08732),(2 89.054245),(3 96.78475),(4 104.17447),(5 105.73169),(6 110.39534),(7 112.41908),(8 115.35551),(9 114.73108),(10 116.823616),(11 116.99666),(12 118.63574),(13 120.788185),(14 120.23137),(15 120.03118),(16 121.52424),(17 120.38164),(18 121.10763),(19 123.21082),(20 121.409935),(21 121.60983),(22 121.57569),(23 121.83686),(24 121.99817),(25 124.78072),(26 122.61731),(27 120.43099),(28 122.16234),(29 121.20013),(30 123.13778),(31 125.92139),(32 124.74258),(33 124.62741),(34 125.23051),(35 125.10124),(36 126.455055),(37 126.94405),(38 126.3427),(39 126.950035),(40 127.82776),(41 127.10822),(42 127.058945),(43 127.545746),(44 125.602165),(45 127.017456),(46 129.19168),(47 127.57561),(48 128.72595),(49 128.52432),(50 129.82555),(51 133.61674),(52 130.81079),(53 130.52138),(54 132.43752),(55 131.68135),(56 130.77888),(57 131.88472),(58 129.79138),(59 129.7522),(60 132.46169),(61 131.1114),(62 131.11351),(63 132.69296),(64 130.57437),(65 132.14896),(66 134.5107),(67 133.53444),(68 133.06824),(69 133.54123),(70 130.46448),(71 131.4834),(72 131.59386),(73 130.42345),(74 132.75244),(75 133.61746),(76 131.38565),(77 131.31387),(78 132.39168),(79 131.5029),
