1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 163047.39),(2 555505.6),(3 1111277.9),(4 1748039.9),(5 2431500.5),(6 3166634.8),(7 3928789.3),(8 4726218.5),(9 5546374.5),(10 6393225.5),(11 7255646.5),(12 8181403.5),(13 9107907),(14 10025417),(15 11172259),(16 12476199),(17 13755648),(18 15189288),(19 16725772),(20 18428184),(21 20318320),(22 22127586),(23 24090928),(24 26153878),(25 28431808),(26 30846136),(27 33408638),(28 36402900),(29 39372188),(30 42529364),(31 45761076),(32 49162676),(33 52531904),(34 56045716),(35 59867056),(36 63870740),(37 67910020),(38 71910590),(39 76319030),(40 80587670),(41 85200020),(42 90031300),(43 95601864),(44 100926920),(45 106806780),(46 112780220),(47 118880904),(48 125005976),(49 131383870),(50 137633340),(51 144101010),(52 150675000),(53 157329520),(54 163694530),(55 170493940),(56 176842080),(57 183512910),(58 190525250),(59 197107630),(60 203755780),(61 210825330),(62 217924880),(63 225567060),(64 232808450),(65 240057300),(66 246955260),(67 253804270),(68 260587570),(69 268043950),(70 274993630),(71 282658850),(72 290148450),(73 297964400),(74 305212000),(75 312771800),(76 320269920),(77 327937800),(78 335042720),(79 342379230),
(1 106.951225),(2 124.98035),(3 132.12286),(4 136.71698),(5 140.51433),(6 142.59358),(7 149.59),(8 150.84982),(9 155.40068),(10 154.96994),(11 156.03441),(12 157.32658),(13 159.59668),(14 161.74951),(15 161.94366),(16 165.07866),(17 166.34317),(18 167.2177),(19 168.77203),(20 168.41516),(21 169.86977),(22 170.52368),(23 170.43173),(24 172.90045),(25 173.63615),(26 175.96768),(27 176.61249),(28 177.27574),(29 177.7266),(30 176.96751),(31 178.22215),(32 179.51358),(33 181.62259),(34 183.4648),(35 185.74057),(36 184.72092),(37 186.71414),(38 185.56857),(39 185.52876),(40 184.664),(41 184.85405),(42 184.05728),(43 186.93387),(44 186.60088),(45 185.88475),(46 186.25601),(47 187.13144),(48 187.41031),(49 187.69455),(50 190.45892),(51 188.94418),(52 187.88365),(53 188.2821),(54 188.06665),(55 188.52606),(56 188.9389),(57 189.70834),(58 190.3824),(59 190.54546),(60 192.6469),(61 191.36285),(62 192.50906),(63 192.5782),(64 191.22878),(65 193.0641),(66 192.78963),(67 193.00961),(68 192.66693),(69 194.81233),(70 195.15712),(71 195.4494),(72 194.8081),(73 197.47627),(74 195.68109),(75 195.1628),(76 195.4371),(77 196.69205),(78 194.98317),(79 196.06541),
(1 104.57428),(2 120.0558),(3 127.93947),(4 132.89511),(5 135.96507),(6 141.1919),(7 142.72809),(8 145.08937),(9 148.55888),(10 150.92006),(11 151.84753),(12 153.15387),(13 156.14824),(14 156.67694),(15 157.19705),(16 158.397),(17 158.64282),(18 160.68092),(19 160.82283),(20 160.85701),(21 162.54323),(22 162.30809),(23 161.78796),(24 163.14996),(25 163.93167),(26 164.8232),(27 164.64424),(28 165.80963),(29 166.37404),(30 167.87108),(31 167.54051),(32 169.26744),(33 168.80962),(34 170.04709),(35 171.60678),(36 171.54178),(37 172.9287),(38 172.61218),(39 172.2719),(40 172.29839),(41 172.86942),(42 172.64249),(43 173.54955),(44 174.21632),(45 174.3436),(46 175.48734),(47 175.78394),(48 174.80435),(49 175.15009),(50 174.27898),(51 174.8861),(52 176.8714),(53 177.56688),(54 176.79724),(55 176.4563),(56 177.42767),(57 179.44997),(58 179.4526),(59 179.62471),(60 181.65831),(61 181.40012),(62 182.8207),(63 180.23505),(64 180.44019),(65 181.05083),(66 182.20883),(67 181.35957),(68 180.92036),(69 180.85703),(70 179.85114),(71 180.00458),(72 179.92538),(73 182.35431),(74 181.06659),(75 180.33623),(76 180.58495),(77 182.06874),(78 180.8306),(79 180.03334),
(1 103.18508),(2 120.686195),(3 129.88664),(4 136.4889),(5 137.58716),(6 141.42223),(7 143.20644),(8 145.80226),(9 148.74619),(10 149.49176),(11 151.7314),(12 152.80347),(13 153.96405),(14 155.56586),(15 157.84996),(16 160.0518),(17 158.53062),(18 159.64265),(19 160.97397),(20 161.22725),(21 162.31172),(22 164.59567),(23 165.71397),(24 165.03096),(25 166.6292),(26 168.18912),(27 171.87216),(28 172.51192),(29 170.61214),(30 171.63693),(31 172.53633),(32 174.46883),(33 175.00069),(34 176.07927),(35 176.96463),(36 177.75873),(37 176.93304),(38 176.18925),(39 177.285),(40 177.34853),(41 179.16797),(42 179.4216),(43 180.9251),(44 180.52563),(45 182.76408),(46 184.03485),(47 183.08939),(48 181.01637),(49 182.60114),(50 181.63234),(51 183.29314),(52 185.25475),(53 185.10522),(54 182.55327),(55 182.70456),(56 184.9011),(57 184.5142),(58 184.9969),(59 185.3117),(60 184.2373),(61 184.30176),(62 185.0364),(63 184.92554),(64 185.31886),(65 184.79654),(66 183.83556),(67 182.63086),(68 182.68283),(69 185.82549),(70 184.39368),(71 185.1044),(72 184.84273),(73 185.12404),(74 184.91246),(75 186.59209),(76 186.20726),(77 187.0811),(78 186.10211),(79 185.77675),
(1 102.47962),(2 119.175354),(3 126.552795),(4 133.20593),(5 135.89069),(6 140.07486),(7 141.65384),(8 143.65654),(9 146.3248),(10 149.12395),(11 150.74608),(12 150.86447),(13 154.76506),(14 156.08318),(15 156.27504),(16 158.22438),(17 159.49648),(18 161.05316),(19 161.20377),(20 163.49323),(21 164.16548),(22 163.5425),(23 164.38612),(24 164.70595),(25 164.1686),(26 164.73016),(27 166.78867),(28 167.3094),(29 166.85608),(30 168.95924),(31 170.57874),(32 170.97403),(33 172.0989),(34 172.0177),(35 171.9185),(36 172.6876),(37 173.06192),(38 173.43533),(39 174.89401),(40 174.72966),(41 174.81699),(42 176.17949),(43 177.49094),(44 176.73465),(45 178.64746),(46 180.49042),(47 180.90292),(48 181.42245),(49 182.22038),(50 182.57242),(51 181.4),(52 181.72412),(53 182.04924),(54 182.99023),(55 184.60316),(56 184.30339),(57 183.01653),(58 183.76413),(59 184.23088),(60 184.74174),(61 185.01999),(62 185.59914),(63 185.34105),(64 184.73277),(65 184.75708),(66 184.61502),(67 186.01607),(68 185.47086),(69 185.6602),(70 184.61038),(71 182.80455),(72 183.08507),(73 183.7215),(74 182.22913),(75 183.42387),(76 182.38147),(77 182.06415),(78 182.64867),(79 183.50392),
(1 103.37678),(2 119.14059),(3 127.51191),(4 133.01617),(5 136.73418),(6 140.63847),(7 143.14273),(8 147.08083),(9 149.44472),(10 149.39688),(11 151.2734),(12 153.43011),(13 154.315),(14 155.38399),(15 157.77545),(16 160.26678),(17 162.35696),(18 162.00555),(19 162.57994),(20 162.03998),(21 163.72256),(22 162.47047),(23 163.75073),(24 164.78633),(25 166.00972),(26 166.43155),(27 167.03784),(28 166.98975),(29 165.57825),(30 167.54211),(31 167.18501),(32 167.57559),(33 167.24448),(34 168.44595),(35 170.12393),(36 169.05026),(37 171.22238),(38 171.522),(39 169.90305),(40 170.7531),(41 169.8753),(42 172.6143),(43 173.33012),(44 172.56958),(45 173.72945),(46 176.88551),(47 176.4959),(48 176.06328),(49 177.35658),(50 176.12535),(51 177.29408),(52 179.02374),(53 179.5665),(54 178.60608),(55 179.7932),(56 179.77289),(57 179.79984),(58 179.23961),(59 179.66133),(60 179.69038),(61 179.04533),(62 180.48538),(63 179.77866),(64 179.59991),(65 180.55905),(66 180.3581),(67 181.41516),(68 181.58705),(69 182.15334),(70 180.60222),(71 181.89839),(72 183.68596),(73 182.33235),(74 183.338),(75 184.01012),(76 182.8742),(77 183.21642),(78 183.51198),(79 183.17484),
(1 102.27646),(2 117.84515),(3 124.21363),(4 130.8118),(5 133.7641),(6 137.67273),(7 139.6117),(8 143.71678),(9 143.73386),(10 146.42403),(11 148.0144),(12 150.01328),(13 151.54433),(14 153.64188),(15 156.52338),(16 158.24127),(17 158.5635),(18 157.09659),(19 159.27997),(20 159.00441),(21 159.3291),(22 159.30145),(23 161.79347),(24 163.4212),(25 165.73491),(26 165.85309),(27 165.67072),(28 166.29086),(29 165.17355),(30 166.5407),(31 166.0688),(32 167.10994),(33 170.4452),(34 170.12091),(35 170.17471),(36 170.64845),(37 169.2377),(38 167.87358),(39 169.42018),(40 168.41647),(41 169.8123),(42 168.8436),(43 169.55087),(44 170.09239),(45 169.19191),(46 170.40915),(47 172.24469),(48 174.14067),(49 175.12875),(50 175.637),(51 176.58353),(52 176.39241),(53 177.98041),(54 177.91307),(55 179.65842),(56 181.17725),(57 180.28865),(58 180.65953),(59 180.35211),(60 181.09436),(61 179.95186),(62 180.8468),(63 179.63722),(64 180.9901),(65 181.78656),(66 180.69702),(67 180.8892),(68 181.4416),(69 183.5652),(70 181.00436),(71 180.32106),(72 179.3207),(73 181.84851),(74 180.63997),(75 180.16191),(76 180.56966),(77 181.69244),(78 181.31923),(79 179.64905),
(1 99.68064),(2 114.38056),(3 122.572525),(4 129.13287),(5 131.80603),(6 133.84724),(7 136.93413),(8 140.0948),(9 142.73833),(10 145.04276),(11 146.70563),(12 148.87413),(13 151.51387),(14 151.5174),(15 153.94632),(16 155.73294),(17 158.20692),(18 158.3457),(19 159.35654),(20 160.58496),(21 160.95966),(22 160.94357),(23 161.75034),(24 162.36563),(25 161.78833),(26 161.85077),(27 163.52608),(28 164.74467),(29 164.06084),(30 164.79509),(31 165.48846),(32 165.20105),(33 165.54749),(34 165.73886),(35 166.23347),(36 165.08289),(37 166.16272),(38 165.4957),(39 166.34154),(40 167.2088),(41 166.82526),(42 166.41786),(43 167.39201),(44 167.70604),(45 168.58635),(46 168.61797),(47 167.59364),(48 171.06105),(49 171.65715),(50 169.60236),(51 171.47856),(52 171.84361),(53 170.40216),(54 171.5603),(55 172.0628),(56 172.36499),(57 173.2236),(58 173.78514),(59 173.9784),(60 173.99234),(61 173.9401),(62 175.74448),(63 175.26),(64 175.13177),(65 176.05396),(66 175.53334),(67 174.56055),(68 174.25116),(69 174.79332),(70 172.51051),(71 172.94896),(72 173.05008),(73 175.83928),(74 173.96004),(75 173.94167),(76 174.76657),(77 175.44456),(78 175.09236),(79 173.91699),
(1 99.37329),(2 114.369835),(3 122.68302),(4 128.02734),(5 130.70876),(6 132.88982),(7 137.98557),(8 141.05971),(9 142.04909),(10 143.57083),(11 146.23357),(12 147.26279),(13 149.78954),(14 150.46214),(15 152.50166),(16 153.27411),(17 155.70012),(18 153.5905),(19 154.73245),(20 156.90392),(21 157.04007),(22 156.71312),(23 157.78877),(24 158.49863),(25 157.62727),(26 158.76004),(27 160.03995),(28 159.99202),(29 161.40457),(30 161.33975),(31 161.92342),(32 162.8098),(33 163.08716),(34 163.47052),(35 162.21909),(36 163.94647),(37 163.61298),(38 163.4074),(39 163.23288),(40 161.98119),(41 162.58029),(42 161.51915),(43 163.50502),(44 165.06679),(45 166.01265),(46 166.83087),(47 167.48318),(48 168.61012),(49 169.37332),(50 167.74443),(51 167.10599),(52 167.97578),(53 167.32942),(54 169.48238),(55 170.73042),(56 170.10164),(57 170.23056),(58 170.43985),(59 170.0423),(60 170.1227),(61 170.65204),(62 171.91669),(63 173.90169),(64 172.12523),(65 172.69963),(66 171.65515),(67 170.42003),(68 171.36661),(69 171.91669),(70 171.49422),(71 172.4143),(72 172.40448),(73 174.14815),(74 173.65395),(75 173.26257),(76 172.0862),(77 172.37079),(78 170.5029),(79 172.96968),
(1 97.54873),(2 112.9071),(3 120.00353),(4 126.251915),(5 127.54619),(6 130.63376),(7 135.01),(8 136.17046),(9 137.43216),(10 141.10544),(11 141.36974),(12 143.21222),(13 145.68634),(14 148.92007),(15 147.97643),(16 149.41513),(17 150.67934),(18 151.01442),(19 150.40067),(20 151.46518),(21 152.51193),(22 152.6886),(23 152.80234),(24 155.10345),(25 155.94067),(26 156.69862),(27 157.47833),(28 159.5163),(29 160.19742),(30 160.77301),(31 161.16632),(32 162.61626),(33 162.82637),(34 164.70102),(35 164.83969),(36 165.64778),(37 166.20413),(38 165.07884),(39 164.92072),(40 164.44951),(41 166.80438),(42 167.45499),(43 168.10904),(44 168.1416),(45 169.00362),(46 168.5629),(47 169.90547),(48 168.18033),(49 167.78209),(50 169.0305),(51 170.416),(52 170.39879),(53 171.54483),(54 170.94759),(55 171.86975),(56 171.41878),(57 170.9228),(58 174.08002),(59 173.15778),(60 174.30612),(61 174.09418),(62 175.63994),(63 175.37187),(64 174.93748),(65 173.55728),(66 174.14114),(67 174.13231),(68 173.81865),(69 174.69803),(70 174.30486),(71 173.19417),(72 173.41338),(73 176.05492),(74 174.76941),(75 175.23123),(76 176.66211),(77 178.25342),(78 177.22565),(79 178.12233),
(1 96.866936),(2 112.16071),(3 119.276146),(4 123.031906),(5 125.389015),(6 129.44157),(7 131.33304),(8 134.3742),(9 136.28932),(10 138.40799),(11 140.4492),(12 141.88718),(13 145.02742),(14 146.0296),(15 147.37555),(16 150.50616),(17 150.9039),(18 152.38826),(19 152.02963),(20 151.76146),(21 153.31691),(22 155.67236),(23 156.52097),(24 158.91713),(25 160.31511),(26 160.80202),(27 160.45895),(28 163.07068),(29 164.19826),(30 163.65125),(31 163.47508),(32 164.791),(33 163.76129),(34 164.6794),(35 164.49464),(36 164.15192),(37 165.19437),(38 164.11),(39 165.49765),(40 165.69911),(41 169.65025),(42 169.08061),(43 170.82335),(44 166.76744),(45 168.63437),(46 169.06808),(47 169.0522),(48 169.14993),(49 168.80687),(50 169.15582),(51 169.79286),(52 172.77478),(53 172.14569),(54 173.9438),(55 173.35782),(56 174.98589),(57 176.3495),(58 176.92322),(59 176.11052),(60 177.7227),(61 177.92557),(62 176.83745),(63 175.07602),(64 175.57446),(65 175.83936),(66 174.23111),(67 175.89677),(68 174.08969),(69 175.51747),(70 173.5743),(71 175.47856),(72 175.70374),(73 177.44832),(74 176.56618),(75 177.68066),(76 177.14995),(77 179.61076),(78 180.0138),(79 179.12547),
(1 97.48512),(2 111.29782),(3 118.82642),(4 123.589645),(5 126.5811),(6 127.89923),(7 130.43265),(8 132.59555),(9 135.03755),(10 136.19893),(11 139.01294),(12 140.72691),(13 142.46489),(14 143.58415),(15 145.68277),(16 147.02669),(17 147.83878),(18 148.79839),(19 149.54156),(20 149.32292),(21 150.26965),(22 152.18802),(23 150.60454),(24 153.69847),(25 153.74532),(26 152.96889),(27 154.2332),(28 156.00359),(29 156.8557),(30 158.32912),(31 157.2962),(32 158.41791),(33 159.44958),(34 160.03143),(35 160.82434),(36 160.22282),(37 161.25989),(38 160.99516),(39 160.74622),(40 160.2634),(41 163.32603),(42 163.93529),(43 165.2322),(44 165.79216),(45 166.80453),(46 166.84378),(47 168.0143),(48 167.10036),(49 166.728),(50 166.09853),(51 168.24228),(52 167.46835),(53 168.7199),(54 168.37874),(55 168.37735),(56 168.72906),(57 167.75491),(58 167.8583),(59 166.63188),(60 168.39056),(61 169.59663),(62 169.65186),(63 169.5436),(64 169.35052),(65 167.57103),(66 166.58273),(67 166.62721),(68 167.0421),(69 168.56674),(70 167.76685),(71 166.75403),(72 166.1208),(73 167.64871),(74 167.02455),(75 169.5811),(76 169.55289),(77 170.40607),(78 169.14969),(79 169.80646),
(1 97.70973),(2 112.302155),(3 119.794685),(4 124.09969),(5 127.18351),(6 129.4651),(7 133.92328),(8 135.7685),(9 138.19328),(10 139.90012),(11 140.18472),(12 143.45282),(13 145.25313),(14 145.3638),(15 148.48813),(16 150.71251),(17 153.02765),(18 152.91818),(19 152.96571),(20 154.05132),(21 154.33807),(22 155.43211),(23 156.37633),(24 157.36961),(25 159.23694),(26 160.53586),(27 160.5615),(28 159.75287),(29 161.13),(30 162.8701),(31 162.98076),(32 165.12422),(33 165.00606),(34 167.76021),(35 167.89151),(36 167.85141),(37 169.66698),(38 169.17313),(39 169.76912),(40 169.2492),(41 170.08546),(42 171.85797),(43 173.1257),(44 172.59023),(45 175.50598),(46 175.0047),(47 175.26312),(48 173.74976),(49 174.19295),(50 173.35959),(51 175.106),(52 176.90074),(53 177.97263),(54 177.5449),(55 177.81757),(56 177.49977),(57 178.88135),(58 179.18605),(59 177.34264),(60 178.31026),(61 178.12027),(62 177.34735),(63 177.56),(64 177.97362),(65 178.52802),(66 177.88788),(67 178.28062),(68 178.57668),(69 179.0702),(70 178.14941),(71 177.51598),(72 178.16464),(73 180.78351),(74 181.20085),(75 180.68872),(76 181.25905),(77 181.40114),(78 180.72408),(79 179.21526),
(1 97.25745),(2 112.21175),(3 120.1364),(4 125.67394),(5 128.53667),(6 130.07423),(7 133.0474),(8 135.00244),(9 138.05978),(10 140.61154),(11 141.8991),(12 143.86803),(13 146.52884),(14 147.33939),(15 148.46169),(16 149.62611),(17 152.02696),(18 154.7439),(19 154.93571),(20 156.1878),(21 157.10025),(22 157.225),(23 157.94054),(24 159.33342),(25 159.59146),(26 160.07404),(27 159.62756),(28 160.75252),(29 161.32376),(30 162.0893),(31 163.17448),(32 163.35309),(33 163.20114),(34 162.11171),(35 164.82956),(36 164.19588),(37 164.78162),(38 165.80367),(39 164.60345),(40 165.95615),(41 168.8312),(42 168.67398),(43 170.04509),(44 170.05898),(45 171.48772),(46 171.02084),(47 172.26994),(48 172.24825),(49 172.21246),(50 171.87637),(51 172.05966),(52 171.15433),(53 171.00183),(54 170.16563),(55 170.94876),(56 171.06319),(57 171.56456),(58 171.32387),(59 170.92953),(60 171.47588),(61 171.0826),(62 170.60564),(63 170.94768),(64 170.38548),(65 170.6044),(66 169.33713),(67 168.56111),(68 168.72899),(69 167.80017),(70 167.78218),(71 166.10008),(72 166.72456),(73 168.29291),(74 169.19193),(75 169.95769),(76 170.81917),(77 171.95297),(78 171.58588),(79 173.53157),
(1 93.36573),(2 108.09958),(3 114.18526),(4 118.67401),(5 121.83827),(6 123.817184),(7 129.15826),(8 131.93996),(9 134.1522),(10 136.53902),(11 136.88942),(12 138.21411),(13 139.59567),(14 141.37953),(15 142.79092),(16 144.23376),(17 145.76787),(18 144.06049),(19 145.10265),(20 145.32512),(21 145.73724),(22 146.34982),(23 147.9573),(24 147.5208),(25 146.08665),(26 147.48308),(27 150.48535),(28 149.15877),(29 149.4545),(30 148.11633),(31 149.05797),(32 147.73035),(33 149.00264),(34 148.43828),(35 148.00055),(36 149.10748),(37 150.49995),(38 151.41534),(39 151.33821),(40 151.09557),(41 151.47543),(42 152.58983),(43 153.65927),(44 153.94781),(45 154.95157),(46 155.47357),(47 155.379),(48 156.88503),(49 156.0882),(50 158.20477),(51 158.742),(52 158.66829),(53 160.13293),(54 158.09914),(55 159.33392),(56 158.23175),(57 158.61128),(58 158.72923),(59 158.93008),(60 161.75621),(61 160.51349),(62 159.285),(63 158.95604),(64 160.49298),(65 161.41766),(66 160.59465),(67 160.59897),(68 161.94647),(69 161.81053),(70 160.1903),(71 159.24448),(72 159.08269),(73 159.2632),(74 159.15865),(75 158.3118),(76 160.83322),(77 159.8112),(78 159.84558),(79 160.95682),
(1 93.600204),(2 108.44741),(3 116.01825),(4 119.82898),(5 123.77984),(6 127.09609),(7 131.74522),(8 134.13669),(9 136.1515),(10 138.98619),(11 139.66008),(12 141.27406),(13 143.69383),(14 145.1064),(15 145.62285),(16 146.3597),(17 147.6802),(18 148.0531),(19 147.49385),(20 147.60437),(21 149.03954),(22 149.48605),(23 150.43558),(24 152.65327),(25 151.98099),(26 153.00224),(27 154.76811),(28 154.47272),(29 155.73485),(30 156.84926),(31 156.39027),(32 157.57056),(33 156.86737),(34 157.85616),(35 158.94324),(36 158.98329),(37 160.93515),(38 160.13562),(39 161.36497),(40 161.63458),(41 163.62968),(42 163.53482),(43 164.19322),(44 162.43823),(45 162.18257),(46 163.59677),(47 165.26376),(48 166.34285),(49 166.66168),(50 166.22333),(51 166.11952),(52 167.80774),(53 169.57301),(54 168.21068),(55 168.81743),(56 169.08852),(57 170.25058),(58 170.16011),(59 170.14482),(60 171.34653),(61 169.88779),(62 171.03506),(63 172.96962),(64 171.40776),(65 171.44183),(66 171.99947),(67 170.66417),(68 171.83618),(69 172.96817),(70 170.62576),(71 168.54355),(72 168.76915),(73 170.30763),(74 168.80641),(75 167.11649),(76 169.79231),(77 170.06822),(78 169.30695),(79 167.8819),
(1 92.50251),(2 106.16392),(3 114.05136),(4 119.039215),(5 122.11853),(6 124.22589),(7 128.8954),(8 131.36041),(9 135.52788),(10 135.00887),(11 135.22131),(12 136.83894),(13 138.01524),(14 138.60638),(15 139.7371),(16 142.3941),(17 142.73442),(18 143.09785),(19 142.94589),(20 144.6165),(21 145.39091),(22 145.7994),(23 146.9873),(24 148.2451),(25 149.43384),(26 148.95491),(27 151.4555),(28 151.42699),(29 153.12396),(30 153.48769),(31 153.63025),(32 154.37347),(33 154.62444),(34 155.24164),(35 155.75723),(36 156.08585),(37 156.8389),(38 155.55914),(39 155.341),(40 156.89494),(41 156.80173),(42 157.71735),(43 159.24129),(44 161.65659),(45 161.17798),(46 160.51462),(47 162.10857),(48 162.13393),(49 161.41702),(50 161.34326),(51 162.43329),(52 164.68132),(53 165.12108),(54 163.80765),(55 164.43288),(56 165.84132),(57 165.24712),(58 165.51071),(59 165.26512),(60 166.4298),(61 163.9462),(62 163.75386),(63 165.23285),(64 164.97592),(65 164.94283),(66 165.05428),(67 164.10324),(68 163.47496),(69 161.67618),(70 162.61661),(71 162.77472),(72 163.00955),(73 164.49344),(74 164.71089),(75 164.62521),(76 164.7119),(77 166.20085),(78 166.69217),(79 167.90865),
(1 91.19019),(2 106.21726),(3 111.85085),(4 116.88677),(5 119.78419),(6 124.26398),(7 126.86692),(8 129.9567),(9 132.59387),(10 134.038),(11 134.7339),(12 135.28664),(13 138.10408),(14 140.06256),(15 141.12038),(16 143.38121),(17 142.61705),(18 143.80997),(19 143.67076),(20 144.5856),(21 145.33109),(22 145.59726),(23 146.6577),(24 149.78262),(25 149.83072),(26 149.30048),(27 151.17706),(28 151.7218),(29 152.5325),(30 153.48685),(31 153.80363),(32 152.90985),(33 153.87979),(34 155.60577),(35 155.67572),(36 156.69644),(37 157.60434),(38 156.32614),(39 156.97385),(40 158.69368),(41 159.50044),(42 159.446),(43 158.85535),(44 159.99797),(45 160.41571),(46 162.29976),(47 161.61452),(48 161.75787),(49 162.13683),(50 162.19241),(51 162.38098),(52 161.81415),(53 163.02983),(54 163.18451),(55 163.43478),(56 163.06195),(57 163.16164),(58 163.66177),(59 164.13489),(60 163.43094),(61 163.23982),(62 162.51044),(63 164.1781),(64 164.45041),(65 163.80998),(66 163.65616),(67 164.23247),(68 163.8608),(69 162.86603),(70 161.6712),(71 161.61337),(72 161.68158),(73 162.96577),(74 163.95493),(75 162.95752),(76 163.80832),(77 165.24231),(78 165.10709),(79 166.19656),
(1 92.45594),(2 107.36447),(3 115.98791),(4 120.8363),(5 123.263115),(6 127.190605),(7 131.47612),(8 131.7573),(9 135.26222),(10 136.40031),(11 138.42514),(12 139.79451),(13 140.62946),(14 141.86043),(15 143.28091),(16 145.13068),(17 145.44371),(18 146.0449),(19 146.13132),(20 147.03477),(21 148.3692),(22 147.39673),(23 148.51659),(24 148.75575),(25 149.31674),(26 150.90157),(27 151.09444),(28 151.88838),(29 155.05452),(30 155.26024),(31 155.2772),(32 154.90329),(33 155.55696),(34 155.78278),(35 157.38885),(36 157.72722),(37 157.62985),(38 158.45221),(39 158.62402),(40 158.80688),(41 160.58241),(42 162.61308),(43 163.28415),(44 162.93367),(45 162.39299),(46 165.41809),(47 166.06628),(48 166.0887),(49 166.42029),(50 167.62878),(51 168.36508),(52 167.9508),(53 168.86098),(54 167.88727),(55 167.37044),(56 168.71533),(57 167.86496),(58 168.09763),(59 168.37602),(60 168.39395),(61 168.82411),(62 168.77391),(63 167.95944),(64 169.03506),(65 170.06683),(66 169.8874),(67 169.38348),(68 169.10555),(69 167.58583),(70 168.09052),(71 168.04564),(72 167.75542),(73 170.15465),(74 169.07509),(75 169.2881),(76 171.0712),(77 171.44258),(78 172.11168),(79 172.33926),
