1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 119512.13),(2 420299.44),(3 888754.44),(4 1487051.5),(5 2080443),(6 2798745.5),(7 3562163.3),(8 4353509.5),(9 5140000.5),(10 5891092),(11 6455833),(12 7077209),(13 7641605),(14 8193188),(15 8715332),(16 9196931),(17 9595815),(18 10037407),(19 10438970),(20 10819660),(21 11169911),(22 11471053),(23 11749610),(24 11945895),(25 12061258),(26 12096159),(27 12039103),(28 11903839),(29 11798180),(30 11580074),(31 11335258),(32 11064954),(33 10766851),(34 10455565),(35 10197007),(36 9907731),(37 9632959),(38 9371380),(39 9140891),(40 8925976),(41 8716730),(42 8532297),(43 8361977.5),(44 8202966.5),(45 8063835),(46 7967244.5),(47 7866028.5),(48 7814828),(49 7818994),(50 7844655.5),(51 7891031.5),(52 7964012.5),(53 8057615.5),(54 8161916),(55 8280990),(56 8382706),(57 8476257),(58 8560378),(59 8616138),(60 8638721),(61 8620776),(62 8554040),(63 8461719),(64 8339900),(65 8227721),(66 8108963),(67 7992910.5),(68 7915535.5),(69 7869181),(70 7819600),(71 7818020),(72 7822860.5),(73 7856587),(74 7880599.5),(75 7915314),(76 7953618),(77 8025189),(78 8095945),(79 8151113.5),
(1 130137.22),(2 458057.84),(3 967130.25),(4 1607703.6),(5 2221890),(6 2950440),(7 3671066.3),(8 4365647.5),(9 4979066.5),(10 5487048.5),(11 5866634.5),(12 6175950),(13 6412209.5),(14 6626638),(15 6803409.5),(16 6955963.5),(17 7077448),(18 7216510.5),(19 7338725.5),(20 7470904),(21 7622300.5),(22 7782225.5),(23 7900826.5),(24 8063308),(25 8221246.5),(26 8364096.5),(27 8464627),(28 8539376),(29 8591268),(30 8628238),(31 8644215),(32 8643968),(33 8637359),(34 8603497),(35 8562867),(36 8484313),(37 8387790.5),(38 8254997.5),(39 8098548),(40 7938380.5),(41 7802858.5),(42 7630433.5),(43 7465976),(44 7291154.5),(45 7123802.5),(46 6982988),(47 6868576.5),(48 6779292),(49 6745232.5),(50 6735552),(51 6770154),(52 6828060.5),(53 6881363.5),(54 6928710.5),(55 6948818),(56 6949795.5),(57 6915936.5),(58 6858201.5),(59 6820748.5),(60 6735718.5),(61 6666102.5),(62 6589802.5),(63 6533154.5),(64 6512722.5),(65 6527425.5),(66 6566784.5),(67 6652368.5),(68 6772777.5),(69 6914600),(70 7082668.5),(71 7210382),(72 7363602.5),(73 7514696.5),(74 7661896.5),(75 7802265.5),(76 7912002.5),(77 7986759.5),(78 8058181.5),(79 8097111.5),
(1 128206.72),(2 445467.47),(3 925218.75),(4 1518769.9),(5 2096247.6),(6 2756377.3),(7 3431441.3),(8 4091595),(9 4674627),(10 5164800.5),(11 5517858),(12 5812461.5),(13 6024988),(14 6179651),(15 6308834.5),(16 6407143.5),(17 6483723),(18 6564557),(19 6629275.5),(20 6692484),(21 6757619),(22 6841757.5),(23 6896989.5),(24 6976420),(25 7051621),(26 7115664.5),(27 7168785.5),(28 7177035.5),(29 7152970),(30 7110039),(31 7047353.5),(32 6958178.5),(33 6849877),(34 6737625.5),(35 6656587.5),(36 6564812),(37 6484311),(38 6400822.5),(39 6325487.5),(40 6250260.5),(41 6196674),(42 6154592.5),(43 6125707),(44 6106290),(45 6083003),(46 6042233.5),(47 6009952),(48 5937399.5),(49 5852440.5),(50 5751800.5),(51 5645709),(52 5533472),(53 5458674.5),(54 5366166.5),(55 5287050.5),(56 5215336),(57 5174599),(58 5151157),(59 5136256),(60 5152472),(61 5197064.5),(62 5237401),(63 5289629.5),(64 5335687),(65 5380942.5),(66 5437011),(67 5497176.5),(68 5560048),(69 5640998),(70 5729059),(71 5815618.5),(72 5933660),(73 6065359.5),(74 6212681.5),(75 6382028),(76 6564819),(77 6736832),(78 6949230),(79 7190460),
(1 144464.27),(2 503705.53),(3 1033232.6),(4 1678249.5),(5 2309532.8),(6 3003603.8),(7 3658447.3),(8 4287932.5),(9 4850329),(10 5333188),(11 5641437),(12 5946580.5),(13 6153248.5),(14 6298259),(15 6372189.5),(16 6413428),(17 6428553),(18 6413897.5),(19 6416510),(20 6407792),(21 6400233),(22 6383398.5),(23 6351152.5),(24 6276622.5),(25 6198754.5),(26 6096829),(27 5999027),(28 5935399.5),(29 5897932),(30 5878184.5),(31 5889853.5),(32 5915131),(33 5951395),(34 5983922.5),(35 6008558.5),(36 6052077.5),(37 6077179.5),(38 6078871.5),(39 6059750),(40 5995883),(41 5910125),(42 5813106),(43 5699241),(44 5604048),(45 5536942),(46 5517840.5),(47 5532507),(48 5579246.5),(49 5647099.5),(50 5718854.5),(51 5775962),(52 5800617.5),(53 5816164.5),(54 5791343.5),(55 5755781),(56 5703876),(57 5666354),(58 5617461),(59 5584809),(60 5577037),(61 5599782.5),(62 5642595),(63 5674217.5),(64 5694859),(65 5715940),(66 5691167.5),(67 5644368),(68 5588285),(69 5542107),(70 5530589),(71 5530408.5),(72 5604352.5),(73 5766663.5),(74 5974237),(75 6238707),(76 6536416.5),(77 6844930.5),(78 7172446.5),(79 7487744.5),
(1 182858.78),(2 652417.5),(3 1369581),(4 2240866.8),(5 3069889.3),(6 4025496.5),(7 4921107.5),(8 5730807.5),(9 6397282.5),(10 6886157),(11 7182593),(12 7336840.5),(13 7333439),(14 7220948),(15 7034791.5),(16 6826605.5),(17 6603523.5),(18 6385590.5),(19 6201981.5),(20 6036039.5),(21 5889181.5),(22 5774213.5),(23 5729740),(24 5699506.5),(25 5722029),(26 5779872.5),(27 5879943),(28 6026865),(29 6167001),(30 6303956),(31 6419183.5),(32 6515617),(33 6580544.5),(34 6597169),(35 6578629.5),(36 6540526),(37 6481242),(38 6386524.5),(39 6307180),(40 6208930.5),(41 6112925),(42 6024243.5),(43 5926186),(44 5832947),(45 5753722.5),(46 5697021.5),(47 5633615),(48 5573080.5),(49 5508509),(50 5420629.5),(51 5308489.5),(52 5169956),(53 5047774),(54 4921503.5),(55 4835512),(56 4787976),(57 4797752.5),(58 4839768.5),(59 4914575.5),(60 5025392.5),(61 5175333.5),(62 5326519),(63 5473805.5),(64 5596196.5),(65 5700153),(66 5743992.5),(67 5732240.5),(68 5697499.5),(69 5614421.5),(70 5518919),(71 5439473),(72 5369036),(73 5374131),(74 5441731),(75 5585738),(76 5799989.5),(77 6035631.5),(78 6335857),(79 6642720),
(1 154737.8),(2 541710.1),(3 1131800.5),(4 1834435.3),(5 2494003.3),(6 3215833.8),(7 3867083.3),(8 4433672),(9 4871183.5),(10 5178909.5),(11 5349723.5),(12 5456259.5),(13 5455001),(14 5378855),(15 5257159.5),(16 5118598.5),(17 5008363),(18 4901254.5),(19 4826725.5),(20 4778312.5),(21 4768462),(22 4801111),(23 4844105),(24 4933988.5),(25 5053648.5),(26 5182965.5),(27 5315547),(28 5446608.5),(29 5555019.5),(30 5646408),(31 5696680.5),(32 5709238.5),(33 5679278),(34 5615832.5),(35 5560006.5),(36 5458251),(37 5348622),(38 5219817.5),(39 5101413),(40 4957815),(41 4835143),(42 4712467.5),(43 4610016),(44 4517264),(45 4452831),(46 4431575),(47 4442195.5),(48 4509790.5),(49 4629674),(50 4778588.5),(51 4945851.5),(52 5108814.5),(53 5230246.5),(54 5349682.5),(55 5423817),(56 5443185.5),(57 5411723.5),(58 5349126),(59 5289506),(60 5185110),(61 5081174),(62 4973331),(63 4866298.5),(64 4751503),(65 4640339),(66 4516259),(67 4375997.5),(68 4239655.5),(69 4105759),(70 3996327),(71 3918829.8),(72 3876656.5),(73 3908185.8),(74 3998452.5),(75 4126981.5),(76 4280820),(77 4429633),(78 4608735.5),(79 4778763.5),
(1 126725.4),(2 444157.88),(3 923462.2),(4 1498640.8),(5 2035674.4),(6 2639519.3),(7 3209400.8),(8 3746861),(9 4201344),(10 4567653),(11 4813183),(12 5020339.5),(13 5156684.5),(14 5244997.5),(15 5270700.5),(16 5245111.5),(17 5219945),(18 5142645.5),(19 5055261),(20 4959441),(21 4881226.5),(22 4808676),(23 4767581),(24 4730702.5),(25 4727430.5),(26 4752303.5),(27 4825848.5),(28 4940890),(29 5042001.5),(30 5193513),(31 5347613.5),(32 5496003),(33 5577567),(34 5617865.5),(35 5598620),(36 5499704.5),(37 5349141),(38 5149690),(39 4931365.5),(40 4708445),(41 4532669),(42 4360794),(43 4249757.5),(44 4166307),(45 4123363.3),(46 4110310.3),(47 4145606.3),(48 4203566.5),(49 4288181.5),(50 4405353.5),(51 4519033),(52 4626217.5),(53 4699055),(54 4772502),(55 4814868.5),(56 4843227.5),(57 4864293),(58 4879553),(59 4888933.5),(60 4898938.5),(61 4914895.5),(62 4924018),(63 4932635),(64 4911004.5),(65 4884383),(66 4826390),(67 4756425.5),(68 4684254.5),(69 4624735),(70 4571861.5),(71 4556551.5),(72 4544882),(73 4563584),(74 4587126),(75 4623400.5),(76 4682659),(77 4717704.5),(78 4766061),(79 4762919),
(1 112516.17),(2 394483.53),(3 821939.8),(4 1331797.1),(5 1782851.3),(6 2302266.3),(7 2752217.3),(8 3159935),(9 3502010.3),(10 3788440.3),(11 3975409),(12 4156974.5),(13 4308616),(14 4430040),(15 4528644),(16 4601068.5),(17 4664662.5),(18 4695974),(19 4688590),(20 4648463),(21 4586160),(22 4522437.5),(23 4484795),(24 4426032.5),(25 4380672),(26 4343901.5),(27 4324709.5),(28 4307206.5),(29 4293517.5),(30 4284189.5),(31 4273924),(32 4276970.5),(33 4281048),(34 4288185),(35 4269038.5),(36 4258388.5),(37 4234245.5),(38 4182561.5),(39 4112620.5),(40 4040572.8),(41 3976639.3),(42 3918071.8),(43 3876526),(44 3854924),(45 3867019.5),(46 3886476.5),(47 3908222.5),(48 3937040),(49 3962903.8),(50 3980883.5),(51 3998163.8),(52 4024709.8),(53 4053846.3),(54 4069260),(55 4090117.3),(56 4119104.5),(57 4151968.5),(58 4174347.8),(59 4177897.3),(60 4182298.3),(61 4171470.5),(62 4143739.3),(63 4126193.5),(64 4120400),(65 4104028),(66 4085350.8),(67 4060115.5),(68 4049681.3),(69 4059908.3),(70 4083380),(71 4126620),(72 4180169.3),(73 4243780),(74 4305078.5),(75 4360222.5),(76 4407323.5),(77 4427988),(78 4414170),(79 4357884.5),
(1 116304.79),(2 403560.88),(3 830031.25),(4 1332034.6),(5 1774922),(6 2266885),(7 2693548.5),(8 3066005),(9 3371697.8),(10 3624851.3),(11 3803720.8),(12 3957656.8),(13 4079711),(14 4184032.8),(15 4251194.5),(16 4276226),(17 4286647),(18 4247714.5),(19 4175581.5),(20 4099959.5),(21 4017817.8),(22 3942408.3),(23 3915793.5),(24 3883965.8),(25 3895103.5),(26 3939353),(27 3999242.8),(28 4048340),(29 4091551.5),(30 4122084.5),(31 4139883.5),(32 4152280),(33 4143991.8),(34 4112006),(35 4081342.3),(36 4015971.5),(37 3944343.5),(38 3871483.8),(39 3818338),(40 3769366.5),(41 3709816.3),(42 3673243.8),(43 3638018.8),(44 3612241.5),(45 3592866),(46 3591429.5),(47 3575760),(48 3550021.5),(49 3510419.5),(50 3443243.8),(51 3373993.5),(52 3320404.8),(53 3272230.8),(54 3252875.5),(55 3270699),(56 3303499),(57 3344663),(58 3390450.3),(59 3420585.5),(60 3440501),(61 3433694),(62 3404383),(63 3378503.8),(64 3369225.5),(65 3369920),(66 3370932.5),(67 3369450),(68 3378196),(69 3391645.5),(70 3426046),(71 3456071.5),(72 3504506),(73 3567937.8),(74 3629376.5),(75 3680155),(76 3715187.5),(77 3734471.3),(78 3719167),(79 3671448.3),
(1 126614.72),(2 433428.4),(3 875724.2),(4 1382265.6),(5 1814608),(6 2264090),(7 2614408.8),(8 2891319.8),(9 3073240.3),(10 3196683.3),(11 3277239.3),(12 3338881.5),(13 3385790.3),(14 3409360.8),(15 3411253.3),(16 3382020),(17 3347586.5),(18 3275660.5),(19 3182340),(20 3089328.5),(21 3012925.3),(22 2965819.8),(23 2936780),(24 2944832),(25 2991923.8),(26 3052032.8),(27 3138696.5),(28 3218234.5),(29 3282283.3),(30 3328595.5),(31 3335923),(32 3325303.3),(33 3298809.5),(34 3255513.5),(35 3224065.3),(36 3192725.5),(37 3171756),(38 3140474.5),(39 3095848.8),(40 3045720.8),(41 3004418.5),(42 2972166.5),(43 2958589),(44 2972345),(45 3017925.3),(46 3105640.8),(47 3188213.5),(48 3281696),(49 3356412),(50 3412891),(51 3449196.5),(52 3471886.3),(53 3476023),(54 3495056.3),(55 3512273.3),(56 3528761),(57 3539537.8),(58 3552911.5),(59 3557104.8),(60 3565356.5),(61 3568740),(62 3566210.8),(63 3554403.5),(64 3541911.3),(65 3545865.3),(66 3548081.3),(67 3536985.5),(68 3538840.5),(69 3532784),(70 3529368.8),(71 3530507),(72 3532935.3),(73 3550809),(74 3568635.8),(75 3576308),(76 3585597),(77 3591170),(78 3579055),(79 3536608.3),
(1 112665.79),(2 381875.66),(3 767026.2),(4 1200354.4),(5 1576116.9),(6 1969027.3),(7 2294892.3),(8 2567480.3),(9 2772594.8),(10 2930582.8),(11 3040040.3),(12 3114104.3),(13 3162519),(14 3186782.3),(15 3185451),(16 3157429),(17 3129352),(18 3097825.3),(19 3062796.8),(20 3028408.3),(21 2997330.3),(22 2984006.5),(23 2962026),(24 2955715.8),(25 2954094.8),(26 2937867.3),(27 2922778),(28 2903263.3),(29 2879313.5),(30 2858449),(31 2845483.8),(32 2830658.8),(33 2827217.5),(34 2822301.3),(35 2823389.3),(36 2808023.8),(37 2775137),(38 2739086.3),(39 2691848.3),(40 2645310.8),(41 2613252),(42 2603457),(43 2638325),(44 2706752.8),(45 2812468),(46 2951628),(47 3067101),(48 3215751.3),(49 3333457.3),(50 3409973.5),(51 3453208.8),(52 3457968),(53 3465985.5),(54 3469722.5),(55 3492898.3),(56 3537285),(57 3581357.8),(58 3617596.8),(59 3648166.8),(60 3676703.5),(61 3711620.8),(62 3748363),(63 3798499.8),(64 3847815.3),(65 3918537.3),(66 3969572),(67 3991785.5),(68 3997315.8),(69 3980806.5),(70 3964277.5),(71 3939665.3),(72 3922039.8),(73 3913177.5),(74 3891230.3),(75 3871225.5),(76 3844663.8),(77 3799116.8),(78 3746746.8),(79 3680267.5),
(1 138960.19),(2 483219.44),(3 973298.44),(4 1512560.8),(5 1972311.1),(6 2432744.3),(7 2759585),(8 2990006.5),(9 3123758),(10 3205620),(11 3226549.5),(12 3216039),(13 3190974.8),(14 3146986.3),(15 3092121),(16 3003602.8),(17 2929334.3),(18 2836037),(19 2768435.3),(20 2722885.3),(21 2696667),(22 2698084.3),(23 2697361.5),(24 2712655),(25 2709671.5),(26 2685302.5),(27 2644509),(28 2588856.3),(29 2538175.8),(30 2494524.8),(31 2482740.5),(32 2493282.8),(33 2535843.3),(34 2605626.8),(35 2661715.8),(36 2731388.5),(37 2776670.5),(38 2801332.8),(39 2799933),(40 2781963),(41 2772231.5),(42 2756651),(43 2751674.8),(44 2761907),(45 2790596.3),(46 2827226.8),(47 2868331.3),(48 2905827),(49 2936788),(50 2968569),(51 2992118.5),(52 3003561.3),(53 3018732.3),(54 3061349.8),(55 3117679.5),(56 3188625.3),(57 3252972.3),(58 3309391.5),(59 3348582.8),(60 3379879.8),(61 3393835.8),(62 3397387.5),(63 3378855.5),(64 3351360.8),(65 3340677.5),(66 3316431.8),(67 3295152.3),(68 3282697),(69 3272422.3),(70 3274207.5),(71 3269613.5),(72 3279605.3),(73 3296246),(74 3305765),(75 3305173),(76 3292742.3),(77 3286182.3),(78 3284376),(79 3267003),
(1 116159.375),(2 391520.88),(3 776612.4),(4 1204653.4),(5 1561921.6),(6 1919541.3),(7 2169390.5),(8 2349260.5),(9 2452907.3),(10 2511666.8),(11 2539024.3),(12 2552062.8),(13 2565754.8),(14 2566306.8),(15 2552674.3),(16 2520852.3),(17 2486721),(18 2442225.8),(19 2394262.3),(20 2347363.3),(21 2300721),(22 2268759.5),(23 2228789),(24 2203668.3),(25 2182415.3),(26 2158516.3),(27 2131931.3),(28 2106818.5),(29 2091642.8),(30 2080841.5),(31 2082618.8),(32 2094586.6),(33 2105033.8),(34 2117893.5),(35 2136528.3),(36 2152372),(37 2159859.8),(38 2161116.8),(39 2156485.8),(40 2140726.5),(41 2122866.3),(42 2116208),(43 2108384.3),(44 2109132),(45 2113682.5),(46 2122574.3),(47 2140586.3),(48 2167427.3),(49 2199986.5),(50 2238409.8),(51 2282423),(52 2322890.8),(53 2372121),(54 2411009.3),(55 2445448),(56 2491678.3),(57 2533087),(58 2566326.3),(59 2568021.5),(60 2578818),(61 2578769),(62 2565043.8),(63 2545460),(64 2529473.8),(65 2516823.5),(66 2509865),(67 2533000.5),(68 2570237),(69 2607844.5),(70 2628315.3),(71 2650815.8),(72 2653402),(73 2647319),(74 2641724),(75 2638268.8),(76 2635684),(77 2640389),(78 2641847.5),(79 2629913.8),
(1 103947.9),(2 362640.8),(3 735239.9),(4 1152456.5),(5 1492045.8),(6 1849633.4),(7 2113996.5),(8 2307245.8),(9 2417425),(10 2467937.5),(11 2491173),(12 2475153.3),(13 2453861),(14 2421292.5),(15 2391816.3),(16 2372437.5),(17 2348347.5),(18 2324453.8),(19 2309599.8),(20 2300195.3),(21 2286770.8),(22 2275692.5),(23 2264087.8),(24 2249367),(25 2246776.3),(26 2240803.3),(27 2242322),(28 2224072),(29 2212944),(30 2182944),(31 2157051.5),(32 2145589.8),(33 2149778.3),(34 2167730.3),(35 2195563.5),(36 2219914.3),(37 2231244.5),(38 2227290.5),(39 2201629.3),(40 2160851.5),(41 2125837.5),(42 2100594.5),(43 2093288.8),(44 2095799.3),(45 2103379.3),(46 2111377.8),(47 2129315.3),(48 2153820.3),(49 2191278),(50 2243346.8),(51 2304334.3),(52 2369218.5),(53 2423296),(54 2470105.3),(55 2502417.8),(56 2532023.3),(57 2552453.5),(58 2571415),(59 2582560.8),(60 2587293.8),(61 2573201.5),(62 2531362.8),(63 2469928.3),(64 2406645.8),(65 2351671.8),(66 2311687),(67 2308889.5),(68 2329166.3),(69 2368132.5),(70 2411101.3),(71 2441783),(72 2476084.5),(73 2509884.8),(74 2538607.5),(75 2558716),(76 2563488.3),(77 2572788),(78 2556196),(79 2525436),
(1 104146.445),(2 351375.3),(3 690914.2),(4 1046958.06),(5 1336789),(6 1603383.6),(7 1776308.5),(8 1892395.3),(9 1946682.5),(10 1965637),(11 1962953.6),(12 1952316.5),(13 1946583.3),(14 1937328.5),(15 1934629.1),(16 1930667.8),(17 1938447.3),(18 1939940.5),(19 1950334.3),(20 1955237.1),(21 1944768),(22 1934564.6),(23 1920779),(24 1915830.9),(25 1916488.5),(26 1912728.4),(27 1911861.5),(28 1906677),(29 1894095.3),(30 1866626.3),(31 1839791.1),(32 1822653.5),(33 1826213),(34 1851705.8),(35 1876743.9),(36 1919083.4),(37 1954169.4),(38 1978603),(39 1980302.3),(40 1962061.9),(41 1952409.1),(42 1926113.1),(43 1909136.4),(44 1895071.9),(45 1877722),(46 1859205.9),(47 1859858.1),(48 1864308.8),(49 1887306.6),(50 1918422),(51 1958472.8),(52 1999109.4),(53 2027503.5),(54 2061871.5),(55 2081288.5),(56 2102425.5),(57 2117074.8),(58 2122169),(59 2118141),(60 2109104.3),(61 2096912),(62 2071389.4),(63 2052871.9),(64 2053708.5),(65 2067498),(66 2105154.3),(67 2170571),(68 2238206.5),(69 2292154.8),(70 2343492.5),(71 2379597.8),(72 2401288.5),(73 2402245.8),(74 2393914.8),(75 2384106.5),(76 2371774.5),(77 2350146.5),(78 2332809.5),(79 2308679),
(1 93769.055),(2 312180.34),(3 605929.44),(4 897927.1),(5 1126723.8),(6 1321253.4),(7 1443653.4),(8 1534348.6),(9 1597724.6),(10 1650347.3),(11 1681912.3),(12 1713014.5),(13 1729716.4),(14 1745169.4),(15 1767617.1),(16 1790039.3),(17 1814626.1),(18 1852604.6),(19 1879703),(20 1908648),(21 1917689.5),(22 1908060.8),(23 1886001.5),(24 1861558.9),(25 1852603.4),(26 1842106.6),(27 1840134.5),(28 1846809.9),(29 1849366.5),(30 1854456.6),(31 1854997.5),(32 1867063.4),(33 1890805.5),(34 1928326.6),(35 1959207),(36 1980923.3),(37 1983586.9),(38 1966694.6),(39 1924686.3),(40 1883942.6),(41 1842600.4),(42 1804064.6),(43 1782671),(44 1781760.8),(45 1799130.3),(46 1832233.1),(47 1874543),(48 1922184),(49 1976407.3),(50 2019176.3),(51 2043756.8),(52 2042883.8),(53 2045435.3),(54 2030720.6),(55 2008202.1),(56 1983321.9),(57 1963970.6),(58 1951816.4),(59 1955000),(60 1957615.8),(61 1971365),(62 1978637.9),(63 1985377.8),(64 1989545.4),(65 1977445),(66 1970320),(67 1964469),(68 1971489),(69 1986382.5),(70 1999893.1),(71 2007179.8),(72 2009921.9),(73 2009465),(74 2014307.3),(75 2023819.8),(76 2042031.3),(77 2070243.4),(78 2099025.8),(79 2111831.5),
(1 88201.74),(2 286735.88),(3 547911.6),(4 803100.25),(5 998060.25),(6 1160162.5),(7 1252127),(8 1323942.9),(9 1384002.1),(10 1437443.5),(11 1471381.5),(12 1507825.3),(13 1530613.9),(14 1548265.8),(15 1576867.8),(16 1606048.9),(17 1645871.1),(18 1691232.9),(19 1721686.8),(20 1738629.4),(21 1725980.6),(22 1682605),(23 1629162),(24 1570954.1),(25 1544403.3),(26 1537143.1),(27 1544364.8),(28 1558014.4),(29 1575512),(30 1584398.8),(31 1594392.4),(32 1616393.6),(33 1647801.4),(34 1681360.9),(35 1702170.3),(36 1712034.1),(37 1715280.8),(38 1715602.6),(39 1719003),(40 1721986.1),(41 1728815.6),(42 1741042.1),(43 1757173.4),(44 1775690.3),(45 1793914.3),(46 1808775.5),(47 1822446.9),(48 1829005.5),(49 1852147.9),(50 1881886.6),(51 1910738.9),(52 1933010.5),(53 1951670.4),(54 1959234.6),(55 1946856.9),(56 1921402),(57 1895295.5),(58 1868614.4),(59 1846658.9),(60 1814442.6),(61 1788591.1),(62 1756595.9),(63 1722491.5),(64 1685303.5),(65 1652497.1),(66 1631916.5),(67 1620778),(68 1630301.1),(69 1650493.9),(70 1677741.8),(71 1689096.5),(72 1717272.4),(73 1753483.3),(74 1788002.3),(75 1811156.3),(76 1814507.8),(77 1828700.8),(78 1821190),(79 1808442),
(1 85081.86),(2 272784.72),(3 520301.9),(4 769856.6),(5 952013.5),(6 1108184),(7 1193880.6),(8 1261092.1),(9 1311510.9),(10 1355578.3),(11 1379800.6),(12 1399059.1),(13 1412885.6),(14 1409412.3),(15 1406654.4),(16 1409669.5),(17 1418189),(18 1434468.9),(19 1435271.4),(20 1424671.5),(21 1401997.1),(22 1373698.9),(23 1357117.4),(24 1341679),(25 1352505.1),(26 1379089.4),(27 1407212.4),(28 1422336.8),(29 1427599),(30 1415725.8),(31 1403503.6),(32 1392899.8),(33 1383797.5),(34 1386956.3),(35 1388984.5),(36 1407966.6),(37 1443270.8),(38 1477715),(39 1509291.9),(40 1531670.9),(41 1542590),(42 1550570.6),(43 1554357.5),(44 1559847.6),(45 1566437.5),(46 1572122.3),(47 1580442.6),(48 1577397.1),(49 1579650.3),(50 1588947.1),(51 1604894.1),(52 1617827.1),(53 1635479.4),(54 1650220.4),(55 1657828.8),(56 1670354),(57 1678869.8),(58 1673321.4),(59 1670197.6),(60 1660776.1),(61 1656395.3),(62 1647459.5),(63 1637739.3),(64 1625028.5),(65 1617892.8),(66 1611131.9),(67 1615491.3),(68 1627136.6),(69 1641106.5),(70 1659955.8),(71 1679110.9),(72 1704442.3),(73 1731931),(74 1755090.5),(75 1776081),(76 1784704.5),(77 1781943.9),(78 1767435),(79 1745279.3),
