1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 89102.02),(2 315194.3),(3 630956.3),(4 1013582.94),(5 1410893.5),(6 1867401.6),(7 2329679.3),(8 2733127.8),(9 3032591.3),(10 3299556),(11 3554622.8),(12 3904032),(13 4355074),(14 4886665.5),(15 5415057.5),(16 5942387.5),(17 6533862),(18 7052522.5),(19 7569811.5),(20 7933914.5),(21 8210248),(22 8295641.5),(23 8373144.5),(24 8425420),(25 8671425),(26 9001905),(27 9367571),(28 9795100),(29 10239081),(30 10726045),(31 11139531),(32 11492772),(33 11671289),(34 11740455),(35 11759780),(36 11748467),(37 11734640),(38 11763309),(39 11804053),(40 11775856),(41 11733080),(42 11698437),(43 11708125),(44 11580997),(45 11463127),(46 11261837),(47 11012031),(48 10745560),(49 10442671),(50 10186489),(51 10030701),(52 10042473),(53 10083641),(54 10151999),(55 10202923),(56 10291908),(57 10392111),(58 10464894),(59 10588323),(60 10854931),(61 11194533),(62 11699445),(63 12333359),(64 13092972),(65 13917280),(66 14869723),(67 15941175),(68 17060192),(69 18213422),(70 19503474),(71 20799556),(72 22044158),(73 23198752),(74 24428878),(75 25589358),(76 26824768),(77 28131718),(78 29575726),(79 31069320),
(1 41.82406),(2 48.225136),(3 51.897427),(4 54.875843),(5 57.204918),(6 59.313015),(7 60.634933),(8 61.741768),(9 62.962784),(10 63.48091),(11 65.112366),(12 66.753044),(13 68.12622),(14 68.89551),(15 69.76957),(16 69.970726),(17 71.55916),(18 71.725555),(19 72.07426),(20 72.61833),(21 72.381035),(22 72.55817),(23 72.98906),(24 73.50156),(25 72.45124),(26 73.80134),(27 72.60769),(28 72.35655),(29 73.31258),(30 72.75238),(31 72.3127),(32 73.20255),(33 72.73691),(34 71.7548),(35 71.982254),(36 72.9844),(37 73.40126),(38 73.23399),(39 72.68733),(40 73.03773),(41 73.513565),(42 75.051315),(43 76.02788),(44 77.11796),(45 77.294014),(46 77.60592),(47 78.496414),(48 78.65465),(49 79.47518),(50 80.251755),(51 80.5371),(52 81.57528),(53 80.951706),(54 82.24814),(55 82.346176),(56 82.482544),(57 83.730484),(58 84.32583),(59 84.23866),(60 85.77077),(61 85.69588),(62 85.93366),(63 85.49894),(64 86.52978),(65 85.74457),(66 86.57318),(67 85.894264),(68 85.438225),(69 85.23085),(70 84.437416),(71 84.233315),(72 84.26959),(73 84.39987),(74 83.85066),(75 83.37661),(76 83.60975),(77 83.711716),(78 83.15981),(79 82.84712),
(1 42.675396),(2 49.03055),(3 52.56207),(4 55.41202),(5 57.549404),(6 59.94093),(7 61.214622),(8 62.463852),(9 64.29504),(10 65.51666),(11 66.916824),(12 68.78093),(13 70.02817),(14 70.66821),(15 71.34764),(16 71.06809),(17 72.17827),(18 72.55127),(19 73.51819),(20 74.0988),(21 73.48986),(22 73.46875),(23 74.07068),(24 74.717026),(25 74.98211),(26 75.479355),(27 74.22039),(28 74.38813),(29 74.906944),(30 74.704025),(31 73.98317),(32 74.14559),(33 75.01113),(34 74.16966),(35 74.187454),(36 74.43767),(37 74.79629),(38 75.717926),(39 75.02859),(40 75.66391),(41 75.98767),(42 76.90169),(43 78.565994),(44 79.32233),(45 79.49374),(46 79.624985),(47 80.016884),(48 80.46883),(49 81.647484),(50 82.44728),(51 81.488846),(52 83.378334),(53 83.30772),(54 84.352516),(55 84.188835),(56 84.759865),(57 84.63302),(58 86.02874),(59 86.20319),(60 85.96659),(61 87.29506),(62 87.823364),(63 87.20246),(64 87.70327),(65 86.7838),(66 86.406685),(67 85.78646),(68 85.44171),(69 85.25362),(70 84.83511),(71 83.77723),(72 84.490974),(73 84.8101),(74 83.52558),(75 83.1264),(76 83.72587),(77 84.818924),(78 85.211044),(79 85.31535),
(1 40.822575),(2 47.166485),(3 50.412083),(4 52.977848),(5 55.46538),(6 58.094856),(7 59.462025),(8 61.70563),(9 62.62833),(10 63.830418),(11 65.05412),(12 66.01094),(13 67.5867),(14 68.69876),(15 68.64515),(16 70.486855),(17 71.64035),(18 72.14574),(19 73.13797),(20 73.68746),(21 73.680115),(22 73.57617),(23 72.99612),(24 73.68326),(25 73.6994),(26 74.097336),(27 73.36253),(28 72.94402),(29 72.886894),(30 73.27987),(31 72.950584),(32 72.91995),(33 73.6287),(34 72.65945),(35 73.127205),(36 73.26785),(37 72.89413),(38 73.49519),(39 72.24877),(40 73.486534),(41 73.73001),(42 75.19297),(43 75.70004),(44 76.72502),(45 77.004196),(46 76.75691),(47 77.0009),(48 77.59723),(49 78.83443),(50 79.20247),(51 79.20365),(52 80.31288),(53 80.582985),(54 81.50761),(55 81.3059),(56 82.08212),(57 82.262375),(58 82.64575),(59 83.403564),(60 83.738365),(61 84.26442),(62 84.75697),(63 84.389336),(64 84.913185),(65 84.83411),(66 84.4369),(67 83.67617),(68 83.27437),(69 82.798294),(70 82.88145),(71 82.341156),(72 83.145905),(73 82.46183),(74 82.01763),(75 81.02781),(76 81.29696),(77 81.27204),(78 81.69377),(79 81.633545),
(1 41.057507),(2 47.545033),(3 51.82601),(4 54.717854),(5 56.763317),(6 58.87373),(7 59.87031),(8 61.559772),(9 62.64399),(10 64.35028),(11 64.82846),(12 65.458336),(13 67.858406),(14 68.47556),(15 68.52919),(16 70.028755),(17 70.893295),(18 71.432076),(19 72.09621),(20 72.83296),(21 72.25959),(22 72.17052),(23 71.92201),(24 71.98085),(25 72.011734),(26 72.55482),(27 71.63046),(28 71.66716),(29 71.096855),(30 71.68654),(31 71.28059),(32 70.73448),(33 70.78052),(34 70.75143),(35 70.75156),(36 71.2738),(37 72.41158),(38 72.52119),(39 71.71827),(40 72.30675),(41 72.03138),(42 73.63992),(43 74.29668),(44 75.010666),(45 76.02895),(46 76.91956),(47 76.832794),(48 77.230736),(49 77.92018),(50 77.775375),(51 78.85832),(52 80.205185),(53 81.14253),(54 82.02089),(55 82.25641),(56 82.71434),(57 83.19309),(58 83.066956),(59 83.334946),(60 85.09938),(61 85.65581),(62 84.70129),(63 84.41875),(64 84.53212),(65 85.42067),(66 85.00914),(67 84.36713),(68 83.39036),(69 83.59193),(70 83.30448),(71 82.5341),(72 82.783165),(73 82.54466),(74 82.67204),(75 81.319275),(76 81.835236),(77 81.552635),(78 81.73865),(79 81.9938),
(1 40.720325),(2 47.462982),(3 50.555218),(4 53.147114),(5 55.797657),(6 57.49566),(7 59.995247),(8 61.308945),(9 62.678883),(10 63.63372),(11 64.72146),(12 65.97998),(13 68.62871),(14 69.1214),(15 69.41623),(16 70.90479),(17 71.40624),(18 72.41825),(19 72.70605),(20 71.99973),(21 72.41162),(22 72.2144),(23 72.72794),(24 72.71813),(25 73.21911),(26 73.040375),(27 72.37405),(28 72.64721),(29 72.981735),(30 72.75021),(31 73.08891),(32 72.54404),(33 73.13183),(34 72.90164),(35 72.64522),(36 73.148254),(37 74.120964),(38 73.945244),(39 72.64681),(40 74.41547),(41 75.14864),(42 76.12941),(43 76.58929),(44 77.50555),(45 77.4881),(46 77.947495),(47 77.53819),(48 77.7638),(49 78.20782),(50 79.196144),(51 78.734924),(52 80.315796),(53 79.75119),(54 81.31562),(55 81.38261),(56 81.50183),(57 82.20263),(58 81.95206),(59 81.99264),(60 82.92018),(61 83.9882),(62 84.31654),(63 83.32156),(64 84.09753),(65 84.677956),(66 84.108765),(67 84.22947),(68 84.28517),(69 84.13713),(70 84.19929),(71 84.01842),(72 83.43841),(73 83.67126),(74 83.20967),(75 82.2848),(76 82.7194),(77 83.31529),(78 83.58383),(79 82.69193),
(1 40.837727),(2 47.62475),(3 51.12655),(4 54.484737),(5 56.335056),(6 57.530403),(7 60.20563),(8 61.18552),(9 62.322422),(10 63.382294),(11 64.08234),(12 66.03051),(13 67.38493),(14 67.8707),(15 68.15058),(16 69.18595),(17 69.84807),(18 70.81996),(19 71.38021),(20 71.822685),(21 71.72677),(22 72.66078),(23 71.592285),(24 72.72326),(25 72.325836),(26 72.363914),(27 72.15758),(28 72.20453),(29 72.27764),(30 72.551674),(31 72.69401),(32 71.83646),(33 72.2505),(34 71.97305),(35 72.35229),(36 72.6592),(37 72.321175),(38 72.19145),(39 72.78169),(40 73.68196),(41 74.444496),(42 74.91128),(43 76.63118),(44 77.43942),(45 76.71327),(46 76.700874),(47 76.36294),(48 76.70113),(49 77.67646),(50 78.28472),(51 79.46415),(52 80.2747),(53 80.84),(54 81.125626),(55 81.56709),(56 81.05795),(57 80.85467),(58 80.79702),(59 81.781395),(60 82.271515),(61 82.57229),(62 82.5238),(63 82.3445),(64 82.65484),(65 82.53367),(66 82.4239),(67 82.16573),(68 81.40457),(69 81.94966),(70 81.32828),(71 81.962425),(72 80.285675),(73 80.23056),(74 80.60884),(75 79.40967),(76 78.59197),(77 79.37998),(78 79.42028),(79 79.42671),
(1 40.33562),(2 46.465736),(3 50.203552),(4 52.83425),(5 55.66603),(6 57.34769),(7 59.32448),(8 60.79963),(9 61.89344),(10 62.92927),(11 63.962097),(12 66.34058),(13 67.0927),(14 67.63593),(15 68.26505),(16 68.27906),(17 70.09368),(18 70.67065),(19 71.14017),(20 71.09818),(21 71.474045),(22 70.25618),(23 70.748726),(24 71.14778),(25 71.65354),(26 72.16721),(27 71.06397),(28 70.75797),(29 70.642715),(30 71.08005),(31 70.44857),(32 69.69484),(33 70.18902),(34 69.44837),(35 70.07574),(36 70.5927),(37 70.138336),(38 71.431526),(39 71.05881),(40 72.893585),(41 72.640144),(42 72.73312),(43 75.380585),(44 74.27449),(45 74.95748),(46 75.52673),(47 75.23953),(48 77.049614),(49 77.5384),(50 77.88236),(51 78.14602),(52 79.433464),(53 80.101204),(54 81.04924),(55 80.00585),(56 80.31249),(57 81.04352),(58 80.80364),(59 81.35357),(60 81.66327),(61 81.89245),(62 82.54596),(63 81.67519),(64 82.79406),(65 82.77122),(66 82.325165),(67 81.913704),(68 82.33861),(69 81.54425),(70 80.63846),(71 81.68298),(72 81.35904),(73 81.334984),(74 80.754875),(75 78.8538),(76 78.49145),(77 78.73395),(78 78.92357),(79 78.40739),
(1 40.28611),(2 46.359364),(3 50.11425),(4 52.841755),(5 55.095848),(6 56.722233),(7 58.50511),(8 60.0091),(9 60.967495),(10 63.13196),(11 63.688427),(12 65.47964),(13 67.224236),(14 68.61839),(15 69.01935),(16 69.16413),(17 70.86727),(18 70.51511),(19 72.264565),(20 72.14922),(21 71.69349),(22 71.600815),(23 71.82581),(24 72.6847),(25 72.66629),(26 72.828896),(27 72.54175),(28 72.55913),(29 72.49803),(30 72.55334),(31 71.83319),(32 71.00277),(33 71.22994),(34 71.903564),(35 72.05628),(36 72.49242),(37 72.434586),(38 73.044334),(39 71.83906),(40 72.885254),(41 73.860016),(42 74.55537),(43 75.962685),(44 76.377914),(45 77.84062),(46 77.45642),(47 77.775665),(48 78.22291),(49 79.30626),(50 79.174484),(51 79.186134),(52 79.478035),(53 79.7979),(54 80.86962),(55 80.56366),(56 81.74654),(57 81.183815),(58 80.6447),(59 81.99943),(60 82.87135),(61 83.0107),(62 83.69533),(63 83.60048),(64 83.27961),(65 82.79065),(66 82.68848),(67 82.79959),(68 82.57574),(69 82.20455),(70 81.50201),(71 81.12052),(72 81.268265),(73 80.712105),(74 80.21758),(75 78.995575),(76 80.20417),(77 80.626366),(78 80.61297),(79 81.244865),
(1 39.444706),(2 45.33921),(3 49.367596),(4 52.4508),(5 54.03893),(6 56.395493),(7 57.769367),(8 59.177082),(9 60.640312),(10 62.00722),(11 62.969284),(12 64.54821),(13 66.13654),(14 66.78415),(15 67.0067),(16 68.38297),(17 68.56999),(18 69.707664),(19 71.343735),(20 71.78698),(21 71.45611),(22 71.574715),(23 71.90267),(24 71.61488),(25 72.38256),(26 71.91504),(27 71.19561),(28 72.01556),(29 71.483376),(30 71.443565),(31 71.88007),(32 71.322495),(33 71.32652),(34 71.22056),(35 71.95368),(36 72.07176),(37 72.08713),(38 73.44509),(39 72.14214),(40 72.89507),(41 73.19793),(42 74.77731),(43 73.79199),(44 74.84556),(45 75.98534),(46 76.16865),(47 77.06116),(48 76.79019),(49 77.34348),(50 77.72953),(51 78.377235),(52 79.16979),(53 80.60887),(54 80.36106),(55 80.715996),(56 81.29039),(57 81.62806),(58 81.61923),(59 82.49491),(60 83.79246),(61 84.4405),(62 84.06229),(63 83.55167),(64 83.26398),(65 83.82044),(66 82.554344),(67 82.561),(68 81.58301),(69 82.15535),(70 81.16483),(71 80.7446),(72 81.34257),(73 80.8907),(74 79.140434),(75 79.154396),(76 80.203255),(77 80.51393),(78 79.685425),(79 80.37431),
(1 38.397945),(2 44.81304),(3 48.624252),(4 51.714497),(5 53.68403),(6 55.328213),(7 56.511654),(8 57.843758),(9 59.44338),(10 60.689327),(11 62.535122),(12 64.18229),(13 65.018105),(14 66.339516),(15 67.0217),(16 68.13545),(17 68.33595),(18 68.62818),(19 69.67405),(20 69.742325),(21 70.306305),(22 70.0892),(23 70.64989),(24 70.69176),(25 71.03716),(26 71.17094),(27 69.562515),(28 70.52713),(29 70.416725),(30 70.675545),(31 70.266975),(32 69.71216),(33 69.61627),(34 68.712746),(35 69.18123),(36 70.01918),(37 69.36434),(38 70.42297),(39 70.04798),(40 70.54773),(41 70.462456),(42 71.03808),(43 70.95287),(44 72.13012),(45 72.59725),(46 74.3087),(47 73.889175),(48 74.3839),(49 75.26172),(50 75.81869),(51 75.61531),(52 76.9115),(53 77.1597),(54 77.22665),(55 77.692116),(56 78.76337),(57 79.02076),(58 78.95865),(59 79.54975),(60 80.01758),(61 79.96407),(62 79.87488),(63 80.5214),(64 80.20538),(65 80.92698),(66 80.4708),(67 80.224976),(68 80.059135),(69 79.902626),(70 79.83459),(71 79.7742),(72 79.47755),(73 79.36641),(74 79.29242),(75 77.97947),(76 78.03585),(77 77.87615),(78 78.41412),(79 78.95032),
(1 39.182537),(2 44.310017),(3 48.61845),(4 51.01365),(5 53.383728),(6 55.32292),(7 56.876392),(8 57.459564),(9 58.984386),(10 60.09803),(11 61.43052),(12 63.013195),(13 63.69476),(14 64.51773),(15 64.59743),(16 66.10187),(17 66.743546),(18 66.70459),(19 67.54759),(20 67.66123),(21 68.29778),(22 68.613266),(23 68.55845),(24 69.50393),(25 69.98244),(26 69.32725),(27 68.60387),(28 68.8234),(29 68.565216),(30 69.2572),(31 69.34974),(32 69.47216),(33 69.92649),(34 70.00992),(35 70.61728),(36 70.22432),(37 70.30054),(38 70.36958),(39 69.92396),(40 70.29681),(41 70.675606),(42 72.062935),(43 72.16576),(44 73.321625),(45 73.96529),(46 73.795135),(47 74.570526),(48 74.72515),(49 75.3169),(50 76.46704),(51 76.741936),(52 76.714096),(53 77.05321),(54 77.17544),(55 77.828766),(56 77.458084),(57 79.049255),(58 79.54161),(59 79.85919),(60 80.79841),(61 81.11705),(62 82.33309),(63 80.497025),(64 80.45008),(65 79.645874),(66 79.846405),(67 79.79961),(68 79.31234),(69 78.94109),(70 79.03085),(71 78.0081),(72 77.40367),(73 77.93368),(74 78.232216),(75 77.57532),(76 77.4158),(77 78.37751),(78 77.270966),(79 78.30279),
(1 38.98511),(2 44.61072),(3 48.501976),(4 50.818363),(5 53.41705),(6 54.762695),(7 57.480053),(8 59.14579),(9 59.540226),(10 61.03731),(11 62.72969),(12 63.293285),(13 64.12745),(14 65.744774),(15 65.47257),(16 66.56054),(17 67.654144),(18 68.54755),(19 69.50901),(20 69.00398),(21 70.10483),(22 69.72083),(23 70.00037),(24 70.25726),(25 70.46723),(26 70.26938),(27 69.88959),(28 69.67568),(29 69.83177),(30 70.006424),(31 70.3103),(32 70.31522),(33 70.64033),(34 69.55048),(35 70.16057),(36 70.34166),(37 70.05225),(38 70.64575),(39 70.33299),(40 71.0873),(41 71.918434),(42 72.56064),(43 73.099846),(44 73.5325),(45 73.727295),(46 73.06387),(47 72.7019),(48 73.84456),(49 74.47399),(50 74.84555),(51 75.78691),(52 76.28466),(53 76.24981),(54 76.997375),(55 76.77856),(56 77.27533),(57 77.99513),(58 78.81474),(59 79.58106),(60 79.69823),(61 80.11155),(62 80.74029),(63 79.42945),(64 79.806244),(65 79.66968),(66 79.54888),(67 79.4409),(68 80.02079),(69 79.25162),(70 79.81829),(71 78.705025),(72 79.114006),(73 78.50403),(74 78.35112),(75 77.71134),(76 77.75541),(77 78.13119),(78 77.18042),(79 77.725426),
(1 39.17778),(2 45.179592),(3 48.124844),(4 51.154415),(5 53.616375),(6 55.411118),(7 57.76375),(8 59.35016),(9 60.17717),(10 61.556637),(11 62.962696),(12 64.12699),(13 65.05759),(14 66.346565),(15 66.96458),(16 67.824356),(17 68.259346),(18 68.52187),(19 68.79134),(20 69.02978),(21 69.85622),(22 69.71154),(23 70.5553),(24 71.39084),(25 71.07301),(26 70.8144),(27 70.34379),(28 70.07347),(29 70.22865),(30 69.73046),(31 69.30407),(32 68.66329),(33 68.49331),(34 69.26755),(35 68.623474),(36 68.86743),(37 69.278336),(38 69.55476),(39 70.27334),(40 70.711975),(41 70.66254),(42 70.853065),(43 72.127),(44 72.63525),(45 73.792786),(46 73.1292),(47 73.404854),(48 74.222984),(49 74.65469),(50 75.58407),(51 75.08742),(52 76.26819),(53 76.9717),(54 78.312256),(55 77.72484),(56 78.63094),(57 79.44604),(58 79.42336),(59 79.47081),(60 80.64139),(61 81.294914),(62 80.917534),(63 80.2245),(64 80.92739),(65 81.61456),(66 81.31894),(67 81.35347),(68 80.84983),(69 80.12028),(70 80.321365),(71 79.94306),(72 79.56055),(73 79.65205),(74 78.23808),(75 77.95072),(76 77.368904),(77 77.83769),(78 77.918564),(79 78.308426),
(1 39.378963),(2 45.410675),(3 48.61483),(4 51.380817),(5 53.709846),(6 55.82444),(7 57.057),(8 58.7149),(9 59.30833),(10 60.233944),(11 62.011818),(12 62.978973),(13 64.690674),(14 65.96438),(15 66.25039),(16 66.90314),(17 67.70893),(18 68.29769),(19 68.06357),(20 68.29468),(21 69.231735),(22 69.17646),(23 68.902466),(24 69.31399),(25 69.402306),(26 69.10139),(27 69.15742),(28 68.85114),(29 69.31258),(30 68.99338),(31 68.982605),(32 68.72105),(33 69.45321),(34 69.31698),(35 69.75442),(36 69.40505),(37 69.73738),(38 70.22632),(39 70.070984),(40 71.47655),(41 71.674194),(42 72.569534),(43 72.95853),(44 73.07362),(45 73.5121),(46 73.72654),(47 74.35929),(48 74.92762),(49 75.27387),(50 76.11371),(51 76.31304),(52 77.12567),(53 77.80989),(54 78.643616),(55 78.45476),(56 79.34646),(57 78.64286),(58 79.6131),(59 79.94644),(60 79.451065),(61 81.48903),(62 80.99771),(63 79.73382),(64 80.880844),(65 80.95131),(66 80.742805),(67 80.83548),(68 80.41881),(69 80.9775),(70 80.55333),(71 79.69817),(72 79.253334),(73 79.565346),(74 79.021164),(75 78.39894),(76 78.14665),(77 78.439224),(78 79.15546),(79 78.52342),
(1 38.777),(2 45.247677),(3 48.49566),(4 51.23747),(5 52.950104),(6 55.492252),(7 56.80984),(8 58.232807),(9 59.480675),(10 60.185944),(11 62.266006),(12 62.779587),(13 64.30374),(14 65.76876),(15 66.260704),(16 67.95588),(17 68.18985),(18 68.76511),(19 68.95382),(20 69.52098),(21 69.80917),(22 70.14838),(23 69.86292),(24 70.43778),(25 70.2054),(26 70.3275),(27 69.62975),(28 69.87163),(29 69.66723),(30 69.54419),(31 69.472664),(32 68.57303),(33 68.80916),(34 69.42233),(35 69.7084),(36 69.98097),(37 69.70094),(38 69.51495),(39 68.8762),(40 69.79233),(41 70.70597),(42 71.95262),(43 72.37369),(44 72.224594),(45 72.85374),(46 72.86281),(47 73.59006),(48 73.80872),(49 73.86458),(50 74.57787),(51 73.94767),(52 75.00851),(53 75.740616),(54 75.4469),(55 75.51236),(56 77.18824),(57 77.888954),(58 77.59503),(59 78.39704),(60 79.64797),(61 80.265785),(62 80.14128),(63 79.89516),(64 80.167076),(65 80.013016),(66 79.40571),(67 79.856316),(68 78.92798),(69 79.457245),(70 78.36014),(71 78.20415),(72 78.55552),(73 78.036125),(74 78.403946),(75 77.56076),(76 77.52065),(77 77.287384),(78 77.24914),(79 76.26208),
(1 38.885628),(2 45.058975),(3 48.644287),(4 51.100483),(5 53.316105),(6 55.102783),(7 56.28795),(8 58.290512),(9 59.242336),(10 60.398315),(11 61.584595),(12 62.958958),(13 63.96469),(14 65.347305),(15 65.907585),(16 66.27821),(17 67.04623),(18 67.97617),(19 68.065895),(20 67.46444),(21 68.33434),(22 68.386215),(23 68.3546),(24 68.172745),(25 68.76004),(26 69.03438),(27 68.26789),(28 68.84207),(29 68.81136),(30 68.66284),(31 68.04324),(32 68.12227),(33 67.57946),(34 68.46357),(35 68.27154),(36 68.7659),(37 67.80802),(38 67.84589),(39 67.8197),(40 69.317505),(41 69.31525),(42 69.53229),(43 70.45653),(44 70.91376),(45 71.87414),(46 71.09127),(47 71.37214),(48 72.35504),(49 71.85199),(50 74.176834),(51 75.53499),(52 75.31559),(53 76.260086),(54 75.3761),(55 76.72652),(56 76.36456),(57 76.66476),(58 76.79484),(59 77.50452),(60 78.64832),(61 78.978836),(62 79.99472),(63 79.7294),(64 79.99652),(65 79.24778),(66 79.46364),(67 78.8953),(68 78.37158),(69 78.56362),(70 78.15857),(71 78.14123),(72 77.82341),(73 76.50498),(74 76.69735),(75 76.57286),(76 76.049644),(77 75.78697),(78 77.093704),(79 76.20774),
(1 37.441437),(2 43.198193),(3 47.4591),(4 50.528324),(5 52.16707),(6 54.279366),(7 55.673756),(8 57.271523),(9 57.929596),(10 59.599945),(11 60.37213),(12 62.26029),(13 63.366913),(14 63.932644),(15 64.48864),(16 65.51541),(17 66.38258),(18 67.3622),(19 67.63855),(20 67.82372),(21 68.59238),(22 67.821754),(23 68.123985),(24 68.08951),(25 68.19194),(26 69.028725),(27 68.180664),(28 68.16937),(29 68.19927),(30 67.39571),(31 67.48162),(32 67.77372),(33 68.14505),(34 67.73125),(35 67.72302),(36 68.13655),(37 68.67587),(38 68.60223),(39 68.48501),(40 69.41599),(41 69.84983),(42 70.76536),(43 71.169304),(44 72.181145),(45 72.74258),(46 72.332726),(47 72.55444),(48 73.60839),(49 75.10308),(50 75.621544),(51 76.125084),(52 76.720955),(53 77.4189),(54 78.08318),(55 77.76267),(56 78.37673),(57 78.94251),(58 78.87362),(59 78.949356),(60 80.52837),(61 80.740036),(62 81.14088),(63 80.98001),(64 81.52219),(65 80.909065),(66 81.14408),(67 80.804085),(68 80.49034),(69 80.53456),(70 80.74274),(71 81.10631),(72 81.064156),(73 79.013725),(74 79.20394),(75 78.516136),(76 79.23707),(77 79.66013),(78 78.87925),(79 78.45644),
(1 38.00687),(2 43.91456),(3 47.596455),(4 50.524284),(5 52.025803),(6 54.593143),(7 56.028004),(8 56.923374),(9 58.240334),(10 59.25786),(11 60.07298),(12 61.913063),(13 63.308277),(14 64.77266),(15 65.3452),(16 66.189285),(17 66.43875),(18 67.527504),(19 68.38589),(20 67.8455),(21 68.44369),(22 68.65228),(23 68.6209),(24 68.68356),(25 68.07869),(26 69.20595),(27 69.342735),(28 68.03802),(29 69.15161),(30 68.005),(31 67.71412),(32 67.73439),(33 67.72309),(34 67.97578),(35 67.69905),(36 67.59696),(37 68.034225),(38 67.66562),(39 67.73067),(40 68.279724),(41 69.97305),(42 70.782036),(43 70.5091),(44 70.50767),(45 71.44485),(46 71.05971),(47 72.34668),(48 71.92066),(49 72.98661),(50 72.835754),(51 73.52458),(52 73.747314),(53 73.65345),(54 74.26479),(55 74.34232),(56 74.54118),(57 74.41324),(58 74.6485),(59 75.15865),(60 76.343605),(61 76.84043),(62 76.81054),(63 76.33153),(64 76.81782),(65 76.793076),(66 75.87278),(67 75.98675),(68 75.56866),(69 75.65142),(70 74.8753),(71 74.74547),(72 74.50175),(73 73.47575),(74 73.12787),(75 72.3122),(76 72.88911),(77 73.98448),(78 74.31685),(79 74.09735),
