1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88896.16),(2 292732.03),(3 605527.2),(4 1032595.3),(5 1577867.9),(6 2204158.3),(7 2875019),(8 3644136.3),(9 4354212.5),(10 5140851.5),(11 5923248),(12 6705922),(13 7493973.5),(14 8239054.5),(15 9029049),(16 9845652),(17 10626463),(18 11414989),(19 12241317),(20 13118216),(21 14051335),(22 15007809),(23 16154381),(24 17121662),(25 18122216),(26 19102728),(27 20072338),(28 21051182),(29 21912782),(30 22822352),(31 23800886),(32 24830634),(33 25976182),(34 27082838),(35 28224746),(36 29338746),(37 30452674),(38 31636922),(39 32601824),(40 33753052),(41 34804092),(42 35923470),(43 37176890),(44 38355380),(45 39758156),(46 41228876),(47 42693130),(48 44232308),(49 45892340),(50 47813108),(51 49792964),(52 51737236),(53 53492252),(54 55328828),(55 57305090),(56 59264910),(57 61153044),(58 62896428),(59 64603036),(60 66287680),(61 67899384),(62 69517620),(63 71029416),(64 72342000),(65 73501490),(66 74538860),(67 75464020),(68 76247080),(69 76915210),(70 77618250),(71 77901950),(72 77729160),(73 77341070),(74 77092040),(75 76657410),(76 76096730),(77 75356160),(78 74515704),(79 73829976),
(1 109.93321),(2 121.87134),(3 131.81099),(4 134.29385),(5 134.63104),(6 137.60887),(7 138.10614),(8 141.97968),(9 146.42014),(10 146.19748),(11 148.65474),(12 150.9008),(13 151.67883),(14 152.00372),(15 152.29344),(16 153.8715),(17 152.44017),(18 154.9218),(19 157.66397),(20 159.68564),(21 160.24037),(22 162.19693),(23 166.36328),(24 166.37285),(25 165.53767),(26 167.47188),(27 168.59618),(28 171.26329),(29 171.65584),(30 170.71407),(31 170.58684),(32 172.0739),(33 170.63078),(34 170.36163),(35 170.23041),(36 169.7966),(37 169.19432),(38 170.8022),(39 170.13533),(40 170.01935),(41 167.63649),(42 166.10544),(43 168.25406),(44 166.40729),(45 165.39154),(46 165.31912),(47 163.19519),(48 163.59686),(49 162.35202),(50 161.07742),(51 163.41316),(52 162.91599),(53 164.79613),(54 164.04825),(55 163.56026),(56 165.43266),(57 164.5932),(58 163.00508),(59 162.6839),(60 163.53839),(61 164.90723),(62 165.62297),(63 166.49553),(64 166.69838),(65 169.12393),(66 168.98547),(67 170.13864),(68 171.54718),(69 174.01518),(70 174.91272),(71 175.74797),(72 176.90784),(73 177.07571),(74 175.65968),(75 176.64774),(76 176.9465),(77 174.56477),(78 175.99669),(79 175.39153),
(1 108.86957),(2 121.67115),(3 130.9092),(4 134.59161),(5 133.11258),(6 137.0163),(7 137.30028),(8 142.4127),(9 145.3702),(10 145.25334),(11 149.38591),(12 151.30997),(13 153.09329),(14 155.94075),(15 154.35995),(16 155.09396),(17 156.13672),(18 158.13667),(19 159.8957),(20 162.442),(21 164.50052),(22 164.41588),(23 168.9245),(24 169.99356),(25 170.09914),(26 173.305),(27 174.91003),(28 176.85411),(29 177.71695),(30 176.84291),(31 177.91913),(32 178.31302),(33 177.24791),(34 179.70514),(35 179.47719),(36 178.00192),(37 177.75522),(38 179.39388),(39 177.72382),(40 177.78778),(41 174.42525),(42 176.75569),(43 176.48376),(44 173.92276),(45 172.0447),(46 171.1956),(47 171.48416),(48 170.09035),(49 170.84262),(50 168.8443),(51 169.65271),(52 168.90916),(53 168.89204),(54 168.57533),(55 168.26755),(56 168.96036),(57 168.42313),(58 166.47786),(59 166.9273),(60 166.35313),(61 167.00682),(62 167.51437),(63 166.59196),(64 166.85648),(65 168.45041),(66 165.94318),(67 167.54236),(68 169.19574),(69 171.85167),(70 173.13997),(71 172.76979),(72 174.22847),(73 174.2395),(74 173.4844),(75 172.87201),(76 170.56776),(77 169.49895),(78 171.08961),(79 171.05887),
(1 109.07941),(2 124.02686),(3 132.13512),(4 134.89037),(5 134.64148),(6 137.66261),(7 138.15271),(8 142.86172),(9 146.23181),(10 147.07603),(11 150.45985),(12 150.61177),(13 152.19208),(14 156.04495),(15 154.72984),(16 155.34006),(17 156.11708),(18 157.59924),(19 160.9496),(20 162.75414),(21 163.94037),(22 164.2505),(23 167.937),(24 168.47612),(25 170.75432),(26 174.30386),(27 176.06874),(28 177.99678),(29 179.0049),(30 180.091),(31 179.93593),(32 180.4124),(33 179.87114),(34 180.24443),(35 179.6554),(36 179.64862),(37 177.97664),(38 178.66663),(39 178.61572),(40 178.16809),(41 174.28061),(42 175.49547),(43 173.69739),(44 174.51427),(45 172.45557),(46 170.86462),(47 169.38684),(48 166.65558),(49 166.29909),(50 168.17609),(51 165.95763),(52 165.46138),(53 166.53616),(54 167.0357),(55 166.8762),(56 164.76965),(57 165.29337),(58 164.07378),(59 165.368),(60 165.70071),(61 164.76878),(62 165.75201),(63 165.64955),(64 165.62193),(65 166.80835),(66 167.67268),(67 167.8342),(68 168.83958),(69 168.67574),(70 170.38155),(71 172.65213),(72 173.5289),(73 175.19182),(74 175.58199),(75 176.62476),(76 175.72723),(77 173.52255),(78 175.42278),(79 176.2032),
(1 106.691635),(2 118.90597),(3 127.91028),(4 131.12437),(5 129.77277),(6 132.60722),(7 134.2011),(8 138.53197),(9 140.39922),(10 140.1604),(11 143.19644),(12 144.8197),(13 146.29738),(14 149.61102),(15 147.19391),(16 149.04115),(17 149.1288),(18 152.147),(19 154.16676),(20 156.28853),(21 157.89078),(22 158.83418),(23 161.62563),(24 163.11382),(25 164.60559),(26 166.56203),(27 168.1229),(28 171.7245),(29 173.83948),(30 174.13313),(31 173.54234),(32 174.94824),(33 173.34653),(34 174.79057),(35 174.43073),(36 174.10228),(37 174.02095),(38 173.32408),(39 173.31912),(40 173.53375),(41 170.394),(42 171.31253),(43 168.6229),(44 167.3413),(45 166.98137),(46 165.21346),(47 163.75575),(48 164.04),(49 162.98059),(50 163.49731),(51 162.73196),(52 162.73587),(53 162.46187),(54 161.63603),(55 160.80428),(56 161.34338),(57 161.82556),(58 161.59718),(59 162.0798),(60 163.71947),(61 163.56827),(62 162.70178),(63 161.00096),(64 162.43779),(65 162.6209),(66 163.00575),(67 163.49338),(68 163.88785),(69 166.09656),(70 166.81819),(71 166.52785),(72 168.02179),(73 168.839),(74 169.55554),(75 168.40866),(76 168.59126),(77 166.22047),(78 167.01448),(79 165.22633),
(1 106.18869),(2 120.62322),(3 127.437195),(4 130.80363),(5 131.89145),(6 134.51155),(7 135.91733),(8 139.11696),(9 139.60098),(10 141.82475),(11 143.10318),(12 144.13725),(13 145.4099),(14 147.55559),(15 146.33447),(16 149.17023),(17 149.26225),(18 150.51402),(19 152.94888),(20 153.67175),(21 156.74275),(22 157.69174),(23 160.54515),(24 161.40442),(25 161.70479),(26 163.30617),(27 166.49512),(28 168.26009),(29 170.91302),(30 170.8533),(31 169.58803),(32 168.94563),(33 171.61949),(34 172.3048),(35 171.43445),(36 169.66357),(37 172.46306),(38 174.37944),(39 172.4108),(40 174.74753),(41 170.54874),(42 170.32118),(43 169.6887),(44 168.14096),(45 168.51349),(46 165.13757),(47 164.62122),(48 162.7618),(49 163.28174),(50 164.4125),(51 163.74463),(52 161.93898),(53 162.99512),(54 164.12585),(55 164.14832),(56 163.02963),(57 163.33142),(58 162.91054),(59 163.07579),(60 163.64651),(61 163.35529),(62 163.32684),(63 161.73433),(64 161.82323),(65 164.81645),(66 162.29433),(67 162.98204),(68 163.53671),(69 164.9613),(70 166.4843),(71 167.21173),(72 165.99585),(73 166.8445),(74 168.01888),(75 168.61583),(76 168.51875),(77 165.89488),(78 168.90982),(79 166.73459),
(1 104.51466),(2 116.45306),(3 125.07409),(4 129.32202),(5 128.90312),(6 133.00934),(7 133.99437),(8 135.50026),(9 139.37328),(10 139.67194),(11 140.67786),(12 143.00983),(13 143.67834),(14 146.30453),(15 145.43503),(16 145.54716),(17 145.19136),(18 146.76268),(19 149.8271),(20 151.44833),(21 153.56104),(22 152.34775),(23 155.81604),(24 155.87752),(25 155.98567),(26 157.80453),(27 159.51173),(28 159.55667),(29 161.70255),(30 161.17181),(31 161.67258),(32 161.85612),(33 165.0368),(34 165.77881),(35 165.14153),(36 163.9415),(37 166.48705),(38 167.06038),(39 166.75128),(40 166.0428),(41 165.3017),(42 163.83176),(43 164.10387),(44 164.4429),(45 165.35915),(46 163.3662),(47 162.0536),(48 160.07413),(49 160.59784),(50 160.11223),(51 159.90915),(52 158.78525),(53 159.33394),(54 159.9742),(55 159.56316),(56 159.42628),(57 159.86472),(58 159.27637),(59 157.8944),(60 159.50401),(61 159.83089),(62 159.39911),(63 157.77711),(64 159.04977),(65 158.99857),(66 157.5856),(67 157.32852),(68 160.53265),(69 160.41763),(70 161.3478),(71 161.69359),(72 162.89581),(73 164.45328),(74 163.83911),(75 163.35115),(76 163.06926),(77 161.42928),(78 161.94664),(79 160.06685),
(1 102.7581),(2 115.922005),(3 124.88023),(4 127.73261),(5 128.11879),(6 130.79584),(7 132.18506),(8 134.11337),(9 138.6486),(10 138.26074),(11 139.97397),(12 141.90224),(13 143.77162),(14 145.51053),(15 144.21829),(16 144.83932),(17 146.61911),(18 146.22285),(19 148.17874),(20 148.1463),(21 150.38478),(22 152.09554),(23 151.72742),(24 152.37595),(25 152.9482),(26 153.55835),(27 155.3789),(28 158.8584),(29 160.1849),(30 159.29501),(31 158.4586),(32 158.13985),(33 159.08937),(34 157.86868),(35 157.33376),(36 157.70999),(37 156.76964),(38 158.04657),(39 157.99934),(40 158.52031),(41 155.93265),(42 156.507),(43 157.12387),(44 155.65593),(45 156.34033),(46 153.13411),(47 153.27916),(48 152.9917),(49 153.63614),(50 152.59637),(51 153.10179),(52 152.71187),(53 155.4267),(54 156.27995),(55 154.60242),(56 155.1715),(57 154.8286),(58 156.0816),(59 157.47139),(60 156.09737),(61 157.74532),(62 157.42006),(63 160.01147),(64 160.65019),(65 162.99365),(66 161.494),(67 162.60956),(68 165.2292),(69 166.91846),(70 166.59999),(71 168.3529),(72 167.78026),(73 168.07756),(74 168.01608),(75 166.29622),(76 167.4185),(77 166.40587),(78 167.27098),(79 165.95174),
(1 102.228745),(2 116.843636),(3 124.6882),(4 128.69618),(5 128.0755),(6 131.12566),(7 133.2235),(8 136.72974),(9 138.88173),(10 141.12929),(11 143.37737),(12 143.94127),(13 144.26251),(14 145.0431),(15 146.36401),(16 147.34044),(17 149.15027),(18 149.19829),(19 151.98029),(20 154.2219),(21 155.51706),(22 156.03369),(23 157.0739),(24 156.12218),(25 156.75574),(26 159.5574),(27 162.03949),(28 164.08998),(29 163.43811),(30 165.1556),(31 165.9065),(32 165.8159),(33 166.56244),(34 165.09439),(35 165.84932),(36 166.60405),(37 166.21509),(38 167.49971),(39 168.73483),(40 167.15613),(41 164.70357),(42 166.42433),(43 164.75874),(44 164.45871),(45 163.09132),(46 161.65114),(47 160.94846),(48 160.87665),(49 158.99834),(50 159.29218),(51 159.57599),(52 157.79),(53 157.10799),(54 158.28935),(55 157.50029),(56 157.32764),(57 158.5121),(58 158.4876),(59 159.76796),(60 158.83978),(61 158.4501),(62 158.53497),(63 157.03755),(64 158.26254),(65 159.38786),(66 158.46487),(67 159.48386),(68 161.94498),(69 162.80145),(70 163.55327),(71 166.42747),(72 167.00859),(73 168.31546),(74 169.13466),(75 167.24242),(76 167.35458),(77 165.50197),(78 166.0294),(79 165.53058),
(1 102.533394),(2 115.75609),(3 122.18825),(4 126.305916),(5 127.41991),(6 129.05055),(7 131.5632),(8 133.8824),(9 137.29741),(10 139.22322),(11 141.30046),(12 143.96352),(13 144.51756),(14 144.55086),(15 144.41624),(16 145.68088),(17 147.20515),(18 147.35008),(19 149.44853),(20 151.90118),(21 153.76404),(22 157.1301),(23 158.84648),(24 158.89116),(25 159.89435),(26 161.89847),(27 162.80612),(28 166.15407),(29 166.60486),(30 167.28366),(31 168.9386),(32 170.23318),(33 170.13396),(34 171.24437),(35 171.64055),(36 171.51018),(37 172.40482),(38 173.51399),(39 172.51477),(40 173.71315),(41 171.67125),(42 171.97752),(43 170.31557),(44 168.90488),(45 167.796),(46 168.8214),(47 168.40999),(48 166.26318),(49 165.47208),(50 164.54039),(51 164.08878),(52 162.15837),(53 163.06668),(54 162.93553),(55 162.46823),(56 160.9947),(57 162.0504),(58 160.57964),(59 160.3399),(60 158.59148),(61 158.66689),(62 159.24194),(63 157.52524),(64 157.95622),(65 156.89426),(66 157.68733),(67 158.61726),(68 160.22055),(69 160.72308),(70 161.37721),(71 163.52089),(72 162.1026),(73 162.70125),(74 163.78067),(75 161.8077),(76 162.1278),(77 160.203),(78 159.47931),(79 159.7079),
(1 101.82675),(2 114.99086),(3 121.1436),(4 125.37288),(5 126.96749),(6 129.3425),(7 130.20314),(8 134.04904),(9 136.89946),(10 137.86115),(11 140.03867),(12 141.67711),(13 142.26248),(14 144.15514),(15 142.65588),(16 143.75694),(17 145.19685),(18 145.54456),(19 147.25827),(20 149.35341),(21 149.60034),(22 150.23508),(23 151.91371),(24 151.86014),(25 152.91713),(26 155.23103),(27 156.16008),(28 159.40607),(29 159.75249),(30 159.44534),(31 162.05347),(32 163.06721),(33 163.52689),(34 164.02422),(35 163.52066),(36 163.38216),(37 165.28853),(38 165.41632),(39 165.30919),(40 168.18874),(41 165.72665),(42 166.36926),(43 166.69238),(44 165.51755),(45 166.1597),(46 166.55531),(47 166.47806),(48 164.33516),(49 165.21188),(50 164.38539),(51 164.98561),(52 163.01883),(53 161.82391),(54 161.03075),(55 161.49783),(56 160.20757),(57 159.11078),(58 159.52696),(59 159.6434),(60 158.1262),(61 159.2454),(62 158.32834),(63 158.3532),(64 156.21999),(65 156.94415),(66 157.11447),(67 156.82993),(68 158.23425),(69 161.17839),(70 161.66206),(71 161.38676),(72 162.51471),(73 161.09866),(74 162.5196),(75 160.31654),(76 160.56561),(77 158.6339),(78 159.15529),(79 159.82753),
(1 100.19936),(2 112.21202),(3 118.227036),(4 123.36463),(5 123.533875),(6 125.47373),(7 127.03833),(8 128.40808),(9 131.58461),(10 131.31364),(11 135.10977),(12 136.08466),(13 136.91873),(14 138.24991),(15 136.46567),(16 137.38939),(17 139.85338),(18 139.08005),(19 142.83751),(20 143.1319),(21 145.86859),(22 145.27196),(23 148.24408),(24 148.38382),(25 146.57524),(26 148.7891),(27 149.07149),(28 151.5702),(29 153.82736),(30 154.08752),(31 153.3705),(32 155.22299),(33 153.99634),(34 154.76442),(35 154.53253),(36 152.78491),(37 155.46408),(38 154.57019),(39 155.97789),(40 155.75493),(41 155.57501),(42 155.14311),(43 156.97229),(44 154.46416),(45 154.80414),(46 154.58928),(47 154.52823),(48 154.56738),(49 153.79128),(50 153.20857),(51 152.67085),(52 151.78824),(53 151.5528),(54 152.54219),(55 153.90813),(56 153.73317),(57 153.38683),(58 153.35626),(59 152.52707),(60 151.29713),(61 152.3954),(62 153.64139),(63 152.77855),(64 152.85689),(65 154.04808),(66 153.15166),(67 153.69398),(68 155.84737),(69 157.33862),(70 158.21553),(71 159.10956),(72 160.59425),(73 159.30946),(74 158.96707),(75 158.17287),(76 157.95222),(77 156.5539),(78 156.6148),(79 157.15985),
(1 98.35794),(2 111.43987),(3 118.26386),(4 123.46255),(5 123.84617),(6 126.46889),(7 126.22946),(8 128.21509),(9 132.78223),(10 133.60573),(11 136.51088),(12 136.57698),(13 137.0083),(14 137.83551),(15 137.86752),(16 138.27667),(17 139.97415),(18 139.02745),(19 140.8827),(20 142.00375),(21 142.99069),(22 143.47858),(23 145.33046),(24 145.25748),(25 145.60098),(26 147.04645),(27 149.75514),(28 150.44604),(29 152.4255),(30 153.15858),(31 153.30801),(32 153.69922),(33 153.27849),(34 153.82346),(35 152.47192),(36 153.18571),(37 152.19566),(38 153.26064),(39 153.95004),(40 153.91292),(41 153.2563),(42 152.54471),(43 152.88593),(44 151.92293),(45 150.33458),(46 150.3039),(47 149.97795),(48 148.12875),(49 148.51895),(50 148.26682),(51 147.92438),(52 147.74759),(53 147.83394),(54 148.70872),(55 148.18085),(56 148.52312),(57 148.99475),(58 149.00192),(59 148.76329),(60 149.52315),(61 148.62381),(62 150.86177),(63 149.06055),(64 149.95999),(65 150.97235),(66 150.92078),(67 151.31555),(68 152.94734),(69 156.02623),(70 156.1687),(71 156.94774),(72 158.93292),(73 158.23346),(74 160.01651),(75 158.10428),(76 158.34259),(77 156.89928),(78 156.13943),(79 155.83911),
(1 98.35864),(2 109.96342),(3 115.625305),(4 120.49844),(5 120.26315),(6 124.14561),(7 126.18361),(8 128.11014),(9 131.91406),(10 131.43266),(11 134.33272),(12 136.87193),(13 136.5394),(14 137.64445),(15 137.25009),(16 138.74034),(17 139.99297),(18 141.74026),(19 141.73363),(20 145.31512),(21 146.3616),(22 147.58626),(23 146.86798),(24 149.38683),(25 149.63988),(26 151.01395),(27 153.43684),(28 156.59688),(29 159.44794),(30 157.69408),(31 160.16129),(32 161.60724),(33 161.66864),(34 161.33429),(35 161.77475),(36 160.99301),(37 160.93376),(38 163.1983),(39 162.09511),(40 162.18126),(41 160.91176),(42 161.03407),(43 161.18819),(44 160.0295),(45 159.01341),(46 158.15112),(47 158.23921),(48 156.52914),(49 156.39763),(50 154.97739),(51 156.099),(52 154.30197),(53 153.8468),(54 153.24295),(55 153.32376),(56 151.77913),(57 152.15877),(58 150.67233),(59 151.68658),(60 151.6547),(61 150.89833),(62 151.40735),(63 151.04445),(64 150.84584),(65 150.29602),(66 149.66217),(67 150.63235),(68 151.56215),(69 154.72943),(70 154.83168),(71 155.42543),(72 156.65956),(73 156.18935),(74 157.7257),(75 157.23239),(76 156.35248),(77 157.11908),(78 158.05836),(79 155.92303),
(1 95.75793),(2 108.008255),(3 113.48471),(4 117.41559),(5 117.601974),(6 121.23324),(7 121.28858),(8 123.904274),(9 128.37547),(10 128.93623),(11 131.4617),(12 132.46547),(13 134.3989),(14 134.5272),(15 133.4428),(16 135.48433),(17 136.09401),(18 137.30411),(19 138.40434),(20 139.84549),(21 141.06052),(22 141.52507),(23 144.2519),(24 145.56001),(25 144.9349),(26 147.11555),(27 147.54414),(28 150.33838),(29 152.34265),(30 152.86404),(31 154.90727),(32 154.84785),(33 156.21472),(34 155.484),(35 154.06238),(36 154.09308),(37 154.74635),(38 153.90283),(39 154.33264),(40 154.24797),(41 152.8248),(42 153.96541),(43 155.41249),(44 153.55977),(45 152.31342),(46 150.21303),(47 152.0628),(48 150.85268),(49 151.85495),(50 150.57721),(51 150.37411),(52 148.07028),(53 147.7677),(54 147.32567),(55 146.33138),(56 147.46375),(57 147.9601),(58 147.46387),(59 147.25665),(60 146.6723),(61 146.48277),(62 148.66096),(63 146.15475),(64 147.119),(65 147.19894),(66 146.2294),(67 146.63133),(68 147.1653),(69 150.08212),(70 149.8857),(71 149.58961),(72 150.76357),(73 150.7191),(74 152.25166),(75 151.86984),(76 151.4016),(77 150.38528),(78 149.28947),(79 149.8558),
(1 95.47211),(2 107.432915),(3 112.81059),(4 117.682205),(5 117.238106),(6 120.07583),(7 121.22153),(8 124.45723),(9 127.8001),(10 128.5086),(11 131.04208),(12 131.47273),(13 133.10802),(14 134.75188),(15 134.55966),(16 135.65404),(17 136.04195),(18 136.93768),(19 139.67497),(20 142.43172),(21 142.30553),(22 143.40718),(23 145.32745),(24 146.22945),(25 146.56096),(26 148.12064),(27 151.14397),(28 154.29523),(29 155.9718),(30 155.69452),(31 157.25069),(32 157.41919),(33 156.855),(34 156.70554),(35 155.10681),(36 156.0911),(37 156.4185),(38 155.45277),(39 155.692),(40 155.35248),(41 155.07704),(42 154.8422),(43 155.7706),(44 154.06795),(45 152.87216),(46 151.00005),(47 150.18443),(48 150.7162),(49 150.48163),(50 151.47679),(51 150.32884),(52 147.2364),(53 147.0661),(54 145.56293),(55 146.69176),(56 146.48679),(57 146.84288),(58 146.02078),(59 147.02722),(60 145.40579),(61 144.53966),(62 146.24379),(63 144.50989),(64 145.04039),(65 145.9281),(66 144.92674),(67 145.19362),(68 146.9264),(69 146.75024),(70 147.31795),(71 145.87636),(72 147.02402),(73 147.87485),(74 149.04976),(75 147.72878),(76 147.12436),(77 146.19109),(78 145.70581),(79 145.82253),
(1 94.92505),(2 106.973694),(3 114.82154),(4 118.77272),(5 118.70822),(6 121.49642),(7 122.445045),(8 125.43853),(9 127.76772),(10 128.86798),(11 132.04416),(12 131.91484),(13 133.08191),(14 134.6806),(15 135.92763),(16 136.8964),(17 137.0654),(18 136.68228),(19 139.88657),(20 141.78624),(21 143.25816),(22 143.65573),(23 145.18602),(24 145.95482),(25 147.64752),(26 146.97731),(27 148.80823),(28 151.06065),(29 151.42448),(30 151.53044),(31 152.70319),(32 153.02),(33 152.6001),(34 153.04097),(35 153.73073),(36 153.34032),(37 154.29738),(38 154.9016),(39 153.62349),(40 151.95561),(41 150.66501),(42 152.12914),(43 152.7157),(44 149.56438),(45 148.77425),(46 148.77536),(47 147.29594),(48 146.98444),(49 147.77354),(50 146.66791),(51 146.7164),(52 145.88025),(53 146.29465),(54 146.15222),(55 146.36542),(56 145.6224),(57 147.1492),(58 145.80371),(59 146.88254),(60 147.00966),(61 147.612),(62 147.34982),(63 147.74513),(64 148.20712),(65 147.99524),(66 147.73497),(67 148.29553),(68 148.93233),(69 151.50674),(70 151.80232),(71 151.51826),(72 152.49342),(73 153.86115),(74 154.53734),(75 153.56088),(76 153.1279),(77 152.00645),(78 153.11412),(79 150.14198),
(1 95.40511),(2 106.58506),(3 114.28001),(4 118.18946),(5 117.49253),(6 121.58452),(7 122.17349),(8 124.34501),(9 127.4835),(10 130.06369),(11 132.17404),(12 134.36115),(13 134.9219),(14 135.50917),(15 135.08696),(16 138.06721),(17 137.13667),(18 138.75713),(19 141.54282),(20 141.5176),(21 144.16017),(22 143.79704),(23 146.70995),(24 146.46825),(25 147.57416),(26 148.49762),(27 150.37332),(28 153.05144),(29 155.18912),(30 155.12163),(31 157.18953),(32 155.60379),(33 155.33823),(34 154.85817),(35 157.13261),(36 154.91187),(37 155.85196),(38 155.38315),(39 155.74016),(40 156.91975),(41 153.74966),(42 156.01987),(43 154.45781),(44 153.2826),(45 153.25505),(46 151.01974),(47 152.09964),(48 151.61288),(49 151.2039),(50 149.87796),(51 151.61182),(52 150.34927),(53 149.74919),(54 150.90352),(55 147.79562),(56 148.67142),(57 148.13086),(58 148.1887),(59 149.6902),(60 149.01279),(61 147.59378),(62 147.49152),(63 147.01895),(64 147.0739),(65 148.87343),(66 147.21538),(67 148.26675),(68 148.55925),(69 151.91957),(70 150.82648),(71 151.96089),(72 151.64957),(73 152.01468),(74 153.56827),(75 152.13487),(76 152.16103),(77 150.63063),(78 152.18561),(79 150.58676),
(1 93.6646),(2 104.4439),(3 111.993706),(4 117.07791),(5 116.265305),(6 119.374535),(7 119.07193),(8 122.31757),(9 125.09283),(10 124.73548),(11 127.638985),(12 129.49017),(13 130.62729),(14 131.99347),(15 132.14645),(16 135.00777),(17 135.46931),(18 136.5272),(19 137.78818),(20 138.09894),(21 141.03996),(22 141.48137),(23 144.32076),(24 144.29167),(25 146.53583),(26 146.83867),(27 147.7099),(28 151.66287),(29 153.75815),(30 152.466),(31 155.07852),(32 154.26463),(33 155.88348),(34 156.49297),(35 155.87105),(36 155.4529),(37 156.49677),(38 155.9229),(39 156.0949),(40 157.33601),(41 155.2834),(42 156.77737),(43 156.59462),(44 153.80936),(45 153.19489),(46 151.06076),(47 153.91473),(48 153.54672),(49 151.85062),(50 150.00943),(51 150.59903),(52 148.90256),(53 149.63826),(54 149.30168),(55 146.81699),(56 147.18431),(57 146.64536),(58 145.92912),(59 146.37634),(60 145.98),(61 146.33003),(62 146.53394),(63 145.17854),(64 143.87277),(65 145.21448),(66 143.37737),(67 144.84224),(68 145.50883),(69 147.35461),(70 148.59785),(71 149.76135),(72 149.80566),(73 150.51622),(74 151.6325),(75 149.3611),(76 149.23244),(77 146.79686),(78 147.09122),(79 147.7552),
