1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 317442.4),(2 1007489.56),(3 2015874.4),(4 3108095.3),(5 4242925),(6 5293385),(7 6189289),(8 6957856),(9 7427433.5),(10 7685602),(11 7739017),(12 7629518),(13 7429425.5),(14 7191102.5),(15 6992124),(16 6819987.5),(17 6714021.5),(18 6649193.5),(19 6626365),(20 6608456.5),(21 6554864.5),(22 6465214),(23 6362166.5),(24 6256801.5),(25 6157349.5),(26 6112865.5),(27 6123812),(28 6165239),(29 6234667),(30 6295207),(31 6328257.5),(32 6320421.5),(33 6275585.5),(34 6234702),(35 6157888.5),(36 6105598.5),(37 6102511.5),(38 6158418),(39 6257868),(40 6407276.5),(41 6604723.5),(42 6861015.5),(43 7185050.5),(44 7600268.5),(45 7900992),(46 8128364),(47 8244118.5),(48 8252302),(49 8182414),(50 8023284),(51 7805145.5),(52 7552349),(53 7375319.5),(54 7236645.5),(55 7138691),(56 7080186.5),(57 7061799.5),(58 7046729.5),(59 7028871.5),(60 7013391.5),(61 6980236.5),(62 6922747),(63 6830073),(64 6687877),(65 6512336.5),(66 6357557),(67 6255782.5),(68 6220267),(69 6247342),(70 6370396.5),(71 6579779),(72 6853950),(73 7189966),(74 7552851.5),(75 7915306.5),(76 8251981),(77 8513757),(78 8681698),(79 8732736),
(1 286965.28),(2 895306.7),(3 1771907.6),(4 2687967.8),(5 3599379.3),(6 4379598.5),(7 4984002.5),(8 5397970.5),(9 5550984),(10 5524480.5),(11 5373189.5),(12 5147758),(13 4893247),(14 4632808.5),(15 4445391.5),(16 4297156.5),(17 4225826.5),(18 4196356),(19 4219020.5),(20 4249266.5),(21 4295694.5),(22 4335371.5),(23 4436731.5),(24 4572500.5),(25 4754576),(26 4944280),(27 5141914.5),(28 5294496),(29 5414104.5),(30 5443723.5),(31 5368771.5),(32 5199981.5),(33 4970754.5),(34 4714674),(35 4502685.5),(36 4372937.5),(37 4343741.5),(38 4417667.5),(39 4585518.5),(40 4824038.5),(41 5102922.5),(42 5380830.5),(43 5617526.5),(44 5824574),(45 5884859.5),(46 5808117.5),(47 5581204.5),(48 5271334),(49 4931860.5),(50 4604805.5),(51 4353817.5),(52 4235830),(53 4277273.5),(54 4480425),(55 4793501.5),(56 5155058.5),(57 5522418.5),(58 5851602.5),(59 6113674),(60 6290623.5),(61 6392886.5),(62 6390832.5),(63 6329947.5),(64 6219241.5),(65 6133411.5),(66 6025147.5),(67 5960111.5),(68 5940576),(69 5959126),(70 6012030.5),(71 6057254.5),(72 6078026.5),(73 6048081.5),(74 5967242.5),(75 5866133.5),(76 5746330),(77 5637971.5),(78 5542865.5),(79 5465379.5),
(1 306735.7),(2 942400.25),(3 1836564.8),(4 2770668.3),(5 3720285.5),(6 4563907),(7 5253190),(8 5807357),(9 6088342.5),(10 6209913.5),(11 6187949),(12 6095575.5),(13 5940638.5),(14 5756193.5),(15 5568847.5),(16 5365154),(17 5118287.5),(18 4909079.5),(19 4732960.5),(20 4594699),(21 4509497.5),(22 4483999.5),(23 4589242),(24 4760713.5),(25 5071956.5),(26 5356796.5),(27 5634142.5),(28 5871028.5),(29 6047693),(30 6158155.5),(31 6188583.5),(32 6137729.5),(33 6042647),(34 5892734.5),(35 5780554),(36 5715227),(37 5703821),(38 5771506),(39 5892379.5),(40 6022474),(41 6138235),(42 6215102),(43 6218944.5),(44 6148655.5),(45 6035211.5),(46 5877990.5),(47 5704398),(48 5550285.5),(49 5427824.5),(50 5351502),(51 5330798),(52 5398000.5),(53 5488783.5),(54 5599472.5),(55 5699668.5),(56 5780464),(57 5845207),(58 5876140),(59 5883241),(60 5862622.5),(61 5844632.5),(62 5810013.5),(63 5824805),(64 5844177.5),(65 5902846.5),(66 6005218.5),(67 6066646),(68 6089217.5),(69 6070848),(70 5988339),(71 5847411),(72 5663758.5),(73 5446510),(74 5254811),(75 5135319),(76 5109138),(77 5153078.5),(78 5254851),(79 5394991.5),
(1 214539.27),(2 653007.1),(3 1251249.1),(4 1858087.4),(5 2476530.8),(6 3028902.8),(7 3497557),(8 3890750.5),(9 4096756.3),(10 4189777.3),(11 4209704.5),(12 4179595.8),(13 4111900.5),(14 4018843),(15 3915083.5),(16 3803512.8),(17 3693943.3),(18 3606286),(19 3550398.8),(20 3535085),(21 3582589),(22 3674173.8),(23 3848448.3),(24 4048104.3),(25 4281841.5),(26 4430952.5),(27 4497617.5),(28 4478301),(29 4385784.5),(30 4230805),(31 4057878.8),(32 3891927),(33 3776022),(34 3752499.8),(35 3811026.5),(36 3929493.5),(37 4088201.5),(38 4250635),(39 4387680.5),(40 4465817.5),(41 4480014),(42 4428940),(43 4331218.5),(44 4226819),(45 4100956.3),(46 3987415.3),(47 3906735),(48 3853721.5),(49 3846544.3),(50 3862042.5),(51 3909797.8),(52 3992461.5),(53 4094084.5),(54 4206670),(55 4288336),(56 4358763.5),(57 4439945.5),(58 4531631.5),(59 4646368.5),(60 4763114.5),(61 4867686.5),(62 4942257),(63 5021329.5),(64 5026347.5),(65 4962953),(66 4819130),(67 4638468),(68 4441089.5),(69 4252690),(70 4060526.8),(71 3947497.3),(72 3904921.5),(73 3928956.5),(74 4007395.8),(75 4141195),(76 4316562.5),(77 4490002.5),(78 4640799),(79 4743235),
(1 204021.7),(2 619086.8),(3 1178974.4),(4 1741022.9),(5 2292225.3),(6 2763713.5),(7 3143821.8),(8 3425331.5),(9 3553206.8),(10 3571491),(11 3521118.3),(12 3409133.3),(13 3269376.5),(14 3108554.3),(15 2952522.8),(16 2800724.5),(17 2708238.3),(18 2692874.8),(19 2780235),(20 2946160),(21 3193187.3),(22 3492174.3),(23 3842623.5),(24 4142434.3),(25 4390422),(26 4511884.5),(27 4530465),(28 4462438),(29 4355308.5),(30 4228729.5),(31 4114107.8),(32 4025130.8),(33 3985118.5),(34 3990240.5),(35 4015860.3),(36 4035311.5),(37 4040545.8),(38 4011080.3),(39 3968521.3),(40 3910376),(41 3860185.3),(42 3820689.8),(43 3790114.3),(44 3785805.3),(45 3753188.5),(46 3708899),(47 3667497.5),(48 3620473.8),(49 3582511.8),(50 3565313.3),(51 3576168),(52 3638921.3),(53 3710287.5),(54 3801342.8),(55 3880648),(56 3969623),(57 4062941.8),(58 4146207.5),(59 4216016.5),(60 4251823),(61 4264056.5),(62 4247185),(63 4215952.5),(64 4164494.3),(65 4097051),(66 4007307.8),(67 3910639),(68 3828635.5),(69 3761171.5),(70 3714699.3),(71 3668401.5),(72 3611881.8),(73 3557024),(74 3516300.5),(75 3493978),(76 3501432),(77 3529706.3),(78 3565507),(79 3601878),
(1 195150.28),(2 578789.94),(3 1092123.8),(4 1594724.3),(5 2085220.1),(6 2513425),(7 2882696.8),(8 3188578.8),(9 3363619.8),(10 3468282.8),(11 3509652.5),(12 3494535),(13 3443528),(14 3357742.5),(15 3254486.8),(16 3147620.3),(17 3057206.3),(18 3017840.8),(19 3041764),(20 3115032.8),(21 3232151.5),(22 3391663.5),(23 3592777.5),(24 3783745),(25 3928769.3),(26 4023717.8),(27 4074751.5),(28 4072959.5),(29 4033764.3),(30 3973240.8),(31 3905563),(32 3816754.8),(33 3732278.5),(34 3673225),(35 3612249.5),(36 3558564.8),(37 3521304.3),(38 3510084.3),(39 3528474.8),(40 3560925.3),(41 3623132),(42 3701788.5),(43 3790636.3),(44 3826464.5),(45 3864200.5),(46 3895851.5),(47 3925394.3),(48 3953140.8),(49 3995929.8),(50 4051244),(51 4116718.5),(52 4215496),(53 4260392.5),(54 4276158.5),(55 4260371.5),(56 4230932.5),(57 4200459),(58 4156541.8),(59 4109452.8),(60 4058696.5),(61 4016596.5),(62 3983813.3),(63 3927856.5),(64 3868658.8),(65 3797929.8),(66 3759511.5),(67 3691463.8),(68 3623092.8),(69 3560103.3),(70 3487083.3),(71 3434328.5),(72 3393136.3),(73 3368572),(74 3367744.5),(75 3386267),(76 3419141),(77 3450659.3),(78 3472069.8),(79 3473612.8),
(1 183706.02),(2 545992.9),(3 1019495.94),(4 1469796.4),(5 1886084.4),(6 2219263.8),(7 2478562.5),(8 2672320),(9 2771543),(10 2809769.3),(11 2820725),(12 2802607),(13 2775699),(14 2737024.5),(15 2709390.8),(16 2675959.5),(17 2668564.8),(18 2685588.3),(19 2726286.5),(20 2775616.3),(21 2830576.8),(22 2874959),(23 2909233),(24 2962415.5),(25 3025830.3),(26 3074250.8),(27 3141272.8),(28 3210766.3),(29 3284971),(30 3341020.5),(31 3361574.3),(32 3327343),(33 3259163.8),(34 3168586.3),(35 3071614),(36 2974959),(37 2906436.5),(38 2870823.8),(39 2876372.3),(40 2926271.5),(41 3027719.3),(42 3139449),(43 3253689.3),(44 3373385.5),(45 3464049.5),(46 3516630),(47 3510944.8),(48 3464711),(49 3390941),(50 3281536.5),(51 3158165.3),(52 3035506.5),(53 2935144),(54 2882252.3),(55 2877190.8),(56 2919987),(57 3009932.5),(58 3116768.8),(59 3217416.8),(60 3283259.8),(61 3307979.8),(62 3272057.8),(63 3192773.3),(64 3120289.5),(65 3070123.8),(66 3037414.8),(67 3014353.3),(68 2989702.3),(69 2980864.3),(70 2989223.3),(71 3027473),(72 3080961.5),(73 3140938.3),(74 3201964.5),(75 3255835.3),(76 3294305.8),(77 3303060.3),(78 3285471),(79 3243017.5),
(1 177409.9),(2 522047.28),(3 967644.8),(4 1395502.5),(5 1772721.5),(6 2056752.5),(7 2263542.3),(8 2399883.3),(9 2454578.8),(10 2457432.5),(11 2426122.3),(12 2376277.8),(13 2325272.8),(14 2297626.5),(15 2295258.3),(16 2316449.5),(17 2365134.5),(18 2424634.8),(19 2484728.5),(20 2539756),(21 2589228.5),(22 2627285.3),(23 2674393),(24 2707280.3),(25 2745205.3),(26 2779831.3),(27 2809090),(28 2824582.5),(29 2821315),(30 2782536.8),(31 2713473),(32 2613943.8),(33 2506294),(34 2437089.8),(35 2404039),(36 2413359.8),(37 2469692.3),(38 2552118.5),(39 2669591.3),(40 2814572.8),(41 2984570.3),(42 3139520.3),(43 3264506.8),(44 3324196),(45 3360132.8),(46 3348745),(47 3289916.8),(48 3184756.3),(49 3064484.8),(50 2921229.5),(51 2766564.3),(52 2606660.5),(53 2496719.5),(54 2442647.3),(55 2440065.3),(56 2477922),(57 2560104.8),(58 2653947),(59 2738191.8),(60 2795038.3),(61 2818030),(62 2813357),(63 2770115),(64 2694768),(65 2593698.5),(66 2470069.3),(67 2347868),(68 2244244.8),(69 2192310),(70 2203722.8),(71 2261269.5),(72 2349644.8),(73 2445636.5),(74 2534428.5),(75 2607938),(76 2646997),(77 2643132),(78 2612148),(79 2567625.3),
(1 218468),(2 635997.1),(3 1169391),(4 1656016.8),(5 2054627.6),(6 2320383),(7 2479663.8),(8 2574579.5),(9 2576669.5),(10 2518970.5),(11 2434275.5),(12 2362225),(13 2331978.5),(14 2361854.3),(15 2434921.8),(16 2543463),(17 2661849),(18 2767495.8),(19 2832937),(20 2854524.8),(21 2841749),(22 2823766.3),(23 2802139.3),(24 2767392.5),(25 2708243),(26 2684922),(27 2717494.8),(28 2781714.3),(29 2857853.5),(30 2906396.5),(31 2937838.5),(32 2943746.5),(33 2922184),(34 2827571.3),(35 2787993.5),(36 2788365),(37 2841260),(38 2935182),(39 3053422),(40 3193235),(41 3347143.3),(42 3479989),(43 3571430.5),(44 3572169),(45 3504736.5),(46 3398565.8),(47 3284190.3),(48 3173761),(49 3083454.5),(50 3005307.8),(51 2938631),(52 2868460),(53 2850751),(54 2881868.5),(55 2952862.5),(56 3044249.3),(57 3129660.3),(58 3178385),(59 3162316.5),(60 3089971.5),(61 3000839),(62 2913670),(63 2833218),(64 2748802.8),(65 2670457.8),(66 2613755),(67 2583465.3),(68 2572931),(69 2569024),(70 2555512.3),(71 2546023.5),(72 2529763.3),(73 2506773.5),(74 2499459),(75 2516073),(76 2545407.5),(77 2588113.5),(78 2639704),(79 2699126.5),
(1 235498.92),(2 701898.8),(3 1279699.9),(4 1785258.3),(5 2176250.5),(6 2400723.3),(7 2495880.5),(8 2505536.8),(9 2432126.3),(10 2343118.3),(11 2273333.3),(12 2245639.3),(13 2262506.5),(14 2327941.3),(15 2423496.8),(16 2539002.5),(17 2659350.5),(18 2749012.3),(19 2789838),(20 2791020.3),(21 2763487.3),(22 2726780),(23 2699851.3),(24 2675622),(25 2675112.8),(26 2738675),(27 2840074),(28 2934079.5),(29 3001309.5),(30 3009611.8),(31 2992224.5),(32 2956378.3),(33 2933375.3),(34 2932720),(35 2961344.8),(36 3014830),(37 3088164.3),(38 3147679.8),(39 3198277.3),(40 3234338.3),(41 3244261.3),(42 3228815.3),(43 3190160.8),(44 3161131.3),(45 3120857),(46 3071795.8),(47 3008881.3),(48 2925191.3),(49 2825575.3),(50 2714313),(51 2625322.8),(52 2547296.8),(53 2524105.5),(54 2546189.3),(55 2591126),(56 2629088.8),(57 2643307.8),(58 2623865.3),(59 2565750),(60 2491367.8),(61 2421748.8),(62 2355645.3),(63 2304165),(64 2291309),(65 2326566.5),(66 2385268.3),(67 2453101.8),(68 2503501.8),(69 2534187.8),(70 2553608),(71 2574287.8),(72 2594073.5),(73 2622306),(74 2653234.5),(75 2681918.3),(76 2708635.8),(77 2733594.3),(78 2750881),(79 2757033.8),
(1 248276.11),(2 714444.3),(3 1257324.6),(4 1671350.3),(5 1949068.1),(6 2061822.6),(7 2066920),(8 2005927.4),(9 1962225.6),(10 1965310.6),(11 2023165.3),(12 2107436),(13 2194774.8),(14 2269371.5),(15 2324084.3),(16 2363814.5),(17 2398884.3),(18 2411510.8),(19 2403060),(20 2355131.5),(21 2273884.8),(22 2182655),(23 2120543.5),(24 2119894.5),(25 2206838.3),(26 2337060.5),(27 2474480.3),(28 2559921.8),(29 2575545.3),(30 2499861),(31 2381496),(32 2273036.8),(33 2209182.8),(34 2220975.8),(35 2287281.8),(36 2383266),(37 2498840.8),(38 2606365.5),(39 2697573.3),(40 2767679.8),(41 2790227.8),(42 2772438),(43 2721578.8),(44 2672221.8),(45 2613344.3),(46 2539241.5),(47 2468862.8),(48 2419365.8),(49 2402017.3),(50 2414681.5),(51 2467273.3),(52 2515640.3),(53 2582806.5),(54 2625092),(55 2610408),(56 2541898),(57 2450161),(58 2351711.8),(59 2273318),(60 2232612.8),(61 2221697),(62 2227691.3),(63 2239329.3),(64 2247501.3),(65 2254917),(66 2251496.8),(67 2242862.8),(68 2235352.8),(69 2241754.3),(70 2291685.3),(71 2345353.5),(72 2382676),(73 2381854.8),(74 2338809.3),(75 2257004),(76 2155745.3),(77 2063790.6),(78 2005445),(79 1992918.4),
(1 207036.67),(2 584029.5),(3 1004065.1),(4 1306721.4),(5 1496924.4),(6 1575981.3),(7 1592476.5),(8 1563459.6),(9 1566222.4),(10 1604568.4),(11 1676092.5),(12 1771646.5),(13 1882779.5),(14 1976980),(15 2034274.6),(16 2065206.6),(17 2096014.9),(18 2120789.8),(19 2152505.3),(20 2172635.5),(21 2186789),(22 2190687.3),(23 2182117),(24 2199634.3),(25 2252392.5),(26 2320174.3),(27 2366751),(28 2363828.3),(29 2318451.3),(30 2254462.3),(31 2216473.8),(32 2225867),(33 2267746.5),(34 2322262.8),(35 2328890.8),(36 2297527.3),(37 2239647),(38 2181624.5),(39 2131769),(40 2084885.5),(41 2050700.6),(42 2030711.1),(43 2036581.8),(44 2069528.5),(45 2110564),(46 2124645),(47 2096936.9),(48 2034856.3),(49 1961789.4),(50 1893590.6),(51 1853759.4),(52 1827274.8),(53 1805616.4),(54 1784104.1),(55 1768997.4),(56 1759996.6),(57 1772784.9),(58 1792988.1),(59 1808633.6),(60 1817728.1),(61 1835796),(62 1869309.4),(63 1905107.1),(64 1931070.6),(65 1943555.5),(66 1923108.3),(67 1903414.5),(68 1883437.1),(69 1866912.3),(70 1883729.8),(71 1912593.4),(72 1964241.1),(73 2019515.1),(74 2071710),(75 2103918.5),(76 2106136.3),(77 2077978.9),(78 2039892.6),(79 2017104.9),
(1 180348.48),(2 521700.2),(3 913060.94),(4 1216285.6),(5 1420188),(6 1544002.8),(7 1607795.8),(8 1632246),(9 1641418.3),(10 1660452.1),(11 1703408.9),(12 1769011.1),(13 1861632.1),(14 1959155.8),(15 2034619.9),(16 2068095.1),(17 2059941),(18 2012536.9),(19 1945101.8),(20 1870444.9),(21 1812945.1),(22 1790240.1),(23 1825676.9),(24 1901959.1),(25 2018425.9),(26 2107913.3),(27 2136455.8),(28 2095454.5),(29 2001384),(30 1914701.6),(31 1867555.4),(32 1859676.1),(33 1873792),(34 1886280.1),(35 1891512.5),(36 1888306.3),(37 1893369.9),(38 1917139),(39 1938824.8),(40 1935709.8),(41 1904919.1),(42 1853937.5),(43 1797314.4),(44 1780227.8),(45 1779332.9),(46 1789285.8),(47 1794684.9),(48 1790399.9),(49 1778677.6),(50 1758336.4),(51 1749776.9),(52 1769741.8),(53 1790019.1),(54 1822045.6),(55 1852786.6),(56 1872077),(57 1876470.8),(58 1858673.1),(59 1809120.9),(60 1741749),(61 1688331.9),(62 1664708.5),(63 1676981.8),(64 1707840.9),(65 1726952.9),(66 1714928.1),(67 1688252.1),(68 1658648),(69 1633304.4),(70 1630342.8),(71 1638719.6),(72 1658150.9),(73 1685520),(74 1709889.1),(75 1716291),(76 1699423.9),(77 1669334.4),(78 1639727.3),(79 1629715.1),
(1 165895.34),(2 486702.34),(3 860080.6),(4 1151461.8),(5 1350962.4),(6 1446106),(7 1477869.5),(8 1481448.3),(9 1469864.1),(10 1456198.9),(11 1459958),(12 1485068.6),(13 1532242.1),(14 1604833.4),(15 1680680.5),(16 1740531.4),(17 1773178.9),(18 1770488.4),(19 1731280),(20 1675414.4),(21 1641820.1),(22 1635981.1),(23 1645942.6),(24 1687787.9),(25 1736655.6),(26 1771109.9),(27 1776363.4),(28 1765407.6),(29 1761441.1),(30 1786082.6),(31 1830805.8),(32 1865261.4),(33 1863654),(34 1816612.6),(35 1761154),(36 1728181.1),(37 1737256.5),(38 1782214.9),(39 1843089.1),(40 1887146),(41 1905130.3),(42 1888999.1),(43 1848268.8),(44 1777434.3),(45 1731976.1),(46 1705484.5),(47 1698179.3),(48 1696751.5),(49 1705436.3),(50 1708482.9),(51 1701345.8),(52 1687648.4),(53 1648074.6),(54 1610776.8),(55 1587227.8),(56 1578447.1),(57 1576574.8),(58 1571201.1),(59 1559700.3),(60 1540501.1),(61 1537331.4),(62 1547869.8),(63 1556781.4),(64 1572061.9),(65 1575015.5),(66 1534397.1),(67 1512536.9),(68 1501752.1),(69 1506352.4),(70 1530924.5),(71 1555895.1),(72 1573736.8),(73 1582261.4),(74 1588696.8),(75 1603994.9),(76 1637062),(77 1671281.4),(78 1698142.9),(79 1704707.3),
(1 174641.56),(2 506428.94),(3 876353.06),(4 1149367.6),(5 1315429.1),(6 1380686),(7 1375879.1),(8 1347253.1),(9 1325052.1),(10 1326160),(11 1359096.8),(12 1407227.9),(13 1462350),(14 1522158.6),(15 1579905.1),(16 1621652.6),(17 1642520.8),(18 1626836.6),(19 1595642.1),(20 1578437.1),(21 1582497.4),(22 1598227),(23 1608401.1),(24 1619349.4),(25 1637214.9),(26 1631518.9),(27 1618401.4),(28 1617257.1),(29 1643185.8),(30 1690796.5),(31 1726300.5),(32 1738683.9),(33 1729941.4),(34 1707864.5),(35 1688267.4),(36 1672453),(37 1667656.5),(38 1683113.8),(39 1713501.9),(40 1742876.3),(41 1767950.9),(42 1792153.3),(43 1800513.4),(44 1803252.3),(45 1779112.9),(46 1737123.5),(47 1693227),(48 1655520.5),(49 1626144.8),(50 1586710.3),(51 1539187),(52 1505123.3),(53 1482723.1),(54 1478571.4),(55 1490818.6),(56 1503426.5),(57 1503203.5),(58 1483021.9),(59 1450315.8),(60 1409606.3),(61 1383428.8),(62 1381732),(63 1398930.8),(64 1411350.1),(65 1422514.3),(66 1426444.6),(67 1463012),(68 1525937.6),(69 1595258.3),(70 1636910.6),(71 1642581.5),(72 1620755.5),(73 1591143.5),(74 1567568.1),(75 1553860.8),(76 1555997.5),(77 1564460.3),(78 1571555.3),(79 1576578.5),
(1 181117.08),(2 507236.94),(3 856981.25),(4 1087650.6),(5 1211445.1),(6 1240771.8),(7 1217844),(8 1172842.9),(9 1148869),(10 1165063),(11 1229840.9),(12 1320676.3),(13 1414615),(14 1478400.6),(15 1505927),(16 1501729.1),(17 1490040),(18 1464529),(19 1443110.6),(20 1435769.8),(21 1450716.4),(22 1474511.4),(23 1494019.5),(24 1499818.1),(25 1476711.8),(26 1448687.4),(27 1435357.4),(28 1441758.1),(29 1458447.9),(30 1480334.3),(31 1494030.6),(32 1491877),(33 1477015.4),(34 1452392.4),(35 1436802.6),(36 1418798.3),(37 1398526.5),(38 1383821),(39 1378696.1),(40 1385561.4),(41 1400634.9),(42 1413027.1),(43 1411093.5),(44 1411251),(45 1404779.1),(46 1391570.6),(47 1380419.6),(48 1369563),(49 1366296.3),(50 1368867.1),(51 1377623.1),(52 1395043),(53 1402853.9),(54 1412138.1),(55 1425438.9),(56 1437214),(57 1439795),(58 1438068.4),(59 1426458.5),(60 1403502.9),(61 1379532.3),(62 1368191.8),(63 1360848.8),(64 1366239.8),(65 1397633),(66 1465906.8),(67 1535239.5),(68 1580258.8),(69 1602483.3),(70 1601295),(71 1572281.3),(72 1550336.8),(73 1553653.8),(74 1566452.4),(75 1578961.4),(76 1593587.5),(77 1603142.9),(78 1602149.4),(79 1599170.1),
(1 140565.53),(2 386217.06),(3 642677),(4 818308.06),(5 938689.7),(6 1015591.6),(7 1071127.4),(8 1099980.5),(9 1117373.8),(10 1115480),(11 1102941),(12 1098656.9),(13 1113854),(14 1141208.9),(15 1165611.3),(16 1182455.9),(17 1183326.5),(18 1175355.3),(19 1173253.5),(20 1185490.5),(21 1209661.9),(22 1229827.9),(23 1247310.4),(24 1256906.1),(25 1267624.1),(26 1276157),(27 1280991.5),(28 1273860.8),(29 1257485),(30 1236849.4),(31 1226577.6),(32 1231566.6),(33 1249639.9),(34 1254940.8),(35 1260955.6),(36 1254822.6),(37 1237269.4),(38 1225021.5),(39 1220050.3),(40 1217117),(41 1217910.3),(42 1224266.1),(43 1232749.6),(44 1246443.4),(45 1251413.5),(46 1243084),(47 1231240.1),(48 1221033.5),(49 1218785.8),(50 1233760.1),(51 1244664),(52 1238389.9),(53 1219932.5),(54 1199234.3),(55 1183796),(56 1177643.8),(57 1196705.1),(58 1228978.3),(59 1252506.1),(60 1265024.1),(61 1276423.5),(62 1286883.5),(63 1307528.5),(64 1324733.5),(65 1340341.1),(66 1338771.9),(67 1339328.4),(68 1330394.6),(69 1322234),(70 1321818),(71 1326964.5),(72 1346714.9),(73 1375098.3),(74 1394651.1),(75 1394995.3),(76 1383100),(77 1361531.3),(78 1323364.8),(79 1279796.8),
