1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12271.816),(2 39055.855),(3 83020.586),(4 139796.11),(5 203716.58),(6 261375.33),(7 325685.97),(8 404015.34),(9 474964.63),(10 550506.44),(11 633567.56),(12 739941.44),(13 852312.75),(14 986349),(15 1151457.4),(16 1324302.5),(17 1502736.1),(18 1688173.4),(19 1904986.6),(20 2134763),(21 2352161.3),(22 2584254.8),(23 2808211.3),(24 3057122.8),(25 3312610.8),(26 3599530.8),(27 3975324),(28 4358986.5),(29 4740877),(30 5218119.5),(31 5658296.5),(32 6129092),(33 6561521.5),(34 6991064),(35 7414197.5),(36 7833580),(37 8244606.5),(38 8672944),(39 9130784),(40 9625225),(41 10093247),(42 10614895),(43 11158509),(44 11746789),(45 12311741),(46 12912591),(47 13522744),(48 14081125),(49 14619725),(50 15144451),(51 15666651),(52 16199063),(53 16730783),(54 17278808),(55 17860766),(56 18465258),(57 19057558),(58 19565448),(59 20105330),(60 20671052),(61 21229990),(62 21774966),(63 22338758),(64 22912498),(65 23428762),(66 23957478),(67 24483190),(68 24963554),(69 25535390),(70 26092608),(71 26690170),(72 27251594),(73 27821310),(74 28352438),(75 28885934),(76 29394880),(77 29925494),(78 30441018),(79 31039186),
(1 40.73938),(2 46.577457),(3 50.773624),(4 54.001583),(5 55.37283),(6 56.483936),(7 56.757248),(8 58.288082),(9 58.294155),(10 58.303715),(11 59.72196),(12 59.74709),(13 61.044834),(14 61.49679),(15 60.27563),(16 60.345608),(17 62.23623),(18 62.12162),(19 62.871685),(20 62.186504),(21 62.822147),(22 62.932854),(23 63.182293),(24 62.914917),(25 63.974186),(26 63.51207),(27 64.19133),(28 64.0459),(29 63.841843),(30 64.03568),(31 63.314434),(32 63.471905),(33 63.220394),(34 62.881348),(35 63.350037),(36 62.686234),(37 63.32712),(38 63.633224),(39 64.98887),(40 63.72242),(41 63.99497),(42 64.39631),(43 63.296463),(44 64.20845),(45 63.692554),(46 63.8131),(47 64.64214),(48 64.268776),(49 65.687675),(50 65.302704),(51 64.64975),(52 64.72194),(53 63.48896),(54 63.82293),(55 63.500908),(56 64.52152),(57 64.35712),(58 64.40603),(59 64.16428),(60 64.21024),(61 64.928085),(62 64.61814),(63 65.31265),(64 65.79511),(65 64.79624),(66 64.70129),(67 63.703213),(68 63.913013),(69 64.89939),(70 64.23612),(71 65.85505),(72 65.354996),(73 64.54617),(74 64.60942),(75 65.71174),(76 65.10084),(77 64.9938),(78 64.8199),(79 64.88539),
(1 39.024418),(2 45.280544),(3 49.450924),(4 52.69217),(5 54.25552),(6 55.050346),(7 56.46772),(8 57.190598),(9 57.88745),(10 58.254925),(11 58.830025),(12 59.158405),(13 60.90434),(14 60.943707),(15 61.617306),(16 60.953724),(17 61.364674),(18 61.238705),(19 60.91902),(20 61.37195),(21 62.193207),(22 62.121567),(23 62.196964),(24 61.85505),(25 62.45876),(26 61.80169),(27 61.505314),(28 61.773193),(29 61.652233),(30 62.596287),(31 61.91744),(32 61.456413),(33 61.74987),(34 61.36231),(35 62.166416),(36 61.509254),(37 62.517708),(38 61.94246),(39 61.787632),(40 61.550274),(41 61.94905),(42 61.329983),(43 61.6616),(44 62.219322),(45 62.099308),(46 60.520077),(47 62.215897),(48 62.22625),(49 61.36918),(50 62.352413),(51 61.354107),(52 61.766533),(53 62.13486),(54 62.49832),(55 62.21804),(56 62.338463),(57 64.10725),(58 62.95022),(59 63.629845),(60 63.763973),(61 64.524055),(62 64.07617),(63 64.29345),(64 64.52539),(65 64.15017),(66 63.353054),(67 63.33651),(68 63.4018),(69 63.20454),(70 63.812122),(71 64.36377),(72 63.28911),(73 63.747414),(74 64.98442),(75 64.40414),(76 64.38829),(77 65.32637),(78 63.91682),(79 64.85504),
(1 38.023228),(2 44.07886),(3 47.916374),(4 50.553017),(5 51.99215),(6 54.395626),(7 54.914963),(8 55.281193),(9 55.43739),(10 55.80329),(11 57.512203),(12 57.89537),(13 58.424057),(14 57.97973),(15 58.748856),(16 59.069046),(17 59.415),(18 59.232597),(19 59.60662),(20 59.648598),(21 60.156906),(22 60.578087),(23 61.380207),(24 60.066),(25 60.996468),(26 59.9382),(27 60.96807),(28 60.502304),(29 60.54956),(30 61.02834),(31 61.032234),(32 60.589848),(33 61.236187),(34 62.059277),(35 60.888165),(36 61.285927),(37 60.06312),(38 61.159313),(39 61.41624),(40 60.472218),(41 60.8718),(42 60.589516),(43 60.497494),(44 61.133514),(45 61.576447),(46 60.503613),(47 60.741714),(48 60.475163),(49 60.850895),(50 59.573853),(51 61.107517),(52 60.278076),(53 59.86352),(54 59.76757),(55 58.63199),(56 59.278316),(57 59.751545),(58 59.554832),(59 60.562096),(60 60.74283),(61 61.09228),(62 60.00055),(63 61.371254),(64 61.37292),(65 61.10227),(66 60.23984),(67 60.77975),(68 61.183487),(69 62.729298),(70 62.58137),(71 62.73351),(72 61.848618),(73 62.16958),(74 61.6935),(75 62.86534),(76 63.258095),(77 62.874657),(78 62.513012),(79 62.583324),
(1 38.43746),(2 44.647144),(3 49.87134),(4 53.25272),(5 54.644386),(6 55.091526),(7 55.712677),(8 56.298447),(9 57.206123),(10 58.685413),(11 59.57476),(12 59.055573),(13 58.858555),(14 58.550133),(15 58.860096),(16 59.004196),(17 58.528072),(18 59.516785),(19 60.07313),(20 60.41661),(21 60.284985),(22 59.77162),(23 60.807484),(24 60.832413),(25 60.77712),(26 60.794464),(27 61.11062),(28 61.245365),(29 61.3026),(30 61.661972),(31 61.619503),(32 60.906822),(33 60.949154),(34 60.607758),(35 60.925655),(36 59.48551),(37 60.55043),(38 61.220963),(39 62.076767),(40 61.656384),(41 62.40224),(42 62.35235),(43 63.265636),(44 62.619625),(45 63.401566),(46 62.56967),(47 62.93891),(48 61.608276),(49 62.376686),(50 62.515095),(51 62.35989),(52 62.799156),(53 62.632355),(54 63.49533),(55 63.108143),(56 62.689316),(57 63.195366),(58 63.298504),(59 63.271473),(60 64.393036),(61 63.464634),(62 63.046627),(63 63.358894),(64 63.458267),(65 62.921654),(66 62.60603),(67 62.616955),(68 62.65066),(69 63.398357),(70 62.71626),(71 62.370255),(72 61.90206),(73 62.08907),(74 62.826015),(75 63.3752),(76 63.37483),(77 62.636787),(78 62.579327),(79 61.8201),
(1 38.667263),(2 44.892384),(3 48.236855),(4 51.094555),(5 52.852425),(6 54.091576),(7 53.70543),(8 54.124905),(9 55.9787),(10 56.59314),(11 57.099506),(12 57.57094),(13 58.537403),(14 57.684383),(15 57.988922),(16 58.676434),(17 59.050575),(18 59.62928),(19 60.262768),(20 61.17995),(21 60.957596),(22 60.875725),(23 61.41841),(24 61.269627),(25 61.777245),(26 60.576595),(27 61.155758),(28 60.14913),(29 59.79082),(30 60.532936),(31 60.037895),(32 59.82689),(33 59.210045),(34 59.722584),(35 60.594845),(36 60.633327),(37 59.837643),(38 60.08439),(39 59.671646),(40 59.446037),(41 59.9498),(42 59.18618),(43 58.317017),(44 59.113934),(45 58.894684),(46 59.354504),(47 58.78827),(48 58.288982),(49 58.73191),(50 58.77822),(51 59.611057),(52 60.004),(53 59.74704),(54 60.17036),(55 59.96229),(56 60.248055),(57 60.107224),(58 59.813915),(59 59.938175),(60 59.593784),(61 60.26844),(62 60.02488),(63 60.959972),(64 61.223125),(65 61.024506),(66 61.641502),(67 62.4243),(68 61.847042),(69 62.84757),(70 62.00636),(71 61.75648),(72 61.673508),(73 62.326523),(74 61.97959),(75 61.917942),(76 62.628292),(77 62.83415),(78 62.06359),(79 62.964287),
(1 37.985374),(2 44.246307),(3 47.685223),(4 50.67691),(5 53.190617),(6 53.668114),(7 54.778717),(8 55.700623),(9 56.085327),(10 56.775352),(11 56.572903),(12 57.051086),(13 56.708416),(14 57.84734),(15 57.89193),(16 58.25366),(17 57.847767),(18 58.130165),(19 57.509106),(20 58.337185),(21 58.315464),(22 58.76728),(23 59.669693),(24 59.248882),(25 59.570663),(26 59.263172),(27 60.13109),(28 60.37393),(29 59.59824),(30 59.97096),(31 59.2892),(32 59.408245),(33 59.687817),(34 60.417923),(35 60.79824),(36 61.48529),(37 61.095024),(38 60.95695),(39 61.24643),(40 60.294773),(41 60.56392),(42 60.50376),(43 60.20343),(44 60.96703),(45 60.62956),(46 60.15956),(47 60.7014),(48 60.379646),(49 61.448563),(50 60.99435),(51 61.531193),(52 60.865837),(53 62.44923),(54 62.42552),(55 61.980602),(56 62.676075),(57 61.865917),(58 62.563377),(59 62.51843),(60 62.843178),(61 63.47388),(62 63.707867),(63 63.17883),(64 62.038063),(65 62.812992),(66 62.636528),(67 63.379673),(68 62.865513),(69 63.207268),(70 62.291492),(71 63.170162),(72 61.901432),(73 61.990265),(74 61.826744),(75 61.350864),(76 61.727787),(77 61.95227),(78 61.942047),(79 62.999954),
(1 37.361404),(2 43.635162),(3 48.649475),(4 51.218185),(5 53.536324),(6 54.476437),(7 55.399258),(8 56.84729),(9 57.08446),(10 58.070107),(11 57.373882),(12 57.55617),(13 58.64386),(14 59.329),(15 59.10982),(16 58.79185),(17 58.72898),(18 58.30728),(19 58.78693),(20 59.801716),(21 60.51794),(22 60.630028),(23 60.54583),(24 59.180347),(25 60.382248),(26 59.380486),(27 59.77193),(28 59.436543),(29 58.280354),(30 59.397835),(31 60.03467),(32 60.88051),(33 59.325855),(34 59.750774),(35 59.763195),(36 61.005978),(37 60.57392),(38 61.56505),(39 61.96822),(40 61.653),(41 60.425205),(42 60.415916),(43 60.50845),(44 60.547127),(45 61.07394),(46 60.058487),(47 60.683037),(48 60.487762),(49 61.485115),(50 61.18744),(51 60.595177),(52 60.56235),(53 59.301113),(54 59.890118),(55 59.331894),(56 60.025303),(57 59.66291),(58 60.37199),(59 60.659466),(60 60.891792),(61 61.22678),(62 61.524765),(63 62.21571),(64 61.448334),(65 60.655952),(66 61.70786),(67 62.216328),(68 61.919147),(69 62.9786),(70 61.32024),(71 61.38854),(72 61.069527),(73 61.55037),(74 61.09475),(75 62.273968),(76 63.623978),(77 62.58967),(78 62.95582),(79 63.21422),
(1 37.125195),(2 43.894077),(3 47.984734),(4 49.84665),(5 51.732243),(6 52.62541),(7 53.10614),(8 54.684143),(9 54.91714),(10 55.42699),(11 55.667637),(12 56.198093),(13 57.10483),(14 57.243687),(15 58.74259),(16 58.9279),(17 58.130173),(18 58.76504),(19 58.573143),(20 59.694942),(21 59.747948),(22 58.960396),(23 60.069283),(24 59.00406),(25 59.1472),(26 59.50587),(27 59.61247),(28 60.1379),(29 59.410263),(30 59.665413),(31 59.181206),(32 60.01946),(33 59.25858),(34 59.320274),(35 59.500805),(36 59.706337),(37 59.99728),(38 60.197186),(39 60.2365),(40 59.244694),(41 58.69628),(42 59.57913),(43 59.44922),(44 59.225044),(45 59.223183),(46 58.30537),(47 59.47596),(48 58.9919),(49 60.247368),(50 59.67957),(51 59.429306),(52 59.447),(53 58.941044),(54 59.794422),(55 59.054962),(56 59.685318),(57 60.53366),(58 60.29849),(59 60.62073),(60 61.712795),(61 61.654945),(62 61.787262),(63 62.683094),(64 62.252384),(65 62.29542),(66 61.559532),(67 61.40437),(68 61.78644),(69 61.73979),(70 60.97025),(71 61.872158),(72 61.704205),(73 61.44848),(74 60.96012),(75 61.426815),(76 61.505005),(77 62.400665),(78 62.205006),(79 62.373188),
(1 37.8943),(2 44.52326),(3 48.357124),(4 50.84411),(5 52.63456),(6 54.917667),(7 55.443043),(8 56.07516),(9 57.134495),(10 57.86737),(11 57.712273),(12 57.52055),(13 58.25217),(14 58.194695),(15 59.726635),(16 59.08893),(17 59.039223),(18 59.32293),(19 59.282932),(20 59.790108),(21 58.65558),(22 59.665825),(23 60.004303),(24 59.857162),(25 60.215225),(26 60.268867),(27 60.27734),(28 60.79298),(29 59.878857),(30 60.88071),(31 61.032887),(32 61.691235),(33 61.42527),(34 61.698463),(35 61.84399),(36 61.331314),(37 61.882538),(38 61.67859),(39 61.96162),(40 61.417908),(41 60.722607),(42 60.8505),(43 60.262543),(44 60.504555),(45 61.389748),(46 60.214546),(47 60.138523),(48 59.32967),(49 60.698082),(50 59.747288),(51 59.358467),(52 60.442787),(53 59.16929),(54 59.471756),(55 60.512196),(56 60.5864),(57 61.186256),(58 61.013027),(59 62.04351),(60 62.52351),(61 62.720684),(62 63.252365),(63 63.221775),(64 63.631935),(65 63.41543),(66 63.019985),(67 63.117733),(68 62.215157),(69 63.143753),(70 62.6169),(71 62.48565),(72 61.09498),(73 62.253197),(74 62.156853),(75 62.837654),(76 63.01426),(77 63.524643),(78 62.841324),(79 62.63074),
(1 37.162422),(2 43.499424),(3 47.615715),(4 50.509712),(5 51.500965),(6 52.58127),(7 54.47664),(8 55.20808),(9 56.4172),(10 56.004135),(11 58.002266),(12 57.95299),(13 59.270393),(14 59.11862),(15 59.119503),(16 58.67853),(17 58.922127),(18 58.547276),(19 58.62881),(20 58.891705),(21 60.253452),(22 59.98212),(23 59.957504),(24 58.841667),(25 60.000122),(26 59.390625),(27 60.47458),(28 60.016243),(29 59.99657),(30 59.769024),(31 60.05171),(32 59.30522),(33 58.651714),(34 59.03375),(35 59.041664),(36 58.600906),(37 59.803844),(38 59.2549),(39 59.742332),(40 59.319847),(41 58.93632),(42 59.429344),(43 59.153698),(44 59.53216),(45 59.62196),(46 59.334026),(47 59.16456),(48 59.504044),(49 59.7353),(50 60.46667),(51 60.291813),(52 59.68143),(53 59.715015),(54 59.92786),(55 60.420776),(56 60.522797),(57 60.59265),(58 59.634228),(59 60.81093),(60 61.01639),(61 61.562187),(62 61.25768),(63 61.364693),(64 61.708527),(65 61.44321),(66 61.47083),(67 61.86182),(68 61.547443),(69 61.824123),(70 60.10533),(71 59.985844),(72 59.86978),(73 59.730858),(74 60.475956),(75 61.131535),(76 60.533485),(77 60.715485),(78 60.927982),(79 60.777798),
(1 37.544838),(2 42.807575),(3 46.520306),(4 48.862297),(5 50.407715),(6 51.79939),(7 52.653946),(8 54.227345),(9 55.20172),(10 55.25998),(11 56.255756),(12 56.278084),(13 56.822815),(14 56.900227),(15 57.071236),(16 57.105362),(17 57.22474),(18 57.23786),(19 57.46335),(20 57.99567),(21 59.10927),(22 58.8596),(23 58.618908),(24 59.56402),(25 59.48517),(26 59.811222),(27 59.897102),(28 60.21802),(29 59.775566),(30 59.976326),(31 59.419113),(32 58.78231),(33 59.33074),(34 59.265602),(35 58.697994),(36 58.27849),(37 58.701244),(38 58.63984),(39 58.292313),(40 58.55727),(41 58.23381),(42 58.3309),(43 58.06284),(44 57.83335),(45 57.970325),(46 58.10805),(47 58.110817),(48 58.778996),(49 58.11242),(50 57.30437),(51 57.47585),(52 58.38818),(53 58.073368),(54 58.423336),(55 59.546455),(56 59.283985),(57 59.218372),(58 59.65727),(59 60.397644),(60 60.354378),(61 59.358963),(62 59.521965),(63 60.579144),(64 61.66138),(65 61.785072),(66 61.409058),(67 61.96357),(68 61.382732),(69 61.166428),(70 60.743908),(71 60.369225),(72 59.737934),(73 59.80309),(74 58.21532),(75 59.25094),(76 59.41807),(77 60.65729),(78 61.507652),(79 60.372967),
(1 37.319996),(2 43.057335),(3 47.114033),(4 49.9078),(5 51.557285),(6 52.203365),(7 53.597378),(8 54.273388),(9 55.37611),(10 55.208252),(11 55.894505),(12 57.07295),(13 57.92591),(14 57.002853),(15 57.596844),(16 57.631676),(17 57.63575),(18 57.96077),(19 58.0022),(20 58.91866),(21 59.50047),(22 59.387478),(23 60.280903),(24 59.561462),(25 58.962086),(26 59.123283),(27 59.551167),(28 60.22139),(29 60.044083),(30 60.40451),(31 59.89388),(32 59.559624),(33 59.59382),(34 59.209652),(35 59.471523),(36 59.396976),(37 61.252647),(38 60.440147),(39 60.480263),(40 61.047337),(41 60.685863),(42 59.418865),(43 59.445385),(44 58.991364),(45 59.06464),(46 59.466923),(47 60.29309),(48 60.319706),(49 59.577953),(50 59.867077),(51 59.362614),(52 59.561584),(53 59.456535),(54 60.63961),(55 60.390358),(56 59.379436),(57 60.358757),(58 59.667534),(59 60.273777),(60 59.94818),(61 60.35881),(62 59.616714),(63 60.857765),(64 61.434135),(65 60.68628),(66 61.110985),(67 61.45898),(68 61.41844),(69 61.251762),(70 61.15861),(71 60.524525),(72 60.729862),(73 59.758408),(74 60.960987),(75 61.11405),(76 60.45258),(77 60.21222),(78 59.78056),(79 59.600864),
(1 37.223946),(2 44.170624),(3 48.252808),(4 50.545662),(5 52.216793),(6 53.53012),(7 54.394684),(8 55.18653),(9 57.611855),(10 57.169594),(11 58.156734),(12 58.610485),(13 59.071106),(14 58.96351),(15 59.145412),(16 58.49496),(17 58.531364),(18 58.739613),(19 59.808937),(20 60.096226),(21 60.599022),(22 60.533035),(23 61.198532),(24 61.43035),(25 61.88379),(26 61.789513),(27 60.681744),(28 62.45721),(29 61.572475),(30 62.386803),(31 62.387474),(32 61.271317),(33 61.28696),(34 61.70251),(35 61.534817),(36 61.956005),(37 61.619858),(38 61.465797),(39 62.121826),(40 61.70605),(41 60.573017),(42 59.5148),(43 60.08787),(44 59.88953),(45 60.072025),(46 59.207035),(47 59.58189),(48 59.435585),(49 60.256245),(50 60.600384),(51 60.04704),(52 60.059574),(53 59.908234),(54 59.38727),(55 60.408436),(56 60.21684),(57 59.91051),(58 59.354267),(59 58.629566),(60 59.31502),(61 58.163933),(62 59.058544),(63 60.11483),(64 60.09465),(65 59.654926),(66 61.082966),(67 60.480194),(68 60.829716),(69 61.690063),(70 60.98348),(71 60.519108),(72 59.817944),(73 59.432484),(74 59.584354),(75 60.698097),(76 59.72007),(77 60.24955),(78 60.034176),(79 60.841995),
(1 37.158363),(2 43.73255),(3 47.142334),(4 49.13309),(5 51.009228),(6 53.75903),(7 54.450497),(8 55.35494),(9 56.649555),(10 57.588554),(11 58.335934),(12 59.323578),(13 59.414772),(14 59.512787),(15 60.193073),(16 60.15887),(17 59.881298),(18 59.674255),(19 60.527275),(20 60.157867),(21 60.56715),(22 60.291958),(23 60.946125),(24 60.96969),(25 59.75061),(26 60.20322),(27 60.504574),(28 61.270866),(29 62.881012),(30 62.33186),(31 61.841362),(32 62.049057),(33 61.718994),(34 61.238743),(35 61.236927),(36 61.45386),(37 62.74452),(38 62.095005),(39 62.408585),(40 62.739174),(41 61.999416),(42 61.66104),(43 60.867672),(44 60.839157),(45 61.25137),(46 60.592243),(47 61.576324),(48 60.674583),(49 61.679665),(50 61.510456),(51 60.717724),(52 60.853104),(53 60.96001),(54 60.764267),(55 60.689095),(56 61.24225),(57 60.974506),(58 61.268856),(59 61.62562),(60 62.03589),(61 62.70115),(62 62.485867),(63 62.456264),(64 61.939224),(65 61.86051),(66 62.284306),(67 61.753674),(68 61.756767),(69 61.190685),(70 60.81767),(71 60.617382),(72 59.96963),(73 60.68783),(74 60.882286),(75 62.050095),(76 61.24543),(77 61.815857),(78 62.631184),(79 63.25619),
(1 34.858288),(2 40.27645),(3 44.04527),(4 46.33229),(5 47.96805),(6 49.518143),(7 50.71525),(8 51.34778),(9 51.84585),(10 52.691914),(11 53.53958),(12 53.688797),(13 54.814224),(14 54.215183),(15 54.449833),(16 55.088654),(17 55.131084),(18 55.076363),(19 54.681187),(20 55.109875),(21 55.690704),(22 55.826412),(23 56.58645),(24 57.21526),(25 57.486755),(26 57.390038),(27 58.30918),(28 58.764057),(29 58.361984),(30 59.207005),(31 58.05636),(32 58.76871),(33 58.749363),(34 58.910873),(35 59.542202),(36 59.26058),(37 59.625813),(38 59.0972),(39 59.59689),(40 59.067856),(41 58.061195),(42 57.26411),(43 57.39229),(44 58.027588),(45 57.390564),(46 57.34014),(47 57.836025),(48 57.198296),(49 58.416626),(50 56.952736),(51 56.9293),(52 57.3628),(53 57.309223),(54 58.095985),(55 58.08104),(56 58.031998),(57 57.45608),(58 58.023426),(59 58.624493),(60 59.26018),(61 58.620346),(62 59.472412),(63 59.838318),(64 59.865932),(65 59.519527),(66 59.76595),(67 59.20869),(68 59.096),(69 59.446022),(70 59.381413),(71 58.789078),(72 58.63988),(73 58.643276),(74 58.716812),(75 59.56694),(76 59.306114),(77 59.30878),(78 59.220398),(79 59.232273),
(1 35.973183),(2 41.93793),(3 45.1673),(4 48.20789),(5 49.9453),(6 51.705837),(7 53.019173),(8 53.64239),(9 55.554317),(10 55.625874),(11 56.508663),(12 56.53403),(13 57.32168),(14 57.435955),(15 57.147957),(16 57.21254),(17 56.71918),(18 57.720444),(19 57.607716),(20 58.150913),(21 57.834167),(22 57.907253),(23 58.509064),(24 58.325905),(25 58.747875),(26 58.235737),(27 58.702995),(28 58.977146),(29 59.536373),(30 59.227825),(31 59.673992),(32 60.19995),(33 59.622272),(34 59.45511),(35 59.604645),(36 59.818474),(37 59.95482),(38 59.769997),(39 61.4598),(40 61.485367),(41 60.045486),(42 59.365147),(43 59.435135),(44 59.69141),(45 60.103725),(46 58.85203),(47 59.947132),(48 59.15077),(49 60.061855),(50 59.47459),(51 59.113842),(52 58.31209),(53 58.950436),(54 59.174107),(55 58.963516),(56 59.44645),(57 59.336163),(58 60.204056),(59 60.616997),(60 61.204124),(61 62.65564),(62 62.655376),(63 63.215893),(64 62.201492),(65 62.413002),(66 63.27051),(67 63.43745),(68 62.358826),(69 63.63993),(70 62.93935),(71 62.872154),(72 62.219692),(73 62.260014),(74 62.449932),(75 62.043205),(76 62.34806),(77 63.17754),(78 62.1338),(79 61.77678),
(1 36.44149),(2 42.63523),(3 46.317608),(4 48.56685),(5 50.37691),(6 51.379948),(7 52.305866),(8 53.49551),(9 55.463837),(10 55.116528),(11 56.34101),(12 56.58498),(13 57.16491),(14 56.86078),(15 56.33152),(16 57.22681),(17 57.02822),(18 56.52303),(19 56.288086),(20 55.70322),(21 56.11017),(22 56.78903),(23 57.884037),(24 58.159943),(25 57.7264),(26 57.692097),(27 59.092896),(28 58.681835),(29 59.069607),(30 60.046227),(31 59.697605),(32 60.610874),(33 60.74379),(34 61.00717),(35 60.81941),(36 60.28978),(37 59.96249),(38 59.782307),(39 60.96333),(40 60.197735),(41 59.708855),(42 59.46615),(43 59.17593),(44 58.8037),(45 59.253872),(46 58.963974),(47 58.659946),(48 58.423435),(49 59.686684),(50 58.995857),(51 58.95578),(52 57.61587),(53 57.211002),(54 57.441025),(55 58.317097),(56 57.72845),(57 57.611633),(58 57.716133),(59 56.96504),(60 58.198112),(61 58.62133),(62 58.98709),(63 59.474293),(64 59.941372),(65 59.94606),(66 59.444542),(67 60.69165),(68 60.459152),(69 61.26807),(70 60.89804),(71 59.578148),(72 59.511436),(73 59.934013),(74 59.56487),(75 59.6704),(76 59.115765),(77 58.915825),(78 58.997784),(79 59.473103),
(1 35.269142),(2 41.62596),(3 44.844585),(4 47.54174),(5 48.30902),(6 49.88951),(7 50.443733),(8 51.846054),(9 53.059723),(10 53.862045),(11 54.20703),(12 54.70685),(13 56.607048),(14 56.770016),(15 56.65057),(16 57.459927),(17 57.715054),(18 57.469296),(19 57.74043),(20 58.304543),(21 59.150673),(22 58.608803),(23 59.05767),(24 58.823383),(25 58.470627),(26 58.561108),(27 59.434017),(28 59.464188),(29 58.76267),(30 59.462624),(31 58.97703),(32 60.317017),(33 60.685375),(34 60.77653),(35 60.604866),(36 60.48626),(37 60.04248),(38 59.747673),(39 59.73008),(40 59.602505),(41 58.60815),(42 58.4513),(43 58.858486),(44 58.574944),(45 58.774773),(46 58.749138),(47 58.530216),(48 58.65789),(49 59.246605),(50 59.117367),(51 59.98686),(52 58.57996),(53 58.2698),(54 58.23543),(55 58.318188),(56 59.098167),(57 58.539875),(58 59.22374),(59 60.09033),(60 60.01754),(61 60.184864),(62 60.396713),(63 61.05636),(64 61.245163),(65 60.376816),(66 60.10406),(67 60.483757),(68 60.006733),(69 60.671265),(70 60.951767),(71 61.443783),(72 60.96186),(73 60.839226),(74 60.927116),(75 61.96795),(76 62.72176),(77 61.408558),(78 61.606007),(79 61.532345),
