1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 20735.17),(2 54671.387),(3 76189.12),(4 91484.055),(5 104006.82),(6 112371.08),(7 118578.98),(8 126240.34),(9 133101.63),(10 136945.27),(11 140408),(12 143823.78),(13 144769.95),(14 143451.69),(15 142052.45),(16 141487.64),(17 140145.16),(18 140491.94),(19 141613.33),(20 140497.84),(21 138795.34),(22 137023.08),(23 137856.52),(24 139473.42),(25 140438.31),(26 140394.52),(27 141332.95),(28 142449.81),(29 142274.47),(30 142000.83),(31 144317.47),(32 145348.52),(33 145135.08),(34 143867.89),(35 143387.95),(36 144173.89),(37 145714.03),(38 147544.23),(39 148963.31),(40 148453.03),(41 147688.3),(42 147841.56),(43 148914.19),(44 149835.53),(45 148994.2),(46 146633.69),(47 145746.02),(48 146256.92),(49 145253.36),(50 144113.34),(51 145036.7),(52 146443.56),(53 147302.78),(54 146841.47),(55 146301.56),(56 145426.44),(57 145759.53),(58 146269.39),(59 144534.53),(60 142979.64),(61 142732.23),(62 143044.67),(63 143659.66),(64 143690.6),(65 143689.1),(66 144326.7),(67 144728.89),(68 144399.22),(69 145504.13),(70 147497.3),(71 148312.56),(72 148183.84),(73 148418.84),(74 147388.88),(75 147103.02),(76 148858.55),(77 150755.42),(78 151354.4),(79 151972.5),
(1 20912.309),(2 53341.05),(3 73259.65),(4 87416.79),(5 100128.73),(6 107875.836),(7 112924.914),(8 119172.93),(9 124007.82),(10 124941.02),(11 126507.65),(12 129033.07),(13 128579.07),(14 127890.73),(15 128755.68),(16 129408.68),(17 127981.9),(18 127983.78),(19 129776.45),(20 129831.484),(21 130941.836),(22 131914.44),(23 135290.02),(24 138375.69),(25 140622.1),(26 141077.06),(27 142625.48),(28 142770.75),(29 141673.28),(30 141323.98),(31 142953.47),(32 142170.73),(33 140146.06),(34 137762.2),(35 136720.11),(36 137198.22),(37 138601.3),(38 140902.66),(39 143443.83),(40 144602.11),(41 144596.47),(42 146045.9),(43 147959.4),(44 148718.78),(45 148275.1),(46 149334.33),(47 151213.22),(48 149964.03),(49 148655.16),(50 149043.28),(51 150611.33),(52 151235.19),(53 151154.1),(54 150472.66),(55 147961.27),(56 147422.6),(57 147456.72),(58 146741.3),(59 145925.98),(60 147070.4),(61 148349.66),(62 148064.55),(63 148217.17),(64 147987.64),(65 146314.84),(66 145867.03),(67 144218.08),(68 144482.92),(69 144711.08),(70 144512.02),(71 144459.61),(72 144877.64),(73 145844.58),(74 144640.39),(75 144791.44),(76 145820.2),(77 144538.16),(78 141498.61),(79 140302.72),
(1 21659.166),(2 54192.563),(3 72142.24),(4 84299.08),(5 95669.164),(6 103263.49),(7 108620.83),(8 115838.72),(9 121461.28),(10 122883.63),(11 125225.055),(12 129305.67),(13 129172.6),(14 129298.805),(15 131007.63),(16 131702.75),(17 129710.375),(18 130530.97),(19 132984.83),(20 133103.53),(21 130769.53),(22 129814.2),(23 131959.56),(24 133546.92),(25 135505.92),(26 135724.52),(27 134946.28),(28 133969.31),(29 134435.39),(30 135622.6),(31 138665.05),(32 139435.94),(33 138550.13),(34 138548.66),(35 139189.78),(36 140919.6),(37 141759.27),(38 142791.36),(39 144734.19),(40 144162.38),(41 143332.06),(42 145506.06),(43 146633.36),(44 145522.58),(45 144744.25),(46 143212.73),(47 142134.84),(48 141812.13),(49 142143.27),(50 144183.84),(51 144965.42),(52 145690.16),(53 146269.16),(54 147242.34),(55 149874.8),(56 150130.13),(57 150236.9),(58 150511.3),(59 150878.89),(60 150804.38),(61 151206.34),(62 151356.88),(63 152259.08),(64 152396.02),(65 151700.25),(66 151021.03),(67 150975.94),(68 151349.5),(69 149936.05),(70 148673.31),(71 149285.38),(72 150430.58),(73 150608.17),(74 151088.6),(75 150017.34),(76 148883.66),(77 149383.98),(78 148743.9),(79 148112.4),
(1 20841.775),(2 51036.22),(3 68062.57),(4 80957.11),(5 93580.21),(6 100563.55),(7 104169.18),(8 109303.195),(9 114177.8),(10 114825.96),(11 115900.71),(12 119766.47),(13 120174.26),(14 119455.23),(15 119806.21),(16 118683.92),(17 116784.625),(18 118151.87),(19 120884.05),(20 121344.016),(21 121973.26),(22 123401.2),(23 126042.19),(24 128331.49),(25 129818.31),(26 129998.26),(27 129503.45),(28 128717.61),(29 127771.35),(30 128098.55),(31 129977.516),(32 129246.734),(33 129237.625),(34 130312.58),(35 132389.61),(36 134099.75),(37 134266.58),(38 135404.56),(39 135257.77),(40 133920.3),(41 133852.25),(42 135480.67),(43 135930.9),(44 135393.77),(45 135530.84),(46 135534.83),(47 134951.08),(48 135293.86),(49 135830.48),(50 135648.9),(51 134352.36),(52 134610.34),(53 136055.23),(54 136007.92),(55 137872.19),(56 138880.16),(57 137393.86),(58 136447.06),(59 134988.06),(60 134586.08),(61 135731.31),(62 136759.44),(63 136671.58),(64 136551.66),(65 137381.77),(66 138127.53),(67 137910.34),(68 136055.02),(69 134354.72),(70 133688.78),(71 133999.3),(72 134962.2),(73 137005.69),(74 138046.17),(75 139020),(76 139936.64),(77 140489.56),(78 139828.48),(79 139724.6),
(1 20183.68),(2 49828.125),(3 65783.08),(4 78177.11),(5 89895.766),(6 96960.17),(7 102542.336),(8 109621.07),(9 115052.9),(10 118458.836),(11 120877.15),(12 121573.61),(13 120100.82),(14 120102.43),(15 120982.51),(16 119492.76),(17 118280.13),(18 120441.55),(19 122099.67),(20 121114.01),(21 119360.3),(22 119971.766),(23 121760.93),(24 124581.4),(25 127256.55),(26 127398.695),(27 126922.836),(28 126962.34),(29 127966.49),(30 130174.22),(31 132150.4),(32 130683.65),(33 129142.54),(34 129691.75),(35 130932.97),(36 132330.67),(37 134634.9),(38 136607.69),(39 137209.03),(40 137541.83),(41 138129.23),(42 139064.1),(43 138093.89),(44 136637.78),(45 136457.75),(46 137343.39),(47 139106.83),(48 141686.14),(49 144038.11),(50 145153.64),(51 144830.4),(52 144702.98),(53 145723.77),(54 146167.94),(55 147073.66),(56 147109.23),(57 146105.78),(58 145123.97),(59 144440.77),(60 144954.31),(61 146843.94),(62 147583.61),(63 145529.17),(64 144491.34),(65 143866.75),(66 142682.11),(67 142729.52),(68 142733.17),(69 141282),(70 139543.4),(71 139373.05),(72 140357.25),(73 140756.92),(74 140438.58),(75 141266.58),(76 140333.78),(77 139519.1),(78 138484.02),(79 137210.89),
(1 18834.104),(2 46124.316),(3 62114.133),(4 74888.664),(5 86286.27),(6 93239.625),(7 99056.32),(8 105313.53),(9 111477.02),(10 114980.57),(11 117566.35),(12 117204.62),(13 117380.6),(14 117896.016),(15 117901.47),(16 117334.45),(17 117139.95),(18 119466.336),(19 120019.484),(20 118239.12),(21 117522.06),(22 118221),(23 120025.26),(24 122826.234),(25 124136.05),(26 123741.125),(27 122923.44),(28 122201.54),(29 122015.36),(30 122938.914),(31 122601.516),(32 122027.73),(33 124093.59),(34 125020.805),(35 126167.69),(36 128314.14),(37 130447.91),(38 132400.23),(39 132681.55),(40 132803.73),(41 133475.02),(42 133096.23),(43 129835.07),(44 127656.85),(45 128519.69),(46 128916.86),(47 128015.77),(48 129068.09),(49 132525.14),(50 134851.94),(51 135385.25),(52 134876.1),(53 134000.03),(54 132557.9),(55 132369.78),(56 130878.41),(57 130253.68),(58 131633.92),(59 133962.73),(60 135828.13),(61 137080.78),(62 136987.08),(63 136927.05),(64 138368.64),(65 138949.94),(66 140538.3),(67 140452.56),(68 139559.11),(69 137889.3),(70 136754.36),(71 136066.9),(72 136133.8),(73 136026.86),(74 136298.97),(75 136515.22),(76 133757.89),(77 131804.34),(78 129644.76),(79 127897.32),
(1 18375.771),(2 45430.96),(3 61503.785),(4 73128.08),(5 83247.64),(6 90215.86),(7 95539.305),(8 101743.7),(9 106253.91),(10 108047.9),(11 108282.625),(12 107503.71),(13 107968.16),(14 109194.09),(15 109658.59),(16 109079.91),(17 109565.984),(18 111887.016),(19 111933.57),(20 111578.72),(21 112602.734),(22 113152.76),(23 114382.055),(24 116554.484),(25 117991.22),(26 118294.14),(27 118755.33),(28 119484.836),(29 119100.766),(30 118797.81),(31 117474.34),(32 117820.58),(33 117979.43),(34 118419.164),(35 119875.01),(36 121378.08),(37 122146.625),(38 123374.91),(39 124794.445),(40 125295.836),(41 126293.06),(42 127480.9),(43 126323.82),(44 126304.59),(45 128265.42),(46 129354.7),(47 130475.19),(48 131292.89),(49 131644.8),(50 131856.78),(51 130747.15),(52 128997.805),(53 127636.734),(54 126365.44),(55 124380.75),(56 122726.42),(57 120826.016),(58 120272.03),(59 120369.89),(60 121200.78),(61 122117.54),(62 121622.125),(63 121444),(64 122053.85),(65 123158.32),(66 124913.99),(67 124870.125),(68 122999.766),(69 122818.64),(70 122753.63),(71 122166.125),(72 121316.53),(73 121081.17),(74 120436.18),(75 117787.16),(76 118053.9),(77 119508.766),(78 121015.94),(79 122790.85),
(1 17844.977),(2 44101.57),(3 59854.4),(4 71513.5),(5 81558.13),(6 88456.86),(7 94295.555),(8 99551.98),(9 102982.516),(10 104015.23),(11 104754.24),(12 103375.445),(13 104103.68),(14 105555.91),(15 106874.23),(16 107400.08),(17 108468.516),(18 109222.58),(19 108821.71),(20 109180.22),(21 111832.734),(22 112875.49),(23 113147.555),(24 113930.37),(25 114808.05),(26 115487.88),(27 116060.26),(28 116292.28),(29 116993.08),(30 116682.37),(31 116753.24),(32 117601.586),(33 118371.88),(34 120087.01),(35 121987.57),(36 123099.57),(37 123086.516),(38 122842.266),(39 122740.875),(40 123872.66),(41 124902.05),(42 124165.71),(43 123370.586),(44 124327.66),(45 125640.234),(46 126588.984),(47 126563.55),(48 125691.13),(49 125108.266),(50 125359.586),(51 126079.23),(52 126072.98),(53 126116.26),(54 125568.9),(55 122538.52),(56 120706.17),(57 120192.62),(58 121194.836),(59 122404.945),(60 123436.34),(61 125154.35),(62 126641.945),(63 129390),(64 131762.16),(65 132440.16),(66 131482.98),(67 131167.84),(68 131374.86),(69 131992.89),(70 131440.81),(71 131186.23),(72 130453.16),(73 128911.805),(74 126911.125),(75 125666.49),(76 125144.305),(77 126189.91),(78 128314.88),(79 130385.12),
(1 17768.822),(2 44193.855),(3 59568.47),(4 71153.65),(5 80979.62),(6 86792.5),(7 91670.234),(8 96645.26),(9 99051.08),(10 99941.86),(11 100739.734),(12 102310.086),(13 104319.8),(14 106518.164),(15 107541.34),(16 108081.58),(17 109370.28),(18 110534.695),(19 110861.664),(20 111475.79),(21 112225.445),(22 111607.25),(23 110023.52),(24 109616.805),(25 110477.016),(26 111951.69),(27 113210.164),(28 114090.64),(29 113955.69),(30 113035.61),(31 112343.84),(32 111653.27),(33 111968.59),(34 112589.43),(35 112851.01),(36 113723.35),(37 114611.06),(38 114848.3),(39 114783.43),(40 115951.37),(41 117326.71),(42 118445.11),(43 119239.17),(44 120586.91),(45 122312.56),(46 123577.19),(47 121944.69),(48 120187.93),(49 119424.44),(50 118804.81),(51 118694.42),(52 119618.664),(53 121310.82),(54 121250.44),(55 121998.305),(56 122508.71),(57 123042.22),(58 123369.914),(59 123891.51),(60 123686.39),(61 122368.914),(62 120761.87),(63 119950.91),(64 120226.79),(65 121335.94),(66 122531.83),(67 123703.1),(68 122863.484),(69 123315.875),(70 123915.18),(71 122300.305),(72 121068.33),(73 120022.21),(74 118292.8),(75 116832.016),(76 118594.59),(77 120627.22),(78 121598.08),(79 121519.734),
(1 17345.77),(2 42534.133),(3 58966.242),(4 72470.27),(5 83928.54),(6 90484.06),(7 94526.45),(8 98281.1),(9 100819.58),(10 101847.37),(11 101882.484),(12 102655.414),(13 102819.266),(14 103738.46),(15 104706.65),(16 105964.195),(17 107086.68),(18 107771.86),(19 108467.99),(20 109085.58),(21 110680.99),(22 111376.445),(23 110842.23),(24 111291.27),(25 111996.195),(26 112584.54),(27 113451.836),(28 112564.484),(29 111767.766),(30 112412.57),(31 112428.45),(32 112095.92),(33 112803.84),(34 113956.79),(35 115128.23),(36 116233.99),(37 116266.44),(38 115299.68),(39 114211.945),(40 114487.73),(41 115413.37),(42 116189.64),(43 117456.695),(44 119552.734),(45 121876.1),(46 122255.18),(47 122218.71),(48 122334.016),(49 121462.08),(50 120888.85),(51 119790.555),(52 118035.22),(53 116020.28),(54 114581.62),(55 115071.35),(56 115641.51),(57 116469.68),(58 117227.46),(59 116710.03),(60 115022.54),(61 115269.94),(62 116317.07),(63 116605.37),(64 117722.945),(65 119574.336),(66 120298.2),(67 122389.086),(68 124521.49),(69 126123.836),(70 126026.18),(71 125868.305),(72 125057.71),(73 123229.734),(74 121068.7),(75 119846.25),(76 121530.63),(77 122928.4),(78 123643.97),(79 123788.78),
(1 17253.094),(2 41585.25),(3 57456.316),(4 70187.82),(5 80145.234),(6 85900.45),(7 90894.54),(8 95039.44),(9 97495.914),(10 99100.59),(11 100495.74),(12 100000.21),(13 99292.67),(14 99632.2),(15 100021.62),(16 100255.31),(17 100240.05),(18 100549.266),(19 99712.016),(20 98447.336),(21 98274.57),(22 99992.81),(23 101632.69),(24 102763.89),(25 104475.984),(26 106139.7),(27 106971.57),(28 107202.21),(29 107215.77),(30 107778.445),(31 108732.41),(32 108648.445),(33 109177.38),(34 109488.414),(35 109983.77),(36 111748.11),(37 112311.375),(38 112012.234),(39 111920.35),(40 112252.836),(41 112040.9),(42 111393.195),(43 110873.61),(44 110727.555),(45 110310.5),(46 109824.3),(47 110142.57),(48 111228.47),(49 112143.164),(50 113108.32),(51 113849.29),(52 114445.805),(53 114587.5),(54 115174.766),(55 117846.18),(56 119472.766),(57 119238.086),(58 118926.305),(59 117960.336),(60 116682.03),(61 116975.59),(62 117324.375),(63 118265.625),(64 120362.3),(65 121388.56),(66 122456.81),(67 124284.94),(68 124822.18),(69 123788.5),(70 122308.42),(71 120760.16),(72 118648.63),(73 116600.766),(74 116021.01),(75 115973.14),(76 115528.734),(77 115187.92),(78 113797.12),(79 112554.09),
(1 16527.357),(2 40247.03),(3 55044.695),(4 65798.984),(5 74379.39),(6 79894.16),(7 84420.42),(8 88215.21),(9 90775.25),(10 93288.39),(11 95008.89),(12 95079.48),(13 95506.38),(14 96069.586),(15 96492.42),(16 97451.22),(17 98673.734),(18 99699.2),(19 99602.13),(20 99878.305),(21 99962.305),(22 101397.85),(23 101493.82),(24 102412.49),(25 103175.06),(26 103876.35),(27 104156.945),(28 104884.35),(29 105176.39),(30 105101.03),(31 104317.016),(32 102627.41),(33 101163.664),(34 100375.1),(35 101190.41),(36 102661.664),(37 103159.82),(38 102989.2),(39 103328.12),(40 102078.125),(41 101071.5),(42 101605.81),(43 102042.11),(44 102841.75),(45 103534.59),(46 103759.42),(47 104427.41),(48 104521.695),(49 104808.12),(50 104494.02),(51 105536.06),(52 106775.445),(53 107386.61),(54 108364.2),(55 109436.11),(56 109423.44),(57 108081.38),(58 107114.24),(59 106619.805),(60 105896.97),(61 106015.945),(62 106996.82),(63 108386.625),(64 109177.62),(65 109429.17),(66 110028.17),(67 110446.984),(68 110345.2),(69 111108.55),(70 111118.734),(71 110694.05),(72 110899.25),(73 110884.42),(74 110716.32),(75 110433.75),(76 109752.305),(77 109741.64),(78 109429.86),(79 109793.9),
(1 15717.773),(2 37413.168),(3 50931.22),(4 61828.188),(5 70802.734),(6 77084.016),(7 82387.8),(8 85794.03),(9 88047.13),(10 89989.195),(11 90725.445),(12 89299.2),(13 88937.67),(14 89477.86),(15 89523.26),(16 89846.15),(17 91340.84),(18 92077.445),(19 91564.52),(20 91767.41),(21 92208.555),(22 93069.84),(23 94129.26),(24 95483.25),(25 96769.78),(26 97436.63),(27 98742.18),(28 99720.41),(29 100243.94),(30 100655),(31 100780.18),(32 101180.664),(33 101274.26),(34 101661.79),(35 102026.445),(36 103513.01),(37 104226.5),(38 104998.516),(39 104589.24),(40 103666.32),(41 103510.71),(42 104089.37),(43 104726.734),(44 105007.32),(45 105574.23),(46 106197.164),(47 106751.11),(48 107223.67),(49 108364.56),(50 108859.45),(51 109784.664),(52 110203.586),(53 109874.74),(54 110320.664),(55 111472),(56 111164.39),(57 111673.32),(58 111842.41),(59 111215.01),(60 109611.74),(61 109432.41),(62 109814.516),(63 109890.484),(64 110229.97),(65 110900.24),(66 111729),(67 111688.32),(68 111644.484),(69 111487.33),(70 110673.88),(71 110035.54),(72 109484.84),(73 108804.36),(74 108094.47),(75 108389.66),(76 108751.164),(77 108969.54),(78 108846.95),(79 109215.54),
(1 15338.271),(2 36580.14),(3 49557.195),(4 59528.984),(5 66941.53),(6 71768.6),(7 76432.36),(8 80556.62),(9 83059.68),(10 85634.13),(11 87726.27),(12 88237.23),(13 89553.09),(14 89892.94),(15 89634.05),(16 91303.875),(17 93228.164),(18 92530.15),(19 91634.67),(20 91581.39),(21 91093.08),(22 90269.555),(23 89557.31),(24 90059.86),(25 90758.95),(26 91108.3),(27 91740.36),(28 92480.95),(29 92529.05),(30 92430.42),(31 94842.23),(32 95672.53),(33 96087.29),(34 96049.61),(35 97465.04),(36 98247.41),(37 98036.37),(38 97999.22),(39 98058.21),(40 97806.77),(41 98364.195),(42 98829.77),(43 99202.62),(44 99588.15),(45 99733.76),(46 100408.58),(47 100712),(48 101266.32),(49 101900.43),(50 102622.92),(51 103326.49),(52 103786.99),(53 104124.93),(54 105074.36),(55 106751.18),(56 107400.96),(57 107126.99),(58 106218.17),(59 105083.305),(60 103648.93),(61 104217.734),(62 103682.414),(63 102683.5),(64 103339.41),(65 103581.46),(66 105005.55),(67 106069.336),(68 106978.91),(69 107779.586),(70 108452.13),(71 109046.65),(72 109384.34),(73 108763.01),(74 107832.45),(75 108595.9),(76 108388.664),(77 107297.3),(78 105612.32),(79 103892.82),
(1 15012.776),(2 35263.055),(3 47905.94),(4 57069.17),(5 63853.836),(6 68885.31),(7 73639.28),(8 77458.23),(9 80324.586),(10 82852.92),(11 84158.234),(12 85074.06),(13 86079.695),(14 85809.34),(15 85466.77),(16 86664.38),(17 87741.76),(18 87041.05),(19 86138.12),(20 86801.914),(21 86516.65),(22 85547.79),(23 85483.75),(24 85920.64),(25 86580.95),(26 86991.81),(27 87185.06),(28 86607.51),(29 86102.3),(30 86746.17),(31 88827.61),(32 89654.21),(33 89897.93),(34 90592.94),(35 91643.695),(36 92756.3),(37 92711.03),(38 92288.984),(39 92164.27),(40 91989.086),(41 92688.12),(42 94450.09),(43 96069.81),(44 96780.56),(45 98529.555),(46 99872.02),(47 100677.54),(48 101644.42),(49 101507.41),(50 101166.4),(51 101289.39),(52 100862.34),(53 100776.7),(54 100822.47),(55 101723.34),(56 101446.47),(57 100119.29),(58 99203.34),(59 98921.2),(60 98931.125),(61 99315.49),(62 99634.79),(63 100095.23),(64 100802.836),(65 102032.36),(66 103326.88),(67 103126.28),(68 102501.97),(69 100666.266),(70 99326.6),(71 98976.19),(72 98593.33),(73 98353.01),(74 99319.375),(75 100221.97),(76 98917.26),(77 98733.31),(78 98922.25),(79 99166.586),
(1 14359.18),(2 34141.492),(3 46482.355),(4 55352.484),(5 62239.195),(6 67700.23),(7 72990.82),(8 77346.664),(9 80367.12),(10 82047.86),(11 82749.06),(12 82450.26),(13 83634.86),(14 85264.555),(15 87075.555),(16 89042.82),(17 88939.54),(18 87984.27),(19 88212.33),(20 89237.41),(21 88667.3),(22 88148.96),(23 87285.414),(24 86858.51),(25 87440.1),(26 87701.05),(27 87293.42),(28 86873.47),(29 86769.7),(30 87082.41),(31 88519.5),(32 88439.38),(33 89250.984),(34 90499.22),(35 90958.15),(36 91388.1),(37 91478.03),(38 91924.21),(39 91733.74),(40 91520.17),(41 92201.24),(42 93474.52),(43 93656.06),(44 94311.17),(45 94635.945),(46 93964.14),(47 93593.805),(48 94328.57),(49 94589.4),(50 95030.41),(51 95601.47),(52 95395.26),(53 96107.34),(54 96549.74),(55 97618.58),(56 97565.96),(57 97867.93),(58 98451.445),(59 98162.58),(60 97821.88),(61 97370.19),(62 96594.64),(63 95710.46),(64 95261.305),(65 95131.64),(66 96288.9),(67 96422.97),(68 96226.57),(69 96051.695),(70 95645.9),(71 95319.94),(72 95717.15),(73 96095.09),(74 96581.555),(75 96911.59),(76 96670.33),(77 97990.234),(78 99495.99),(79 101098.07),
(1 14171.544),(2 33005.496),(3 44742.863),(4 53673.168),(5 60073.445),(6 64391.176),(7 67785.76),(8 70718.58),(9 72788.54),(10 74570.87),(11 74497.27),(12 73639.195),(13 74209.6),(14 74659.82),(15 76630.62),(16 78897.04),(17 79526.875),(18 79679.39),(19 81067.01),(20 81965.73),(21 81637.195),(22 81437.016),(23 81834.65),(24 82436.234),(25 83098.84),(26 82930.94),(27 81940.73),(28 81708.79),(29 81760.98),(30 82335.75),(31 83241.766),(32 83614.4),(33 85178.46),(34 85677.27),(35 86072.76),(36 87031.54),(37 87619.6),(38 88127.484),(39 88814.27),(40 89493.22),(41 91167.6),(42 92492.96),(43 92714.49),(44 93265.38),(45 91982.96),(46 91516.08),(47 92277.195),(48 93450.18),(49 93638.59),(50 94728.28),(51 95126.24),(52 95706.68),(53 96878.66),(54 97215.6),(55 97727.74),(56 97742.3),(57 96522.06),(58 96764.195),(59 97632.695),(60 97562.92),(61 97061.49),(62 96479.24),(63 96587.43),(64 96851.13),(65 95927.24),(66 95288.37),(67 95145.19),(68 95564.67),(69 95080.586),(70 94190.25),(71 93604.96),(72 93916.04),(73 94298.766),(74 95151.56),(75 95794.01),(76 94472.266),(77 94893.93),(78 95945.41),(79 96272.875),
(1 14021.999),(2 33194.84),(3 45173.152),(4 53893.027),(5 60553.34),(6 65082.938),(7 68741.75),(8 72564.72),(9 75494.375),(10 77040.61),(11 77072.29),(12 77711.57),(13 78214.15),(14 78231.77),(15 79578),(16 80472.266),(17 80571.24),(18 81066.016),(19 82913.43),(20 84239.164),(21 83264.086),(22 83830.62),(23 84678.414),(24 84626.195),(25 84942.016),(26 84802.56),(27 84494.41),(28 84250.64),(29 84145.75),(30 84067.914),(31 83598.53),(32 83126.59),(33 83486.65),(34 83526.61),(35 82896.62),(36 81814.84),(37 80566.47),(38 80660.14),(39 82153.45),(40 82679.195),(41 83247.125),(42 85058.336),(43 86389.03),(44 87450.44),(45 87968.93),(46 88809.55),(47 89232.83),(48 88441.21),(49 88278.01),(50 88285.31),(51 88176.53),(52 88665.71),(53 89262.4),(54 90323.64),(55 89784.61),(56 89648.08),(57 90753.15),(58 92370.35),(59 92123.266),(60 91772.234),(61 91727.57),(62 91520.31),(63 91770.88),(64 91776.45),(65 91576.8),(66 91214.8),(67 91019.6),(68 91191.28),(69 91826.83),(70 91789.8),(71 91410.7),(72 91208.72),(73 91765.914),(74 92774.164),(75 92773.266),(76 92842.766),(77 93331.984),(78 93161.64),(79 92587.625),
(1 13710.236),(2 32937.82),(3 45131.973),(4 53660.78),(5 59003.625),(6 63666.89),(7 67482.26),(8 70716.195),(9 72877.664),(10 73950.33),(11 74540.63),(12 75072.67),(13 75814.79),(14 76269.76),(15 77452.91),(16 77940.35),(17 78004.36),(18 78803.44),(19 80150.555),(20 80245.07),(21 79546.27),(22 79425.53),(23 80127.33),(24 80238.03),(25 80095.086),(26 79707.195),(27 79807.93),(28 79981.266),(29 79806.36),(30 80338.03),(31 81266.45),(32 82247.09),(33 82464.62),(34 82408.6),(35 81793.836),(36 80990.88),(37 79805.805),(38 79547.81),(39 80626.87),(40 80946.42),(41 82272.63),(42 83873.53),(43 83800.64),(44 83961),(45 84129.8),(46 84294.29),(47 84721.21),(48 84923.81),(49 85194.25),(50 85433.766),(51 85276.445),(52 85612.6),(53 85994.836),(54 85381.89),(55 86157.8),(56 87256.53),(57 89021.516),(58 90890.016),(59 91366.945),(60 92172.516),(61 92584.164),(62 91941.695),(63 91724.76),(64 92581.23),(65 92643.35),(66 91713.32),(67 91034.4),(68 91278.34),(69 91523.914),(70 91669.86),(71 92256.86),(72 93322.695),(73 93683.195),(74 93775.91),(75 94902.336),(76 95104.2),(77 95567.82),(78 95532.914),(79 95523.125),
