1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 52914.11),(2 162064.8),(3 291417.5),(4 437319.9),(5 581726.7),(6 744296.5),(7 886697.8),(8 1023094.94),(9 1148563.5),(10 1248484.6),(11 1340092.6),(12 1426317.4),(13 1540060),(14 1684680.4),(15 1821752.4),(16 1965965.4),(17 2122831.8),(18 2250421.3),(19 2354403.3),(20 2403085.3),(21 2431438),(22 2442068.3),(23 2434105.8),(24 2423256),(25 2410689),(26 2431707),(27 2477258.3),(28 2529107.8),(29 2614715.5),(30 2710544.3),(31 2774201),(32 2819536),(33 2893143.8),(34 2917842),(35 2953782.8),(36 2991723.3),(37 3009402),(38 3066218.8),(39 3112338.8),(40 3166067.3),(41 3258550),(42 3376950.8),(43 3503230),(44 3641734),(45 3731980),(46 3764671.3),(47 3773460.8),(48 3765257.3),(49 3744215.3),(50 3669106.8),(51 3587520.8),(52 3525502.3),(53 3490424.8),(54 3465317.3),(55 3443119.3),(56 3450115.3),(57 3453036),(58 3456209.3),(59 3485122),(60 3503202.3),(61 3527066.8),(62 3592733.8),(63 3620244.8),(64 3658682.8),(65 3750343.3),(66 3826976.8),(67 3940305.8),(68 4067504),(69 4213712.5),(70 4385745.5),(71 4574145.5),(72 4729052.5),(73 4932953.5),(74 5117874),(75 5301267),(76 5499442),(77 5696279.5),(78 5901048.5),(79 6116144.5),
(1 28.913666),(2 38.985527),(3 43.62614),(4 46.70657),(5 49.579933),(6 51.963745),(7 53.384014),(8 53.94064),(9 54.39465),(10 54.82217),(11 54.40243),(12 54.666702),(13 55.611286),(14 56.868168),(15 57.4328),(16 57.846375),(17 58.301125),(18 59.082497),(19 59.80107),(20 60.600693),(21 60.851677),(22 60.17322),(23 60.002533),(24 59.832188),(25 60.23679),(26 60.878777),(27 60.551003),(28 61.074703),(29 61.78706),(30 62.01147),(31 61.55231),(32 61.840202),(33 61.711002),(34 62.085434),(35 61.70802),(36 61.08767),(37 61.410442),(38 62.412056),(39 62.555954),(40 62.45691),(41 62.708908),(42 62.896194),(43 63.539032),(44 63.800262),(45 63.65358),(46 63.878284),(47 63.527092),(48 63.901066),(49 63.4865),(50 64.14763),(51 64.206276),(52 63.992638),(53 63.944927),(54 64.105576),(55 63.7749),(56 64.20357),(57 63.933617),(58 64.25725),(59 63.803555),(60 63.783035),(61 63.82844),(62 64.70968),(63 64.55451),(64 64.851135),(65 64.39181),(66 64.35443),(67 64.51025),(68 64.97521),(69 64.570496),(70 64.315384),(71 63.94394),(72 63.94993),(73 64.04922),(74 63.963932),(75 63.932262),(76 63.96847),(77 64.00311),(78 64.24023),(79 64.39761),
(1 29.196634),(2 39.3483),(3 43.772038),(4 47.549026),(5 50.951317),(6 52.79625),(7 54.5119),(8 55.87184),(9 56.67244),(10 57.17337),(11 56.55551),(12 57.218433),(13 57.850018),(14 59.46575),(15 60.332706),(16 61.136242),(17 61.623993),(18 62.189327),(19 63.033714),(20 63.104168),(21 62.837593),(22 62.31713),(23 62.483246),(24 62.32741),(25 62.05383),(26 62.746544),(27 63.55953),(28 63.667934),(29 64.0406),(30 64.47962),(31 64.26945),(32 64.8045),(33 64.59269),(34 64.42961),(35 63.852123),(36 64.0607),(37 64.544945),(38 65.52576),(39 65.30597),(40 65.02472),(41 65.19673),(42 65.182976),(43 65.6773),(44 65.81745),(45 65.92662),(46 66.27457),(47 66.348305),(48 66.09192),(49 65.65899),(50 66.42174),(51 67.02086),(52 67.16211),(53 67.88889),(54 67.64955),(55 67.46371),(56 67.36826),(57 67.73596),(58 67.13538),(59 67.188286),(60 67.73514),(61 67.54391),(62 68.18656),(63 67.96763),(64 68.19091),(65 68.11829),(66 67.49095),(67 68.052414),(68 68.16084),(69 68.508095),(70 68.38797),(71 68.24775),(72 68.225845),(73 67.75082),(74 68.56876),(75 67.87987),(76 67.48154),(77 67.605705),(78 67.683334),(79 68.14252),
(1 28.8124),(2 38.57938),(3 42.94087),(4 47.17029),(5 50.099297),(6 51.81795),(7 53.557003),(8 55.07607),(9 55.571095),(10 56.145184),(11 55.335968),(12 55.479458),(13 56.15236),(14 57.76853),(15 58.176918),(16 58.86431),(17 59.3187),(18 60.055084),(19 60.26309),(20 61.19201),(21 60.77509),(22 61.114613),(23 60.228992),(24 60.704033),(25 60.978657),(26 61.80558),(27 61.644367),(28 62.12684),(29 62.22),(30 62.249897),(31 62.429897),(32 62.334988),(33 61.978592),(34 62.306736),(35 61.772465),(36 61.8015),(37 62.43347),(38 63.58688),(39 63.17166),(40 63.068913),(41 63.312378),(42 63.28866),(43 63.437435),(44 63.674038),(45 63.37797),(46 63.86927),(47 63.463627),(48 63.888695),(49 63.961414),(50 64.197784),(51 64.30226),(52 63.598175),(53 63.77345),(54 64.039154),(55 64.34836),(56 64.64857),(57 64.59463),(58 64.54977),(59 64.07764),(60 64.394005),(61 63.896626),(62 65.090546),(63 64.78251),(64 65.07272),(65 65.21766),(66 65.5581),(67 65.85232),(68 66.12198),(69 66.041695),(70 65.3121),(71 65.13368),(72 65.306145),(73 65.41689),(74 65.53848),(75 65.059616),(76 64.66902),(77 65.37678),(78 65.59215),(79 65.47164),
(1 29.391659),(2 38.581524),(3 43.116394),(4 46.872536),(5 49.896587),(6 52.032433),(7 53.832005),(8 55.22178),(9 55.72693),(10 56.24853),(11 56.37184),(12 56.73726),(13 56.857517),(14 58.224056),(15 58.67878),(16 59.406067),(17 60.023594),(18 61.056522),(19 61.52418),(20 61.570717),(21 61.22722),(22 61.289654),(23 60.73173),(24 60.477627),(25 61.162163),(26 61.202576),(27 61.13819),(28 61.171795),(29 61.059498),(30 61.554832),(31 61.51935),(32 61.22277),(33 61.285587),(34 61.572956),(35 61.03812),(36 61.926777),(37 61.574104),(38 62.369118),(39 62.207527),(40 62.14047),(41 61.861507),(42 62.137573),(43 61.88688),(44 62.204388),(45 62.537975),(46 62.642654),(47 62.580433),(48 62.228767),(49 62.90713),(50 62.849808),(51 63.605145),(52 63.38912),(53 63.754967),(54 63.930477),(55 63.570927),(56 63.589645),(57 64.06859),(58 64.39918),(59 64.29905),(60 64.272644),(61 65.07389),(62 65.260124),(63 65.65191),(64 64.817894),(65 64.78409),(66 64.60557),(67 64.76759),(68 64.253365),(69 64.536644),(70 64.16398),(71 64.247154),(72 64.32421),(73 64.064224),(74 64.51682),(75 64.73378),(76 64.487335),(77 64.77757),(78 65.01644),(79 65.100716),
(1 28.427088),(2 38.641956),(3 43.505928),(4 46.702843),(5 49.647675),(6 52.211468),(7 53.68732),(8 54.867805),(9 55.502594),(10 55.437374),(11 55.995396),(12 56.21176),(13 56.90242),(14 58.2126),(15 58.449913),(16 58.871906),(17 59.12336),(18 59.537964),(19 59.90688),(20 60.108047),(21 60.268414),(22 60.883453),(23 60.178852),(24 60.207405),(25 59.929996),(26 61.179173),(27 60.88823),(28 61.440166),(29 61.453987),(30 61.60696),(31 61.68399),(32 61.192913),(33 61.46226),(34 61.44512),(35 61.09402),(36 61.23049),(37 61.429775),(38 62.1169),(39 62.065865),(40 62.767403),(41 62.59714),(42 63.051205),(43 63.04846),(44 63.124294),(45 63.444756),(46 63.350994),(47 63.08995),(48 63.770416),(49 63.796307),(50 64.51738),(51 64.10076),(52 63.7055),(53 63.74776),(54 63.993286),(55 64.05142),(56 64.14435),(57 64.24694),(58 64.37564),(59 63.81525),(60 63.360523),(61 63.4596),(62 64.094475),(63 64.381454),(64 64.36288),(65 64.17541),(66 64.25804),(67 64.30789),(68 64.438095),(69 64.13162),(70 64.02205),(71 64.06814),(72 64.061455),(73 64.06702),(74 64.65254),(75 64.95138),(76 64.52336),(77 64.39933),(78 64.48914),(79 64.54916),
(1 28.864412),(2 38.352364),(3 43.924385),(4 47.19786),(5 50.28376),(6 52.511604),(7 53.431656),(8 54.45169),(9 54.789047),(10 54.5484),(11 54.52942),(12 55.107655),(13 56.05048),(14 57.31698),(15 57.62111),(16 58.798847),(17 59.41026),(18 59.42289),(19 59.705948),(20 59.837334),(21 59.67924),(22 59.829323),(23 59.667065),(24 59.74375),(25 60.080788),(26 60.1383),(27 59.979656),(28 60.197742),(29 60.665302),(30 61.37066),(31 61.14866),(32 61.280285),(33 61.470303),(34 61.369072),(35 61.18455),(36 61.897823),(37 61.386967),(38 62.36751),(39 62.210976),(40 62.16314),(41 62.206184),(42 62.229053),(43 62.570484),(44 63.12688),(45 62.89027),(46 63.215096),(47 63.91883),(48 64.7331),(49 64.56608),(50 64.75518),(51 64.65732),(52 65.106926),(53 65.14708),(54 65.219986),(55 65.25599),(56 65.1051),(57 65.27952),(58 65.57921),(59 65.137726),(60 64.96227),(61 65.0163),(62 66.155754),(63 65.91498),(64 66.64628),(65 66.41328),(66 66.34836),(67 66.22725),(68 66.31521),(69 66.42316),(70 66.363014),(71 66.351036),(72 65.83954),(73 66.24348),(74 66.22474),(75 66.19723),(76 66.242195),(77 65.65465),(78 65.8825),(79 66.08239),
(1 29.273771),(2 39.544205),(3 44.91099),(4 48.789913),(5 52.06351),(6 54.022587),(7 55.46353),(8 55.94152),(9 56.124176),(10 56.190903),(11 56.556927),(12 56.396576),(13 57.02846),(14 58.037384),(15 58.63533),(16 59.1637),(17 59.4286),(18 60.48682),(19 60.54616),(20 60.777157),(21 60.691406),(22 61.204025),(23 61.129967),(24 60.777706),(25 61.237946),(26 61.481895),(27 61.816032),(28 62.023052),(29 62.35841),(30 62.632984),(31 62.703033),(32 63.17594),(33 63.417778),(34 64.044174),(35 64.44974),(36 64.64132),(37 64.10611),(38 64.89484),(39 64.28803),(40 64.13331),(41 64.33349),(42 64.38249),(43 64.61922),(44 65.48912),(45 65.69776),(46 65.58456),(47 66.27249),(48 66.22745),(49 66.45362),(50 66.42458),(51 66.41294),(52 66.05571),(53 66.39558),(54 66.868935),(55 67.33076),(56 66.79355),(57 67.17541),(58 67.53762),(59 67.42713),(60 67.88124),(61 67.82487),(62 68.58118),(63 68.4496),(64 68.49032),(65 68.44096),(66 68.7557),(67 68.63059),(68 68.3529),(69 68.3714),(70 67.98114),(71 68.4467),(72 67.83141),(73 67.90732),(74 68.362915),(75 67.62931),(76 67.89972),(77 68.17112),(78 68.03337),(79 67.980225),
(1 28.192875),(2 37.179028),(3 41.99659),(4 45.666405),(5 48.5773),(6 51.016644),(7 52.13003),(8 53.08817),(9 53.434116),(10 53.847282),(11 53.89921),(12 54.60708),(13 54.75305),(14 56.076275),(15 56.687473),(16 57.540104),(17 57.887016),(18 59.1359),(19 58.88261),(20 58.727634),(21 59.197628),(22 59.11769),(23 59.24355),(24 59.14688),(25 59.35591),(26 60.267345),(27 59.671352),(28 59.80381),(29 59.944485),(30 60.495457),(31 60.069855),(32 60.29789),(33 59.754604),(34 60.39868),(35 60.203842),(36 60.63238),(37 60.960365),(38 61.664654),(39 61.968422),(40 62.254757),(41 62.010315),(42 62.021347),(43 62.160904),(44 62.59399),(45 62.731216),(46 63.24773),(47 63.50456),(48 64.041),(49 64.08948),(50 64.86051),(51 65.204445),(52 64.858025),(53 65.056274),(54 64.71489),(55 65.24153),(56 65.33039),(57 65.437225),(58 65.78745),(59 65.483154),(60 65.179924),(61 64.921585),(62 65.67766),(63 65.54049),(64 65.49703),(65 65.23184),(66 65.38194),(67 64.8623),(68 64.928894),(69 64.69616),(70 64.62851),(71 64.13512),(72 63.957428),(73 63.41658),(74 64.21159),(75 63.477837),(76 63.71759),(77 63.763958),(78 63.818687),(79 63.56807),
(1 29.010185),(2 39.226997),(3 43.17777),(4 47.13877),(5 49.843285),(6 52.47653),(7 53.31197),(8 54.474762),(9 54.865837),(10 54.998825),(11 55.101925),(12 55.250324),(13 56.15206),(14 57.454193),(15 58.095314),(16 58.72911),(17 59.145733),(18 59.453457),(19 60.277397),(20 60.053093),(21 60.477867),(22 60.86145),(23 60.866837),(24 60.67604),(25 60.8347),(26 61.940075),(27 61.711205),(28 62.096275),(29 62.290634),(30 62.550507),(31 62.261005),(32 62.680573),(33 62.78719),(34 63.015526),(35 62.529884),(36 62.34545),(37 62.06263),(38 63.361874),(39 63.511887),(40 63.30475),(41 63.63933),(42 64.22677),(43 64.486145),(44 64.93829),(45 65.51496),(46 65.77687),(47 65.63346),(48 65.77732),(49 66.026794),(50 66.558754),(51 66.23128),(52 66.66223),(53 66.83804),(54 67.06377),(55 67.086136),(56 66.762375),(57 66.41043),(58 66.38327),(59 66.439606),(60 66.29258),(61 66.63856),(62 67.232414),(63 66.84526),(64 66.489746),(65 66.39307),(66 66.399925),(67 66.20467),(68 66.1177),(69 65.76862),(70 65.44076),(71 65.29147),(72 65.32175),(73 65.110054),(74 66.10649),(75 66.124054),(76 65.829315),(77 65.608604),(78 65.592285),(79 65.70081),
(1 28.571596),(2 37.87813),(3 42.41715),(4 46.02777),(5 48.587345),(6 51.11221),(7 52.24623),(8 53.69759),(9 54.10415),(10 53.89192),(11 54.24392),(12 53.950916),(13 53.975338),(14 55.123093),(15 55.707836),(16 56.111427),(17 56.87714),(18 57.41931),(19 57.972996),(20 58.18117),(21 58.518173),(22 59.151505),(23 58.94166),(24 58.999825),(25 58.89286),(26 59.820866),(27 59.62205),(28 59.78742),(29 59.949287),(30 60.148354),(31 60.333374),(32 60.15265),(33 59.610157),(34 59.831295),(35 58.970345),(36 59.383167),(37 59.59641),(38 61.18119),(39 60.73842),(40 60.663334),(41 61.2249),(42 61.594612),(43 61.2331),(44 61.57192),(45 61.60071),(46 61.341915),(47 61.282513),(48 61.481113),(49 61.078518),(50 61.95673),(51 61.58129),(52 61.51463),(53 61.69334),(54 61.508648),(55 61.719746),(56 61.96146),(57 62.05681),(58 62.331745),(59 61.614223),(60 61.7662),(61 61.795425),(62 62.252697),(63 62.692173),(64 62.71801),(65 62.737537),(66 62.740505),(67 63.012516),(68 62.716408),(69 62.22852),(70 62.95943),(71 62.30244),(72 62.06198),(73 61.92266),(74 62.174522),(75 61.997105),(76 62.142143),(77 62.89316),(78 63.02215),(79 63.18117),
(1 28.179111),(2 37.89016),(3 42.291615),(4 46.32394),(5 48.585323),(6 51.100456),(7 52.763443),(8 53.85658),(9 54.184193),(10 54.30821),(11 53.840824),(12 54.1278),(13 55.22654),(14 56.061172),(15 56.0907),(16 56.63907),(17 57.409523),(18 58.096203),(19 58.697704),(20 58.64157),(21 58.68842),(22 58.754105),(23 59.001152),(24 59.151363),(25 59.134365),(26 60.24018),(27 60.322277),(28 60.564503),(29 61.201065),(30 61.02629),(31 60.679905),(32 61.039154),(33 61.312256),(34 61.3845),(35 61.17657),(36 61.200825),(37 61.39306),(38 62.480946),(39 62.164635),(40 62.389538),(41 62.662098),(42 62.49453),(43 62.201885),(44 61.88035),(45 62.09002),(46 62.168076),(47 62.053417),(48 62.18325),(49 62.42993),(50 62.906193),(51 62.49379),(52 62.6702),(53 62.625343),(54 62.390106),(55 62.430973),(56 62.054497),(57 62.535183),(58 62.821358),(59 63.077576),(60 62.914116),(61 63.58613),(62 64.31569),(63 64.20112),(64 63.595078),(65 63.497944),(66 63.402092),(67 63.436604),(68 63.22843),(69 63.177586),(70 62.640182),(71 62.610764),(72 61.978718),(73 62.009903),(74 62.387585),(75 62.161236),(76 61.482784),(77 62.17577),(78 62.01537),(79 61.689667),
(1 28.63519),(2 38.13786),(3 42.780945),(4 46.023388),(5 48.762413),(6 51.307144),(7 52.843258),(8 53.4455),(9 53.68327),(10 53.86836),(11 53.899918),(12 53.891834),(13 54.66005),(14 55.534203),(15 55.885616),(16 56.675125),(17 57.403275),(18 58.05414),(19 58.443073),(20 58.466087),(21 59.08504),(22 58.86147),(23 58.659805),(24 58.851604),(25 59.301052),(26 60.459717),(27 59.892124),(28 59.55173),(29 60.226963),(30 60.753735),(31 61.25098),(32 61.1883),(33 61.194645),(34 60.932438),(35 61.135723),(36 61.24828),(37 61.323658),(38 61.95769),(39 61.617012),(40 61.849564),(41 61.995266),(42 61.720627),(43 62.20411),(44 62.218456),(45 62.462257),(46 62.26761),(47 62.55067),(48 62.23346),(49 62.241222),(50 62.944736),(51 63.041603),(52 63.040737),(53 63.16975),(54 62.951088),(55 63.117165),(56 63.27481),(57 62.969917),(58 63.25015),(59 63.05607),(60 63.11119),(61 63.255802),(62 64.060616),(63 63.976738),(64 63.715733),(65 63.74799),(66 63.60221),(67 63.529427),(68 63.497646),(69 63.396038),(70 63.354984),(71 62.737976),(72 62.60587),(73 62.74867),(74 63.736603),(75 63.014294),(76 62.713852),(77 62.59204),(78 62.807545),(79 63.06006),
(1 27.997095),(2 37.432255),(3 41.926098),(4 45.3141),(5 48.052128),(6 50.115364),(7 51.943127),(8 52.475548),(9 53.311348),(10 52.85084),(11 52.748642),(12 53.30833),(13 53.83972),(14 55.21714),(15 55.79782),(16 56.278397),(17 56.772697),(18 57.786793),(19 58.120094),(20 58.408848),(21 58.766308),(22 59.18326),(23 58.545055),(24 58.192352),(25 58.137535),(26 59.417347),(27 59.846252),(28 59.48394),(29 59.957737),(30 60.212303),(31 60.37214),(32 60.84399),(33 61.268345),(34 61.156467),(35 61.00057),(36 61.12967),(37 61.363518),(38 62.448174),(39 62.351887),(40 62.22408),(41 61.806355),(42 61.87881),(43 62.037216),(44 62.198597),(45 61.666855),(46 61.95108),(47 61.92603),(48 61.466095),(49 62.38931),(50 62.692562),(51 62.606358),(52 62.601215),(53 62.977226),(54 62.819534),(55 62.722683),(56 62.508995),(57 62.368233),(58 62.57696),(59 62.304405),(60 62.076263),(61 62.52055),(62 62.91712),(63 62.609783),(64 62.894814),(65 62.71554),(66 62.979313),(67 62.860218),(68 62.674805),(69 62.673847),(70 62.96393),(71 62.740593),(72 62.30231),(73 61.738953),(74 62.495552),(75 62.101727),(76 62.20077),(77 62.67061),(78 62.46758),(79 63.233967),
(1 28.163967),(2 37.663),(3 42.612732),(4 45.909607),(5 48.635754),(6 50.383526),(7 52.259895),(8 52.64577),(9 53.59396),(10 54.018993),(11 53.656208),(12 54.19604),(13 54.995235),(14 55.8487),(15 56.05893),(16 56.693134),(17 57.340317),(18 57.513306),(19 58.07758),(20 58.105114),(21 58.13691),(22 58.651684),(23 58.289425),(24 58.884544),(25 59.51581),(26 59.734436),(27 59.63328),(28 59.51352),(29 59.731396),(30 60.145744),(31 60.562164),(32 60.047535),(33 60.71179),(34 60.695503),(35 59.92535),(36 60.280895),(37 60.833538),(38 61.504936),(39 61.793682),(40 61.736446),(41 61.07306),(42 61.60132),(43 61.9628),(44 62.02555),(45 61.446964),(46 61.416096),(47 61.65208),(48 61.79382),(49 61.81307),(50 62.405064),(51 62.359154),(52 61.827816),(53 62.134327),(54 62.051785),(55 61.682877),(56 61.252213),(57 61.184242),(58 61.07922),(59 61.101475),(60 61.420467),(61 60.871246),(62 61.684586),(63 61.680912),(64 62.04125),(65 61.650887),(66 62.375732),(67 62.140156),(68 61.97527),(69 61.84276),(70 61.8085),(71 61.711975),(72 61.597458),(73 61.410236),(74 62.009323),(75 62.088852),(76 62.380615),(77 62.508778),(78 63.43307),(79 63.631107),
(1 27.572033),(2 37.13318),(3 41.38352),(4 45.852345),(5 48.906567),(6 50.908894),(7 52.17681),(8 53.030212),(9 53.68498),(10 53.675106),(11 53.54825),(12 53.399506),(13 54.155663),(14 55.120712),(15 54.999767),(16 55.441532),(17 55.921696),(18 56.488678),(19 56.801636),(20 57.34575),(21 57.40152),(22 57.738407),(23 57.649147),(24 57.36656),(25 57.759174),(26 58.59324),(27 58.585445),(28 58.445988),(29 59.210693),(30 60.41161),(31 60.429466),(32 61.023113),(33 61.19826),(34 61.61706),(35 61.303375),(36 61.166306),(37 61.637444),(38 61.989826),(39 62.40026),(40 62.20976),(41 62.081017),(42 62.097885),(43 62.901386),(44 63.27873),(45 63.585213),(46 63.399147),(47 63.301613),(48 63.105083),(49 63.482838),(50 63.99825),(51 63.705574),(52 63.342396),(53 62.856014),(54 63.275723),(55 63.398968),(56 63.666286),(57 63.722946),(58 63.14885),(59 63.168144),(60 63.437828),(61 63.588993),(62 64.15922),(63 64.133354),(64 63.76606),(65 63.83355),(66 63.547997),(67 63.30485),(68 62.892845),(69 62.96054),(70 63.59056),(71 63.253838),(72 62.692078),(73 62.59356),(74 63.514008),(75 63.204628),(76 63.188347),(77 63.09356),(78 63.20361),(79 62.980934),
(1 27.48752),(2 37.07604),(3 41.176666),(4 44.94882),(5 47.740833),(6 50.522137),(7 51.714333),(8 52.21739),(9 52.72586),(10 52.471756),(11 52.884552),(12 52.786892),(13 53.348328),(14 55.127537),(15 55.46084),(16 56.11338),(17 56.800587),(18 57.31065),(19 57.187862),(20 57.52903),(21 57.910347),(22 58.161175),(23 58.074505),(24 58.208576),(25 58.421597),(26 58.96073),(27 58.936905),(28 59.2171),(29 59.437412),(30 59.540398),(31 59.4159),(32 59.31217),(33 59.65779),(34 59.43845),(35 59.625507),(36 59.19803),(37 59.047424),(38 60.082626),(39 59.681328),(40 59.659683),(41 59.464756),(42 59.481762),(43 59.838158),(44 59.989822),(45 60.643623),(46 60.59025),(47 60.611237),(48 60.92245),(49 61.79328),(50 62.404686),(51 62.099037),(52 62.929504),(53 62.781223),(54 63.245102),(55 63.636765),(56 63.668385),(57 63.66586),(58 64.13323),(59 64.63887),(60 65.00074),(61 64.76354),(62 65.08851),(63 65.03648),(64 64.94707),(65 65.00637),(66 64.8496),(67 65.09413),(68 64.814735),(69 65.55966),(70 64.882095),(71 64.97563),(72 65.12556),(73 64.64792),(74 65.54005),(75 65.15187),(76 65.40448),(77 65.59432),(78 65.531876),(79 65.2401),
(1 27.633774),(2 36.60966),(3 41.436893),(4 44.88562),(5 47.136223),(6 49.21244),(7 50.52077),(8 51.385834),(9 52.132225),(10 51.816994),(11 52.140644),(12 52.35814),(13 53.12592),(14 55.02905),(15 54.77901),(16 55.987797),(17 56.567345),(18 56.37295),(19 56.58024),(20 56.767986),(21 57.111607),(22 57.65869),(23 57.748936),(24 57.9654),(25 57.681572),(26 58.10639),(27 58.177227),(28 59.021603),(29 59.471127),(30 58.73705),(31 59.438248),(32 59.41024),(33 58.895935),(34 59.091793),(35 59.233383),(36 59.319164),(37 59.476135),(38 60.036705),(39 59.747),(40 59.575962),(41 59.40182),(42 59.74732),(43 59.913223),(44 60.634174),(45 60.668846),(46 60.527107),(47 60.400116),(48 60.40105),(49 60.53985),(50 61.219124),(51 61.307594),(52 61.410275),(53 61.671547),(54 61.52261),(55 61.568394),(56 60.69708),(57 60.562103),(58 60.505726),(59 60.79401),(60 61.41162),(61 61.291534),(62 61.876083),(63 61.12889),(64 61.077625),(65 61.02964),(66 60.897064),(67 60.840736),(68 60.783592),(69 60.98078),(70 61.156136),(71 60.68604),(72 60.919357),(73 60.731636),(74 61.51163),(75 60.697872),(76 61.22555),(77 60.7806),(78 60.720203),(79 60.635838),
