1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 30791.09),(2 119316.94),(3 258535.28),(4 436793.3),(5 651622.6),(6 893860.4),(7 1162501.9),(8 1452309.6),(9 1758738.8),(10 2080556.5),(11 2401898.8),(12 2725615),(13 3039822.5),(14 3348506.5),(15 3640241.5),(16 3915076.8),(17 4177864.3),(18 4420790.5),(19 4631900.5),(20 4807084),(21 4937851.5),(22 5034330.5),(23 5097864),(24 5131372.5),(25 5141552),(26 5130532),(27 5103400.5),(28 5057684.5),(29 5010319.5),(30 4960250.5),(31 4913280),(32 4858509),(33 4795858),(34 4731612),(35 4668830),(36 4590421),(37 4507936.5),(38 4430131.5),(39 4355445),(40 4287542.5),(41 4231565),(42 4192073.8),(43 4173973.5),(44 4173035.3),(45 4186848.8),(46 4215797.5),(47 4261799),(48 4319016.5),(49 4384032.5),(50 4450325),(51 4504535.5),(52 4554247.5),(53 4592351.5),(54 4620379),(55 4638354),(56 4648596),(57 4658868),(58 4673404),(59 4683216),(60 4696575.5),(61 4706935.5),(62 4714889.5),(63 4719194),(64 4712144),(65 4694759),(66 4666202.5),(67 4628801.5),(68 4585692),(69 4525191.5),(70 4472829.5),(71 4411872.5),(72 4348658.5),(73 4281724.5),(74 4219385),(75 4162124.5),(76 4114782.5),(77 4069481),(78 4028171.8),(79 3992606.3),
(1 27202.914),(2 103471.35),(3 221078.7),(4 370339.25),(5 546259.1),(6 741038.94),(7 950098.06),(8 1174994.6),(9 1410967.4),(10 1647792.1),(11 1875271.6),(12 2096354.4),(13 2301336.3),(14 2489068),(15 2652344.5),(16 2790454.5),(17 2913785.3),(18 3020414),(19 3108619.3),(20 3177902),(21 3229467),(22 3266678),(23 3283614.8),(24 3294453.3),(25 3297299.8),(26 3293867.8),(27 3292500.3),(28 3291894),(29 3305554),(30 3327808.3),(31 3355896.8),(32 3383518),(33 3411429.3),(34 3444690.8),(35 3484182.3),(36 3516567.8),(37 3548036),(38 3587108.8),(39 3630106.3),(40 3668250),(41 3711669.8),(42 3756850.8),(43 3800631.3),(44 3847723.8),(45 3885399),(46 3926277.3),(47 3964519.3),(48 4002356.8),(49 4034672),(50 4062391.3),(51 4080282.3),(52 4098566),(53 4118210.8),(54 4129271.3),(55 4142034.8),(56 4144511.3),(57 4148176.8),(58 4148720.8),(59 4144660),(60 4144990.3),(61 4154758),(62 4166824.3),(63 4174339.3),(64 4167401.3),(65 4146151),(66 4110223.3),(67 4060106),(68 4006578),(69 3938350),(70 3878506.8),(71 3813132.8),(72 3736011.8),(73 3655849),(74 3577931.8),(75 3503948.8),(76 3432925.8),(77 3357245.3),(78 3285910.8),(79 3224239.3),
(1 24471.336),(2 94031.73),(3 200624.4),(4 334368.2),(5 485247.75),(6 644766.5),(7 807149.75),(8 974614.06),(9 1144625.9),(10 1311945.3),(11 1470046.5),(12 1617673.1),(13 1753208.8),(14 1864370.5),(15 1952171),(16 2016981.6),(17 2073282.5),(18 2115155.8),(19 2148817.5),(20 2172819.8),(21 2191882.3),(22 2214760),(23 2239899),(24 2268173.5),(25 2300217.3),(26 2332958.3),(27 2375797.5),(28 2426273.8),(29 2488751.8),(30 2555247.3),(31 2619838.5),(32 2680002.3),(33 2736476.3),(34 2793320.8),(35 2855203),(36 2908425),(37 2958063.3),(38 3016755.8),(39 3079726),(40 3141483.5),(41 3213634),(42 3295270.8),(43 3382754),(44 3474440.8),(45 3565898.3),(46 3663165.5),(47 3767236.5),(48 3865069.5),(49 3958315.5),(50 4042126),(51 4110309.8),(52 4183555.8),(53 4245797),(54 4288440.5),(55 4332840.5),(56 4358283.5),(57 4377153.5),(58 4387581.5),(59 4384105),(60 4371213.5),(61 4356637),(62 4331044.5),(63 4291733),(64 4235553.5),(65 4164406.5),(66 4082987.5),(67 3983882.3),(68 3872938),(69 3760570.3),(70 3645405.5),(71 3535692.5),(72 3424013.8),(73 3311470.8),(74 3206372.5),(75 3116981.8),(76 3032350),(77 2960248),(78 2895993),(79 2852599.8),
(1 22992.598),(2 88448.98),(3 187081.5),(4 307878.4),(5 440941.28),(6 578157.4),(7 714735.5),(8 846570.2),(9 976549.2),(10 1104049.4),(11 1222555.5),(12 1328350.5),(13 1421838.5),(14 1495025.1),(15 1546042.1),(16 1581076.8),(17 1605968.8),(18 1614314.9),(19 1625141.6),(20 1637226.9),(21 1652030.4),(22 1673996.1),(23 1704465),(24 1739163.9),(25 1778893.5),(26 1819265.9),(27 1869595.9),(28 1925511.6),(29 1991538.8),(30 2059702.5),(31 2125915),(32 2182903.3),(33 2237163.8),(34 2282375.3),(35 2325522),(36 2357714.8),(37 2376757.8),(38 2397180.8),(39 2414091.8),(40 2430540.8),(41 2450940.3),(42 2472010.5),(43 2496874.3),(44 2523951.8),(45 2555721.3),(46 2587398.5),(47 2621611.8),(48 2651229),(49 2679432.5),(50 2702372.5),(51 2718462.8),(52 2738191.8),(53 2756055),(54 2768970.3),(55 2788115.8),(56 2801213.8),(57 2811964.3),(58 2824913.3),(59 2838269.8),(60 2854978.5),(61 2873044.5),(62 2893054.5),(63 2910037.8),(64 2924084.8),(65 2932828.8),(66 2933218.3),(67 2920794),(68 2907733),(69 2890438.8),(70 2873771),(71 2853226),(72 2828367.8),(73 2801872.3),(74 2775439.3),(75 2751846.5),(76 2734613.5),(77 2722327),(78 2711044.5),(79 2706622.5),
(1 24229.834),(2 90373.7),(3 188122.56),(4 303497.56),(5 428032.8),(6 553529.75),(7 676532.25),(8 793593.75),(9 908302.1),(10 1017804.94),(11 1120079.8),(12 1214467.4),(13 1301867.5),(14 1380808.6),(15 1452022.9),(16 1527552.3),(17 1603919.4),(18 1683842.1),(19 1770771.3),(20 1861506.1),(21 1950225.4),(22 2026813.9),(23 2092922.1),(24 2141958),(25 2175424.3),(26 2200609.5),(27 2220471),(28 2231894),(29 2237837.8),(30 2236400.3),(31 2231913.3),(32 2219287),(33 2203774),(34 2183622.5),(35 2169485.3),(36 2156435.3),(37 2142642),(38 2130764.5),(39 2116275.5),(40 2095853.9),(41 2071910.9),(42 2043253.5),(43 2017930.1),(44 1998082.9),(45 1984195.4),(46 1980656.5),(47 1986718.3),(48 1996304),(49 2014648.3),(50 2037360.9),(51 2067055.1),(52 2095667.3),(53 2126127),(54 2159280.3),(55 2196205.5),(56 2225991),(57 2255052.5),(58 2288199.8),(59 2325064),(60 2355300.8),(61 2390898.8),(62 2432593),(63 2474114.3),(64 2514705.8),(65 2551269.8),(66 2584326),(67 2605199.5),(68 2624068.3),(69 2630048),(70 2631429),(71 2626122.8),(72 2616375.8),(73 2604610.3),(74 2592782.8),(75 2578390.5),(76 2557375.5),(77 2533486.5),(78 2501710.3),(79 2465621.3),
(1 24957.838),(2 91673.664),(3 186801.52),(4 297198.53),(5 413540.2),(6 531260.06),(7 647746.94),(8 760300.1),(9 871335.6),(10 979176.2),(11 1083807.4),(12 1184737.8),(13 1279964.5),(14 1369669.5),(15 1460043.1),(16 1556898.8),(17 1658891.8),(18 1770814.1),(19 1885572.3),(20 2000252),(21 2104945.5),(22 2193384.3),(23 2272475),(24 2338975),(25 2396590.3),(26 2447075),(27 2499051),(28 2545755.8),(29 2587898.3),(30 2626802.8),(31 2664917.8),(32 2694864.8),(33 2720647),(34 2745270.5),(35 2770355.5),(36 2794441),(37 2821772.8),(38 2846827.8),(39 2864645.8),(40 2876951.3),(41 2884779.8),(42 2884765),(43 2884586.8),(44 2882175.5),(45 2883667.3),(46 2883719.5),(47 2882094.3),(48 2874895.5),(49 2862950.3),(50 2847463.5),(51 2834210.3),(52 2810457.8),(53 2782245.3),(54 2758740.5),(55 2730929),(56 2695394.8),(57 2657798.3),(58 2616882.3),(59 2571959),(60 2523585),(61 2479291),(62 2438036),(63 2401340.8),(64 2368864),(65 2337097),(66 2309708.3),(67 2280542.5),(68 2255937),(69 2232951),(70 2213365.8),(71 2196758),(72 2178880.5),(73 2163591.8),(74 2151394.5),(75 2140608),(76 2127584.8),(77 2111240.3),(78 2089940.9),(79 2067905.8),
(1 19484.686),(2 71442.35),(3 143666.19),(4 225091),(5 313333.88),(6 403532.22),(7 493315.97),(8 581350.6),(9 671740.8),(10 764196.75),(11 858155.5),(12 950747.4),(13 1047578.06),(14 1148720.3),(15 1257392.3),(16 1376863.5),(17 1503490.5),(18 1636936.5),(19 1779849),(20 1922599.8),(21 2059262.8),(22 2190435.3),(23 2318567.8),(24 2441169.3),(25 2557753.3),(26 2667692.3),(27 2773477.8),(28 2864446.5),(29 2947647.5),(30 3012623),(31 3064595.5),(32 3100381.8),(33 3119181),(34 3123937),(35 3112876.3),(36 3085986.5),(37 3049449.3),(38 3008398.8),(39 2964937.3),(40 2911427.8),(41 2847771),(42 2778614.8),(43 2705590.3),(44 2633472.5),(45 2566653.8),(46 2502878),(47 2442521.3),(48 2381303.8),(49 2335017),(50 2294486.3),(51 2263738.8),(52 2235241),(53 2213849),(54 2203284.8),(55 2200305),(56 2198937.8),(57 2199256.3),(58 2199818.8),(59 2195949.5),(60 2191315),(61 2191192.3),(62 2192014.8),(63 2190717),(64 2186343.3),(65 2179949.5),(66 2170224.3),(67 2157639.5),(68 2141680.3),(69 2120162.8),(70 2096533.8),(71 2074116.9),(72 2050401),(73 2029381.6),(74 2010827.3),(75 1996186.1),(76 1984309.6),(77 1974525.4),(78 1964440),(79 1950394.1),
(1 17602.016),(2 62826.37),(3 123925.836),(4 193550.58),(5 268018.38),(6 347091.44),(7 426518.6),(8 505234.3),(9 583399.56),(10 659050.94),(11 736185.94),(12 812265.25),(13 890750.44),(14 969460.8),(15 1049546.1),(16 1131730.8),(17 1218973.1),(18 1303317.4),(19 1388836.9),(20 1467466.9),(21 1544451.9),(22 1613938.9),(23 1681135.1),(24 1743617.8),(25 1801697.1),(26 1854718.1),(27 1905718.8),(28 1950713),(29 1995893.8),(30 2033601),(31 2065096.5),(32 2092519.5),(33 2114745.3),(34 2134430.5),(35 2152265.8),(36 2168051.8),(37 2180416.5),(38 2194773.8),(39 2208740.8),(40 2216939.3),(41 2223198.3),(42 2224455),(43 2223214),(44 2219774),(45 2214665.3),(46 2214421.8),(47 2218198.8),(48 2224748),(49 2239279.3),(50 2255802.5),(51 2272185.3),(52 2291833.3),(53 2315443.5),(54 2343441.8),(55 2372143.5),(56 2387746.3),(57 2399855.5),(58 2399714.5),(59 2383330.3),(60 2358716),(61 2330187),(62 2293744.8),(63 2247934),(64 2198766.5),(65 2152299.3),(66 2107006.5),(67 2059294),(68 2007954.6),(69 1961129.8),(70 1912975.6),(71 1870587.1),(72 1835180.4),(73 1805118.6),(74 1786189.9),(75 1774952.9),(76 1763094.8),(77 1757679.1),(78 1751370.1),(79 1742050.6),
(1 21015.406),(2 75255.805),(3 149077.8),(4 231944.1),(5 322041.6),(6 419826.28),(7 521088.16),(8 620435.7),(9 715998.5),(10 800102.56),(11 871984.1),(12 934212.8),(13 990458.75),(14 1040885.75),(15 1086415.6),(16 1134303.4),(17 1182733.6),(18 1230298.6),(19 1279820.6),(20 1326527.9),(21 1371049.6),(22 1411361.5),(23 1453058.8),(24 1488614.5),(25 1521357.3),(26 1549837.8),(27 1575340.8),(28 1595844.5),(29 1612550.3),(30 1627107.3),(31 1641535.3),(32 1661885),(33 1689317.4),(34 1721471),(35 1756486.9),(36 1799134.8),(37 1844766),(38 1891459),(39 1935884.6),(40 1974718.5),(41 2006403.8),(42 2029807.4),(43 2043347.3),(44 2050658),(45 2054104.8),(46 2060038.4),(47 2066203),(48 2070858.3),(49 2075537.3),(50 2082472),(51 2094399.8),(52 2115088.8),(53 2133906.8),(54 2152179.3),(55 2169106.8),(56 2179933.8),(57 2188453.8),(58 2196306),(59 2201246.5),(60 2201476.8),(61 2203896),(62 2205155),(63 2200974.5),(64 2194215),(65 2188272),(66 2182363),(67 2169375.5),(68 2151791),(69 2130700.5),(70 2106467.8),(71 2088975.8),(72 2078252.6),(73 2070361.3),(74 2071417.8),(75 2079571),(76 2088823),(77 2104118),(78 2116981),(79 2123879),
(1 21115.297),(2 74247.22),(3 146111.25),(4 228531),(5 317648.3),(6 413187.66),(7 511443.56),(8 610885.75),(9 705098),(10 788790.6),(11 864050.4),(12 933714.8),(13 1003032.9),(14 1070789.3),(15 1138494.4),(16 1210120.8),(17 1284988.8),(18 1357438.9),(19 1432771.4),(20 1504375.8),(21 1573889.3),(22 1646458.9),(23 1719998),(24 1787909.3),(25 1846964.4),(26 1890563.6),(27 1922849.3),(28 1946237.9),(29 1970400.3),(30 1998858.4),(31 2036940.1),(32 2088628.1),(33 2147984.8),(34 2211866.3),(35 2276329.3),(36 2337845.5),(37 2392646),(38 2444649),(39 2486164.8),(40 2521008.8),(41 2551353.8),(42 2574408),(43 2589589.3),(44 2597716.8),(45 2602514.5),(46 2600611.5),(47 2591487.3),(48 2570263),(49 2545271.3),(50 2511077.5),(51 2467674),(52 2414338.3),(53 2349241),(54 2277663.8),(55 2202986.8),(56 2124589.5),(57 2046939.3),(58 1976088.3),(59 1911253.4),(60 1855647.8),(61 1805574.6),(62 1757705.8),(63 1706706),(64 1653249.1),(65 1602326.6),(66 1555843),(67 1512986),(68 1475746.9),(69 1444062.3),(70 1428011.3),(71 1419369.1),(72 1415419.3),(73 1415893.3),(74 1421654),(75 1429216.5),(76 1438876.1),(77 1448565),(78 1458064),(79 1473651.6),
(1 21348.47),(2 76133.02),(3 150742.25),(4 235823.98),(5 325810.88),(6 420367.84),(7 514761.38),(8 605446.75),(9 687480.9),(10 756803.3),(11 818696.1),(12 875398.7),(13 929394.3),(14 982686.5),(15 1036906.2),(16 1090706.3),(17 1143146.1),(18 1189469.4),(19 1233555),(20 1281948.5),(21 1329969.9),(22 1378709.1),(23 1427816.6),(24 1470459.4),(25 1503979.4),(26 1533341.8),(27 1564675.8),(28 1599527.6),(29 1646770.8),(30 1708859.8),(31 1782239.5),(32 1863349.5),(33 1948651),(34 2033279.5),(35 2118434.3),(36 2199900),(37 2269254.8),(38 2333899.8),(39 2390500),(40 2443206.3),(41 2486088.3),(42 2516333.8),(43 2534019),(44 2545020.3),(45 2554580),(46 2563083),(47 2563517.8),(48 2556636.8),(49 2540614),(50 2505701.5),(51 2454917.5),(52 2392874),(53 2324659.8),(54 2253166.5),(55 2181993.3),(56 2109705.5),(57 2044432.5),(58 1985655.8),(59 1928432.9),(60 1870687.8),(61 1811176.9),(62 1753885.6),(63 1696253.5),(64 1640431.4),(65 1587412.6),(66 1535949.5),(67 1488044.1),(68 1441297.9),(69 1394964.6),(70 1355294.6),(71 1319115.3),(72 1285260),(73 1254804),(74 1224434.4),(75 1196584),(76 1173373),(77 1157594.9),(78 1145373.6),(79 1140340.1),
(1 21925.795),(2 79097.15),(3 156658.53),(4 241852.33),(5 330356.13),(6 420159.38),(7 506278.66),(8 588049.25),(9 663720.06),(10 729128.25),(11 788190.06),(12 839407.6),(13 889858.44),(14 933920.25),(15 970829.9),(16 1006850),(17 1040308),(18 1068615.4),(19 1095647.8),(20 1122036.1),(21 1146237),(22 1169562.6),(23 1191649.5),(24 1210783.9),(25 1226423.6),(26 1242310.6),(27 1253758),(28 1263336),(29 1277273.3),(30 1296213.8),(31 1319339.4),(32 1344159.8),(33 1366017.1),(34 1388662.1),(35 1413091.6),(36 1438721.3),(37 1462447.3),(38 1483118.5),(39 1501056.5),(40 1511340.6),(41 1518796.3),(42 1526051.8),(43 1538032),(44 1559064.5),(45 1585035.5),(46 1613178.3),(47 1641851.6),(48 1668663.4),(49 1695653.5),(50 1711866.8),(51 1715814.4),(52 1717487.8),(53 1717909.5),(54 1711250.4),(55 1706364.3),(56 1699358.6),(57 1688557.4),(58 1671392.6),(59 1649936),(60 1624600),(61 1595956),(62 1563179.8),(63 1527507.5),(64 1488555.5),(65 1446242.6),(66 1405347.4),(67 1367893.1),(68 1339552.6),(69 1313790.5),(70 1291171.5),(71 1271152.4),(72 1252995.5),(73 1238565),(74 1228276.3),(75 1227908),(76 1231652.8),(77 1242593.9),(78 1255626.6),(79 1275574.5),
(1 22469.371),(2 81128.08),(3 160978.28),(4 249747.06),(5 336235.78),(6 419007.03),(7 496082.13),(8 566030.7),(9 623758.6),(10 666336.25),(11 701623.75),(12 729624.7),(13 758662.8),(14 790015.4),(15 828448.2),(16 875337.3),(17 927642.06),(18 975374.6),(19 1020265.3),(20 1063371.5),(21 1102491.5),(22 1139502.6),(23 1170376.8),(24 1195367.5),(25 1213143.1),(26 1223538.6),(27 1234415.1),(28 1246641.9),(29 1265062.3),(30 1291968.8),(31 1322131.3),(32 1353267.4),(33 1380433),(34 1401515.8),(35 1417717.3),(36 1426782.1),(37 1427343.9),(38 1419936.1),(39 1410355.8),(40 1398948.9),(41 1390010.5),(42 1380647.5),(43 1373337.1),(44 1364746.9),(45 1352380.9),(46 1336954.6),(47 1319506),(48 1299942.8),(49 1275826),(50 1247260.4),(51 1218563),(52 1191312.5),(53 1173205.6),(54 1162399.9),(55 1159899),(56 1159365.3),(57 1158375.3),(58 1157767.6),(59 1154448.1),(60 1148337.3),(61 1140756.1),(62 1129460.3),(63 1116944.4),(64 1100307.5),(65 1086858.4),(66 1079294.4),(67 1077784),(68 1082600.5),(69 1088608.9),(70 1094634.8),(71 1100671.5),(72 1103280.5),(73 1105055.4),(74 1110162),(75 1118270.4),(76 1126276.1),(77 1141772.5),(78 1160504.3),(79 1184275.1),
(1 24630.172),(2 87817.05),(3 174519.1),(4 269298.25),(5 360542.4),(6 446602.03),(7 523801.78),(8 591063.1),(9 644758.44),(10 683833.4),(11 710936.94),(12 730495.1),(13 751501.1),(14 778360),(15 812195.1),(16 851072.7),(17 892558.75),(18 931079.3),(19 969158.25),(20 1007739.94),(21 1042114.5),(22 1068016.1),(23 1084944.3),(24 1096700.1),(25 1105853.8),(26 1113003),(27 1126224.1),(28 1142634.5),(29 1163891.9),(30 1188534.4),(31 1215135.3),(32 1240353.4),(33 1257722),(34 1263133.4),(35 1260479.1),(36 1253488.5),(37 1242148),(38 1230770.9),(39 1219352.5),(40 1209982.6),(41 1200915.3),(42 1185589.9),(43 1167838.3),(44 1149682.6),(45 1133768),(46 1121659.9),(47 1111641.9),(48 1102405.6),(49 1091820.8),(50 1076241.3),(51 1062000.8),(52 1049731.8),(53 1044357.3),(54 1042734.75),(55 1045584.8),(56 1051020.1),(57 1056411.3),(58 1060717.9),(59 1064878.6),(60 1072058.9),(61 1079494.4),(62 1089902.5),(63 1102206.3),(64 1114042.3),(65 1127782.8),(66 1138243),(67 1145891.5),(68 1149089.4),(69 1150217.8),(70 1148890.3),(71 1147925),(72 1146091.9),(73 1147412.1),(74 1150057.3),(75 1152972.5),(76 1152600.4),(77 1150229.1),(78 1145893.6),(79 1144589.1),
(1 23980.283),(2 84523.945),(3 165743.9),(4 253997.86),(5 342335.66),(6 427070.84),(7 502325.13),(8 563174.25),(9 608391.4),(10 637928.75),(11 656378.25),(12 667842.4),(13 680735),(14 699290.56),(15 727174.8),(16 760984.2),(17 801069.3),(18 839928.7),(19 880373.6),(20 921115.94),(21 952247.6),(22 971738.94),(23 982565.44),(24 986635.75),(25 989285.44),(26 996674.7),(27 1008987.4),(28 1025999.44),(29 1048220),(30 1070600.8),(31 1089976),(32 1102699.8),(33 1103441.1),(34 1092668.3),(35 1073588.9),(36 1050238.3),(37 1027268.6),(38 1005787.94),(39 988494.25),(40 972241),(41 954167.1),(42 936297.6),(43 923817.7),(44 915770.7),(45 912921.44),(46 911236),(47 905931.56),(48 899933),(49 892926.06),(50 886200.4),(51 885453.5),(52 895198.75),(53 917150.4),(54 942455.6),(55 970728),(56 1000817),(57 1032917.5),(58 1065645.1),(59 1095113.3),(60 1121862.3),(61 1145552),(62 1170152.9),(63 1195766.9),(64 1221854),(65 1246394.1),(66 1267876.8),(67 1285690.9),(68 1299866),(69 1306237.1),(70 1309851.9),(71 1313373.8),(72 1315875.4),(73 1317492.6),(74 1317111.1),(75 1311112.1),(76 1300861.1),(77 1288625.1),(78 1274747.1),(79 1262169.8),
(1 24456.814),(2 87678.04),(3 175013.08),(4 272256.9),(5 368925.16),(6 457805.66),(7 533896.25),(8 594217.5),(9 638934.4),(10 669295.8),(11 692125.75),(12 706577.5),(13 720337.3),(14 738385.4),(15 762202.6),(16 788156.94),(17 814586.1),(18 833387.25),(19 851112.9),(20 867972.75),(21 875263.06),(22 877697.25),(23 879286.1),(24 882203.3),(25 888695.8),(26 898807.9),(27 913171.8),(28 932002.9),(29 957422.7),(30 987143.6),(31 1016866.3),(32 1043659.06),(33 1065633.8),(34 1081258.4),(35 1090570.3),(36 1095214.5),(37 1100983.8),(38 1108990.4),(39 1117183.9),(40 1123265.6),(41 1122831.3),(42 1116770.9),(43 1110472.4),(44 1102143.3),(45 1092088.6),(46 1079487.4),(47 1063900.6),(48 1047573.1),(49 1033314.1),(50 1020931.25),(51 1011310.2),(52 1011563.44),(53 1019522.5),(54 1025963.6),(55 1032839.7),(56 1037612),(57 1038323.7),(58 1038139.9),(59 1037566.4),(60 1035574.3),(61 1034319.3),(62 1036596.2),(63 1038264.3),(64 1038190.7),(65 1034894.94),(66 1029714.2),(67 1025579.44),(68 1019285.7),(69 1013676.1),(70 1012642.5),(71 1012445.5),(72 1013386.1),(73 1014367.7),(74 1013362.94),(75 1006618.1),(76 996401.25),(77 986265.5),(78 977365.8),(79 971256.4),
(1 21689.482),(2 77747.26),(3 155544.56),(4 241590.69),(5 326418.63),(6 403114.5),(7 466702.75),(8 514601.44),(9 549322.5),(10 572776.5),(11 589553.3),(12 601701.6),(13 617012.6),(14 635281.06),(15 656755.3),(16 678040.06),(17 697453.6),(18 709391.2),(19 719408.4),(20 724798.3),(21 720790),(22 712344.2),(23 702266.7),(24 693453.9),(25 688424.1),(26 690054.44),(27 699190.94),(28 714540),(29 734972.8),(30 757595.56),(31 778898.3),(32 796028.56),(33 808786.9),(34 816160.7),(35 822273.94),(36 827628.2),(37 836686.1),(38 848987.4),(39 861243.3),(40 870253.44),(41 874193.44),(42 869757.75),(43 860526.94),(44 847090.25),(45 833498.5),(46 820665.1),(47 809983.4),(48 803111.1),(49 799094.7),(50 796359.75),(51 794519.3),(52 793540),(53 792971.4),(54 787999.8),(55 781242.5),(56 772884.25),(57 766889.44),(58 764537.3),(59 768792.6),(60 776525.9),(61 788165.3),(62 800751.56),(63 814681.25),(64 825306.06),(65 833121.3),(66 840002.9),(67 846488.56),(68 853054.56),(69 857329.3),(70 858619.1),(71 857152.56),(72 853902.25),(73 849649.94),(74 842636.25),(75 832734.75),(76 821916.2),(77 813380.06),(78 807242.1),(79 802795.94),
(1 20226.049),(2 72075.43),(3 141958.63),(4 218853.31),(5 294099.88),(6 361515.06),(7 414734.16),(8 451801.03),(9 476154.44),(10 494043.6),(11 511887.56),(12 532247.8),(13 559818.25),(14 593623.44),(15 631813.1),(16 671362.4),(17 706145.44),(18 732546.9),(19 752490.5),(20 760870.56),(21 756975.44),(22 747023.8),(23 734801.6),(24 724124.9),(25 719624.94),(26 723731.8),(27 732629.25),(28 740736.2),(29 747571.3),(30 750419.1),(31 747546.75),(32 737496.8),(33 725228.5),(34 713135.2),(35 703016.4),(36 696711.5),(37 694143.7),(38 695327.06),(39 699712.4),(40 704426.4),(41 706147.44),(42 704840.2),(43 703424.6),(44 704505.75),(45 709945.9),(46 717870.7),(47 728003.7),(48 739723),(49 750085.2),(50 756397.2),(51 759857.75),(52 762116.94),(53 762670.1),(54 758454.75),(55 750044.4),(56 739492.56),(57 727394.06),(58 715302.1),(59 707191.4),(60 701853.94),(61 698979.3),(62 699793.6),(63 706522.75),(64 716442.9),(65 728816.3),(66 741756.7),(67 753099.2),(68 762459.44),(69 773174.44),(70 780011.7),(71 785698.1),(72 790704.6),(73 795803.8),(74 801335),(75 806516.9),(76 814155.3),(77 823599.8),(78 833593.56),(79 842017.75),
