1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 71872.94),(2 201894.63),(3 399591.5),(4 617583.3),(5 865222.25),(6 1125526.1),(7 1405236.5),(8 1699198.6),(9 2018341.4),(10 2353807.3),(11 2715349.3),(12 3092166),(13 3477120),(14 3829288.8),(15 4127780),(16 4435180.5),(17 4705360.5),(18 4999050.5),(19 5306492.5),(20 5633370.5),(21 5940004.5),(22 6252483.5),(23 6567780.5),(24 6853701.5),(25 7168338.5),(26 7446158.5),(27 7793746),(28 8104359.5),(29 8430867),(30 8687978),(31 8959927),(32 9185623),(33 9409381),(34 9615467),(35 9829779),(36 10093895),(37 10441825),(38 10792473),(39 11172001),(40 11460640),(41 11734992),(42 11990625),(43 12176603),(44 12351679),(45 12521741),(46 12723756),(47 12916164),(48 13068796),(49 13267841),(50 13406455),(51 13633309),(52 13829569),(53 14136412),(54 14461705),(55 14750312),(56 14990591),(57 15183360),(58 15333957),(59 15516117),(60 15642045),(61 15651056),(62 15624676),(63 15594133),(64 15509131),(65 15463392),(66 15518143),(67 15495068),(68 15468277),(69 15526235),(70 15581939),(71 15644776),(72 15636963),(73 15588997),(74 15457444),(75 15275781),(76 15184432),(77 15020369),(78 14913921),(79 14900805),
(1 53.85947),(2 64.70114),(3 67.355194),(4 70.73703),(5 72.16297),(6 74.43242),(7 75.32899),(8 76.37127),(9 77.76202),(10 77.41816),(11 77.62405),(12 77.69328),(13 77.84278),(14 78.092735),(15 76.7323),(16 77.32486),(17 77.716934),(18 77.59544),(19 77.34311),(20 77.69352),(21 77.1501),(22 77.146225),(23 76.380615),(24 76.640976),(25 77.056305),(26 77.62383),(27 76.235214),(28 77.05077),(29 77.46145),(30 76.90297),(31 76.692406),(32 76.60504),(33 77.38569),(34 77.2728),(35 76.73111),(36 77.53193),(37 78.95601),(38 79.565544),(39 78.16034),(40 78.9055),(41 78.562744),(42 79.333755),(43 80.00883),(44 79.98125),(45 80.44839),(46 79.055214),(47 79.63966),(48 79.281975),(49 79.945404),(50 79.67946),(51 77.73733),(52 78.12516),(53 78.059395),(54 78.007034),(55 77.94123),(56 77.51503),(57 77.66167),(58 78.143845),(59 77.60951),(60 78.146484),(61 78.870186),(62 79.13804),(63 77.95263),(64 77.41948),(65 78.085396),(66 78.258675),(67 77.34268),(68 76.829765),(69 77.28457),(70 76.7181),(71 77.31259),(72 77.206024),(73 78.03015),(74 78.08555),(75 77.5492),(76 77.55846),(77 77.3591),(78 77.59249),(79 76.546425),
(1 55.184097),(2 65.05648),(3 67.67418),(4 71.18256),(5 73.08788),(6 74.324326),(7 75.836586),(8 76.84302),(9 76.808784),(10 78.56384),(11 77.91412),(12 77.59906),(13 78.34478),(14 79.57142),(15 77.82975),(16 78.40419),(17 78.0915),(18 78.88968),(19 78.10056),(20 78.16754),(21 77.851456),(22 77.45136),(23 76.95109),(24 77.220245),(25 77.92802),(26 77.4729),(27 76.1881),(28 76.88624),(29 76.977036),(30 76.7538),(31 76.475494),(32 76.42675),(33 75.82236),(34 77.63853),(35 76.42708),(36 76.79986),(37 77.530396),(38 77.863594),(39 77.34896),(40 77.644775),(41 78.404816),(42 78.68744),(43 79.60708),(44 79.36188),(45 79.404976),(46 79.95424),(47 79.89833),(48 79.80213),(49 79.14369),(50 80.34014),(51 79.60023),(52 79.72223),(53 78.85637),(54 78.20679),(55 78.107086),(56 78.616615),(57 79.93143),(58 78.24863),(59 78.62267),(60 80.331085),(61 79.83585),(62 80.36443),(63 79.23958),(64 79.727646),(65 79.46021),(66 79.59199),(67 78.40626),(68 76.95334),(69 77.828316),(70 78.50991),(71 79.09453),(72 79.36003),(73 79.47375),(74 80.09507),(75 78.38672),(76 78.12161),(77 78.24162),(78 78.876274),(79 79.30022),
(1 53.029373),(2 63.158016),(3 66.27809),(4 69.58431),(5 71.28852),(6 73.1293),(7 74.13718),(8 75.91159),(9 76.97266),(10 76.61612),(11 76.38129),(12 76.922615),(13 77.11401),(14 77.45701),(15 77.02992),(16 76.02006),(17 76.346695),(18 76.299934),(19 76.061485),(20 76.36204),(21 76.4611),(22 75.51551),(23 75.437035),(24 76.23274),(25 76.52233),(26 76.54789),(27 74.6511),(28 74.53168),(29 74.72885),(30 74.52079),(31 74.884926),(32 74.89694),(33 75.626465),(34 75.62279),(35 75.712105),(36 76.424736),(37 77.02898),(38 77.12103),(39 76.002075),(40 76.78379),(41 77.25136),(42 76.949005),(43 77.25065),(44 77.422226),(45 77.73249),(46 78.14749),(47 78.97963),(48 79.691986),(49 80.139435),(50 79.704636),(51 77.61006),(52 78.09713),(53 78.16298),(54 78.169044),(55 77.796776),(56 77.45718),(57 77.63882),(58 77.62668),(59 78.03589),(60 78.23985),(61 79.212234),(62 78.961105),(63 77.8891),(64 77.60956),(65 77.2501),(66 77.35428),(67 76.63493),(68 75.52622),(69 74.86509),(70 74.83402),(71 75.62401),(72 76.26786),(73 77.24366),(74 77.59274),(75 76.299576),(76 76.37229),(77 76.647255),(78 76.90534),(79 76.51529),
(1 52.328968),(2 61.771675),(3 65.11684),(4 68.15531),(5 70.73992),(6 71.1875),(7 73.072105),(8 73.948326),(9 74.5627),(10 75.87705),(11 76.46455),(12 77.27319),(13 76.78738),(14 77.66393),(15 76.432045),(16 76.34851),(17 76.12536),(18 76.79967),(19 77.08711),(20 76.027145),(21 75.11516),(22 75.33556),(23 74.628586),(24 75.55525),(25 75.5043),(26 76.228485),(27 75.04334),(28 75.40176),(29 75.567726),(30 75.06887),(31 75.42804),(32 75.193375),(33 75.506805),(34 75.04333),(35 74.78002),(36 75.75913),(37 75.6743),(38 75.697914),(39 74.87059),(40 76.05324),(41 76.06175),(42 77.03879),(43 77.445145),(44 78.04852),(45 79.67945),(46 77.62581),(47 77.6981),(48 77.90804),(49 79.061),(50 78.66896),(51 76.81132),(52 77.50116),(53 77.63456),(54 76.534256),(55 76.247246),(56 76.161285),(57 76.252106),(58 76.69741),(59 76.04251),(60 76.566574),(61 77.985214),(62 77.02562),(63 76.25218),(64 76.086426),(65 76.082184),(66 75.94862),(67 75.73352),(68 76.07441),(69 76.080215),(70 76.00938),(71 76.42071),(72 76.9632),(73 76.75277),(74 76.4933),(75 74.49411),(76 75.183525),(77 76.22144),(78 76.47459),(79 76.3578),
(1 52.391956),(2 62.509758),(3 65.86252),(4 68.57221),(5 70.985146),(6 72.093445),(7 73.94456),(8 75.11471),(9 76.246475),(10 76.3504),(11 76.527824),(12 76.63081),(13 76.2067),(14 76.803764),(15 75.76066),(16 75.740845),(17 75.10714),(18 75.54304),(19 75.60162),(20 75.79369),(21 74.785416),(22 74.64649),(23 75.52291),(24 75.50535),(25 75.75148),(26 75.8774),(27 74.92505),(28 75.4948),(29 75.61168),(30 75.42471),(31 75.1922),(32 75.60482),(33 74.41486),(34 75.11274),(35 75.26822),(36 76.43943),(37 75.76128),(38 75.532776),(39 74.43595),(40 75.71522),(41 75.453545),(42 76.66975),(43 77.63324),(44 78.37024),(45 79.20526),(46 78.38074),(47 78.41758),(48 78.298134),(49 78.715195),(50 78.30596),(51 76.9701),(52 77.11567),(53 77.49823),(54 76.0144),(55 76.07481),(56 75.0815),(57 75.28758),(58 75.42434),(59 75.97336),(60 76.52079),(61 77.18819),(62 77.330154),(63 75.74919),(64 76.053856),(65 76.32251),(66 76.46588),(67 75.809166),(68 74.735344),(69 75.36015),(70 76.00654),(71 75.7976),(72 76.45416),(73 76.484245),(74 76.93656),(75 75.54229),(76 76.4365),(77 76.33862),(78 76.99016),(79 76.12179),
(1 51.001934),(2 59.509132),(3 62.93415),(4 66.55677),(5 69.101494),(6 69.96689),(7 71.425446),(8 72.37788),(9 73.37847),(10 73.62609),(11 74.18398),(12 74.110275),(13 74.45235),(14 74.67031),(15 73.388885),(16 73.9334),(17 73.500946),(18 72.759026),(19 73.98971),(20 73.42441),(21 72.76423),(22 72.66114),(23 72.036934),(24 72.86896),(25 72.56222),(26 73.08197),(27 71.27241),(28 71.86825),(29 71.96392),(30 73.06072),(31 72.14764),(32 72.163445),(33 71.81093),(34 71.77316),(35 72.18282),(36 72.4185),(37 72.24389),(38 72.683266),(39 72.726295),(40 72.5214),(41 71.85202),(42 72.868126),(43 74.23976),(44 74.807175),(45 75.03124),(46 75.42308),(47 74.89206),(48 75.35448),(49 75.670006),(50 75.64206),(51 74.15556),(52 74.39508),(53 74.33297),(54 73.89528),(55 73.67525),(56 73.35164),(57 74.04459),(58 73.46538),(59 74.26471),(60 74.83949),(61 75.07148),(62 75.29571),(63 74.102425),(64 74.31943),(65 74.10116),(66 73.95019),(67 73.99896),(68 72.76332),(69 72.862015),(70 72.37381),(71 72.936226),(72 72.83614),(73 73.517365),(74 74.63379),(75 72.94736),(76 73.43698),(77 73.30817),(78 73.67344),(79 72.836044),
(1 51.252537),(2 61.309227),(3 64.93324),(4 67.45952),(5 69.55011),(6 71.07874),(7 73.08279),(8 73.304054),(9 74.38458),(10 75.541626),(11 76.48645),(12 75.60624),(13 75.83297),(14 77.1011),(15 74.75099),(16 74.63082),(17 73.79888),(18 74.608574),(19 75.538925),(20 75.16894),(21 75.252174),(22 74.653114),(23 73.71929),(24 73.74457),(25 74.42485),(26 73.902695),(27 73.069695),(28 73.681404),(29 73.86411),(30 73.89682),(31 73.89611),(32 72.95603),(33 73.69539),(34 74.14226),(35 75.016785),(36 75.654945),(37 76.7071),(38 76.62484),(39 75.31564),(40 75.795395),(41 75.64134),(42 75.94076),(43 77.428215),(44 77.32106),(45 78.80966),(46 78.922195),(47 79.03821),(48 79.30604),(49 79.03285),(50 78.13622),(51 76.98826),(52 77.31279),(53 77.07905),(54 76.85572),(55 76.03276),(56 75.54685),(57 75.52814),(58 75.526085),(59 75.91871),(60 76.96568),(61 77.356),(62 76.61346),(63 75.20844),(64 76.2886),(65 76.33043),(66 77.273476),(67 77.441),(68 76.187584),(69 75.249344),(70 74.52379),(71 74.64961),(72 74.182976),(73 75.026695),(74 75.69534),(75 74.40886),(76 74.54683),(77 74.14907),(78 74.540726),(79 74.5388),
(1 51.60856),(2 60.26716),(3 63.915283),(4 66.63244),(5 69.66404),(6 70.948524),(7 72.58016),(8 72.57327),(9 73.03217),(10 73.53155),(11 73.686264),(12 74.24661),(13 75.56094),(14 75.60877),(15 72.75035),(16 73.43059),(17 73.062874),(18 72.73696),(19 72.90655),(20 72.53195),(21 72.34275),(22 72.296974),(23 72.631714),(24 72.28712),(25 72.48129),(26 73.542366),(27 71.833786),(28 73.23104),(29 73.972595),(30 72.65993),(31 73.0982),(32 73.045105),(33 71.729164),(34 72.87092),(35 72.63856),(36 73.71135),(37 73.89703),(38 73.94894),(39 73.473366),(40 74.29605),(41 73.92339),(42 74.18799),(43 74.24521),(44 75.778336),(45 75.86508),(46 75.59295),(47 75.482735),(48 76.23956),(49 75.9861),(50 76.09479),(51 73.435356),(52 74.89814),(53 75.525505),(54 74.89395),(55 74.33266),(56 74.22366),(57 73.39693),(58 73.290085),(59 74.245346),(60 74.50164),(61 75.30743),(62 75.41535),(63 74.8377),(64 74.4217),(65 74.70777),(66 74.347916),(67 73.901184),(68 72.99201),(69 73.1713),(70 73.62666),(71 73.66792),(72 73.37265),(73 74.054405),(74 74.125786),(75 72.69991),(76 72.8998),(77 72.58304),(78 72.59109),(79 73.55512),
(1 51.961487),(2 61.614487),(3 65.22633),(4 68.17294),(5 70.9135),(6 72.47829),(7 72.86933),(8 74.28121),(9 75.96544),(10 75.760735),(11 75.73277),(12 75.72101),(13 76.08915),(14 75.93103),(15 74.64065),(16 75.996284),(17 75.57657),(18 75.57258),(19 75.04253),(20 75.19581),(21 73.28984),(22 73.89829),(23 74.09169),(24 73.632256),(25 73.81286),(26 74.74922),(27 73.2683),(28 73.600075),(29 73.09514),(30 73.39189),(31 73.033),(32 72.3928),(33 72.39829),(34 73.32007),(35 73.05382),(36 74.11031),(37 74.337074),(38 75.50392),(39 74.48337),(40 74.8852),(41 74.15672),(42 76.2272),(43 77.02415),(44 77.34755),(45 76.891846),(46 75.932625),(47 76.27344),(48 76.97249),(49 76.50993),(50 77.54609),(51 75.85723),(52 75.876686),(53 76.98652),(54 75.579155),(55 75.597176),(56 75.09891),(57 75.77674),(58 76.04517),(59 76.11098),(60 76.50054),(61 75.58106),(62 75.51664),(63 74.97697),(64 74.806145),(65 74.91978),(66 75.18802),(67 73.92006),(68 72.76838),(69 73.04793),(70 73.49412),(71 73.469925),(72 73.866745),(73 74.70232),(74 75.27664),(75 73.336235),(76 73.64716),(77 73.96894),(78 73.52557),(79 73.92898),
(1 50.599834),(2 59.901215),(3 63.49626),(4 66.610535),(5 69.15629),(6 70.47148),(7 71.77732),(8 73.042145),(9 73.64596),(10 73.5171),(11 73.00237),(12 73.735634),(13 73.48677),(14 73.8421),(15 72.63696),(16 73.11976),(17 72.81252),(18 72.34839),(19 72.19564),(20 72.62214),(21 72.36098),(22 73.22703),(23 71.74545),(24 72.24928),(25 71.57387),(26 72.360115),(27 70.80234),(28 71.066795),(29 71.789894),(30 71.19642),(31 71.68054),(32 72.05178),(33 71.46371),(34 71.539444),(35 71.871414),(36 73.00821),(37 73.57577),(38 74.468735),(39 72.77658),(40 72.819084),(41 73.03448),(42 74.38553),(43 74.41872),(44 75.070885),(45 75.13361),(46 75.28165),(47 75.49603),(48 75.169975),(49 76.120834),(50 75.81988),(51 74.07952),(52 74.29786),(53 74.23435),(54 73.62629),(55 72.87659),(56 72.615875),(57 72.74444),(58 72.00619),(59 72.27953),(60 72.80699),(61 72.87396),(62 73.54447),(63 72.52356),(64 73.43566),(65 72.88002),(66 73.2699),(67 72.70863),(68 71.489746),(69 72.11124),(70 72.5376),(71 72.18809),(72 71.99906),(73 72.46176),(74 72.472946),(75 71.30804),(76 71.158745),(77 71.243256),(78 71.4),(79 71.30071),
(1 50.237263),(2 59.89024),(3 62.580418),(4 65.538826),(5 67.545166),(6 70.05515),(7 70.41317),(8 70.960526),(9 71.41244),(10 72.5601),(11 72.46955),(12 72.517204),(13 72.82927),(14 72.99562),(15 71.60687),(16 71.444305),(17 72.377914),(18 71.54509),(19 72.119514),(20 71.30818),(21 71.5843),(22 71.162125),(23 70.81859),(24 71.177444),(25 70.78695),(26 70.80077),(27 70.47718),(28 70.36347),(29 70.88521),(30 70.42137),(31 70.64435),(32 70.91552),(33 71.13218),(34 71.05171),(35 71.2069),(36 71.95418),(37 72.50695),(38 72.29592),(39 71.786606),(40 71.700096),(41 71.515526),(42 72.60741),(43 73.73316),(44 73.94636),(45 73.592445),(46 74.78351),(47 74.904236),(48 75.46411),(49 74.80511),(50 75.40392),(51 73.9747),(52 74.34837),(53 74.547455),(54 74.356926),(55 73.84097),(56 73.21755),(57 74.08859),(58 73.47518),(59 73.428955),(60 73.84363),(61 74.27815),(62 75.00841),(63 73.10338),(64 72.80939),(65 72.892204),(66 72.955215),(67 71.600655),(68 71.89338),(69 71.76401),(70 71.30095),(71 71.90637),(72 72.06856),(73 71.38268),(74 71.85568),(75 71.02802),(76 71.04142),(77 71.01256),(78 72.03297),(79 71.769966),
(1 50.117798),(2 59.17462),(3 62.288284),(4 64.697586),(5 66.65752),(6 68.519554),(7 69.34319),(8 70.38547),(9 72.23639),(10 72.056946),(11 72.31103),(12 72.146996),(13 72.939766),(14 72.9857),(15 71.84652),(16 72.61743),(17 71.92036),(18 71.85888),(19 72.01117),(20 72.0996),(21 71.94653),(22 71.75966),(23 71.61111),(24 71.35261),(25 72.07493),(26 71.291084),(27 70.87207),(28 71.16376),(29 71.33941),(30 71.163994),(31 71.975235),(32 71.977234),(33 71.138084),(34 71.48086),(35 71.348404),(36 72.805984),(37 72.17058),(38 71.97418),(39 71.55854),(40 72.5159),(41 72.44427),(42 73.19254),(43 73.45233),(44 73.62748),(45 74.090294),(46 73.80014),(47 73.97792),(48 74.35969),(49 74.25408),(50 74.88994),(51 73.48439),(52 73.3494),(53 73.89248),(54 73.28043),(55 73.0528),(56 72.440475),(57 72.34317),(58 73.10179),(59 72.58331),(60 73.47),(61 74.33043),(62 73.31672),(63 72.50888),(64 72.69723),(65 72.63131),(66 73.243484),(67 72.449646),(68 71.356285),(69 71.9745),(70 71.7753),(71 71.78275),(72 72.11999),(73 71.33287),(74 72.686455),(75 71.74416),(76 71.72114),(77 71.88349),(78 72.21113),(79 71.864815),
(1 49.226143),(2 58.65363),(3 61.652325),(4 64.31564),(5 66.41914),(6 67.67814),(7 69.247604),(8 69.56247),(9 70.53726),(10 71.08436),(11 72.02071),(12 71.96955),(13 73.105225),(14 72.55457),(15 71.40575),(16 71.132904),(17 71.88581),(18 71.63909),(19 70.101494),(20 70.16385),(21 69.935036),(22 69.92558),(23 69.621376),(24 69.213524),(25 70.259544),(26 70.4514),(27 69.19518),(28 69.47054),(29 69.4256),(30 69.310684),(31 69.04976),(32 69.15593),(33 69.73563),(34 70.23814),(35 70.10658),(36 70.58139),(37 70.22457),(38 70.681564),(39 70.617775),(40 71.47648),(41 70.628555),(42 71.74974),(43 71.85903),(44 72.13716),(45 72.84032),(46 73.083015),(47 72.412094),(48 72.52488),(49 73.46512),(50 74.02577),(51 72.71368),(52 73.35567),(53 73.1927),(54 72.44602),(55 72.03347),(56 71.8379),(57 71.40951),(58 72.68531),(59 71.64038),(60 72.31745),(61 72.556496),(62 72.72201),(63 71.21273),(64 72.019325),(65 72.87588),(66 72.5074),(67 72.08923),(68 71.33208),(69 71.60913),(70 71.83079),(71 71.25315),(72 72.24133),(73 71.13241),(74 71.73739),(75 70.12545),(76 71.11151),(77 71.03687),(78 71.0992),(79 70.16874),
(1 49.98265),(2 59.026333),(3 62.098194),(4 64.74793),(5 66.91248),(6 68.74007),(7 70.82355),(8 71.682755),(9 72.15688),(10 72.91164),(11 72.562546),(12 72.569496),(13 72.66117),(14 73.125114),(15 71.90098),(16 72.52039),(17 72.20534),(18 72.15684),(19 71.62429),(20 71.50578),(21 70.90913),(22 71.19653),(23 71.26998),(24 71.10759),(25 71.19197),(26 70.66638),(27 68.72645),(28 69.70112),(29 70.03864),(30 70.80875),(31 70.23864),(32 69.8435),(33 70.11171),(34 71.12575),(35 71.001366),(36 70.69123),(37 71.49508),(38 71.94811),(39 70.98367),(40 71.686226),(41 72.06494),(42 73.48182),(43 72.80853),(44 73.37348),(45 72.942444),(46 74.0176),(47 73.68403),(48 73.46774),(49 73.16966),(50 72.89838),(51 71.68295),(52 72.1282),(53 71.79424),(54 71.33535),(55 70.75531),(56 70.80999),(57 70.797005),(58 70.05128),(59 70.43471),(60 71.51014),(61 71.917496),(62 71.89157),(63 71.391624),(64 71.5047),(65 72.08982),(66 72.13058),(67 71.68798),(68 71.476456),(69 71.61272),(70 71.37955),(71 72.266815),(72 71.66832),(73 72.240105),(74 73.007034),(75 71.96556),(76 71.47027),(77 71.78615),(78 72.83352),(79 72.43934),
(1 49.162006),(2 58.217136),(3 61.043606),(4 63.3016),(5 66.09836),(6 67.748856),(7 69.90919),(8 69.04758),(9 69.927505),(10 70.54922),(11 70.864075),(12 71.05664),(13 71.25663),(14 71.35348),(15 70.73781),(16 70.01228),(17 70.653465),(18 71.090164),(19 71.772095),(20 71.487015),(21 70.40698),(22 70.11853),(23 69.984505),(24 70.4663),(25 70.83835),(26 69.812416),(27 69.16793),(28 68.63354),(29 69.93331),(30 69.338646),(31 70.069855),(32 69.75957),(33 69.55316),(34 69.184456),(35 68.83445),(36 70.475784),(37 70.02886),(38 71.03883),(39 69.856705),(40 69.82124),(41 69.709236),(42 69.579056),(43 70.22148),(44 71.13134),(45 72.22526),(46 73.19589),(47 71.976494),(48 72.17068),(49 72.28435),(50 72.52058),(51 71.060326),(52 71.6774),(53 71.571396),(54 70.66734),(55 70.72563),(56 70.23712),(57 70.849106),(58 70.78965),(59 71.825966),(60 71.40637),(61 72.34065),(62 71.896866),(63 71.23627),(64 71.35649),(65 71.25237),(66 71.17405),(67 71.67514),(68 70.8259),(69 70.74397),(70 70.42788),(71 70.34257),(72 70.30137),(73 71.26769),(74 70.737526),(75 69.952545),(76 69.70647),(77 70.38224),(78 69.9366),(79 69.725525),
(1 48.697155),(2 57.121044),(3 60.771614),(4 62.675163),(5 64.4898),(6 66.60268),(7 67.90978),(8 68.34886),(9 69.67229),(10 70.11324),(11 69.97505),(12 69.17059),(13 69.44209),(14 69.679436),(15 69.36031),(16 69.83589),(17 70.03284),(18 69.94488),(19 69.76551),(20 69.40425),(21 68.80848),(22 69.307304),(23 68.70729),(24 69.5661),(25 69.79727),(26 69.85282),(27 68.96133),(28 69.3149),(29 68.95769),(30 69.57636),(31 69.09851),(32 69.980736),(33 68.78055),(34 68.96806),(35 69.08208),(36 69.88218),(37 70.365204),(38 70.671585),(39 70.276855),(40 70.42127),(41 70.66632),(42 71.1982),(43 72.18176),(44 73.529915),(45 72.67153),(46 73.25293),(47 72.5067),(48 72.56413),(49 72.426),(50 72.287094),(51 70.80259),(52 71.867516),(53 71.66797),(54 71.3326),(55 71.450836),(56 70.3182),(57 70.33293),(58 70.130875),(59 70.412125),(60 70.69854),(61 70.34984),(62 71.15183),(63 70.464584),(64 70.72473),(65 70.15123),(66 69.9391),(67 70.20449),(68 69.30011),(69 69.63028),(70 69.19341),(71 69.97138),(72 69.7803),(73 70.04829),(74 70.27442),(75 69.6876),(76 70.192604),(77 68.96323),(78 68.52439),(79 68.912415),
(1 48.50997),(2 57.08719),(3 59.750633),(4 62.964237),(5 64.57238),(6 66.308174),(7 67.83744),(8 69.15594),(9 69.59003),(10 69.65088),(11 69.72297),(12 70.290245),(13 70.88824),(14 70.21761),(15 68.41743),(16 69.259834),(17 69.517204),(18 69.2012),(19 70.04417),(20 69.76055),(21 69.09025),(22 69.69439),(23 68.666916),(24 68.894104),(25 69.44035),(26 69.54801),(27 68.33327),(28 68.69507),(29 68.82364),(30 69.72589),(31 69.35303),(32 69.58994),(33 69.505615),(34 69.12723),(35 69.68107),(36 70.034355),(37 70.00347),(38 70.1573),(39 69.670074),(40 70.30755),(41 70.333336),(42 70.88107),(43 71.2096),(44 72.237274),(45 71.10773),(46 71.737434),(47 70.99422),(48 71.519264),(49 70.892456),(50 71.100136),(51 70.056305),(52 70.53992),(53 69.21111),(54 69.15702),(55 69.1236),(56 69.8384),(57 69.46167),(58 70.16284),(59 70.64174),(60 71.539795),(61 72.1307),(62 71.4216),(63 70.60972),(64 70.056915),(65 71.42507),(66 71.01529),(67 70.71448),(68 70.09574),(69 69.702156),(70 69.60775),(71 69.942726),(72 69.54623),(73 70.48593),(74 70.797844),(75 69.88867),(76 70.19454),(77 69.93803),(78 70.32283),(79 70.182274),
(1 47.73296),(2 56.9553),(3 59.939144),(4 63.267555),(5 65.31874),(6 67.04047),(7 68.18847),(8 68.40928),(9 69.612976),(10 69.47142),(11 69.03934),(12 68.68572),(13 68.95683),(14 69.83634),(15 68.431366),(16 67.97974),(17 68.853485),(18 68.867424),(19 68.67396),(20 68.65028),(21 68.35555),(22 68.54912),(23 67.15068),(24 67.82875),(25 68.19142),(26 68.52685),(27 67.071465),(28 66.8126),(29 67.83145),(30 67.51684),(31 68.34273),(32 67.70274),(33 67.51248),(34 67.96375),(35 67.450836),(36 68.3906),(37 68.15134),(38 68.43389),(39 67.82873),(40 67.77104),(41 68.439095),(42 68.49957),(43 69.63476),(44 70.39707),(45 69.690926),(46 71.05122),(47 70.02969),(48 70.4783),(49 71.26541),(50 71.28505),(51 69.82472),(52 70.31635),(53 69.74783),(54 69.14392),(55 69.39247),(56 68.96421),(57 69.10591),(58 69.08099),(59 68.55293),(60 69.10291),(61 70.26459),(62 69.928246),(63 68.96844),(64 67.84399),(65 68.34957),(66 69.362915),(67 69.396225),(68 68.455246),(69 68.43625),(70 69.100945),(71 68.91249),(72 69.20582),(73 68.64548),(74 68.58917),(75 67.900566),(76 69.005005),(77 67.765465),(78 68.0391),(79 68.21778),
