1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4399.106),(2 9495.284),(3 12606.759),(4 14981.182),(5 16679.252),(6 17801.387),(7 18689.64),(8 19539.096),(9 19956.889),(10 20281.867),(11 20633.66),(12 20700.365),(13 20943.314),(14 21008.158),(15 21103.69),(16 21179.959),(17 21164.314),(18 21330.617),(19 21432.322),(20 21234.834),(21 21134.361),(22 21310.484),(23 21526.373),(24 21937.523),(25 21927.383),(26 21897.346),(27 22142.436),(28 22075.82),(29 22346.45),(30 22413.283),(31 22587.178),(32 22949.639),(33 22987.365),(34 23012.734),(35 23195.348),(36 23101.996),(37 23075.66),(38 22860.135),(39 22792.785),(40 22921.566),(41 23221.01),(42 23443.063),(43 23290.154),(44 23236.79),(45 23346.266),(46 23532.492),(47 23852.488),(48 23762.578),(49 23715.541),(50 23736.295),(51 23691.611),(52 23685.809),(53 23826.652),(54 23625.023),(55 23461.338),(56 23375.498),(57 23166.178),(58 23079.17),(59 23234.73),(60 23082.754),(61 22931.76),(62 22984.055),(63 23232.232),(64 23496.053),(65 23683.592),(66 24031.338),(67 24300.352),(68 24299.123),(69 24161.826),(70 23990.982),(71 23771.3),(72 23702.795),(73 24020.672),(74 24083.81),(75 24173.834),(76 24194.941),(77 24228.96),(78 24418.592),(79 24565.916),
(1 4222.946),(2 9081.639),(3 12107.316),(4 14535.854),(5 16267.996),(6 17404.85),(7 18364.152),(8 19327.516),(9 19686.605),(10 20057.883),(11 20462.145),(12 20556.525),(13 20609.219),(14 20348.414),(15 20140.484),(16 20160.928),(17 20231.418),(18 20267.754),(19 20414.37),(20 20449.818),(21 20679.242),(22 20978.938),(23 21346.848),(24 21852.107),(25 22016.895),(26 22155.928),(27 22461.754),(28 22408.066),(29 22252.777),(30 21759.018),(31 21561.541),(32 21814.193),(33 21792.332),(34 21746.295),(35 21739.465),(36 21781.053),(37 22102.184),(38 22368.889),(39 22332.44),(40 22543.475),(41 23029.479),(42 23182.867),(43 22850.53),(44 22592.873),(45 22476.564),(46 22412.06),(47 22502.86),(48 22615.709),(49 22772.352),(50 23033.777),(51 22958.738),(52 23113.832),(53 23261.377),(54 23219.922),(55 23257.86),(56 23309.443),(57 23155.002),(58 23085.602),(59 23021.85),(60 22729.209),(61 22838.268),(62 22933.723),(63 23250.807),(64 23367.713),(65 23436.912),(66 23781.525),(67 24162.479),(68 24225.352),(69 24230.178),(70 24138.258),(71 23912.793),(72 23784.504),(73 23984.787),(74 23903.232),(75 23925.28),(76 24090.943),(77 24180.977),(78 24388.791),(79 24777.03),
(1 4252.363),(2 8987.887),(3 11970.75),(4 14273.925),(5 15926.145),(6 17163.195),(7 18131.078),(8 19073.896),(9 19686.023),(10 20346.379),(11 20825.021),(12 20593.875),(13 20518.877),(14 20385.945),(15 20398.934),(16 20363.152),(17 20470.588),(18 20650.959),(19 20764.904),(20 20630.523),(21 20719.559),(22 20957.404),(23 21382.836),(24 21824.566),(25 21928.902),(26 22014.04),(27 22234.764),(28 22025.484),(29 21894.664),(30 21814.387),(31 21773.611),(32 22172.023),(33 22371.348),(34 22519.496),(35 22592.965),(36 22557.346),(37 22712.54),(38 22681.893),(39 22740.045),(40 22822.504),(41 22542.527),(42 22521.047),(43 22239.676),(44 22136.646),(45 22141.482),(46 22249.51),(47 22659.8),(48 22814.158),(49 22977.992),(50 23280.104),(51 23330.666),(52 23245.848),(53 23280.67),(54 23312.092),(55 23291.89),(56 23223.59),(57 22861.367),(58 22818.611),(59 22966.15),(60 22769.463),(61 22720.572),(62 22673.662),(63 22851.535),(64 22845.604),(65 23047.268),(66 23302.764),(67 23432.107),(68 23416.453),(69 23260.46),(70 23305.936),(71 23228.45),(72 23211.291),(73 23303.967),(74 23188.393),(75 23465.865),(76 23804.041),(77 23826.947),(78 24012.945),(79 24225.018),
(1 3952.248),(2 8629.596),(3 11504.331),(4 13610.357),(5 15205.233),(6 16328.823),(7 16987.758),(8 17740.064),(9 17974.922),(10 18229.496),(11 18620.334),(12 18758.389),(13 18900.854),(14 18858.988),(15 18921.94),(16 19069.117),(17 19213.36),(18 19380.83),(19 19649.674),(20 19686.508),(21 19815.352),(22 19937.951),(23 20107.066),(24 20394.926),(25 20343.26),(26 20262.938),(27 20325.27),(28 20198.385),(29 20348.611),(30 20356.299),(31 20462.434),(32 20829.684),(33 20990.47),(34 21028.574),(35 21260.625),(36 21171.795),(37 21409.486),(38 21304.063),(39 21404.758),(40 21456.521),(41 21190.666),(42 21064.748),(43 20918.635),(44 20866.582),(45 20844.848),(46 21027.553),(47 21358.588),(48 21592.588),(49 21949.23),(50 22293.115),(51 22233.93),(52 22134.404),(53 21884.016),(54 21728.82),(55 21542.162),(56 20992.678),(57 20828.777),(58 20961.87),(59 21168.238),(60 21087.781),(61 21078.791),(62 21062.014),(63 21396.615),(64 21636.578),(65 21863.844),(66 22231.775),(67 22290.783),(68 22160.943),(69 22042.393),(70 22099.553),(71 22121.752),(72 21927.254),(73 22198.424),(74 22237.346),(75 22680.115),(76 23218.773),(77 23201.914),(78 23293.77),(79 23529.363),
(1 3923.7798),(2 8453.738),(3 11332.337),(4 13411.685),(5 14725.381),(6 15535.846),(7 16157.271),(8 16849.709),(9 17130.566),(10 17574.578),(11 18092.639),(12 18435.543),(13 18756.117),(14 18799.768),(15 18959.26),(16 19226.473),(17 19360.963),(18 19403.402),(19 19394.943),(20 19393.5),(21 19508.232),(22 19591.05),(23 19922.664),(24 20010.063),(25 19702.479),(26 19762.87),(27 19847.146),(28 19720.324),(29 20020.785),(30 19974.035),(31 20029.414),(32 20489.525),(33 20599.717),(34 20684.846),(35 20818.861),(36 20794.354),(37 21118.557),(38 21060.068),(39 21220.256),(40 21205.648),(41 20991.43),(42 20927.352),(43 21045.535),(44 21188.008),(45 21190.586),(46 21105.617),(47 21232.2),(48 21404.287),(49 21724.447),(50 21874.557),(51 21763.527),(52 21575.965),(53 21315.404),(54 21121.822),(55 20993.436),(56 20780.988),(57 20796.447),(58 20749.014),(59 20724.348),(60 20666.63),(61 20181.627),(62 20171.438),(63 20594.896),(64 20993.861),(65 21377.076),(66 21939.598),(67 22388.205),(68 22489.498),(69 22154.424),(70 21948.127),(71 21731.275),(72 21545.455),(73 21790.887),(74 21761.518),(75 21997.135),(76 22263.424),(77 22100.822),(78 22151.508),(79 22317.785),
(1 3850.7185),(2 8186.868),(3 10747.339),(4 12765.862),(5 13941.55),(6 14800.175),(7 15510.022),(8 16206.791),(9 16413.553),(10 16564.998),(11 16814.816),(12 17101.951),(13 17467.994),(14 17702.799),(15 17830.986),(16 17975.168),(17 17875.71),(18 17711.945),(19 17822.209),(20 18163.945),(21 18314.275),(22 18542.402),(23 18692.791),(24 18790.094),(25 18670.348),(26 18518.969),(27 18529.27),(28 18573.207),(29 18719.803),(30 18746.576),(31 18889.34),(32 19174.73),(33 19102.383),(34 18929.203),(35 19009.762),(36 19118.816),(37 19479.867),(38 19602.016),(39 19949.666),(40 20174.248),(41 20253.334),(42 20359.17),(43 20570.717),(44 20719.252),(45 20591.658),(46 20500.332),(47 20848.47),(48 21146.713),(49 21557.947),(50 21634.898),(51 21559.855),(52 21636.66),(53 21742.982),(54 21481.045),(55 21299.473),(56 21357.256),(57 21304.143),(58 21308.205),(59 21422.633),(60 21386.271),(61 21632.13),(62 21748.52),(63 21549.13),(64 21557.033),(65 21590.348),(66 21706.703),(67 21824.898),(68 21654.156),(69 21692.11),(70 21687.973),(71 21587.502),(72 21557.98),(73 21621.072),(74 21416.693),(75 21522.498),(76 21701.332),(77 21644.29),(78 21762.795),(79 21924.156),
(1 3720.1543),(2 8008.343),(3 10694.605),(4 12706.984),(5 14271.812),(6 15051.227),(7 15626.272),(8 16281.719),(9 16468.822),(10 16616.41),(11 16837.936),(12 17101.21),(13 17311.588),(14 17332.82),(15 17261.383),(16 17329.39),(17 17268.352),(18 17260.371),(19 17369.828),(20 17469.031),(21 17805.314),(22 17967.596),(23 18058.76),(24 18383.014),(25 18462.12),(26 18485.082),(27 18742.203),(28 18543.445),(29 18655.484),(30 18487.46),(31 18525.24),(32 18589.965),(33 18563.828),(34 18648.969),(35 18978.338),(36 19234.207),(37 19398.945),(38 19373.422),(39 19536.994),(40 19618.693),(41 19505.617),(42 19450.951),(43 19411.664),(44 19651.705),(45 19742.955),(46 19974.54),(47 20203.027),(48 20445.746),(49 20512.055),(50 20732.02),(51 20688.836),(52 20734.604),(53 20652.734),(54 20459.648),(55 20475.666),(56 20641.703),(57 20698.13),(58 20419.363),(59 20266.305),(60 19875.201),(61 19637.17),(62 19657.66),(63 19806.883),(64 20116.402),(65 20409.207),(66 20422.346),(67 20578.068),(68 20523.303),(69 20765.094),(70 20970.064),(71 20639.729),(72 20498.514),(73 20392.346),(74 20484.938),(75 20722.076),(76 20996.527),(77 20831.07),(78 20876.305),(79 21028.314),
(1 3673.3782),(2 7962.9736),(3 10714.964),(4 12750.684),(5 14187.649),(6 14925.503),(7 15471.923),(8 16056.019),(9 16258.118),(10 16529.107),(11 16920.979),(12 17153.21),(13 17538.771),(14 17648.873),(15 17802.135),(16 18129.068),(17 18159.07),(18 18066.693),(19 18071.012),(20 18088.611),(21 18375.607),(22 18696.416),(23 18904.584),(24 19120.047),(25 19034.744),(26 19072.957),(27 19292.277),(28 18958.92),(29 18880.08),(30 18679.4),(31 18631.05),(32 18777.47),(33 18829.477),(34 18848.596),(35 19091.23),(36 19044.979),(37 19088.494),(38 18881.252),(39 18909.86),(40 18962.129),(41 19071.193),(42 19103.5),(43 18915.705),(44 19004.926),(45 18955.627),(46 19227.865),(47 19598.215),(48 19881.768),(49 20056.56),(50 20150.234),(51 19983.203),(52 19754.16),(53 19774),(54 19644.322),(55 19706.717),(56 19950.324),(57 20049.008),(58 19978.791),(59 19972.076),(60 19771.031),(61 19644.576),(62 19522.764),(63 19456.207),(64 19455.963),(65 19621.877),(66 19599.635),(67 19702.662),(68 19779.186),(69 19883.332),(70 19915.896),(71 19859.68),(72 19812.734),(73 20109.32),(74 20027.615),(75 19989.416),(76 20099.15),(77 20030.848),(78 20191.502),(79 20485.97),
(1 3617.1428),(2 7690.822),(3 10209.871),(4 12001.63),(5 13377.237),(6 14239.443),(7 14952.224),(8 15587.819),(9 15882.508),(10 16196.373),(11 16476.148),(12 16723.28),(13 17008.313),(14 17022.443),(15 16966.176),(16 17112.563),(17 17078.809),(18 17008.924),(19 17042.406),(20 17351.74),(21 17520.422),(22 17723.418),(23 17747.857),(24 17802.662),(25 17712.771),(26 17931.76),(27 18191.06),(28 18073.504),(29 17936.059),(30 17819.826),(31 17975.56),(32 18438.848),(33 18595.283),(34 18574.135),(35 18797.918),(36 18798.834),(37 18859.658),(38 18854.977),(39 18946.928),(40 18984.6),(41 18893.39),(42 19010.68),(43 18918.074),(44 18862.443),(45 18881.049),(46 19045.217),(47 19367.068),(48 19420.254),(49 19315.469),(50 19393.2),(51 19390.736),(52 19400.47),(53 19535.02),(54 19583.67),(55 19601.111),(56 19661.123),(57 19381.705),(58 19251.174),(59 19146.45),(60 19006.418),(61 18951.576),(62 18997.773),(63 18925.336),(64 19029.893),(65 18810.709),(66 18674.254),(67 18751.898),(68 18629.402),(69 18634.72),(70 18915.025),(71 19113.84),(72 19327.285),(73 19609.615),(74 19567.59),(75 19408.512),(76 19441.13),(77 19585.564),(78 19809.053),(79 20122.406),
(1 3499.3545),(2 7357.8066),(3 9669.479),(4 11458.315),(5 12729.287),(6 13594.177),(7 14479.129),(8 15291.016),(9 15682.1045),(10 16062.355),(11 16324.845),(12 16483.854),(13 16790.795),(14 16725.38),(15 16501.775),(16 16569.04),(17 16777.557),(18 16773.71),(19 16848.61),(20 16978.586),(21 16975.107),(22 17070.676),(23 17160.748),(24 17175.523),(25 16968.89),(26 16939.383),(27 17123.61),(28 16889.043),(29 16921.148),(30 16863.145),(31 16937.58),(32 17276.434),(33 17214.855),(34 17281.623),(35 17579.902),(36 17619.926),(37 17827.496),(38 17692.838),(39 17628.514),(40 17464.816),(41 17645.191),(42 17678.121),(43 17586.35),(44 17643.994),(45 17728.734),(46 17887.09),(47 18080.523),(48 18077.973),(49 18014.047),(50 18157.342),(51 18156.084),(52 18289.816),(53 18466.219),(54 18535.424),(55 18461.584),(56 18683.309),(57 18459.729),(58 18371.39),(59 18379.033),(60 18180.596),(61 18175.8),(62 18150.11),(63 18211.953),(64 18407.568),(65 18407.023),(66 18460.465),(67 18579.918),(68 18551.43),(69 18522.477),(70 18656.951),(71 18639.143),(72 18728.701),(73 19076.428),(74 19160.639),(75 19393.238),(76 19555.36),(77 19541.984),(78 19420.994),(79 19492.195),
(1 3481.829),(2 7024.799),(3 9306.809),(4 10987.041),(5 12319.087),(6 13312.727),(7 14085.154),(8 14801.738),(9 15175.041),(10 15643.84),(11 15805.649),(12 15584.542),(13 15882.012),(14 15899.046),(15 15885.684),(16 16104.864),(17 16124.613),(18 16064.26),(19 16199.931),(20 16236.79),(21 16212.78),(22 16088.3125),(23 16031.45),(24 16093.8545),(25 16104.384),(26 16273.599),(27 16594.656),(28 16643.084),(29 16825.41),(30 16814.201),(31 16779.38),(32 17091.979),(33 17176.152),(34 17094.809),(35 17251.936),(36 17184.166),(37 17402.074),(38 17306.951),(39 17315.953),(40 17284.79),(41 17223.441),(42 17151.621),(43 17182.61),(44 17417.492),(45 17472.615),(46 17604.373),(47 17841.033),(48 17505.096),(49 17394.467),(50 17343.941),(51 17329.814),(52 17254.21),(53 17479.021),(54 17462.563),(55 17424.307),(56 17669.736),(57 17648.072),(58 17429.736),(59 17363.494),(60 17131.188),(61 17058.215),(62 17179.678),(63 17608.69),(64 17761.713),(65 17738.615),(66 17554.516),(67 17615.033),(68 17615.98),(69 17778.432),(70 17920.945),(71 18080.482),(72 18290.342),(73 18839.723),(74 18749.639),(75 18965.299),(76 18923.994),(77 18882.754),(78 18933.473),(79 18836.678),
(1 3352.0015),(2 6824.299),(3 9118.198),(4 10853.758),(5 12164.363),(6 13010.3955),(7 13677.301),(8 14280.539),(9 14423.14),(10 14662.221),(11 14845.479),(12 14896.532),(13 15063.373),(14 14974.503),(15 14898.732),(16 15016.069),(17 15113.755),(18 15360.702),(19 15622.535),(20 15731.365),(21 15810.419),(22 15786.77),(23 15818.121),(24 15802.974),(25 15687.468),(26 15774.137),(27 15990.517),(28 16039.482),(29 16303.676),(30 16296.902),(31 16155.004),(32 16316.159),(33 16171.479),(34 16056.14),(35 16131.726),(36 15930.986),(37 15979.512),(38 15774.614),(39 15725.227),(40 15690.0205),(41 15844.888),(42 15819.481),(43 15810.116),(44 15996.703),(45 16151.184),(46 16381.9375),(47 16597.244),(48 16490.225),(49 16547.814),(50 16661.342),(51 16564.707),(52 16491.701),(53 16580.305),(54 16625.547),(55 16604.322),(56 16801.928),(57 16671.705),(58 16655.045),(59 16870.877),(60 16810.121),(61 16872.867),(62 16974.367),(63 16862.63),(64 16862.494),(65 16960.422),(66 16852.273),(67 16862.549),(68 16683.592),(69 16868.37),(70 17052.31),(71 17160.648),(72 17152.395),(73 17378.336),(74 17299.096),(75 17399.764),(76 17568.86),(77 17450.057),(78 17425.574),(79 17573.58),
(1 3316.0566),(2 6754.4233),(3 9016.81),(4 10744.116),(5 11992.474),(6 12730.297),(7 13415.504),(8 13836.598),(9 14013.268),(10 14221.693),(11 14372.131),(12 14496.35),(13 14464.93),(14 14301.539),(15 14291.35),(16 14457.763),(17 14709.252),(18 14979.594),(19 15248.27),(20 15247.353),(21 15161.763),(22 15159.317),(23 15270.86),(24 15259.23),(25 15260.202),(26 15244.562),(27 15304.92),(28 15311.188),(29 15466.206),(30 15346.434),(31 15331.861),(32 15515.931),(33 15434.192),(34 15438.928),(35 15540.998),(36 15442.427),(37 15538.539),(38 15353.041),(39 15201.604),(40 15197.439),(41 15312.2705),(42 15431.262),(43 15350.178),(44 15438.379),(45 15528.2705),(46 15743.286),(47 15884.687),(48 15689.423),(49 15756.097),(50 15910.591),(51 15807.279),(52 15958.932),(53 16212.337),(54 16489.387),(55 16514.15),(56 16758.703),(57 16579.37),(58 16634.574),(59 16708.43),(60 16590.182),(61 16613.762),(62 16593.16),(63 16423.406),(64 16425.152),(65 16400.037),(66 16435.996),(67 16660.598),(68 16705.021),(69 16936.766),(70 17190.762),(71 17264.387),(72 17225.059),(73 17461.898),(74 17303.17),(75 17260.744),(76 17375.016),(77 17201.652),(78 16990.14),(79 16936.924),
(1 3198.5894),(2 6669.958),(3 8851.983),(4 10505.852),(5 11586.961),(6 12257.732),(7 12810.131),(8 13172.452),(9 13292.153),(10 13537.203),(11 13716.375),(12 13984.891),(13 14026.62),(14 13894.816),(15 13865.356),(16 14218.422),(17 14555.325),(18 14911.5),(19 15235.464),(20 15080.573),(21 15074.37),(22 15234.365),(23 15372.979),(24 15518.134),(25 15472.399),(26 15451.537),(27 15466.791),(28 15141.176),(29 15243.48),(30 15345.621),(31 15574.819),(32 15907.293),(33 15837.899),(34 15726.934),(35 15646.552),(36 15405.414),(37 15495.803),(38 15320.508),(39 15096.532),(40 15002.947),(41 14985.013),(42 14917.812),(43 14827.406),(44 14922.497),(45 15119.659),(46 15246.496),(47 15378.359),(48 15160.722),(49 15195.983),(50 15365.094),(51 15335.568),(52 15328.195),(53 15374.05),(54 15447.385),(55 15500.606),(56 15803.825),(57 15792.663),(58 15835.271),(59 16014.572),(60 15992.871),(61 15975.414),(62 15863.442),(63 15868.848),(64 16069.998),(65 16085.781),(66 16161.233),(67 16406.193),(68 16602.164),(69 16799.77),(70 16873.783),(71 16886.227),(72 16824.482),(73 16929.219),(74 16848.533),(75 16883.287),(76 16905.11),(77 16675.252),(78 16483.063),(79 16447.057),
(1 3204.453),(2 6682.9233),(3 8857.698),(4 10444.673),(5 11615.872),(6 12282.814),(7 12851.103),(8 13319.772),(9 13415.699),(10 13641.634),(11 13696.623),(12 13720.369),(13 13856.087),(14 13920.648),(15 14104.466),(16 14310.627),(17 14558.07),(18 14526.833),(19 14646.362),(20 14790.614),(21 14755.418),(22 14742.447),(23 14817.396),(24 14850.3125),(25 14862.202),(26 14971.591),(27 15104.604),(28 15032.613),(29 15170.149),(30 15091.239),(31 15080.669),(32 15240.3545),(33 15154.874),(34 15230.371),(35 15393.499),(36 15403.45),(37 15562.047),(38 15443.437),(39 15545.248),(40 15508.192),(41 15179.799),(42 15005.394),(43 14846.873),(44 15165.71),(45 15339.491),(46 15478.269),(47 15531.032),(48 15360.344),(49 15358.757),(50 15387.97),(51 15324.49),(52 15523.807),(53 15649.543),(54 15566.302),(55 15616.338),(56 15643.957),(57 15465.664),(58 15427.774),(59 15553.123),(60 15470.739),(61 15550.4),(62 15730.209),(63 15776.768),(64 15884.374),(65 15871.914),(66 15927.494),(67 16163.329),(68 16157.236),(69 16078.856),(70 16112.487),(71 16005.021),(72 15895.602),(73 16135.399),(74 16027.317),(75 16198.678),(76 16282.634),(77 16224.818),(78 16304.176),(79 16237.569),
(1 2991.1274),(2 6055.088),(3 7987.6377),(4 9433.907),(5 10391.214),(6 11060.273),(7 11639.274),(8 12071.93),(9 12258.934),(10 12520.346),(11 12777.3545),(12 12918.906),(13 13172.845),(14 13308.573),(15 13455.424),(16 13664.388),(17 13826.91),(18 13974.4),(19 14151.753),(20 14156.857),(21 14200.932),(22 14204.769),(23 14177.865),(24 14067.412),(25 13898.134),(26 13693.479),(27 13671.581),(28 13535.718),(29 13726.123),(30 13839.467),(31 13890.237),(32 14090.423),(33 14075.576),(34 13935.797),(35 13980.725),(36 13854.531),(37 13970.411),(38 13821.594),(39 13660.453),(40 13763.485),(41 13746.785),(42 13750.062),(43 13668.3),(44 13699.371),(45 13886.488),(46 14052.585),(47 14203.153),(48 14133.404),(49 14148.415),(50 14130.65),(51 14102.515),(52 14013.871),(53 14105.349),(54 14091.192),(55 14088.719),(56 14214.171),(57 14135.552),(58 14028.34),(59 14048.133),(60 14208.9795),(61 14282.767),(62 14460.649),(63 14432.409),(64 14380.621),(65 14343.583),(66 14249.49),(67 14256.325),(68 14271.28),(69 14275.611),(70 14220.669),(71 14154.852),(72 14233.962),(73 14461.3125),(74 14543.927),(75 14552.238),(76 14671.709),(77 14604.364),(78 14545.011),(79 14656.201),
(1 2960.405),(2 6005.865),(3 7734.1763),(4 9144.969),(5 10142.809),(6 10779.359),(7 11320.774),(8 11875.817),(9 12146.081),(10 12475.381),(11 12705.018),(12 12735.509),(13 12938.591),(14 13182.896),(15 13504.967),(16 13932.175),(17 14155.836),(18 14146.93),(19 14146.935),(20 13898.984),(21 13903.537),(22 13787.12),(23 13627.357),(24 13613.325),(25 13495.798),(26 13296.846),(27 13407.046),(28 13443.121),(29 13524.693),(30 13367.229),(31 13237.271),(32 13299.755),(33 13321.468),(34 13496.825),(35 13805.666),(36 13811.675),(37 13955.625),(38 13754.305),(39 13704.729),(40 13649.114),(41 13924.504),(42 13946.148),(43 13859.922),(44 13962.19),(45 14138.498),(46 14291.923),(47 14281.017),(48 14275.729),(49 14251.172),(50 14245.303),(51 14010.092),(52 14077.884),(53 14110.354),(54 14126.511),(55 14062.223),(56 14111.52),(57 14010.74),(58 14227.725),(59 14408.846),(60 14453.809),(61 14644.907),(62 14526.046),(63 14355.47),(64 14146.885),(65 14139.835),(66 14156.905),(67 14122.349),(68 14093.827),(69 14084.444),(70 14158.842),(71 14170.635),(72 14428.281),(73 14644.193),(74 14727.75),(75 15030.054),(76 15217.059),(77 15282.357),(78 15420.986),(79 15450.635),
(1 2861.1167),(2 5706.998),(3 7582.3076),(4 8893.771),(5 9821.859),(6 10427.795),(7 10941.683),(8 11545.793),(9 11829.654),(10 12080.29),(11 12139.019),(12 12015.57),(13 12143.849),(14 12204.519),(15 12426.555),(16 12580.996),(17 12811.185),(18 12818.581),(19 12933.462),(20 12941.67),(21 12997.905),(22 13051.597),(23 13105.545),(24 13163.408),(25 13127.584),(26 13050.205),(27 13143.156),(28 13098.035),(29 13147.335),(30 13049.089),(31 13125.592),(32 13263.177),(33 13206.654),(34 13201.318),(35 13365.822),(36 13367.588),(37 13533.92),(38 13504.508),(39 13682.477),(40 13698.733),(41 13472.373),(42 13466.939),(43 13388.488),(44 13450.274),(45 13375.022),(46 13369.685),(47 13532.742),(48 13529.49),(49 13571.505),(50 13650.599),(51 13747.253),(52 13897.267),(53 14070.612),(54 14151.439),(55 14211.867),(56 14369.919),(57 14219.777),(58 14141.101),(59 14245.258),(60 14361.868),(61 14376.357),(62 14525.364),(63 14559.884),(64 14478.567),(65 14414.818),(66 14431.41),(67 14558.647),(68 14511.131),(69 14549.796),(70 14503.487),(71 14382.868),(72 14322.49),(73 14196.623),(74 14070.546),(75 14161.428),(76 14328.321),(77 14424.644),(78 14636.866),(79 14910.345),
