1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 67437.26),(2 209642.8),(3 424239.66),(4 702046.5),(5 1018878.75),(6 1345658.9),(7 1655068.5),(8 1936773),(9 2252697.8),(10 2579778.8),(11 2899857.8),(12 3244435.3),(13 3654992),(14 4031615.3),(15 4369553.5),(16 4691650),(17 4956998),(18 5137656),(19 5286408),(20 5385737.5),(21 5441016.5),(22 5552704),(23 5665009.5),(24 5785449.5),(25 5932352.5),(26 6070136),(27 6225373.5),(28 6344564.5),(29 6456438.5),(30 6596846.5),(31 6715220.5),(32 6795341.5),(33 6895221.5),(34 6954262.5),(35 6918770.5),(36 6866672),(37 6816141.5),(38 6746829.5),(39 6725237.5),(40 6716457.5),(41 6688101.5),(42 6719789.5),(43 6769732),(44 6801220.5),(45 6993732),(46 7136812),(47 7313086),(48 7540572.5),(49 7756948),(50 7978847.5),(51 8205066.5),(52 8393614),(53 8622157),(54 8831288),(55 9045401),(56 9267077),(57 9416182),(58 9603682),(59 9720984),(60 9834207),(61 9924183),(62 9961799),(63 9982047),(64 10037744),(65 10033980),(66 10010247),(67 9980744),(68 9948543),(69 9903100),(70 10012008),(71 10055556),(72 10158575),(73 10288086),(74 10332837),(75 10449142),(76 10588087),(77 10733473),(78 11210264),(79 11464859),
(1 372.26852),(2 466.25412),(3 504.72),(4 523.9993),(5 531.5968),(6 550.9133),(7 554.3697),(8 554.62854),(9 552.06915),(10 560.84644),(11 564.1642),(12 566.32654),(13 570.2708),(14 565.2057),(15 578.5108),(16 601.5482),(17 604.7445),(18 605.34314),(19 619.1823),(20 606.4415),(21 617.049),(22 613.5514),(23 609.05597),(24 616.24786),(25 612.43634),(26 622.6032),(27 632.43945),(28 625.511),(29 618.68866),(30 629.2896),(31 621.4744),(32 620.3982),(33 620.7434),(34 628.4242),(35 626.4636),(36 629.24066),(37 645.9826),(38 645.6466),(39 648.0483),(40 651.45703),(41 641.4605),(42 646.7228),(43 658.45776),(44 651.7197),(45 651.2679),(46 644.09534),(47 638.2637),(48 641.4928),(49 639.42255),(50 637.9836),(51 636.50525),(52 649.2703),(53 639.4459),(54 639.77997),(55 657.25415),(56 647.1659),(57 663.5477),(58 677.4237),(59 678.8536),(60 679.4645),(61 692.57965),(62 669.9503),(63 658.69965),(64 659.91174),(65 653.9801),(66 650.06805),(67 655.7513),(68 647.77045),(69 639.13293),(70 646.6078),(71 641.66113),(72 648.20856),(73 649.5222),(74 651.46277),(75 651.1886),(76 634.85614),(77 638.10657),(78 687.0649),(79 663.57416),
(1 375.71826),(2 468.81165),(3 505.60867),(4 525.6763),(5 535.77997),(6 551.64166),(7 558.9006),(8 558.72034),(9 559.9898),(10 563.1638),(11 561.3886),(12 560.56055),(13 570.3336),(14 559.4292),(15 565.3665),(16 592.7478),(17 584.4259),(18 587.36914),(19 609.14453),(20 603.52423),(21 605.6252),(22 600.1489),(23 597.6266),(24 608.6747),(25 610.5065),(26 614.7865),(27 628.38995),(28 623.74493),(29 619.0966),(30 635.3749),(31 621.61597),(32 616.0572),(33 621.6142),(34 626.92487),(35 626.05945),(36 633.27826),(37 654.07983),(38 649.9265),(39 653.70636),(40 663.09766),(41 649.7353),(42 657.33594),(43 657.64197),(44 649.2423),(45 651.2323),(46 654.8738),(47 645.8779),(48 645.86554),(49 641.9431),(50 638.6742),(51 631.35785),(52 640.5506),(53 633.34143),(54 632.30634),(55 639.19116),(56 634.94183),(57 641.54626),(58 654.82526),(59 653.1636),(60 654.33203),(61 678.37067),(62 654.3751),(63 653.397),(64 657.9665),(65 652.64496),(66 648.89374),(67 657.2683),(68 643.4027),(69 645.9172),(70 654.9066),(71 644.8625),(72 646.1036),(73 649.68896),(74 649.8189),(75 653.52094),(76 645.18146),(77 650.6923),(78 688.5933),(79 658.5907),
(1 377.22742),(2 466.7821),(3 492.56116),(4 513.47546),(5 520.7404),(6 537.2966),(7 554.7172),(8 555.96716),(9 561.00073),(10 560.7127),(11 563.71857),(12 560.36395),(13 568.7697),(14 563.6176),(15 571.63617),(16 587.9143),(17 588.2595),(18 586.9863),(19 612.0923),(20 601.15686),(21 608.756),(22 606.6239),(23 604.11127),(24 612.56),(25 611.9618),(26 606.73694),(27 613.1522),(28 606.9038),(29 608.69965),(30 620.6629),(31 607.7207),(32 604.2358),(33 610.04846),(34 622.65735),(35 626.6767),(36 630.293),(37 647.2485),(38 643.41675),(39 648.4436),(40 648.2079),(41 645.1375),(42 645.08484),(43 651.3785),(44 637.3393),(45 639.92816),(46 648.9737),(47 636.3258),(48 641.9024),(49 642.8227),(50 642.7607),(51 635.07794),(52 640.8918),(53 621.45483),(54 623.9205),(55 639.42804),(56 638.20197),(57 641.93274),(58 658.0123),(59 666.2621),(60 666.07446),(61 693.8053),(62 670.59955),(63 660.0671),(64 668.0483),(65 654.3661),(66 654.4132),(67 660.33966),(68 650.25684),(69 648.88544),(70 654.6702),(71 646.47437),(72 650.91534),(73 643.89465),(74 642.7416),(75 653.9216),(76 642.3161),(77 652.0362),(78 699.71265),(79 678.38403),
(1 368.66022),(2 456.00778),(3 478.39557),(4 500.3777),(5 509.77585),(6 527.22546),(7 543.54205),(8 545.1032),(9 552.00494),(10 556.9453),(11 555.58606),(12 552.6022),(13 555.37195),(14 554.7043),(15 563.5446),(16 580.927),(17 584.87854),(18 591.2747),(19 604.1423),(20 591.6483),(21 594.11694),(22 591.73114),(23 590.6308),(24 604.5607),(25 599.2245),(26 598.0535),(27 605.67554),(28 601.1378),(29 597.44836),(30 606.5409),(31 588.50256),(32 597.50275),(33 598.82355),(34 607.1927),(35 606.8162),(36 611.7019),(37 622.61755),(38 619.03217),(39 633.05835),(40 630.9944),(41 618.12286),(42 613.18097),(43 628.71313),(44 619.14154),(45 624.30554),(46 625.52875),(47 613.69946),(48 617.19556),(49 618.1334),(50 626.578),(51 616.8949),(52 624.76215),(53 615.9093),(54 616.04626),(55 629.19165),(56 624.85474),(57 634.23376),(58 645.8965),(59 644.3295),(60 646.0347),(61 668.30316),(62 643.90753),(63 634.1093),(64 641.2463),(65 629.84814),(66 626.8463),(67 642.0469),(68 628.9262),(69 632.8494),(70 640.3546),(71 632.4384),(72 635.5613),(73 631.8713),(74 626.0925),(75 630.4446),(76 622.12866),(77 632.0648),(78 683.3821),(79 662.6321),
(1 362.83527),(2 443.07568),(3 468.7751),(4 487.59192),(5 497.6606),(6 511.74915),(7 525.5619),(8 525.59973),(9 529.85724),(10 538.3143),(11 537.7187),(12 534.3607),(13 540.1305),(14 534.0597),(15 533.5288),(16 554.6735),(17 565.50903),(18 574.09424),(19 591.23846),(20 580.1501),(21 579.1672),(22 575.37756),(23 570.3264),(24 579.89905),(25 571.5307),(26 573.23157),(27 578.11743),(28 577.1936),(29 572.2846),(30 576.11475),(31 565.63074),(32 572.6443),(33 572.9733),(34 579.8074),(35 576.8819),(36 580.9338),(37 598.21375),(38 591.88074),(39 600.9245),(40 610.5223),(41 590.7942),(42 596.23676),(43 605.13),(44 596.8665),(45 609.1823),(46 605.84033),(47 596.5672),(48 601.2448),(49 600.05853),(50 600.1215),(51 592.1878),(52 606.73376),(53 598.17346),(54 595.3315),(55 606.67096),(56 602.5173),(57 611.05585),(58 620.5016),(59 620.7086),(60 623.49927),(61 634.7233),(62 617.1448),(63 615.33826),(64 618.343),(65 611.32367),(66 607.1266),(67 618.1141),(68 607.4649),(69 614.62866),(70 622.74854),(71 617.62976),(72 617.73486),(73 617.28595),(74 613.9449),(75 618.69305),(76 609.0436),(77 618.64276),(78 652.5273),(79 634.6002),
(1 354.56998),(2 437.3731),(3 463.42044),(4 488.6506),(5 495.14468),(6 508.20346),(7 517.35956),(8 514.4724),(9 517.3423),(10 520.59436),(11 522.25146),(12 519.08545),(13 531.0233),(14 528.65186),(15 526.02167),(16 545.0914),(17 549.5468),(18 557.2572),(19 577.35504),(20 565.0298),(21 572.7182),(22 563.2818),(23 565.72614),(24 572.44116),(25 561.3682),(26 558.95166),(27 564.21277),(28 559.67633),(29 560.22125),(30 566.36633),(31 562.0043),(32 563.10065),(33 557.4646),(34 563.38617),(35 566.97955),(36 570.4888),(37 588.0324),(38 589.3441),(39 588.402),(40 594.9884),(41 583.96594),(42 585.15094),(43 595.9028),(44 583.6061),(45 590.83997),(46 589.39343),(47 582.6772),(48 584.7713),(49 582.56116),(50 587.71313),(51 584.4565),(52 591.4597),(53 586.4358),(54 591.68427),(55 599.4924),(56 608.34033),(57 609.0193),(58 623.13324),(59 615.36725),(60 613.7606),(61 633.0331),(62 612.79724),(63 609.4099),(64 614.91455),(65 611.45935),(66 611.52295),(67 623.10736),(68 601.7151),(69 597.2767),(70 601.1334),(71 597.45044),(72 594.8662),(73 595.8089),(74 592.48334),(75 601.7646),(76 591.9584),(77 601.3638),(78 637.0634),(79 620.60205),
(1 350.02655),(2 425.76215),(3 450.49545),(4 472.1836),(5 484.31668),(6 490.68872),(7 506.6658),(8 506.5581),(9 507.6163),(10 509.33453),(11 515.6688),(12 507.50824),(13 515.9947),(14 519.1547),(15 520.2858),(16 533.2424),(17 536.37683),(18 550.32715),(19 566.8958),(20 552.86194),(21 558.9532),(22 546.5046),(23 548.5048),(24 556.9234),(25 551.3079),(26 558.27515),(27 563.4689),(28 560.6534),(29 563.2967),(30 563.00037),(31 556.1865),(32 558.171),(33 557.49),(34 563.94196),(35 567.76654),(36 569.05),(37 574.2891),(38 577.9562),(39 583.154),(40 583.7718),(41 578.4452),(42 580.0484),(43 593.3926),(44 579.1141),(45 579.9672),(46 579.6488),(47 570.992),(48 576.3325),(49 574.02563),(50 575.68555),(51 570.82556),(52 575.2492),(53 572.9026),(54 580.2793),(55 588.0081),(56 583.03046),(57 587.5235),(58 599.57935),(59 603.4897),(60 598.7828),(61 611.42725),(62 595.43536),(63 598.95715),(64 600.4746),(65 596.74426),(66 592.6763),(67 603.9738),(68 592.02045),(69 591.5326),(70 587.89764),(71 586.2914),(72 584.51086),(73 585.62683),(74 581.32684),(75 591.0618),(76 572.8809),(77 582.9962),(78 632.6773),(79 607.0629),
(1 345.36697),(2 416.76004),(3 440.7187),(4 459.73883),(5 462.16272),(6 472.02444),(7 485.16547),(8 490.44916),(9 494.73425),(10 496.15134),(11 499.35562),(12 497.42255),(13 503.655),(14 503.3481),(15 505.9559),(16 527.5217),(17 526.0162),(18 530.72345),(19 556.7722),(20 544.18243),(21 545.1833),(22 535.0329),(23 537.9916),(24 542.4886),(25 539.8225),(26 546.20056),(27 555.8972),(28 550.1439),(29 553.8977),(30 559.10864),(31 552.05804),(32 561.7763),(33 557.7956),(34 559.4231),(35 561.5994),(36 562.26855),(37 564.7333),(38 568.6084),(39 573.16876),(40 573.9028),(41 559.78046),(42 564.7036),(43 571.3053),(44 558.0001),(45 562.7399),(46 566.26306),(47 556.75543),(48 559.2981),(49 554.30286),(50 560.0767),(51 551.76025),(52 555.9312),(53 550.56433),(54 557.33685),(55 568.3182),(56 560.12115),(57 568.04175),(58 578.98956),(59 581.81903),(60 594.0566),(61 599.77783),(62 582.52136),(63 589.75525),(64 589.5464),(65 583.6751),(66 584.3674),(67 592.7835),(68 586.00104),(69 589.4147),(70 593.5688),(71 587.43585),(72 581.4881),(73 586.22925),(74 586.66235),(75 586.8454),(76 577.2275),(77 586.0127),(78 630.30176),(79 605.64526),
(1 335.97925),(2 411.19022),(3 433.20877),(4 456.99835),(5 465.5421),(6 479.97562),(7 486.29373),(8 484.6581),(9 495.38043),(10 495.3922),(11 490.26962),(12 491.91675),(13 503.14136),(14 497.99478),(15 498.37024),(16 512.81396),(17 518.98047),(18 520.9657),(19 541.21497),(20 530.0699),(21 535.2886),(22 523.873),(23 529.4555),(24 539.99023),(25 530.92505),(26 536.1243),(27 535.7428),(28 528.9847),(29 532.89215),(30 539.4343),(31 535.5909),(32 544.4331),(33 541.47064),(34 542.1367),(35 541.1808),(36 547.5669),(37 566.1955),(38 560.7019),(39 563.0273),(40 571.3442),(41 563.7964),(42 562.6672),(43 571.20355),(44 564.09576),(45 569.53296),(46 565.7492),(47 563.20404),(48 570.5486),(49 567.24023),(50 569.7627),(51 562.77814),(52 563.19763),(53 558.7343),(54 566.6951),(55 576.64294),(56 569.4746),(57 571.4817),(58 582.7692),(59 583.68225),(60 586.4442),(61 601.176),(62 585.55096),(63 587.20795),(64 582.1231),(65 571.59143),(66 581.5158),(67 585.8608),(68 574.61304),(69 577.55585),(70 580.11804),(71 576.5948),(72 574.6069),(73 574.13135),(74 567.532),(75 569.04034),(76 557.9015),(77 569.3143),(78 621.57855),(79 597.0557),
(1 330.32413),(2 404.2909),(3 422.59137),(4 448.13577),(5 456.05777),(6 461.87543),(7 471.3074),(8 476.6929),(9 481.85217),(10 482.7205),(11 483.8842),(12 482.19308),(13 486.95447),(14 484.09628),(15 487.20633),(16 504.9029),(17 501.97263),(18 518.35156),(19 534.13855),(20 523.27057),(21 529.63153),(22 524.77985),(23 527.9898),(24 541.12524),(25 529.5581),(26 535.2473),(27 539.80115),(28 530.05206),(29 532.8031),(30 536.9004),(31 528.5082),(32 534.90436),(33 534.2385),(34 534.5065),(35 539.35895),(36 539.6883),(37 559.13995),(38 550.2174),(39 551.3261),(40 562.8718),(41 548.4916),(42 552.37274),(43 561.1575),(44 552.88806),(45 556.0675),(46 551.13934),(47 544.07874),(48 552.67676),(49 553.0708),(50 551.047),(51 543.63873),(52 550.5067),(53 540.9107),(54 542.8965),(55 558.7485),(56 557.1483),(57 554.6496),(58 564.43097),(59 572.29504),(60 566.42993),(61 580.30615),(62 567.8144),(63 561.4845),(64 559.8655),(65 549.62897),(66 553.35004),(67 561.42163),(68 548.6072),(69 550.4398),(70 556.21106),(71 553.54205),(72 554.0867),(73 553.7951),(74 547.544),(75 553.2568),(76 541.9638),(77 553.2767),(78 598.04944),(79 576.59467),
(1 322.8812),(2 385.9681),(3 410.00375),(4 431.98627),(5 439.9234),(6 448.69168),(7 460.16885),(8 467.55618),(9 469.81964),(10 468.98074),(11 467.207),(12 466.9572),(13 468.49582),(14 472.0504),(15 473.0986),(16 493.8305),(17 491.21603),(18 501.28824),(19 519.8885),(20 516.42993),(21 525.2936),(22 516.6384),(23 516.6415),(24 525.7995),(25 514.2995),(26 513.25085),(27 526.22186),(28 515.72614),(29 512.52527),(30 514.63196),(31 509.1788),(32 515.54395),(33 513.7045),(34 519.5184),(35 518.747),(36 521.63696),(37 535.3824),(38 536.9929),(39 533.4998),(40 545.72284),(41 531.31586),(42 536.8318),(43 546.4577),(44 536.59265),(45 538.8188),(46 537.62805),(47 526.0798),(48 531.03015),(49 533.24854),(50 533.4665),(51 525.40356),(52 530.4985),(53 529.2482),(54 535.94556),(55 544.5337),(56 543.92084),(57 550.86707),(58 558.06714),(59 557.5331),(60 555.8095),(61 566.62616),(62 554.5938),(63 552.14514),(64 551.18445),(65 543.45557),(66 545.1003),(67 556.5869),(68 542.6875),(69 543.88293),(70 548.6981),(71 542.37103),(72 542.05585),(73 536.5876),(74 530.5756),(75 539.8402),(76 530.45654),(77 539.83136),(78 579.8118),(79 565.84894),
(1 322.84546),(2 384.04227),(3 411.91653),(4 436.52798),(5 445.30234),(6 458.28424),(7 473.8993),(8 478.78912),(9 482.46082),(10 484.75726),(11 486.76144),(12 487.1108),(13 488.40524),(14 491.5194),(15 493.0105),(16 509.23883),(17 506.8211),(18 514.3944),(19 530.87646),(20 523.6278),(21 530.752),(22 518.0283),(23 516.09314),(24 528.17346),(25 519.20105),(26 516.03546),(27 531.89734),(28 524.4543),(29 526.98413),(30 528.3905),(31 517.3628),(32 520.8179),(33 525.5862),(34 529.2832),(35 531.4127),(36 538.5411),(37 548.7773),(38 543.07886),(39 546.8917),(40 551.4663),(41 539.97034),(42 543.565),(43 553.6595),(44 541.2021),(45 545.2069),(46 545.2921),(47 537.5332),(48 540.9731),(49 544.8154),(50 543.4193),(51 534.9186),(52 542.22437),(53 540.03217),(54 548.2322),(55 556.8649),(56 551.9655),(57 555.82587),(58 568.42816),(59 566.1366),(60 560.71857),(61 569.5383),(62 562.6678),(63 563.4903),(64 562.1672),(65 548.4333),(66 543.17926),(67 553.9069),(68 538.6336),(69 537.53973),(70 543.23615),(71 534.1585),(72 534.59546),(73 535.19165),(74 528.51575),(75 536.3607),(76 527.94727),(77 539.0192),(78 582.0207),(79 561.7726),
(1 314.51566),(2 382.1246),(3 409.2939),(4 433.46936),(5 440.32205),(6 451.5212),(7 466.2527),(8 465.85446),(9 468.21167),(10 466.7417),(11 470.38168),(12 472.3542),(13 469.16144),(14 469.15887),(15 474.96918),(16 493.0711),(17 491.01218),(18 498.37442),(19 510.04868),(20 498.79874),(21 505.18967),(22 497.6237),(23 499.3511),(24 507.1043),(25 503.7932),(26 502.67606),(27 512.4598),(28 509.17725),(29 514.6481),(30 513.5308),(31 506.70163),(32 511.68182),(33 511.1663),(34 516.6375),(35 509.85703),(36 514.72424),(37 521.8135),(38 513.8044),(39 520.703),(40 522.30194),(41 509.30618),(42 512.93713),(43 528.16406),(44 511.45856),(45 514.3085),(46 514.2781),(47 508.34485),(48 515.138),(49 519.0762),(50 523.9833),(51 516.8364),(52 527.32904),(53 515.815),(54 516.79565),(55 527.4917),(56 523.7449),(57 527.68207),(58 546.75793),(59 546.5669),(60 540.5835),(61 553.9448),(62 545.4459),(63 551.8204),(64 554.1926),(65 543.1606),(66 546.5694),(67 543.74756),(68 532.6635),(69 529.6722),(70 531.4366),(71 527.3973),(72 530.3612),(73 534.1935),(74 529.1075),(75 537.2212),(76 525.6497),(77 528.7314),(78 569.7296),(79 557.21796),
(1 314.70752),(2 377.62692),(3 401.80215),(4 429.6541),(5 436.7422),(6 443.7257),(7 456.7573),(8 453.10394),(9 457.08105),(10 455.50967),(11 460.16644),(12 456.83084),(13 455.3071),(14 455.60742),(15 457.16577),(16 472.25406),(17 471.24268),(18 483.29675),(19 496.64545),(20 483.1642),(21 492.8713),(22 484.9997),(23 488.73782),(24 499.43307),(25 487.24673),(26 488.46173),(27 500.26746),(28 492.9188),(29 495.34998),(30 501.88712),(31 492.38748),(32 506.24448),(33 501.4457),(34 503.39746),(35 503.33023),(36 507.38425),(37 515.5272),(38 512.7616),(39 518.10657),(40 526.23083),(41 517.4131),(42 517.03204),(43 531.14685),(44 523.1625),(45 520.647),(46 518.1412),(47 515.6252),(48 522.04376),(49 517.2456),(50 526.2647),(51 518.3439),(52 530.90454),(53 517.95746),(54 520.4544),(55 533.5284),(56 531.2213),(57 527.6778),(58 540.0939),(59 545.17914),(60 543.77277),(61 552.14716),(62 540.0173),(63 542.37213),(64 539.2858),(65 536.2579),(66 533.2025),(67 544.2936),(68 534.52594),(69 528.98285),(70 531.92834),(71 526.35443),(72 529.64136),(73 530.9321),(74 526.94867),(75 534.9359),(76 525.32184),(77 525.9181),(78 566.9642),(79 553.1499),
(1 308.81027),(2 370.68246),(3 396.59497),(4 418.8865),(5 428.95242),(6 437.5692),(7 449.08685),(8 445.23666),(9 448.42258),(10 454.8734),(11 457.83844),(12 455.18103),(13 456.09274),(14 452.18634),(15 453.60928),(16 472.32898),(17 469.38638),(18 480.0491),(19 497.27225),(20 484.84323),(21 490.76584),(22 492.28528),(23 493.7786),(24 496.89053),(25 489.7652),(26 489.86752),(27 503.51627),(28 494.3166),(29 495.78146),(30 496.47235),(31 486.33682),(32 496.50763),(33 494.87048),(34 501.29947),(35 504.403),(36 508.17288),(37 516.84937),(38 512.0051),(39 509.52817),(40 522.52496),(41 514.6989),(42 517.03986),(43 523.1399),(44 513.10114),(45 512.9883),(46 507.01276),(47 505.32077),(48 512.1871),(49 505.8992),(50 513.61865),(51 504.54117),(52 512.2215),(53 507.03436),(54 510.13394),(55 518.4043),(56 518.6789),(57 518.46173),(58 540.3407),(59 530.83844),(60 539.3087),(61 548.23737),(62 538.6002),(63 533.9059),(64 529.9469),(65 526.83136),(66 523.42566),(67 532.7095),(68 524.4951),(69 522.9049),(70 530.5371),(71 519.4402),(72 519.7828),(73 522.71594),(74 515.5714),(75 522.0789),(76 514.7891),(77 518.7614),(78 561.97614),(79 541.99133),
(1 298.2938),(2 358.98837),(3 385.09143),(4 409.5312),(5 414.52295),(6 423.25967),(7 433.54578),(8 433.24988),(9 435.6933),(10 438.5879),(11 439.0081),(12 439.79935),(13 445.76093),(14 441.2501),(15 445.75928),(16 459.82788),(17 458.25067),(18 464.75772),(19 477.23517),(20 467.22485),(21 468.99902),(22 466.02722),(23 466.83997),(24 472.53088),(25 467.2119),(26 467.22104),(27 473.61224),(28 463.62842),(29 465.9373),(30 475.9064),(31 468.64157),(32 480.22812),(33 474.7463),(34 478.02213),(35 482.37012),(36 488.17178),(37 502.07867),(38 482.9888),(39 491.04105),(40 496.99902),(41 498.49628),(42 495.3195),(43 503.97388),(44 496.61407),(45 502.63992),(46 497.0265),(47 490.8723),(48 495.51877),(49 492.95963),(50 500.47943),(51 493.69345),(52 498.41568),(53 494.7995),(54 498.11328),(55 505.68335),(56 499.24213),(57 499.10947),(58 509.032),(59 508.60022),(60 513.8419),(61 527.54297),(62 517.0947),(63 509.69662),(64 514.1823),(65 512.0723),(66 511.3407),(67 518.55023),(68 510.33478),(69 511.57773),(70 514.5278),(71 507.45087),(72 506.5925),(73 508.5892),(74 499.88205),(75 510.60706),(76 503.76328),(77 507.844),(78 547.34393),(79 528.69324),
(1 303.52933),(2 368.24634),(3 396.14716),(4 414.34976),(5 420.2841),(6 430.58673),(7 442.91058),(8 437.04123),(9 442.24432),(10 450.30576),(11 447.91113),(12 446.11267),(13 451.24017),(14 451.34558),(15 455.57095),(16 466.68182),(17 466.06427),(18 468.65228),(19 481.35352),(20 473.1642),(21 482.18417),(22 477.32944),(23 479.53323),(24 482.43146),(25 476.68045),(26 476.12222),(27 482.77853),(28 477.2781),(29 481.84225),(30 487.52078),(31 476.39734),(32 485.93826),(33 484.96378),(34 489.91116),(35 495.16812),(36 501.05823),(37 510.7935),(38 498.54102),(39 505.52222),(40 514.1614),(41 509.47186),(42 511.38104),(43 522.7034),(44 511.9081),(45 510.04968),(46 512.3682),(47 511.8627),(48 513.1087),(49 508.54208),(50 515.2865),(51 506.94873),(52 515.5848),(53 514.8003),(54 516.81366),(55 527.53156),(56 521.40283),(57 518.004),(58 519.7338),(59 521.2221),(60 522.5796),(61 534.67145),(62 525.7287),(63 518.6652),(64 526.84485),(65 523.90594),(66 525.54254),(67 532.3825),(68 520.7093),(69 520.4253),(70 523.9264),(71 514.9596),(72 514.489),(73 512.4353),(74 507.79462),(75 511.956),(76 501.74387),(77 508.0165),(78 551.45856),(79 531.2752),
(1 292.37506),(2 349.18195),(3 378.09125),(4 396.54074),(5 399.63495),(6 410.06863),(7 421.30475),(8 419.49908),(9 427.61526),(10 431.62903),(11 429.5955),(12 427.87378),(13 431.04236),(14 426.7887),(15 431.99228),(16 438.73618),(17 440.29077),(18 447.5905),(19 457.14935),(20 453.71237),(21 463.92737),(22 453.32504),(23 455.23737),(24 465.5694),(25 459.88455),(26 459.0429),(27 464.8983),(28 459.11273),(29 461.73288),(30 465.80197),(31 460.06726),(32 471.2515),(33 471.84775),(34 475.33997),(35 478.04138),(36 482.2969),(37 493.6228),(38 486.911),(39 492.2929),(40 499.59216),(41 485.95636),(42 492.3383),(43 495.50793),(44 491.64105),(45 484.16132),(46 483.94876),(47 486.16623),(48 485.82172),(49 478.8574),(50 481.49954),(51 474.23087),(52 484.35266),(53 482.3014),(54 488.21915),(55 499.0896),(56 489.28186),(57 489.48004),(58 498.8446),(59 495.95166),(60 503.38052),(61 516.9777),(62 505.4487),(63 501.75864),(64 502.27884),(65 496.69232),(66 503.94016),(67 505.73352),(68 499.76),(69 497.22025),(70 496.3886),(71 492.13846),(72 488.28308),(73 492.1205),(74 488.94803),(75 491.34564),(76 481.361),(77 490.9254),(78 526.694),(79 510.8968),
