1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8633.78),(2 28595.453),(3 57320.29),(4 91159.27),(5 129491.45),(6 170728.02),(7 215199.17),(8 261736.52),(9 310124.03),(10 361300.9),(11 411117.13),(12 463163.47),(13 518454.97),(14 571361.75),(15 622575.2),(16 670935.2),(17 718694.2),(18 763450.9),(19 803607.94),(20 838361.75),(21 871533.94),(22 900221.94),(23 924926.9),(24 948526.8),(25 971090.44),(26 992979.2),(27 1019300.5),(28 1045303.8),(29 1070626.9),(30 1094171.3),(31 1115427.5),(32 1138633),(33 1159158.1),(34 1177387.3),(35 1197358.5),(36 1216782.3),(37 1234753.4),(38 1248630),(39 1255037.1),(40 1262400.9),(41 1262127.8),(42 1261759.6),(43 1256343.4),(44 1252814.4),(45 1248292),(46 1244744.1),(47 1241004.8),(48 1232736.6),(49 1219195.3),(50 1209151.5),(51 1199881.5),(52 1193339.1),(53 1185435.5),(54 1179041.9),(55 1171044.5),(56 1164187),(57 1159276.8),(58 1159440.1),(59 1163938.6),(60 1174122.5),(61 1187567),(62 1207702.8),(63 1223337),(64 1241687.4),(65 1260439.6),(66 1281071.9),(67 1299494.8),(68 1320174.4),(69 1340903.9),(70 1361580),(71 1381611.1),(72 1402274.4),(73 1421517.6),(74 1437992.6),(75 1451412),(76 1463718.6),(77 1475605.4),(78 1489014.3),(79 1500577.8),
(1 8817.793),(2 29782.764),(3 59881.97),(4 96829.125),(5 138759.14),(6 184796.3),(7 232105.73),(8 282109.84),(9 333617.66),(10 386299.25),(11 438174.5),(12 490674.4),(13 548758),(14 601905.56),(15 653455),(16 703501),(17 752206.8),(18 793439.7),(19 830677.7),(20 861921.44),(21 887835.2),(22 910333.8),(23 930740.25),(24 953150.7),(25 976248.3),(26 1000240.3),(27 1027973.3),(28 1059611.1),(29 1089377.9),(30 1116040.4),(31 1138365.6),(32 1158043.1),(33 1177223),(34 1193158.1),(35 1206181.5),(36 1219192.4),(37 1235627.5),(38 1250553.9),(39 1263500.9),(40 1275460.6),(41 1282819.4),(42 1289617),(43 1295807.9),(44 1300563.6),(45 1301066.6),(46 1300633.5),(47 1295849.9),(48 1287864.6),(49 1273944.6),(50 1260902.4),(51 1247041),(52 1235224.6),(53 1222788),(54 1211108.4),(55 1197250.4),(56 1183385.1),(57 1175175.1),(58 1168305.9),(59 1164281.4),(60 1160029.9),(61 1158421.1),(62 1162400.1),(63 1163667),(64 1166108.5),(65 1167931.1),(66 1171149.9),(67 1177196.5),(68 1185749.3),(69 1196460),(70 1207303.9),(71 1219718.9),(72 1233960.6),(73 1248958.5),(74 1263417.5),(75 1277409.4),(76 1292952.6),(77 1313228.9),(78 1335143.9),(79 1357675.9),
(1 8893.164),(2 29894.234),(3 59910.074),(4 96855.78),(5 139423.55),(6 185176.77),(7 233058.34),(8 282431.4),(9 331927.53),(10 381400.4),(11 430929.72),(12 478583.72),(13 527263.44),(14 574421.6),(15 620816.8),(16 663199.06),(17 703252.6),(18 738593.4),(19 769177.94),(20 796453.5),(21 821472.9),(22 841965.5),(23 864114.8),(24 885961.06),(25 909197.25),(26 930365.6),(27 951183.75),(28 971704.6),(29 995535.2),(30 1014246.4),(31 1030231.8),(32 1046367.7),(33 1061912.6),(34 1072561),(35 1079025.1),(36 1084929.1),(37 1093435),(38 1103238.1),(39 1108899.3),(40 1112958.8),(41 1119492.6),(42 1123519.5),(43 1127777.5),(44 1131835),(45 1138579.5),(46 1144807.8),(47 1156419.3),(48 1171007.5),(49 1190205.3),(50 1207128),(51 1224148.5),(52 1245123.3),(53 1267783.5),(54 1287884),(55 1305258.8),(56 1323805.1),(57 1346022.5),(58 1368670.4),(59 1386784.4),(60 1401327.5),(61 1413376.6),(62 1418390.1),(63 1417503.6),(64 1409266.5),(65 1394812.1),(66 1380037.5),(67 1365612),(68 1352701.8),(69 1339713.8),(70 1328390.1),(71 1315958.1),(72 1305424.1),(73 1301043.6),(74 1300450.4),(75 1297844.5),(76 1298140.8),(77 1302480),(78 1309829.6),(79 1319315.4),
(1 9212.876),(2 31397.582),(3 62877.95),(4 100603.21),(5 143685.02),(6 190226.16),(7 238573.2),(8 288978.25),(9 341959.84),(10 395350.1),(11 450355.28),(12 504689.53),(13 559940.8),(14 612860.75),(15 665792.2),(16 715249.1),(17 762512),(18 803420),(19 841235.2),(20 875956.94),(21 905890),(22 935104.56),(23 966023.6),(24 995087.4),(25 1019974.94),(26 1046623.2),(27 1075039.6),(28 1105079.6),(29 1137097.6),(30 1165182.9),(31 1191939.1),(32 1220727.6),(33 1248334),(34 1271827.1),(35 1292825.9),(36 1315413.5),(37 1337414.3),(38 1362066.1),(39 1387883.6),(40 1412150.4),(41 1434037.8),(42 1450299.5),(43 1467389.3),(44 1483784.6),(45 1498090.3),(46 1509997.9),(47 1521199.4),(48 1530793.8),(49 1538038.3),(50 1540884.5),(51 1543342.9),(52 1548568.8),(53 1554600.1),(54 1562999.5),(55 1570795.6),(56 1580566.3),(57 1598920.8),(58 1619668.8),(59 1640342.9),(60 1657992),(61 1673410.5),(62 1681297.6),(63 1679893.1),(64 1671477.8),(65 1661236),(66 1646385.3),(67 1629091.9),(68 1615049.3),(69 1603973.6),(70 1585931.6),(71 1569513.5),(72 1557219.5),(73 1546433),(74 1533739.6),(75 1525264),(76 1520162.4),(77 1514124.4),(78 1506789.9),(79 1505560),
(1 8485.386),(2 27865.023),(3 54122.23),(4 84948.21),(5 120147.984),(6 158596.31),(7 200546.3),(8 245287.33),(9 291184.47),(10 338072.06),(11 384084.56),(12 432131.8),(13 480520.44),(14 526622.06),(15 568756.8),(16 609690.9),(17 646586.94),(18 681290.8),(19 712734.8),(20 742919.25),(21 770081.44),(22 793754.7),(23 814522.56),(24 835386.7),(25 854062.56),(26 873014.44),(27 893888.9),(28 917557.3),(29 938030.3),(30 959881.94),(31 980101.5),(32 1004139.1),(33 1026935.56),(34 1049169.1),(35 1070212.9),(36 1092844.9),(37 1117593.4),(38 1143574.5),(39 1173047.1),(40 1205411),(41 1236035.6),(42 1265831.5),(43 1295956.8),(44 1324144.6),(45 1349392.8),(46 1374765),(47 1399668.9),(48 1419963),(49 1439276.9),(50 1455843.1),(51 1465105.6),(52 1477850.9),(53 1484447.9),(54 1491969.9),(55 1496486.9),(56 1497481.1),(57 1501689.1),(58 1504199.8),(59 1507320.3),(60 1508354.6),(61 1510252.8),(62 1509443.8),(63 1503730.4),(64 1494944.5),(65 1484581.8),(66 1469005.8),(67 1454952.5),(68 1442393.6),(69 1431890.1),(70 1419063.1),(71 1410054.1),(72 1404019),(73 1399393.5),(74 1398317.9),(75 1396697.6),(76 1396443.4),(77 1400034.1),(78 1403585.6),(79 1411748.3),
(1 8457.94),(2 27647.738),(3 54230.254),(4 85853.695),(5 121499.88),(6 159618.33),(7 200092.75),(8 242365.14),(9 285977.63),(10 330480.9),(11 373622.22),(12 417341.94),(13 460166.47),(14 500048.44),(15 535780.7),(16 571682),(17 606364.25),(18 641914.94),(19 673281.6),(20 702343.7),(21 729418.44),(22 752508.7),(23 771242.4),(24 791599.2),(25 809430.4),(26 825686.4),(27 841880.8),(28 857256.1),(29 866725.75),(30 873906.7),(31 880916.25),(32 892771.56),(33 898905.94),(34 902092.3),(35 907950.4),(36 918530.25),(37 930907.9),(38 941766.44),(39 955868.25),(40 969151.4),(41 982946.06),(42 993017.6),(43 1009456),(44 1028497.44),(45 1049448.1),(46 1072206),(47 1095402.5),(48 1116911.8),(49 1139695.5),(50 1162565.1),(51 1187532.6),(52 1216484.4),(53 1239967.3),(54 1262410.9),(55 1278512.3),(56 1287170.6),(57 1296901.4),(58 1303051.9),(59 1307398),(60 1309632.4),(61 1313410.4),(62 1311449.1),(63 1309153.5),(64 1304694.5),(65 1298904.8),(66 1293233.9),(67 1290086),(68 1283058.8),(69 1278105.9),(70 1271229.1),(71 1265558.1),(72 1260935.4),(73 1257855.1),(74 1256613.4),(75 1259138.1),(76 1260084.5),(77 1264789.4),(78 1272521.4),(79 1281945.1),
(1 8334.669),(2 27657.338),(3 55434.074),(4 89017.56),(5 126068.016),(6 165103.27),(7 204390.89),(8 245031.3),(9 285282.13),(10 324788.06),(11 364205.97),(12 404974.47),(13 446484.38),(14 485072.84),(15 520750.8),(16 552662.44),(17 583459.56),(18 614232.1),(19 638255.4),(20 659953.94),(21 683197.7),(22 700936.2),(23 714542.06),(24 727256.3),(25 738045.8),(26 744966.1),(27 750453.56),(28 757281.75),(29 764065.2),(30 771567.6),(31 781143.25),(32 792579.9),(33 801672.94),(34 810583.6),(35 820069.8),(36 833958.44),(37 847884.5),(38 859775.75),(39 869263.25),(40 878175.1),(41 885668),(42 892760.4),(43 903648.56),(44 916298.1),(45 932704.1),(46 952444.56),(47 973835.56),(48 992373.8),(49 1015807.25),(50 1039738.4),(51 1060313.6),(52 1082198.1),(53 1104243.9),(54 1126101.6),(55 1150784.9),(56 1170658.4),(57 1193628),(58 1214948.1),(59 1237056.1),(60 1256964.9),(61 1276704.6),(62 1296950.6),(63 1309086.8),(64 1319850.1),(65 1326308.6),(66 1338269.1),(67 1348386.9),(68 1359369.6),(69 1367093),(70 1378536.1),(71 1388931.8),(72 1393284.8),(73 1400370.9),(74 1407185),(75 1410766.9),(76 1407330.6),(77 1409224.5),(78 1406817.9),(79 1406254.8),
(1 7747.368),(2 25762.463),(3 50925.26),(4 80639.24),(5 113649.664),(6 149426.4),(7 186994.94),(8 225827.27),(9 265584.44),(10 306003.03),(11 347133.63),(12 386936.3),(13 426260.63),(14 464214.63),(15 499678.4),(16 529969.9),(17 559161.6),(18 585726.7),(19 610403.75),(20 632456.06),(21 654388.94),(22 672464.5),(23 689724.6),(24 704874.2),(25 721120.06),(26 734344),(27 747261.56),(28 758921.3),(29 771067.1),(30 783384),(31 799387),(32 814286.44),(33 829256.75),(34 842421.44),(35 853322.56),(36 864899.6),(37 873630.56),(38 883176.75),(39 888402.2),(40 890044),(41 891217.25),(42 890010.44),(43 889591.25),(44 890469.9),(45 894572.25),(46 898710.06),(47 904090.7),(48 908817.56),(49 911969),(50 915938.4),(51 919687.9),(52 919747.9),(53 920687.4),(54 924094.6),(55 929994.75),(56 936847.6),(57 945487.25),(58 957006.8),(59 969668.6),(60 987836.56),(61 1007886.9),(62 1030402.56),(63 1045383),(64 1059793.1),(65 1072720.5),(66 1089326.3),(67 1104947.3),(68 1118172.5),(69 1133497.9),(70 1148838.8),(71 1170507.8),(72 1187618.3),(73 1206020.5),(74 1224860.6),(75 1237552.3),(76 1246036.1),(77 1253582.3),(78 1253837.9),(79 1249334.5),
(1 7616.3643),(2 25530.957),(3 50902.492),(4 81638.87),(5 116658.88),(6 153519.78),(7 193014.81),(8 233638.25),(9 275136.44),(10 315532),(11 355180.2),(12 394780.25),(13 434653.06),(14 472429.22),(15 508122.75),(16 540424.1),(17 570716.25),(18 597864.8),(19 622013),(20 643875.9),(21 665394.6),(22 682573.6),(23 699030.56),(24 714925),(25 733122),(26 748294.2),(27 765748.4),(28 779987.2),(29 794411.25),(30 807033.94),(31 818993.6),(32 830736.4),(33 842813.5),(34 855206.8),(35 864455.5),(36 871259.25),(37 878571),(38 886944.6),(39 892136),(40 895814.8),(41 898491.25),(42 899597.7),(43 901980.25),(44 902281.4),(45 902685.7),(46 904169.3),(47 905746),(48 905116.1),(49 905128.6),(50 909639.44),(51 913236.7),(52 917521.1),(53 923321),(54 930942.25),(55 942367.4),(56 953052.6),(57 963174.94),(58 973445),(59 984234),(60 996788.1),(61 1011331.9),(62 1030731.25),(63 1044459.9),(64 1056707.1),(65 1068426.8),(66 1081964.4),(67 1091445.9),(68 1102335.9),(69 1117451.3),(70 1133280.5),(71 1148008.3),(72 1159730),(73 1174281.6),(74 1186961.9),(75 1195102.3),(76 1200756.4),(77 1208107.5),(78 1215184.8),(79 1221361.4),
(1 7827.75),(2 26352.959),(3 52367.547),(4 83404.98),(5 119582.78),(6 158025.86),(7 198955.88),(8 242424.38),(9 285651.2),(10 329299.72),(11 369127.78),(12 407276.4),(13 443685.53),(14 477381.3),(15 507779.03),(16 537318.5),(17 565532.6),(18 593280),(19 616393.06),(20 636917.94),(21 658116.9),(22 675809.06),(23 693581.8),(24 711367.4),(25 726104.1),(26 739725),(27 755355.9),(28 769821.5),(29 779063.56),(30 788226.4),(31 798110.9),(32 809600.2),(33 819651.56),(34 833140.1),(35 847340.56),(36 865708.1),(37 884147.25),(38 901579),(39 919072.2),(40 934598.5),(41 948398.06),(42 958522.06),(43 971372.56),(44 982182.25),(45 991844.75),(46 1002047.8),(47 1010959.4),(48 1017696.44),(49 1023479.1),(50 1031405.4),(51 1041492.75),(52 1053945.1),(53 1066018.9),(54 1080094.3),(55 1092919),(56 1102562.9),(57 1112006.5),(58 1120020.8),(59 1127895.6),(60 1134532),(61 1144133.5),(62 1156547.8),(63 1169442.4),(64 1181340.4),(65 1194629.4),(66 1206059),(67 1217616.8),(68 1229937.9),(69 1245020.5),(70 1256904.6),(71 1268807.4),(72 1276183),(73 1280707.1),(74 1283326.4),(75 1286387.4),(76 1284412.5),(77 1279636.4),(78 1273942.1),(79 1266427.6),
(1 7396.276),(2 24532.014),(3 48573.645),(4 76761.96),(5 108536.52),(6 142980.56),(7 178589.83),(8 214596.75),(9 251275.6),(10 290659.4),(11 327839.94),(12 365976.47),(13 403578.22),(14 437447.97),(15 468648),(16 496876.34),(17 524197.84),(18 551754.9),(19 574944),(20 597233.75),(21 618731.06),(22 638853.8),(23 659709.7),(24 679895.2),(25 697538.9),(26 712905.44),(27 727074),(28 740986.06),(29 750220.9),(30 760924.44),(31 769858.9),(32 777378),(33 783297.6),(34 789398.8),(35 796330.3),(36 806061.7),(37 813091),(38 819913.3),(39 823166.56),(40 823038.3),(41 820520.7),(42 818065),(43 821854.3),(44 824793.7),(45 829029.7),(46 836042.06),(47 847860.3),(48 856662.1),(49 868804.5),(50 885017.25),(51 903403.44),(52 923165.25),(53 940752),(54 958580.3),(55 976303.06),(56 992413.25),(57 1009756.3),(58 1027120),(59 1048364.8),(60 1073017.3),(61 1100005.8),(62 1130533.6),(63 1156468.4),(64 1183814.4),(65 1214594.6),(66 1244541.1),(67 1276322),(68 1305806),(69 1339112.3),(70 1370689.3),(71 1403432.4),(72 1430309.4),(73 1457154),(74 1477308.6),(75 1493782.5),(76 1507252.8),(77 1515693.3),(78 1518860.6),(79 1520709.3),
(1 8083.6816),(2 27383.8),(3 55011.297),(4 87556.53),(5 124707.266),(6 163799.02),(7 203603.63),(8 242727.5),(9 279702.53),(10 317491.97),(11 353697.75),(12 389039.66),(13 425707.97),(14 459128.53),(15 488373.63),(16 512414.16),(17 536000.75),(18 554820.44),(19 572196.9),(20 591690.8),(21 608434.1),(22 627078.1),(23 649047.9),(24 669924.25),(25 688916.9),(26 704658.75),(27 716740.1),(28 725783.2),(29 732843.9),(30 741607.4),(31 750020.1),(32 754661.25),(33 758248.1),(34 760498.9),(35 765745.25),(36 774680.75),(37 781689.1),(38 790031.44),(39 798768.44),(40 804377.7),(41 806263),(42 809123.5),(43 816095.8),(44 824018.1),(45 832953.75),(46 844185.8),(47 857019),(48 870391.9),(49 884865.25),(50 899918.9),(51 916022.56),(52 934848.25),(53 950628.7),(54 964664.9),(55 976301.56),(56 985844),(57 993702),(58 1001349.44),(59 1008361.44),(60 1016334),(61 1024209.1),(62 1032780.1),(63 1047000.56),(64 1058699.8),(65 1071550.9),(66 1082712.5),(67 1102409.9),(68 1122632.4),(69 1148854.5),(70 1165011.9),(71 1191852.3),(72 1220078.5),(73 1245854.3),(74 1266376.5),(75 1291956.4),(76 1309812),(77 1325308),(78 1339501.8),(79 1352823.6),
(1 7594.9043),(2 24877.525),(3 49344.26),(4 78113.52),(5 110054.79),(6 143682.77),(7 177294.5),(8 210007.63),(9 241619.67),(10 272372.16),(11 302205.78),(12 331659.13),(13 360623.56),(14 386047.44),(15 407941.53),(16 428017.88),(17 446758.3),(18 461694.78),(19 474469.3),(20 489271.7),(21 503617.6),(22 516819.22),(23 531926.8),(24 547781.6),(25 561730.9),(26 573449.56),(27 584902.56),(28 596068.06),(29 603175.25),(30 611815.4),(31 620161.75),(32 625651.5),(33 632176.4),(34 638111.2),(35 648960),(36 664268.6),(37 678394.1),(38 692240.1),(39 707914.06),(40 724349.56),(41 740542.6),(42 753839.56),(43 769317.2),(44 785657.4),(45 802840.06),(46 820866.5),(47 836984.6),(48 853011.2),(49 874907.75),(50 898660.25),(51 920323.94),(52 943623.06),(53 966373),(54 987557.4),(55 1007093.5),(56 1024321.4),(57 1038349.7),(58 1053026.5),(59 1065620.9),(60 1075829.5),(61 1085362.4),(62 1093116.9),(63 1101981.8),(64 1110395.1),(65 1120109.8),(66 1125948.1),(67 1132574),(68 1137574),(69 1143208.5),(70 1143482.4),(71 1148105.6),(72 1151696.8),(73 1156559.9),(74 1160306.8),(75 1163597.8),(76 1164186.8),(77 1166742.4),(78 1170420.4),(79 1170653.8),
(1 7569.7275),(2 25483.715),(3 50590.785),(4 80352.29),(5 112807.55),(6 146834.95),(7 180387.06),(8 212919.4),(9 244962.67),(10 277347.06),(11 309432.44),(12 342344.5),(13 376276.13),(14 408774.84),(15 440400.44),(16 470196.34),(17 498337.16),(18 524457.6),(19 550246.8),(20 576444.5),(21 602961),(22 629541.7),(23 655165.5),(24 677815.94),(25 699180),(26 716057.3),(27 730501.75),(28 743487.75),(29 749720.4),(30 753969.5),(31 754926.3),(32 758547.3),(33 760674.1),(34 761694.3),(35 767432.44),(36 773721.1),(37 779382.3),(38 785013.3),(39 791250.75),(40 794655.6),(41 798436.9),(42 801085.9),(43 806705.75),(44 812429.06),(45 819405.5),(46 828448.4),(47 837737.25),(48 846213.75),(49 858223.1),(50 869374.3),(51 877557),(52 885934.9),(53 893581.75),(54 900409.25),(55 906022.06),(56 910040.4),(57 912737.94),(58 917093.94),(59 922249.75),(60 926931.1),(61 932891.94),(62 942486.75),(63 953350.7),(64 964566.4),(65 978204.9),(66 995199.6),(67 1010705.9),(68 1029463),(69 1048835.5),(70 1070514),(71 1092244.3),(72 1109940.9),(73 1129233.1),(74 1146777.1),(75 1159734.3),(76 1168783.4),(77 1177845.4),(78 1189395.5),(79 1198669.1),
(1 7314.1763),(2 23962.506),(3 47244.555),(4 74642.625),(5 104240.81),(6 135398.17),(7 166572.64),(8 196846.64),(9 226049.98),(10 255792.53),(11 283811.97),(12 310937.97),(13 339187.97),(14 365910.5),(15 390801.38),(16 413485.47),(17 434641.56),(18 453351.5),(19 470146.34),(20 486834.97),(21 505360.97),(22 524317.94),(23 545804.9),(24 565208.25),(25 586983),(26 607285.94),(27 626833.5),(28 643985),(29 658581.56),(30 668291.6),(31 675552.9),(32 681472.8),(33 683948.4),(34 682928.56),(35 682431.06),(36 683103.44),(37 683236.25),(38 683411.44),(39 686490.4),(40 688874.56),(41 691423),(42 694332.25),(43 697164.7),(44 702054.9),(45 709263.44),(46 716873.9),(47 725302.4),(48 735843.1),(49 744995.75),(50 754744.9),(51 763282.3),(52 772356.56),(53 780644.25),(54 789666.5),(55 797115.1),(56 801816.8),(57 803864.7),(58 804456.2),(59 808574.7),(60 812445.7),(61 815881.06),(62 821255.8),(63 826769.75),(64 832614.06),(65 836788.56),(66 843297.1),(67 846679.2),(68 853642.7),(69 861424.9),(70 873472.2),(71 886036.8),(72 896178.06),(73 908619.2),(74 924429.94),(75 934377.6),(76 945391.4),(77 960169.25),(78 974621.1),(79 987942.75),
(1 7774.1563),(2 25487.75),(3 49651.645),(4 77918.24),(5 108512.06),(6 139918.22),(7 170613.28),(8 200702.88),(9 230227.81),(10 258332.05),(11 286863.53),(12 315020.25),(13 343136.8),(14 366243.25),(15 386208.78),(16 403427.1),(17 418578.56),(18 433504.47),(19 447642.66),(20 461543.8),(21 477197.16),(22 494384.56),(23 513309.75),(24 529038.75),(25 545972.5),(26 559721.5),(27 569897.5),(28 576994),(29 582235.3),(30 582637.2),(31 580681.6),(32 579308.1),(33 575910),(34 571836.5),(35 571400.2),(36 573967.3),(37 577801.56),(38 583818.56),(39 590134.7),(40 598044.44),(41 608059.75),(42 619842.7),(43 630468.1),(44 642364.9),(45 653910),(46 666119.06),(47 677366.1),(48 684350.56),(49 687896.9),(50 693198.56),(51 699192.44),(52 704527.7),(53 711746.94),(54 718234.56),(55 726375.7),(56 732326.3),(57 740380.94),(58 749356.3),(59 759725.1),(60 773128.75),(61 785531.8),(62 801160.94),(63 813411.06),(64 825822.3),(65 834746.94),(66 845093.44),(67 848011.5),(68 852040.75),(69 853974.3),(70 857897.5),(71 860215.7),(72 860614.3),(73 866017.5),(74 876402.5),(75 879342.56),(76 884151.6),(77 887561.44),(78 892074.3),(79 895096),
(1 8351.537),(2 27599.354),(3 54428.3),(4 86517.81),(5 121613.22),(6 157828.36),(7 194286.27),(8 231337.47),(9 267576.03),(10 302851.7),(11 337298.44),(12 371324.53),(13 403827.25),(14 432056.34),(15 455430.44),(16 476455.2),(17 495527.9),(18 512974.88),(19 529383.75),(20 544652.5),(21 561105.5),(22 575682.25),(23 590145.7),(24 603472),(25 616197.2),(26 628036.06),(27 636960.7),(28 643944.6),(29 651855.6),(30 655587.5),(31 657472.25),(32 657144.44),(33 655875.6),(34 651840.44),(35 646891.94),(36 643681.3),(37 642941.7),(38 645031.8),(39 645138.44),(40 645511.94),(41 647192.94),(42 651304.44),(43 655346.4),(44 657857.8),(45 657385.75),(46 656119.7),(47 655233.44),(48 653459.56),(49 652180.8),(50 653304.7),(51 654146.1),(52 656162.1),(53 660469),(54 666369.44),(55 676759.94),(56 687796),(57 700603.94),(58 713593.94),(59 725206.9),(60 734535.94),(61 743692.75),(62 753937),(63 761845.3),(64 766304.2),(65 769525.94),(66 772958.25),(67 773040.7),(68 772664.6),(69 768647.56),(70 768515.3),(71 768901.1),(72 767775.3),(73 767533.9),(74 771806.5),(75 773184.2),(76 773297),(77 774837.9),(78 776402.4),(79 779403.8),
(1 7839.0664),(2 25666.1),(3 49653.152),(4 77660.65),(5 107760.875),(6 138072.14),(7 167628.22),(8 195880.14),(9 223227.48),(10 249337.14),(11 273064.6),(12 295932.25),(13 321792.5),(14 343165.9),(15 363272.8),(16 380408.28),(17 397369.72),(18 414071.06),(19 430884.47),(20 448513.4),(21 465785.25),(22 483847.06),(23 505530.63),(24 528527.44),(25 549092.56),(26 571651.1),(27 590749),(28 607030.56),(29 619132),(30 626859.94),(31 632665.7),(32 637391),(33 639729.2),(34 642044.6),(35 645632.8),(36 649964.56),(37 653712.56),(38 656410.6),(39 658909.75),(40 661587.7),(41 663583.44),(42 665449.8),(43 668532.4),(44 668865.44),(45 668798.1),(46 669890.8),(47 669228.3),(48 668955.1),(49 666096.8),(50 663505.44),(51 661130.06),(52 658498.8),(53 656007.5),(54 653462.1),(55 650719.75),(56 649075.8),(57 649852.06),(58 650997.2),(59 651888.75),(60 654716.4),(61 659248.06),(62 665840.6),(63 671607.75),(64 676233.2),(65 683083.8),(66 688858.25),(67 692648.6),(68 698069.44),(69 703370.8),(70 711269.44),(71 719924.56),(72 727936.4),(73 736737.3),(74 748917.44),(75 757625),(76 767041.44),(77 778005.25),(78 787982.8),(79 796538.2),
