1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 28992.244),(2 99550.23),(3 202556.11),(4 315444.5),(5 417992.84),(6 497675.5),(7 559421.5),(8 601872.2),(9 622622.3),(10 618840.94),(11 610797.44),(12 616394),(13 653801.7),(14 744408.7),(15 868172.3),(16 1003415.94),(17 1147013.8),(18 1263995.9),(19 1363948.1),(20 1443458.4),(21 1494618.6),(22 1535605.9),(23 1573642.4),(24 1612056),(25 1670819),(26 1753821.4),(27 1844442),(28 1928975.4),(29 1978983.6),(30 2035083.9),(31 2083774.1),(32 2128334.8),(33 2166946.8),(34 2214987.5),(35 2249413),(36 2301752.8),(37 2354993.8),(38 2412942.3),(39 2487248.3),(40 2565558.5),(41 2653820.8),(42 2756855.8),(43 2868878.8),(44 2980652.3),(45 3096197.3),(46 3202014.8),(47 3313913),(48 3404006.3),(49 3493942.3),(50 3587363.3),(51 3687546.3),(52 3810916),(53 3945667.3),(54 4073625.3),(55 4220116.5),(56 4368391.5),(57 4519060),(58 4648440),(59 4739646.5),(60 4802733),(61 4857974),(62 4891879.5),(63 4935823),(64 4994372),(65 5084330.5),(66 5187082),(67 5297220.5),(68 5398966.5),(69 5536088.5),(70 5702169.5),(71 5873599.5),(72 6025160),(73 6203137.5),(74 6361962.5),(75 6592976),(76 6857152),(77 7123122),(78 7332974.5),(79 7554365.5),
(1 75.78538),(2 96.069466),(3 107.4439),(4 114.70602),(5 120.435165),(6 124.27341),(7 127.21342),(8 130.24263),(9 130.59407),(10 130.95145),(11 133.52765),(12 135.36188),(13 135.28217),(14 136.34175),(15 137.62813),(16 137.88362),(17 139.20935),(18 141.38142),(19 141.8372),(20 142.62102),(21 143.09415),(22 143.712),(23 144.81525),(24 145.81752),(25 146.4352),(26 147.0582),(27 147.40427),(28 148.80359),(29 148.9059),(30 150.06137),(31 150.58102),(32 150.56496),(33 150.21738),(34 149.8467),(35 150.95515),(36 150.52592),(37 149.74469),(38 151.12392),(39 150.60612),(40 151.22852),(41 151.6891),(42 153.67247),(43 153.71364),(44 154.68121),(45 153.47327),(46 153.48837),(47 152.82034),(48 152.68571),(49 152.87569),(50 154.53082),(51 154.46407),(52 154.40341),(53 152.90454),(54 155.29979),(55 154.18694),(56 153.64516),(57 154.039),(58 154.37007),(59 156.0936),(60 155.99106),(61 157.36945),(62 157.42357),(63 157.60043),(64 157.99033),(65 158.31429),(66 159.12848),(67 160.9873),(68 160.39645),(69 159.6444),(70 160.42139),(71 160.45457),(72 160.68765),(73 161.50702),(74 162.24562),(75 162.68109),(76 160.65324),(77 159.84695),(78 160.92278),(79 161.00587),
(1 76.365555),(2 95.693565),(3 107.87603),(4 115.38968),(5 120.42928),(6 124.18166),(7 128.32838),(8 130.83191),(9 132.30084),(10 132.78134),(11 135.04242),(12 135.711),(13 138.14743),(14 139.33295),(15 139.92421),(16 140.36308),(17 140.75893),(18 143.36234),(19 144.10287),(20 142.95654),(21 142.5986),(22 143.15685),(23 146.17302),(24 146.72311),(25 149.34846),(26 150.23773),(27 151.13318),(28 151.49385),(29 152.16676),(30 153.37444),(31 154.50378),(32 154.44916),(33 154.07831),(34 153.38986),(35 153.90561),(36 153.53351),(37 154.91008),(38 154.07753),(39 154.55815),(40 154.95682),(41 154.80002),(42 155.98601),(43 156.03749),(44 155.5496),(45 154.57625),(46 154.1275),(47 153.20181),(48 152.90508),(49 153.60512),(50 154.6393),(51 154.31725),(52 155.44164),(53 156.60806),(54 156.86865),(55 155.80809),(56 155.6608),(57 154.98863),(58 154.1848),(59 155.32318),(60 155.96815),(61 156.65541),(62 158.4614),(63 157.89693),(64 158.85571),(65 158.76025),(66 158.428),(67 160.0089),(68 161.29068),(69 159.7579),(70 159.98961),(71 160.33171),(72 162.85054),(73 162.41046),(74 163.0504),(75 165.9179),(76 163.8072),(77 163.86635),(78 164.33815),(79 164.02078),
(1 75.35502),(2 93.6283),(3 105.75455),(4 112.279686),(5 118.598335),(6 121.63156),(7 124.62695),(8 125.930504),(9 128.94337),(10 130.23239),(11 132.96169),(12 133.19283),(13 134.12674),(14 135.95407),(15 135.45683),(16 136.9879),(17 139.56265),(18 140.11966),(19 140.30959),(20 140.36713),(21 140.99246),(22 142.5916),(23 143.08704),(24 144.27824),(25 145.41365),(26 147.34097),(27 147.75545),(28 149.49419),(29 150.14804),(30 151.35095),(31 150.21497),(32 149.83647),(33 150.7992),(34 152.48375),(35 151.84532),(36 150.20284),(37 149.71713),(38 149.73764),(39 150.89096),(40 151.8854),(41 151.22758),(42 151.55133),(43 152.1421),(44 152.52847),(45 152.22142),(46 151.82404),(47 151.65807),(48 151.63847),(49 151.68352),(50 150.46999),(51 149.90562),(52 149.76723),(53 150.16718),(54 151.47714),(55 151.00793),(56 151.34032),(57 153.24245),(58 154.36346),(59 154.59555),(60 154.9346),(61 154.41222),(62 155.4902),(63 155.62985),(64 156.72011),(65 157.49506),(66 157.06186),(67 157.20311),(68 157.8913),(69 157.90092),(70 157.29242),(71 157.86124),(72 159.31895),(73 160.5719),(74 160.49376),(75 159.51575),(76 160.09789),(77 160.22357),(78 161.48946),(79 160.89091),
(1 76.71253),(2 95.90961),(3 108.25548),(4 115.55741),(5 121.448845),(6 124.68405),(7 126.81516),(8 129.31233),(9 131.23473),(10 132.8684),(11 133.80717),(12 134.24585),(13 136.021),(14 137.00748),(15 136.6748),(16 138.62483),(17 139.83057),(18 141.00859),(19 141.1917),(20 141.37306),(21 142.16193),(22 143.04247),(23 143.4036),(24 145.02191),(25 147.09573),(26 148.63069),(27 148.16788),(28 149.01472),(29 149.84201),(30 149.49052),(31 149.64075),(32 150.04425),(33 149.94724),(34 149.20424),(35 149.16151),(36 149.46729),(37 150.11469),(38 151.17966),(39 152.58086),(40 153.30534),(41 153.84491),(42 154.31215),(43 154.32503),(44 154.0266),(45 153.57498),(46 153.38234),(47 153.26491),(48 152.90353),(49 153.7163),(50 154.7456),(51 155.04558),(52 156.28354),(53 156.20699),(54 155.6878),(55 155.89354),(56 155.49576),(57 156.22781),(58 155.99902),(59 157.28961),(60 155.74521),(61 155.72891),(62 155.7339),(63 156.17421),(64 156.35693),(65 156.24069),(66 156.2936),(67 158.30112),(68 157.60947),(69 158.61714),(70 159.07982),(71 157.69717),(72 158.69116),(73 159.54535),(74 159.0122),(75 160.00893),(76 158.57884),(77 159.40874),(78 158.62091),(79 158.83835),
(1 75.08524),(2 93.20454),(3 105.14088),(4 112.17703),(5 118.076416),(6 123.657936),(7 125.55277),(8 128.72664),(9 130.03499),(10 131.47546),(11 132.74007),(12 133.12602),(13 135.47746),(14 134.86879),(15 135.85648),(16 137.42221),(17 138.57996),(18 140.47188),(19 142.97559),(20 144.33917),(21 144.61816),(22 143.74915),(23 145.79543),(24 146.71834),(25 148.86382),(26 150.93016),(27 150.4072),(28 150.49342),(29 151.54509),(30 152.10272),(31 152.70575),(32 152.69412),(33 153.03444),(34 152.71132),(35 151.45134),(36 152.30217),(37 151.51776),(38 152.28065),(39 150.9553),(40 150.92468),(41 152.72948),(42 153.2055),(43 153.98885),(44 154.69032),(45 154.61414),(46 154.00851),(47 152.51006),(48 153.08603),(49 152.75256),(50 152.16011),(51 152.70929),(52 152.7116),(53 153.6831),(54 153.05669),(55 154.49557),(56 155.64754),(57 156.46634),(58 158.17125),(59 158.46597),(60 159.59393),(61 160.66553),(62 160.92096),(63 161.3348),(64 161.71922),(65 160.36967),(66 160.3985),(67 162.41331),(68 161.75153),(69 161.50673),(70 161.09523),(71 161.43784),(72 160.98108),(73 160.41559),(74 160.43735),(75 160.74336),(76 159.3562),(77 159.31006),(78 160.36946),(79 159.9047),
(1 73.75824),(2 92.199455),(3 104.39188),(4 112.81062),(5 116.1936),(6 119.44285),(7 121.910416),(8 124.70085),(9 128.19571),(10 129.97021),(11 131.1798),(12 133.00914),(13 134.5658),(14 136.40831),(15 137.27182),(16 137.67555),(17 138.90956),(18 140.1115),(19 139.7699),(20 140.09862),(21 141.56615),(22 141.51968),(23 141.69243),(24 142.42938),(25 144.08708),(26 145.00427),(27 146.21385),(28 146.48112),(29 147.98549),(30 148.00427),(31 147.62498),(32 147.56682),(33 148.32646),(34 148.36397),(35 147.09883),(36 146.6677),(37 146.4711),(38 147.27197),(39 148.74008),(40 149.16492),(41 151.1853),(42 151.67258),(43 152.32254),(44 151.48596),(45 152.25662),(46 151.8174),(47 151.47792),(48 151.3923),(49 151.33147),(50 152.20139),(51 151.712),(52 151.89952),(53 151.43584),(54 151.58029),(55 151.36624),(56 152.83263),(57 153.58939),(58 153.7472),(59 154.05107),(60 153.9442),(61 155.02115),(62 157.03839),(63 156.68286),(64 156.9874),(65 157.71176),(66 157.01334),(67 155.65657),(68 155.29828),(69 154.81674),(70 155.08292),(71 153.91835),(72 154.50923),(73 155.64825),(74 155.30882),(75 154.85951),(76 154.49382),(77 153.90347),(78 154.94604),(79 154.21555),
(1 72.81757),(2 91.81421),(3 104.04006),(4 112.3113),(5 117.01134),(6 120.73858),(7 124.341545),(8 126.01627),(9 127.66869),(10 129.30257),(11 131.14667),(12 131.36507),(13 133.40256),(14 133.38107),(15 135.35391),(16 136.55727),(17 138.52548),(18 139.70279),(19 141.01534),(20 141.03722),(21 141.83827),(22 141.83092),(23 142.31282),(24 143.47571),(25 144.83699),(26 144.85652),(27 146.08163),(28 146.88672),(29 148.90356),(30 149.00627),(31 149.34857),(32 151.00087),(33 151.47379),(34 151.86559),(35 152.03873),(36 151.09265),(37 151.90341),(38 150.66716),(39 151.90291),(40 150.90506),(41 152.96716),(42 153.97833),(43 153.12077),(44 154.18979),(45 152.97023),(46 152.17892),(47 151.39186),(48 150.65399),(49 151.3546),(50 151.43266),(51 153.24985),(52 152.5213),(53 152.62863),(54 152.98471),(55 153.594),(56 153.75873),(57 153.45723),(58 154.2975),(59 155.40056),(60 155.83336),(61 156.08217),(62 156.04614),(63 155.28912),(64 154.67433),(65 155.20813),(66 155.1057),(67 155.52812),(68 156.56047),(69 155.48297),(70 157.33221),(71 158.11038),(72 157.53922),(73 157.04631),(74 157.32278),(75 156.2358),(76 155.21327),(77 154.72987),(78 156.6755),(79 156.95671),
(1 73.17995),(2 91.39919),(3 103.60803),(4 110.56914),(5 117.34166),(6 120.76066),(7 123.53758),(8 125.311134),(9 127.91749),(10 130.17026),(11 131.42464),(12 133.0473),(13 133.63661),(14 136.04391),(15 136.0063),(16 136.71214),(17 139.15945),(18 140.48962),(19 141.3812),(20 140.60475),(21 142.48257),(22 142.04002),(23 143.4643),(24 144.17615),(25 145.29561),(26 145.21152),(27 144.4695),(28 145.69666),(29 146.03773),(30 145.99203),(31 146.76102),(32 146.55733),(33 146.66171),(34 147.7461),(35 147.15602),(36 146.42116),(37 146.77293),(38 147.36752),(39 147.65132),(40 147.24928),(41 148.5277),(42 148.4563),(43 149.12544),(44 148.47188),(45 149.037),(46 149.04436),(47 148.37724),(48 148.59631),(49 148.5795),(50 148.64215),(51 150.49251),(52 149.88852),(53 150.68797),(54 151.15955),(55 151.87401),(56 152.26575),(57 152.74797),(58 153.51703),(59 153.65332),(60 152.64597),(61 153.41226),(62 154.47273),(63 153.86317),(64 153.972),(65 153.68123),(66 154.63182),(67 154.91486),(68 154.47144),(69 155.2409),(70 154.67427),(71 156.03175),(72 157.17294),(73 157.41512),(74 156.50179),(75 157.34369),(76 156.04247),(77 155.74475),(78 157.00848),(79 157.02022),
(1 73.002556),(2 91.15076),(3 103.99397),(4 111.04122),(5 115.781136),(6 120.25154),(7 122.13897),(8 124.74837),(9 127.69529),(10 129.8748),(11 132.00989),(12 133.55537),(13 135.37042),(14 135.59834),(15 137.55649),(16 138.6233),(17 139.66566),(18 142.02544),(19 143.45073),(20 143.01056),(21 143.82414),(22 143.322),(23 144.00487),(24 144.99739),(25 147.35413),(26 148.36784),(27 147.81036),(28 149.7709),(29 150.40515),(30 149.16415),(31 149.14479),(32 149.76091),(33 150.68484),(34 150.36505),(35 150.334),(36 149.2462),(37 148.32439),(38 148.84329),(39 149.09094),(40 148.25876),(41 148.41338),(42 149.02898),(43 148.82016),(44 147.21635),(45 148.34306),(46 149.00333),(47 149.96687),(48 150.25227),(49 149.95215),(50 151.0384),(51 152.18423),(52 152.46591),(53 152.25838),(54 152.62096),(55 152.5958),(56 153.691),(57 155.7863),(58 155.9964),(59 156.22665),(60 156.74927),(61 157.34825),(62 158.53914),(63 159.00827),(64 158.2652),(65 158.33743),(66 158.51378),(67 156.87999),(68 155.92337),(69 157.72998),(70 158.23254),(71 158.76076),(72 159.70302),(73 159.8012),(74 158.70271),(75 157.10217),(76 155.2269),(77 155.99767),(78 156.23666),(79 155.8759),
(1 71.973724),(2 88.946785),(3 100.89495),(4 108.76417),(5 112.724655),(6 116.776726),(7 119.29895),(8 121.29584),(9 122.66251),(10 125.63158),(11 126.8036),(12 127.59803),(13 128.8711),(14 129.67223),(15 131.35371),(16 132.72552),(17 133.03409),(18 134.23325),(19 136.17967),(20 135.38742),(21 135.78065),(22 136.51608),(23 139.25273),(24 138.91098),(25 140.71307),(26 141.05469),(27 142.11392),(28 143.12102),(29 144.11284),(30 144.12549),(31 144.42413),(32 145.5768),(33 146.71516),(34 148.71243),(35 149.35873),(36 148.73819),(37 149.63654),(38 149.38808),(39 147.12668),(40 148.14258),(41 148.17029),(42 148.70018),(43 147.67024),(44 147.17465),(45 147.88875),(46 147.02684),(47 146.956),(48 147.89867),(49 147.89775),(50 149.45355),(51 149.65494),(52 148.7117),(53 149.59154),(54 150.00214),(55 148.20625),(56 148.33833),(57 149.03139),(58 149.38605),(59 149.04384),(60 149.08),(61 149.74873),(62 150.74352),(63 150.50043),(64 150.94),(65 149.6074),(66 150.27194),(67 149.17789),(68 150.25354),(69 150.2387),(70 149.85555),(71 149.67055),(72 149.49501),(73 150.76714),(74 149.86206),(75 149.3351),(76 150.40396),(77 150.73973),(78 150.83734),(79 150.32545),
(1 72.35901),(2 90.570984),(3 102.16687),(4 109.58301),(5 114.822556),(6 117.68166),(7 121.26385),(8 123.238075),(9 124.400276),(10 126.96228),(11 127.59953),(12 129.35797),(13 130.1072),(14 132.03746),(15 132.20139),(16 131.94006),(17 134.04227),(18 136.41193),(19 137.63599),(20 137.02032),(21 137.24205),(22 137.50429),(23 140.474),(24 141.12193),(25 142.27882),(26 142.90157),(27 144.82582),(28 144.93343),(29 145.53647),(30 146.66853),(31 148.16557),(32 148.7168),(33 149.46758),(34 149.30699),(35 148.7126),(36 150.11734),(37 149.8934),(38 150.40826),(39 149.36224),(40 149.18405),(41 148.66995),(42 149.6497),(43 149.1341),(44 148.605),(45 148.56458),(46 148.39194),(47 148.59259),(48 148.78052),(49 149.05363),(50 149.31308),(51 149.07826),(52 148.97287),(53 149.05234),(54 149.4324),(55 149.88348),(56 149.98889),(57 150.23651),(58 152.55368),(59 153.87279),(60 154.1476),(61 155.23338),(62 155.31345),(63 155.21457),(64 155.22102),(65 155.04393),(66 157.9003),(67 157.44084),(68 156.9719),(69 157.03166),(70 157.19447),(71 156.71603),(72 158.52994),(73 156.55966),(74 157.15787),(75 156.91615),(76 156.38681),(77 155.30511),(78 155.23235),(79 154.4316),
(1 71.9996),(2 89.34609),(3 101.34441),(4 108.15321),(5 112.97774),(6 118.0515),(7 119.94108),(8 122.56101),(9 124.91271),(10 126.96313),(11 128.3684),(12 129.8828),(13 130.77657),(14 131.22232),(15 132.60042),(16 134.16609),(17 135.92336),(18 139.70541),(19 140.0496),(20 139.2043),(21 140.30103),(22 139.46072),(23 141.35861),(24 142.57451),(25 143.40889),(26 144.54059),(27 146.3546),(28 147.51581),(29 147.39886),(30 148.39873),(31 148.96518),(32 150.8157),(33 150.25089),(34 150.76947),(35 149.8039),(36 150.82129),(37 150.07689),(38 149.49243),(39 149.96614),(40 149.6495),(41 149.87083),(42 150.31264),(43 150.28659),(44 150.69592),(45 151.58565),(46 149.77846),(47 148.46689),(48 149.95871),(49 150.66972),(50 150.58058),(51 151.53563),(52 151.87099),(53 152.06895),(54 153.02722),(55 153.57335),(56 153.08324),(57 153.19962),(58 152.69408),(59 153.06062),(60 153.53682),(61 154.01564),(62 153.87726),(63 154.02242),(64 153.88593),(65 154.4346),(66 155.95493),(67 156.32231),(68 155.38167),(69 155.19838),(70 155.05293),(71 154.07086),(72 153.76143),(73 153.44391),(74 153.00551),(75 154.86453),(76 153.12161),(77 152.01582),(78 151.80814),(79 151.19032),
(1 70.04271),(2 87.94),(3 99.70645),(4 106.7501),(5 112.15858),(6 114.85856),(7 116.370995),(8 118.348145),(9 120.306984),(10 122.95374),(11 123.663284),(12 125.31305),(13 126.91817),(14 127.97079),(15 128.00693),(16 130.04898),(17 132.49341),(18 134.97122),(19 135.88779),(20 136.08806),(21 136.63983),(22 137.03918),(23 137.53615),(24 138.82657),(25 139.32755),(26 140.32597),(27 139.93388),(28 140.83823),(29 140.77606),(30 142.17575),(31 142.53468),(32 143.3889),(33 143.55803),(34 144.20894),(35 144.41685),(36 144.45607),(37 143.71967),(38 145.11774),(39 145.94125),(40 145.53026),(41 144.28839),(42 145.28986),(43 145.78467),(44 145.30966),(45 145.52454),(46 144.5923),(47 144.50023),(48 143.28062),(49 143.80962),(50 144.01826),(51 144.43541),(52 144.08266),(53 143.5455),(54 143.74045),(55 143.97073),(56 144.24681),(57 144.7722),(58 145.23293),(59 145.03949),(60 145.34993),(61 145.48795),(62 146.16739),(63 146.57321),(64 146.91792),(65 145.9257),(66 147.73462),(67 147.49246),(68 148.70364),(69 149.36354),(70 148.86053),(71 148.03902),(72 148.07277),(73 149.39604),(74 149.4283),(75 149.28864),(76 148.1322),(77 148.76285),(78 148.39273),(79 147.8137),
(1 70.22449),(2 88.47213),(3 100.08046),(4 108.311066),(5 113.26859),(6 117.54638),(7 118.46314),(8 120.68382),(9 123.17303),(10 125.674126),(11 126.37309),(12 128.72337),(13 129.61392),(14 131.03769),(15 131.69925),(16 132.5189),(17 134.14124),(18 135.00851),(19 136.40085),(20 136.63123),(21 136.97455),(22 136.35374),(23 137.23392),(24 138.73172),(25 138.23372),(26 140.44286),(27 141.99069),(28 143.80943),(29 144.14053),(30 145.05988),(31 145.08841),(32 144.81776),(33 146.23505),(34 147.78897),(35 147.0241),(36 147.00368),(37 147.74646),(38 148.06058),(39 148.88435),(40 147.79909),(41 147.63435),(42 148.74884),(43 148.78017),(44 147.81326),(45 147.73154),(46 147.6059),(47 148.85512),(48 149.79446),(49 149.62033),(50 150.04256),(51 151.04768),(52 149.85136),(53 148.87508),(54 148.67038),(55 147.21368),(56 147.2629),(57 148.59975),(58 149.60068),(59 149.49811),(60 149.3933),(61 147.7627),(62 149.11095),(63 148.88414),(64 148.2532),(65 148.70413),(66 149.14203),(67 150.84862),(68 150.31982),(69 150.21185),(70 150.31963),(71 150.663),(72 150.82504),(73 150.77592),(74 149.40627),(75 148.91628),(76 150.1949),(77 150.14124),(78 152.23651),(79 151.03934),
(1 68.753716),(2 86.67726),(3 98.51578),(4 105.65457),(5 111.04619),(6 113.92651),(7 117.45839),(8 119.47508),(9 121.95123),(10 124.3923),(11 126.87708),(12 127.93289),(13 129.91385),(14 130.7821),(15 131.46617),(16 131.88037),(17 133.9945),(18 134.69696),(19 136.10631),(20 137.60982),(21 137.819),(22 139.329),(23 140.78853),(24 142.04553),(25 143.23547),(26 144.7744),(27 146.5582),(28 147.75465),(29 148.60233),(30 148.96857),(31 148.30928),(32 148.02167),(33 146.9375),(34 147.18597),(35 146.97987),(36 146.36716),(37 145.95198),(38 144.90192),(39 145.7445),(40 146.68474),(41 148.14421),(42 147.51396),(43 147.29185),(44 147.61937),(45 146.93272),(46 147.6141),(47 147.58476),(48 146.57271),(49 146.60713),(50 147.25125),(51 147.6487),(52 146.63647),(53 146.71259),(54 147.25783),(55 147.96968),(56 147.84647),(57 147.70908),(58 147.08011),(59 146.74098),(60 147.63628),(61 146.77945),(62 146.8029),(63 147.60504),(64 147.22202),(65 147.987),(66 148.96643),(67 149.55188),(68 148.91304),(69 148.77739),(70 148.37308),(71 149.22502),(72 149.02261),(73 150.28448),(74 150.79402),(75 151.0455),(76 151.03934),(77 149.04633),(78 149.72884),(79 148.79414),
(1 69.11486),(2 86.298164),(3 96.71364),(4 102.67576),(5 107.18463),(6 110.70849),(7 114.65299),(8 116.67374),(9 119.476685),(10 121.7156),(11 124.27799),(12 126.08577),(13 127.973404),(14 127.68679),(15 129.63596),(16 129.59004),(17 131.21696),(18 132.28076),(19 134.2271),(20 133.32838),(21 134.87222),(22 134.93887),(23 135.13733),(24 136.82419),(25 137.6468),(26 138.7293),(27 140.98785),(28 140.70137),(29 142.06586),(30 141.06917),(31 141.03796),(32 141.43379),(33 142.04091),(34 143.12654),(35 143.11684),(36 141.78163),(37 140.2702),(38 140.15182),(39 142.63077),(40 142.30763),(41 143.28227),(42 144.60866),(43 145.01646),(44 144.80157),(45 145.1305),(46 144.61441),(47 145.17737),(48 143.24379),(49 143.86882),(50 144.28877),(51 145.32077),(52 144.88406),(53 144.95024),(54 144.77457),(55 145.78304),(56 146.11795),(57 147.16573),(58 148.14438),(59 149.01524),(60 149.34932),(61 151.53464),(62 151.93088),(63 150.97433),(64 150.31242),(65 150.24278),(66 150.34048),(67 151.19229),(68 151.74779),(69 151.66925),(70 152.02641),(71 152.24733),(72 153.2076),(73 154.1555),(74 153.08607),(75 153.51294),(76 152.15475),(77 150.81161),(78 150.45117),(79 149.24904),
(1 69.89584),(2 87.79187),(3 100.287796),(4 107.09658),(5 113.21091),(6 116.55614),(7 118.34866),(8 120.856476),(9 122.65994),(10 124.153305),(11 125.98147),(12 127.81738),(13 128.13718),(14 128.93864),(15 130.71313),(16 130.81029),(17 131.95247),(18 135.23985),(19 136.25766),(20 135.79546),(21 136.86064),(22 137.14133),(23 137.89417),(24 138.52983),(25 138.79471),(26 140.19456),(27 141.96667),(28 142.46786),(29 143.29622),(30 143.9765),(31 144.19695),(32 145.83153),(33 146.28448),(34 145.81134),(35 147.14598),(36 146.7853),(37 147.75282),(38 147.75531),(39 149.18314),(40 148.16774),(41 149.06776),(42 149.72151),(43 149.09337),(44 147.92244),(45 147.8627),(46 148.29231),(47 148.68309),(48 148.53098),(49 146.73174),(50 145.83939),(51 147.59969),(52 146.90372),(53 146.69583),(54 146.85014),(55 146.18982),(56 146.13742),(57 148.51218),(58 146.96547),(59 148.5843),(60 148.69926),(61 150.60095),(62 150.1002),(63 150.41364),(64 151.71088),(65 151.19939),(66 152.0461),(67 151.68852),(68 150.5446),(69 150.06152),(70 150.3752),(71 150.02637),(72 150.90414),(73 149.48705),(74 150.35861),(75 151.68654),(76 152.26083),(77 150.5313),(78 149.48848),(79 149.93282),
