1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 272171.8),(2 851994.7),(3 1557656.6),(4 2310562.8),(5 3142947.3),(6 4133245),(7 5272732),(8 6655798.5),(9 8190741.5),(10 9782965),(11 11278277),(12 12800632),(13 14424717),(14 16117165),(15 17801178),(16 19631762),(17 21568712),(18 24320394),(19 26561064),(20 28983006),(21 31435438),(22 34082300),(23 36754900),(24 40375508),(25 43316628),(26 46425084),(27 49546830),(28 52832364),(29 57241310),(30 60970820),(31 64535250),(32 68239290),(33 73276320),(34 77103510),(35 81068220),(36 86176200),(37 90574150),(38 95273704),(39 100202824),(40 105487770),(41 111621030),(42 119632090),(43 126290090),(44 132729064),(45 138350960),(46 144084530),(47 149616560),(48 155753230),(49 161901810),(50 168783490),(51 176843900),(52 185165380),(53 191039660),(54 196270060),(55 201069390),(56 205293890),(57 208645820),(58 211752830),(59 213984210),(60 216682690),(61 218104140),(62 218561280),(63 217904140),(64 215659730),(65 212466800),(66 208504880),(67 203946610),(68 199087170),(69 193330350),(70 187435400),(71 180742260),(72 173784300),(73 166369600),(74 159371140),(75 153049280),(76 147437870),(77 142499920),(78 137392060),(79 132574210),
(1 75.91516),(2 88.575584),(3 97.757324),(4 103.2613),(5 111.83565),(6 111.69729),(7 115.840294),(8 121.55122),(9 122.27948),(10 123.21345),(11 127.2278),(12 125.822014),(13 128.14668),(14 128.23492),(15 129.1067),(16 126.98266),(17 125.186226),(18 128.23082),(19 128.6055),(20 129.04665),(21 128.20544),(22 127.19785),(23 129.12022),(24 129.4082),(25 128.51741),(26 128.68094),(27 129.03152),(28 128.29665),(29 126.950005),(30 126.84474),(31 128.07301),(32 125.697174),(33 125.203995),(34 123.758415),(35 125.32737),(36 123.63756),(37 123.35727),(38 124.279045),(39 124.96749),(40 125.873764),(41 125.70117),(42 126.00404),(43 126.527725),(44 126.50056),(45 126.823456),(46 126.805466),(47 126.12941),(48 127.44861),(49 126.76533),(50 128.09401),(51 127.288025),(52 128.69566),(53 126.57007),(54 128.10262),(55 129.61269),(56 130.92662),(57 130.69058),(58 130.63962),(59 133.77821),(60 130.08539),(61 131.97157),(62 134.76553),(63 133.03346),(64 135.68004),(65 137.93657),(66 137.66931),(67 138.81831),(68 141.3663),(69 138.51573),(70 141.44946),(71 141.75262),(72 142.64563),(73 146.51843),(74 147.74568),(75 145.24873),(76 146.69296),(77 146.1089),(78 147.69302),(79 149.8828),
(1 76.25684),(2 90.265656),(3 99.10899),(4 104.818375),(5 112.354416),(6 113.58164),(7 117.38034),(8 121.57465),(9 122.21119),(10 120.64126),(11 124.53881),(12 125.36896),(13 127.61206),(14 126.98187),(15 128.04219),(16 124.05209),(17 124.68373),(18 126.66087),(19 127.13933),(20 126.86163),(21 125.55273),(22 126.3154),(23 127.58988),(24 126.10989),(25 127.199486),(26 128.21477),(27 128.00491),(28 127.225006),(29 127.18667),(30 125.717804),(31 127.38828),(32 124.46198),(33 123.60742),(34 123.08794),(35 125.16351),(36 122.43549),(37 121.57019),(38 122.84339),(39 123.23326),(40 124.20184),(41 123.9032),(42 124.34047),(43 125.09491),(44 124.45724),(45 124.78143),(46 124.4532),(47 125.24818),(48 125.51874),(49 125.40542),(50 125.7651),(51 128.80394),(52 129.03664),(53 127.79779),(54 129.24445),(55 128.37718),(56 130.08836),(57 129.9124),(58 131.48047),(59 132.63016),(60 131.45583),(61 131.9931),(62 134.52022),(63 133.1941),(64 134.15912),(65 136.35252),(66 136.15726),(67 136.5219),(68 136.66628),(69 135.98117),(70 139.77332),(71 138.46669),(72 139.4677),(73 141.13533),(74 141.3947),(75 139.4769),(76 141.2506),(77 141.72668),(78 144.47066),(79 143.3527),
(1 76.48387),(2 90.95),(3 98.477234),(4 105.92461),(5 113.486855),(6 116.869446),(7 119.57234),(8 125.98081),(9 127.38532),(10 126.60779),(11 130.31516),(12 129.70648),(13 130.50156),(14 131.63202),(15 130.8642),(16 128.78444),(17 129.96973),(18 129.64833),(19 130.77213),(20 130.31058),(21 129.59009),(22 129.01268),(23 127.98279),(24 128.95769),(25 130.3286),(26 130.48253),(27 129.31712),(28 130.06125),(29 128.0112),(30 126.95993),(31 128.37428),(32 126.105095),(33 126.04761),(34 126.18654),(35 127.22044),(36 124.97036),(37 123.826294),(38 126.74779),(39 125.5523),(40 126.58532),(41 127.054474),(42 129.12634),(43 128.50206),(44 127.33748),(45 128.6188),(46 127.0165),(47 128.80711),(48 129.07864),(49 127.91227),(50 128.34923),(51 130.34256),(52 131.46875),(53 130.88661),(54 131.15724),(55 131.62425),(56 132.389),(57 131.80576),(58 132.15833),(59 131.92996),(60 133.99176),(61 131.87016),(62 135.63783),(63 135.07283),(64 137.76187),(65 139.1988),(66 139.0241),(67 139.61398),(68 142.14392),(69 141.07994),(70 141.04962),(71 141.5207),(72 141.08763),(73 144.96233),(74 145.32686),(75 143.82266),(76 148.70781),(77 146.19629),(78 148.97542),(79 148.60619),
(1 74.221855),(2 87.577614),(3 93.0601),(4 100.39154),(5 107.45159),(6 111.54353),(7 111.51518),(8 117.648575),(9 117.02583),(10 118.294975),(11 122.41009),(12 121.37103),(13 121.746506),(14 122.30502),(15 122.40567),(16 121.24856),(17 123.33291),(18 122.91101),(19 122.885506),(20 123.13778),(21 122.566414),(22 121.971085),(23 121.657196),(24 123.68795),(25 122.92205),(26 123.22327),(27 122.27817),(28 122.9607),(29 122.4559),(30 121.33993),(31 120.39791),(32 119.691605),(33 120.94231),(34 120.73134),(35 120.597374),(36 118.470604),(37 118.9259),(38 120.08905),(39 120.300476),(40 119.849686),(41 120.49185),(42 121.59728),(43 121.42574),(44 120.038704),(45 121.439896),(46 120.38417),(47 122.1025),(48 122.51659),(49 120.45626),(50 121.902275),(51 124.47308),(52 126.00428),(53 125.25018),(54 125.71135),(55 126.81972),(56 126.63297),(57 130.01985),(58 129.74713),(59 129.91948),(60 130.86082),(61 128.62296),(62 132.13338),(63 131.44089),(64 133.1312),(65 135.51479),(66 134.43047),(67 135.38217),(68 136.38745),(69 135.36896),(70 136.90594),(71 139.78394),(72 138.26263),(73 141.54453),(74 140.90935),(75 141.04008),(76 143.72192),(77 144.02571),(78 144.67747),(79 144.53362),
(1 75.53565),(2 89.084465),(3 95.10938),(4 102.443665),(5 109.99608),(6 113.45853),(7 112.06155),(8 119.6895),(9 119.824295),(10 121.60916),(11 124.02938),(12 124.621445),(13 125.00987),(14 126.6229),(15 125.60801),(16 123.68745),(17 125.66593),(18 124.87734),(19 124.049675),(20 126.50941),(21 126.1143),(22 125.302895),(23 124.67005),(24 125.81574),(25 125.18128),(26 125.217705),(27 123.70294),(28 125.21772),(29 125.44302),(30 124.39712),(31 123.14586),(32 122.58233),(33 123.61557),(34 122.33651),(35 122.45306),(36 120.877335),(37 121.22436),(38 122.873215),(39 124.10153),(40 121.57909),(41 122.70257),(42 123.725655),(43 122.76928),(44 121.97804),(45 123.49621),(46 123.03925),(47 123.4164),(48 125.90624),(49 124.62331),(50 125.03079),(51 126.86394),(52 128.37093),(53 126.0585),(54 128.32971),(55 129.50462),(56 129.6207),(57 129.56906),(58 131.13127),(59 130.40994),(60 132.32478),(61 132.09987),(62 133.1577),(63 134.32957),(64 135.85345),(65 138.19334),(66 136.34212),(67 137.98671),(68 137.90634),(69 137.2223),(70 138.31673),(71 140.13403),(72 139.11244),(73 141.2735),(74 141.86021),(75 139.27255),(76 143.32014),(77 141.99413),(78 142.4558),(79 143.8364),
(1 73.64699),(2 88.47967),(3 93.91273),(4 101.40876),(5 108.563446),(6 113.188),(7 111.546906),(8 117.82775),(9 117.419106),(10 118.84808),(11 122.9165),(12 123.58682),(13 123.15701),(14 123.61462),(15 123.77902),(16 122.41909),(17 122.87114),(18 122.61684),(19 121.29434),(20 124.45198),(21 123.850365),(22 124.340454),(23 122.55379),(24 123.128105),(25 120.84977),(26 122.9995),(27 121.01838),(28 120.87165),(29 121.150566),(30 120.55373),(31 119.6745),(32 118.57678),(33 119.66605),(34 117.65311),(35 118.684204),(36 117.70845),(37 116.73431),(38 117.2324),(39 117.75778),(40 117.399086),(41 118.670135),(42 119.33013),(43 117.641495),(44 118.561516),(45 121.67622),(46 120.79844),(47 121.23195),(48 123.55938),(49 124.317245),(50 123.1962),(51 125.41292),(52 126.836426),(53 125.54207),(54 124.13267),(55 124.88929),(56 127.34765),(57 126.6213),(58 129.50291),(59 128.63223),(60 128.2755),(61 128.11273),(62 129.13516),(63 128.37721),(64 129.59459),(65 133.7419),(66 133.62852),(67 133.51814),(68 134.72142),(69 133.88768),(70 134.73479),(71 137.97066),(72 136.73033),(73 138.57881),(74 139.82568),(75 139.44017),(76 141.90855),(77 140.97165),(78 140.69946),(79 142.94604),
(1 74.557365),(2 89.84869),(3 96.21217),(4 102.55866),(5 109.42881),(6 114.95266),(7 114.245636),(8 120.300995),(9 121.04858),(10 120.39735),(11 125.10285),(12 126.391335),(13 126.285416),(14 126.289955),(15 126.12917),(16 124.70538),(17 125.11799),(18 126.64491),(19 124.93165),(20 126.72681),(21 124.96577),(22 124.692116),(23 124.674706),(24 126.20288),(25 123.28297),(26 124.70936),(27 123.59012),(28 122.83926),(29 123.681435),(30 123.43134),(31 121.02732),(32 121.34499),(33 122.36496),(34 120.68607),(35 121.482025),(36 122.64738),(37 119.844696),(38 121.016426),(39 121.534256),(40 121.455284),(41 123.53868),(42 123.26587),(43 123.305275),(44 121.697464),(45 124.752106),(46 121.70499),(47 124.138176),(48 124.09798),(49 125.72462),(50 124.002884),(51 126.89995),(52 127.44791),(53 128.86528),(54 128.42181),(55 128.36116),(56 129.89091),(57 129.04788),(58 130.00752),(59 130.80557),(60 131.25327),(61 131.88081),(62 132.49448),(63 133.55421),(64 133.59607),(65 135.81866),(66 135.33344),(67 135.83748),(68 135.7895),(69 134.9994),(70 135.63689),(71 138.58531),(72 135.84628),(73 139.63057),(74 140.58017),(75 140.73402),(76 141.4684),(77 141.96709),(78 141.83287),(79 142.9275),
(1 75.84415),(2 89.71508),(3 94.94508),(4 102.268875),(5 111.10002),(6 114.84663),(7 115.83769),(8 121.638115),(9 121.844955),(10 122.12368),(11 125.81978),(12 125.880295),(13 126.37929),(14 125.84299),(15 126.27411),(16 126.58069),(17 127.58965),(18 127.37313),(19 126.81414),(20 127.91508),(21 126.74224),(22 127.40956),(23 126.091095),(24 128.29208),(25 126.318),(26 127.67526),(27 128.84807),(28 125.78349),(29 127.23882),(30 125.90583),(31 125.50661),(32 123.76807),(33 124.396454),(34 122.011505),(35 122.71191),(36 124.656685),(37 120.93013),(38 122.81519),(39 122.99155),(40 122.32992),(41 124.13067),(42 123.76673),(43 124.62281),(44 124.24715),(45 127.16929),(46 123.40947),(47 125.60566),(48 125.290726),(49 125.10038),(50 122.92299),(51 125.96298),(52 126.56353),(53 128.00378),(54 126.33796),(55 127.97534),(56 129.02667),(57 129.31322),(58 128.55673),(59 130.12996),(60 130.36856),(61 129.4098),(62 131.60971),(63 132.91023),(64 131.56352),(65 133.90634),(66 133.74472),(67 133.27559),(68 133.53822),(69 133.89368),(70 134.69206),(71 138.05756),(72 135.44572),(73 140.036),(74 139.35388),(75 140.17639),(76 139.1422),(77 140.4103),(78 142.18462),(79 141.65874),
(1 73.914246),(2 87.122185),(3 92.93516),(4 100.32436),(5 108.05263),(6 112.24718),(7 113.51462),(8 118.05636),(9 118.46552),(10 118.867),(11 122.109566),(12 123.97794),(13 123.67305),(14 123.04799),(15 123.38086),(16 122.115715),(17 123.90999),(18 122.902336),(19 123.6886),(20 122.803),(21 123.58205),(22 125.09871),(23 122.84506),(24 124.43346),(25 122.25779),(26 122.81708),(27 124.378815),(28 122.864044),(29 123.85511),(30 124.76507),(31 123.51389),(32 121.28399),(33 121.88028),(34 119.82785),(35 120.9432),(36 120.87388),(37 118.10511),(38 118.49683),(39 119.22627),(40 119.184654),(41 121.70494),(42 120.36794),(43 120.8645),(44 120.83119),(45 122.32461),(46 119.64399),(47 121.794815),(48 122.879875),(49 123.58069),(50 121.06752),(51 124.48631),(52 124.29144),(53 126.28506),(54 123.36961),(55 127.08311),(56 127.67909),(57 127.93908),(58 126.011444),(59 126.79216),(60 127.90983),(61 126.70606),(62 129.94145),(63 129.5164),(64 129.19699),(65 132.52972),(66 131.99765),(67 132.66444),(68 133.27385),(69 132.69301),(70 133.1827),(71 137.64613),(72 133.51718),(73 138.38173),(74 138.47623),(75 141.09235),(76 139.98683),(77 139.88533),(78 141.04105),(79 141.4993),
(1 74.389626),(2 88.31996),(3 94.89141),(4 101.61278),(5 109.28554),(6 113.90774),(7 113.904305),(8 119.14834),(9 120.679535),(10 120.82171),(11 123.292366),(12 125.86054),(13 126.20174),(14 124.55679),(15 126.065765),(16 123.862976),(17 126.53188),(18 124.095985),(19 125.23399),(20 125.61421),(21 124.66549),(22 126.88362),(23 124.23069),(24 124.1949),(25 123.486626),(26 123.149536),(27 124.7045),(28 122.89446),(29 124.384155),(30 125.08649),(31 125.04994),(32 123.75914),(33 123.612656),(34 122.31314),(35 122.95312),(36 122.205605),(37 121.49392),(38 120.61272),(39 122.38708),(40 119.7639),(41 121.6468),(42 120.91812),(43 120.958755),(44 122.473816),(45 123.356125),(46 121.50406),(47 122.54166),(48 123.7817),(49 124.49972),(50 123.3213),(51 124.49628),(52 126.2226),(53 127.13984),(54 125.84179),(55 128.21326),(56 127.277245),(57 128.15254),(58 126.936356),(59 130.94305),(60 129.54538),(61 128.48264),(62 132.08098),(63 130.49501),(64 130.84404),(65 133.61449),(66 134.6815),(67 136.09048),(68 136.40714),(69 135.10745),(70 136.13016),(71 140.56667),(72 138.27065),(73 140.21487),(74 139.89586),(75 139.50734),(76 140.74423),(77 141.27673),(78 143.9449),(79 143.42073),
(1 74.12713),(2 88.28821),(3 95.80484),(4 101.48559),(5 109.52448),(6 112.38476),(7 114.17074),(8 119.34876),(9 119.390396),(10 120.15246),(11 121.57249),(12 124.79495),(13 124.787895),(14 123.52076),(15 125.713295),(16 123.663666),(17 125.647705),(18 124.07155),(19 125.27584),(20 125.808716),(21 125.05531),(22 126.271675),(23 124.50276),(24 122.762215),(25 122.004326),(26 121.52172),(27 123.238594),(28 122.7661),(29 121.75306),(30 121.40632),(31 121.555374),(32 120.36488),(33 120.56695),(34 120.74436),(35 121.567474),(36 119.77081),(37 118.65545),(38 118.07335),(39 120.43775),(40 119.5563),(41 121.76481),(42 121.001976),(43 120.742744),(44 122.77093),(45 123.66309),(46 121.56632),(47 121.4377),(48 123.432236),(49 124.445435),(50 122.84524),(51 123.09898),(52 125.57024),(53 126.6588),(54 125.236244),(55 127.76684),(56 126.33037),(57 128.04996),(58 127.8398),(59 129.25815),(60 128.53903),(61 128.24132),(62 129.15993),(63 128.73094),(64 129.33238),(65 130.7404),(66 131.6573),(67 134.49532),(68 134.4097),(69 131.58583),(70 134.31604),(71 137.95543),(72 135.54407),(73 139.18452),(74 137.78004),(75 137.64532),(76 141.6167),(77 140.08049),(78 140.90599),(79 140.97862),
(1 73.924324),(2 87.74331),(3 97.25832),(4 100.84383),(5 110.245926),(6 112.56698),(7 115.25727),(8 120.57998),(9 122.2663),(10 122.64994),(11 122.221725),(12 126.104195),(13 125.613396),(14 123.57659),(15 125.46877),(16 125.0038),(17 128.11426),(18 126.773766),(19 127.37395),(20 126.24354),(21 125.75382),(22 125.890976),(23 125.95633),(24 125.07278),(25 125.028915),(26 125.002144),(27 125.288124),(28 125.81099),(29 124.25475),(30 123.17592),(31 123.153244),(32 121.94605),(33 120.779625),(34 121.27777),(35 121.446495),(36 120.97082),(37 120.47959),(38 120.29153),(39 122.189476),(40 121.19216),(41 122.04409),(42 121.37433),(43 121.44226),(44 123.15421),(45 122.17661),(46 122.06275),(47 121.27215),(48 122.78125),(49 122.47491),(50 122.234375),(51 121.036385),(52 123.93708),(53 124.72708),(54 124.001945),(55 123.48087),(56 124.77523),(57 126.25484),(58 126.656204),(59 128.55083),(60 127.77114),(61 128.28519),(62 127.72791),(63 128.48392),(64 128.69586),(65 131.25436),(66 133.29544),(67 133.68486),(68 131.26164),(69 130.3733),(70 133.25313),(71 137.04095),(72 134.35399),(73 137.19649),(74 136.12498),(75 135.24109),(76 138.29732),(77 138.71669),(78 139.3483),(79 137.76141),
(1 73.84407),(2 85.52704),(3 93.99685),(4 98.79149),(5 107.76501),(6 109.24624),(7 111.449745),(8 118.25824),(9 119.54068),(10 118.91518),(11 118.58319),(12 123.293434),(13 123.25921),(14 121.51265),(15 121.79665),(16 122.28643),(17 123.67875),(18 122.01677),(19 124.11471),(20 122.15224),(21 122.469154),(22 120.86039),(23 122.56763),(24 121.32611),(25 120.83077),(26 120.78494),(27 120.5501),(28 123.01875),(29 120.61168),(30 119.90193),(31 120.60038),(32 119.194595),(33 118.68797),(34 118.87664),(35 117.82381),(36 117.10786),(37 117.65704),(38 117.04281),(39 119.21674),(40 117.10314),(41 118.87949),(42 117.981026),(43 120.0966),(44 120.96139),(45 119.45995),(46 120.43854),(47 119.54874),(48 121.01459),(49 121.28981),(50 121.10881),(51 121.50344),(52 122.47307),(53 123.01459),(54 122.32138),(55 122.97788),(56 124.29941),(57 125.51276),(58 124.39176),(59 127.30762),(60 126.384766),(61 126.97981),(62 126.99187),(63 127.37223),(64 125.46533),(65 128.80113),(66 128.54024),(67 130.10368),(68 129.17603),(69 130.75986),(70 132.66202),(71 134.70282),(72 133.41487),(73 137.14049),(74 136.76309),(75 136.07227),(76 138.40938),(77 138.07149),(78 140.34819),(79 138.59532),
(1 73.10021),(2 84.06235),(3 92.103546),(4 96.89785),(5 104.79593),(6 107.69579),(7 109.83985),(8 115.86531),(9 117.343124),(10 117.110695),(11 116.85104),(12 120.231926),(13 119.44408),(14 119.12173),(15 118.84433),(16 120.2674),(17 120.71561),(18 119.02243),(19 121.01964),(20 119.310974),(21 120.861015),(22 120.15098),(23 120.93636),(24 118.84452),(25 119.113815),(26 118.62967),(27 117.34433),(28 119.93246),(29 119.0331),(30 118.407364),(31 119.09914),(32 117.64764),(33 117.14425),(34 117.03177),(35 116.63107),(36 117.08932),(37 116.32005),(38 116.14907),(39 117.07472),(40 115.03726),(41 117.494064),(42 115.696175),(43 116.34972),(44 116.70949),(45 118.2627),(46 117.67353),(47 115.66871),(48 115.71009),(49 115.99586),(50 116.44761),(51 118.78932),(52 120.442116),(53 119.72878),(54 117.873474),(55 117.929375),(56 119.67375),(57 119.69059),(58 119.59349),(59 122.85479),(60 120.79236),(61 122.647545),(62 122.62553),(63 123.09376),(64 122.42418),(65 124.79535),(66 126.85523),(67 127.06566),(68 126.723236),(69 127.38055),(70 128.88174),(71 131.59357),(72 130.451),(73 131.03224),(74 131.04193),(75 131.1452),(76 133.30365),(77 133.52151),(78 136.1273),(79 134.07985),
(1 73.58594),(2 84.238495),(3 92.79673),(4 98.61058),(5 107.8175),(6 110.57381),(7 112.06693),(8 118.662735),(9 121.03211),(10 119.98369),(11 120.64762),(12 124.27469),(13 124.20536),(14 124.251785),(15 124.23007),(16 123.981514),(17 124.274956),(18 122.736855),(19 123.78373),(20 121.72233),(21 124.108795),(22 122.73465),(23 123.017136),(24 121.189095),(25 121.224205),(26 120.02337),(27 119.88094),(28 122.157845),(29 119.652695),(30 118.271675),(31 118.41808),(32 116.924545),(33 117.752884),(34 117.49716),(35 117.25025),(36 118.057236),(37 116.684296),(38 117.016975),(39 118.20143),(40 117.96362),(41 118.996025),(42 118.40845),(43 118.09375),(44 118.517456),(45 119.51464),(46 120.30202),(47 119.85408),(48 121.848625),(49 120.18316),(50 122.82931),(51 123.52108),(52 123.854324),(53 125.57445),(54 125.07567),(55 124.75279),(56 126.202835),(57 127.29729),(58 125.86733),(59 129.79933),(60 127.505455),(61 127.26087),(62 126.70695),(63 128.54054),(64 127.572365),(65 131.13794),(66 130.72961),(67 130.8987),(68 130.05495),(69 131.84947),(70 134.27484),(71 135.9625),(72 136.22575),(73 137.40727),(74 137.97884),(75 138.21729),(76 138.10979),(77 138.64386),(78 138.81029),(79 138.67831),
(1 71.33621),(2 82.814995),(3 89.84688),(4 95.119514),(5 104.92699),(6 106.74552),(7 108.47264),(8 112.56468),(9 115.57368),(10 115.4821),(11 115.05812),(12 119.20081),(13 119.80117),(14 118.42043),(15 118.9542),(16 118.122955),(17 118.26554),(18 118.73314),(19 120.65763),(20 118.71885),(21 120.12262),(22 117.8569),(23 117.98822),(24 116.5454),(25 117.09503),(26 117.141),(27 116.84249),(28 118.842766),(29 115.78143),(30 116.55325),(31 115.85185),(32 114.097115),(33 114.36945),(34 114.677),(35 113.48363),(36 114.57589),(37 112.646545),(38 113.17552),(39 113.49619),(40 112.30938),(41 112.55989),(42 113.77615),(43 114.19355),(44 114.0056),(45 113.44994),(46 115.75139),(47 115.1747),(48 116.735016),(49 115.67395),(50 117.360916),(51 117.432816),(52 119.05925),(53 118.07418),(54 118.31149),(55 118.13878),(56 118.5555),(57 118.53811),(58 118.26986),(59 122.7181),(60 119.49131),(61 120.62838),(62 118.95305),(63 123.47691),(64 122.83129),(65 125.57154),(66 127.9406),(67 127.78762),(68 127.95536),(69 128.1907),(70 130.73721),(71 131.60251),(72 133.35089),(73 132.84744),(74 132.47672),(75 132.72807),(76 134.72508),(77 134.56422),(78 137.28801),(79 134.55313),
(1 71.16199),(2 83.32442),(3 91.37514),(4 95.99599),(5 105.87439),(6 106.1099),(7 110.18777),(8 114.41124),(9 117.29391),(10 115.79593),(11 115.44914),(12 118.450615),(13 121.15426),(14 118.717255),(15 119.77348),(16 119.572014),(17 119.458496),(18 120.78183),(19 122.50747),(20 121.668526),(21 121.67701),(22 119.10806),(23 119.10615),(24 118.66954),(25 118.9679),(26 118.46054),(27 117.30054),(28 119.57419),(29 116.364365),(30 116.83366),(31 115.807236),(32 114.122116),(33 115.39826),(34 114.83781),(35 113.00776),(36 113.65108),(37 111.67618),(38 112.511826),(39 112.93443),(40 112.83819),(41 114.50474),(42 114.99875),(43 114.60825),(44 112.76099),(45 113.17156),(46 114.79198),(47 115.191284),(48 116.84617),(49 115.75585),(50 117.73707),(51 117.63292),(52 119.13206),(53 118.292046),(54 120.31762),(55 120.02448),(56 121.687874),(57 121.515144),(58 121.85553),(59 125.00294),(60 124.76368),(61 124.94317),(62 123.229965),(63 127.55673),(64 125.841385),(65 127.4699),(66 131.11768),(67 128.43712),(68 129.46565),(69 129.69058),(70 131.01195),(71 133.99072),(72 132.28409),(73 131.95998),(74 132.37192),(75 133.62202),(76 135.4598),(77 134.22534),(78 137.82248),(79 134.73001),
(1 70.52601),(2 82.5184),(3 91.35933),(4 96.10256),(5 104.93863),(6 105.418495),(7 109.34026),(8 113.48136),(9 115.37566),(10 114.88444),(11 113.402245),(12 116.676),(13 117.95668),(14 116.566444),(15 117.649254),(16 117.62371),(17 117.57514),(18 117.69464),(19 119.382225),(20 118.975555),(21 118.81131),(22 117.19697),(23 118.192635),(24 117.40695),(25 117.53658),(26 117.46029),(27 115.48863),(28 116.62781),(29 115.06722),(30 116.86092),(31 115.34998),(32 114.670944),(33 114.634384),(34 114.6216),(35 113.43721),(36 114.077866),(37 113.67973),(38 113.92789),(39 113.24583),(40 113.187584),(41 112.9589),(42 115.79198),(43 115.4538),(44 114.39217),(45 114.01428),(46 115.00648),(47 114.14471),(48 115.616035),(49 113.75545),(50 114.783),(51 115.83805),(52 116.73767),(53 116.25689),(54 117.933784),(55 117.07176),(56 118.00137),(57 117.87497),(58 118.75428),(59 121.387115),(60 121.411736),(61 120.89687),(62 120.43334),(63 122.09434),(64 122.42357),(65 125.20452),(66 127.177734),(67 126.16827),(68 126.571335),(69 127.39919),(70 128.52214),(71 131.46724),(72 132.1679),(73 132.76984),(74 131.41489),(75 131.80972),(76 133.13367),(77 133.03131),(78 137.2702),(79 133.8757),
