1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54196.965),(2 157343.8),(3 303951.1),(4 492627.6),(5 697852.94),(6 906946.8),(7 1141037.9),(8 1349556),(9 1551763),(10 1750384.4),(11 1909052.5),(12 2068275.1),(13 2246448.3),(14 2387252.3),(15 2533609.3),(16 2696354.3),(17 2818623),(18 2999584.3),(19 3204618.8),(20 3392768.8),(21 3515801),(22 3606772),(23 3681909.8),(24 3719721.8),(25 3699996),(26 3713090.8),(27 3691073.3),(28 3652727.8),(29 3644524.8),(30 3630405.3),(31 3618267.3),(32 3621522),(33 3627405.3),(34 3626695.3),(35 3618822),(36 3609028.8),(37 3586093.8),(38 3567894),(39 3545140),(40 3502683.3),(41 3444696.8),(42 3398844.3),(43 3318706.3),(44 3253592.8),(45 3183947),(46 3139679.3),(47 3084348),(48 3043382.8),(49 2999911.8),(50 2922485.3),(51 2898896.3),(52 2867408.8),(53 2847498),(54 2883663.3),(55 2928961.8),(56 3000356.8),(57 3102067.3),(58 3210114),(59 3345710),(60 3507604),(61 3662434.8),(62 3804084.8),(63 3963698.8),(64 4103974),(65 4202071),(66 4246330),(67 4235193),(68 4220296.5),(69 4172332.8),(70 4128712.8),(71 4081712.8),(72 4026084.3),(73 3989617),(74 3988456.3),(75 3988975.3),(76 3989088),(77 3977605),(78 4003217),(79 4031923.3),
(1 107.8702),(2 128.8708),(3 141.69447),(4 153.14557),(5 158.63931),(6 163.42566),(7 169.03737),(8 172.67249),(9 176.59207),(10 179.04543),(11 178.35518),(12 180.64507),(13 184.14355),(14 184.63625),(15 185.32556),(16 187.37973),(17 187.90771),(18 187.39677),(19 189.72533),(20 188.67593),(21 191.0006),(22 190.02083),(23 189.53503),(24 192.19867),(25 190.71634),(26 190.5319),(27 194.13287),(28 194.11343),(29 194.23471),(30 195.29085),(31 192.6801),(32 193.10881),(33 194.45082),(34 192.10417),(35 193.64867),(36 197.27702),(37 194.25098),(38 196.78046),(39 200.27977),(40 198.78223),(41 199.01962),(42 203.11278),(43 202.98001),(44 201.50699),(45 206.43236),(46 205.23466),(47 205.1392),(48 206.79118),(49 204.86577),(50 204.56088),(51 206.24284),(52 203.44342),(53 204.55087),(54 202.97041),(55 202.12721),(56 200.61671),(57 199.72368),(58 198.82074),(59 200.68613),(60 202.64908),(61 200.73888),(62 202.42621),(63 203.46155),(64 203.49826),(65 205.48999),(66 207.34337),(67 207.17297),(68 208.66412),(69 211.10019),(70 208.65767),(71 209.79384),(72 207.63647),(73 208.61421),(74 211.03075),(75 208.30951),(76 208.3135),(77 210.30911),(78 210.23157),(79 209.64453),
(1 106.25351),(2 127.66458),(3 139.14362),(4 150.84578),(5 154.0848),(6 158.68694),(7 162.13844),(8 166.76468),(9 169.77017),(10 173.88478),(11 173.80827),(12 175.28806),(13 177.57495),(14 175.55429),(15 177.86446),(16 179.34032),(17 181.25597),(18 180.21936),(19 183.69295),(20 182.85143),(21 183.1617),(22 181.70737),(23 181.71823),(24 184.46112),(25 181.28789),(26 180.91426),(27 183.21416),(28 181.81073),(29 182.83763),(30 184.01726),(31 182.22739),(32 182.54431),(33 183.81583),(34 181.96431),(35 181.69232),(36 187.32681),(37 186.68367),(38 186.46252),(39 190.9914),(40 187.29814),(41 187.90929),(42 194.01102),(43 191.07362),(44 191.99738),(45 195.26888),(46 194.32936),(47 195.03963),(48 195.85289),(49 195.24095),(50 196.03731),(51 197.94574),(52 194.73363),(53 195.37155),(54 195.858),(55 192.11127),(56 191.5589),(57 192.7871),(58 189.74059),(59 191.14474),(60 192.2165),(61 190.21275),(62 189.08653),(63 192.17552),(64 194.5022),(65 195.77155),(66 198.90959),(67 201.09004),(68 202.36566),(69 206.11931),(70 202.77342),(71 203.67224),(72 199.18468),(73 199.42743),(74 200.3529),(75 198.73302),(76 198.57307),(77 200.5256),(78 198.69852),(79 200.77155),
(1 106.712616),(2 127.06905),(3 138.27722),(4 148.62212),(5 154.18335),(6 159.74835),(7 164.07675),(8 165.73822),(9 170.1577),(10 170.88588),(11 171.74626),(12 174.22801),(13 177.38727),(14 175.44124),(15 178.70973),(16 180.9278),(17 180.98753),(18 182.08952),(19 184.3913),(20 183.28595),(21 182.94702),(22 180.32469),(23 180.55902),(24 182.86761),(25 181.3311),(26 182.41826),(27 185.76358),(28 183.7389),(29 184.93324),(30 188.64417),(31 186.52861),(32 186.07262),(33 186.11157),(34 185.9931),(35 185.6874),(36 187.36601),(37 186.95277),(38 188.67384),(39 192.87544),(40 191.944),(41 191.65047),(42 197.36311),(43 195.65826),(44 195.16982),(45 199.80954),(46 197.45967),(47 199.65662),(48 201.10678),(49 200.24431),(50 200.82727),(51 200.38206),(52 197.30453),(53 198.24779),(54 198.25888),(55 196.29826),(56 196.9793),(57 197.93187),(58 195.33133),(59 193.67584),(60 195.25159),(61 194.10402),(62 192.79732),(63 196.4933),(64 196.29344),(65 198.2001),(66 199.57333),(67 200.1629),(68 200.2664),(69 203.65492),(70 202.40248),(71 203.04477),(72 201.25368),(73 202.55028),(74 202.12587),(75 201.15129),(76 201.27866),(77 203.72096),(78 201.0482),(79 202.387),
(1 102.59492),(2 123.77807),(3 135.81477),(4 146.42404),(5 152.24597),(6 157.32298),(7 161.88489),(8 162.96559),(9 165.29396),(10 168.28511),(11 169.56291),(12 169.76042),(13 172.76743),(14 172.23781),(15 175.16147),(16 178.307),(17 177.266),(18 180.5566),(19 181.90298),(20 181.90378),(21 181.33426),(22 178.89989),(23 177.50296),(24 178.82428),(25 177.69797),(26 179.69606),(27 183.22963),(28 179.6364),(29 181.02386),(30 184.05742),(31 181.76703),(32 181.81348),(33 183.80223),(34 181.49586),(35 183.27794),(36 184.09532),(37 183.61852),(38 185.62529),(39 187.48235),(40 186.55229),(41 185.4263),(42 190.31593),(43 189.5878),(44 187.34846),(45 189.9725),(46 189.92781),(47 191.4199),(48 192.7068),(49 190.82735),(50 189.08878),(51 191.97214),(52 190.60983),(53 192.23776),(54 191.51271),(55 191.705),(56 191.8117),(57 192.46361),(58 189.44266),(59 188.7619),(60 190.12033),(61 189.87054),(62 188.68697),(63 193.59564),(64 192.44083),(65 194.79147),(66 198.56854),(67 199.61711),(68 201.87868),(69 203.53487),(70 201.43411),(71 203.0489),(72 202.77798),(73 202.81682),(74 201.93973),(75 198.03528),(76 197.62405),(77 198.65218),(78 197.20589),(79 196.61151),
(1 102.40285),(2 123.35214),(3 137.3816),(4 146.28917),(5 153.00777),(6 156.87593),(7 162.57932),(8 166.71146),(9 168.02954),(10 170.02708),(11 170.51537),(12 171.03995),(13 173.4705),(14 171.45215),(15 174.18748),(16 174.13612),(17 174.09653),(18 173.43692),(19 177.1609),(20 178.14688),(21 178.27284),(22 176.80605),(23 176.56792),(24 177.99428),(25 177.8177),(26 179.41689),(27 183.39217),(28 181.92609),(29 182.20609),(30 184.44612),(31 182.07355),(32 181.54124),(33 183.78395),(34 180.77002),(35 180.6321),(36 183.73793),(37 182.78522),(38 184.86533),(39 187.67061),(40 185.85893),(41 184.97939),(42 189.20952),(43 189.90134),(44 188.63773),(45 191.97414),(46 191.14713),(47 193.04303),(48 193.3707),(49 191.75862),(50 192.38611),(51 192.4586),(52 191.49155),(53 191.78036),(54 191.79237),(55 189.97244),(56 190.80347),(57 192.05956),(58 190.87967),(59 190.13684),(60 190.34206),(61 191.63368),(62 192.137),(63 192.53824),(64 191.93153),(65 194.34962),(66 195.84462),(67 194.17941),(68 193.87596),(69 197.38339),(70 196.04518),(71 196.81523),(72 195.81357),(73 196.56462),(74 198.72565),(75 196.78032),(76 196.72672),(77 197.37732),(78 194.52457),(79 196.3373),
(1 102.89699),(2 124.52318),(3 135.87329),(4 145.75797),(5 149.34854),(6 156.13362),(7 160.14381),(8 165.31703),(9 166.09346),(10 170.47983),(11 168.5606),(12 171.49736),(13 173.46635),(14 174.48697),(15 173.85283),(16 176.70415),(17 177.15231),(18 178.0465),(19 180.54355),(20 179.17575),(21 178.07039),(22 178.1953),(23 175.85301),(24 179.38539),(25 178.34917),(26 179.63232),(27 183.56876),(28 182.21837),(29 182.92131),(30 183.6654),(31 182.47047),(32 182.4301),(33 184.35173),(34 181.84824),(35 181.77225),(36 184.88002),(37 185.90172),(38 187.34917),(39 188.79965),(40 184.40395),(41 184.89532),(42 187.58249),(43 188.71136),(44 188.60103),(45 192.82845),(46 193.17493),(47 194.31108),(48 195.81699),(49 195.09619),(50 197.05887),(51 197.96136),(52 195.27441),(53 194.8396),(54 194.74596),(55 195.862),(56 194.91975),(57 195.8821),(58 193.62128),(59 193.87347),(60 192.43349),(61 193.92671),(62 194.93297),(63 193.78493),(64 192.57706),(65 197.40926),(66 200.12692),(67 197.91783),(68 199.34642),(69 201.32),(70 200.73807),(71 201.08086),(72 200.08328),(73 200.23499),(74 200.43109),(75 198.53511),(76 196.12967),(77 198.94124),(78 196.74542),(79 197.06209),
(1 99.97662),(2 119.28403),(3 133.45535),(4 143.75923),(5 147.45189),(6 152.74188),(7 157.09622),(8 161.7801),(9 162.82959),(10 164.79468),(11 166.71773),(12 169.04814),(13 171.29822),(14 172.19374),(15 172.81566),(16 176.36952),(17 176.51935),(18 174.46605),(19 178.1946),(20 175.81798),(21 176.52766),(22 175.25774),(23 174.0324),(24 175.86172),(25 175.42345),(26 175.64104),(27 177.31223),(28 174.0242),(29 175.70905),(30 177.07823),(31 174.54422),(32 173.92607),(33 177.32181),(34 175.70634),(35 176.52635),(36 178.49489),(37 179.02441),(38 180.79741),(39 184.18106),(40 180.42674),(41 180.16743),(42 182.32886),(43 181.8358),(44 183.54074),(45 186.72166),(46 186.92519),(47 188.06755),(48 190.10368),(49 188.24547),(50 188.76971),(51 189.63641),(52 188.4032),(53 186.35905),(54 185.58095),(55 185.4938),(56 184.89276),(57 185.33426),(58 184.51013),(59 185.61053),(60 185.99365),(61 185.60435),(62 185.42421),(63 186.94395),(64 186.47508),(65 189.12952),(66 190.451),(67 192.95604),(68 195.65411),(69 196.57198),(70 195.40546),(71 195.53989),(72 194.19106),(73 194.8035),(74 195.4224),(75 194.40523),(76 193.42827),(77 195.72466),(78 192.22612),(79 191.58041),
(1 99.793495),(2 119.17388),(3 132.44064),(4 142.4173),(5 146.46548),(6 150.75961),(7 155.90123),(8 160.19014),(9 163.15865),(10 166.4709),(11 167.59094),(12 168.01768),(13 172.08382),(14 174.66002),(15 175.11661),(16 177.38379),(17 175.75945),(18 175.17537),(19 175.80835),(20 176.58324),(21 175.1825),(22 174.9135),(23 173.99858),(24 175.67851),(25 174.81424),(26 175.62462),(27 177.43268),(28 176.17805),(29 175.52654),(30 176.31186),(31 174.11752),(32 174.18266),(33 176.94763),(34 175.0729),(35 175.85818),(36 178.7058),(37 177.4885),(38 179.03801),(39 181.46848),(40 178.7039),(41 183.10228),(42 184.72372),(43 184.20116),(44 184.45734),(45 189.2577),(46 189.82458),(47 189.91716),(48 191.8376),(49 189.67609),(50 189.51929),(51 190.8223),(52 190.21556),(53 189.72467),(54 191.5067),(55 188.53406),(56 187.50705),(57 188.2026),(58 185.2888),(59 185.4615),(60 187.30128),(61 186.88211),(62 186.2952),(63 189.83151),(64 189.62846),(65 189.52492),(66 194.88318),(67 194.83894),(68 196.75496),(69 198.886),(70 196.44456),(71 198.81311),(72 196.39531),(73 197.333),(74 198.84772),(75 196.09741),(76 198.10046),(77 200.04851),(78 198.46849),(79 199.84442),
(1 98.63384),(2 117.03209),(3 129.1048),(4 139.43011),(5 145.8016),(6 151.68295),(7 155.73517),(8 159.05518),(9 161.1154),(10 164.45299),(11 165.85005),(12 166.3652),(13 170.458),(14 172.01044),(15 173.43668),(16 174.34941),(17 175.09396),(18 174.97154),(19 176.42792),(20 174.45264),(21 173.66322),(22 173.94861),(23 172.92674),(24 174.78304),(25 173.43895),(26 174.54904),(27 176.53317),(28 174.6734),(29 176.71608),(30 176.72722),(31 174.9366),(32 173.75919),(33 175.84573),(34 174.60312),(35 175.56053),(36 177.42747),(37 177.95226),(38 178.64398),(39 181.2219),(40 179.20439),(41 180.27458),(42 183.0769),(43 180.73843),(44 182.76637),(45 186.97127),(46 185.92024),(47 188.0577),(48 189.92332),(49 189.89964),(50 189.21327),(51 190.60724),(52 188.86407),(53 188.68251),(54 192.0181),(55 188.20888),(56 188.52144),(57 189.60577),(58 187.14462),(59 188.27518),(60 190.14804),(61 189.66914),(62 188.93835),(63 191.91),(64 192.09087),(65 190.28029),(66 194.53157),(67 191.71211),(68 194.15984),(69 194.1702),(70 192.13344),(71 194.04747),(72 192.02386),(73 192.92096),(74 194.52321),(75 191.91803),(76 192.32281),(77 193.37886),(78 191.31165),(79 191.96298),
(1 98.19382),(2 118.03889),(3 130.35963),(4 139.879),(5 144.75876),(6 150.77507),(7 154.91644),(8 159.48743),(9 160.58968),(10 161.67735),(11 162.73375),(12 162.59436),(13 166.54953),(14 168.54555),(15 169.15947),(16 169.19846),(17 170.80461),(18 173.58977),(19 175.29663),(20 174.10942),(21 175.052),(22 173.9557),(23 173.40555),(24 175.49869),(25 174.2373),(26 175.26637),(27 177.81354),(28 176.60486),(29 178.58134),(30 178.1926),(31 177.81773),(32 176.9604),(33 177.59189),(34 174.44438),(35 174.71832),(36 175.64987),(37 176.73007),(38 176.68347),(39 179.49983),(40 178.75174),(41 178.33029),(42 179.11905),(43 177.97021),(44 180.97202),(45 184.67506),(46 182.40501),(47 183.53717),(48 184.15579),(49 182.86629),(50 181.74733),(51 184.46362),(52 182.27414),(53 180.70663),(54 182.43411),(55 183.53915),(56 182.50098),(57 183.33026),(58 181.05035),(59 181.38524),(60 183.59096),(61 182.52054),(62 182.38403),(63 186.1868),(64 186.40704),(65 188.73798),(66 191.38571),(67 193.37341),(68 196.12337),(69 201.22034),(70 196.55215),(71 198.16498),(72 194.3306),(73 195.55531),(74 196.11537),(75 194.8615),(76 192.86761),(77 194.66809),(78 190.85747),(79 191.09045),
(1 97.854744),(2 116.48512),(3 129.62218),(4 138.35443),(5 144.06631),(6 150.1354),(7 154.72122),(8 158.37613),(9 161.11351),(10 164.13727),(11 166.11168),(12 168.11343),(13 170.11324),(14 169.01295),(15 168.6556),(16 169.25537),(17 171.29912),(18 173.45686),(19 174.86734),(20 174.66652),(21 174.26146),(22 173.11246),(23 171.36984),(24 173.45647),(25 172.21272),(26 172.29823),(27 176.23293),(28 175.3477),(29 175.68562),(30 177.09052),(31 173.93503),(32 174.59187),(33 175.83704),(34 173.04185),(35 173.35486),(36 174.92801),(37 176.05788),(38 176.35522),(39 179.09207),(40 177.01624),(41 178.05609),(42 181.4649),(43 179.73729),(44 179.63518),(45 182.33826),(46 183.5542),(47 182.38399),(48 185.505),(49 182.15298),(50 180.6496),(51 182.35681),(52 180.2024),(53 180.20612),(54 183.22502),(55 181.73993),(56 181.28207),(57 182.3875),(58 179.87486),(59 181.28134),(60 182.81302),(61 182.45529),(62 181.93272),(63 185.74657),(64 183.78171),(65 186.44652),(66 188.58885),(67 189.23642),(68 191.79463),(69 194.35292),(70 191.22995),(71 190.77823),(72 189.48228),(73 190.14604),(74 190.46655),(75 189.49518),(76 190.46417),(77 191.74031),(78 188.27083),(79 187.78606),
(1 95.65451),(2 113.76431),(3 126.23773),(4 137.3955),(5 141.99112),(6 149.19804),(7 154.54071),(8 155.97581),(9 159.4736),(10 160.38304),(11 160.84062),(12 162.16061),(13 162.5674),(14 163.59668),(15 165.43799),(16 167.27882),(17 167.66162),(18 168.3999),(19 171.41484),(20 170.23375),(21 171.90895),(22 172.25302),(23 170.79823),(24 173.24374),(25 172.22292),(26 171.3156),(27 175.64545),(28 172.31172),(29 173.17554),(30 174.45705),(31 172.00885),(32 169.48497),(33 171.88301),(34 170.271),(35 169.9012),(36 171.90569),(37 173.16351),(38 174.22183),(39 176.67793),(40 174.30765),(41 174.88504),(42 179.02182),(43 177.75218),(44 179.11322),(45 180.55142),(46 182.40848),(47 182.80162),(48 185.03662),(49 183.11102),(50 182.12396),(51 184.14154),(52 181.00551),(53 182.58266),(54 182.32146),(55 180.85547),(56 179.79628),(57 181.31128),(58 179.82135),(59 180.22214),(60 179.9401),(61 178.89464),(62 178.66548),(63 182.10162),(64 181.55237),(65 181.76474),(66 183.71588),(67 182.97787),(68 184.5012),(69 188.91339),(70 187.38191),(71 186.10399),(72 186.90671),(73 185.39067),(74 188.54596),(75 188.38583),(76 189.1383),(77 190.49968),(78 189.71906),(79 189.03221),
(1 95.94656),(2 113.16541),(3 126.0816),(4 137.43933),(5 142.69484),(6 148.44684),(7 152.72212),(8 156.37286),(9 160.5835),(10 163.19623),(11 162.16464),(12 165.43214),(13 167.7077),(14 167.3874),(15 168.39197),(16 170.23213),(17 169.28456),(18 168.7138),(19 169.7382),(20 168.28459),(21 169.25343),(22 169.82288),(23 170.03091),(24 169.05443),(25 168.58846),(26 169.05377),(27 169.88744),(28 168.93587),(29 166.0247),(30 167.8272),(31 166.46979),(32 166.25388),(33 168.93102),(34 168.5211),(35 169.42201),(36 173.11647),(37 172.44565),(38 173.17592),(39 177.13866),(40 176.65123),(41 176.82907),(42 180.06485),(43 179.16214),(44 179.58615),(45 179.9615),(46 180.53769),(47 180.12154),(48 182.86635),(49 181.91675),(50 182.15395),(51 185.02208),(52 182.28403),(53 183.67938),(54 185.09695),(55 184.6172),(56 183.61404),(57 182.40251),(58 181.82442),(59 182.67772),(60 183.64365),(61 182.06964),(62 182.21881),(63 183.36742),(64 184.84074),(65 184.69476),(66 188.2614),(67 188.90816),(68 191.5594),(69 192.46759),(70 191.35704),(71 191.2305),(72 188.74329),(73 188.54823),(74 189.20268),(75 188.8742),(76 186.06827),(77 188.76263),(78 186.0598),(79 185.92006),
(1 93.85538),(2 113.9311),(3 126.4684),(4 135.54819),(5 141.94608),(6 146.06505),(7 150.99957),(8 154.56248),(9 155.87897),(10 158.69351),(11 160.13283),(12 161.4698),(13 165.26353),(14 165.80003),(15 165.92879),(16 166.33093),(17 165.24358),(18 165.35715),(19 168.27377),(20 166.38924),(21 166.2458),(22 165.96248),(23 166.1155),(24 167.00706),(25 165.66142),(26 165.63281),(27 169.08063),(28 168.6632),(29 169.16437),(30 170.43637),(31 168.6894),(32 167.68156),(33 169.0817),(34 168.72365),(35 167.71286),(36 169.91203),(37 169.12166),(38 170.07156),(39 172.40237),(40 172.79243),(41 172.8215),(42 175.6157),(43 174.87132),(44 173.90222),(45 175.34583),(46 175.94803),(47 176.4397),(48 178.89828),(49 178.23378),(50 178.54614),(51 180.54753),(52 176.91998),(53 177.02103),(54 179.13821),(55 176.82515),(56 176.44626),(57 175.91063),(58 175.89024),(59 176.09105),(60 177.80121),(61 177.58832),(62 178.0131),(63 179.90167),(64 179.97198),(65 180.27495),(66 182.78326),(67 182.99852),(68 184.57323),(69 185.23607),(70 183.59834),(71 184.92506),(72 183.41037),(73 184.36606),(74 187.72542),(75 186.59612),(76 185.15471),(77 188.4037),(78 185.94533),(79 184.86914),
(1 93.52819),(2 112.7262),(3 124.93622),(4 132.79501),(5 138.77402),(6 144.84378),(7 149.9128),(8 153.11166),(9 155.10577),(10 157.57118),(11 159.531),(12 159.80359),(13 161.56363),(14 163.29335),(15 163.76225),(16 164.7176),(17 164.47867),(18 166.73965),(19 166.71269),(20 164.79503),(21 165.0471),(22 164.04051),(23 164.65723),(24 165.22691),(25 164.84744),(26 162.98596),(27 164.8182),(28 164.46924),(29 164.38638),(30 166.06627),(31 165.38591),(32 164.95033),(33 166.70589),(34 165.16058),(35 166.07018),(36 165.49467),(37 165.25468),(38 165.50174),(39 170.56062),(40 167.55489),(41 167.72107),(42 171.23883),(43 170.00032),(44 170.11617),(45 171.85559),(46 172.3024),(47 174.15918),(48 176.2039),(49 175.6993),(50 175.76912),(51 178.854),(52 178.25201),(53 179.01106),(54 180.61217),(55 177.67583),(56 177.28265),(57 179.44762),(58 177.36824),(59 176.91156),(60 177.15752),(61 175.67043),(62 176.88133),(63 178.47195),(64 178.29822),(65 179.63736),(66 181.19824),(67 182.30202),(68 184.22305),(69 186.79051),(70 182.63759),(71 184.20654),(72 181.40248),(73 181.44925),(74 182.85356),(75 181.72589),(76 179.61362),(77 182.88417),(78 178.20229),(79 177.19655),
(1 94.12114),(2 112.55223),(3 123.99986),(4 133.42842),(5 138.80437),(6 144.91304),(7 150.05754),(8 152.30006),(9 156.18996),(10 158.34473),(11 159.09174),(12 160.52263),(13 163.87848),(14 163.20134),(15 164.42825),(16 166.14638),(17 165.90842),(18 166.55563),(19 168.14816),(20 167.95319),(21 166.39224),(22 165.3601),(23 166.0365),(24 169.44005),(25 166.8981),(26 167.43637),(27 170.88205),(28 169.47612),(29 170.76492),(30 172.06557),(31 170.70251),(32 169.86508),(33 173.16945),(34 170.2049),(35 169.56506),(36 170.9233),(37 168.40074),(38 170.02446),(39 171.93306),(40 168.85266),(41 170.03156),(42 172.01672),(43 169.86221),(44 171.27531),(45 174.21138),(46 175.09467),(47 176.1131),(48 176.95992),(49 175.97227),(50 176.21576),(51 177.77586),(52 175.56883),(53 175.71819),(54 177.96472),(55 176.44543),(56 176.3709),(57 177.41827),(58 176.28471),(59 176.66318),(60 178.11226),(61 176.0702),(62 179.03098),(63 178.48691),(64 179.39066),(65 178.55896),(66 181.15306),(67 181.30217),(68 183.51361),(69 185.74763),(70 182.79797),(71 183.92636),(72 182.07736),(73 182.45041),(74 185.81497),(75 184.21158),(76 184.07115),(77 185.29836),(78 181.11136),(79 180.54903),
(1 92.32566),(2 111.90149),(3 121.09676),(4 130.19592),(5 134.3296),(6 139.23584),(7 143.90033),(8 145.56369),(9 148.69888),(10 151.4833),(11 152.23178),(12 153.95197),(13 156.71341),(14 156.70383),(15 158.07639),(16 159.12413),(17 159.05478),(18 160.38234),(19 162.3872),(20 162.92717),(21 163.15329),(22 162.64809),(23 163.27083),(24 164.80125),(25 162.9198),(26 162.25948),(27 165.1069),(28 164.60458),(29 165.28145),(30 167.22673),(31 166.61703),(32 167.01228),(33 169.7223),(34 167.3038),(35 165.80925),(36 169.09937),(37 167.42676),(38 168.60358),(39 170.04683),(40 167.89581),(41 168.69138),(42 172.25456),(43 171.40962),(44 172.17531),(45 173.90498),(46 175.11002),(47 177.09161),(48 178.79454),(49 176.89615),(50 174.76086),(51 176.21257),(52 176.60469),(53 174.68304),(54 177.54333),(55 175.8118),(56 175.67978),(57 176.00679),(58 175.03897),(59 173.7853),(60 175.52559),(61 173.09492),(62 175.30707),(63 174.52933),(64 174.44243),(65 176.49275),(66 178.34784),(67 176.59392),(68 177.75253),(69 180.3572),(70 178.23843),(71 180.1599),(72 176.90024),(73 176.43774),(74 179.05188),(75 177.43834),(76 177.37158),(77 178.16415),(78 176.37576),(79 175.85283),
