1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 95973.85),(2 347745.66),(3 735571.1),(4 1234766.6),(5 1803777.4),(6 2416159.8),(7 3064553.8),(8 3734670),(9 4405525.5),(10 5059652),(11 5690889.5),(12 6263785),(13 6770633),(14 7215593.5),(15 7567109.5),(16 7808272.5),(17 7973758.5),(18 8041157.5),(19 8056392.5),(20 8016016.5),(21 7931659),(22 7847879),(23 7750741.5),(24 7689284),(25 7709091),(26 7673273.5),(27 7673441.5),(28 7715747.5),(29 7807420),(30 7912318.5),(31 8018281.5),(32 8127701.5),(33 8258179),(34 8413325),(35 8542191),(36 8664418),(37 8772366),(38 8888313),(39 9034315),(40 9187129),(41 9368937),(42 9557558),(43 9751149),(44 9944114),(45 10098672),(46 10233784),(47 10372856),(48 10468070),(49 10545354),(50 10564113),(51 10551030),(52 10517706),(53 10448447),(54 10349511),(55 10237146),(56 10102211),(57 9973439),(58 9882845),(59 9804147),(60 9740522),(61 9721245),(62 9730977),(63 9761454),(64 9816796),(65 9923982),(66 10045570),(67 10210954),(68 10345775),(69 10509846),(70 10659766),(71 10743179),(72 10862851),(73 10935107),(74 10970357),(75 10975645),(76 10985665),(77 10999326),(78 10963318),(79 10907162),
(1 98416.305),(2 354126),(3 740722.06),(4 1234210.1),(5 1800127),(6 2419773.8),(7 3056983.3),(8 3691690.3),(9 4313883.5),(10 4884687.5),(11 5389987.5),(12 5819011.5),(13 6175729.5),(14 6443433.5),(15 6594252.5),(16 6675962.5),(17 6714496),(18 6710486),(19 6704081.5),(20 6712864),(21 6738156),(22 6777498.5),(23 6843573.5),(24 6926052),(25 7077124),(26 7165284.5),(27 7264296),(28 7371101.5),(29 7491052),(30 7636040.5),(31 7791115.5),(32 7937213.5),(33 8064142.5),(34 8176116.5),(35 8292650.5),(36 8411143),(37 8519153),(38 8645651),(39 8745256),(40 8863517),(41 8969576),(42 9108173),(43 9231624),(44 9348183),(45 9454253),(46 9545777),(47 9611660),(48 9643007),(49 9647975),(50 9617198),(51 9587379),(52 9531662),(53 9452440),(54 9394193),(55 9324757),(56 9298701),(57 9275795),(58 9268503),(59 9246231),(60 9264733),(61 9284110),(62 9310670),(63 9324364),(64 9366665),(65 9348723),(66 9311293),(67 9242583),(68 9174607),(69 9137449),(70 9099249),(71 9075259),(72 9090277),(73 9134595),(74 9172836),(75 9256079),(76 9350948),(77 9476065),(78 9609209),(79 9739443),
(1 79591.04),(2 279301.88),(3 578349.5),(4 951708.56),(5 1379018.3),(6 1838391.3),(7 2305398.5),(8 2758792.3),(9 3197234.3),(10 3587561),(11 3936154),(12 4268878.5),(13 4579998),(14 4850654.5),(15 5058906),(16 5214898.5),(17 5336130.5),(18 5414544.5),(19 5482455),(20 5508752),(21 5521342),(22 5500388),(23 5455550.5),(24 5386979),(25 5314113.5),(26 5217097.5),(27 5111693),(28 5035828.5),(29 4994916.5),(30 4962741),(31 4979147),(32 5004135),(33 5032646.5),(34 5090007.5),(35 5142484.5),(36 5196443.5),(37 5259332),(38 5338932.5),(39 5430357),(40 5535457.5),(41 5614987.5),(42 5709039.5),(43 5789613.5),(44 5865218.5),(45 5923641),(46 5965167.5),(47 6028313.5),(48 6069755),(49 6105642),(50 6130945.5),(51 6140084.5),(52 6138319.5),(53 6114034),(54 6091223.5),(55 6063634),(56 6037054.5),(57 6017559.5),(58 6016911.5),(59 6003967.5),(60 5967862),(61 5913492.5),(62 5863737.5),(63 5814550),(64 5780386),(65 5728519.5),(66 5679168.5),(67 5651225.5),(68 5622365),(69 5617054.5),(70 5650603),(71 5729394.5),(72 5848553.5),(73 5977952),(74 6114146),(75 6323145),(76 6527922),(77 6738082),(78 6943400.5),(79 7119102),
(1 83843.234),(2 293562.47),(3 602564.56),(4 979658.56),(5 1400957.1),(6 1849409.3),(7 2307476.8),(8 2737374),(9 3133452.8),(10 3475417),(11 3767315),(12 4015178.5),(13 4239828.5),(14 4436261),(15 4596993.5),(16 4726294.5),(17 4838534.5),(18 4911469.5),(19 4964962),(20 5009893),(21 5054182.5),(22 5088174),(23 5124399.5),(24 5142302),(25 5171079),(26 5188958),(27 5194870.5),(28 5197411),(29 5219195),(30 5248955),(31 5303612.5),(32 5344968.5),(33 5383797),(34 5454526.5),(35 5515875),(36 5594350),(37 5667714),(38 5741431),(39 5815634.5),(40 5872673.5),(41 5916731.5),(42 5951009.5),(43 5992374.5),(44 6037477),(45 6068230),(46 6054498.5),(47 6053850),(48 6048445),(49 6077307.5),(50 6079018),(51 6053805.5),(52 6012766),(53 5955862),(54 5903474),(55 5846128.5),(56 5778720.5),(57 5730006),(58 5686687.5),(59 5666832),(60 5631549.5),(61 5604646),(62 5587570),(63 5603986),(64 5612991.5),(65 5612245),(66 5616701),(67 5641097.5),(68 5655942.5),(69 5696608),(70 5741881.5),(71 5784601.5),(72 5842027.5),(73 5947300),(74 6038095.5),(75 6170365.5),(76 6281022),(77 6380091),(78 6477612),(79 6572292.5),
(1 83521.05),(2 292777.5),(3 603577.56),(4 987543.2),(5 1427951.1),(6 1896422.1),(7 2374588.3),(8 2850314),(9 3278467),(10 3660933),(11 3987575.8),(12 4271822),(13 4523218),(14 4738070.5),(15 4912017.5),(16 5019675.5),(17 5085755.5),(18 5117625.5),(19 5114101.5),(20 5080946.5),(21 5046162.5),(22 5022694),(23 5019799),(24 5034592.5),(25 5073294),(26 5121822),(27 5188306.5),(28 5236723),(29 5268450),(30 5301219),(31 5341156.5),(32 5378294.5),(33 5420852),(34 5481671),(35 5534232.5),(36 5570205),(37 5601077.5),(38 5629447),(39 5649597),(40 5678160.5),(41 5691267),(42 5715673.5),(43 5750159),(44 5784315.5),(45 5802012),(46 5827746),(47 5839316.5),(48 5840688.5),(49 5838801),(50 5852572.5),(51 5885117.5),(52 5915702.5),(53 5924686),(54 5917143.5),(55 5875142),(56 5789345),(57 5743555.5),(58 5690762.5),(59 5675247),(60 5682656.5),(61 5679081.5),(62 5646727),(63 5608409.5),(64 5573408),(65 5547162.5),(66 5577030),(67 5609506.5),(68 5644489.5),(69 5703929),(70 5771536),(71 5830669.5),(72 5881221.5),(73 5922739),(74 5952620.5),(75 5968395.5),(76 6007539.5),(77 6074407),(78 6122907.5),(79 6167267.5),
(1 77539.2),(2 273751.34),(3 563928.6),(4 918248.25),(5 1314683.6),(6 1738023.5),(7 2163113.8),(8 2580298.8),(9 2979019.8),(10 3335981.8),(11 3657373),(12 3947951.8),(13 4188463),(14 4392159),(15 4562694),(16 4688698),(17 4786229.5),(18 4864488.5),(19 4921965.5),(20 4951753.5),(21 4990085),(22 5029375),(23 5081213),(24 5130343.5),(25 5181360),(26 5226350.5),(27 5270602),(28 5302892.5),(29 5336574.5),(30 5355694),(31 5377577.5),(32 5408087),(33 5455574.5),(34 5528200),(35 5592136),(36 5640950.5),(37 5681503),(38 5709364.5),(39 5729949.5),(40 5742209),(41 5760865),(42 5788673),(43 5808068.5),(44 5834657),(45 5882377.5),(46 5941328.5),(47 5982747),(48 6036271),(49 6084258),(50 6156101.5),(51 6197685.5),(52 6223992.5),(53 6220283.5),(54 6185954),(55 6128962),(56 6038103.5),(57 5947641),(58 5833783),(59 5740029),(60 5664659),(61 5606431),(62 5546179),(63 5475168),(64 5409127.5),(65 5361620.5),(66 5314169),(67 5246653.5),(68 5173963),(69 5083361),(70 5018726),(71 4980365.5),(72 4965767),(73 4977894.5),(74 5019950),(75 5101870.5),(76 5210293),(77 5348761),(78 5483865.5),(79 5638955.5),
(1 73198.29),(2 259052.94),(3 536562.3),(4 864328.75),(5 1228705.8),(6 1599596.8),(7 1964530.1),(8 2307200.5),(9 2624420.8),(10 2919199.5),(11 3180690.3),(12 3414582.3),(13 3634757.3),(14 3859062.5),(15 4069205.5),(16 4257391),(17 4426663.5),(18 4604972),(19 4766163),(20 4909041.5),(21 5059619),(22 5205976.5),(23 5344964),(24 5454807.5),(25 5534617),(26 5584574),(27 5626545.5),(28 5667419),(29 5733389.5),(30 5793150),(31 5830838.5),(32 5851868.5),(33 5847710),(34 5811835.5),(35 5772726.5),(36 5708073.5),(37 5620816.5),(38 5521570.5),(39 5428054),(40 5335953.5),(41 5254858.5),(42 5172237.5),(43 5080430),(44 5010284.5),(45 4977433),(46 4991124.5),(47 5017261),(48 5060188),(49 5124345.5),(50 5193197.5),(51 5272993),(52 5345599),(53 5416587.5),(54 5477721),(55 5501291),(56 5516498),(57 5550398),(58 5593216),(59 5664640.5),(60 5766957.5),(61 5905769.5),(62 6047777),(63 6198196.5),(64 6359169),(65 6524329),(66 6677154),(67 6779870),(68 6866847),(69 6915255),(70 6951873.5),(71 6962357),(72 6954842.5),(73 6879700),(74 6804352.5),(75 6719217.5),(76 6664127),(77 6609393.5),(78 6552677.5),(79 6506709.5),
(1 74331.32),(2 258835.27),(3 523750.97),(4 840980.75),(5 1188073.9),(6 1539125),(7 1883697.9),(8 2194194.8),(9 2470983),(10 2712784.5),(11 2920788.3),(12 3106326.5),(13 3287003),(14 3463045.8),(15 3639903.5),(16 3780530.3),(17 3885255),(18 3987371.8),(19 4082798),(20 4181867.8),(21 4286440),(22 4389874),(23 4506976),(24 4593046),(25 4678490),(26 4709138.5),(27 4735543.5),(28 4775696.5),(29 4824588.5),(30 4909205.5),(31 4998509),(32 5083571.5),(33 5150800.5),(34 5214108),(35 5265280),(36 5307696.5),(37 5346572),(38 5358767.5),(39 5339386),(40 5301292.5),(41 5240721.5),(42 5201040.5),(43 5151860.5),(44 5111725.5),(45 5067838),(46 5035038),(47 5011503),(48 4995090),(49 4973716.5),(50 4957198),(51 4931133.5),(52 4885910.5),(53 4826350),(54 4767020),(55 4711689.5),(56 4668235.5),(57 4626016.5),(58 4600167),(59 4579144),(60 4572259),(61 4579947.5),(62 4601337.5),(63 4615643),(64 4628421),(65 4650943.5),(66 4699737),(67 4759289),(68 4820453.5),(69 4876561.5),(70 4946669.5),(71 5027503),(72 5090405.5),(73 5149862.5),(74 5209087),(75 5252267.5),(76 5293695),(77 5325500),(78 5348700),(79 5357846.5),
(1 68702.1),(2 236214.7),(3 472802.38),(4 745434.25),(5 1031474),(6 1308937.5),(7 1570417.5),(8 1814744.4),(9 2041441.8),(10 2245023),(11 2429440),(12 2606465.3),(13 2773359.5),(14 2944432),(15 3106370.5),(16 3274260.3),(17 3454253),(18 3616063),(19 3772649.8),(20 3915137.8),(21 4033379.5),(22 4123290.8),(23 4214776),(24 4291196),(25 4361916),(26 4424836),(27 4480523.5),(28 4539613),(29 4598330),(30 4681521),(31 4766046),(32 4826280),(33 4869529.5),(34 4921127),(35 4961438),(36 4987826.5),(37 5016021),(38 5026923),(39 5038822),(40 5037808.5),(41 5048731),(42 5064022.5),(43 5090157),(44 5117136.5),(45 5126496.5),(46 5147625.5),(47 5165678),(48 5194122.5),(49 5231648),(50 5289216),(51 5334427.5),(52 5367995),(53 5412605),(54 5454158),(55 5490890.5),(56 5521174),(57 5565230),(58 5598292.5),(59 5619831),(60 5669183),(61 5718276),(62 5753599.5),(63 5776246),(64 5808019),(65 5826672),(66 5843964),(67 5852431),(68 5855761),(69 5871643),(70 5874110),(71 5829952.5),(72 5772702),(73 5694688.5),(74 5599290.5),(75 5488637),(76 5384355),(77 5283230),(78 5195318),(79 5107020),
(1 65262.027),(2 222192.94),(3 443186.88),(4 698823.5),(5 961238.8),(6 1213606.3),(7 1453849.5),(8 1673533.1),(9 1875506.1),(10 2059627),(11 2222785.3),(12 2373056.8),(13 2502002.5),(14 2626274.3),(15 2743699.8),(16 2869527.3),(17 3001958.5),(18 3118855.8),(19 3244079.5),(20 3359256.8),(21 3461353),(22 3538856.3),(23 3617013.3),(24 3685900),(25 3749568.8),(26 3836051),(27 3922707.5),(28 4006205.8),(29 4085472.5),(30 4162558.8),(31 4211202),(32 4232288),(33 4238398.5),(34 4245259.5),(35 4242607),(36 4230950.5),(37 4212328),(38 4174694),(39 4141613),(40 4100426),(41 4057018.8),(42 4045400.8),(43 4048001.8),(44 4050017.8),(45 4043417),(46 4035735.3),(47 4018339.5),(48 3994503.8),(49 3947718),(50 3901727.3),(51 3867049.5),(52 3856381),(53 3867517.8),(54 3887398),(55 3934324.8),(56 3982452.8),(57 4039388.5),(58 4108785.8),(59 4185951.3),(60 4276411),(61 4365381),(62 4442939),(63 4496994.5),(64 4545979.5),(65 4551460),(66 4523699),(67 4481910),(68 4454352),(69 4425685.5),(70 4403534.5),(71 4364212),(72 4314673.5),(73 4270320.5),(74 4220886.5),(75 4213423.5),(76 4198411.5),(77 4193102.8),(78 4196024),(79 4195767),
(1 66971.21),(2 229721.88),(3 461233.3),(4 732879.9),(5 1024867.2),(6 1310678.6),(7 1575272.4),(8 1804025),(9 1996051),(10 2169358.3),(11 2339713),(12 2499050),(13 2662789.8),(14 2831711),(15 2974435.3),(16 3112843.5),(17 3244985.3),(18 3371458),(19 3478150),(20 3571032.3),(21 3627428),(22 3673021.8),(23 3697794.5),(24 3717906.3),(25 3740870.8),(26 3749488),(27 3734106.8),(28 3706217.8),(29 3671045.5),(30 3638835.5),(31 3599024.5),(32 3565625.5),(33 3520796.8),(34 3489645),(35 3462753.3),(36 3450956.8),(37 3471074.8),(38 3490444),(39 3511935),(40 3519624),(41 3510799),(42 3490570.5),(43 3489524),(44 3502498.3),(45 3510706.3),(46 3526311.8),(47 3542227.5),(48 3543860.3),(49 3547443.8),(50 3553037),(51 3548848.5),(52 3544929.8),(53 3529915.5),(54 3511239),(55 3491081.3),(56 3478480.3),(57 3458224),(58 3452450.5),(59 3460801),(60 3491244),(61 3520655.3),(62 3553196.5),(63 3592069.5),(64 3642291.3),(65 3697009.5),(66 3752744.5),(67 3779567.3),(68 3789429.5),(69 3784886.5),(70 3793290.5),(71 3796825.3),(72 3815649),(73 3841879.8),(74 3874834.3),(75 3917385.3),(76 3950177.3),(77 3965012),(78 3959895.3),(79 3944684.8),
(1 67847.44),(2 230122.88),(3 450368.72),(4 701911.56),(5 959775.9),(6 1201343.5),(7 1418927.5),(8 1607356.5),(9 1762047.6),(10 1887551.8),(11 1996263.1),(12 2091954.3),(13 2176332.5),(14 2253949),(15 2330148.3),(16 2414666.8),(17 2498494),(18 2581844.3),(19 2655459.5),(20 2723550.8),(21 2780967),(22 2854981),(23 2938070.8),(24 3030019.8),(25 3131833.3),(26 3210132.8),(27 3286555),(28 3333934),(29 3355313),(30 3364157),(31 3347167),(32 3326762.8),(33 3287836),(34 3267255.8),(35 3256334.3),(36 3250864.8),(37 3259985.8),(38 3284551.5),(39 3309133.8),(40 3333956.3),(41 3338415.3),(42 3331745),(43 3315195.8),(44 3299906.8),(45 3269675),(46 3242991.5),(47 3210733),(48 3182825.8),(49 3147714.8),(50 3115710.8),(51 3081427.8),(52 3057611.3),(53 3039383.3),(54 3019051),(55 3002843.3),(56 3004458.8),(57 3004109.3),(58 3007208),(59 3012005.3),(60 3007289.8),(61 3006163.8),(62 3019803),(63 3042125),(64 3056605.5),(65 3046475.5),(66 3039117.8),(67 3025980.5),(68 3020518),(69 3028106.8),(70 3035713.8),(71 3038236.8),(72 3049549.5),(73 3053115.3),(74 3065769.3),(75 3081510.8),(76 3099303),(77 3099446.8),(78 3093306.3),(79 3097946.8),
(1 65607.15),(2 222647.58),(3 441023.5),(4 689866.25),(5 944256.75),(6 1195299.9),(7 1410074.8),(8 1585764.9),(9 1727366),(10 1837989.4),(11 1924508.9),(12 2000864.8),(13 2068173.8),(14 2136151),(15 2185192.8),(16 2229265.8),(17 2255514.5),(18 2274880.3),(19 2292809),(20 2320685.8),(21 2343166.5),(22 2371528),(23 2398047),(24 2446123),(25 2493648.8),(26 2528396.8),(27 2558487.8),(28 2589222.5),(29 2619585.3),(30 2647898),(31 2675177.3),(32 2691759),(33 2696917.5),(34 2700669.5),(35 2707727.3),(36 2719935.8),(37 2727080),(38 2735331.3),(39 2737337.8),(40 2727519.5),(41 2714225),(42 2692223.3),(43 2653228.3),(44 2614591),(45 2563920.8),(46 2530396),(47 2503294.5),(48 2504138.3),(49 2495598.3),(50 2497308),(51 2503779.8),(52 2504310),(53 2492153),(54 2477409.8),(55 2456025.8),(56 2444539),(57 2444436),(58 2444250.8),(59 2444387),(60 2456741),(61 2475812),(62 2486193.8),(63 2491443.3),(64 2500493),(65 2512968.3),(66 2535925.3),(67 2551253.3),(68 2587014),(69 2615347.3),(70 2647106),(71 2642813),(72 2641842.5),(73 2647396.8),(74 2655795.5),(75 2660498.5),(76 2656689),(77 2641172.5),(78 2619966.3),(79 2615147.5),
(1 61649.895),(2 207793.53),(3 408728.8),(4 628517.6),(5 846453.7),(6 1046989.9),(7 1218437.9),(8 1366089.8),(9 1489837.4),(10 1600042.6),(11 1695311.3),(12 1785889.4),(13 1882903.5),(14 1982218),(15 2066035.3),(16 2142026.3),(17 2205740.3),(18 2255065.5),(19 2287151),(20 2318004),(21 2355338.8),(22 2392145.5),(23 2431087.3),(24 2477078.5),(25 2483949),(26 2498701.5),(27 2510784.3),(28 2528615.8),(29 2553068.8),(30 2579028.5),(31 2604269.3),(32 2622416),(33 2642123.5),(34 2661511.3),(35 2672518),(36 2667069),(37 2653612.5),(38 2628634.3),(39 2602692.5),(40 2580163.5),(41 2534445.8),(42 2480368.5),(43 2425751),(44 2388852),(45 2344213.3),(46 2317876),(47 2296809.5),(48 2298637.3),(49 2292740.3),(50 2284922),(51 2296374.5),(52 2323805.3),(53 2362208),(54 2402622.3),(55 2424785),(56 2446546.3),(57 2472781.8),(58 2491002.8),(59 2496832.8),(60 2508390.8),(61 2508626.3),(62 2517242.8),(63 2515382.5),(64 2514501),(65 2513054.3),(66 2517492.3),(67 2514930.3),(68 2513561),(69 2511795.3),(70 2531663.8),(71 2537610),(72 2548741.8),(73 2568034.5),(74 2592138.3),(75 2604681.8),(76 2622149.3),(77 2630189.5),(78 2635370),(79 2627422.3),
(1 62289.92),(2 208296.48),(3 407291.13),(4 622444.06),(5 825941.06),(6 1001455.44),(7 1154123),(8 1282425.1),(9 1384320),(10 1480289.6),(11 1560989.8),(12 1638805.4),(13 1714928.5),(14 1793274),(15 1862414.9),(16 1925973.5),(17 1968614),(18 2004100.3),(19 2042660.5),(20 2084039.6),(21 2127332.3),(22 2166260),(23 2197657.8),(24 2230126.3),(25 2249703.8),(26 2254405),(27 2262430.3),(28 2264477.8),(29 2285106.3),(30 2326491.8),(31 2378930.5),(32 2448003.3),(33 2513186.3),(34 2550321),(35 2567185.5),(36 2569807.8),(37 2552304.3),(38 2520242.5),(39 2482598.5),(40 2444176.5),(41 2392695.5),(42 2348929.5),(43 2296544.8),(44 2248410.5),(45 2201798.5),(46 2165196),(47 2151850),(48 2145565.5),(49 2136430.3),(50 2129690),(51 2122281),(52 2112302),(53 2100991),(54 2084841.3),(55 2068144.8),(56 2060858.3),(57 2053117.1),(58 2053450.6),(59 2057253),(60 2074320.8),(61 2094992.9),(62 2137430.5),(63 2185239),(64 2230628.5),(65 2265281),(66 2293682.8),(67 2312544.3),(68 2338614.8),(69 2383151),(70 2429090.8),(71 2457623.8),(72 2488083.5),(73 2508292.3),(74 2527758.3),(75 2547977.5),(76 2550126.8),(77 2549942),(78 2535133.8),(79 2509840.8),
(1 67196.46),(2 226209.88),(3 439084.56),(4 672921.9),(5 895766.94),(6 1092195.5),(7 1256416.3),(8 1382109.5),(9 1472226.6),(10 1549689.9),(11 1604876),(12 1651484.4),(13 1703914.6),(14 1758568.6),(15 1802613.5),(16 1838731.8),(17 1876008.8),(18 1912720.4),(19 1951530.5),(20 1983233.5),(21 2004297.4),(22 2026043.4),(23 2045919),(24 2067486.1),(25 2086350.5),(26 2093985.8),(27 2096817.5),(28 2096330.6),(29 2097664.8),(30 2099754.3),(31 2103199),(32 2112468.5),(33 2118648),(34 2130778.8),(35 2137682),(36 2149336.5),(37 2148071.8),(38 2132145.3),(39 2104958.8),(40 2077536.8),(41 2049904.3),(42 2033923.8),(43 2012230.5),(44 1999099),(45 1983368.6),(46 1963712.6),(47 1952138.9),(48 1937330.5),(49 1920930.5),(50 1909605.4),(51 1902369),(52 1894112.3),(53 1888085.9),(54 1880217.1),(55 1867146.6),(56 1862285.5),(57 1863678.3),(58 1879363.6),(59 1886137.4),(60 1905037.4),(61 1940246.9),(62 1985290.3),(63 2028627),(64 2068170.1),(65 2105994.8),(66 2133851),(67 2166776.8),(68 2218677),(69 2277282),(70 2336451.5),(71 2390132.5),(72 2436778.8),(73 2479975),(74 2505148.3),(75 2515474.3),(76 2493385),(77 2456803.5),(78 2423524.5),(79 2395592),
(1 60635.43),(2 203409.02),(3 392128.97),(4 598396.25),(5 793954.3),(6 967035.2),(7 1109216.8),(8 1231972.6),(9 1325797.5),(10 1396132.3),(11 1440864.8),(12 1474944.8),(13 1505515),(14 1533847.6),(15 1560315),(16 1593043.5),(17 1634664.9),(18 1677977.6),(19 1727481.6),(20 1771710.6),(21 1816859),(22 1857867),(23 1892241.1),(24 1917535.3),(25 1928552.5),(26 1936523.9),(27 1927295.1),(28 1913752.1),(29 1905569.8),(30 1892738),(31 1874594),(32 1858912),(33 1850555.4),(34 1853859),(35 1853092.8),(36 1852615.9),(37 1856278),(38 1854608.8),(39 1855209.4),(40 1853914.5),(41 1846909.8),(42 1825099),(43 1804373.9),(44 1801634.9),(45 1802608.5),(46 1808538.6),(47 1819256.4),(48 1840828.1),(49 1861606.8),(50 1879410.6),(51 1891818.6),(52 1898588.3),(53 1907123.9),(54 1928051.4),(55 1952034.3),(56 1994462.8),(57 2030192),(58 2036408.4),(59 2035417.8),(60 2041497.6),(61 2034722.5),(62 2040174.8),(63 2053644.1),(64 2071989),(65 2085041.8),(66 2100431),(67 2111893),(68 2136474.3),(69 2154255),(70 2166719.5),(71 2184072.3),(72 2207827.5),(73 2219366.3),(74 2221839.3),(75 2208626),(76 2204142.5),(77 2194793.5),(78 2195918.5),(79 2198052),
(1 61615.805),(2 204710.86),(3 387502.47),(4 579346.25),(5 753408.4),(6 898465.75),(7 1014098.8),(8 1108247.8),(9 1186796.3),(10 1245265.8),(11 1286684.9),(12 1318393.4),(13 1345461.1),(14 1359133.8),(15 1372313.1),(16 1398834.6),(17 1432548.3),(18 1466258.3),(19 1498887.5),(20 1537396.3),(21 1574457),(22 1610364.4),(23 1642776.1),(24 1669507.8),(25 1704702.8),(26 1711943.5),(27 1710605.8),(28 1707115.9),(29 1696543.6),(30 1689239.9),(31 1679999.4),(32 1684886.6),(33 1697151),(34 1713106.9),(35 1719932.3),(36 1729161.1),(37 1734010.3),(38 1732976.1),(39 1727266),(40 1727386.3),(41 1732068.8),(42 1740635.3),(43 1746872.5),(44 1755987.5),(45 1759032.4),(46 1771004.9),(47 1781513.4),(48 1805411.8),(49 1824715.3),(50 1849791.6),(51 1871956.5),(52 1899062.3),(53 1921473),(54 1952915.3),(55 1978227.8),(56 1998462.3),(57 2003106.3),(58 2003786.4),(59 2004164.5),(60 2008620.9),(61 2004397.5),(62 2012105.6),(63 1999968.8),(64 1990111.3),(65 1979358.3),(66 1979372.8),(67 1985916.9),(68 1984833.9),(69 1968632.4),(70 1962680.8),(71 1959991.9),(72 1957851.1),(73 1958790.6),(74 1951382),(75 1932911),(76 1915263.3),(77 1890579.5),(78 1877841.6),(79 1873423),
