1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49478.45),(2 167840.81),(3 371906.8),(4 619494.4),(5 881993.8),(6 1174863.1),(7 1489949.4),(8 1862085.6),(9 2193319.3),(10 2514374),(11 2814545.5),(12 3075705),(13 3303665.5),(14 3523000),(15 3685915.8),(16 3814798),(17 3915584.3),(18 3975745.5),(19 4011632),(20 4020608.8),(21 4006804.3),(22 3993032.3),(23 3980299.8),(24 3966936),(25 3956205.3),(26 3963311.3),(27 3979502.5),(28 4016441.5),(29 4055783.8),(30 4152744.3),(31 4240491),(32 4337731),(33 4432592.5),(34 4537063),(35 4663388.5),(36 4782454),(37 4897080.5),(38 5000991.5),(39 5086985.5),(40 5157647.5),(41 5216350.5),(42 5252971.5),(43 5273741),(44 5287140),(45 5278952.5),(46 5255767.5),(47 5225805.5),(48 5188336.5),(49 5131402),(50 5084291.5),(51 5038539.5),(52 4995974.5),(53 4954355),(54 4913364.5),(55 4867837),(56 4809465),(57 4763992.5),(58 4720042.5),(59 4684088.5),(60 4649722.5),(61 4619285),(62 4604500.5),(63 4603595),(64 4611621),(65 4642408.5),(66 4681433.5),(67 4729406),(68 4801648.5),(69 4887520.5),(70 4983179.5),(71 5088248.5),(72 5185921),(73 5277144.5),(74 5363435),(75 5445530.5),(76 5504498),(77 5557254),(78 5600643),(79 5644221),
(1 54753.75),(2 186653.98),(3 410160.34),(4 678451.56),(5 954712.94),(6 1254284.5),(7 1572157.6),(8 1952421.5),(9 2290587.5),(10 2614015.8),(11 2914610.8),(12 3178569),(13 3406667),(14 3619069.3),(15 3781458.3),(16 3904481.3),(17 3993973.3),(18 4055148),(19 4099338),(20 4130194.3),(21 4138554),(22 4140625.3),(23 4139691.3),(24 4114990),(25 4102401.3),(26 4106922.8),(27 4124273.3),(28 4146958.3),(29 4185468.3),(30 4265298.5),(31 4320028),(32 4383524.5),(33 4424029.5),(34 4456685),(35 4476862.5),(36 4473461),(37 4470288.5),(38 4455862.5),(39 4421711.5),(40 4361258.5),(41 4297882),(42 4215718.5),(43 4137631.3),(44 4050281.8),(45 3959985.8),(46 3863394.8),(47 3764088),(48 3671666.3),(49 3588439.8),(50 3528055.3),(51 3500964.3),(52 3486669),(53 3499502),(54 3536702.8),(55 3579687.8),(56 3627370),(57 3699919),(58 3773610),(59 3859731.3),(60 3940898),(61 4032066.8),(62 4116909),(63 4205010.5),(64 4310649.5),(65 4434143.5),(66 4563959),(67 4697568),(68 4832336.5),(69 4949805.5),(70 5045522),(71 5132219),(72 5183844),(73 5249847.5),(74 5278642.5),(75 5280472),(76 5254116.5),(77 5219715.5),(78 5173875.5),(79 5113769.5),
(1 61522.496),(2 203877.92),(3 435586.4),(4 705902),(5 968368),(6 1241074.1),(7 1521541.9),(8 1823386.3),(9 2090726.4),(10 2333917.8),(11 2550945),(12 2730773),(13 2873473),(14 3009767.8),(15 3093405),(16 3154939.5),(17 3182413),(18 3187560.8),(19 3168884.5),(20 3132839.8),(21 3075309),(22 3019805.5),(23 2959422),(24 2908297.5),(25 2874002.5),(26 2855061),(27 2863581.5),(28 2886468.8),(29 2918407.3),(30 2979177.5),(31 3040955.5),(32 3106075.3),(33 3168713),(34 3236598.5),(35 3299532.3),(36 3341393),(37 3375531),(38 3402386.5),(39 3412488),(40 3410233),(41 3403561.3),(42 3382201.3),(43 3358947.8),(44 3330959.3),(45 3308879.8),(46 3283075.5),(47 3264097.3),(48 3250108.8),(49 3242329.5),(50 3243645.8),(51 3266456.8),(52 3286628.8),(53 3316798.8),(54 3363799.8),(55 3416302.8),(56 3483727.8),(57 3576789.8),(58 3661836.3),(59 3748517.8),(60 3840361.5),(61 3927111),(62 4001222.8),(63 4069682),(64 4127294.5),(65 4150650.3),(66 4165818.5),(67 4166594),(68 4147771.5),(69 4118998.5),(70 4066100.5),(71 4019291.5),(72 3961648),(73 3888686.8),(74 3823385),(75 3761040.8),(76 3689389.5),(77 3624606.8),(78 3565529.5),(79 3502891.5),
(1 56913.07),(2 191416.45),(3 416150.1),(4 677346.25),(5 939917.1),(6 1211046.8),(7 1482868.4),(8 1772129),(9 2012431.9),(10 2224685),(11 2404273.8),(12 2546196.3),(13 2642973.5),(14 2718329.5),(15 2757881),(16 2778558.5),(17 2771360),(18 2742986),(19 2707998.5),(20 2676107),(21 2661998.5),(22 2660155.8),(23 2666620.8),(24 2691862.5),(25 2733680),(26 2785758.8),(27 2858848.8),(28 2944289.5),(29 3028923.3),(30 3111035.8),(31 3179814),(32 3240114),(33 3296452.8),(34 3335640.3),(35 3355620.8),(36 3353413.8),(37 3327028.3),(38 3280614.8),(39 3191482.5),(40 3110638),(41 3030458.5),(42 2949260.5),(43 2891355.3),(44 2842278.5),(45 2816408.3),(46 2802595),(47 2814767.3),(48 2836330),(49 2901091.5),(50 2978022),(51 3090520.3),(52 3182191),(53 3286309.5),(54 3396728.8),(55 3497002.5),(56 3606395),(57 3731765.5),(58 3846957),(59 3945522.5),(60 4032626.3),(61 4099480),(62 4140349.8),(63 4170762),(64 4172515.8),(65 4133324.3),(66 4096453),(67 4044572.3),(68 3981545),(69 3914330.3),(70 3840085.5),(71 3771829),(72 3703519),(73 3632453),(74 3581919),(75 3552219),(76 3533323),(77 3511074.3),(78 3495777.5),(79 3472292.5),
(1 60318.41),(2 203313.64),(3 445139.78),(4 723657.75),(5 1005927.94),(6 1297088.8),(7 1586562.1),(8 1894366.3),(9 2144834.3),(10 2355868.3),(11 2531603.3),(12 2649990),(13 2733897.5),(14 2798127.8),(15 2823437.8),(16 2827915.5),(17 2820748.5),(18 2813407.5),(19 2796053),(20 2788684.8),(21 2777327.8),(22 2779064.3),(23 2800666),(24 2832924.5),(25 2882711.5),(26 2939619),(27 3015322.8),(28 3090563.8),(29 3157248),(30 3191546),(31 3224333.8),(32 3251184.5),(33 3270150),(34 3268757.8),(35 3249203.3),(36 3218761.8),(37 3172053.8),(38 3112625.3),(39 3048330.8),(40 2994471.5),(41 2955200.3),(42 2927541.8),(43 2916400.3),(44 2920313.8),(45 2939203.5),(46 2956213),(47 2980603.5),(48 3004036.5),(49 3045750.5),(50 3082890.3),(51 3125839.8),(52 3151178.8),(53 3165502.8),(54 3187642.3),(55 3199379.8),(56 3207469),(57 3242034.8),(58 3267808.3),(59 3288300.5),(60 3305222.8),(61 3311534.8),(62 3311525.3),(63 3319512.5),(64 3309631),(65 3287004.8),(66 3269878.5),(67 3250209.5),(68 3232411.3),(69 3222523.8),(70 3234772.5),(71 3255134.8),(72 3276894),(73 3307559.5),(74 3351176.3),(75 3390882),(76 3438418),(77 3469976.3),(78 3496395),(79 3531821.3),
(1 53503.918),(2 180551.33),(3 386637.47),(4 616382.6),(5 843695.06),(6 1073977.8),(7 1296955.5),(8 1519892.1),(9 1696078.6),(10 1845866.4),(11 1957714.8),(12 2033383.4),(13 2084316.5),(14 2130697.3),(15 2147790.3),(16 2148679.3),(17 2150039.3),(18 2158099.3),(19 2171296.3),(20 2190855.8),(21 2212316.3),(22 2242827.8),(23 2277299.8),(24 2310867.3),(25 2343333.8),(26 2372121.8),(27 2395908.8),(28 2411556),(29 2401893),(30 2363929.3),(31 2331373.3),(32 2295357.3),(33 2254920.3),(34 2213721.8),(35 2171005.3),(36 2135256.8),(37 2099940.3),(38 2075397.9),(39 2058851.5),(40 2057294.8),(41 2070719.3),(42 2100270),(43 2140849.3),(44 2192212.8),(45 2248316.3),(46 2302466.3),(47 2358153.5),(48 2409636.8),(49 2461680.8),(50 2508833),(51 2536812.3),(52 2560282.3),(53 2568316.5),(54 2574740),(55 2569501.8),(56 2555241.3),(57 2539343.5),(58 2538053.5),(59 2535911.3),(60 2527755.3),(61 2518471.3),(62 2502249.5),(63 2492276.8),(64 2483273),(65 2501251),(66 2512608.3),(67 2522395.5),(68 2534087.8),(69 2537382.3),(70 2554591.3),(71 2571097),(72 2578487.3),(73 2585979.8),(74 2604888.8),(75 2624147.8),(76 2657029.8),(77 2674501.3),(78 2696329.5),(79 2711314.8),
(1 50933.766),(2 168884.45),(3 362507.34),(4 575523.44),(5 775317.56),(6 976489.56),(7 1169240.8),(8 1381473.5),(9 1539255.5),(10 1672842.1),(11 1765671.8),(12 1829845.1),(13 1864818.1),(14 1868276.6),(15 1858672.3),(16 1843028.1),(17 1826119.1),(18 1808039.4),(19 1797961.6),(20 1797512.4),(21 1812213.9),(22 1834172.1),(23 1865898.4),(24 1899242.9),(25 1930356.1),(26 1953844.4),(27 1970809.5),(28 1978887.3),(29 1982605.1),(30 1982774.1),(31 1991274.1),(32 2005433.6),(33 2019735.5),(34 2026696.3),(35 2029002.3),(36 2033379),(37 2033785.3),(38 2030718.8),(39 2023147.8),(40 2018165.6),(41 2016139.3),(42 2010431.8),(43 2005878.3),(44 2003125.6),(45 1999330.5),(46 1999405.8),(47 2006424.8),(48 2014106.4),(49 2034903),(50 2049262.8),(51 2066421),(52 2088771.4),(53 2122043.5),(54 2159249.5),(55 2200254.3),(56 2241289.3),(57 2273174.3),(58 2300095),(59 2314878),(60 2322690.3),(61 2326258),(62 2323187),(63 2322486),(64 2317788.5),(65 2329331.8),(66 2337973.8),(67 2339941.3),(68 2340610.3),(69 2338818.5),(70 2334283.5),(71 2341366.5),(72 2340355),(73 2359163.8),(74 2374462.5),(75 2396062),(76 2425508.3),(77 2449504.8),(78 2464992.3),(79 2475010.5),
(1 55873.16),(2 186359.4),(3 394049.3),(4 619753.94),(5 836533.56),(6 1055585.1),(7 1271022.8),(8 1501078.8),(9 1680524.1),(10 1831109.9),(11 1937866.1),(12 2003989.5),(13 2038887.3),(14 2050482.1),(15 2034651.4),(16 2003345.3),(17 1970600.4),(18 1936100.1),(19 1906008.8),(20 1882847.3),(21 1875935.1),(22 1893372.4),(23 1929112),(24 1975498.9),(25 2024024.3),(26 2070567.8),(27 2114968.3),(28 2151133),(29 2183530.8),(30 2193326),(31 2210770.5),(32 2225058),(33 2225596),(34 2224497),(35 2223660),(36 2218105),(37 2209208.5),(38 2207298),(39 2221109.3),(40 2238234.8),(41 2256701.8),(42 2262175.3),(43 2270303.8),(44 2273270.8),(45 2272506.8),(46 2275591.3),(47 2280900.5),(48 2289312),(49 2292904),(50 2305464.8),(51 2328229.3),(52 2363326.5),(53 2405639.3),(54 2445781.3),(55 2486918.8),(56 2526664.3),(57 2558217),(58 2582296.3),(59 2593920.5),(60 2590375.3),(61 2578524),(62 2561561.5),(63 2538943.3),(64 2515074),(65 2500365),(66 2483847.3),(67 2476329.3),(68 2474194.8),(69 2474852.3),(70 2474151.8),(71 2476822),(72 2480700.5),(73 2484476.5),(74 2501461.3),(75 2523946.3),(76 2530980),(77 2537282.3),(78 2536569.3),(79 2530252.3),
(1 53012.492),(2 177741.4),(3 384764.3),(4 606774.4),(5 821153.6),(6 1032211.75),(7 1231268.6),(8 1451577.3),(9 1611773.8),(10 1737284.8),(11 1817313.1),(12 1862469.4),(13 1879769),(14 1870372.8),(15 1849012.1),(16 1821058.8),(17 1800792),(18 1784179.9),(19 1774379),(20 1766446.9),(21 1762888.6),(22 1767115.6),(23 1778215.5),(24 1787996.4),(25 1793226),(26 1791052.3),(27 1785803.3),(28 1776774.8),(29 1772477),(30 1778126.9),(31 1794364.8),(32 1808303.4),(33 1813027.6),(34 1813090.5),(35 1810203),(36 1799966),(37 1785125),(38 1766591.4),(39 1759249),(40 1766547.8),(41 1778146.3),(42 1793832.5),(43 1810498.6),(44 1828650.6),(45 1854285),(46 1882184),(47 1913187.8),(48 1950411.5),(49 1987651.1),(50 2024008.8),(51 2041665.5),(52 2063931.4),(53 2092539.6),(54 2115219.8),(55 2134230.5),(56 2144220.3),(57 2155437),(58 2161504.8),(59 2166035.5),(60 2164457),(61 2162772.3),(62 2162877.3),(63 2169167.8),(64 2183434.8),(65 2199447),(66 2207167),(67 2221714),(68 2243373),(69 2268397.8),(70 2308493.3),(71 2344876),(72 2380528.3),(73 2399402),(74 2437792.8),(75 2470967.8),(76 2486466),(77 2494189.3),(78 2491892.5),(79 2489068),
(1 47907.406),(2 158493.25),(3 336710.44),(4 520938.38),(5 692529.6),(6 857542.8),(7 1016939.8),(8 1179794),(9 1300205.3),(10 1394224.3),(11 1455277.3),(12 1483284.1),(13 1489767),(14 1491228.3),(15 1483587.5),(16 1481857.3),(17 1493883.9),(18 1510686),(19 1537456.9),(20 1570095.4),(21 1610794.6),(22 1653322),(23 1695814.4),(24 1734606.8),(25 1770100),(26 1802279.6),(27 1831888.9),(28 1859494.5),(29 1886754),(30 1905738.1),(31 1935460.4),(32 1972957.4),(33 2009182.3),(34 2042048.6),(35 2074920.3),(36 2106455.5),(37 2133539),(38 2146914),(39 2161269.5),(40 2168092.3),(41 2166918.8),(42 2161788),(43 2163821.8),(44 2170759.8),(45 2193280.8),(46 2222396.3),(47 2260047.3),(48 2297109),(49 2322447.3),(50 2345658),(51 2334169.3),(52 2337421.3),(53 2339173.8),(54 2334404),(55 2320296.3),(56 2299063),(57 2274662.3),(58 2246164.3),(59 2221482.5),(60 2198924.5),(61 2181520),(62 2163401.5),(63 2148448.5),(64 2132944.8),(65 2107205.5),(66 2092122),(67 2084623.1),(68 2084957),(69 2091508.5),(70 2101179.3),(71 2110870),(72 2115420.5),(73 2119128.8),(74 2121939.3),(75 2128380),(76 2139106.5),(77 2146775),(78 2157595.5),(79 2162867.5),
(1 53975.69),(2 179428.98),(3 384081.84),(4 597883.2),(5 795358.06),(6 982679.06),(7 1160400.9),(8 1335078),(9 1459149.8),(10 1550042),(11 1607397.5),(12 1634523.6),(13 1649019.4),(14 1658310),(15 1673271.4),(16 1706134.6),(17 1752210.8),(18 1801327.4),(19 1862445.3),(20 1921108.6),(21 1982554.3),(22 2029536.5),(23 2061803.9),(24 2079132.8),(25 2083526),(26 2080421.8),(27 2070004.6),(28 2061478.4),(29 2058548.6),(30 2064931.6),(31 2080486),(32 2101204.5),(33 2122459.5),(34 2142181),(35 2154527.8),(36 2156837),(37 2150688.3),(38 2130167.3),(39 2092042),(40 2064196.6),(41 2032724.4),(42 2006939.4),(43 1997207.8),(44 2002833.6),(45 2033772.8),(46 2066241.9),(47 2095926.6),(48 2120239.5),(49 2117061),(50 2110534.5),(51 2081544.3),(52 2055851.3),(53 2024771.9),(54 1987270),(55 1948978.8),(56 1911922.9),(57 1879572.6),(58 1869547.9),(59 1873953.4),(60 1893358.1),(61 1920015.8),(62 1951251.6),(63 1988863.4),(64 2021489.9),(65 2038505.6),(66 2057558.6),(67 2069680.5),(68 2078416),(69 2084695.4),(70 2082972.4),(71 2074101.8),(72 2051967.1),(73 2025792),(74 2003004.6),(75 1980838.9),(76 1983322.5),(77 1979870.1),(78 1982430.6),(79 1985356.4),
(1 59548.34),(2 193966.5),(3 404933.75),(4 627489.9),(5 822547.2),(6 1007009),(7 1175701.4),(8 1326075.1),(9 1423813),(10 1486170.4),(11 1516209.9),(12 1520263.9),(13 1513292),(14 1508456.1),(15 1517963.9),(16 1535489.5),(17 1567039.4),(18 1603908.3),(19 1642432.3),(20 1678279.8),(21 1723978.9),(22 1759443.8),(23 1790205.5),(24 1816070.6),(25 1839917.8),(26 1854363),(27 1867905.4),(28 1879631.5),(29 1903351.4),(30 1931250),(31 1965558.9),(32 2000205.4),(33 2025458.9),(34 2035989.4),(35 2035713.1),(36 2027176.6),(37 2011488),(38 1993822.5),(39 1993767.8),(40 1994234.6),(41 1992851.8),(42 2005155.4),(43 2019340.9),(44 2036531.8),(45 2059187.8),(46 2070784.6),(47 2077703.4),(48 2074092.9),(49 2061956.3),(50 2037570.6),(51 1998750.6),(52 1953229.5),(53 1900376.6),(54 1847454.8),(55 1795203.3),(56 1746442.5),(57 1704480),(58 1671608.5),(59 1647359.5),(60 1639057.9),(61 1636166.6),(62 1641393.5),(63 1647791.1),(64 1661339.5),(65 1679600),(66 1699417.9),(67 1714797.5),(68 1728721.8),(69 1737992.6),(70 1743219.4),(71 1747340.6),(72 1752132.6),(73 1779424.4),(74 1806427.9),(75 1833399.5),(76 1861838.5),(77 1880756.6),(78 1888300.5),(79 1887138.3),
(1 50466.99),(2 162666.97),(3 330022.8),(4 502729.63),(5 654070.3),(6 790673.75),(7 908755.2),(8 1017976.44),(9 1089775.5),(10 1136754.6),(11 1165029.9),(12 1183949),(13 1201463.9),(14 1223759.5),(15 1253842),(16 1289405.4),(17 1328585.3),(18 1367367.3),(19 1401533.1),(20 1426494.8),(21 1442835.9),(22 1450211.8),(23 1448153.6),(24 1445161.8),(25 1439925.8),(26 1442399.5),(27 1452313.3),(28 1476332.8),(29 1515123.5),(30 1604156.6),(31 1669283.1),(32 1727698.8),(33 1778494.5),(34 1818215.6),(35 1834279.6),(36 1839673.3),(37 1830612.3),(38 1809606.1),(39 1772867),(40 1748265.1),(41 1729196.5),(42 1725074.3),(43 1726618),(44 1738563.5),(45 1751820.6),(46 1763827.9),(47 1774957.4),(48 1779953.9),(49 1791084.3),(50 1784797),(51 1785513.6),(52 1777765.8),(53 1761362.4),(54 1747201.3),(55 1741386.6),(56 1738726.8),(57 1742477),(58 1753177.3),(59 1767237),(60 1782945.3),(61 1799670.4),(62 1822018),(63 1846099.8),(64 1876429),(65 1910509.8),(66 1939694.8),(67 1967786.4),(68 1989068.6),(69 2003249.9),(70 2004973.6),(71 1997912.8),(72 1973326.1),(73 1940468.9),(74 1910821),(75 1886677.6),(76 1874254.8),(77 1859879.3),(78 1847589.6),(79 1829880.4),
(1 54477.17),(2 176648.16),(3 358981.16),(4 542976.06),(5 699912.25),(6 832627.75),(7 935696.06),(8 1003505.75),(9 1035582.5),(10 1042463.6),(11 1035269.9),(12 1029893.75),(13 1034948.8),(14 1056893.4),(15 1089500.3),(16 1126239.5),(17 1165610.5),(18 1199676.6),(19 1231640.5),(20 1258955.3),(21 1284702.9),(22 1305409.4),(23 1320436.5),(24 1336395.9),(25 1347229.8),(26 1363009.4),(27 1382548.1),(28 1408138.3),(29 1439010.5),(30 1491760.8),(31 1530800.1),(32 1561729.4),(33 1587286.3),(34 1610775.3),(35 1623852.5),(36 1635301),(37 1650660.6),(38 1666975.9),(39 1678376.5),(40 1702293.8),(41 1725987.9),(42 1758251.5),(43 1784337.1),(44 1807840.8),(45 1820892.1),(46 1825093),(47 1825276.8),(48 1813802.5),(49 1797042.5),(50 1772045.5),(51 1758049.4),(52 1740374.3),(53 1723664.8),(54 1703959.5),(55 1683054.8),(56 1657043.5),(57 1616499.9),(58 1583519.5),(59 1550494.3),(60 1523982.4),(61 1500992.5),(62 1489501.8),(63 1482810.3),(64 1475698.6),(65 1477625.8),(66 1478192.1),(67 1478493),(68 1478821.9),(69 1477273.1),(70 1472531.3),(71 1465719.1),(72 1455931.9),(73 1435181.4),(74 1422797.4),(75 1412992.5),(76 1406456.6),(77 1399254.9),(78 1401364.1),(79 1406422.6),
(1 45869.863),(2 148775.38),(3 299411.44),(4 451150.3),(5 584350.4),(6 698453.44),(7 785386.25),(8 856483.4),(9 895948.4),(10 924022.56),(11 947890.7),(12 981404.25),(13 1021882.1),(14 1077642.1),(15 1135439.3),(16 1191277.9),(17 1240756.5),(18 1274180.5),(19 1295653),(20 1310314.5),(21 1318923.3),(22 1320508.8),(23 1320489.8),(24 1316730.1),(25 1317811),(26 1328201.5),(27 1347481.6),(28 1373085.1),(29 1402511.6),(30 1444273.6),(31 1468558),(32 1480256),(33 1481117.4),(34 1469997.3),(35 1448657.4),(36 1430324.5),(37 1416154.3),(38 1409695.6),(39 1413725.1),(40 1428341.4),(41 1444550.6),(42 1460190.9),(43 1477099.9),(44 1486777.5),(45 1489581.1),(46 1487603.3),(47 1480029.6),(48 1465991.5),(49 1444756.6),(50 1422917.6),(51 1390698.5),(52 1369185.6),(53 1358014.3),(54 1354464.1),(55 1351190.4),(56 1347705.4),(57 1337734),(58 1325453.4),(59 1310459.5),(60 1295517.9),(61 1279482),(62 1259195.9),(63 1237312.4),(64 1215035.5),(65 1194870),(66 1175850.3),(67 1160520.4),(68 1154435.3),(69 1157511.9),(70 1170489.1),(71 1189541.4),(72 1215119.5),(73 1243227.8),(74 1266282.3),(75 1285191.8),(76 1296934.4),(77 1303205.6),(78 1313728.1),(79 1327109.1),
(1 45283.566),(2 147134.25),(3 292716.34),(4 435739.72),(5 560266.5),(6 662803.06),(7 743437.5),(8 818000.7),(9 858954.5),(10 889985.5),(11 920259.44),(12 955294.94),(13 1001678.75),(14 1054689.1),(15 1117784.3),(16 1178138.1),(17 1234105),(18 1275609),(19 1305299.4),(20 1326442.3),(21 1340812.5),(22 1351227.8),(23 1359975.1),(24 1368791.8),(25 1382471.8),(26 1401704.5),(27 1423475.4),(28 1446419.3),(29 1467118.4),(30 1496049),(31 1506379.5),(32 1510362.1),(33 1517136.9),(34 1523013),(35 1524405),(36 1532420),(37 1538254.3),(38 1547783),(39 1552441.5),(40 1562326.5),(41 1569122.1),(42 1567509.8),(43 1553918.3),(44 1527715.3),(45 1499506.6),(46 1471261.4),(47 1441936.8),(48 1411657.8),(49 1376339.3),(50 1347273.1),(51 1317370.9),(52 1294156.3),(53 1279151.8),(54 1265578.3),(55 1255841.8),(56 1251279.8),(57 1262209.9),(58 1284806.4),(59 1314757),(60 1351222.6),(61 1384262.5),(62 1411473),(63 1431695.3),(64 1447870.1),(65 1459125.4),(66 1475496.4),(67 1493806.8),(68 1507558.5),(69 1524756.8),(70 1540274.6),(71 1554716.9),(72 1559918.9),(73 1554788.5),(74 1551874.3),(75 1551652.3),(76 1562148.1),(77 1566394.8),(78 1580758.3),(79 1589650),
(1 44941.3),(2 144551.52),(3 285401.13),(4 422800.53),(5 537423.2),(6 635118.1),(7 710571),(8 782541.7),(9 826707.2),(10 865002.9),(11 905036.8),(12 946288.56),(13 997508.25),(14 1046982.94),(15 1095724.5),(16 1132058.3),(17 1153804.4),(18 1152401.1),(19 1136442.3),(20 1116515.9),(21 1094166.9),(22 1080396.3),(23 1069850.9),(24 1067349.9),(25 1071998.6),(26 1084998.9),(27 1103233.4),(28 1130367.8),(29 1159333.3),(30 1189201),(31 1205040.5),(32 1219454.9),(33 1229096.1),(34 1236876.8),(35 1242802.9),(36 1256335.3),(37 1272763.9),(38 1287599.5),(39 1295876.3),(40 1302642.5),(41 1300888.9),(42 1288209.6),(43 1270257.1),(44 1252015.9),(45 1236298),(46 1229573),(47 1223840.6),(48 1222206.4),(49 1219820.6),(50 1218573.5),(51 1184141.3),(52 1170205.9),(53 1157052.8),(54 1147377.3),(55 1143397.1),(56 1141564.3),(57 1144655.1),(58 1147245.1),(59 1150030.9),(60 1151622.9),(61 1147320.1),(62 1139022.3),(63 1131223.5),(64 1125821.8),(65 1119418.9),(66 1120868.4),(67 1124375.6),(68 1129928.1),(69 1139967.4),(70 1164131.9),(71 1193701.6),(72 1215309.8),(73 1214682.6),(74 1210795.8),(75 1203358.9),(76 1202435.3),(77 1206848.8),(78 1216958.6),(79 1223004.8),
