1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 69360.586),(2 183050.13),(3 336733.1),(4 568450.1),(5 776164.56),(6 973994.75),(7 1218872),(8 1433168.1),(9 1656191),(10 1944122.1),(11 2246288),(12 2522368),(13 2880055),(14 3240451),(15 3591594.8),(16 4011318.8),(17 4463330),(18 4918512),(19 5461522.5),(20 6052061.5),(21 6587930),(22 7166138.5),(23 7777201.5),(24 8342812.5),(25 8941915),(26 9578561),(27 10152395),(28 10998541),(29 11889043),(30 12665373),(31 13547091),(32 14424483),(33 15212440),(34 16050939),(35 16938930),(36 17839150),(37 18800458),(38 19872738),(39 20917418),(40 22074658),(41 23370066),(42 24595534),(43 25954824),(44 27271248),(45 28529976),(46 29987974),(47 31701688),(48 33368594),(49 35082124),(50 36885596),(51 38636196),(52 40444668),(53 42468292),(54 44388220),(55 46441820),(56 48790452),(57 51012336),(58 53306656),(59 55515884),(60 57597696),(61 59575810),(62 61499932),(63 63055628),(64 64721828),(65 66414332),(66 67814500),(67 69262550),(68 70720260),(69 71845840),(70 72942330),(71 74090296),(72 74931910),(73 75912930),(74 76810296),(75 77452370),(76 78176610),(77 78968260),(78 79519230),(79 80195610),
(1 143373.2),(2 547609.06),(3 1172512.8),(4 1981806.3),(5 2948224),(6 4044588.5),(7 5241265.5),(8 6488083.5),(9 7734488.5),(10 8959977),(11 10148762),(12 11235993),(13 12205362),(14 13073496),(15 13800462),(16 14363661),(17 14776442),(18 15017263),(19 15098173),(20 15065085),(21 14962070),(22 14831469),(23 14677397),(24 14511162),(25 14354969),(26 14208605),(27 14038834),(28 13843250),(29 13652584),(30 13444831),(31 13222534),(32 13002556),(33 12795711),(34 12610831),(35 12448415),(36 12305305),(37 12209055),(38 12144358),(39 12097544),(40 12115336),(41 12183499),(42 12277685),(43 12440014),(44 12659315),(45 12937180),(46 13230002),(47 13511317),(48 13804327),(49 14077849),(50 14301409),(51 14491789),(52 14602218),(53 14675014),(54 14650371),(55 14540338),(56 14365002),(57 14170393),(58 13982735),(59 13795300),(60 13589792),(61 13347743),(62 13080870),(63 12810538),(64 12544096),(65 12264523),(66 11999150),(67 11721152),(68 11481729),(69 11298686),(70 11151780),(71 11045731),(72 10994304),(73 10987646),(74 11012923),(75 11046781),(76 11086927),(77 11148316),(78 11239523),(79 11374883),
(1 125700.71),(2 473356.63),(3 995086.06),(4 1652158.4),(5 2410935.8),(6 3249306.3),(7 4153152.8),(8 5099038.5),(9 6047718.5),(10 6985025.5),(11 7879912),(12 8714735),(13 9458977),(14 10118450),(15 10692784),(16 11207813),(17 11648259),(18 11988647),(19 12251065),(20 12444393),(21 12609245),(22 12784659),(23 12936536),(24 13064396),(25 13175145),(26 13249200),(27 13268164),(28 13238253),(29 13136655),(30 12959841),(31 12729691),(32 12458993),(33 12184653),(34 11926189),(35 11700795),(36 11495840),(37 11322725),(38 11177049),(39 11064998),(40 10984428),(41 10930873),(42 10893576),(43 10892923),(44 10912079),(45 10936503),(46 10928954),(47 10900680),(48 10860120),(49 10805201),(50 10748709),(51 10705685),(52 10659935),(53 10650037),(54 10667595),(55 10701614),(56 10751477),(57 10827440),(58 10918163),(59 11004679),(60 11089880),(61 11163165),(62 11227235),(63 11278683),(64 11311032),(65 11330841),(66 11346757),(67 11363309),(68 11410837),(69 11490647),(70 11589760),(71 11707029),(72 11832164),(73 11990316),(74 12156867),(75 12306555),(76 12444699),(77 12579621),(78 12723680),(79 12850341),
(1 108977.08),(2 415320.63),(3 884662.6),(4 1476592.5),(5 2155813.5),(6 2890185.5),(7 3663689.3),(8 4439815),(9 5181472.5),(10 5890575.5),(11 6538930),(12 7080327),(13 7511502),(14 7830073.5),(15 8056705.5),(16 8183514),(17 8239115.5),(18 8245511.5),(19 8216759.5),(20 8168162.5),(21 8132175.5),(22 8138429.5),(23 8167897),(24 8225074),(25 8291902.5),(26 8367550),(27 8444820),(28 8495074),(29 8539858),(30 8590775),(31 8669447),(32 8773226),(33 8920705),(34 9087018),(35 9242890),(36 9388895),(37 9562001),(38 9747529),(39 9931555),(40 10110010),(41 10269701),(42 10409868),(43 10488529),(44 10505960),(45 10481754),(46 10400054),(47 10290391),(48 10175437),(49 10054904),(50 9944483),(51 9844266),(52 9741280),(53 9674952),(54 9653421),(55 9676861),(56 9725385),(57 9804271),(58 9885760),(59 9943832),(60 9974079),(61 9983277),(62 9940260),(63 9865776),(64 9733126),(65 9570364),(66 9392681),(67 9206474),(68 9029748),(69 8863313),(70 8717219),(71 8594707),(72 8497903),(73 8445051),(74 8419059),(75 8424064),(76 8456622),(77 8503028),(78 8545507),(79 8595749),
(1 90616.2),(2 332895),(3 688802.56),(4 1118401.6),(5 1589436.6),(6 2078975.3),(7 2570779),(8 3041851.5),(9 3475685),(10 3880759.3),(11 4245945.5),(12 4538389.5),(13 4774060),(14 4960863),(15 5114287.5),(16 5238143),(17 5341490.5),(18 5443210),(19 5557409.5),(20 5688956),(21 5834477.5),(22 5984786.5),(23 6117902),(24 6205856.5),(25 6238946),(26 6225892),(27 6196013.5),(28 6138793.5),(29 6083984.5),(30 6062597),(31 6074517),(32 6130201.5),(33 6242221),(34 6360000.5),(35 6472131),(36 6578290.5),(37 6676018),(38 6794717.5),(39 6932196.5),(40 7050652),(41 7114415.5),(42 7113634),(43 7072368.5),(44 7003485.5),(45 6941219),(46 6893296.5),(47 6867326),(48 6881560.5),(49 6918189),(50 7001373.5),(51 7098217),(52 7192625.5),(53 7287627),(54 7381826.5),(55 7495943.5),(56 7604675),(57 7719164),(58 7829238.5),(59 7909876.5),(60 7964741),(61 8008921.5),(62 8020532.5),(63 8026468.5),(64 8022246.5),(65 8015634),(66 7982632.5),(67 7955991),(68 7947728.5),(69 7918063.5),(70 7862911.5),(71 7799398.5),(72 7714246.5),(73 7630367.5),(74 7531716),(75 7422140),(76 7304395),(77 7180921.5),(78 7044962.5),(79 6908370.5),
(1 117746.95),(2 432135.44),(3 889657.6),(4 1453414.9),(5 2080802.4),(6 2747271.5),(7 3432438),(8 4094438.5),(9 4700186.5),(10 5245757),(11 5711337.5),(12 6095750),(13 6414172),(14 6720381.5),(15 7050715.5),(16 7385044),(17 7676543.5),(18 7925000.5),(19 8172188.5),(20 8420214),(21 8634350),(22 8784386),(23 8864219),(24 8880873),(25 8846700),(26 8754244),(27 8623240),(28 8471194),(29 8336622),(30 8259212),(31 8245700.5),(32 8283536.5),(33 8355645.5),(34 8444235),(35 8520702),(36 8545019),(37 8511478),(38 8419861),(39 8255741),(40 8030139.5),(41 7755280.5),(42 7448374.5),(43 7119780),(44 6799289),(45 6516328.5),(46 6246167.5),(47 6022212),(48 5846806.5),(49 5710100),(50 5595130),(51 5500310),(52 5407714.5),(53 5318349),(54 5237117.5),(55 5170204),(56 5112090),(57 5072382),(58 5051757),(59 5049797.5),(60 5071814),(61 5113561),(62 5173670),(63 5241573.5),(64 5314849),(65 5403545),(66 5487713),(67 5552630),(68 5599556.5),(69 5633789.5),(70 5638515),(71 5630053.5),(72 5608501.5),(73 5597859.5),(74 5594636),(75 5586701),(76 5569930.5),(77 5538695.5),(78 5494876.5),(79 5446036),
(1 97556.984),(2 355049.88),(3 721140.3),(4 1159192.8),(5 1627422),(6 2100305.5),(7 2570218.3),(8 3022443.8),(9 3436235.8),(10 3797467),(11 4099306.5),(12 4346452.5),(13 4523093.5),(14 4698502),(15 4891195),(16 5104347.5),(17 5335145),(18 5584171.5),(19 5853421.5),(20 6130569),(21 6404137.5),(22 6676137.5),(23 6941639.5),(24 7192666),(25 7427909.5),(26 7645647),(27 7867383),(28 8079565),(29 8294196.5),(30 8493500),(31 8707818),(32 8932079),(33 9143605),(34 9322726),(35 9444901),(36 9476142),(37 9425969),(38 9304851),(39 9112898),(40 8868782),(41 8603868),(42 8340423),(43 8107632),(44 7905433.5),(45 7736379.5),(46 7606362),(47 7513902.5),(48 7425884.5),(49 7345547.5),(50 7257811),(51 7166861),(52 7078102),(53 6997151.5),(54 6923162.5),(55 6858071.5),(56 6781085),(57 6698502),(58 6592612.5),(59 6499076.5),(60 6438262.5),(61 6396880.5),(62 6375946),(63 6363056),(64 6324749.5),(65 6271740.5),(66 6209371.5),(67 6149568),(68 6091097),(69 6030898.5),(70 5956190.5),(71 5878972.5),(72 5811159.5),(73 5749210.5),(74 5687845),(75 5616183.5),(76 5539153),(77 5450096),(78 5364000.5),(79 5297723),
(1 86886.805),(2 314696.3),(3 644884.4),(4 1043470.75),(5 1469421.5),(6 1906672.3),(7 2349950.5),(8 2782780.5),(9 3185920.3),(10 3549385),(11 3874277.3),(12 4136775.8),(13 4339128.5),(14 4502697),(15 4652895),(16 4798377),(17 4931225),(18 5055831),(19 5172981),(20 5282640.5),(21 5383936),(22 5477903.5),(23 5569211),(24 5654801.5),(25 5735872),(26 5819007),(27 5893664),(28 5958011),(29 6010975),(30 6047554),(31 6065151),(32 6068135),(33 6063806),(34 6062942),(35 6051551.5),(36 6030804.5),(37 6001322.5),(38 5999165),(39 6016788),(40 6050006.5),(41 6094715),(42 6131052),(43 6162608),(44 6183344.5),(45 6228630.5),(46 6304438.5),(47 6376580),(48 6436891),(49 6488568.5),(50 6515474.5),(51 6507584.5),(52 6477870),(53 6451502.5),(54 6420901),(55 6391279.5),(56 6354077.5),(57 6311058.5),(58 6246012),(59 6199904.5),(60 6168671),(61 6122367.5),(62 6089030),(63 6063692.5),(64 6064643),(65 6092282.5),(66 6118699),(67 6130894),(68 6101311),(69 6027764),(70 5933349),(71 5837371.5),(72 5723457),(73 5578119),(74 5399724),(75 5212814.5),(76 5014321),(77 4807611),(78 4623018),(79 4478841),
(1 79334.68),(2 286826.66),(3 574812.6),(4 908335),(5 1255370.9),(6 1598508.1),(7 1924172.4),(8 2223041),(9 2488837.5),(10 2714075.3),(11 2896721),(12 3026223.8),(13 3113154),(14 3172543),(15 3219982.3),(16 3259834.8),(17 3299187),(18 3336100.8),(19 3366021.8),(20 3389818.3),(21 3407091.5),(22 3427076.3),(23 3466240),(24 3524651.3),(25 3596388.3),(26 3671913.5),(27 3744071),(28 3811068.8),(29 3893687.8),(30 3945989),(31 3936506),(32 3877019),(33 3782667.8),(34 3677888.8),(35 3593350.3),(36 3523272.8),(37 3455870.5),(38 3406164),(39 3365790.3),(40 3346728.5),(41 3363144.3),(42 3417231.5),(43 3519417.3),(44 3656856.5),(45 3800682.8),(46 3953456.5),(47 4098680.3),(48 4232069.5),(49 4348757.5),(50 4457969.5),(51 4524386),(52 4549345),(53 4570584),(54 4558728),(55 4507136),(56 4420841.5),(57 4310112),(58 4177588),(59 4025878.3),(60 3872591),(61 3740731),(62 3631673),(63 3562891.8),(64 3552281.8),(65 3575865.8),(66 3632961.5),(67 3714798.5),(68 3803074),(69 3908394.5),(70 3989273.5),(71 4033346.8),(72 4045133),(73 4047498.8),(74 4034993.8),(75 4014371),(76 3996849),(77 3994810.5),(78 3995080),(79 3986682.3),
(1 90800.234),(2 324391.03),(3 636604.7),(4 983173.6),(5 1334447.8),(6 1677254),(7 1997925),(8 2281538),(9 2511723.8),(10 2685686.8),(11 2817351),(12 2906588.5),(13 2968383),(14 3008077.3),(15 3042429.5),(16 3088772.5),(17 3146551.5),(18 3209251.5),(19 3272450),(20 3340956.3),(21 3411232),(22 3474588),(23 3540804.5),(24 3614980.5),(25 3704435),(26 3804917.5),(27 3906266.3),(28 3975267.8),(29 4010583.8),(30 4004522),(31 3952780),(32 3871789.3),(33 3772099.5),(34 3656991),(35 3548739),(36 3458938.3),(37 3405562),(38 3403157),(39 3440298),(40 3516800.5),(41 3634206.3),(42 3771714.8),(43 3914045),(44 4055413.5),(45 4183969.8),(46 4276300.5),(47 4328098),(48 4341595),(49 4328362),(50 4289832),(51 4223973.5),(52 4151893),(53 4086854.3),(54 4033868),(55 4006271.5),(56 3990643),(57 3995874.5),(58 4013234.5),(59 4021396),(60 4009582.3),(61 3990845.5),(62 3944086.5),(63 3875166.8),(64 3805370),(65 3743920.8),(66 3679222),(67 3613167.5),(68 3540201.3),(69 3457290.8),(70 3367223.5),(71 3275733.5),(72 3199623.5),(73 3166961),(74 3187448.5),(75 3256224),(76 3354010.5),(77 3458621.8),(78 3551542),(79 3646398),
(1 79242.76),(2 287499.5),(3 573156.06),(4 896729.4),(5 1213767.1),(6 1499873.3),(7 1746126.9),(8 1945270.8),(9 2101652.8),(10 2220114.5),(11 2294777.3),(12 2332241.3),(13 2344885),(14 2350221.8),(15 2369821.5),(16 2404933.8),(17 2462228),(18 2559415.3),(19 2688080),(20 2833865.3),(21 3011011),(22 3203959.5),(23 3407476),(24 3611261.8),(25 3784192.5),(26 3917558),(27 3992558.8),(28 3994659.5),(29 3942421.5),(30 3842560.8),(31 3725369),(32 3600321.5),(33 3488354.5),(34 3417935),(35 3384810.8),(36 3387673),(37 3435407.3),(38 3519140),(39 3626075.5),(40 3750457.5),(41 3875072.5),(42 3958909.5),(43 3992135.8),(44 3976879.5),(45 3906288.8),(46 3816744.8),(47 3720970.8),(48 3632733.5),(49 3561879.8),(50 3514033),(51 3494050),(52 3471930.5),(53 3462254.3),(54 3474643),(55 3502098.3),(56 3557852),(57 3635648.5),(58 3733898.5),(59 3830777),(60 3898228),(61 3933353),(62 3933406.8),(63 3908473.5),(64 3873309.5),(65 3837344.8),(66 3797517),(67 3764280.3),(68 3746012.5),(69 3729599.5),(70 3692346.8),(71 3630804),(72 3560941.5),(73 3510340),(74 3497209.5),(75 3505197.8),(76 3527862.5),(77 3549204.3),(78 3559190.5),(79 3555342.3),
(1 83402.09),(2 292056.53),(3 564503.2),(4 867179.1),(5 1176249.6),(6 1475259.8),(7 1751029),(8 2005154.3),(9 2246364),(10 2482921.5),(11 2695936.5),(12 2891782),(13 3083604.8),(14 3274155),(15 3485971.3),(16 3704577.5),(17 3923628),(18 4158007.3),(19 4404437),(20 4641276.5),(21 4854991),(22 5042914),(23 5198479),(24 5318190.5),(25 5406757.5),(26 5457940),(27 5486245.5),(28 5495146),(29 5483517),(30 5475591.5),(31 5468610.5),(32 5454812.5),(33 5436098.5),(34 5426452.5),(35 5465314.5),(36 5517497),(37 5543371),(38 5544949),(39 5521926),(40 5480453.5),(41 5436318.5),(42 5377974),(43 5295931.5),(44 5184761.5),(45 5071508),(46 4972285),(47 4876889.5),(48 4784840.5),(49 4696715),(50 4614435.5),(51 4538239),(52 4476756),(53 4420312),(54 4371840),(55 4318538),(56 4256673),(57 4203876.5),(58 4166163.8),(59 4138673.8),(60 4106412),(61 4065231.5),(62 4024417.8),(63 3981631),(64 3947127.8),(65 3921040.5),(66 3916353),(67 3907694.8),(68 3890492.3),(69 3880572),(70 3883618.8),(71 3889010.3),(72 3915337.3),(73 3958335),(74 4019763.8),(75 4093086.3),(76 4165963),(77 4251254),(78 4356708.5),(79 4481856),
(1 79502.52),(2 281162.72),(3 545666.06),(4 822613.1),(5 1090933.6),(6 1345394.5),(7 1575479),(8 1790681.6),(9 1983596.5),(10 2156766.5),(11 2310609.8),(12 2454827.3),(13 2603774.5),(14 2771807.3),(15 2973674),(16 3179604.5),(17 3399796.5),(18 3622928),(19 3843502.8),(20 4057756.5),(21 4248666),(22 4411098.5),(23 4532918),(24 4626851.5),(25 4696336),(26 4738487),(27 4753988),(28 4734094),(29 4692199.5),(30 4649659),(31 4638044),(32 4645983),(33 4682730),(34 4738812.5),(35 4812675.5),(36 4867764.5),(37 4901463.5),(38 4901982),(39 4870205.5),(40 4816598.5),(41 4741771.5),(42 4648885),(43 4561342.5),(44 4503667),(45 4485517),(46 4488914),(47 4527967.5),(48 4598082.5),(49 4692823.5),(50 4805529.5),(51 4896608.5),(52 4956370),(53 5004299.5),(54 5026183),(55 5016649.5),(56 4978632.5),(57 4932414),(58 4849270),(59 4721896.5),(60 4580882),(61 4456788.5),(62 4337398),(63 4233212),(64 4153487.5),(65 4086975.5),(66 4018308.5),(67 3956169.8),(68 3901040),(69 3858330.3),(70 3818903.5),(71 3780354.8),(72 3750844.5),(73 3716923.8),(74 3691161),(75 3671913.5),(76 3665922.8),(77 3665593),(78 3664967.5),(79 3669978),
(1 77772.14),(2 268682.6),(3 516325.5),(4 779267),(5 1030732.2),(6 1254540.3),(7 1435504.8),(8 1578792),(9 1690598),(10 1773757.4),(11 1835322.6),(12 1886417.1),(13 1932420.6),(14 1992121.6),(15 2061379),(16 2116496),(17 2174811.3),(18 2243480),(19 2316236.3),(20 2388986),(21 2458173.5),(22 2519079.8),(23 2555832.3),(24 2576278.8),(25 2587973.5),(26 2587894.3),(27 2575645.5),(28 2563602.8),(29 2551266),(30 2566592.5),(31 2621632.3),(32 2701489.5),(33 2785275.3),(34 2868087),(35 2940167),(36 3005669.8),(37 3056648.3),(38 3084854),(39 3095650.5),(40 3100725.5),(41 3107948.5),(42 3121583),(43 3137339.5),(44 3156121.3),(45 3171705.3),(46 3169918.5),(47 3161942),(48 3162424.3),(49 3170614.8),(50 3177104.3),(51 3161153.5),(52 3124106.5),(53 3061604),(54 2975875.3),(55 2887422),(56 2813362.5),(57 2753206.3),(58 2698303.8),(59 2665597),(60 2658448.3),(61 2670380),(62 2695180.5),(63 2724902.3),(64 2758106.5),(65 2788770.5),(66 2802640.3),(67 2801452.3),(68 2787438.3),(69 2765314.5),(70 2743904.3),(71 2704471.8),(72 2655592.3),(73 2608902.3),(74 2561383),(75 2523053.8),(76 2497452),(77 2487491.3),(78 2487415.8),(79 2506797.8),
(1 81950.17),(2 286925),(3 556672.8),(4 846670.9),(5 1121618.6),(6 1361066.3),(7 1553476.3),(8 1715141.1),(9 1860274.5),(10 1995934.9),(11 2112079.3),(12 2203232.3),(13 2262954.8),(14 2303841),(15 2347273),(16 2382125.3),(17 2429229.8),(18 2491638.8),(19 2566148),(20 2643151.8),(21 2711547),(22 2758829.8),(23 2784945.5),(24 2801544.5),(25 2808105.3),(26 2788609.5),(27 2757695.8),(28 2711992.3),(29 2668330.3),(30 2641356.8),(31 2653002.3),(32 2707840.3),(33 2804085.8),(34 2913285.8),(35 3036375.5),(36 3148027.8),(37 3237413),(38 3308282.8),(39 3345905.8),(40 3351740.5),(41 3324589.8),(42 3252662.8),(43 3165784.5),(44 3077201),(45 2993475.3),(46 2901818.3),(47 2812059),(48 2733163.5),(49 2659438.3),(50 2589082.3),(51 2511157.8),(52 2428871.5),(53 2360833.3),(54 2312006.5),(55 2269441.5),(56 2226458.8),(57 2189760),(58 2155988.5),(59 2122907.3),(60 2091061.4),(61 2069227.4),(62 2064778.5),(63 2090801.6),(64 2128691.3),(65 2175817),(66 2222117.3),(67 2277318.3),(68 2343125.5),(69 2414990.3),(70 2479495.8),(71 2525763.3),(72 2564833),(73 2576124.5),(74 2561942.5),(75 2522343.3),(76 2474963.5),(77 2423189),(78 2378947.8),(79 2348218.3),
(1 72577.66),(2 250377.6),(3 475325.47),(4 705855.6),(5 921463.44),(6 1108309.1),(7 1270733.5),(8 1415986.5),(9 1547452.3),(10 1653337.6),(11 1732229.4),(12 1787373.4),(13 1829409.4),(14 1867350),(15 1923652.5),(16 1990577.4),(17 2072348.5),(18 2169543.8),(19 2257681),(20 2325482),(21 2363039),(22 2375332.8),(23 2361526.3),(24 2335970.5),(25 2308103),(26 2270259),(27 2233987.5),(28 2197183),(29 2151353.3),(30 2118980),(31 2114654.3),(32 2145523),(33 2203025),(34 2264225),(35 2322440),(36 2364840.3),(37 2388061.8),(38 2396249),(39 2400122.8),(40 2401820.8),(41 2390076),(42 2383911.8),(43 2392392.8),(44 2395801.8),(45 2380153.5),(46 2366444),(47 2356938),(48 2336089.5),(49 2296581.3),(50 2249730.3),(51 2195404.3),(52 2147740.8),(53 2113010.8),(54 2086072.1),(55 2060229),(56 2045522),(57 2034391.9),(58 2030669.1),(59 2033992.9),(60 2030605.1),(61 2023291),(62 2011971.8),(63 2002446.9),(64 1987406.3),(65 1959039.6),(66 1922706.5),(67 1880774.9),(68 1833757.5),(69 1790368.9),(70 1769704.9),(71 1771033.4),(72 1782155.8),(73 1797693.9),(74 1815763.5),(75 1833001.8),(76 1837332.6),(77 1842968.9),(78 1860773.4),(79 1891346.5),
(1 75105.1),(2 256056.33),(3 480824.94),(4 711232.6),(5 923834.9),(6 1103271.3),(7 1245004.6),(8 1358751.4),(9 1456209.4),(10 1537808.8),(11 1594052.3),(12 1625008.4),(13 1644005.4),(14 1664150.1),(15 1690174.3),(16 1715747),(17 1743839.6),(18 1768408.6),(19 1789502.5),(20 1806777.9),(21 1816133),(22 1818461),(23 1806712.6),(24 1779312.4),(25 1741231.4),(26 1708837.9),(27 1692985.9),(28 1683020.3),(29 1692427.4),(30 1714954.3),(31 1740609.1),(32 1782987),(33 1849416.4),(34 1925974.9),(35 2004379),(36 2083810.9),(37 2155388.3),(38 2221361),(39 2285643.8),(40 2347658.3),(41 2407539.5),(42 2470842.8),(43 2535164.3),(44 2602910),(45 2660276.5),(46 2695540.5),(47 2708877.8),(48 2691425.8),(49 2638588.8),(50 2567316.3),(51 2491406),(52 2419131),(53 2362206.5),(54 2308885.8),(55 2242451.5),(56 2170363.3),(57 2094328),(58 2024176),(59 1978381.9),(60 1946313.4),(61 1927313.5),(62 1917132.6),(63 1901354.5),(64 1869221.8),(65 1828118.5),(66 1791194.6),(67 1767138.5),(68 1747731.6),(69 1726380),(70 1712865.1),(71 1718042.3),(72 1736259.8),(73 1766964.3),(74 1807566.3),(75 1856831),(76 1902926.9),(77 1957995.4),(78 2020246.5),(79 2084344.4),
(1 71795.31),(2 242985.02),(3 454467.97),(4 671167),(5 871119.6),(6 1041123.75),(7 1179383.3),(8 1300636.3),(9 1410072.1),(10 1501803.8),(11 1581285.1),(12 1644032.4),(13 1699330.9),(14 1744272.8),(15 1793250.5),(16 1847431.1),(17 1901758.8),(18 1944891.4),(19 1983828.5),(20 2009863.6),(21 2008902),(22 1991370),(23 1968087.9),(24 1955623.9),(25 1957138.5),(26 1969392.4),(27 1983790.3),(28 1998133.8),(29 2020032.8),(30 2047098.1),(31 2068056.4),(32 2084637.4),(33 2097670.5),(34 2105974),(35 2115213.5),(36 2122069),(37 2120226),(38 2107399.5),(39 2099195.5),(40 2100421.5),(41 2109232.3),(42 2119727),(43 2119501.5),(44 2120101.5),(45 2108016),(46 2073219.9),(47 2027597.9),(48 1984736.8),(49 1954243.5),(50 1929147.4),(51 1908893.4),(52 1889272.5),(53 1865987.3),(54 1828555),(55 1783942.4),(56 1745404.6),(57 1712726.3),(58 1678266.6),(59 1649113.6),(60 1625266.5),(61 1601412.3),(62 1587712.9),(63 1577515.5),(64 1569022.6),(65 1566893.9),(66 1578941.1),(67 1606885.8),(68 1639882.5),(69 1666606),(70 1685294),(71 1711280.8),(72 1745276.8),(73 1774750.9),(74 1805531),(75 1839530.1),(76 1876077.1),(77 1904476.5),(78 1917528.1),(79 1908567.1),
