1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 61319.023),(2 207082.48),(3 438546.47),(4 718601.6),(5 1026247.6),(6 1335722.6),(7 1627228.1),(8 1899710.6),(9 2157049),(10 2403907.3),(11 2639903),(12 2868484.3),(13 3086020.3),(14 3296429.5),(15 3510059.5),(16 3722897),(17 3936734),(18 4139240.8),(19 4330851.5),(20 4513124),(21 4680576),(22 4842605),(23 4994750.5),(24 5131998),(25 5239825.5),(26 5313441.5),(27 5363092.5),(28 5369291),(29 5345572),(30 5326779),(31 5293914.5),(32 5235500),(33 5153433.5),(34 5060949),(35 4959839.5),(36 4870677),(37 4815914),(38 4785070.5),(39 4767783.5),(40 4775756),(41 4811255.5),(42 4867810.5),(43 4948970.5),(44 5036386),(45 5132133),(46 5229068.5),(47 5303652.5),(48 5371755),(49 5419859),(50 5463207.5),(51 5506004),(52 5537543),(53 5571777.5),(54 5619925.5),(55 5669475),(56 5738803),(57 5816105),(58 5901049),(59 6004146),(60 6119537.5),(61 6248037),(62 6391667.5),(63 6528542.5),(64 6652840.5),(65 6765742.5),(66 6864780.5),(67 6955691),(68 7031133),(69 7082028.5),(70 7089585.5),(71 7066556),(72 7042220),(73 7014805.5),(74 6998352),(75 6978891),(76 6995182.5),(77 7023019),(78 7064599),(79 7109223),
(1 68377.055),(2 228434.45),(3 479919.78),(4 776149.8),(5 1091773.9),(6 1405527.1),(7 1698037),(8 1964205),(9 2217149),(10 2449490),(11 2668309.8),(12 2875947.3),(13 3079188.8),(14 3285968.8),(15 3482493.3),(16 3656355.3),(17 3810077.3),(18 3961944.8),(19 4110826),(20 4245394.5),(21 4365920),(22 4478087.5),(23 4588913.5),(24 4669291),(25 4721078.5),(26 4739253.5),(27 4738796.5),(28 4727884),(29 4702770),(30 4664533.5),(31 4598230),(32 4520133.5),(33 4437762),(34 4364145.5),(35 4294160.5),(36 4242744),(37 4214409.5),(38 4207190),(39 4194706.5),(40 4188387.8),(41 4204736),(42 4234980),(43 4285615.5),(44 4332046),(45 4380407.5),(46 4419275.5),(47 4451959.5),(48 4486687),(49 4522162),(50 4566740),(51 4615251.5),(52 4674920.5),(53 4749110.5),(54 4829635.5),(55 4908351.5),(56 4992375.5),(57 5075306.5),(58 5156836.5),(59 5245720.5),(60 5341697.5),(61 5459006.5),(62 5595809.5),(63 5735002.5),(64 5855376.5),(65 5952090.5),(66 6004542),(67 6014429.5),(68 5968081.5),(69 5879585.5),(70 5759929.5),(71 5618746.5),(72 5477209.5),(73 5329148.5),(74 5186201.5),(75 5063808.5),(76 4946387.5),(77 4834890.5),(78 4730374.5),(79 4641015.5),
(1 71393.08),(2 234809.84),(3 496204.28),(4 814738.2),(5 1169244.9),(6 1534615.3),(7 1885545.3),(8 2209575.3),(9 2512260.3),(10 2782647),(11 3034537.3),(12 3263250.5),(13 3472273.3),(14 3659854),(15 3834268.8),(16 3979954),(17 4108441.5),(18 4210860),(19 4263380),(20 4284068),(21 4273670.5),(22 4244172),(23 4210909.5),(24 4145503.3),(25 4072169),(26 3976775.3),(27 3879730.5),(28 3771550.8),(29 3645616.8),(30 3522336),(31 3421242.5),(32 3350523),(33 3310583),(34 3297139.3),(35 3301978.5),(36 3324495),(37 3358626),(38 3397802),(39 3431922),(40 3469170),(41 3510128),(42 3545324.3),(43 3577349.5),(44 3588694),(45 3595689),(46 3595204.3),(47 3596664.8),(48 3608640.8),(49 3642266.5),(50 3696639.8),(51 3748823.3),(52 3826495.3),(53 3916843.5),(54 4000507),(55 4079859.8),(56 4162607.8),(57 4238822),(58 4299958.5),(59 4356816),(60 4412470.5),(61 4480606.5),(62 4553287.5),(63 4615519.5),(64 4660477),(65 4696572),(66 4711160),(67 4691494),(68 4640076.5),(69 4571073.5),(70 4488212.5),(71 4396676),(72 4302449.5),(73 4204062),(74 4111686),(75 4044938),(76 3978026.3),(77 3915923.5),(78 3863458.3),(79 3823691.8),
(1 68139.93),(2 222199.2),(3 468756.72),(4 770132.06),(5 1106605.9),(6 1456739.5),(7 1799738.9),(8 2120065.8),(9 2419805.5),(10 2686513.3),(11 2918102.5),(12 3101984),(13 3238851.5),(14 3336454),(15 3417554.3),(16 3472261),(17 3513034.5),(18 3511584.8),(19 3478266),(20 3433601),(21 3378540.8),(22 3333498),(23 3299528.3),(24 3276365),(25 3265303.8),(26 3252267.5),(27 3239720.3),(28 3210729.5),(29 3163950),(30 3120296.8),(31 3081017.3),(32 3052300.8),(33 3022011.5),(34 2993169.5),(35 2970750),(36 2958438.5),(37 2969214.8),(38 3000181.5),(39 3046575.8),(40 3109573),(41 3189207.8),(42 3266539),(43 3337773.8),(44 3391931),(45 3436452.8),(46 3471380.5),(47 3490929),(48 3497423),(49 3496882.5),(50 3494059.5),(51 3477994.5),(52 3458647.3),(53 3443854.5),(54 3429914),(55 3432130.5),(56 3458469),(57 3503180.3),(58 3557856),(59 3615267.5),(60 3664025.5),(61 3705950.8),(62 3746434),(63 3782954),(64 3820658.5),(65 3859267),(66 3886527.3),(67 3901468.3),(68 3889270.8),(69 3847246),(70 3780321.3),(71 3706790),(72 3621737),(73 3539694.5),(74 3468936.8),(75 3418758.8),(76 3389506.3),(77 3383567.8),(78 3383840.3),(79 3384446),
(1 77606.39),(2 257017.83),(3 534346.7),(4 862852.75),(5 1215366.1),(6 1568177.6),(7 1904908),(8 2210811.8),(9 2481901),(10 2711031.8),(11 2891831.8),(12 3019822.3),(13 3099054),(14 3130579),(15 3128819.5),(16 3085209.3),(17 3022331.3),(18 2935860.3),(19 2845143),(20 2755137),(21 2675277.8),(22 2626925.8),(23 2606935.5),(24 2618080.3),(25 2657008),(26 2705491.3),(27 2767873),(28 2823053.8),(29 2864328.5),(30 2892681.5),(31 2904641.8),(32 2899244.3),(33 2873340.8),(34 2844458.8),(35 2824518.8),(36 2827045),(37 2868041.8),(38 2938009),(39 3016138.8),(40 3099106.8),(41 3193115.8),(42 3285677),(43 3380101.3),(44 3477278.3),(45 3560760.3),(46 3641201.8),(47 3716547.3),(48 3779562),(49 3831746.3),(50 3875397.3),(51 3895788.5),(52 3893310.8),(53 3873245.8),(54 3831758.3),(55 3778735.8),(56 3715671),(57 3657290.8),(58 3591732.3),(59 3527968),(60 3464529.8),(61 3424358),(62 3417570.8),(63 3436795.8),(64 3472308.8),(65 3515747.8),(66 3552691),(67 3581825),(68 3593607.8),(69 3587859),(70 3569091.8),(71 3544095.5),(72 3513576.3),(73 3485499.8),(74 3462381.8),(75 3440555.8),(76 3431153.3),(77 3418433.8),(78 3395183.8),(79 3359837.3),
(1 77559.5),(2 259050.19),(3 538947.25),(4 872034.75),(5 1232424.3),(6 1600004.6),(7 1954168.1),(8 2282616),(9 2583280.8),(10 2847044.3),(11 3072787),(12 3247719),(13 3365849.5),(14 3434065.8),(15 3458187.5),(16 3443336),(17 3406303),(18 3342513.3),(19 3266481.3),(20 3182800.5),(21 3106340.8),(22 3053993),(23 3020605.8),(24 3005595.8),(25 3003726.5),(26 3009136.5),(27 3026935.5),(28 3048487.5),(29 3066216.5),(30 3085457.5),(31 3112182.8),(32 3138679.3),(33 3164028),(34 3201532.8),(35 3252687),(36 3322813.3),(37 3409024.5),(38 3498351),(39 3571798.8),(40 3635360.8),(41 3687380.3),(42 3733627.8),(43 3780936.5),(44 3828720.8),(45 3869991),(46 3911536.8),(47 3944927.5),(48 3976656.5),(49 3995774.5),(50 4008064),(51 4013795.8),(52 3987900),(53 3928013.5),(54 3838873),(55 3726753.5),(56 3588887.8),(57 3431707.8),(58 3262818.3),(59 3105003.3),(60 2967549.5),(61 2874283.8),(62 2824866.8),(63 2809515),(64 2820275.8),(65 2853128.5),(66 2907372.5),(67 2972600),(68 3050733),(69 3133947.5),(70 3210074.8),(71 3277461.3),(72 3337488),(73 3394887),(74 3443733),(75 3490741.5),(76 3531210.3),(77 3560708.8),(78 3581321),(79 3592896),
(1 81727.336),(2 276555.06),(3 571608.56),(4 921566.56),(5 1292769.6),(6 1657591.8),(7 2001601.5),(8 2313734.3),(9 2586735.5),(10 2823902),(11 3023886.8),(12 3178081.3),(13 3283274.8),(14 3348169.3),(15 3386646.3),(16 3407321.5),(17 3421228.3),(18 3418802),(19 3401681),(20 3371869.3),(21 3336131),(22 3308532.3),(23 3289259.3),(24 3284021.3),(25 3287500.8),(26 3289830.3),(27 3315246.5),(28 3354830.5),(29 3395536.5),(30 3440746.3),(31 3493223),(32 3532296.8),(33 3558019.5),(34 3579146.3),(35 3598571),(36 3611702),(37 3619245.5),(38 3616607.3),(39 3594955.8),(40 3557660.3),(41 3506324.8),(42 3447222.5),(43 3377467.3),(44 3300411.5),(45 3213058.3),(46 3123061.3),(47 3040096),(48 2971273.3),(49 2921502.8),(50 2891447),(51 2865787.8),(52 2851081.8),(53 2830311.5),(54 2808530.8),(55 2789641.8),(56 2772047.5),(57 2756528),(58 2744877.5),(59 2741111.3),(60 2753387.5),(61 2788041.8),(62 2846561),(63 2913433.8),(64 2983658.3),(65 3058758.8),(66 3133330.8),(67 3203079.3),(68 3271889.8),(69 3333054),(70 3377933.3),(71 3403246.8),(72 3413699.3),(73 3414842.8),(74 3404644.3),(75 3383922.3),(76 3356418),(77 3324892.5),(78 3284757.3),(79 3245340.8),
(1 77418.56),(2 254358.97),(3 524766.25),(4 836508.2),(5 1154454.4),(6 1451455.5),(7 1712303.4),(8 1943022.8),(9 2142754),(10 2311825),(11 2450950.3),(12 2558340),(13 2637833.5),(14 2687808.5),(15 2714263.8),(16 2730127),(17 2744402.5),(18 2750593),(19 2766645.3),(20 2788081.5),(21 2810139.8),(22 2829816.8),(23 2847705.3),(24 2853776),(25 2836452),(26 2813774.8),(27 2763928.3),(28 2708996.5),(29 2651855),(30 2604532.5),(31 2566331.3),(32 2528440),(33 2493692),(34 2470046),(35 2459095.8),(36 2470548),(37 2493985),(38 2517565),(39 2532089.3),(40 2543385.5),(41 2547245),(42 2543195.8),(43 2531580),(44 2508544.8),(45 2471459),(46 2429175.3),(47 2383673.8),(48 2347813.3),(49 2321406.3),(50 2302492.8),(51 2286352.8),(52 2264444.3),(53 2242796),(54 2222975),(55 2218623.8),(56 2220911),(57 2225764),(58 2223918),(59 2214138.3),(60 2203592.8),(61 2211753.3),(62 2234432),(63 2265216.5),(64 2293337.3),(65 2320800.5),(66 2339412.8),(67 2348330),(68 2353851),(69 2359526.8),(70 2357531.8),(71 2350272),(72 2336369.5),(73 2317502.8),(74 2301024.8),(75 2280479),(76 2259387.3),(77 2237577.8),(78 2212698.3),(79 2198132.8),
(1 72519.64),(2 233337.75),(3 484527.2),(4 770262.7),(5 1060812.8),(6 1328940.4),(7 1559921),(8 1753616.8),(9 1904044.1),(10 2017602.5),(11 2093284.4),(12 2145945.5),(13 2187835),(14 2223953.5),(15 2255978.5),(16 2288320.3),(17 2318512),(18 2348812.5),(19 2386145.8),(20 2416590),(21 2425960.8),(22 2416492.5),(23 2396051.3),(24 2360196.5),(25 2301055.8),(26 2243399.5),(27 2167209),(28 2096719.4),(29 2030742.3),(30 1971857.8),(31 1914492.6),(32 1851094.6),(33 1788089.1),(34 1742497.3),(35 1725709.6),(36 1739304.3),(37 1771552.9),(38 1806284),(39 1835665),(40 1860243.9),(41 1877084.5),(42 1886825),(43 1890714.6),(44 1883547.3),(45 1867608.3),(46 1851121.5),(47 1834462.8),(48 1833587.5),(49 1843878.6),(50 1860843.5),(51 1876640),(52 1889697.8),(53 1901047.3),(54 1907020),(55 1918098.6),(56 1922836),(57 1917381.9),(58 1900511.3),(59 1884467.5),(60 1869406.1),(61 1861381.3),(62 1854901),(63 1847414.6),(64 1833831.5),(65 1817767.9),(66 1797038.9),(67 1772269.5),(68 1756753.4),(69 1746827.3),(70 1735379.3),(71 1721750.5),(72 1702544.8),(73 1679790.8),(74 1665504.3),(75 1650631.8),(76 1647681.5),(77 1648967),(78 1654116),(79 1670797.4),
(1 78424.7),(2 255488.6),(3 518376.9),(4 806333.1),(5 1080836.4),(6 1312305.4),(7 1487148.5),(8 1606294.9),(9 1676797.8),(10 1714385.8),(11 1727621.3),(12 1734606.9),(13 1745984.6),(14 1760560),(15 1778597.6),(16 1799358.9),(17 1816578.1),(18 1829397.6),(19 1831652.4),(20 1831491.3),(21 1828882.6),(22 1826675.3),(23 1823366),(24 1825196.1),(25 1829162.8),(26 1823136),(27 1825603.6),(28 1826677),(29 1820223.6),(30 1811684.9),(31 1793319.1),(32 1766501.5),(33 1741303.5),(34 1733123.8),(35 1746202.8),(36 1777905.1),(37 1818854),(38 1854223.6),(39 1872942.3),(40 1872049.5),(41 1849833.5),(42 1815337.1),(43 1774392.8),(44 1732019.3),(45 1694186.9),(46 1660892.8),(47 1638935.6),(48 1636361.3),(49 1645945.8),(50 1659378.8),(51 1676248.3),(52 1687342.3),(53 1692776.4),(54 1690923.1),(55 1683008.6),(56 1671055.1),(57 1654907),(58 1637525.4),(59 1624932.4),(60 1612954.4),(61 1603215.5),(62 1597864.3),(63 1600593.4),(64 1605558),(65 1616043.1),(66 1625594.8),(67 1631217.1),(68 1638000.9),(69 1643745.5),(70 1644818.8),(71 1640263),(72 1626345.6),(73 1605644),(74 1578642.8),(75 1553997.9),(76 1524798.1),(77 1493322.9),(78 1465089.4),(79 1439818.6),
(1 70177.94),(2 228704.33),(3 454943.8),(4 700042.2),(5 925396.6),(6 1107608.4),(7 1233219),(8 1301569.1),(9 1328585.9),(10 1331389.1),(11 1331832.3),(12 1344622.1),(13 1366819.6),(14 1397130.3),(15 1432166.1),(16 1467076.4),(17 1498193.9),(18 1512384.5),(19 1511356.6),(20 1502781.3),(21 1490447.9),(22 1480955.4),(23 1481305.1),(24 1497471.4),(25 1521887.8),(26 1539751.3),(27 1559976),(28 1577502),(29 1589200.3),(30 1595416.9),(31 1586634.8),(32 1561068.8),(33 1524548.8),(34 1488429),(35 1466526.6),(36 1461368.6),(37 1464540.6),(38 1477062),(39 1491158.3),(40 1504459.6),(41 1513024.6),(42 1521270.8),(43 1529291.4),(44 1536992.6),(45 1541872.9),(46 1538664.6),(47 1527329.9),(48 1519056),(49 1512045.1),(50 1502714.3),(51 1505928.6),(52 1507783.4),(53 1515194),(54 1520112.3),(55 1520185.1),(56 1517921.4),(57 1510559.1),(58 1499265.6),(59 1494802.3),(60 1493279.5),(61 1496456.9),(62 1503585.9),(63 1511702.4),(64 1522193.6),(65 1538162.3),(66 1551628.3),(67 1560793.1),(68 1565951.8),(69 1569171),(70 1573217.1),(71 1573022.9),(72 1565128.6),(73 1549761.5),(74 1521767.1),(75 1491068.6),(76 1448772.1),(77 1402398),(78 1350878.4),(79 1304209.1),
(1 59472.445),(2 190248.56),(3 376073),(4 571063.56),(5 745375.25),(6 882588.6),(7 976286.7),(8 1024191.44),(9 1045071.44),(10 1059965.4),(11 1076135.1),(12 1094917.5),(13 1111561.3),(14 1133093.5),(15 1158968.4),(16 1184965.4),(17 1211766.8),(18 1226762.5),(19 1228047.9),(20 1218919.3),(21 1197981),(22 1169039.5),(23 1140871.8),(24 1126603.4),(25 1124801.4),(26 1134329),(27 1158464.5),(28 1190265.5),(29 1218224.5),(30 1238359.4),(31 1247025.5),(32 1237058),(33 1209727.5),(34 1171967.8),(35 1138920),(36 1116924.4),(37 1107837.3),(38 1108362),(39 1115526.5),(40 1128436.8),(41 1150558.8),(42 1181661),(43 1220681.4),(44 1260920.9),(45 1296534.5),(46 1324701.9),(47 1339069.9),(48 1337789.5),(49 1323864.4),(50 1303675),(51 1289558),(52 1277517.6),(53 1271477.4),(54 1265018.1),(55 1264314.4),(56 1265654.9),(57 1267229.6),(58 1265345.5),(59 1262087.5),(60 1255061.9),(61 1251403.3),(62 1254994),(63 1270032.8),(64 1296047.4),(65 1331451.5),(66 1365907),(67 1391598.5),(68 1402908.3),(69 1402193.4),(70 1391713.5),(71 1369480.6),(72 1335278.6),(73 1300441),(74 1265993.3),(75 1234072.5),(76 1206399.3),(77 1172814.6),(78 1132341),(79 1094404.4),
(1 62120.355),(2 199429.72),(3 385956.94),(4 571892.94),(5 732605.4),(6 856018.9),(7 938587.56),(8 985169.9),(9 1009075.94),(10 1014937.7),(11 1002745.9),(12 983226.44),(13 969503.6),(14 963444.8),(15 968368),(16 982387),(17 1000238.9),(18 1016240.6),(19 1030415.2),(20 1043027.44),(21 1052457.6),(22 1058700.6),(23 1066414),(24 1073512.4),(25 1081921.4),(26 1089218.3),(27 1099999.5),(28 1114152.3),(29 1122938),(30 1126466.8),(31 1122371),(32 1109236.3),(33 1087576.3),(34 1065476.8),(35 1047460.25),(36 1033825.3),(37 1022818.06),(38 1017217.7),(39 1024261.94),(40 1040369.4),(41 1066376.5),(42 1093067.4),(43 1120789),(44 1153365.5),(45 1186734.5),(46 1214009.5),(47 1230498.8),(48 1232956.8),(49 1220445.3),(50 1207437.8),(51 1195016.1),(52 1194110),(53 1202602),(54 1214533.6),(55 1227342),(56 1231410.6),(57 1230568.5),(58 1220812.1),(59 1200442.8),(60 1165928.4),(61 1123080.5),(62 1078818.3),(63 1047883.56),(64 1033728.6),(65 1031279.94),(66 1037701.9),(67 1051066.8),(68 1066967.9),(69 1076575),(70 1079855.6),(71 1073397.3),(72 1055048.1),(73 1035550.25),(74 1024562.7),(75 1015820.25),(76 1017694.06),(77 1016918.1),(78 1012659.94),(79 1005615.25),
(1 73193.74),(2 234388.11),(3 449022.84),(4 657593.1),(5 827322.75),(6 943705.75),(7 1010255.44),(8 1037202.94),(9 1037592.9),(10 1017227.8),(11 997828.7),(12 993600.2),(13 1013890.75),(14 1040979.4),(15 1071395.3),(16 1092718.8),(17 1102717.1),(18 1099651.9),(19 1089658.3),(20 1075990.1),(21 1064871.3),(22 1064550),(23 1078178),(24 1096258.1),(25 1118964.6),(26 1130856.6),(27 1149586.9),(28 1164741.1),(29 1172786.3),(30 1183486.6),(31 1187431.5),(32 1175262.4),(33 1147023),(34 1114053.1),(35 1082677.8),(36 1061829.9),(37 1054741.1),(38 1067811.3),(39 1095930.6),(40 1117618.4),(41 1131069.5),(42 1129130.4),(43 1118591.4),(44 1111956.9),(45 1115673.1),(46 1134239.9),(47 1165360.8),(48 1204736.5),(49 1239419.4),(50 1267457.4),(51 1286478.3),(52 1302482.5),(53 1310848.1),(54 1306518),(55 1286376.4),(56 1259948.5),(57 1232450.3),(58 1204326.9),(59 1170078),(60 1124491.8),(61 1075138.5),(62 1027675.56),(63 990027.6),(64 964793.7),(65 948376.25),(66 941372.2),(67 943443.56),(68 951577.06),(69 966658.9),(70 988033.6),(71 1007843.56),(72 1026564.8),(73 1043167.8),(74 1054901.8),(75 1063547.5),(76 1069633.1),(77 1067724.1),(78 1064058.3),(79 1050174.4),
(1 71498.51),(2 225496.69),(3 428505.72),(4 619904.06),(5 767991),(6 860877.7),(7 908327),(8 923058.75),(9 914651.75),(10 903931.2),(11 910830.56),(12 940734.94),(13 992210.7),(14 1046665.75),(15 1090204.5),(16 1099794.6),(17 1074761.6),(18 1026783.3),(19 973023.4),(20 924985.94),(21 896939.4),(22 893214.56),(23 911131.94),(24 940734.56),(25 977904.8),(26 1009941.6),(27 1039094.75),(28 1054854),(29 1058023.9),(30 1052893.9),(31 1033735.44),(32 1002655.8),(33 965920.7),(34 934547.94),(35 916348.7),(36 918193.6),(37 938574.5),(38 974127.8),(39 1013366.3),(40 1040018.1),(41 1058245.5),(42 1066546),(43 1071148.3),(44 1074904.4),(45 1082055.9),(46 1093382),(47 1110670.5),(48 1128612.6),(49 1143739),(50 1155565.8),(51 1161012.3),(52 1160988.3),(53 1150707.8),(54 1128493.9),(55 1098876.9),(56 1065777),(57 1033389.44),(58 999124.06),(59 965400),(60 934203.8),(61 915345.6),(62 911219.8),(63 920075.94),(64 936105.7),(65 954555.2),(66 971813.7),(67 990445.1),(68 1007639.6),(69 1024200.7),(70 1034416.6),(71 1033389.06),(72 1026533.06),(73 1008591.6),(74 984862.94),(75 977023.56),(76 969865.3),(77 969239.56),(78 977862.25),(79 988456.44),
(1 62257.977),(2 193907.58),(3 361379.78),(4 510458.47),(5 621972.9),(6 694348.5),(7 735286.75),(8 753306.2),(9 755613.8),(10 753051.44),(11 756462.7),(12 773743.44),(13 810471.44),(14 852480.4),(15 879763.25),(16 878531.25),(17 855428.1),(18 821476.56),(19 789567.06),(20 776136.06),(21 783676),(22 801995.6),(23 824489.9),(24 843641.44),(25 863051.8),(26 881134.7),(27 897867.1),(28 911140),(29 917785.5),(30 910457.9),(31 888107.6),(32 858690.94),(33 831093.9),(34 813239.9),(35 812358.75),(36 832236.3),(37 864831.44),(38 901209.3),(39 934085.1),(40 957717.8),(41 971300.9),(42 976154.3),(43 978647.6),(44 979644.2),(45 979661.9),(46 975736.56),(47 969762.7),(48 965071.9),(49 969442),(50 982712),(51 997063.25),(52 1014531.6),(53 1024591.8),(54 1022765.7),(55 1009828),(56 986341.3),(57 956708.1),(58 926799.8),(59 903643.6),(60 888853.1),(61 886037.8),(62 895564.4),(63 912676.2),(64 927634.5),(65 939708.75),(66 946517.8),(67 950344),(68 951648.56),(69 954494.75),(70 955761.9),(71 952474.3),(72 941578.1),(73 924979.7),(74 901925.3),(75 884075.44),(76 864776.5),(77 845268.56),(78 828207.6),(79 819059.8),
(1 53338.63),(2 165189.13),(3 308322.1),(4 441353.88),(5 546051.1),(6 611267.7),(7 641590.75),(8 649079.8),(9 645648.2),(10 635476.7),(11 630227.5),(12 639167),(13 662235.44),(14 688436.25),(15 705260.7),(16 707849.7),(17 698676.9),(18 685473.7),(19 677595.06),(20 680602.56),(21 692573.25),(22 704775.9),(23 714735.44),(24 718351.4),(25 717985.25),(26 714718.7),(27 713375.1),(28 717556.4),(29 724577.06),(30 725469.9),(31 723775.7),(32 719622.75),(33 716007.44),(34 712262.2),(35 714152.06),(36 724407.2),(37 735483.1),(38 743945),(39 750478.7),(40 761526.4),(41 771700.56),(42 778633.25),(43 785621.9),(44 790434.4),(45 794397.1),(46 795031.3),(47 792059.56),(48 791919.2),(49 794668.4),(50 796359.3),(51 801188.25),(52 807273.3),(53 808977.1),(54 806010.4),(55 797187.75),(56 778635.94),(57 756267.8),(58 734436.6),(59 719048.6),(60 711670.4),(61 710701.9),(62 717268.7),(63 730039.2),(64 744255.3),(65 759589.5),(66 773836.56),(67 784621.9),(68 788790.56),(69 787201.75),(70 779651.4),(71 778007.6),(72 779226.75),(73 780645.3),(74 777559.3),(75 770397),(76 756965.9),(77 741065.44),(78 719046.94),(79 701012.4),
(1 50642.594),(2 154260.47),(3 284879.44),(4 403294.13),(5 491043.9),(6 546634.4),(7 581532.9),(8 608241.3),(9 625439.25),(10 631614.3),(11 630656.5),(12 633262.06),(13 643710.7),(14 663322.06),(15 681524.8),(16 688703.4),(17 680277.56),(18 664057.75),(19 651166.44),(20 647866.8),(21 654111),(22 662959.06),(23 672210.06),(24 670900.4),(25 665373.8),(26 656809.75),(27 651774.25),(28 652820.7),(29 650665.94),(30 644478.1),(31 642934.56),(32 646441.06),(33 654039.4),(34 665224.9),(35 677156.9),(36 683170.56),(37 671876.9),(38 652852.7),(39 635706.4),(40 630761.2),(41 636273.2),(42 644998.06),(43 655016.6),(44 664701),(45 679218.56),(46 696830.9),(47 712774.1),(48 723101.94),(49 723566.7),(50 718640),(51 716289.9),(52 714244),(53 710181),(54 706441.9),(55 703419.4),(56 701850.44),(57 702331.8),(58 702588.06),(59 697336.5),(60 688647.2),(61 681686.56),(62 678463.5),(63 679707.1),(64 681972.56),(65 683859.4),(66 682614.2),(67 679861.44),(68 672120.5),(69 664255),(70 657934.9),(71 658556.4),(72 661044.94),(73 667261.25),(74 676928.3),(75 686876.9),(76 696692.7),(77 697597.56),(78 685867.2),(79 668065.1),
