1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 367602.03),(2 1354333),(3 2739423.3),(4 4299369.5),(5 5829355),(6 7189595),(7 8306862),(8 9180735),(9 9820500),(10 10275855),(11 10613912),(12 10886106),(13 11138549),(14 11382705),(15 11640556),(16 11917995),(17 12187741),(18 12451789),(19 12702666),(20 13008936),(21 13364687),(22 13790111),(23 14210730),(24 14576267),(25 14808897),(26 14903839),(27 14919293),(28 14894812),(29 14832267),(30 14713238),(31 14519313),(32 14281613),(33 14043215),(34 13852803),(35 13766471),(36 13849195),(37 14098724),(38 14425273),(39 14704512),(40 14870262),(41 14908909),(42 14839836),(43 14765926),(44 14792924),(45 14918998),(46 15001739),(47 15017203),(48 15065439),(49 15150183),(50 15310884),(51 15570652),(52 15891480),(53 16127175),(54 16153583),(55 15897084),(56 15378908),(57 14807345),(58 14377792),(59 14318728),(60 14730062),(61 15543482),(62 16495752),(63 17246822),(64 17568718),(65 17384682),(66 16769606),(67 15889425),(68 14886851),(69 13911841),(70 13041308),(71 12403271),(72 12055015),(73 12021991),(74 12225468),(75 12496722),(76 12676314),(77 12637066),(78 12293544),(79 11697967),
(1 411212.9),(2 1498250),(3 2969028.3),(4 4531889.5),(5 5945719.5),(6 7070240),(7 7841835.5),(8 8292657.5),(9 8492915),(10 8533333),(11 8521296),(12 8530683),(13 8612272),(14 8759843),(15 8990549),(16 9291046),(17 9630391),(18 10012827),(19 10470673),(20 11003359),(21 11552876),(22 12097311),(23 12618125),(24 13097387),(25 13501019),(26 13798611),(27 13971611),(28 13997481),(29 13898557),(30 13690077),(31 13391180),(32 13088321),(33 12792864),(34 12513376),(35 12317933),(36 12221633),(37 12274712),(38 12447672),(39 12647032),(40 12767699),(41 12908991),(42 13021644),(43 13010065),(44 12872811),(45 12719928),(46 12608383),(47 12497309),(48 12436560),(49 12433048),(50 12425792),(51 12470699),(52 12594424),(53 12794673),(54 12943580),(55 12877837),(56 12509904),(57 11903421),(58 11239295),(59 10831025),(60 10877891),(61 11403385),(62 12282087),(63 13231039),(64 13905597),(65 14111951),(66 13802837),(67 13098556),(68 12204556),(69 11332400),(70 10633027),(71 10240383),(72 10228013),(73 10587265),(74 11221616),(75 11918773),(76 12468089),(77 12691428),(78 12505885),(79 11970747),
(1 409830.97),(2 1482133.9),(3 2896904.3),(4 4312194.5),(5 5470673.5),(6 6225878.5),(7 6538926),(8 6481129),(9 6186343),(10 5798543.5),(11 5462676.5),(12 5267709),(13 5260264.5),(14 5437601.5),(15 5779497.5),(16 6234643),(17 6776062),(18 7339415),(19 7880229),(20 8402726),(21 8918326),(22 9418078),(23 9817722),(24 10071461),(25 10202784),(26 10328044),(27 10480083),(28 10589235),(29 10629148),(30 10586086),(31 10489679),(32 10403983),(33 10396220),(34 10434925),(35 10453943),(36 10437110),(37 10369236),(38 10299922),(39 10277485),(40 10244451),(41 10164671),(42 10101634),(43 10124276),(44 10199783),(45 10195716),(46 10082750),(47 9869439),(48 9602088),(49 9320111),(50 9095972),(51 8989971),(52 9008959),(53 9139578),(54 9359642),(55 9510840),(56 9451670),(57 9088896),(58 8463543),(59 7799038.5),(60 7365778.5),(61 7346026),(62 7800078.5),(63 8569439),(64 9344052),(65 9868232),(66 10005852),(67 9741396),(68 9134050),(69 8374984.5),(70 7647069),(71 7159521.5),(72 7039813),(73 7351008.5),(74 8010379),(75 8833404),(76 9580401),(77 10027082),(78 10060462),(79 9713990),
(1 417825.47),(2 1528144),(3 3009966.5),(4 4497718),(5 5722753.5),(6 6504708.5),(7 6806162),(8 6699060.5),(9 6349762.5),(10 5920004),(11 5564004),(12 5363280),(13 5348214.5),(14 5500047.5),(15 5770749.5),(16 6080793.5),(17 6416935),(18 6765731),(19 7130838),(20 7440618),(21 7659320.5),(22 7789566),(23 7908917),(24 8054029),(25 8183013),(26 8278562),(27 8386841),(28 8505561),(29 8669386),(30 8864753),(31 9092804),(32 9278140),(33 9415335),(34 9562316),(35 9723258),(36 9884549),(37 9986225),(38 9981233),(39 9897163),(40 9741192),(41 9596468),(42 9400710),(43 9143106),(44 8955664),(45 8905316),(46 8920905),(47 8907848),(48 8792519),(49 8593153),(50 8375300),(51 8236233),(52 8224403),(53 8315838),(54 8515066),(55 8725713),(56 8848982),(57 8792226),(58 8458891),(59 7936659),(60 7390533),(61 7005373.5),(62 6911844),(63 7202516),(64 7785257),(65 8378287.5),(66 8730050),(67 8721956),(68 8343618),(69 7738295.5),(70 7051142),(71 6498583),(72 6214221.5),(73 6276312.5),(74 6644755),(75 7204496),(76 7793275.5),(77 8231393.5),(78 8380871.5),(79 8218226.5),
(1 363338.56),(2 1329863.1),(3 2614449.5),(4 3907032.3),(5 4967360),(6 5651288.5),(7 5944304.5),(8 5921181),(9 5702272.5),(10 5407437),(11 5161015),(12 5024755.5),(13 5018468.5),(14 5099129),(15 5228897),(16 5387100.5),(17 5507884),(18 5590604),(19 5699270.5),(20 5872508),(21 6058550),(22 6243104),(23 6386848),(24 6499597),(25 6645498.5),(26 6841705),(27 7068150.5),(28 7260725.5),(29 7452449),(30 7640788),(31 7876524.5),(32 8162971.5),(33 8388498),(34 8505597),(35 8554079),(36 8630647),(37 8757474),(38 8904279),(39 9015571),(40 9053742),(41 9038869),(42 8911352),(43 8717510),(44 8608918),(45 8618625),(46 8648134),(47 8678935),(48 8668063),(49 8596383),(50 8460272),(51 8324877.5),(52 8228594.5),(53 8178003),(54 8212596.5),(55 8314867.5),(56 8391400),(57 8379961.5),(58 8160290),(59 7750459.5),(60 7235663),(61 6772396),(62 6465364.5),(63 6402275),(64 6576154),(65 6859171.5),(66 7098051),(67 7176603.5),(68 7055054),(69 6777387.5),(70 6424540),(71 6122699.5),(72 5977074.5),(73 6038988.5),(74 6287629.5),(75 6653999.5),(76 7022879.5),(77 7282355.5),(78 7325407.5),(79 7181927),
(1 316490.7),(2 1150570.3),(3 2240437.3),(4 3315140.3),(5 4169317),(6 4704174.5),(7 4919360.5),(8 4901170.5),(9 4756519),(10 4579155.5),(11 4448983),(12 4404125),(13 4448170),(14 4536190),(15 4644963),(16 4746491.5),(17 4836471.5),(18 4907773),(19 4978255.5),(20 5088095.5),(21 5236355.5),(22 5418826),(23 5609426),(24 5796190),(25 5959830.5),(26 6041613),(27 6064593),(28 6048791),(29 6030675),(30 6015016.5),(31 6032783),(32 6105196.5),(33 6235659.5),(34 6365817.5),(35 6462905),(36 6530295.5),(37 6594218.5),(38 6672854),(39 6804865),(40 6996276.5),(41 7244826),(42 7445466),(43 7490967),(44 7427467),(45 7397670.5),(46 7480669.5),(47 7598025.5),(48 7570129.5),(49 7498278.5),(50 7469450.5),(51 7476305.5),(52 7466500.5),(53 7437703),(54 7417613),(55 7477236.5),(56 7597318.5),(57 7704467.5),(58 7680308.5),(59 7487047),(60 7169162.5),(61 6803196.5),(62 6496815),(63 6339267),(64 6349814.5),(65 6451762),(66 6538722),(67 6542634),(68 6431685.5),(69 6213625.5),(70 5944136),(71 5713063.5),(72 5623145),(73 5729521.5),(74 6002793),(75 6353087),(76 6690910),(77 6910386),(78 6949881),(79 6833014.5),
(1 302880.6),(2 1094113.5),(3 2117437.5),(4 3117326.5),(5 3910294.5),(6 4409055),(7 4625651.5),(8 4645382.5),(9 4586205),(10 4543371),(11 4562615),(12 4664046),(13 4820413),(14 4994589),(15 5145524),(16 5270983),(17 5361034),(18 5434675.5),(19 5503331),(20 5604795.5),(21 5761788),(22 5960250),(23 6088489.5),(24 6113933),(25 6113995),(26 6122544),(27 6071389),(28 5932751.5),(29 5779599.5),(30 5669379.5),(31 5620148),(32 5597833),(33 5626051),(34 5684587),(35 5750765),(36 5810471),(37 5871523),(38 5938161),(39 6023406.5),(40 6143672.5),(41 6274435.5),(42 6400228.5),(43 6557751),(44 6761987.5),(45 6893320.5),(46 6901379.5),(47 6934934.5),(48 6982343),(49 6896576),(50 6723075),(51 6611122.5),(52 6615540.5),(53 6724377),(54 6887094),(55 7099468.5),(56 7316427.5),(57 7492164.5),(58 7537478.5),(59 7405916),(60 7102350),(61 6715162),(62 6386470.5),(63 6213042),(64 6208620.5),(65 6280173.5),(66 6336252),(67 6328359),(68 6243371.5),(69 6066444.5),(70 5823517.5),(71 5580897.5),(72 5437186.5),(73 5457183.5),(74 5633594.5),(75 5893769.5),(76 6165783.5),(77 6386484.5),(78 6517261),(79 6508567),
(1 238933.52),(2 856630.8),(3 1630158.1),(4 2353887.3),(5 2888348.3),(6 3189217.8),(7 3293665.3),(8 3289164.5),(9 3264819.5),(10 3284837.3),(11 3362575.8),(12 3484581.3),(13 3622128.3),(14 3732453.8),(15 3798034.5),(16 3807864),(17 3786163.5),(18 3798770),(19 3878774.5),(20 3969078.5),(21 4036924.8),(22 4124390.8),(23 4276014.5),(24 4421095),(25 4469607),(26 4429310.5),(27 4367337.5),(28 4320274),(29 4297481.5),(30 4318383),(31 4379715),(32 4445374.5),(33 4506247.5),(34 4597083.5),(35 4695114.5),(36 4774545),(37 4749270.5),(38 4656889),(39 4615496),(40 4679017),(41 4789539.5),(42 4901832),(43 4925294),(44 4933384),(45 4962183),(46 5002990.5),(47 5049018),(48 5117579.5),(49 5209047),(50 5223719),(51 5163100),(52 5116159),(53 5141112),(54 5220665),(55 5338786),(56 5457857.5),(57 5562951.5),(58 5621764),(59 5587786.5),(60 5421403.5),(61 5156226.5),(62 4887762.5),(63 4703903.5),(64 4654578.5),(65 4729162.5),(66 4836447.5),(67 4881870.5),(68 4836417.5),(69 4736390.5),(70 4573003.5),(71 4380653),(72 4238882.5),(73 4214947.5),(74 4325357.5),(75 4507081),(76 4687717),(77 4829060),(78 4903166.5),(79 4922242.5),
(1 202908.03),(2 720952.4),(3 1352672.1),(4 1912694.6),(5 2286298.8),(6 2454629.3),(7 2471257.8),(8 2421172.8),(9 2385715.3),(10 2405890),(11 2498799),(12 2649592.8),(13 2813077.8),(14 2949143.8),(15 3040895.5),(16 3085293),(17 3091814.8),(18 3107341.3),(19 3227025),(20 3468342.3),(21 3739774.8),(22 3962450),(23 4121912),(24 4249889),(25 4358080.5),(26 4393329),(27 4353939),(28 4301153.5),(29 4278145.5),(30 4296382.5),(31 4361758),(32 4456475.5),(33 4547099.5),(34 4568945),(35 4536280),(36 4510259.5),(37 4501243),(38 4454515.5),(39 4354000),(40 4228501.5),(41 4139907),(42 4152454),(43 4213730),(44 4273325),(45 4283047.5),(46 4216158.5),(47 4151143.3),(48 4155587.5),(49 4261806),(50 4374864.5),(51 4426778.5),(52 4485425),(53 4571395),(54 4658752.5),(55 4741234),(56 4849221.5),(57 4956129),(58 5043884),(59 5103947),(60 5108262.5),(61 5023678),(62 4861241.5),(63 4683958),(64 4522988.5),(65 4427439),(66 4411452.5),(67 4434516.5),(68 4410669.5),(69 4313188.5),(70 4158330.8),(71 3991139.5),(72 3837442.8),(73 3740169.5),(74 3721834),(75 3775145.8),(76 3850310),(77 3893011),(78 3895919.3),(79 3875231.5),
(1 167863.72),(2 585065.4),(3 1080449.4),(4 1499886.4),(5 1768249.6),(6 1885983.4),(7 1910232),(8 1895069.9),(9 1899510.8),(10 1944520),(11 2028131.3),(12 2136009),(13 2247415.3),(14 2350409.3),(15 2428839.3),(16 2485082.5),(17 2537158.3),(18 2606549.5),(19 2726917.5),(20 2891153.3),(21 3076121.5),(22 3256120.5),(23 3394387.5),(24 3471334),(25 3477973.8),(26 3408322.8),(27 3308124.5),(28 3256242.8),(29 3255189.8),(30 3262111.8),(31 3249616.5),(32 3249457.3),(33 3266535.5),(34 3287366.5),(35 3279776.5),(36 3257239.8),(37 3231937.3),(38 3224256.5),(39 3251323.8),(40 3286268.3),(41 3287967),(42 3310233),(43 3375101.5),(44 3423789),(45 3449864.3),(46 3453771.8),(47 3427834),(48 3385695.3),(49 3351028.8),(50 3376300),(51 3388176),(52 3391845.3),(53 3450136.8),(54 3592188.5),(55 3744771.5),(56 3853310.8),(57 3906310),(58 3918101.5),(59 3905806.3),(60 3893149),(61 3869242.5),(62 3817604.8),(63 3738170.8),(64 3654401.3),(65 3614158.5),(66 3630216.8),(67 3674688.8),(68 3697158),(69 3658300),(70 3562482.3),(71 3439225.3),(72 3322718.3),(73 3265463.8),(74 3279381.5),(75 3342827),(76 3405525.3),(77 3445710.5),(78 3430419.5),(79 3405566.5),
(1 159706.06),(2 550262.94),(3 1002931.44),(4 1367703.3),(5 1590322.4),(6 1690586.6),(7 1738517),(8 1769498.1),(9 1822849.6),(10 1895310.1),(11 1969642.5),(12 2039178.8),(13 2097985.8),(14 2160887.5),(15 2225905.3),(16 2308702),(17 2391120.3),(18 2463924),(19 2543595.8),(20 2645756.3),(21 2748729.5),(22 2839737.3),(23 2896030.3),(24 2905508),(25 2894494.8),(26 2840006),(27 2748017.8),(28 2669733.3),(29 2664272.3),(30 2732554),(31 2817080.3),(32 2895946),(33 2950333.8),(34 2958507),(35 2944040.3),(36 2931069.3),(37 2927111.3),(38 2938553.5),(39 2956946.8),(40 2994670.3),(41 3048702.8),(42 3104159.5),(43 3144623.5),(44 3176933),(45 3167508.8),(46 3128700),(47 3071469.5),(48 3038231.5),(49 3029937.5),(50 3083697.3),(51 3161255.3),(52 3224870.8),(53 3248843),(54 3292574.8),(55 3393625.3),(56 3502085.3),(57 3608057.3),(58 3662824.8),(59 3662520.5),(60 3628685.3),(61 3554499.8),(62 3486219.8),(63 3451491.3),(64 3423024.8),(65 3419496.5),(66 3434748),(67 3466570.5),(68 3466045.5),(69 3410548.5),(70 3335865.5),(71 3262808.8),(72 3170563.3),(73 3079696.5),(74 3056854.5),(75 3129211),(76 3233700),(77 3290139),(78 3254174.8),(79 3179023.5),
(1 157643.3),(2 536987.75),(3 970366.3),(4 1306479.1),(5 1492833.3),(6 1560771.5),(7 1589626.1),(8 1627907.8),(9 1697754.9),(10 1782775.5),(11 1856317.6),(12 1902314.3),(13 1924913.4),(14 1952718.9),(15 2007436),(16 2077613.4),(17 2170047),(18 2284629.5),(19 2406517),(20 2477363),(21 2513201.3),(22 2547191),(23 2576708),(24 2556148),(25 2477209),(26 2404645),(27 2386347),(28 2398511.8),(29 2419203.5),(30 2463233.8),(31 2537528),(32 2623001),(33 2714845.5),(34 2795305.8),(35 2823037),(36 2829088),(37 2812379.8),(38 2817574.5),(39 2869750.5),(40 2940517.5),(41 2986288),(42 2964759.8),(43 2948030.5),(44 2965374.5),(45 2967512.8),(46 2944680),(47 2904759),(48 2856267.3),(49 2825771.3),(50 2814946),(51 2833313),(52 2877663.3),(53 2889085.3),(54 2844559),(55 2802705.5),(56 2802087),(57 2831409.3),(58 2862046.8),(59 2889927.5),(60 2907277),(61 2880288.8),(62 2812035.8),(63 2735238.8),(64 2645599.3),(65 2580637),(66 2570557.3),(67 2625589.5),(68 2702516.5),(69 2761494),(70 2772853.5),(71 2756800),(72 2742198.8),(73 2724553),(74 2723739.5),(75 2767955.5),(76 2860640.8),(77 2956832),(78 2979779),(79 2932763.3),
(1 155175.53),(2 521550.78),(3 926697.7),(4 1231344.1),(5 1391419.3),(6 1441460.4),(7 1457825),(8 1491923.6),(9 1557984.5),(10 1635545.1),(11 1696688.5),(12 1725173),(13 1732503.3),(14 1736634.6),(15 1762432.8),(16 1810560.9),(17 1870753.5),(18 1922248.1),(19 1974065.3),(20 2026987.4),(21 2070514.4),(22 2104453.3),(23 2125249.8),(24 2161639),(25 2185965.3),(26 2171650.5),(27 2161036.8),(28 2176504.5),(29 2206059.8),(30 2253814.8),(31 2314242.3),(32 2386329),(33 2441684.8),(34 2473748),(35 2496903),(36 2496332),(37 2474251.3),(38 2441242.8),(39 2417478.3),(40 2435107.8),(41 2507224.8),(42 2554403.3),(43 2545559),(44 2537543),(45 2556985.8),(46 2572293.5),(47 2568074.8),(48 2536292.8),(49 2506913.5),(50 2486990.3),(51 2451930.5),(52 2426343),(53 2421233.5),(54 2404784),(55 2385485.5),(56 2377398.3),(57 2377793.8),(58 2362929.8),(59 2341476.5),(60 2333912.5),(61 2357583.8),(62 2364109.3),(63 2325218),(64 2235835.5),(65 2149188.8),(66 2102885.5),(67 2105627.3),(68 2143151),(69 2183562.5),(70 2208804.8),(71 2217351.8),(72 2236475.3),(73 2266190.3),(74 2296780.8),(75 2331318),(76 2380588.5),(77 2436801.8),(78 2468494.3),(79 2468826),
(1 159251.25),(2 527450.7),(3 914800.44),(4 1194457.5),(5 1337284.3),(6 1384851.3),(7 1408271.9),(8 1452742.9),(9 1531133.8),(10 1623088.9),(11 1694257.4),(12 1733138.9),(13 1751241.6),(14 1774993.1),(15 1810870.9),(16 1857066.1),(17 1921869.9),(18 1997581.9),(19 2081437),(20 2121296.3),(21 2147223.5),(22 2196489.8),(23 2246680),(24 2282706.8),(25 2296728.8),(26 2284793),(27 2273106.8),(28 2273500.8),(29 2282853.5),(30 2315780.5),(31 2375917.8),(32 2446068.8),(33 2497389.3),(34 2505110.5),(35 2469452.5),(36 2431923.5),(37 2411471.8),(38 2397921),(39 2386030.8),(40 2376937.8),(41 2375727),(42 2390900.3),(43 2425977.5),(44 2433769),(45 2455250.5),(46 2472334),(47 2458030.8),(48 2425816),(49 2365357.8),(50 2312631.5),(51 2292083.3),(52 2284203),(53 2252989.3),(54 2197565.5),(55 2150092),(56 2150890.8),(57 2163710.5),(58 2166695.8),(59 2148870.8),(60 2126265),(61 2142511),(62 2168801.5),(63 2145087.8),(64 2075007.6),(65 2008228.8),(66 1975663.5),(67 1965734),(68 1969719.3),(69 1973555),(70 1973428.3),(71 1965740.8),(72 1962873.1),(73 1978518.6),(74 2009132.1),(75 2047645.1),(76 2100422.8),(77 2173433.5),(78 2234058.3),(79 2256213),
(1 158593.56),(2 516069.13),(3 871882.56),(4 1099428.8),(5 1195428.3),(6 1224079.8),(7 1257756.1),(8 1323624.4),(9 1412614.3),(10 1496557.5),(11 1546096.5),(12 1561494.6),(13 1558970),(14 1562336.8),(15 1576872.5),(16 1614465.6),(17 1660270.4),(18 1708586.3),(19 1771168.8),(20 1824833.4),(21 1863822),(22 1900530.5),(23 1953516.5),(24 2002705.4),(25 2036487.3),(26 2037306.1),(27 2012731.8),(28 1974686),(29 1942299.8),(30 1955210),(31 2005827.9),(32 2067469),(33 2129624.8),(34 2179595.5),(35 2182086.8),(36 2135685.8),(37 2089842.9),(38 2082543.6),(39 2093055.6),(40 2077754.6),(41 2071464.1),(42 2064763.5),(43 2047161.8),(44 2028673.4),(45 2019511.1),(46 2048018.9),(47 2056648),(48 2016933.4),(49 1990816.9),(50 2005576.5),(51 2003451),(52 1983323),(53 1970881.8),(54 1955675.3),(55 1925148.8),(56 1927490.5),(57 1968919.3),(58 1994078.6),(59 1961918.3),(60 1905878.4),(61 1886131.9),(62 1894380.6),(63 1890523),(64 1837337.6),(65 1783180.1),(66 1779248.5),(67 1810106),(68 1846811.9),(69 1877046.8),(70 1891799.9),(71 1881272.5),(72 1854485),(73 1849201.4),(74 1872450.5),(75 1902808.9),(76 1942197.9),(77 1999603),(78 2068050.9),(79 2102119.8),
(1 167272.53),(2 540600.9),(3 885330.56),(4 1066309.5),(5 1097708.3),(6 1076117.1),(7 1085196.9),(8 1153605.4),(9 1253038.1),(10 1350398.3),(11 1414933.1),(12 1448437),(13 1464808.6),(14 1480676.4),(15 1498781.8),(16 1524117.5),(17 1546987.8),(18 1568107.4),(19 1604654.6),(20 1644857),(21 1689755.3),(22 1773385.1),(23 1865932.6),(24 1951826.5),(25 1994700.4),(26 2018497.1),(27 2034956.6),(28 2012800),(29 1955443.3),(30 1916887.3),(31 1929811.6),(32 1981124),(33 2006656.6),(34 2017627.8),(35 2039053.4),(36 2046246.6),(37 2063472.6),(38 2099643.3),(39 2152302),(40 2185843),(41 2194840.8),(42 2165386.8),(43 2132893.5),(44 2095565.1),(45 2075521.4),(46 2075511.6),(47 2098075.5),(48 2132313),(49 2139618.3),(50 2111363.5),(51 2097494.8),(52 2047328),(53 1955313.8),(54 1904826.6),(55 1899033.1),(56 1926247.4),(57 1971571),(58 2006802.9),(59 1992377.1),(60 1935312.6),(61 1894159.6),(62 1893885.4),(63 1892401.9),(64 1826654.9),(65 1733476.3),(66 1677433.8),(67 1681303.8),(68 1707153.5),(69 1720484),(70 1723725),(71 1732004.8),(72 1728719.4),(73 1720244.6),(74 1733823),(75 1761500.8),(76 1797504.8),(77 1844834.1),(78 1897608.4),(79 1921293.4),
(1 162375.44),(2 520153.56),(3 840866.9),(4 995750.25),(5 1012197.9),(6 988297.6),(7 999284.6),(8 1057745.3),(9 1135386.3),(10 1201951.3),(11 1250173.8),(12 1289325.1),(13 1324428.8),(14 1356764.1),(15 1378782.3),(16 1389921),(17 1385828.1),(18 1368957.5),(19 1352763.8),(20 1350270.3),(21 1375402.3),(22 1433005),(23 1508090.3),(24 1587290.6),(25 1657436.1),(26 1684945.3),(27 1677779.8),(28 1675711.3),(29 1671502.3),(30 1637679.6),(31 1588945.3),(32 1586649.4),(33 1652140.3),(34 1702884.6),(35 1726450.3),(36 1739537.3),(37 1750337.1),(38 1794525.9),(39 1867532.5),(40 1908971.3),(41 1912582.3),(42 1884433.8),(43 1842090.6),(44 1836573.5),(45 1850971.4),(46 1871144),(47 1853180.5),(48 1831942.4),(49 1848901.8),(50 1889418.3),(51 1898006.4),(52 1880088.5),(53 1826482.1),(54 1773748.6),(55 1745817.3),(56 1738834.5),(57 1766233.6),(58 1814145.3),(59 1838734.8),(60 1832646.6),(61 1827055.9),(62 1827537.4),(63 1820841.3),(64 1776505.1),(65 1705136.5),(66 1638820.8),(67 1601532.6),(68 1579506.1),(69 1548194),(70 1512085.8),(71 1490828.8),(72 1483634.4),(73 1470749.6),(74 1452465.4),(75 1449388.6),(76 1476026.9),(77 1526748.5),(78 1578719.6),(79 1591872.4),
(1 141340.48),(2 447818.6),(3 715549.3),(4 849428.56),(5 882427.3),(6 894929.8),(7 932561.56),(8 990838.75),(9 1043185.5),(10 1078902.3),(11 1100194.8),(12 1116091.9),(13 1140147.8),(14 1163612),(15 1174367.5),(16 1172284.4),(17 1171100.8),(18 1171996),(19 1172472.4),(20 1166444.8),(21 1176265.9),(22 1222598.4),(23 1286434.5),(24 1359635.8),(25 1421999.4),(26 1474925.5),(27 1485915.5),(28 1460910.6),(29 1461695),(30 1474439.3),(31 1465105.8),(32 1449661.4),(33 1465455),(34 1518176.5),(35 1560650.4),(36 1580798.4),(37 1596820.5),(38 1635618.3),(39 1699021.1),(40 1756618),(41 1765749.8),(42 1741303.9),(43 1689185.1),(44 1678884.3),(45 1708011.9),(46 1710185.6),(47 1679859.5),(48 1644070),(49 1624915.3),(50 1646662.8),(51 1682721.4),(52 1696732.4),(53 1659771.3),(54 1604248.8),(55 1583778.9),(56 1572267.6),(57 1560388.5),(58 1560217.6),(59 1559958.8),(60 1553001.6),(61 1556191),(62 1569052.3),(63 1593218.6),(64 1593863.6),(65 1553818.4),(66 1505139.6),(67 1469950.8),(68 1434305.4),(69 1391100.5),(70 1353724.8),(71 1334134),(72 1333559),(73 1339280.1),(74 1331176.4),(75 1314380.1),(76 1316823.6),(77 1351933.8),(78 1408521.4),(79 1442983.3),
