1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 254936.38),(2 550396.06),(3 815331.5),(4 1280892.6),(5 1691340),(6 2086037.9),(7 2592260),(8 3079869.3),(9 3596206.8),(10 4163355),(11 4622374),(12 5071284.5),(13 5843417.5),(14 6491488),(15 7106705.5),(16 7980332),(17 8638934),(18 9232326),(19 10138385),(20 10843842),(21 11458765),(22 12096271),(23 12539795),(24 13024437),(25 13557877),(26 14149283),(27 14659564),(28 14959829),(29 15268008),(30 15649663),(31 16108261),(32 16721744),(33 17209806),(34 17732684),(35 18318342),(36 18848568),(37 19311378),(38 19860826),(39 20322674),(40 20692502),(41 21773526),(42 22280630),(43 22655810),(44 23279504),(45 23687622),(46 24070000),(47 24290054),(48 24465042),(49 24662226),(50 24921318),(51 25368166),(52 25738486),(53 26327846),(54 27062422),(55 27630728),(56 28471480),(57 29481958),(58 30265014),(59 31355234),(60 32592874),(61 33505758),(62 34524684),(63 36535950),(64 37890452),(65 39079092),(66 40202852),(67 41253588),(68 42266028),(69 42950140),(70 43790820),(71 44642052),(72 44801876),(73 45368068),(74 45859796),(75 46230028),(76 46576276),(77 46869732),(78 46702944),(79 46561936),
(1 22.625914),(2 33.866714),(3 42.09951),(4 44.97406),(5 46.239666),(6 46.73359),(7 48.088573),(8 49.17472),(9 49.418922),(10 49.586353),(11 49.55165),(12 50.2198),(13 50.78131),(14 51.547363),(15 51.428856),(16 52.27067),(17 52.851254),(18 53.152332),(19 54.003597),(20 54.240093),(21 54.4328),(22 55.22581),(23 55.278484),(24 55.92149),(25 55.601017),(26 56.06605),(27 55.958847),(28 55.82056),(29 56.026768),(30 55.988777),(31 56.076145),(32 56.892838),(33 56.903347),(34 57.03811),(35 57.08779),(36 57.52386),(37 57.415302),(38 57.732353),(39 57.458916),(40 57.30536),(41 57.487568),(42 57.64727),(43 57.60193),(44 57.596714),(45 57.364845),(46 57.30757),(47 57.769505),(48 58.00134),(49 58.27992),(50 58.295162),(51 58.484505),(52 59.134945),(53 59.41864),(54 59.170536),(55 59.210762),(56 59.028942),(57 59.650185),(58 59.902225),(59 59.69884),(60 60.43062),(61 60.596584),(62 61.044765),(63 61.835995),(64 61.8471),(65 61.557255),(66 62.216785),(67 62.938393),(68 63.82973),(69 64.506226),(70 65.31123),(71 65.92328),(72 64.86021),(73 64.97962),(74 65.00551),(75 64.54269),(76 64.21741),(77 64.33988),(78 63.544754),(79 64.2013),
(1 22.40278),(2 33.68686),(3 41.534534),(4 43.77374),(5 45.00835),(6 45.795635),(7 47.143265),(8 47.78964),(9 48.292007),(10 48.66878),(11 48.927437),(12 49.51476),(13 50.067314),(14 50.847275),(15 50.545547),(16 51.140667),(17 51.657803),(18 51.837967),(19 52.667427),(20 53.13713),(21 53.331993),(22 53.78629),(23 54.063335),(24 54.538326),(25 54.507057),(26 54.98479),(27 54.667397),(28 54.299984),(29 54.472565),(30 54.634827),(31 55.13187),(32 55.654037),(33 55.571033),(34 54.734394),(35 55.43236),(36 56.048244),(37 56.621323),(38 57.239117),(39 56.977062),(40 56.86397),(41 56.80148),(42 57.21032),(43 57.139427),(44 57.519756),(45 57.27249),(46 57.643047),(47 58.446186),(48 58.583607),(49 58.975147),(50 58.797207),(51 58.802868),(52 59.22265),(53 59.483704),(54 60.062145),(55 60.399815),(56 60.333607),(57 60.35593),(58 59.935776),(59 59.33131),(60 59.41057),(61 59.72122),(62 60.231445),(63 60.59722),(64 60.62939),(65 60.4144),(66 60.82405),(67 61.507263),(68 61.91728),(69 62.093113),(70 62.07957),(71 62.20016),(72 62.02441),(73 62.5055),(74 62.81668),(75 62.56508),(76 62.665794),(77 62.32245),(78 61.81139),(79 62.501762),
(1 22.076777),(2 32.88717),(3 40.63238),(4 42.768616),(5 43.60369),(6 44.62646),(7 45.809944),(8 46.831444),(9 47.652615),(10 48.181423),(11 48.45915),(12 49.081646),(13 49.534645),(14 50.30924),(15 50.266514),(16 51.043106),(17 50.975624),(18 50.58149),(19 50.810116),(20 50.992527),(21 51.20996),(22 52.00944),(23 52.027008),(24 52.555054),(25 52.852722),(26 53.24845),(27 53.0051),(28 52.95736),(29 53.341923),(30 53.10918),(31 53.479755),(32 53.72088),(33 53.791603),(34 54.044315),(35 53.573788),(36 53.550934),(37 53.887577),(38 54.644745),(39 54.457493),(40 54.589703),(41 55.245224),(42 55.734608),(43 55.840923),(44 56.210632),(45 56.174335),(46 55.881588),(47 56.398773),(48 56.462017),(49 56.97892),(50 57.050396),(51 57.428627),(52 57.555504),(53 57.532665),(54 58.16695),(55 58.452377),(56 58.289227),(57 58.90817),(58 59.017994),(59 58.421127),(60 58.48367),(61 58.568935),(62 59.120026),(63 59.75352),(64 60.077206),(65 60.076237),(66 61.307594),(67 61.79712),(68 62.456585),(69 62.62185),(70 63.461235),(71 64.25948),(72 63.74639),(73 63.538105),(74 63.688248),(75 62.722607),(76 63.35612),(77 63.378246),(78 62.99504),(79 63.585854),
(1 22.123093),(2 33.196228),(3 40.94478),(4 43.594284),(5 44.930447),(6 45.867474),(7 46.96107),(8 48.068653),(9 48.64509),(10 48.833393),(11 49.14119),(12 49.59127),(13 50.431934),(14 50.821716),(15 50.67582),(16 51.162693),(17 51.19296),(18 51.36154),(19 51.636814),(20 52.07736),(21 52.068783),(22 53.042057),(23 52.877796),(24 53.36708),(25 53.320576),(26 53.45133),(27 53.127426),(28 52.898052),(29 53.259068),(30 53.405197),(31 53.46158),(32 53.957294),(33 54.071743),(34 54.152805),(35 55.000706),(36 55.28072),(37 55.65846),(38 56.245426),(39 55.637623),(40 55.922054),(41 56.74663),(42 56.939884),(43 56.980667),(44 56.67414),(45 56.89145),(46 56.942562),(47 57.106575),(48 57.24936),(49 57.685802),(50 57.963814),(51 57.288483),(52 57.524),(53 57.857067),(54 58.19897),(55 58.37804),(56 58.07435),(57 57.83064),(58 57.40132),(59 56.99631),(60 57.56977),(61 57.72037),(62 58.045273),(63 57.64927),(64 58.03714),(65 58.074),(66 59.50614),(67 59.980206),(68 60.509346),(69 61.073708),(70 61.688812),(71 62.216297),(72 62.349598),(73 63.07523),(74 63.18702),(75 61.57558),(76 61.452103),(77 61.52677),(78 61.13081),(79 62.39221),
(1 21.895853),(2 32.251595),(3 39.657734),(4 41.82267),(5 43.20582),(6 44.207096),(7 45.461044),(8 46.591812),(9 47.105312),(10 47.01913),(11 47.098698),(12 47.50017),(13 47.99068),(14 48.800743),(15 48.916718),(16 49.627033),(17 50.082355),(18 50.4902),(19 50.77577),(20 50.528984),(21 50.626755),(22 50.62377),(23 50.857727),(24 51.510506),(25 51.610394),(26 51.80705),(27 51.918186),(28 51.30788),(29 51.451927),(30 51.744663),(31 52.233696),(32 52.460537),(33 52.929153),(34 52.852943),(35 53.275284),(36 53.60591),(37 54.013893),(38 54.61464),(39 54.324432),(40 54.38545),(41 54.610985),(42 54.730713),(43 54.67708),(44 54.929173),(45 54.85286),(46 54.926376),(47 55.067787),(48 55.14854),(49 55.811943),(50 56.542957),(51 56.73733),(52 56.795536),(53 56.565117),(54 57.15764),(55 57.28325),(56 56.80504),(57 56.83424),(58 57.171295),(59 57.33601),(60 57.901333),(61 57.75746),(62 57.460278),(63 57.518673),(64 57.697983),(65 57.804646),(66 59.220203),(67 60.008007),(68 60.317043),(69 60.603306),(70 60.949005),(71 61.49697),(72 61.39579),(73 61.666595),(74 61.73263),(75 60.724865),(76 60.618713),(77 60.356644),(78 59.43614),(79 59.31657),
(1 21.491507),(2 32.17411),(3 39.490234),(4 42.483414),(5 43.856674),(6 44.86122),(7 45.895554),(8 46.80073),(9 47.053703),(10 47.338104),(11 47.522503),(12 47.675453),(13 48.222534),(14 48.92945),(15 48.857735),(16 49.430336),(17 49.646908),(18 49.854034),(19 50.26266),(20 50.335815),(21 50.85423),(22 51.88803),(23 52.114445),(24 52.227962),(25 52.297928),(26 53.031372),(27 53.419994),(28 53.278255),(29 53.27298),(30 53.559814),(31 53.611443),(32 53.633835),(33 53.466366),(34 53.167572),(35 53.597675),(36 54.00941),(37 54.774582),(38 55.51498),(39 54.487682),(40 53.98326),(41 54.572735),(42 54.72764),(43 54.958942),(44 55.26214),(45 55.366768),(46 55.504604),(47 56.112682),(48 56.311398),(49 56.64797),(50 56.781944),(51 56.2993),(52 56.335083),(53 56.22064),(54 56.577072),(55 56.916527),(56 56.73583),(57 56.843662),(58 57.2527),(59 56.95559),(60 57.521988),(61 57.79092),(62 57.888607),(63 57.909313),(64 58.386063),(65 58.752644),(66 59.599735),(67 60.015495),(68 60.719597),(69 61.745377),(70 62.10498),(71 62.507225),(72 61.762302),(73 61.88138),(74 62.200054),(75 61.1627),(76 61.46649),(77 61.02257),(78 60.632454),(79 60.477585),
(1 21.464006),(2 32.056934),(3 39.828896),(4 42.589607),(5 43.702015),(6 44.92686),(7 45.815533),(8 46.670452),(9 46.934273),(10 47.50512),(11 47.731583),(12 48.119434),(13 48.58665),(14 49.555397),(15 49.592728),(16 49.678223),(17 50.066147),(18 50.193558),(19 50.866623),(20 50.954346),(21 51.14327),(22 51.90583),(23 51.685318),(24 52.0868),(25 52.47786),(26 52.936207),(27 52.555954),(28 52.773872),(29 53.07147),(30 53.853397),(31 54.417507),(32 54.34348),(33 54.674202),(34 54.84611),(35 55.58381),(36 55.948765),(37 55.929005),(38 57.162094),(39 56.0677),(40 55.99048),(41 56.17115),(42 56.550842),(43 56.241306),(44 55.90807),(45 56.179775),(46 56.421772),(47 56.975792),(48 56.914837),(49 57.078785),(50 56.592663),(51 56.57676),(52 56.926254),(53 57.27616),(54 57.27898),(55 56.994057),(56 56.606),(57 56.888615),(58 57.1199),(59 57.050854),(60 57.992466),(61 58.276096),(62 58.251266),(63 58.33221),(64 58.648006),(65 58.835056),(66 60.392887),(67 61.038467),(68 61.273727),(69 61.404),(70 61.3368),(71 61.49439),(72 60.794186),(73 60.563484),(74 60.81468),(75 60.073185),(76 60.157757),(77 60.09151),(78 60.012733),(79 60.203194),
(1 21.764803),(2 32.969852),(3 40.97584),(4 43.402588),(5 44.582832),(6 45.42225),(7 46.29428),(8 47.10941),(9 47.3278),(10 47.70008),(11 47.837414),(12 48.50077),(13 49.205822),(14 49.65637),(15 49.481644),(16 49.886944),(17 50.000393),(18 49.91671),(19 49.88685),(20 49.964825),(21 50.33124),(22 50.625168),(23 50.666405),(24 51.247284),(25 51.54282),(26 52.11143),(27 52.03343),(28 52.368687),(29 51.990585),(30 52.073883),(31 52.582973),(32 52.155426),(33 51.906567),(34 51.69811),(35 51.609333),(36 51.76057),(37 52.07626),(38 52.82652),(39 52.342556),(40 52.60075),(41 52.735134),(42 52.80054),(43 53.092186),(44 53.459526),(45 53.413746),(46 53.477005),(47 53.90583),(48 54.28926),(49 54.767418),(50 54.61044),(51 55.01061),(52 55.206352),(53 55.296524),(54 55.894775),(55 56.112045),(56 56.02819),(57 56.19605),(58 56.172363),(59 56.093285),(60 56.6118),(61 56.728767),(62 56.76422),(63 56.677387),(64 56.920353),(65 57.35719),(66 58.69254),(67 59.08622),(68 59.23905),(69 59.493736),(70 59.34056),(71 59.448467),(72 59.500454),(73 59.58798),(74 59.65698),(75 59.014378),(76 58.816494),(77 58.63943),(78 58.640415),(79 59.588463),
(1 21.647919),(2 32.138233),(3 39.983276),(4 42.443043),(5 43.917057),(6 44.755066),(7 45.64422),(8 46.32311),(9 46.690544),(10 47.02628),(11 47.436813),(12 47.956932),(13 49.061195),(14 49.64067),(15 49.85627),(16 50.09022),(17 50.3273),(18 50.412903),(19 50.701008),(20 50.79916),(21 51.220367),(22 51.495853),(23 51.119713),(24 51.425045),(25 51.4846),(26 52.448757),(27 52.41643),(28 52.74866),(29 52.66969),(30 52.78355),(31 53.32207),(32 53.743576),(33 53.81284),(34 53.178078),(35 52.758022),(36 52.55995),(37 52.714794),(38 54.025936),(39 53.438168),(40 53.438168),(41 53.8857),(42 53.980747),(43 54.224823),(44 54.55089),(45 54.659664),(46 55.141365),(47 55.862244),(48 55.98606),(49 56.037243),(50 55.97239),(51 55.813282),(52 55.76046),(53 56.088093),(54 56.453373),(55 56.84428),(56 56.64575),(57 56.58472),(58 56.710068),(59 56.05594),(60 57.069653),(61 57.371002),(62 57.536327),(63 57.05069),(64 57.35498),(65 57.583927),(66 58.924835),(67 59.164692),(68 59.796974),(69 60.049053),(70 59.96881),(71 59.957993),(72 59.83553),(73 60.069645),(74 60.298923),(75 59.21787),(76 59.23771),(77 59.26376),(78 59.17011),(79 60.433495),
(1 21.368738),(2 31.702332),(3 39.153225),(4 41.767876),(5 42.817467),(6 43.191048),(7 44.334156),(8 45.177406),(9 45.671535),(10 46.416103),(11 46.850704),(12 47.08401),(13 47.757736),(14 48.26932),(15 48.213676),(16 48.511757),(17 48.869267),(18 49.114063),(19 50.051895),(20 49.929497),(21 49.952927),(22 50.122055),(23 50.22117),(24 50.309395),(25 49.984528),(26 50.711487),(27 50.639812),(28 50.34412),(29 50.825302),(30 50.841053),(31 51.41493),(32 51.6375),(33 51.933636),(34 51.59817),(35 51.51708),(36 51.499725),(37 51.882286),(38 52.994797),(39 52.88296),(40 53.024914),(41 53.433838),(42 53.71532),(43 54.037388),(44 53.965393),(45 54.083424),(46 54.17084),(47 54.127907),(48 54.321976),(49 54.54921),(50 54.853165),(51 55.18708),(52 55.590317),(53 55.36081),(54 55.672157),(55 55.887802),(56 55.936676),(57 55.9785),(58 55.87758),(59 55.210644),(60 55.05836),(61 55.144028),(62 55.112514),(63 55.913002),(64 55.95285),(65 55.769817),(66 56.24067),(67 56.019604),(68 56.552982),(69 57.359543),(70 57.537495),(71 58.074764),(72 57.67727),(73 57.764908),(74 57.575165),(75 57.081673),(76 57.615597),(77 57.998917),(78 57.860725),(79 57.84175),
(1 21.527529),(2 32.247765),(3 39.75596),(4 42.158432),(5 43.606953),(6 44.497414),(7 45.21534),(8 46.115616),(9 46.36914),(10 47.18499),(11 47.362164),(12 47.941257),(13 48.946754),(14 49.805363),(15 49.687534),(16 50.026917),(17 50.065697),(18 50.0107),(19 50.59958),(20 50.728485),(21 50.926785),(22 51.162354),(23 51.306053),(24 51.868896),(25 51.938263),(26 52.259613),(27 52.273254),(28 52.27611),(29 52.19347),(30 52.30738),(31 52.296936),(32 52.030647),(33 52.195446),(34 52.299553),(35 52.30468),(36 52.354652),(37 52.65095),(38 54.002037),(39 53.828636),(40 53.885048),(41 53.946114),(42 54.433727),(43 54.582977),(44 54.678253),(45 54.769836),(46 55.024162),(47 55.67179),(48 56.105553),(49 56.21061),(50 56.24818),(51 55.987476),(52 56.40432),(53 56.636017),(54 57.284523),(55 57.44448),(56 56.914654),(57 57.10072),(58 57.133747),(59 56.739098),(60 56.85904),(61 56.89743),(62 56.950764),(63 57.223804),(64 57.0243),(65 56.860035),(66 57.55547),(67 58.000294),(68 58.323326),(69 59.47647),(70 59.561054),(71 60.173492),(72 59.603893),(73 59.714733),(74 60.07076),(75 58.799236),(76 59.022083),(77 58.990486),(78 59.07799),(79 59.37681),
(1 21.19189),(2 31.596626),(3 39.0061),(4 40.906303),(5 41.98774),(6 43.175774),(7 44.43408),(8 45.004482),(9 44.988583),(10 45.47765),(11 45.621838),(12 46.15496),(13 46.75517),(14 47.19318),(15 46.99253),(16 47.38697),(17 47.74293),(18 48.26013),(19 48.428932),(20 48.759346),(21 49.136333),(22 49.750546),(23 49.98742),(24 50.273575),(25 50.251907),(26 50.501163),(27 50.3851),(28 50.40359),(29 50.541523),(30 50.83399),(31 51.067425),(32 51.015457),(33 51.27727),(34 51.197758),(35 51.491646),(36 51.63647),(37 51.898273),(38 52.510365),(39 51.843845),(40 51.948387),(41 52.528084),(42 52.883728),(43 52.70328),(44 52.684864),(45 52.868206),(46 53.022617),(47 53.512226),(48 53.94606),(49 54.06374),(50 54.121616),(51 54.006344),(52 54.396915),(53 54.981102),(54 55.28504),(55 55.39628),(56 54.997314),(57 55.353928),(58 55.661293),(59 55.40526),(60 55.83802),(61 56.02173),(62 55.939083),(63 56.532368),(64 56.462135),(65 56.31731),(66 57.296467),(67 57.894405),(68 58.646103),(69 59.028248),(70 59.356518),(71 59.49864),(72 59.34068),(73 59.448124),(74 59.77755),(75 59.060905),(76 58.948257),(77 58.687603),(78 57.714447),(79 58.01692),
(1 21.537014),(2 32.0502),(3 39.4116),(4 41.7287),(5 42.96536),(6 44.14716),(7 45.038677),(8 45.844193),(9 46.206207),(10 46.977238),(11 47.20868),(12 47.752274),(13 48.611313),(14 48.89854),(15 49.21145),(16 49.318745),(17 49.650932),(18 49.7729),(19 50.43014),(20 50.37143),(21 50.39429),(22 50.556835),(23 50.917618),(24 51.20866),(25 51.046886),(26 51.80588),(27 51.701576),(28 52.0034),(29 51.75599),(30 51.763706),(31 52.130196),(32 51.870323),(33 52.045395),(34 51.721756),(35 52.42901),(36 52.917652),(37 53.383366),(38 54.092896),(39 53.950012),(40 53.91696),(41 53.961857),(42 53.770195),(43 53.46213),(44 53.790123),(45 53.911446),(46 54.102337),(47 54.08631),(48 54.74782),(49 54.776287),(50 55.172012),(51 54.663002),(52 54.85711),(53 55.054104),(54 55.565475),(55 55.34666),(56 54.7892),(57 54.67669),(58 54.48153),(59 54.350536),(60 54.54165),(61 54.906166),(62 55.045902),(63 55.62793),(64 55.6672),(65 55.342854),(66 56.385593),(67 56.84339),(68 57.553467),(69 57.877594),(70 58.444603),(71 58.879543),(72 58.361034),(73 58.570713),(74 58.954197),(75 58.43516),(76 58.46787),(77 58.22224),(78 57.955097),(79 58.132668),
(1 20.826777),(2 30.943645),(3 38.738724),(4 41.555992),(5 42.60183),(6 43.44174),(7 44.087044),(8 44.540604),(9 44.82689),(10 45.024216),(11 45.181118),(12 45.779465),(13 46.725983),(14 47.537453),(15 47.5805),(16 48.213295),(17 48.55134),(18 48.96164),(19 49.2978),(20 49.448566),(21 49.702732),(22 50.34086),(23 50.45272),(24 50.984024),(25 50.764923),(26 50.440624),(27 50.313232),(28 50.57876),(29 50.175964),(30 50.378292),(31 50.161427),(32 50.401035),(33 50.573425),(34 50.64024),(35 51.10239),(36 51.367157),(37 51.71991),(38 52.144554),(39 52.10371),(40 52.225586),(41 52.679348),(42 52.675545),(43 52.530853),(44 52.479794),(45 52.568333),(46 52.83888),(47 52.710587),(48 53.030174),(49 53.337296),(50 53.76669),(51 53.991646),(52 54.346176),(53 54.669865),(54 55.103),(55 55.06539),(56 54.544605),(57 54.568394),(58 54.735558),(59 54.1907),(60 54.69293),(61 54.87988),(62 54.945118),(63 55.144306),(64 55.189896),(65 55.07229),(66 56.289562),(67 56.677193),(68 57.28771),(69 57.625122),(70 57.79561),(71 58.355873),(72 58.187954),(73 58.45989),(74 58.49569),(75 57.366005),(76 57.423126),(77 57.221493),(78 56.80037),(79 56.878407),
(1 20.693466),(2 31.025454),(3 38.59025),(4 40.897938),(5 42.191257),(6 42.99237),(7 43.670055),(8 44.431282),(9 44.5387),(10 44.86251),(11 45.13599),(12 45.75773),(13 47.003345),(14 47.6838),(15 47.653664),(16 47.883797),(17 48.131065),(18 48.56902),(19 49.05241),(20 48.912903),(21 48.684464),(22 48.95857),(23 49.235775),(24 49.74131),(25 50.12182),(26 50.117783),(27 49.85548),(28 49.908867),(29 49.99282),(30 49.939953),(31 50.410522),(32 50.71623),(33 51.026337),(34 51.70896),(35 51.582466),(36 51.68653),(37 52.085503),(38 52.884773),(39 52.57229),(40 52.83366),(41 52.985893),(42 52.989006),(43 52.728275),(44 52.977528),(45 52.913284),(46 52.913254),(47 52.953854),(48 53.16968),(49 53.491367),(50 53.988155),(51 53.816628),(52 53.870388),(53 54.017242),(54 54.20618),(55 54.32287),(56 54.50284),(57 54.484436),(58 54.52222),(59 53.968002),(60 54.667343),(61 55.04345),(62 55.46444),(63 55.338272),(64 55.040466),(65 54.762383),(66 55.53743),(67 55.91693),(68 56.250477),(69 57.04326),(70 57.397957),(71 57.770744),(72 57.51009),(73 57.918335),(74 58.343212),(75 57.279682),(76 57.05744),(77 56.70807),(78 55.905334),(79 56.62571),
(1 20.756382),(2 31.35424),(3 39.107754),(4 41.06185),(5 41.99265),(6 42.410484),(7 43.45997),(8 44.194084),(9 44.947067),(10 45.529438),(11 46.05518),(12 46.572643),(13 47.244247),(14 47.65112),(15 47.374863),(16 47.505424),(17 47.759495),(18 48.042084),(19 48.4595),(20 48.425987),(21 48.716484),(22 49.49621),(23 49.515003),(24 49.716557),(25 49.785313),(26 50.039917),(27 50.695873),(28 51.00326),(29 51.153687),(30 51.711273),(31 52.021877),(32 52.03899),(33 51.919243),(34 51.904022),(35 51.9751),(36 52.136604),(37 52.350624),(38 53.130352),(39 53.46813),(40 53.664497),(41 53.673637),(42 53.65158),(43 53.414997),(44 54.049393),(45 54.01896),(46 53.964394),(47 54.032524),(48 54.302273),(49 54.3355),(50 54.403866),(51 54.62951),(52 55.10681),(53 55.34947),(54 55.830456),(55 56.057384),(56 55.916904),(57 56.11859),(58 56.35589),(59 55.37577),(60 55.625324),(61 55.892292),(62 56.01181),(63 56.823196),(64 57.181522),(65 57.53124),(66 57.867825),(67 58.03244),(68 58.74797),(69 59.12576),(70 59.226955),(71 59.453835),(72 59.085957),(73 59.431664),(74 59.411644),(75 58.692375),(76 58.675343),(77 58.898117),(78 58.406544),(79 59.56645),
(1 20.606945),(2 30.643158),(3 37.99006),(4 39.647785),(5 40.65572),(6 41.19782),(7 42.709087),(8 43.53271),(9 43.46438),(10 43.802948),(11 44.365707),(12 44.804043),(13 45.803257),(14 46.1105),(15 45.851994),(16 46.161667),(17 46.057613),(18 46.392002),(19 46.44331),(20 46.75998),(21 47.04188),(22 47.831127),(23 47.92626),(24 48.05399),(25 48.34411),(26 48.71038),(27 48.80376),(28 49.165173),(29 49.336628),(30 49.61328),(31 49.115448),(32 49.72281),(33 49.954426),(34 50.00404),(35 50.269863),(36 50.54611),(37 50.66297),(38 51.679813),(39 51.394222),(40 51.69756),(41 52.193413),(42 52.355804),(43 52.22132),(44 52.34491),(45 52.470078),(46 52.692127),(47 52.83292),(48 53.22053),(49 53.32095),(50 53.13701),(51 53.187466),(52 53.66765),(53 53.965614),(54 54.666763),(55 55.03276),(56 54.79998),(57 55.017838),(58 55.04991),(59 54.53674),(60 55.145485),(61 55.32146),(62 55.817863),(63 56.150116),(64 56.497448),(65 56.882515),(66 57.255795),(67 57.558006),(68 57.8262),(69 58.70553),(70 58.876144),(71 59.18782),(72 58.361088),(73 58.22145),(74 58.13762),(75 57.4575),(76 57.464954),(77 57.061096),(78 56.058346),(79 56.915432),
(1 20.465775),(2 30.76936),(3 38.33623),(4 40.322285),(5 41.321274),(6 41.98859),(7 43.31525),(8 44.216194),(9 44.53567),(10 45.055798),(11 45.59453),(12 45.904797),(13 46.75146),(14 47.571697),(15 47.610355),(16 47.772617),(17 47.96735),(18 48.124966),(19 48.259415),(20 48.84412),(21 49.178097),(22 49.49652),(23 49.687996),(24 49.789448),(25 49.747482),(26 50.151806),(27 50.10555),(28 49.998447),(29 50.059647),(30 50.597675),(31 50.794598),(32 50.75238),(33 50.50901),(34 51.01741),(35 51.53819),(36 51.75318),(37 52.21547),(38 52.67953),(39 52.479126),(40 52.682594),(41 52.915535),(42 52.861305),(43 53.277122),(44 53.372433),(45 53.463745),(46 53.250187),(47 53.582756),(48 53.97467),(49 54.18749),(50 54.46212),(51 54.453777),(52 54.765823),(53 55.170513),(54 55.74218),(55 56.047085),(56 56.08765),(57 56.107597),(58 56.09586),(59 55.62441),(60 56.36298),(61 56.54746),(62 56.83017),(63 57.36169),(64 57.623474),(65 57.710457),(66 58.977123),(67 58.86878),(68 59.295174),(69 59.767036),(70 60.259537),(71 60.510086),(72 60.077034),(73 60.02087),(74 60.221016),(75 59.017017),(76 58.60821),(77 58.241005),(78 58.32934),(79 58.688194),
