1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 937675.8),(2 2782657.8),(3 5281310.5),(4 8314009.5),(5 11209989),(6 13452648),(7 15529197),(8 17336552),(9 18786194),(10 19604090),(11 20062642),(12 20240030),(13 19904744),(14 19270646),(15 18455626),(16 17578426),(17 16651984),(18 15647480),(19 14804035),(20 14093137),(21 13873875),(22 13670284),(23 13961765),(24 14354680),(25 14380597),(26 14530096),(27 14719739),(28 15214777),(29 15606221),(30 15954779),(31 15941252),(32 15646732),(33 15199203),(34 14241017),(35 13102152),(36 12066355),(37 11371581),(38 10718094),(39 10282987),(40 9787121),(41 9275332),(42 8819897),(43 8602854),(44 8687049),(45 8926673),(46 9256353),(47 9771103),(48 10314099),(49 10818155),(50 11138837),(51 11224732),(52 11084370),(53 10758219),(54 10188361),(55 9565688),(56 9010492),(57 8599124),(58 8181196),(59 7814014),(60 7516042.5),(61 7297064),(62 7156885.5),(63 7203082.5),(64 7376068),(65 7649284),(66 7816595.5),(67 7898716),(68 7821515.5),(69 7735976),(70 7686212),(71 7713862.5),(72 7790782.5),(73 7881603.5),(74 7997510),(75 8119367.5),(76 8230346.5),(77 8238157.5),(78 8328942.5),(79 8423533),
(1 54.773937),(2 72.41013),(3 86.37975),(4 94.79176),(5 102.815155),(6 107.84712),(7 111.197945),(8 114.33011),(9 117.82926),(10 119.80085),(11 123.14239),(12 124.68089),(13 125.78222),(14 125.50026),(15 126.83765),(16 127.93143),(17 127.66061),(18 127.47922),(19 129.96074),(20 130.59775),(21 131.78032),(22 130.56602),(23 130.78073),(24 130.11035),(25 131.11914),(26 132.8177),(27 133.36255),(28 135.22926),(29 136.90833),(30 136.72643),(31 138.23358),(32 137.26738),(33 137.0856),(34 136.71121),(35 136.79443),(36 137.53436),(37 138.97473),(38 138.09184),(39 138.69408),(40 139.07828),(41 138.04666),(42 138.39659),(43 138.84073),(44 138.64001),(45 138.05061),(46 137.99834),(47 138.083),(48 139.61783),(49 141.24289),(50 140.9433),(51 141.81668),(52 141.59381),(53 141.87662),(54 141.36354),(55 141.97002),(56 142.20876),(57 141.78763),(58 141.02281),(59 140.79033),(60 140.76688),(61 140.4148),(62 139.31375),(63 139.37831),(64 138.64662),(65 138.94305),(66 138.00711),(67 138.87248),(68 138.98288),(69 139.73901),(70 140.27177),(71 140.04785),(72 140.75366),(73 141.65457),(74 142.219),(75 142.51216),(76 143.07095),(77 143.64113),(78 142.84218),(79 143.52065),
(1 54.037228),(2 72.09389),(3 85.724785),(4 93.16908),(5 100.515884),(6 105.70325),(7 110.095024),(8 113.04594),(9 114.37825),(10 116.44503),(11 119.44779),(12 119.92693),(13 121.237816),(14 121.99477),(15 123.187515),(16 124.1535),(17 125.057014),(18 125.58624),(19 127.133575),(20 127.97734),(21 128.57295),(22 128.0329),(23 129.38315),(24 128.94025),(25 130.44185),(26 130.79451),(27 132.64803),(28 134.26381),(29 135.93277),(30 135.80762),(31 137.29675),(32 136.33362),(33 135.70753),(34 135.36928),(35 134.45354),(36 135.02348),(37 135.40652),(38 135.07861),(39 133.78242),(40 134.41354),(41 134.26968),(42 135.04512),(43 136.00998),(44 136.10092),(45 137.21727),(46 137.02017),(47 137.40335),(48 138.9612),(49 139.99298),(50 140.31113),(51 140.6958),(52 139.83612),(53 139.7193),(54 139.04411),(55 139.63348),(56 139.04692),(57 139.22092),(58 137.82599),(59 136.88531),(60 136.68079),(61 136.6115),(62 135.64029),(63 135.71489),(64 134.82753),(65 135.58443),(66 135.10083),(67 135.1163),(68 135.38603),(69 135.95006),(70 135.63478),(71 136.287),(72 136.91252),(73 138.72934),(74 139.15007),(75 140.1393),(76 139.904),(77 141.31178),(78 140.757),(79 142.80527),
(1 53.56662),(2 70.823715),(3 84.031815),(4 92.383026),(5 100.08348),(6 104.39863),(7 109.602776),(8 111.601234),(9 114.07635),(10 115.16047),(11 116.6858),(12 117.95691),(13 118.13453),(14 117.91209),(15 118.32133),(16 118.83048),(17 119.639275),(18 119.585976),(19 120.238434),(20 122.18412),(21 122.13531),(22 122.00397),(23 122.836426),(24 124.00805),(25 125.69784),(26 126.23534),(27 127.09717),(28 129.02254),(29 129.73714),(30 130.31538),(31 130.67691),(32 130.47716),(33 129.80234),(34 127.9594),(35 128.30498),(36 129.22559),(37 130.20451),(38 129.48898),(39 129.38194),(40 130.14429),(41 130.36832),(42 130.47597),(43 130.34222),(44 130.45995),(45 132.27177),(46 132.61563),(47 132.6825),(48 133.32153),(49 134.00996),(50 134.08075),(51 132.81975),(52 132.4074),(53 132.10017),(54 131.62732),(55 132.44409),(56 131.3615),(57 131.35312),(58 130.98988),(59 130.16481),(60 129.06412),(61 129.4864),(62 128.80077),(63 129.48349),(64 129.10481),(65 129.64162),(66 129.57753),(67 130.34433),(68 130.51938),(69 130.81046),(70 131.32962),(71 131.78622),(72 133.27985),(73 134.74948),(74 135.05832),(75 135.51018),(76 135.61394),(77 135.7787),(78 135.56116),(79 137.70326),
(1 53.575375),(2 70.17099),(3 83.38271),(4 93.08259),(5 100.06592),(6 105.08963),(7 110.11766),(8 112.435745),(9 115.45288),(10 116.16314),(11 117.73504),(12 117.99637),(13 118.411354),(14 118.84625),(15 119.931145),(16 121.30864),(17 121.69131),(18 121.6764),(19 122.423164),(20 123.19952),(21 122.72717),(22 122.50155),(23 122.8757),(24 123.04323),(25 125.13427),(26 124.87519),(27 125.304726),(28 127.083275),(29 128.34915),(30 128.6098),(31 129.72726),(32 129.22156),(33 129.1538),(34 128.39705),(35 128.21904),(36 128.55165),(37 128.78316),(38 128.16068),(39 128.52988),(40 129.05002),(41 130.22029),(42 129.82164),(43 129.83582),(44 129.81143),(45 130.20688),(46 130.25511),(47 131.14468),(48 131.45631),(49 131.74094),(50 131.36937),(51 131.26585),(52 131.89326),(53 132.1293),(54 131.589),(55 132.4087),(56 131.23734),(57 130.57915),(58 129.71724),(59 130.27505),(60 130.72502),(61 130.89258),(62 129.98944),(63 130.80577),(64 130.27036),(65 130.32536),(66 129.69708),(67 129.64578),(68 129.71501),(69 130.43062),(70 130.96893),(71 132.23917),(72 132.83195),(73 134.80013),(74 134.78448),(75 135.41615),(76 135.85078),(77 136.46234),(78 136.72758),(79 137.41579),
(1 51.42808),(2 68.28532),(3 82.15837),(4 91.03293),(5 98.64719),(6 103.227325),(7 107.05622),(8 109.274475),(9 112.49541),(10 112.81986),(11 115.572655),(12 115.32115),(13 117.30228),(14 116.9774),(15 117.88235),(16 118.997696),(17 119.78184),(18 120.20151),(19 121.73553),(20 122.17918),(21 122.69406),(22 122.6551),(23 123.311134),(24 123.765076),(25 124.36834),(26 124.57916),(27 124.42274),(28 125.865555),(29 128.50237),(30 128.5554),(31 129.98587),(32 130.01573),(33 130.10399),(34 129.17914),(35 128.56447),(36 129.07962),(37 128.70499),(38 128.20831),(39 128.20032),(40 127.933174),(41 128.33295),(42 128.59822),(43 128.89624),(44 128.16086),(45 127.588745),(46 128.19414),(47 128.39072),(48 128.89684),(49 130.05945),(50 130.67767),(51 130.79138),(52 132.18843),(53 132.68521),(54 132.38629),(55 132.02512),(56 131.12259),(57 131.52058),(58 130.57686),(59 130.44255),(60 130.33588),(61 129.87445),(62 130.06439),(63 130.22443),(64 130.33434),(65 130.24937),(66 130.39432),(67 130.38593),(68 129.81808),(69 130.69218),(70 130.59773),(71 131.10094),(72 132.16698),(73 132.687),(74 132.40831),(75 133.00958),(76 133.79408),(77 134.79001),(78 135.47934),(79 136.47108),
(1 52.464317),(2 70.07445),(3 84.25023),(4 93.12667),(5 99.82169),(6 105.16692),(7 109.169),(8 112.013664),(9 114.16217),(10 115.0822),(11 116.80009),(12 116.06136),(13 117.87558),(14 118.148),(15 118.51785),(16 119.53347),(17 120.92427),(18 121.070915),(19 122.65679),(20 122.26407),(21 123.6278),(22 123.514244),(23 123.97131),(24 124.49581),(25 124.179405),(26 123.895966),(27 124.65956),(28 127.0348),(29 129.52563),(30 129.87244),(31 131.1952),(32 130.26265),(33 129.84404),(34 129.11266),(35 128.6714),(36 129.29173),(37 130.09972),(38 129.03754),(39 130.03886),(40 130.39188),(41 131.37187),(42 131.55136),(43 131.58836),(44 132.50725),(45 132.90187),(46 132.61014),(47 133.4417),(48 133.56583),(49 134.48122),(50 135.20036),(51 135.73735),(52 136.80017),(53 136.9848),(54 136.48409),(55 136.3419),(56 135.01022),(57 134.66351),(58 133.55055),(59 133.95644),(60 133.50705),(61 132.93149),(62 131.64131),(63 130.42874),(64 130.09824),(65 129.75467),(66 129.81932),(67 129.81381),(68 129.37674),(69 129.97949),(70 129.2756),(71 130.1207),(72 130.93114),(73 131.96437),(74 131.95831),(75 132.59038),(76 132.73775),(77 133.3568),(78 133.63286),(79 135.43372),
(1 50.704292),(2 67.54132),(3 81.570984),(4 89.83465),(5 96.87384),(6 101.46908),(7 105.774),(8 108.16676),(9 111.07176),(10 112.183266),(11 114.4098),(12 114.51224),(13 115.930016),(14 116.476166),(15 117.60366),(16 119.26429),(17 120.55093),(18 120.7436),(19 121.671585),(20 120.32951),(21 121.09305),(22 119.88387),(23 119.28355),(24 119.61601),(25 120.097534),(26 119.43178),(27 120.06279),(28 123.362015),(29 125.85407),(30 126.81773),(31 127.15239),(32 126.88156),(33 126.04465),(34 125.12557),(35 124.672424),(36 125.02322),(37 126.12215),(38 125.8629),(39 126.067986),(40 125.78935),(41 125.75423),(42 126.079926),(43 126.28258),(44 126.088524),(45 126.43433),(46 125.72098),(47 125.77745),(48 125.49459),(49 125.35936),(50 125.55678),(51 126.127),(52 126.69611),(53 126.91985),(54 126.98345),(55 126.71721),(56 126.618614),(57 126.338936),(58 126.63712),(59 126.12704),(60 126.03354),(61 126.59645),(62 125.72343),(63 125.974724),(64 125.75864),(65 125.58222),(66 125.407234),(67 125.16381),(68 125.02939),(69 125.04165),(70 124.73802),(71 126.01044),(72 126.755775),(73 127.53376),(74 127.24105),(75 127.7802),(76 127.88156),(77 128.06946),(78 129.38896),(79 131.05884),
(1 50.920567),(2 67.15571),(3 80.16375),(4 88.756615),(5 95.31854),(6 100.358665),(7 104.830956),(8 107.30523),(9 110.42322),(10 110.8378),(11 112.868515),(12 112.47327),(13 114.007126),(14 113.92377),(15 115.70508),(16 117.24572),(17 118.1204),(18 117.79647),(19 118.91495),(20 119.37739),(21 119.597084),(22 118.52918),(23 118.36588),(24 118.526215),(25 118.54543),(26 118.72404),(27 119.9994),(28 121.33933),(29 124.02773),(30 125.28053),(31 126.64458),(32 125.91137),(33 124.34811),(34 124.30065),(35 124.49344),(36 123.470856),(37 123.92853),(38 123.954254),(39 124.15346),(40 124.471466),(41 124.34341),(42 123.94125),(43 124.929405),(44 124.839226),(45 125.02183),(46 125.65065),(47 126.2611),(48 127.09939),(49 128.36476),(50 128.05421),(51 127.226944),(52 127.86955),(53 128.43706),(54 128.38535),(55 128.11946),(56 128.12773),(57 127.99763),(58 127.02206),(59 127.3859),(60 127.00125),(61 127.81602),(62 126.96929),(63 126.674805),(64 126.337585),(65 127.066216),(66 127.46126),(67 127.33375),(68 127.463165),(69 128.38423),(70 127.70744),(71 128.57869),(72 129.80002),(73 130.92355),(74 131.1055),(75 131.84082),(76 132.0699),(77 132.67152),(78 133.41107),(79 135.64337),
(1 50.252277),(2 66.28959),(3 79.65971),(4 87.341484),(5 93.21362),(6 97.65038),(7 101.28781),(8 103.620476),(9 106.322876),(10 107.57116),(11 109.9808),(12 109.50555),(13 110.736206),(14 110.72895),(15 112.362236),(16 113.55424),(17 114.03167),(18 113.93311),(19 114.66075),(20 115.30283),(21 115.836235),(22 115.383644),(23 115.03116),(24 115.30259),(25 116.912),(26 117.25278),(27 118.63541),(28 119.276535),(29 121.81857),(30 122.23645),(31 122.33435),(32 120.91111),(33 120.30975),(34 119.3925),(35 119.9343),(36 118.91232),(37 118.81899),(38 119.128365),(39 119.34768),(40 119.63765),(41 119.87131),(42 119.34784),(43 119.57457),(44 120.20908),(45 121.487),(46 122.69011),(47 123.5698),(48 124.86147),(49 126.11188),(50 125.60716),(51 125.17075),(52 125.026596),(53 125.08866),(54 124.27803),(55 124.214),(56 124.13516),(57 123.96362),(58 123.13951),(59 123.25106),(60 123.535805),(61 123.92087),(62 122.60438),(63 121.48282),(64 121.37093),(65 121.76515),(66 122.21095),(67 122.09186),(68 122.36965),(69 122.69641),(70 123.32222),(71 124.24426),(72 124.786415),(73 126.031624),(74 126.28033),(75 127.51112),(76 128.50523),(77 128.67188),(78 129.69957),(79 131.17973),
(1 49.662678),(2 65.374825),(3 78.40719),(4 86.69459),(5 92.505104),(6 97.452446),(7 101.457016),(8 104.34542),(9 107.26217),(10 108.05514),(11 110.71972),(12 110.67725),(13 111.483086),(14 111.62526),(15 112.77276),(16 112.82449),(17 113.973335),(18 114.16985),(19 115.23947),(20 114.85817),(21 115.94983),(22 115.74207),(23 116.41276),(24 116.3467),(25 117.79826),(26 117.596565),(27 117.62932),(28 118.66183),(29 120.632774),(30 121.141174),(31 121.99659),(32 121.44685),(33 121.36863),(34 119.79015),(35 119.89342),(36 118.43068),(37 119.854614),(38 118.91721),(39 117.91579),(40 119.071365),(41 119.64297),(42 120.409874),(43 121.10551),(44 121.95045),(45 122.97423),(46 124.03944),(47 125.18294),(48 125.34337),(49 126.96611),(50 126.66224),(51 126.35935),(52 126.30808),(53 126.33977),(54 125.3378),(55 124.848236),(56 124.82273),(57 124.65594),(58 123.899086),(59 124.0796),(60 124.8111),(61 124.84887),(62 123.66799),(63 123.36663),(64 123.65186),(65 123.86787),(66 123.51438),(67 123.55232),(68 123.868576),(69 124.65481),(70 125.09695),(71 125.320694),(72 125.13069),(73 126.649284),(74 127.12103),(75 127.228584),(76 127.72188),(77 128.053),(78 128.05399),(79 129.8843),
(1 49.484715),(2 66.21463),(3 79.759125),(4 88.22047),(5 95.37674),(6 99.6985),(7 103.99055),(8 106.66008),(9 109.73511),(10 110.48284),(11 113.034065),(12 113.78098),(13 114.55815),(14 113.96774),(15 116.03515),(16 117.25868),(17 117.911125),(18 118.82763),(19 119.92525),(20 120.32641),(21 120.58682),(22 119.13043),(23 119.14019),(24 119.45204),(25 119.902954),(26 121.218636),(27 121.47552),(28 122.87455),(29 125.36579),(30 126.606674),(31 127.81663),(32 125.91332),(33 125.96214),(34 124.90445),(35 125.37683),(36 123.2953),(37 124.15697),(38 123.70926),(39 122.938576),(40 123.36768),(41 123.50637),(42 123.676796),(43 123.4521),(44 124.62703),(45 124.92106),(46 126.196785),(47 127.30586),(48 127.72429),(49 127.6674),(50 128.75975),(51 127.70507),(52 127.12165),(53 126.98402),(54 125.53139),(55 125.60812),(56 125.77588),(57 126.069534),(58 125.38377),(59 125.66936),(60 124.898895),(61 126.08541),(62 125.150986),(63 124.37339),(64 124.50688),(65 125.11955),(66 125.24449),(67 125.32224),(68 125.91834),(69 127.057976),(70 126.69304),(71 127.67236),(72 128.34624),(73 129.67514),(74 130.22585),(75 130.82368),(76 131.99858),(77 132.86441),(78 132.08356),(79 134.17586),
(1 48.5182),(2 64.70589),(3 77.45331),(4 85.876434),(5 93.490005),(6 97.30577),(7 101.264824),(8 102.69173),(9 106.27505),(10 106.625534),(11 107.98345),(12 108.05229),(13 108.92724),(14 109.304375),(15 109.52024),(16 110.83023),(17 110.65668),(18 111.73924),(19 112.33016),(20 114.197495),(21 114.95568),(22 114.70234),(23 114.72333),(24 114.76361),(25 115.158966),(26 115.7239),(27 116.76404),(28 117.626274),(29 120.388084),(30 121.403404),(31 122.08051),(32 120.00281),(33 119.64777),(34 118.60731),(35 117.12293),(36 116.09863),(37 115.62751),(38 115.29879),(39 114.70473),(40 115.15534),(41 115.958664),(42 115.91359),(43 116.68871),(44 118.21451),(45 118.66538),(46 119.65476),(47 120.4281),(48 121.56186),(49 122.983284),(50 123.89966),(51 122.973076),(52 122.00736),(53 121.876236),(54 121.69133),(55 121.37265),(56 121.337006),(57 121.596886),(58 121.10665),(59 121.4363),(60 121.178986),(61 121.15935),(62 120.188614),(63 119.996666),(64 120.04319),(65 120.38914),(66 120.0692),(67 119.93772),(68 120.36012),(69 120.94298),(70 121.31017),(71 122.141075),(72 122.85548),(73 124.555534),(74 125.217),(75 125.72586),(76 126.14679),(77 126.35378),(78 127.38932),(79 129.02077),
(1 47.8847),(2 62.950222),(3 76.844055),(4 83.983604),(5 90.554016),(6 94.80362),(7 98.47724),(8 100.8472),(9 103.71484),(10 104.769295),(11 107.24353),(12 107.13995),(13 108.61481),(14 108.1813),(15 108.742325),(16 109.8907),(17 110.1733),(18 111.74015),(19 112.66466),(20 113.09385),(21 113.37454),(22 112.16275),(23 112.477905),(24 112.29898),(25 112.75876),(26 112.93875),(27 113.488815),(28 114.92454),(29 116.86223),(30 118.06028),(31 119.901726),(32 118.68873),(33 118.33863),(34 116.812325),(35 116.98919),(36 117.14644),(37 117.23186),(38 117.277756),(39 117.60146),(40 117.4628),(41 117.97651),(42 117.89685),(43 119.1758),(44 119.142746),(45 120.10275),(46 120.19874),(47 121.13228),(48 122.88727),(49 123.69012),(50 123.721146),(51 122.151886),(52 121.99611),(53 121.4593),(54 120.820984),(55 120.711296),(56 121.73192),(57 122.63896),(58 122.10842),(59 122.83074),(60 122.47137),(61 122.61798),(62 122.20309),(63 121.674034),(64 122.01398),(65 122.55653),(66 121.78859),(67 121.68441),(68 122.466156),(69 122.78742),(70 122.39457),(71 122.96663),(72 123.859024),(73 124.89948),(74 125.13946),(75 126.558174),(76 126.70788),(77 127.25252),(78 127.61059),(79 129.67151),
(1 47.58326),(2 62.412422),(3 75.70435),(4 83.09473),(5 90.32434),(6 94.61493),(7 99.45518),(8 102.13636),(9 104.93161),(10 105.382996),(11 107.04672),(12 107.08592),(13 108.913704),(14 109.34893),(15 109.597824),(16 111.0154),(17 112.73045),(18 113.9729),(19 115.51179),(20 115.58019),(21 116.64197),(22 114.71385),(23 114.52594),(24 114.492386),(25 114.36727),(26 114.39076),(27 115.010826),(28 115.48109),(29 116.495926),(30 116.85759),(31 117.69923),(32 116.88584),(33 117.03024),(34 116.07832),(35 116.36707),(36 117.38351),(37 117.519066),(38 117.135445),(39 118.05834),(40 118.62451),(41 119.04498),(42 119.08913),(43 120.12793),(44 120.79233),(45 122.26425),(46 122.89663),(47 123.24278),(48 124.25744),(49 125.57368),(50 125.28845),(51 124.50946),(52 125.06683),(53 125.74165),(54 124.61581),(55 124.81622),(56 125.07263),(57 124.26889),(58 124.33261),(59 124.78714),(60 124.16857),(61 124.61701),(62 124.1959),(63 123.383835),(64 122.95039),(65 123.25663),(66 122.78546),(67 123.40885),(68 123.57118),(69 124.11604),(70 123.817276),(71 124.375275),(72 125.0077),(73 126.02841),(74 126.84781),(75 128.31241),(76 128.66815),(77 130.46721),(78 131.13516),(79 133.25838),
(1 47.15361),(2 61.238274),(3 73.1126),(4 80.398056),(5 86.953026),(6 89.49663),(7 93.26761),(8 95.87797),(9 98.63121),(10 99.49296),(11 100.90736),(12 101.937515),(13 103.76415),(14 103.757645),(15 103.06964),(16 103.94964),(17 105.46184),(18 105.839165),(19 106.79463),(20 107.8579),(21 108.099976),(22 107.99193),(23 108.19158),(24 107.83553),(25 108.39297),(26 109.34734),(27 109.91614),(28 110.39929),(29 112.019485),(30 111.64794),(31 112.52266),(32 111.65963),(33 111.295715),(34 110.6937),(35 110.391685),(36 110.9212),(37 110.39589),(38 110.671074),(39 110.127525),(40 111.02446),(41 111.71094),(42 110.71238),(43 111.078285),(44 111.4049),(45 112.411125),(46 113.11333),(47 113.49276),(48 114.82053),(49 115.13271),(50 115.00498),(51 114.53941),(52 113.85079),(53 113.91172),(54 113.314095),(55 113.2376),(56 113.5828),(57 112.97047),(58 112.720894),(59 112.31854),(60 111.894905),(61 111.66863),(62 110.84349),(63 110.01118),(64 110.63177),(65 110.3998),(66 110.129),(67 110.73933),(68 110.742065),(69 111.87102),(70 112.26664),(71 113.03286),(72 113.907265),(73 114.65291),(74 115.59646),(75 116.43258),(76 116.72448),(77 117.31748),(78 117.72067),(79 119.41561),
(1 46.536266),(2 61.057594),(3 72.851685),(4 80.9212),(5 87.84514),(6 91.91392),(7 95.77242),(8 97.824425),(9 100.96452),(10 101.038086),(11 101.88923),(12 102.16893),(13 104.38302),(14 104.31698),(15 104.65989),(16 106.226074),(17 108.15368),(18 108.364395),(19 108.453865),(20 108.6257),(21 108.97283),(22 108.55981),(23 108.79116),(24 108.4628),(25 109.84778),(26 110.710625),(27 110.88128),(28 111.876495),(29 114.11831),(30 113.90308),(31 115.01767),(32 114.32781),(33 113.654175),(34 112.64294),(35 112.30203),(36 112.49843),(37 112.87009),(38 112.45248),(39 110.97364),(40 111.34075),(41 112.079956),(42 111.17814),(43 111.3585),(44 112.05223),(45 114.07915),(46 114.48918),(47 115.329475),(48 115.55602),(49 114.9605),(50 114.34707),(51 114.32508),(52 113.893234),(53 113.705185),(54 113.42709),(55 113.169044),(56 112.54405),(57 112.59354),(58 111.180824),(59 110.23967),(60 109.83343),(61 109.026146),(62 109.287254),(63 109.561325),(64 109.64398),(65 110.14598),(66 109.90404),(67 110.332466),(68 110.49184),(69 110.83192),(70 111.317154),(71 112.3516),(72 112.36405),(73 113.3219),(74 114.208305),(75 114.8905),(76 116.167915),(77 116.97497),(78 116.57518),(79 118.041046),
(1 45.673954),(2 60.464855),(3 72.46589),(4 79.94493),(5 85.50202),(6 90.142975),(7 93.91287),(8 95.31643),(9 98.40524),(10 98.26294),(11 98.975784),(12 98.90613),(13 100.379036),(14 100.574936),(15 102.34779),(16 102.96057),(17 104.013115),(18 104.05623),(19 104.95589),(20 105.46095),(21 105.82403),(22 106.01118),(23 106.86647),(24 106.67759),(25 106.469826),(26 107.28275),(27 107.54504),(28 108.61484),(29 110.31835),(30 110.19363),(31 109.924286),(32 109.96358),(33 109.81372),(34 108.62057),(35 107.71547),(36 107.97281),(37 109.04508),(38 109.61104),(39 109.26354),(40 109.64672),(41 109.4369),(42 108.71692),(43 108.675934),(44 108.63205),(45 109.74394),(46 110.615555),(47 110.45441),(48 110.78379),(49 111.32884),(50 110.99709),(51 110.58699),(52 110.69845),(53 110.91922),(54 110.829796),(55 111.23821),(56 111.23685),(57 111.42958),(58 110.69224),(59 110.54117),(60 110.07203),(61 110.147575),(62 109.54634),(63 110.13092),(64 109.984955),(65 109.543686),(66 109.76719),(67 109.91384),(68 109.49845),(69 109.87487),(70 109.34323),(71 109.620895),(72 110.25643),(73 111.25783),(74 111.57345),(75 111.90334),(76 112.634895),(77 114.105194),(78 113.03228),(79 114.70508),
(1 45.74716),(2 59.864323),(3 72.432755),(4 79.11659),(5 85.52618),(6 89.136505),(7 92.82102),(8 94.95674),(9 97.06669),(10 97.570854),(11 99.35989),(12 99.5964),(13 101.264824),(14 101.61979),(15 103.66012),(16 104.036125),(17 104.48982),(18 104.6606),(19 105.32451),(20 105.4962),(21 106.041405),(22 106.207794),(23 106.8352),(24 106.43414),(25 107.82037),(26 107.792725),(27 107.71603),(28 108.34265),(29 109.69894),(30 109.97935),(31 110.050964),(32 110.22511),(33 110.8328),(34 109.32799),(35 108.394745),(36 108.54883),(37 108.8854),(38 109.16857),(39 108.91365),(40 108.68589),(41 109.081566),(42 109.136215),(43 109.889915),(44 110.18404),(45 111.38066),(46 111.787735),(47 113.246864),(48 113.82357),(49 115.15353),(50 115.04015),(51 114.88379),(52 114.98315),(53 114.90672),(54 114.37051),(55 114.254875),(56 113.480225),(57 111.83799),(58 110.72702),(59 110.019264),(60 109.89049),(61 110.008484),(62 109.984886),(63 109.36902),(64 109.6819),(65 110.01213),(66 109.850586),(67 109.86612),(68 110.389854),(69 111.02994),(70 110.46362),(71 110.62437),(72 111.07919),(73 112.25777),(74 112.38737),(75 112.890144),(76 113.800835),(77 114.733284),(78 114.160706),(79 115.64379),
