1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43960.406),(2 147698.27),(3 307294.25),(4 513295.34),(5 781255.94),(6 1073925.1),(7 1401190.4),(8 1746136.6),(9 2104424.5),(10 2481033.8),(11 2856814),(12 3234835.3),(13 3645865.3),(14 4042797.3),(15 4463060.5),(16 4933485.5),(17 5417556),(18 5941976.5),(19 6420008),(20 6882434),(21 7330041.5),(22 7748696.5),(23 8123807.5),(24 8489161),(25 8805596),(26 9111160),(27 9414029),(28 9773456),(29 10067293),(30 10327469),(31 10534648),(32 10771159),(33 11012182),(34 11251568),(35 11475928),(36 11682355),(37 11830997),(38 11974717),(39 12042859),(40 12107512),(41 12138832),(42 12153423),(43 12164784),(44 12197544),(45 12210357),(46 12266967),(47 12343195),(48 12409912),(49 12420079),(50 12432768),(51 12452983),(52 12502283),(53 12605827),(54 12705152),(55 12833888),(56 13014443),(57 13185093),(58 13359380),(59 13487765),(60 13621772),(61 13760073),(62 13938573),(63 14098136),(64 14365925),(65 14657963),(66 14976672),(67 15291265),(68 15604963),(69 15868496),(70 16145351),(71 16469981),(72 16765531),(73 17074580),(74 17389830),(75 17705114),(76 18040552),(77 18434122),(78 18822322),(79 19280582),
(1 21149.955),(2 74992.47),(3 150309.95),(4 236134.45),(5 326204.8),(6 410080.97),(7 482784.97),(8 541764.94),(9 588115.9),(10 620578.4),(11 642888.6),(12 655244.56),(13 661337.6),(14 666883.44),(15 676072.56),(16 686048.94),(17 694903.25),(18 702239.8),(19 710833.2),(20 714981),(21 718047.2),(22 720002.4),(23 721695.44),(24 720759.56),(25 720368.2),(26 720633.25),(27 723827.06),(28 727871.3),(29 734064.25),(30 737723.06),(31 740967.06),(32 744463.9),(33 746865.06),(34 750863.25),(35 752586.75),(36 751016.9),(37 750060.5),(38 750059.4),(39 754181.25),(40 762274),(41 768833.25),(42 769026.7),(43 766322.5),(44 758110.5),(45 747446.1),(46 735785.4),(47 724181.6),(48 711744.56),(49 697603.8),(50 683362.8),(51 668555.8),(52 656905.6),(53 649632.94),(54 648304.2),(55 649360.25),(56 653051.44),(57 659083.9),(58 666843.5),(59 674343.06),(60 678213.9),(61 678496.4),(62 673461.9),(63 667094.44),(64 660471.75),(65 654647.94),(66 651988.4),(67 653322.75),(68 659153.25),(69 667048.56),(70 676087.06),(71 683062),(72 690915.2),(73 699248.9),(74 709544.3),(75 720120.2),(76 727619.06),(77 729946.9),(78 726711.7),(79 715929.4),
(1 23929.975),(2 85297.086),(3 170343.14),(4 265160.3),(5 357310.9),(6 438466.38),(7 508288.66),(8 567724.1),(9 611109.25),(10 642022.9),(11 660791.6),(12 671555.7),(13 675399.25),(14 676006.56),(15 681211.94),(16 688826.75),(17 697457.94),(18 704394.25),(19 711731),(20 718571.4),(21 722402.6),(22 724895.3),(23 725824.94),(24 729182.6),(25 739227.9),(26 751703.6),(27 762523.8),(28 768958),(29 774201.3),(30 774165.8),(31 770506.6),(32 766736.1),(33 764295.75),(34 761956.1),(35 759463),(36 752964.75),(37 747717.9),(38 746768.3),(39 753159.5),(40 763938.3),(41 773163.1),(42 779518.8),(43 784735.4),(44 781771.1),(45 772318.5),(46 759927.75),(47 746661.94),(48 728564.1),(49 713183.8),(50 701465.9),(51 692370.1),(52 683092.6),(53 676425),(54 671784.75),(55 669302.6),(56 672166.5),(57 679666.2),(58 687561.7),(59 695856.9),(60 703887.6),(61 711619.56),(62 713983.94),(63 712264.1),(64 707050.75),(65 698173.4),(66 690467.8),(67 683890.56),(68 675824.56),(69 666950.9),(70 659090.9),(71 654993.6),(72 658780),(73 668233.75),(74 679548.06),(75 692901.94),(76 703746.7),(77 713763.8),(78 718799.75),(79 719533.56),
(1 21853.777),(2 78050.734),(3 156603.69),(4 242088.94),(5 324890.88),(6 400816.56),(7 466905.3),(8 518128.88),(9 555221.06),(10 581986.3),(11 602596.7),(12 618828.44),(13 633614.5),(14 648145.06),(15 661064.7),(16 673402.8),(17 682808.7),(18 686506),(19 682991.75),(20 678832.9),(21 674212.5),(22 670455.9),(23 663690.56),(24 658210.25),(25 656392.4),(26 658109.94),(27 664709.44),(28 672495.6),(29 681992.1),(30 693177.4),(31 698418.5),(32 696980.5),(33 690284.7),(34 677544),(35 663589),(36 648307.9),(37 637622.25),(38 633462.6),(39 637991),(40 651003.2),(41 663951.06),(42 676841.06),(43 688953.44),(44 698256.8),(45 704939.7),(46 708675.44),(47 710667.9),(48 704292.94),(49 694878.75),(50 683754.44),(51 668386.1),(52 652741.25),(53 639974),(54 631886.7),(55 627506.25),(56 626697.3),(57 630893.4),(58 637824.25),(59 646537.4),(60 652187.1),(61 657198.56),(62 663057.25),(63 667683.06),(64 673609.4),(65 678593.56),(66 681175.8),(67 680039.3),(68 675150.7),(69 667859.7),(70 662877.1),(71 662132.1),(72 665468),(73 669410.8),(74 673132.4),(75 678033.94),(76 680680),(77 682129.25),(78 678294.44),(79 672086.75),
(1 21983.43),(2 79015.52),(3 157061.64),(4 241327.86),(5 320934.47),(6 389114.25),(7 445891.94),(8 489051.13),(9 521270.06),(10 545712.8),(11 565257.06),(12 581887.2),(13 594944.25),(14 603833.5),(15 615947.6),(16 631046.6),(17 644822.25),(18 654268.7),(19 659260.8),(20 656513.06),(21 647618.7),(22 638488.2),(23 627593.75),(24 616515.8),(25 610120.25),(26 606381.06),(27 603352.44),(28 600936),(29 604814.9),(30 612033),(31 617583.8),(32 621986.8),(33 625091),(34 624910.94),(35 623764.5),(36 622108.3),(37 622688.7),(38 623959.06),(39 625889.25),(40 631179.44),(41 636101.5),(42 636984.06),(43 638725.7),(44 643294.5),(45 644805.56),(46 639850.94),(47 632275.4),(48 627242.4),(49 626931.8),(50 628216.75),(51 628982.25),(52 628024.7),(53 627397.75),(54 627889.9),(55 633051.44),(56 642101.44),(57 652859.25),(58 663358.5),(59 674776.56),(60 685018.9),(61 690479.44),(62 695008.3),(63 699817.75),(64 705819.4),(65 706980.4),(66 707986),(67 709221.06),(68 710236.5),(69 705626.1),(70 698466.94),(71 690597.25),(72 680729.44),(73 669427.2),(74 659465.06),(75 653169.06),(76 646889.75),(77 641546.2),(78 636217.8),(79 634814.7),
(1 24480.225),(2 89583.77),(3 180679.5),(4 279358.78),(5 373921.4),(6 457703.5),(7 524593),(8 572423.2),(9 603336.6),(10 621873.4),(11 632540.7),(12 641366.7),(13 649985.1),(14 657951.06),(15 668201.3),(16 674069.6),(17 677106.2),(18 679225.4),(19 674336.94),(20 667659.06),(21 663705.25),(22 657144.06),(23 645939.5),(24 633693.6),(25 623273.6),(26 612816.4),(27 605087.6),(28 601634.9),(29 601959.56),(30 602967.2),(31 606682.25),(32 613526),(33 620251.5),(34 628469.6),(35 637532.44),(36 649742.5),(37 663568.44),(38 675666.9),(39 682570.1),(40 687448.8),(41 691842.94),(42 695941.44),(43 699561.1),(44 706492.06),(45 711146.56),(46 711190.4),(47 707001.8),(48 700694),(49 693446.9),(50 687973.8),(51 683123.4),(52 678720.8),(53 673299.5),(54 667829.5),(55 667625.25),(56 672288.44),(57 682120.1),(58 692197.44),(59 703603.06),(60 714994.94),(61 724391.8),(62 725815.6),(63 724064.1),(64 721274.94),(65 714063.06),(66 707680.3),(67 701124.5),(68 694669.5),(69 689385.4),(70 684407.94),(71 679457.3),(72 670250.4),(73 658361.06),(74 646414.8),(75 637180.5),(76 630149.56),(77 629185.75),(78 631694.25),(79 638414),
(1 22496.188),(2 79993.96),(3 160071.13),(4 247885.33),(5 334821.66),(6 411681.84),(7 472848.34),(8 515110.75),(9 540163),(10 552746.8),(11 555688.3),(12 554188.06),(13 552230.1),(14 551334.1),(15 552448.3),(16 554505.8),(17 556753.9),(18 557549.9),(19 555797.5),(20 560245.5),(21 565589.7),(22 569804.75),(23 575178.94),(24 583117.4),(25 588459.2),(26 588320),(27 584834.7),(28 582408.6),(29 582078),(30 583248.94),(31 584163.94),(32 584726.25),(33 582436.1),(34 577815.8),(35 574437.7),(36 574881.75),(37 577170.3),(38 582775.7),(39 588731.7),(40 597097.06),(41 602803.3),(42 607792.1),(43 617936.75),(44 630071.2),(45 637359.9),(46 639927.94),(47 642842.8),(48 640056.9),(49 631606.56),(50 618473.1),(51 604698.1),(52 595115.94),(53 589505.44),(54 588037.6),(55 592997.9),(56 603408.4),(57 614626.94),(58 624890.7),(59 633173.9),(60 641800.5),(61 648402.9),(62 655144.3),(63 661992.9),(64 666777.7),(65 668443.06),(66 666783.2),(67 663588.56),(68 654926.1),(69 642294.6),(70 627417.7),(71 612742),(72 598091.25),(73 586042.3),(74 577582.3),(75 573679.5),(76 574918.9),(77 581737.8),(78 593036.56),(79 606445.5),
(1 19847.527),(2 68912.3),(3 135427.17),(4 208227.1),(5 280108.4),(6 344327.2),(7 396718.63),(8 434469.53),(9 460446.8),(10 475764.2),(11 486147.84),(12 490075.4),(13 491860.75),(14 494201.25),(15 496810.3),(16 497068.66),(17 499159.56),(18 504315.06),(19 510529.7),(20 520307.34),(21 532105.3),(22 542321.06),(23 552365.7),(24 564490),(25 575249.5),(26 582606.3),(27 590678.44),(28 597198.56),(29 601923.4),(30 607098.2),(31 610629.7),(32 612328.56),(33 613253.06),(34 614594.94),(35 616941.75),(36 617637.06),(37 618137.3),(38 618226.7),(39 616612.25),(40 614860.75),(41 612157.75),(42 611246.6),(43 614492.75),(44 620978.2),(45 627620.4),(46 633850.94),(47 636179.9),(48 632577),(49 623058.56),(50 611758.5),(51 599900.44),(52 590159),(53 586033.5),(54 586457.75),(55 588959.2),(56 593030.25),(57 598341.94),(58 605398.94),(59 612291.1),(60 620864.56),(61 629739.44),(62 635301.75),(63 637744),(64 638946.7),(65 637960.1),(66 635778.7),(67 636611.56),(68 640573.56),(69 648346.25),(70 655183.6),(71 662732.4),(72 667640.56),(73 670313),(74 674132.1),(75 676716.75),(76 677076.8),(77 679151.2),(78 684871.8),(79 690365.06),
(1 20530.756),(2 71432.64),(3 138334.36),(4 212091.81),(5 283416.44),(6 345587.97),(7 396584.4),(8 433954.84),(9 456045.25),(10 464966.22),(11 467339.88),(12 466305.7),(13 465163.2),(14 462700.78),(15 461876.3),(16 461209.28),(17 463002.16),(18 466639.22),(19 472260.75),(20 483606.8),(21 497742.34),(22 506608.28),(23 511758.16),(24 520856.3),(25 530104.3),(26 540313.94),(27 550648.2),(28 557130.94),(29 562840.75),(30 567055.75),(31 569449.2),(32 568823.25),(33 568048.94),(34 568220.3),(35 570185.1),(36 570706.56),(37 571384.94),(38 571582.06),(39 568991.56),(40 561509.56),(41 551373.7),(42 542124.5),(43 536287.94),(44 535481.8),(45 537421.9),(46 538185.5),(47 540654.2),(48 544447.8),(49 545727.75),(50 545161),(51 543112.56),(52 539796.1),(53 537013.8),(54 537256.75),(55 536487.4),(56 536809.1),(57 536363.6),(58 534383.44),(59 529352.44),(60 524332.56),(61 521141.16),(62 520227.3),(63 519349.16),(64 521500.97),(65 525102.2),(66 528702.4),(67 533469.9),(68 539234),(69 547283.8),(70 555763.56),(71 561953.75),(72 566414.44),(73 569488.94),(74 573630),(75 577625.3),(76 578784.6),(77 580432.8),(78 582132.3),(79 582558.2),
(1 21259.596),(2 74266.61),(3 144703.31),(4 218811.83),(5 286397.34),(6 342291.66),(7 384521.25),(8 412095.25),(9 425371.47),(10 430348),(11 429698.94),(12 429654.53),(13 432491.63),(14 434686.94),(15 436153.44),(16 439072.94),(17 445311.06),(18 452525.38),(19 462225),(20 474294.66),(21 485275.28),(22 493246.28),(23 500270.56),(24 506485.25),(25 512998.94),(26 519320.75),(27 523647.38),(28 523121),(29 520800.25),(30 515888.94),(31 510999.8),(32 508218),(33 508177.8),(34 509740.16),(35 511701.25),(36 511334.94),(37 510652.8),(38 509511.44),(39 509763.44),(40 509520.53),(41 510431.56),(42 512684.38),(43 515746),(44 516460.56),(45 516322.06),(46 514028.56),(47 513381.34),(48 512721.06),(49 512154.44),(50 508590.2),(51 502273.8),(52 495120.66),(53 488410),(54 483768.63),(55 478390.1),(56 474757.8),(57 472176.66),(58 468993.9),(59 466437.53),(60 466231.72),(61 468704.53),(62 470178.66),(63 471229.63),(64 471762.28),(65 471011.44),(66 467585.84),(67 461737.84),(68 458162.06),(69 456640.38),(70 456032.56),(71 454885.47),(72 455056.16),(73 457812),(74 461096.75),(75 460827.9),(76 458711.38),(77 456937.16),(78 458166.38),(79 463381.16),
(1 19433.861),(2 67755.59),(3 132446.31),(4 202047.6),(5 267146.1),(6 321632.28),(7 364841.78),(8 397908.75),(9 422000.4),(10 436916.28),(11 446156.72),(12 450946.8),(13 453605.38),(14 455935.9),(15 459165.56),(16 463644.75),(17 467234.44),(18 470241.25),(19 470771.53),(20 470190.94),(21 470814.3),(22 470065.56),(23 468957),(24 468334.4),(25 469915.78),(26 471631.97),(27 475880.63),(28 478640.88),(29 480356.88),(30 478518.16),(31 478106.7),(32 478334.3),(33 480273.25),(34 483387.63),(35 484784.4),(36 482320.72),(37 474888.4),(38 467741.38),(39 461935.84),(40 457001.53),(41 453323.03),(42 452794.2),(43 456246.03),(44 457691.44),(45 457406.22),(46 456894.3),(47 459481.56),(48 459675.78),(49 461143.66),(50 464174.9),(51 468349.66),(52 472666.63),(53 474085.72),(54 475369.06),(55 475425.38),(56 475559.84),(57 477826.94),(58 480936.84),(59 485300.1),(60 489632.8),(61 494083.4),(62 497687.03),(63 499014.03),(64 496880.5),(65 493725.56),(66 489644.8),(67 484567.6),(68 479208.22),(69 474445.22),(70 470317.78),(71 469336.88),(72 472992.34),(73 480602.28),(74 487719.9),(75 493506.66),(76 495452.03),(77 496042.53),(78 493318.3),(79 490599.84),
(1 20154.963),(2 69799.555),(3 135671.75),(4 205826.02),(5 270214.16),(6 320699.22),(7 355739.94),(8 379998.63),(9 397299.72),(10 411058.75),(11 423539.2),(12 436048.56),(13 447431.1),(14 457522.63),(15 465702.44),(16 475610.3),(17 485284.56),(18 489947.53),(19 491716.75),(20 488774.4),(21 484151.6),(22 479540.3),(23 475797.66),(24 474319.13),(25 475199.4),(26 477616.56),(27 482098.03),(28 486717.2),(29 488763.8),(30 486744.22),(31 485307.6),(32 484192.1),(33 482780.78),(34 483958.22),(35 483716.8),(36 478912.2),(37 470862.63),(38 461094.44),(39 450800.88),(40 440505.38),(41 436122.22),(42 438331.34),(43 444559.13),(44 451363.7),(45 459210.53),(46 467110.75),(47 470898.25),(48 469278.03),(49 468108.03),(50 466431.53),(51 463463.22),(52 461068.75),(53 458129.53),(54 456641.2),(55 454544.13),(56 453340.9),(57 455005.34),(58 457115.9),(59 460456.03),(60 465921.47),(61 470365.2),(62 471437.38),(63 473092.8),(64 474549.78),(65 476669),(66 477352.78),(67 476745.1),(68 477481.56),(69 480831),(70 483401.97),(71 485864.28),(72 492167.1),(73 502549.88),(74 512161),(75 520121.2),(76 526171.94),(77 529850.44),(78 528719.75),(79 525783.9),
(1 19823.82),(2 69436.766),(3 134979.81),(4 202690.4),(5 263427.3),(6 311742.6),(7 346585.75),(8 368420.13),(9 381279.97),(10 386917.4),(11 385159.44),(12 380492.3),(13 374879.9),(14 371627.78),(15 371377.5),(16 377881.9),(17 389776.1),(18 403905.63),(19 415684.56),(20 425115.47),(21 431495.75),(22 432738.94),(23 431771.7),(24 429566.1),(25 427390.72),(26 422783.4),(27 421391.1),(28 422738.63),(29 427096.38),(30 432677.34),(31 437047.13),(32 441634.1),(33 445217.06),(34 447167.75),(35 445641.03),(36 444392.1),(37 443009.63),(38 439243.34),(39 433479.53),(40 425957.47),(41 418173.5),(42 413574.1),(43 413133.4),(44 415536.44),(45 416589.63),(46 420122.94),(47 423598.28),(48 426319.44),(49 428708.56),(50 429611.8),(51 429531.06),(52 429393.97),(53 430627.34),(54 431912.1),(55 431601.94),(56 431164.78),(57 431788.44),(58 432877.34),(59 434059.8),(60 440153.16),(61 448530.72),(62 452347.1),(63 452933.63),(64 453955.1),(65 456880.94),(66 459720.94),(67 460596.34),(68 461794.4),(69 463980.72),(70 465331.63),(71 466437.6),(72 468610.88),(73 475994.84),(74 486578.53),(75 497364.47),(76 507570.25),(77 514926.75),(78 516304.66),(79 512335.66),
(1 19167.889),(2 66545.914),(3 128560.08),(4 192082.13),(5 249780.67),(6 295659.44),(7 328248.4),(8 348268.53),(9 360846.3),(10 366769.1),(11 367414),(12 365906.78),(13 362084.38),(14 360294.22),(15 359526.2),(16 360694.3),(17 366119.8),(18 374251.34),(19 384456.9),(20 396402.03),(21 409027.88),(22 420205.13),(23 430190.47),(24 436510.7),(25 439737.53),(26 437926.3),(27 432030.25),(28 423775.34),(29 416262.3),(30 413111.22),(31 413202.3),(32 415891.22),(33 421135.75),(34 428194),(35 434913.22),(36 439375.88),(37 442542.9),(38 443280.25),(39 444157.9),(40 445012.88),(41 443036.97),(42 437996.88),(43 431970.8),(44 427531.78),(45 423776.88),(46 421080.4),(47 418914.88),(48 420150.2),(49 424353.3),(50 430295.78),(51 434811.3),(52 435111.6),(53 431192.2),(54 424691.8),(55 416942.75),(56 411445.6),(57 410342.9),(58 413068),(59 417332.1),(60 422283.22),(61 425164.97),(62 427329.1),(63 428945.47),(64 428811.66),(65 429369.6),(66 431108.4),(67 433752.88),(68 439075.03),(69 444364.13),(70 446867.47),(71 444516.2),(72 440776.3),(73 438175.8),(74 438326.47),(75 441885.66),(76 444738.53),(77 449539.3),(78 453526.53),(79 455420.53),
(1 17938.943),(2 62320.42),(3 119745.96),(4 179706.17),(5 235513.1),(6 280418.44),(7 312816.44),(8 332446.47),(9 339582.63),(10 341436.84),(11 341514.2),(12 342300.22),(13 342982.78),(14 347555.78),(15 353845.3),(16 361800.13),(17 372974.9),(18 386727.6),(19 397860.7),(20 407393.3),(21 414401.53),(22 418659.5),(23 422398.9),(24 426886.34),(25 431836.4),(26 434934.63),(27 435883.25),(28 432846.63),(29 429643.16),(30 427282.75),(31 424313.25),(32 421984.47),(33 421761.44),(34 421127.6),(35 420265.3),(36 421752.94),(37 426026.47),(38 431631),(39 436316.25),(40 438161.06),(41 437554.2),(42 434458.94),(43 431021.8),(44 426621.8),(45 423154.06),(46 418143.72),(47 412576.7),(48 410009.13),(49 409859.63),(50 412501.13),(51 414360.28),(52 414964.34),(53 415649.1),(54 412889.78),(55 410094.7),(56 408570.8),(57 407638.66),(58 408407.53),(59 413140.03),(60 419704.5),(61 425482.03),(62 434064.13),(63 442959.38),(64 446653.56),(65 445962.3),(66 441889.6),(67 436263.53),(68 430351.75),(69 425205.34),(70 422436.97),(71 420289.94),(72 419801),(73 419135.84),(74 419258.16),(75 421488.34),(76 424393.13),(77 428340.63),(78 431821.25),(79 435939.4),
(1 18428.896),(2 63433.723),(3 120755.97),(4 177492.83),(5 227941.28),(6 266348.53),(7 292683.47),(8 308721.7),(9 318523.28),(10 328497.53),(11 336823.72),(12 344502.5),(13 351701.44),(14 362559.44),(15 377155.1),(16 392543.25),(17 406141.22),(18 416531.97),(19 422367.06),(20 423651),(21 421988.13),(22 418333.28),(23 412917.5),(24 409611.8),(25 410182.47),(26 411731),(27 414668.34),(28 418636.44),(29 423467.6),(30 424354.53),(31 420499.16),(32 416415.13),(33 411987.8),(34 406723.4),(35 401198.38),(36 397163.5),(37 394183.06),(38 392525.2),(39 391196.84),(40 391668.44),(41 392082.1),(42 392887),(43 393663.4),(44 394772.6),(45 398141.66),(46 401610.7),(47 405659.4),(48 411835.8),(49 417544.25),(50 421579.1),(51 423147.9),(52 422257.38),(53 422436.13),(54 423936.9),(55 428362.13),(56 433347.72),(57 438262.1),(58 444627.75),(59 451345.66),(60 460305.63),(61 471701.66),(62 478528.4),(63 480458.38),(64 479003.06),(65 473633.63),(66 463895.4),(67 455810.3),(68 448494.97),(69 441019.25),(70 433365.2),(71 427380.78),(72 423683.13),(73 420851.56),(74 417678.5),(75 416349.66),(76 415173.88),(77 413663.06),(78 415072.78),(79 417711.53),
(1 18359.994),(2 63484.38),(3 121540.94),(4 180189.19),(5 232442.72),(6 272610.38),(7 298373.03),(8 311322.44),(9 318003.9),(10 320822.2),(11 324053.9),(12 329875.44),(13 335940.53),(14 344964.75),(15 360217.5),(16 379262.3),(17 394631.7),(18 405739.3),(19 413294.28),(20 416869.06),(21 415605.88),(22 412838.1),(23 407598.53),(24 401543.56),(25 398730.28),(26 400144.8),(27 403768.97),(28 406473.25),(29 405929.78),(30 401713.63),(31 395336.28),(32 388564.66),(33 382312.25),(34 376651.6),(35 373346.4),(36 371202.84),(37 368542.78),(38 367598.3),(39 368414.75),(40 369794.75),(41 370907.9),(42 369076.7),(43 365281.72),(44 363759.72),(45 365441.84),(46 369939.1),(47 378475.34),(48 389364.63),(49 397874.16),(50 402525.78),(51 402167.06),(52 400878.13),(53 399790.84),(54 399670.16),(55 397970.4),(56 396726.03),(57 397225.47),(58 403178.3),(59 413021.3),(60 425003.9),(61 436744.38),(62 446983.44),(63 454576.56),(64 458214.38),(65 456672.66),(66 451689.06),(67 444750.03),(68 437476.97),(69 431618.13),(70 429738.16),(71 428048.22),(72 426427.9),(73 422948.16),(74 418934.53),(75 414595.75),(76 410950.3),(77 408059.34),(78 406409.97),(79 404737.97),
(1 18755.06),(2 64759.95),(3 124695.93),(4 186051.6),(5 242110.34),(6 285299.63),(7 313908.3),(8 328827.5),(9 332669.53),(10 331733.8),(11 330008.94),(12 329553.28),(13 331797.7),(14 339597.84),(15 350552),(16 360510.03),(17 367532.4),(18 374814.44),(19 381613.5),(20 391070.06),(21 400031.88),(22 404590.22),(23 404396.38),(24 400719.06),(25 396601),(26 394902.53),(27 393045.7),(28 388288.16),(29 383049.06),(30 379705.63),(31 378832.6),(32 379544.4),(33 379813.4),(34 378299.03),(35 375210.53),(36 370938.78),(37 366175.9),(38 364184.6),(39 367402.63),(40 372768.66),(41 375176.4),(42 375143.03),(43 375385.47),(44 375416.3),(45 375873.97),(46 373626.25),(47 369830.06),(48 366743.03),(49 366427.22),(50 367372.56),(51 369154.72),(52 369484.6),(53 370655),(54 374127.5),(55 379841.84),(56 386764.44),(57 393475.16),(58 399024.5),(59 402499.06),(60 404048.03),(61 403225.94),(62 400208.16),(63 398731.97),(64 399275.4),(65 399910.22),(66 398220.44),(67 396862.1),(68 397681.28),(69 401019.2),(70 404977.94),(71 407286.5),(72 410256.3),(73 412432.72),(74 416489.78),(75 420560.25),(76 421425.34),(77 417286.3),(78 408436.13),(79 399047.63),
(1 18903.691),(2 64896.16),(3 124321.84),(4 182893.98),(5 231049.5),(6 263253.22),(7 281789.16),(8 289959.88),(9 292030.53),(10 293602.4),(11 297157.16),(12 303610.84),(13 311388.72),(14 319185.1),(15 326337.66),(16 330302.1),(17 334264.56),(18 338134.4),(19 340584.2),(20 344418.7),(21 347271.28),(22 350563),(23 355099.22),(24 356848.88),(25 356197.06),(26 353145.22),(27 347026.5),(28 341240.72),(29 340657.97),(30 339600.9),(31 340949.6),(32 343707.06),(33 344785.2),(34 343344.47),(35 340936.47),(36 337830.03),(37 334983.38),(38 335328.44),(39 340436.1),(40 347345.28),(41 353245.97),(42 359503.28),(43 365244.03),(44 369384.16),(45 371813.47),(46 371425.8),(47 366537.22),(48 361414.8),(49 355968.44),(50 349146.84),(51 342356.1),(52 337897.8),(53 337386.94),(54 340264.1),(55 346544),(56 353654.9),(57 358261.06),(58 359898.78),(59 358162.34),(60 352695.28),(61 345899.7),(62 339619.28),(63 336291.8),(64 335516.72),(65 335196.84),(66 334500.28),(67 333524.16),(68 333435.75),(69 336075.06),(70 338289.44),(71 340729.28),(72 346275.72),(73 352805.3),(74 358576.16),(75 362729.34),(76 363612.44),(77 361103),(78 359326.22),(79 358718.47),
