1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 157341.56),(2 599766),(3 1270492.5),(4 2079949.3),(5 2919388.8),(6 3703623.8),(7 4362884),(8 4845912.5),(9 5118894.5),(10 5197166.5),(11 5091497.5),(12 4857431.5),(13 4535215.5),(14 4199173),(15 3901749.5),(16 3691408.3),(17 3585800.3),(18 3585465),(19 3686946.8),(20 3848393.8),(21 4063720.3),(22 4312025),(23 4570642),(24 4825862),(25 5081229),(26 5330382.5),(27 5550773),(28 5755573.5),(29 5924234.5),(30 6065647.5),(31 6165366.5),(32 6241925),(33 6306973),(34 6339069),(35 6345859),(36 6350667),(37 6346435.5),(38 6354042.5),(39 6397533),(40 6474833.5),(41 6591484.5),(42 6739027),(43 6890507),(44 7012510.5),(45 7126398.5),(46 7186828.5),(47 7199652),(48 7147596.5),(49 7065537.5),(50 6968211.5),(51 6883006),(52 6855386.5),(53 6895477.5),(54 6998108),(55 7185167.5),(56 7414055),(57 7659861),(58 7888473),(59 8061795),(60 8141622.5),(61 8121267),(62 7989771),(63 7795569.5),(64 7567071.5),(65 7346215),(66 7166801.5),(67 7068343.5),(68 7059925),(69 7142391.5),(70 7262692),(71 7416058.5),(72 7541364),(73 7614780.5),(74 7646463.5),(75 7626044),(76 7597979),(77 7570757),(78 7568338),(79 7605506),
(1 173267.88),(2 662266.44),(3 1396556.1),(4 2271593.5),(5 3158369.3),(6 3943066),(7 4549393.5),(8 4919788.5),(9 5033322.5),(10 4911296.5),(11 4605760),(12 4200823.5),(13 3778347),(14 3446685),(15 3291632.3),(16 3347727),(17 3615875),(18 4049769),(19 4592592),(20 5136752.5),(21 5620823.5),(22 5972866),(23 6128019.5),(24 6086682),(25 5867966.5),(26 5540089.5),(27 5168736.5),(28 4842542.5),(29 4624816.5),(30 4569658.5),(31 4701124),(32 5020616.5),(33 5490813.5),(34 6041620),(35 6585224),(36 7044553.5),(37 7348159.5),(38 7463428),(39 7405734.5),(40 7197728.5),(41 6892383.5),(42 6537492),(43 6189182.5),(44 5906521.5),(45 5730576.5),(46 5662568),(47 5689372.5),(48 5756194.5),(49 5834006),(50 5876979.5),(51 5862262.5),(52 5792711.5),(53 5686321.5),(54 5565012),(55 5480972),(56 5452773.5),(57 5503501.5),(58 5637620),(59 5835664),(60 6045192),(61 6219668),(62 6295976.5),(63 6268089.5),(64 6109745.5),(65 5848290),(66 5528939.5),(67 5215282),(68 4987824),(69 4913045.5),(70 5007874.5),(71 5283459.5),(72 5640654.5),(73 6018890),(74 6349744),(75 6555220.5),(76 6638876),(77 6605406.5),(78 6516510),(79 6441590),
(1 113749.17),(2 431432.75),(3 905369.44),(4 1465561),(5 2029172),(6 2537085.5),(7 2952773),(8 3243863.8),(9 3399968.8),(10 3437881.3),(11 3376485),(12 3266445.5),(13 3146053.8),(14 3068221.5),(15 3070929.3),(16 3170779.3),(17 3365685.8),(18 3630525.8),(19 3949771.8),(20 4274859.5),(21 4588729.5),(22 4860455),(23 5046745),(24 5145229),(25 5141922),(26 5065166),(27 4921209),(28 4746037),(29 4576976),(30 4450679.5),(31 4388992.5),(32 4415303.5),(33 4522379),(34 4667367.5),(35 4828088.5),(36 4971584.5),(37 5061304.5),(38 5094176),(39 5073945.5),(40 4990787),(41 4870699),(42 4720293),(43 4557700.5),(44 4401467),(45 4269058),(46 4166647.3),(47 4108139.8),(48 4084005.8),(49 4102883.5),(50 4148633),(51 4205731),(52 4272414.5),(53 4329369.5),(54 4339130),(55 4304347),(56 4210154),(57 4062365.5),(58 3887414),(59 3698301),(60 3523652.5),(61 3389023.3),(62 3303620.5),(63 3289772.3),(64 3322945),(65 3385798.8),(66 3469923),(67 3562692.5),(68 3669778),(69 3782387),(70 3898218.3),(71 4013115),(72 4112567.8),(73 4178905.5),(74 4215016.5),(75 4202420.5),(76 4160471.8),(77 4095747),(78 4027089.3),(79 3965078.5),
(1 134047.63),(2 506366.72),(3 1052463),(4 1677873.9),(5 2288247),(6 2814004.5),(7 3200671.8),(8 3427287.3),(9 3490695.8),(10 3432286.5),(11 3285547.3),(12 3116622),(13 2966428.3),(14 2889792.3),(15 2905019),(16 3018449.5),(17 3225889),(18 3503410),(19 3820218.3),(20 4130978),(21 4419232),(22 4656677),(23 4826886.5),(24 4923303.5),(25 4942997),(26 4927327.5),(27 4869622),(28 4803743),(29 4751025),(30 4719459.5),(31 4706462),(32 4706929.5),(33 4709453.5),(34 4689566.5),(35 4668492),(36 4650090.5),(37 4636510.5),(38 4633812),(39 4651730),(40 4666207.5),(41 4675983),(42 4649866),(43 4582996),(44 4469030),(45 4313373.5),(46 4122809),(47 3924528.8),(48 3733170),(49 3575500.8),(50 3454574),(51 3376129.5),(52 3347274.5),(53 3349598.5),(54 3362694),(55 3382192),(56 3386987.5),(57 3374038.8),(58 3345636.3),(59 3314428.3),(60 3289754),(61 3286447),(62 3306064),(63 3360074.5),(64 3424978.3),(65 3496089.5),(66 3582064.3),(67 3673366.5),(68 3788699.3),(69 3924953.5),(70 4084671),(71 4272312),(72 4454672),(73 4614305.5),(74 4768652),(75 4902936.5),(76 5023384.5),(77 5134804),(78 5259045.5),(79 5382208),
(1 192683.11),(2 729680.56),(3 1513332.5),(4 2403370.8),(5 3244763),(6 3927952),(7 4366254.5),(8 4523042.5),(9 4426066),(10 4151347.3),(11 3795763),(12 3478983.5),(13 3286865),(14 3279112.3),(15 3473892.5),(16 3844806),(17 4320840.5),(18 4814720.5),(19 5250561),(20 5560918),(21 5734211),(22 5765953),(23 5680947),(24 5538448.5),(25 5406329),(26 5348621.5),(27 5364496.5),(28 5441051.5),(29 5535171.5),(30 5597609.5),(31 5575097.5),(32 5441759.5),(33 5195498),(34 4855560.5),(35 4500841.5),(36 4194825),(37 3993191.8),(38 3930351.5),(39 3997310.5),(40 4155874.3),(41 4369236),(42 4579013.5),(43 4724284.5),(44 4764200.5),(45 4697485.5),(46 4518586.5),(47 4270140.5),(48 3999291.3),(49 3764375.5),(50 3599449.5),(51 3520547.8),(52 3524460.8),(53 3585817.8),(54 3660300.5),(55 3732897.8),(56 3771466.3),(57 3771489.8),(58 3749502.8),(59 3715966.3),(60 3692272),(61 3719629.8),(62 3792961.8),(63 3912718.8),(64 4038327.8),(65 4141867.3),(66 4200136),(67 4195832.5),(68 4151873.8),(69 4098511),(70 4061382.3),(71 4079475),(72 4157267.3),(73 4285417.5),(74 4434395.5),(75 4578271),(76 4712738),(77 4834028.5),(78 4943518),(79 5032445.5),
(1 122070.47),(2 455438.94),(3 929408.44),(4 1459704.3),(5 1950177.4),(6 2341615.3),(7 2605535.8),(8 2737437.5),(9 2759921.5),(10 2718273.5),(11 2659082.8),(12 2633214.5),(13 2671150.5),(14 2786449.5),(15 2982625.5),(16 3238045.5),(17 3525513),(18 3782673.5),(19 3993498.8),(20 4102259.3),(21 4117483.8),(22 4042478.5),(23 3901309.8),(24 3753601.5),(25 3650373.3),(26 3639099.8),(27 3724397.8),(28 3902891.5),(29 4137367),(30 4371714.5),(31 4545375),(32 4618030),(33 4567739.5),(34 4395794.5),(35 4149697.5),(36 3881548.8),(37 3643214.8),(38 3470922.3),(39 3386218.8),(40 3384368.8),(41 3456781.3),(42 3556161.3),(43 3647774.8),(44 3699213.3),(45 3706003.3),(46 3669081),(47 3603121.3),(48 3526875.3),(49 3476892),(50 3464125.3),(51 3503080),(52 3591980.3),(53 3711011),(54 3829643.3),(55 3926240.8),(56 3972315.8),(57 3961153),(58 3905615),(59 3834285.5),(60 3791751),(61 3810390.5),(62 3882087),(63 4003140.3),(64 4140391),(65 4256633),(66 4325107.5),(67 4330876.5),(68 4294322.5),(69 4241522),(70 4190541.8),(71 4162014.3),(72 4151149.3),(73 4143813.3),(74 4150024.5),(75 4161264),(76 4206317),(77 4288090),(78 4404483),(79 4537056.5),
(1 76764.77),(2 288377.4),(3 599098),(4 957702.56),(5 1307672),(6 1609335.3),(7 1839895.8),(8 1987392.6),(9 2061640),(10 2090502.5),(11 2100506),(12 2128015.5),(13 2184938.3),(14 2277756.8),(15 2406617.8),(16 2552734.5),(17 2703868.5),(18 2826632),(19 2908671.5),(20 2930607.5),(21 2905482.3),(22 2836867.5),(23 2745192.3),(24 2652999.8),(25 2595068.5),(26 2591320.3),(27 2627665),(28 2696880.5),(29 2771502),(30 2826045),(31 2841080.5),(32 2819062.3),(33 2772566.5),(34 2724041.8),(35 2688186.5),(36 2684712.8),(37 2707120.5),(38 2743515.8),(39 2784908.5),(40 2821742.5),(41 2856933.3),(42 2878481),(43 2886076.5),(44 2885529.3),(45 2887232.3),(46 2888263.3),(47 2902360),(48 2925266.5),(49 2971788.8),(50 3025184.5),(51 3088565.8),(52 3164319.3),(53 3231805.8),(54 3284977.3),(55 3325680.5),(56 3347141.8),(57 3350537.3),(58 3343878.8),(59 3355421.5),(60 3393480.5),(61 3472638.3),(62 3592370.5),(63 3753121.5),(64 3922372.3),(65 4071913),(66 4161689.5),(67 4187398.8),(68 4164088),(69 4122003),(70 4090231.8),(71 4078297.3),(72 4065858),(73 4029642),(74 3978575.8),(75 3904634.3),(76 3833751.8),(77 3786931.5),(78 3765237.3),(79 3757707),
(1 79785.97),(2 300290.38),(3 615992.1),(4 968509.25),(5 1294970.3),(6 1555641.5),(7 1731427),(8 1834298.1),(9 1892993.8),(10 1943779.1),(11 2007610.9),(12 2101170.5),(13 2211539),(14 2316259),(15 2388684),(16 2422267.3),(17 2426294.5),(18 2405757.8),(19 2376339),(20 2339374.3),(21 2313882.3),(22 2301869),(23 2301463.8),(24 2317133.8),(25 2344050.5),(26 2384749.3),(27 2429775),(28 2480114.5),(29 2532623),(30 2579652.3),(31 2609572),(32 2609308),(33 2577041.3),(34 2511182.5),(35 2424885.3),(36 2339236),(37 2275756),(38 2248813.3),(39 2262817),(40 2303180),(41 2359509.8),(42 2412548.5),(43 2442687.5),(44 2451860.5),(45 2460278),(46 2472136.8),(47 2509320),(48 2560678),(49 2635051.8),(50 2711425.8),(51 2786009.3),(52 2859651),(53 2935334.8),(54 3010563.5),(55 3092401),(56 3171356.3),(57 3240482.5),(58 3291134.8),(59 3326392.5),(60 3343668),(61 3354135.3),(62 3370340),(63 3405450.5),(64 3450316.5),(65 3508269.5),(66 3563832.5),(67 3606774),(68 3620619.3),(69 3607270.5),(70 3572950.5),(71 3516586.8),(72 3438836.3),(73 3336694.3),(74 3230369),(75 3137857.8),(76 3078994.5),(77 3052177),(78 3048077),(79 3036489.5),
(1 102955.83),(2 382273.84),(3 768021.44),(4 1165917.4),(5 1492308),(6 1709019.6),(7 1819976.5),(8 1863806.3),(9 1907019),(10 2000680.9),(11 2156430),(12 2363072.3),(13 2566387),(14 2712249),(15 2769868),(16 2734467.8),(17 2640919),(18 2543467),(19 2489276.5),(20 2495112),(21 2548655),(22 2614339.3),(23 2651569),(24 2649710),(25 2604872.3),(26 2529278.3),(27 2449771),(28 2404362),(29 2415156),(30 2481878),(31 2577247.5),(32 2661558.3),(33 2705805),(34 2689127.5),(35 2609205),(36 2489943.5),(37 2367410),(38 2282291.5),(39 2266671.3),(40 2320671.3),(41 2418696.8),(42 2521501.5),(43 2601371),(44 2654994.5),(45 2696005.5),(46 2734249.8),(47 2785788.5),(48 2839748),(49 2902039),(50 2955768.8),(51 2987108.8),(52 3006187.5),(53 3021944),(54 3038655.3),(55 3069105.3),(56 3111437),(57 3156366),(58 3182296.8),(59 3174045.3),(60 3116940.5),(61 3036767),(62 2964826.5),(63 2929477.3),(64 2932996.5),(65 2969768),(66 3014978),(67 3047596.3),(68 3050504),(69 3034953.5),(70 3014852),(71 3018804.5),(72 3049273),(73 3084196),(74 3104660),(75 3086442.5),(76 3035535.5),(77 2977979.5),(78 2959038),(79 2995134),
(1 113547.13),(2 415062.97),(3 813542.9),(4 1194987.5),(5 1466207.6),(6 1599338.6),(7 1620887.3),(8 1583812.3),(9 1551235.1),(10 1564310.1),(11 1631970.9),(12 1741093.6),(13 1854017.3),(14 1944549.4),(15 1997165.6),(16 2008825.5),(17 1992840),(18 1968736.3),(19 1960170),(20 1975347.6),(21 2009782.9),(22 2044786.8),(23 2060875.9),(24 2048028.8),(25 2022801.3),(26 1999479.4),(27 2000308.8),(28 2038498.6),(29 2117160.3),(30 2227590),(31 2352255.3),(32 2466782.5),(33 2559194.5),(34 2608932.3),(35 2606420),(36 2568746.8),(37 2517870.3),(38 2488102.5),(39 2511029.5),(40 2587688.8),(41 2705965.8),(42 2825884.8),(43 2907580),(44 2931092.8),(45 2906848.8),(46 2840070.5),(47 2773948),(48 2730968.8),(49 2726328.3),(50 2754345),(51 2792847.3),(52 2825942),(53 2831041.5),(54 2801196.3),(55 2756820),(56 2711372.5),(57 2677903.3),(58 2662923),(59 2644238.5),(60 2596516.3),(61 2513700.3),(62 2411202.5),(63 2328053.5),(64 2297852.5),(65 2321997.8),(66 2370392.8),(67 2405387.5),(68 2405428.8),(69 2390869.3),(70 2393817.5),(71 2449873),(72 2546153.8),(73 2667599),(74 2778518.3),(75 2846602.8),(76 2874771),(77 2864744),(78 2841178.8),(79 2816462.3),
(1 111959.44),(2 401680.78),(3 771813.25),(4 1111848.6),(5 1345124.6),(6 1461968.3),(7 1500152.9),(8 1512738),(9 1549751.4),(10 1633752),(11 1740886.8),(12 1846762),(13 1921197),(14 1961097.9),(15 1973183.8),(16 1961207.8),(17 1933402),(18 1905038.1),(19 1883944.9),(20 1868669.3),(21 1855859.9),(22 1838110),(23 1821056.5),(24 1804577.5),(25 1790917.3),(26 1772022.5),(27 1736267.4),(28 1697129.1),(29 1664059),(30 1653947.3),(31 1682477.9),(32 1755145.8),(33 1864118.1),(34 1981012.1),(35 2065912.6),(36 2088816),(37 2058382),(38 2012141.3),(39 1997375.1),(40 2034465.4),(41 2121905.3),(42 2225753.3),(43 2316515.8),(44 2386961.3),(45 2443065.3),(46 2485894),(47 2524492.3),(48 2556073.3),(49 2589234.8),(50 2624711.3),(51 2657240.3),(52 2693088.5),(53 2708865),(54 2698251),(55 2660000),(56 2592181.5),(57 2495568.3),(58 2388128.8),(59 2280843),(60 2189494),(61 2126687.5),(62 2098863.5),(63 2111413.5),(64 2153184),(65 2191692),(66 2204679.3),(67 2177263.8),(68 2134571.3),(69 2098353.3),(70 2094822.9),(71 2122087.8),(72 2163659),(73 2203878),(74 2254706),(75 2328153.5),(76 2422931.3),(77 2511764.5),(78 2564636),(79 2571852.8),
(1 114492.1),(2 411977.47),(3 787709.2),(4 1123147.3),(5 1332540.1),(6 1402929.1),(7 1379674),(8 1339401.3),(9 1343125.3),(10 1414126.6),(11 1529619.5),(12 1655205.1),(13 1737613.4),(14 1758048.8),(15 1718776.5),(16 1658241),(17 1628873.5),(18 1653223.8),(19 1721586.1),(20 1791897.4),(21 1835043.5),(22 1835029.4),(23 1793547.6),(24 1735910.3),(25 1701040.4),(26 1710481.5),(27 1750842.1),(28 1795249),(29 1813769),(30 1792401.5),(31 1743851.5),(32 1691640),(33 1666180.9),(34 1693693.1),(35 1777943.3),(36 1892206.9),(37 1977832.3),(38 1998572.5),(39 1958712.5),(40 1883060.9),(41 1820170.8),(42 1795100.6),(43 1811378.8),(44 1846446.5),(45 1878834.3),(46 1886748.5),(47 1875707.1),(48 1863624.5),(49 1876197.8),(50 1919727.1),(51 1985228.6),(52 2052134.3),(53 2091650.5),(54 2093217.4),(55 2078359.5),(56 2050931.1),(57 2020938.9),(58 2009360.6),(59 2031407.1),(60 2083628),(61 2157089.8),(62 2240897),(63 2321034.3),(64 2390053),(65 2434592.3),(66 2449846.5),(67 2430571.3),(68 2402533.8),(69 2402876),(70 2455434.8),(71 2536891.5),(72 2601053),(73 2624740.3),(74 2625839),(75 2629110),(76 2642463),(77 2660357.8),(78 2667605),(79 2651579),
(1 118900.695),(2 420767.13),(3 784088.94),(4 1083699.5),(5 1240618.9),(6 1266456.1),(7 1220369.1),(8 1174738.8),(9 1194744.4),(10 1299598.5),(11 1454190.8),(12 1598834.3),(13 1667680.4),(14 1647365.8),(15 1560320.1),(16 1460093.4),(17 1410335.5),(18 1445238.4),(19 1557368.1),(20 1701737.9),(21 1828168.5),(22 1889309),(23 1871663.9),(24 1800403.1),(25 1719743.3),(26 1671579.1),(27 1673444.9),(28 1718240.8),(29 1787144.1),(30 1856824.9),(31 1907718.1),(32 1933525.3),(33 1940434.3),(34 1933653.4),(35 1917904.5),(36 1900468.3),(37 1877700.9),(38 1859733.6),(39 1848882.8),(40 1839653.6),(41 1832543.5),(42 1827220.9),(43 1825769.6),(44 1837710.8),(45 1865655.6),(46 1893413.3),(47 1910230),(48 1900480.8),(49 1881248.4),(50 1867663.3),(51 1876864.4),(52 1907365.6),(53 1934332.9),(54 1927319.9),(55 1880392.5),(56 1805062.5),(57 1740901.6),(58 1720139),(59 1739710.9),(60 1777404.5),(61 1819648.1),(62 1853035.5),(63 1871210.8),(64 1870926.8),(65 1851279.9),(66 1825128),(67 1813717.3),(68 1820261.6),(69 1836629.6),(70 1849214.8),(71 1860683.1),(72 1865864.9),(73 1868497.1),(74 1870922.3),(75 1869024.4),(76 1857675),(77 1849497.9),(78 1847667),(79 1848589.4),
(1 128219.8),(2 444531.38),(3 805396.44),(4 1074751.6),(5 1188752.5),(6 1177057.1),(7 1120202.4),(8 1101554.5),(9 1165963.4),(10 1302993.3),(11 1446460.6),(12 1534858.1),(13 1533198.4),(14 1454248.8),(15 1339036.6),(16 1236737.3),(17 1197936.4),(18 1235196.8),(19 1335448.1),(20 1465393.9),(21 1577654.3),(22 1639586.1),(23 1635162.3),(24 1588351.3),(25 1538209.4),(26 1524346.6),(27 1557527.5),(28 1628584.4),(29 1720952.1),(30 1813328.9),(31 1876239.6),(32 1907079.9),(33 1909828.6),(34 1893542.3),(35 1875127.5),(36 1868006.4),(37 1881163.4),(38 1917405.9),(39 1966069.8),(40 2007318.6),(41 2030429.4),(42 2034771),(43 2026834.1),(44 2020464),(45 2031018),(46 2057807.5),(47 2091624.5),(48 2104823),(49 2094249.3),(50 2063343.3),(51 2028821.1),(52 2003065.3),(53 1984903.9),(54 1965229.5),(55 1940086),(56 1911600.8),(57 1893819.8),(58 1891650.5),(59 1902387),(60 1919654.3),(61 1943024.5),(62 1970196.3),(63 1999271.9),(64 2022201.3),(65 2041112),(66 2059430.8),(67 2078164.3),(68 2091198.3),(69 2099915),(70 2111687),(71 2145903.3),(72 2201834),(73 2263476.5),(74 2322970.3),(75 2366821),(76 2397895),(77 2417802),(78 2431971.3),(79 2434856.5),
(1 150129.28),(2 517308.97),(3 922538.5),(4 1198235.3),(5 1270543.5),(6 1199635.5),(7 1098944),(8 1079547.9),(9 1177085.3),(10 1350270.3),(11 1509621.4),(12 1585491.9),(13 1552961.4),(14 1449981.8),(15 1344851.8),(16 1307317.5),(17 1361236.3),(18 1466801.8),(19 1570459.8),(20 1632521.3),(21 1637406.6),(22 1604083.3),(23 1566898.5),(24 1561757.8),(25 1594165.5),(26 1649226),(27 1692560.8),(28 1705665.6),(29 1693454.6),(30 1676133.4),(31 1671392.8),(32 1701757.4),(33 1763134.4),(34 1822794),(35 1858520.5),(36 1865703.1),(37 1859108.8),(38 1864431.1),(39 1902123.4),(40 1974299.4),(41 2061680.1),(42 2122095),(43 2137634.8),(44 2116918),(45 2087701),(46 2055772.5),(47 2031965.9),(48 2013514.3),(49 2015125.9),(50 2049206.6),(51 2102013.3),(52 2161254.5),(53 2195529.3),(54 2199282.8),(55 2184051.3),(56 2154111),(57 2115704.3),(58 2084277.8),(59 2070136.1),(60 2078035.8),(61 2098038),(62 2116513.5),(63 2112280.8),(64 2081243.8),(65 2046113.4),(66 2024334.4),(67 2011955),(68 1992156.8),(69 1964232.5),(70 1930577.1),(71 1890794.3),(72 1851280),(73 1818248.1),(74 1783964.1),(75 1742898.6),(76 1714458.6),(77 1703459.5),(78 1699771.5),(79 1690620.1),
(1 130191.41),(2 444144.47),(3 776006.94),(4 983650.56),(5 1036874.1),(6 995577.5),(7 952144.75),(8 982274.3),(9 1092982.6),(10 1235806.4),(11 1341330),(12 1373620.8),(13 1337012),(14 1268109.8),(15 1218478.3),(16 1222675.4),(17 1278990),(18 1353930.8),(19 1408357.9),(20 1418807.8),(21 1392065.4),(22 1356766.9),(23 1350930.5),(24 1393902.5),(25 1470113.5),(26 1539484.5),(27 1560029.1),(28 1531897),(29 1476564.3),(30 1433953),(31 1423007),(32 1435026.9),(33 1457721.3),(34 1474410),(35 1479281.5),(36 1476393.8),(37 1472937),(38 1478970.3),(39 1504320.8),(40 1545395.3),(41 1593551.8),(42 1623991.6),(43 1624060.6),(44 1599483.4),(45 1570154.5),(46 1543309),(47 1526674.1),(48 1516875.8),(49 1510435.6),(50 1518484.5),(51 1549718.6),(52 1597045.6),(53 1642416),(54 1658027.3),(55 1642109.8),(56 1612993),(57 1599940.8),(58 1620918.1),(59 1670724.6),(60 1732253.8),(61 1793953.9),(62 1846534.5),(63 1878947),(64 1883446.1),(65 1874049.9),(66 1860206.5),(67 1843760),(68 1824089.1),(69 1811732),(70 1816479),(71 1838477.1),(72 1857391.3),(73 1859071),(74 1849513),(75 1839920.4),(76 1844009.1),(77 1848918.1),(78 1841670.9),(79 1826052.8),
(1 106657.84),(2 367602.8),(3 647411),(4 824359.3),(5 869740.25),(6 840574.56),(7 814731.94),(8 843084.2),(9 920832.9),(10 1004910.06),(11 1050864.5),(12 1047062.5),(13 1006294.9),(14 963004.06),(15 950888.56),(16 982731.4),(17 1043100.44),(18 1108035),(19 1153501.4),(20 1157106.9),(21 1124130.1),(22 1077345.4),(23 1048780.4),(24 1059069.8),(25 1106041.4),(26 1161493.6),(27 1193813.4),(28 1196587.8),(29 1175768.1),(30 1149223.5),(31 1127150.9),(32 1110595),(33 1105789.5),(34 1117071.1),(35 1144322),(36 1181570.9),(37 1214757.8),(38 1241288.8),(39 1267390),(40 1293229.9),(41 1327830),(42 1360857.1),(43 1379890.5),(44 1375554.8),(45 1355041.3),(46 1337506),(47 1347894),(48 1392341.6),(49 1450000.5),(50 1496610.5),(51 1522373.4),(52 1540815.3),(53 1557316.5),(54 1568084.5),(55 1575115),(56 1573525),(57 1570007.1),(58 1580787.3),(59 1617889.3),(60 1669983.6),(61 1715104.5),(62 1728285.1),(63 1706737.8),(64 1664999.5),(65 1629300.3),(66 1612406.3),(67 1603823.6),(68 1590701.5),(69 1579172.5),(70 1580563),(71 1588648.4),(72 1587912.8),(73 1561379.5),(74 1529178),(75 1508699.8),(76 1516412.1),(77 1546176.4),(78 1582628.8),(79 1609769.1),
