1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 19562.762),(2 73196.87),(3 157093.88),(4 268079.03),(5 404572.66),(6 563296.2),(7 739537.56),(8 932755.75),(9 1140222.4),(10 1355944.8),(11 1574352.9),(12 1799477.3),(13 2021079.5),(14 2241434.3),(15 2464386.8),(16 2687796),(17 2903454.5),(18 3103254.3),(19 3285964.5),(20 3452029.5),(21 3595800.3),(22 3716524.5),(23 3813727.8),(24 3891468.5),(25 3947228.5),(26 3981755.3),(27 3998360.8),(28 3997966),(29 3977765.5),(30 3944260.5),(31 3901470),(32 3845479.8),(33 3773978.5),(34 3693750),(35 3611163.3),(36 3519511.8),(37 3428857),(38 3340960.3),(39 3261825.5),(40 3189401.8),(41 3128285.5),(42 3071533.3),(43 3023958.3),(44 2985083.5),(45 2950132.8),(46 2925756.3),(47 2918089.8),(48 2924178.8),(49 2948131.5),(50 2982473.5),(51 3014056.3),(52 3056741.5),(53 3103250.8),(54 3154110.3),(55 3210303),(56 3264021.5),(57 3317811.5),(58 3372360.3),(59 3427746.5),(60 3480554.5),(61 3532287.8),(62 3570063.3),(63 3597985),(64 3623520.8),(65 3648665.8),(66 3661341.5),(67 3670960.3),(68 3673647),(69 3675000.3),(70 3667033.8),(71 3657770.5),(72 3639944.3),(73 3618371.5),(74 3593638.5),(75 3576051.5),(76 3565629.5),(77 3559896.3),(78 3560551),(79 3572275.5),
(1 22621.713),(2 84769.016),(3 180782.3),(4 305417.72),(5 456522.63),(6 629330.25),(7 816221.06),(8 1012140.5),(9 1214431.4),(10 1421836.6),(11 1630533.9),(12 1840635.5),(13 2051943.6),(14 2259138),(15 2464720.5),(16 2666067.3),(17 2859737.3),(18 3037553.3),(19 3202909.8),(20 3357042.8),(21 3503139),(22 3636633),(23 3759623.8),(24 3867792),(25 3963154),(26 4042567.8),(27 4108677.8),(28 4164120),(29 4215238.5),(30 4256055.5),(31 4291485.5),(32 4315129.5),(33 4321440.5),(34 4314858),(35 4304814.5),(36 4287073),(37 4260897),(38 4228842.5),(39 4189106.8),(40 4143287.3),(41 4090763.3),(42 4023288.8),(43 3941344.3),(44 3845666.3),(45 3744933.3),(46 3642854),(47 3545382.3),(48 3454272.3),(49 3379182.8),(50 3312910),(51 3256805.3),(52 3218149),(53 3198368),(54 3195067.3),(55 3222252.8),(56 3275545.8),(57 3355283.8),(58 3457363.3),(59 3580249.8),(60 3718852),(61 3876003.3),(62 4030399.3),(63 4178377.3),(64 4317312),(65 4455522.5),(66 4576739.5),(67 4683830),(68 4766890.5),(69 4831489.5),(70 4872167.5),(71 4898393),(72 4906761.5),(73 4897482),(74 4871811),(75 4842128.5),(76 4811089),(77 4779810.5),(78 4746983.5),(79 4724988.5),
(1 23575.836),(2 89965.18),(3 194747.64),(4 332236.44),(5 496447.38),(6 686480.6),(7 897299.6),(8 1128329.1),(9 1376514.9),(10 1635528.6),(11 1898729.3),(12 2158551.3),(13 2407966.8),(14 2643187.8),(15 2863641.3),(16 3068157),(17 3254730),(18 3422111.3),(19 3563998),(20 3675910.5),(21 3767299),(22 3838031.8),(23 3885115),(24 3910931.8),(25 3918509.5),(26 3913581.5),(27 3898354),(28 3869852.8),(29 3834514),(30 3794219),(31 3749020.5),(32 3701509),(33 3654091),(34 3602739.3),(35 3549191.8),(36 3490383),(37 3430997),(38 3371520.8),(39 3306832.3),(40 3238608),(41 3165933.5),(42 3083555.8),(43 2997953),(44 2911568.8),(45 2822540.5),(46 2740879.3),(47 2670359.3),(48 2609692),(49 2567987),(50 2530189),(51 2504597),(52 2493164.8),(53 2500158.8),(54 2515600.5),(55 2540746.5),(56 2572525.8),(57 2609712.8),(58 2646939),(59 2688675.5),(60 2733110.5),(61 2775632.3),(62 2820133),(63 2858192.3),(64 2890707.3),(65 2924595.8),(66 2957856),(67 2990597),(68 3026695.8),(69 3062793),(70 3095964.8),(71 3123778.3),(72 3145188.8),(73 3165877),(74 3184546.5),(75 3197281.3),(76 3204940.3),(77 3212049.3),(78 3212461.5),(79 3210003.3),
(1 33012.63),(2 127633.12),(3 277892.38),(4 476421),(5 712998.3),(6 981369.7),(7 1273894.5),(8 1588906.4),(9 1916085.6),(10 2238949.3),(11 2549209.5),(12 2835385),(13 3084505.5),(14 3292703),(15 3467189),(16 3603331.8),(17 3708423),(18 3770374),(19 3798072.8),(20 3799049),(21 3775493.8),(22 3734288),(23 3673639.3),(24 3603052.3),(25 3526658.3),(26 3447444.3),(27 3372033.5),(28 3297980.8),(29 3234507.8),(30 3182175.8),(31 3140160.3),(32 3105951.3),(33 3075152.3),(34 3048119.3),(35 3029298),(36 3012210.3),(37 2998321),(38 2985226.3),(39 2972283.8),(40 2952398.8),(41 2920167.8),(42 2872054.8),(43 2814114.5),(44 2736504.8),(45 2647530.8),(46 2554323.5),(47 2461099.8),(48 2370141.5),(49 2295751),(50 2232264),(51 2182736.3),(52 2148963.3),(53 2134459.5),(54 2139624),(55 2165862.5),(56 2212965),(57 2275550.5),(58 2347390.8),(59 2423689),(60 2507849),(61 2593845.8),(62 2683265.8),(63 2761231.8),(64 2829462),(65 2897662.8),(66 2961323),(67 3019964.8),(68 3069584.8),(69 3110219.5),(70 3135069.8),(71 3144570.5),(72 3141569.5),(73 3132760),(74 3123457.5),(75 3107882.3),(76 3088980.5),(77 3069828.5),(78 3045737.3),(79 3026320.8),
(1 29090.31),(2 111130.53),(3 240102.86),(4 406545.2),(5 601148.9),(6 817282.56),(7 1047519.75),(8 1289361.1),(9 1535972.8),(10 1779062.4),(11 2014296),(12 2231140.8),(13 2428542),(14 2594302.8),(15 2732768),(16 2846591.5),(17 2937193.8),(18 3003626.8),(19 3048059),(20 3067903.5),(21 3074358.8),(22 3064580.3),(23 3041175.5),(24 3008801.3),(25 2973492.5),(26 2933565.8),(27 2889242.8),(28 2846277.3),(29 2803167.5),(30 2754107.8),(31 2703160.5),(32 2651465),(33 2602206.3),(34 2547413.3),(35 2492360.5),(36 2433453.8),(37 2374609.8),(38 2316552.5),(39 2258975.3),(40 2204610),(41 2162070.5),(42 2129213.3),(43 2114359.5),(44 2113000),(45 2130178.3),(46 2166316.3),(47 2220381.3),(48 2296301.3),(49 2388537),(50 2495312.3),(51 2612931.5),(52 2734931.8),(53 2868598.3),(54 3006640),(55 3143183),(56 3273783),(57 3386313),(58 3473825.3),(59 3534514.3),(60 3569379.8),(61 3580923.8),(62 3563536.3),(63 3527629.8),(64 3468106.3),(65 3391012.3),(66 3297705),(67 3193847),(68 3085941),(69 2982458.8),(70 2887742.3),(71 2806391.8),(72 2735702.5),(73 2685103.5),(74 2647394.8),(75 2635881),(76 2642257.8),(77 2667900.3),(78 2705878.5),(79 2758827.3),
(1 19432.82),(2 71556.8),(3 150691.66),(4 252359.23),(5 371199.72),(6 507189.06),(7 655090.06),(8 815297.8),(9 981095.3),(10 1144368.3),(11 1304698.6),(12 1460656.5),(13 1603974.9),(14 1738695.4),(15 1865954.6),(16 1983982.9),(17 2095881.1),(18 2204234),(19 2303860),(20 2395078.5),(21 2480382.5),(22 2560036.3),(23 2633620.8),(24 2694563.5),(25 2742563.5),(26 2776149),(27 2790381),(28 2795342.3),(29 2785051.3),(30 2760415.3),(31 2729696.5),(32 2693727.8),(33 2655063.5),(34 2609916.3),(35 2562565),(36 2517200.8),(37 2478380.8),(38 2447722.8),(39 2420120),(40 2399221.5),(41 2386362.5),(42 2381758.5),(43 2383899),(44 2387394.5),(45 2400689),(46 2416499.8),(47 2436316.3),(48 2459996.3),(49 2482920),(50 2506606.5),(51 2530683.3),(52 2548244.5),(53 2565501.3),(54 2582179.3),(55 2595104),(56 2608595.8),(57 2614091.3),(58 2613191),(59 2602768.5),(60 2586381.3),(61 2569734.5),(62 2545265.5),(63 2517967.3),(64 2485942.5),(65 2454244.3),(66 2423035.3),(67 2396505),(68 2371580.8),(69 2351266.5),(70 2339326.3),(71 2334718.5),(72 2333871.8),(73 2344267.8),(74 2364850.8),(75 2396194.3),(76 2429251.8),(77 2460339.5),(78 2492311.5),(79 2515512),
(1 27338.61),(2 101601.13),(3 215401.52),(4 360129.38),(5 525660.3),(6 709641.06),(7 906312.75),(8 1111249.8),(9 1315407.8),(10 1509564.4),(11 1695639.3),(12 1868665.4),(13 2013765.4),(14 2131534),(15 2223364.8),(16 2294643.5),(17 2344879.5),(18 2373700.3),(19 2389151.8),(20 2386369),(21 2372889.8),(22 2352629.8),(23 2328667.8),(24 2313116.5),(25 2302213.3),(26 2295869.5),(27 2290641.3),(28 2291781.8),(29 2291772.3),(30 2288201.3),(31 2277222.8),(32 2265706.5),(33 2249598.3),(34 2225717.5),(35 2191093.3),(36 2155430.3),(37 2118146.8),(38 2079153.5),(39 2044369.4),(40 2011847.6),(41 1986850.4),(42 1971141.8),(43 1968717.6),(44 1974246.9),(45 1986905.8),(46 2008665.8),(47 2036625.3),(48 2068978.5),(49 2102802.8),(50 2131458.3),(51 2154593.3),(52 2174800),(53 2192663.8),(54 2205101.8),(55 2209325.8),(56 2208232.8),(57 2197338.8),(58 2180344.3),(59 2158179.5),(60 2132562.3),(61 2104291),(62 2067888.4),(63 2028900.4),(64 1986633),(65 1952051.5),(66 1923301.3),(67 1901436.3),(68 1889968.6),(69 1888011.1),(70 1893277.3),(71 1908560.6),(72 1927039.4),(73 1950333.5),(74 1976997.5),(75 2011622.4),(76 2046070.9),(77 2084381),(78 2119034.8),(79 2150521.3),
(1 21211.785),(2 78271.54),(3 162557.55),(4 265892.13),(5 381393.47),(6 505342.7),(7 636433.4),(8 772333.94),(9 907441.2),(10 1035645.8),(11 1157397.1),(12 1274643.8),(13 1377289.4),(14 1464181.4),(15 1536294.3),(16 1595266.6),(17 1636336.1),(18 1664051.1),(19 1688889.9),(20 1707138.4),(21 1717226.5),(22 1718222.3),(23 1708174.1),(24 1691902.6),(25 1670542.8),(26 1648092),(27 1622127.5),(28 1585595.6),(29 1540049.9),(30 1487177.3),(31 1427050.6),(32 1366698),(33 1315065.5),(34 1269650.1),(35 1232300.6),(36 1206456.3),(37 1194309),(38 1198120.5),(39 1217940.4),(40 1252062),(41 1299194.1),(42 1361037.8),(43 1434259.9),(44 1508915.6),(45 1579666.1),(46 1647951.6),(47 1705504.5),(48 1751398.8),(49 1786738.6),(50 1810759.5),(51 1831147.6),(52 1843759.5),(53 1851551),(54 1855223.5),(55 1853190.8),(56 1850421.4),(57 1849351.1),(58 1849060.9),(59 1853231.6),(60 1865822),(61 1882886.3),(62 1901572.6),(63 1918407.5),(64 1930255.4),(65 1938746.1),(66 1941846.8),(67 1936494.8),(68 1924035.9),(69 1904536.6),(70 1882250.5),(71 1857050.9),(72 1825714.6),(73 1794226),(74 1763428.1),(75 1737622.8),(76 1718237.5),(77 1712999.4),(78 1720077.9),(79 1736716.4),
(1 20453.113),(2 75575.3),(3 158802.33),(4 262539.66),(5 377254.78),(6 495789.75),(7 609908.4),(8 719300.4),(9 820428.56),(10 907463.94),(11 981850.3),(12 1044385.1),(13 1094010.5),(14 1140926.9),(15 1190092),(16 1241204),(17 1298831.5),(18 1361701.5),(19 1429598),(20 1487471.8),(21 1542128.8),(22 1591074.9),(23 1629890.9),(24 1656175),(25 1672866.6),(26 1674230.6),(27 1664903.5),(28 1644667.9),(29 1614052.3),(30 1576668.6),(31 1540279.5),(32 1507193.9),(33 1481713.8),(34 1463473.8),(35 1453194.8),(36 1446413.8),(37 1444447.3),(38 1444369.8),(39 1447833.8),(40 1448209.5),(41 1449928.8),(42 1456758.3),(43 1465074),(44 1474230.5),(45 1482157.5),(46 1489530.8),(47 1495297.4),(48 1497085.9),(49 1500780.5),(50 1506508.3),(51 1517878.5),(52 1527947.3),(53 1538563.8),(54 1552662.5),(55 1568795.3),(56 1584460),(57 1602120),(58 1615775.8),(59 1624235),(60 1629892.8),(61 1627690.1),(62 1619236),(63 1602478.8),(64 1580993),(65 1560101),(66 1537048.4),(67 1512215.8),(68 1488984.3),(69 1471391),(70 1459494.6),(71 1454154),(72 1457826),(73 1468270.5),(74 1483652.3),(75 1500713.9),(76 1515451.9),(77 1532159.8),(78 1548864.4),(79 1565142),
(1 19869.475),(2 72228.555),(3 148735.89),(4 241195.78),(5 341772),(6 448754.6),(7 554334.5),(8 657381.6),(9 753621.2),(10 839854.8),(11 913340.6),(12 969893.4),(13 1006138.4),(14 1030970.25),(15 1048696),(16 1064651.9),(17 1083769.6),(18 1109193.3),(19 1141473.3),(20 1177142),(21 1212575.9),(22 1245514.8),(23 1274862.9),(24 1296643.9),(25 1307092.5),(26 1305261.9),(27 1288117.3),(28 1257524),(29 1216650.8),(30 1169974),(31 1123738.1),(32 1080925.1),(33 1044049.75),(34 1017646.25),(35 1005217.75),(36 1006578.4),(37 1016841.06),(38 1035093.5),(39 1056340.5),(40 1079021.8),(41 1099324.4),(42 1123968.4),(43 1153183.1),(44 1179679.1),(45 1203877),(46 1222625.3),(47 1240363.8),(48 1250687.5),(49 1257749.6),(50 1264259.8),(51 1269549.4),(52 1270144.4),(53 1265907.8),(54 1259054),(55 1248988.5),(56 1234389.9),(57 1216167.5),(58 1195570),(59 1174338.8),(60 1154465.8),(61 1139093),(62 1126582.8),(63 1111943.6),(64 1099769.1),(65 1089840.8),(66 1086836.5),(67 1087256.4),(68 1087690.3),(69 1086491.8),(70 1083309),(71 1079084.4),(72 1075483.6),(73 1067105.1),(74 1061040.5),(75 1053766.9),(76 1042286.5),(77 1031152.1),(78 1025377.75),(79 1031484),
(1 20516.533),(2 75220.484),(3 156343.78),(4 255443.55),(5 365261.78),(6 480270.13),(7 591665.75),(8 695332.06),(9 785187.44),(10 858065),(11 916988.44),(12 958675.2),(13 980436.3),(14 990623.56),(15 993068.25),(16 990585.6),(17 989652.56),(18 995265.7),(19 1010677),(20 1028700.94),(21 1045890.4),(22 1066561.4),(23 1087338.6),(24 1108634),(25 1129259.4),(26 1148059),(27 1165025.6),(28 1173415.1),(29 1178669.1),(30 1182400.9),(31 1193235.4),(32 1208305.1),(33 1222333.6),(34 1239784),(35 1257271.1),(36 1276404.4),(37 1299350.9),(38 1325152),(39 1349971.6),(40 1372913.6),(41 1394920),(42 1412488.5),(43 1425118.1),(44 1434852.5),(45 1441800.9),(46 1446769.4),(47 1448146.3),(48 1445266.3),(49 1442831.6),(50 1437331.6),(51 1429035),(52 1416954.3),(53 1404441.9),(54 1389843.4),(55 1373392.1),(56 1354327.1),(57 1330919.6),(58 1308905.6),(59 1286566.5),(60 1261441.1),(61 1239062.1),(62 1217495.4),(63 1198917.5),(64 1186731.5),(65 1181590.1),(66 1187752.5),(67 1205066.5),(68 1226529.4),(69 1252449.1),(70 1274070.4),(71 1292911.4),(72 1307133.8),(73 1314317.3),(74 1316856.8),(75 1316331),(76 1311602.8),(77 1306158.1),(78 1299135.1),(79 1295183.4),
(1 26981.742),(2 100752.64),(3 209559.19),(4 343081.53),(5 488884.94),(6 634472.56),(7 770488.25),(8 889517.56),(9 987885.44),(10 1064974.4),(11 1116954),(12 1143848.5),(13 1147682.1),(14 1144396.5),(15 1143976.5),(16 1148566.8),(17 1162854.5),(18 1180790.6),(19 1202752.8),(20 1226486.5),(21 1247032),(22 1265573.5),(23 1279144.8),(24 1286904.8),(25 1287469.9),(26 1288853.5),(27 1294570.9),(28 1295426.5),(29 1294895.6),(30 1293939),(31 1301248.5),(32 1316000.1),(33 1336526.4),(34 1359559.9),(35 1384515.6),(36 1409656.4),(37 1432815.5),(38 1450312.6),(39 1462100.4),(40 1470941),(41 1478941.6),(42 1480202.6),(43 1477192.8),(44 1475290),(45 1481465.4),(46 1496209.4),(47 1515159.9),(48 1536575.8),(49 1555348),(50 1571368.1),(51 1580719.9),(52 1580736.5),(53 1567162.8),(54 1541949.5),(55 1513171.1),(56 1478339.8),(57 1439769.8),(58 1403085.5),(59 1372655.8),(60 1350461.5),(61 1344140.4),(62 1349997.4),(63 1364517),(64 1380728.5),(65 1398642.5),(66 1413426.5),(67 1427099.1),(68 1432469),(69 1430514.4),(70 1419624.1),(71 1402253.5),(72 1377825.8),(73 1352034.8),(74 1331266.5),(75 1317835.5),(76 1310620.5),(77 1312166.6),(78 1321894.4),(79 1339331.9),
(1 19578.525),(2 70327.79),(3 142627.81),(4 228430.61),(5 319374.03),(6 408218.5),(7 491767.25),(8 568715.2),(9 633406.8),(10 685381),(11 726290.3),(12 755572.25),(13 770475.3),(14 781615.25),(15 796550.7),(16 815939.94),(17 843676.4),(18 875872.44),(19 907519.44),(20 936382.25),(21 956771.25),(22 968376.6),(23 971491.25),(24 968048.56),(25 959724.75),(26 952742.9),(27 950989.9),(28 954738.06),(29 962029.94),(30 974073.7),(31 993483.2),(32 1018931),(33 1048767),(34 1079029.6),(35 1103569.1),(36 1125300),(37 1137407.9),(38 1140308.1),(39 1137007.5),(40 1129487.6),(41 1118626.6),(42 1107672),(43 1101315.8),(44 1103673),(45 1116539.9),(46 1139504.6),(47 1169134.3),(48 1199747.1),(49 1228742.5),(50 1252182.8),(51 1268722.6),(52 1271105.3),(53 1259817.5),(54 1239041),(55 1213476.1),(56 1188364.4),(57 1165538.6),(58 1149933.6),(59 1144769.3),(60 1148772.9),(61 1157777.5),(62 1167386.3),(63 1176293),(64 1183764.1),(65 1187276.9),(66 1184236.8),(67 1173408.1),(68 1158590.8),(69 1144880.9),(70 1133329.9),(71 1127267.4),(72 1124964.9),(73 1130757),(74 1141525.1),(75 1156141.3),(76 1170572.8),(77 1183760.4),(78 1194417.6),(79 1205322),
(1 19565.172),(2 69571.766),(3 139275.83),(4 219614.1),(5 303541.94),(6 388342.94),(7 469900.63),(8 546644.94),(9 612064.7),(10 666340.75),(11 709213.3),(12 743787.3),(13 770840.56),(14 795082.5),(15 823055),(16 856308.8),(17 895125.3),(18 932112.8),(19 962265),(20 979838.25),(21 985462.06),(22 980326.06),(23 969569.9),(24 955206.5),(25 941780.2),(26 934304),(27 937139.75),(28 948903.94),(29 969800),(30 1000653.7),(31 1036949.5),(32 1072008.4),(33 1101957.8),(34 1123237.4),(35 1135479.3),(36 1140439.6),(37 1141997.9),(38 1137297.6),(39 1131747.5),(40 1125104),(41 1118647.3),(42 1118870),(43 1130111.5),(44 1148682.4),(45 1174571.9),(46 1204886.9),(47 1236891.8),(48 1261751),(49 1275507),(50 1283021.5),(51 1281694.8),(52 1272776.4),(53 1258488.1),(54 1241947.3),(55 1224555.5),(56 1211263.9),(57 1203006.9),(58 1200848.1),(59 1201843.5),(60 1200909.1),(61 1199963),(62 1195738.6),(63 1189346),(64 1181672.8),(65 1177598.4),(66 1175349.9),(67 1175170),(68 1178338.9),(69 1183408.1),(70 1192912.8),(71 1205292.9),(72 1218251.5),(73 1230053.1),(74 1239009.9),(75 1245201.4),(76 1249299.9),(77 1248234.4),(78 1245870),(79 1240811.5),
(1 21406.348),(2 76974.09),(3 156822.44),(4 250298.58),(5 348827.78),(6 446494.22),(7 538298.44),(8 621398.4),(9 689627),(10 743398.7),(11 782301),(12 805857.6),(13 815136.9),(14 812485.06),(15 800629.7),(16 786810.9),(17 771551.2),(18 756502.7),(19 745297.5),(20 736884.9),(21 736469.75),(22 743672.44),(23 761260.7),(24 786316.44),(25 818022.7),(26 852817.7),(27 889543.94),(28 926379.4),(29 959544.4),(30 989367.3),(31 1010100.25),(32 1019830.9),(33 1020694.06),(34 1013046.56),(35 1000297.44),(36 986232.6),(37 971865.7),(38 958542.94),(39 945705.6),(40 934578.7),(41 922611.44),(42 911925.3),(43 900876.25),(44 887614.94),(45 872967.44),(46 858198.75),(47 844818.9),(48 832265.9),(49 820286.06),(50 816306.25),(51 821434.56),(52 832639.8),(53 850257.94),(54 872335.3),(55 895774.1),(56 916917.1),(57 932711.44),(58 946559.3),(59 955910.3),(60 959963.94),(61 955951.6),(62 945179),(63 932453),(64 918013.06),(65 908103.6),(66 907087.44),(67 914577.06),(68 930353.44),(69 952914.75),(70 979340.56),(71 1008500.25),(72 1033136.56),(73 1054448),(74 1071661.1),(75 1081939.8),(76 1084972.9),(77 1081374.4),(78 1074938.8),(79 1068101.9),
(1 20649.799),(2 73969.38),(3 150055.48),(4 240270.86),(5 337571.44),(6 436130.47),(7 531906.75),(8 624133.25),(9 709213.1),(10 781780.5),(11 837332.94),(12 873191.25),(13 890434.75),(14 893098.75),(15 885589.3),(16 872445.1),(17 851561.44),(18 826315.44),(19 797909.5),(20 764676.06),(21 735258.7),(22 710096.9),(23 693105.4),(24 683560.9),(25 678673.7),(26 678675.4),(27 686197.06),(28 704411.56),(29 731155.5),(30 761759.44),(31 792529.4),(32 822783.8),(33 853717.06),(34 884271.44),(35 912079.44),(36 934966.4),(37 953136.56),(38 965220.75),(39 975309.5),(40 984604.4),(41 996248.56),(42 1003020),(43 1004566.5),(44 1001114.1),(45 992674.7),(46 981741.5),(47 968477.5),(48 952155.6),(49 935625.7),(50 924150.5),(51 920214.75),(52 928935.8),(53 951322.5),(54 980142),(55 1012051.6),(56 1042814.3),(57 1066569.4),(58 1086733.4),(59 1101093.6),(60 1107095.8),(61 1097813),(62 1075737.3),(63 1044234),(64 1008307.44),(65 974001.7),(66 943687.06),(67 923203.06),(68 912931.25),(69 916614.9),(70 931127.8),(71 956506.4),(72 986532.9),(73 1017856.4),(74 1047116.2),(75 1073008.4),(76 1093036.4),(77 1107052),(78 1120338.3),(79 1130667.4),
(1 19211.531),(2 68912.016),(3 138011.11),(4 215394.73),(5 293895.44),(6 369387.5),(7 440017.6),(8 503649.25),(9 558514.3),(10 603252.56),(11 635708.1),(12 659666.3),(13 675781.1),(14 685186.75),(15 688308.9),(16 689597.94),(17 684529.7),(18 673459.2),(19 655009.7),(20 635357.56),(21 615755.94),(22 598190.9),(23 585474.2),(24 578393.94),(25 578598.25),(26 585777.06),(27 599208.75),(28 619746.56),(29 645770.5),(30 674334.94),(31 701905.94),(32 727590.4),(33 752494.75),(34 771751.8),(35 786284.44),(36 797715),(37 802279.1),(38 802433.5),(39 798680.06),(40 794242.3),(41 790479.6),(42 784901.1),(43 778622.75),(44 769934.94),(45 760198.5),(46 749933.3),(47 741464.8),(48 733603.9),(49 732132.44),(50 734753.25),(51 742893.44),(52 754875.2),(53 768642.1),(54 781542.4),(55 791514.25),(56 795794.7),(57 793591.4),(58 788651.75),(59 781561.75),(60 773356),(61 759579.1),(62 741166.44),(63 718839.4),(64 693715.94),(65 671381.56),(66 654841.3),(67 645364.7),(68 643437.7),(69 648872.44),(70 664568.4),(71 688613.8),(72 716449.25),(73 749544.56),(74 787824.44),(75 831460.4),(76 874031.6),(77 913155),(78 944887.8),(79 964805.3),
(1 19776.959),(2 71317.72),(3 145829.73),(4 234316.94),(5 331537.2),(6 433370.75),(7 532367),(8 624569.1),(9 703040.3),(10 762378.06),(11 802257.25),(12 828034.7),(13 840691.44),(14 843140.25),(15 837385.75),(16 827394.1),(17 807618.7),(18 779483.3),(19 745150.7),(20 709289.25),(21 674244.56),(22 641226.25),(23 614114.56),(24 595052.5),(25 583387.5),(26 580768.94),(27 588665.5),(28 607614.5),(29 628979.4),(30 649418.06),(31 669512.7),(32 690965.8),(33 711793.1),(34 730179.75),(35 746156.2),(36 758317),(37 764364.8),(38 765005.1),(39 760113.6),(40 752452.56),(41 741675.5),(42 731968.6),(43 723552.8),(44 714401.1),(45 706589.3),(46 700265.9),(47 696905.2),(48 697482.7),(49 703732.9),(50 715549.6),(51 731153.5),(52 745760.8),(53 756858.56),(54 763078.8),(55 766065),(56 765600),(57 762307.5),(58 757290.8),(59 749709.94),(60 741645.8),(61 732010.7),(62 722249.8),(63 715132.56),(64 710228.4),(65 706139.06),(66 701988.7),(67 697161.44),(68 693719.5),(69 692982.1),(70 696785.94),(71 705572.7),(72 718290.75),(73 737464.25),(74 761384.7),(75 790198.75),(76 818583.8),(77 846197.56),(78 867519.6),(79 881262.44),
