1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31953.453),(2 102855.34),(3 208263.19),(4 328566.13),(5 469344.22),(6 621635.44),(7 790957),(8 965834.3),(9 1150776.1),(10 1337827.8),(11 1511710.5),(12 1680640.6),(13 1865098.4),(14 2049223.1),(15 2260381.3),(16 2492136),(17 2730095.8),(18 2945745),(19 3153133),(20 3350129),(21 3544934.8),(22 3705802),(23 3828374),(24 3945928.3),(25 4091364),(26 4253865.5),(27 4420960),(28 4596637.5),(29 4750578.5),(30 4906320),(31 5034238.5),(32 5164523.5),(33 5308460),(34 5444452.5),(35 5579169.5),(36 5728724),(37 5836862.5),(38 5936958),(39 6026192),(40 6143760.5),(41 6273521.5),(42 6415392.5),(43 6546214),(44 6692840.5),(45 6789134),(46 6873361.5),(47 6916250),(48 6931606),(49 6869204),(50 6812175.5),(51 6734166.5),(52 6708788),(53 6691794),(54 6719032.5),(55 6753809.5),(56 6829940),(57 6887100),(58 6892906.5),(59 6842451.5),(60 6803296.5),(61 6743338.5),(62 6695242),(63 6627546.5),(64 6563672.5),(65 6496250.5),(66 6476334.5),(67 6462021.5),(68 6476278),(69 6493182.5),(70 6531430.5),(71 6526490.5),(72 6534678.5),(73 6522173.5),(74 6513948),(75 6468324.5),(76 6405111.5),(77 6338746),(78 6326030.5),(79 6338556),
(1 43.91303),(2 50.944447),(3 58.82349),(4 60.373344),(5 64.248375),(6 64.56463),(7 67.11048),(8 66.493546),(9 68.695),(10 68.795456),(11 70.474625),(12 69.62754),(13 72.2892),(14 71.912506),(15 72.47027),(16 70.88813),(17 73.37652),(18 72.36211),(19 74.64183),(20 73.96961),(21 74.85603),(22 74.152245),(23 74.11347),(24 72.75027),(25 73.92693),(26 73.62736),(27 75.11638),(28 74.95865),(29 75.90642),(30 75.292625),(31 77.09881),(32 74.06062),(33 75.660355),(34 74.87782),(35 75.35776),(36 74.33532),(37 75.513794),(38 75.35321),(39 76.18028),(40 75.10815),(41 75.94482),(42 75.709496),(43 76.27214),(44 74.79152),(45 76.46982),(46 75.15479),(47 76.39315),(48 75.78342),(49 76.71262),(50 75.54319),(51 76.32629),(52 74.10805),(53 75.53343),(54 75.05234),(55 76.55675),(56 75.59023),(57 76.26996),(58 75.745316),(59 77.02664),(60 75.681694),(61 76.82444),(62 76.736275),(63 77.30119),(64 76.31869),(65 76.874176),(66 76.404915),(67 77.114174),(68 75.65166),(69 75.31472),(70 75.35581),(71 76.17997),(72 75.4037),(73 77.06186),(74 76.57623),(75 77.51719),(76 75.89038),(77 77.02961),(78 76.16489),(79 76.95049),
(1 43.964264),(2 51.72745),(3 58.86189),(4 60.621346),(5 64.77626),(6 64.9274),(7 67.82663),(8 66.83755),(9 69.21534),(10 68.716125),(11 70.43535),(12 70.0784),(13 72.26396),(14 72.5582),(15 72.96216),(16 71.96263),(17 73.17771),(18 72.497734),(19 74.28151),(20 72.95653),(21 74.03548),(22 73.69914),(23 74.214676),(24 73.36439),(25 75.0729),(26 74.552376),(27 75.45361),(28 74.74619),(29 75.69773),(30 74.83462),(31 76.272934),(32 74.27752),(33 76.07442),(34 75.44912),(35 75.94518),(36 74.91353),(37 76.31332),(38 75.76268),(39 77.156075),(40 75.72304),(41 76.61635),(42 75.193535),(43 76.18807),(44 74.74254),(45 76.170906),(46 74.68005),(47 76.089676),(48 75.01256),(49 76.29655),(50 74.69912),(51 75.88075),(52 74.524475),(53 75.82422),(54 74.77733),(55 75.758804),(56 74.68689),(57 76.57407),(58 75.64267),(59 76.30527),(60 74.78276),(61 76.336075),(62 75.56331),(63 76.52715),(64 75.70459),(65 76.470505),(66 76.06507),(67 75.92028),(68 74.77944),(69 75.37997),(70 75.67253),(71 76.93826),(72 76.34436),(73 77.59488),(74 77.52267),(75 78.42489),(76 76.51304),(77 77.97278),(78 76.70026),(79 77.79447),
(1 42.951725),(2 50.448135),(3 57.794685),(4 59.66696),(5 63.607048),(6 64.167656),(7 66.98396),(8 66.223366),(9 67.9476),(10 67.53461),(11 69.57228),(12 68.53763),(13 70.932175),(14 70.33285),(15 70.92082),(16 70.072105),(17 71.50313),(18 70.92794),(19 73.38888),(20 72.229965),(21 73.62666),(22 72.65198),(23 73.02009),(24 71.75724),(25 73.87717),(26 72.78792),(27 74.20307),(28 73.354065),(29 74.25869),(30 73.939255),(31 74.85891),(32 73.74375),(33 74.754585),(34 73.802376),(35 74.673325),(36 73.9086),(37 75.22635),(38 74.76856),(39 75.89619),(40 74.48302),(41 75.19379),(42 74.388435),(43 75.51841),(44 74.05943),(45 75.55986),(46 74.3307),(47 75.33653),(48 74.49397),(49 75.85129),(50 74.87484),(51 76.11352),(52 73.955826),(53 74.939964),(54 73.31848),(55 74.36332),(56 73.130226),(57 74.95136),(58 73.83169),(59 74.41906),(60 71.722145),(61 74.14657),(62 73.617226),(63 75.0952),(64 73.372185),(65 74.95835),(66 73.65056),(67 74.57531),(68 73.12929),(69 74.00618),(70 73.88117),(71 74.94519),(72 73.712685),(73 76.377625),(74 75.80032),(75 76.899605),(76 75.569466),(77 76.77603),(78 75.71878),(79 76.502106),
(1 43.137733),(2 49.52221),(3 57.485355),(4 58.505356),(5 62.768654),(6 62.687756),(7 65.4777),(8 64.840096),(9 66.782005),(10 66.85655),(11 68.30433),(12 67.69954),(13 70.0781),(14 69.13327),(15 70.63778),(16 69.81841),(17 71.04233),(18 70.2584),(19 73.45428),(20 71.54475),(21 73.1009),(22 72.17541),(23 72.952324),(24 71.11318),(25 72.21029),(26 71.018974),(27 72.96362),(28 72.27346),(29 73.62144),(30 73.83501),(31 74.327736),(32 73.01862),(33 73.880585),(34 73.65515),(35 74.311005),(36 73.17629),(37 74.947914),(38 75.06055),(39 75.46794),(40 74.30408),(41 74.73077),(42 73.2991),(43 74.17728),(44 72.675125),(45 74.07324),(46 73.24641),(47 74.14112),(48 72.98927),(49 74.797585),(50 73.35254),(51 74.38265),(52 72.53825),(53 73.85492),(54 72.63678),(55 74.37095),(56 72.63651),(57 74.71749),(58 73.26314),(59 74.06159),(60 73.0698),(61 74.79991),(62 73.60449),(63 74.59216),(64 73.70764),(65 75.36374),(66 73.424934),(67 75.20277),(68 72.667915),(69 73.27549),(70 72.75164),(71 73.39718),(72 72.88342),(73 75.04381),(74 74.80235),(75 75.92026),(76 73.463104),(77 75.01971),(78 74.33619),(79 75.209755),
(1 42.939487),(2 49.99201),(3 57.591915),(4 58.734253),(5 62.790226),(6 62.708557),(7 65.37751),(8 64.6414),(9 66.54386),(10 66.58718),(11 67.75642),(12 66.971825),(13 69.73569),(14 69.372055),(15 70.975586),(16 69.16761),(17 71.372665),(18 70.41459),(19 72.61206),(20 71.84076),(21 72.61527),(22 71.131325),(23 71.87447),(24 70.26402),(25 71.16234),(26 70.566696),(27 72.062325),(28 71.860855),(29 73.61869),(30 73.843315),(31 74.02894),(32 72.36678),(33 73.37242),(34 72.9316),(35 73.1939),(36 71.537254),(37 73.373955),(38 72.66437),(39 74.48856),(40 73.25543),(41 74.18517),(42 74.05536),(43 74.27903),(44 72.94665),(45 74.13104),(46 72.81335),(47 74.27578),(48 72.74761),(49 74.357475),(50 72.83471),(51 73.77715),(52 72.07101),(53 73.95464),(54 72.96825),(55 74.622574),(56 73.24065),(57 74.448105),(58 73.959045),(59 74.152985),(60 73.25152),(61 74.669464),(62 73.48182),(63 74.56068),(64 73.60595),(65 75.00851),(66 73.98075),(67 74.50837),(68 73.31965),(69 74.55964),(70 74.39725),(71 74.93571),(72 74.026115),(73 75.39963),(74 75.12068),(75 75.71821),(76 74.35177),(77 75.329),(78 74.45285),(79 75.94129),
(1 42.60117),(2 49.24753),(3 57.16948),(4 57.741776),(5 62.146336),(6 62.308243),(7 65.19077),(8 64.18504),(9 66.70096),(10 66.779305),(11 68.17927),(12 67.788345),(13 69.72034),(14 69.93011),(15 71.01758),(16 69.607155),(17 71.0466),(18 70.43721),(19 72.57927),(20 71.095215),(21 72.63837),(22 71.58217),(23 72.220924),(24 70.51817),(25 71.70931),(26 70.528305),(27 72.17158),(28 71.13149),(29 73.150505),(30 72.35205),(31 73.339),(32 71.0624),(33 72.52541),(34 71.87283),(35 72.50961),(36 71.20443),(37 72.469345),(38 72.597496),(39 73.859535),(40 72.9661),(41 74.011215),(42 73.82813),(43 73.32753),(44 71.851),(45 72.77252),(46 71.80539),(47 73.19025),(48 71.94998),(49 73.38221),(50 71.99919),(51 72.972694),(52 71.01556),(53 72.86927),(54 72.24367),(55 72.78868),(56 71.61943),(57 72.86295),(58 71.95247),(59 72.952354),(60 70.81927),(61 72.83808),(62 72.380844),(63 73.891716),(64 72.498886),(65 73.30894),(66 72.47221),(67 73.42949),(68 71.55119),(69 71.95214),(70 71.285065),(71 73.072784),(72 71.92031),(73 74.558075),(74 74.323975),(75 75.02417),(76 72.51601),(77 73.74695),(78 72.94458),(79 74.30742),
(1 42.015343),(2 49.289703),(3 56.258),(4 57.643417),(5 61.39751),(6 61.584488),(7 64.50951),(8 64.02913),(9 66.876465),(10 66.81131),(11 67.96715),(12 66.698006),(13 69.14872),(14 68.78941),(15 70.15189),(16 69.034676),(17 70.04788),(18 69.26571),(19 71.46664),(20 70.26481),(21 71.38207),(22 71.37095),(23 72.123055),(24 70.90459),(25 71.700386),(26 70.91026),(27 71.937256),(28 71.693985),(29 72.87452),(30 72.71964),(31 74.18785),(32 72.13205),(33 74.0333),(34 73.05883),(35 73.24194),(36 72.32815),(37 73.630424),(38 72.978546),(39 73.66855),(40 73.265976),(41 73.68629),(42 73.0523),(43 73.53213),(44 72.27081),(45 74.04938),(46 72.55425),(47 73.16732),(48 71.94893),(49 74.20105),(50 72.46642),(51 72.58831),(52 71.23377),(53 72.81516),(54 72.0232),(55 73.140366),(56 72.142),(57 73.77058),(58 72.12985),(59 73.58383),(60 71.81452),(61 73.04436),(62 72.730934),(63 73.31192),(64 72.13902),(65 73.46061),(66 72.319664),(67 72.93092),(68 71.42606),(69 72.01975),(70 71.19681),(71 72.50943),(72 72.1719),(73 73.134384),(74 73.23756),(75 74.156784),(76 72.18059),(77 73.56205),(78 73.46259),(79 74.73374),
(1 40.96067),(2 48.167168),(3 55.20152),(4 56.322483),(5 60.45894),(6 60.737144),(7 63.494778),(8 63.089794),(9 65.28251),(10 65.73566),(11 67.74644),(12 67.691216),(13 68.86678),(14 68.81939),(15 70.22712),(16 68.27681),(17 69.83887),(18 69.82309),(19 71.411705),(20 69.745995),(21 71.05597),(22 70.071625),(23 71.05716),(24 68.91888),(25 70.09304),(26 69.73002),(27 71.4339),(28 70.28848),(29 71.53005),(30 71.36351),(31 72.24043),(32 70.13238),(33 71.34418),(34 70.44032),(35 70.983154),(36 70.42409),(37 71.46435),(38 71.429886),(39 72.37808),(40 71.0608),(41 71.927284),(42 71.34033),(43 71.75015),(44 70.32037),(45 72.117966),(46 71.05474),(47 72.22677),(48 71.173996),(49 72.46733),(50 70.83985),(51 71.66153),(52 70.41475),(53 72.35347),(54 71.555336),(55 72.662704),(56 70.864006),(57 72.02642),(58 71.29866),(59 71.865105),(60 70.08174),(61 71.74835),(62 71.56953),(63 72.1323),(64 70.38803),(65 72.01383),(66 70.89903),(67 71.9755),(68 70.20512),(69 70.52792),(70 70.141495),(71 71.670654),(72 71.16531),(73 72.908226),(74 72.36798),(75 73.671196),(76 71.4059),(77 72.026306),(78 71.40943),(79 72.61633),
(1 41.32415),(2 48.727055),(3 55.68491),(4 56.90537),(5 61.331394),(6 61.34855),(7 63.769672),(8 62.242054),(9 64.00746),(10 64.29693),(11 66.67496),(12 65.638725),(13 67.816124),(14 67.449486),(15 69.19712),(16 67.857864),(17 68.6249),(18 68.28408),(19 70.494286),(20 69.34738),(21 70.125404),(22 70.134026),(23 70.478874),(24 69.166275),(25 70.78562),(26 69.97564),(27 72.23743),(28 71.45951),(29 72.399315),(30 72.65839),(31 73.34767),(32 72.3546),(33 73.01325),(34 72.83907),(35 72.30225),(36 71.62338),(37 73.5062),(38 72.99664),(39 74.41651),(40 73.19905),(41 74.42072),(42 72.5468),(43 72.995026),(44 71.95042),(45 73.13365),(46 71.65151),(47 72.51966),(48 71.09801),(49 72.07379),(50 71.33474),(51 72.03347),(52 71.10132),(53 72.181725),(54 71.39796),(55 72.25135),(56 70.85308),(57 72.6127),(58 71.76612),(59 72.48627),(60 70.342476),(61 72.425285),(62 71.125656),(63 72.34627),(64 70.75455),(65 72.095726),(66 71.21115),(67 72.16014),(68 70.840096),(69 71.27055),(70 71.1965),(71 72.58143),(72 72.01115),(73 73.5094),(74 72.49697),(75 73.22147),(76 71.83515),(77 73.26188),(78 72.40718),(79 73.25124),
(1 40.782787),(2 47.8498),(3 55.225983),(4 56.76689),(5 59.967957),(6 60.474297),(7 62.713566),(8 61.749508),(9 64.08242),(10 64.69136),(11 65.87779),(12 64.996765),(13 67.80466),(14 67.79403),(15 69.13986),(16 67.591225),(17 68.66952),(18 67.94449),(19 70.11408),(20 69.32843),(21 69.89322),(22 69.53858),(23 70.22427),(24 68.76363),(25 69.582924),(26 69.234184),(27 70.634224),(28 70.081795),(29 71.573296),(30 71.49775),(31 72.532776),(32 70.91254),(33 71.91881),(34 71.20854),(35 71.14373),(36 70.91563),(37 72.72631),(38 72.17621),(39 73.381454),(40 71.54015),(41 73.032364),(42 71.93471),(43 72.87274),(44 71.45965),(45 73.14983),(46 71.75114),(47 72.43545),(48 71.2345),(49 72.02617),(50 71.00233),(51 72.1822),(52 70.20234),(53 72.32951),(54 72.03985),(55 72.2498),(56 71.29663),(57 72.80061),(58 71.32976),(59 72.61877),(60 70.59311),(61 72.52947),(62 72.73908),(63 72.96558),(64 70.84552),(65 72.42238),(66 72.35102),(67 73.3367),(68 71.01038),(69 71.210556),(70 71.41984),(71 71.72739),(72 71.03024),(73 73.24893),(74 73.11235),(75 73.85348),(76 71.77354),(77 72.73256),(78 71.883),(79 73.10603),
(1 40.88708),(2 48.80488),(3 55.59212),(4 57.44872),(5 61.034954),(6 61.369804),(7 63.15091),(8 62.493603),(9 64.97678),(10 64.78661),(11 66.75456),(12 66.11224),(13 67.27326),(14 68.10038),(15 69.37979),(16 67.972374),(17 69.27616),(18 68.763565),(19 70.22835),(20 68.928345),(21 70.528824),(22 69.60695),(23 69.7642),(24 68.90246),(25 70.226326),(26 70.064415),(27 71.15034),(28 71.04607),(29 71.91837),(30 71.45468),(31 72.26864),(32 70.55499),(33 71.3673),(34 71.305214),(35 71.482124),(36 70.88576),(37 71.8379),(38 72.465515),(39 73.66078),(40 72.175644),(41 72.883644),(42 72.067505),(43 72.860535),(44 71.53623),(45 72.78634),(46 71.73561),(47 72.75647),(48 71.42166),(49 72.63684),(50 71.35912),(51 72.64682),(52 70.22986),(53 71.93605),(54 71.86974),(55 72.64184),(56 71.643196),(57 72.91403),(58 71.700424),(59 72.65714),(60 70.56489),(61 72.59826),(62 72.07675),(63 73.67857),(64 72.09258),(65 73.46839),(66 72.621254),(67 73.1566),(68 71.17931),(69 72.16415),(70 72.22172),(71 72.858986),(72 71.24459),(73 73.28978),(74 73.19961),(75 74.447784),(76 72.55513),(77 73.95305),(78 73.096504),(79 72.919685),
(1 40.63391),(2 47.46139),(3 55.19123),(4 56.67397),(5 60.603638),(6 61.148647),(7 63.380424),(8 62.47752),(9 65.34108),(10 65.2652),(11 67.20918),(12 66.49997),(13 68.55203),(14 68.41112),(15 70.322174),(16 68.67616),(17 69.58796),(18 69.45874),(19 70.88439),(20 69.12316),(21 70.5088),(22 69.505875),(23 70.05817),(24 68.52471),(25 70.474495),(26 69.90427),(27 71.43449),(28 70.93812),(29 72.3376),(30 71.74346),(31 72.62946),(32 70.99602),(33 72.67657),(34 71.32431),(35 71.76869),(36 71.1128),(37 72.25426),(38 72.0196),(39 73.09612),(40 71.151505),(41 73.21087),(42 71.73722),(43 72.12194),(44 71.3315),(45 72.68806),(46 71.866135),(47 72.08156),(48 71.13433),(49 72.0788),(50 71.316925),(51 72.22619),(52 70.3268),(53 71.95244),(54 70.94282),(55 71.78407),(56 70.50602),(57 71.92642),(58 70.141014),(59 71.034294),(60 69.54186),(61 71.086876),(62 70.70442),(63 71.94056),(64 70.18462),(65 71.557816),(66 71.130844),(67 71.99226),(68 69.675896),(69 70.689255),(70 70.206024),(71 71.6438),(72 70.81462),(73 71.882126),(74 71.655785),(75 72.36931),(76 69.939835),(77 71.00592),(78 71.19059),(79 71.86941),
(1 39.641487),(2 46.40636),(3 53.175568),(4 54.655907),(5 58.279312),(6 58.66636),(7 61.127956),(8 60.175755),(9 62.953285),(10 62.6445),(11 64.306),(12 63.94859),(13 65.72161),(14 65.29183),(15 66.753975),(16 66.003456),(17 67.53798),(18 67.42468),(19 68.457794),(20 67.29485),(21 68.56421),(22 67.94832),(23 68.51786),(24 67.46791),(25 68.73827),(26 68.376114),(27 69.93619),(28 69.301125),(29 70.57175),(30 69.2937),(31 70.03184),(32 68.86806),(33 70.465515),(34 69.799614),(35 70.71088),(36 70.09103),(37 71.29605),(38 70.51028),(39 71.109825),(40 69.58783),(41 70.67443),(42 70.178276),(43 70.89634),(44 69.49096),(45 70.75281),(46 69.68045),(47 70.05507),(48 69.07517),(49 69.974075),(50 68.93984),(51 70.29168),(52 68.63851),(53 69.6627),(54 69.249405),(55 70.305885),(56 69.18915),(57 70.19515),(58 68.533005),(59 69.56445),(60 67.675575),(61 69.37431),(62 68.68205),(63 69.716225),(64 68.37985),(65 69.732666),(66 69.10399),(67 70.366554),(68 68.30932),(69 69.33936),(70 68.717545),(71 70.65365),(72 69.113396),(73 71.26962),(74 71.19556),(75 72.22021),(76 70.38863),(77 70.96476),(78 70.562645),(79 71.32007),
(1 39.81808),(2 47.16139),(3 54.706844),(4 55.48979),(5 59.45574),(6 59.70901),(7 62.76693),(8 61.295483),(9 63.81168),(10 63.59985),(11 65.23065),(12 64.38977),(13 65.88146),(14 66.3548),(15 67.85481),(16 66.549774),(17 68.20846),(18 67.55453),(19 69.41204),(20 68.1861),(21 69.26347),(22 68.63507),(23 69.630775),(24 68.574814),(25 69.438866),(26 69.08238),(27 70.73119),(28 70.034645),(29 71.41248),(30 70.63597),(31 72.06257),(32 69.768486),(33 70.6833),(34 69.97345),(35 70.512245),(36 69.514534),(37 71.42782),(38 70.55533),(39 72.118065),(40 70.260445),(41 71.418015),(42 70.51776),(43 70.95477),(44 70.09465),(45 70.93667),(46 70.04807),(47 71.49288),(48 69.50111),(49 70.57006),(50 68.81433),(51 70.37813),(52 68.48966),(53 70.00809),(54 69.473434),(55 70.263504),(56 69.235596),(57 70.72644),(58 70.298035),(59 70.74972),(60 68.95301),(61 70.75087),(62 70.03156),(63 71.18855),(64 69.83594),(65 70.49725),(66 70.06006),(67 71.130974),(68 68.60223),(69 69.82341),(70 69.233734),(71 70.56209),(72 69.82271),(73 71.04882),(74 70.97717),(75 72.39513),(76 70.22927),(77 70.95882),(78 70.16501),(79 71.2802),
(1 39.317417),(2 46.177105),(3 53.55633),(4 55.17912),(5 59.090828),(6 59.429653),(7 62.0515),(8 61.772808),(9 63.82811),(10 63.87697),(11 65.52477),(12 64.83235),(13 66.16797),(14 66.44686),(15 67.1421),(16 65.97069),(17 67.671814),(18 67.3547),(19 69.17608),(20 67.67966),(21 68.9082),(22 68.18381),(23 68.87421),(24 67.779686),(25 68.59671),(26 68.74405),(27 69.9793),(28 68.82693),(29 70.400795),(30 70.19903),(31 70.88271),(32 68.88529),(33 70.48071),(34 69.7395),(35 70.725945),(36 69.811874),(37 71.351524),(38 71.10767),(39 70.99484),(40 70.21872),(41 70.82519),(42 69.93256),(43 70.97229),(44 69.16005),(45 70.14423),(46 69.65327),(47 70.59488),(48 68.698654),(49 69.89681),(50 68.54319),(51 70.6514),(52 69.071724),(53 70.25516),(54 69.67406),(55 70.35148),(56 68.72386),(57 70.34097),(58 68.915596),(59 69.28782),(60 67.63177),(61 69.189186),(62 69.090485),(63 70.94593),(64 69.90087),(65 71.16065),(66 70.144485),(67 70.515656),(68 67.94942),(69 69.208466),(70 68.32363),(71 69.85463),(72 69.0967),(73 70.66921),(74 70.10359),(75 70.85459),(76 69.21131),(77 70.588776),(78 70.15903),(79 70.43212),
(1 39.52335),(2 46.580044),(3 53.8587),(4 54.82888),(5 58.677002),(6 58.923653),(7 61.84849),(8 60.662716),(9 63.12337),(10 63.1268),(11 64.613014),(12 63.84381),(13 65.69346),(14 66.08691),(15 66.7166),(16 65.235886),(17 67.13282),(18 66.489365),(19 68.595795),(20 66.85571),(21 67.62822),(22 66.36828),(23 67.19077),(24 66.7436),(25 68.52799),(26 67.90794),(27 69.20788),(28 68.52247),(29 69.5918),(30 69.186),(31 69.77706),(32 68.30442),(33 69.28779),(34 68.766685),(35 68.99564),(36 68.78705),(37 69.449104),(38 69.67629),(39 70.70029),(40 69.30762),(41 70.38649),(42 69.263435),(43 69.80188),(44 68.464355),(45 69.39111),(46 68.41648),(47 69.45716),(48 67.35691),(49 68.90292),(50 68.02733),(51 69.666534),(52 67.30739),(53 68.43267),(54 67.744194),(55 69.033516),(56 67.67697),(57 69.080376),(58 68.14768),(59 68.57229),(60 67.240715),(61 69.2277),(62 69.223724),(63 70.03588),(64 68.934654),(65 69.79997),(66 68.938484),(67 70.00984),(68 68.432556),(69 69.47896),(70 68.665855),(71 69.65216),(72 68.511055),(73 70.58053),(74 70.543076),(75 70.75124),(76 69.12535),(77 70.363846),(78 70.09725),(79 70.08107),
(1 39.08769),(2 46.012012),(3 53.29606),(4 54.248375),(5 57.88072),(6 58.327568),(7 60.392982),(8 60.11135),(9 62.644394),(10 62.9342),(11 64.52503),(12 64.299805),(13 66.44639),(14 65.732544),(15 66.80338),(16 65.477425),(17 67.18684),(18 66.71056),(19 68.31469),(20 66.63004),(21 67.673584),(22 67.25061),(23 67.4854),(24 66.56816),(25 68.60755),(26 67.73185),(27 68.81277),(28 67.88136),(29 69.15547),(30 68.69249),(31 69.63251),(32 68.15318),(33 69.582275),(34 68.8321),(35 69.53517),(36 68.884834),(37 70.24616),(38 70.12827),(39 70.36387),(40 69.63873),(41 69.85637),(42 69.5416),(43 69.06962),(44 68.035675),(45 68.71822),(46 68.796486),(47 69.624954),(48 68.47656),(49 68.99282),(50 68.29196),(51 69.174805),(52 67.56118),(53 68.9344),(54 68.35428),(55 69.633385),(56 68.5006),(57 69.60056),(58 68.79048),(59 69.59017),(60 68.08351),(61 69.88073),(62 70.115074),(63 70.251114),(64 68.92349),(65 70.6182),(66 69.9502),(67 70.33991),(68 68.49746),(69 69.5943),(70 69.05415),(71 70.04556),(72 68.58545),(73 70.9042),(74 70.20852),(75 70.99287),(76 68.74115),(77 69.596634),(78 69.37834),(79 70.25905),
