1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 81214.23),(2 287514.44),(3 607774.2),(4 1024124.5),(5 1518310.3),(6 2060138.3),(7 2643674.5),(8 3273626),(9 3921900.5),(10 4550554.5),(11 5185881.5),(12 5804243),(13 6469274.5),(14 7091114.5),(15 7767109.5),(16 8438809),(17 9098357),(18 9805782),(19 10379904),(20 10893944),(21 11369480),(22 11792604),(23 12159413),(24 12455743),(25 12693334),(26 12879752),(27 12981674),(28 13029511),(29 13005768),(30 12937369),(31 12840890),(32 12711204),(33 12560971),(34 12377547),(35 12194509),(36 12047314),(37 11875873),(38 11776522),(39 11713795),(40 11636786),(41 11583955),(42 11545816),(43 11522430),(44 11521025),(45 11542474),(46 11573932),(47 11590557),(48 11567830),(49 11563275),(50 11564733),(51 11540438),(52 11533781),(53 11495867),(54 11480093),(55 11448042),(56 11433447),(57 11405793),(58 11334431),(59 11280466),(60 11237487),(61 11236794),(62 11254246),(63 11273692),(64 11331925),(65 11411281),(66 11492479),(67 11583271),(68 11688455),(69 11801981),(70 11899342),(71 11982091),(72 12041216),(73 12084529),(74 12124729),(75 12124317),(76 12100141),(77 12044501),(78 11944509),(79 11821376),
(1 86675.12),(2 307855.28),(3 646978.7),(4 1088317.5),(5 1606481.4),(6 2175261.3),(7 2794480),(8 3439780.8),(9 4080370),(10 4689149),(11 5278705.5),(12 5822928),(13 6358451.5),(14 6848654.5),(15 7307418),(16 7707816),(17 8049922),(18 8373830.5),(19 8654088),(20 8886077),(21 9064351),(22 9195851),(23 9306806),(24 9334044),(25 9351436),(26 9321392),(27 9246195),(28 9148125),(29 9027933),(30 8907671),(31 8780592),(32 8645315),(33 8515942),(34 8395265),(35 8296471.5),(36 8242816),(37 8180768),(38 8126784.5),(39 8071765.5),(40 8034048.5),(41 8012706.5),(42 8014605.5),(43 8055735.5),(44 8114608.5),(45 8201081.5),(46 8330090.5),(47 8473480),(48 8618009),(49 8791530),(50 8984417),(51 9148791),(52 9284731),(53 9410507),(54 9491325),(55 9552221),(56 9540401),(57 9484633),(58 9387775),(59 9283063),(60 9199235),(61 9116747),(62 9058369),(63 9009951),(64 8973758),(65 8942635),(66 8938830),(67 8951071),(68 8959727),(69 8967796),(70 8940695),(71 8910737),(72 8864527),(73 8779877),(74 8681385),(75 8603041),(76 8489361),(77 8407873),(78 8317032.5),(79 8245070),
(1 71656.94),(2 245517.44),(3 505797.53),(4 833216.3),(5 1209698.5),(6 1614410.8),(7 2029782.8),(8 2460262.5),(9 2888941.5),(10 3326446),(11 3774845.5),(12 4188883.8),(13 4582275.5),(14 4941061),(15 5262550),(16 5565920),(17 5812298),(18 6023703),(19 6198722.5),(20 6330908),(21 6414894),(22 6478204),(23 6520758),(24 6541101),(25 6528272.5),(26 6496182),(27 6441308),(28 6368623.5),(29 6277056.5),(30 6167388),(31 6048438),(32 5938800.5),(33 5824319.5),(34 5723828),(35 5625558),(36 5557019),(37 5511919.5),(38 5488880.5),(39 5473204),(40 5492300),(41 5538987.5),(42 5602532.5),(43 5697532),(44 5815563.5),(45 5966189.5),(46 6134587.5),(47 6317933),(48 6516772.5),(49 6737735),(50 6965735.5),(51 7159617.5),(52 7315489.5),(53 7435396.5),(54 7531150.5),(55 7580864),(56 7589776.5),(57 7569517),(58 7545613),(59 7511037.5),(60 7477378.5),(61 7441780.5),(62 7423320.5),(63 7425481),(64 7407972),(65 7403870),(66 7422717),(67 7442459.5),(68 7455024),(69 7464860),(70 7465030.5),(71 7452070),(72 7448706),(73 7435542),(74 7433437.5),(75 7445525),(76 7440541.5),(77 7444606.5),(78 7454235.5),(79 7457716.5),
(1 72242.46),(2 251508.7),(3 523363.1),(4 860352.94),(5 1233736),(6 1627269.5),(7 2020870.8),(8 2417929),(9 2792567.8),(10 3152490.5),(11 3482386.5),(12 3783492.5),(13 4069427),(14 4333208),(15 4597531),(16 4845900.5),(17 5099620),(18 5319439),(19 5507936.5),(20 5663484),(21 5771232.5),(22 5871922),(23 5956684),(24 6057062.5),(25 6130809),(26 6210984.5),(27 6277284),(28 6330137.5),(29 6363020),(30 6401271.5),(31 6431639.5),(32 6493013),(33 6550414.5),(34 6617034),(35 6688980.5),(36 6769664),(37 6852627),(38 6933849),(39 6996963),(40 7064193.5),(41 7075674),(42 7097690),(43 7112829.5),(44 7144669),(45 7196617.5),(46 7264243),(47 7338321.5),(48 7434044),(49 7567821.5),(50 7728164),(51 7854178),(52 7957347),(53 8032874),(54 8077250.5),(55 8071886),(56 7993211),(57 7867778.5),(58 7696602),(59 7498022.5),(60 7283777.5),(61 7081752.5),(62 6857527),(63 6628540),(64 6390459),(65 6166290),(66 5990110.5),(67 5838402),(68 5725295.5),(69 5647226),(70 5605015.5),(71 5595010.5),(72 5614347),(73 5660266),(74 5723155),(75 5800008.5),(76 5895466),(77 6002161.5),(78 6135056.5),(79 6256093.5),
(1 64218.965),(2 220818.11),(3 453606.2),(4 729396.7),(5 1038027.25),(6 1357729.1),(7 1684559),(8 1993062.5),(9 2283298.8),(10 2560775.5),(11 2798691.8),(12 3018872.3),(13 3228602.8),(14 3429601.3),(15 3620908.5),(16 3789468.5),(17 3913976.3),(18 4027856),(19 4110959),(20 4174119),(21 4217823),(22 4259580),(23 4293130),(24 4313463.5),(25 4340567),(26 4378031),(27 4414432.5),(28 4448666.5),(29 4475046),(30 4502935.5),(31 4530894),(32 4560851),(33 4580262.5),(34 4617925.5),(35 4669557),(36 4754460),(37 4849740.5),(38 4942638.5),(39 5006983.5),(40 5064189.5),(41 5110201),(42 5129748),(43 5130942),(44 5122199.5),(45 5071757.5),(46 4987729),(47 4889540),(48 4779924.5),(49 4690255.5),(50 4619121),(51 4575022),(52 4524158),(53 4484250.5),(54 4478739.5),(55 4486898),(56 4526311.5),(57 4581904.5),(58 4649308.5),(59 4719253),(60 4786286),(61 4837170),(62 4884900.5),(63 4918065),(64 4949021.5),(65 4979084),(66 5027113),(67 5087129.5),(68 5181157.5),(69 5273300),(70 5372218.5),(71 5484878),(72 5583152.5),(73 5672102.5),(74 5730665),(75 5765779.5),(76 5799179.5),(77 5817085.5),(78 5810560),(79 5792963.5),
(1 64957.83),(2 222949.7),(3 453514.8),(4 735635.06),(5 1045574.94),(6 1373066.4),(7 1685688.6),(8 1983383.4),(9 2270201.3),(10 2551889.8),(11 2800228.3),(12 3034421),(13 3262134.8),(14 3482000),(15 3694167.3),(16 3911736),(17 4123369.8),(18 4332621.5),(19 4531113.5),(20 4717101),(21 4910576),(22 5098290),(23 5278591),(24 5423799),(25 5571169.5),(26 5710280.5),(27 5833830),(28 5949502),(29 6031972.5),(30 6121205),(31 6193846),(32 6271465.5),(33 6344784),(34 6440989.5),(35 6546160.5),(36 6634810),(37 6710217),(38 6755266),(39 6708877.5),(40 6630638),(41 6530261.5),(42 6417907),(43 6358054.5),(44 6321522),(45 6294009.5),(46 6269485.5),(47 6248161),(48 6251232),(49 6295566),(50 6337782.5),(51 6393374.5),(52 6442065),(53 6530102.5),(54 6599503),(55 6671941),(56 6742192.5),(57 6813708.5),(58 6906044.5),(59 6977306.5),(60 7031818.5),(61 7033701),(62 7007558.5),(63 6923671),(64 6811190.5),(65 6689752.5),(66 6593921.5),(67 6498273),(68 6425918),(69 6364605),(70 6332221),(71 6302646.5),(72 6289352.5),(73 6288277),(74 6288152.5),(75 6294484.5),(76 6312546.5),(77 6347205.5),(78 6391940.5),(79 6484952.5),
(1 61209.824),(2 214640.36),(3 438089.97),(4 709484.8),(5 1017836.5),(6 1336836.4),(7 1646648.3),(8 1953282.3),(9 2259449.3),(10 2552974.5),(11 2814750.5),(12 3049608.5),(13 3251701.3),(14 3431384.5),(15 3593694.5),(16 3732728.5),(17 3854959),(18 3977652.8),(19 4022478.5),(20 4037653.5),(21 4030958),(22 3998054.8),(23 3954397),(24 3892804.5),(25 3848457),(26 3819808.3),(27 3781204.3),(28 3771000.5),(29 3768351.5),(30 3791946.5),(31 3853595.5),(32 3953859.8),(33 4060017.5),(34 4177298),(35 4321576.5),(36 4436051.5),(37 4529430.5),(38 4585776.5),(39 4559672.5),(40 4523727.5),(41 4496202.5),(42 4456122),(43 4413027),(44 4390731.5),(45 4341008.5),(46 4298321.5),(47 4236461),(48 4188150.8),(49 4156507.8),(50 4138149.3),(51 4133721.5),(52 4141590.8),(53 4152719.5),(54 4158710.3),(55 4161099),(56 4163791),(57 4161860.5),(58 4166488),(59 4162393.3),(60 4153835.5),(61 4135076.3),(62 4119576.8),(63 4083188.3),(64 4032995.5),(65 3982443.8),(66 3946360.3),(67 3918414.5),(68 3919833.5),(69 3904971.3),(70 3904218.5),(71 3922129),(72 3955969.5),(73 3998545.5),(74 4041175.8),(75 4082116.3),(76 4107568.3),(77 4125149.3),(78 4152013.8),(79 4183549.5),
(1 65174.75),(2 227176.16),(3 455924.6),(4 729082.9),(5 1037950.06),(6 1361430.9),(7 1689394.1),(8 2003318),(9 2301889),(10 2565143.5),(11 2817983),(12 3036416),(13 3227497.3),(14 3405366.8),(15 3547791.5),(16 3665037.5),(17 3743171.5),(18 3825640.3),(19 3872770.5),(20 3907882.5),(21 3926739.8),(22 3944216.8),(23 3974486.8),(24 3996413.3),(25 4007989.8),(26 4017344),(27 4010246.3),(28 3994082),(29 3957993.3),(30 3938258),(31 3924606),(32 3917872),(33 3909218.8),(34 3896818.5),(35 3889547),(36 3874157.5),(37 3860493),(38 3843969),(39 3804775.3),(40 3766297),(41 3746755.5),(42 3725613.3),(43 3715501.3),(44 3693655.5),(45 3664553.3),(46 3634568.3),(47 3608314),(48 3596980),(49 3604660),(50 3616494.5),(51 3631876.8),(52 3654681.8),(53 3681414.5),(54 3713593.8),(55 3747936.3),(56 3797030),(57 3851877.3),(58 3886424.5),(59 3927848.3),(60 3957161),(61 3964714.3),(62 3968643.3),(63 3951122.8),(64 3913585.5),(65 3856424.8),(66 3801523.5),(67 3744456),(68 3685543.5),(69 3635355.3),(70 3584722),(71 3535259.5),(72 3504144.3),(73 3481773.3),(74 3469095.3),(75 3477557.3),(76 3494527.5),(77 3530695.3),(78 3577848.3),(79 3631207.8),
(1 61014.816),(2 207052.39),(3 419909.94),(4 672768.44),(5 946113.75),(6 1219722.5),(7 1478247.8),(8 1724718.5),(9 1951601.3),(10 2164083),(11 2359197),(12 2532055),(13 2678186),(14 2785133.5),(15 2846468),(16 2875749),(17 2888611),(18 2916897.3),(19 2924353.5),(20 2936401.8),(21 2939642.5),(22 2938265),(23 2930994),(24 2936267.5),(25 2952441.5),(26 2964414),(27 2974189.3),(28 2997149.8),(29 3024300),(30 3030068.3),(31 3033865.5),(32 3028888.5),(33 3035116.3),(34 3043908.5),(35 3065290.5),(36 3098145),(37 3140252.5),(38 3188261.5),(39 3223397.8),(40 3256625),(41 3288818.5),(42 3334866.3),(43 3376492.5),(44 3415289.8),(45 3433235.5),(46 3437580),(47 3439274.5),(48 3430347.5),(49 3435146.5),(50 3441680),(51 3450762.8),(52 3440745),(53 3429625),(54 3401327.5),(55 3360471),(56 3317759.5),(57 3260625),(58 3205529),(59 3156875.5),(60 3108470.5),(61 3067706.5),(62 3022848.5),(63 2969641),(64 2922056),(65 2882460.3),(66 2857070),(67 2866592.5),(68 2903186.5),(69 2935762),(70 2990484.5),(71 3047883.5),(72 3114917.3),(73 3181465.5),(74 3253534),(75 3333108.5),(76 3427806.3),(77 3525155.5),(78 3611202.3),(79 3674931),
(1 65019.414),(2 221706.66),(3 443696.1),(4 700860.9),(5 981115.8),(6 1253856),(7 1508971),(8 1748154.1),(9 1960278.5),(10 2147959.3),(11 2317714.8),(12 2469695.3),(13 2611197),(14 2730308),(15 2828580),(16 2898555.3),(17 2952152.5),(18 3004118),(19 3038467.5),(20 3070890.3),(21 3109882),(22 3149737.5),(23 3185595.5),(24 3213882.5),(25 3243482),(26 3264350.5),(27 3272771),(28 3261274.8),(29 3254153),(30 3228579.5),(31 3199143),(32 3162746.8),(33 3127696.3),(34 3093152),(35 3055182.5),(36 3032163.8),(37 3012188.8),(38 3013655.8),(39 3015914.8),(40 3032099.8),(41 3034938.5),(42 3041418.5),(43 3036909.3),(44 3028143.5),(45 3006785.8),(46 2987794),(47 2988867),(48 2989467.8),(49 3005530),(50 3016567.8),(51 3036400.8),(52 3047673.8),(53 3059628.3),(54 3087301),(55 3109112),(56 3127398),(57 3147942),(58 3158479.3),(59 3174730.8),(60 3172498.5),(61 3165202.3),(62 3142881.3),(63 3121781.5),(64 3089936.5),(65 3056854.3),(66 3024008.8),(67 2997251),(68 2965255.8),(69 2966143.5),(70 2990151),(71 3030642.5),(72 3075702.3),(73 3130269),(74 3186482.3),(75 3236770.3),(76 3277385.5),(77 3303820.5),(78 3307682),(79 3290699),
(1 59001.164),(2 203351.42),(3 408843.06),(4 647736.56),(5 908250.3),(6 1162061.1),(7 1405512.6),(8 1627904),(9 1840857.8),(10 2038789.5),(11 2206345.3),(12 2363421.8),(13 2501295.3),(14 2621260),(15 2722204.3),(16 2803384.5),(17 2875577.3),(18 2942103.8),(19 2981028),(20 3012990.3),(21 3027516.8),(22 3020825.8),(23 2995357.3),(24 2964830.3),(25 2930524),(26 2898931.8),(27 2866673.3),(28 2836740.5),(29 2802684.8),(30 2766640),(31 2713635.3),(32 2664276.5),(33 2623232.5),(34 2586715.5),(35 2565153.8),(36 2547121),(37 2534234.3),(38 2528685.8),(39 2520834.8),(40 2521202.3),(41 2530335.5),(42 2551954.8),(43 2583928.8),(44 2622591),(45 2643039),(46 2669227.8),(47 2680222.8),(48 2675258.5),(49 2647716.5),(50 2617533.3),(51 2595090),(52 2568083.8),(53 2538315),(54 2497656),(55 2462185.3),(56 2409710.3),(57 2353839.5),(58 2300018.3),(59 2241978),(60 2193484.8),(61 2149775.5),(62 2117937.5),(63 2086321.4),(64 2077830.4),(65 2066065.6),(66 2062509.5),(67 2072930),(68 2089184.5),(69 2121411.3),(70 2164162),(71 2224319),(72 2290065),(73 2366138.5),(74 2441307),(75 2514638),(76 2592391),(77 2662202),(78 2728837),(79 2792138.8),
(1 59387.313),(2 205478.81),(3 421177.4),(4 675718.25),(5 959771.56),(6 1240901),(7 1503268.5),(8 1746911.4),(9 1958488.9),(10 2137423.5),(11 2281264.8),(12 2393055.8),(13 2464586.3),(14 2517256.5),(15 2536716.8),(16 2546042.3),(17 2552328),(18 2559671.3),(19 2551372.5),(20 2538697.3),(21 2523074.8),(22 2509612.3),(23 2497842),(24 2489927.8),(25 2493184.8),(26 2514590.5),(27 2541374.5),(28 2571763.8),(29 2600725),(30 2625070.8),(31 2631874.3),(32 2632059),(33 2626890),(34 2629452.8),(35 2636949.3),(36 2635785.5),(37 2633210),(38 2621878),(39 2609816.8),(40 2594342.5),(41 2584539.8),(42 2578462.3),(43 2573615),(44 2582712.3),(45 2575503),(46 2555323.3),(47 2535976.3),(48 2524163),(49 2509677.5),(50 2492164.5),(51 2478135.8),(52 2452749),(53 2424428.5),(54 2396700.8),(55 2370593.3),(56 2354083.5),(57 2343602.5),(58 2329035),(59 2307842),(60 2293764.8),(61 2286555.5),(62 2292249),(63 2287010),(64 2296716),(65 2312817),(66 2334961.8),(67 2359546.5),(68 2391717.5),(69 2423771.3),(70 2459071),(71 2496420.8),(72 2520869.8),(73 2538679.5),(74 2535150.8),(75 2517320.8),(76 2494725),(77 2478894.3),(78 2483579.8),(79 2499256),
(1 61589.105),(2 207638.19),(3 411791.13),(4 644425.4),(5 887214.5),(6 1125531.9),(7 1342277.6),(8 1546814.8),(9 1716495.5),(10 1858319.9),(11 1980509.4),(12 2078411.1),(13 2145418),(14 2190232.3),(15 2220681.8),(16 2247571),(17 2274817.8),(18 2312783.5),(19 2341308.3),(20 2373340.3),(21 2399494.3),(22 2411629.5),(23 2404945.8),(24 2392618.5),(25 2372361),(26 2352044.3),(27 2321101.5),(28 2287516),(29 2244915.3),(30 2208982.3),(31 2179225),(32 2153756),(33 2130803.8),(34 2119554.8),(35 2121533.8),(36 2118170.5),(37 2100449.5),(38 2093019.5),(39 2100572),(40 2107103),(41 2104331),(42 2103582.5),(43 2097777.8),(44 2088048.8),(45 2075793.3),(46 2069159.1),(47 2060375.9),(48 2053243),(49 2051947.9),(50 2053513.5),(51 2067559.3),(52 2081478.1),(53 2111100.8),(54 2147256.3),(55 2183044.5),(56 2202238.8),(57 2225723.5),(58 2239865.5),(59 2250790.8),(60 2254880.8),(61 2258069.3),(62 2265399.8),(63 2269919.3),(64 2285676),(65 2300927),(66 2307617),(67 2310474.5),(68 2301214.3),(69 2295310.3),(70 2288596.8),(71 2290933.3),(72 2301038.5),(73 2315581.5),(74 2335824.3),(75 2356479.3),(76 2379946.5),(77 2410377.8),(78 2440090.8),(79 2466447.3),
(1 66406.53),(2 226832.95),(3 447082.8),(4 701565.3),(5 969010.4),(6 1231238.4),(7 1460492.1),(8 1661549.5),(9 1816553.6),(10 1943366.3),(11 2025758.3),(12 2077023.6),(13 2096010),(14 2103845),(15 2109272.3),(16 2125130.8),(17 2144444),(18 2170088),(19 2192708),(20 2211580.5),(21 2213275.8),(22 2210164.5),(23 2201732.3),(24 2195062),(25 2189518.3),(26 2183819.5),(27 2181745),(28 2191697),(29 2200561.3),(30 2203290),(31 2209740),(32 2224561.5),(33 2220493.3),(34 2223485.3),(35 2221246.5),(36 2224077.8),(37 2231315.5),(38 2244054.5),(39 2264470.3),(40 2280574.8),(41 2296675.5),(42 2313801),(43 2324211.3),(44 2338302.8),(45 2339923.5),(46 2333855.5),(47 2317633.3),(48 2290736),(49 2261418.3),(50 2229889),(51 2193850.8),(52 2165546.8),(53 2152063.8),(54 2145055.3),(55 2129008),(56 2106772.5),(57 2084342),(58 2060199.1),(59 2040984),(60 2022667),(61 2011584.1),(62 2015760.4),(63 2025966.3),(64 2046420.6),(65 2072417.3),(66 2104045.8),(67 2128242.8),(68 2153381),(69 2181493),(70 2213669.3),(71 2246126.3),(72 2260863.8),(73 2281889.3),(74 2289298.3),(75 2300078.8),(76 2316708),(77 2333563.5),(78 2345005.3),(79 2355360.3),
(1 63921.91),(2 218191.58),(3 430945.56),(4 673875.75),(5 920494.94),(6 1154216.4),(7 1359683.1),(8 1541095.6),(9 1695629.9),(10 1825100.5),(11 1911045.4),(12 1966248.9),(13 2003309.1),(14 2030720),(15 2047171.5),(16 2064501.4),(17 2076614.4),(18 2099077.8),(19 2105228.5),(20 2112177.8),(21 2114561.5),(22 2120305.8),(23 2122790.8),(24 2124520.8),(25 2119065.3),(26 2122374.5),(27 2119826.8),(28 2120701.5),(29 2105997),(30 2094380.3),(31 2076304),(32 2062519.3),(33 2043984.8),(34 2035025.8),(35 2032187.3),(36 2040278.3),(37 2068792.4),(38 2099973),(39 2125071),(40 2137511.5),(41 2128773.8),(42 2116013.5),(43 2092072.8),(44 2094391.1),(45 2095669.8),(46 2104402),(47 2099648.3),(48 2090498.5),(49 2082518.3),(50 2063864.9),(51 2050345.8),(52 2050284.5),(53 2065980.8),(54 2085152.8),(55 2107202.3),(56 2125797.8),(57 2147215.3),(58 2173077.8),(59 2194769),(60 2221680.5),(61 2252080.8),(62 2291192.3),(63 2330302.5),(64 2360379.8),(65 2385298.5),(66 2392336.3),(67 2395331.5),(68 2394592),(69 2390362),(70 2383690.8),(71 2374908.3),(72 2357544),(73 2343100.5),(74 2320328.5),(75 2311583.3),(76 2315202.5),(77 2329269),(78 2355050.3),(79 2385371.5),
(1 69904.234),(2 236766.86),(3 469374.1),(4 740908.1),(5 1014029.8),(6 1271250.5),(7 1493676.6),(8 1679061.5),(9 1821452.4),(10 1923473.1),(11 1985326.5),(12 2013885.9),(13 2027244.3),(14 2030061.9),(15 2017900),(16 1998955.4),(17 1974072),(18 1957241),(19 1940739),(20 1927520.3),(21 1910188.6),(22 1900350.3),(23 1903043.4),(24 1910792.8),(25 1916219),(26 1928437.1),(27 1942992.4),(28 1966673.5),(29 1998504.8),(30 2045721.1),(31 2085118.1),(32 2123384.8),(33 2154281.5),(34 2186190.8),(35 2208907),(36 2228867.5),(37 2242243),(38 2256276.5),(39 2270403.8),(40 2281488.5),(41 2282303.8),(42 2277600.5),(43 2271779.5),(44 2257745.3),(45 2239194),(46 2227408.5),(47 2216563.3),(48 2209388.8),(49 2199309.3),(50 2194110.8),(51 2188610.8),(52 2186794.3),(53 2192900.5),(54 2213237),(55 2230760.5),(56 2243584.5),(57 2258438.8),(58 2265984.8),(59 2268030),(60 2268485.3),(61 2276668.3),(62 2282177.3),(63 2285003.8),(64 2280445.3),(65 2261495.8),(66 2239125.5),(67 2224496.8),(68 2198156.3),(69 2182059.5),(70 2160817.3),(71 2138210.3),(72 2109895.5),(73 2083872.6),(74 2060353),(75 2047697.4),(76 2038506.3),(77 2048744),(78 2071410.6),(79 2098698.8),
(1 64211.08),(2 215503.89),(3 424150.56),(4 657876.9),(5 886980.25),(6 1099767.5),(7 1278270.1),(8 1425886.1),(9 1534015.3),(10 1614908.5),(11 1676620.1),(12 1719666.6),(13 1748301.5),(14 1772262.9),(15 1792572.6),(16 1810346),(17 1823098.5),(18 1841601.3),(19 1851326.3),(20 1853706.6),(21 1849269.8),(22 1836499.4),(23 1821612.3),(24 1802093.1),(25 1772918),(26 1752883.3),(27 1736588.3),(28 1733533.1),(29 1740620.5),(30 1749272.8),(31 1753595),(32 1758677),(33 1753293.1),(34 1750588.1),(35 1754402.5),(36 1767350.6),(37 1771731.8),(38 1778945.8),(39 1780625.6),(40 1773933.5),(41 1760688.9),(42 1733743.3),(43 1697958.9),(44 1665546.9),(45 1633631.9),(46 1608296.5),(47 1591679.6),(48 1584151.5),(49 1581075.9),(50 1586574.4),(51 1603508.8),(52 1620120.8),(53 1640673.1),(54 1663534.9),(55 1682582.3),(56 1697231.6),(57 1704329.6),(58 1709278.6),(59 1706946.3),(60 1703245.1),(61 1698482.9),(62 1685904.4),(63 1674353.8),(64 1661100.5),(65 1651182.3),(66 1641094),(67 1637955),(68 1631058.3),(69 1640165.8),(70 1647728),(71 1657022),(72 1656910.6),(73 1653074.1),(74 1639643.8),(75 1629746),(76 1625035),(77 1630687.6),(78 1640255.3),(79 1654859.4),
(1 61558.59),(2 202927.33),(3 392364.13),(4 601336.2),(5 804541.44),(6 984744.3),(7 1135098.8),(8 1257656.5),(9 1342190.1),(10 1401831),(11 1435956.1),(12 1447009),(13 1440111.3),(14 1434017.9),(15 1432496.4),(16 1431897.3),(17 1421074.3),(18 1413820.3),(19 1397363.1),(20 1390193),(21 1386107.9),(22 1385733.8),(23 1388682.5),(24 1407374.4),(25 1430749.1),(26 1461396.4),(27 1489141.6),(28 1516654.1),(29 1542763.5),(30 1572859.1),(31 1605291.8),(32 1636217.1),(33 1658944.4),(34 1683268.3),(35 1699617.3),(36 1719729.4),(37 1729265.3),(38 1741753.1),(39 1756615),(40 1767646.4),(41 1777619.6),(42 1779113.4),(43 1760321),(44 1741535),(45 1715447),(46 1689148.1),(47 1668510.8),(48 1670117),(49 1681947.1),(50 1710785.9),(51 1752343.9),(52 1801782.6),(53 1855989.5),(54 1908807.3),(55 1954212.1),(56 1995894.6),(57 2037214.4),(58 2061462),(59 2073599.6),(60 2063595),(61 2037053.1),(62 1995204.1),(63 1954000.6),(64 1907071),(65 1873823.4),(66 1845428.1),(67 1815969.4),(68 1777636.4),(69 1756840.5),(70 1747665.6),(71 1747481.4),(72 1743518.8),(73 1741158),(74 1734575.6),(75 1730903.5),(76 1733214.9),(77 1735358.8),(78 1733422.6),(79 1732097),
