1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64508.973),(2 212847.88),(3 468549.56),(4 775051.1),(5 1157673.9),(6 1564794.4),(7 2029242.4),(8 2491431.3),(9 2965679.3),(10 3395951.3),(11 3813065.8),(12 4174946.8),(13 4518295.5),(14 4793827.5),(15 5030675.5),(16 5191231.5),(17 5330073),(18 5412702.5),(19 5475875.5),(20 5487941),(21 5490264.5),(22 5446832.5),(23 5405148),(24 5335764),(25 5270616.5),(26 5180991.5),(27 5096804),(28 4995275),(29 4906227.5),(30 4803798.5),(31 4734886.5),(32 4672318),(33 4637555),(34 4601087.5),(35 4594659.5),(36 4592846),(37 4615148),(38 4636810.5),(39 4688082.5),(40 4743455.5),(41 4812878),(42 4872743),(43 4952021),(44 5000117),(45 5057313.5),(46 5099765),(47 5143189.5),(48 5159031.5),(49 5181328),(50 5175540),(51 5168971),(52 5110944.5),(53 5033052),(54 4897347),(55 4766164),(56 4599097.5),(57 4438101.5),(58 4257565),(59 4089282.8),(60 3907163.8),(61 3760884.3),(62 3611713.5),(63 3503998.5),(64 3402684.5),(65 3356983),(66 3319086.3),(67 3331119.3),(68 3347919.8),(69 3405684.8),(70 3458454.5),(71 3545303.3),(72 3618269.5),(73 3721978.5),(74 3808669.3),(75 3924820.3),(76 4006980.8),(77 4111809.5),(78 4188671),(79 4279603),
(1 52415.94),(2 163026.27),(3 352620.84),(4 573986.3),(5 845108.3),(6 1114576.3),(7 1411265.4),(8 1687052),(9 1967544.9),(10 2207033.5),(11 2430766.3),(12 2611630),(13 2793918.3),(14 2936934.3),(15 3089893.3),(16 3209402),(17 3342678.8),(18 3463960.8),(19 3610678.8),(20 3743322.8),(21 3898650.8),(22 4020026),(23 4147239.3),(24 4249532.5),(25 4364077),(26 4439820.5),(27 4518048.5),(28 4558354),(29 4599441.5),(30 4600930),(31 4618302.5),(32 4610034.5),(33 4628578.5),(34 4619017.5),(35 4623050.5),(36 4610949.5),(37 4622504.5),(38 4613386),(39 4621838),(40 4596774.5),(41 4570244.5),(42 4494232.5),(43 4418254.5),(44 4305827.5),(45 4208830),(46 4073773.3),(47 3951002),(48 3799540.8),(49 3665423.3),(50 3502370),(51 3374377.8),(52 3227388),(53 3114186),(54 2979026.8),(55 2879243.3),(56 2777136),(57 2708890.5),(58 2630599.8),(59 2580633.3),(60 2515983.3),(61 2477032.8),(62 2426509.3),(63 2415110),(64 2399280),(65 2426038),(66 2440498.3),(67 2494051.5),(68 2535049.8),(69 2618490.5),(70 2685165),(71 2794209.3),(72 2876067),(73 2989874.8),(74 3082592.8),(75 3217469.8),(76 3317338.8),(77 3461601.3),(78 3574947.8),(79 3713167.3),
(1 49528.63),(2 153637.61),(3 337344.56),(4 551606),(5 816455.7),(6 1084388.1),(7 1376056.1),(8 1654550.5),(9 1953068.1),(10 2232952.8),(11 2525419),(12 2800950.8),(13 3088385.3),(14 3352524.8),(15 3618993.3),(16 3844898),(17 4071148.3),(18 4273295),(19 4480106),(20 4651483),(21 4824051.5),(22 4952626),(23 5061740),(24 5129457.5),(25 5196225),(26 5215479.5),(27 5225028),(28 5188625.5),(29 5150372),(30 5075102.5),(31 5014928.5),(32 4932409.5),(33 4878478.5),(34 4810970),(35 4777847.5),(36 4731150.5),(37 4714689.5),(38 4673180),(39 4643914),(40 4580913.5),(41 4509201.5),(42 4394199.5),(43 4300897.5),(44 4192060.8),(45 4103483),(46 3984666.3),(47 3897329),(48 3799333),(49 3729504.8),(50 3651986),(51 3615823.3),(52 3573409.3),(53 3575925),(54 3570521.3),(55 3592580.8),(56 3592747),(57 3617763.8),(58 3621365),(59 3647847),(60 3656895.3),(61 3699677.5),(62 3734751.8),(63 3806760),(64 3870274.5),(65 3973948.5),(66 4063436.5),(67 4195613),(68 4310941),(69 4456185),(70 4592830.5),(71 4750932),(72 4889483),(73 5053231.5),(74 5194899),(75 5362014.5),(76 5512641.5),(77 5689499),(78 5833128.5),(79 5990519),
(1 47306.156),(2 145471.17),(3 316684.4),(4 513598),(5 758776.2),(6 1011711.1),(7 1292235),(8 1573689),(9 1876542.1),(10 2160653),(11 2458817.5),(12 2741420.8),(13 3030446.5),(14 3293755.8),(15 3557125.5),(16 3769872.8),(17 3967940.8),(18 4122214),(19 4267279.5),(20 4377039.5),(21 4479688),(22 4530102.5),(23 4558648),(24 4550166.5),(25 4534098),(26 4482434),(27 4427896.5),(28 4350419),(29 4294017.5),(30 4237672.5),(31 4215192.5),(32 4190986.5),(33 4195401),(34 4187876.3),(35 4192849),(36 4171850),(37 4152172.3),(38 4108005),(39 4075336.3),(40 4017569.5),(41 3966709.5),(42 3895577.5),(43 3856176.3),(44 3809714),(45 3784068.5),(46 3750950.8),(47 3750734.8),(48 3742045.5),(49 3759282.3),(50 3763073.5),(51 3781515.3),(52 3776367.3),(53 3783588.5),(54 3760995.8),(55 3744237.8),(56 3695152.3),(57 3664061.8),(58 3612627),(59 3587537),(60 3557887.8),(61 3567995.3),(62 3569894.5),(63 3627268.8),(64 3686038.8),(65 3792302.8),(66 3884877.5),(67 4008353.5),(68 4125408.8),(69 4260373),(70 4384934),(71 4538258),(72 4681556),(73 4857215.5),(74 5010452),(75 5181768.5),(76 5315617),(77 5450647.5),(78 5543026),(79 5616212),
(1 50241.77),(2 157964.98),(3 344619.6),(4 565284.75),(5 845068.7),(6 1141555.3),(7 1474432),(8 1803629.5),(9 2137314),(10 2427052.5),(11 2710201),(12 2958514.3),(13 3201000.5),(14 3403469.8),(15 3609842),(16 3774273.3),(17 3949011),(18 4104065),(19 4267271.5),(20 4417417),(21 4584730),(22 4720800),(23 4864023.5),(24 4982218.5),(25 5106256.5),(26 5195366),(27 5277008.5),(28 5323516.5),(29 5366732),(30 5371163.5),(31 5386941),(32 5367987.5),(33 5356623),(34 5308138.5),(35 5258146.5),(36 5157792.5),(37 5048406),(38 4901785),(39 4760572.5),(40 4612653),(41 4485338.5),(42 4352284.5),(43 4265713),(44 4180170),(45 4123930),(46 4056726.8),(47 4000810),(48 3916623.5),(49 3833254),(50 3708503),(51 3581767.8),(52 3433231.8),(53 3300347),(54 3153074.8),(55 3030662.5),(56 2910839.8),(57 2835814.3),(58 2761579.8),(59 2731623.8),(60 2715263.8),(61 2735548.5),(62 2749049.5),(63 2791399),(64 2825585.3),(65 2885890),(66 2931747.8),(67 2993257),(68 3043526.5),(69 3116369),(70 3183651.8),(71 3282620.5),(72 3374522.8),(73 3487092.3),(74 3590884.8),(75 3712698.8),(76 3816942.5),(77 3937974),(78 4030931.3),(79 4125221.3),
(1 57464.953),(2 190654.17),(3 411556.4),(4 674471),(5 987362.75),(6 1305724),(7 1634879.9),(8 1936163.4),(9 2207891.3),(10 2418136.3),(11 2604615),(12 2742750.5),(13 2861384),(14 2937029.5),(15 2997872.3),(16 3022068.5),(17 3060017.8),(18 3087859.8),(19 3141296.5),(20 3206681.5),(21 3320245.5),(22 3443698.5),(23 3605485.5),(24 3776261),(25 3987996),(26 4201773.5),(27 4431294),(28 4636557.5),(29 4841654.5),(30 5009638.5),(31 5163891),(32 5257034),(33 5320367),(34 5319058),(35 5264894.5),(36 5139776),(37 4985899.5),(38 4791595),(39 4583982.5),(40 4373548.5),(41 4183826.8),(42 4005701.8),(43 3873265.5),(44 3762483.5),(45 3683608),(46 3608604.8),(47 3548375.5),(48 3479655.3),(49 3412103.5),(50 3322529.5),(51 3219210.8),(52 3087303),(53 2959477),(54 2820176.5),(55 2703756.3),(56 2595964.3),(57 2525207.5),(58 2465340.3),(59 2441941),(60 2437088.5),(61 2461739.3),(62 2487968.5),(63 2542843),(64 2597986.8),(65 2671793.8),(66 2719014.8),(67 2762840.3),(68 2787112.8),(69 2804462.5),(70 2802527),(71 2806143.5),(72 2797993.5),(73 2812185.5),(74 2815392.5),(75 2839282.8),(76 2853634.5),(77 2901211.5),(78 2947362.8),(79 3022837.3),
(1 64133.02),(2 215254.9),(3 454790.84),(4 730360.4),(5 1047782.44),(6 1359663.4),(7 1673449.8),(8 1945675),(9 2184396.5),(10 2369544.8),(11 2522783.5),(12 2630586.8),(13 2716525.3),(14 2760906.8),(15 2777020.5),(16 2769117.3),(17 2768327.8),(18 2770156.5),(19 2802215.8),(20 2853822),(21 2948060.3),(22 3056276.8),(23 3205630),(24 3375820.8),(25 3595952),(26 3825239.5),(27 4060460.3),(28 4266345.5),(29 4448875.5),(30 4584739),(31 4682810),(32 4714667.5),(33 4703517.5),(34 4634197.5),(35 4528966),(36 4387472.5),(37 4235332),(38 4063618),(39 3897154),(40 3720213),(41 3560626),(42 3409968.3),(43 3301630),(44 3202675),(45 3132623),(46 3059468.5),(47 3004829.5),(48 2937826),(49 2875916.8),(50 2786183.8),(51 2698554.3),(52 2594488),(53 2496221.5),(54 2389165),(55 2290045),(56 2189208.3),(57 2114441),(58 2047374.6),(59 2011403.5),(60 1987963.1),(61 1997995.3),(62 2015369.6),(63 2055510.8),(64 2097205),(65 2152153),(66 2181709.5),(67 2212902.8),(68 2225549),(69 2236551.3),(70 2234479.3),(71 2254343.5),(72 2277988.8),(73 2327263),(74 2381314),(75 2474041),(76 2569953),(77 2704139.8),(78 2834555),(79 2979699.5),
(1 50893.207),(2 162984.06),(3 340538.28),(4 536843.25),(5 757361.8),(6 958247.44),(7 1151911.8),(8 1309727.6),(9 1455501.6),(10 1559924),(11 1644381.3),(12 1689117.1),(13 1733330.4),(14 1748665.5),(15 1762998.9),(16 1769506.8),(17 1802787.1),(18 1833384.3),(19 1890356.1),(20 1940673.8),(21 2022073.3),(22 2094178.6),(23 2186066.5),(24 2273556),(25 2393131.3),(26 2509089.5),(27 2640952),(28 2750287.8),(29 2854194),(30 2918215.3),(31 2965443.5),(32 2962795.5),(33 2942155.3),(34 2886199.3),(35 2826593.5),(36 2748300.5),(37 2686200.8),(38 2608492.5),(39 2552600.8),(40 2497711.5),(41 2467858.5),(42 2428271.3),(43 2410106.8),(44 2378759.8),(45 2369996.8),(46 2343010.3),(47 2324733),(48 2279199),(49 2233337.8),(50 2157045.8),(51 2088463.5),(52 2005013.9),(53 1939621.1),(54 1860142),(55 1798616.8),(56 1735195.6),(57 1704879.5),(58 1681878),(59 1697416.1),(60 1727569.6),(61 1794785.8),(62 1858434),(63 1939897.8),(64 2006160.6),(65 2081192.8),(66 2120825.8),(67 2160815.8),(68 2169082.8),(69 2174009.8),(70 2165280),(71 2182085.8),(72 2210343),(73 2261719.8),(74 2314464),(75 2395651.3),(76 2468368.5),(77 2556406.8),(78 2628406),(79 2697112.3),
(1 43216.63),(2 135173.52),(3 287989.72),(4 457564.8),(5 657674.6),(6 844859.2),(7 1034248.06),(8 1193099.5),(9 1348491.4),(10 1472689.8),(11 1586874.4),(12 1666446),(13 1759017.1),(14 1826063.6),(15 1899868.3),(16 1958996.4),(17 2036008.5),(18 2096289),(19 2174853),(20 2233250),(21 2311131.3),(22 2363750),(23 2432869.8),(24 2474732.3),(25 2534794.5),(26 2579169.5),(27 2640717.8),(28 2677501.5),(29 2720726.8),(30 2727809.8),(31 2734146.3),(32 2706210),(33 2684277),(34 2638692.5),(35 2601402.8),(36 2546281),(37 2506757),(38 2446142),(39 2395249.3),(40 2334415.5),(41 2289512.3),(42 2230985),(43 2182890.5),(44 2122772.3),(45 2088436.5),(46 2050345.5),(47 2027951.1),(48 1995563.8),(49 1973644.8),(50 1937613.5),(51 1903333.4),(52 1857125),(53 1825837.4),(54 1782233.9),(55 1754198.8),(56 1723160.9),(57 1717644.6),(58 1710682),(59 1734872.1),(60 1759262.8),(61 1807568.8),(62 1844517.3),(63 1898653),(64 1938050.6),(65 1981267.4),(66 1999174.8),(67 2014291.1),(68 2000700.9),(69 1989176.6),(70 1959675.8),(71 1946273.8),(72 1928002.8),(73 1931447),(74 1936900.6),(75 1965776),(76 1981494.5),(77 2013122.6),(78 2037220.6),(79 2065856.1),
(1 42292.008),(2 131343.78),(3 273444.38),(4 423061.78),(5 589737.3),(6 736798.3),(7 888479.7),(8 1021638.4),(9 1159978.6),(10 1279914.1),(11 1398951.1),(12 1498659.9),(13 1601713),(14 1679502.6),(15 1742748.3),(16 1773181),(17 1796004.9),(18 1791864.3),(19 1778414.5),(20 1739433.8),(21 1708883),(22 1671095.1),(23 1648911.9),(24 1631629.6),(25 1642138.4),(26 1652792.5),(27 1685095.5),(28 1707273.6),(29 1736300.8),(30 1749307.8),(31 1761455.4),(32 1754439.3),(33 1749761.4),(34 1736962),(35 1734821.3),(36 1725566.9),(37 1728614),(38 1725457.5),(39 1731174.9),(40 1733839),(41 1750379.6),(42 1753768.4),(43 1767614.9),(44 1775836.8),(45 1800867.3),(46 1819066.8),(47 1851510),(48 1880819.9),(49 1924381.3),(50 1955829.4),(51 1998987.6),(52 2023921.5),(53 2052453.4),(54 2066982.5),(55 2096702.3),(56 2124840.5),(57 2175504),(58 2216904.8),(59 2275878),(60 2325779.5),(61 2378541),(62 2403576),(63 2426339.3),(64 2421159),(65 2405364.8),(66 2357434.5),(67 2311160.5),(68 2239609),(69 2171312.3),(70 2096291.5),(71 2043944.6),(72 1997501),(73 1978682.1),(74 1959356.8),(75 1962331.3),(76 1954143.4),(77 1958862.3),(78 1948274.6),(79 1945779.9),
(1 43333.438),(2 133255.75),(3 269985.03),(4 405548.8),(5 552093.1),(6 683132.44),(7 821782.3),(8 943562.3),(9 1069258.5),(10 1177159.1),(11 1291715.4),(12 1388290),(13 1486312.9),(14 1557355.6),(15 1624627.6),(16 1673660.1),(17 1724139),(18 1757224),(19 1784640.6),(20 1795133.5),(21 1811459),(22 1822011.3),(23 1849422.3),(24 1871220.6),(25 1897932.8),(26 1910962.8),(27 1927357.8),(28 1920334.1),(29 1915446),(30 1886685),(31 1861380.1),(32 1820730.3),(33 1792363.4),(34 1760449.9),(35 1742519.1),(36 1715623.9),(37 1696916.1),(38 1661276.6),(39 1635304.5),(40 1598296.8),(41 1577577.6),(42 1537056.6),(43 1513653.8),(44 1477062.6),(45 1464744.3),(46 1452319.1),(47 1466653.5),(48 1476259.1),(49 1507099.4),(50 1522459.4),(51 1549856.9),(52 1554771),(53 1569317.9),(54 1577234.1),(55 1615746.4),(56 1660535.4),(57 1728662.9),(58 1783877.1),(59 1854985.6),(60 1911836.6),(61 1975216),(62 2008959.1),(63 2051553.9),(64 2066295.5),(65 2075516.4),(66 2054654.9),(67 2035948.4),(68 1992753.4),(69 1956264.3),(70 1910964.8),(71 1887673.9),(72 1867612.8),(73 1873278.4),(74 1887549.5),(75 1930610.3),(76 1969110.4),(77 2026945.1),(78 2069648.9),(79 2123032.5),
(1 39436.902),(2 119805.16),(3 244520.72),(4 371768.03),(5 506949.28),(6 616278.75),(7 715657.5),(8 786025.7),(9 852816.25),(10 902938.25),(11 962585.9),(12 1015062.9),(13 1083879.5),(14 1138905.5),(15 1192727.6),(16 1223340.1),(17 1252856.5),(18 1253488.6),(19 1256825.5),(20 1247186.4),(21 1249797.6),(22 1244314.4),(23 1253706.5),(24 1246150.4),(25 1248054.5),(26 1232610.3),(27 1222504.8),(28 1196237.4),(29 1182743.9),(30 1164965.8),(31 1161213.5),(32 1150317.9),(33 1151673.3),(34 1151328.5),(35 1164509.5),(36 1168303.4),(37 1175360.4),(38 1168907.1),(39 1176584.3),(40 1179927.5),(41 1200382.8),(42 1205300),(43 1221585.5),(44 1229579.6),(45 1254265.5),(46 1270756.6),(47 1300274.1),(48 1317579.5),(49 1341698.6),(50 1343689.5),(51 1353231.4),(52 1343717.9),(53 1354368.8),(54 1359430.5),(55 1384709.3),(56 1400941.9),(57 1419942.1),(58 1423000.1),(59 1438034.5),(60 1446498),(61 1469930.8),(62 1484904.5),(63 1512395.1),(64 1532570.6),(65 1557478.8),(66 1562375.4),(67 1567955.5),(68 1554036.8),(69 1545035.5),(70 1521672.1),(71 1518798.5),(72 1520279.8),(73 1550103.4),(74 1584651.5),(75 1635069.4),(76 1671503.9),(77 1718496.3),(78 1751681.8),(79 1790463.4),
(1 35704.223),(2 111330.53),(3 230433.06),(4 351022.03),(5 474231.4),(6 568767.56),(7 648591.94),(8 697292.4),(9 739800.1),(10 765190.8),(11 796573.3),(12 825216.44),(13 867445),(14 901492.8),(15 937702.8),(16 962699),(17 994541),(18 1014663.25),(19 1037328.8),(20 1048237.9),(21 1067868.6),(22 1077181.3),(23 1100416.5),(24 1120000.8),(25 1149106.1),(26 1167285.6),(27 1194037.6),(28 1208288.1),(29 1228494.8),(30 1241507),(31 1257400.1),(32 1263432.5),(33 1275296.3),(34 1281336.8),(35 1293879.6),(36 1292850.8),(37 1289182.5),(38 1274138),(39 1264449.4),(40 1252078),(41 1251615.5),(42 1242732.3),(43 1244829.5),(44 1242683.9),(45 1246228.1),(46 1241249.9),(47 1236951.5),(48 1219330.8),(49 1202584),(50 1176343.9),(51 1158414.4),(52 1137028.9),(53 1132462.8),(54 1122605.6),(55 1124243),(56 1117303.9),(57 1117321.9),(58 1113535.5),(59 1127854),(60 1141825.9),(61 1172682.4),(62 1195524.1),(63 1232650.9),(64 1263201.4),(65 1306136),(66 1337247.1),(67 1372810.8),(68 1393764.1),(69 1413757.9),(70 1419348.1),(71 1433338.9),(72 1443159.8),(73 1469974.6),(74 1495589.4),(75 1531242.8),(76 1554072.5),(77 1583573.6),(78 1596183.5),(79 1611454.1),
(1 32542.314),(2 99160.086),(3 200675.86),(4 300216.6),(5 402663.56),(6 482835.28),(7 557379.56),(8 609739.56),(9 662502.1),(10 696116.7),(11 731419.8),(12 750704.4),(13 783293.6),(14 806234.9),(15 838055.75),(16 861884.06),(17 898040),(18 922922.5),(19 951907.2),(20 964233.25),(21 982365.1),(22 985510.75),(23 1000707.75),(24 1008895.94),(25 1028435.3),(26 1034456.8),(27 1049222.3),(28 1051093.1),(29 1063381.1),(30 1063446.9),(31 1073526.9),(32 1075586.9),(33 1090643.8),(34 1100216.3),(35 1121969.6),(36 1122489.1),(37 1122402),(38 1100205.9),(39 1087892.8),(40 1072688.4),(41 1076865.4),(42 1077905.4),(43 1094030),(44 1104904.5),(45 1125119.1),(46 1131430.3),(47 1140414.6),(48 1133792.9),(49 1133165.5),(50 1116789.9),(51 1107859.3),(52 1094658.9),(53 1092965.8),(54 1083467.3),(55 1082707.3),(56 1076183.1),(57 1079214.3),(58 1079139.9),(59 1094205.8),(60 1102168.5),(61 1122809.3),(62 1133064.1),(63 1157794.6),(64 1182118.9),(65 1218579.4),(66 1242370.5),(67 1271595.4),(68 1285004),(69 1300094.4),(70 1303240.1),(71 1317382.9),(72 1319796.3),(73 1331612.8),(74 1333852.1),(75 1354108.8),(76 1366991.3),(77 1396772.9),(78 1411457.9),(79 1436433.9),
(1 36566.023),(2 112510.13),(3 222315.86),(4 325373.22),(5 427380.2),(6 504264.2),(7 573891.2),(8 625354.75),(9 683377.3),(10 731539.5),(11 788376.25),(12 831519.2),(13 880261),(14 908838.4),(15 939996.25),(16 957225.25),(17 987644.44),(18 1007857.6),(19 1039989),(20 1062016.9),(21 1095658.3),(22 1111173.9),(23 1129877.1),(24 1135437.3),(25 1149780.9),(26 1153821.8),(27 1176877.8),(28 1189986.8),(29 1207674.6),(30 1210242.9),(31 1221436.6),(32 1219307.1),(33 1225670),(34 1224409.8),(35 1231430.4),(36 1224722),(37 1220532.5),(38 1200415.3),(39 1192178.5),(40 1173785.8),(41 1167762.6),(42 1148527.5),(43 1143946.9),(44 1132186.1),(45 1135173.4),(46 1133942.8),(47 1144268.5),(48 1142685.1),(49 1143538.9),(50 1126739.6),(51 1118423.9),(52 1096024.8),(53 1078397),(54 1051319.9),(55 1034637.1),(56 1017283),(57 1013910.1),(58 1007170.25),(59 1014908.6),(60 1018744.2),(61 1031534.75),(62 1034941.75),(63 1049936.8),(64 1060362.9),(65 1085060.4),(66 1102206.9),(67 1129951.4),(68 1149208.1),(69 1170390.9),(70 1189627.5),(71 1221551.3),(72 1243968.9),(73 1275055.3),(74 1295253.6),(75 1325682.3),(76 1346416.8),(77 1380727.5),(78 1409836.9),(79 1455106.8),
(1 36004.36),(2 107723.2),(3 214207.86),(4 310689.66),(5 407976.38),(6 480723.38),(7 552217.3),(8 605048.7),(9 667460),(10 717816.8),(11 777785.94),(12 821742.2),(13 865061.3),(14 887624.94),(15 914474.7),(16 931498.3),(17 959936.1),(18 983578.56),(19 1021615.8),(20 1038893.9),(21 1060213.4),(22 1067517.6),(23 1082107),(24 1067043.3),(25 1049324.1),(26 1015452.75),(27 994856.56),(28 958406.1),(29 934670.7),(30 900564.2),(31 883847.7),(32 861972.1),(33 855437.7),(34 840291.1),(35 838630.56),(36 826638.75),(37 828820),(38 817602.1),(39 816649.7),(40 806598.7),(41 810678.2),(42 803383.06),(43 812875.44),(44 813325.1),(45 827051.44),(46 835132.7),(47 859146.1),(48 871089.1),(49 897748.3),(50 908673.3),(51 939858.94),(52 959544.5),(53 988663.6),(54 998416.7),(55 1020061.25),(56 1026821.44),(57 1040759.8),(58 1037567.44),(59 1046656.75),(60 1053513),(61 1078113.4),(62 1094541.8),(63 1122194.6),(64 1139510.5),(65 1166277.5),(66 1176411.9),(67 1190793.9),(68 1187063.4),(69 1188757.9),(70 1189889),(71 1212623.3),(72 1236122),(73 1275213.9),(74 1308689.5),(75 1348042.1),(76 1358651.4),(77 1370506.6),(78 1363569.1),(79 1366010.3),
(1 37083.42),(2 115390.375),(3 229029.64),(4 337766.1),(5 449765.88),(6 539775.94),(7 616494.75),(8 659064.94),(9 697577.8),(10 719080.06),(11 746209.94),(12 765243.94),(13 796233.1),(14 819316.7),(15 856315.75),(16 884851.6),(17 917779.4),(18 932441.3),(19 942912.4),(20 931505.7),(21 919876.6),(22 894309),(23 869156.44),(24 831369.25),(25 807526.9),(26 782501.7),(27 774285.3),(28 761301.5),(29 754618.75),(30 733350.25),(31 720647.44),(32 701363.3),(33 693506.94),(34 678072.06),(35 676446),(36 666067.56),(37 664124.1),(38 652816.9),(39 654055.06),(40 651817.44),(41 662664.9),(42 671563.6),(43 698331.44),(44 717053.75),(45 746616.7),(46 770107),(47 804361.6),(48 831951.94),(49 870920),(50 901201.9),(51 943312),(52 973221.5),(53 1012754.4),(54 1033595.1),(55 1051651.5),(56 1051767.3),(57 1054822.9),(58 1042252.44),(59 1041254.06),(60 1034890.1),(61 1044198.56),(62 1045045.75),(63 1056465.5),(64 1058971.4),(65 1073818.8),(66 1079007),(67 1091252.5),(68 1092048.1),(69 1101139.9),(70 1105087.5),(71 1121609),(72 1135652.1),(73 1164338.1),(74 1184658.6),(75 1211085.1),(76 1222868.9),(77 1237657.8),(78 1236550.9),(79 1244056.5),
(1 35839.207),(2 111188.68),(3 216391.39),(4 315046.5),(5 410744.1),(6 480674.56),(7 534059.75),(8 557053.44),(9 577625.6),(10 588245.3),(11 609231.94),(12 624030.9),(13 647940.25),(14 665350.75),(15 691344.3),(16 709426.56),(17 738466.75),(18 755068.3),(19 775129.9),(20 774957.56),(21 776148.2),(22 762743.7),(23 752984.5),(24 740816.9),(25 743263.06),(26 738583.3),(27 743625.56),(28 739929.8),(29 740960.8),(30 733973.25),(31 733554.2),(32 729081.1),(33 730967),(34 724370.1),(35 723359.8),(36 712152.56),(37 706213),(38 692318.44),(39 688178.25),(40 683017.3),(41 688936.5),(42 688183.94),(43 694961.94),(44 693828.94),(45 701258.7),(46 705150.56),(47 722538.9),(48 739608.94),(49 766882.4),(50 783499.3),(51 802374.7),(52 806280.8),(53 815567.8),(54 811319.94),(55 809075.1),(56 798242.7),(57 796471.06),(58 786677.94),(59 785884.06),(60 779836.8),(61 785797.9),(62 783909.25),(63 793295.6),(64 796839.06),(65 813220.9),(66 819590.1),(67 834850.9),(68 838890.2),(69 847732.7),(70 853361.8),(71 873925.5),(72 895035),(73 926748.06),(74 951975.3),(75 982027.06),(76 1001664.4),(77 1030843),(78 1053378.3),(79 1087825.8),
