1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49284.375),(2 96458.09),(3 132861.31),(4 227479.48),(5 309642.72),(6 377947.75),(7 518514.66),(8 634658.44),(9 740504.3),(10 916718.75),(11 1077618.6),(12 1240973.4),(13 1476701.6),(14 1686267),(15 1898103.4),(16 2183160.8),(17 2438757),(18 2681936.3),(19 3010952),(20 3309466.8),(21 3612522),(22 4013639.3),(23 4394207.5),(24 4772670.5),(25 5224009),(26 5650327.5),(27 6083523.5),(28 6580456),(29 7037840),(30 7476033.5),(31 7971717.5),(32 8436084),(33 8886724),(34 9418528),(35 9931347),(36 10414029),(37 10998777),(38 11540769),(39 12068421),(40 12650871),(41 13201667),(42 13691785),(43 14218903),(44 14689253),(45 15110588),(46 15751609),(47 16438333),(48 16916222),(49 17529914),(50 18037394),(51 18437626),(52 18942094),(53 19417150),(54 19759846),(55 20191452),(56 20575248),(57 20833854),(58 21150550),(59 21478314),(60 21682490),(61 22000558),(62 22289290),(63 22411046),(64 22662104),(65 22884266),(66 22993544),(67 23191722),(68 23357574),(69 23438896),(70 23538610),(71 23694266),(72 23763792),(73 23940630),(74 24166198),(75 24318738),(76 24584320),(77 24890186),(78 25021002),(79 25287542),
(1 26769.342),(2 102396.555),(3 224733.39),(4 392715.8),(5 600823.3),(6 850034.8),(7 1139673),(8 1458739.6),(9 1804923.5),(10 2177582.5),(11 2569536),(12 2969714.8),(13 3366222.5),(14 3756480),(15 4135600.3),(16 4497598.5),(17 4841465),(18 5146086.5),(19 5428310.5),(20 5673585),(21 5886112),(22 6050868),(23 6179454.5),(24 6256462),(25 6301882.5),(26 6321302.5),(27 6301367.5),(28 6244643),(29 6152339.5),(30 6033852),(31 5896105.5),(32 5739110),(33 5580451),(34 5412373.5),(35 5249319.5),(36 5093994.5),(37 4946925),(38 4818907.5),(39 4715833.5),(40 4631664.5),(41 4576750.5),(42 4547591),(43 4546320),(44 4571155),(45 4624860),(46 4705673.5),(47 4811643.5),(48 4935400.5),(49 5074076),(50 5230981.5),(51 5389873),(52 5546643),(53 5698467.5),(54 5844616.5),(55 5985225.5),(56 6121313.5),(57 6246659.5),(58 6368658),(59 6482554.5),(60 6589017),(61 6680901.5),(62 6757744),(63 6819380),(64 6862770),(65 6902715),(66 6917910.5),(67 6919665.5),(68 6914244),(69 6901487.5),(70 6880229.5),(71 6865135.5),(72 6846986.5),(73 6823031.5),(74 6794110.5),(75 6768773.5),(76 6743155.5),(77 6722013),(78 6717247.5),(79 6718304),
(1 22923.742),(2 85791.48),(3 187340.02),(4 323478.34),(5 491884.5),(6 690167.7),(7 911383.56),(8 1149874.1),(9 1404084),(10 1667555.6),(11 1944223.4),(12 2219641.8),(13 2489469.3),(14 2758397.8),(15 3012794),(16 3249571),(17 3473493),(18 3665743.3),(19 3852132.8),(20 4021164.8),(21 4172316.3),(22 4305709.5),(23 4423180.5),(24 4524195),(25 4606728.5),(26 4676699.5),(27 4725718.5),(28 4758571.5),(29 4768547.5),(30 4773546.5),(31 4767579.5),(32 4738954.5),(33 4707399.5),(34 4652798.5),(35 4584774.5),(36 4504564.5),(37 4413920.5),(38 4312628),(39 4211204),(40 4101062.3),(41 3997604.3),(42 3899128.8),(43 3804200.8),(44 3723667),(45 3661750),(46 3604564.8),(47 3553203.3),(48 3512640.8),(49 3473760.8),(50 3446816),(51 3423089.8),(52 3399144),(53 3381086),(54 3361123.3),(55 3354397.3),(56 3346519.3),(57 3343416.8),(58 3352598),(59 3373452.3),(60 3405904.3),(61 3441108),(62 3479761.8),(63 3519920.3),(64 3561231),(65 3606227.3),(66 3644660),(67 3682966.8),(68 3716464.3),(69 3747622),(70 3770788),(71 3792616),(72 3806146.8),(73 3813492.8),(74 3810340.3),(75 3805897),(76 3798817.8),(77 3797651.3),(78 3794965.3),(79 3798296.8),
(1 23249.064),(2 86427.64),(3 186019.31),(4 321208.7),(5 487782.97),(6 683209.1),(7 903606.4),(8 1138394.1),(9 1389292.8),(10 1648461.5),(11 1914659.3),(12 2181271.5),(13 2436413.3),(14 2687217.3),(15 2924019.8),(16 3140782),(17 3343592.3),(18 3517852.3),(19 3675585.3),(20 3805497),(21 3907324.8),(22 3982331.5),(23 4032973.5),(24 4057411.8),(25 4064976),(26 4062370),(27 4046336.3),(28 4024104.3),(29 3991228.3),(30 3955191),(31 3925286.5),(32 3892649.5),(33 3872803.5),(34 3851162.5),(35 3827090.3),(36 3814763),(37 3793539.3),(38 3774261.8),(39 3759260.5),(40 3741389.5),(41 3730839.3),(42 3719436.3),(43 3704117),(44 3692032.3),(45 3685266.5),(46 3674001.3),(47 3665878.5),(48 3655261.5),(49 3645794),(50 3637251.3),(51 3625703),(52 3611954),(53 3603608.8),(54 3589463.8),(55 3581426.3),(56 3565877.5),(57 3555527),(58 3548734.8),(59 3548396.8),(60 3552007.3),(61 3555264.8),(62 3557895),(63 3569277.5),(64 3579642.3),(65 3589451.5),(66 3597464.8),(67 3614663.8),(68 3631355.8),(69 3654535.8),(70 3685436.8),(71 3726300.8),(72 3776220.3),(73 3836689.3),(74 3894811),(75 3958664),(76 4018587.5),(77 4070437),(78 4118050.3),(79 4162087.3),
(1 25477.56),(2 95600.27),(3 206282.34),(4 354829.75),(5 535555.75),(6 743479.6),(7 974628.25),(8 1218526.8),(9 1469096.1),(10 1722891),(11 1976492.5),(12 2224948),(13 2458920.5),(14 2672189),(15 2863086.5),(16 3030904.3),(17 3173814.5),(18 3283697),(19 3372423.8),(20 3437624),(21 3473813.8),(22 3496623.3),(23 3499283.3),(24 3484333.8),(25 3459759),(26 3430798.8),(27 3396387.3),(28 3365936.8),(29 3330918),(30 3298215.8),(31 3270408.8),(32 3238332.5),(33 3213688.8),(34 3186509),(35 3149927.8),(36 3126485.5),(37 3095338.3),(38 3070424.3),(39 3051401.5),(40 3026573),(41 3008659.8),(42 2989365),(43 2967462.5),(44 2940863),(45 2919911),(46 2891715.8),(47 2871352.3),(48 2851611.3),(49 2826494.8),(50 2804052.5),(51 2775963.3),(52 2746794.3),(53 2725122.3),(54 2703913.3),(55 2693005.8),(56 2691938),(57 2698906.3),(58 2720425.3),(59 2756634),(60 2804313),(61 2864956.3),(62 2934249.5),(63 3007243.5),(64 3074563.5),(65 3140473.5),(66 3213396.8),(67 3282190),(68 3346629.8),(69 3409684.3),(70 3471391.8),(71 3535468.8),(72 3595399.3),(73 3650870),(74 3696583.8),(75 3737385.3),(76 3769660.5),(77 3794184.3),(78 3807955),(79 3806304),
(1 25906.254),(2 97742.37),(3 211899.77),(4 363158.06),(5 545288.9),(6 754326.8),(7 984663.06),(8 1227377),(9 1477014.5),(10 1726119.4),(11 1972940.6),(12 2212185.3),(13 2443614.3),(14 2651449),(15 2841117.8),(16 3004861),(17 3140576),(18 3245217.5),(19 3323402),(20 3374491.3),(21 3405661.3),(22 3411362),(23 3399127.5),(24 3378886.3),(25 3346327.8),(26 3302740.5),(27 3261692.3),(28 3222774),(29 3183957.3),(30 3152926.5),(31 3127580.8),(32 3109823.8),(33 3096739.8),(34 3084982),(35 3077348.5),(36 3078028.3),(37 3075827.5),(38 3075172.3),(39 3076829),(40 3081123.8),(41 3086842.8),(42 3090626.3),(43 3101745.3),(44 3118339.3),(45 3145667.8),(46 3179773.8),(47 3215117),(48 3243309.8),(49 3260342),(50 3270002.3),(51 3271456.5),(52 3261991),(53 3255552.3),(54 3255683.8),(55 3249184.5),(56 3245747.5),(57 3246922),(58 3248498.8),(59 3251129),(60 3257983.5),(61 3272603.3),(62 3291779.3),(63 3318395.8),(64 3343066.8),(65 3366782.8),(66 3392219.3),(67 3414019.5),(68 3434336),(69 3453088),(70 3466294),(71 3477481),(72 3489992.3),(73 3508277),(74 3528007.5),(75 3551146),(76 3577180.3),(77 3604629.3),(78 3625721),(79 3634222.8),
(1 23569.125),(2 88301.79),(3 191575.73),(4 328824.47),(5 493866.47),(6 683855.75),(7 889175.56),(8 1100900.4),(9 1315348.3),(10 1522700.3),(11 1722036.1),(12 1904855.8),(13 2068319.6),(14 2205644),(15 2321839),(16 2417659.3),(17 2490924.3),(18 2535630.3),(19 2565034.8),(20 2578111.5),(21 2571931.5),(22 2548561),(23 2513861.5),(24 2478423.5),(25 2442995),(26 2412317.5),(27 2388682.8),(28 2371851.8),(29 2364595.5),(30 2363990.3),(31 2368470.3),(32 2378987.3),(33 2389137.5),(34 2403864),(35 2415867.3),(36 2426918.5),(37 2436386.8),(38 2445416.3),(39 2454787.3),(40 2461791.5),(41 2467510.5),(42 2474519.8),(43 2480886.5),(44 2489797.5),(45 2497869.3),(46 2513196.5),(47 2527679),(48 2536366.5),(49 2538587.8),(50 2537562.3),(51 2530179.8),(52 2522984.8),(53 2508522.8),(54 2495829.3),(55 2485902.5),(56 2480308.3),(57 2481767),(58 2486652.3),(59 2490830.3),(60 2489195.3),(61 2489981.3),(62 2494893),(63 2503560),(64 2510260.3),(65 2516939.3),(66 2522255),(67 2527086.5),(68 2535227.8),(69 2541844.5),(70 2549015.8),(71 2559239.3),(72 2570883.8),(73 2590155.8),(74 2609843.8),(75 2639781.5),(76 2680144.8),(77 2722527.8),(78 2762056.8),(79 2787319.3),
(1 22114.928),(2 82178.85),(3 177339.55),(4 301442.66),(5 448845.25),(6 615283.6),(7 792587.2),(8 973577.7),(9 1155744.3),(10 1329698.1),(11 1489012.4),(12 1632071.3),(13 1750755.5),(14 1849608.9),(15 1926796.6),(16 1984046.3),(17 2021680.6),(18 2034298.6),(19 2035154.3),(20 2028003.8),(21 2016075.6),(22 1995303.8),(23 1971912.6),(24 1954892.9),(25 1946769.9),(26 1951331.4),(27 1968498.1),(28 1998387.6),(29 2045874.3),(30 2102356),(31 2167630),(32 2236627.5),(33 2313114.8),(34 2395409),(35 2481917),(36 2576571.3),(37 2669325),(38 2762396.5),(39 2861337.8),(40 2951745.3),(41 3037732.8),(42 3110052.8),(43 3170315.8),(44 3219328.5),(45 3258689.3),(46 3277344.3),(47 3286479.8),(48 3281855),(49 3263351.5),(50 3244249.5),(51 3221192.3),(52 3203000.3),(53 3194034.5),(54 3197565),(55 3207686.8),(56 3229304.5),(57 3263014.8),(58 3298665),(59 3336690.5),(60 3371001.5),(61 3408476.5),(62 3447234.8),(63 3490347.3),(64 3520322.5),(65 3553359),(66 3579762),(67 3602756.3),(68 3627911.8),(69 3650175.8),(70 3667227.8),(71 3683993.8),(72 3691952.5),(73 3692248.8),(74 3681794.3),(75 3671329.8),(76 3652025.3),(77 3625229.5),(78 3587676.3),(79 3546396.5),
(1 20928.264),(2 77920.625),(3 166708.45),(4 283418.97),(5 420130.28),(6 570966.7),(7 731161.44),(8 891557.8),(9 1051102.1),(10 1206808.9),(11 1354196.6),(12 1489679.3),(13 1608092.4),(14 1711157),(15 1797102.6),(16 1861877.9),(17 1904076.9),(18 1919645.3),(19 1918148.8),(20 1902113.8),(21 1876467.9),(22 1841109.8),(23 1796569.3),(24 1749508.4),(25 1700638.8),(26 1655801.1),(27 1616638.8),(28 1587572.5),(29 1575783),(30 1579044.4),(31 1596120),(32 1622064.5),(33 1659580.6),(34 1699679.5),(35 1743607.9),(36 1795970.5),(37 1849042.9),(38 1908261),(39 1973329.5),(40 2036337.5),(41 2095188.1),(42 2149214.5),(43 2196852.8),(44 2238047.8),(45 2280168),(46 2313430.3),(47 2338810.8),(48 2347545.8),(49 2342427.8),(50 2329842.5),(51 2310103.3),(52 2283344),(53 2250516),(54 2213172),(55 2173683.3),(56 2134584),(57 2098668),(58 2062830.5),(59 2029601.3),(60 1999880.8),(61 1975071.8),(62 1952676.9),(63 1931749.9),(64 1912348.8),(65 1896539.5),(66 1883001.3),(67 1872414.4),(68 1865198.3),(69 1860298),(70 1861509.5),(71 1867041),(72 1871417.6),(73 1877519.8),(74 1881601),(75 1888051.9),(76 1891833.8),(77 1889368.4),(78 1885894),(79 1882493),
(1 17747.41),(2 65301.695),(3 137452.13),(4 229332.1),(5 336315.44),(6 454183.25),(7 577618.2),(8 703645.1),(9 828155.06),(10 944340.4),(11 1050940),(12 1140628),(13 1214224.8),(14 1274277.5),(15 1319283),(16 1352338.3),(17 1374438.8),(18 1385513.8),(19 1390334.6),(20 1393582.9),(21 1394250.1),(22 1395784.6),(23 1395686),(24 1393907),(25 1396289.3),(26 1404049),(27 1414451.3),(28 1428979.6),(29 1446210.3),(30 1464256.6),(31 1484840.8),(32 1505664.5),(33 1528514.8),(34 1552726.5),(35 1574271.3),(36 1594394.4),(37 1612267.1),(38 1633240.3),(39 1662821),(40 1690426.5),(41 1724173.1),(42 1760008.8),(43 1799124.5),(44 1836286.5),(45 1882448.5),(46 1926200.3),(47 1973661.4),(48 2019950.6),(49 2061277.8),(50 2097616),(51 2130250.8),(52 2155703.5),(53 2175536.3),(54 2186913.3),(55 2187549),(56 2180408),(57 2169418.5),(58 2153206.3),(59 2134719),(60 2113647.5),(61 2094226.5),(62 2072485.6),(63 2046430.5),(64 2019935.9),(65 1996011.9),(66 1970588.9),(67 1949486.3),(68 1933283.1),(69 1923327.8),(70 1916339.3),(71 1911219.8),(72 1905712.1),(73 1899621.5),(74 1896105.8),(75 1895038.5),(76 1894811),(77 1896424),(78 1895306),(79 1900133),
(1 20478.787),(2 75545.17),(3 161069.7),(4 270538.25),(5 396328.53),(6 532530.8),(7 675805.75),(8 814412),(9 946510.06),(10 1067905.4),(11 1175269.9),(12 1264007.6),(13 1332339.8),(14 1384599.8),(15 1417810.4),(16 1434630.5),(17 1438987.6),(18 1433034.4),(19 1428193),(20 1429166.5),(21 1435484.8),(22 1451864.5),(23 1477956.4),(24 1508057.3),(25 1549344.9),(26 1599289.3),(27 1651270.9),(28 1704747.1),(29 1754313.3),(30 1799264),(31 1846000.6),(32 1887899),(33 1925492.1),(34 1956356.8),(35 1976018.6),(36 1992478),(37 1995540.1),(38 1996213.9),(39 1998598.5),(40 1997511.4),(41 1997719.6),(42 2000715.5),(43 2007418),(44 2018929.8),(45 2035817.8),(46 2049362.6),(47 2065060.4),(48 2079205.6),(49 2088351.4),(50 2093924.4),(51 2091907),(52 2085800),(53 2076234.6),(54 2061039.6),(55 2042578.6),(56 2020198.9),(57 1999749.3),(58 1982661.4),(59 1972108.5),(60 1967261.3),(61 1967562.4),(62 1976473.1),(63 1994185.1),(64 2015196.5),(65 2035744),(66 2056531.6),(67 2078404.5),(68 2096445),(69 2108146.3),(70 2114118.8),(71 2119530.5),(72 2120513.5),(73 2115499),(74 2107658.5),(75 2097180.3),(76 2084311.6),(77 2069816.6),(78 2050515.5),(79 2029550.5),
(1 22324.758),(2 82664.76),(3 177183.53),(4 299409.5),(5 440140.22),(6 594077.5),(7 757542.06),(8 916895.44),(9 1070944.6),(10 1206812.8),(11 1322769),(12 1410819.3),(13 1471276.8),(14 1507587),(15 1521257.9),(16 1516390.6),(17 1493241),(18 1460648.6),(19 1433248.4),(20 1413400.3),(21 1403099.5),(22 1404894.6),(23 1414749.5),(24 1434520),(25 1466604.1),(26 1505394.8),(27 1546297.4),(28 1584445.3),(29 1619996.1),(30 1645656.9),(31 1666165.1),(32 1677419.6),(33 1677946.5),(34 1672303.5),(35 1651859),(36 1624088.3),(37 1591169.4),(38 1557325.9),(39 1526976.9),(40 1501532.8),(41 1477729.3),(42 1462121.4),(43 1453327.4),(44 1454244.8),(45 1463960.5),(46 1481476.4),(47 1509829.6),(48 1549687.1),(49 1595983.5),(50 1644783.8),(51 1697375.1),(52 1747620.4),(53 1790526),(54 1833509.3),(55 1862313.6),(56 1895286.9),(57 1925985.6),(58 1954336),(59 1983395.6),(60 2009747.6),(61 2033456.9),(62 2054069),(63 2078928.5),(64 2111723.5),(65 2150986.8),(66 2198038),(67 2244822.5),(68 2290036.5),(69 2334931.5),(70 2373095.8),(71 2400431.5),(72 2415123),(73 2417179.5),(74 2401810.3),(75 2371752.8),(76 2335776),(77 2292200.3),(78 2239733.5),(79 2183708),
(1 16700.932),(2 61070.83),(3 129450.195),(4 217074.69),(5 318582.16),(6 431059.16),(7 549014.5),(8 664706.25),(9 777710.9),(10 879875.56),(11 967333.3),(12 1038044.25),(13 1090674.3),(14 1125990.5),(15 1145848.1),(16 1156015.5),(17 1157190.5),(18 1155301.5),(19 1158047.1),(20 1169634.9),(21 1190619.6),(22 1220594.9),(23 1256143.5),(24 1289542.8),(25 1325998.6),(26 1360153.5),(27 1387658.5),(28 1412090.4),(29 1430681.5),(30 1443533.6),(31 1457237.8),(32 1466954.8),(33 1476849.5),(34 1483483.5),(35 1482874.8),(36 1476748.1),(37 1466397.5),(38 1453487),(39 1441073.5),(40 1429341.6),(41 1423583.6),(42 1421140.1),(43 1419969.9),(44 1422810.1),(45 1430852.3),(46 1440239.5),(47 1456631.5),(48 1478768),(49 1498813.9),(50 1522670.3),(51 1549956.6),(52 1572241.1),(53 1586366),(54 1594109),(55 1594846.9),(56 1599348.1),(57 1604188.9),(58 1613011.8),(59 1631364.6),(60 1654726.8),(61 1680609),(62 1709533),(63 1739012.5),(64 1763850.8),(65 1783856.6),(66 1802318.5),(67 1820373.6),(68 1834981.5),(69 1848717.8),(70 1857775.3),(71 1861337.1),(72 1857436.8),(73 1845410.6),(74 1823010.8),(75 1795772),(76 1771817.5),(77 1753114.5),(78 1731445.9),(79 1707975.4),
(1 18031.033),(2 65553.414),(3 137408.19),(4 228186.38),(5 331370.97),(6 443620.84),(7 558841.7),(8 671946.8),(9 781886.3),(10 878246.7),(11 959746.5),(12 1020894.5),(13 1058657.9),(14 1074548.8),(15 1074223.1),(16 1061271.6),(17 1041589.4),(18 1021106.44),(19 1007833.7),(20 1006371.06),(21 1013071.6),(22 1031557.2),(23 1060842.4),(24 1097683.3),(25 1143648.9),(26 1192871.8),(27 1240888),(28 1283331.9),(29 1318805.8),(30 1339861.8),(31 1349990.4),(32 1342160),(33 1324788.4),(34 1300903.9),(35 1267891.6),(36 1232901.6),(37 1195010.4),(38 1161098.6),(39 1135097.3),(40 1117709.6),(41 1114172),(42 1120831.4),(43 1135458.3),(44 1158209.8),(45 1189194.4),(46 1220916.5),(47 1259247.6),(48 1298875.4),(49 1337538.4),(50 1376077),(51 1416278.8),(52 1452734.4),(53 1488463.1),(54 1519392.9),(55 1544562.5),(56 1570821.3),(57 1594547.4),(58 1617287.1),(59 1642090.6),(60 1669673.3),(61 1700836.1),(62 1734094),(63 1766252.6),(64 1788838),(65 1806703.3),(66 1822419.4),(67 1834712.1),(68 1847040.4),(69 1856103.5),(70 1858203.5),(71 1858178.3),(72 1851079.9),(73 1840305.6),(74 1823424.8),(75 1804712.5),(76 1782954.4),(77 1757911.9),(78 1728575.3),(79 1699627.9),
(1 16284.602),(2 59143.656),(3 122175.89),(4 200352.53),(5 285307.97),(6 372633.44),(7 458750.75),(8 540879.06),(9 620534.25),(10 693090.75),(11 756394.5),(12 809169.25),(13 847714.5),(14 881319.4),(15 909916),(16 936912.6),(17 969880.9),(18 1006421.94),(19 1049227.1),(20 1094030.5),(21 1136877),(22 1172810.9),(23 1204140.3),(24 1228332.8),(25 1245773.8),(26 1253375.3),(27 1253219.9),(28 1247848.5),(29 1238855),(30 1226786),(31 1213322.5),(32 1198606),(33 1187890.5),(34 1180582.3),(35 1176334.9),(36 1178076.4),(37 1182979.8),(38 1190138.6),(39 1202078.8),(40 1210438.5),(41 1221150.4),(42 1228547.6),(43 1232192),(44 1231294.3),(45 1229910.4),(46 1221101.9),(47 1210944.4),(48 1198536.5),(49 1182687.3),(50 1169006),(51 1156768.8),(52 1147041.4),(53 1136998.6),(54 1129631.3),(55 1123136),(56 1119341.1),(57 1117848.1),(58 1116989.8),(59 1121105),(60 1129065.8),(61 1140209.3),(62 1155248.5),(63 1174066.6),(64 1192417.3),(65 1208710.3),(66 1223285),(67 1239369),(68 1255873.5),(69 1272449.6),(70 1289399.6),(71 1304649),(72 1314301.1),(73 1318260.9),(74 1321983.9),(75 1327644.5),(76 1333630.4),(77 1340351.3),(78 1344434.3),(79 1347672.1),
(1 18650.473),(2 68807.55),(3 144330.38),(4 237495.38),(5 343370.78),(6 454931.13),(7 565163.94),(8 668207.6),(9 762941.3),(10 846144),(11 917872.6),(12 973725.7),(13 1016318.06),(14 1046235),(15 1068846.3),(16 1086672),(17 1107222.6),(18 1129625.8),(19 1155021.9),(20 1186431.1),(21 1219733),(22 1251988.6),(23 1283113.4),(24 1310179),(25 1332727.5),(26 1350869.8),(27 1359818.8),(28 1358352.5),(29 1348455.3),(30 1335642),(31 1321025.1),(32 1307371.1),(33 1297808.8),(34 1293111.5),(35 1296469.4),(36 1304786.1),(37 1320531.8),(38 1342823.5),(39 1373245.8),(40 1409713),(41 1447512.8),(42 1481493.5),(43 1504883.4),(44 1520838.3),(45 1526258.1),(46 1522611.3),(47 1509741.9),(48 1488215.5),(49 1459939.6),(50 1424450.3),(51 1389479),(52 1359328.9),(53 1327763.8),(54 1297486.9),(55 1269015.8),(56 1246145.9),(57 1228520.8),(58 1216051.4),(59 1209837.6),(60 1207696.8),(61 1204496.6),(62 1199139),(63 1195024.9),(64 1191560.5),(65 1191658.9),(66 1193931.8),(67 1200153.4),(68 1205716.1),(69 1211414.6),(70 1210880.1),(71 1206562.1),(72 1200530.5),(73 1192310.8),(74 1186298),(75 1184422),(76 1182643.8),(77 1182054.3),(78 1182182.5),(79 1187718.6),
(1 22581.309),(2 81700.18),(3 171088.52),(4 279274.28),(5 395348.06),(6 511799.25),(7 621285.6),(8 716387.75),(9 798871.3),(10 867614.9),(11 925030.7),(12 971330.1),(13 1006120.2),(14 1032309.7),(15 1050218.5),(16 1066346.8),(17 1084140.3),(18 1102076),(19 1121193.5),(20 1139015.6),(21 1152281.1),(22 1160653.8),(23 1165147.9),(24 1162690.8),(25 1149343.8),(26 1130135.8),(27 1106487),(28 1078850.1),(29 1054164.8),(30 1034437.44),(31 1024609.6),(32 1024090.3),(33 1035239.25),(34 1058079.6),(35 1092234.6),(36 1130567.4),(37 1178439.8),(38 1229714.9),(39 1278860.6),(40 1330578.4),(41 1379114.1),(42 1423311.3),(43 1460544),(44 1484968.3),(45 1495925.3),(46 1496285.8),(47 1489415.6),(48 1478417.5),(49 1470691.1),(50 1466966.4),(51 1468340.9),(52 1475300.6),(53 1485561.9),(54 1500669.4),(55 1516914.6),(56 1535101.8),(57 1549475.4),(58 1558853.3),(59 1563360.8),(60 1561468.8),(61 1552145.4),(62 1537325.1),(63 1515101.4),(64 1484541.9),(65 1453806.9),(66 1429437),(67 1411209),(68 1397774.3),(69 1389999.8),(70 1384798.1),(71 1383422.5),(72 1391876.6),(73 1408367.5),(74 1432203.4),(75 1462577),(76 1492481.4),(77 1516660.8),(78 1536762.3),(79 1550680.1),
