1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 41565.63),(2 139348.48),(3 275137),(4 436505.13),(5 609526.5),(6 780630),(7 949242.44),(8 1106025.6),(9 1261228.4),(10 1417670.6),(11 1563526.8),(12 1707582.1),(13 1883467),(14 2032522.8),(15 2182444.8),(16 2334467.8),(17 2495142.5),(18 2654590.8),(19 2813612.3),(20 2971190.3),(21 3108491.5),(22 3230370.8),(23 3338480.8),(24 3451186),(25 3560482),(26 3677722.5),(27 3787902),(28 3883546.5),(29 3979845.5),(30 4085498.8),(31 4180132.3),(32 4278739),(33 4368380),(34 4454705.5),(35 4530982.5),(36 4590300),(37 4630348),(38 4654891),(39 4668329.5),(40 4651493),(41 4623817.5),(42 4588128.5),(43 4572478.5),(44 4572956.5),(45 4568143.5),(46 4600752.5),(47 4626835.5),(48 4678069),(49 4745218),(50 4824901),(51 4927328.5),(52 5033472),(53 5136607.5),(54 5240163.5),(55 5346531),(56 5451763),(57 5564413),(58 5723041),(59 5847936.5),(60 5965128.5),(61 6062497.5),(62 6167696.5),(63 6256217),(64 6319630.5),(65 6376743),(66 6405245),(67 6421437),(68 6424455),(69 6438105),(70 6467474),(71 6504542.5),(72 6553191),(73 6605607.5),(74 6660880.5),(75 6697833.5),(76 6737779.5),(77 6793960.5),(78 6824637),(79 6833388),
(1 37205.8),(2 124259.086),(3 248125.25),(4 394142.1),(5 553821.44),(6 710038.5),(7 856270),(8 996529.8),(9 1133080.4),(10 1265501.9),(11 1376863.9),(12 1479997.9),(13 1602092.4),(14 1701604.1),(15 1811829.9),(16 1924472),(17 2044531.9),(18 2175913),(19 2320446.8),(20 2469430.3),(21 2592890.8),(22 2726730.8),(23 2850918.8),(24 2972922.8),(25 3103413.3),(26 3238901.8),(27 3367790),(28 3498596.8),(29 3625531.3),(30 3760999),(31 3884008),(32 3999729.8),(33 4104512.3),(34 4171873.3),(35 4242851.5),(36 4294215.5),(37 4342650),(38 4384560),(39 4431766.5),(40 4463458.5),(41 4492324),(42 4514328.5),(43 4550698),(44 4573069.5),(45 4590925.5),(46 4627994.5),(47 4650922.5),(48 4676880.5),(49 4716594),(50 4761817.5),(51 4820222),(52 4875656.5),(53 4932027.5),(54 4987303.5),(55 5031152.5),(56 5073582.5),(57 5111131.5),(58 5157003.5),(59 5188936),(60 5212862),(61 5228439.5),(62 5242439),(63 5259048),(64 5262887.5),(65 5285281.5),(66 5284773),(67 5274068.5),(68 5269925.5),(69 5268798.5),(70 5271201),(71 5273046.5),(72 5282983.5),(73 5282680),(74 5286518),(75 5296892),(76 5312780),(77 5335629.5),(78 5378207.5),(79 5417700),
(1 32782.92),(2 106509.72),(3 214945.9),(4 344117.84),(5 489127),(6 641415.6),(7 778696.94),(8 904061.75),(9 1017286.4),(10 1133246.8),(11 1233638.6),(12 1347695.4),(13 1476306.5),(14 1615683.5),(15 1781819.9),(16 1953752.1),(17 2140055.8),(18 2326370.3),(19 2498004),(20 2663404),(21 2815483),(22 2960989.5),(23 3098507),(24 3240912.3),(25 3386520.3),(26 3535388.8),(27 3677527.3),(28 3812078),(29 3947741.5),(30 4089658),(31 4225444),(32 4357694),(33 4472109),(34 4585345.5),(35 4682995),(36 4748413),(37 4802871.5),(38 4844016.5),(39 4877477),(40 4920501.5),(41 4969309.5),(42 5012756),(43 5054334.5),(44 5108160.5),(45 5171429),(46 5261404),(47 5337011),(48 5420384),(49 5510344.5),(50 5591002),(51 5679581.5),(52 5765151.5),(53 5857017.5),(54 5943951.5),(55 6033433),(56 6121379),(57 6208027.5),(58 6332985),(59 6437856),(60 6543746.5),(61 6650781.5),(62 6731686.5),(63 6806233.5),(64 6873210),(65 6943682.5),(66 6978557.5),(67 7000875),(68 7000362),(69 6983562),(70 6942033.5),(71 6908569.5),(72 6877272.5),(73 6834096.5),(74 6797272.5),(75 6754265),(76 6713047.5),(77 6673688.5),(78 6639784.5),(79 6605257.5),
(1 33670.684),(2 111647.39),(3 225272.86),(4 360362.97),(5 508150.84),(6 666255.8),(7 812554.9),(8 941181.5),(9 1052656.4),(10 1158028.3),(11 1247971.6),(12 1338634.9),(13 1434776.8),(14 1549017.3),(15 1673949),(16 1810728.5),(17 1966272.4),(18 2110908.5),(19 2257019.8),(20 2386311),(21 2498968.5),(22 2620749.5),(23 2726779.5),(24 2842119.8),(25 2947252.3),(26 3060962.3),(27 3173063.8),(28 3295666.5),(29 3434822.8),(30 3578743),(31 3727865.3),(32 3875696),(33 4019506.3),(34 4165546.3),(35 4297530),(36 4423833),(37 4531733),(38 4631980.5),(39 4724705),(40 4811862.5),(41 4901113.5),(42 4985122),(43 5050192.5),(44 5104824),(45 5160779),(46 5227568.5),(47 5291258.5),(48 5351779),(49 5421543),(50 5474116.5),(51 5536854),(52 5592699.5),(53 5642803),(54 5681652),(55 5712334),(56 5731656.5),(57 5752504.5),(58 5796558),(59 5824608.5),(60 5848691),(61 5872904.5),(62 5887280.5),(63 5879955),(64 5874336),(65 5871279.5),(66 5853575),(67 5838804),(68 5829725),(69 5816998),(70 5799979.5),(71 5780714),(72 5749279.5),(73 5703303),(74 5654219.5),(75 5627783),(76 5598448.5),(77 5565689.5),(78 5543126.5),(79 5510898),
(1 30339.783),(2 97691.95),(3 195665.9),(4 310057.28),(5 426859.47),(6 550073.1),(7 663286.75),(8 773384.75),(9 881481.06),(10 985218.94),(11 1084463.8),(12 1181847.3),(13 1290842.5),(14 1399059),(15 1508556.6),(16 1631365.1),(17 1756421.5),(18 1888054.3),(19 2007834.9),(20 2109820),(21 2197232.3),(22 2295753),(23 2378110.3),(24 2464118.3),(25 2530110.8),(26 2597482.3),(27 2657865.8),(28 2706307.8),(29 2754013.3),(30 2799227.3),(31 2849144.3),(32 2908540.5),(33 2962708.3),(34 3009417.3),(35 3044851.5),(36 3083579.8),(37 3118302.5),(38 3155391.8),(39 3201559.8),(40 3251590),(41 3317636.5),(42 3386592.5),(43 3460144),(44 3538577.5),(45 3637032.3),(46 3740100.3),(47 3838285.3),(48 3945558.5),(49 4058629.8),(50 4164013),(51 4270928.5),(52 4361286),(53 4446658.5),(54 4526703),(55 4598579.5),(56 4658294.5),(57 4717333.5),(58 4793260.5),(59 4861148.5),(60 4934665),(61 5011373.5),(62 5075763.5),(63 5135753.5),(64 5191748),(65 5258780.5),(66 5307363.5),(67 5352354),(68 5398282.5),(69 5437293),(70 5495786.5),(71 5533339.5),(72 5565324),(73 5606811.5),(74 5634955.5),(75 5661992.5),(76 5695349.5),(77 5738160.5),(78 5774547.5),(79 5802486.5),
(1 34356.66),(2 112855.5),(3 227848.03),(4 357657.38),(5 500582.4),(6 645653.2),(7 776624.56),(8 890902.25),(9 995311.94),(10 1089231.1),(11 1173998.3),(12 1253285.6),(13 1352954.1),(14 1449595.6),(15 1551434.1),(16 1657280.8),(17 1769183.8),(18 1878197.4),(19 1977738.4),(20 2070072.3),(21 2137633.8),(22 2211687.8),(23 2278846.3),(24 2343666.3),(25 2406305.3),(26 2476319.3),(27 2556449.5),(28 2645737.3),(29 2730776),(30 2823761.5),(31 2915352.5),(32 3005027.5),(33 3100043.8),(34 3183679.5),(35 3258749.8),(36 3333337),(37 3402496.8),(38 3480098.8),(39 3562069.3),(40 3660796.8),(41 3772518.5),(42 3889343.5),(43 4010096.5),(44 4131700.8),(45 4263011.5),(46 4399986),(47 4520751),(48 4627874),(49 4723239.5),(50 4810374),(51 4882516.5),(52 4944376.5),(53 4997697),(54 5049401.5),(55 5111316.5),(56 5170766),(57 5225059.5),(58 5301321),(59 5361123),(60 5417115.5),(61 5472367.5),(62 5519147.5),(63 5563364.5),(64 5592854),(65 5620607),(66 5623887.5),(67 5616665),(68 5598609),(69 5579713),(70 5574291),(71 5565009),(72 5551858.5),(73 5547712.5),(74 5529879.5),(75 5503907.5),(76 5489714.5),(77 5489421.5),(78 5498190.5),(79 5511210),
(1 31304.037),(2 102326.18),(3 204577.86),(4 320874.44),(5 443282.94),(6 567774.5),(7 681956),(8 781636.25),(9 875059.25),(10 957988.25),(11 1033345.7),(12 1103865.8),(13 1177725.8),(14 1254681.1),(15 1336761.9),(16 1425584.5),(17 1522896.8),(18 1624957.4),(19 1729596.6),(20 1839903.8),(21 1920392.8),(22 2017273.5),(23 2100743),(24 2182657.5),(25 2259077),(26 2342055.3),(27 2430631.5),(28 2532771.5),(29 2635231.3),(30 2741060.8),(31 2846186),(32 2946526),(33 3044903.8),(34 3139881.3),(35 3220427.8),(36 3295069.8),(37 3377648),(38 3463367),(39 3556568.3),(40 3645983.5),(41 3730266.3),(42 3807033.3),(43 3873219.8),(44 3965586.3),(45 4050530.8),(46 4149445),(47 4241331.5),(48 4343887.5),(49 4451497.5),(50 4557310.5),(51 4653502.5),(52 4743289),(53 4818423.5),(54 4896469),(55 4982779),(56 5055436),(57 5126055),(58 5193495.5),(59 5253287),(60 5299773),(61 5345620.5),(62 5377478),(63 5407267),(64 5434754),(65 5448914.5),(66 5445050),(67 5437942.5),(68 5429323),(69 5412617.5),(70 5404838),(71 5400409.5),(72 5396110.5),(73 5392647.5),(74 5373985.5),(75 5355748.5),(76 5319946.5),(77 5294512.5),(78 5265957.5),(79 5232401.5),
(1 33740.957),(2 107374.27),(3 212273.86),(4 336163.75),(5 464911.53),(6 593633),(7 712551.75),(8 817634),(9 910433.4),(10 996850.7),(11 1073681.3),(12 1146091.8),(13 1231419.3),(14 1317060.4),(15 1411708.8),(16 1510543.5),(17 1618882.4),(18 1740560.8),(19 1852706.9),(20 1962373.9),(21 2069924.4),(22 2158045.5),(23 2236983.8),(24 2307113.8),(25 2376037.5),(26 2446260),(27 2518628.8),(28 2602011),(29 2691328),(30 2778715.5),(31 2880387.5),(32 2984975),(33 3091860.8),(34 3190410.5),(35 3276592),(36 3362403.5),(37 3439807),(38 3513369.3),(39 3579379),(40 3638582.8),(41 3692755),(42 3747293.5),(43 3810964.3),(44 3875342.3),(45 3942239.5),(46 4015666.5),(47 4082980),(48 4161578.8),(49 4238143.5),(50 4309696),(51 4369857.5),(52 4418951.5),(53 4458278),(54 4489827),(55 4524269),(56 4557944),(57 4596374),(58 4618771.5),(59 4628743),(60 4626920.5),(61 4612895.5),(62 4600781.5),(63 4579355),(64 4551264.5),(65 4522401),(66 4486273.5),(67 4452808),(68 4424357.5),(69 4389964.5),(70 4369591),(71 4355144),(72 4345519),(73 4350366.5),(74 4351525.5),(75 4345637),(76 4334754.5),(77 4321393.5),(78 4305184),(79 4274838),
(1 30426.943),(2 98728.1),(3 198816),(4 315684.13),(5 435601.3),(6 551229.6),(7 654861.3),(8 743964.94),(9 820447.2),(10 895028.25),(11 958487.56),(12 1030510.9),(13 1102883.6),(14 1175375.4),(15 1259035.5),(16 1338394.6),(17 1416563.9),(18 1498716.8),(19 1575597.6),(20 1649734.1),(21 1713599.9),(22 1769772.3),(23 1821559.8),(24 1865727.5),(25 1903956),(26 1942980),(27 1985294.8),(28 2045861.9),(29 2118453.3),(30 2203121),(31 2287652.3),(32 2371280.5),(33 2448129.3),(34 2510392),(35 2564560),(36 2613178.8),(37 2649860),(38 2697454),(39 2738728.8),(40 2785620.8),(41 2822144.3),(42 2861659.8),(43 2904944),(44 2940939.5),(45 2980597.8),(46 3024019.3),(47 3060627.8),(48 3103588),(49 3152614.3),(50 3200745),(51 3239778.3),(52 3284258.5),(53 3328158.5),(54 3377461),(55 3427474.5),(56 3479666.3),(57 3516497.8),(58 3566719.5),(59 3607233),(60 3652019.3),(61 3698385.8),(62 3747751.3),(63 3785141.5),(64 3813452.5),(65 3842819),(66 3853096),(67 3861974.5),(68 3878074.8),(69 3901802.5),(70 3930255),(71 3946878.8),(72 3964304.3),(73 3972125.5),(74 3972317),(75 3965316.5),(76 3957261.5),(77 3946195),(78 3945874),(79 3944313.3),
(1 28555.842),(2 91791.91),(3 182124.92),(4 285139.9),(5 392047.7),(6 495241.2),(7 590413.25),(8 673994.5),(9 749443.8),(10 824794.6),(11 887845.56),(12 949793.94),(13 1004167.1),(14 1065974.1),(15 1132398.5),(16 1201668),(17 1273453.3),(18 1340572.1),(19 1407150.9),(20 1465443.3),(21 1524779.1),(22 1582128.9),(23 1630903.8),(24 1679448.9),(25 1731063.3),(26 1772382.6),(27 1812438.9),(28 1860445.4),(29 1910092.5),(30 1962274),(31 2018669.3),(32 2075797.6),(33 2135230.8),(34 2197654.5),(35 2255586.3),(36 2300625),(37 2345474.3),(38 2382399.3),(39 2418040.8),(40 2457420),(41 2496437.3),(42 2530554.3),(43 2559853.5),(44 2577259.5),(45 2590617.5),(46 2605624),(47 2609850.8),(48 2624996),(49 2639133.5),(50 2664014.5),(51 2693548),(52 2731718.3),(53 2782315.3),(54 2837553.5),(55 2892071.3),(56 2948837.3),(57 2995037.8),(58 3061040),(59 3125934.3),(60 3200340),(61 3273497.3),(62 3341766),(63 3404800),(64 3458307),(65 3513072.3),(66 3564918.5),(67 3619426.3),(68 3681588.8),(69 3748732.5),(70 3812060.5),(71 3863785.5),(72 3917001.5),(73 3946436.3),(74 3963081.5),(75 3965465),(76 3960674.3),(77 3949656.3),(78 3956355.5),(79 3954125.5),
(1 29173.78),(2 93312.81),(3 185396.42),(4 286521.03),(5 392256),(6 497370.63),(7 597000),(8 693541.1),(9 782165.7),(10 864924.5),(11 941309.75),(12 1012022.2),(13 1082187.9),(14 1154995.6),(15 1231931.6),(16 1310821),(17 1382721.3),(18 1452456.3),(19 1510914),(20 1568739.6),(21 1627589.6),(22 1659558),(23 1686764.6),(24 1708473.9),(25 1729138.5),(26 1751472.1),(27 1776920.3),(28 1801626.6),(29 1827934.6),(30 1858532.8),(31 1898868.8),(32 1945760.5),(33 1990350.4),(34 2029567.4),(35 2064173.3),(36 2096405.3),(37 2126505.3),(38 2156339.5),(39 2189084),(40 2217545.8),(41 2248069.5),(42 2270122.5),(43 2287601.8),(44 2313822.5),(45 2347729.8),(46 2381499),(47 2416089.8),(48 2458572.3),(49 2510804.5),(50 2574095.3),(51 2637600.5),(52 2703012.5),(53 2773126.5),(54 2840081.5),(55 2906550.8),(56 2976001.8),(57 3041810),(58 3112251.5),(59 3167613.3),(60 3223525.5),(61 3288725.5),(62 3348200.8),(63 3413863.5),(64 3465729.3),(65 3513850.8),(66 3557582.8),(67 3596198.5),(68 3622995),(69 3646321.3),(70 3670124),(71 3698081.3),(72 3730381),(73 3758019.8),(74 3782278.8),(75 3800484.5),(76 3814532),(77 3819763.5),(78 3814208.3),(79 3807436.3),
(1 30446.729),(2 97966.91),(3 191913.64),(4 296405.44),(5 399894.38),(6 497396.78),(7 585613.75),(8 664127.1),(9 727201.3),(10 783468.94),(11 827535.4),(12 866225.75),(13 913360.75),(14 965570.1),(15 1025931.56),(16 1086069.4),(17 1148729.6),(18 1214092),(19 1272319.4),(20 1329779.9),(21 1389983.5),(22 1432891.8),(23 1474252.5),(24 1515188.8),(25 1552966.9),(26 1591169.1),(27 1627616),(28 1660010.8),(29 1699461.5),(30 1749945.4),(31 1802111),(32 1852488),(33 1917887.1),(34 1983117.1),(35 2038457.4),(36 2098434.5),(37 2158929),(38 2228101),(39 2305561),(40 2385743.5),(41 2468562.3),(42 2544859),(43 2610380.8),(44 2665987.5),(45 2721759),(46 2774335.8),(47 2817813),(48 2856201.3),(49 2889681.5),(50 2925333),(51 2963411),(52 2990479.5),(53 3024608.3),(54 3054615.5),(55 3086815),(56 3115642.3),(57 3149467.5),(58 3179321.3),(59 3200653.8),(60 3222528.3),(61 3248157),(62 3269018.3),(63 3286742.8),(64 3293109.5),(65 3300584.3),(66 3297586.3),(67 3292621),(68 3290343.8),(69 3283075.3),(70 3284156.5),(71 3285296.8),(72 3292999.8),(73 3305872.5),(74 3326275.5),(75 3338165.8),(76 3346294),(77 3345549),(78 3341081.3),(79 3324744.5),
(1 31365.219),(2 102909.99),(3 207467.86),(4 323823.53),(5 441756.47),(6 552006.8),(7 652122.7),(8 744601.1),(9 824226.7),(10 888204.6),(11 934833.1),(12 972720.44),(13 1015841),(14 1052945.9),(15 1094678.6),(16 1139880.5),(17 1183983.1),(18 1238597),(19 1286734.8),(20 1336498.5),(21 1390286.6),(22 1439649.5),(23 1491853.6),(24 1545778.1),(25 1601785.6),(26 1662041.9),(27 1719090),(28 1779112.8),(29 1836747.9),(30 1898341.3),(31 1953931.4),(32 2007664.1),(33 2059496.8),(34 2107431),(35 2146515),(36 2185573.8),(37 2217696.3),(38 2249597),(39 2281083.3),(40 2306305),(41 2336436.3),(42 2354138.8),(43 2374481.8),(44 2387589.8),(45 2395639.8),(46 2408602.8),(47 2412155.5),(48 2418713.8),(49 2421552.5),(50 2419052.5),(51 2425293.8),(52 2435373.3),(53 2449917),(54 2467997.8),(55 2489567.3),(56 2508365.5),(57 2526589.5),(58 2551083.5),(59 2571044),(60 2586396),(61 2603547),(62 2608038),(63 2618206.3),(64 2626470),(65 2636229.5),(66 2648670.5),(67 2663085.5),(68 2677701),(69 2690534.8),(70 2700406.3),(71 2708964),(72 2719559.5),(73 2727976.3),(74 2737267.3),(75 2744422.3),(76 2746506.5),(77 2742885),(78 2738297.5),(79 2726806.8),
(1 31027.95),(2 101026.87),(3 199685.05),(4 313262.84),(5 424350.22),(6 524251.66),(7 614580.7),(8 699386.7),(9 773614.3),(10 842555.56),(11 893003.2),(12 940261.1),(13 1001401.44),(14 1062238.9),(15 1136005.1),(16 1216825.4),(17 1303030.3),(18 1397804.1),(19 1478045.1),(20 1551836.8),(21 1618360.8),(22 1676988.5),(23 1726716.8),(24 1770875.3),(25 1808652.1),(26 1847279.9),(27 1886932.1),(28 1928618.6),(29 1969955.5),(30 2007904.8),(31 2045965.9),(32 2086238.9),(33 2126549.3),(34 2166977.8),(35 2197521.3),(36 2230743.8),(37 2259835.5),(38 2278878.5),(39 2292729.5),(40 2305586.8),(41 2330902.8),(42 2343761.5),(43 2360717.8),(44 2379149.3),(45 2396265),(46 2428436.3),(47 2451102.8),(48 2473364.5),(49 2490696.5),(50 2510016.3),(51 2524662.5),(52 2531285.3),(53 2537615),(54 2538794.8),(55 2538973.8),(56 2548423.8),(57 2561353.3),(58 2589929.5),(59 2625468),(60 2671423),(61 2714332.3),(62 2752948),(63 2785079),(64 2810875.8),(65 2831585.5),(66 2852764),(67 2877743),(68 2910539.5),(69 2938264.5),(70 2971161.3),(71 3003828.5),(72 3033413.8),(73 3074257),(74 3115673.5),(75 3157172),(76 3192743),(77 3214641.8),(78 3234275.5),(79 3257975),
(1 26803.205),(2 85698.11),(3 168161.5),(4 259834.52),(5 352571.03),(6 435289.97),(7 512478.2),(8 585667.44),(9 650202.8),(10 714811.3),(11 768491.75),(12 821720.56),(13 886955.6),(14 949065.9),(15 1021820.25),(16 1092726),(17 1167853.5),(18 1247688.8),(19 1319837.8),(20 1394503.8),(21 1463319.1),(22 1533418.3),(23 1597580.6),(24 1656621.1),(25 1715781.9),(26 1770793.6),(27 1824573.1),(28 1875292.8),(29 1919595.3),(30 1959626.5),(31 1996760.9),(32 2031800.8),(33 2070076.5),(34 2113729),(35 2149340),(36 2181667.3),(37 2215875.3),(38 2245083.5),(39 2275419.8),(40 2308304.8),(41 2341370.5),(42 2366300.5),(43 2389972),(44 2414993),(45 2441677.8),(46 2464861.3),(47 2484127.8),(48 2505421.5),(49 2523305.3),(50 2546489.3),(51 2571739.5),(52 2589563.5),(53 2603033.8),(54 2610829.5),(55 2618002.3),(56 2622788),(57 2624510.5),(58 2633121.3),(59 2651734),(60 2672502.3),(61 2698953),(62 2718392.5),(63 2742746.8),(64 2762572),(65 2776830.3),(66 2792762.3),(67 2806030),(68 2822666.5),(69 2826567.8),(70 2838412),(71 2847056.3),(72 2855329),(73 2871949.3),(74 2890701.8),(75 2908690.8),(76 2930484.5),(77 2950779.5),(78 2972214.8),(79 3000959.8),
(1 27806.2),(2 88560.65),(3 175120.42),(4 268735.5),(5 358062.25),(6 437783.9),(7 508631.38),(8 571714.9),(9 627866.7),(10 681137.9),(11 723081.4),(12 767664.9),(13 815767.5),(14 864846.94),(15 918159.8),(16 967923.44),(17 1014075.7),(18 1062945.9),(19 1108621),(20 1152276.6),(21 1196705),(22 1237539.3),(23 1271813),(24 1300095.5),(25 1330709),(26 1358915.4),(27 1386176.6),(28 1412859.9),(29 1439012.9),(30 1467187),(31 1502316.8),(32 1541606.1),(33 1580369.4),(34 1625675.4),(35 1661375.8),(36 1695867.3),(37 1732202.6),(38 1759327.8),(39 1786089),(40 1815607.4),(41 1837204),(42 1864397.5),(43 1891169.5),(44 1921769.1),(45 1955645.8),(46 1993933.4),(47 2020596.4),(48 2045019.4),(49 2066325.8),(50 2074460.3),(51 2081702.1),(52 2084931.4),(53 2085639.6),(54 2086664.8),(55 2078109.8),(56 2068525.1),(57 2064676.3),(58 2061950.1),(59 2063536.3),(60 2061596.6),(61 2059164),(62 2057844),(63 2065948.3),(64 2073266.3),(65 2074930.5),(66 2068598.5),(67 2056612.6),(68 2051179.4),(69 2045299.4),(70 2044099.6),(71 2043222.5),(72 2052695.3),(73 2070228.4),(74 2098297.3),(75 2121269),(76 2144958.8),(77 2165192.8),(78 2179133),(79 2192507),
(1 28265.408),(2 89846.914),(3 176204.16),(4 268553.7),(5 352950.03),(6 428906.5),(7 494245.56),(8 552979.25),(9 606268.25),(10 659543.75),(11 704636.56),(12 750959.1),(13 800343.6),(14 852182.3),(15 906136.2),(16 957322.7),(17 1008374.56),(18 1057815.9),(19 1102152.9),(20 1149016.5),(21 1190274),(22 1223971),(23 1251328.4),(24 1271832),(25 1295358.9),(26 1321792.8),(27 1348039.9),(28 1379035),(29 1408955.1),(30 1445918.4),(31 1483719.3),(32 1525404.5),(33 1568074.5),(34 1612094.3),(35 1653560.1),(36 1689211.8),(37 1718654.9),(38 1742211.3),(39 1759562.6),(40 1781835.4),(41 1810080.4),(42 1843972.6),(43 1879406.4),(44 1909760.8),(45 1946011.8),(46 1986938.1),(47 2015886.4),(48 2042226.5),(49 2053528.9),(50 2059640.9),(51 2064208.1),(52 2065201.8),(53 2064886.9),(54 2066382.8),(55 2071584.4),(56 2072325.5),(57 2075125),(58 2080938.3),(59 2088965),(60 2099712.5),(61 2113161.8),(62 2126588.5),(63 2141950.3),(64 2150407),(65 2166922.5),(66 2176107.5),(67 2187591),(68 2200667.5),(69 2217055),(70 2239058.5),(71 2258764),(72 2285064.3),(73 2308730),(74 2332422.5),(75 2351885.3),(76 2369387.5),(77 2384876.5),(78 2401533.3),(79 2412510.8),
(1 29395.818),(2 94272.22),(3 186813.61),(4 286491.72),(5 383638.28),(6 472220.78),(7 547674.9),(8 615314.75),(9 676540.3),(10 734490.75),(11 780712.7),(12 827117.94),(13 875832.8),(14 920177.8),(15 963081.3),(16 1008492.06),(17 1059915),(18 1109657.6),(19 1156250.5),(20 1207279.4),(21 1253052.4),(22 1295523.5),(23 1327374),(24 1352967.6),(25 1373885.1),(26 1390583.4),(27 1401897.4),(28 1419852.9),(29 1438928.6),(30 1467110.4),(31 1497700.1),(32 1533916.1),(33 1574897.6),(34 1613701),(35 1651619.9),(36 1683333.8),(37 1706484.8),(38 1730230),(39 1753066.6),(40 1776453.6),(41 1806110),(42 1835004.1),(43 1865296.5),(44 1899311.5),(45 1942626),(46 1994970.5),(47 2039954.9),(48 2076331.3),(49 2115138),(50 2152055),(51 2191831.8),(52 2230016.5),(53 2267665.5),(54 2299658.8),(55 2334220.5),(56 2366153),(57 2399933.3),(58 2451030),(59 2496992.3),(60 2538232.5),(61 2579373),(62 2611267),(63 2634376.3),(64 2646905),(65 2661103.3),(66 2672007.5),(67 2685705.5),(68 2704162.8),(69 2728555.3),(70 2766134.5),(71 2793295),(72 2818879.3),(73 2840698.3),(74 2856565.3),(75 2882674.3),(76 2907212.3),(77 2927887.8),(78 2935500),(79 2933873),
