1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58873.426),(2 181004.6),(3 331965.03),(4 498491.56),(5 639856.7),(6 759156.25),(7 856746.25),(8 936329.5),(9 1017301.56),(10 1094346.6),(11 1193593.8),(12 1319097.6),(13 1455947.9),(14 1599932.5),(15 1738397.4),(16 1858602.8),(17 1965603.5),(18 2051105),(19 2159628.3),(20 2281933.3),(21 2411886),(22 2549724),(23 2687688),(24 2819914.5),(25 2932871.3),(26 3037684.5),(27 3139373.3),(28 3224557.3),(29 3296033),(30 3364366),(31 3427253.5),(32 3497790.5),(33 3579693.3),(34 3640481.5),(35 3718579.8),(36 3780218),(37 3867908.8),(38 3960885.5),(39 4049201.8),(40 4112895.3),(41 4203149),(42 4268300),(43 4300763),(44 4351830.5),(45 4404949.5),(46 4447205),(47 4501426),(48 4534211),(49 4579992.5),(50 4611826),(51 4662786),(52 4703586),(53 4777359.5),(54 4811251.5),(55 4855132),(56 4870748.5),(57 4899038.5),(58 4914058.5),(59 4916527.5),(60 4905194.5),(61 4886453.5),(62 4871502),(63 4857099),(64 4842150.5),(65 4833780.5),(66 4842609.5),(67 4842521.5),(68 4824056.5),(69 4821099),(70 4830439.5),(71 4811492.5),(72 4771135),(73 4723637),(74 4671300),(75 4622540.5),(76 4571045.5),(77 4545696.5),(78 4509883),(79 4491798.5),
(1 63336.797),(2 194353.25),(3 353601.63),(4 520235.66),(5 665035.1),(6 794040),(7 910309.06),(8 1003982.3),(9 1090100.9),(10 1172563.5),(11 1272787.4),(12 1376983.9),(13 1471468.9),(14 1561058),(15 1660546),(16 1750134),(17 1839823),(18 1939563),(19 2050979.5),(20 2184915.3),(21 2361086.8),(22 2521873),(23 2659746.8),(24 2766725.8),(25 2858532.8),(26 2920669.3),(27 2970813.3),(28 3018628),(29 3067078.8),(30 3116610.8),(31 3181689.3),(32 3288959),(33 3415766),(34 3548578.3),(35 3662847.8),(36 3773657),(37 3921966),(38 4059257.3),(39 4164549),(40 4217406),(41 4252980.5),(42 4256473.5),(43 4244493.5),(44 4217528.5),(45 4193670),(46 4183376),(47 4186886.8),(48 4193622),(49 4201523.5),(50 4216515.5),(51 4211559),(52 4221436.5),(53 4226266),(54 4239852.5),(55 4252646),(56 4263310.5),(57 4280514.5),(58 4309292),(59 4335084.5),(60 4338572),(61 4328528.5),(62 4325375.5),(63 4333174),(64 4356390),(65 4391430),(66 4450549.5),(67 4505864.5),(68 4528270),(69 4543434.5),(70 4578334),(71 4576418.5),(72 4572708.5),(73 4559880.5),(74 4566321),(75 4562873),(76 4545139.5),(77 4517362.5),(78 4491736),(79 4465854),
(1 58462.92),(2 184452.13),(3 340381.47),(4 500903.7),(5 633747.2),(6 745970.94),(7 843551.06),(8 926945.1),(9 1003475.2),(10 1076150.9),(11 1154890.5),(12 1244748.1),(13 1314939.3),(14 1381254.3),(15 1445200),(16 1510074.3),(17 1580197.1),(18 1668049.1),(19 1766215),(20 1880757.8),(21 1990512.4),(22 2068960.6),(23 2115152.8),(24 2144617.8),(25 2186648),(26 2239388.3),(27 2303013.8),(28 2352535),(29 2373135.3),(30 2385812.8),(31 2414858),(32 2456141),(33 2517762.3),(34 2567780.8),(35 2629703),(36 2687696.8),(37 2728473.3),(38 2755013.5),(39 2769110.5),(40 2775176.8),(41 2786299),(42 2793601.3),(43 2798851.3),(44 2814217),(45 2825533.5),(46 2840056.3),(47 2854553.5),(48 2862849.3),(49 2862043),(50 2846395.3),(51 2850376),(52 2847531.8),(53 2854347),(54 2851814.8),(55 2860498),(56 2861097.5),(57 2839712),(58 2833272.3),(59 2837225.5),(60 2831513.5),(61 2807171.8),(62 2781693.5),(63 2761075.3),(64 2751886),(65 2752183),(66 2786202.5),(67 2833844.5),(68 2857192.3),(69 2883895.8),(70 2926688.3),(71 2943311.3),(72 2959059.5),(73 2967264.8),(74 2991718.8),(75 3003554.5),(76 2995103.3),(77 2992784),(78 3008300.3),(79 3037184),
(1 58643.92),(2 179883.36),(3 322537.75),(4 465268.25),(5 590089.6),(6 705857.8),(7 822486.4),(8 930963.75),(9 1039811.25),(10 1151730.1),(11 1248702.4),(12 1345614.1),(13 1414284.5),(14 1481718.9),(15 1557375.3),(16 1620044.4),(17 1683930.1),(18 1762377.5),(19 1841306.9),(20 1925861.3),(21 2018078.5),(22 2098149.5),(23 2181790.8),(24 2250322.8),(25 2312611),(26 2369959.3),(27 2427233),(28 2473098.3),(29 2508685.8),(30 2538518.5),(31 2560074.8),(32 2578354.5),(33 2601300),(34 2615499.8),(35 2654887.5),(36 2687213.8),(37 2726048.3),(38 2760225.3),(39 2805380.5),(40 2846087),(41 2890116.3),(42 2921035.5),(43 2950481.3),(44 2984375.3),(45 3001106),(46 3008980.5),(47 3020275.3),(48 3048496),(49 3090486),(50 3131506),(51 3183372.3),(52 3224485.5),(53 3261153.3),(54 3288148.5),(55 3315383.3),(56 3324365.5),(57 3315575.8),(58 3304463.3),(59 3289397.8),(60 3247896.8),(61 3197600.3),(62 3152678.5),(63 3121868.3),(64 3094613),(65 3068491),(66 3071690.5),(67 3082781.5),(68 3080334.8),(69 3083035.3),(70 3104034),(71 3114644.8),(72 3119114.3),(73 3096721.5),(74 3085112.3),(75 3068181.8),(76 3049533),(77 3026317.8),(78 3022343.8),(79 3016601.5),
(1 58261.82),(2 181189.58),(3 327788.78),(4 475292.84),(5 602903),(6 721374.25),(7 851681.5),(8 979016.5),(9 1101679.9),(10 1217761.8),(11 1333546.9),(12 1463665.8),(13 1567352.6),(14 1665211.3),(15 1771382.5),(16 1887780.1),(17 1999334.1),(18 2135416.3),(19 2273597.3),(20 2408925.5),(21 2544920.3),(22 2665640.5),(23 2785444.8),(24 2870137),(25 2970597.3),(26 3061739.3),(27 3133631.5),(28 3180853.3),(29 3199133),(30 3188196.8),(31 3177964.5),(32 3179343.5),(33 3184861),(34 3194725.8),(35 3208418.3),(36 3207077.8),(37 3206181),(38 3193401.8),(39 3181283.8),(40 3151879),(41 3110472),(42 3066459.8),(43 3028333),(44 2999602.8),(45 2980544.5),(46 2959635.3),(47 2948041.5),(48 2945050),(49 2946344.3),(50 2964619.3),(51 2973884.3),(52 2952504.3),(53 2925245),(54 2897998.3),(55 2866079.5),(56 2833954),(57 2826735),(58 2834088.5),(59 2846487.5),(60 2875699.5),(61 2918492.8),(62 2946649.5),(63 2971902.5),(64 2990128.5),(65 2980886.3),(66 2993831.5),(67 3009547),(68 3016342.3),(69 3024493.3),(70 3040117.8),(71 3033376.5),(72 3025520.5),(73 3018988.3),(74 3025045.8),(75 3023283.8),(76 3011075.3),(77 2992032),(78 2952102),(79 2906552),
(1 55749.84),(2 167374.86),(3 299518.78),(4 427741.84),(5 537953.06),(6 634988.8),(7 736548.94),(8 837108.2),(9 940804.06),(10 1045384.1),(11 1156005.3),(12 1254917.9),(13 1350847.3),(14 1447376.6),(15 1542615.8),(16 1629664.8),(17 1713669.1),(18 1802570.6),(19 1893342.1),(20 1985499.8),(21 2093548.6),(22 2202932.5),(23 2300164.3),(24 2389624.5),(25 2474589.8),(26 2547487.5),(27 2620977),(28 2689243.3),(29 2746656.8),(30 2808756.5),(31 2865089.5),(32 2899913),(33 2927605.3),(34 2941170.8),(35 2973620.8),(36 3008020.3),(37 3042316.8),(38 3058373.3),(39 3061565.5),(40 3035186.8),(41 3005937.8),(42 2972606.5),(43 2957945.8),(44 2928687),(45 2895627),(46 2857323),(47 2801110.5),(48 2738330.8),(49 2667602.8),(50 2630201),(51 2593408.8),(52 2561863.8),(53 2525241.5),(54 2494678.8),(55 2468421.3),(56 2455228.3),(57 2443612.5),(58 2450457.5),(59 2446922.8),(60 2452443),(61 2452388),(62 2448549.5),(63 2454323.8),(64 2478015.5),(65 2489716.3),(66 2497757),(67 2487936.5),(68 2482298.3),(69 2491084.8),(70 2521022.3),(71 2541347),(72 2552814.5),(73 2560899.3),(74 2582176.3),(75 2607896.5),(76 2632091.3),(77 2650624),(78 2681429.8),(79 2673260),
(1 55540.434),(2 164826.39),(3 300474.9),(4 444402.38),(5 569314.1),(6 678359.9),(7 786962.5),(8 878480.6),(9 959930.25),(10 1051723.4),(11 1146867.9),(12 1239446.5),(13 1319074.9),(14 1394347.9),(15 1469344.4),(16 1533228.5),(17 1593903.5),(18 1640951.5),(19 1693120.3),(20 1750057.5),(21 1825693.8),(22 1891195.8),(23 1938632.8),(24 1984775.8),(25 2037408.5),(26 2090741.1),(27 2148011.5),(28 2192794.8),(29 2229356.5),(30 2255736.8),(31 2284046),(32 2318084.8),(33 2360959.5),(34 2414572.5),(35 2470269),(36 2516583.3),(37 2545742.5),(38 2559709.8),(39 2590541.5),(40 2608769.5),(41 2620070.3),(42 2619938),(43 2611055.5),(44 2595130.3),(45 2572421),(46 2552135.3),(47 2521047.3),(48 2484222.8),(49 2462005.8),(50 2429423),(51 2405606.8),(52 2387298.3),(53 2374078.5),(54 2356756.5),(55 2354624),(56 2350553.8),(57 2343362.5),(58 2345976.8),(59 2357274.3),(60 2370987.8),(61 2386027.3),(62 2411247.5),(63 2434450.3),(64 2458333.5),(65 2482310.3),(66 2507686.3),(67 2532224.8),(68 2539861.3),(69 2552240),(70 2574166.3),(71 2586278.3),(72 2592297.8),(73 2616068.3),(74 2658293.8),(75 2703410.5),(76 2731151),(77 2750145.5),(78 2757931.3),(79 2779130.8),
(1 58338.74),(2 173270.28),(3 316620.66),(4 460463.4),(5 584470.6),(6 693149.8),(7 812433.44),(8 916365.06),(9 1021129.94),(10 1115047.3),(11 1222835.4),(12 1331550.9),(13 1428475.4),(14 1514966.3),(15 1590950.3),(16 1652062),(17 1708762.5),(18 1758025.8),(19 1807548.1),(20 1854297.9),(21 1895244.8),(22 1916986.9),(23 1927530),(24 1944311.5),(25 1958259.9),(26 1967520.5),(27 1982250.1),(28 1987351),(29 1989322.3),(30 1993942),(31 2009064.1),(32 2023805.9),(33 2057972.6),(34 2061199),(35 2072219.9),(36 2086575),(37 2108889.3),(38 2119324.5),(39 2129589.3),(40 2130997.3),(41 2129378),(42 2133645),(43 2132079.5),(44 2146629.3),(45 2151089),(46 2156224.3),(47 2166593.8),(48 2158499.3),(49 2151780),(50 2128714.8),(51 2115289.3),(52 2096757.9),(53 2091812.6),(54 2071263.8),(55 2060340.4),(56 2046933.9),(57 2043857),(58 2054691.4),(59 2057093.1),(60 2056046.3),(61 2049225),(62 2040690.4),(63 2033045.4),(64 2034879),(65 2022739.6),(66 2010810.1),(67 1998786.1),(68 1989576),(69 1992306.4),(70 2013353.3),(71 2012773.5),(72 2007452.8),(73 2002823.5),(74 2000482.9),(75 1997364.9),(76 1998618.4),(77 2005143.6),(78 2006174.3),(79 1987479.5),
(1 51431.652),(2 149846.25),(3 266847.63),(4 378276.2),(5 469824.63),(6 554321.25),(7 646463.1),(8 730253),(9 806116.2),(10 872731.94),(11 960383.7),(12 1057923.5),(13 1153593.8),(14 1239334),(15 1321817.9),(16 1399634.4),(17 1473952.1),(18 1537184.8),(19 1597329.5),(20 1648335),(21 1690656.5),(22 1707104.6),(23 1709818.9),(24 1718459),(25 1713144.9),(26 1700571.1),(27 1691760.5),(28 1678554),(29 1655522.5),(30 1651169.3),(31 1657666.1),(32 1682378),(33 1710361.9),(34 1711133.3),(35 1705612.3),(36 1696437.3),(37 1695141.8),(38 1687799.9),(39 1687341.3),(40 1687530.1),(41 1695362.3),(42 1699849.8),(43 1731067.8),(44 1747240.3),(45 1769468.5),(46 1795893.4),(47 1813799.8),(48 1831593.3),(49 1841565.8),(50 1893190.3),(51 1931944.9),(52 1962639.8),(53 1976405),(54 1993367),(55 1996411),(56 2010856.9),(57 2011901),(58 2024664.3),(59 2024137.5),(60 2022143.6),(61 2033601.1),(62 2047806.8),(63 2071983.1),(64 2100990.5),(65 2115408.5),(66 2135893.5),(67 2141247.5),(68 2158463),(69 2174572),(70 2198432.5),(71 2200800),(72 2199684.5),(73 2190062.8),(74 2182514.8),(75 2163591.5),(76 2147936.3),(77 2132134.5),(78 2126185.3),(79 2109736),
(1 51447.94),(2 149495.1),(3 266625.2),(4 387930.22),(5 490758.22),(6 589236.75),(7 679990.25),(8 755647.4),(9 817824.2),(10 867260.44),(11 924214.2),(12 986832.44),(13 1047529),(14 1110714.6),(15 1181432.8),(16 1250678.8),(17 1305387.6),(18 1357382.5),(19 1400657.5),(20 1441413.3),(21 1482206.1),(22 1516638.9),(23 1531591.1),(24 1542620.1),(25 1548917),(26 1548346.8),(27 1551504.4),(28 1551657.4),(29 1555293.3),(30 1561353.3),(31 1570164.1),(32 1566499.1),(33 1560753.1),(34 1557674.8),(35 1555576.6),(36 1563378),(37 1574611.5),(38 1582447.8),(39 1586997.9),(40 1590831.5),(41 1600948.4),(42 1612686.6),(43 1627980.4),(44 1644530.3),(45 1668018.4),(46 1688230.8),(47 1705921.3),(48 1725042.9),(49 1739774.8),(50 1772001.9),(51 1789553.8),(52 1797389.1),(53 1797459.3),(54 1801863.6),(55 1805289.8),(56 1816759.8),(57 1820033.3),(58 1829622.3),(59 1837352.4),(60 1841573.6),(61 1850580.8),(62 1850965.3),(63 1844117.3),(64 1833687.8),(65 1810873.3),(66 1787287.6),(67 1766721.8),(68 1750694.3),(69 1746192.4),(70 1755123),(71 1749383.3),(72 1740290.8),(73 1734192.3),(74 1748682.8),(75 1764644.5),(76 1780546.8),(77 1794734.5),(78 1816733.4),(79 1821658.1),
(1 49773.97),(2 145287.89),(3 263653.16),(4 384549.8),(5 489270.84),(6 595687.75),(7 705673.94),(8 814554.5),(9 910581.6),(10 985742.4),(11 1059650.4),(12 1137834.5),(13 1193671.1),(14 1245631.1),(15 1289556.9),(16 1331586),(17 1368886.5),(18 1391646),(19 1397621),(20 1408409.9),(21 1418228.9),(22 1425505.5),(23 1429224.9),(24 1435630.1),(25 1435411.4),(26 1429646.1),(27 1434762.3),(28 1445004.1),(29 1454544.9),(30 1465754.5),(31 1472523.3),(32 1477621.8),(33 1497647.9),(34 1503777.4),(35 1515009.4),(36 1526284.4),(37 1545211),(38 1557071.1),(39 1568963.3),(40 1571667.4),(41 1587663.5),(42 1607401.1),(43 1627091.4),(44 1641706),(45 1658778.8),(46 1677758.4),(47 1701789.1),(48 1733389),(49 1751088.6),(50 1780043.5),(51 1802669),(52 1818220.6),(53 1840861.6),(54 1860068.3),(55 1871916.8),(56 1876863.5),(57 1879669.3),(58 1872744.5),(59 1863115.4),(60 1851336.6),(61 1850349.5),(62 1846342),(63 1832451.3),(64 1821200.3),(65 1823664.6),(66 1830389.1),(67 1830318.3),(68 1824319.4),(69 1827492.8),(70 1840129.5),(71 1853895.4),(72 1865507.6),(73 1878090),(74 1900040.6),(75 1929160.5),(76 1963397.5),(77 2004311.5),(78 2040157.8),(79 2042829.3),
(1 54509.496),(2 154783.53),(3 267911.13),(4 374434.34),(5 472263.44),(6 571665.9),(7 670808.7),(8 755799.4),(9 831875.9),(10 895282.4),(11 969825.3),(12 1039222.7),(13 1102562.6),(14 1164989.1),(15 1226152.6),(16 1297684.4),(17 1358065.5),(18 1406466.4),(19 1446079.5),(20 1495668.5),(21 1566987.5),(22 1625853),(23 1678442.5),(24 1720476.3),(25 1761868.3),(26 1794054.5),(27 1819476.1),(28 1858485.1),(29 1911918.6),(30 1952199.8),(31 1985201.8),(32 2026980.6),(33 2073423.4),(34 2123431.3),(35 2162890.8),(36 2207227.8),(37 2230701),(38 2241439),(39 2250855.8),(40 2269911.5),(41 2283514.8),(42 2292302),(43 2290155.3),(44 2282425.3),(45 2289601.8),(46 2301182.5),(47 2311380.8),(48 2320342),(49 2324812.8),(50 2335675.3),(51 2343046.3),(52 2351080.8),(53 2348432.5),(54 2345298.5),(55 2315933),(56 2288255),(57 2256933.3),(58 2228697.8),(59 2204887),(60 2184044.5),(61 2161937.8),(62 2141489),(63 2123076.3),(64 2109821),(65 2096444.9),(66 2070819.4),(67 2038313.5),(68 2000166.5),(69 1976745.8),(70 1958902.6),(71 1946970.5),(72 1933071.5),(73 1924987.1),(74 1924853.1),(75 1925175.4),(76 1941166.3),(77 1967259.1),(78 1970432.3),(79 1977822.5),
(1 52123.953),(2 143390.2),(3 248375.95),(4 349924.13),(5 440558.4),(6 532058.75),(7 628783.06),(8 704010),(9 767833.75),(10 813780.56),(11 863035.25),(12 911959),(13 954668.94),(14 995164.8),(15 1038856.75),(16 1096980),(17 1157718.5),(18 1217859.8),(19 1263356.8),(20 1308592.5),(21 1351765.5),(22 1383383.3),(23 1408040.9),(24 1420957),(25 1426027),(26 1423976.9),(27 1428390.4),(28 1431825.3),(29 1429627.9),(30 1431506.8),(31 1444039.6),(32 1463440.5),(33 1479039.6),(34 1486469.3),(35 1511166.5),(36 1529686.1),(37 1554207.4),(38 1560242.1),(39 1548382.8),(40 1526561.3),(41 1519714.8),(42 1521171.6),(43 1519917.3),(44 1517562.9),(45 1510754),(46 1508785.6),(47 1524849.1),(48 1539542.5),(49 1545507.5),(50 1556068.1),(51 1573960.9),(52 1579508.6),(53 1578191.5),(54 1576561.3),(55 1572586),(56 1577299.5),(57 1579054),(58 1579268.9),(59 1585447.1),(60 1596794.8),(61 1616146.4),(62 1628637.8),(63 1642592.5),(64 1657574),(65 1659253.8),(66 1657830.8),(67 1656273.3),(68 1647659.9),(69 1639108.6),(70 1626669),(71 1599612.6),(72 1569423.1),(73 1544066),(74 1529484.9),(75 1524954.5),(76 1526892.6),(77 1547554),(78 1559011.4),(79 1569725.6),
(1 51273.71),(2 140491.75),(3 244403.9),(4 351670.2),(5 448400.53),(6 545314.8),(7 642336.7),(8 722560.06),(9 792412),(10 851610.4),(11 916956.8),(12 985585.44),(13 1038744),(14 1083377.1),(15 1135172.6),(16 1185949.5),(17 1234073.6),(18 1268160.5),(19 1288926.1),(20 1318306.4),(21 1357740),(22 1393570.9),(23 1419740.3),(24 1442138.3),(25 1449731.3),(26 1445212.5),(27 1438522.3),(28 1436975.3),(29 1439480.3),(30 1442712),(31 1437989.6),(32 1435818.6),(33 1426208.8),(34 1414243.9),(35 1414190.3),(36 1422848.8),(37 1443903),(38 1455469),(39 1469426.1),(40 1484113.4),(41 1510701.9),(42 1538869.4),(43 1556427.4),(44 1568471.9),(45 1564813.1),(46 1552815.9),(47 1563737.6),(48 1571486.9),(49 1563080.1),(50 1560909.8),(51 1562490.9),(52 1562395.9),(53 1568638.3),(54 1579603.3),(55 1579306.3),(56 1588787.4),(57 1594485.4),(58 1600604.1),(59 1602770.5),(60 1609008.8),(61 1628181.8),(62 1643802),(63 1659572.3),(64 1677203.5),(65 1683026.1),(66 1693807.5),(67 1701679.5),(68 1692979.3),(69 1682692.5),(70 1686217.6),(71 1688309.4),(72 1692807.9),(73 1700700.3),(74 1711356.1),(75 1720432.1),(76 1733072.1),(77 1731506),(78 1725662.6),(79 1696613.4),
(1 48686.188),(2 134361.16),(3 236006.6),(4 339896.03),(5 436152),(6 529663.75),(7 616931.2),(8 689118.2),(9 753688.06),(10 810325.44),(11 872291.4),(12 937758.4),(13 982592.44),(14 1014764.8),(15 1059589.9),(16 1108605.5),(17 1149606.6),(18 1175170.8),(19 1199641.8),(20 1234389.8),(21 1270635.4),(22 1305255),(23 1331469.8),(24 1355295.6),(25 1364831.1),(26 1368830.4),(27 1365904.1),(28 1358769.5),(29 1341152.6),(30 1323474.4),(31 1312578.5),(32 1307496.8),(33 1298362),(34 1287781.1),(35 1284413.8),(36 1280784.4),(37 1283986.9),(38 1270486),(39 1256158.6),(40 1244179.1),(41 1246659.8),(42 1238532.6),(43 1228536.1),(44 1214058.8),(45 1200380.5),(46 1196172.8),(47 1209866.3),(48 1228344.1),(49 1215987),(50 1216900.1),(51 1215805.8),(52 1221680.5),(53 1218995.1),(54 1206484.6),(55 1180971.4),(56 1174069.9),(57 1177048.8),(58 1187400.6),(59 1206792.1),(60 1233025.6),(61 1259695.9),(62 1274167.9),(63 1287443),(64 1308136.8),(65 1324604.5),(66 1333040.8),(67 1336874.4),(68 1321907.3),(69 1306459.1),(70 1297350.4),(71 1289035.5),(72 1287367.9),(73 1290682.9),(74 1305191.5),(75 1322533.5),(76 1342511.6),(77 1369312),(78 1404503.3),(79 1422707.8),
(1 48695.52),(2 135133.03),(3 238376.14),(4 343798.9),(5 444237.47),(6 546305.7),(7 643101.7),(8 723775.94),(9 795689.2),(10 843860.1),(11 881393.7),(12 912736.4),(13 932614.7),(14 961458.4),(15 1002549.44),(16 1053075.8),(17 1106138.9),(18 1160495.8),(19 1215085.8),(20 1264318.9),(21 1315498.3),(22 1365846.1),(23 1416062.6),(24 1459027.6),(25 1492830.5),(26 1519472),(27 1547804.4),(28 1572067.3),(29 1579702.6),(30 1572315.4),(31 1573228),(32 1587179.6),(33 1604162.6),(34 1619838.5),(35 1633784),(36 1632631.3),(37 1629990.6),(38 1620107.4),(39 1608749.8),(40 1589447.4),(41 1576023.5),(42 1552609),(43 1529550.6),(44 1512983.3),(45 1493561.9),(46 1470820.6),(47 1451865.8),(48 1436658),(49 1412079.1),(50 1397739.1),(51 1392622.3),(52 1383678.4),(53 1373698.1),(54 1378564.3),(55 1385461.1),(56 1396253.4),(57 1416770.6),(58 1452967),(59 1478032.3),(60 1503285),(61 1531599.4),(62 1559270.3),(63 1583177.8),(64 1608738.6),(65 1620213),(66 1626779.6),(67 1628456),(68 1623457.5),(69 1622721.4),(70 1628228.3),(71 1628158.5),(72 1627195.8),(73 1628763.4),(74 1641806.5),(75 1659267.8),(76 1673492),(77 1690248.4),(78 1718146.6),(79 1724346.1),
(1 48543.367),(2 136608.48),(3 240878),(4 347202.63),(5 447409.66),(6 549542.9),(7 639083.4),(8 713312.6),(9 775384.56),(10 821269),(11 862745.94),(12 903474.1),(13 937969.94),(14 972683.75),(15 1000271),(16 1038020.44),(17 1071029.9),(18 1105071.4),(19 1131417.1),(20 1155587.3),(21 1191176.1),(22 1224336.8),(23 1249981),(24 1263535.9),(25 1289769.1),(26 1327553.1),(27 1362978.5),(28 1394843.3),(29 1430946.3),(30 1474431.1),(31 1524962.6),(32 1575043.4),(33 1599287.5),(34 1615049.3),(35 1629409.3),(36 1627068.1),(37 1612402.9),(38 1583987.3),(39 1553423.6),(40 1522510.3),(41 1512096.4),(42 1501331.4),(43 1491367.5),(44 1466770.5),(45 1443872.1),(46 1426008.4),(47 1407420.8),(48 1388842),(49 1363478.4),(50 1364354.6),(51 1374185.4),(52 1366926),(53 1347957.1),(54 1340672.9),(55 1329830.4),(56 1318153.6),(57 1296745.9),(58 1288855.1),(59 1289298.6),(60 1287910.4),(61 1291840.6),(62 1303024.1),(63 1324231.3),(64 1342475.5),(65 1338899.3),(66 1337711.6),(67 1348859.9),(68 1371347.3),(69 1395030.6),(70 1424724.1),(71 1451963.1),(72 1471559.1),(73 1492081.4),(74 1521828.6),(75 1538231.6),(76 1550812.1),(77 1549767.5),(78 1552649.6),(79 1524444.6),
