1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 82649.24),(2 217438.45),(3 414566.97),(4 658597),(5 919216),(6 1235043.1),(7 1568107),(8 1942279.6),(9 2306588.3),(10 2729059.5),(11 3177543.3),(12 3598033.3),(13 4030856),(14 4481666.5),(15 4904938.5),(16 5439227.5),(17 5913138.5),(18 6262142.5),(19 6604022.5),(20 6933324),(21 7284068),(22 7588126.5),(23 7926356),(24 8261698.5),(25 8680589),(26 9094823),(27 9515477),(28 10008599),(29 10446179),(30 10750583),(31 11079071),(32 11338939),(33 11642493),(34 11828435),(35 12031045),(36 12197372),(37 12225755),(38 12203403),(39 12354047),(40 12621241),(41 13352583),(42 13660092),(43 14052967),(44 14511772),(45 14865297),(46 15055067),(47 15319240),(48 15686967),(49 16035197),(50 16223779),(51 16446475),(52 16709245),(53 16963154),(54 17138210),(55 17294354),(56 17378186),(57 17460790),(58 17489574),(59 17622202),(60 17792452),(61 17905192),(62 17834394),(63 17743826),(64 17847642),(65 17886946),(66 18558910),(67 18981766),(68 19486526),(69 20002590),(70 20468882),(71 21002988),(72 21573718),(73 22195330),(74 22817656),(75 23484298),(76 24245042),(77 25072906),(78 25979382),(79 26944720),
(1 158.63043),(2 178.7552),(3 195.86812),(4 196.20625),(5 209.54623),(6 206.95564),(7 220.46349),(8 220.67252),(9 231.40704),(10 230.23195),(11 237.7921),(12 232.74284),(13 237.78485),(14 233.14003),(15 237.6791),(16 239.7288),(17 242.09459),(18 241.1869),(19 242.96213),(20 241.76907),(21 246.45735),(22 244.12708),(23 249.80667),(24 246.83392),(25 259.58368),(26 253.10094),(27 261.13437),(28 252.71062),(29 254.86838),(30 247.35616),(31 251.81311),(32 247.56122),(33 249.51411),(34 246.54518),(35 249.55777),(36 243.011),(37 248.15292),(38 248.90599),(39 257.3542),(40 254.1539),(41 259.84573),(42 256.63345),(43 255.35791),(44 259.4395),(45 254.8428),(46 250.92847),(47 254.38817),(48 248.53326),(49 249.19609),(50 247.23438),(51 247.07303),(52 245.71098),(53 247.318),(54 246.08917),(55 251.70581),(56 247.9433),(57 258.40005),(58 257.23593),(59 262.5168),(60 261.35663),(61 268.20618),(62 261.06738),(63 263.21298),(64 260.3659),(65 263.74854),(66 259.72018),(67 258.30615),(68 255.38646),(69 260.43243),(70 256.48514),(71 262.07156),(72 254.69717),(73 256.0828),(74 253.66393),(75 261.54333),(76 256.6019),(77 260.49307),(78 255.915),(79 261.82773),
(1 152.96532),(2 172.70789),(3 185.93726),(4 191.56882),(5 201.96124),(6 201.14624),(7 214.31929),(8 218.60464),(9 225.95247),(10 223.12086),(11 230.39145),(12 225.30075),(13 228.26608),(14 224.58997),(15 227.90816),(16 229.73619),(17 235.4161),(18 231.88268),(19 236.26987),(20 232.235),(21 238.43907),(22 237.49951),(23 244.02446),(24 242.46785),(25 250.24567),(26 244.69104),(27 250.9498),(28 242.48898),(29 244.8922),(30 240.29852),(31 241.76836),(32 235.76051),(33 236.34668),(34 232.34084),(35 234.49586),(36 233.23677),(37 239.32639),(38 236.42542),(39 241.66866),(40 238.95485),(41 247.36105),(42 245.16267),(43 243.14166),(44 247.03662),(45 242.54651),(46 238.51599),(47 238.34491),(48 232.71196),(49 236.5664),(50 231.96245),(51 232.73874),(52 231.21587),(53 234.02963),(54 233.00961),(55 237.86209),(56 236.22911),(57 241.7844),(58 240.78488),(59 247.52928),(60 245.22415),(61 251.69464),(62 243.57257),(63 251.47885),(64 246.1086),(65 247.92946),(66 242.7584),(67 242.42467),(68 239.11235),(69 243.48248),(70 240.88419),(71 243.91606),(72 240.33772),(73 241.01807),(74 240.16779),(75 248.07422),(76 244.82062),(77 249.1715),(78 246.02882),(79 248.72394),
(1 153.69446),(2 173.88562),(3 191.20181),(4 192.97443),(5 198.6043),(6 199.97038),(7 214.31155),(8 214.1869),(9 219.80295),(10 219.4262),(11 227.02788),(12 221.78854),(13 227.07864),(14 224.09822),(15 226.189),(16 229.13531),(17 230.97746),(18 231.23276),(19 234.61774),(20 230.8679),(21 237.43031),(22 237.2805),(23 242.2519),(24 241.39662),(25 247.70117),(26 244.1196),(27 252.22327),(28 244.52625),(29 246.95302),(30 238.44402),(31 240.11166),(32 234.71567),(33 236.135),(34 232.67361),(35 234.3152),(36 232.3372),(37 240.91768),(38 240.00719),(39 245.30115),(40 240.52173),(41 249.68968),(42 247.05678),(43 246.56651),(44 247.83626),(45 243.83942),(46 242.21335),(47 242.55484),(48 234.17235),(49 236.23639),(50 232.94157),(51 234.30603),(52 229.70602),(53 233.79529),(54 234.96164),(55 240.08995),(56 235.8122),(57 242.63976),(58 243.8996),(59 250.78264),(60 247.09668),(61 253.21526),(62 248.09578),(63 253.38887),(64 249.07527),(65 248.55327),(66 245.66855),(67 245.51573),(68 242.26091),(69 246.53636),(70 243.00134),(71 247.02803),(72 244.32578),(73 245.78117),(74 243.02618),(75 246.61652),(76 244.4039),(77 249.37822),(78 244.26947),(79 250.9933),
(1 152.40211),(2 171.28104),(3 187.19681),(4 190.43031),(5 199.23782),(6 200.90485),(7 213.52203),(8 215.2145),(9 224.21718),(10 223.22112),(11 230.08281),(12 224.29881),(13 228.5425),(14 225.07144),(15 230.59195),(16 230.71571),(17 231.5505),(18 228.1724),(19 233.88925),(20 231.88455),(21 237.75102),(22 238.79518),(23 246.04688),(24 246.49788),(25 253.73),(26 248.91824),(27 253.54073),(28 244.30023),(29 250.14102),(30 243.15146),(31 242.69356),(32 238.94281),(33 236.8449),(34 234.27058),(35 239.51326),(36 234.18832),(37 241.9759),(38 241.88292),(39 248.30804),(40 241.94113),(41 250.3985),(42 247.31757),(43 246.90752),(44 250.86409),(45 246.0514),(46 243.4586),(47 245.28311),(48 237.13669),(49 239.01326),(50 234.67586),(51 236.98114),(52 234.17572),(53 235.19077),(54 236.87784),(55 242.50558),(56 239.93713),(57 244.97804),(58 243.01366),(59 253.93184),(60 249.46965),(61 255.16348),(62 249.85863),(63 254.16667),(64 248.24098),(65 251.35056),(66 247.45486),(67 246.72217),(68 247.42155),(69 251.36281),(70 245.09367),(71 246.96765),(72 246.14952),(73 246.4662),(74 243.55644),(75 247.90822),(76 244.54636),(77 247.17395),(78 249.33353),(79 251.76547),
(1 145.39969),(2 165.81374),(3 179.166),(4 181.02254),(5 191.67389),(6 193.5156),(7 207.6504),(8 207.55275),(9 215.49217),(10 214.77725),(11 220.48726),(12 212.88324),(13 217.79703),(14 216.33368),(15 218.33311),(16 219.70805),(17 221.80699),(18 218.3072),(19 223.21292),(20 224.78201),(21 227.59535),(22 228.7948),(23 233.71176),(24 233.32433),(25 239.31245),(26 234.92812),(27 240.66466),(28 235.2528),(29 238.82213),(30 231.24712),(31 231.72182),(32 227.65842),(33 230.18063),(34 227.33951),(35 227.88512),(36 225.54785),(37 234.12169),(38 232.89621),(39 238.93219),(40 233.38774),(41 240.60838),(42 236.50246),(43 236.18439),(44 238.1329),(45 233.83203),(46 228.69685),(47 231.65967),(48 227.15596),(49 230.08101),(50 227.72765),(51 229.64299),(52 228.73671),(53 231.91779),(54 229.00563),(55 236.14323),(56 232.54105),(57 237.41225),(58 234.43462),(59 241.37683),(60 236.75517),(61 241.43819),(62 239.40828),(63 243.70512),(64 238.19582),(65 239.44333),(66 236.56659),(67 238.04488),(68 232.76991),(69 236.18365),(70 233.22539),(71 236.9016),(72 232.26865),(73 233.13496),(74 231.13892),(75 239.61116),(76 238.98172),(77 244.07524),(78 238.38904),(79 244.60713),
(1 144.77539),(2 163.48755),(3 179.6921),(4 180.73804),(5 189.18225),(6 192.73419),(7 207.13765),(8 207.3794),(9 216.0441),(10 213.43727),(11 217.778),(12 214.52493),(13 219.6363),(14 217.41206),(15 218.38046),(16 218.11891),(17 220.00182),(18 217.41219),(19 223.83202),(20 221.03734),(21 226.91724),(22 226.68076),(23 229.74544),(24 229.63281),(25 234.95213),(26 229.50894),(27 233.98564),(28 227.73253),(29 231.29575),(30 222.73834),(31 227.39648),(32 224.6855),(33 225.84999),(34 218.79727),(35 223.90907),(36 220.05472),(37 225.15652),(38 224.18558),(39 231.4373),(40 227.7376),(41 235.02415),(42 232.38042),(43 234.59615),(44 235.50247),(45 232.64749),(46 232.2401),(47 233.80307),(48 227.86671),(49 230.8429),(50 227.95612),(51 228.77902),(52 221.63144),(53 226.41618),(54 227.939),(55 232.02156),(56 226.74461),(57 233.89117),(58 232.41853),(59 243.39674),(60 238.69147),(61 245.36043),(62 242.1237),(63 244.13171),(64 243.7547),(65 243.9061),(66 238.9616),(67 237.27094),(68 235.25687),(69 239.60745),(70 237.8315),(71 239.36517),(72 235.90997),(73 238.08983),(74 235.43253),(75 240.24017),(76 236.51852),(77 241.2219),(78 237.55559),(79 242.2105),
(1 142.35283),(2 161.77814),(3 176.52518),(4 176.71086),(5 187.3975),(6 186.94322),(7 198.19589),(8 200.39435),(9 207.95444),(10 207.51434),(11 213.8595),(12 206.45981),(13 210.30879),(14 210.43246),(15 216.3235),(16 214.71202),(17 215.25966),(18 214.95255),(19 218.98834),(20 221.24258),(21 227.44693),(22 225.41696),(23 229.12686),(24 227.49213),(25 236.3691),(26 232.50826),(27 237.7458),(28 232.19588),(29 234.46584),(30 227.89969),(31 229.17221),(32 225.5548),(33 226.50644),(34 223.4867),(35 226.06873),(36 224.50829),(37 231.67296),(38 231.18823),(39 238.05),(40 235.07939),(41 240.9323),(42 234.21309),(43 234.87592),(44 240.9098),(45 235.86897),(46 232.56358),(47 235.02347),(48 230.16216),(49 232.58849),(50 229.17303),(51 229.65271),(52 226.98793),(53 229.88625),(54 230.12262),(55 237.36974),(56 232.41194),(57 236.7345),(58 231.98875),(59 236.35736),(60 234.08646),(61 239.83871),(62 235.92134),(63 241.22968),(64 238.0499),(65 238.2923),(66 234.67451),(67 235.14424),(68 230.26636),(69 232.67328),(70 230.42522),(71 231.6029),(72 229.01924),(73 233.08838),(74 230.29932),(75 235.81247),(76 231.21265),(77 236.8745),(78 234.24748),(79 239.03178),
(1 140.66518),(2 160.95937),(3 174.88206),(4 175.3298),(5 185.90051),(6 185.83174),(7 197.54382),(8 198.0049),(9 206.02783),(10 205.4901),(11 210.85974),(12 205.28215),(13 207.83464),(14 208.08513),(15 211.05125),(16 212.05542),(17 213.32072),(18 210.00334),(19 215.04826),(20 213.66524),(21 221.56062),(22 220.99098),(23 224.62305),(24 221.20369),(25 228.565),(26 224.6952),(27 230.59773),(28 225.20486),(29 230.98192),(30 223.83144),(31 225.7841),(32 218.90402),(33 221.08899),(34 220.28023),(35 222.3927),(36 220.50594),(37 222.74797),(38 223.75056),(39 229.98784),(40 230.08453),(41 238.23703),(42 233.84749),(43 233.3554),(44 232.45602),(45 229.36531),(46 229.38948),(47 232.4895),(48 228.16245),(49 228.17584),(50 223.53876),(51 221.36014),(52 218.6197),(53 222.23683),(54 219.76904),(55 226.25131),(56 221.79385),(57 226.29378),(58 224.37738),(59 234.13045),(60 228.78883),(61 237.61006),(62 234.54118),(63 236.62445),(64 234.0211),(65 235.50851),(66 230.47766),(67 230.48613),(68 227.13391),(69 228.39333),(70 224.20671),(71 229.12747),(72 225.90523),(73 229.8059),(74 229.62302),(75 233.35631),(76 229.27734),(77 234.77419),(78 228.9394),(79 236.57399),
(1 139.3425),(2 157.19147),(3 171.45125),(4 177.00882),(5 186.70763),(6 188.7721),(7 199.31805),(8 199.99551),(9 210.04347),(10 204.66342),(11 212.11176),(12 205.33835),(13 208.5239),(14 207.10448),(15 210.51924),(16 210.0519),(17 211.64697),(18 209.42018),(19 214.31494),(20 212.4175),(21 215.93492),(22 216.33878),(23 221.72964),(24 222.41203),(25 228.97874),(26 224.91516),(27 230.27896),(28 223.27792),(29 227.10548),(30 221.4416),(31 224.30269),(32 219.51366),(33 221.31602),(34 218.98187),(35 222.5717),(36 219.05391),(37 222.60822),(38 219.65959),(39 228.8482),(40 225.05544),(41 230.57745),(42 226.41408),(43 226.05719),(44 229.97229),(45 227.85086),(46 225.56299),(47 223.80301),(48 218.10832),(49 220.99178),(50 216.84953),(51 217.68582),(52 212.61058),(53 217.05777),(54 216.29419),(55 221.66301),(56 218.85497),(57 223.45251),(58 223.0499),(59 231.29828),(60 228.04506),(61 235.58913),(62 229.83496),(63 233.43639),(64 228.16975),(65 231.33817),(66 227.24562),(67 227.97112),(68 226.17572),(69 226.95534),(70 223.1955),(71 228.24168),(72 226.42609),(73 226.2641),(74 225.86174),(75 231.20084),(76 226.2845),(77 229.69301),(78 225.7923),(79 228.0974),
(1 136.9335),(2 154.66428),(3 168.44962),(4 171.7251),(5 178.82573),(6 179.64098),(7 189.87918),(8 193.07426),(9 201.7),(10 197.29454),(11 201.72505),(12 197.13707),(13 202.04037),(14 202.25629),(15 207.01479),(16 205.04988),(17 207.09953),(18 206.15913),(19 209.77419),(20 209.65254),(21 215.84625),(22 214.30316),(23 217.987),(24 216.1039),(25 222.66203),(26 221.08008),(27 223.37437),(28 217.36238),(29 222.6908),(30 217.2538),(31 218.36432),(32 212.81998),(33 215.10428),(34 213.68767),(35 216.02876),(36 212.57309),(37 217.75208),(38 216.0223),(39 218.78864),(40 216.96382),(41 221.94742),(42 219.59383),(43 218.98218),(44 223.19148),(45 219.70073),(46 217.99129),(47 219.82504),(48 214.37509),(49 218.31671),(50 213.35199),(51 213.8149),(52 211.47644),(53 214.8794),(54 212.68185),(55 217.72229),(56 215.8427),(57 220.63422),(58 219.97919),(59 227.13979),(60 226.27074),(61 234.29527),(62 229.55072),(63 235.27237),(64 230.94954),(65 232.27644),(66 228.18185),(67 229.35666),(68 225.32622),(69 227.38719),(70 221.19328),(71 225.43054),(72 220.94452),(73 223.48914),(74 221.6083),(75 226.93344),(76 223.50844),(77 228.55208),(78 222.9635),(79 230.0655),
(1 138.09975),(2 156.3823),(3 170.96147),(4 171.87726),(5 180.29376),(6 184.36702),(7 193.14314),(8 195.78766),(9 202.14072),(10 200.1334),(11 204.74635),(12 203.903),(13 206.12071),(14 204.88011),(15 205.43124),(16 203.17293),(17 206.96278),(18 207.90816),(19 215.28651),(20 213.1843),(21 216.08592),(22 217.84662),(23 224.86153),(24 220.5019),(25 223.84003),(26 223.3975),(27 225.37315),(28 220.93901),(29 224.08308),(30 218.77562),(31 219.46724),(32 214.79935),(33 215.87312),(34 214.0272),(35 216.55115),(36 214.08176),(37 219.11069),(38 218.46304),(39 223.75807),(40 222.41165),(41 228.9037),(42 225.16205),(43 224.83784),(44 229.3547),(45 224.4399),(46 223.02502),(47 225.4695),(48 218.64383),(49 217.33568),(50 214.45337),(51 215.74022),(52 215.23215),(53 216.09335),(54 216.25703),(55 219.67691),(56 217.79742),(57 222.57202),(58 221.0428),(59 227.50243),(60 227.8555),(61 234.24384),(62 227.02649),(63 230.75108),(64 225.20813),(65 228.09442),(66 224.50816),(67 224.83104),(68 221.35806),(69 224.04268),(70 221.19286),(71 225.17714),(72 220.3515),(73 223.10663),(74 223.83931),(75 229.622),(76 224.68086),(77 226.4029),(78 221.90778),(79 226.2028),
(1 132.14745),(2 151.12549),(3 165.25021),(4 166.22093),(5 174.69171),(6 175.48993),(7 185.12564),(8 186.76826),(9 192.87822),(10 191.22968),(11 195.3789),(12 193.13495),(13 196.22322),(14 196.29967),(15 198.5832),(16 194.6484),(17 195.99294),(18 196.25546),(19 202.31772),(20 199.88536),(21 204.23447),(22 203.65694),(23 207.64063),(24 204.9439),(25 213.34703),(26 212.42857),(27 215.3142),(28 209.28462),(29 209.84245),(30 205.82997),(31 207.1316),(32 203.9148),(33 205.13005),(34 202.89577),(35 207.02673),(36 203.51575),(37 205.92323),(38 206.17694),(39 210.48961),(40 208.79482),(41 215.22313),(42 214.44812),(43 214.21107),(44 219.8573),(45 214.26546),(46 212.14879),(47 213.17908),(48 209.83469),(49 211.45393),(50 206.5441),(51 207.95935),(52 206.8003),(53 208.66585),(54 207.80525),(55 213.37952),(56 211.10318),(57 217.07681),(58 214.31152),(59 220.35605),(60 217.82382),(61 222.40388),(62 218.67336),(63 219.19427),(64 214.63615),(65 214.0045),(66 213.66063),(67 213.0881),(68 210.85414),(69 212.29001),(70 209.31784),(71 210.54498),(72 206.70638),(73 211.07973),(74 211.9012),(75 211.78816),(76 208.97693),(77 214.86296),(78 211.27043),(79 215.08807),
(1 131.77188),(2 149.16031),(3 162.30846),(4 166.02817),(5 172.67795),(6 176.41002),(7 184.78302),(8 187.3342),(9 193.88388),(10 190.75253),(11 195.8735),(12 192.64836),(13 199.06064),(14 197.25464),(15 198.91216),(16 198.3605),(17 200.89621),(18 202.10199),(19 207.52722),(20 207.5262),(21 209.33646),(22 208.98454),(23 214.13074),(24 211.97917),(25 219.52701),(26 217.49374),(27 222.25748),(28 214.84126),(29 218.28703),(30 213.8697),(31 214.00912),(32 209.43062),(33 209.59262),(34 206.46713),(35 209.0649),(36 207.96555),(37 212.99397),(38 210.98933),(39 214.54501),(40 211.87642),(41 219.31204),(42 218.11435),(43 220.569),(44 225.104),(45 221.33684),(46 221.14153),(47 218.34973),(48 213.66496),(49 217.46997),(50 213.5397),(51 211.32707),(52 209.01485),(53 211.5618),(54 209.97346),(55 214.39787),(56 213.93118),(57 218.73848),(58 215.02359),(59 220.32913),(60 220.72151),(61 227.55228),(62 222.72281),(63 225.53377),(64 225.07368),(65 223.97517),(66 220.69275),(67 220.99292),(68 218.89006),(69 221.34744),(70 216.10828),(71 218.42627),(72 214.2909),(73 216.67),(74 217.56535),(75 222.35124),(76 217.0756),(77 216.79819),(78 215.97983),(79 218.96074),
(1 129.84769),(2 146.62231),(3 159.18684),(4 159.66368),(5 167.90067),(6 171.03764),(7 180.29543),(8 184.13142),(9 191.88211),(10 187.67413),(11 192.61664),(12 188.51617),(13 194.4819),(14 193.01172),(15 194.22177),(16 195.4968),(17 195.71407),(18 194.14867),(19 198.28079),(20 198.34752),(21 201.60222),(22 201.77135),(23 203.9255),(24 202.32028),(25 206.77803),(26 203.35078),(27 209.13393),(28 202.97163),(29 204.1544),(30 200.65251),(31 203.38393),(32 200.50888),(33 201.04468),(34 196.62679),(35 199.5155),(36 199.40604),(37 203.08847),(38 202.6192),(39 206.77205),(40 204.89305),(41 210.63188),(42 210.13689),(43 209.1828),(44 213.34541),(45 210.08867),(46 206.61241),(47 207.03761),(48 203.58504),(49 205.95486),(50 200.67886),(51 200.63353),(52 199.57928),(53 200.51337),(54 199.00536),(55 204.46179),(56 201.37726),(57 208.69951),(58 206.74391),(59 211.23903),(60 211.12207),(61 216.22493),(62 211.90813),(63 215.96645),(64 212.58592),(65 211.12987),(66 209.10617),(67 209.03442),(68 205.73871),(69 207.43425),(70 202.94391),(71 203.2768),(72 200.91776),(73 203.86095),(74 202.2285),(75 205.89522),(76 204.01062),(77 206.19342),(78 204.13779),(79 208.04158),
(1 128.14525),(2 146.15125),(3 159.35866),(4 159.34999),(5 165.57259),(6 168.38577),(7 175.86903),(8 180.613),(9 187.08344),(10 183.2032),(11 190.06635),(12 184.77638),(13 190.81526),(14 189.163),(15 189.57448),(16 189.3846),(17 193.31708),(18 190.53224),(19 195.49628),(20 196.0952),(21 199.54396),(22 198.65068),(23 202.97049),(24 203.60121),(25 211.02304),(26 208.23357),(27 212.9375),(28 209.11218),(29 210.22908),(30 206.51527),(31 206.26627),(32 200.99712),(33 202.75403),(34 199.21718),(35 201.05467),(36 199.47192),(37 201.73409),(38 200.0744),(39 204.3377),(40 204.23386),(41 210.7279),(42 208.51859),(43 208.55992),(44 210.98015),(45 207.4229),(46 206.2978),(47 207.39702),(48 205.27426),(49 205.48041),(50 200.95625),(51 205.04713),(52 202.76694),(53 204.70686),(54 206.00456),(55 210.1583),(56 207.39252),(57 211.08466),(58 208.46071),(59 215.61179),(60 215.0625),(61 220.82466),(62 214.5581),(63 217.33054),(64 214.66116),(65 215.70195),(66 211.5224),(67 211.35205),(68 208.42517),(69 211.37653),(70 207.03967),(71 209.01503),(72 205.05684),(73 209.31381),(74 206.44359),(75 210.83199),(76 205.9355),(77 211.75449),(78 207.5886),(79 208.24771),
(1 126.86825),(2 141.65173),(3 154.6878),(4 156.10959),(5 164.47137),(6 166.8623),(7 175.47972),(8 179.04488),(9 185.90297),(10 182.62347),(11 189.3722),(12 185.64185),(13 191.53891),(14 191.37723),(15 192.59718),(16 193.2719),(17 196.19681),(18 195.56589),(19 200.42712),(20 198.91362),(21 204.0206),(22 203.19112),(23 206.3203),(24 204.99759),(25 212.75316),(26 210.27739),(27 210.94798),(28 206.0053),(29 207.35759),(30 204.19832),(31 205.14009),(32 200.91461),(33 201.30917),(34 198.31152),(35 201.51573),(36 197.96268),(37 202.01404),(38 201.17506),(39 206.22925),(40 205.97957),(41 211.40639),(42 206.7781),(43 208.36247),(44 209.99806),(45 209.16359),(46 206.21503),(47 208.02089),(48 202.65683),(49 202.96634),(50 201.28331),(51 200.87984),(52 197.37773),(53 200.8435),(54 200.17686),(55 206.67992),(56 203.84578),(57 208.86832),(58 208.02867),(59 212.40906),(60 211.50925),(61 216.93286),(62 212.33653),(63 215.77722),(64 213.48363),(65 211.57323),(66 207.44893),(67 209.11115),(68 205.21358),(69 208.95193),(70 208.14256),(71 210.82051),(72 206.53125),(73 209.30217),(74 205.56027),(75 211.58197),(76 206.46327),(77 209.74834),(78 206.38167),(79 209.67242),
(1 125.38352),(2 141.0276),(3 153.94614),(4 154.48958),(5 163.71584),(6 162.9161),(7 173.2764),(8 174.96927),(9 181.55336),(10 177.71666),(11 182.85199),(12 180.26042),(13 185.52702),(14 185.542),(15 187.16524),(16 185.01035),(17 190.38907),(18 188.7549),(19 194.08414),(20 190.91425),(21 193.6529),(22 195.12189),(23 200.00188),(24 196.49022),(25 202.88416),(26 199.07327),(27 204.27356),(28 200.07158),(29 200.88173),(30 196.85538),(31 200.35849),(32 195.27708),(33 196.56184),(34 194.5218),(35 196.47186),(36 194.57507),(37 199.12895),(38 196.9267),(39 202.39427),(40 201.21884),(41 204.56865),(42 201.81178),(43 202.38065),(44 205.37724),(45 201.34117),(46 200.626),(47 201.91403),(48 197.53232),(49 199.0864),(50 197.04478),(51 198.86569),(52 195.52803),(53 197.44746),(54 195.00075),(55 199.0049),(56 197.7195),(57 202.50577),(58 201.75568),(59 208.75822),(60 204.26996),(61 210.59068),(62 206.43277),(63 208.92303),(64 204.75606),(65 205.43027),(66 202.41714),(67 205.43867),(68 202.76433),(69 207.86275),(70 205.40895),(71 206.04163),(72 203.07529),(73 205.14304),(74 202.6176),(75 205.67482),(76 204.23285),(77 207.63089),(78 205.05174),(79 209.22282),
(1 124.91943),(2 139.86697),(3 151.46796),(4 152.44879),(5 160.55746),(6 163.97539),(7 173.5974),(8 176.29358),(9 181.27985),(10 179.8219),(11 185.43918),(12 181.91843),(13 185.85461),(14 184.06116),(15 186.58107),(16 185.05736),(17 187.94406),(18 185.6764),(19 190.26933),(20 191.09094),(21 194.47873),(22 194.81767),(23 198.64061),(24 198.19247),(25 204.07567),(26 200.72191),(27 205.2233),(28 200.12228),(29 201.81783),(30 196.104),(31 196.40532),(32 194.08733),(33 193.65314),(34 188.7132),(35 191.73294),(36 191.26099),(37 195.40274),(38 194.34325),(39 198.37724),(40 198.12099),(41 204.4505),(42 200.64685),(43 202.66867),(44 205.72768),(45 202.19171),(46 200.75095),(47 201.1568),(48 198.55815),(49 201.47433),(50 198.01335),(51 197.96172),(52 196.43594),(53 198.86899),(54 196.31834),(55 201.46411),(56 199.73009),(57 203.86624),(58 203.59204),(59 209.47449),(60 206.9635),(61 212.59016),(62 208.05049),(63 212.7812),(64 208.3022),(65 210.0572),(66 205.12076),(67 206.41718),(68 203.01762),(69 206.20346),(70 203.87808),(71 206.00204),(72 201.8212),(73 204.48642),(74 202.89566),(75 207.58614),(76 203.45233),(77 205.25876),(78 199.81754),(79 202.33842),
