1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 71594.78),(2 40934.355),(3 140994.7),(4 141372.56),(5 256068.42),(6 279510.63),(7 402792),(8 441328.9),(9 569454.56),(10 611762.94),(11 730566),(12 789171.44),(13 919992.25),(14 1007657.56),(15 1153830.4),(16 1242296.1),(17 1382829.9),(18 1501805.4),(19 1647988.6),(20 1780417.6),(21 1939015.4),(22 2084525.6),(23 2271491.8),(24 2462088),(25 2640706.8),(26 2823773),(27 3010556),(28 3191819),(29 3372359.8),(30 3559849.8),(31 3739355.8),(32 3917014),(33 4061020),(34 4219557.5),(35 4346692),(36 4477516),(37 4572984),(38 4707827.5),(39 4812760),(40 4927113.5),(41 5011307),(42 5117719.5),(43 5205448.5),(44 5311354.5),(45 5386933.5),(46 5482771.5),(47 5542512),(48 5633202),(49 5703438),(50 5806716.5),(51 5905575.5),(52 6024752),(53 6112028.5),(54 6248392.5),(55 6367188),(56 6516908.5),(57 6667272),(58 6840994),(59 6976473.5),(60 7144160),(61 7309197.5),(62 7511088),(63 7656377.5),(64 7837212.5),(65 7967093.5),(66 8136696.5),(67 8296175.5),(68 8527196),(69 8709227),(70 8910682),(71 9099831),(72 9333117),(73 9518133),(74 9745633),(75 9942991),(76 10187829),(77 10383409),(78 10628769),(79 10836895),
(1 262.28918),(2 154.65108),(3 311.53668),(4 188.0838),(5 335.67172),(6 205.14851),(7 344.29138),(8 210.85106),(9 348.63617),(10 214.36588),(11 346.73627),(12 213.94164),(13 355.3773),(14 222.23918),(15 356.91022),(16 224.39787),(17 363.67053),(18 230.85876),(19 370.52713),(20 236.43141),(21 372.38516),(22 234.68806),(23 368.11215),(24 231.14357),(25 364.51535),(26 229.86234),(27 362.33527),(28 226.81601),(29 362.5128),(30 227.76454),(31 361.246),(32 227.97154),(33 360.78864),(34 226.47939),(35 362.52545),(36 228.73654),(37 365.22888),(38 230.72598),(39 367.30804),(40 229.40912),(41 364.26654),(42 227.68726),(43 362.92252),(44 229.75067),(45 364.8534),(46 231.29713),(47 364.07037),(48 229.95453),(49 366.18982),(50 231.87527),(51 363.8708),(52 230.09402),(53 362.39645),(54 229.60075),(55 363.7719),(56 229.42355),(57 363.97348),(58 229.313),(59 361.02155),(60 227.03543),(61 360.6807),(62 227.27959),(63 360.50455),(64 230.11836),(65 361.73654),(66 231.5976),(67 364.51898),(68 229.50017),(69 360.70685),(70 228.67184),(71 358.6945),(72 226.85817),(73 357.00705),(74 227.4777),(75 359.1641),(76 228.12648),(77 360.6194),(78 228.5315),(79 358.6418),
(1 257.28766),(2 153.5202),(3 302.6953),(4 183.1134),(5 322.64868),(6 200.97766),(7 336.92508),(8 208.8454),(9 342.09753),(10 210.22906),(11 342.8607),(12 213.93524),(13 351.10178),(14 222.41133),(15 355.9512),(16 224.02788),(17 359.17032),(18 227.54944),(19 363.69064),(20 232.65984),(21 365.46924),(22 234.24358),(23 362.8169),(24 231.70744),(25 359.75226),(26 227.85117),(27 355.30432),(28 224.77687),(29 353.56604),(30 223.62657),(31 351.5052),(32 224.72371),(33 355.05847),(34 224.5477),(35 353.6815),(36 226.92258),(37 356.05664),(38 226.94992),(39 356.18085),(40 224.76881),(41 354.44574),(42 225.21216),(43 352.74316),(44 225.51834),(45 354.8884),(46 226.36653),(47 355.44113),(48 227.45663),(49 356.90277),(50 227.64168),(51 358.2339),(52 229.1401),(53 359.1314),(54 227.29108),(55 355.25998),(56 225.67236),(57 353.36533),(58 224.62283),(59 352.21255),(60 222.46144),(61 350.35162),(62 223.11606),(63 348.7833),(64 223.80673),(65 350.12668),(66 222.85674),(67 350.0358),(68 222.82109),(69 349.01474),(70 221.58842),(71 345.94553),(72 219.43744),(73 344.83203),(74 218.95607),(75 346.29337),(76 220.36453),(77 349.03592),(78 222.34805),(79 348.58524),
(1 258.82056),(2 151.14073),(3 306.54306),(4 183.92525),(5 329.8622),(6 201.51585),(7 341.52966),(8 206.56421),(9 341.64304),(10 207.54434),(11 342.27646),(12 207.6548),(13 347.7579),(14 215.93575),(15 353.84753),(16 220.55528),(17 362.2499),(18 228.35709),(19 366.91812),(20 231.75993),(21 371.90607),(22 234.2606),(23 368.14612),(24 229.40263),(25 361.771),(26 227.75104),(27 360.60275),(28 224.89217),(29 359.15518),(30 222.32877),(31 356.91165),(32 221.45721),(33 358.41882),(34 222.74406),(35 356.12704),(36 222.5952),(37 358.2751),(38 224.59264),(39 355.913),(40 224.5022),(41 354.6945),(42 222.4385),(43 355.11032),(44 222.70355),(45 354.93283),(46 223.65533),(47 354.45532),(48 220.25293),(49 355.18362),(50 223.62363),(51 355.97372),(52 224.13152),(53 358.3215),(54 223.704),(55 357.86923),(56 223.6247),(57 354.96024),(58 221.37888),(59 352.7119),(60 220.21832),(61 352.94632),(62 219.43584),(63 349.4092),(64 216.62778),(65 349.01773),(66 216.49194),(67 351.15323),(68 216.482),(69 349.1932),(70 215.2305),(71 344.68057),(72 213.76372),(73 348.23233),(74 212.94386),(75 347.03308),(76 214.14969),(77 348.41617),(78 215.8442),(79 348.41058),
(1 253.35085),(2 150.97838),(3 301.09818),(4 187.59462),(5 324.9309),(6 201.17273),(7 334.1256),(8 204.22751),(9 335.55753),(10 206.47536),(11 333.2649),(12 207.33865),(13 338.0506),(14 212.42046),(15 342.09097),(16 213.32204),(17 348.75418),(18 221.02013),(19 355.52753),(20 225.73277),(21 357.4804),(22 224.57509),(23 352.1802),(24 220.94568),(25 350.0499),(26 218.96327),(27 346.5602),(28 216.67386),(29 346.161),(30 218.20412),(31 347.04),(32 219.09793),(33 347.6377),(34 217.23085),(35 347.28012),(36 218.44533),(37 347.07153),(38 219.64127),(39 348.46622),(40 218.83298),(41 347.06546),(42 217.81712),(43 345.90805),(44 219.16476),(45 348.5777),(46 220.13336),(47 347.4596),(48 221.43466),(49 350.8329),(50 223.55374),(51 351.62772),(52 223.28159),(53 351.55542),(54 223.96553),(55 351.71393),(56 223.34525),(57 348.5083),(58 219.48595),(59 347.36743),(60 219.67467),(61 348.17703),(62 219.13292),(63 346.54645),(64 219.26724),(65 348.07907),(66 220.60931),(67 348.79846),(68 218.17433),(69 346.02112),(70 217.79266),(71 344.98196),(72 219.70418),(73 347.27884),(74 218.95609),(75 346.87408),(76 218.28877),(77 344.03482),(78 218.37648),(79 344.3427),
(1 253.66591),(2 147.83012),(3 299.6454),(4 181.09477),(5 321.50327),(6 196.835),(7 332.191),(8 199.51259),(9 332.18365),(10 201.16083),(11 333.18958),(12 204.89143),(13 340.4598),(14 210.98007),(15 344.22427),(16 216.25821),(17 350.68396),(18 219.10936),(19 353.40067),(20 222.04178),(21 357.21747),(22 223.86562),(23 354.15762),(24 222.82225),(25 353.1411),(26 221.58401),(27 351.15158),(28 220.05588),(29 349.61456),(30 220.4725),(31 349.1459),(32 222.0824),(33 351.27493),(34 222.50671),(35 350.02054),(36 223.68697),(37 353.59818),(38 224.6768),(39 354.08597),(40 224.43265),(41 356.009),(42 223.79715),(43 352.23975),(44 222.08742),(45 353.08252),(46 222.15097),(47 349.52032),(48 219.56956),(49 348.703),(50 220.78899),(51 350.5622),(52 221.20535),(53 349.34433),(54 221.51881),(55 350.04968),(56 219.95769),(57 349.6387),(58 221.28549),(59 347.11078),(60 217.16444),(61 346.07693),(62 215.39973),(63 341.87393),(64 217.0148),(65 342.46832),(66 215.57039),(67 342.81305),(68 215.07521),(69 342.94598),(70 216.17348),(71 342.55695),(72 214.53644),(73 342.40973),(74 214.11145),(75 341.64752),(76 214.02942),(77 341.23737),(78 214.92276),(79 343.77206),
(1 245.21066),(2 147.25648),(3 290.97174),(4 177.00714),(5 309.70245),(6 193.11295),(7 320.4148),(8 199.46321),(9 323.79562),(10 199.54799),(11 318.64624),(12 197.48737),(13 324.42502),(14 208.225),(15 328.37103),(16 211.16637),(17 335.876),(18 214.71788),(19 342.12393),(20 220.28436),(21 343.73788),(22 220.37341),(23 341.79456),(24 218.42528),(25 340.39825),(26 216.5271),(27 337.44897),(28 215.12572),(29 336.84122),(30 217.68552),(31 338.3616),(32 219.242),(33 340.9612),(34 218.61656),(35 339.10028),(36 217.99821),(37 341.08795),(38 220.66687),(39 343.72162),(40 220.1462),(41 344.73227),(42 222.79248),(43 342.4445),(44 219.18713),(45 342.13647),(46 220.37007),(47 339.7689),(48 217.94307),(49 340.67245),(50 220.55276),(51 342.17804),(52 221.82083),(53 340.69818),(54 220.5142),(55 340.06308),(56 216.92079),(57 337.25677),(58 213.10583),(59 332.66992),(60 210.87842),(61 331.88745),(62 210.27843),(63 331.96384),(64 211.18921),(65 335.1065),(66 211.0977),(67 334.0437),(68 209.80191),(69 331.66373),(70 211.28131),(71 331.30954),(72 210.49684),(73 331.36575),(74 208.58577),(75 329.03372),(76 207.47308),(77 328.59857),(78 207.89677),(79 328.3427),
(1 245.93362),(2 145.64876),(3 291.22238),(4 175.3921),(5 311.4714),(6 190.76762),(7 320.94183),(8 197.52188),(9 324.57507),(10 197.2177),(11 322.30667),(12 198.74579),(13 326.24713),(14 206.03958),(15 331.41327),(16 211.93285),(17 339.4921),(18 214.41974),(19 341.59256),(20 217.67236),(21 346.8466),(22 219.15366),(23 345.12982),(24 219.66129),(25 346.62195),(26 218.76096),(27 341.62515),(28 214.90445),(29 340.30673),(30 213.7751),(31 337.87173),(32 214.74821),(33 340.28976),(34 215.79025),(35 339.01563),(36 217.47174),(37 345.0222),(38 219.06078),(39 343.817),(40 217.64397),(41 344.47922),(42 218.09967),(43 341.9715),(44 217.76161),(45 345.21793),(46 218.20537),(47 341.84756),(48 215.8472),(49 341.99548),(50 216.86229),(51 342.00195),(52 217.68875),(53 341.86386),(54 218.05879),(55 341.2653),(56 214.92674),(57 338.9213),(58 212.80359),(59 335.92355),(60 209.62747),(61 334.86823),(62 209.29576),(63 335.83957),(64 209.73465),(65 336.3035),(66 209.40689),(67 334.5051),(68 209.32727),(69 333.6751),(70 209.18616),(71 333.1149),(72 209.41026),(73 333.59494),(74 209.9047),(75 331.4135),(76 208.73103),(77 332.37372),(78 211.24211),(79 333.46194),
(1 243.51869),(2 141.5048),(3 288.12137),(4 172.87263),(5 310.22995),(6 189.59477),(7 318.74265),(8 197.06389),(9 323.43195),(10 198.13026),(11 323.06223),(12 201.05591),(13 329.10425),(14 210.34843),(15 335.9083),(16 212.42899),(17 341.45517),(18 217.87598),(19 343.32114),(20 217.68022),(21 343.99973),(22 217.89632),(23 343.20236),(24 216.62314),(25 342.07892),(26 214.67241),(27 339.28433),(28 213.50407),(29 337.73907),(30 212.92693),(31 337.14163),(32 215.19252),(33 339.7172),(34 213.49754),(35 334.84274),(36 212.1597),(37 338.51147),(38 214.26509),(39 338.15875),(40 214.52293),(41 339.53326),(42 216.03467),(43 337.68747),(44 212.3181),(45 335.8881),(46 213.49445),(47 335.6524),(48 213.73843),(49 338.5432),(50 216.43599),(51 337.64816),(52 216.25848),(53 339.07373),(54 216.3491),(55 336.96008),(56 216.87038),(57 339.3907),(58 215.35226),(59 336.77368),(60 215.94681),(61 336.22516),(62 214.65996),(63 335.6167),(64 214.65776),(65 336.20654),(66 212.42732),(67 334.2631),(68 212.64903),(69 334.56906),(70 212.7273),(71 332.87613),(72 211.53409),(73 329.8744),(74 209.58105),(75 330.45328),(76 210.02335),(77 331.8182),(78 211.92908),(79 333.8332),
(1 243.86273),(2 141.26369),(3 289.60785),(4 173.72357),(5 312.75748),(6 188.3326),(7 320.90335),(8 194.33463),(9 324.7929),(10 198.25555),(11 323.96512),(12 199.35161),(13 330.77667),(14 205.72511),(15 336.08762),(16 212.35498),(17 340.4615),(18 213.47174),(19 341.31412),(20 215.82765),(21 344.59467),(22 217.01543),(23 342.7123),(24 213.92035),(25 340.1196),(26 210.95946),(27 334.31293),(28 206.45836),(29 334.48337),(30 207.5871),(31 334.276),(32 208.45557),(33 334.56332),(34 206.66322),(35 333.75665),(36 210.91525),(37 338.47418),(38 212.77367),(39 338.1768),(40 211.22226),(41 335.9287),(42 208.96591),(43 334.7726),(44 208.52026),(45 335.35156),(46 210.22931),(47 336.25543),(48 209.94041),(49 337.83978),(50 213.61584),(51 338.31558),(52 213.34636),(53 339.18796),(54 213.99374),(55 337.87408),(56 213.01402),(57 337.61142),(58 212.5974),(59 337.08704),(60 211.65375),(61 334.29886),(62 209.57056),(63 333.52676),(64 209.6918),(65 334.705),(66 209.693),(67 333.1261),(68 207.70592),(69 333.1754),(70 208.55655),(71 331.2221),(72 206.56227),(73 329.19403),(74 203.30449),(75 326.27368),(76 203.37587),(77 329.18448),(78 205.72867),(79 328.94174),
(1 241.09581),(2 141.26299),(3 284.3796),(4 170.53674),(5 305.72006),(6 185.76454),(7 315.1845),(8 191.9966),(9 319.7536),(10 192.23102),(11 318.21555),(12 192.56265),(13 320.25763),(14 195.8272),(15 324.10922),(16 201.36806),(17 330.24127),(18 204.35605),(19 331.9725),(20 207.68968),(21 334.938),(22 208.90721),(23 332.85458),(24 206.44113),(25 329.32455),(26 204.53368),(27 328.93512),(28 204.10042),(29 328.96606),(30 206.61343),(31 332.64697),(32 209.61896),(33 331.85373),(34 210.09944),(35 334.05945),(36 213.03442),(37 335.74265),(38 213.2842),(39 335.61307),(40 212.44246),(41 334.8356),(42 209.7151),(43 332.89877),(44 210.43645),(45 332.8135),(46 211.64369),(47 335.01956),(48 210.81813),(49 336.29233),(50 210.83733),(51 334.58762),(52 209.58452),(53 331.66324),(54 207.98694),(55 329.66217),(56 207.2887),(57 329.77982),(58 208.5553),(59 328.38138),(60 205.43266),(61 328.24695),(62 204.40125),(63 325.8087),(64 202.69829),(65 326.8433),(66 203.98918),(67 325.24872),(68 203.26025),(69 324.9937),(70 202.16933),(71 322.4039),(72 199.32076),(73 321.17645),(74 199.61609),(75 320.58893),(76 199.50276),(77 320.74188),(78 200.64673),(79 321.90903),
(1 233.73398),(2 136.76907),(3 275.9314),(4 167.71785),(5 297.9871),(6 183.51556),(7 308.42334),(8 189.23119),(9 312.44147),(10 191.21172),(11 310.88797),(12 193.3009),(13 317.67038),(14 198.77167),(15 320.10828),(16 204.7287),(17 325.4872),(18 205.93945),(19 327.5447),(20 211.88065),(21 330.85678),(22 209.89508),(23 329.1932),(24 208.1971),(25 327.20062),(26 204.58286),(27 321.62045),(28 202.98882),(29 322.50394),(30 202.99934),(31 321.3246),(32 204.89879),(33 321.9637),(34 202.84558),(35 320.89404),(36 202.19812),(37 321.58524),(38 203.9716),(39 320.01352),(40 201.93394),(41 318.4693),(42 202.18794),(43 319.25006),(44 202.51372),(45 321.4589),(46 205.09233),(47 322.98666),(48 207.14645),(49 325.01904),(50 209.04306),(51 325.02286),(52 209.27373),(53 326.93976),(54 209.05214),(55 323.728),(56 206.74333),(57 324.3514),(58 208.38905),(59 321.83936),(60 206.21744),(61 322.7786),(62 206.83278),(63 323.42145),(64 205.98338),(65 323.78687),(66 204.9687),(67 321.17004),(68 204.00955),(69 317.579),(70 201.79987),(71 315.31134),(72 198.4119),(73 314.0772),(74 200.4379),(75 316.02612),(76 201.70583),(77 317.02847),(78 199.8324),(79 315.47012),
(1 231.61111),(2 133.33842),(3 273.17267),(4 162.3913),(5 291.34238),(6 177.00854),(7 301.6527),(8 181.89223),(9 304.66757),(10 184.49777),(11 305.22952),(12 185.40793),(13 308.78098),(14 190.12514),(15 314.23083),(16 194.72618),(17 320.63208),(18 197.22467),(19 321.80203),(20 202.30244),(21 325.19244),(22 200.93002),(23 323.91516),(24 202.01744),(25 322.16852),(26 198.49153),(27 316.40048),(28 195.34132),(29 318.195),(30 197.1117),(31 317.93677),(32 197.89778),(33 319.06082),(34 196.06145),(35 317.11633),(36 197.4052),(37 316.45023),(38 196.50029),(39 317.07874),(40 197.77051),(41 316.86127),(42 198.22514),(43 317.38193),(44 198.64136),(45 317.27997),(46 200.29305),(47 322.16187),(48 202.93744),(49 323.59796),(50 204.20505),(51 326.12915),(52 205.80661),(53 325.91785),(54 206.94353),(55 324.3446),(56 204.45747),(57 322.41058),(58 200.96472),(59 318.3985),(60 200.43983),(61 318.9642),(62 199.48108),(63 316.11594),(64 199.05048),(65 316.7204),(66 196.67686),(67 313.66318),(68 195.86372),(69 311.14856),(70 192.92897),(71 307.4974),(72 191.5158),(73 307.39395),(74 191.53824),(75 309.05338),(76 192.26062),(77 311.94943),(78 194.73938),(79 313.24493),
(1 229.7789),(2 134.20178),(3 273.0184),(4 164.88524),(5 294.38492),(6 179.51892),(7 304.8171),(8 186.12834),(9 308.3148),(10 190.31186),(11 308.29282),(12 188.19899),(13 308.60065),(14 190.83377),(15 311.2646),(16 194.75725),(17 316.52954),(18 195.96568),(19 319.0851),(20 200.62961),(21 322.7012),(22 201.47534),(23 320.8393),(24 201.54417),(25 321.3672),(26 199.20944),(27 318.27148),(28 198.34708),(29 319.83054),(30 198.60732),(31 318.0215),(32 198.28815),(33 319.31564),(34 197.66322),(35 317.1698),(36 199.40897),(37 318.91312),(38 201.03046),(39 318.453),(40 199.6001),(41 318.74042),(42 200.33932),(43 316.0766),(44 198.8157),(45 316.78754),(46 198.87025),(47 317.9231),(48 198.74295),(49 320.03638),(50 200.91904),(51 319.32205),(52 199.37166),(53 320.20557),(54 200.9157),(55 321.4029),(56 201.66066),(57 321.80466),(58 201.30602),(59 319.1869),(60 198.49199),(61 317.66617),(62 197.66939),(63 313.5148),(64 193.70271),(65 311.74377),(66 192.39514),(67 311.2637),(68 194.04633),(69 311.17688),(70 194.15236),(71 307.92017),(72 190.84692),(73 310.77997),(74 194.2987),(75 309.0288),(76 194.58128),(77 312.63434),(78 193.70277),(79 311.064),
(1 225.45045),(2 131.43628),(3 265.14798),(4 159.74298),(5 284.41562),(6 173.98048),(7 295.9467),(8 180.04492),(9 299.55954),(10 182.29889),(11 300.9291),(12 182.58792),(13 303.45477),(14 188.77861),(15 308.52374),(16 194.57394),(17 315.1903),(18 196.58942),(19 315.4768),(20 199.66637),(21 317.91293),(22 200.8074),(23 317.6116),(24 201.14064),(25 316.3394),(26 199.67569),(27 315.43402),(28 198.45224),(29 314.99493),(30 198.44267),(31 315.2618),(32 199.25383),(33 315.10123),(34 199.09157),(35 314.41916),(36 199.999),(37 319.6988),(38 203.36517),(39 318.71484),(40 202.83383),(41 319.40787),(42 203.35846),(43 316.70914),(44 200.29852),(45 315.22046),(46 199.33618),(47 314.52097),(48 200.85172),(49 316.69455),(50 201.17363),(51 315.60806),(52 199.74141),(53 317.1738),(54 200.40552),(55 314.06308),(56 198.49881),(57 313.39682),(58 196.59135),(59 312.67508),(60 197.3096),(61 312.85995),(62 198.82527),(63 312.50073),(64 197.21667),(65 311.14774),(66 195.50877),(67 308.8739),(68 195.18132),(69 309.3322),(70 194.55408),(71 308.78088),(72 195.61533),(73 310.96808),(74 196.67998),(75 309.13327),(76 194.28519),(77 309.02502),(78 196.1137),(79 309.5614),
(1 224.28323),(2 129.5205),(3 264.69037),(4 158.2076),(5 283.07733),(6 173.46347),(7 294.26953),(8 180.70833),(9 298.564),(10 185.11876),(11 300.8768),(12 184.48125),(13 303.3305),(14 187.8671),(15 305.27075),(16 191.12589),(17 310.60846),(18 195.19269),(19 315.13483),(20 201.22974),(21 320.02988),(22 201.94824),(23 317.86975),(24 200.09117),(25 315.39142),(26 200.04022),(27 312.7167),(28 195.16255),(29 308.9965),(30 192.69034),(31 309.017),(32 191.62123),(33 308.8123),(34 193.46353),(35 307.70444),(36 196.13672),(37 312.09082),(38 198.97514),(39 312.52853),(40 198.09996),(41 312.10138),(42 195.52989),(43 307.88647),(44 195.07564),(45 311.0092),(46 197.70714),(47 310.6548),(48 196.18338),(49 312.57184),(50 197.78442),(51 312.36475),(52 196.51936),(53 313.81052),(54 197.96454),(55 311.43506),(56 195.6827),(57 308.93063),(58 191.75401),(59 305.32074),(60 190.28404),(61 305.08646),(62 190.45805),(63 305.1107),(64 189.55667),(65 306.15955),(66 190.52736),(67 303.7589),(68 190.72913),(69 305.44327),(70 191.11491),(71 303.97284),(72 190.78252),(73 304.9462),(74 192.02151),(75 304.34476),(76 190.81215),(77 305.26022),(78 192.9184),(79 305.3372),
(1 217.57423),(2 127.708916),(3 257.46112),(4 154.7114),(5 277.43393),(6 171.10521),(7 287.5539),(8 177.03502),(9 292.68402),(10 181.14389),(11 293.35336),(12 183.16724),(13 296.1167),(14 185.54343),(15 297.3055),(16 187.67096),(17 303.381),(18 192.0344),(19 307.33945),(20 196.98628),(21 312.8676),(22 196.14201),(23 308.5571),(24 195.99295),(25 309.42664),(26 194.91336),(27 304.0785),(28 189.87488),(29 304.09354),(30 188.31325),(31 302.9018),(32 189.42336),(33 303.3621),(34 191.27371),(35 302.24695),(36 191.77429),(37 305.41455),(38 194.09724),(39 306.19977),(40 194.15913),(41 305.3945),(42 193.38768),(43 303.70413),(44 192.85306),(45 304.28323),(46 193.37988),(47 304.00577),(48 192.42929),(49 304.6542),(50 194.8919),(51 304.8924),(52 195.49992),(53 307.54944),(54 195.05728),(55 306.59235),(56 194.51704),(57 304.41193),(58 192.11879),(59 301.86066),(60 189.63998),(61 300.51126),(62 187.75597),(63 297.37888),(64 185.52988),(65 297.50418),(66 184.21524),(67 293.8987),(68 183.43011),(69 297.47787),(70 186.29404),(71 298.0433),(72 186.4222),(73 297.18002),(74 184.40468),(75 294.355),(76 184.24191),(77 294.65567),(78 184.07948),(79 294.7509),
(1 224.55359),(2 129.46017),(3 265.3943),(4 155.576),(5 284.68976),(6 170.41888),(7 293.5878),(8 178.88509),(9 299.60843),(10 179.5144),(11 298.07715),(12 180.03458),(13 304.0416),(14 185.6826),(15 304.64496),(16 187.52469),(17 308.573),(18 189.33725),(19 308.88202),(20 191.91104),(21 311.04156),(22 193.54225),(23 310.13354),(24 191.71024),(25 309.05676),(26 190.84206),(27 307.85013),(28 189.48541),(29 308.90402),(30 191.2167),(31 307.54596),(32 190.95955),(33 307.58987),(34 189.07634),(35 304.38254),(36 188.79738),(37 306.02185),(38 190.99506),(39 306.2998),(40 191.51122),(41 307.96378),(42 190.29393),(43 304.3618),(44 188.7991),(45 305.06503),(46 190.4075),(47 306.2352),(48 190.20381),(49 308.63336),(50 192.62877),(51 307.3355),(52 193.6562),(53 309.69977),(54 194.45866),(55 310.1201),(56 194.0021),(57 308.56238),(58 190.38185),(59 305.99054),(60 190.98518),(61 304.4502),(62 188.45743),(63 301.22302),(64 186.27768),(65 300.80804),(66 184.93407),(67 301.41238),(68 186.5451),(69 301.26355),(70 187.39421),(71 300.97522),(72 185.31354),(73 301.3232),(74 185.60544),(75 298.50076),(76 183.49567),(77 297.9208),(78 182.34856),(79 298.11203),
(1 220.473),(2 127.3911),(3 260.05087),(4 152.99295),(5 279.11304),(6 169.24492),(7 288.86948),(8 173.65825),(9 292.30887),(10 177.35248),(11 292.866),(12 178.33437),(13 295.65277),(14 180.18819),(15 297.09076),(16 183.89221),(17 301.23077),(18 187.84467),(19 305.0869),(20 191.11034),(21 304.80435),(22 189.47585),(23 304.50885),(24 187.05643),(25 302.09286),(26 186.1392),(27 300.1975),(28 186.54442),(29 301.91968),(30 188.34834),(31 300.3401),(32 185.92752),(33 301.5483),(34 186.65634),(35 300.59985),(36 190.28722),(37 304.96924),(38 194.35072),(39 306.89197),(40 193.56987),(41 306.4252),(42 191.74515),(43 306.3885),(44 192.85461),(45 305.33334),(46 192.31429),(47 305.30307),(48 192.97995),(49 305.30902),(50 193.1052),(51 305.79816),(52 192.7568),(53 307.32776),(54 193.31569),(55 306.21027),(56 191.35138),(57 303.42545),(58 189.45172),(59 300.8436),(60 186.69742),(61 299.0014),(62 185.39638),(63 296.24518),(64 183.58723),(65 296.9658),(66 182.1799),(67 292.4276),(68 181.3326),(69 293.83368),(70 183.42226),(71 291.66937),(72 181.35454),(73 293.54025),(74 182.3841),(75 295.71655),(76 183.0456),(77 296.8578),(78 184.43887),(79 297.20816),
