1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 203919.42),(2 562485.2),(3 882198.8),(4 1200133.1),(5 1582555),(6 1952062.1),(7 2259436.8),(8 2516771.8),(9 2739225.8),(10 3129988.8),(11 3495771),(12 3884250),(13 4244400.5),(14 4551337.5),(15 4840519.5),(16 5000094.5),(17 5108614.5),(18 5212156),(19 5323537.5),(20 5541835.5),(21 5705391.5),(22 5794377.5),(23 5936660.5),(24 6139368),(25 6366262.5),(26 6696866),(27 6971364.5),(28 7044243.5),(29 7078231.5),(30 6967235.5),(31 6751065.5),(32 6557044.5),(33 6369568.5),(34 6162994.5),(35 5896548),(36 5642412.5),(37 5586348.5),(38 5685145.5),(39 5605832),(40 5358024.5),(41 5190711),(42 5127028),(43 5095940.5),(44 5081890),(45 5224718.5),(46 5390680),(47 5469081.5),(48 5541716),(49 5728868.5),(50 5949642.5),(51 6123184.5),(52 6283025.5),(53 6391623.5),(54 6351994.5),(55 6389570.5),(56 6444578),(57 6553547.5),(58 6465238),(59 6408038.5),(60 6366084),(61 6554661.5),(62 6735674.5),(63 7012985.5),(64 7314306),(65 7440557.5),(66 7337004),(67 7294863.5),(68 7454207.5),(69 7659403.5),(70 7814478),(71 8050631.5),(72 8170805.5),(73 8279106),(74 8325474.5),(75 8217368),(76 8148937.5),(77 8345715.5),(78 8669792),(79 9033312),
(1 21404.94),(2 46083.867),(3 52945.49),(4 53009.68),(5 54371.87),(6 55597.074),(7 56917.426),(8 57518.613),(9 59322.82),(10 61614.293),(11 63004.008),(12 61381.445),(13 61711.83),(14 60571.46),(15 60779.22),(16 60916.254),(17 61173.625),(18 61821.055),(19 63311.465),(20 61063.22),(21 58880.1),(22 57870.773),(23 59303.68),(24 58671.68),(25 59118.9),(26 60284.527),(27 62663.227),(28 64154.406),(29 63550.69),(30 61802.445),(31 62365.2),(32 61884.34),(33 60132.906),(34 59994.15),(35 61677.12),(36 59872.492),(37 60832.945),(38 61887.555),(39 61223.31),(40 58967.465),(41 59359.34),(42 59511.254),(43 59543.76),(44 59404.555),(45 59407.625),(46 58900.227),(47 59225.215),(48 57760.625),(49 57264.027),(50 57438.348),(51 60143.945),(52 60714.293),(53 61857.008),(54 61647.746),(55 60652.875),(56 61305.574),(57 62094.254),(58 59245.773),(59 59970.32),(60 60053.754),(61 60101.406),(62 60720.1),(63 62943.633),(64 61311.055),(65 60914.254),(66 61680.76),(67 61785.965),(68 59575.2),(69 60673.69),(70 61052.848),(71 60330.348),(72 60545.94),(73 62089.18),(74 62059.04),(75 61555.387),(76 60509.926),(77 60312.625),(78 59256.64),(79 60226.293),
(1 19690.844),(2 42805.6),(3 50139.355),(4 50889.76),(5 52358.313),(6 53609.934),(7 53881.85),(8 52923.703),(9 55035.76),(10 57088.223),(11 57190.76),(12 54604.54),(13 54076.71),(14 54022.2),(15 54809.14),(16 53742.5),(17 53288.324),(18 54299.836),(19 56281.316),(20 54951.363),(21 54000.473),(22 53589.52),(23 54342.813),(24 54007.77),(25 54080.51),(26 54780.92),(27 56018.73),(28 55991.62),(29 56184.973),(30 55905.504),(31 57318.85),(32 57785.473),(33 56030.625),(34 53607.62),(35 53842.402),(36 51752.86),(37 52395.387),(38 53925.434),(39 55962.195),(40 55585.31),(41 54896.832),(42 53737.668),(43 54408.496),(44 54344.85),(45 54667.81),(46 55279.06),(47 55491.824),(48 53871.25),(49 53668.47),(50 53879.723),(51 55721.62),(52 54828.77),(53 55412.137),(54 55733.1),(55 56362.035),(56 56511.51),(57 57565.086),(58 56626.53),(59 57575),(60 55905.61),(61 52926.914),(62 52478.785),(63 56226.613),(64 56999.64),(65 57092.844),(66 57231.164),(67 57938.363),(68 56477.695),(69 55829.645),(70 55578.094),(71 54024.504),(72 52283.76),(73 54723.805),(74 57249.453),(75 58323.223),(76 56609.11),(77 56721.242),(78 55127.36),(79 55647.35),
(1 17672.23),(2 37923.66),(3 44420.063),(4 45114.605),(5 46675.805),(6 47552.965),(7 47820.79),(8 47040.863),(9 47847.484),(10 48896.08),(11 50755.273),(12 50357.383),(13 50723.45),(14 50976.957),(15 50716.06),(16 49777.793),(17 49610.535),(18 50073.69),(19 51523.164),(20 50785.125),(21 50865.363),(22 50606.26),(23 50829.504),(24 49500.086),(25 49350.05),(26 49269.33),(27 49476.38),(28 49987.19),(29 50741.617),(30 50397.152),(31 52249.07),(32 52489.82),(33 50608.055),(34 48771.254),(35 49486.617),(36 49144.152),(37 50403.793),(38 52626.348),(39 53985.04),(40 51694.066),(41 50722.727),(42 50840.76),(43 50734.676),(44 50159.19),(45 50367.18),(46 51290.36),(47 51770.117),(48 50490.023),(49 49732.992),(50 49933.27),(51 50647.227),(52 50234.656),(53 50358.754),(54 50314.695),(55 51441.59),(56 51510.06),(57 51782.566),(58 50872.26),(59 52584.742),(60 53107.43),(61 51236.05),(62 50177.81),(63 52025.03),(64 51525.99),(65 50451.043),(66 50597.09),(67 51287.9),(68 50170.39),(69 49701.86),(70 49584.242),(71 49104.64),(72 47973.727),(73 50213.242),(74 52253.438),(75 53243.426),(76 52724.637),(77 53843.094),(78 51950.266),(79 51277.24),
(1 16525.83),(2 34293.36),(3 39963.344),(4 40854.082),(5 42211.516),(6 43835.637),(7 44153.945),(8 43435.934),(9 44367.87),(10 44966.055),(11 47886.484),(12 48062.297),(13 47523.516),(14 47066.15),(15 47211.664),(16 47063.082),(17 47211.3),(18 47010.813),(19 47923.973),(20 46094.64),(21 45694.797),(22 45848.023),(23 46369.75),(24 45836.79),(25 45953.69),(26 45344.332),(27 45308.22),(28 45261.785),(29 46415.12),(30 45650.395),(31 46388.617),(32 46925.832),(33 46302.555),(34 45822.508),(35 46777.816),(36 47109.65),(37 48337.51),(38 50055.3),(39 50786.844),(40 46807.6),(41 45359.832),(42 46404.2),(43 47262.566),(44 46145.8),(45 46092.63),(46 46964.477),(47 47359.273),(48 46239.625),(49 45792.92),(50 46020.965),(51 46761.62),(52 46645.418),(53 47001.387),(54 46369.96),(55 46890.61),(56 46532.195),(57 47049.54),(58 46821.71),(59 48933.035),(60 48821.82),(61 47085.434),(62 46332.33),(63 47136.816),(64 45905.98),(65 45001.86),(66 45607.082),(67 47148.836),(68 46668.242),(69 47001.902),(70 47879.63),(71 47203.656),(72 45774.832),(73 46898.055),(74 47979.773),(75 49314.58),(76 48315.22),(77 48843.082),(78 47351.742),(79 47269.113),
(1 15514.009),(2 32035.65),(3 37237.21),(4 37732.223),(5 38604.99),(6 39833.95),(7 40534.47),(8 40902.297),(9 42008.68),(10 43183.625),(11 45255.83),(12 45253.465),(13 44856.797),(14 43328.84),(15 43563.45),(16 43494.523),(17 43833.81),(18 44256.395),(19 44277.1),(20 42140.055),(21 42211.332),(22 42711.07),(23 43320.168),(24 43132.914),(25 43375.582),(26 42086.855),(27 41739.832),(28 41953.637),(29 42384.246),(30 42481.477),(31 42621.918),(32 41943.367),(33 42257.15),(34 42173.26),(35 42670.234),(36 42328.418),(37 43065.484),(38 43214.27),(39 43489.258),(40 42507.273),(41 42312.258),(42 42094.41),(43 42638.605),(44 42433.258),(45 42444.484),(46 42474.637),(47 42998.742),(48 42491.1),(49 43215.813),(50 43306.594),(51 43921.016),(52 43607.066),(53 44276.906),(54 44949.87),(55 46227.387),(56 46397.887),(57 46649.09),(58 46049.574),(59 46790.496),(60 46205.918),(61 45428.9),(62 45926.082),(63 46644.76),(64 46105.68),(65 45324.047),(66 44743.43),(67 45452.246),(68 45164.086),(69 45917.56),(70 47175.633),(71 47908.813),(72 46230.168),(73 45953.32),(74 46682.86),(75 46716.426),(76 45317.105),(77 45421.074),(78 44705.754),(79 45398.46),
(1 13824.176),(2 28392.934),(3 33099.004),(4 34694.457),(5 35764.56),(6 35777.32),(7 35573.64),(8 35572.125),(9 36890.305),(10 38218.977),(11 39507.426),(12 39014.832),(13 39282.254),(14 39684.863),(15 40426.06),(16 39523.723),(17 39175.4),(18 38406.234),(19 38730.51),(20 38330.895),(21 39095.992),(22 39478.32),(23 39882.457),(24 39262.777),(25 39021.703),(26 38723.9),(27 38986.703),(28 39481.766),(29 39981.094),(30 39500.23),(31 41059.355),(32 41392.004),(33 40877.934),(34 39263.035),(35 39744.848),(36 39331.31),(37 39913.8),(38 40194.39),(39 39763.46),(40 39052.53),(41 39196.78),(42 38890.33),(43 39387.348),(44 38428.836),(45 38468.906),(46 39332.383),(47 39989.902),(48 39401.52),(49 40368.684),(50 40852.207),(51 40902.242),(52 40348.535),(53 40338.918),(54 40708.11),(55 42740.39),(56 43470.49),(57 44027.613),(58 43884.977),(59 45110.72),(60 43957.76),(61 42503.207),(62 42675.758),(63 44049.633),(64 44268.563),(65 43983.543),(66 43658.945),(67 43415.617),(68 41990.805),(69 42197.535),(70 42857.164),(71 43058.805),(72 41474.742),(73 41056.957),(74 41278.105),(75 41736.004),(76 41677.617),(77 41741.535),(78 40951.95),(79 41572.332),
(1 13323.292),(2 27296.387),(3 31646.137),(4 32330.012),(5 33398.215),(6 34340.48),(7 34201.715),(8 33503.543),(9 34583.234),(10 35775.023),(11 36836.07),(12 36371.875),(13 36522.992),(14 36893.523),(15 37826.59),(16 37016.215),(17 36790.89),(18 36242.832),(19 36579.3),(20 36442.402),(21 37135.156),(22 37429.418),(23 37753.008),(24 36638.055),(25 36706.727),(26 36330.83),(27 36070.758),(28 36177.598),(29 36134.75),(30 36000.066),(31 37176.465),(32 37133.35),(33 36247.707),(34 35377.926),(35 35981.086),(36 35755.258),(37 36124.465),(38 36477.527),(39 35721.8),(40 34771.336),(41 35425.83),(42 35545.758),(43 36439.086),(44 35576.1),(45 35091.23),(46 35296.3),(47 35788.906),(48 35219.27),(49 37006.016),(50 38853.973),(51 39029.906),(52 37202.242),(53 37554.965),(54 38208.95),(55 39402.906),(56 39405.98),(57 40262.336),(58 39891.336),(59 40233.76),(60 39260.5),(61 37844.973),(62 37641.207),(63 39040.887),(64 40208.688),(65 40513.76),(66 40005.504),(67 39456.57),(68 38276.2),(69 38397.316),(70 39237.223),(71 39794.53),(72 37767.63),(73 37293.977),(74 37447.92),(75 37915.99),(76 38150.863),(77 38508.125),(78 38882.28),(79 40473.71),
(1 11928.789),(2 24330.541),(3 28371.938),(4 29165.03),(5 30358.133),(6 31031.818),(7 30490.959),(8 29777.555),(9 31303.73),(10 32664.389),(11 33241.72),(12 32879.37),(13 33179.38),(14 32841.93),(15 33201.145),(16 32862.2),(17 32753.408),(18 32841.477),(19 33156.906),(20 33164.984),(21 33071.12),(22 33027.34),(23 33488.37),(24 34287),(25 34798.793),(26 33846.074),(27 33644.855),(28 33252.027),(29 33122.715),(30 32411.115),(31 32779.473),(32 32181.666),(33 31862.373),(34 31575.828),(35 32831.535),(36 32648.422),(37 33201.234),(38 33477.05),(39 33119.15),(40 31794.104),(41 31776.824),(42 32807.785),(43 34101.05),(44 33547.28),(45 33927.836),(46 33952.6),(47 33690.605),(48 32455.074),(49 33050.67),(50 34537.375),(51 35943.375),(52 35252.29),(53 36026.56),(54 36174.656),(55 36488.375),(56 36710.67),(57 37325.875),(58 37045.68),(59 36990.92),(60 35377.074),(61 34077.71),(62 34454.33),(63 36099.3),(64 36581.31),(65 36910.66),(66 35779.793),(67 35208.54),(68 34996.82),(69 35481.293),(70 35682.844),(71 35426.34),(72 34055.12),(73 34058.336),(74 34196.473),(75 34701.32),(76 34721.65),(77 35155.996),(78 34786.21),(79 35646.51),
(1 11433.951),(2 23333.762),(3 27288.191),(4 28504.648),(5 29685.494),(6 30132.277),(7 30012.465),(8 29759.78),(9 30943.104),(10 31515.33),(11 31429.096),(12 30787.922),(13 31417.893),(14 31473.813),(15 31684.023),(16 30973.057),(17 30786.023),(18 30798.05),(19 30482.244),(20 29984.842),(21 31220.756),(22 31585.547),(23 31971.563),(24 31860.254),(25 31810.928),(26 30996.023),(27 31160.615),(28 30558.16),(29 30590.447),(30 30380.557),(31 31293.273),(32 31323.203),(33 30697.5),(34 30194.973),(35 31229.703),(36 30894.404),(37 31193.72),(38 31218.578),(39 30826.135),(40 30442.016),(41 31233.84),(42 31958.535),(43 33413.957),(44 32401.2),(45 32039.965),(46 31653.072),(47 32530.615),(48 31846.262),(49 32516.447),(50 33150.28),(51 33498.813),(52 32732.14),(53 33118.008),(54 33127.168),(55 33244.332),(56 32649.54),(57 32886.293),(58 32776.703),(59 33198.363),(60 32115.063),(61 31014.908),(62 31602.586),(63 33358.56),(64 33726.76),(65 33523.258),(66 32487.541),(67 31876.352),(68 31804.443),(69 32646.479),(70 32667.67),(71 33118.758),(72 32198.115),(73 31972.37),(74 32112.658),(75 32624.414),(76 32068.715),(77 31626.283),(78 30564.586),(79 31421.184),
(1 10254.923),(2 20806.264),(3 24034.555),(4 25256.037),(5 26750.945),(6 27123.7),(7 27518.371),(8 26972.182),(9 27681.639),(10 27886.846),(11 27689.002),(12 27559.365),(13 28439.295),(14 28287.05),(15 28356.484),(16 27794.992),(17 27116.592),(18 26600.227),(19 26889.697),(20 26633.873),(21 27125.836),(22 27316.139),(23 27930.842),(24 28101.816),(25 27976.984),(26 27497.258),(27 27952.768),(28 27936.51),(29 28422.15),(30 27684.658),(31 29153.563),(32 29677.795),(33 29090.354),(34 28900.574),(35 29648.086),(36 28819.281),(37 28754.646),(38 28675.877),(39 27977.127),(40 27343.135),(41 28114.188),(42 28547.158),(43 29460.908),(44 28763.127),(45 28818.756),(46 29011.273),(47 29064.88),(48 28647.51),(49 29487.188),(50 29892.902),(51 30016.918),(52 29180.418),(53 29315.13),(54 29322.479),(55 29671.955),(56 28885.242),(57 28588.947),(58 28530.13),(59 29258.271),(60 27890.695),(61 27604.234),(62 28846.969),(63 30226.977),(64 30306.826),(65 30357.281),(66 30130.22),(67 29816.955),(68 29767.121),(69 29837.756),(70 29748.773),(71 30342.18),(72 29678.65),(73 29790.752),(74 29728.69),(75 29647.074),(76 28874.328),(77 28486.215),(78 28294.72),(79 29065.91),
(1 10069.282),(2 20331.443),(3 23458.426),(4 24688.904),(5 25805.97),(6 26101.373),(7 25965.336),(8 25665.02),(9 26281.133),(10 26642.566),(11 26271.414),(12 25582.379),(13 26951.951),(14 26779.709),(15 26936.41),(16 26658.475),(17 26360.02),(18 25804.914),(19 25795.75),(20 25751.775),(21 26615.715),(22 26244.19),(23 27176.117),(24 27200.154),(25 27162.81),(26 27126.074),(27 27989.896),(28 27695.018),(29 27259.396),(30 26748.22),(31 28257.66),(32 28634.592),(33 28003.438),(34 27780.244),(35 28621.055),(36 27866.738),(37 27435.443),(38 26847.383),(39 26426.432),(40 25666.55),(41 26322.555),(42 26962.047),(43 27467.232),(44 26590.195),(45 26269.953),(46 26670.867),(47 27576.965),(48 27420.52),(49 28104.654),(50 28280.078),(51 28660.72),(52 27998.348),(53 27983.752),(54 28090.324),(55 28709.293),(56 28864.684),(57 29305.44),(58 29276.703),(59 29428.443),(60 28096.27),(61 27669.182),(62 28031.48),(63 28345.633),(64 28048.078),(65 28897.063),(66 29030.453),(67 29354.03),(68 29374.414),(69 29625.52),(70 29930.164),(71 29913.445),(72 28822.227),(73 28923.621),(74 29287.988),(75 29381.502),(76 28448.457),(77 28077.348),(78 27480.846),(79 27839.123),
(1 9973.501),(2 19871.418),(3 22984.205),(4 23810.736),(5 24884.717),(6 25412.988),(7 25358.691),(8 24954.695),(9 25572.252),(10 25932.887),(11 25720.979),(12 24897.11),(13 25559.313),(14 25459.158),(15 26031.955),(16 25857.11),(17 25011.898),(18 24632.598),(19 25055.713),(20 24956.064),(21 25695.438),(22 25218.86),(23 25933.658),(24 26116.045),(25 26285.473),(26 26147.129),(27 26052.035),(28 25209.22),(29 24990.744),(30 24948.07),(31 26061.242),(32 26099.559),(33 25910.957),(34 25811.422),(35 26309.648),(36 26018.695),(37 25891.014),(38 25020.994),(39 24237.748),(40 23610.836),(41 24198.979),(42 25361.791),(43 25976.727),(44 25529.115),(45 25468.488),(46 25188.477),(47 25792.63),(48 25783.791),(49 26110.92),(50 26185.25),(51 26940.844),(52 26730.43),(53 26869.61),(54 26622.957),(55 26690.387),(56 26550.42),(57 26684.662),(58 26408.584),(59 26357.86),(60 25416.578),(61 25803.852),(62 26889.438),(63 27378.871),(64 26927.516),(65 27156.344),(66 27366.08),(67 27619.05),(68 27130.898),(69 26784.2),(70 26702.984),(71 26456.479),(72 25360.365),(73 25968.271),(74 26805.035),(75 27619.777),(76 26522.621),(77 25961.086),(78 26200.842),(79 27054.188),
(1 9446.824),(2 19137.957),(3 22380.68),(4 23217.248),(5 23741.256),(6 24124.213),(7 24537.85),(8 24179.43),(9 24955.15),(10 25738.223),(11 25866.44),(12 24994.633),(13 25665.717),(14 25447.133),(15 25341.951),(16 25092.23),(17 24636.904),(18 24055.66),(19 23348.424),(20 23418.584),(21 23911.215),(22 23583.805),(23 24805.39),(24 24873.734),(25 24970.363),(26 24916.234),(27 24574.912),(28 24500.908),(29 24271.875),(30 24075.932),(31 24696.734),(32 24923.748),(33 25425.94),(34 24914.27),(35 25175.238),(36 24926.846),(37 24703.193),(38 24280.207),(39 23837.45),(40 23648.244),(41 24305.82),(42 24667.06),(43 25183.688),(44 24658.932),(45 24182.037),(46 24007.242),(47 24348.354),(48 24486.582),(49 24470.813),(50 23984.674),(51 24161.814),(52 24276.037),(53 24686.65),(54 24724.658),(55 24500.695),(56 24353.873),(57 24953.537),(58 24886.209),(59 24822.604),(60 24199.375),(61 25089.56),(62 25097.965),(63 24843.207),(64 24776.582),(65 25584.021),(66 25771.764),(67 25562.412),(68 25154.549),(69 25806.975),(70 26101.813),(71 25951.037),(72 24679.701),(73 25232.613),(74 26154.57),(75 26222.756),(76 25095.604),(77 24582.736),(78 24802.953),(79 25715.209),
(1 8663.071),(2 17945.146),(3 21275.021),(4 22158.766),(5 23157.744),(6 23545.947),(7 23383.582),(8 23171.145),(9 23952.053),(10 24536.947),(11 24678.332),(12 24006.316),(13 24000.998),(14 23796.453),(15 23968.023),(16 23577.285),(17 23477.691),(18 22927.396),(19 22642.342),(20 22731.63),(21 23070.97),(22 22578.615),(23 23048.104),(24 23065.04),(25 23547.023),(26 23677.24),(27 24060.879),(28 23416.104),(29 23266.4),(30 23759.232),(31 24156.574),(32 24168.184),(33 24185.115),(34 24450.615),(35 24615.434),(36 24146.953),(37 23776.086),(38 23203.068),(39 22728.432),(40 22575.434),(41 22785.076),(42 23163.016),(43 23579.008),(44 23076.611),(45 22703.607),(46 22667.326),(47 23330.72),(48 23237.975),(49 23335.46),(50 23032.578),(51 23323.889),(52 22887.809),(53 23082.893),(54 23172.805),(55 22931.098),(56 22587.396),(57 23130.932),(58 23025.25),(59 23243.104),(60 22696.305),(61 22979.574),(62 23449.758),(63 23391.377),(64 23429.781),(65 24232.318),(66 24245.508),(67 24286.705),(68 24474.643),(69 25158.195),(70 24754.146),(71 24037.074),(72 23333.764),(73 23134.031),(74 22888.781),(75 23846.861),(76 23672.941),(77 23446.824),(78 23335.03),(79 23630.264),
(1 8172.3896),(2 16571.557),(3 19524.658),(4 19766.682),(5 20445.275),(6 20712.012),(7 20738.744),(8 20453.98),(9 20969.49),(10 20867.725),(11 21067.854),(12 20741.451),(13 20701.271),(14 20347.186),(15 20772.605),(16 20838.008),(17 20603.775),(18 19691.72),(19 19557.143),(20 19836.117),(21 20355.025),(22 20242.89),(23 20799.605),(24 20705.443),(25 20858.35),(26 20686.775),(27 21173.703),(28 21430.133),(29 21820.531),(30 21855.117),(31 22038.53),(32 21974.97),(33 21875.463),(34 21683.002),(35 21580.76),(36 21161.756),(37 20876.455),(38 20939.313),(39 21221.09),(40 21257.74),(41 21604.701),(42 21522.074),(43 21846.387),(44 21324.035),(45 20831.768),(46 20835.953),(47 21660.594),(48 21430.914),(49 21772.572),(50 22045.89),(51 22144.934),(52 21370.984),(53 21469.428),(54 21183.293),(55 20758.93),(56 20591.896),(57 21491.414),(58 21694.102),(59 21789.416),(60 21259.447),(61 21417.691),(62 21130.271),(63 21059.744),(64 20884.86),(65 21492.053),(66 21353.97),(67 21425.295),(68 21563.11),(69 21983.6),(70 21587.445),(71 21391.846),(72 20815.54),(73 20578.373),(74 19884.41),(75 20301.783),(76 20526.002),(77 21000.334),(78 20620.104),(79 20541.104),
(1 7617.168),(2 15253.398),(3 17590.258),(4 17591.684),(5 17980.016),(6 18709.594),(7 18835.465),(8 18092.383),(9 18328.65),(10 18367.809),(11 19038.498),(12 19321.705),(13 19308.902),(14 18577.428),(15 18948.602),(16 19019.176),(17 18771.766),(18 18356.697),(19 18553.713),(20 18824.725),(21 19717.605),(22 19883.094),(23 20363.936),(24 20127.494),(25 20173.299),(26 20205.201),(27 20616.066),(28 20596.85),(29 20340.764),(30 19846.043),(31 19964.182),(32 19558.617),(33 19483.994),(34 19289.984),(35 19508.887),(36 19968.283),(37 19939.105),(38 20141.133),(39 20665.186),(40 19811.172),(41 20069.59),(42 20157.172),(43 19890.53),(44 18936.098),(45 18681.703),(46 19226.283),(47 20050.428),(48 19400.393),(49 19528.748),(50 19690.336),(51 19764.21),(52 19552.064),(53 20041.682),(54 19713.576),(55 19721.564),(56 19572.695),(57 19680.994),(58 19422.219),(59 19863.303),(60 19542.639),(61 19640.723),(62 19737.338),(63 19917.16),(64 19733.475),(65 20389.627),(66 20194.814),(67 20156.176),(68 20371.441),(69 20604.328),(70 20087.656),(71 19733.26),(72 19437.598),(73 19773.627),(74 19367.787),(75 19450.766),(76 19287.848),(77 19370.219),(78 19029.895),(79 19219.762),
(1 7268.22),(2 13999.024),(3 15967.862),(4 16277.008),(5 16935.469),(6 17215.037),(7 17306.342),(8 17091.043),(9 17647.164),(10 17558.033),(11 17392.248),(12 17352.457),(13 17842.813),(14 17491.05),(15 17513.002),(16 17530.723),(17 17458.707),(18 17027.666),(19 17420.123),(20 17641.727),(21 18178.498),(22 18129.846),(23 18031.996),(24 17654.418),(25 17831.617),(26 17960.307),(27 17971.863),(28 17633.207),(29 17851.543),(30 17726.86),(31 17895.943),(32 17708.342),(33 17557.523),(34 17500.988),(35 18341.941),(36 18707.465),(37 18531.2),(38 18382.549),(39 18497.143),(40 18382.627),(41 18484.56),(42 18583.178),(43 18469.963),(44 17584.318),(45 17378.377),(46 17546.354),(47 18204.719),(48 17826.43),(49 17707.271),(50 18043.572),(51 18427.885),(52 18433.662),(53 18604.973),(54 18426.662),(55 18529.855),(56 18012.322),(57 18209.004),(58 17917.752),(59 18178.373),(60 17976.326),(61 18184.656),(62 18335.242),(63 18596.672),(64 18442.186),(65 19126.566),(66 19044.584),(67 19082.592),(68 19105.11),(69 19449.049),(70 18989.17),(71 18599.58),(72 18590.06),(73 18791.86),(74 18418.51),(75 18706.523),(76 18652.762),(77 18560.945),(78 18290.38),(79 18703.625),
