1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18641.139),(2 68767.414),(3 146760.56),(4 248542.7),(5 372739.75),(6 512466.56),(7 666607.2),(8 829977.06),(9 1003927.6),(10 1189241.9),(11 1381215.3),(12 1576207),(13 1770715.1),(14 1959368.5),(15 2150091),(16 2335145.5),(17 2515224.3),(18 2689477.3),(19 2852129.8),(20 2998621.5),(21 3131993),(22 3241733.5),(23 3326815.3),(24 3395712.3),(25 3449627.8),(26 3493166),(27 3528434),(28 3547728),(29 3552123.8),(30 3546378),(31 3537897),(32 3525222.5),(33 3518524.5),(34 3511410),(35 3505541.5),(36 3498317.3),(37 3497210.8),(38 3495046.3),(39 3493806),(40 3493929),(41 3493329.5),(42 3492537.8),(43 3502432.3),(44 3511463),(45 3527966),(46 3544092.8),(47 3562969.8),(48 3584421.5),(49 3616286.5),(50 3656943.3),(51 3704167),(52 3754834.5),(53 3818097.8),(54 3884698.5),(55 3954778),(56 4022490.5),(57 4090382.3),(58 4145651.5),(59 4198434),(60 4244213),(61 4299404),(62 4347953.5),(63 4399612),(64 4448594),(65 4491562.5),(66 4521937.5),(67 4563604),(68 4597716),(69 4623453),(70 4641571),(71 4656887.5),(72 4660284),(73 4661662),(74 4659730.5),(75 4652089.5),(76 4636269),(77 4611235.5),(78 4587852.5),(79 4572045),
(1 17866.178),(2 65348.25),(3 137805.3),(4 231568.42),(5 342158.78),(6 466241.47),(7 603143.4),(8 748534.5),(9 901420.94),(10 1057890.1),(11 1216240.9),(12 1375922.6),(13 1536259.9),(14 1693191),(15 1851146.4),(16 2008909.4),(17 2164053.3),(18 2315947.8),(19 2462294.3),(20 2595019.8),(21 2720126.8),(22 2825772),(23 2908508.8),(24 2976672.8),(25 3031954),(26 3076835.3),(27 3119217.8),(28 3143293.8),(29 3149918.3),(30 3150857.8),(31 3143954.3),(32 3129135),(33 3115570),(34 3101806),(35 3083249.3),(36 3067197.8),(37 3056787.3),(38 3049228),(39 3045554.3),(40 3051499.8),(41 3053858),(42 3046865.3),(43 3051018.8),(44 3054299.8),(45 3057816.8),(46 3055309.3),(47 3049424),(48 3038442.8),(49 3035376),(50 3027047.3),(51 3014558.8),(52 3005352.8),(53 2998380),(54 2985772.3),(55 2971193.3),(56 2957488),(57 2947359),(58 2931598.8),(59 2910204.3),(60 2881312),(61 2844786),(62 2808658.3),(63 2775346.3),(64 2738895.8),(65 2699098),(66 2655168.8),(67 2617428.8),(68 2577792.3),(69 2538674.8),(70 2499826.8),(71 2468403.3),(72 2457110.8),(73 2454714.3),(74 2459853.3),(75 2477139),(76 2505768.8),(77 2546379),(78 2591055.3),(79 2649310.8),
(1 18566.8),(2 68329.63),(3 144753.08),(4 242872.69),(5 359517.3),(6 487294.47),(7 628829.5),(8 778177.1),(9 931736.5),(10 1085244.1),(11 1238215.6),(12 1386369.9),(13 1526863),(14 1662094.8),(15 1786747.5),(16 1904148),(17 2015198.8),(18 2117955.5),(19 2209379),(20 2291295.3),(21 2357504.3),(22 2408356.3),(23 2444414.3),(24 2473565.5),(25 2496854.3),(26 2511609),(27 2530256.3),(28 2536932.5),(29 2528236.5),(30 2518294.3),(31 2500984),(32 2473987.3),(33 2449978.5),(34 2430968.8),(35 2412057.5),(36 2409472.3),(37 2422271.8),(38 2440924.3),(39 2458805.8),(40 2484002.5),(41 2502048.3),(42 2513346),(43 2532208),(44 2543534.8),(45 2553475.3),(46 2564287.3),(47 2578560),(48 2592316.3),(49 2617530.5),(50 2654789.8),(51 2695437.5),(52 2744221.8),(53 2811504.8),(54 2881263.8),(55 2952821.8),(56 3026850.3),(57 3100787.3),(58 3166841.3),(59 3222233.3),(60 3265431),(61 3305097),(62 3333262.8),(63 3352763.3),(64 3368423),(65 3379212.8),(66 3385819),(67 3387326.8),(68 3387011.8),(69 3376867.3),(70 3359253),(71 3323904.8),(72 3279620.8),(73 3234050),(74 3174691.3),(75 3111655),(76 3046599.8),(77 2984817.3),(78 2922800.8),(79 2870530.5),
(1 24902.11),(2 92544.59),(3 196799.77),(4 330333.34),(5 489338.03),(6 663809.4),(7 850990.06),(8 1047108.25),(9 1246179.4),(10 1443069.5),(11 1634419.9),(12 1814327),(13 1976321.8),(14 2123450.5),(15 2253718.3),(16 2361470.5),(17 2452259.3),(18 2520391.8),(19 2559823),(20 2568820.5),(21 2552638.3),(22 2511523.3),(23 2453072.8),(24 2383048.3),(25 2309085),(26 2233276.3),(27 2168950.5),(28 2109319),(29 2050448.8),(30 2006741),(31 1967477.6),(32 1932329.8),(33 1906025.3),(34 1891013.8),(35 1879666.9),(36 1885728.4),(37 1900219.5),(38 1920114.9),(39 1952393.9),(40 1992991.4),(41 2026255.5),(42 2052936.8),(43 2081606.3),(44 2108643.3),(45 2136546.5),(46 2165715),(47 2194990.5),(48 2224824.5),(49 2260229.5),(50 2294382.5),(51 2332372.8),(52 2372122.3),(53 2421821.5),(54 2480440),(55 2543662.8),(56 2613760),(57 2691949),(58 2777249.5),(59 2867783),(60 2962441),(61 3063356.8),(62 3168754.3),(63 3274155.3),(64 3365355.8),(65 3442996.5),(66 3513280),(67 3577967.3),(68 3632884.8),(69 3676025.5),(70 3702242),(71 3723506.3),(72 3721085.5),(73 3713977.5),(74 3694179.8),(75 3660682),(76 3620118),(77 3570691.3),(78 3507759.8),(79 3437863.3),
(1 23321.428),(2 85689.87),(3 181325),(4 304418.88),(5 452464.03),(6 618575.06),(7 798136.7),(8 986928.75),(9 1179603),(10 1375956.5),(11 1569323.4),(12 1756904.6),(13 1935710.5),(14 2103449.5),(15 2257779.3),(16 2389841.3),(17 2498931.8),(18 2587676.5),(19 2654480.5),(20 2695341),(21 2710926.5),(22 2699324.5),(23 2673268.3),(24 2636042.8),(25 2595765),(26 2553625.8),(27 2517864.3),(28 2488227.3),(29 2463049.3),(30 2448878.8),(31 2443455),(32 2444064.5),(33 2443532.3),(34 2446891),(35 2448794.3),(36 2460177.5),(37 2477871.3),(38 2496094.5),(39 2516844.3),(40 2538620.5),(41 2552699.8),(42 2554496.5),(43 2546926),(44 2530737),(45 2514043.8),(46 2488211),(47 2455827),(48 2420071),(49 2382072.8),(50 2350961),(51 2320887.8),(52 2298331.5),(53 2286914.5),(54 2283867.3),(55 2284801.3),(56 2297107),(57 2319518.5),(58 2355135),(59 2400413.8),(60 2453542),(61 2522502.5),(62 2596016.5),(63 2668989.8),(64 2738926.8),(65 2807689),(66 2868683.3),(67 2926325.3),(68 2976200.5),(69 3013377.3),(70 3038662.3),(71 3053139.5),(72 3054891.3),(73 3045477),(74 3029855.5),(75 3000433),(76 2962835.3),(77 2912305.3),(78 2854112.5),(79 2783163),
(1 18267.955),(2 67048.7),(3 141969.1),(4 236908.23),(5 347658.34),(6 470429.13),(7 601717.6),(8 742321.4),(9 886417.2),(10 1030579.3),(11 1171025.9),(12 1306443.6),(13 1434134.6),(14 1544321.4),(15 1642221.3),(16 1728113.4),(17 1800542.1),(18 1858211.8),(19 1904645.3),(20 1934994.1),(21 1960825.4),(22 1980589.4),(23 1994399.4),(24 2007410.1),(25 2020073.6),(26 2029497.5),(27 2046081.1),(28 2070500.9),(29 2098647.3),(30 2131549.8),(31 2174124.8),(32 2224421.5),(33 2277971.3),(34 2332081),(35 2384358.8),(36 2437433.8),(37 2488349.5),(38 2536699.8),(39 2575788.3),(40 2612261.5),(41 2648789.5),(42 2677206.8),(43 2697291.8),(44 2714419.5),(45 2722442.5),(46 2717891.5),(47 2702523.5),(48 2681851.3),(49 2652841),(50 2617498.3),(51 2580370.8),(52 2547884),(53 2513325.8),(54 2481084),(55 2460750.5),(56 2447259.3),(57 2443776),(58 2443617),(59 2439373.3),(60 2435385),(61 2437055.8),(62 2438333.8),(63 2437028.3),(64 2435759),(65 2424073),(66 2414601.5),(67 2400941.8),(68 2388375.5),(69 2372714.3),(70 2351152.5),(71 2321350.5),(72 2285761.3),(73 2245924.8),(74 2206173),(75 2161719.3),(76 2115677.3),(77 2068853.1),(78 2021398.3),(79 1976315.5),
(1 21688.223),(2 80704.695),(3 173300.34),(4 294047.38),(5 438138.72),(6 597411.25),(7 770804.2),(8 951959.1),(9 1136602.1),(10 1314953.3),(11 1479704.8),(12 1630154.1),(13 1764472.8),(14 1879977.9),(15 1971309.3),(16 2042815),(17 2092610.3),(18 2121820.5),(19 2130939),(20 2126551.5),(21 2107451.5),(22 2078777.8),(23 2041725.9),(24 1997565.5),(25 1949545.5),(26 1901378.1),(27 1859083.9),(28 1822454.9),(29 1788794.1),(30 1761591.8),(31 1742703.3),(32 1730361.4),(33 1723608.6),(34 1722828.6),(35 1725140.5),(36 1734099.9),(37 1748942.1),(38 1771349.1),(39 1798272.8),(40 1832431.6),(41 1871823.5),(42 1914014.6),(43 1954347.6),(44 1998450.6),(45 2043413.8),(46 2084943),(47 2124584.5),(48 2163423.3),(49 2202406.3),(50 2236571.3),(51 2267876.3),(52 2294936.5),(53 2317866.5),(54 2334738),(55 2354067),(56 2374652.5),(57 2407506.5),(58 2445532.5),(59 2484577.8),(60 2524437),(61 2567485.8),(62 2614055),(63 2659800.3),(64 2704915.5),(65 2739161.3),(66 2762911.5),(67 2775181),(68 2773643.5),(69 2752263.8),(70 2706206.8),(71 2642959.3),(72 2569947.8),(73 2489126.8),(74 2403094.8),(75 2315067.3),(76 2228468.5),(77 2148013.5),(78 2070326.5),(79 1999053.5),
(1 19212.852),(2 71127.484),(3 150969.16),(4 252341.1),(5 369188.5),(6 494115.8),(7 628194.9),(8 767918),(9 907364.4),(10 1046390.2),(11 1177667.1),(12 1303650.1),(13 1418941.4),(14 1519871),(15 1604149.9),(16 1676406),(17 1732205),(18 1774010.4),(19 1795876.3),(20 1807142.5),(21 1802266.3),(22 1790317.9),(23 1773771.1),(24 1756363),(25 1730544.5),(26 1704517.9),(27 1679753.1),(28 1654884.9),(29 1633410.9),(30 1615362.9),(31 1596932.4),(32 1577102.8),(33 1558911.4),(34 1539305.6),(35 1517549.6),(36 1498000.5),(37 1480216.5),(38 1468226.6),(39 1455458.4),(40 1452453.3),(41 1457123.9),(42 1468225.3),(43 1490042.9),(44 1518019.4),(45 1549966.5),(46 1585461.6),(47 1620981.8),(48 1653419.6),(49 1681992.8),(50 1702861.8),(51 1724445.1),(52 1740075.1),(53 1752370.3),(54 1760269.9),(55 1763361.6),(56 1761945.6),(57 1758081.8),(58 1755261),(59 1753314.4),(60 1749762.1),(61 1746554.4),(62 1744058),(63 1743230.6),(64 1740138.5),(65 1730522.8),(66 1715468.4),(67 1696526.9),(68 1673465.5),(69 1644298.1),(70 1607777.8),(71 1568773),(72 1531339.8),(73 1500017.9),(74 1475476.6),(75 1449702.8),(76 1429989.9),(77 1421148.4),(78 1417452.8),(79 1422018.6),
(1 19535.375),(2 73285.53),(3 157163.06),(4 266688.38),(5 397024.44),(6 539291.6),(7 687614.25),(8 836627.9),(9 978469),(10 1112959.8),(11 1235766.8),(12 1344189),(13 1439160.1),(14 1516860.1),(15 1584095.5),(16 1635156.9),(17 1670424.3),(18 1696846.5),(19 1714889.5),(20 1730294.8),(21 1736651),(22 1739092),(23 1742701.8),(24 1747448.3),(25 1749361.6),(26 1752414.5),(27 1752694.1),(28 1752759),(29 1754654.3),(30 1756329.8),(31 1749507.5),(32 1744024.3),(33 1738106.8),(34 1728479.8),(35 1722132.3),(36 1715002.6),(37 1713500.3),(38 1718814.4),(39 1731332.8),(40 1743637.8),(41 1762104.6),(42 1782130),(43 1807470.5),(44 1838688.8),(45 1868380),(46 1901083.4),(47 1932080.4),(48 1957223.5),(49 1975140.1),(50 1984212.1),(51 1981905.5),(52 1973693.8),(53 1959484.3),(54 1947107.6),(55 1939148.8),(56 1931137),(57 1930976.1),(58 1935651.5),(59 1944969.6),(60 1955332.9),(61 1968976.9),(62 1985612.3),(63 2003892.4),(64 2023757.8),(65 2038823.9),(66 2051546),(67 2055945),(68 2050869.5),(69 2040359.1),(70 2018477.1),(71 1990453),(72 1960096.4),(73 1927235.4),(74 1894573),(75 1861238.4),(76 1835469.8),(77 1821462.8),(78 1811041.3),(79 1809267.3),
(1 23488.492),(2 87505.5),(3 185655.05),(4 308671.84),(5 450686.5),(6 601897.9),(7 759781),(8 918075.7),(9 1073994.5),(10 1223164.8),(11 1359116.1),(12 1478029.3),(13 1582948.8),(14 1669583.9),(15 1745784.5),(16 1805631.1),(17 1847513.1),(18 1873110.3),(19 1883996.1),(20 1883771.9),(21 1876002.8),(22 1860861.9),(23 1845913.5),(24 1823481.1),(25 1798630.5),(26 1777859.1),(27 1756823.6),(28 1738195.1),(29 1723320.3),(30 1715013.6),(31 1710128.6),(32 1710544.4),(33 1715274.9),(34 1719409.5),(35 1721720.4),(36 1725209.5),(37 1732105.3),(38 1747506.8),(39 1768074.5),(40 1792764.1),(41 1825978.8),(42 1866651.6),(43 1912435.3),(44 1964326),(45 2013386.8),(46 2067692.5),(47 2116752.8),(48 2158824.3),(49 2189986.5),(50 2210159.8),(51 2218370.5),(52 2214403),(53 2200165.3),(54 2175796),(55 2141634),(56 2100450.3),(57 2052196.8),(58 2001184.9),(59 1949789),(60 1899625.3),(61 1849729.1),(62 1793379.5),(63 1733497.5),(64 1674684.9),(65 1618447.8),(66 1561203.9),(67 1503841.6),(68 1445582.6),(69 1389550.3),(70 1337026),(71 1290033.5),(72 1253864.4),(73 1232214.9),(74 1226648.1),(75 1234859.8),(76 1260488),(77 1300887.9),(78 1349288.9),(79 1414279.6),
(1 23322.3),(2 86866.38),(3 183211.08),(4 304199.16),(5 445719.38),(6 601483.3),(7 765248.94),(8 927894.3),(9 1085991.4),(10 1232341),(11 1357591.9),(12 1457887.3),(13 1530739.4),(14 1575576.8),(15 1597074),(16 1598544.1),(17 1580695.1),(18 1549745.6),(19 1514921.9),(20 1480230.9),(21 1446247.4),(22 1413375),(23 1388416.6),(24 1368204.8),(25 1353254),(26 1347813.6),(27 1345077.8),(28 1347793.6),(29 1353312.1),(30 1359575.5),(31 1369628.8),(32 1385230),(33 1408950.1),(34 1438727.5),(35 1476214.4),(36 1514585.4),(37 1555506.5),(38 1594832.3),(39 1635702),(40 1669324.1),(41 1693614),(42 1712640),(43 1728226.9),(44 1739451.1),(45 1742522.3),(46 1744462.3),(47 1745201.6),(48 1743865.8),(49 1737867.1),(50 1730888.8),(51 1720705.9),(52 1707705),(53 1689983.4),(54 1671320.1),(55 1648888.6),(56 1621386.4),(57 1590639.4),(58 1556445.5),(59 1519840.1),(60 1488907.8),(61 1460850.8),(62 1436686),(63 1419806.6),(64 1407331.9),(65 1397400.3),(66 1389693.1),(67 1380029.5),(68 1370151.3),(69 1358791.1),(70 1347351.9),(71 1332436.6),(72 1316334.1),(73 1306175.5),(74 1301989),(75 1303822.1),(76 1317272.3),(77 1337673.4),(78 1365078.4),(79 1400508.8),
(1 19701.322),(2 72276.75),(3 150529.47),(4 246956.64),(5 355064.88),(6 465973.3),(7 575241.1),(8 678986.25),(9 776685.9),(10 864550.4),(11 939487.1),(12 1000908.3),(13 1050323.5),(14 1085842.4),(15 1116183.9),(16 1136580.9),(17 1151141),(18 1162204.5),(19 1170910.9),(20 1178470),(21 1190509),(22 1200882.6),(23 1215402),(24 1226710.3),(25 1233484.1),(26 1237847.4),(27 1235876.5),(28 1231999.6),(29 1227706.5),(30 1221173.9),(31 1210617.8),(32 1199219.6),(33 1190470),(34 1182860),(35 1176933.9),(36 1170827.5),(37 1167544.8),(38 1163224.9),(39 1161629),(40 1164629.8),(41 1176189.8),(42 1192703.9),(43 1217255.1),(44 1249260.8),(45 1289251),(46 1333102.1),(47 1383686.9),(48 1428416.5),(49 1469207.5),(50 1497280.9),(51 1512570),(52 1515711.3),(53 1510739.9),(54 1493409.5),(55 1467698.5),(56 1433804.1),(57 1397717.4),(58 1358120.5),(59 1321614.8),(60 1287043.3),(61 1257482.9),(62 1231622.5),(63 1210865.1),(64 1193492.5),(65 1178877.5),(66 1164380.6),(67 1147868.4),(68 1126097.8),(69 1100927.5),(70 1072266.1),(71 1043666.25),(72 1014210.3),(73 993952.75),(74 982027.75),(75 979855.75),(76 988962),(77 1012412),(78 1047913.7),(79 1092941.8),
(1 21554.06),(2 81415.39),(3 172253.7),(4 285926.13),(5 415662.97),(6 552434.6),(7 692117.94),(8 831901.2),(9 962032.2),(10 1079823.1),(11 1175601.3),(12 1248563.5),(13 1301418.8),(14 1332881.3),(15 1351422),(16 1356404.1),(17 1355231.9),(18 1348442.4),(19 1337888.8),(20 1327252),(21 1317617.9),(22 1305142.3),(23 1295308.3),(24 1284679.1),(25 1273357.6),(26 1261681.5),(27 1249350.1),(28 1232095.6),(29 1212975.5),(30 1189295.9),(31 1165844.3),(32 1143805.6),(33 1125010.3),(34 1112259.5),(35 1104867.3),(36 1103503.1),(37 1109627.8),(38 1122750.8),(39 1143143.6),(40 1170653.5),(41 1203895.1),(42 1239744.9),(43 1280541.3),(44 1324118.4),(45 1368847.5),(46 1412047.4),(47 1449012.1),(48 1476737.3),(49 1495876.5),(50 1503043.8),(51 1502349.3),(52 1494960.4),(53 1485877.4),(54 1471944.5),(55 1459646.8),(56 1452491.1),(57 1448142.8),(58 1449316.5),(59 1453073.4),(60 1460041.4),(61 1467094.3),(62 1474398.1),(63 1480855.3),(64 1489533.4),(65 1495771.5),(66 1499056.4),(67 1495133.3),(68 1482086.3),(69 1459652.1),(70 1432281.6),(71 1402751.3),(72 1373715.8),(73 1348896.8),(74 1330783.3),(75 1320162.5),(76 1312463.1),(77 1307416.9),(78 1301101.3),(79 1297817.3),
(1 21054.031),(2 77556.26),(3 161892.25),(4 265710.44),(5 382251.9),(6 502698.8),(7 624829.06),(8 741140.9),(9 847605.7),(10 939198.75),(11 1012008.6),(12 1065935.9),(13 1103778.6),(14 1126567.1),(15 1139489.3),(16 1141627),(17 1136444.3),(18 1126419.5),(19 1118406.1),(20 1108769.8),(21 1100536.9),(22 1089146.9),(23 1082078.9),(24 1082528.9),(25 1088752.4),(26 1101413.8),(27 1119612),(28 1139972.5),(29 1160107),(30 1176873.3),(31 1195899.3),(32 1209200.1),(33 1221232.8),(34 1231492.5),(35 1239598.9),(36 1247119.5),(37 1256704.3),(38 1265984.8),(39 1275408.5),(40 1288058),(41 1299171.6),(42 1305320.5),(43 1308823.5),(44 1308295),(45 1295549.9),(46 1273131),(47 1243794.6),(48 1210144.4),(49 1172045.1),(50 1131700.5),(51 1092151.9),(52 1054647.9),(53 1026619.44),(54 1008804.44),(55 1002770.3),(56 1010546.06),(57 1023377.25),(58 1043563.56),(59 1068843.4),(60 1098594.9),(61 1131142.9),(62 1163928.3),(63 1194228.4),(64 1224391.6),(65 1253377.1),(66 1276242),(67 1295484.9),(68 1310893.3),(69 1323514.3),(70 1335929),(71 1347012.3),(72 1360731.9),(73 1370666.6),(74 1381313.1),(75 1389919.5),(76 1394394),(77 1395314.5),(78 1394649.8),(79 1397390.8),
(1 19600.52),(2 73125.445),(3 153482.97),(4 252716.63),(5 364893.5),(6 481467.13),(7 600906.75),(8 715205.1),(9 821704.9),(10 914504),(11 990416.4),(12 1049299.3),(13 1091727.6),(14 1121002.4),(15 1138702.6),(16 1146162),(17 1144183.9),(18 1138726.6),(19 1128747.8),(20 1114323.8),(21 1093681.3),(22 1068624.5),(23 1045212.06),(24 1022439.8),(25 1000243.4),(26 980457.25),(27 965375.8),(28 951609),(29 939775.3),(30 932577.7),(31 930425.44),(32 935712.2),(33 947376.56),(34 967653.1),(35 995422.56),(36 1028850.7),(37 1068745.3),(38 1112642.5),(39 1150135.8),(40 1184401.1),(41 1217954.3),(42 1246120.3),(43 1268220.3),(44 1280223.9),(45 1279530.4),(46 1268082),(47 1247976.8),(48 1224448.8),(49 1198552.8),(50 1172746.9),(51 1144105.8),(52 1119506.3),(53 1104319.9),(54 1092760.1),(55 1085974.3),(56 1085481.5),(57 1090046.9),(58 1095256.6),(59 1098491.5),(60 1097264.3),(61 1091716.4),(62 1083773.8),(63 1074201.4),(64 1062988.8),(65 1053862.3),(66 1048537.94),(67 1050539.4),(68 1058983.5),(69 1072162.6),(70 1090931.3),(71 1112944),(72 1137184.1),(73 1161437.5),(74 1185333.4),(75 1204598.9),(76 1222350),(77 1234835.5),(78 1240708.1),(79 1246241.6),
(1 19656.621),(2 73152.26),(3 152893.77),(4 251082.53),(5 360797.13),(6 474505.84),(7 587969.6),(8 693364.44),(9 785879.5),(10 862520.75),(11 920578.3),(12 962111.6),(13 987959.6),(14 1000854.5),(15 1002735.44),(16 995757.5),(17 983590.1),(18 970092.3),(19 955324.4),(20 941232.2),(21 927116.94),(22 913630.94),(23 908971.8),(24 913060.7),(25 919428.56),(26 925626.7),(27 929479.25),(28 927514.9),(29 921838.5),(30 915241.5),(31 906041.3),(32 894267.44),(33 884042.4),(34 873774.1),(35 864320.4),(36 852930.7),(37 844251.1),(38 841682.1),(39 842256.75),(40 846639.06),(41 856837.06),(42 871872.2),(43 892226.5),(44 912915.5),(45 930094.9),(46 942067.1),(47 951139.44),(48 958253.5),(49 969210.5),(50 977310.7),(51 985545.1),(52 994818.2),(53 1006148.75),(54 1014827.44),(55 1020352.75),(56 1023633.1),(57 1026902),(58 1024986.56),(59 1022840),(60 1018988.3),(61 1019175.8),(62 1024626.94),(63 1030501.5),(64 1034574.4),(65 1039470.75),(66 1042468.7),(67 1050117.6),(68 1065930.6),(69 1087573.1),(70 1114483.8),(71 1145480.3),(72 1175251.8),(73 1202939.8),(74 1221449.9),(75 1227856.4),(76 1221762.5),(77 1201289.8),(78 1169264.1),(79 1128364.9),
(1 17645.045),(2 63941.91),(3 130393.24),(4 210006.98),(5 296572.3),(6 384271.8),(7 470462.03),(8 550382.7),(9 618962.9),(10 671981.44),(11 709582.9),(12 734661.06),(13 750217.06),(14 758618.3),(15 766369.7),(16 769107.94),(17 773082.1),(18 781589.5),(19 790871.6),(20 801915.1),(21 810933),(22 821194.7),(23 831122.5),(24 837959.3),(25 840926.56),(26 838892.6),(27 832587.75),(28 819478.56),(29 802952.9),(30 783632.7),(31 765577.5),(32 746812.06),(33 729830.6),(34 715650.06),(35 705026.3),(36 696951.5),(37 692589.5),(38 692488.06),(39 695469.7),(40 700530.06),(41 703868.7),(42 703990),(43 703453),(44 701816.2),(45 698152.3),(46 695636.8),(47 692797.2),(48 689783.8),(49 688946.4),(50 687479.6),(51 686112.7),(52 687466.9),(53 689621.1),(54 692343.9),(55 694486.4),(56 696783.94),(57 701001.25),(58 705274.4),(59 704044),(60 699480.56),(61 695893.1),(62 695246.1),(63 698498.6),(64 704563.94),(65 711687.44),(66 719931.6),(67 731066.9),(68 743679),(69 756413.3),(70 770747.75),(71 785152.4),(72 800374.1),(73 817739.94),(74 832630.4),(75 842435.2),(76 848369.94),(77 849381.75),(78 848183.94),(79 848422.56),
