1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 70844.61),(2 162054.28),(3 277417.1),(4 365316.88),(5 506717.4),(6 630118.8),(7 770338.75),(8 897883.94),(9 1042010.8),(10 1226214),(11 1619748.1),(12 2166967.3),(13 2880644.3),(14 3241064.8),(15 3342146.3),(16 3389381.3),(17 3504013.3),(18 3653076),(19 3743155.3),(20 3805227),(21 3741816),(22 3727893.3),(23 3701142.8),(24 3698795.3),(25 3751939),(26 3774891.3),(27 3947707),(28 4215258.5),(29 5016751.5),(30 5472783),(31 5672371.5),(32 5692918.5),(33 5592956),(34 5408903.5),(35 5248433.5),(36 5188249),(37 5153971.5),(38 5175515.5),(39 5163307.5),(40 5116119.5),(41 4971104.5),(42 5031174.5),(43 5210888.5),(44 5413320.5),(45 5495091.5),(46 5582024),(47 5661881.5),(48 5734578),(49 5792885.5),(50 5599458),(51 5525354),(52 5505954.5),(53 5816139.5),(54 5989736),(55 6015360),(56 5959666.5),(57 5881992),(58 5909652),(59 5942688),(60 5929099.5),(61 5927437.5),(62 6001776.5),(63 6065490.5),(64 6112788),(65 6029014),(66 6025088),(67 5950928.5),(68 5906706),(69 5757286.5),(70 5646186),(71 5551559.5),(72 5438785.5),(73 5298648.5),(74 5091188.5),(75 4912126.5),(76 4798702),(77 4666890),(78 4571579.5),(79 4576932),
(1 26.402246),(2 36.503464),(3 44.740578),(4 49.9813),(5 54.891),(6 58.129158),(7 61.22569),(8 63.500774),(9 65.70354),(10 67.141785),(11 69.12613),(12 70.72837),(13 71.67464),(14 72.51811),(15 72.608536),(16 73.16097),(17 74.39266),(18 74.798386),(19 76.5848),(20 78.43474),(21 79.78664),(22 80.325485),(23 81.40044),(24 82.719986),(25 85.45946),(26 86.442856),(27 87.417435),(28 88.326584),(29 88.98846),(30 90.257965),(31 92.323746),(32 92.70112),(33 93.824265),(34 94.64507),(35 95.538635),(36 96.0046),(37 97.022446),(38 97.722046),(39 99.17058),(40 100.06712),(41 101.519714),(42 101.84166),(43 103.55601),(44 105.46804),(45 107.06598),(46 106.6652),(47 107.534035),(48 108.963356),(49 110.18937),(50 110.51267),(51 111.36914),(52 112.22734),(53 113.776855),(54 113.1313),(55 112.4099),(56 111.61324),(57 111.630165),(58 110.70294),(59 110.6099),(60 109.22823),(61 109.0353),(62 107.996254),(63 107.01976),(64 105.30345),(65 104.91725),(66 103.38066),(67 102.104546),(68 100.83928),(69 100.148705),(70 99.2303),(71 100.915054),(72 101.030266),(73 101.57936),(74 101.23056),(75 101.12169),(76 101.60777),(77 102.27118),(78 103.04578),(79 103.797035),
(1 26.213266),(2 36.246838),(3 45.223038),(4 51.04079),(5 56.096424),(6 59.588028),(7 62.7013),(8 64.76846),(9 66.874794),(10 68.238464),(11 69.677734),(12 71.19096),(13 72.00185),(14 72.66843),(15 72.840904),(16 73.40917),(17 74.51714),(18 74.655876),(19 75.81235),(20 77.41691),(21 79.07134),(22 80.23948),(23 81.91206),(24 82.99508),(25 85.3891),(26 86.80165),(27 87.08535),(28 87.74862),(29 89.33246),(30 90.36328),(31 91.85004),(32 92.68856),(33 93.77838),(34 94.31168),(35 95.561325),(36 96.21557),(37 96.96132),(38 97.640434),(39 98.39717),(40 99.64604),(41 100.69113),(42 100.602036),(43 102.404816),(44 104.2718),(45 105.617874),(46 105.84729),(47 107.14098),(48 108.92879),(49 111.04572),(50 111.4577),(51 113.431046),(52 114.358246),(53 115.7507),(54 115.25531),(55 114.66575),(56 114.239204),(57 114.344536),(58 113.21298),(59 112.25819),(60 112.529915),(61 112.40938),(62 111.15952),(63 110.16244),(64 108.65348),(65 107.70641),(66 106.64867),(67 105.922005),(68 104.93254),(69 103.210396),(70 102.16206),(71 102.23011),(72 101.76252),(73 101.77598),(74 101.553535),(75 101.63894),(76 102.20996),(77 103.03879),(78 103.268036),(79 104.32639),
(1 25.68467),(2 35.137226),(3 43.541782),(4 48.76696),(5 53.38495),(6 56.7104),(7 59.418743),(8 61.883457),(9 64.00463),(10 65.19768),(11 66.936775),(12 68.36557),(13 69.45154),(14 70.054405),(15 70.46196),(16 71.11864),(17 72.528564),(18 73.072136),(19 74.92263),(20 75.82705),(21 77.48979),(22 78.07567),(23 78.76891),(24 80.475876),(25 82.85011),(26 83.9923),(27 84.14366),(28 84.90708),(29 86.426056),(30 86.581085),(31 88.31117),(32 89.258835),(33 90.167694),(34 90.62302),(35 91.64111),(36 93.158134),(37 94.661316),(38 95.89695),(39 97.010414),(40 97.92839),(41 98.95562),(42 98.81993),(43 100.15811),(44 101.26941),(45 102.4281),(46 102.62073),(47 104.53114),(48 106.30033),(49 107.59944),(50 108.533066),(51 110.101814),(52 110.06216),(53 110.70291),(54 110.33861),(55 110.79412),(56 110.800606),(57 110.940636),(58 109.6391),(59 109.50199),(60 109.32846),(61 108.57381),(62 107.568275),(63 105.88673),(64 104.37184),(65 103.49597),(66 102.09196),(67 100.87171),(68 99.956856),(69 98.93951),(70 97.450165),(71 98.003044),(72 97.365295),(73 97.73095),(74 98.037926),(75 97.88916),(76 98.50952),(77 99.30254),(78 99.268425),(79 100.03293),
(1 25.890535),(2 35.195965),(3 43.568287),(4 48.96226),(5 54.07421),(6 57.543747),(7 59.851437),(8 62.278526),(9 63.686703),(10 65.18559),(11 66.55457),(12 67.24071),(13 68.39571),(14 68.52452),(15 68.7327),(16 69.874214),(17 70.96776),(18 72.13031),(19 74.24171),(20 75.67278),(21 77.14252),(22 77.713234),(23 79.379845),(24 81.22652),(25 83.30233),(26 84.02232),(27 84.49522),(28 85.66732),(29 86.96168),(30 87.76168),(31 89.45399),(32 89.85276),(33 91.40213),(34 91.75276),(35 93.494125),(36 94.83389),(37 96.53702),(38 97.18482),(39 98.42372),(40 98.99281),(41 99.94736),(42 99.68856),(43 101.06232),(44 102.176636),(45 102.42633),(46 102.02869),(47 103.00166),(48 103.82787),(49 105.415054),(50 106.34771),(51 107.50041),(52 107.60185),(53 108.28639),(54 108.40563),(55 108.5199),(56 109.0067),(57 109.22826),(58 108.18112),(59 108.009155),(60 107.24501),(61 107.01925),(62 106.65032),(63 105.6133),(64 104.51842),(65 103.475716),(66 102.40863),(67 102.35849),(68 101.97888),(69 100.87276),(70 99.93297),(71 99.69194),(72 99.710335),(73 100.71469),(74 100.38531),(75 100.058655),(76 100.72055),(77 101.398026),(78 101.61244),(79 102.48411),
(1 25.920666),(2 35.310303),(3 43.934658),(4 49.43173),(5 54.736233),(6 58.163956),(7 61.152416),(8 63.2516),(9 65.4467),(10 67.15432),(11 68.83693),(12 69.49352),(13 70.51063),(14 70.33258),(15 70.061226),(16 70.49506),(17 71.0292),(18 72.21971),(19 73.49376),(20 74.620255),(21 76.8726),(22 77.615555),(23 78.976685),(24 80.08245),(25 81.75603),(26 82.71828),(27 83.881645),(28 84.41708),(29 85.71541),(30 86.86543),(31 87.85234),(32 88.8152),(33 90.05941),(34 90.62898),(35 91.680824),(36 92.73897),(37 93.35963),(38 93.427086),(39 94.94266),(40 95.91915),(41 97.76403),(42 97.39159),(43 97.8186),(44 98.697174),(45 99.6308),(46 98.980606),(47 100.59954),(48 101.36058),(49 102.71066),(50 103.65161),(51 104.705574),(52 105.00671),(53 105.53775),(54 105.27954),(55 105.70655),(56 105.948425),(57 106.175514),(58 105.133415),(59 104.80617),(60 104.20379),(61 103.882835),(62 103.11762),(63 102.58606),(64 102.180016),(65 102.39007),(66 101.04921),(67 100.738304),(68 99.85422),(69 99.16442),(70 97.99432),(71 98.0796),(72 97.99766),(73 97.880005),(74 97.31906),(75 96.48302),(76 96.64759),(77 97.10909),(78 96.48707),(79 97.56184),
(1 25.446678),(2 34.893913),(3 42.502193),(4 47.42475),(5 52.16098),(6 55.81135),(7 58.668156),(8 60.904907),(9 62.619854),(10 64.31237),(11 65.967125),(12 66.551834),(13 67.322525),(14 67.59732),(15 67.24505),(16 67.486115),(17 68.463745),(18 69.38109),(19 70.67933),(20 71.62604),(21 74.30408),(22 74.95119),(23 76.0541),(24 76.95621),(25 78.69367),(26 79.193085),(27 79.88927),(28 79.99557),(29 81.075294),(30 82.21234),(31 83.54264),(32 84.34782),(33 85.1591),(34 85.62667),(35 86.87516),(36 86.98687),(37 87.43453),(38 88.069496),(39 88.18292),(40 89.2361),(41 90.33863),(42 90.49757),(43 91.63666),(44 92.57073),(45 93.33254),(46 92.91597),(47 94.10049),(48 94.71946),(49 95.75729),(50 95.75951),(51 96.42765),(52 96.74028),(53 97.70668),(54 98.19943),(55 98.126724),(56 97.738884),(57 97.959526),(58 97.86534),(59 97.78583),(60 98.447464),(61 99.22498),(62 98.60477),(63 97.62999),(64 96.7799),(65 96.98318),(66 95.71582),(67 95.17048),(68 93.71706),(69 93.1985),(70 92.46962),(71 91.97832),(72 92.194824),(73 92.387955),(74 92.674194),(75 92.38494),(76 92.313484),(77 93.49563),(78 93.361275),(79 94.49596),
(1 25.12584),(2 34.627724),(3 42.208202),(4 46.882782),(5 51.277107),(6 54.684006),(7 57.66617),(8 59.88099),(9 61.895714),(10 63.022205),(11 64.52347),(12 65.310936),(13 65.8201),(14 66.228355),(15 66.07583),(16 66.67137),(17 67.63324),(18 68.21568),(19 69.117096),(20 69.9363),(21 71.467155),(22 71.85866),(23 72.92062),(24 73.845726),(25 75.316986),(26 75.74417),(27 76.17233),(28 76.01304),(29 77.07765),(30 77.69815),(31 78.83413),(32 79.475845),(33 80.06918),(34 80.28441),(35 81.016335),(36 81.851135),(37 82.32052),(38 82.810165),(39 83.515015),(40 83.99073),(41 85.280754),(42 85.49448),(43 86.29847),(44 86.80538),(45 87.47401),(46 87.46847),(47 88.290306),(48 88.711365),(49 90.00096),(50 90.27406),(51 90.194145),(52 89.503975),(53 90.07647),(54 89.884056),(55 89.74736),(56 89.67319),(57 90.64663),(58 90.35254),(59 90.496155),(60 91.13314),(61 91.22634),(62 90.96902),(63 90.31756),(64 89.8779),(65 90.031555),(66 89.5524),(67 89.95401),(68 88.99488),(69 89.10755),(70 88.59269),(71 88.56863),(72 88.31755),(73 88.8583),(74 88.32254),(75 87.81777),(76 87.780136),(77 87.86312),(78 87.653885),(79 88.63195),
(1 25.168743),(2 34.05978),(3 42.273804),(4 46.971584),(5 51.626442),(6 54.84366),(7 57.870556),(8 60.229824),(9 62.026855),(10 63.131557),(11 65.14924),(12 65.809875),(13 66.4299),(14 66.71971),(15 66.90949),(16 67.21056),(17 67.78485),(18 68.119865),(19 69.61141),(20 70.210205),(21 71.5199),(22 71.262596),(23 72.24773),(24 72.85161),(25 74.32972),(26 75.13712),(27 75.70955),(28 75.77079),(29 76.568504),(30 77.14384),(31 78.496666),(32 79.34039),(33 79.93519),(34 80.30102),(35 81.07895),(36 81.63612),(37 81.81408),(38 82.93854),(39 83.41644),(40 83.9063),(41 84.7875),(42 84.91234),(43 86.298744),(44 87.034584),(45 87.60604),(46 87.80174),(47 88.717995),(48 89.62546),(49 90.92111),(50 92.09222),(51 92.58728),(52 92.951096),(53 93.771095),(54 93.56937),(55 93.52281),(56 93.2268),(57 93.76189),(58 93.301414),(59 93.08805),(60 93.29784),(61 93.226105),(62 92.882484),(63 92.30916),(64 91.94435),(65 91.622055),(66 90.47249),(67 89.444954),(68 88.82607),(69 88.54882),(70 87.51812),(71 87.84101),(72 87.810486),(73 88.00412),(74 87.406395),(75 86.79207),(76 86.637115),(77 87.6715),(78 87.38126),(79 87.68515),
(1 25.31877),(2 34.23889),(3 41.740074),(4 46.5899),(5 51.26548),(6 54.517963),(7 57.49975),(8 59.42023),(9 60.68179),(10 62.369564),(11 64.095215),(12 64.6129),(13 65.76318),(14 66.24945),(15 66.23575),(16 66.62264),(17 67.01056),(18 67.49508),(19 68.93576),(20 69.966125),(21 72.10872),(22 72.668755),(23 73.74075),(24 74.8036),(25 76.56974),(26 77.603294),(27 78.4538),(28 79.0183),(29 79.6471),(30 80.360344),(31 81.59587),(32 82.51798),(33 83.1403),(34 84.17369),(35 85.15011),(36 86.00113),(37 86.76204),(38 87.83114),(39 88.63617),(40 89.41744),(41 89.88375),(42 89.71306),(43 90.97976),(44 91.54751),(45 91.6429),(46 92.232765),(47 93.76412),(48 94.516624),(49 95.60596),(50 96.0697),(51 96.33707),(52 96.848465),(53 97.40163),(54 96.87344),(55 97.01517),(56 96.53337),(57 95.91512),(58 95.2383),(59 94.60714),(60 94.982025),(61 95.29485),(62 94.80193),(63 94.054924),(64 93.00386),(65 92.51432),(66 91.348434),(67 90.30294),(68 89.29928),(69 89.228386),(70 88.26982),(71 88.50874),(72 88.55673),(73 88.66853),(74 88.36799),(75 88.62862),(76 89.25716),(77 89.63411),(78 89.73162),(79 89.98944),
(1 25.464817),(2 34.352425),(3 42.73168),(4 47.57313),(5 52.32956),(6 55.83568),(7 58.533653),(8 59.985),(9 61.3366),(10 62.83223),(11 64.78367),(12 65.143745),(13 66.426254),(14 66.44409),(15 66.75044),(16 67.20346),(17 67.809944),(18 68.139305),(19 69.614426),(20 70.85803),(21 73.1305),(22 74.26085),(23 75.580666),(24 76.467125),(25 77.85664),(26 79.29386),(27 79.66852),(28 80.92112),(29 81.85143),(30 82.016235),(31 83.65997),(32 84.47338),(33 85.180504),(34 85.364975),(35 86.418015),(36 87.27165),(37 88.225044),(38 89.66328),(39 90.12341),(40 90.84359),(41 92.010925),(42 92.2599),(43 93.02173),(44 93.185234),(45 93.775566),(46 93.743286),(47 95.50837),(48 96.054634),(49 97.090164),(50 97.53153),(51 98.454475),(52 99.19097),(53 100.221176),(54 99.63137),(55 100.63313),(56 100.95764),(57 100.91261),(58 100.476234),(59 100.45043),(60 100.0109),(61 99.66751),(62 98.75968),(63 97.95636),(64 97.61353),(65 97.12467),(66 95.98092),(67 95.324165),(68 94.14913),(69 93.758194),(70 93.41402),(71 93.618484),(72 93.17693),(73 93.71375),(74 93.33536),(75 93.68087),(76 93.036194),(77 94.30362),(78 93.57063),(79 94.22957),
(1 24.613491),(2 33.45764),(3 40.93121),(4 46.067684),(5 50.532707),(6 53.824776),(7 56.549026),(8 58.10347),(9 59.8392),(10 60.797356),(11 62.223755),(12 62.615498),(13 63.525158),(14 63.29836),(15 63.81728),(16 63.807392),(17 64.626656),(18 65.330284),(19 66.509834),(20 67.2616),(21 69.79716),(22 70.48442),(23 71.72752),(24 72.705986),(25 74.20954),(26 74.98085),(27 75.66532),(28 76.630486),(29 77.531845),(30 77.90167),(31 78.875595),(32 79.50268),(33 80.163574),(34 80.461815),(35 81.1783),(36 81.86282),(37 82.60994),(38 83.42757),(39 84.32262),(40 84.85518),(41 86.62888),(42 86.60776),(43 87.20073),(44 88.33585),(45 88.8714),(46 89.28048),(47 89.72383),(48 89.59665),(49 90.71608),(50 90.52223),(51 90.937256),(52 91.95013),(53 93.182),(54 93.196846),(55 94.08652),(56 94.67809),(57 95.16266),(58 94.0468),(59 94.4504),(60 94.10219),(61 93.727974),(62 93.50653),(63 92.33822),(64 91.89555),(65 91.7619),(66 90.255455),(67 89.35235),(68 88.16298),(69 88.094376),(70 87.0934),(71 87.01761),(72 86.70202),(73 86.8896),(74 86.422226),(75 86.850975),(76 87.265305),(77 88.47522),(78 88.01197),(79 88.61859),
(1 24.104767),(2 32.599964),(3 40.10564),(4 45.802967),(5 50.001392),(6 53.155388),(7 55.673798),(8 57.790188),(9 59.831364),(10 61.15078),(11 62.61393),(12 63.26779),(13 63.910515),(14 64.13552),(15 64.24534),(16 64.42862),(17 64.90075),(18 65.388054),(19 67.14249),(20 68.653694),(21 70.10539),(22 70.374916),(23 71.67024),(24 73.00377),(25 74.42986),(26 75.176216),(27 75.92532),(28 76.87637),(29 77.93916),(30 78.49991),(31 79.63613),(32 80.85724),(33 81.63976),(34 82.29069),(35 82.77512),(36 83.19522),(37 84.11286),(38 84.68499),(39 85.68273),(40 86.0901),(41 86.577835),(42 86.4918),(43 86.736374),(44 86.97313),(45 87.574135),(46 87.71604),(47 88.77655),(48 89.43618),(49 90.52077),(50 91.076126),(51 91.798615),(52 92.86265),(53 94.05609),(54 94.27743),(55 94.34694),(56 94.80085),(57 94.77639),(58 94.50855),(59 94.11503),(60 93.97224),(61 93.40966),(62 93.01325),(63 91.42037),(64 90.734924),(65 90.42874),(66 89.23032),(67 88.66876),(68 88.05788),(69 87.90512),(70 87.23915),(71 86.82236),(72 86.776054),(73 87.374176),(74 87.40377),(75 87.39088),(76 87.45392),(77 88.22562),(78 87.730156),(79 88.726776),
(1 24.715034),(2 33.218513),(3 40.849323),(4 45.953915),(5 50.815315),(6 53.66288),(7 56.230087),(8 58.040825),(9 59.8477),(10 61.348244),(11 62.589226),(12 63.260887),(13 64.29714),(14 64.344025),(15 64.18813),(16 64.271385),(17 64.99029),(18 65.51409),(19 67.00175),(20 67.86819),(21 70.08208),(22 70.54135),(23 71.60153),(24 72.64567),(25 74.047),(26 74.865204),(27 75.375336),(28 75.921165),(29 76.29772),(30 76.294586),(31 77.421425),(32 78.07955),(33 78.9723),(34 79.48261),(35 80.03901),(36 80.626076),(37 81.82727),(38 82.812004),(39 83.3664),(40 84.068825),(41 85.26258),(42 85.42461),(43 86.136314),(44 86.24829),(45 86.723465),(46 86.892456),(47 88.2557),(48 88.55805),(49 89.73455),(50 90.29516),(51 91.095085),(52 91.2806),(53 91.82596),(54 91.72752),(55 92.40975),(56 92.310875),(57 92.49413),(58 92.23304),(59 92.156364),(60 91.820175),(61 91.73647),(62 91.30356),(63 89.67135),(64 89.60389),(65 89.35538),(66 88.12328),(67 88.0474),(68 87.46113),(69 87.04133),(70 86.399345),(71 86.44256),(72 85.75262),(73 87.23512),(74 87.48581),(75 87.93423),(76 87.86506),(77 88.47174),(78 88.128944),(79 87.90527),
(1 23.731224),(2 32.056965),(3 39.51743),(4 44.626125),(5 48.9923),(6 52.210033),(7 54.962246),(8 56.182823),(9 57.821293),(10 59.360783),(11 60.63258),(12 61.2691),(13 62.109356),(14 61.62128),(15 61.78321),(16 61.97696),(17 62.5584),(18 62.786552),(19 64.20386),(20 64.85358),(21 66.1515),(22 66.63944),(23 67.57967),(24 68.79962),(25 70.32766),(26 71.110344),(27 71.878075),(28 72.52061),(29 73.77218),(30 74.72162),(31 75.8824),(32 76.36598),(33 76.85617),(34 77.64461),(35 78.590385),(36 79.6236),(37 81.05681),(38 82.00282),(39 81.887474),(40 82.54878),(41 83.524605),(42 83.99101),(43 84.231964),(44 84.599335),(45 84.974236),(46 85.10474),(47 85.30612),(48 86.17268),(49 87.695076),(50 87.943085),(51 88.05913),(52 88.22849),(53 89.427864),(54 89.59393),(55 89.5493),(56 90.00056),(57 90.28768),(58 89.88038),(59 89.64982),(60 90.40266),(61 90.77449),(62 90.78226),(63 89.054596),(64 89.054184),(65 89.14932),(66 88.64711),(67 88.08913),(68 87.4263),(69 87.140465),(70 86.463715),(71 85.993805),(72 85.71487),(73 86.73854),(74 85.890366),(75 85.90886),(76 86.4669),(77 86.30645),(78 86.51564),(79 87.15338),
(1 23.579876),(2 31.750656),(3 38.73472),(4 43.321857),(5 47.900143),(6 50.913864),(7 53.54584),(8 55.097034),(9 56.57988),(10 57.705673),(11 59.03621),(12 59.754036),(13 59.9231),(14 59.48165),(15 59.936993),(16 60.454067),(17 61.1621),(18 61.222572),(19 62.623135),(20 63.439983),(21 64.74808),(22 65.03521),(23 66.59541),(24 67.75863),(25 69.57076),(26 70.42674),(27 70.24919),(28 70.73389),(29 71.617615),(30 72.33495),(31 73.691376),(32 74.14528),(33 75.277),(34 75.9702),(35 76.96578),(36 77.74379),(37 79.20497),(38 79.44526),(39 79.756805),(40 80.85911),(41 82.16225),(42 82.49329),(43 83.36273),(44 83.92208),(45 84.47866),(46 84.41586),(47 85.37502),(48 85.680016),(49 86.53603),(50 87.23509),(51 88.145035),(52 88.71755),(53 89.429054),(54 88.95351),(55 89.3814),(56 89.44887),(57 89.80287),(58 88.90348),(59 88.442245),(60 87.701805),(61 87.52079),(62 86.82862),(63 86.26109),(64 85.65106),(65 86.37197),(66 85.92019),(67 85.42842),(68 85.102974),(69 84.895035),(70 84.05684),(71 83.889046),(72 83.812325),(73 84.10897),(74 84.35137),(75 83.94535),(76 84.147835),(77 84.12892),(78 83.33804),(79 82.832375),
(1 23.191721),(2 31.585575),(3 38.848473),(4 43.40848),(5 47.857437),(6 50.656147),(7 53.412964),(8 54.598392),(9 56.18295),(10 57.805916),(11 59.34865),(12 59.90316),(13 60.35739),(14 60.250908),(15 60.712154),(16 60.939846),(17 61.233902),(18 61.57491),(19 62.851192),(20 63.94553),(21 65.443634),(22 65.559265),(23 66.82746),(24 67.84757),(25 69.116295),(26 69.67237),(27 69.65128),(28 70.07933),(29 70.628944),(30 71.30262),(31 72.417946),(32 73.15632),(33 73.628555),(34 74.064545),(35 75.1937),(36 76.05721),(37 77.428535),(38 77.770386),(39 78.44072),(40 78.55655),(41 79.80438),(42 80.065796),(43 81.06808),(44 81.03381),(45 81.5923),(46 81.33844),(47 81.72027),(48 82.77775),(49 83.92555),(50 84.05132),(51 84.542175),(52 85.34674),(53 86.00265),(54 85.716774),(55 86.03957),(56 85.41028),(57 85.700005),(58 84.85253),(59 84.59721),(60 84.088036),(61 84.57537),(62 83.977875),(63 83.55891),(64 83.16733),(65 83.27161),(66 82.96267),(67 82.48778),(68 82.02325),(69 81.6569),(70 80.91308),(71 81.3161),(72 81.11829),(73 81.10142),(74 80.46889),(75 80.463806),(76 80.55115),(77 81.2796),(78 80.262184),(79 80.60208),
(1 23.368486),(2 31.57197),(3 38.91047),(4 43.836212),(5 48.335796),(6 51.099895),(7 53.67872),(8 55.074455),(9 56.731968),(10 57.764248),(11 59.257156),(12 59.566486),(13 60.183395),(14 60.272858),(15 60.593304),(16 61.205605),(17 61.15593),(18 61.525795),(19 62.75642),(20 63.69035),(21 65.05902),(22 65.77845),(23 67.09625),(24 67.94353),(25 69.37495),(26 69.8737),(27 70.75116),(28 71.56707),(29 72.11569),(30 71.75134),(31 72.939575),(32 73.14134),(33 74.4441),(34 74.933044),(35 75.84211),(36 76.697975),(37 77.89216),(38 78.475174),(39 79.10903),(40 79.39632),(41 80.58216),(42 80.34679),(43 81.34206),(44 81.65604),(45 82.001366),(46 81.684204),(47 82.46888),(48 82.75635),(49 83.86646),(50 84.42455),(51 84.331894),(52 85.09984),(53 85.59879),(54 86.080315),(55 85.9624),(56 86.38206),(57 86.68611),(58 86.06611),(59 85.76159),(60 85.863556),(61 86.29221),(62 85.58435),(63 85.046936),(64 84.835266),(65 84.69635),(66 83.9814),(67 83.7832),(68 83.890076),(69 83.62164),(70 82.480354),(71 82.301445),(72 82.85433),(73 82.94544),(74 82.83663),(75 83.37414),(76 83.517815),(77 83.41693),(78 83.10303),(79 83.68147),
