1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45726.27),(2 135942.45),(3 258888.23),(4 407366.5),(5 600252.25),(6 765100.2),(7 946877.7),(8 1130965.6),(9 1273089.6),(10 1405858.1),(11 1567144.6),(12 1746885),(13 1938910.1),(14 2198214.3),(15 2504383),(16 2820315.3),(17 3192859.8),(18 3551575),(19 3877143),(20 4144952.8),(21 4356299.5),(22 4595898.5),(23 4809096.5),(24 4972842.5),(25 5195239.5),(26 5380355.5),(27 5633170.5),(28 5875914.5),(29 6147686.5),(30 6411164.5),(31 6720426),(32 7010872.5),(33 7297138),(34 7563198),(35 7756004.5),(36 7884450.5),(37 8031124),(38 8128672),(39 8239418.5),(40 8324598.5),(41 8423866),(42 8576216),(43 8797202),(44 9036441),(45 9264934),(46 9488081),(47 9712707),(48 9847859),(49 10015985),(50 10143629),(51 10256552),(52 10400626),(53 10524238),(54 10677619),(55 10813109),(56 11001782),(57 11148151),(58 11324088),(59 11590047),(60 11822203),(61 12107088),(62 12432847),(63 12792619),(64 13108101),(65 13504044),(66 13819999),(67 14363885),(68 14822828),(69 15353576),(70 16078535),(71 16725891),(72 17377608),(73 17976994),(74 18510036),(75 19077506),(76 19660040),(77 20214978),(78 20752692),(79 21412128),
(1 589.88055),(2 748.97595),(3 810.4056),(4 832.32886),(5 832.57764),(6 835.8),(7 836.65204),(8 819.29126),(9 814.4591),(10 825.97284),(11 826.98114),(12 837.96625),(13 866.37463),(14 855.5703),(15 873.7915),(16 887.4149),(17 887.68384),(18 899.2554),(19 915.57074),(20 918.8892),(21 932.9833),(22 913.63574),(23 914.9674),(24 948.8536),(25 942.9574),(26 953.51306),(27 965.7288),(28 960.6947),(29 963.0677),(30 973.84393),(31 963.2089),(32 952.3014),(33 964.7687),(34 946.2062),(35 953.3564),(36 961.49164),(37 940.80383),(38 946.1637),(39 964.21606),(40 945.6332),(41 955.75824),(42 961.1445),(43 965.0599),(44 956.18335),(45 951.57837),(46 944.3441),(47 941.96716),(48 954.5536),(49 948.86084),(50 956.359),(51 960.0667),(52 950.2908),(53 952.8623),(54 958.47),(55 936.76074),(56 931.2865),(57 940.9236),(58 930.4299),(59 929.47565),(60 935.11334),(61 934.8725),(62 933.08856),(63 944.15204),(64 929.2628),(65 939.03644),(66 958.4324),(67 950.6421),(68 946.92596),(69 958.3353),(70 941.35205),(71 937.13763),(72 924.3362),(73 928.99164),(74 948.8898),(75 931.9339),(76 926.9776),(77 943.14813),(78 930.58466),(79 931.0878),
(1 589.3175),(2 742.7185),(3 789.9863),(4 803.7926),(5 814.4098),(6 817.8047),(7 811.44464),(8 792.67505),(9 802.61725),(10 817.89966),(11 809.83356),(12 823.01227),(13 855.2638),(14 856.12317),(15 863.4133),(16 870.65045),(17 873.67285),(18 887.2278),(19 912.36633),(20 897.3636),(21 912.8535),(22 900.6474),(23 907.6814),(24 935.55255),(25 927.17926),(26 933.9608),(27 951.6552),(28 938.51074),(29 941.72046),(30 947.72156),(31 934.31415),(32 938.9602),(33 952.5065),(34 932.93604),(35 928.3103),(36 947.7558),(37 930.6027),(38 929.6536),(39 939.6903),(40 929.07184),(41 935.8664),(42 938.98975),(43 947.5373),(44 935.5633),(45 936.0632),(46 930.95245),(47 928.0035),(48 945.165),(49 931.0154),(50 933.6126),(51 933.45465),(52 930.5845),(53 925.74176),(54 925.33813),(55 915.81396),(56 917.9623),(57 924.532),(58 924.2649),(59 922.1967),(60 923.631),(61 928.8333),(62 924.66016),(63 933.138),(64 918.21893),(65 931.223),(66 937.32404),(67 917.6242),(68 917.13214),(69 925.80756),(70 913.8228),(71 912.51434),(72 903.618),(73 909.50165),(74 924.2452),(75 912.75183),(76 909.2147),(77 922.1501),(78 912.72546),(79 909.214),
(1 571.34326),(2 720.0497),(3 766.37823),(4 792.0155),(5 801.0965),(6 802.866),(7 792.50024),(8 778.20764),(9 788.414),(10 793.4357),(11 794.37885),(12 812.12695),(13 835.09985),(14 828.58185),(15 838.1215),(16 850.1266),(17 858.0821),(18 863.6466),(19 893.4667),(20 879.1171),(21 892.6233),(22 887.08344),(23 886.08276),(24 912.7158),(25 911.7319),(26 910.5279),(27 929.84845),(28 919.995),(29 923.70746),(30 929.83496),(31 920.08),(32 928.29504),(33 939.624),(34 918.2914),(35 913.30664),(36 926.56036),(37 913.36584),(38 914.2457),(39 927.51337),(40 912.7532),(41 924.46454),(42 935.884),(43 933.73016),(44 935.12286),(45 944.2172),(46 931.66364),(47 928.8609),(48 945.5918),(49 931.5313),(50 936.95087),(51 931.2575),(52 933.92926),(53 921.0954),(54 920.29),(55 906.79877),(56 903.4937),(57 910.76776),(58 907.2721),(59 899.8798),(60 910.75543),(61 908.44244),(62 904.5933),(63 899.1801),(64 888.5036),(65 898.4938),(66 905.63184),(67 889.0807),(68 887.5684),(69 895.8567),(70 888.2516),(71 895.74713),(72 897.20544),(73 895.1007),(74 912.6806),(75 902.9332),(76 901.94965),(77 911.06976),(78 900.76874),(79 896.4704),
(1 571.54535),(2 716.00073),(3 764.49634),(4 788.7186),(5 792.3982),(6 795.5818),(7 783.3408),(8 772.00305),(9 775.64233),(10 781.2155),(11 785.8814),(12 793.15674),(13 820.2293),(14 807.94574),(15 813.41376),(16 840.0115),(17 845.4758),(18 849.7819),(19 873.2465),(20 862.1365),(21 882.6172),(22 881.9572),(23 883.35547),(24 910.0962),(25 900.11145),(26 907.6538),(27 924.6034),(28 918.13873),(29 921.9091),(30 938.68585),(31 937.7147),(32 933.0054),(33 936.769),(34 922.183),(35 928.4494),(36 939.08514),(37 911.716),(38 912.1291),(39 930.49414),(40 916.1417),(41 919.12036),(42 934.32764),(43 917.7796),(44 919.1417),(45 926.39984),(46 913.97345),(47 911.5535),(48 928.35376),(49 916.4675),(50 915.2563),(51 917.4486),(52 912.06445),(53 901.98816),(54 905.97736),(55 893.2408),(56 900.72394),(57 901.16907),(58 896.20874),(59 902.0705),(60 906.29315),(61 895.8444),(62 890.50275),(63 901.4298),(64 886.039),(65 893.15155),(66 898.7896),(67 885.82214),(68 889.2997),(69 893.96277),(70 884.15955),(71 886.0665),(72 878.20795),(73 869.6981),(74 882.24426),(75 866.06165),(76 867.959),(77 874.47723),(78 863.1031),(79 856.36005),
(1 568.86115),(2 715.56616),(3 765.1755),(4 785.1699),(5 786.3828),(6 777.2935),(7 785.8851),(8 781.12445),(9 774.4324),(10 784.11523),(11 788.03326),(12 796.2328),(13 821.89557),(14 814.1728),(15 823.6679),(16 843.7572),(17 854.80835),(18 854.3948),(19 866.5245),(20 864.6219),(21 880.8213),(22 878.1821),(23 871.5829),(24 909.64905),(25 899.23004),(26 906.83185),(27 908.23663),(28 904.2259),(29 904.03906),(30 927.24835),(31 926.19855),(32 922.57947),(33 923.70996),(34 897.9551),(35 901.1353),(36 913.2947),(37 890.8766),(38 884.4033),(39 908.76074),(40 892.9703),(41 894.0613),(42 912.8612),(43 906.41394),(44 898.0618),(45 903.80225),(46 898.0748),(47 895.87286),(48 909.16046),(49 901.7158),(50 907.42175),(51 905.5046),(52 898.24347),(53 894.9915),(54 893.0944),(55 881.8412),(56 883.32794),(57 883.9066),(58 879.1983),(59 884.2715),(60 884.2848),(61 874.06976),(62 870.79376),(63 882.21564),(64 874.5611),(65 879.94653),(66 883.76697),(67 871.606),(68 875.6879),(69 886.3218),(70 874.0135),(71 869.2615),(72 857.7015),(73 853.9203),(74 863.4702),(75 852.84735),(76 864.48883),(77 876.385),(78 860.83936),(79 858.8279),
(1 544.3173),(2 680.7954),(3 733.9992),(4 755.71313),(5 759.8701),(6 751.5732),(7 771.07654),(8 758.77563),(9 752.29834),(10 759.98956),(11 755.8539),(12 764.3152),(13 793.7581),(14 797.02966),(15 805.64813),(16 818.4221),(17 825.36084),(18 828.9418),(19 843.25977),(20 843.80646),(21 858.019),(22 850.8633),(23 843.46295),(24 882.4535),(25 869.92175),(26 870.80414),(27 884.90283),(28 874.98395),(29 870.53864),(30 881.0886),(31 876.48517),(32 881.43994),(33 890.4487),(34 869.9561),(35 869.80524),(36 887.07794),(37 859.6932),(38 864.11505),(39 877.2652),(40 858.19165),(41 861.47974),(42 877.8065),(43 879.27094),(44 872.9138),(45 873.36804),(46 873.6358),(47 871.34796),(48 875.319),(49 866.25793),(50 859.88837),(51 852.3245),(52 856.1613),(53 863.1226),(54 862.66),(55 850.8584),(56 850.3095),(57 850.6904),(58 844.85315),(59 847.199),(60 853.7142),(61 849.19476),(62 855.63367),(63 860.45245),(64 859.3815),(65 868.9653),(66 868.32275),(67 859.907),(68 860.27954),(69 863.3176),(70 850.93787),(71 845.98706),(72 835.13574),(73 834.4234),(74 844.20294),(75 828.73517),(76 836.55927),(77 846.11664),(78 833.97345),(79 834.1859),
(1 540.60803),(2 676.6339),(3 727.9784),(4 754.4655),(5 758.3458),(6 748.4849),(7 761.6356),(8 750.15454),(9 746.4832),(10 762.1975),(11 753.4134),(12 761.41406),(13 783.2889),(14 783.6735),(15 798.5271),(16 805.67584),(17 816.193),(18 825.1431),(19 850.7225),(20 846.6163),(21 865.4911),(22 859.995),(23 858.57904),(24 886.43225),(25 869.1581),(26 868.7999),(27 872.3761),(28 860.14246),(29 861.143),(30 871.66705),(31 863.62366),(32 866.89044),(33 877.10474),(34 858.81964),(35 865.8668),(36 881.46826),(37 859.7864),(38 859.3245),(39 864.8385),(40 847.47516),(41 846.54626),(42 860.9813),(43 858.948),(44 849.56384),(45 860.17145),(46 853.18866),(47 852.7843),(48 855.3742),(49 849.27527),(50 847.2974),(51 839.59814),(52 843.05554),(53 852.56244),(54 852.3423),(55 836.55505),(56 835.11554),(57 835.3333),(58 833.99854),(59 825.31036),(60 829.87115),(61 829.7913),(62 831.93024),(63 838.77435),(64 831.2807),(65 835.7713),(66 844.9583),(67 835.2237),(68 837.63116),(69 840.91327),(70 834.864),(71 830.1517),(72 819.9337),(73 825.9706),(74 840.57874),(75 822.61176),(76 828),(77 831.90955),(78 826.9662),(79 824.6259),
(1 530.5199),(2 659.4083),(3 700.9195),(4 723.9841),(5 728.3357),(6 728.0674),(7 739.33844),(8 723.34985),(9 718.581),(10 725.22394),(11 719.56946),(12 729.8494),(13 754.00433),(14 752.2255),(15 762.9933),(16 777.78),(17 783.36475),(18 793.94653),(19 818.4113),(20 811.9769),(21 828.42096),(22 827.2604),(23 825.95746),(24 848.5839),(25 836.6216),(26 843.59357),(27 848.78937),(28 838.97437),(29 837.90356),(30 850.75665),(31 844.88446),(32 841.3134),(33 849.85706),(34 840),(35 836.63495),(36 847.8568),(37 829.55884),(38 836.0701),(39 841.4103),(40 832.35706),(41 825.9152),(42 834.4794),(43 835.23975),(44 831.8667),(45 835.06384),(46 825.5988),(47 826.0403),(48 836.03796),(49 827.3802),(50 821.4778),(51 808.4696),(52 805.42554),(53 817.1212),(54 830.2935),(55 819.66156),(56 819.619),(57 823.8534),(58 816.2407),(59 810.8521),(60 813.98773),(61 801.6572),(62 805.4972),(63 811.9732),(64 804.31995),(65 804.54565),(66 808.98145),(67 804.60284),(68 805.37946),(69 808.0817),(70 798.72864),(71 790.7105),(72 789.21375),(73 789.0998),(74 801.1373),(75 792.9206),(76 797.4034),(77 807.59674),(78 794.8237),(79 798.0615),
(1 525.57947),(2 652.11456),(3 693.2026),(4 719.5641),(5 720.5254),(6 709.2427),(7 722.4555),(8 710.7412),(9 713.06213),(10 720.20605),(11 720.86304),(12 728.1128),(13 752.429),(14 744.93713),(15 759.6869),(16 764.75085),(17 773.08325),(18 784.7353),(19 806.45306),(20 796.4138),(21 808.64124),(22 806.3398),(23 810.9296),(24 831.3626),(25 821.9722),(26 826.74756),(27 837.87775),(28 827.6186),(29 836.5724),(30 844.3762),(31 837.9012),(32 837.5727),(33 843.79663),(34 833.1491),(35 833.3987),(36 833.219),(37 823.0859),(38 830.5156),(39 835.7912),(40 825.6051),(41 821.9331),(42 832.4188),(43 832.2696),(44 830.4713),(45 831.2647),(46 827.9993),(47 828.05493),(48 840.08075),(49 837.4125),(50 829.56067),(51 826.324),(52 813.4707),(53 812.8582),(54 820.95746),(55 812.2746),(56 812.3311),(57 816.816),(58 809.60205),(59 805.73596),(60 799.8874),(61 790.2121),(62 792.089),(63 803.90375),(64 791.41907),(65 795.69403),(66 795.81366),(67 790.73865),(68 791.7566),(69 802.90924),(70 795.79034),(71 791.7677),(72 788.137),(73 783.0595),(74 797.51697),(75 784.8789),(76 789.86),(77 797.70557),(78 792.59015),(79 793.41223),
(1 523.599),(2 635.90234),(3 675.55927),(4 696.4413),(5 695.13824),(6 692.63477),(7 702.8353),(8 698.7313),(9 704.27313),(10 713.90454),(11 708.1163),(12 722.1182),(13 739.3684),(14 728.6248),(15 737.6189),(16 750.7458),(17 760.3261),(18 769.4783),(19 795.14795),(20 784.55853),(21 796.28186),(22 786.2791),(23 791.79724),(24 811.0041),(25 793.19794),(26 799.21924),(27 811.90985),(28 805.9297),(29 815.3956),(30 820.2671),(31 815.6954),(32 813.16644),(33 816.8142),(34 805.7022),(35 807.9537),(36 806.4844),(37 799.38184),(38 801.13007),(39 802.0158),(40 787.7573),(41 780.17615),(42 796.6427),(43 793.1343),(44 786.9455),(45 796.903),(46 793.9385),(47 794.22186),(48 808.13354),(49 801.54895),(50 803.0498),(51 805.81494),(52 796.24023),(53 798.9041),(54 801.33966),(55 799.9483),(56 795.54913),(57 805.462),(58 796.2734),(59 793.1384),(60 796.254),(61 789.4495),(62 792.1639),(63 799.83417),(64 794.76324),(65 802.6103),(66 802.3805),(67 798.6137),(68 799.6499),(69 812.06934),(70 788.69855),(71 789.05695),(72 787.8945),(73 788.3024),(74 797.02435),(75 781.0737),(76 782.10504),(77 794.24896),(78 783.43854),(79 786.39667),
(1 513.6702),(2 627.95557),(3 661.48773),(4 685.6383),(5 681.56995),(6 685.81586),(7 690.5312),(8 689.3875),(9 689.14264),(10 696.6325),(11 691.14355),(12 702.1142),(13 722.4656),(14 717.6654),(15 729.44147),(16 746.23285),(17 752.7219),(18 764.7895),(19 789.91315),(20 782.8856),(21 794.9877),(22 783.7478),(23 785.6682),(24 798.00836),(25 788.7887),(26 796.5586),(27 808.22253),(28 797.033),(29 798.82623),(30 808.18933),(31 803.4808),(32 795.94965),(33 803.5175),(34 795.3935),(35 794.3066),(36 802.28955),(37 785.9142),(38 789.75085),(39 799.87665),(40 780.5038),(41 780.219),(42 795.26825),(43 796.0538),(44 791.1886),(45 796.8734),(46 791.41705),(47 797.1019),(48 800.90027),(49 789.2763),(50 794.327),(51 798.24054),(52 790.1136),(53 787.25116),(54 796.7118),(55 788.5389),(56 792.1916),(57 791.5673),(58 786.1479),(59 781.9323),(60 787.36163),(61 783.7584),(62 781.45026),(63 785.8312),(64 786.05664),(65 793.8754),(66 791.51465),(67 788.84686),(68 789.7002),(69 796.175),(70 779.08234),(71 777.78564),(72 775.4801),(73 775.13605),(74 782.0452),(75 764.41864),(76 760.45886),(77 776.316),(78 774.64594),(79 761.85754),
(1 509.4305),(2 626.95404),(3 656.65955),(4 681.2443),(5 675.99207),(6 679.9569),(7 679.52386),(8 672.28723),(9 671.8047),(10 685.1654),(11 673.71497),(12 684.6928),(13 709.673),(14 697.1991),(15 704.16254),(16 727.07434),(17 724.8119),(18 745.3556),(19 765.62286),(20 754.85724),(21 763.3194),(22 756.3892),(23 755.99255),(24 774.29144),(25 770.0781),(26 773.46924),(27 782.1442),(28 777.19366),(29 776.61633),(30 787.0551),(31 780.5573),(32 779.1202),(33 785.51733),(34 787.13257),(35 783.8419),(36 788.61914),(37 779.7647),(38 780.7003),(39 790.2674),(40 773.00305),(41 771.7093),(42 782.4079),(43 774.84283),(44 776.8957),(45 785.47955),(46 780.0098),(47 791.35645),(48 791.0902),(49 779.38025),(50 783.12585),(51 789.31464),(52 779.3202),(53 773.5333),(54 780.6012),(55 771.50885),(56 770.4121),(57 773.3693),(58 761.75507),(59 767.0342),(60 770.4101),(61 762.78015),(62 766.8757),(63 768.1144),(64 758.3779),(65 766.6711),(66 770.57495),(67 758.617),(68 762.7845),(69 770.5203),(70 763.12177),(71 760.3525),(72 755.7713),(73 757.02435),(74 759.1302),(75 750.5907),(76 748.42737),(77 754.4598),(78 748.82825),(79 742.9346),
(1 505.595),(2 612.0303),(3 652.3274),(4 669.08936),(5 664.9292),(6 668.1399),(7 673.7945),(8 664.5959),(9 662.7227),(10 670.88684),(11 665.2262),(12 674.87866),(13 700.64667),(14 692.9794),(15 711.6597),(16 725.15436),(17 723.5407),(18 731.5369),(19 742.8718),(20 738.2884),(21 747.0625),(22 744.6057),(23 747.4809),(24 775.2233),(25 769.29877),(26 775.17554),(27 780.6619),(28 774.37),(29 775.4552),(30 786.7452),(31 777.67786),(32 775.47516),(33 779.28534),(34 772.79065),(35 772.3248),(36 785.34265),(37 768.57367),(38 769.0278),(39 776.2613),(40 765.5754),(41 766.27075),(42 772.16095),(43 774.4329),(44 766.99023),(45 776.67145),(46 769.1374),(47 770.0289),(48 771.9354),(49 764.63367),(50 770.9907),(51 773.7349),(52 761.3754),(53 762.6442),(54 758.5078),(55 754.50684),(56 753.46173),(57 756.09814),(58 747.8377),(59 748.5356),(60 756.6038),(61 754.53284),(62 760.7756),(63 760.1078),(64 746.1844),(65 744.47766),(66 755.88214),(67 745.25354),(68 745.8154),(69 755.85626),(70 742.02563),(71 741.8885),(72 736.7609),(73 736.7046),(74 739.2145),(75 734.2406),(76 737.8728),(77 747.46124),(78 739.12897),(79 743.2089),
(1 492.33636),(2 604.01624),(3 642.3822),(4 663.5922),(5 651.7696),(6 652.7279),(7 662.06824),(8 652.30176),(9 645.16187),(10 660.5557),(11 647.0369),(12 656.42883),(13 684.4528),(14 678.8803),(15 692.1231),(16 701.24713),(17 709.377),(18 716.93365),(19 735.64514),(20 726.7713),(21 735.7018),(22 726.5344),(23 739.7126),(24 766.4005),(25 758.0134),(26 760.05304),(27 767.91016),(28 763.9253),(29 767.2889),(30 776.60394),(31 766.8675),(32 764.1033),(33 773.95355),(34 761.8745),(35 761.77966),(36 764.01953),(37 741.3403),(38 735.04047),(39 758.5139),(40 739.1326),(41 748.2741),(42 760.19836),(43 755.86774),(44 749.8665),(45 763.8703),(46 756.75476),(47 755.15906),(48 758.7348),(49 754.6771),(50 755.6633),(51 758.41376),(52 755.65326),(53 752.24243),(54 758.86334),(55 759.1551),(56 757.8634),(57 753.8879),(58 741.96423),(59 740.0588),(60 740.20044),(61 738.3071),(62 747.2612),(63 748.38464),(64 738.2453),(65 734.6092),(66 743.2565),(67 733.87036),(68 736.3678),(69 743.53296),(70 730.706),(71 727.92365),(72 720.05963),(73 721.5435),(74 730.2278),(75 723.2208),(76 725.6767),(77 733.54736),(78 721.91187),(79 733.15674),
(1 484.4973),(2 592.79596),(3 625.8393),(4 643.2215),(5 635.3617),(6 639.757),(7 644.1751),(8 635.82025),(9 634.7524),(10 646.765),(11 638.4354),(12 647.67194),(13 671.5571),(14 665.4475),(15 675.5577),(16 689.7074),(17 694.68884),(18 700.6686),(19 723.48883),(20 714.10394),(21 721.9924),(22 712.288),(23 720.3838),(24 738.7547),(25 732.406),(26 737.52783),(27 747.32916),(28 740.8278),(29 744.55096),(30 749.3418),(31 741.46814),(32 736.8723),(33 752.8001),(34 747.57904),(35 747.42725),(36 762.4595),(37 743.4175),(38 743.70746),(39 756.3269),(40 744.83606),(41 741.8724),(42 748.5597),(43 747.1331),(44 745.1134),(45 756.71405),(46 750.8268),(47 748.38684),(48 757.292),(49 751.2363),(50 740.17334),(51 746.82556),(52 740.8898),(53 742.898),(54 744.2872),(55 738.2475),(56 737.1769),(57 732.1186),(58 723.5479),(59 725.8836),(60 722.8565),(61 713.8305),(62 715.8914),(63 718.2356),(64 705.5847),(65 710.623),(66 724.5843),(67 721.05994),(68 720.8542),(69 733.70807),(70 716.954),(71 715.41),(72 704.43616),(73 706.59894),(74 718.6494),(75 701.95355),(76 705.3848),(77 717.1593),(78 707.9527),(79 714.71014),
(1 469.1344),(2 584.92377),(3 612.2575),(4 625.5396),(5 627.1934),(6 624.77106),(7 625.3415),(8 626.65533),(9 628.8607),(10 641.21747),(11 635.26056),(12 635.2654),(13 660.41907),(14 654.3374),(15 663.2813),(16 679.0989),(17 676.31995),(18 678.9512),(19 697.9088),(20 698.1271),(21 696.5647),(22 694.011),(23 699.778),(24 725.96814),(25 715.2431),(26 716.6214),(27 724.5179),(28 716.44196),(29 719.2431),(30 725.9754),(31 724.1606),(32 713.2707),(33 727.6603),(34 723.77246),(35 724.87946),(36 733.30994),(37 714.53284),(38 719.0084),(39 723.73444),(40 716.45886),(41 718.7193),(42 727.3016),(43 725.5125),(44 724.6252),(45 725.3116),(46 723.6419),(47 726.58765),(48 731.0196),(49 731.3685),(50 722.9763),(51 724.59827),(52 720.6049),(53 722.1286),(54 714.72015),(55 704.634),(56 713.0791),(57 711.16614),(58 705.053),(59 710.4069),(60 710.2978),(61 706.3452),(62 703.87476),(63 706.8646),(64 698.21173),(65 704.2827),(66 709.0151),(67 703.47723),(68 711.20734),(69 716.1045),(70 703.8991),(71 705.4432),(72 694.96027),(73 693.1095),(74 700.62164),(75 692.5698),(76 698.21515),(77 708.5961),(78 700.96313),(79 702.3704),
(1 459.6521),(2 569.0637),(3 598.07526),(4 613.9633),(5 616.97174),(6 614.9766),(7 618.1101),(8 617.46265),(9 619.694),(10 627.3903),(11 623.53546),(12 627.57733),(13 645.4448),(14 648.45374),(15 654.4051),(16 673.79694),(17 678.2599),(18 682.77783),(19 705.9352),(20 698.41095),(21 704.88),(22 700.9235),(23 708.0805),(24 725.7755),(25 719.28143),(26 729.09973),(27 732.13043),(28 719.58954),(29 715.4891),(30 717.9093),(31 715.4977),(32 712.2677),(33 723.8009),(34 716.291),(35 710.04443),(36 723.66144),(37 709.0616),(38 711.91473),(39 721.03424),(40 705.5983),(41 708.31836),(42 717.50793),(43 706.1486),(44 701.5511),(45 706.394),(46 706.4553),(47 706.95166),(48 712.169),(49 710.2543),(50 707.5327),(51 707.45337),(52 707.8357),(53 703.031),(54 705.4859),(55 701.1345),(56 705.8433),(57 706.7623),(58 696.9895),(59 698.5591),(60 709.4187),(61 710.56866),(62 705.9666),(63 710.7144),(64 699.25586),(65 701.04535),(66 705.6002),(67 699.3648),(68 698.97296),(69 711.68536),(70 696.46967),(71 693.7035),(72 694.9686),(73 690.3558),(74 698.96375),(75 689.58466),(76 689.2536),(77 702.9326),(78 692.8127),(79 694.4954),
(1 456.1732),(2 562.0548),(3 587.17395),(4 607.17847),(5 608.2566),(6 609.54706),(7 612.7641),(8 608.52325),(9 608.96893),(10 619.3115),(11 613.344),(12 619.477),(13 640.72797),(14 639.2175),(15 646.41785),(16 658.01514),(17 659.7698),(18 667.1136),(19 690.3627),(20 675.4391),(21 681.74225),(22 676.3446),(23 681.183),(24 700.8305),(25 688.42523),(26 693.03284),(27 704.9113),(28 701.559),(29 696.363),(30 704.10077),(31 693.7918),(32 690.35364),(33 696.06165),(34 691.4583),(35 691.838),(36 700.7083),(37 685.4772),(38 684.8729),(39 694.54877),(40 678.0411),(41 684.7783),(42 694.2064),(43 688.9445),(44 687.51086),(45 688.5255),(46 690.2643),(47 684.4664),(48 693.94867),(49 689.066),(50 687.10547),(51 683.52954),(52 680.2451),(53 680.10645),(54 684.2542),(55 682.4776),(56 683.41425),(57 683.72205),(58 678.44324),(59 671.50354),(60 685.4488),(61 684.737),(62 688.8107),(63 695.9182),(64 690.5945),(65 690.964),(66 690.84076),(67 687.138),(68 689.43304),(69 699.849),(70 687.5809),(71 682.65027),(72 678.81824),(73 682.6178),(74 692.1759),(75 686.00995),(76 684.62177),(77 700.0124),(78 685.7526),(79 678.8149),
