1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,512.5,513.5,514.5,515.5,516.5,517.5,518.5,519.5,520.5,521.5,522.5,523.5,524.5,525.5,526.5,527.5,528.5,529.5,530.5,531.5,532.5,533.5,534.5,535.5,536.5,537.5,538.5,539.5,540.5,541.5,542.5,543.5,544.5,545.5,546.5,547.5,548.5,549.5,550.5,551.5,552.5,553.5,554.5,555.5,556.5,557.5,558.5,559.5,560.5,561.5,562.5,563.5,564.5,565.5,566.5,567.5,568.5,569.5,570.5,571.5,572.5,573.5,574.5,575.5,576.5,577.5,578.5,579.5,580.5,581.5,582.5,583.5,584.5,585.5,586.5,587.5,588.5,589.5,590.5,591.5,592.5,593.5,594.5,595.5,596.5,597.5,598.5,599.5,600.5,601.5,602.5,603.5,604.5,605.5,606.5,607.5,608.5,609.5,610.5,611.5,612.5,613.5,614.5,615.5,616.5,617.5,618.5,619.5,620.5,621.5,622.5,623.5,624.5,625.5,626.5,627.5,628.5,629.5,630.5,631.5,632.5,633.5,634.5,635.5,636.5,637.5,638.5,639.5,640.5,641.5,642.5,643.5,644.5,645.5,646.5,647.5,648.5,649.5,650.5,651.5,652.5,653.5,654.5,655.5,656.5,657.5,658.5,659.5,660.5,661.5,662.5,663.5,664.5,665.5,666.5,667.5,668.5,669.5,670.5,671.5,672.5,673.5,674.5,675.5,676.5,677.5,678.5,679.5,680.5,681.5,682.5,683.5,684.5,685.5,686.5,687.5,688.5,689.5,690.5,691.5,692.5,693.5,694.5,695.5,696.5,697.5,698.5,699.5,700.5,701.5,702.5,703.5,704.5,705.5,706.5,707.5,708.5,709.5,710.5,711.5,712.5,713.5,714.5,715.5,716.5,717.5,718.5,719.5,720.5,721.5,722.5,723.5,724.5,725.5,726.5,727.5,728.5,729.5,730.5,731.5,732.5,733.5,734.5,735.5,736.5,737.5,738.5,739.5,740.5,741.5,742.5,743.5,744.5,745.5,746.5,747.5,748.5,749.5,750.5,751.5,752.5,753.5,754.5,755.5,756.5,757.5,758.5,759.5,760.5,761.5,762.5,763.5,764.5,765.5,766.5,767.5,768.5,769.5,770.5,771.5,772.5,773.5,774.5,775.5,776.5,777.5,778.5,779.5,780.5,781.5,782.5,783.5,784.5,785.5,786.5,787.5,788.5,789.5,790.5,791.5,792.5,793.5,794.5,795.5,796.5,797.5,798.5,799.5,800.5,801.5,802.5,803.5,804.5,805.5,806.5,807.5,808.5,809.5,810.5,811.5,812.5,813.5,814.5,815.5,816.5,817.5,818.5,819.5,820.5,821.5,822.5,823.5,824.5,825.5,826.5,827.5,828.5,829.5,830.5,831.5,832.5,833.5,834.5,835.5,836.5,837.5,838.5,839.5,840.5,841.5,842.5,843.5,844.5,845.5,846.5,847.5,848.5,849.5,850.5,851.5,852.5,853.5,854.5,855.5,856.5,857.5,858.5,859.5,860.5,861.5,862.5,863.5,864.5,865.5,866.5,867.5,868.5,869.5,870.5,871.5,872.5,873.5,874.5,875.5,876.5,877.5,878.5,879.5,880.5,881.5,882.5,883.5,884.5,885.5,886.5,887.5,888.5,889.5,890.5,891.5,892.5,893.5,894.5,895.5,896.5,897.5,898.5,899.5,900.5,901.5,902.5,903.5,904.5,905.5,906.5,907.5,908.5,909.5,910.5,911.5,912.5,913.5,914.5,915.5,916.5,917.5,918.5,919.5,920.5,921.5,922.5,923.5,924.5,925.5,926.5,927.5,928.5,929.5,930.5,931.5,932.5,933.5,934.5,935.5,936.5,937.5,938.5,939.5,940.5,941.5,942.5,943.5,944.5,945.5,946.5,947.5,948.5,949.5,950.5,951.5,952.5,953.5,954.5,955.5,956.5,957.5,958.5,959.5,
(1 37253.65),(2 17830.682),(3 39736.66),(4 10354.927),(5 42773.895),(6 20982.12),(7 44237.863),(8 15836.078),(9 45609),(10 19722.295),(11 45911.74),(12 16155.825),(13 44820.55),(14 22705.967),(15 45393.168),(16 13794.438),(17 44908.83),(18 24416.672),(19 44798.76),(20 9492.944),(21 45075.285),(22 24680.553),(23 45202.605),(24 14633.003),(25 46421.39),(26 23961.227),(27 46749.26),(28 17865.273),(29 46841.24),(30 21515.186),(31 48767.76),(32 19467.494),(33 47550.84),(34 24905.104),(35 48191.066),(36 16794.895),(37 46973.043),(38 25635.584),(39 47085.566),(40 12157.629),(41 47206.156),(42 26261.04),(43 48134.656),(44 18363.787),(45 49223.27),(46 26012.99),(47 50533.12),(48 22658.361),(49 50492.24),(50 23837.766),(51 51460.88),(52 23007.078),(53 50161.3),(54 26714.479),(55 50808.543),(56 20735.768),(57 50093.254),(58 28327.541),(59 50975.047),(60 16779.29),(61 50934.098),(62 29170.693),(63 51563.004),(64 22490.479),(65 52476.5),(66 28362.615),(67 53473.035),(68 26421.99),(69 54180.668),(70 26623.146),(71 55574.605),(72 28073.805),(73 54847.656),(74 31179.338),(75 56062.324),(76 26770.229),(77 55943.906),(78 33856.8),(79 55757.754),
(1 798.7732),(2 866.65515),(3 1128.3777),(4 1176.8927),(5 1229.2887),(6 1350.8562),(7 1486.8959),(8 1427.6786),(9 1588.222),(10 1087.8097),(11 1574.2257),(12 1433.0393),(13 1517.933),(14 1443.3406),(15 1409.0398),(16 1453.0432),(17 1535.3638),(18 1446.3284),(19 1551.3633),(20 1066.3842),(21 1571.5111),(22 1478.3015),(23 1583.3029),(24 1526.1676),(25 1494.1244),(26 1536.3534),(27 1603.061),(28 1521.7594),(29 1640.7152),(30 1202.6045),(31 1662.2418),(32 1568.6831),(33 1668.4199),(34 1608.1384),(35 1575.7261),(36 1598.3596),(37 1649.5999),(38 1555.9366),(39 1640.4131),(40 1207.2878),(41 1632.8346),(42 1543.6396),(43 1635.5553),(44 1579.439),(45 1547.4131),(46 1572.9794),(47 1621.6143),(48 1539.8888),(49 1632.5789),(50 1234.5322),(51 1629.5634),(52 1548.6165),(53 1640.2909),(54 1589.5475),(55 1567.7954),(56 1595.4573),(57 1647.5887),(58 1573.231),(59 1659.1884),(60 1297.8414),(61 1668.5319),(62 1598.591),(63 1689.6743),(64 1644.8751),(65 1633.7709),(66 1661.6886),(67 1711.563),(68 1654.4757),(69 1743.7354),(70 1425.6248),(71 1752.8923),(72 1672.9312),(73 1746.2683),(74 1688.1185),(75 1662.3708),(76 1673.3993),(77 1705.4752),(78 1639.7994),(79 1713.3971),
(1 781.67737),(2 849.40704),(3 1106.1686),(4 1160.164),(5 1202.7396),(6 1326.5352),(7 1453.4681),(8 1399.9955),(9 1558.541),(10 1070.1538),(11 1545.7413),(12 1407.4376),(13 1487.3821),(14 1418.638),(15 1377.0853),(16 1427.5977),(17 1501.8909),(18 1415.8348),(19 1517.7256),(20 1040.2698),(21 1535.9764),(22 1446.8822),(23 1550.2683),(24 1499.6473),(25 1462.0642),(26 1510.2086),(27 1571.6771),(28 1494.899),(29 1609.9648),(30 1175.2843),(31 1627.3009),(32 1536.3789),(33 1634.9695),(34 1582.0415),(35 1543.844),(36 1572.4435),(37 1621.6464),(38 1532.4711),(39 1616.5588),(40 1190.5433),(41 1606.4677),(42 1519.4606),(43 1610.5956),(44 1558.8809),(45 1521.2805),(46 1552.0945),(47 1595.7977),(48 1517.8612),(49 1607.5735),(50 1213.1421),(51 1600.1703),(52 1522.6631),(53 1612.6885),(54 1566.3591),(55 1539.641),(56 1571.0577),(57 1621.3088),(58 1551.1677),(59 1636.2421),(60 1278.1548),(61 1641.851),(62 1574.0933),(63 1663.4508),(64 1621.9529),(65 1606.0449),(66 1637.4473),(67 1684.1846),(68 1628.3453),(69 1714.2911),(70 1391.6973),(71 1712.7595),(72 1635.997),(73 1707.0884),(74 1655.7218),(75 1626.9023),(76 1643.6769),(77 1675.8447),(78 1612.3472),(79 1687.5532),
(1 772.0481),(2 842.57166),(3 1089.2529),(4 1152.7449),(5 1189.0564),(6 1318.8718),(7 1437.9825),(8 1391.996),(9 1545.3214),(10 1063.3395),(11 1533.1919),(12 1400.0721),(13 1472.2616),(14 1414.7742),(15 1368.4628),(16 1425.9448),(17 1490.411),(18 1411.2513),(19 1507.587),(20 1035.1248),(21 1522.703),(22 1437.6261),(23 1533.4198),(24 1492.1499),(25 1447.8569),(26 1500.3782),(27 1551.8638),(28 1480.8341),(29 1591.4979),(30 1163.9677),(31 1610.8696),(32 1522.9652),(33 1613.2585),(34 1567.8441),(35 1525.0793),(36 1560.5822),(37 1603.1774),(38 1523.5464),(39 1604.3397),(40 1186.6772),(41 1597.9071),(42 1516.1093),(43 1598.2798),(44 1554.7058),(45 1510.2046),(46 1545.0371),(47 1581.4897),(48 1505.3585),(49 1591.8582),(50 1202.5454),(51 1584.9562),(52 1509.9453),(53 1592.9835),(54 1554.4526),(55 1523.2617),(56 1558.9058),(57 1600.9825),(58 1537.6238),(59 1624.0968),(60 1269.8708),(61 1631.5781),(62 1568.1984),(63 1648.5258),(64 1609.8704),(65 1586.8423),(66 1620.2758),(67 1659.968),(68 1609.2222),(69 1696.1896),(70 1379.709),(71 1699.2667),(72 1628.0187),(73 1694.2234),(74 1650.0609),(75 1618.1285),(76 1636.2731),(77 1661.5939),(78 1601.4366),(79 1675.0808),
(1 760.40625),(2 829.5002),(3 1068.941),(4 1132.7822),(5 1164.0886),(6 1296.0952),(7 1409.3046),(8 1365.3179),(9 1517.343),(10 1041.7645),(11 1504.3181),(12 1373.0193),(13 1442.6376),(14 1389.4283),(15 1341.3511),(16 1400.8451),(17 1462.059),(18 1387.5406),(19 1482.4281),(20 1019.3411),(21 1501.5927),(22 1418.8888),(23 1512.1229),(24 1474.6957),(25 1425.8678),(26 1478.6987),(27 1522.5629),(28 1453.2242),(29 1564.4927),(30 1141.1003),(31 1581.8473),(32 1498.4727),(33 1589.761),(34 1551.1556),(35 1506.0406),(36 1546.8025),(37 1588.2577),(38 1512.956),(39 1594.8165),(40 1180.6154),(41 1584.7694),(42 1500.3925),(43 1578.4692),(44 1538.0632),(45 1490.977),(46 1528.8132),(47 1558.8427),(48 1484.3145),(49 1568.9392),(50 1180.697),(51 1560.7582),(52 1491.0126),(53 1571.5334),(54 1539.9988),(55 1503.6761),(56 1541.79),(57 1580.8896),(58 1520.4899),(59 1607.9093),(60 1252.7211),(61 1612.1431),(62 1547.6243),(63 1627.1072),(64 1593.819),(65 1566.8848),(66 1603.1053),(67 1639.5931),(68 1588.7183),(69 1673.8218),(70 1353.2551),(71 1672.1786),(72 1603.8074),(73 1668.658),(74 1631.5653),(75 1596.5511),(76 1619.6721),(77 1641.7468),(78 1585.4767),(79 1661.5116),
(1 749.9657),(2 824.0351),(3 1056.6775),(4 1130.0917),(5 1156.9514),(6 1292.1719),(7 1395.5233),(8 1358.0812),(9 1502.8431),(10 1034.4073),(11 1492.2659),(12 1365.766),(13 1431.3759),(14 1387.6466),(15 1335.9769),(16 1399.4792),(17 1453.1552),(18 1384.3193),(19 1475.1504),(20 1018.3011),(21 1492.9465),(22 1412.6853),(23 1497.9344),(24 1467.4932),(25 1415.6986),(26 1472.7188),(27 1511.5653),(28 1448.076),(29 1555.1539),(30 1134.1633),(31 1571.9176),(32 1495.5696),(33 1582.4415),(34 1552.4786),(35 1505.8567),(36 1549.3977),(37 1583.1246),(38 1511.1438),(39 1588.8398),(40 1176.7747),(41 1576.4673),(42 1495.8225),(43 1568.0374),(44 1534.3328),(45 1485.443),(46 1527.1866),(47 1552.5164),(48 1485.5829),(49 1567.0614),(50 1181.5786),(51 1559.5521),(52 1492.1122),(53 1566.4617),(54 1541.0676),(55 1502.1068),(56 1542.42),(57 1573.4045),(58 1517.1047),(59 1601.1298),(60 1248.5059),(61 1605.3966),(62 1546.5453),(63 1621.0011),(64 1594.6708),(65 1563.8003),(66 1601.3702),(67 1630.2063),(68 1582.2543),(69 1661.252),(70 1342.8184),(71 1662.2947),(72 1599.9379),(73 1660.7468),(74 1629.978),(75 1589.7905),(76 1613.1556),(77 1628.2123),(78 1576.3248),(79 1649.5784),
(1 732.04083),(2 807.9637),(3 1030.6482),(4 1109.0718),(5 1127.0294),(6 1262.3983),(7 1358.5381),(8 1325.1497),(9 1463.7244),(10 1005.0802),(11 1452.9828),(12 1332.7975),(13 1391.8586),(14 1354.5159),(15 1297.7919),(16 1366.2997),(17 1414.0671),(18 1349.8177),(19 1438.9662),(20 992.1738),(21 1455.7212),(22 1380.2888),(23 1461.8108),(24 1436.2971),(25 1379.1697),(26 1439.8022),(27 1474.5676),(28 1417.126),(29 1521.497),(30 1109.4149),(31 1538.8558),(32 1466.7393),(33 1546.9773),(34 1520.3627),(35 1467.5138),(36 1513.2505),(37 1543.6394),(38 1477.3402),(39 1556.2638),(40 1153.9604),(41 1546.5039),(42 1471.4838),(43 1539.5262),(44 1512.7058),(45 1456.7775),(46 1499.2286),(47 1519.701),(48 1455.674),(49 1535.3967),(50 1153.5087),(51 1524.6785),(52 1463.1106),(53 1531.8909),(54 1512.5399),(55 1468.2842),(56 1509.4404),(57 1539.0767),(58 1486.2561),(59 1572.4001),(60 1224.3887),(61 1575.676),(62 1522.9478),(63 1592.2906),(64 1572.8159),(65 1536.2758),(66 1574.5367),(67 1602.2863),(68 1556.9158),(69 1634.9626),(70 1314.8473),(71 1628.0039),(72 1568.429),(73 1624.1207),(74 1598.904),(75 1556.4297),(76 1581.5831),(77 1597.5688),(78 1548.2814),(79 1625.6229),
(1 724.02264),(2 800.0787),(3 1015.6551),(4 1101.4392),(5 1116.1207),(6 1254.1699),(7 1342.3529),(8 1314.8944),(9 1451.4578),(10 1000.599),(11 1445.3026),(12 1327.451),(13 1382.3834),(14 1352.5133),(15 1293.208),(16 1363.191),(17 1401.4176),(18 1343.0005),(19 1427.4094),(20 986.5754),(21 1445.2662),(22 1370.7955),(23 1449.1671),(24 1430.2985),(25 1372.9956),(26 1434.4211),(27 1460.707),(28 1407.9227),(29 1506.9404),(30 1097.711),(31 1525.1923),(32 1451.9005),(33 1528.087),(34 1511.8279),(35 1458.9075),(36 1506.987),(37 1530.4087),(38 1470.8898),(39 1546.4464),(40 1147.7378),(41 1540.5195),(42 1467.238),(43 1532.1227),(44 1508.2416),(45 1449.4171),(46 1492.4594),(47 1506.7742),(48 1445.1719),(49 1519.9075),(50 1142.4343),(51 1512.3685),(52 1452.7316),(53 1522.3523),(54 1509.3278),(55 1465.95),(56 1508.2185),(57 1531.2233),(58 1482.3281),(59 1564.9496),(60 1216.6792),(61 1567.4878),(62 1513.6671),(63 1582.029),(64 1567.582),(65 1531.1693),(66 1569.8434),(67 1590.646),(68 1548.2468),(69 1624.683),(70 1304.2048),(71 1616.6125),(72 1559.2769),(73 1615.5074),(74 1596.9976),(75 1554.8307),(76 1583.3917),(77 1595.8486),(78 1551.8198),(79 1627.4459),
(1 718.75995),(2 799.85657),(3 1006.4891),(4 1099.3805),(5 1108.1495),(6 1250.6563),(7 1329.5292),(8 1309.4894),(9 1441.9221),(10 992.56177),(11 1435.5117),(12 1326.0162),(13 1376.5327),(14 1355.9935),(15 1291.3956),(16 1365.8783),(17 1396.888),(18 1345.2018),(19 1426.7344),(20 987.7473),(21 1446.3873),(22 1375.5573),(23 1446.7557),(24 1436.5894),(25 1371.9009),(26 1438.6847),(27 1455.4896),(28 1406.3773),(29 1501.6743),(30 1090.2927),(31 1520.0739),(32 1452.918),(33 1526.5112),(34 1518.8278),(35 1462.7837),(36 1516.9719),(37 1535.8419),(38 1481.624),(39 1552.6837),(40 1150.5886),(41 1544.2274),(42 1473.284),(43 1531.3772),(44 1514.1658),(45 1448.7959),(46 1495.6511),(47 1505.2372),(48 1448.9738),(49 1522.9482),(50 1140.522),(51 1515.5294),(52 1460.5476),(53 1524.6923),(54 1520.4205),(55 1472.6708),(56 1519.8264),(57 1536.378),(58 1489.3088),(59 1570.6847),(60 1217.649),(61 1572.6633),(62 1521.0259),(63 1582.4923),(64 1573.0281),(65 1530.419),(66 1573.297),(67 1589.3308),(68 1548.7235),(69 1624.654),(70 1296.5985),(71 1617.9957),(72 1564.6321),(73 1615.0746),(74 1602.1332),(75 1555.5364),(76 1585.0225),(77 1591.5726),(78 1548.8242),(79 1626.3423),
(1 704.88983),(2 784.35095),(3 982.80865),(4 1083.9841),(5 1089.2495),(6 1233.416),(7 1302.6097),(8 1286.7618),(9 1415.7736),(10 974.06104),(11 1410.3428),(12 1302.7308),(13 1348.7823),(14 1337.9274),(15 1271.6609),(16 1349.6642),(17 1371.2708),(18 1324.6754),(19 1402.004),(20 969.5315),(21 1420.0076),(22 1350.5272),(23 1416.8013),(24 1413.8146),(25 1346.823),(26 1414.2227),(27 1423.8138),(28 1378.2483),(29 1472.3535),(30 1065.2173),(31 1489.631),(32 1427.2141),(33 1496.2676),(34 1497.067),(35 1438.6593),(36 1495.9379),(37 1506.0933),(38 1456.0927),(39 1529.3512),(40 1133.9746),(41 1521.4695),(42 1451.6804),(43 1506.344),(44 1498.376),(45 1432.8081),(46 1482.4315),(47 1481.5868),(48 1427.8743),(49 1496.5465),(50 1118.0652),(51 1489.6238),(52 1435.1003),(53 1496.1532),(54 1497.513),(55 1447.239),(56 1499.6041),(57 1511.927),(58 1472.5914),(59 1554.7136),(60 1206.8005),(61 1557.5599),(62 1506.9192),(63 1563.322),(64 1558.8444),(65 1512.6531),(66 1556.1337),(67 1563.9543),(68 1525.8252),(69 1597.5214),(70 1270.153),(71 1589.3583),(72 1538.3707),(73 1588.6351),(74 1582.8115),(75 1534.0876),(76 1568.6859),(77 1569.99),(78 1532.9745),(79 1609.1338),
(1 693.7783),(2 778.6171),(3 966.1347),(4 1070.7363),(5 1073.672),(6 1213.3186),(7 1274.9421),(8 1265.139),(9 1389.0461),(10 953.5002),(11 1385.4442),(12 1287.9872),(13 1328.1382),(14 1325.3379),(15 1262.1321),(16 1341.1414),(17 1356.2085),(18 1313.8657),(19 1386.7028),(20 959.4563),(21 1404.615),(22 1339.7158),(23 1398.7944),(24 1401.1465),(25 1334.5743),(26 1402.6152),(27 1407.1112),(28 1364.966),(29 1455.0836),(30 1052.4803),(31 1472.8057),(32 1415.5026),(33 1477.0814),(34 1483.2384),(35 1425.0706),(36 1482.7737),(37 1488.8711),(38 1444.1979),(39 1513.7903),(40 1120.4832),(41 1506.5564),(42 1441.8506),(43 1491.0465),(44 1488.7649),(45 1422.2715),(46 1471.8868),(47 1468.798),(48 1418.1086),(49 1483.0465),(50 1106.449),(51 1476.4905),(52 1427.5204),(53 1481.7748),(54 1487.3702),(55 1435.5168),(56 1486.9789),(57 1494.8728),(58 1457.6888),(59 1536.7737),(60 1186.0266),(61 1535.8828),(62 1490.1951),(63 1542.3661),(64 1544.9327),(65 1497.9388),(66 1541.9708),(67 1546.0065),(68 1509.4246),(69 1577.7753),(70 1249.3009),(71 1569.7146),(72 1521.9962),(73 1566.4331),(74 1564.8287),(75 1516.3319),(76 1551.6896),(77 1550.6777),(78 1515.5753),(79 1592.3301),
(1 683.832),(2 768.54846),(3 947.3185),(4 1058.1718),(5 1059.2749),(6 1201.0662),(7 1252.7875),(8 1246.1946),(9 1366.5579),(10 937.8386),(11 1363.9092),(12 1269.0148),(13 1302.8138),(14 1307.3582),(15 1239.5977),(16 1320.4452),(17 1329.3728),(18 1292.6763),(19 1364.3583),(20 941.3453),(21 1380.9495),(22 1320.8354),(23 1375.6564),(24 1385.1688),(25 1315.8002),(26 1384.3219),(27 1380.7654),(28 1342.4896),(29 1432.2712),(30 1030.3099),(31 1449.0844),(32 1395.6874),(33 1452.9717),(34 1469.3396),(35 1408.1523),(36 1469.1656),(37 1469.8369),(38 1427.4641),(39 1496.4806),(40 1105.2771),(41 1488.5026),(42 1426.8413),(43 1470.8071),(44 1474.9609),(45 1406.085),(46 1457.2301),(47 1448.1082),(48 1402.0623),(49 1467.0283),(50 1091.938),(51 1459.847),(52 1414.7211),(53 1464.4982),(54 1477.3423),(55 1423.0625),(56 1475.0992),(57 1477.4478),(58 1442.4769),(59 1520.4122),(60 1170.9291),(61 1520.4618),(62 1478.4915),(63 1526.64),(64 1535.7079),(65 1487.4047),(66 1532.5767),(67 1530.436),(68 1495.8645),(69 1563.0431),(70 1231.8793),(71 1551.3993),(72 1503.5305),(73 1544.0841),(74 1548.1064),(75 1496.7648),(76 1535.3644),(77 1529.4609),(78 1496.5077),(79 1573.6228),
(1 673.75507),(2 759.59875),(3 932.0127),(4 1050.3346),(5 1048.1368),(6 1191.4834),(7 1235.185),(8 1235.0728),(9 1353.3531),(10 931.7788),(11 1350.3779),(12 1257.2007),(13 1284.7285),(14 1294.4604),(15 1223.8856),(16 1306.3617),(17 1307.6704),(18 1277.3955),(19 1346.011),(20 930.28986),(21 1363.9747),(22 1306.0537),(23 1357.6604),(24 1375.7947),(25 1304.8547),(26 1372.7429),(27 1360.0374),(28 1323.4896),(29 1403.9181),(30 1008.98706),(31 1421.5272),(32 1372.2847),(33 1425.0731),(34 1448.1284),(35 1387.3771),(36 1451.116),(37 1447.3909),(38 1413.345),(39 1479.2687),(40 1096.1135),(41 1473.0715),(42 1413.6847),(43 1453.2721),(44 1461.8773),(45 1390.6774),(46 1441.0458),(47 1423.6184),(48 1381.06),(49 1439.2874),(50 1071.7222),(51 1437.2341),(52 1391.7384),(53 1438.5106),(54 1459.6555),(55 1405.2926),(56 1460.2948),(57 1457.7809),(58 1429.0902),(59 1501.4302),(60 1158.4414),(61 1501.3329),(62 1458.2501),(63 1500.032),(64 1516.5477),(65 1466.0238),(66 1513.7991),(67 1505.1074),(68 1476.1807),(69 1535.7815),(70 1211.9142),(71 1527.4523),(72 1483.0736),(73 1520.4987),(74 1533.7662),(75 1481.7711),(76 1521.898),(77 1511.2449),(78 1483.2443),(79 1556.322),
(1 665.64526),(2 756.9644),(3 915.8131),(4 1037.9532),(5 1036.0548),(6 1176.125),(7 1211.7996),(8 1218.0656),(9 1326.9618),(10 911.9965),(11 1331.4049),(12 1245.9076),(13 1267.6918),(14 1286.0305),(15 1218.4598),(16 1301.5883),(17 1296.1959),(18 1271.8303),(19 1335.837),(20 921.1868),(21 1352.2157),(22 1299.2375),(23 1342.499),(24 1365.2103),(25 1295.5819),(26 1363.9845),(27 1345.714),(28 1315.4211),(29 1391.2407),(30 994.35626),(31 1408.9114),(32 1364.6208),(33 1409.4879),(34 1437.4167),(35 1376.7372),(36 1441.5953),(37 1432.064),(38 1403.1614),(39 1468.1143),(40 1084.6405),(41 1464.3721),(42 1409.8252),(43 1442.4753),(44 1458.5283),(45 1389.3099),(46 1441.2428),(47 1417.8907),(48 1379.994),(49 1433.1964),(50 1058.6791),(51 1426.8898),(52 1387.6334),(53 1428.6119),(54 1454.1119),(55 1400.0094),(56 1455.9401),(57 1448.2457),(58 1422.3583),(59 1491.7253),(60 1143.494),(61 1492.2197),(62 1452.0234),(63 1486.433),(64 1507.0437),(65 1457.055),(66 1506.4839),(67 1495.3121),(68 1468.923),(69 1527.8297),(70 1195.9614),(71 1520.4791),(72 1478.9666),(73 1509.9562),(74 1526.7722),(75 1474.5028),(76 1515.8286),(77 1499.7388),(78 1474.3817),(79 1545.9375),
