1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 24021.025),(2 67406.37),(3 146665.05),(4 222403.92),(5 311220.47),(6 389519.78),(7 482678.34),(8 583445.25),(9 656940.56),(10 742884.06),(11 818898),(12 878947.3),(13 963662),(14 1060095),(15 1153870.4),(16 1273446.6),(17 1403069.5),(18 1513924.6),(19 1637721),(20 1774973.9),(21 1899290.9),(22 2051377.9),(23 2217912.3),(24 2413265.3),(25 2685420.8),(26 3033677.3),(27 3593776.8),(28 4760955),(29 5391640.5),(30 6098771.5),(31 6887438),(32 7622006),(33 8366656.5),(34 9209178),(35 9874670),(36 10643764),(37 11467804),(38 12109420),(39 12845360),(40 13610468),(41 14175700),(42 14850892),(43 15571951),(44 16124779),(45 16777836),(46 17455864),(47 17906236),(48 18375192),(49 18574680),(50 18695702),(51 18874566),(52 19057706),(53 19417862),(54 19659914),(55 19905542),(56 20078674),(57 20218790),(58 20448298),(59 20531666),(60 20744710),(61 21020446),(62 21169770),(63 21428590),(64 21742352),(65 21910856),(66 22214262),(67 22582446),(68 22801486),(69 23098686),(70 23439606),(71 23574208),(72 23818838),(73 24032202),(74 24043154),(75 24184274),(76 24324322),(77 24399046),(78 24791616),(79 24891982),
(1 163.52266),(2 209.86603),(3 230.54767),(4 249.782),(5 258.02417),(6 264.09534),(7 272.1657),(8 282.3564),(9 288.2718),(10 289.4698),(11 293.95596),(12 291.9381),(13 294.73578),(14 299.38812),(15 297.14743),(16 298.503),(17 300.5659),(18 301.79092),(19 307.00504),(20 308.54883),(21 306.815),(22 308.014),(23 315.41113),(24 317.23254),(25 315.48642),(26 324.4528),(27 319.77368),(28 322.04385),(29 321.61972),(30 321.31323),(31 323.91006),(32 320.13715),(33 317.70288),(34 324.2992),(35 321.81976),(36 324.21304),(37 331.4474),(38 326.6032),(39 321.74234),(40 323.9094),(41 319.60745),(42 319.83054),(43 322.36453),(44 320.4025),(45 319.3163),(46 321.40576),(47 319.37357),(48 321.27515),(49 325.75256),(50 324.1411),(51 321.55795),(52 328.3811),(53 326.7723),(54 326.87762),(55 331.0726),(56 329.94504),(57 331.1645),(58 330.97092),(59 329.12134),(60 334.21832),(61 334.81305),(62 332.53226),(63 332.74323),(64 333.7371),(65 331.96927),(66 331.1754),(67 333.71115),(68 333.39383),(69 335.4051),(70 337.43887),(71 333.817),(72 335.64453),(73 339.35458),(74 334.54016),(75 340.27844),(76 339.1472),(77 338.8987),(78 344.43158),(79 341.65314),
(1 161.93726),(2 208.09349),(3 227.66536),(4 246.81868),(5 255.52295),(6 260.7023),(7 269.97125),(8 276.55484),(9 277.37115),(10 282.45874),(11 285.5834),(12 286.00598),(13 290.58292),(14 293.70383),(15 293.32108),(16 298.56134),(17 300.91193),(18 301.27716),(19 304.3928),(20 308.07),(21 307.85593),(22 307.23642),(23 312.68735),(24 310.4105),(25 310.66296),(26 314.59192),(27 312.50348),(28 318.30344),(29 317.52588),(30 318.02124),(31 323.73785),(32 317.99335),(33 321.83524),(34 325.25632),(35 322.86798),(36 324.09872),(37 328.71625),(38 324.06537),(39 320.15143),(40 322.59723),(41 320.22757),(42 317.59814),(43 322.22598),(44 317.61722),(45 316.40262),(46 317.791),(47 311.87967),(48 312.73785),(49 320.32578),(50 318.56),(51 319.85718),(52 324.44952),(53 322.3224),(54 327.11053),(55 326.28357),(56 325.2455),(57 325.2713),(58 328.92514),(59 326.49023),(60 328.72894),(61 332.0172),(62 329.28778),(63 328.6676),(64 330.3669),(65 325.71747),(66 327.26828),(67 330.9431),(68 329.07376),(69 327.91806),(70 332.21863),(71 330.3594),(72 331.50455),(73 337.52734),(74 334.62793),(75 335.20667),(76 337.97916),(77 330.3867),(78 341.31918),(79 339.7703),
(1 157.57164),(2 203.31865),(3 221.506),(4 238.48303),(5 244.94624),(6 255.65753),(7 265.98282),(8 269.70764),(9 273.08057),(10 278.4569),(11 282.38135),(12 281.9494),(13 285.3606),(14 290.31342),(15 288.30515),(16 292.59796),(17 294.24307),(18 295.13202),(19 299.05597),(20 300.10587),(21 299.81238),(22 302.48013),(23 306.2481),(24 304.25388),(25 306.7623),(26 311.85196),(27 310.08408),(28 312.74585),(29 312.02936),(30 312.6942),(31 314.4704),(32 311.89532),(33 314.47488),(34 317.23752),(35 313.56915),(36 317.78452),(37 321.059),(38 319.0162),(39 316.07718),(40 322.08588),(41 317.86414),(42 317.24445),(43 318.59564),(44 315.34644),(45 316.22632),(46 317.38245),(47 317.41656),(48 315.98398),(49 321.4858),(50 321.20413),(51 322.15607),(52 326.42105),(53 323.033),(54 325.8095),(55 328.60565),(56 328.74753),(57 331.5928),(58 332.38516),(59 328.39566),(60 330.98407),(61 332.504),(62 329.2214),(63 330.39148),(64 333.90143),(65 330.61386),(66 329.01932),(67 332.1677),(68 332.4462),(69 331.05212),(70 331.7632),(71 331.20026),(72 330.4898),(73 334.3586),(74 329.58777),(75 334.97473),(76 340.19855),(77 332.82095),(78 339.1911),(79 339.61035),
(1 153.86755),(2 194.8774),(3 215.19781),(4 231.73517),(5 240.38434),(6 246.4121),(7 256.86636),(8 264.45715),(9 266.53024),(10 270.5502),(11 272.91754),(12 271.4892),(13 273.0679),(14 279.69803),(15 277.79825),(16 280.93912),(17 281.48026),(18 284.07693),(19 283.92438),(20 287.16315),(21 284.90512),(22 287.04944),(23 289.3457),(24 288.998),(25 291.00174),(26 295.9698),(27 291.98752),(28 297.74365),(29 294.42123),(30 296.71573),(31 299.52927),(32 296.29242),(33 300.56134),(34 300.8452),(35 298.7842),(36 299.77203),(37 302.746),(38 298.3055),(39 300.48),(40 301.00476),(41 296.64267),(42 294.98322),(43 299.2366),(44 296.75693),(45 296.83768),(46 296.86487),(47 295.23),(48 296.48273),(49 304.13666),(50 304.51007),(51 305.08527),(52 308.57092),(53 308.7944),(54 307.8504),(55 313.3868),(56 309.6172),(57 310.22015),(58 313.52405),(59 310.51288),(60 315.09247),(61 317.98892),(62 317.6906),(63 317.4929),(64 321.13364),(65 318.19574),(66 316.611),(67 319.9779),(68 319.6279),(69 320.94653),(70 321.77618),(71 319.99124),(72 320.662),(73 326.21164),(74 323.23715),(75 323.36105),(76 330.761),(77 326.50485),(78 328.9142),(79 325.76962),
(1 151.94656),(2 193.28076),(3 214.32193),(4 229.76837),(5 240.87686),(6 248.86757),(7 260.39645),(8 266.21228),(9 268.72464),(10 271.82242),(11 276.94348),(12 276.5825),(13 280.5002),(14 284.871),(15 284.3747),(16 288.92856),(17 289.10214),(18 293.50497),(19 295.36862),(20 300.2526),(21 300.05142),(22 300.9343),(23 302.1882),(24 302.18842),(25 305.26025),(26 309.71594),(27 304.85828),(28 307.13065),(29 308.29626),(30 306.31992),(31 312.65442),(32 310.0858),(33 312.20065),(34 314.0607),(35 313.70947),(36 313.70926),(37 316.6588),(38 315.83212),(39 314.4707),(40 315.81943),(41 313.07947),(42 309.60962),(43 315.81442),(44 312.8782),(45 311.99722),(46 313.59534),(47 307.38882),(48 311.6996),(49 315.6737),(50 315.44174),(51 315.43997),(52 318.33688),(53 317.6044),(54 319.07654),(55 324.20538),(56 320.28528),(57 321.36682),(58 321.35196),(59 318.3174),(60 319.5444),(61 323.63077),(62 319.22397),(63 319.763),(64 322.24515),(65 319.12866),(66 321.71613),(67 325.6193),(68 322.25565),(69 324.786),(70 327.40726),(71 325.5356),(72 328.84576),(73 332.94214),(74 329.25253),(75 328.56107),(76 334.34973),(77 331.78827),(78 335.426),(79 334.50757),
(1 149.24388),(2 189.93161),(3 209.67068),(4 226.66405),(5 232.43025),(6 238.4057),(7 246.541),(8 255.03302),(9 258.47043),(10 262.55487),(11 267.83585),(12 268.35333),(13 270.84744),(14 275.03595),(15 272.75504),(16 272.57117),(17 276.08777),(18 274.863),(19 276.09805),(20 279.93628),(21 278.81326),(22 281.25708),(23 281.8123),(24 282.31094),(25 285.65128),(26 289.4576),(27 285.20956),(28 287.03265),(29 287.50717),(30 286.7564),(31 289.25034),(32 288.7859),(33 291.75043),(34 292.9206),(35 291.14908),(36 291.3024),(37 291.98416),(38 293.12543),(39 288.14127),(40 290.3948),(41 287.01218),(42 288.87717),(43 289.1261),(44 285.8291),(45 285.9419),(46 290.85153),(47 286.115),(48 290.14853),(49 296.44525),(50 295.05627),(51 294.16083),(52 296.0016),(53 293.24643),(54 293.12076),(55 298.6216),(56 295.6044),(57 295.60043),(58 298.9473),(59 297.4394),(60 298.85135),(61 301.29694),(62 298.81598),(63 299.98532),(64 300.1142),(65 299.4188),(66 298.99588),(67 300.1601),(68 298.59232),(69 299.50458),(70 296.00095),(71 296.8476),(72 299.85876),(73 305.68588),(74 305.25037),(75 308.65216),(76 312.91553),(77 312.33694),(78 314.54468),(79 312.83237),
(1 151.62543),(2 194.9154),(3 214.3068),(4 230.11769),(5 235.53642),(6 243.10538),(7 251.20554),(8 255.68224),(9 257.9821),(10 264.3915),(11 265.51923),(12 267.81506),(13 268.99915),(14 275.74234),(15 272.10037),(16 275.8343),(17 280.7),(18 279.36258),(19 280.91296),(20 283.14352),(21 286.0107),(22 287.33038),(23 290.5615),(24 288.00763),(25 291.51923),(26 295.1331),(27 287.68893),(28 292.55173),(29 290.61383),(30 293.68564),(31 297.20804),(32 290.94778),(33 295.49118),(34 295.92627),(35 292.39938),(36 293.29636),(37 293.38315),(38 290.15854),(39 289.84592),(40 290.13043),(41 286.61057),(42 287.16718),(43 291.17456),(44 286.74765),(45 289.65823),(46 290.8412),(47 286.82217),(48 289.60486),(49 292.04758),(50 288.28336),(51 291.0783),(52 295.69012),(53 291.9146),(54 295.0694),(55 301.68948),(56 297.29468),(57 298.261),(58 300.5382),(59 298.5038),(60 302.48416),(61 305.77762),(62 302.53366),(63 302.47003),(64 304.24304),(65 299.39294),(66 300.82498),(67 305.88525),(68 304.25784),(69 303.14038),(70 306.03177),(71 307.92953),(72 309.15012),(73 316.86844),(74 314.7556),(75 318.60367),(76 321.44006),(77 316.89612),(78 324.0703),(79 321.66876),
(1 150.86224),(2 191.64372),(3 213.26338),(4 225.78523),(5 237.11096),(6 240.20958),(7 245.30312),(8 253.07521),(9 256.77078),(10 259.43893),(11 260.54117),(12 263.965),(13 266.386),(14 271.01944),(15 271.08252),(16 271.68512),(17 277.8347),(18 275.56482),(19 277.2184),(20 277.98212),(21 278.2231),(22 278.19998),(23 285.83078),(24 282.01874),(25 286.4537),(26 290.02963),(27 287.58264),(28 290.92886),(29 286.2981),(30 288.88324),(31 290.3579),(32 287.06134),(33 290.6738),(34 295.91074),(35 294.1962),(36 296.85876),(37 299.4965),(38 296.3079),(39 297.3757),(40 295.5143),(41 294.57813),(42 292.56418),(43 293.49637),(44 291.24237),(45 293.3288),(46 296.22015),(47 293.35632),(48 295.2741),(49 299.3612),(50 298.82837),(51 299.34674),(52 302.6777),(53 298.72864),(54 300.41696),(55 305.549),(56 301.4176),(57 301.38474),(58 305.10788),(59 304.7117),(60 304.4548),(61 307.1526),(62 302.4086),(63 304.3473),(64 305.57547),(65 304.38535),(66 303.80072),(67 305.48987),(68 302.9986),(69 299.22604),(70 301.4939),(71 301.20825),(72 302.06488),(73 308.6962),(74 304.5893),(75 307.53632),(76 314.8138),(77 311.4439),(78 315.66367),(79 314.5644),
(1 148.64407),(2 185.99744),(3 206.59421),(4 220.66449),(5 227.65614),(6 234.61607),(7 242.04785),(8 248.77618),(9 249.77034),(10 253.61548),(11 254.16783),(12 255.94536),(13 257.53),(14 261.58868),(15 260.49524),(16 263.1376),(17 267.7396),(18 266.77554),(19 268.4601),(20 270.51367),(21 273.40414),(22 273.90775),(23 277.51764),(24 280.80392),(25 285.88965),(26 292.93854),(27 286.54907),(28 289.11365),(29 287.7969),(30 289.7214),(31 291.4411),(32 285.2688),(33 288.80328),(34 290.53348),(35 290.50043),(36 290.4869),(37 293.2809),(38 292.04565),(39 290.8881),(40 290.3316),(41 287.14124),(42 286.8466),(43 290.84183),(44 288.77866),(45 288.2127),(46 289.9342),(47 289.57623),(48 285.77274),(49 291.16373),(50 289.10965),(51 290.72736),(52 295.0797),(53 291.5979),(54 292.21268),(55 295.92792),(56 293.86865),(57 294.85657),(58 296.2647),(59 293.9444),(60 298.5877),(61 299.74744),(62 298.30457),(63 296.6097),(64 299.8383),(65 296.65237),(66 295.7043),(67 296.4527),(68 291.97128),(69 291.53027),(70 293.67233),(71 294.00354),(72 297.9446),(73 303.14984),(74 297.01474),(75 300.20642),(76 305.79773),(77 302.55618),(78 304.577),(79 303.25412),
(1 145.46199),(2 184.98373),(3 207.47945),(4 221.6703),(5 230.1367),(6 238.11847),(7 244.11304),(8 254.11041),(9 255.00653),(10 259.37772),(11 261.78525),(12 263.75412),(13 267.40106),(14 270.9918),(15 267.71716),(16 271.26288),(17 276.80307),(18 275.30597),(19 277.4913),(20 279.70416),(21 282.2415),(22 282.16382),(23 284.80948),(24 288.35873),(25 291.4999),(26 293.20947),(27 289.0054),(28 291.2362),(29 284.8383),(30 286.87546),(31 291.34882),(32 288.10214),(33 290.54007),(34 292.50876),(35 289.45288),(36 288.3644),(37 290.35266),(38 289.2058),(39 289.36325),(40 290.94992),(41 288.04074),(42 288.2586),(43 291.15753),(44 288.39468),(45 288.40414),(46 288.32098),(47 286.36816),(48 285.60275),(49 290.5305),(50 290.01035),(51 290.7212),(52 297.90887),(53 294.2308),(54 293.06503),(55 295.63406),(56 293.7636),(57 294.8355),(58 296.12238),(59 294.69638),(60 297.51367),(61 296.94302),(62 293.99323),(63 293.7518),(64 294.1462),(65 291.32297),(66 292.55075),(67 291.29248),(68 291.77896),(69 292.72617),(70 295.28888),(71 295.9353),(72 295.10028),(73 296.6063),(74 292.79526),(75 296.1478),(76 297.9187),(77 298.77695),(78 304.016),(79 300.49606),
(1 141.34332),(2 181.51286),(3 201.8396),(4 215.3758),(5 224.24672),(6 231.76279),(7 240.10683),(8 249.8176),(9 251.97127),(10 254.1625),(11 254.83676),(12 255.47711),(13 261.43506),(14 265.84692),(15 261.88388),(16 265.99686),(17 269.05328),(18 268.97504),(19 269.86697),(20 274.37915),(21 274.12006),(22 275.44122),(23 281.8605),(24 281.43042),(25 283.47778),(26 288.69897),(27 283.57138),(28 288.87296),(29 283.42133),(30 282.64865),(31 284.8282),(32 282.7712),(33 285.3224),(34 287.1232),(35 285.46735),(36 285.2239),(37 286.80035),(38 283.47006),(39 284.19144),(40 283.6331),(41 279.61072),(42 278.31067),(43 281.40894),(44 278.44275),(45 277.7288),(46 278.45804),(47 277.60956),(48 277.7018),(49 285.26093),(50 282.9708),(51 287.00323),(52 291.57617),(53 287.57535),(54 285.03412),(55 288.5295),(56 285.79352),(57 284.10138),(58 285.23718),(59 285.29715),(60 288.73108),(61 289.764),(62 288.2028),(63 288.43768),(64 291.04428),(65 287.06247),(66 288.48087),(67 291.27536),(68 288.71487),(69 290.35995),(70 291.0483),(71 293.80194),(72 297.4963),(73 299.5863),(74 297.70926),(75 300.40207),(76 304.28336),(77 303.06335),(78 304.71484),(79 304.3657),
(1 143.45581),(2 183.37492),(3 200.48108),(4 209.36209),(5 216.89116),(6 221.89273),(7 226.69952),(8 233.87325),(9 235.2861),(10 241.46695),(11 240.8044),(12 242.48712),(13 247.90622),(14 250.0181),(15 247.7556),(16 250.68309),(17 253.09503),(18 254.9801),(19 257.1591),(20 261.10587),(21 259.53574),(22 259.45734),(23 262.47308),(24 259.79642),(25 261.05716),(26 269.10162),(27 263.71344),(28 268.81522),(29 265.10202),(30 267.0342),(31 269.09238),(32 269.0558),(33 269.83658),(34 273.21878),(35 272.65024),(36 272.01566),(37 276.00452),(38 274.03757),(39 273.98596),(40 275.692),(41 271.35095),(42 269.90857),(43 271.30716),(44 269.24872),(45 268.18417),(46 269.9876),(47 265.8977),(48 268.03964),(49 273.53296),(50 270.44205),(51 274.13922),(52 279.07056),(53 276.75024),(54 279.97284),(55 284.55655),(56 282.4749),(57 281.9779),(58 284.75),(59 283.2247),(60 286.71527),(61 290.60864),(62 289.02524),(63 288.31445),(64 290.83463),(65 288.62866),(66 287.6224),(67 289.7934),(68 289.85562),(69 287.1469),(70 287.35706),(71 285.13712),(72 288.43677),(73 295.9453),(74 292.26096),(75 292.63477),(76 293.06015),(77 292.03314),(78 292.95346),(79 292.4971),
(1 141.53737),(2 179.84317),(3 195.98964),(4 205.5158),(5 211.8848),(6 220.11104),(7 225.90948),(8 232.0608),(9 236.08),(10 241.42311),(11 241.11493),(12 240.17453),(13 242.7232),(14 243.32074),(15 244.01971),(16 247.22691),(17 252.58846),(18 251.98125),(19 254.73946),(20 258.64352),(21 259.28543),(22 260.61334),(23 262.4612),(24 262.6289),(25 262.61588),(26 269.37027),(27 265.82693),(28 269.08292),(29 268.58685),(30 268.81897),(31 272.49298),(32 270.47278),(33 271.8278),(34 275.2026),(35 273.9733),(36 275.80643),(37 279.78217),(38 274.3077),(39 274.5409),(40 277.80447),(41 271.06567),(42 271.8866),(43 274.27243),(44 275.28494),(45 274.34427),(46 274.559),(47 269.82513),(48 270.44226),(49 276.19385),(50 272.4961),(51 276.41174),(52 281.7048),(53 279.40817),(54 280.5749),(55 284.44916),(56 283.72556),(57 282.81894),(58 282.31253),(59 282.10956),(60 284.3163),(61 288.1414),(62 285.42392),(63 282.36102),(64 286.40585),(65 281.66537),(66 282.2747),(67 283.5269),(68 282.78094),(69 281.3767),(70 282.13794),(71 278.64337),(72 278.99713),(73 284.04572),(74 280.57455),(75 282.66916),(76 285.86713),(77 283.39423),(78 286.4067),(79 287.1053),
(1 139.5301),(2 178.09521),(3 197.0497),(4 207.35713),(5 213.55339),(6 221.50327),(7 227.10945),(8 234.9403),(9 236.83669),(10 239.6779),(11 239.2274),(12 238.66891),(13 241.26538),(14 243.47702),(15 242.77097),(16 245.88287),(17 251.16948),(18 250.1982),(19 253.06587),(20 256.06204),(21 255.68472),(22 256.39633),(23 259.8355),(24 258.68073),(25 261.9057),(26 265.68933),(27 263.37683),(28 267.7889),(29 266.60953),(30 268.7355),(31 272.2225),(32 268.05728),(33 271.24783),(34 276.53543),(35 275.13742),(36 277.1468),(37 281.68756),(38 275.9273),(39 274.46356),(40 275.74622),(41 272.96985),(42 273.60318),(43 274.08615),(44 272.1557),(45 272.00378),(46 272.56393),(47 268.99405),(48 270.36053),(49 273.54587),(50 270.8906),(51 271.88483),(52 276.05975),(53 273.68854),(54 277.10776),(55 278.80145),(56 275.56723),(57 278.49448),(58 277.85266),(59 276.18246),(60 278.1837),(61 280.64383),(62 281.08908),(63 278.44058),(64 281.33286),(65 278.7695),(66 279.37546),(67 282.8799),(68 280.19125),(69 279.18942),(70 281.7826),(71 277.90845),(72 278.45145),(73 283.067),(74 280.7175),(75 280.15704),(76 284.37933),(77 281.9409),(78 287.37753),(79 286.01843),
(1 137.06996),(2 176.35326),(3 193.73334),(4 205.05812),(5 212.41212),(6 217.90247),(7 225.6254),(8 232.47449),(9 233.3467),(10 236.71613),(11 239.49524),(12 239.53345),(13 240.7248),(14 243.54726),(15 244.61319),(16 245.95546),(17 247.21155),(18 249.01714),(19 249.861),(20 252.289),(21 252.13577),(22 250.92758),(23 254.57683),(24 253.1201),(25 252.23808),(26 260.02585),(27 256.0641),(28 259.3327),(29 259.6701),(30 260.76266),(31 263.93185),(32 261.35648),(33 262.07693),(34 265.2943),(35 261.53595),(36 264.1429),(37 266.83118),(38 261.28693),(39 264.11017),(40 266.52316),(41 264.2316),(42 264.9093),(43 265.99496),(44 263.481),(45 264.7804),(46 264.67374),(47 265.8257),(48 269.784),(49 273.96448),(50 271.22253),(51 273.5187),(52 278.2104),(53 272.93823),(54 273.8615),(55 274.10168),(56 271.12808),(57 274.33704),(58 272.4114),(59 271.2607),(60 273.95706),(61 274.11478),(62 274.33127),(63 271.5516),(64 272.9945),(65 271.65662),(66 270.61826),(67 274.8893),(68 270.6365),(69 269.10983),(70 270.64597),(71 269.1055),(72 266.72632),(73 271.23337),(74 269.99808),(75 271.90085),(76 274.74475),(77 273.27692),(78 277.70758),(79 277.8494),
(1 134.98413),(2 169.88551),(3 186.29024),(4 200.02039),(5 208.72188),(6 213.41212),(7 219.07985),(8 226.66185),(9 228.3044),(10 230.78976),(11 233.04892),(12 232.98088),(13 236.6673),(14 237.02869),(15 237.66411),(16 241.56807),(17 245.20947),(18 245.38283),(19 248.59839),(20 249.65466),(21 250.33093),(22 252.81206),(23 258.25644),(24 259.16913),(25 258.2902),(26 262.7649),(27 263.88382),(28 266.47937),(29 265.01154),(30 262.23096),(31 267.14017),(32 262.53412),(33 265.99258),(34 268.76447),(35 266.326),(36 266.6938),(37 267.69736),(38 265.6679),(39 265.84695),(40 268.31308),(41 267.08823),(42 267.87863),(43 270.24957),(44 266.49982),(45 264.63742),(46 266.92035),(47 265.8628),(48 267.59967),(49 272.55612),(50 269.42685),(51 270.18033),(52 274.07928),(53 270.16132),(54 270.04205),(55 270.2928),(56 269.77808),(57 271.40112),(58 271.27777),(59 270.8332),(60 272.85513),(61 276.3918),(62 276.163),(63 275.57208),(64 274.63025),(65 270.96854),(66 270.82184),(67 273.84198),(68 270.42258),(69 270.47025),(70 270.4607),(71 268.54874),(72 271.5687),(73 276.14966),(74 273.08124),(75 276.15964),(76 279.83237),(77 276.83008),(78 279.41855),(79 281.3083),
(1 133.05429),(2 169.77104),(3 187.34557),(4 198.46332),(5 205.38594),(6 212.40344),(7 218.13249),(8 225.48766),(9 226.9117),(10 230.43884),(11 230.4977),(12 231.15858),(13 235.48798),(14 237.91809),(15 235.19687),(16 237.62674),(17 240.61418),(18 239.56473),(19 241.13759),(20 242.96645),(21 243.23445),(22 243.20111),(23 248.47289),(24 247.55638),(25 247.83269),(26 254.73367),(27 253.83272),(28 256.45956),(29 252.69426),(30 253.73756),(31 255.63673),(32 252.98932),(33 254.58382),(34 256.87238),(35 256.91763),(36 257.80957),(37 260.39517),(38 258.02982),(39 256.74063),(40 260.59976),(41 261.1922),(42 261.1307),(43 262.42),(44 263.78253),(45 262.5157),(46 265.93185),(47 265.43704),(48 267.90112),(49 271.57407),(50 270.02554),(51 269.70013),(52 271.27222),(53 268.71127),(54 269.89413),(55 271.59616),(56 269.77292),(57 271.4077),(58 272.09827),(59 270.2372),(60 271.04684),(61 270.0641),(62 269.2525),(63 271.1494),(64 272.37137),(65 268.84943),(66 268.34824),(67 270.55173),(68 267.8694),(69 268.1214),(70 268.0965),(71 267.3019),(72 269.30115),(73 275.108),(74 272.8788),(75 272.59222),(76 276.80728),(77 274.15182),(78 278.62268),(79 275.1854),
(1 129.69539),(2 166.38103),(3 182.88846),(4 195.8614),(5 202.97717),(6 206.9972),(7 212.67487),(8 219.43805),(9 222.17096),(10 224.58394),(11 226.00903),(12 224.38275),(13 227.48697),(14 231.46053),(15 230.95206),(16 232.12976),(17 235.85953),(18 237.70883),(19 239.1597),(20 242.54977),(21 240.6684),(22 242.62639),(23 245.67532),(24 244.63829),(25 245.30533),(26 250.61118),(27 248.80869),(28 251.59354),(29 250.98778),(30 251.13301),(31 253.11568),(32 251.21191),(33 252.42732),(34 255.87091),(35 252.56488),(36 252.02254),(37 255.36006),(38 251.26408),(39 252.66605),(40 253.64131),(41 251.48613),(42 251.95338),(43 251.83847),(44 250.40204),(45 250.9095),(46 252.71649),(47 252.32838),(48 253.47504),(49 256.03522),(50 254.02504),(51 256.47195),(52 258.81247),(53 260.4737),(54 261.39703),(55 261.02783),(56 260.59732),(57 262.9367),(58 264.63315),(59 262.6854),(60 264.73236),(61 265.1203),(62 264.71924),(63 262.20682),(64 262.1442),(65 257.7401),(66 257.69586),(67 259.06406),(68 258.16656),(69 258.40118),(70 259.69812),(71 258.58774),(72 261),(73 265.4022),(74 262.9684),(75 262.59225),(76 266.7637),(77 265.87976),(78 268.75522),(79 268.9025),
