1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 44288.105),(2 132221.86),(3 284231.8),(4 462744.9),(5 706774.94),(6 969348.3),(7 1250088.9),(8 1582796),(9 1942954.4),(10 2317056.3),(11 2722240.5),(12 3126749),(13 3542946.8),(14 3969752.3),(15 4380518.5),(16 4777756.5),(17 5169369),(18 5533517.5),(19 5901289.5),(20 6252510.5),(21 6613226.5),(22 6979372),(23 7328504.5),(24 7706405.5),(25 8065768.5),(26 8444395),(27 8764037),(28 9142031),(29 9467165),(30 9787065),(31 10040340),(32 10295897),(33 10585079),(34 10844175),(35 11120457),(36 11395849),(37 11674629),(38 11904313),(39 12199817),(40 12492064),(41 12836164),(42 13158985),(43 13517621),(44 13877404),(45 14276773),(46 14667215),(47 15123969),(48 15556657),(49 16009611),(50 16418384),(51 16892448),(52 17374362),(53 17957716),(54 18409274),(55 18992806),(56 19543054),(57 20105410),(58 20729236),(59 21419008),(60 22089636),(61 22784318),(62 23432920),(63 24118790),(64 24860014),(65 25596970),(66 26333926),(67 27130856),(68 27908784),(69 28638386),(70 29408986),(71 30188552),(72 30926768),(73 31629846),(74 32193960),(75 32713568),(76 33170102),(77 33630132),(78 34049100),(79 34481610),
(1 50.21426),(2 69.22451),(3 81.18017),(4 91.44366),(5 97.89566),(6 104.54938),(7 109.52188),(8 113.56477),(9 117.55767),(10 121.46002),(11 123.67924),(12 125.336784),(13 127.62132),(14 128.6388),(15 130.32355),(16 129.46909),(17 131.52737),(18 131.67743),(19 133.26485),(20 134.16272),(21 135.31543),(22 135.96191),(23 138.16135),(24 139.76088),(25 140.79692),(26 140.97784),(27 144.33884),(28 144.97624),(29 145.93828),(30 146.09044),(31 146.5453),(32 146.03047),(33 144.71504),(34 146.4406),(35 147.08722),(36 146.13557),(37 146.48967),(38 147.13606),(39 147.71298),(40 148.20291),(41 147.1129),(42 148.74402),(43 148.74033),(44 149.83192),(45 149.45775),(46 148.1276),(47 148.67868),(48 147.91687),(49 147.88254),(50 148.69264),(51 147.32771),(52 147.63095),(53 147.11737),(54 146.66692),(55 146.65656),(56 146.36273),(57 146.64458),(58 144.87914),(59 144.8388),(60 144.27762),(61 143.68867),(62 142.74196),(63 144.25781),(64 143.40103),(65 144.18642),(66 143.61679),(67 144.53322),(68 143.57014),(69 145.5262),(70 145.92285),(71 147.64151),(72 148.47362),(73 151.1483),(74 150.98483),(75 152.3821),(76 153.01112),(77 154.48544),(78 154.48358),(79 154.11665),
(1 51.09273),(2 69.33987),(3 79.63217),(4 89.6561),(5 95.92724),(6 100.871994),(7 104.90211),(8 108.398445),(9 112.74276),(10 117.36136),(11 119.88989),(12 122.57148),(13 124.11822),(14 126.65881),(15 128.79268),(16 129.30748),(17 130.89612),(18 134.00177),(19 135.47832),(20 136.2223),(21 136.8524),(22 137.93143),(23 139.20485),(24 138.98378),(25 140.62451),(26 141.0077),(27 143.9254),(28 143.92215),(29 146.13863),(30 147.20345),(31 147.85292),(32 147.92012),(33 148.1398),(34 149.23378),(35 149.00824),(36 148.99872),(37 150.93309),(38 150.962),(39 151.75218),(40 152.47723),(41 152.02815),(42 153.49753),(43 152.90526),(44 153.93793),(45 154.2497),(46 154.81857),(47 154.32605),(48 153.78517),(49 152.86807),(50 151.30084),(51 150.93321),(52 149.6413),(53 150.79515),(54 150.64708),(55 149.91495),(56 149.57944),(57 147.94678),(58 146.27156),(59 146.80046),(60 146.7205),(61 146.31335),(62 145.87592),(63 145.02255),(64 143.88855),(65 144.00829),(66 143.94229),(67 143.81404),(68 143.2942),(69 143.15431),(70 142.0566),(71 141.67508),(72 142.38681),(73 143.64125),(74 143.46315),(75 144.18393),(76 145.03105),(77 146.80498),(78 147.23128),(79 146.82185),
(1 51.10236),(2 69.687775),(3 81.58887),(4 91.04193),(5 97.5588),(6 105.19448),(7 109.97783),(8 113.7588),(9 116.6601),(10 120.32172),(11 123.09781),(12 124.543816),(13 125.6608),(14 126.481),(15 129.63818),(16 129.81252),(17 131.98978),(18 133.99908),(19 135.3073),(20 134.99495),(21 136.78125),(22 139.76909),(23 141.3296),(24 142.1106),(25 143.75836),(26 145.89157),(27 148.44928),(28 147.57014),(29 149.0728),(30 149.43445),(31 149.84862),(32 150.85176),(33 149.608),(34 150.64122),(35 152.08293),(36 152.30888),(37 152.6357),(38 152.83202),(39 153.09464),(40 154.12477),(41 153.06062),(42 155.08527),(43 155.16966),(44 156.24142),(45 155.73604),(46 155.45213),(47 153.58353),(48 152.86092),(49 152.75658),(50 152.97066),(51 153.58052),(52 152.06236),(53 151.46565),(54 150.56114),(55 149.50829),(56 148.9358),(57 148.49059),(58 147.63295),(59 147.79276),(60 148.02788),(61 148.72043),(62 149.19937),(63 149.26434),(64 149.51549),(65 150.06795),(66 149.93544),(67 150.87263),(68 150.65266),(69 151.6908),(70 151.2518),(71 153.25833),(72 154.08046),(73 154.31467),(74 154.53557),(75 154.86378),(76 156.26573),(77 156.10179),(78 155.94449),(79 156.61574),
(1 49.75589),(2 69.282684),(3 81.90396),(4 90.82169),(5 96.7568),(6 102.77893),(7 107.31287),(8 110.25589),(9 112.75854),(10 114.52042),(11 117.46024),(12 121.55602),(13 125.057625),(14 125.88105),(15 127.79541),(16 128.59595),(17 131.88124),(18 133.46182),(19 135.07639),(20 135.80669),(21 138.87045),(22 140.80695),(23 140.92578),(24 140.81097),(25 142.371),(26 142.7056),(27 143.10118),(28 142.86388),(29 144.13853),(30 144.1137),(31 145.16016),(32 145.05727),(33 144.3162),(34 145.07007),(35 145.71956),(36 143.57904),(37 143.93462),(38 142.48186),(39 142.71762),(40 142.10297),(41 142.04356),(42 141.15074),(43 141.91171),(44 143.01524),(45 143.13419),(46 142.56288),(47 141.53065),(48 141.93132),(49 142.63426),(50 141.24028),(51 143.32823),(52 142.87805),(53 141.60883),(54 141.79727),(55 140.9434),(56 139.51543),(57 140.06027),(58 137.67026),(59 137.49832),(60 137.95343),(61 136.94469),(62 138.95126),(63 138.92085),(64 140.09102),(65 139.03464),(66 139.74324),(67 141.39946),(68 140.39014),(69 141.23965),(70 142.15894),(71 143.27966),(72 142.79555),(73 145.27812),(74 144.6101),(75 145.12756),(76 147.18927),(77 148.27583),(78 148.82158),(79 150.85883),
(1 48.801937),(2 67.37839),(3 78.95094),(4 86.719406),(5 92.26796),(6 98.48488),(7 103.14836),(8 106.64327),(9 111.20156),(10 115.03246),(11 118.21217),(12 121.15227),(13 123.68299),(14 126.00813),(15 127.59653),(16 129.67886),(17 131.1176),(18 133.1094),(19 135.87183),(20 134.61761),(21 135.90347),(22 136.96944),(23 138.08429),(24 139.02483),(25 139.9031),(26 142.23683),(27 144.14049),(28 145.26404),(29 145.63052),(30 144.69891),(31 144.88466),(32 146.62004),(33 147.16608),(34 147.91502),(35 147.86046),(36 148.31223),(37 148.40225),(38 146.95763),(39 147.5994),(40 147.77148),(41 147.51999),(42 146.67813),(43 148.52563),(44 149.23224),(45 150.28976),(46 149.31403),(47 147.90048),(48 146.81158),(49 147.14235),(50 146.69037),(51 145.3714),(52 147.03458),(53 145.50801),(54 146.17752),(55 146.27289),(56 145.07167),(57 145.42554),(58 144.3365),(59 144.81004),(60 144.09021),(61 144.27783),(62 144.7129),(63 144.77989),(64 144.27756),(65 145.3909),(66 145.23083),(67 145.97296),(68 144.22649),(69 144.5174),(70 144.25063),(71 145.67715),(72 147.0235),(73 147.3761),(74 149.40988),(75 149.87334),(76 149.35211),(77 150.54503),(78 151.76006),(79 151.25139),
(1 49.518253),(2 67.20012),(3 78.69596),(4 87.27569),(5 93.57926),(6 99.69402),(7 104.48727),(8 107.97885),(9 111.35772),(10 116.009285),(11 119.08646),(12 120.46176),(13 123.98414),(14 125.51861),(15 126.76568),(16 128.76074),(17 131.0181),(18 132.61404),(19 134.41093),(20 136.90051),(21 138.48157),(22 138.29163),(23 140.8439),(24 141.15363),(25 142.46346),(26 144.2784),(27 145.05014),(28 145.77393),(29 145.8568),(30 145.47037),(31 145.9567),(32 145.60222),(33 145.60513),(34 146.68161),(35 145.55504),(36 145.27344),(37 145.51337),(38 147.73106),(39 148.8276),(40 148.2587),(41 148.33936),(42 148.50708),(43 147.46838),(44 148.48228),(45 146.92018),(46 147.28697),(47 146.05247),(48 147.06584),(49 147.11752),(50 146.36272),(51 145.34007),(52 144.10356),(53 143.6097),(54 143.31337),(55 141.9436),(56 140.43161),(57 141.72614),(58 140.56102),(59 140.07373),(60 138.35756),(61 138.43718),(62 138.43503),(63 139.7858),(64 138.28348),(65 138.0296),(66 137.58865),(67 138.45007),(68 138.07375),(69 138.69456),(70 137.94763),(71 138.68007),(72 139.16559),(73 140.13155),(74 140.37808),(75 142.85764),(76 143.02142),(77 145.71988),(78 147.46765),(79 147.4897),
(1 48.23692),(2 66.88381),(3 78.760574),(4 86.69805),(5 92.73147),(6 97.81577),(7 101.70989),(8 105.07234),(9 108.86777),(10 112.96442),(11 115.46831),(12 116.866554),(13 119.12955),(14 121.527885),(15 122.709625),(16 122.70073),(17 125.24201),(18 125.43483),(19 126.423836),(20 127.83565),(21 128.66084),(22 130.55016),(23 131.6114),(24 132.60953),(25 133.62671),(26 134.47067),(27 136.00238),(28 136.79546),(29 138.3606),(30 138.37924),(31 139.31505),(32 140.71715),(33 139.87134),(34 140.41052),(35 139.36314),(36 139.45976),(37 139.215),(38 138.52536),(39 137.98315),(40 138.61769),(41 138.15837),(42 138.38008),(43 137.6565),(44 138.69833),(45 138.74959),(46 139.4571),(47 137.69958),(48 136.77333),(49 136.23428),(50 135.95741),(51 135.61699),(52 135.71461),(53 135.05334),(54 135.00441),(55 135.31558),(56 136.2093),(57 137.78226),(58 136.5073),(59 137.91164),(60 137.05089),(61 136.37186),(62 137.64172),(63 138.10924),(64 139.04782),(65 138.87173),(66 139.07132),(67 140.52936),(68 140.7468),(69 142.55943),(70 141.92017),(71 143.62018),(72 143.53113),(73 143.67834),(74 144.24954),(75 145.00105),(76 143.40674),(77 143.94756),(78 143.83755),(79 143.68759),
(1 49.73505),(2 67.25293),(3 79.47945),(4 88.71128),(5 94.70761),(6 99.90497),(7 104.536865),(8 108.21329),(9 111.323235),(10 115.495316),(11 117.0927),(12 119.37225),(13 121.49301),(14 123.39848),(15 125.22383),(16 125.59743),(17 126.02306),(18 128.15504),(19 130.01346),(20 132.65271),(21 135.3728),(22 135.22023),(23 135.70587),(24 136.9184),(25 138.57228),(26 139.2574),(27 141.35716),(28 141.23427),(29 142.06808),(30 142.24986),(31 142.38167),(32 142.03474),(33 142.39001),(34 143.64616),(35 145.741),(36 145.15714),(37 146.64076),(38 147.30078),(39 147.8101),(40 147.6162),(41 147.6163),(42 148.56284),(43 148.99597),(44 149.98917),(45 149.79338),(46 150.76671),(47 150.22751),(48 150.19705),(49 150.9576),(50 149.97191),(51 150.30072),(52 150.78682),(53 149.45511),(54 148.92566),(55 148.28326),(56 146.66461),(57 146.89047),(58 145.78912),(59 145.09946),(60 144.87592),(61 144.17938),(62 143.28209),(63 143.02272),(64 143.98904),(65 144.17169),(66 144.26248),(67 144.15208),(68 144.39474),(69 144.95349),(70 146.20793),(71 146.71246),(72 147.00552),(73 148.50436),(74 148.22209),(75 149.52095),(76 150.38672),(77 149.37721),(78 149.31041),(79 149.60852),
(1 47.03347),(2 65.88524),(3 77.54933),(4 85.413),(5 91.220566),(6 96.83564),(7 101.68899),(8 105.47164),(9 108.79614),(10 113.12751),(11 115.09154),(12 117.542435),(13 120.60948),(14 122.4584),(15 124.72056),(16 125.96018),(17 128.27455),(18 129.59706),(19 129.61168),(20 131.44571),(21 133.37349),(22 133.40707),(23 134.81367),(24 133.89725),(25 135.76541),(26 135.78984),(27 137.06494),(28 136.5708),(29 137.787),(30 138.75845),(31 138.48466),(32 138.02501),(33 138.67),(34 139.71994),(35 140.15184),(36 140.77412),(37 141.03853),(38 141.32962),(39 141.86095),(40 140.80135),(41 141.1617),(42 140.84212),(43 141.15285),(44 141.03017),(45 140.94473),(46 140.80385),(47 140.16245),(48 141.72832),(49 140.74301),(50 142.3723),(51 142.7855),(52 141.99107),(53 142.30894),(54 142.1366),(55 142.41093),(56 141.62947),(57 142.07266),(58 140.3977),(59 140.30762),(60 139.33803),(61 139.0111),(62 138.18256),(63 139.38193),(64 137.91745),(65 137.98117),(66 138.90025),(67 140.01297),(68 140.88956),(69 141.89366),(70 141.998),(71 140.82588),(72 140.13791),(73 141.85716),(74 140.6784),(75 140.72289),(76 139.83357),(77 140.0951),(78 140.54355),(79 140.44406),
(1 47.411972),(2 64.52837),(3 75.81467),(4 84.088165),(5 91.00177),(6 97.131065),(7 101.52982),(8 104.93919),(9 107.84828),(10 112.15475),(11 114.49361),(12 115.3932),(13 118.321785),(14 119.63062),(15 121.54681),(16 122.68838),(17 122.85385),(18 124.11357),(19 126.478294),(20 126.64042),(21 128.49252),(22 130.52678),(23 131.49986),(24 131.97812),(25 132.76532),(26 133.49773),(27 134.76617),(28 134.48225),(29 134.63737),(30 134.6789),(31 134.55713),(32 134.95923),(33 133.38707),(34 133.04582),(35 133.33914),(36 134.18916),(37 133.53415),(38 134.74516),(39 135.41466),(40 135.18053),(41 135.58588),(42 135.88675),(43 136.08528),(44 136.09683),(45 134.93936),(46 134.97766),(47 134.26674),(48 133.99908),(49 134.40277),(50 136.42003),(51 136.16977),(52 136.18478),(53 135.70236),(54 135.7307),(55 136.71518),(56 137.12114),(57 137.78682),(58 136.71075),(59 136.82997),(60 137.41763),(61 138.88022),(62 138.52296),(63 139.63799),(64 138.66441),(65 138.07964),(66 137.59169),(67 137.64432),(68 139.06963),(69 140.35815),(70 141.21309),(71 142.45557),(72 142.68115),(73 142.88997),(74 142.77661),(75 142.47726),(76 142.48805),(77 142.86774),(78 143.8268),(79 143.9445),
(1 47.74115),(2 64.71729),(3 77.1754),(4 85.472855),(5 92.52866),(6 99.7852),(7 103.84641),(8 105.85164),(9 110.2265),(10 113.6603),(11 115.00222),(12 118.378845),(13 120.67654),(14 122.01042),(15 124.35223),(16 125.680145),(17 127.14621),(18 127.48087),(19 129.10435),(20 130.2248),(21 130.98318),(22 132.67819),(23 135.89885),(24 136.36559),(25 137.9507),(26 138.6529),(27 139.09111),(28 138.29031),(29 140.04611),(30 141.46109),(31 142.12051),(32 142.60718),(33 141.40324),(34 142.58447),(35 142.70558),(36 144.19537),(37 144.02281),(38 143.91573),(39 143.50453),(40 144.39192),(41 144.31314),(42 144.86539),(43 144.52597),(44 145.04813),(45 143.7834),(46 144.50697),(47 143.67772),(48 143.87357),(49 143.24396),(50 142.79355),(51 143.6053),(52 144.06223),(53 142.85103),(54 142.44797),(55 142.84816),(56 143.10785),(57 143.1443),(58 142.52773),(59 141.6641),(60 141.29626),(61 142.04094),(62 141.23218),(63 141.76633),(64 140.10263),(65 139.86432),(66 140.27246),(67 140.39946),(68 141.31676),(69 141.73705),(70 142.23573),(71 143.26508),(72 143.29414),(73 144.6403),(74 145.77472),(75 147.13754),(76 147.16785),(77 146.72765),(78 147.19342),(79 145.85925),
(1 48.034153),(2 65.77555),(3 77.13904),(4 85.84915),(5 92.4619),(6 98.09308),(7 102.71442),(8 105.525826),(9 107.9356),(10 112.313644),(11 115.563515),(12 117.91355),(13 119.48534),(14 121.448586),(15 124.007324),(16 126.1659),(17 129.23471),(18 131.01312),(19 132.97334),(20 134.11134),(21 135.60535),(22 136.05855),(23 137.46867),(24 136.46759),(25 138.20573),(26 137.53339),(27 140.15033),(28 138.6627),(29 138.64497),(30 138.05464),(31 138.05544),(32 140.10822),(33 139.40674),(34 139.33362),(35 139.15335),(36 139.29613),(37 138.99884),(38 139.92006),(39 139.61089),(40 139.22342),(41 138.06053),(42 138.57605),(43 136.50446),(44 137.40346),(45 138.20113),(46 136.68307),(47 136.35452),(48 136.91571),(49 137.37065),(50 136.4731),(51 138.23244),(52 138.51604),(53 137.6843),(54 137.8348),(55 136.46806),(56 135.35336),(57 134.37129),(58 135.02228),(59 134.72218),(60 136.63625),(61 137.81412),(62 137.74985),(63 139.15886),(64 139.93793),(65 141.01833),(66 141.24452),(67 141.51952),(68 140.66373),(69 141.61714),(70 140.41422),(71 141.58269),(72 141.03467),(73 142.22385),(74 141.17426),(75 143.02507),(76 142.82756),(77 144.70453),(78 146.2103),(79 147.35559),
(1 46.340862),(2 64.10822),(3 75.29908),(4 83.04876),(5 90.0298),(6 96.06282),(7 100.46748),(8 103.62341),(9 107.47012),(10 110.80961),(11 113.494446),(12 115.69163),(13 117.3231),(14 118.32288),(15 119.94462),(16 120.8961),(17 122.18411),(18 123.3929),(19 125.28216),(20 126.06333),(21 127.44803),(22 129.42032),(23 131.44292),(24 130.74864),(25 132.95311),(26 133.99797),(27 137.63036),(28 136.74318),(29 137.43068),(30 137.22287),(31 137.86044),(32 138.00249),(33 137.89703),(34 139.27538),(35 139.32433),(36 138.95587),(37 138.12585),(38 139.59052),(39 139.48567),(40 140.27805),(41 140.01418),(42 140.29886),(43 139.14552),(44 138.89272),(45 137.79094),(46 139.54846),(47 138.39043),(48 138.35992),(49 136.70247),(50 137.04842),(51 137.08247),(52 136.86848),(53 136.17366),(54 135.98817),(55 137.02946),(56 135.88779),(57 135.14401),(58 133.6378),(59 133.78935),(60 134.35576),(61 135.21645),(62 136.99355),(63 136.60112),(64 137.09096),(65 138.38123),(66 139.35738),(67 139.7105),(68 140.52557),(69 141.08415),(70 141.94244),(71 142.57016),(72 142.80101),(73 143.14886),(74 143.85094),(75 144.69363),(76 143.86848),(77 144.48396),(78 144.85638),(79 144.69801),
(1 46.620777),(2 63.358837),(3 75.007515),(4 82.69852),(5 88.52635),(6 94.75156),(7 99.356544),(8 101.73366),(9 105.5839),(10 107.86304),(11 110.24216),(12 111.846146),(13 112.95802),(14 115.43608),(15 117.42307),(16 117.70668),(17 120.30794),(18 122.06375),(19 123.47732),(20 124.84208),(21 127.68008),(22 129.95596),(23 131.5633),(24 133.6514),(25 135.17032),(26 136.95139),(27 140.13144),(28 140.01633),(29 142.08896),(30 141.74504),(31 141.51277),(32 141.93784),(33 140.6753),(34 141.50604),(35 140.80545),(36 139.91371),(37 140.14034),(38 140.3572),(39 140.73561),(40 141.31577),(41 140.47958),(42 140.11874),(43 138.5422),(44 138.1976),(45 138.01578),(46 137.76912),(47 136.3784),(48 136.06721),(49 135.27652),(50 135.76175),(51 133.9537),(52 133.7206),(53 132.57584),(54 132.0813),(55 131.25845),(56 130.38489),(57 129.60275),(58 127.310776),(59 128.56638),(60 127.93872),(61 127.7978),(62 128.54286),(63 130.16963),(64 129.12181),(65 131.47841),(66 130.24591),(67 131.68079),(68 131.29721),(69 132.34113),(70 132.67226),(71 135.0394),(72 133.59702),(73 135.61221),(74 135.62534),(75 136.64943),(76 137.0249),(77 137.84343),(78 138.12976),(79 138.45592),
(1 47.752552),(2 65.408104),(3 78.34884),(4 85.583626),(5 92.10126),(6 98.617424),(7 102.02162),(8 105.47328),(9 107.37065),(10 111.34278),(11 113.38432),(12 115.6907),(13 118.20999),(14 119.04196),(15 121.951355),(16 122.400314),(17 125.739525),(18 128.74759),(19 130.10316),(20 131.26222),(21 134.1032),(22 134.12329),(23 133.7809),(24 133.64334),(25 134.98154),(26 134.87186),(27 136.25334),(28 135.82529),(29 136.1559),(30 135.75764),(31 135.70212),(32 136.29243),(33 135.16238),(34 136.60442),(35 136.38998),(36 136.85301),(37 136.32697),(38 137.796),(39 136.83171),(40 137.05016),(41 136.97017),(42 137.06882),(43 136.7862),(44 137.8908),(45 137.66046),(46 137.66759),(47 137.7393),(48 138.36624),(49 138.01457),(50 138.01808),(51 139.13034),(52 137.81848),(53 137.57434),(54 136.92097),(55 135.71814),(56 134.68718),(57 135.26616),(58 134.9573),(59 134.5327),(60 135.04211),(61 134.05644),(62 135.03961),(63 135.84601),(64 135.14139),(65 135.06636),(66 135.8057),(67 135.87163),(68 135.98874),(69 135.75629),(70 135.48701),(71 137.00395),(72 135.76082),(73 137.62888),(74 137.2979),(75 139.95244),(76 139.73752),(77 140.51492),(78 140.18193),(79 140.89798),
(1 46.809658),(2 63.817795),(3 74.14922),(4 81.30793),(5 88.51881),(6 94.13437),(7 98.3677),(8 101.17226),(9 104.8228),(10 108.0875),(11 112.1091),(12 113.415924),(13 117.11464),(14 117.312164),(15 120.74057),(16 120.534256),(17 123.1011),(18 123.39705),(19 124.64832),(20 125.449036),(21 127.548904),(22 130.46155),(23 131.33344),(24 132.83185),(25 134.11406),(26 136.36688),(27 138.12631),(28 138.50893),(29 140.0918),(30 140.25557),(31 140.48903),(32 139.35097),(33 140.65512),(34 142.28154),(35 142.6552),(36 143.87915),(37 145.43849),(38 143.71214),(39 144.36711),(40 144.05495),(41 143.42123),(42 143.27682),(43 142.06985),(44 140.94144),(45 140.95955),(46 140.6891),(47 138.81941),(48 138.9112),(49 138.07193),(50 137.39932),(51 136.68288),(52 137.72578),(53 137.17825),(54 136.3828),(55 135.98831),(56 134.94812),(57 134.64168),(58 133.28267),(59 132.75343),(60 132.73294),(61 134.01924),(62 133.11438),(63 134.28699),(64 132.87181),(65 134.23276),(66 133.55708),(67 133.18686),(68 135.48952),(69 136.45325),(70 135.92578),(71 136.09068),(72 137.43942),(73 138.38173),(74 138.05264),(75 140.52255),(76 139.9067),(77 140.90015),(78 140.90967),(79 140.60988),
(1 45.857483),(2 62.492382),(3 73.253456),(4 81.27953),(5 87.085655),(6 93.07462),(7 97.6933),(8 100.4197),(9 105.0241),(10 108.4271),(11 110.2636),(12 111.750404),(13 113.04143),(14 115.280914),(15 117.557915),(16 117.57839),(17 119.291016),(18 119.476944),(19 120.28641),(20 120.862465),(21 122.86167),(22 123.50615),(23 124.747986),(24 125.40065),(25 128.40646),(26 127.82089),(27 130.43488),(28 130.25865),(29 132.24756),(30 131.61082),(31 132.87509),(32 132.91838),(33 133.13191),(34 133.99106),(35 134.8535),(36 135.92053),(37 135.32207),(38 135.788),(39 135.14757),(40 136.10983),(41 135.12727),(42 135.72267),(43 134.63916),(44 135.57663),(45 134.31575),(46 135.22403),(47 134.67497),(48 135.31174),(49 134.67128),(50 133.39336),(51 134.30832),(52 134.54366),(53 133.38062),(54 133.22214),(55 133.39787),(56 133.90494),(57 134.47446),(58 133.58907),(59 133.10445),(60 133.65094),(61 134.50294),(62 134.50575),(63 134.29338),(64 134.68335),(65 135.70866),(66 135.83365),(67 135.6822),(68 136.0188),(69 136.71368),(70 136.98286),(71 137.97539),(72 137.73589),(73 138.2742),(74 140.2811),(75 139.69128),(76 138.80847),(77 138.8786),(78 139.30675),(79 140.29935),
(1 45.738094),(2 62.362972),(3 73.18125),(4 81.377945),(5 87.57627),(6 93.21238),(7 98.1938),(8 100.8427),(9 103.85509),(10 106.40775),(11 108.68963),(12 110.970505),(13 113.40995),(14 115.69096),(15 118.22458),(16 119.91418),(17 123.45867),(18 124.51239),(19 128.47588),(20 129.83606),(21 130.95284),(22 130.35738),(23 132.22899),(24 133.64163),(25 135.16777),(26 135.49313),(27 137.64166),(28 138.09773),(29 137.93993),(30 138.18149),(31 137.92479),(32 137.83502),(33 138.47974),(34 139.22128),(35 140.39899),(36 140.49005),(37 142.15814),(38 143.27348),(39 141.94737),(40 142.07635),(41 140.65196),(42 141.75899),(43 142.13078),(44 143.38503),(45 145.42722),(46 145.11867),(47 144.30125),(48 143.95488),(49 143.87845),(50 142.91652),(51 143.4246),(52 143.55052),(53 141.85863),(54 141.45558),(55 139.82828),(56 137.12),(57 137.38692),(58 136.6592),(59 136.34471),(60 134.32248),(61 135.23248),(62 135.33797),(63 135.39545),(64 135.37393),(65 134.94797),(66 134.47102),(67 134.80132),(68 135.1082),(69 136.39938),(70 137.11397),(71 136.76137),(72 136.38034),(73 137.0393),(74 137.13257),(75 138.32016),(76 137.92867),(77 138.3941),(78 138.8304),(79 138.7874),
