1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 38613.293),(2 107911.94),(3 187468.89),(4 308395.53),(5 498339.16),(6 711900.06),(7 972297.2),(8 1258811.5),(9 1576523.9),(10 1900964.6),(11 2222478.3),(12 2544568.8),(13 2866854),(14 3209624.3),(15 3582225),(16 3946896),(17 4333499.5),(18 4723541.5),(19 5118916),(20 5506495.5),(21 5906118),(22 6295874),(23 6771116.5),(24 7212258.5),(25 7863526),(26 8280273.5),(27 8683020),(28 9072229),(29 9461903),(30 9886278),(31 10442229),(32 11377747),(33 12093589),(34 12851437),(35 13569571),(36 14283823),(37 15026911),(38 15809365),(39 16542428),(40 17159686),(41 17807274),(42 18462422),(43 19050938),(44 19673074),(45 20274168),(46 20718394),(47 21589174),(48 22227806),(49 22849634),(50 23530536),(51 24179906),(52 24697562),(53 25050738),(54 25413918),(55 25699570),(56 25978094),(57 26198576),(58 26529146),(59 26856986),(60 27065280),(61 27290040),(62 27595690),(63 27859830),(64 28203458),(65 28531962),(66 28817304),(67 29133286),(68 29403974),(69 29958464),(70 30359192),(71 30774182),(72 31209280),(73 31587632),(74 32036070),(75 32509416),(76 33044102),(77 33689950),(78 34408124),(79 35121532),
(1 47.359276),(2 55.105633),(3 59.989433),(4 62.8966),(5 64.66243),(6 66.155846),(7 67.589874),(8 67.9375),(9 68.6717),(10 69.207245),(11 69.30654),(12 69.854836),(13 70.629135),(14 70.61179),(15 70.81241),(16 70.988884),(17 70.92879),(18 71.499535),(19 71.23751),(20 71.09638),(21 70.7496),(22 71.370094),(23 71.5953),(24 71.21555),(25 71.2617),(26 70.893005),(27 69.8996),(28 69.83386),(29 70.08424),(30 70.13301),(31 71.08815),(32 71.72099),(33 72.074005),(34 72.0239),(35 72.06606),(36 71.910065),(37 72.197464),(38 72.25442),(39 72.27999),(40 72.010086),(41 73.040306),(42 72.039955),(43 71.69423),(44 71.524025),(45 71.1054),(46 71.40761),(47 71.97726),(48 72.6649),(49 72.31982),(50 72.7539),(51 72.86972),(52 72.94635),(53 73.7599),(54 73.4797),(55 73.14315),(56 72.811134),(57 73.03632),(58 72.86686),(59 72.96089),(60 72.903595),(61 72.69443),(62 73.507),(63 73.74618),(64 72.96367),(65 73.44204),(66 74.065605),(67 74.097755),(68 74.031044),(69 74.48956),(70 74.55131),(71 74.42939),(72 74.04106),(73 74.54221),(74 75.19828),(75 75.920715),(76 75.10782),(77 75.93782),(78 76.295815),(79 75.8805),
(1 46.289303),(2 54.95067),(3 59.883667),(4 62.339264),(5 64.86689),(6 65.91098),(7 67.8684),(8 67.74445),(9 67.85817),(10 69.12527),(11 68.392296),(12 69.43034),(13 70.326035),(14 70.87609),(15 70.98209),(16 70.907845),(17 70.09607),(18 70.414474),(19 70.40923),(20 70.495995),(21 69.99867),(22 70.81833),(23 70.395195),(24 70.04371),(25 70.031006),(26 69.796486),(27 69.48106),(28 69.1462),(29 69.26504),(30 69.09605),(31 69.44822),(32 70.82234),(33 71.1863),(34 71.68882),(35 71.22133),(36 70.72525),(37 70.84348),(38 71.1477),(39 70.96714),(40 70.873924),(41 72.06616),(42 71.60837),(43 71.42237),(44 71.71305),(45 71.82213),(46 72.80831),(47 72.59095),(48 73.02764),(49 72.024345),(50 72.80607),(51 72.08685),(52 72.111946),(53 72.361664),(54 72.65329),(55 72.25011),(56 72.45223),(57 72.33003),(58 72.13485),(59 72.23574),(60 71.796684),(61 71.41106),(62 71.7297),(63 72.783104),(64 72.06132),(65 72.09747),(66 71.69615),(67 71.80673),(68 72.14792),(69 72.7773),(70 72.682526),(71 73.29571),(72 73.06638),(73 73.04435),(74 73.52037),(75 73.94908),(76 73.83849),(77 74.71489),(78 75.04676),(79 74.72954),
(1 45.6693),(2 54.790802),(3 59.134186),(4 61.787334),(5 63.171658),(6 65.041824),(7 67.20431),(8 66.98848),(9 68.21508),(10 69.18228),(11 68.69949),(12 69.81306),(13 70.49995),(14 70.617424),(15 71.28751),(16 71.00975),(17 70.31077),(18 70.725136),(19 70.761185),(20 70.927956),(21 71.36776),(22 71.88746),(23 71.319725),(24 70.72931),(25 70.24084),(26 70.06186),(27 70.132835),(28 70.04506),(29 69.66276),(30 69.52707),(31 69.30519),(32 70.293816),(33 70.45731),(34 69.92743),(35 69.94706),(36 69.95318),(37 70.06548),(38 70.46817),(39 69.993835),(40 70.24518),(41 70.714386),(42 70.68804),(43 70.639786),(44 70.40492),(45 70.77145),(46 70.96141),(47 71.17997),(48 71.3638),(49 71.47543),(50 72.11744),(51 72.57673),(52 72.60473),(53 71.966286),(54 71.86572),(55 71.26679),(56 71.35097),(57 71.97708),(58 71.37228),(59 71.552),(60 71.74971),(61 70.784904),(62 71.15072),(63 71.6461),(64 71.357155),(65 71.94467),(66 71.57071),(67 71.178986),(68 71.09957),(69 72.30168),(70 72.6614),(71 72.63594),(72 72.61853),(73 73.221954),(74 73.52175),(75 73.89914),(76 72.97607),(77 74.802216),(78 74.34722),(79 73.79461),
(1 45.59339),(2 54.331753),(3 58.447445),(4 61.454956),(5 63.44133),(6 64.43173),(7 66.216805),(8 66.57916),(9 66.98517),(10 67.34983),(11 67.511444),(12 68.19738),(13 68.9156),(14 68.82209),(15 68.716354),(16 68.64404),(17 68.30395),(18 67.84947),(19 67.87314),(20 68.218155),(21 68.68014),(22 69.32917),(23 69.14051),(24 68.934265),(25 69.709915),(26 68.8877),(27 68.18008),(28 68.80207),(29 68.72898),(30 68.97388),(31 68.967026),(32 69.78559),(33 69.59973),(34 70.174904),(35 70.42863),(36 70.15055),(37 70.302635),(38 70.72293),(39 70.52909),(40 70.11797),(41 70.03167),(42 69.5673),(43 69.266624),(44 69.47152),(45 69.14615),(46 69.210396),(47 69.47753),(48 69.20646),(49 69.64371),(50 70.33452),(51 70.32961),(52 69.802345),(53 69.85728),(54 70.4691),(55 70.49375),(56 70.132996),(57 70.6858),(58 70.2857),(59 70.35555),(60 69.7817),(61 69.659645),(62 70.5327),(63 71.11361),(64 70.94625),(65 71.59328),(66 71.75838),(67 71.54046),(68 71.7744),(69 72.1838),(70 72.236885),(71 72.934906),(72 73.28527),(73 72.713455),(74 72.87695),(75 72.89429),(76 73.08245),(77 74.08734),(78 74.31041),(79 74.1985),
(1 45.962185),(2 54.568882),(3 58.603947),(4 61.717846),(5 63.66755),(6 64.58846),(7 65.64689),(8 66.6259),(9 67.30987),(10 67.6509),(11 68.187546),(12 69.16445),(13 69.425644),(14 69.840195),(15 69.46675),(16 69.36709),(17 69.28303),(18 68.56322),(19 69.06868),(20 68.98631),(21 69.173615),(22 69.53529),(23 69.44824),(24 68.37212),(25 69.12927),(26 68.49031),(27 68.936),(28 69.40302),(29 68.54808),(30 67.99023),(31 68.337204),(32 69.1701),(33 68.81357),(34 69.28929),(35 68.94211),(36 68.876465),(37 69.83244),(38 69.75503),(39 68.78955),(40 69.60611),(41 69.58652),(42 69.43695),(43 69.169266),(44 69.01466),(45 69.009514),(46 69.0478),(47 69.57825),(48 69.440544),(49 69.06164),(50 69.184235),(51 69.88316),(52 69.825264),(53 69.849144),(54 69.30261),(55 69.173035),(56 69.47739),(57 69.756035),(58 69.286995),(59 69.3872),(60 68.771614),(61 68.44821),(62 68.937325),(63 69.593666),(64 69.08064),(65 69.72672),(66 69.49588),(67 70.17469),(68 69.94324),(69 70.81985),(70 70.67003),(71 71.38482),(72 71.65104),(73 71.64193),(74 71.935005),(75 72.50108),(76 72.70529),(77 72.7358),(78 72.638664),(79 72.849655),
(1 45.818752),(2 54.275974),(3 58.35054),(4 62.76005),(5 63.92601),(6 65.38875),(7 66.39043),(8 66.83249),(9 67.073784),(10 67.662674),(11 68.03768),(12 68.70145),(13 69.31335),(14 69.5609),(15 69.930855),(16 69.535965),(17 69.48431),(18 69.13508),(19 69.79352),(20 69.71423),(21 69.58192),(22 70.43538),(23 70.42687),(24 69.44763),(25 69.96805),(26 69.86537),(27 69.77992),(28 69.35792),(29 69.406075),(30 68.860596),(31 69.68833),(32 69.92258),(33 69.75742),(34 70.19247),(35 71.03532),(36 71.35407),(37 72.256134),(38 72.32599),(39 72.242325),(40 71.420006),(41 71.86565),(42 71.8847),(43 71.378),(44 71.68004),(45 71.588486),(46 71.81457),(47 71.99884),(48 72.559395),(49 71.599434),(50 72.78808),(51 72.73035),(52 72.850204),(53 73.0223),(54 72.61461),(55 72.67893),(56 72.46954),(57 72.86127),(58 72.30589),(59 72.71044),(60 72.97416),(61 73.03108),(62 73.37773),(63 73.37539),(64 73.12143),(65 73.215034),(66 73.4457),(67 73.3928),(68 73.417854),(69 73.22417),(70 72.88639),(71 73.28371),(72 73.821976),(73 73.52477),(74 73.770836),(75 73.839066),(76 74.10961),(77 73.70266),(78 74.08795),(79 73.7103),
(1 45.393215),(2 53.49473),(3 57.03196),(4 61.08274),(5 62.9537),(6 64.26782),(7 65.15582),(8 65.652954),(9 66.70572),(10 66.72823),(11 67.41191),(12 67.455864),(13 69.002464),(14 68.59193),(15 68.59201),(16 68.5856),(17 68.81605),(18 69.30782),(19 68.75963),(20 69.04656),(21 68.84516),(22 69.35377),(23 69.05171),(24 68.3542),(25 68.91874),(26 69.05804),(27 68.775696),(28 68.4347),(29 67.95521),(30 68.15195),(31 68.2288),(32 69.37953),(33 69.38582),(34 69.23059),(35 68.92821),(36 69.80887),(37 70.02867),(38 70.03969),(39 69.7386),(40 69.607475),(41 69.9922),(42 69.495705),(43 69.773094),(44 69.4565),(45 69.39193),(46 69.85589),(47 69.76009),(48 70.252045),(49 69.7062),(50 70.945175),(51 71.04749),(52 70.638435),(53 71.20719),(54 70.60307),(55 70.91398),(56 70.74608),(57 70.44596),(58 69.515976),(59 69.983795),(60 70.42187),(61 70.28189),(62 70.46744),(63 70.50679),(64 70.579605),(65 71.22599),(66 70.86736),(67 71.02616),(68 70.92631),(69 72.02963),(70 71.58327),(71 72.02775),(72 72.23492),(73 72.480385),(74 73.204895),(75 73.51597),(76 73.14659),(77 73.53397),(78 73.702324),(79 73.79778),
(1 44.680664),(2 53.294044),(3 57.04005),(4 60.738853),(5 62.72521),(6 64.44388),(7 65.288864),(8 65.67397),(9 66.67515),(10 67.06103),(11 66.87329),(12 68.08597),(13 68.43983),(14 68.86517),(15 69.14632),(16 68.90726),(17 68.82036),(18 68.58298),(19 68.88131),(20 68.88647),(21 68.71938),(22 69.50733),(23 69.097115),(24 69.00726),(25 69.61182),(26 69.82645),(27 69.18572),(28 68.71874),(29 69.001076),(30 68.60963),(31 68.52362),(32 68.72835),(33 68.6286),(34 68.79212),(35 69.01372),(36 69.779236),(37 69.976776),(38 70.40324),(39 69.8515),(40 69.94388),(41 70.11245),(42 70.42938),(43 70.93768),(44 70.32157),(45 70.5656),(46 69.98958),(47 70.12199),(48 70.048325),(49 69.915665),(50 70.34557),(51 70.171394),(52 69.8606),(53 69.46938),(54 69.726395),(55 68.76958),(56 68.76432),(57 69.00576),(58 69.43034),(59 69.71743),(60 68.98092),(61 68.72833),(62 68.770805),(63 68.843895),(64 69.30799),(65 69.70683),(66 69.66153),(67 69.78019),(68 69.532845),(69 70.34381),(70 71.06641),(71 70.965866),(72 71.412994),(73 70.93663),(74 71.10677),(75 72.07573),(76 71.908),(77 72.84166),(78 72.81928),(79 72.44914),
(1 44.458187),(2 52.415504),(3 56.16324),(4 60.425156),(5 62.08433),(6 63.57972),(7 64.89004),(8 65.06708),(9 64.912056),(10 65.59796),(11 65.28887),(12 65.691765),(13 66.6711),(14 67.12228),(15 67.22461),(16 67.33009),(17 67.37832),(18 66.5448),(19 67.43875),(20 67.31647),(21 67.14151),(22 67.87417),(23 67.45666),(24 67.16968),(25 67.66243),(26 67.10718),(27 66.36),(28 66.5053),(29 66.24175),(30 66.36967),(31 66.66356),(32 67.633415),(33 67.86538),(34 68.13745),(35 68.93038),(36 68.74482),(37 69.28394),(38 69.48072),(39 69.306755),(40 70.11682),(41 69.93406),(42 69.79702),(43 69.783226),(44 69.54535),(45 69.09704),(46 68.87972),(47 69.734665),(48 69.843056),(49 69.57696),(50 69.78605),(51 69.867355),(52 69.74012),(53 70.126816),(54 69.08028),(55 69.57497),(56 69.1191),(57 69.431274),(58 68.85602),(59 68.474075),(60 68.3342),(61 67.96127),(62 68.120224),(63 68.66194),(64 68.51452),(65 68.72295),(66 68.897896),(67 69.19595),(68 68.55719),(69 69.01386),(70 69.791885),(71 69.661865),(72 69.83905),(73 70.44224),(74 70.62704),(75 70.80304),(76 70.5232),(77 71.35539),(78 71.29629),(79 70.99542),
(1 44.914234),(2 52.716858),(3 56.45248),(4 61.010944),(5 61.947384),(6 63.77262),(7 64.55386),(8 64.65316),(9 65.217926),(10 65.65623),(11 65.865906),(12 66.727165),(13 68.19259),(14 68.5905),(15 68.92719),(16 68.542145),(17 68.56814),(18 68.3059),(19 68.95306),(20 68.64906),(21 68.01861),(22 68.6009),(23 68.49735),(24 67.78529),(25 68.69565),(26 68.19804),(27 67.286606),(28 67.29745),(29 66.79171),(30 67.00938),(31 67.82612),(32 68.36338),(33 68.94479),(34 68.52771),(35 68.83887),(36 68.282845),(37 68.641945),(38 69.27513),(39 68.848114),(40 69.2215),(41 69.59467),(42 69.59989),(43 69.52632),(44 69.184814),(45 68.87641),(46 69.31125),(47 69.31324),(48 69.61276),(49 69.403435),(50 70.20284),(51 70.23425),(52 69.85898),(53 71.0532),(54 70.799225),(55 70.58305),(56 70.02428),(57 70.57138),(58 70.47887),(59 71.10821),(60 71.10141),(61 70.374374),(62 70.20263),(63 71.042694),(64 70.765526),(65 70.748184),(66 71.04203),(67 70.462204),(68 70.91591),(69 71.11669),(70 71.0278),(71 71.18684),(72 71.57994),(73 71.37622),(74 71.43922),(75 72.25745),(76 71.80797),(77 73.48666),(78 73.631676),(79 72.97977),
(1 43.700054),(2 52.096603),(3 56.38924),(4 60.073338),(5 61.696213),(6 63.338593),(7 64.3302),(8 64.321075),(9 64.91503),(10 65.33092),(11 65.37243),(12 66.56965),(13 67.55155),(14 67.24595),(15 67.4124),(16 66.77854),(17 67.113976),(18 67.3809),(19 67.09674),(20 67.28231),(21 67.392456),(22 68.21817),(23 68.42377),(24 67.59035),(25 68.07159),(26 67.22344),(27 67.00269),(28 67.1786),(29 66.876015),(30 67.03157),(31 68.006325),(32 67.5248),(33 67.81733),(34 68.138214),(35 68.05392),(36 67.84487),(37 68.36077),(38 68.38379),(39 67.89219),(40 67.75057),(41 67.89347),(42 67.912994),(43 67.55792),(44 68.00898),(45 68.153244),(46 67.23667),(47 67.84578),(48 68.66189),(49 68.09975),(50 68.83564),(51 68.03705),(52 68.76266),(53 69.02501),(54 68.88347),(55 68.49345),(56 68.6759),(57 68.371605),(58 68.280014),(59 68.32363),(60 68.10843),(61 68.317825),(62 67.94299),(63 68.48615),(64 69.10337),(65 69.475555),(66 69.350975),(67 69.37692),(68 69.56795),(69 69.69206),(70 70.19605),(71 70.5532),(72 70.69957),(73 71.40381),(74 71.119194),(75 71.74595),(76 71.6704),(77 71.960655),(78 72.25997),(79 72.48327),
(1 43.88661),(2 52.043118),(3 56.1568),(4 60.226467),(5 61.929005),(6 62.57332),(7 63.34855),(8 63.467503),(9 64.52347),(10 65.01508),(11 65.37499),(12 65.91688),(13 67.38259),(14 66.82968),(15 67.04236),(16 66.754364),(17 67.02798),(18 67.986404),(19 68.17739),(20 68.25283),(21 68.5303),(22 68.542656),(23 68.3263),(24 67.824135),(25 68.01879),(26 67.270035),(27 67.5928),(28 67.689926),(29 67.51043),(30 67.798615),(31 67.46064),(32 67.500435),(33 68.086624),(34 68.23405),(35 68.73955),(36 68.79136),(37 69.12387),(38 69.52532),(39 69.025955),(40 69.49311),(41 69.67019),(42 69.56854),(43 69.06321),(44 68.97714),(45 68.31712),(46 68.36072),(47 69.23818),(48 69.14283),(49 69.09104),(50 70.08797),(51 69.66179),(52 69.81959),(53 69.39524),(54 69.44581),(55 69.47777),(56 69.23327),(57 69.547485),(58 69.12986),(59 69.05571),(60 68.51958),(61 67.864235),(62 68.58808),(63 68.23739),(64 67.713425),(65 68.038284),(66 67.93264),(67 67.813736),(68 68.38978),(69 68.26384),(70 68.37452),(71 68.49422),(72 68.93254),(73 68.8551),(74 69.17634),(75 69.04735),(76 69.78365),(77 70.68238),(78 70.7489),(79 69.95488),
(1 43.89641),(2 51.290066),(3 55.71554),(4 59.838837),(5 61.989807),(6 62.647724),(7 63.990627),(8 64.85272),(9 65.393425),(10 65.08672),(11 65.37533),(12 66.321785),(13 66.586235),(14 66.56056),(15 66.620865),(16 66.30486),(17 66.375916),(18 66.25736),(19 66.66997),(20 66.17596),(21 66.67884),(22 66.50173),(23 66.66184),(24 66.46936),(25 66.86919),(26 66.96178),(27 66.28412),(28 66.31819),(29 65.89622),(30 65.73339),(31 66.14846),(32 66.99868),(33 67.86671),(34 67.93395),(35 68.33262),(36 67.90034),(37 68.35107),(38 68.62743),(39 68.17577),(40 67.48261),(41 68.259674),(42 68.16103),(43 68.60584),(44 68.751945),(45 68.659195),(46 69.21611),(47 68.76601),(48 68.697556),(49 69.16466),(50 69.523796),(51 70.27281),(52 70.36221),(53 69.77926),(54 69.66691),(55 68.80615),(56 69.53879),(57 69.11431),(58 69.04418),(59 69.83647),(60 69.00275),(61 68.737076),(62 68.80403),(63 68.94537),(64 68.623055),(65 69.05263),(66 68.988594),(67 68.93201),(68 69.61512),(69 69.46252),(70 69.82757),(71 70.415855),(72 70.41057),(73 70.50378),(74 70.233185),(75 70.31416),(76 70.557846),(77 70.76221),(78 70.821014),(79 70.77559),
(1 42.529552),(2 50.457493),(3 54.738544),(4 58.66143),(5 60.06492),(6 61.09859),(7 62.58919),(8 62.698616),(9 63.00488),(10 63.38771),(11 64.2601),(12 64.40049),(13 65.29247),(14 65.244606),(15 65.57769),(16 65.452774),(17 65.28546),(18 65.0628),(19 65.14252),(20 65.46542),(21 65.314575),(22 65.57502),(23 66.44575),(24 66.06358),(25 66.61569),(26 65.83641),(27 65.86411),(28 65.97298),(29 64.71566),(30 65.08925),(31 65.03657),(32 65.47038),(33 66.070015),(34 65.93338),(35 66.328606),(36 66.241455),(37 66.37435),(38 65.72545),(39 65.74998),(40 65.73136),(41 66.196304),(42 66.50517),(43 66.30507),(44 66.35526),(45 66.43832),(46 66.5741),(47 66.384026),(48 66.706726),(49 66.76345),(50 66.98084),(51 67.14411),(52 67.463234),(53 67.219185),(54 66.80809),(55 66.820984),(56 67.25722),(57 67.084404),(58 67.365685),(59 67.47998),(60 67.30568),(61 67.01606),(62 67.05845),(63 67.275925),(64 67.210495),(65 66.93596),(66 67.27904),(67 66.36552),(68 66.975945),(69 67.10548),(70 67.001686),(71 66.99684),(72 67.39131),(73 67.60079),(74 67.61295),(75 68.30311),(76 68.906136),(77 69.347115),(78 69.46292),(79 69.497665),
(1 42.818607),(2 51.098255),(3 54.73164),(4 58.87996),(5 61.281925),(6 61.942135),(7 63.893005),(8 63.587265),(9 64.42815),(10 65.09304),(11 65.31057),(12 65.70832),(13 67.24277),(14 67.54328),(15 66.716934),(16 66.967155),(17 67.201355),(18 67.12565),(19 67.755035),(20 67.98507),(21 67.84046),(22 67.9524),(23 67.48037),(24 66.80658),(25 67.36878),(26 66.87657),(27 66.558334),(28 66.43069),(29 66.14369),(30 66.6051),(31 66.92225),(32 67.48976),(33 67.79554),(34 67.84417),(35 67.87774),(36 67.96235),(37 67.91213),(38 68.305016),(39 67.983025),(40 68.306885),(41 68.293594),(42 68.13938),(43 68.33987),(44 68.65981),(45 68.42408),(46 68.18727),(47 69.22536),(48 69.112755),(49 69.2122),(50 69.66805),(51 69.439735),(52 69.4045),(53 69.611374),(54 69.149895),(55 69.124344),(56 69.0918),(57 68.62951),(58 68.27326),(59 68.769485),(60 68.393814),(61 67.92339),(62 68.10023),(63 68.381325),(64 67.27393),(65 68.11717),(66 68.52144),(67 68.53937),(68 68.98641),(69 68.74794),(70 69.22475),(71 70.08206),(72 70.15101),(73 70.11557),(74 69.828835),(75 69.92598),(76 69.893616),(77 70.51652),(78 71.365746),(79 70.465416),
(1 42.163418),(2 49.30716),(3 53.551662),(4 57.37578),(5 59.559555),(6 60.899147),(7 62.482975),(8 63.158047),(9 63.413853),(10 64.454285),(11 64.1056),(12 64.91037),(13 65.624596),(14 65.67617),(15 66.17262),(16 66.4208),(17 66.23641),(18 66.057915),(19 66.72495),(20 66.305244),(21 66.28903),(22 66.548645),(23 66.39884),(24 66.20977),(25 65.842865),(26 65.559235),(27 65.34937),(28 65.81363),(29 65.696045),(30 65.75994),(31 65.96902),(32 66.58724),(33 66.530846),(34 66.61449),(35 67.22906),(36 67.29624),(37 66.935684),(38 66.37434),(39 67.041466),(40 67.0262),(41 67.227486),(42 67.24378),(43 66.84949),(44 67.36399),(45 67.234344),(46 67.24631),(47 67.166084),(48 67.31705),(49 67.480675),(50 68.24814),(51 67.7997),(52 68.0442),(53 67.86179),(54 67.40215),(55 67.66691),(56 67.8948),(57 68.345436),(58 68.08293),(59 68.23116),(60 67.54488),(61 67.30505),(62 67.239586),(63 67.3809),(64 67.25204),(65 67.732864),(66 67.64899),(67 67.501205),(68 67.36682),(69 67.716225),(70 67.71996),(71 68.63306),(72 68.222466),(73 68.04032),(74 68.40464),(75 69.04355),(76 68.944084),(77 69.41382),(78 69.80416),(79 69.742516),
(1 42.16877),(2 50.468765),(3 55.230072),(4 59.178192),(5 60.655586),(6 61.444954),(7 63.42802),(8 63.486897),(9 63.57128),(10 64.32573),(11 64.52756),(12 65.603035),(13 66.33151),(14 66.14432),(15 66.33115),(16 66.23322),(17 65.8209),(18 65.408394),(19 66.04715),(20 66.563644),(21 66.600655),(22 67.115944),(23 67.55348),(24 66.78711),(25 66.54009),(26 65.99981),(27 66.70308),(28 66.200645),(29 65.68657),(30 65.73194),(31 65.994194),(32 67.09748),(33 67.39871),(34 67.02404),(35 67.178215),(36 67.53689),(37 67.991745),(38 68.4526),(39 68.12532),(40 68.40352),(41 68.65573),(42 68.65195),(43 68.57812),(44 67.92205),(45 68.04391),(46 68.03357),(47 68.82124),(48 68.91277),(49 69.13754),(50 69.20874),(51 69.89513),(52 69.79047),(53 70.01707),(54 69.287605),(55 69.28924),(56 69.21525),(57 69.24458),(58 68.72756),(59 69.527016),(60 68.5257),(61 68.23622),(62 68.0526),(63 68.62039),(64 68.09943),(65 68.27748),(66 67.9837),(67 68.47067),(68 69.01718),(69 69.89228),(70 69.536804),(71 69.57834),(72 69.29513),(73 69.07168),(74 69.05709),(75 70.10911),(76 70.29301),(77 71.00528),(78 71.31338),(79 71.35256),
(1 41.86514),(2 50.583565),(3 54.611206),(4 58.252632),(5 60.805748),(6 61.24645),(7 62.9921),(8 63.274513),(9 63.8945),(10 63.772156),(11 63.918747),(12 64.38673),(13 65.27691),(14 65.31928),(15 65.71727),(16 65.501625),(17 65.12873),(18 64.71451),(19 64.84259),(20 64.973045),(21 64.75016),(22 64.837135),(23 64.05968),(24 63.59952),(25 64.124954),(26 63.319016),(27 63.402973),(28 62.984955),(29 63.50888),(30 63.831837),(31 64.18385),(32 64.77009),(33 64.92322),(34 65.30093),(35 65.27205),(36 65.00758),(37 64.7817),(38 65.18295),(39 64.36065),(40 65.09204),(41 65.11487),(42 64.66101),(43 65.40657),(44 65.467445),(45 65.28171),(46 65.61982),(47 66.56999),(48 66.713264),(49 66.19839),(50 66.84683),(51 66.66958),(52 66.935875),(53 67.20177),(54 66.51458),(55 66.32718),(56 66.434906),(57 65.9239),(58 66.08646),(59 66.737724),(60 66.27739),(61 65.45679),(62 66.15322),(63 65.35576),(64 65.26539),(65 65.64559),(66 65.522964),(67 65.58356),(68 66.31025),(69 66.469444),(70 66.47174),(71 66.9715),(72 67.05296),(73 67.17302),(74 67.2644),(75 67.757614),(76 67.81258),(77 68.68832),(78 69.33372),(79 69.62946),
