1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 100.842674),(2 122.40363),(3 135.44287),(4 146.72974),(5 153.28662),(6 158.2382),(7 163.0786),(8 165.43024),(9 169.64342),(10 170.59877),(11 169.55692),(12 173.73166),(13 173.21399),(14 176.31921),(15 177.89229),(16 179.2494),(17 178.96863),(18 178.6736),(19 178.47742),(20 179.49216),(21 180.78665),(22 181.46701),(23 183.04396),(24 181.0517),(25 181.31764),(26 181.29924),(27 183.62158),(28 183.8911),(29 184.93637),(30 185.19621),(31 188.73439),(32 190.11343),(33 190.86905),(34 191.67516),(35 195.16173),(36 196.03255),(37 195.40916),(38 197.27647),(39 198.11624),(40 201.87077),(41 201.93846),(42 203.71811),(43 203.86009),(44 202.85774),(45 203.83488),(46 204.29094),(47 205.11426),(48 204.98222),(49 204.66281),(50 205.41365),(51 205.74026),(52 206.03548),(53 205.36456),(54 206.89815),(55 207.6836),(56 209.86488),(57 212.91911),(58 216.66716),(59 219.28639),(60 220.71358),(61 221.95222),(62 223.44824),(63 223.69057),(64 222.18735),(65 218.52864),(66 219.75368),(67 218.96507),(68 219.8955),(69 220.08725),(70 220.35538),(71 221.0835),(72 223.01178),(73 222.86594),(74 225.66263),(75 225.9082),(76 225.1571),(77 224.30887),(78 223.82251),(79 223.84105),
(1 103.16132),(2 125.80823),(3 140.95035),(4 154.38982),(5 162.38008),(6 172.87527),(7 178.59041),(8 182.84283),(9 186.34943),(10 188.35004),(11 187.55606),(12 190.5996),(13 189.46848),(14 187.96895),(15 188.01712),(16 187.46648),(17 187.11295),(18 186.74565),(19 185.06487),(20 186.44482),(21 186.80896),(22 189.35503),(23 191.08943),(24 192.51587),(25 191.76155),(26 192.60637),(27 194.50072),(28 196.47662),(29 196.82729),(30 198.20412),(31 201.37556),(32 203.19487),(33 204.40764),(34 205.36592),(35 209.72716),(36 209.63754),(37 211.35133),(38 211.39165),(39 214.64902),(40 217.33055),(41 219.23003),(42 220.8178),(43 221.73717),(44 221.18983),(45 220.5685),(46 222.53343),(47 222.43507),(48 219.17807),(49 219.34163),(50 220.21056),(51 220.32663),(52 220.22432),(53 220.23691),(54 219.7197),(55 222.23872),(56 223.02438),(57 228.19313),(58 230.9509),(59 233.94942),(60 236.29028),(61 237.09987),(62 239.11798),(63 237.16864),(64 234.53168),(65 229.94878),(66 226.26755),(67 223.94756),(68 219.26357),(69 220.04715),(70 217.8942),(71 216.41425),(72 217.27798),(73 218.43188),(74 219.00339),(75 219.89038),(76 217.76303),(77 218.13371),(78 217.80576),(79 219.18478),
(1 100.93788),(2 123.49318),(3 136.46483),(4 149.22668),(5 159.13431),(6 167.55133),(7 173.79495),(8 178.20856),(9 181.19687),(10 182.4569),(11 181.58104),(12 185.56943),(13 185.092),(14 184.66945),(15 185.23466),(16 185.67363),(17 185.1788),(18 187.04774),(19 187.3904),(20 187.76585),(21 190.39368),(22 191.15308),(23 190.71886),(24 190.93092),(25 191.00015),(26 189.79906),(27 193.20383),(28 192.93852),(29 195.10117),(30 196.16902),(31 197.51898),(32 200.0883),(33 198.58614),(34 199.08382),(35 200.29335),(36 201.1283),(37 202.77304),(38 202.82013),(39 205.64305),(40 205.7684),(41 205.14928),(42 206.27264),(43 205.31552),(44 207.23343),(45 208.38696),(46 208.45201),(47 207.50723),(48 205.65067),(49 205.62737),(50 206.57698),(51 206.85904),(52 206.15565),(53 207.51569),(54 207.85843),(55 211.94984),(56 211.2879),(57 216.96135),(58 218.02956),(59 219.5049),(60 220.9337),(61 223.1199),(62 224.31569),(63 223.76161),(64 222.54984),(65 221.2777),(66 215.94638),(67 214.3749),(68 213.27652),(69 215.61946),(70 216.84813),(71 219.52274),(72 221.49309),(73 220.56432),(74 221.26793),(75 222.71144),(76 222.72348),(77 220.11118),(78 219.0422),(79 219.78915),
(1 99.7575),(2 123.744026),(3 135.43953),(4 147.52945),(5 155.69006),(6 165.20694),(7 168.8174),(8 172.96913),(9 176.97429),(10 178.16272),(11 178.39934),(12 181.75616),(13 182.47992),(14 183.58507),(15 183.82915),(16 182.54892),(17 181.97357),(18 182.76869),(19 182.05356),(20 182.42705),(21 184.85204),(22 186.18016),(23 186.89955),(24 188.24176),(25 188.72084),(26 190.06201),(27 191.7592),(28 191.59178),(29 192.71582),(30 193.73418),(31 194.61104),(32 195.86125),(33 195.52463),(34 195.99123),(35 197.50534),(36 199.04736),(37 200.2729),(38 202.88919),(39 205.41745),(40 206.39029),(41 205.65762),(42 209.96175),(43 208.514),(44 209.15244),(45 210.34721),(46 209.01857),(47 208.2393),(48 207.61751),(49 207.70584),(50 208.42873),(51 209.47995),(52 209.02338),(53 210.20564),(54 213.4473),(55 216.0663),(56 216.4878),(57 219.20103),(58 220.78804),(59 224.01372),(60 224.47588),(61 226.47993),(62 225.2433),(63 225.72462),(64 221.41978),(65 220.97597),(66 219.79205),(67 219.12552),(68 217.1961),(69 219.07011),(70 220.69966),(71 220.21848),(72 221.42947),(73 222.73923),(74 223.93),(75 224.1395),(76 222.50696),(77 220.70302),(78 219.80194),(79 218.96725),
(1 99.08508),(2 121.43419),(3 133.6454),(4 144.6858),(5 152.3611),(6 158.82399),(7 164.34454),(8 168.21793),(9 174.23051),(10 173.90994),(11 176.52948),(12 178.7082),(13 181.00156),(14 182.23018),(15 185.10292),(16 184.13457),(17 186.06142),(18 187.28377),(19 185.32056),(20 187.20018),(21 189.02385),(22 188.8808),(23 189.8728),(24 189.74608),(25 188.3051),(26 188.23631),(27 189.17809),(28 190.60036),(29 189.29785),(30 188.4512),(31 188.04547),(32 190.47964),(33 191.41838),(34 190.1177),(35 189.19394),(36 190.68657),(37 191.8394),(38 190.88286),(39 193.63895),(40 195.4595),(41 194.74403),(42 199.26021),(43 199.3682),(44 200.46504),(45 202.21355),(46 201.9761),(47 203.31058),(48 201.84177),(49 204.08249),(50 204.87085),(51 204.1903),(52 204.42648),(53 202.72029),(54 204.62003),(55 205.50868),(56 207.25209),(57 212.84938),(58 211.051),(59 212.51437),(60 212.14828),(61 214.03508),(62 213.0518),(63 211.85841),(64 210.30598),(65 210.11055),(66 208.71477),(67 209.40425),(68 208.03114),(69 206.24672),(70 204.98347),(71 205.74045),(72 206.95172),(73 205.18228),(74 205.00104),(75 206.27196),(76 207.08528),(77 206.73282),(78 205.42252),(79 205.09659),
(1 98.251595),(2 121.82515),(3 132.54308),(4 145.12985),(5 150.10928),(6 155.56743),(7 159.92023),(8 163.33646),(9 165.70831),(10 170.59367),(11 170.23204),(12 173.8503),(13 175.52582),(14 176.32645),(15 176.59882),(16 177.50812),(17 178.7539),(18 180.8347),(19 180.88069),(20 180.92014),(21 182.03802),(22 183.38512),(23 184.62793),(24 184.85103),(25 183.72148),(26 183.74857),(27 186.73283),(28 187.48128),(29 186.47614),(30 185.83209),(31 184.44957),(32 183.46),(33 183.65091),(34 184.35616),(35 183.94847),(36 184.04324),(37 185.21387),(38 187.671),(39 188.98332),(40 189.72966),(41 190.36632),(42 194.04704),(43 194.67274),(44 193.70909),(45 193.9166),(46 196.57925),(47 196.55551),(48 195.99985),(49 196.5237),(50 198.26987),(51 198.34029),(52 197.29614),(53 197.16936),(54 198.89046),(55 200.00163),(56 200.16216),(57 203.66843),(58 204.53983),(59 205.92621),(60 205.68596),(61 206.89558),(62 205.37018),(63 205.03488),(64 204.12907),(65 205.21848),(66 201.86186),(67 201.63295),(68 200.84384),(69 201.25935),(70 201.21602),(71 204.83191),(72 204.51472),(73 205.59634),(74 207.2663),(75 207.87167),(76 207.6614),(77 206.99994),(78 205.24785),(79 205.39856),
(1 98.18066),(2 121.86484),(3 134.62215),(4 147.40202),(5 154.60373),(6 161.02692),(7 167.06377),(8 170.6864),(9 172.65875),(10 176.04892),(11 176.35406),(12 179.86845),(13 180.52917),(14 180.97128),(15 180.9451),(16 181.30807),(17 181.66864),(18 183.48624),(19 184.17772),(20 184.23328),(21 186.72624),(22 188.1946),(23 187.95303),(24 188.41983),(25 188.18745),(26 187.00542),(27 189.53593),(28 188.33875),(29 188.2802),(30 189.3311),(31 190.77585),(32 191.96913),(33 193.49405),(34 193.33199),(35 194.20131),(36 194.56714),(37 194.43135),(38 195.4797),(39 195.89415),(40 196.57645),(41 197.53012),(42 200.69408),(43 200.69337),(44 202.12642),(45 202.09766),(46 202.7064),(47 204.55067),(48 204.15785),(49 204.82698),(50 205.31494),(51 207.345),(52 207.66682),(53 209.60905),(54 209.99316),(55 212.26167),(56 212.59932),(57 216.75558),(58 217.07552),(59 218.18886),(60 219.82558),(61 223.66542),(62 224.30132),(63 222.88708),(64 221.45964),(65 219.5687),(66 216.23262),(67 215.1435),(68 211.44032),(69 211.7389),(70 211.80208),(71 212.73459),(72 212.2589),(73 211.35397),(74 214.75923),(75 213.9013),(76 216.63683),(77 215.02718),(78 212.91328),(79 211.11113),
(1 98.85557),(2 121.65824),(3 130.41945),(4 140.33047),(5 148.45695),(6 154.34924),(7 159.9591),(8 162.22006),(9 166.76894),(10 170.21123),(11 172.74017),(12 175.96495),(13 177.2766),(14 178.4964),(15 179.8799),(16 180.6269),(17 183.21646),(18 180.57198),(19 179.85884),(20 180.16058),(21 182.38628),(22 183.46321),(23 184.93985),(24 184.47458),(25 185.11717),(26 186.22253),(27 187.36496),(28 187.20563),(29 187.36172),(30 186.30109),(31 186.2711),(32 186.82553),(33 188.93205),(34 188.98058),(35 187.60828),(36 187.91318),(37 188.47989),(38 189.16414),(39 190.15674),(40 193.36874),(41 194.52435),(42 199.64314),(43 201.07828),(44 199.2198),(45 201.11925),(46 200.69019),(47 201.69452),(48 201.49615),(49 201.6523),(50 202.06277),(51 204.86887),(52 203.32973),(53 202.61917),(54 201.53767),(55 201.70259),(56 201.45386),(57 205.20844),(58 205.95049),(59 207.19237),(60 206.55531),(61 207.9022),(62 208.7717),(63 207.96484),(64 206.84933),(65 206.97916),(66 205.12491),(67 203.48607),(68 201.98631),(69 201.60382),(70 201.58223),(71 200.37312),(72 200.75012),(73 197.66978),(74 199.15193),(75 199.53256),(76 200.43968),(77 202.24155),(78 201.07239),(79 201.4853),
(1 97.442245),(2 119.55341),(3 130.1449),(4 141.1272),(5 149.9515),(6 154.97827),(7 160.99728),(8 164.8663),(9 168.66537),(10 172.17189),(11 174.41241),(12 176.58226),(13 176.98276),(14 178.9864),(15 178.51718),(16 178.51271),(17 180.04498),(18 179.84265),(19 179.47986),(20 181.29993),(21 182.81541),(22 186.25151),(23 184.38597),(24 184.88542),(25 183.47427),(26 185.15347),(27 185.98012),(28 184.74652),(29 186.4486),(30 186.87285),(31 187.29338),(32 188.77153),(33 188.4566),(34 187.72096),(35 189.2671),(36 188.99513),(37 189.0375),(38 189.54187),(39 188.90039),(40 189.79901),(41 192.36113),(42 192.41411),(43 193.91913),(44 194.16885),(45 193.14676),(46 195.78142),(47 196.13974),(48 195.60384),(49 195.4639),(50 193.5396),(51 196.31107),(52 196.20424),(53 196.46368),(54 195.29494),(55 198.27484),(56 198.08304),(57 201.9575),(58 203.70317),(59 203.58354),(60 203.62416),(61 205.14362),(62 207.93716),(63 209.4734),(64 207.91508),(65 206.57944),(66 203.34776),(67 204.20618),(68 203.14091),(69 201.22784),(70 202.11345),(71 201.58131),(72 201.84993),(73 200.1393),(74 200.87563),(75 203.73256),(76 204.47177),(77 206.401),(78 204.41653),(79 202.82883),
(1 95.42432),(2 117.452324),(3 128.54008),(4 141.67628),(5 148.89873),(6 152.33119),(7 158.25581),(8 163.37215),(9 165.58414),(10 168.24648),(11 168.47195),(12 170.46333),(13 172.52393),(14 173.24669),(15 173.70908),(16 174.34721),(17 175.13725),(18 176.03217),(19 174.98953),(20 172.9982),(21 174.51028),(22 177.46),(23 175.53258),(24 175.40837),(25 175.01892),(26 174.49089),(27 178.0764),(28 177.8201),(29 179.18347),(30 178.92021),(31 180.40834),(32 180.23152),(33 180.33714),(34 180.65704),(35 182.42638),(36 183.06206),(37 184.77646),(38 184.83495),(39 184.75914),(40 184.37296),(41 186.43881),(42 190.16125),(43 191.75171),(44 193.21045),(45 194.23982),(46 196.65858),(47 197.40942),(48 197.86194),(49 200.62505),(50 198.7149),(51 199.81212),(52 201.87436),(53 201.65558),(54 202.60892),(55 202.59238),(56 201.58803),(57 205.29544),(58 205.18103),(59 206.4066),(60 206.96489),(61 208.19717),(62 209.83119),(63 211.01698),(64 211.67238),(65 209.3705),(66 210.48436),(67 210.16882),(68 210.22217),(69 207.8553),(70 207.82013),(71 207.7592),(72 206.99823),(73 207.38177),(74 209.0312),(75 210.14256),(76 208.3026),(77 207.40627),(78 206.38214),(79 206.52715),
(1 97.13791),(2 117.99791),(3 128.93884),(4 139.8934),(5 146.0957),(6 152.29158),(7 157.05437),(8 161.52534),(9 165.35428),(10 167.00496),(11 167.7388),(12 168.45677),(13 169.77856),(14 171.5875),(15 174.92964),(16 174.45749),(17 174.6932),(18 176.8922),(19 175.46419),(20 176.41678),(21 177.66435),(22 180.2286),(23 180.10141),(24 180.1615),(25 180.9722),(26 180.14575),(27 181.92746),(28 183.69711),(29 184.71579),(30 185.2934),(31 186.03175),(32 186.57289),(33 186.37538),(34 185.72325),(35 186.10568),(36 186.65651),(37 186.77568),(38 187.55045),(39 187.6111),(40 187.71442),(41 189.29716),(42 193.35574),(43 194.14801),(44 194.7779),(45 197.57515),(46 199.87599),(47 201.17317),(48 202.18533),(49 200.15549),(50 201.38266),(51 201.05074),(52 203.08018),(53 205.08263),(54 205.50093),(55 207.99103),(56 207.08018),(57 209.0122),(58 210.05229),(59 209.91078),(60 211.03621),(61 211.65239),(62 211.3136),(63 211.27373),(64 210.8265),(65 208.76486),(66 207.86853),(67 207.8895),(68 206.07422),(69 205.89156),(70 203.67082),(71 202.584),(72 201.7934),(73 201.79404),(74 202.06519),(75 202.01495),(76 200.70609),(77 201.69537),(78 201.55603),(79 200.46295),
(1 97.530785),(2 119.27095),(3 129.61667),(4 140.4094),(5 146.25833),(6 153.27742),(7 158.39977),(8 162.42828),(9 165.00783),(10 167.08289),(11 168.54437),(12 168.53699),(13 169.38924),(14 169.86067),(15 170.24918),(16 171.77858),(17 170.99226),(18 173.16402),(19 171.63057),(20 171.75522),(21 172.77586),(22 173.00133),(23 173.50264),(24 173.74242),(25 175.39813),(26 175.38686),(27 178.00731),(28 177.65718),(29 179.48297),(30 178.71294),(31 179.31348),(32 181.09116),(33 181.33156),(34 179.29584),(35 180.59116),(36 182.24684),(37 181.13257),(38 183.99754),(39 186.08743),(40 188.01353),(41 189.11409),(42 190.6725),(43 191.00423),(44 191.09499),(45 191.59853),(46 192.48857),(47 195.24506),(48 195.13702),(49 194.6192),(50 194.51295),(51 194.64014),(52 194.08456),(53 194.46913),(54 195.2034),(55 194.97406),(56 198.09914),(57 199.08847),(58 201.88734),(59 201.77373),(60 202.7912),(61 203.02502),(62 203.02477),(63 204.91867),(64 203.20438),(65 203.45934),(66 202.71973),(67 201.76628),(68 201.2244),(69 200.80794),(70 200.43936),(71 203.11356),(72 202.6612),(73 202.55107),(74 204.37022),(75 206.20323),(76 206.63025),(77 208.34406),(78 207.19034),(79 205.90233),
(1 93.171715),(2 114.91995),(3 124.7294),(4 134.4705),(5 142.85486),(6 149.43645),(7 155.19691),(8 159.3777),(9 161.72444),(10 162.42448),(11 164.14972),(12 166.71875),(13 169.16191),(14 169.98642),(15 172.13097),(16 174.49954),(17 174.13365),(18 174.55461),(19 175.46013),(20 173.08662),(21 174.02176),(22 174.41585),(23 173.76677),(24 174.36299),(25 175.53651),(26 174.76912),(27 176.90524),(28 175.60777),(29 177.62202),(30 178.34772),(31 179.49678),(32 179.13373),(33 180.8888),(34 180.26305),(35 180.28014),(36 181.93683),(37 182.59695),(38 182.80545),(39 186.3459),(40 188.47453),(41 187.78455),(42 191.05801),(43 193.68854),(44 196.19215),(45 197.55652),(46 197.5777),(47 200.3807),(48 200.96825),(49 201.72276),(50 202.0779),(51 202.78789),(52 201.99886),(53 203.08786),(54 202.37123),(55 204.2729),(56 203.63278),(57 206.3063),(58 207.57245),(59 209.70093),(60 209.69711),(61 210.85315),(62 213.31575),(63 212.31918),(64 210.3292),(65 208.56972),(66 208.4263),(67 208.62479),(68 206.09077),(69 205.08812),(70 204.5865),(71 203.78635),(72 204.94518),(73 205.14886),(74 205.53578),(75 207.51619),(76 208.24),(77 208.15446),(78 205.92046),(79 206.87518),
(1 92.78036),(2 113.62496),(3 125.75385),(4 135.3405),(5 141.57004),(6 148.81482),(7 153.00685),(8 158.76218),(9 162.05946),(10 166.002),(11 168.0544),(12 169.1539),(13 169.73897),(14 170.68484),(15 170.53004),(16 172.66927),(17 172.22551),(18 172.3621),(19 172.29744),(20 170.61194),(21 171.93095),(22 172.64934),(23 171.63924),(24 172.4274),(25 173.54417),(26 171.73978),(27 174.55739),(28 172.2823),(29 173.42032),(30 173.85974),(31 174.88512),(32 175.32805),(33 174.61127),(34 173.71692),(35 174.64359),(36 173.32002),(37 173.7333),(38 174.01889),(39 175.58139),(40 176.96326),(41 177.17502),(42 179.16203),(43 180.55463),(44 182.78677),(45 183.99426),(46 182.66704),(47 185.4323),(48 185.81796),(49 187.02087),(50 187.7883),(51 189.52333),(52 190.75653),(53 190.65224),(54 192.02585),(55 193.80829),(56 194.5747),(57 197.33813),(58 197.887),(59 200.72765),(60 202.72993),(61 200.89407),(62 201.98175),(63 202.28357),(64 201.60896),(65 198.27562),(66 197.16727),(67 195.5045),(68 193.2995),(69 192.10376),(70 191.10718),(71 192.50238),(72 194.00458),(73 191.31613),(74 193.89378),(75 194.54535),(76 195.5552),(77 197.13896),(78 195.75641),(79 193.84604),
(1 92.26375),(2 112.486305),(3 123.06214),(4 134.05087),(5 142.12625),(6 148.81725),(7 153.33495),(8 158.66446),(9 160.44173),(10 163.33984),(11 163.91454),(12 166.91426),(13 168.31668),(14 169.59067),(15 169.09703),(16 170.84319),(17 173.10168),(18 171.37085),(19 171.93614),(20 171.91628),(21 171.0835),(22 172.45566),(23 172.82477),(24 171.88771),(25 171.55502),(26 171.71544),(27 173.50877),(28 173.101),(29 176.12186),(30 175.23268),(31 176.42358),(32 178.8664),(33 177.65573),(34 177.74641),(35 178.81226),(36 180.54616),(37 180.72086),(38 181.50504),(39 183.58586),(40 183.9401),(41 186.67918),(42 189.6527),(43 190.30669),(44 192.96896),(45 193.1649),(46 192.59627),(47 194.03624),(48 193.91028),(49 196.01381),(50 196.1161),(51 197.36848),(52 195.3717),(53 196.34528),(54 197.3077),(55 197.80579),(56 198.65611),(57 200.97939),(58 201.53477),(59 203.9929),(60 204.18468),(61 205.97368),(62 206.50343),(63 207.1842),(64 207.07928),(65 206.4286),(66 204.62665),(67 202.23373),(68 202.31775),(69 200.70827),(70 199.55257),(71 201.92867),(72 200.57076),(73 199.93547),(74 202.18831),(75 201.81384),(76 203.11191),(77 203.60416),(78 201.46748),(79 201.62556),
(1 92.640434),(2 114.528435),(3 126.342064),(4 137.73392),(5 144.50912),(6 149.13258),(7 153.88594),(8 157.04988),(9 160.08292),(10 162.1894),(11 162.70712),(12 164.7565),(13 166.56558),(14 169.05136),(15 172.07242),(16 172.32341),(17 175.23225),(18 174.25568),(19 174.40163),(20 174.64044),(21 176.02397),(22 178.01117),(23 175.68233),(24 174.9464),(25 176.32555),(26 177.85345),(27 180.18768),(28 179.06357),(29 180.36159),(30 182.05402),(31 181.59381),(32 182.49207),(33 182.39014),(34 182.0455),(35 182.81967),(36 182.35748),(37 181.30814),(38 183.6214),(39 183.98996),(40 186.46815),(41 184.69185),(42 186.04836),(43 188.27512),(44 189.58429),(45 190.81508),(46 192.77045),(47 194.0427),(48 194.71489),(49 197.18005),(50 196.60849),(51 197.35625),(52 198.50182),(53 199.95905),(54 203.03517),(55 204.6122),(56 206.13652),(57 209.40102),(58 210.35025),(59 211.4879),(60 209.69624),(61 209.4909),(62 209.88683),(63 209.18025),(64 208.89047),(65 208.363),(66 204.83452),(67 202.5586),(68 201.79153),(69 201.79428),(70 202.63876),(71 204.34618),(72 206.40851),(73 205.05824),(74 206.17258),(75 205.94353),(76 208.60446),(77 210.46008),(78 211.0196),(79 209.65596),
(1 91.80431),(2 112.06174),(3 123.53339),(4 133.2906),(5 138.00166),(6 145.3978),(7 148.65025),(8 153.08374),(9 156.2398),(10 158.27687),(11 158.44656),(12 162.33723),(13 162.6753),(14 163.1039),(15 165.94202),(16 166.6211),(17 166.91882),(18 164.3572),(19 165.12291),(20 165.50603),(21 166.92938),(22 168.05083),(23 168.67377),(24 169.82445),(25 171.09413),(26 171.68462),(27 174.70193),(28 174.78394),(29 174.82324),(30 174.98991),(31 175.8195),(32 176.74023),(33 177.15356),(34 177.30177),(35 175.57487),(36 174.79105),(37 173.52509),(38 177.31787),(39 178.87091),(40 181.56496),(41 180.3526),(42 185.53157),(43 186.003),(44 186.35051),(45 188.50766),(46 190.14069),(47 191.68126),(48 189.00206),(49 190.41774),(50 187.49918),(51 188.33096),(52 186.44745),(53 186.19958),(54 187.06639),(55 185.72273),(56 184.61665),(57 189.78317),(58 190.42728),(59 190.8284),(60 191.27306),(61 193.71475),(62 195.86212),(63 194.84183),(64 195.01933),(65 193.68187),(66 192.32693),(67 192.6329),(68 191.14735),(69 192.96024),(70 191.25748),(71 190.44046),(72 191.92282),(73 190.11363),(74 191.79167),(75 191.4288),(76 193.07523),(77 194.6833),(78 194.60027),(79 193.62466),
(1 91.00156),(2 111.437996),(3 123.58354),(4 134.7211),(5 141.09116),(6 146.06522),(7 151.84988),(8 154.90198),(9 156.422),(10 160.43037),(11 161.5791),(12 163.78069),(13 165.4215),(14 165.57756),(15 166.60748),(16 164.65442),(17 165.92389),(18 163.7725),(19 165.20901),(20 167.33342),(21 167.49658),(22 168.50768),(23 169.90927),(24 169.63654),(25 169.93698),(26 170.08754),(27 173.48875),(28 172.60025),(29 173.45581),(30 172.73553),(31 173.18573),(32 175.00188),(33 173.61473),(34 175.4695),(35 175.33966),(36 174.97008),(37 174.81245),(38 176.51964),(39 178.20538),(40 180.69273),(41 181.3096),(42 182.77193),(43 183.19463),(44 186.89775),(45 186.82146),(46 187.76534),(47 188.14973),(48 187.75208),(49 189.75314),(50 190.20537),(51 191.27705),(52 191.12003),(53 192.14682),(54 191.10654),(55 192.20804),(56 193.23672),(57 196.44748),(58 194.88568),(59 196.12476),(60 198.24527),(61 199.4066),(62 202.89769),(63 202.87906),(64 203.65562),(65 204.62964),(66 204.90265),(67 204.06894),(68 201.83456),(69 200.57692),(70 198.59698),(71 196.58134),(72 199.11574),(73 199.49295),(74 199.2768),(75 200.7123),(76 200.89906),(77 200.43086),(78 201.47542),(79 200.29852),
