1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50909.44),(2 170695.83),(3 351399.7),(4 574257.75),(5 829174.9),(6 1096955.6),(7 1370149.8),(8 1652250.8),(9 1920940.9),(10 2191505.5),(11 2460667.3),(12 2725121.8),(13 2979122.8),(14 3212210),(15 3434760.3),(16 3616715.3),(17 3776806.5),(18 3903592),(19 4016536.3),(20 4114584.3),(21 4180235.3),(22 4238998.5),(23 4286179),(24 4333169.5),(25 4376462.5),(26 4405602),(27 4454221),(28 4490636),(29 4552586),(30 4624316.5),(31 4705090.5),(32 4800211.5),(33 4892389.5),(34 5028677.5),(35 5156387.5),(36 5297108),(37 5449343),(38 5607971),(39 5774131.5),(40 5949384.5),(41 6155284),(42 6347746),(43 6541206.5),(44 6696478),(45 6844865.5),(46 6961946.5),(47 7032770),(48 7107949),(49 7164601),(50 7194032.5),(51 7167847.5),(52 7106681),(53 7023831),(54 6910224.5),(55 6784931),(56 6623037),(57 6447915),(58 6251572),(59 6052188),(60 5826512.5),(61 5608229.5),(62 5394140),(63 5208047.5),(64 5027640),(65 4855848),(66 4721815),(67 4578976.5),(68 4464560),(69 4377643),(70 4307705.5),(71 4254653),(72 4231776.5),(73 4218426.5),(74 4229997),(75 4252319.5),(76 4291325),(77 4349490),(78 4397720.5),(79 4458952.5),
(1 41524.547),(2 132913.08),(3 269374.4),(4 433819.78),(5 624968.5),(6 818216.2),(7 1016693.8),(8 1209748.6),(9 1403904),(10 1592632.6),(11 1773747.6),(12 1953021.4),(13 2125129),(14 2311824),(15 2500952),(16 2677384.8),(17 2860502.8),(18 3045634.8),(19 3225176.8),(20 3407590.8),(21 3572147.3),(22 3705787.3),(23 3810720),(24 3907057.8),(25 3972661.3),(26 4028501),(27 4087823.3),(28 4127238.8),(29 4168096),(30 4193951.3),(31 4212901.5),(32 4209025.5),(33 4195695),(34 4187492.3),(35 4166143.3),(36 4136452),(37 4123928),(38 4097262.8),(39 4079823),(40 4068912),(41 4063888),(42 4064985.3),(43 4098323),(44 4127189.3),(45 4161331.3),(46 4173084.8),(47 4145215.3),(48 4135328),(49 4096471.3),(50 4046281.8),(51 3974678.3),(52 3888955.8),(53 3796128.8),(54 3710945.8),(55 3628673.8),(56 3562542.8),(57 3500634),(58 3435779.3),(59 3364273.8),(60 3299873.3),(61 3235335.3),(62 3185909.8),(63 3156356),(64 3132015.3),(65 3124145.3),(66 3125764.3),(67 3140232.3),(68 3165898),(69 3213083.8),(70 3257739.3),(71 3287594),(72 3326201),(73 3342648.8),(74 3352511.3),(75 3343468),(76 3314117),(77 3277540.3),(78 3230493.3),(79 3168971.3),
(1 41426.645),(2 137543.14),(3 285584.63),(4 471149.13),(5 686604.3),(6 917232.6),(7 1131540.3),(8 1325680.5),(9 1515275.3),(10 1689618.9),(11 1856369),(12 2010046.9),(13 2144029),(14 2270696.8),(15 2383763.5),(16 2470417.5),(17 2563106.5),(18 2686948.3),(19 2814015.8),(20 2941221.5),(21 3067760),(22 3181929),(23 3281573),(24 3373950),(25 3443593.5),(26 3504132.5),(27 3561126),(28 3623535.3),(29 3675820.3),(30 3730115.3),(31 3794398),(32 3862037.5),(33 3932915),(34 4013243),(35 4101898),(36 4173126),(37 4240580.5),(38 4272720.5),(39 4287183.5),(40 4294834),(41 4291462),(42 4278551),(43 4271993),(44 4265457.5),(45 4255360.5),(46 4249540.5),(47 4229443.5),(48 4202151.5),(49 4186494),(50 4167718.5),(51 4142605.5),(52 4113231.3),(53 4120737.3),(54 4121483),(55 4175695.3),(56 4230068),(57 4307750.5),(58 4389882),(59 4466298),(60 4540524.5),(61 4592087),(62 4639766),(63 4673838.5),(64 4676042.5),(65 4667977.5),(66 4620437.5),(67 4543823.5),(68 4455221),(69 4362037),(70 4271703.5),(71 4180727.8),(72 4104896),(73 4031712),(74 3956381),(75 3881623),(76 3799576.8),(77 3727945),(78 3672816),(79 3634163.8),
(1 37126.223),(2 118735.44),(3 236318.42),(4 377826.25),(5 539165.8),(6 713982.25),(7 883572.94),(8 1056961.9),(9 1236477.3),(10 1410067),(11 1588553.3),(12 1758241.8),(13 1906081.3),(14 2033724.8),(15 2149363.3),(16 2229876.5),(17 2294039.3),(18 2358393),(19 2407636.3),(20 2475891.3),(21 2533704),(22 2608100.8),(23 2646989),(24 2695757),(25 2722856.8),(26 2759275.5),(27 2811949),(28 2856168),(29 2906406.5),(30 2937563),(31 2980998),(32 3009085),(33 3051584.8),(34 3111298.3),(35 3175539.5),(36 3263296),(37 3369177),(38 3473593.5),(39 3551629),(40 3637918.8),(41 3753019.3),(42 3883066),(43 3998867),(44 4103252.3),(45 4220321.5),(46 4312205),(47 4402102),(48 4470830.5),(49 4550233),(50 4612959.5),(51 4667412.5),(52 4708672.5),(53 4727554),(54 4706361),(55 4688497),(56 4642037.5),(57 4580075),(58 4513334),(59 4452974),(60 4397915),(61 4339879.5),(62 4293344),(63 4258119.5),(64 4210507),(65 4185910.8),(66 4169149.5),(67 4160749.5),(68 4150572.3),(69 4132427.5),(70 4128923.5),(71 4120451.5),(72 4137461.8),(73 4136798.8),(74 4110831),(75 4071945.5),(76 3991202.3),(77 3938635),(78 3879658.5),(79 3815715),
(1 36715.617),(2 119196.72),(3 243142.44),(4 397708.28),(5 575351.5),(6 755600.3),(7 917898.4),(8 1060675.8),(9 1182150.8),(10 1280845.6),(11 1372440.5),(12 1443362.6),(13 1507746.4),(14 1573970.6),(15 1629509.8),(16 1673125.6),(17 1724027.4),(18 1779420.8),(19 1830568),(20 1904794.1),(21 1983003.3),(22 2085540.3),(23 2194509.8),(24 2310823),(25 2439890.3),(26 2560012.8),(27 2681370),(28 2809270.3),(29 2944196.3),(30 3062931.8),(31 3169868.3),(32 3274923.8),(33 3377712.3),(34 3489892.8),(35 3602211.8),(36 3698539.5),(37 3779120.3),(38 3840847.5),(39 3888095.5),(40 3905387.3),(41 3911363.3),(42 3903304.5),(43 3881287),(44 3834489.5),(45 3781753.8),(46 3732805.8),(47 3680408.3),(48 3637719.8),(49 3584889.5),(50 3533319.8),(51 3474837.3),(52 3434512),(53 3382147),(54 3339897.5),(55 3310698.8),(56 3301353.3),(57 3314382.5),(58 3348479),(59 3388331.8),(60 3437173.3),(61 3491438),(62 3563344),(63 3631860.8),(64 3691309),(65 3742290.8),(66 3771946),(67 3787961.3),(68 3800325.3),(69 3789175.8),(70 3789625.8),(71 3768071.5),(72 3770262.3),(73 3752417.5),(74 3738731.8),(75 3720835.3),(76 3692707.3),(77 3662726.5),(78 3635612.5),(79 3598437.3),
(1 51662.816),(2 180299.73),(3 381481.2),(4 633128.94),(5 914907.6),(6 1189481.1),(7 1441589.1),(8 1670520.5),(9 1871001.4),(10 2037997.1),(11 2176088),(12 2285218.8),(13 2355869.8),(14 2382624),(15 2392145.5),(16 2380832.3),(17 2371278.5),(18 2372940.3),(19 2388267.3),(20 2451197.8),(21 2535249.3),(22 2664569.5),(23 2810784.3),(24 2966691.5),(25 3151351.3),(26 3329123.5),(27 3520030.5),(28 3706133.3),(29 3872748),(30 3999021.5),(31 4089296.8),(32 4163737),(33 4186160),(34 4202597.5),(35 4199189.5),(36 4195472.5),(37 4194546),(38 4198721.5),(39 4223182.5),(40 4232965),(41 4268861),(42 4295988),(43 4321011.5),(44 4321673.5),(45 4280163),(46 4218479),(47 4118793.5),(48 3980380.3),(49 3808585.8),(50 3615129.5),(51 3428239.5),(52 3275967.5),(53 3159380.5),(54 3067195.8),(55 3017167.8),(56 3015730.3),(57 3070696),(58 3172951),(59 3288464),(60 3426803.8),(61 3618879.3),(62 3835742.5),(63 4075813),(64 4311728),(65 4547491),(66 4729067),(67 4873007.5),(68 4962344.5),(69 5023435),(70 5055696),(71 5044573),(72 5001867),(73 4948554.5),(74 4912337),(75 4870592),(76 4830625.5),(77 4809373.5),(78 4787569.5),(79 4749769.5),
(1 57869.707),(2 197567.2),(3 404385.84),(4 646957.2),(5 912846.06),(6 1163737),(7 1387814.6),(8 1568455.6),(9 1712754.6),(10 1830719.9),(11 1926923.8),(12 2009493.1),(13 2088600.3),(14 2166242),(15 2256924.5),(16 2349771.3),(17 2452851),(18 2565041),(19 2684393.8),(20 2798779.8),(21 2912527.5),(22 3030298.8),(23 3161349.5),(24 3281639),(25 3408777.3),(26 3559492.5),(27 3709585.5),(28 3849857.3),(29 3960579.5),(30 4053738.3),(31 4091278.5),(32 4110576.5),(33 4113254.5),(34 4109104),(35 4107936),(36 4106748.5),(37 4103929),(38 4089322.8),(39 4093520.8),(40 4108673.5),(41 4138682.5),(42 4170970),(43 4224389.5),(44 4270774.5),(45 4301064.5),(46 4307353),(47 4283635),(48 4232882),(49 4143520.3),(50 4051170.3),(51 3960429.5),(52 3870744.3),(53 3799551.5),(54 3730717.5),(55 3674417.3),(56 3644687.3),(57 3620539.8),(58 3614279.3),(59 3613974.8),(60 3627885.8),(61 3631315.8),(62 3626911.3),(63 3614207.5),(64 3596639.5),(65 3591731.8),(66 3580557),(67 3568328.3),(68 3556445.5),(69 3553835),(70 3527429.8),(71 3477704.8),(72 3410492.3),(73 3333461.8),(74 3270269.5),(75 3205791.5),(76 3145479.5),(77 3106161.5),(78 3092343.8),(79 3072272),
(1 53211.75),(2 183223.42),(3 383931.97),(4 623615.5),(5 889785),(6 1151873),(7 1395172.5),(8 1617050.4),(9 1792767.1),(10 1936734.5),(11 2042535.3),(12 2124293.5),(13 2182427.5),(14 2212108.8),(15 2226783.5),(16 2217526.8),(17 2203449),(18 2194372.3),(19 2188418),(20 2184533.3),(21 2194532),(22 2231747.3),(23 2278104.8),(24 2342676),(25 2436964),(26 2559051.5),(27 2683252.3),(28 2833878.8),(29 2955362.8),(30 3059985.5),(31 3118978.5),(32 3166802.3),(33 3181893.3),(34 3172057.5),(35 3140264),(36 3095157.3),(37 3055906.5),(38 2999222),(39 2949194.3),(40 2934143.5),(41 2931266.5),(42 2955533),(43 3004947.8),(44 3065745.3),(45 3134504.3),(46 3196131.3),(47 3231339),(48 3246364.3),(49 3234481.8),(50 3228834),(51 3195375.8),(52 3137549.8),(53 3083100.3),(54 3027584.3),(55 2966406),(56 2931685.3),(57 2906249.5),(58 2893358.5),(59 2885090.8),(60 2887456.8),(61 2891115.5),(62 2900751.5),(63 2909872),(64 2933220),(65 2951060.5),(66 2955980.5),(67 2952495.3),(68 2934388.3),(69 2902672.3),(70 2850939.3),(71 2777102.3),(72 2676214.5),(73 2584434),(74 2496580.8),(75 2419030),(76 2357805),(77 2312321),(78 2303895.8),(79 2317788),
(1 46673.01),(2 158501.03),(3 325764.38),(4 529597.6),(5 750147),(6 971684.94),(7 1178623),(8 1371713.8),(9 1538989.3),(10 1687514.9),(11 1805341),(12 1916417.5),(13 1999574.8),(14 2062458.9),(15 2109277.3),(16 2157064.8),(17 2201749),(18 2235041.3),(19 2264684),(20 2284683.5),(21 2313446.5),(22 2366211),(23 2393441.5),(24 2421498.3),(25 2445433.8),(26 2466065),(27 2471066.5),(28 2473540.5),(29 2472229.3),(30 2469216),(31 2440313.3),(32 2390013.5),(33 2319094),(34 2232086.5),(35 2135078.5),(36 2037620.3),(37 1964358.9),(38 1923811.5),(39 1931819.9),(40 1988778),(41 2085201.8),(42 2218741.3),(43 2371389),(44 2510852),(45 2634748.3),(46 2741865.3),(47 2822111.5),(48 2892886.3),(49 2913480.3),(50 2915756),(51 2887246.8),(52 2832936.8),(53 2778944.5),(54 2724990.8),(55 2675492),(56 2638952),(57 2626411),(58 2634913.3),(59 2650095.5),(60 2666876.3),(61 2651995),(62 2618367),(63 2567384.3),(64 2517613),(65 2455865.3),(66 2401517),(67 2343340.5),(68 2293165.8),(69 2238789.5),(70 2192737),(71 2150877.8),(72 2103826.8),(73 2071661.4),(74 2059993.9),(75 2066414.8),(76 2081491.8),(77 2107370.8),(78 2143632.8),(79 2171888.5),
(1 43241.156),(2 141589.55),(3 283961.88),(4 450695.97),(5 637072.3),(6 820070.9),(7 996257.2),(8 1157113.3),(9 1296901.3),(10 1417433.1),(11 1527793.9),(12 1624442.5),(13 1715827.5),(14 1788236.5),(15 1851535.1),(16 1910841.5),(17 1982282.4),(18 2044038.5),(19 2110816),(20 2166301),(21 2221533.8),(22 2272903),(23 2315851),(24 2345151.8),(25 2369102.8),(26 2367633.8),(27 2347646.3),(28 2310655.8),(29 2244996.5),(30 2162116),(31 2066958.8),(32 1968552),(33 1893271.1),(34 1841595.5),(35 1823015.8),(36 1825703.1),(37 1836228.1),(38 1864583.8),(39 1921721.1),(40 2003990.5),(41 2098140.8),(42 2200565.5),(43 2290459.8),(44 2363177.5),(45 2433659.3),(46 2493619.5),(47 2548706.3),(48 2601210),(49 2641965),(50 2670944),(51 2681950),(52 2685358.8),(53 2693086),(54 2694050.5),(55 2685346.3),(56 2680851.3),(57 2683738.5),(58 2689524),(59 2698275.5),(60 2696049.3),(61 2669306.5),(62 2626720.8),(63 2573651),(64 2509415),(65 2434989.5),(66 2370587.5),(67 2303820),(68 2246942.3),(69 2204352.8),(70 2171587),(71 2153426.5),(72 2146553.5),(73 2144562.5),(74 2159839.5),(75 2183776.3),(76 2209855.5),(77 2235476.3),(78 2260636.3),(79 2272083.3),
(1 45552.4),(2 152450.08),(3 306111.88),(4 481401.78),(5 676399.44),(6 862615.2),(7 1035055.75),(8 1191430.1),(9 1328169.4),(10 1440708.6),(11 1537709.5),(12 1624470),(13 1717646.6),(14 1805510.9),(15 1900730.8),(16 1997790),(17 2095200.5),(18 2183345),(19 2248529.8),(20 2277014.3),(21 2275232.5),(22 2245018.5),(23 2194064),(24 2127159.3),(25 2058542.9),(26 1995455.5),(27 1955289.6),(28 1938715.9),(29 1941504),(30 1973298.8),(31 2014830),(32 2062459),(33 2099889),(34 2130081.3),(35 2157614),(36 2177858.3),(37 2211815.8),(38 2239612),(39 2279942.8),(40 2328728.3),(41 2375199.5),(42 2427086.3),(43 2482546),(44 2515031.3),(45 2525804.3),(46 2509614.3),(47 2477711),(48 2434123),(49 2391223.8),(50 2348319.3),(51 2308947.3),(52 2265634.8),(53 2238497.8),(54 2206181.3),(55 2170089.5),(56 2135764.5),(57 2085483.4),(58 2031525),(59 1967722),(60 1915894.6),(61 1861241.6),(62 1807165.5),(63 1780975.8),(64 1771074.5),(65 1788481.6),(66 1830586.9),(67 1872952.9),(68 1931351.8),(69 2000694.4),(70 2078586.3),(71 2157054.8),(72 2253964.3),(73 2333227),(74 2407116.5),(75 2485515),(76 2562193.8),(77 2631022.3),(78 2702959),(79 2767077.3),
(1 43950.203),(2 145805.19),(3 291073.63),(4 461108.16),(5 644328.3),(6 827159.3),(7 1000540.25),(8 1163337.4),(9 1310918.5),(10 1429510.4),(11 1520335.5),(12 1583641),(13 1617655.9),(14 1643245.6),(15 1658308.8),(16 1665764.1),(17 1670602.9),(18 1674366.5),(19 1679241.9),(20 1703964.1),(21 1739940.6),(22 1781714.5),(23 1824027.3),(24 1863942.3),(25 1899390.6),(26 1924738.3),(27 1941069.5),(28 1955080.5),(29 1967878),(30 1973562.9),(31 1980029.1),(32 1997019.1),(33 2027040.3),(34 2067941.5),(35 2126857),(36 2193429),(37 2270785.3),(38 2351753.8),(39 2430724),(40 2489696),(41 2522667.8),(42 2546020.8),(43 2568822),(44 2579577),(45 2583426),(46 2576242.5),(47 2556068.8),(48 2521487.3),(49 2474809),(50 2423557),(51 2365839),(52 2306481.5),(53 2255284.8),(54 2214138),(55 2179101.5),(56 2136689.8),(57 2086587.4),(58 2031440.5),(59 1981465.4),(60 1949495.4),(61 1936802),(62 1935621.1),(63 1945467.1),(64 1971548.5),(65 2014785.8),(66 2071874.9),(67 2150693.8),(68 2247548.3),(69 2349204.8),(70 2442894),(71 2521188),(72 2577246.8),(73 2631313.5),(74 2650053.5),(75 2653351),(76 2640827),(77 2620079.5),(78 2607355.8),(79 2576921.5),
(1 45482.3),(2 151738.61),(3 308931.3),(4 499952.2),(5 706866.8),(6 898996.2),(7 1079183.5),(8 1232548.5),(9 1360932.5),(10 1462777.9),(11 1530555.1),(12 1571545.1),(13 1597358.9),(14 1604071.9),(15 1606686),(16 1605647.1),(17 1601257.5),(18 1604968.5),(19 1602860.1),(20 1596188.3),(21 1594138.8),(22 1608828.6),(23 1610178.6),(24 1618994.3),(25 1628181.4),(26 1639551.3),(27 1639229),(28 1633803.9),(29 1625931.9),(30 1630920),(31 1632130),(32 1635807.9),(33 1645705.9),(34 1659155.1),(35 1678272.8),(36 1706613),(37 1734401.9),(38 1775401.3),(39 1836071.3),(40 1901610.4),(41 1966897.9),(42 2035429.3),(43 2095440.8),(44 2146595.8),(45 2177573),(46 2199629.8),(47 2215997),(48 2214440.8),(49 2186268),(50 2158004.3),(51 2111952),(52 2055024.4),(53 2000617.9),(54 1952915),(55 1908707),(56 1871385.5),(57 1839506.6),(58 1797957.8),(59 1761930.8),(60 1727614.4),(61 1698940.1),(62 1677658.4),(63 1661266.3),(64 1659749.8),(65 1656062.9),(66 1661523.5),(67 1672585.1),(68 1691140.1),(69 1713241.6),(70 1738509.8),(71 1767059.1),(72 1795448.9),(73 1817202),(74 1822508.3),(75 1822510.5),(76 1808200.4),(77 1802211.9),(78 1797136.4),(79 1782372.9),
(1 57544.83),(2 201387.42),(3 416307.9),(4 668700.7),(5 934328.4),(6 1160957.5),(7 1357873.8),(8 1498165.1),(9 1594552.9),(10 1634123.8),(11 1625599.6),(12 1583056.8),(13 1526522.1),(14 1474104.8),(15 1443316.3),(16 1439223.3),(17 1453948.3),(18 1486337.6),(19 1528429.9),(20 1561177.6),(21 1586235.4),(22 1616193.1),(23 1641613.1),(24 1664150.8),(25 1673467.5),(26 1673239.5),(27 1653364.3),(28 1639313.4),(29 1645434.6),(30 1671700.3),(31 1708350),(32 1750632.1),(33 1798675.8),(34 1832923.4),(35 1869914.9),(36 1905661.1),(37 1925234.1),(38 1926894),(39 1932105.3),(40 1923937.8),(41 1920554),(42 1919845.4),(43 1933092.5),(44 1949973.8),(45 1966083.5),(46 1988859.5),(47 2013651.3),(48 2023677.9),(49 2011458.1),(50 2001684.6),(51 1984083.5),(52 1971228.8),(53 1958262),(54 1946158.8),(55 1937979),(56 1937501.1),(57 1944601.6),(58 1955235.9),(59 1967518.4),(60 1981650.3),(61 1972281.3),(62 1941037.5),(63 1897024.1),(64 1848470),(65 1800629.9),(66 1750326),(67 1712765.9),(68 1685965.9),(69 1669562),(70 1672584.5),(71 1695922.3),(72 1739601.8),(73 1786856.9),(74 1837158.4),(75 1887752.9),(76 1935328.8),(77 1980565),(78 2027867.9),(79 2059884.8),
(1 53546.043),(2 182045.05),(3 370879.3),(4 579644.25),(5 784931.2),(6 973371.1),(7 1137198.3),(8 1262499.8),(9 1349055.6),(10 1400948.3),(11 1439336.1),(12 1474615.5),(13 1509275.5),(14 1548902),(15 1584198),(16 1610478.6),(17 1627096),(18 1633552),(19 1626965.5),(20 1607919.3),(21 1578821),(22 1558602),(23 1526979.9),(24 1497536.8),(25 1475903.6),(26 1464075.3),(27 1460461),(28 1470102),(29 1487312.8),(30 1522597),(31 1562357),(32 1612323.3),(33 1660548.3),(34 1697822),(35 1722405.1),(36 1736801.8),(37 1736005.8),(38 1726062),(39 1717602.5),(40 1711466.9),(41 1717833.3),(42 1743093.4),(43 1798403.9),(44 1872398.8),(45 1947692.5),(46 2016924.1),(47 2061037.1),(48 2083699.8),(49 2068728.9),(50 2038464.8),(51 1978365.9),(52 1905314),(53 1834922),(54 1778346.9),(55 1736236.1),(56 1716671.3),(57 1714017.4),(58 1733303.1),(59 1760386.5),(60 1786331.4),(61 1794385.8),(62 1784714.9),(63 1750121.6),(64 1700840.5),(65 1646311.1),(66 1597192.9),(67 1563202.6),(68 1547062.4),(69 1553603.9),(70 1583216.5),(71 1641269.5),(72 1708430.8),(73 1778963.9),(74 1834465.1),(75 1866683.4),(76 1870179.8),(77 1835182.3),(78 1779954),(79 1706887.5),
(1 42999.47),(2 144618.23),(3 289242.84),(4 450959.28),(5 609499.56),(6 753347.9),(7 892700.5),(8 1004880.4),(9 1084767.5),(10 1145020.9),(11 1189199.8),(12 1210850.6),(13 1231316.5),(14 1253335.6),(15 1273726.3),(16 1294899.1),(17 1314242.4),(18 1336516.9),(19 1348386.3),(20 1363444.3),(21 1379457.4),(22 1410337.8),(23 1417795),(24 1419114.1),(25 1421659.4),(26 1428179.5),(27 1427123.5),(28 1432634.3),(29 1433591),(30 1444528.6),(31 1443836.6),(32 1442994.9),(33 1444016.4),(34 1450981),(35 1440985.4),(36 1431771.4),(37 1423741.1),(38 1422793),(39 1448807),(40 1487925),(41 1525856.4),(42 1559680.8),(43 1597848.6),(44 1626271.8),(45 1637341.9),(46 1636447.3),(47 1630527.3),(48 1612522.1),(49 1582485),(50 1560218.3),(51 1533461.1),(52 1510744.6),(53 1482239.5),(54 1465262.3),(55 1442821.6),(56 1431220),(57 1423055.8),(58 1422911.6),(59 1424891.4),(60 1423703.6),(61 1420373.6),(62 1422404.6),(63 1431386.1),(64 1438489),(65 1448699),(66 1457983.4),(67 1465779.4),(68 1472724.6),(69 1468321.1),(70 1457272.3),(71 1442576.9),(72 1422805.8),(73 1410692.9),(74 1402744.6),(75 1404181.4),(76 1419466.3),(77 1434212.6),(78 1459574.3),(79 1487233.9),
(1 42440.266),(2 137471.67),(3 267475.34),(4 411466.63),(5 558678.4),(6 697471),(7 813024.6),(8 903198.94),(9 965337.75),(10 1000768),(11 1021863.94),(12 1029811.4),(13 1036995.4),(14 1051109.4),(15 1066859.3),(16 1086143.9),(17 1104851.4),(18 1117550.3),(19 1130451.9),(20 1140641.1),(21 1144342.8),(22 1159501.6),(23 1166078.6),(24 1172554.6),(25 1189150.3),(26 1208977.1),(27 1224040.9),(28 1237893.1),(29 1247078.4),(30 1254946),(31 1270858.5),(32 1302169.8),(33 1343082.9),(34 1395058.9),(35 1436899.3),(36 1472399.1),(37 1479822.6),(38 1458300),(39 1423600.5),(40 1387370.9),(41 1358353.3),(42 1337204.5),(43 1342331),(44 1349007.5),(45 1360278.6),(46 1379246.5),(47 1386977.5),(48 1398683.8),(49 1401621.4),(50 1395783.9),(51 1384027.4),(52 1369762),(53 1342650.1),(54 1316584.9),(55 1283694.6),(56 1266332.4),(57 1262501.9),(58 1263061.1),(59 1273677.8),(60 1285253),(61 1299912.3),(62 1313816.9),(63 1327573.8),(64 1335811.9),(65 1340765.1),(66 1336103.3),(67 1326947.4),(68 1324472.1),(69 1320643.9),(70 1310031.6),(71 1300457.3),(72 1292078),(73 1287039.8),(74 1288562.3),(75 1300006.9),(76 1323251),(77 1353640.8),(78 1400789.6),(79 1450451.8),
