1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 210870.1),(2 803927.5),(3 1727593.8),(4 2950797.3),(5 4393174.5),(6 5935452.5),(7 7572579),(8 9198968),(9 10686993),(10 12032632),(11 13166780),(12 14040865),(13 14654410),(14 14973084),(15 15046067),(16 14842631),(17 14429610),(18 13872132),(19 13199439),(20 12427779),(21 11655558),(22 10952207),(23 10360723),(24 9911473),(25 9598777),(26 9464153),(27 9468897),(28 9587587),(29 9816659),(30 10134198),(31 10504845),(32 10847853),(33 11120376),(34 11298904),(35 11323695),(36 11209354),(37 10959693),(38 10559377),(39 10049409),(40 9459455),(41 8841757),(42 8258170.5),(43 7711647.5),(44 7224119),(45 6822554.5),(46 6545150),(47 6409502),(48 6438567.5),(49 6617436),(50 6933388.5),(51 7347890),(52 7853187),(53 8417845),(54 8994566),(55 9570178),(56 10115004),(57 10632891),(58 11086280),(59 11463459),(60 11748294),(61 11915875),(62 11957685),(63 11871565),(64 11688115),(65 11419755),(66 11077135),(67 10708458),(68 10318531),(69 9945933),(70 9604884),(71 9327753),(72 9128808),(73 9011552),(74 8978635),(75 9050418),(76 9166024),(77 9333743),(78 9539221),(79 9750130),
(1 198113.33),(2 751922.2),(3 1606174.6),(4 2722581.3),(5 4047602),(6 5479018),(7 7008323.5),(8 8534105),(9 9937739),(10 11230589),(11 12350727),(12 13265891),(13 13960045),(14 14405165),(15 14594592),(16 14538939),(17 14311331),(18 13935803),(19 13428608),(20 12811204),(21 12135320),(22 11458792),(23 10812211),(24 10218488),(25 9685426),(26 9242692),(27 8868687),(28 8557851),(29 8347638.5),(30 8209652),(31 8121376),(32 8071108.5),(33 8031841.5),(34 8001165.5),(35 7940824),(36 7868694.5),(37 7785569.5),(38 7661568),(39 7521545.5),(40 7366876),(41 7224632.5),(42 7115085.5),(43 7055856),(44 7059665.5),(45 7121502.5),(46 7277422),(47 7522896),(48 7857605.5),(49 8290971.5),(50 8819053),(51 9396688),(52 10019235),(53 10634115),(54 11173731),(55 11629285),(56 11986563),(57 12239212),(58 12346787),(59 12308496),(60 12107037),(61 11752291),(62 11301603),(63 10778603),(64 10230364),(65 9671661),(66 9155591),(67 8743660),(68 8449496),(69 8297862),(70 8288790),(71 8428856),(72 8704151),(73 9072641),(74 9481528),(75 9901889),(76 10328521),(77 10724177),(78 11063285),(79 11325568),
(1 156472.64),(2 587341.8),(3 1250663.5),(4 2111443.3),(5 3128380.5),(6 4226573),(7 5407159),(8 6606576.5),(9 7753286.5),(10 8834319),(11 9788232),(12 10581947),(13 11197885),(14 11626061),(15 11857130),(16 11918999),(17 11852175),(18 11645243),(19 11358861),(20 10985164),(21 10533779),(22 10053295),(23 9553027),(24 9061051),(25 8587459),(26 8140951.5),(27 7724944),(28 7349049.5),(29 7022285),(30 6722887.5),(31 6454409),(32 6221316),(33 6029278.5),(34 5886358.5),(35 5786327),(36 5749060),(37 5778773),(38 5868157.5),(39 6003051),(40 6180249.5),(41 6372923.5),(42 6568339),(43 6748178),(44 6890081.5),(45 6981830.5),(46 7026440.5),(47 7001749),(48 6921527),(49 6810878.5),(50 6688617),(51 6574882.5),(52 6500317.5),(53 6481645),(54 6524956),(55 6642670.5),(56 6841400.5),(57 7105997),(58 7392482),(59 7665230.5),(60 7889448.5),(61 8037958.5),(62 8126217.5),(63 8128795),(64 8020000),(65 7809527),(66 7532231.5),(67 7240146.5),(68 6966628),(69 6755338),(70 6634255.5),(71 6622153),(72 6731386),(73 6939958),(74 7224334),(75 7541261),(76 7894382),(77 8252895.5),(78 8583991),(79 8878238),
(1 142815.8),(2 533091.56),(3 1127416.8),(4 1888666.8),(5 2751305.5),(6 3636554.3),(7 4554782),(8 5440173),(9 6230942),(10 6929745.5),(11 7494011),(12 7892943.5),(13 8134308),(14 8230237.5),(15 8202542.5),(16 8073181.5),(17 7901447.5),(18 7697961.5),(19 7482328.5),(20 7240453),(21 6988616.5),(22 6762523.5),(23 6555388),(24 6369896.5),(25 6175556.5),(26 5962651),(27 5731017),(28 5478829.5),(29 5216509),(30 4925240.5),(31 4634752),(32 4379040.5),(33 4168586.3),(34 4027772.8),(35 3967314),(36 4003075.5),(37 4141623.8),(38 4367927.5),(39 4630736.5),(40 4914106),(41 5183975.5),(42 5414668),(43 5611150),(44 5768510),(45 5872741),(46 5918845.5),(47 5918877.5),(48 5881778.5),(49 5830653.5),(50 5794590),(51 5780032),(52 5812301),(53 5899913.5),(54 6031735),(55 6209766.5),(56 6426348),(57 6627936),(58 6800686.5),(59 6924820),(60 6984754),(61 6979419),(62 6911227.5),(63 6804452),(64 6681228),(65 6558069),(66 6442518.5),(67 6370432),(68 6343022.5),(69 6355920),(70 6430288),(71 6561410.5),(72 6733693),(73 6912519.5),(74 7076633),(75 7205283),(76 7293145),(77 7332688),(78 7312014.5),(79 7249765),
(1 156636.9),(2 578983.06),(3 1207345.8),(4 1990410.6),(5 2861212.3),(6 3738750.5),(7 4612892),(8 5411480.5),(9 6067644.5),(10 6572480),(11 6869904.5),(12 6954105),(13 6849727.5),(14 6589223),(15 6222516.5),(16 5822134.5),(17 5436349.5),(18 5092569),(19 4827334),(20 4640339.5),(21 4543574),(22 4542326),(23 4605897.5),(24 4701556),(25 4809337.5),(26 4900390),(27 4948160.5),(28 4927871),(29 4852694.5),(30 4723262),(31 4556905),(32 4405541),(33 4303225),(34 4274572),(35 4332904.5),(36 4486052),(37 4735592.5),(38 5072377.5),(39 5423664.5),(40 5803432.5),(41 6151924.5),(42 6413632.5),(43 6581081.5),(44 6630177),(45 6553418.5),(46 6355283),(47 6036654),(48 5628399.5),(49 5189981),(50 4738505.5),(51 4321608.5),(52 3990691),(53 3769814.8),(54 3681221.3),(55 3711406),(56 3843365.3),(57 4046577.3),(58 4300690.5),(59 4575434.5),(60 4861991.5),(61 5133540.5),(62 5384520.5),(63 5600288),(64 5752355.5),(65 5830582.5),(66 5826506),(67 5758861),(68 5647216),(69 5524863),(70 5406633.5),(71 5295546),(72 5195126.5),(73 5136427.5),(74 5123710),(75 5150125.5),(76 5242383),(77 5401252.5),(78 5598349),(79 5844572.5),
(1 156620.14),(2 590048),(3 1244074.1),(4 2067053.3),(5 2972959.5),(6 3854347.3),(7 4682680.5),(8 5381480.5),(9 5873114.5),(10 6141281),(11 6171153),(12 5984772.5),(13 5622260.5),(14 5133373),(15 4588997),(16 4057488.5),(17 3617122.8),(18 3304224.3),(19 3148024.5),(20 3155840.3),(21 3320589.3),(22 3611228.5),(23 3986284.5),(24 4365092.5),(25 4713055),(26 4975972.5),(27 5129723),(28 5146656),(29 5029236.5),(30 4800582),(31 4464231),(32 4099637),(33 3755112.5),(34 3469443.3),(35 3298474.8),(36 3239300.3),(37 3298403.8),(38 3476228.8),(39 3731058.8),(40 4053451.3),(41 4391421),(42 4687151),(43 4932571.5),(44 5092896),(45 5165917.5),(46 5133430.5),(47 4977411),(48 4721903),(49 4409101),(50 4080876.5),(51 3780405),(52 3529880),(53 3358097),(54 3280934.8),(55 3303018.3),(56 3412274.8),(57 3571637.3),(58 3759766.8),(59 3947675.3),(60 4116542.8),(61 4248396.5),(62 4329018),(63 4359731),(64 4344993.5),(65 4291751),(66 4205929.5),(67 4117585),(68 4061389.3),(69 4037345),(70 4057857),(71 4127513.3),(72 4216279),(73 4303039.5),(74 4376562),(75 4432875),(76 4460081.5),(77 4469973),(78 4461952.5),(79 4457559),
(1 131408.84),(2 487727.88),(3 1013782.5),(4 1655276.5),(5 2338297),(6 2968285.5),(7 3533517),(8 3950493.8),(9 4175104),(10 4213725.5),(11 4073265.3),(12 3783408.5),(13 3383254),(14 2943647.3),(15 2534471.5),(16 2211976),(17 2023715.3),(18 1994789.6),(19 2116671),(20 2372284.3),(21 2719048.3),(22 3090900.8),(23 3428511.3),(24 3672918),(25 3803238.3),(26 3806393.3),(27 3701299),(28 3497065.8),(29 3247977.3),(30 3002130.8),(31 2784832.5),(32 2650872.5),(33 2625359),(34 2702827.8),(35 2846414),(36 3023475),(37 3201696.8),(38 3339623.3),(39 3417650.3),(40 3423627.3),(41 3362932.8),(42 3260750.3),(43 3111161.5),(44 2936300.5),(45 2780055.8),(46 2651891),(47 2564168.8),(48 2546679.8),(49 2611683),(50 2754524.5),(51 2945972.3),(52 3160110),(53 3377956.8),(54 3565833.5),(55 3693308.5),(56 3755047.8),(57 3732407.3),(58 3650854),(59 3519444.8),(60 3332366.5),(61 3118630.8),(62 2925032.5),(63 2777839),(64 2673635),(65 2629805.5),(66 2639467.5),(67 2684104.8),(68 2760621),(69 2875385.8),(70 3028720.3),(71 3217145.3),(72 3413105.8),(73 3587974.3),(74 3706790.8),(75 3761774.3),(76 3754661.3),(77 3697542.3),(78 3627215),(79 3555384.8),
(1 127406.94),(2 470680.06),(3 969407.2),(4 1564380.4),(5 2180179.5),(6 2733661.5),(7 3214600.8),(8 3560603),(9 3736050.5),(10 3754326.5),(11 3616937.8),(12 3365479.5),(13 3035832.3),(14 2684820),(15 2371281.5),(16 2140884.3),(17 2017860.6),(18 2004468.4),(19 2082418.4),(20 2225287.3),(21 2404604),(22 2586196.8),(23 2758768),(24 2878573.3),(25 2930194.5),(26 2904331.3),(27 2807042),(28 2654612.8),(29 2481032),(30 2317417.8),(31 2201334.5),(32 2157245.8),(33 2194806.5),(34 2311549),(35 2474056.5),(36 2639574.8),(37 2777009),(38 2871339.5),(39 2907081.8),(40 2898705),(41 2835993),(42 2741284),(43 2634067.5),(44 2532630.3),(45 2455851.3),(46 2414295.3),(47 2403987.8),(48 2432303.5),(49 2505410.5),(50 2601879.8),(51 2711865),(52 2813917.8),(53 2890926),(54 2940334),(55 2946081),(56 2919130.5),(57 2878168.8),(58 2842442.5),(59 2829304),(60 2845451.3),(61 2882078.8),(62 2917844),(63 2952099),(64 2983911.3),(65 3008665.8),(66 3014381.8),(67 2989249.3),(68 2938583.3),(69 2885788.5),(70 2840875.3),(71 2812532),(72 2819212),(73 2865890),(74 2947680.8),(75 3048734),(76 3151125.8),(77 3235262),(78 3296377.8),(79 3339355.3),
(1 117575.01),(2 430904.6),(3 878292.6),(4 1404787.3),(5 1938211),(6 2410339.5),(7 2801764),(8 3055943.5),(9 3145760.5),(10 3099363),(11 2932825.5),(12 2707564),(13 2459002.3),(14 2223476.3),(15 2042499.5),(16 1921811.3),(17 1868992.1),(18 1879274.9),(19 1919211.5),(20 1988600.3),(21 2081665.8),(22 2178467.5),(23 2267479.8),(24 2325383),(25 2348440.5),(26 2339031.5),(27 2298653),(28 2230614),(29 2151981),(30 2088900.9),(31 2056150.4),(32 2064567.8),(33 2119681.3),(34 2207980),(35 2309718.8),(36 2410681.5),(37 2496048.3),(38 2548301.8),(39 2561575.5),(40 2532426),(41 2458797.3),(42 2358986.5),(43 2254876.5),(44 2170295.5),(45 2117441.5),(46 2104260.5),(47 2127305),(48 2191182),(49 2296328.8),(50 2430753),(51 2567679.3),(52 2683381.5),(53 2754559.5),(54 2763436),(55 2709090),(56 2600107),(57 2449214),(58 2302020.3),(59 2183612.8),(60 2107479.5),(61 2066606.5),(62 2078159.8),(63 2137908.5),(64 2233723),(65 2348723),(66 2463707.3),(67 2554658),(68 2608265),(69 2621188),(70 2600581.8),(71 2559217.5),(72 2514794.5),(73 2499947.3),(74 2532166.5),(75 2586223.8),(76 2663922.5),(77 2756372),(78 2848211),(79 2923550.5),
(1 116677.125),(2 418847.8),(3 841538.6),(4 1339410.1),(5 1853741),(6 2318111.8),(7 2726266.3),(8 3023499.8),(9 3178368.8),(10 3209679.8),(11 3139214.3),(12 3021140.8),(13 2875923.5),(14 2734077),(15 2617648.8),(16 2520253.5),(17 2453628.5),(18 2414620),(19 2377609.5),(20 2337019.3),(21 2293690.5),(22 2252557),(23 2215031.3),(24 2186957.8),(25 2168231.3),(26 2157864.5),(27 2156751.8),(28 2150507.8),(29 2139980),(30 2127516.8),(31 2115654),(32 2106876.8),(33 2104960.8),(34 2117295),(35 2149544.8),(36 2198687.3),(37 2256617),(38 2315935.3),(39 2378117),(40 2430173.8),(41 2465041.5),(42 2486106.5),(43 2475080.3),(44 2426731.3),(45 2360127.3),(46 2275620.8),(47 2188882.5),(48 2118884.3),(49 2079826.4),(50 2076117.6),(51 2109901),(52 2171027.5),(53 2241605),(54 2312275),(55 2368856.3),(56 2404627.8),(57 2419227.8),(58 2407508),(59 2381319.5),(60 2354715.8),(61 2343926.5),(62 2359298.5),(63 2389167.5),(64 2420895),(65 2442151.8),(66 2448142.3),(67 2429003.8),(68 2376061.5),(69 2299961),(70 2213439),(71 2133186.5),(72 2072946.6),(73 2033426.1),(74 2023751.6),(75 2058794.4),(76 2150420),(77 2288791),(78 2448218.3),(79 2604064),
(1 97588.6),(2 346198.22),(3 684901.6),(4 1071820),(5 1460712.5),(6 1805942),(7 2096899.3),(8 2298547.5),(9 2399624.8),(10 2408692),(11 2339053.3),(12 2228533),(13 2105937.3),(14 2010268.8),(15 1976419.3),(16 2002134.9),(17 2065555.6),(18 2135256.8),(19 2182886),(20 2185148),(21 2138094.8),(22 2059999.1),(23 1964052.6),(24 1868199.6),(25 1782699.5),(26 1718216),(27 1688067),(28 1703762.3),(29 1762597.3),(30 1853056),(31 1962373),(32 2072445.8),(33 2161994.8),(34 2206727.8),(35 2196140),(36 2147308.3),(37 2069840.3),(38 1974336),(39 1887894.4),(40 1805190.5),(41 1748231.5),(42 1730864.6),(43 1748240.9),(44 1801206.3),(45 1870914.8),(46 1947455.1),(47 2007079.5),(48 2032368.5),(49 2024930.3),(50 2005947),(51 1996410),(52 2003208.9),(53 2014033.9),(54 2016960),(55 2007011.3),(56 1989700.6),(57 1974259.3),(58 1973485.3),(59 1994286.6),(60 2034324.1),(61 2093057.9),(62 2158028.3),(63 2210399.3),(64 2249009.3),(65 2261252.5),(66 2250877),(67 2220276.5),(68 2172680.3),(69 2111889.8),(70 2036147.9),(71 1950131.6),(72 1866190),(73 1796431.6),(74 1751562),(75 1744918.6),(76 1763169.1),(77 1802698.8),(78 1843886.9),(79 1886106.4),
(1 122991.305),(2 441711),(3 870728.25),(4 1337874.5),(5 1771490.4),(6 2108871.3),(7 2343331.3),(8 2442697.8),(9 2403278),(10 2260652.3),(11 2059484),(12 1867961.1),(13 1742227.5),(14 1713381.9),(15 1796796),(16 1949159.5),(17 2121720.8),(18 2264910.3),(19 2332978.3),(20 2319506.8),(21 2230758.3),(22 2095817.4),(23 1953780.5),(24 1834207.8),(25 1765250.8),(26 1744049.8),(27 1759851.3),(28 1823783.6),(29 1925440.5),(30 2054296.5),(31 2174790.5),(32 2250681.3),(33 2280014),(34 2266596.5),(35 2218671.5),(36 2167549),(37 2120865.8),(38 2089190.5),(39 2071883.1),(40 2059518.3),(41 2059201.5),(42 2076503.5),(43 2127477.5),(44 2192707),(45 2257031.5),(46 2283943.5),(47 2250581),(48 2168514.5),(49 2056152.5),(50 1936535.8),(51 1847018.3),(52 1808948.5),(53 1815838.8),(54 1856095.3),(55 1914410.6),(56 1981602.6),(57 2047188.6),(58 2104577),(59 2139409.3),(60 2143817),(61 2114271.8),(62 2075475.5),(63 2025698.6),(64 1971403.8),(65 1934516.5),(66 1928601.5),(67 1941094.9),(68 1952685.5),(69 1951181.8),(70 1932992.3),(71 1912230.9),(72 1897950.6),(73 1886419.1),(74 1881076.3),(75 1878801.5),(76 1875798.5),(77 1851509.9),(78 1797037.9),(79 1729157.5),
(1 117802.445),(2 420608.28),(3 829953.1),(4 1270332.9),(5 1674073.3),(6 1987981.4),(7 2200377.8),(8 2283762.8),(9 2245252),(10 2118789.5),(11 1946078.9),(12 1772544.1),(13 1634348.9),(14 1564001.1),(15 1575863.5),(16 1650675.8),(17 1754165.6),(18 1861883.1),(19 1937468.6),(20 1957830.8),(21 1937237.3),(22 1881377.9),(23 1813591.9),(24 1760039.9),(25 1745979.8),(26 1771515.9),(27 1814072.1),(28 1863356.3),(29 1903243.9),(30 1916216.1),(31 1883312.4),(32 1809088.8),(33 1700662.9),(34 1592892.5),(35 1513660.9),(36 1488287.1),(37 1518511.5),(38 1592437.3),(39 1695825.3),(40 1815979.4),(41 1931303.9),(42 2011309.4),(43 2025392.8),(44 1980227.5),(45 1907834.3),(46 1819455.9),(47 1733722.8),(48 1677676.6),(49 1666770.6),(50 1697191.3),(51 1760515.1),(52 1836896.9),(53 1907244.5),(54 1953793.1),(55 1957564.3),(56 1917275.8),(57 1842513.6),(58 1754259),(59 1689682.6),(60 1671235.5),(61 1702100.6),(62 1767032.1),(63 1854969.6),(64 1938810.8),(65 1989741.8),(66 1997446.4),(67 1964771.1),(68 1908893.4),(69 1843716.5),(70 1771588.3),(71 1710313.5),(72 1685773),(73 1699666),(74 1746773),(75 1799472.8),(76 1835051.4),(77 1845144.4),(78 1823634.3),(79 1778554.3),
(1 96934.98),(2 339026.66),(3 655225.06),(4 982732),(5 1264170.5),(6 1464549.1),(7 1591210.9),(8 1646499.5),(9 1649027.3),(10 1618751.6),(11 1563463.1),(12 1502689.6),(13 1442225.8),(14 1406256.4),(15 1400149.3),(16 1415887),(17 1436130.6),(18 1446955.3),(19 1439610.3),(20 1416712.4),(21 1370403.9),(22 1308940.8),(23 1250205.5),(24 1211830.6),(25 1205380.5),(26 1232972.1),(27 1288117.1),(28 1364702.8),(29 1451746.6),(30 1537385.4),(31 1588195),(32 1600651.8),(33 1578164.6),(34 1532663.1),(35 1475326),(36 1424570.3),(37 1392169.1),(38 1395579.9),(39 1430167.3),(40 1494780.1),(41 1577796.3),(42 1656526),(43 1709905.4),(44 1718372.5),(45 1680178.1),(46 1607656.4),(47 1516229.9),(48 1426583.3),(49 1358717.3),(50 1328793.4),(51 1340627.5),(52 1388799.3),(53 1459509.5),(54 1528479.6),(55 1576150.6),(56 1595275.5),(57 1589367.1),(58 1570830.4),(59 1544368.1),(60 1524756.5),(61 1509575.1),(62 1501158.4),(63 1511009.8),(64 1530021.1),(65 1556344.4),(66 1583003),(67 1602296.4),(68 1609458.1),(69 1605208.5),(70 1598094.3),(71 1596274.5),(72 1601096.1),(73 1607411),(74 1608972.3),(75 1593846),(76 1559398.9),(77 1515437.4),(78 1463135.8),(79 1411977.1),
(1 97328.86),(2 336380.3),(3 638166.2),(4 938171),(5 1191875.5),(6 1364028.3),(7 1465013.8),(8 1497231.9),(9 1477429.9),(10 1432568.8),(11 1380803.9),(12 1339616),(13 1301239),(14 1272933),(15 1255787.5),(16 1254142.1),(17 1257767.5),(18 1255337.3),(19 1247102),(20 1246248.5),(21 1256755.5),(22 1274017.3),(23 1289036.3),(24 1296930.1),(25 1288368.4),(26 1262383.3),(27 1233873),(28 1210652.6),(29 1202647.5),(30 1221373.9),(31 1263611.5),(32 1319360),(33 1378913.3),(34 1431533.5),(35 1452991.6),(36 1436685.4),(37 1390064.8),(38 1329202.5),(39 1276430.4),(40 1249175.1),(41 1248059.3),(42 1271234.6),(43 1306296.1),(44 1334812),(45 1345913.8),(46 1338069.1),(47 1319162.1),(48 1293278),(49 1270083),(50 1256130.9),(51 1257134),(52 1283435.3),(53 1334226.3),(54 1385887.9),(55 1417440),(56 1422236.5),(57 1402259),(58 1375996.8),(59 1353997.8),(60 1346971.1),(61 1355570.9),(62 1381356.5),(63 1423919.5),(64 1474831.9),(65 1522962.9),(66 1557591.9),(67 1575178),(68 1577094.6),(69 1561201.3),(70 1529470.3),(71 1495030.8),(72 1460354.9),(73 1427973.5),(74 1392424.3),(75 1348774.3),(76 1301241.1),(77 1259989.1),(78 1231168.6),(79 1219555.9),
(1 78774.41),(2 270868.1),(3 510800.16),(4 752036.7),(5 955822.5),(6 1097982.6),(7 1183971.1),(8 1214497),(9 1204199),(10 1172363.5),(11 1136064.5),(12 1100098.1),(13 1065792.6),(14 1042183.6),(15 1034256.9),(16 1039104.75),(17 1039760.7),(18 1029606.94),(19 1019155.25),(20 1021731.25),(21 1037075.8),(22 1066224),(23 1108549.8),(24 1156588.8),(25 1196327.6),(26 1220574.5),(27 1229337.4),(28 1230813.4),(29 1226318.8),(30 1228826.3),(31 1239110.3),(32 1252523.8),(33 1276223.4),(34 1295536.4),(35 1297476.3),(36 1271100.4),(37 1229515.9),(38 1185560.6),(39 1152398.1),(40 1133550.5),(41 1139474.3),(42 1169366.1),(43 1205701.4),(44 1243378.9),(45 1283451.8),(46 1319251),(47 1347978.4),(48 1363261),(49 1355870.1),(50 1325653),(51 1283824),(52 1247668.9),(53 1217727.8),(54 1201492.4),(55 1204937.3),(56 1220525.5),(57 1244327.4),(58 1271519),(59 1291291.1),(60 1289611.4),(61 1277393.8),(62 1264307.8),(63 1251547.6),(64 1241718.9),(65 1236199),(66 1231586.6),(67 1230414.3),(68 1230039.6),(69 1231345),(70 1226697.8),(71 1220402.3),(72 1217857.6),(73 1221566.1),(74 1233461.6),(75 1243355),(76 1241415.8),(77 1233367),(78 1213305.9),(79 1187257.4),
(1 98892.22),(2 345158.97),(3 658779.9),(4 969975.75),(5 1219354.3),(6 1365465.6),(7 1415570.3),(8 1379419),(9 1293451.3),(10 1196755.5),(11 1124787.4),(12 1096288.3),(13 1104894.6),(14 1143828.5),(15 1194738.6),(16 1234863.5),(17 1239108.4),(18 1210055.1),(19 1168699.8),(20 1124640.1),(21 1098621.4),(22 1107039.5),(23 1142972.8),(24 1190179.9),(25 1232537.4),(26 1259708.5),(27 1266333.8),(28 1249856.8),(29 1209907),(30 1170878.8),(31 1140481.4),(32 1124698.3),(33 1141737.1),(34 1182270.4),(35 1216458.3),(36 1237083),(37 1241215.8),(38 1222662),(39 1190914.9),(40 1142682.5),(41 1085825.4),(42 1027522.5),(43 985230.3),(44 968912.8),(45 991571.2),(46 1046158.4),(47 1119747.4),(48 1185914.3),(49 1217613.1),(50 1208632.8),(51 1167972.3),(52 1115594.3),(53 1067772.8),(54 1040284.7),(55 1044874.56),(56 1081329.1),(57 1131619.3),(58 1179126.1),(59 1216557.1),(60 1231981.5),(61 1217093.1),(62 1174606.6),(63 1120194.9),(64 1084767.6),(65 1083472),(66 1113236.3),(67 1164198.3),(68 1213934.9),(69 1239379.5),(70 1229427.3),(71 1196077.1),(72 1161671.6),(73 1133606.9),(74 1119858.8),(75 1124250.1),(76 1147917.4),(77 1185542),(78 1219972.8),(79 1241737.4),
(1 77232.23),(2 264626.44),(3 500436.66),(4 734568.6),(5 929775.5),(6 1061470.9),(7 1131232.5),(8 1140226),(9 1103238.3),(10 1044234.2),(11 987149.44),(12 949896.56),(13 933501),(14 936745.25),(15 957740.6),(16 983963.75),(17 998314.5),(18 988982.7),(19 966368.6),(20 942282.2),(21 927220),(22 933712.7),(23 958344.56),(24 983001.44),(25 1002530.8),(26 1015999),(27 1024240.3),(28 1029133.1),(29 1030161.5),(30 1037947.94),(31 1048850.3),(32 1061839.9),(33 1090259.3),(34 1115829),(35 1134595.8),(36 1143659.6),(37 1137833),(38 1118389.4),(39 1094881.1),(40 1074268.6),(41 1058542.8),(42 1047873.1),(43 1050227.8),(44 1063099.6),(45 1075460.4),(46 1082073.4),(47 1083068.3),(48 1079772.6),(49 1064922.6),(50 1035639.5),(51 1005710.06),(52 990229.5),(53 990219.75),(54 1001767.1),(55 1020226.06),(56 1043529.75),(57 1066534.4),(58 1082165.9),(59 1084186.4),(60 1064389.1),(61 1036037.56),(62 1005465.44),(63 986472.6),(64 991664.2),(65 1021272.2),(66 1061380.5),(67 1096506.5),(68 1111872.4),(69 1103173.4),(70 1077833.8),(71 1047148.94),(72 1022143.75),(73 1007398.1),(74 1007749.94),(75 1018622.25),(76 1033361.56),(77 1049569.6),(78 1065196.9),(79 1073654.6),
