1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 15368.715),(2 57268.61),(3 124087),(4 211599.6),(5 319388.03),(6 444912.13),(7 585212.5),(8 735841.3),(9 893945.94),(10 1057106.6),(11 1229721.6),(12 1408138.8),(13 1592899),(14 1785366.3),(15 1980458.4),(16 2175508.5),(17 2374630.8),(18 2565986.3),(19 2759133.5),(20 2945126.3),(21 3131554.5),(22 3314890.8),(23 3491894.5),(24 3646007.8),(25 3789403.3),(26 3911905.8),(27 4031971.3),(28 4129232.8),(29 4207801.5),(30 4278057.5),(31 4328835),(32 4367227),(33 4388399),(34 4394035),(35 4387696),(36 4363793.5),(37 4329321.5),(38 4286103),(39 4234794.5),(40 4172953.5),(41 4100988.5),(42 4017611.5),(43 3929400.3),(44 3830107.8),(45 3727092.5),(46 3615019.3),(47 3507615.3),(48 3407910),(49 3308337.8),(50 3216145.8),(51 3136604.3),(52 3067235.8),(53 3000802.8),(54 2948333.3),(55 2908893.3),(56 2883097.5),(57 2870277.5),(58 2867349.5),(59 2867604.8),(60 2880024.3),(61 2902723.5),(62 2923231.8),(63 2949920.3),(64 2975302),(65 3003409.8),(66 3024237.3),(67 3044441.5),(68 3066247.3),(69 3089586.8),(70 3114719.8),(71 3143847),(72 3173987.5),(73 3201192.8),(74 3224292.8),(75 3236571.3),(76 3245690.5),(77 3249689),(78 3251891.3),(79 3253649.8),
(1 19553.85),(2 72738.06),(3 156644.27),(4 264560.22),(5 395153.28),(6 541544.8),(7 704474.94),(8 878320.5),(9 1059345.1),(10 1243666.4),(11 1429522.9),(12 1618019.6),(13 1803352),(14 1985826.4),(15 2163906.5),(16 2332363.8),(17 2487905.5),(18 2628791.3),(19 2751638.8),(20 2861933.3),(21 2956866),(22 3035216.8),(23 3098333.8),(24 3139836.3),(25 3167238.8),(26 3172729),(27 3169619.8),(28 3146109.3),(29 3105752),(30 3061363.8),(31 3012317),(32 2956005.3),(33 2897294.8),(34 2835043.3),(35 2779139.3),(36 2716920.3),(37 2663887),(38 2615711),(39 2570440.3),(40 2526200.3),(41 2475547.3),(42 2423572.3),(43 2373304.3),(44 2326065),(45 2283587.8),(46 2243253.5),(47 2210646.8),(48 2179339.5),(49 2153936.5),(50 2133625.8),(51 2110697.8),(52 2090487.4),(53 2065707.9),(54 2045085),(55 2026598.5),(56 2009954.4),(57 1991464),(58 1972499.5),(59 1959445.4),(60 1950430.6),(61 1948241.9),(62 1953377.9),(63 1964597),(64 1981119),(65 2004444.9),(66 2025698.4),(67 2050527.6),(68 2087897.1),(69 2126501),(70 2169520.5),(71 2221116.8),(72 2277368.3),(73 2337692.3),(74 2393713.8),(75 2448856),(76 2500814),(77 2546310.3),(78 2587260.8),(79 2628161.3),
(1 19277.885),(2 71662.87),(3 152512.06),(4 259667.02),(5 389933.44),(6 541319.75),(7 710927.94),(8 893754.8),(9 1086996.1),(10 1288287.3),(11 1497891.9),(12 1703874.9),(13 1909700.8),(14 2107586.5),(15 2299412.8),(16 2481851.3),(17 2654728.8),(18 2813659.5),(19 2953517.8),(20 3070144.8),(21 3160904.8),(22 3233311.3),(23 3292418.5),(24 3329085.5),(25 3349146.3),(26 3357552.8),(27 3352043.5),(28 3336541.5),(29 3311609.3),(30 3283200.8),(31 3250911.8),(32 3215955.8),(33 3172748.8),(34 3124734),(35 3077630.8),(36 3023407.8),(37 2973704.8),(38 2927058),(39 2882377.3),(40 2843731),(41 2806848),(42 2776198),(43 2753289.5),(44 2732349.5),(45 2713976),(46 2701875.3),(47 2691697.3),(48 2684886.5),(49 2679667),(50 2670581.3),(51 2659203),(52 2641027.3),(53 2608889),(54 2572108.3),(55 2530481.3),(56 2485495.8),(57 2441141),(58 2396553),(59 2354838),(60 2313533.8),(61 2277531),(62 2248539),(63 2222823),(64 2203006.8),(65 2187802.3),(66 2171247.8),(67 2155472.8),(68 2145151.8),(69 2137829.3),(70 2133783.5),(71 2140479),(72 2151392),(73 2167661.3),(74 2187758.8),(75 2219418.8),(76 2257006.8),(77 2292050.5),(78 2334160.8),(79 2386037.5),
(1 19927.264),(2 73951.31),(3 159015.05),(4 272527.2),(5 411451.9),(6 571401.1),(7 751355.8),(8 943115.06),(9 1147946.9),(10 1365340.5),(11 1587679.9),(12 1801550.1),(13 2012965.1),(14 2210712),(15 2399446.5),(16 2568042.5),(17 2720033),(18 2858502.8),(19 2979617),(20 3071547),(21 3146271.8),(22 3199570.5),(23 3234838.5),(24 3244321.3),(25 3243731),(26 3223171.3),(27 3195227.3),(28 3159175.8),(29 3114599.3),(30 3064841.3),(31 3010993.5),(32 2957325),(33 2900869),(34 2841421),(35 2782851.3),(36 2728780.8),(37 2677989.5),(38 2631606),(39 2593957.3),(40 2571938),(41 2556902.5),(42 2546389.8),(43 2543167.8),(44 2539212.5),(45 2540584.3),(46 2532143.5),(47 2522801.5),(48 2510057),(49 2492659),(50 2473296.8),(51 2452244.3),(52 2426850.8),(53 2399294.3),(54 2371771.8),(55 2345033),(56 2316685),(57 2290335),(58 2266445.3),(59 2244993.5),(60 2224208.8),(61 2207994),(62 2193483.8),(63 2182548.8),(64 2178483.8),(65 2179507.5),(66 2178629.3),(67 2181346),(68 2188154.5),(69 2200814.5),(70 2216772),(71 2237588.8),(72 2260923),(73 2287432.8),(74 2309213.5),(75 2334504.8),(76 2358703.8),(77 2377398.5),(78 2395653.8),(79 2414029.8),
(1 21006.424),(2 78099.5),(3 168046.78),(4 286471.16),(5 428815.22),(6 589905.2),(7 772667.94),(8 968897.44),(9 1181948.6),(10 1400557.5),(11 1625356.3),(12 1843019.5),(13 2048157.6),(14 2240765),(15 2407445),(16 2554436.5),(17 2679754),(18 2781589.3),(19 2861025.8),(20 2915439.8),(21 2944153.5),(22 2953726.3),(23 2939352.3),(24 2911444.8),(25 2866235.8),(26 2806092.5),(27 2735840.3),(28 2666360.3),(29 2584277.8),(30 2497937.3),(31 2416350.5),(32 2333640),(33 2255213.5),(34 2183417),(35 2117106.8),(36 2057363.8),(37 2009771.3),(38 1971325.6),(39 1949230.6),(40 1941582.6),(41 1946857.1),(42 1966681.9),(43 1999606.3),(44 2040336.1),(45 2088099.9),(46 2142174.3),(47 2205274.8),(48 2274735),(49 2348114.8),(50 2419854.3),(51 2490784.5),(52 2562905.3),(53 2631083.8),(54 2688287.5),(55 2732074.8),(56 2769542),(57 2806459),(58 2837561.8),(59 2855721),(60 2862538.8),(61 2858038),(62 2836203.5),(63 2796112.5),(64 2746124.8),(65 2688901),(66 2628562.3),(67 2559237.3),(68 2488122.8),(69 2417170),(70 2345510),(71 2278433),(72 2217458.3),(73 2161053),(74 2109857),(75 2069172.3),(76 2043747),(77 2031609.6),(78 2030978.9),(79 2043798.6),
(1 19780.02),(2 73730.82),(3 158008.25),(4 268280.25),(5 398959.47),(6 548408.7),(7 710098.6),(8 879490.06),(9 1053055.4),(10 1223300.6),(11 1387185.4),(12 1534122.9),(13 1666751.9),(14 1785771.5),(15 1886988),(16 1973614.9),(17 2046757.1),(18 2103464.5),(19 2148113.8),(20 2173871.8),(21 2186883.8),(22 2187799.8),(23 2175189.5),(24 2151620.3),(25 2118433),(26 2081377.4),(27 2042461.3),(28 2006007.3),(29 1969419.5),(30 1935992),(31 1911579.4),(32 1891296),(33 1875075.5),(34 1866983.8),(35 1856581.1),(36 1849310.9),(37 1842117.4),(38 1831692.6),(39 1819725.4),(40 1810603.3),(41 1805536),(42 1800746.5),(43 1799432.5),(44 1807490.1),(45 1821208.5),(46 1833537.6),(47 1854454),(48 1881202.9),(49 1906888.9),(50 1932907.8),(51 1957475.8),(52 1982923.5),(53 2011514.3),(54 2038165.8),(55 2059585.5),(56 2082048.3),(57 2104961.3),(58 2124640.5),(59 2139841.8),(60 2155047.3),(61 2162438.8),(62 2158110.3),(63 2145022.8),(64 2126181.3),(65 2102055.3),(66 2066716.6),(67 2022850.8),(68 1975916),(69 1925321.3),(70 1881681.4),(71 1841236.5),(72 1809577.5),(73 1787535.9),(74 1771625.1),(75 1766062.6),(76 1765950.5),(77 1775519.6),(78 1784980.8),(79 1801154.9),
(1 19391.734),(2 71101.234),(3 150022.13),(4 251202.1),(5 370479.8),(6 503122.2),(7 642771.94),(8 783929.9),(9 925465.5),(10 1067955),(11 1205074.9),(12 1329232.8),(13 1437471.5),(14 1527842.5),(15 1598310.9),(16 1652829.3),(17 1691711.4),(18 1716521.5),(19 1731325.5),(20 1735457.5),(21 1727997.5),(22 1718233.4),(23 1706445.9),(24 1695142.3),(25 1682915.3),(26 1676390.8),(27 1675018.8),(28 1678838.8),(29 1684232.5),(30 1698029.4),(31 1711871.3),(32 1728248),(33 1748454.9),(34 1772641.8),(35 1801671.4),(36 1831097.9),(37 1859164.6),(38 1890142.9),(39 1920607.3),(40 1949172.3),(41 1978636),(42 2013257.5),(43 2049716.9),(44 2084230.3),(45 2117959.3),(46 2147603.3),(47 2171189.3),(48 2187267),(49 2198967.3),(50 2206280),(51 2210502.8),(52 2214448.3),(53 2213619.8),(54 2215585.5),(55 2219740.3),(56 2226434.5),(57 2243559.5),(58 2262480),(59 2276467.8),(60 2283959),(61 2279843.3),(62 2256795.8),(63 2225715.3),(64 2185189.8),(65 2135295.5),(66 2079652.8),(67 2017083.6),(68 1959938.3),(69 1909474.9),(70 1865623.9),(71 1831586.8),(72 1804391.6),(73 1783675.9),(74 1770328.4),(75 1762951.3),(76 1762990.9),(77 1772820.6),(78 1786688.6),(79 1812936.4),
(1 23627.36),(2 89049.71),(3 191406.16),(4 324766.9),(5 482981.5),(6 658195.94),(7 845811),(8 1036326.94),(9 1222342.1),(10 1400727.3),(11 1568816),(12 1717831.1),(13 1842837.3),(14 1945843.9),(15 2028271.9),(16 2080397.4),(17 2107807.3),(18 2115470.5),(19 2107747.3),(20 2081258.6),(21 2044802.1),(22 1998902.8),(23 1950363.4),(24 1896800.3),(25 1844015.1),(26 1797130.4),(27 1763065.1),(28 1737809),(29 1719059),(30 1706113.3),(31 1696684.9),(32 1694070),(33 1693258.9),(34 1696460.9),(35 1701732.4),(36 1707510),(37 1714507.1),(38 1723187.3),(39 1733893.1),(40 1743116.9),(41 1750676.9),(42 1759587.9),(43 1767562.5),(44 1778249.3),(45 1791557.5),(46 1801439.1),(47 1815130.1),(48 1825401.5),(49 1837384.3),(50 1848326),(51 1861539.1),(52 1875883),(53 1887814),(54 1900205.4),(55 1910212.9),(56 1918433.4),(57 1927868.4),(58 1933618.5),(59 1935947.4),(60 1936077.4),(61 1934639.9),(62 1928891.8),(63 1918609.4),(64 1909642.4),(65 1901154.4),(66 1892018.4),(67 1883770.4),(68 1881677.1),(69 1882854.5),(70 1886773.9),(71 1890877.9),(72 1890213.6),(73 1885979),(74 1876020.6),(75 1857807.3),(76 1833158),(77 1806828.4),(78 1781974.8),(79 1762632.3),
(1 19887.58),(2 73138.664),(3 154404.27),(4 258526.56),(5 379266.63),(6 513365.63),(7 656202.7),(8 799522.75),(9 943233.2),(10 1083577.4),(11 1216359.4),(12 1333554.9),(13 1439275.9),(14 1533276.5),(15 1618186.8),(16 1690293.6),(17 1750559.1),(18 1802441.3),(19 1846449.1),(20 1884400.3),(21 1920545.5),(22 1956365.5),(23 1996160.3),(24 2030830.9),(25 2063179.9),(26 2095235.8),(27 2132337),(28 2168399),(29 2198590),(30 2223623.3),(31 2239991.8),(32 2247675.5),(33 2247342),(34 2239452.8),(35 2220073),(36 2193516),(37 2158836.5),(38 2116060.8),(39 2071025.9),(40 2020485),(41 1968712.5),(42 1912996.1),(43 1857255.9),(44 1802463.8),(45 1754555),(46 1711659),(47 1675185.8),(48 1640535),(49 1611610.8),(50 1587260.1),(51 1569656.3),(52 1557585.6),(53 1550922.3),(54 1549649),(55 1552223),(56 1557817.5),(57 1568293.3),(58 1576032.8),(59 1584416),(60 1594765.9),(61 1603378.5),(62 1613224.5),(63 1624580.9),(64 1634465.3),(65 1647515.5),(66 1661193.8),(67 1671257.8),(68 1680248.9),(69 1696003.5),(70 1715271.3),(71 1732583.3),(72 1740849.3),(73 1748442.5),(74 1757257),(75 1766860),(76 1780047),(77 1792609.4),(78 1810619),(79 1830020.5),
(1 20451.797),(2 74254.664),(3 154981.42),(4 256098.89),(5 370535.2),(6 494988.44),(7 622457),(8 748988.2),(9 869862.25),(10 983473.3),(11 1086487.4),(12 1176382.9),(13 1251878.5),(14 1313771.3),(15 1362765.5),(16 1401415.6),(17 1429643.4),(18 1446183.6),(19 1454719.6),(20 1457927.4),(21 1456913.4),(22 1455732.4),(23 1456233.4),(24 1459648.6),(25 1468792.4),(26 1482579.4),(27 1496781.4),(28 1509276.1),(29 1519636.3),(30 1527715.4),(31 1534238.3),(32 1533877.6),(33 1531716),(34 1527022.9),(35 1518634.8),(36 1505799.4),(37 1491258.6),(38 1476102),(39 1463265.5),(40 1453506.6),(41 1442450.8),(42 1431774.3),(43 1418305.3),(44 1403846.4),(45 1388251.9),(46 1373319.1),(47 1357595.5),(48 1339156.4),(49 1322347.5),(50 1310923.9),(51 1302663.9),(52 1301988),(53 1309488.1),(54 1321889.5),(55 1332849.1),(56 1345407.8),(57 1362169.6),(58 1377415.4),(59 1391626),(60 1404573.3),(61 1420215.5),(62 1435090.1),(63 1451388.8),(64 1467008),(65 1480413.4),(66 1490566.3),(67 1496674.6),(68 1501947),(69 1504590.8),(70 1505002.9),(71 1502064.4),(72 1493240.1),(73 1480973),(74 1464836.8),(75 1448708.1),(76 1431484.8),(77 1410209.5),(78 1391642.1),(79 1380672.1),
(1 26026.813),(2 97345.42),(3 206915.64),(4 344974.25),(5 501085.16),(6 669660.25),(7 843976.8),(8 1016130.5),(9 1181018.5),(10 1334559.5),(11 1470283.4),(12 1578313.1),(13 1658131.5),(14 1713631.9),(15 1750346.1),(16 1767806.4),(17 1767147),(18 1755789.3),(19 1734546.6),(20 1706224.6),(21 1674813.1),(22 1641326),(23 1609803.1),(24 1580820.6),(25 1557968.5),(26 1541657.3),(27 1529667.6),(28 1523028.1),(29 1517675),(30 1516123.6),(31 1516516.6),(32 1515803.5),(33 1512257.4),(34 1506532.8),(35 1498448),(36 1485276.8),(37 1463660.8),(38 1434505.1),(39 1401974),(40 1366069.8),(41 1331494.1),(42 1298144.6),(43 1268541),(44 1242815.6),(45 1222321.9),(46 1208724.8),(47 1202332),(48 1203450.6),(49 1211772.9),(50 1226764.1),(51 1248496.5),(52 1273630.6),(53 1303327.3),(54 1334676.1),(55 1369479.9),(56 1407477.8),(57 1446034.3),(58 1487853.6),(59 1530024.3),(60 1573119.8),(61 1620971),(62 1666603),(63 1711017.4),(64 1750663.4),(65 1786170.1),(66 1812843.1),(67 1829497.8),(68 1841670),(69 1844537.6),(70 1842837.3),(71 1838149.5),(72 1825063.8),(73 1808051.4),(74 1786307.4),(75 1763623.8),(76 1737848.5),(77 1708894),(78 1682065.1),(79 1654766),
(1 24550.04),(2 92537.6),(3 199452.8),(4 335262.1),(5 491446.66),(6 658254.6),(7 828569.6),(8 993123.9),(9 1142645.1),(10 1270660.5),(11 1374769.6),(12 1451465.3),(13 1500649.1),(14 1527960.5),(15 1538633.6),(16 1532580.9),(17 1515350.3),(18 1492656.1),(19 1470017.4),(20 1446276),(21 1428507.5),(22 1413423.1),(23 1401102.1),(24 1390703.4),(25 1386260.6),(26 1388063.5),(27 1395300.5),(28 1407535.5),(29 1425001),(30 1443557),(31 1468925.8),(32 1498798.9),(33 1531257.9),(34 1562768.1),(35 1593474),(36 1616045.6),(37 1632518.5),(38 1638520.4),(39 1636334.4),(40 1619945.4),(41 1595110.9),(42 1563668.6),(43 1529728.1),(44 1496794.5),(45 1470274.8),(46 1447106.3),(47 1431256.3),(48 1424103.3),(49 1426877.1),(50 1440850.9),(51 1463912.3),(52 1495869),(53 1536236.9),(54 1575570.5),(55 1608743.5),(56 1639240.6),(57 1667116.9),(58 1693120.8),(59 1721807.6),(60 1750609.4),(61 1782240.4),(62 1813021.8),(63 1837367.5),(64 1853354.1),(65 1868142.9),(66 1873922),(67 1873030.5),(68 1871364),(69 1865608.6),(70 1854302.1),(71 1839701.8),(72 1821416.5),(73 1797716.6),(74 1773955.8),(75 1754699.6),(76 1740783.5),(77 1725650.5),(78 1714483.5),(79 1704525.5),
(1 21783.68),(2 81680.86),(3 173098.67),(4 287426.6),(5 416441.22),(6 551849.7),(7 689020.56),(8 821527.06),(9 944748.25),(10 1054175.9),(11 1149895.5),(12 1229536),(13 1293404.6),(14 1343413.6),(15 1387106.4),(16 1421641.5),(17 1446088.4),(18 1456334.4),(19 1462257.1),(20 1460560),(21 1453505.1),(22 1439165),(23 1423176.9),(24 1404387),(25 1384218.8),(26 1363551.9),(27 1346203),(28 1332270.1),(29 1320292.5),(30 1311835),(31 1308131.5),(32 1312772.1),(33 1321187.8),(34 1333288.9),(35 1349502.5),(36 1363223.5),(37 1374646.1),(38 1379922.8),(39 1385248.9),(40 1386424),(41 1385468.6),(42 1383799.8),(43 1385201.4),(44 1383905.3),(45 1383593.5),(46 1381363.4),(47 1375765.8),(48 1365615.6),(49 1355353.6),(50 1342364.4),(51 1329766.4),(52 1320154.3),(53 1312423.3),(54 1304238.5),(55 1294452.6),(56 1281548.8),(57 1269765.5),(58 1255844.5),(59 1241533.8),(60 1229239.1),(61 1217190.4),(62 1208567.1),(63 1202117.3),(64 1200854.6),(65 1203804.5),(66 1210494.4),(67 1220544.8),(68 1234118),(69 1251932.5),(70 1267163.4),(71 1280246.1),(72 1291112.1),(73 1295981.1),(74 1296882.4),(75 1297339),(76 1301147.5),(77 1306282.3),(78 1310991.9),(79 1320305.9),
(1 19816.502),(2 72695.64),(3 152568.19),(4 252370.44),(5 367061),(6 490141.47),(7 614614.6),(8 735255.25),(9 848621.06),(10 950701.94),(11 1037986.4),(12 1110426.5),(13 1165270.9),(14 1210875.4),(15 1250842.9),(16 1279069.1),(17 1297989.1),(18 1304661.9),(19 1307017.4),(20 1299860.8),(21 1286545.5),(22 1269257.1),(23 1250995.9),(24 1228971),(25 1203451),(26 1178024.8),(27 1148082.8),(28 1118752.4),(29 1090166.6),(30 1065573),(31 1046275.6),(32 1027680.9),(33 1010596.44),(34 994018.75),(35 976349.5),(36 954254.9),(37 927406.75),(38 900904.4),(39 878000.7),(40 856501.9),(41 839020.9),(42 824726.56),(43 815990.75),(44 809494.56),(45 806630.25),(46 808211.75),(47 813064.6),(48 821213.3),(49 833808.7),(50 851225.3),(51 871741),(52 892192.2),(53 911421.9),(54 931213.5),(55 945738.7),(56 956244.56),(57 965928.2),(58 971843.6),(59 973017.3),(60 966969.3),(61 956254.06),(62 941405.7),(63 927403.4),(64 913917.75),(65 903758.4),(66 898168.06),(67 892144.4),(68 888335.1),(69 889923),(70 892000.8),(71 895851.8),(72 903063.75),(73 910988.2),(74 919146.94),(75 927774.25),(76 936118.4),(77 943671.75),(78 949589.5),(79 956369.06),
(1 19306.105),(2 70787.71),(3 148788.72),(4 246437.84),(5 356857.6),(6 473148.75),(7 589429.94),(8 703100.25),(9 806961.1),(10 899212.06),(11 976433.3),(12 1036210.94),(13 1074784.1),(14 1099365.8),(15 1113617),(16 1117489.4),(17 1114330.3),(18 1104403.5),(19 1091659.1),(20 1078101),(21 1065988.5),(22 1050965.9),(23 1036408.6),(24 1018264.2),(25 999766.4),(26 982173.9),(27 965057.06),(28 951180.6),(29 940811),(30 936984.56),(31 939505.1),(32 946301.44),(33 960421.1),(34 976497.1),(35 992827.2),(36 1006314.75),(37 1020184.44),(38 1031396.6),(39 1038566.25),(40 1040189.7),(41 1036662.56),(42 1027783.3),(43 1014765.1),(44 998289),(45 980474.5),(46 963787.44),(47 948691.1),(48 933782.5),(49 920448.56),(50 911655.6),(51 906730.7),(52 901017.75),(53 894615.8),(54 887761.1),(55 882345.25),(56 878263.3),(57 877046.1),(58 873422.25),(59 868850.94),(60 867033.6),(61 867330.3),(62 871220.06),(63 878926.25),(64 891024.8),(65 905646.25),(66 919815.6),(67 933645.5),(68 948241.44),(69 962834.75),(70 980356.25),(71 998760),(72 1018046.5),(73 1040403.2),(74 1066197),(75 1093002.3),(76 1117157.4),(77 1140440),(78 1156736),(79 1166193.4),
(1 21716.898),(2 81570.516),(3 172794.61),(4 286234.28),(5 415079.9),(6 551029.9),(7 687877.2),(8 815628.94),(9 927959.44),(10 1023180.94),(11 1098792.9),(12 1152172.8),(13 1184587.6),(14 1201211.3),(15 1205495),(16 1199944.6),(17 1187594.3),(18 1172799),(19 1154952),(20 1138961.8),(21 1122773.4),(22 1108755.5),(23 1097972.9),(24 1086705.4),(25 1079064.3),(26 1074821.3),(27 1071299),(28 1068059.4),(29 1063968),(30 1062447),(31 1063319.5),(32 1061707.3),(33 1061002.5),(34 1059831),(35 1062094.3),(36 1070352.3),(37 1083375.9),(38 1100944.9),(39 1119835.3),(40 1141373),(41 1160032),(42 1174018.1),(43 1185520.5),(44 1196215.3),(45 1205078.3),(46 1211378.9),(47 1211092.9),(48 1205452.6),(49 1198875.9),(50 1191114.1),(51 1181395.4),(52 1171811),(53 1164027.8),(54 1154503.5),(55 1144512),(56 1138497.8),(57 1135224.6),(58 1130197.9),(59 1121893.8),(60 1112232.4),(61 1100418.5),(62 1089877.9),(63 1075228),(64 1064364.6),(65 1050685),(66 1036119.44),(67 1016766.7),(68 996708.7),(69 973583.1),(70 954299.25),(71 941351.6),(72 934706.3),(73 931340.94),(74 932246.56),(75 937448.94),(76 945025.25),(77 955874.9),(78 965538.4),(79 974445.1),
(1 22789.701),(2 85156.71),(3 179930.7),(4 296092.13),(5 425551.72),(6 561621.25),(7 693884.44),(8 815535.8),(9 919686.25),(10 1000628.56),(11 1056278.6),(12 1085324.6),(13 1092443.3),(14 1082006.5),(15 1061219),(16 1034811.6),(17 1004070.06),(18 973807.3),(19 945619.2),(20 921725.1),(21 901654.56),(22 887292.2),(23 876492),(24 869432.06),(25 866949.94),(26 868274.3),(27 874123.94),(28 883596.8),(29 894750.94),(30 909880.2),(31 929575.56),(32 946368),(33 961905.9),(34 973535.1),(35 980065.06),(36 979425.25),(37 971453),(38 960715),(39 945545.06),(40 926557.06),(41 904267),(42 881338.9),(43 859028.44),(44 838189.1),(45 818512.9),(46 799337.44),(47 782634.75),(48 772215),(49 768439.3),(50 768799.1),(51 776292.4),(52 791619.56),(53 812249.9),(54 838958.56),(55 868410.3),(56 897382.1),(57 927135.4),(58 955388.8),(59 977171.8),(60 994923.2),(61 1007328.7),(62 1014828.4),(63 1018628),(64 1017449.5),(65 1010377.75),(66 998329.5),(67 983349.25),(68 968401.75),(69 955218.5),(70 945255.8),(71 941243),(72 940054.06),(73 941027.4),(74 944614.5),(75 949884.06),(76 958262.4),(77 970037.3),(78 984507.94),(79 997550.94),
