1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 21391.945),(2 66564.66),(3 132435.3),(4 220510.95),(5 325385.34),(6 446990.5),(7 586407.7),(8 742490.7),(9 899759.5),(10 1054739.1),(11 1204664.9),(12 1328830.9),(13 1440100.1),(14 1499537.9),(15 1526615.5),(16 1530765.1),(17 1521872.4),(18 1501910),(19 1496855.6),(20 1503573.1),(21 1517394.9),(22 1548497.6),(23 1585551.4),(24 1629335),(25 1684430.6),(26 1754940.6),(27 1848279),(28 1965202.1),(29 2114396),(30 2239515.5),(31 2403788),(32 2566945.3),(33 2729037.5),(34 2875601.3),(35 2989412.8),(36 3077058),(37 3119936.3),(38 3129185),(39 3134289),(40 3112382),(41 3096185),(42 3093951),(43 3114231.3),(44 3157684),(45 3233909.3),(46 3371044.8),(47 3500632.3),(48 3700901.3),(49 3973698),(50 4325240),(51 4737750.5),(52 5231571.5),(53 5732929.5),(54 6294913.5),(55 6895501.5),(56 7492845.5),(57 8095290),(58 8689724),(59 9273313),(60 9813955),(61 10333461),(62 10829105),(63 11337761),(64 11818409),(65 12194469),(66 12536615),(67 12859265),(68 13079423),(69 13298847),(70 13471287),(71 13580827),(72 13591092),(73 13607584),(74 13623003),(75 13623952),(76 13643584),(77 13675620),(78 13741389),(79 13805875),
(1 22914.344),(2 81641.05),(3 166678.19),(4 265079.53),(5 367522.63),(6 460606.28),(7 539090.56),(8 598539.56),(9 634435.56),(10 648418.2),(11 642855.6),(12 626896),(13 607086),(14 589505.5),(15 579245.7),(16 577956.2),(17 583880.3),(18 598535.44),(19 618698.75),(20 639482.44),(21 656712.6),(22 668063.7),(23 673517.3),(24 672980.94),(25 667038.3),(26 660534.1),(27 654216.1),(28 644629.6),(29 636589.56),(30 631738.25),(31 628969.5),(32 626983.4),(33 627734.5),(34 627616.2),(35 628006),(36 628279.4),(37 628880.2),(38 630244.5),(39 636641.6),(40 645544.75),(41 656564.44),(42 663754.25),(43 668590),(44 669305.06),(45 668194.4),(46 666946.06),(47 663818.9),(48 656514.1),(49 649669.94),(50 643570.4),(51 639209.25),(52 636817.1),(53 638632.44),(54 637379.3),(55 636498.4),(56 638337.25),(57 639369.7),(58 640967.25),(59 641664),(60 641155.7),(61 637664.1),(62 631629.1),(63 626389.4),(64 623220.2),(65 622311.8),(66 624206.1),(67 629822.6),(68 641751),(69 657351.56),(70 670484.7),(71 686143.3),(72 700749.9),(73 707030.06),(74 701969.1),(75 690483.8),(76 678209.9),(77 663226.3),(78 647324.56),(79 635519.44),
(1 25017.207),(2 90017.625),(3 183201.14),(4 290207.97),(5 401815.5),(6 501820.44),(7 584609.1),(8 645412.9),(9 680444),(10 694735),(11 691331.5),(12 679710.56),(13 663460.44),(14 648598.1),(15 640301.8),(16 639710.7),(17 649567.8),(18 664598.8),(19 685481.6),(20 703451.25),(21 718508.1),(22 726503.44),(23 726675.6),(24 720803.56),(25 713378.8),(26 707572.25),(27 703564.4),(28 701297.8),(29 701728.9),(30 707493.06),(31 718518.06),(32 733786.4),(33 747978.3),(34 758198.25),(35 765852.7),(36 767653.4),(37 766526.6),(38 760476.2),(39 755615.25),(40 748127.5),(41 741917.5),(42 736306.4),(43 734626),(44 732751.4),(45 731037.5),(46 729507.25),(47 725762.56),(48 718716.3),(49 710447.1),(50 702529.4),(51 693764.56),(52 684128.56),(53 674774.4),(54 662897.06),(55 650243.9),(56 638898),(57 629278.06),(58 621556.44),(59 616846.06),(60 614137),(61 614714.2),(62 617669.4),(63 623669),(64 630799),(65 635680.44),(66 639243.25),(67 644187.9),(68 652067.25),(69 662757.94),(70 671930.6),(71 680382.56),(72 686908.75),(73 690562.8),(74 691214.5),(75 689975.1),(76 686088.56),(77 676587.6),(78 665071.9),(79 652543.9),
(1 22061.035),(2 79389.73),(3 161760.05),(4 256867.02),(5 351808.88),(6 435815.5),(7 504253.78),(8 554890.06),(9 583726.1),(10 595384.1),(11 589868.94),(12 575339.44),(13 555677.56),(14 539377.3),(15 532379.44),(16 536080.2),(17 551226.56),(18 572304.9),(19 599428.6),(20 626258.75),(21 647748.7),(22 661783.4),(23 668860.25),(24 669984.7),(25 666504.1),(26 661358.5),(27 657067.56),(28 652229.1),(29 646751),(30 642793.9),(31 639642.9),(32 642145.44),(33 649177.7),(34 662642.1),(35 678080.7),(36 693210.44),(37 704441.1),(38 710993.1),(39 711745.1),(40 707389.7),(41 696309.8),(42 682643.94),(43 669899.44),(44 656672.4),(45 644354.8),(46 633068.6),(47 624719.1),(48 617888.44),(49 613617.6),(50 611368.6),(51 608600.4),(52 604261.2),(53 597529),(54 590425.75),(55 582541.4),(56 574494),(57 567646.5),(58 563863.5),(59 561144.1),(60 559081.7),(61 556941.8),(62 554229),(63 554392.7),(64 554437.75),(65 559261.75),(66 566378.94),(67 576513.2),(68 591753.2),(69 607988.75),(70 620875.94),(71 630829.06),(72 638585.44),(73 643971.1),(74 645921.6),(75 643352.8),(76 636892.4),(77 625090.8),(78 609969.2),(79 593271.8),
(1 21810.01),(2 77636.9),(3 156421.47),(4 247339.86),(5 339790.7),(6 426183.34),(7 496739.56),(8 550326.1),(9 584422.2),(10 604166.5),(11 608423.56),(12 602370),(13 590037.6),(14 575683.06),(15 568329.94),(16 569535.5),(17 581673.5),(18 598610.9),(19 618419.44),(20 638158.1),(21 651182.5),(22 658464.1),(23 657845.25),(24 654586.4),(25 652361.6),(26 653711.44),(27 657009.3),(28 661017.94),(29 663933.2),(30 666246.25),(31 666201.75),(32 664910.5),(33 664396.56),(34 664439.44),(35 665618.06),(36 667379.2),(37 669611.6),(38 670010.56),(39 667551.25),(40 662699.25),(41 657307.75),(42 652113.6),(43 649324.56),(44 647056.3),(45 646968.3),(46 647119.6),(47 645078.94),(48 639087.2),(49 629348.94),(50 617885.56),(51 604748.94),(52 589890.75),(53 574366.1),(54 562186.2),(55 553508.8),(56 549956.8),(57 548948.94),(58 550205.56),(59 555171.2),(60 560989.06),(61 565595.2),(62 569845.4),(63 574891.9),(64 580850.56),(65 587733.94),(66 594590.5),(67 605261.2),(68 617822.06),(69 627107.8),(70 633127.9),(71 640638.8),(72 649452.8),(73 653701.75),(74 651654),(75 649218.25),(76 646260.75),(77 638487.94),(78 628482.44),(79 620347.75),
(1 20831.889),(2 73338.805),(3 145206.38),(4 226678.63),(5 309878.88),(6 387621.97),(7 453524.5),(8 503563.5),(9 537278.9),(10 557691.4),(11 566201.6),(12 568588),(13 566497.9),(14 565574.9),(15 568442.3),(16 572648.44),(17 579643.8),(18 590309.56),(19 602704.25),(20 615295.6),(21 624912.1),(22 631749.7),(23 632118.9),(24 630965.25),(25 628841.1),(26 628527.25),(27 630008.25),(28 632480.5),(29 634854.75),(30 634787.2),(31 632004.5),(32 629148.7),(33 627646.4),(34 625899.44),(35 622487.9),(36 618509.6),(37 614896),(38 611195.2),(39 609956.3),(40 609827.44),(41 609534.94),(42 610749.1),(43 613477.7),(44 617643.75),(45 621036.6),(46 624844.75),(47 627768.44),(48 627420.3),(49 622682.2),(50 616392.4),(51 609430.8),(52 603021.7),(53 597774.9),(54 595050),(55 596855.3),(56 601608.5),(57 609648.25),(58 615386.4),(59 620518.4),(60 624611.2),(61 624508.5),(62 623699.9),(63 621144.94),(64 620010.56),(65 617510.3),(66 615030.94),(67 623142.25),(68 628556.7),(69 632262.4),(70 634477.5),(71 639834.6),(72 650078.9),(73 654382.75),(74 653199.7),(75 653135.7),(76 652440.25),(77 644393.94),(78 633228.9),(79 621993.06),
(1 18511.54),(2 64222.91),(3 127658.07),(4 199098.7),(5 270280.44),(6 334841.25),(7 388121.34),(8 426754.72),(9 452023.72),(10 464179.25),(11 468367.34),(12 465636.28),(13 462568),(14 464272.44),(15 469344),(16 477635.16),(17 487984.8),(18 498308.75),(19 507548.75),(20 513503.06),(21 514899.56),(22 514721.34),(23 511326.16),(24 507253.56),(25 501290),(26 498181.53),(27 498984.2),(28 505588.34),(29 514225.53),(30 522954),(31 530558.56),(32 533142.75),(33 532095.9),(34 532600.5),(35 529325.6),(36 521877),(37 513621.2),(38 507290.84),(39 502900.2),(40 497241.66),(41 492662.56),(42 490401.56),(43 492084.44),(44 498698.75),(45 507546.94),(46 519507.84),(47 532569.1),(48 544161.3),(49 552007.2),(50 556720.1),(51 558576.25),(52 560307.9),(53 561292.06),(54 559799.4),(55 557986.75),(56 556915.5),(57 558717.3),(58 561120.3),(59 564361.5),(60 566249.6),(61 566135.06),(62 565880.1),(63 563408.3),(64 562020.44),(65 562050.2),(66 563570.9),(67 565104.2),(68 566060.5),(69 569965.25),(70 575016.2),(71 581788.44),(72 586636.3),(73 587930.75),(74 588785.56),(75 593141.7),(76 597804.9),(77 600836.1),(78 602950.5),(79 601679),
(1 19573.697),(2 68661.24),(3 137267.8),(4 214359.28),(5 289928.06),(6 355034.63),(7 405198.44),(8 439094.63),(9 454963.75),(10 456913.8),(11 452216.75),(12 444125.28),(13 439270.63),(14 440229.1),(15 447347.22),(16 460194.56),(17 476564.1),(18 491963.16),(19 503191.9),(20 510657.63),(21 513141),(22 510346.13),(23 504301.03),(24 495789.38),(25 485727.22),(26 477201.25),(27 472652.34),(28 473519.94),(29 479396.34),(30 485870.47),(31 494263.5),(32 501227.84),(33 508435.34),(34 513356.94),(35 518512.25),(36 521157.44),(37 517938.13),(38 510818.97),(39 503285.47),(40 493238.9),(41 482536),(42 473192.2),(43 466787.16),(44 462435.56),(45 461973.94),(46 466912.6),(47 476238.28),(48 488768.5),(49 503573.28),(50 516849.38),(51 526488.25),(52 530422),(53 529090.94),(54 526074.2),(55 522201),(56 518576.7),(57 514298.72),(58 510485.1),(59 512197.97),(60 516444.34),(61 520141.13),(62 523763.94),(63 526235.56),(64 530601.2),(65 533078.3),(66 536287.25),(67 541046.7),(68 547083.9),(69 553811.3),(70 560005.3),(71 567037.25),(72 574065.44),(73 579537),(74 583750.5),(75 588286.94),(76 590560.94),(77 591005.7),(78 594026.8),(79 597589.75),
(1 19873.285),(2 69487.01),(3 137787.08),(4 214045.23),(5 286757.78),(6 346541.25),(7 388835.88),(8 414205.78),(9 423089.25),(10 420093.06),(11 409735),(12 398828),(13 392476.1),(14 392011.13),(15 397929.38),(16 408987.3),(17 425610.56),(18 444057.1),(19 462747.78),(20 479235.4),(21 492435.5),(22 499521.28),(23 502409.97),(24 502674.03),(25 504200.9),(26 503782.72),(27 501527.1),(28 498792.1),(29 498123.44),(30 500256.8),(31 505603.4),(32 510265.47),(33 517224.56),(34 525421.94),(35 532731.9),(36 536474.6),(37 538473),(38 538362.25),(39 535662.44),(40 529258.9),(41 521710.63),(42 516482.3),(43 512504.47),(44 509224),(45 504637.88),(46 497737.56),(47 490919.88),(48 486050.84),(49 483063.53),(50 477513.84),(51 472897.94),(52 468457.56),(53 469843.3),(54 473853.06),(55 479550.9),(56 487184.75),(57 497067.22),(58 505824.38),(59 515590.13),(60 524264),(61 528833.6),(62 528650.44),(63 526234.3),(64 522231.9),(65 515379.03),(66 509335.44),(67 509834.94),(68 512790.22),(69 514996.97),(70 519690.06),(71 526257.8),(72 533961.3),(73 540506.06),(74 544580.6),(75 548003.75),(76 549989.06),(77 551003.2),(78 550783.4),(79 550626.5),
(1 18471.225),(2 64993.47),(3 128717.88),(4 199832.45),(5 267823.78),(6 325835.44),(7 367983.44),(8 393700.6),(9 405153.16),(10 406848.34),(11 405294.53),(12 402054.53),(13 402291.9),(14 407896.84),(15 415376.53),(16 423363.94),(17 429465.84),(18 435007.63),(19 438873.66),(20 440797.72),(21 440484.44),(22 437891.53),(23 435539.06),(24 434979.53),(25 437768.38),(26 441146.84),(27 443800.84),(28 446668.47),(29 446762.16),(30 444615.34),(31 442109.44),(32 437479.9),(33 431714.47),(34 429534.1),(35 433191.9),(36 436947.38),(37 440736.25),(38 444628.9),(39 449413.8),(40 453259.9),(41 454789.44),(42 454103.53),(43 451446.84),(44 447545.72),(45 442934.28),(46 438439.25),(47 433337.06),(48 430509.34),(49 428762.94),(50 425368.34),(51 424465.44),(52 425820.94),(53 431308.16),(54 439056.2),(55 449274.56),(56 461154.84),(57 474714.1),(58 488305.56),(59 501869.63),(60 512590),(61 518982.94),(62 521300.75),(63 525033.25),(64 532044.4),(65 537939.7),(66 545753),(67 556024.56),(68 565133.9),(69 569160.44),(70 571029.1),(71 570406.3),(72 568818.4),(73 566628.4),(74 565587.4),(75 564518.3),(76 563348.75),(77 562766.56),(78 564219.94),(79 568348.2),
(1 17517.18),(2 60112.277),(3 117926.37),(4 181744.86),(5 243706.5),(6 296917.56),(7 336727.5),(8 362178.7),(9 373343.38),(10 375830.66),(11 374816.4),(12 374646.4),(13 377112.88),(14 383025.94),(15 390720.4),(16 401812.97),(17 413273.44),(18 421811.72),(19 428037.22),(20 433173.22),(21 435782.22),(22 435495.16),(23 434897.44),(24 433900.84),(25 434004.03),(26 434477.6),(27 434773),(28 435552.75),(29 436968.94),(30 436764.6),(31 437665.78),(32 437174.56),(33 437390.44),(34 439841.34),(35 445529.72),(36 449625),(37 451827.97),(38 453031.6),(39 452910.4),(40 451521.25),(41 447811.63),(42 442472.84),(43 439014.3),(44 439515.78),(45 441195.28),(46 443579.97),(47 446668.47),(48 450433.34),(49 453840.34),(50 453154.56),(51 449162.63),(52 443482.44),(53 438312.6),(54 434292.88),(55 434383.6),(56 438512.1),(57 446419.78),(58 454101.13),(59 459367.16),(60 462924.03),(61 463500.5),(62 461734.75),(63 459703.06),(64 459842.16),(65 460259.2),(66 463719.84),(67 470076.75),(68 477679.66),(69 484801.13),(70 492068.03),(71 498697.44),(72 506927.4),(73 513697.13),(74 517283),(75 514450.75),(76 507291.75),(77 497705.06),(78 491811.84),(79 485017.1),
(1 18140.73),(2 63074.355),(3 126274.64),(4 195396.2),(5 260404),(6 312759.97),(7 347081.88),(8 364506.3),(9 369507.7),(10 367064.22),(11 361762.3),(12 358929.75),(13 361354.4),(14 370140.94),(15 381927.84),(16 398049),(17 412900.38),(18 425455.22),(19 433979.5),(20 439989.44),(21 442337),(22 441950.25),(23 441265.66),(24 442166.66),(25 443891.72),(26 447352.2),(27 452643.4),(28 457810.8),(29 462647.63),(30 463860.7),(31 460686.8),(32 453005.16),(33 443953.1),(34 436388.7),(35 431186.4),(36 427465.47),(37 423883.97),(38 421491.7),(39 421781.16),(40 421953.53),(41 420365.53),(42 415379.4),(43 410802.56),(44 405089.88),(45 398630.3),(46 391573.7),(47 386677.84),(48 384895.6),(49 386402.34),(50 389979.78),(51 393732.6),(52 398542.22),(53 402658.75),(54 407993.97),(55 412708.56),(56 417420.56),(57 421371),(58 424297.34),(59 425051.6),(60 425233.53),(61 424065.44),(62 422524),(63 421688.13),(64 421763.3),(65 423777.6),(66 428277.2),(67 434860.78),(68 440405.2),(69 445805.66),(70 452838.06),(71 459820.8),(72 463158.25),(73 465037.78),(74 463353.56),(75 457650.9),(76 450126.25),(77 442942.56),(78 439254.3),(79 434491.88),
(1 18298.16),(2 63770.324),(3 126910.516),(4 196048.06),(5 260403.95),(6 312493.3),(7 345139.4),(8 360933.7),(9 364105.13),(10 359527.34),(11 349431.4),(12 341118.66),(13 337953.5),(14 341673.6),(15 351024.78),(16 363270.97),(17 374722.2),(18 385926.72),(19 393168),(20 396207.22),(21 396821.06),(22 395472.25),(23 393582.2),(24 393208.22),(25 397451.3),(26 405600.22),(27 414388.44),(28 420438.72),(29 424737.8),(30 427359.63),(31 426579.53),(32 424897.34),(33 421545.28),(34 418344.3),(35 417164.1),(36 417161.47),(37 417432.78),(38 417556.9),(39 419252.03),(40 420103.75),(41 420694.88),(42 418142.72),(43 414750.16),(44 408188.66),(45 402197.84),(46 396280.94),(47 393079.9),(48 392601.16),(49 394629.84),(50 398994.16),(51 407314.03),(52 415720.72),(53 423698.06),(54 430855),(55 437257.28),(56 442867.44),(57 446671.22),(58 449582.78),(59 451993.6),(60 454398.5),(61 455859.1),(62 456532.53),(63 456878.6),(64 458819.9),(65 460079.4),(66 461063.4),(67 466309.25),(68 467491.44),(69 467105.47),(70 469878.44),(71 473183.88),(72 473222.5),(73 470704.72),(74 465421),(75 458934.63),(76 451091.4),(77 440848.88),(78 429995.4),(79 421774.16),
(1 17758.44),(2 62232.29),(3 122863.99),(4 185765.7),(5 240624.88),(6 281640.66),(7 307423.8),(8 320103.44),(9 322903.75),(10 321189.7),(11 318129.72),(12 318056.8),(13 320985.75),(14 326276.78),(15 333410.88),(16 341462.63),(17 350277.84),(18 359315.3),(19 368582.88),(20 378718.53),(21 387957.34),(22 397641.6),(23 406486.75),(24 413258.13),(25 417829.78),(26 419453.13),(27 417454.53),(28 411129.53),(29 400969.4),(30 389582.6),(31 381015.03),(32 376636.34),(33 374693.8),(34 373994.78),(35 375224.53),(36 377835.22),(37 378523.66),(38 381258.1),(39 384567.4),(40 388089.13),(41 391428.9),(42 392575.75),(43 393369.56),(44 392359.9),(45 390434.03),(46 386955.4),(47 383687.03),(48 381738.7),(49 382931.78),(50 388221.4),(51 395800.44),(52 402709.4),(53 409516.7),(54 416277.66),(55 422758.75),(56 428734.2),(57 432397.3),(58 434655.22),(59 435294.8),(60 434945.1),(61 432348.66),(62 428294.3),(63 428153.6),(64 430704.53),(65 434738.25),(66 439223.88),(67 446141),(68 449739.22),(69 451411.78),(70 451690.25),(71 448951.22),(72 443582.53),(73 437556.8),(74 432461.3),(75 428715.34),(76 426540.53),(77 423542.8),(78 419394.53),(79 415730.53),
(1 18227.549),(2 62767.02),(3 122569.18),(4 185462.19),(5 240581.08),(6 281143.16),(7 305304.22),(8 315414.94),(9 315181.4),(10 310407.84),(11 305110.75),(12 303954.4),(13 307670.2),(14 315025.25),(15 323751.66),(16 333006.8),(17 342875.78),(18 351799.97),(19 359245.53),(20 365332.28),(21 370809.34),(22 375561.8),(23 380330.94),(24 384917.84),(25 390210.88),(26 395242.16),(27 398166.94),(28 397804.38),(29 396499.28),(30 395249.34),(31 395418.7),(32 395793.84),(33 398109.56),(34 399863.84),(35 400979.78),(36 403765.13),(37 406224.63),(38 408240.34),(39 410470.66),(40 413542.06),(41 417804.47),(42 420994.53),(43 426908.63),(44 433817.84),(45 439099.5),(46 439783.66),(47 439469.78),(48 438798.8),(49 439782.88),(50 442238.63),(51 444405.94),(52 446054.2),(53 447515.38),(54 448970.2),(55 450349.2),(56 451791.84),(57 451530.06),(58 450388.28),(59 447515.53),(60 442471.25),(61 436546.66),(62 428898.53),(63 423561),(64 418640.6),(65 414987.97),(66 413854.47),(67 417291.97),(68 421477.72),(69 423549.38),(70 423136.22),(71 421176.4),(72 417310.8),(73 412000.22),(74 406055.63),(75 401669.84),(76 401896.84),(77 405067.78),(78 406159.63),(79 406325.47),
(1 17440.71),(2 60092.766),(3 117528.914),(4 178494.1),(5 233412.31),(6 275024.63),(7 300616.13),(8 311166.66),(9 311085.28),(10 305117.7),(11 299201.28),(12 297925.6),(13 298691.2),(14 301777.66),(15 307803.5),(16 314478.13),(17 320938.13),(18 326571.8),(19 332711.5),(20 337676.7),(21 342248.9),(22 343465.63),(23 342388.84),(24 341739.8),(25 342313.44),(26 342623.66),(27 343773),(28 344309.9),(29 345054.78),(30 346727.72),(31 350525.7),(32 355561.38),(33 359553.22),(34 360110.34),(35 358501.78),(36 356682.25),(37 355296.88),(38 355021.16),(39 356357.22),(40 359540.34),(41 365082.47),(42 370230.4),(43 375472.03),(44 380513.66),(45 382698.8),(46 382388.03),(47 382633.66),(48 383974.84),(49 387113.38),(50 392766.38),(51 398334.3),(52 403212.88),(53 405723.9),(54 406030.34),(55 405330.47),(56 403702.13),(57 401563),(58 400833.16),(59 400934.72),(60 401598.97),(61 401802.63),(62 399707.72),(63 396671.44),(64 394086.56),(65 391347.16),(66 387174.9),(67 384247.3),(68 383647.3),(69 385408.47),(70 389227.97),(71 394624.56),(72 398935.22),(73 402782.97),(74 407004),(75 409637.44),(76 411621.53),(77 413666.7),(78 410851.38),(79 407578.63),
(1 16709.068),(2 57650.46),(3 112011.734),(4 168048.55),(5 217116.67),(6 253354.86),(7 273371.7),(8 279975.88),(9 279512.1),(10 276487.8),(11 273137.2),(12 272235.22),(13 276055.78),(14 281931.1),(15 289505.9),(16 298250.44),(17 306481.2),(18 313067.2),(19 319225.03),(20 323179.34),(21 326077.8),(22 328332),(23 330353.94),(24 333074.2),(25 337618.9),(26 342169.38),(27 347603.1),(28 352641.63),(29 356154.03),(30 358355.3),(31 360891.63),(32 363842.03),(33 366631.9),(34 369124.5),(35 372994.25),(36 373117.7),(37 371159.3),(38 366947.44),(39 364357.6),(40 364477.3),(41 367136.75),(42 372299.2),(43 376905.97),(44 383030.66),(45 388172.25),(46 392624.75),(47 396055.47),(48 395370.5),(49 395208.9),(50 395812.66),(51 396536.66),(52 397040),(53 396148.1),(54 393589.44),(55 389576.5),(56 385169.06),(57 380904.8),(58 378131.7),(59 376606.7),(60 374827.56),(61 371936.5),(62 368796.13),(63 362425.84),(64 357034.28),(65 352404.5),(66 350611.2),(67 351548.3),(68 353529.22),(69 358772.03),(70 366698.53),(71 375284.75),(72 383876.5),(73 393358.56),(74 402077.63),(75 407661.63),(76 408486.3),(77 407436.75),(78 402958.22),(79 399352.1),
(1 17115.785),(2 58190.176),(3 112228.1),(4 167722.13),(5 216648.92),(6 252606.95),(7 274629.22),(8 285906.84),(9 289071.9),(10 289470.3),(11 289143.22),(12 290367.38),(13 294712.44),(14 302680.16),(15 313261.25),(16 324660.4),(17 334300.66),(18 341325.5),(19 343062.66),(20 340099.4),(21 332980.56),(22 324079),(23 316687.56),(24 312839.9),(25 313205.84),(26 317654.44),(27 321884.38),(28 324163.06),(29 325278.5),(30 326940.16),(31 330075.75),(32 336435.63),(33 339155.6),(34 340577.56),(35 340837.1),(36 339986.16),(37 338589.1),(38 335860.13),(39 335069.4),(40 335376.28),(41 337362.8),(42 341345),(43 345611.56),(44 350897.94),(45 353517),(46 354805.56),(47 355415.8),(48 355663.16),(49 357897.84),(50 361626.16),(51 364900.84),(52 368673.06),(53 370463.7),(54 369936.7),(55 368535.5),(56 365540.72),(57 361771.9),(58 357853.1),(59 352511.16),(60 345283.9),(61 337568.6),(62 331760.28),(63 327819.97),(64 325569.4),(65 323180.7),(66 322432.1),(67 324242.1),(68 323205.94),(69 322897.72),(70 322706.16),(71 323805.94),(72 326483.16),(73 329757.7),(74 332599.4),(75 335316.6),(76 338239.8),(77 340176.88),(78 340880.03),(79 340821.63),
(1 16846.725),(2 57360.09),(3 110798.89),(4 165428.1),(5 213810.53),(6 249506.34),(7 270419.72),(8 277854.72),(9 277132.03),(10 272746.22),(11 270044.4),(12 270346.25),(13 275002.78),(14 283210.3),(15 291645.66),(16 298877.06),(17 304929.38),(18 308665.97),(19 309076.6),(20 307177.66),(21 304487.28),(22 301601.56),(23 300717.4),(24 301554.4),(25 304708.22),(26 310152),(27 315103.78),(28 318097.2),(29 317737.4),(30 316637.03),(31 313668.3),(32 311678.53),(33 308399.38),(34 305052.5),(35 301082.1),(36 297590.53),(37 295237.25),(38 294400.5),(39 295813.44),(40 298663.6),(41 301474.63),(42 304369.1),(43 307323.88),(44 312188.06),(45 314774.9),(46 316480.6),(47 316001),(48 313833.9),(49 314007.28),(50 316549),(51 320279.06),(52 325117.72),(53 329196.25),(54 331056.72),(55 331665.06),(56 331012.03),(57 329649.44),(58 327991.84),(59 325022.2),(60 321120.5),(61 319055.9),(62 318807.66),(63 318155.78),(64 317282.34),(65 315747.97),(66 315458.72),(67 314961.3),(68 311024.72),(69 307070.75),(70 303449.6),(71 300192.25),(72 297965.03),(73 294959.06),(74 293610.38),(75 296385.94),(76 302538.03),(77 307848.9),(78 311071.75),(79 312428.44),
