1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11607.156),(2 27023.63),(3 48491.027),(4 73043.12),(5 105919.52),(6 140873.3),(7 177355.84),(8 221169.34),(9 266899.25),(10 313830.6),(11 366618.1),(12 425480.44),(13 492073.78),(14 557769.1),(15 625693.75),(16 697368.6),(17 768756.2),(18 837282.4),(19 904016.5),(20 966968.25),(21 1026460.4),(22 1085933.8),(23 1147235.3),(24 1203297),(25 1260619.4),(26 1320365.5),(27 1372687.4),(28 1425344.6),(29 1480432.9),(30 1527407),(31 1576253.6),(32 1621967.6),(33 1663924.9),(34 1706165.3),(35 1743899.9),(36 1776703.1),(37 1800348.9),(38 1821396.1),(39 1841745.6),(40 1852095),(41 1862984.4),(42 1877632.4),(43 1893441.8),(44 1907156.5),(45 1923444.9),(46 1938508.1),(47 1947687.5),(48 1957261.9),(49 1962807.9),(50 1962934.3),(51 1969997.8),(52 1972726.6),(53 1968665.4),(54 1972169.9),(55 1972169),(56 1972360.4),(57 1974527.3),(58 1977404.4),(59 1976349.9),(60 1973285.3),(61 1977311.3),(62 1974921.8),(63 1974626.4),(64 1972726.8),(65 1975446.3),(66 1972661.9),(67 1967904.9),(68 1967343.3),(69 1961529.9),(70 1953795.1),(71 1946149.4),(72 1938631.5),(73 1929217),(74 1922635.5),(75 1916496.4),(76 1913211.9),(77 1907193.8),(78 1906847.5),(79 1904487.6),
(1 10753.683),(2 25587.346),(3 46199.438),(4 70424.32),(5 101060.65),(6 134210.02),(7 167980),(8 210912.13),(9 254367.7),(10 294513.66),(11 338620.78),(12 388425.13),(13 442107.16),(14 492279.84),(15 542531.44),(16 594250.94),(17 642182.1),(18 690362.4),(19 736860.2),(20 777947.3),(21 816773.25),(22 858896.8),(23 899103.75),(24 936280.3),(25 976727.2),(26 1017288.56),(27 1058050.8),(28 1099539.1),(29 1136659.1),(30 1171082.1),(31 1208701.5),(32 1247346.8),(33 1279047.1),(34 1311668.4),(35 1340699.6),(36 1372576.6),(37 1396933.3),(38 1421136),(39 1444868.9),(40 1462047.6),(41 1479620.6),(42 1504201.6),(43 1526483.9),(44 1547003.1),(45 1568368.6),(46 1589213.9),(47 1601812.4),(48 1614597.9),(49 1619526),(50 1626094),(51 1633469.6),(52 1629816),(53 1617397.1),(54 1611981.4),(55 1602275.6),(56 1592974.5),(57 1586038.4),(58 1579877.4),(59 1565094.9),(60 1552544),(61 1547544.4),(62 1538187),(63 1531248.9),(64 1526364.9),(65 1522069),(66 1516295.4),(67 1510965.6),(68 1515184),(69 1513935.6),(70 1520177.6),(71 1523181.6),(72 1527591.4),(73 1531414.4),(74 1538173.5),(75 1542383),(76 1546964.6),(77 1549215),(78 1549928.4),(79 1548111.6),
(1 9421.652),(2 23712.945),(3 42745.08),(4 66112.28),(5 93235.34),(6 123836.42),(7 158003.1),(8 196024.95),(9 235914.64),(10 278771.8),(11 322925.03),(12 370091.7),(13 419588.28),(14 468761.2),(15 515872.16),(16 565248.94),(17 614306),(18 660917.2),(19 707877.75),(20 752075.6),(21 793401.75),(22 835498.94),(23 878371.75),(24 916117.2),(25 953598),(26 995452),(27 1032571.25),(28 1067787),(29 1100679),(30 1131663.9),(31 1158364.8),(32 1183711.5),(33 1210070.6),(34 1236756.8),(35 1262998.1),(36 1287501.4),(37 1312684),(38 1332037.6),(39 1351031),(40 1371774.5),(41 1392384.5),(42 1409555.9),(43 1422529.9),(44 1437590.1),(45 1450510.1),(46 1464066.3),(47 1471782.8),(48 1482815.6),(49 1482337.9),(50 1483241.8),(51 1487590.8),(52 1487865.3),(53 1485758.5),(54 1481035.4),(55 1475709.8),(56 1476894.4),(57 1473249.8),(58 1472905.5),(59 1475418.1),(60 1479017.1),(61 1482628.6),(62 1483978.4),(63 1491067.9),(64 1497402.9),(65 1504031.9),(66 1512707),(67 1523978.1),(68 1539736.4),(69 1553284),(70 1565817.3),(71 1581713.1),(72 1600328.1),(73 1619552.4),(74 1641164.1),(75 1663495.9),(76 1685101.1),(77 1703834.5),(78 1720213.8),(79 1734880.4),
(1 10367.949),(2 24733.598),(3 43740.406),(4 66158.91),(5 93273.05),(6 121857.36),(7 150576.84),(8 181953.38),(9 216726.28),(10 252523.78),(11 291816.66),(12 332389.3),(13 375127.88),(14 416577.97),(15 459454.7),(16 502802.47),(17 542692.8),(18 584235.4),(19 624345.6),(20 662518.25),(21 698622.25),(22 739755.25),(23 776663.4),(24 808151.2),(25 839919.7),(26 872410.06),(27 901455.6),(28 931564.06),(29 962023.2),(30 990323.5),(31 1017090),(32 1047845.25),(33 1075557.3),(34 1104586.8),(35 1138847.5),(36 1171604.4),(37 1197015),(38 1221874.5),(39 1250286.1),(40 1271899.8),(41 1294921.4),(42 1319403.6),(43 1339169.3),(44 1356960),(45 1376784.5),(46 1396079.5),(47 1408668.6),(48 1418443),(49 1423421),(50 1428310.8),(51 1443113.5),(52 1449694.1),(53 1444937),(54 1447867.5),(55 1446672),(56 1442992.6),(57 1440114.4),(58 1441918.4),(59 1435475.6),(60 1422836.1),(61 1416180.5),(62 1399718.8),(63 1384599.5),(64 1366634.3),(65 1349795.3),(66 1329191.6),(67 1307237.9),(68 1288739.4),(69 1270327.5),(70 1250473.1),(71 1239035.3),(72 1229639),(73 1221916.4),(74 1220597),(75 1218919),(76 1218479.9),(77 1218602.5),(78 1217888.1),(79 1215244.1),
(1 10389.469),(2 24480.523),(3 42861.176),(4 63951.625),(5 90119.37),(6 117552.49),(7 142977.89),(8 170721.36),(9 201607.61),(10 231024.44),(11 263181.13),(12 297990.28),(13 332187.53),(14 368333.16),(15 401863.56),(16 440779.72),(17 473737.94),(18 506407.84),(19 537130.44),(20 569238.75),(21 599131.06),(22 637256.94),(23 664519.25),(24 691298.1),(25 714257.6),(26 737514.4),(27 756371.3),(28 778229.44),(29 799634.75),(30 817791.94),(31 834040.1),(32 858535.56),(33 875696.5),(34 898318.3),(35 919775.94),(36 939618.44),(37 951364.75),(38 965634.44),(39 983891.7),(40 1000839.9),(41 1016929.25),(42 1033491.3),(43 1050657.4),(44 1068292.8),(45 1090133.9),(46 1116953.9),(47 1137147.4),(48 1158936.9),(49 1178483),(50 1200719.4),(51 1229496.3),(52 1253157.5),(53 1266258.4),(54 1287674.4),(55 1302936.6),(56 1316863.3),(57 1332241.5),(58 1353584.3),(59 1365255.8),(60 1374775.8),(61 1386383),(62 1391040.9),(63 1396777.4),(64 1398313),(65 1397729.9),(66 1393112.3),(67 1387129),(68 1384316.1),(69 1377229.5),(70 1366343.1),(71 1354183.3),(72 1343783.8),(73 1329750.4),(74 1316718.5),(75 1304877.4),(76 1292268.8),(77 1279121.9),(78 1267965.4),(79 1253951.4),
(1 10361.645),(2 23734.904),(3 41793.65),(4 62259.375),(5 88384.58),(6 114823.65),(7 143382.05),(8 174295.48),(9 207430.47),(10 243321.69),(11 281368.13),(12 324001),(13 368684.34),(14 418906.38),(15 463839.34),(16 513934.66),(17 564852),(18 613399.25),(19 659600.9),(20 706220.7),(21 753362.1),(22 800085.44),(23 849259.7),(24 898932.1),(25 937819.94),(26 987012.6),(27 1030390.25),(28 1068051.3),(29 1111844.3),(30 1153313.8),(31 1197017.4),(32 1238513.4),(33 1277537.8),(34 1320046.1),(35 1355669.6),(36 1395314.4),(37 1428364.9),(38 1460448.4),(39 1489657.9),(40 1514935.4),(41 1537829.4),(42 1555482.3),(43 1577516.6),(44 1595155.5),(45 1609914.9),(46 1630331.5),(47 1640534.8),(48 1646872.3),(49 1653637.6),(50 1662544.3),(51 1671201.4),(52 1675448.6),(53 1684449.1),(54 1691495.3),(55 1700705.4),(56 1711163.4),(57 1720111.5),(58 1730741.1),(59 1735904),(60 1740330.4),(61 1743274.9),(62 1743966.8),(63 1750122.4),(64 1752389.4),(65 1755384.9),(66 1758718.9),(67 1763486.6),(68 1771300.8),(69 1778312),(70 1784008.6),(71 1789159.6),(72 1797194.9),(73 1804056.1),(74 1810486.3),(75 1818713.4),(76 1825918.5),(77 1829874.6),(78 1833990.9),(79 1840855.3),
(1 10284.358),(2 24508.932),(3 46063.406),(4 70578.555),(5 103956.83),(6 139139.69),(7 174799.39),(8 216159.23),(9 258834.02),(10 299856.53),(11 346538.53),(12 399061.8),(13 454503.38),(14 513931.75),(15 568427.25),(16 623629.3),(17 676278.3),(18 728122.3),(19 777510.9),(20 826154.4),(21 870958.06),(22 918257.56),(23 956989.56),(24 1002376.75),(25 1042348.1),(26 1084474.3),(27 1123819),(28 1159711.5),(29 1199614.9),(30 1235053.4),(31 1271252.9),(32 1305934.8),(33 1335050.1),(34 1361872.1),(35 1386539.1),(36 1411011.8),(37 1431529.5),(38 1449411.1),(39 1465605.9),(40 1476099.9),(41 1486190.3),(42 1494882.4),(43 1500793),(44 1504560.1),(45 1505324.1),(46 1506968.3),(47 1503370.1),(48 1502531.6),(49 1493859.5),(50 1486323.8),(51 1487011.8),(52 1481911.1),(53 1477276.3),(54 1475701.6),(55 1474327),(56 1473023.1),(57 1472853.3),(58 1475424),(59 1472373.9),(60 1464576.1),(61 1467057.8),(62 1461682.4),(63 1454734.8),(64 1450901.9),(65 1448111.5),(66 1445886.8),(67 1449174.3),(68 1451160),(69 1451386.1),(70 1455450.5),(71 1456194.9),(72 1456300.8),(73 1455700.6),(74 1451174.4),(75 1450566.6),(76 1450521.3),(77 1453857),(78 1454093.4),(79 1456341.4),
(1 10204.4795),(2 26355.152),(3 49375.984),(4 75363.55),(5 108530.57),(6 143804.1),(7 182526.3),(8 224410.94),(9 266656.1),(10 309859.4),(11 356305.03),(12 408899.63),(13 464768.1),(14 517389.4),(15 568659.4),(16 618579),(17 666975.75),(18 714862.44),(19 758261.75),(20 799954.8),(21 834902.8),(22 871828.1),(23 899249.94),(24 925879.7),(25 953517.1),(26 977181.6),(27 1003371.1),(28 1031602.06),(29 1060839.1),(30 1086131.8),(31 1110680.3),(32 1136943.3),(33 1158474.6),(34 1179062.4),(35 1200973.9),(36 1219916.6),(37 1232790),(38 1246104.8),(39 1258065.8),(40 1265458.3),(41 1272407.8),(42 1283566.8),(43 1289929.6),(44 1294107.1),(45 1301076),(46 1310116.8),(47 1316615.3),(48 1323900.9),(49 1322386.8),(50 1320310.5),(51 1323524.4),(52 1323016),(53 1323186.9),(54 1328836.1),(55 1330887.8),(56 1333855.1),(57 1335353.6),(58 1340842.1),(59 1340116.3),(60 1334222.5),(61 1329824.1),(62 1321966.5),(63 1313357.5),(64 1305762),(65 1302814.6),(66 1298243.4),(67 1293875.8),(68 1294955.3),(69 1292046),(70 1290754.1),(71 1287996.4),(72 1288127.3),(73 1285120.1),(74 1282000.5),(75 1282747.3),(76 1281866.8),(77 1284522.4),(78 1290067.6),(79 1296334.5),
(1 10789.969),(2 27384.64),(3 51461.273),(4 78118.414),(5 111994),(6 146572),(7 183048.55),(8 223135.9),(9 264836.06),(10 309490.72),(11 355604.63),(12 405019.25),(13 455008.72),(14 502172.8),(15 546911),(16 590281.9),(17 630118.06),(18 669145.4),(19 703783.4),(20 740140.6),(21 771307.7),(22 801283.7),(23 822511.6),(24 847216.9),(25 869451.25),(26 890925.5),(27 915653.9),(28 941489.75),(29 972552.8),(30 1001558.7),(31 1030648.94),(32 1063172.9),(33 1089773.3),(34 1122329.4),(35 1150296.4),(36 1178724),(37 1199147.9),(38 1219511.8),(39 1240916.8),(40 1253043.8),(41 1260957.1),(42 1268924.1),(43 1272940.5),(44 1274602.8),(45 1276446),(46 1278564.3),(47 1277836.6),(48 1278734.5),(49 1273779.6),(50 1268633.5),(51 1272794.9),(52 1270728.6),(53 1273207.8),(54 1281033.6),(55 1285934.8),(56 1291425.8),(57 1295908.3),(58 1300290),(59 1297902.3),(60 1291772.4),(61 1289859.5),(62 1281559.8),(63 1275790.5),(64 1267433.9),(65 1265083.5),(66 1263961),(67 1261612.8),(68 1265569.5),(69 1267698.3),(70 1271021.5),(71 1276061.9),(72 1283891.3),(73 1291757),(74 1299599.1),(75 1308056.6),(76 1318604.3),(77 1329439.9),(78 1341986.1),(79 1356407.5),
(1 9259.26),(2 24511.22),(3 45763.348),(4 71509.41),(5 103155.336),(6 137063.52),(7 175313.16),(8 217999.38),(9 261855.78),(10 307717.78),(11 354390.2),(12 404644.72),(13 457970.3),(14 508954.38),(15 557361.75),(16 604874.25),(17 650922.8),(18 693038.4),(19 733097),(20 771621),(21 807704.44),(22 845269.5),(23 876514.94),(24 905847.1),(25 935599.25),(26 964303.7),(27 991520.75),(28 1018587),(29 1047313.75),(30 1071284.6),(31 1093718.3),(32 1114289.1),(33 1129716.8),(34 1142995.9),(35 1154387.6),(36 1165186),(37 1171500.4),(38 1179659.3),(39 1182875.6),(40 1184804.8),(41 1184725),(42 1182503.3),(43 1176914.4),(44 1166979.4),(45 1158357.3),(46 1153615.6),(47 1147769.1),(48 1147260.5),(49 1140735.3),(50 1139094.9),(51 1139717.8),(52 1139660.1),(53 1139998.9),(54 1145241.1),(55 1151596.3),(56 1156551.1),(57 1165155.3),(58 1175330),(59 1179751.4),(60 1180752.9),(61 1181940.1),(62 1177898.5),(63 1175115.6),(64 1169032.9),(65 1164783.8),(66 1163809.9),(67 1161901.9),(68 1158674),(69 1154368.6),(70 1152543.3),(71 1153022.3),(72 1150327.1),(73 1145220.4),(74 1140990.5),(75 1137655.8),(76 1135167.4),(77 1135128.8),(78 1133662.5),(79 1131046.3),
(1 9511.436),(2 22681.215),(3 41348.8),(4 64405.45),(5 92534.68),(6 121469.77),(7 155265.06),(8 192368.92),(9 230696.81),(10 270202.56),(11 310515.1),(12 357066.06),(13 407822.28),(14 457160.84),(15 503661.53),(16 551377),(17 597321.3),(18 640011.25),(19 682259.56),(20 722271.6),(21 760671),(22 798125),(23 830205.56),(24 859791.6),(25 886749.1),(26 913824.56),(27 938637.1),(28 960927.44),(29 980639.7),(30 996953.7),(31 1012148.56),(32 1023844.3),(33 1027975.7),(34 1032994.3),(35 1034267.9),(36 1034659.2),(37 1031340.1),(38 1029859.44),(39 1027403.44),(40 1021943.44),(41 1015712.7),(42 1011645.4),(43 1006299.75),(44 999361.8),(45 996641),(46 1001603.2),(47 1004063.7),(48 1012471.7),(49 1022384.94),(50 1038962.06),(51 1059258.8),(52 1077082.5),(53 1100172.1),(54 1123219.4),(55 1142283.3),(56 1162796.8),(57 1185014),(58 1205576.4),(59 1219782),(60 1233495.8),(61 1247944.6),(62 1261075.5),(63 1270909.4),(64 1277340.8),(65 1282913.1),(66 1287696.9),(67 1293815.3),(68 1303227),(69 1311577.9),(70 1323677.3),(71 1336707.1),(72 1347117.5),(73 1353622.5),(74 1357614),(75 1364628.6),(76 1372116.6),(77 1379186.5),(78 1385435.9),(79 1390272.3),
(1 9935.605),(2 25341.65),(3 46614.26),(4 72593.61),(5 104020.23),(6 136896.14),(7 172429.38),(8 210070.67),(9 248699.94),(10 291000.63),(11 335062.06),(12 382793.22),(13 431592.53),(14 479978.13),(15 524384.5),(16 569613.5),(17 614239.44),(18 652857.25),(19 691976.75),(20 728639.4),(21 765539.8),(22 794250.3),(23 824000.94),(24 851401.75),(25 870354.2),(26 893575.4),(27 911323.1),(28 926939.75),(29 945724.1),(30 963891.44),(31 980813.7),(32 994258.44),(33 1009355.9),(34 1021548.3),(35 1029780.1),(36 1038539.44),(37 1043493.7),(38 1046359.25),(39 1048278.56),(40 1048091.1),(41 1045353.7),(42 1041188.25),(43 1039430.3),(44 1037031.56),(45 1032749.3),(46 1034233),(47 1033907.1),(48 1037274.1),(49 1043485.56),(50 1052586.4),(51 1062658.8),(52 1074095.8),(53 1089108.5),(54 1095027.3),(55 1102714.5),(56 1112217.9),(57 1122727),(58 1129112.8),(59 1133379.4),(60 1138216.3),(61 1141122.3),(62 1142675),(63 1143707),(64 1143471.5),(65 1144656.8),(66 1150501.6),(67 1159255.5),(68 1172503.8),(69 1183537.4),(70 1194279.1),(71 1206982.8),(72 1219636.4),(73 1230001.8),(74 1241043.3),(75 1256554.1),(76 1272988.4),(77 1286690.9),(78 1300139.1),(79 1312908.4),
(1 8911.874),(2 23584.396),(3 44472.76),(4 69029.77),(5 98664.29),(6 129106.125),(7 162155.95),(8 195868.14),(9 229340.89),(10 263855.03),(11 300246.22),(12 339087.13),(13 380325.1),(14 419146.03),(15 456722.22),(16 493715.5),(17 527474.25),(18 559534.25),(19 589444.25),(20 617907.75),(21 643744.25),(22 668005.2),(23 691453.8),(24 711153.25),(25 728657.44),(26 745866.4),(27 760895.94),(28 773569.56),(29 785955.6),(30 801129.9),(31 815808.4),(32 830330.06),(33 841318.06),(34 852045.4),(35 860136.8),(36 868543.06),(37 871230.8),(38 874040),(39 877108.44),(40 877527.56),(41 879245.7),(42 879511.8),(43 879176.2),(44 876615.56),(45 871961.5),(46 872419),(47 870808.8),(48 871067.25),(49 874978.6),(50 879150.6),(51 884663.8),(52 892270.9),(53 900842.9),(54 906537.2),(55 911367.06),(56 915114.5),(57 917933.4),(58 918899.75),(59 917465),(60 917184.56),(61 918197.56),(62 917172.94),(63 916493.3),(64 916380),(65 914124),(66 916439.6),(67 918443.6),(68 921763.06),(69 923639.56),(70 924878.8),(71 926604.25),(72 926765),(73 926787.25),(74 929227.56),(75 931496.75),(76 938210.9),(77 945114.7),(78 951568.8),(79 961872.4),
(1 9102.714),(2 22822.041),(3 42508.313),(4 64249.18),(5 91789.71),(6 120781.72),(7 150428.98),(8 183417.1),(9 217138.17),(10 248790.31),(11 281746.6),(12 317085.7),(13 353701.13),(14 384788.63),(15 417441.56),(16 446990.75),(17 471491.56),(18 497107.97),(19 519900.97),(20 541962.9),(21 560896.94),(22 585006.9),(23 604023),(24 619955.2),(25 641351.56),(26 658794.25),(27 675534.56),(28 692540.44),(29 706421.6),(30 718924.2),(31 731702),(32 744952.7),(33 748908.9),(34 751694.56),(35 754061.94),(36 755812),(37 752283.3),(38 751373.7),(39 750301.1),(40 748398.3),(41 750578.56),(42 757148.9),(43 763248.4),(44 768545.44),(45 775405.7),(46 786970.1),(47 797561.94),(48 810119.75),(49 819727.6),(50 831198.4),(51 846300.9),(52 858358.7),(53 865414.75),(54 871727.1),(55 873086.9),(56 872656.25),(57 872819.3),(58 873976.8),(59 874666.25),(60 876021.1),(61 881003.3),(62 881490.4),(63 881886.1),(64 885069.44),(65 890292.06),(66 900161.7),(67 909592.2),(68 917804.25),(69 922351.8),(70 927261.94),(71 929641.3),(72 927763.8),(73 927673.75),(74 931048.2),(75 933368),(76 941166.06),(77 951052.44),(78 956244.4),(79 959346.3),
(1 9134.174),(2 23860.19),(3 44177.57),(4 68281.89),(5 97011.125),(6 127121.42),(7 159527.48),(8 192611.22),(9 226480.31),(10 260233.9),(11 293459.97),(12 327246.5),(13 360462.94),(14 389537.28),(15 418588.8),(16 445124.63),(17 469585.34),(18 491449.47),(19 513048.63),(20 533189.6),(21 553018.6),(22 571376.7),(23 587374.9),(24 602076.25),(25 617141.44),(26 631700.4),(27 645629.4),(28 658741.5),(29 672319.8),(30 683681.7),(31 695235.4),(32 704421.5),(33 710595.94),(34 716089.94),(35 721427.94),(36 726693),(37 731471.44),(38 737063.8),(39 744330.56),(40 750923.56),(41 756985.7),(42 763037.3),(43 771414.5),(44 781045.25),(45 791060),(46 801874.06),(47 811579.8),(48 822726.75),(49 831859.4),(50 841138.7),(51 851470.5),(52 857833.3),(53 868086.5),(54 871338.1),(55 872993.7),(56 875319),(57 876405.5),(58 875984.4),(59 875426.56),(60 872126.1),(61 867735.8),(62 861567.2),(63 851862.9),(64 842471),(65 832175.56),(66 822696.7),(67 815423.56),(68 807996.2),(69 800507.75),(70 793469.94),(71 787605.1),(72 777815.3),(73 768737.94),(74 758976.56),(75 750830.5),(76 746363.94),(77 742831.6),(78 736425.44),(79 731133.94),
(1 9066.631),(2 23368.482),(3 42875.016),(4 65780.664),(5 93794.734),(6 122498.79),(7 152769.63),(8 182256.52),(9 212523.97),(10 244057.38),(11 274748.78),(12 306048.94),(13 337288.4),(14 366707.47),(15 395677.03),(16 422989.34),(17 450606.16),(18 473714.84),(19 494612.1),(20 513287),(21 530884.3),(22 546120.75),(23 562245.44),(24 573312.3),(25 581973.5),(26 592985.8),(27 602485.8),(28 608342.9),(29 614704.3),(30 621410.94),(31 628357.75),(32 634485.7),(33 643622.2),(34 649473.44),(35 653681.9),(36 658161.94),(37 661880.25),(38 664845.5),(39 667888.94),(40 672001.44),(41 677965.1),(42 683875.3),(43 691518.5),(44 699178.75),(45 706615.7),(46 716229.4),(47 724169.5),(48 730896.3),(49 743546.6),(50 759004.4),(51 770557.3),(52 781577.4),(53 796018.4),(54 804024.1),(55 814944.56),(56 825616.2),(57 835703.06),(58 843554.7),(59 850845.5),(60 856441.8),(61 862355.25),(62 866220.75),(63 867408.9),(64 865707.5),(65 863880.7),(66 861076.3),(67 854705.5),(68 849707.5),(69 844758.75),(70 839153.6),(71 833337.25),(72 824260.94),(73 814319.7),(74 804645.25),(75 794785.5),(76 785740.75),(77 774710.1),(78 763274.56),(79 755872.2),
(1 8885.632),(2 21569.094),(3 38626.33),(4 58455.41),(5 83347.15),(6 108546.36),(7 136416.84),(8 166230.52),(9 196834.42),(10 227382.8),(11 257837),(12 289884.5),(13 322669.25),(14 352712.5),(15 381441.56),(16 406873.88),(17 430536.1),(18 451402.13),(19 471311.5),(20 486304.56),(21 500983.13),(22 517068.4),(23 530234.4),(24 543508.8),(25 557669.94),(26 577602.1),(27 593087.56),(28 608148),(29 622862.25),(30 632590.9),(31 643065.75),(32 651295.94),(33 657063.44),(34 663082.44),(35 670365.25),(36 676377.25),(37 683294.7),(38 693466.56),(39 702211.1),(40 709226.1),(41 718947.56),(42 730773.7),(43 740815.75),(44 753791.75),(45 765496.8),(46 776462.06),(47 784290.7),(48 794147.75),(49 801885.06),(50 811703.1),(51 819682.7),(52 826242.94),(53 832913.94),(54 839304.06),(55 843155.1),(56 848132.6),(57 852819.1),(58 857228.6),(59 861314.25),(60 863440.4),(61 863243.6),(62 861559.1),(63 857989),(64 855583.6),(65 852785.06),(66 848508.6),(67 844266.1),(68 842366.25),(69 839259.94),(70 835806.9),(71 833472.4),(72 828165.94),(73 824407.3),(74 824579.94),(75 823167.6),(76 823126.7),(77 824848.8),(78 828464.06),(79 831508.2),
(1 8831.722),(2 22479.742),(3 41561.06),(4 63632.266),(5 91804.86),(6 120785.7),(7 151631.05),(8 183999.4),(9 216869.92),(10 248086.22),(11 279371.6),(12 312180.9),(13 344556.47),(14 371610.03),(15 399582.75),(16 425087.53),(17 447266.47),(18 468555.56),(19 488220.66),(20 506624.03),(21 523881.53),(22 541188.7),(23 558268.9),(24 572448.6),(25 588712.75),(26 602368.25),(27 618282.7),(28 634950.9),(29 649109.9),(30 662440.5),(31 676564.5),(32 691637.25),(33 701796.25),(34 713678.25),(35 727324.4),(36 736875.5),(37 746794.06),(38 754321.1),(39 760582.7),(40 764827.2),(41 767733.75),(42 772244.4),(43 777500.06),(44 782462.75),(45 786753.56),(46 791955.5),(47 796085.94),(48 800690.5),(49 797467.6),(50 796328.2),(51 794096.9),(52 789003),(53 782737.44),(54 777907.3),(55 773021.3),(56 769730.2),(57 767019.3),(58 764283.75),(59 763308.3),(60 765403.6),(61 770119.1),(62 777835.94),(63 784522.1),(64 791438.9),(65 801132.7),(66 812254.44),(67 821906.1),(68 832714.9),(69 841427.3),(70 850725.9),(71 858985.6),(72 866606.8),(73 872203.75),(74 879174.44),(75 886936.06),(76 891972.5),(77 896519.5),(78 901299.44),(79 904881),
