1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 39028.914),(2 121003.16),(3 264738.9),(4 429604),(5 633931),(6 899382.25),(7 1218565.1),(8 1611940.6),(9 2096732),(10 2628411.5),(11 3186801),(12 3759258.8),(13 4352810),(14 4968274.5),(15 5589322.5),(16 6207584),(17 6834548),(18 7426617.5),(19 7997282.5),(20 8568913),(21 9117367),(22 9631307),(23 10119024),(24 10565209),(25 10956207),(26 11352017),(27 11670745),(28 11980909),(29 12174731),(30 12297479),(31 12302971),(32 12268823),(33 12200071),(34 12157467),(35 12135315),(36 12129564),(37 12117491),(38 12142437),(39 12160731),(40 12227164),(41 12280072),(42 12326877),(43 12345460),(44 12373677),(45 12400301),(46 12444644),(47 12471995),(48 12534391),(49 12553680),(50 12583201),(51 12647609),(52 12757144),(53 12930311),(54 13156163),(55 13454365),(56 13808725),(57 14214939),(58 14748193),(59 15400345),(60 16128669),(61 16914876),(62 17702256),(63 18486058),(64 19225558),(65 19960460),(66 20677176),(67 21404722),(68 22169174),(69 22966150),(70 23764566),(71 24564446),(72 25397594),(73 26122384),(74 26914184),(75 27642770),(76 28302688),(77 28941936),(78 29498832),(79 29867024),
(1 29.2743),(2 34.530632),(3 37.881134),(4 40.142982),(5 42.06306),(6 43.543114),(7 44.64886),(8 45.2239),(9 46.43537),(10 47.36112),(11 47.2726),(12 46.42114),(13 47.743343),(14 48.63812),(15 49.592365),(16 50.096565),(17 50.79091),(18 50.73046),(19 51.152657),(20 51.23944),(21 51.24836),(22 51.96081),(23 51.18057),(24 50.93487),(25 51.9767),(26 52.835693),(27 52.51425),(28 54.627216),(29 55.528687),(30 56.248066),(31 56.474926),(32 57.17418),(33 57.68474),(34 58.881485),(35 59.346798),(36 59.08467),(37 60.670025),(38 61.92284),(39 62.234844),(40 63.051605),(41 63.61345),(42 64.427536),(43 64.859314),(44 65.12139),(45 66.13772),(46 66.89207),(47 66.92352),(48 67.370544),(49 67.20708),(50 66.80758),(51 66.2921),(52 66.92133),(53 66.738525),(54 67.01638),(55 66.916275),(56 66.501686),(57 66.20516),(58 66.26583),(59 66.02249),(60 66.462364),(61 66.06249),(62 65.80879),(63 65.67706),(64 65.892334),(65 66.48776),(66 66.750565),(67 66.64983),(68 66.38304),(69 67.28242),(70 67.12005),(71 66.966965),(72 67.20275),(73 67.20634),(74 66.536156),(75 65.911),(76 66.84837),(77 66.35363),(78 66.72922),(79 66.74115),
(1 29.407288),(2 34.678604),(3 38.22719),(4 40.746964),(5 42.733006),(6 44.40824),(7 45.69344),(8 46.556297),(9 47.361588),(10 48.4894),(11 48.091564),(12 47.80125),(13 49.712025),(14 50.655815),(15 51.02103),(16 51.669662),(17 52.6076),(18 53.112698),(19 53.328045),(20 53.630478),(21 53.554195),(22 53.75719),(23 52.794365),(24 52.418926),(25 53.032207),(26 53.926826),(27 53.355965),(28 56.28946),(29 56.660656),(30 57.37492),(31 57.07838),(32 57.984592),(33 58.412743),(34 59.467888),(35 59.68097),(36 60.061832),(37 60.957977),(38 62.549694),(39 62.828785),(40 63.24876),(41 63.699818),(42 64.918846),(43 65.302216),(44 64.811806),(45 66.157936),(46 65.80826),(47 65.30679),(48 65.926),(49 65.62253),(50 65.61057),(51 65.12545),(52 65.42671),(53 65.319016),(54 65.295006),(55 65.944664),(56 65.581406),(57 65.401436),(58 65.20052),(59 65.51798),(60 65.83769),(61 65.8189),(62 65.57882),(63 64.89043),(64 65.64082),(65 65.776146),(66 65.55257),(67 66.59775),(68 66.20244),(69 66.853584),(70 67.5986),(71 68.06071),(72 68.19642),(73 68.14447),(74 68.16893),(75 66.52388),(76 66.948105),(77 66.59036),(78 66.67244),(79 66.6233),
(1 28.680237),(2 33.833733),(3 37.07371),(4 39.815884),(5 42.170902),(6 43.273636),(7 44.808186),(8 45.73833),(9 45.885494),(10 47.292084),(11 47.31757),(12 47.125465),(13 48.64029),(14 48.87096),(15 49.606743),(16 50.01356),(17 50.703976),(18 51.15979),(19 51.08883),(20 51.286194),(21 51.873425),(22 52.350445),(23 52.30583),(24 52.25036),(25 53.152153),(26 53.318653),(27 52.766945),(28 55.006138),(29 55.437027),(30 55.765877),(31 56.17915),(32 57.069557),(33 57.690895),(34 58.282867),(35 58.234818),(36 58.935226),(37 60.08884),(38 60.879745),(39 61.22092),(40 61.98378),(41 62.117985),(42 63.108112),(43 63.49152),(44 63.64458),(45 63.96391),(46 64.81766),(47 64.999565),(48 65.50642),(49 65.693306),(50 65.55822),(51 65.23689),(52 65.68985),(53 64.85127),(54 64.944145),(55 65.380974),(56 65.27255),(57 65.4301),(58 65.03664),(59 64.94834),(60 64.29266),(61 64.82705),(62 65.15179),(63 65.47121),(64 65.300224),(65 65.3016),(66 65.68506),(67 65.92539),(68 66.24787),(69 66.27377),(70 67.342125),(71 66.83742),(72 66.651726),(73 66.247475),(74 66.08269),(75 65.17877),(76 65.221794),(77 65.23232),(78 65.63257),(79 65.09163),
(1 28.90712),(2 33.927612),(3 37.15581),(4 39.450024),(5 42.082676),(6 43.561497),(7 44.71007),(8 45.772705),(9 46.223),(10 46.66448),(11 46.571148),(12 46.495876),(13 48.15364),(14 48.273968),(15 48.82085),(16 48.950222),(17 49.108276),(18 49.822937),(19 50.441082),(20 50.74072),(21 51.04298),(22 51.3394),(23 50.774845),(24 50.821957),(25 51.757633),(26 51.545414),(27 51.3688),(28 52.706284),(29 53.52051),(30 54.521088),(31 54.858986),(32 54.746864),(33 55.45706),(34 56.358253),(35 56.604477),(36 57.219128),(37 59.01824),(38 59.630714),(39 59.434574),(40 59.93419),(41 60.072792),(42 61.373764),(43 61.54908),(44 61.917805),(45 62.49742),(46 63.192276),(47 63.29733),(48 64.05088),(49 64.25133),(50 63.920673),(51 63.04647),(52 62.990536),(53 63.013794),(54 62.881313),(55 62.685005),(56 62.66806),(57 62.61465),(58 62.52006),(59 63.042904),(60 62.40547),(61 62.918747),(62 62.936928),(63 62.732784),(64 63.029655),(65 62.88888),(66 63.326923),(67 63.07265),(68 63.002155),(69 63.378334),(70 64.29664),(71 64.4223),(72 64.65992),(73 64.849434),(74 64.537025),(75 63.969257),(76 64.45582),(77 64.24427),(78 65.20989),(79 64.11425),
(1 27.898787),(2 32.917416),(3 36.464348),(4 38.836525),(5 40.643417),(6 41.90939),(7 42.864487),(8 43.85387),(9 44.5162),(10 45.033222),(11 45.466167),(12 45.411148),(13 47.016556),(14 48.1876),(15 48.734028),(16 49.480362),(17 49.859333),(18 50.10458),(19 50.11858),(20 50.14289),(21 50.231262),(22 50.506977),(23 49.586536),(24 49.194454),(25 49.67562),(26 50.00733),(27 49.919643),(28 51.27567),(29 52.47119),(30 52.951927),(31 53.331238),(32 53.719765),(33 54.37941),(34 55.061367),(35 55.936253),(36 56.05148),(37 57.033035),(38 57.962566),(39 57.859585),(40 58.141148),(41 59.086956),(42 59.887344),(43 60.01794),(44 60.677322),(45 61.10233),(46 61.624084),(47 61.703968),(48 62.033764),(49 62.218063),(50 62.363255),(51 62.02909),(52 62.021984),(53 61.309254),(54 61.721413),(55 62.351284),(56 62.346542),(57 62.039307),(58 61.53581),(59 62.19237),(60 62.270386),(61 62.17987),(62 61.961887),(63 62.161724),(64 62.389492),(65 62.070435),(66 62.685986),(67 62.654797),(68 63.329353),(69 63.224865),(70 63.867214),(71 63.999924),(72 64.43246),(73 64.57496),(74 63.869267),(75 62.976517),(76 63.018757),(77 62.88091),(78 62.560898),(79 62.862274),
(1 27.08507),(2 32.442947),(3 35.93039),(4 38.76825),(5 40.738735),(6 42.68138),(7 43.11654),(8 43.701096),(9 44.314342),(10 45.447945),(11 46.058277),(12 45.519615),(13 47.053925),(14 47.532696),(15 47.826267),(16 48.76215),(17 49.715683),(18 49.33538),(19 50.146454),(20 49.9531),(21 49.830814),(22 50.16587),(23 50.082195),(24 49.205822),(25 49.754326),(26 50.416878),(27 50.654884),(28 52.489655),(29 52.943157),(30 53.877525),(31 53.827538),(32 54.63003),(33 55.136024),(34 56.434536),(35 57.099625),(36 57.534225),(37 58.234882),(38 59.233253),(39 59.387238),(40 60.27439),(41 60.47949),(42 61.094364),(43 61.334972),(44 61.492847),(45 61.660374),(46 62.920937),(47 62.712955),(48 63.388397),(49 63.544216),(50 63.35204),(51 63.388268),(52 63.29281),(53 63.5526),(54 63.66349),(55 63.101505),(56 62.905144),(57 63.239414),(58 62.3819),(59 62.498642),(60 62.439762),(61 62.181145),(62 62.014175),(63 62.30431),(64 62.712154),(65 63.29374),(66 63.59199),(67 63.23406),(68 64.017204),(69 64.04531),(70 64.21992),(71 64.25412),(72 64.74517),(73 64.52134),(74 64.31943),(75 63.15025),(76 63.067497),(77 63.607994),(78 62.907425),(79 63.58479),
(1 27.045483),(2 32.316437),(3 35.54993),(4 37.723953),(5 39.406425),(6 41.507282),(7 41.99506),(8 42.82468),(9 43.516155),(10 44.132294),(11 44.806976),(12 44.207188),(13 45.79693),(14 46.013985),(15 46.250076),(16 47.077034),(17 47.943718),(18 47.99389),(19 47.734818),(20 48.111004),(21 48.345863),(22 48.92724),(23 48.91838),(24 48.473797),(25 48.751812),(26 48.96466),(27 49.720394),(28 50.28476),(29 50.733826),(30 51.95083),(31 51.5358),(32 51.99272),(33 52.602028),(34 53.72625),(35 54.158497),(36 54.606495),(37 55.99885),(38 57.51622),(39 58.54644),(40 59.006878),(41 59.866726),(42 60.701454),(43 61.15394),(44 60.91623),(45 61.460316),(46 62.446312),(47 61.92119),(48 62.726612),(49 62.38068),(50 62.116753),(51 61.963936),(52 61.540726),(53 61.43551),(54 61.98917),(55 61.238316),(56 61.233032),(57 61.339592),(58 60.69785),(59 60.288624),(60 61.026814),(61 61.397556),(62 61.266785),(63 60.934593),(64 61.03176),(65 61.75584),(66 62.079376),(67 61.387432),(68 61.76911),(69 62.091606),(70 62.73216),(71 62.479855),(72 63.222404),(73 63.59322),(74 62.97374),(75 62.167793),(76 62.250076),(77 61.85771),(78 61.733166),(79 61.556587),
(1 26.53326),(2 31.234629),(3 35.024086),(4 37.42543),(5 39.08933),(6 40.860474),(7 41.748352),(8 43.295574),(9 43.790062),(10 44.60531),(11 45.07321),(12 44.783257),(13 46.575645),(14 46.749176),(15 46.71961),(16 47.13175),(17 48.05633),(18 47.749073),(19 47.488506),(20 47.541847),(21 47.851032),(22 47.9252),(23 48.00866),(24 47.50485),(25 48.09361),(26 48.505306),(27 48.852352),(28 50.118458),(29 50.215466),(30 50.755783),(31 51.500767),(32 52.072205),(33 51.805767),(34 53.57202),(35 53.95278),(36 54.48059),(37 55.580803),(38 56.933754),(39 57.88431),(40 58.18907),(41 58.8329),(42 59.786366),(43 60.578266),(44 61.48837),(45 62.14856),(46 62.710175),(47 62.891747),(48 63.021637),(49 62.873367),(50 62.551437),(51 62.585148),(52 61.97296),(53 61.51099),(54 61.698593),(55 61.942905),(56 61.641136),(57 61.440346),(58 61.258514),(59 60.84469),(60 61.179108),(61 60.79927),(62 61.05733),(63 61.17198),(64 61.739403),(65 62.720707),(66 62.407898),(67 62.184834),(68 62.218998),(69 62.67991),(70 63.354202),(71 63.481144),(72 63.33842),(73 63.384647),(74 63.33274),(75 62.41629),(76 62.64541),(77 63.148727),(78 62.56818),(79 62.171368),
(1 26.538044),(2 31.359089),(3 34.477432),(4 36.875668),(5 39.127087),(6 40.803),(7 41.88092),(8 42.573017),(9 43.191616),(10 43.881565),(11 44.31131),(12 44.45457),(13 45.814056),(14 46.29526),(15 46.587883),(16 47.121426),(17 47.930244),(18 48.188507),(19 48.33462),(20 48.943493),(21 49.366558),(22 49.47991),(23 48.740814),(24 48.412594),(25 49.22648),(26 49.688984),(27 49.701996),(28 50.952454),(29 52.242737),(30 52.6557),(31 52.705566),(32 53.227497),(33 53.311478),(34 54.61691),(35 55.337303),(36 54.883907),(37 56.8453),(38 57.287655),(39 57.688477),(40 58.390316),(41 59.680683),(42 60.17389),(43 61.559563),(44 61.686134),(45 62.359653),(46 61.87055),(47 62.232464),(48 62.824192),(49 63.01289),(50 62.540466),(51 62.581112),(52 62.07668),(53 61.607723),(54 61.47024),(55 61.253113),(56 61.2062),(57 61.210358),(58 61.483574),(59 61.669037),(60 61.475975),(61 61.72722),(62 61.46854),(63 61.39624),(64 62.106026),(65 62.648376),(66 62.794693),(67 63.08205),(68 63.33466),(69 63.87616),(70 64.37904),(71 64.76258),(72 64.2624),(73 64.3158),(74 65.01157),(75 64.22414),(76 64.36609),(77 64.266335),(78 64.08302),(79 64.001366),
(1 25.975037),(2 31.522135),(3 34.492805),(4 36.86159),(5 39.514328),(6 40.5735),(7 41.65957),(8 42.11154),(9 42.82216),(10 43.603634),(11 43.812477),(12 43.963253),(13 44.637276),(14 45.3891),(15 45.898575),(16 46.77321),(17 47.592804),(18 47.587616),(19 47.63813),(20 47.635704),(21 47.582733),(22 47.924732),(23 48.29799),(24 47.5949),(25 47.41673),(26 48.429737),(27 48.51484),(28 50.0849),(29 50.98205),(30 51.318375),(31 51.17825),(32 51.59509),(33 51.881077),(34 53.4766),(35 54.223896),(36 53.478577),(37 54.97881),(38 56.050785),(39 56.046444),(40 56.90922),(41 57.960945),(42 58.177),(43 58.58457),(44 59.485485),(45 59.720715),(46 60.14709),(47 60.84551),(48 61.138927),(49 61.043823),(50 61.05257),(51 60.57754),(52 60.839993),(53 61.370735),(54 61.451378),(55 61.170773),(56 61.08518),(57 60.794453),(58 60.61909),(59 60.80931),(60 60.71789),(61 61.26555),(62 60.9715),(63 60.43125),(64 60.66979),(65 60.979),(66 60.670574),(67 60.254063),(68 60.421562),(69 61.17103),(70 61.588963),(71 61.488953),(72 61.363533),(73 61.05898),(74 61.577827),(75 61.041508),(76 61.25237),(77 61.5551),(78 61.619095),(79 61.92822),
(1 26.120047),(2 31.434645),(3 34.60312),(4 37.376034),(5 39.07215),(6 40.500084),(7 41.452583),(8 41.998768),(9 42.81045),(10 43.847878),(11 44.02135),(12 44.145653),(13 45.229565),(14 45.719666),(15 46.297478),(16 46.778217),(17 47.64677),(18 47.65673),(19 47.71565),(20 48.01224),(21 48.2441),(22 47.823467),(23 48.447117),(24 47.38695),(25 47.873894),(26 48.70603),(27 48.744358),(28 50.050976),(29 50.59045),(30 51.274258),(31 52.090904),(32 52.55425),(33 52.8432),(34 53.942463),(35 54.251553),(36 54.877853),(37 55.96312),(38 56.567673),(39 56.497536),(40 56.809483),(41 57.628098),(42 58.069508),(43 58.396133),(44 58.82179),(45 58.78069),(46 58.924553),(47 59.09901),(48 59.812714),(49 59.037403),(50 59.096664),(51 59.011787),(52 58.68211),(53 58.867577),(54 58.915825),(55 58.790894),(56 58.94178),(57 58.441082),(58 58.061928),(59 58.45676),(60 58.594692),(61 58.47548),(62 58.743923),(63 59.02066),(64 59.052864),(65 59.265915),(66 59.95703),(67 60.191914),(68 60.82358),(69 61.586166),(70 62.17402),(71 61.94944),(72 61.756107),(73 61.330753),(74 61.41842),(75 61.32249),(76 61.048817),(77 60.935593),(78 60.828243),(79 60.414307),
(1 25.023237),(2 29.841642),(3 33.249268),(4 35.68731),(5 37.845478),(6 39.035656),(7 39.897182),(8 40.587826),(9 41.377693),(10 42.69252),(11 42.84204),(12 42.348408),(13 43.546482),(14 44.489418),(15 44.945488),(16 45.04068),(17 45.72849),(18 46.04682),(19 46.18587),(20 46.359894),(21 46.724575),(22 47.234818),(23 47.12655),(24 46.62506),(25 47.297832),(26 47.88466),(27 47.98637),(28 49.531364),(29 49.542236),(30 50.07432),(31 49.825565),(32 50.252617),(33 50.463375),(34 51.506058),(35 51.855133),(36 52.816246),(37 53.86234),(38 54.64908),(39 55.42403),(40 56.046513),(41 56.418777),(42 57.03483),(43 57.743935),(44 58.55005),(45 58.875145),(46 59.21031),(47 59.25297),(48 60.170544),(49 59.6964),(50 60.41148),(51 60.094646),(52 60.293213),(53 60.301445),(54 60.279163),(55 60.43694),(56 60.39423),(57 60.49003),(58 59.698578),(59 59.9617),(60 59.87653),(61 60.168087),(62 60.09723),(63 59.706116),(64 59.562973),(65 60.109467),(66 60.436737),(67 60.23145),(68 60.431484),(69 61.372913),(70 62.149162),(71 61.680485),(72 61.295803),(73 60.891552),(74 61.308605),(75 60.38048),(76 59.8816),(77 59.970444),(78 60.231277),(79 59.38826),
(1 25.769514),(2 30.564722),(3 33.592525),(4 35.618366),(5 37.800232),(6 39.28758),(7 39.870975),(8 41.16097),(9 41.717773),(10 42.88613),(11 43.015182),(12 42.66396),(13 43.75202),(14 44.3647),(15 44.1985),(16 44.753826),(17 45.64295),(18 45.628494),(19 45.90354),(20 46.08669),(21 46.646496),(22 46.99194),(23 46.691616),(24 46.145435),(25 46.928093),(26 48.083843),(27 47.568546),(28 49.287384),(29 49.4341),(30 49.734947),(31 49.819195),(32 50.248783),(33 50.42584),(34 51.864887),(35 52.425507),(36 52.997215),(37 54.237785),(38 55.381084),(39 55.06798),(40 56.001854),(41 56.335968),(42 56.935467),(43 57.326973),(44 58.132717),(45 58.59391),(46 58.83989),(47 58.627277),(48 59.735096),(49 59.13785),(50 59.065586),(51 58.49472),(52 58.20975),(53 58.585358),(54 58.578186),(55 58.712986),(56 58.00943),(57 57.86079),(58 58.002544),(59 57.86336),(60 57.99648),(61 58.320595),(62 58.266594),(63 58.294815),(64 58.583412),(65 58.499454),(66 58.715458),(67 59.230953),(68 58.92601),(69 59.650814),(70 60.2967),(71 60.733498),(72 60.753273),(73 60.804256),(74 60.52869),(75 59.610096),(76 59.363995),(77 59.24542),(78 59.38048),(79 59.073223),
(1 25.735521),(2 30.57989),(3 33.66326),(4 35.745434),(5 37.308212),(6 38.86339),(7 39.32678),(8 40.635105),(9 41.378994),(10 42.107033),(11 42.22847),(12 41.891964),(13 43.56152),(14 44.497856),(15 44.09605),(16 44.524956),(17 45.760643),(18 45.27532),(19 45.813957),(20 45.76277),(21 46.371937),(22 45.554443),(23 45.49682),(24 45.06937),(25 46.389008),(26 46.779793),(27 46.993572),(28 48.98394),(29 49.230995),(30 49.625286),(31 49.65888),(32 50.855713),(33 51.100864),(34 51.69725),(35 51.960552),(36 52.5736),(37 53.461735),(38 54.394985),(39 54.148136),(40 55.392117),(41 55.540443),(42 56.084846),(43 56.628933),(44 57.220665),(45 57.529854),(46 57.661694),(47 58.058105),(48 58.865482),(49 58.191914),(50 57.8125),(51 58.23795),(52 58.110146),(53 57.823536),(54 57.642715),(55 57.724667),(56 57.95122),(57 57.487476),(58 57.833393),(59 58.174984),(60 58.109024),(61 58.77968),(62 58.23983),(63 58.34958),(64 58.61725),(65 58.22872),(66 59.44914),(67 58.88246),(68 59.11329),(69 60.06568),(70 59.97284),(71 60.387184),(72 60.09727),(73 60.31894),(74 60.536083),(75 59.6416),(76 59.796165),(77 59.785088),(78 59.260887),(79 59.364323),
(1 25.04453),(2 29.812616),(3 32.885612),(4 35.40029),(5 37.18),(6 38.888123),(7 39.306427),(8 40.426876),(9 40.81459),(10 42.064964),(11 41.798676),(12 41.746502),(13 43.353436),(14 44.07437),(15 43.73856),(16 44.80797),(17 45.827904),(18 45.724934),(19 45.81367),(20 45.88496),(21 46.595085),(22 46.427567),(23 46.046654),(24 45.12492),(25 45.698013),(26 45.990532),(27 46.17695),(28 47.944077),(29 47.973194),(30 48.472893),(31 48.72994),(32 50.175125),(33 50.394306),(34 50.934856),(35 51.707355),(36 51.86185),(37 53.802437),(38 53.899406),(39 53.68616),(40 54.574883),(41 54.747555),(42 54.963),(43 56.082302),(44 56.15499),(45 57.14374),(46 57.279404),(47 57.325222),(48 58.091187),(49 57.82913),(50 57.35481),(51 57.38542),(52 57.147232),(53 57.255016),(54 57.295227),(55 57.01743),(56 57.54806),(57 57.26514),(58 57.031364),(59 56.626534),(60 56.792057),(61 57.249187),(62 56.983463),(63 57.03136),(64 57.0487),(65 57.600906),(66 57.91356),(67 58.088104),(68 58.031597),(69 58.989243),(70 58.582977),(71 58.54104),(72 58.23511),(73 58.626385),(74 58.304203),(75 57.91711),(76 58.11951),(77 58.360744),(78 57.995373),(79 57.78269),
(1 25.629942),(2 30.186735),(3 33.142227),(4 35.04131),(5 37.23068),(6 38.744884),(7 38.667557),(8 40.422756),(9 40.682133),(10 41.48139),(11 41.670193),(12 41.278786),(13 42.650116),(14 44.043915),(15 44.013718),(16 44.256138),(17 45.213158),(18 45.60482),(19 45.581287),(20 45.46214),(21 45.804047),(22 46.205433),(23 45.984417),(24 45.350197),(25 45.936375),(26 46.167706),(27 46.47049),(28 47.821358),(29 48.400246),(30 48.811535),(31 49.375454),(32 49.995758),(33 50.814396),(34 51.269657),(35 51.620632),(36 51.677696),(37 53.02131),(38 53.40848),(39 52.90582),(40 53.43681),(41 54.399597),(42 54.428734),(43 55.279522),(44 55.53296),(45 56.237495),(46 56.042564),(47 56.697945),(48 57.060307),(49 57.14666),(50 57.13106),(51 56.67343),(52 56.34527),(53 56.290054),(54 56.572037),(55 56.2905),(56 56.466534),(57 56.05445),(58 56.042862),(59 55.389324),(60 55.80913),(61 56.461475),(62 56.085327),(63 56.317837),(64 56.790627),(65 56.71006),(66 57.592785),(67 57.57741),(68 57.362988),(69 58.19008),(70 58.09563),(71 57.99512),(72 57.95286),(73 58.10255),(74 58.23184),(75 57.731087),(76 57.6755),(77 57.583076),(78 57.080204),(79 57.172882),
(1 24.370117),(2 28.603836),(3 31.53268),(4 33.777798),(5 35.43258),(6 37.01306),(7 37.26805),(8 38.040424),(9 38.550102),(10 39.47193),(11 39.823753),(12 39.376457),(13 40.791145),(14 41.596405),(15 41.749973),(16 42.29378),(17 43.271683),(18 43.255318),(19 43.198593),(20 43.24894),(21 43.978355),(22 44.22337),(23 44.057854),(24 43.51708),(25 44.721703),(26 45.018856),(27 45.45081),(28 46.9972),(29 47.3704),(30 47.41883),(31 48.175587),(32 48.35292),(33 49.085484),(34 49.573475),(35 50.14393),(36 50.367027),(37 51.408855),(38 52.951855),(39 53.24622),(40 54.493015),(41 55.271927),(42 55.78875),(43 56.381615),(44 56.13223),(45 56.14376),(46 56.987843),(47 57.055145),(48 57.123886),(49 56.882015),(50 57.034225),(51 56.563652),(52 56.172386),(53 55.67538),(54 55.56636),(55 55.70577),(56 55.6879),(57 55.597656),(58 55.119804),(59 55.276985),(60 54.86215),(61 55.0524),(62 54.90817),(63 55.33074),(64 55.836704),(65 55.617325),(66 56.113712),(67 56.482563),(68 56.501537),(69 57.80663),(70 57.71864),(71 57.284023),(72 57.056744),(73 57.590393),(74 57.545044),(75 57.285213),(76 57.06901),(77 56.38153),(78 55.96996),(79 56.315346),
(1 23.993103),(2 28.56032),(3 31.529625),(4 34.21817),(5 35.472275),(6 37.005157),(7 37.59489),(8 38.54311),(9 39.239136),(10 39.771683),(11 40.506863),(12 40.160095),(13 41.732327),(14 42.27769),(15 42.469063),(16 42.78716),(17 43.55295),(18 43.667404),(19 43.90579),(20 43.506973),(21 43.69219),(22 44.457294),(23 44.415005),(24 44.05354),(25 45.048588),(26 45.20063),(27 45.292847),(28 46.680153),(29 46.9129),(30 46.96806),(31 47.545345),(32 47.999126),(33 49.04241),(34 49.761852),(35 50.536076),(36 50.607674),(37 51.186413),(38 52.543945),(39 52.275467),(40 52.696518),(41 53.5086),(42 53.10763),(43 53.790398),(44 53.50282),(45 53.934574),(46 54.482063),(47 55.262924),(48 55.618687),(49 56.01406),(50 56.02491),(51 55.5641),(52 55.233887),(53 55.873684),(54 56.64506),(55 56.334354),(56 56.724297),(57 56.777325),(58 56.623474),(59 56.35135),(60 56.33652),(61 56.20191),(62 56.71122),(63 56.251648),(64 56.350563),(65 56.78304),(66 57.651318),(67 57.689938),(68 58.270477),(69 58.658173),(70 58.49534),(71 58.670074),(72 58.643692),(73 58.961716),(74 58.902973),(75 58.18618),(76 58.14269),(77 58.038963),(78 57.78693),(79 57.64509),
