1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8150.3345),(2 26081.658),(3 48167.3),(4 70894.32),(5 97098.74),(6 123076.48),(7 152711.42),(8 180981.83),(9 207221.95),(10 234538.08),(11 264059.1),(12 291148.72),(13 316109.9),(14 336479),(15 351829.72),(16 358072.16),(17 371577.78),(18 384104.1),(19 396385.63),(20 407968.4),(21 422710.6),(22 425888),(23 430836.88),(24 438322.5),(25 455534.66),(26 472596.16),(27 497225.66),(28 528125.2),(29 551406.56),(30 582129.25),(31 622211.06),(32 658582.7),(33 703993.8),(34 748555.5),(35 787612),(36 821587),(37 855289.75),(38 881985.8),(39 908072.5),(40 929112),(41 957136.2),(42 981030.5),(43 1013217.5),(44 1045034),(45 1073651.6),(46 1083606.9),(47 1097885.4),(48 1123292.1),(49 1169012),(50 1206857.1),(51 1248967.5),(52 1286209.9),(53 1318794.3),(54 1343185),(55 1355871.1),(56 1368030.5),(57 1394074.4),(58 1413635),(59 1444428.6),(60 1474259.1),(61 1506712),(62 1544503.4),(63 1588445.5),(64 1632645.9),(65 1665291.6),(66 1693974.4),(67 1727642.6),(68 1771923.6),(69 1829420),(70 1894869.4),(71 1960565.6),(72 2018342),(73 2073043.4),(74 2126478.3),(75 2184872.3),(76 2240398.5),(77 2307077),(78 2369026),(79 2432530.3),
(1 146.70656),(2 201.43063),(3 241.54066),(4 268.74036),(5 293.01212),(6 318.3837),(7 339.125),(8 362.2225),(9 381.09988),(10 397.04068),(11 410.87473),(12 421.11176),(13 430.89743),(14 434.68375),(15 440.24707),(16 443.45685),(17 447.3391),(18 450.80084),(19 452.1138),(20 449.4503),(21 452.8455),(22 450.9567),(23 455.66977),(24 454.3813),(25 461.38937),(26 463.41992),(27 466.86685),(28 470.98938),(29 474.4763),(30 474.94086),(31 477.14893),(32 479.31622),(33 479.9526),(34 477.62015),(35 479.14862),(36 477.9968),(37 477.29382),(38 480.42023),(39 478.27408),(40 475.3829),(41 473.9695),(42 471.64124),(43 472.88135),(44 473.79614),(45 475.02353),(46 475.74774),(47 480.5079),(48 484.4722),(49 493.76645),(50 499.75546),(51 508.14188),(52 514.79724),(53 523.6805),(54 530.88),(55 536.5586),(56 545.87054),(57 556.8068),(58 560.8769),(59 568.3206),(60 579.15485),(61 587.44507),(62 594.8013),(63 603.8007),(64 608.3662),(65 617.6975),(66 627.38),(67 630.21924),(68 639.05786),(69 644.99646),(70 648.69824),(71 654.4217),(72 654.14825),(73 654.2787),(74 655.3799),(75 654.295),(76 654.1411),(77 654.5586),(78 656.4057),(79 657.38727),
(1 144.7856),(2 198.02342),(3 238.07428),(4 266.3469),(5 286.66968),(6 309.9726),(7 328.48114),(8 352.43982),(9 365.58405),(10 381.86877),(11 388.71365),(12 398.70776),(13 407.74173),(14 412.81516),(15 419.48383),(16 418.73096),(17 423.17548),(18 424.20456),(19 427.94873),(20 425.8233),(21 426.52573),(22 429.03976),(23 434.71643),(24 435.75253),(25 439.22202),(26 444.96146),(27 441.57196),(28 444.1819),(29 438.47827),(30 436.91458),(31 439.97784),(32 440.6324),(33 443.77652),(34 440.62735),(35 445.05975),(36 440.1875),(37 440.72253),(38 447.80502),(39 447.82593),(40 447.2267),(41 448.89383),(42 451.0837),(43 458.86423),(44 460.4053),(45 463.09338),(46 461.54855),(47 465.88794),(48 471.29904),(49 478.38898),(50 484.68018),(51 487.8863),(52 494.54898),(53 503.91107),(54 506.3493),(55 509.9406),(56 519.6627),(57 526.63495),(58 535.20953),(59 540.2096),(60 549.52625),(61 551.38885),(62 558.1584),(63 563.9572),(64 569.3525),(65 576.39685),(66 584.90784),(67 589.05804),(68 599.86694),(69 604.71454),(70 609.12415),(71 616.0623),(72 616.80994),(73 619.74457),(74 620.13043),(75 622.1069),(76 626.502),(77 625.47565),(78 628.8984),(79 630.981),
(1 143.69418),(2 195.05511),(3 232.3898),(4 257.6047),(5 276.4825),(6 297.7499),(7 319.18884),(8 343.7417),(9 362.60672),(10 377.40073),(11 393.69266),(12 401.96878),(13 411.9284),(14 418.8478),(15 425.7682),(16 426.01813),(17 429.5947),(18 432.75876),(19 432.17328),(20 431.4193),(21 437.0366),(22 437.3508),(23 443.51987),(24 442.66406),(25 445.1107),(26 447.32672),(27 450.81934),(28 458.94516),(29 453.63864),(30 453.0116),(31 455.52),(32 455.27863),(33 456.872),(34 453.97617),(35 457.8517),(36 454.6185),(37 452.76776),(38 454.778),(39 448.373),(40 448.27496),(41 449.34744),(42 446.71463),(43 447.97296),(44 450.15424),(45 451.0694),(46 453.01932),(47 458.1271),(48 460.37622),(49 468.37042),(50 476.58267),(51 487.38467),(52 493.91443),(53 505.25443),(54 513.615),(55 516.2479),(56 520.02045),(57 524.71967),(58 529.1939),(59 536.9442),(60 541.43317),(61 549.4708),(62 559.4011),(63 563.5104),(64 568.57904),(65 575.14606),(66 581.69977),(67 582.69354),(68 591.75305),(69 595.2283),(70 599.6752),(71 601.6954),(72 606.3007),(73 606.55896),(74 606.46564),(75 606.8918),(76 606.94653),(77 609.4709),(78 611.2623),(79 611.9798),
(1 141.52974),(2 191.39104),(3 234.1026),(4 259.85312),(5 278.21466),(6 296.57495),(7 316.15155),(8 340.38046),(9 359.33817),(10 373.83347),(11 389.7686),(12 399.98288),(13 409.5561),(14 417.3632),(15 419.6796),(16 424.43054),(17 429.2742),(18 433.98886),(19 432.9622),(20 434.72647),(21 435.17978),(22 435.888),(23 439.37216),(24 439.1413),(25 442.9037),(26 446.38083),(27 446.804),(28 452.2965),(29 447.70987),(30 444.34366),(31 446.49747),(32 444.39667),(33 444.1113),(34 445.68945),(35 450.87305),(36 449.73077),(37 453.46973),(38 455.4025),(39 454.80786),(40 453.35086),(41 455.83948),(42 456.52155),(43 455.42456),(44 456.60983),(45 459.79996),(46 469.0513),(47 473.61505),(48 479.6383),(49 488.0992),(50 498.29395),(51 505.66214),(52 514.1808),(53 522.0002),(54 525.49084),(55 532.2117),(56 539.9963),(57 546.7345),(58 551.2506),(59 556.8734),(60 559.9116),(61 565.37805),(62 572.09705),(63 579.30334),(64 582.6915),(65 587.3049),(66 592.47003),(67 597.14685),(68 612.9597),(69 617.3954),(70 623.66644),(71 629.95465),(72 639.4012),(73 641.99365),(74 646.24567),(75 650.8589),(76 652.64575),(77 654.1855),(78 656.08655),(79 652.62604),
(1 139.72865),(2 188.48982),(3 226.25276),(4 253.81744),(5 276.56827),(6 296.49255),(7 314.93713),(8 339.07288),(9 352.1389),(10 369.79694),(11 378.5498),(12 387.86572),(13 400.79178),(14 405.4091),(15 411.19363),(16 414.7663),(17 415.99173),(18 419.35956),(19 419.53696),(20 424.15387),(21 425.22043),(22 424.7725),(23 428.76758),(24 429.63266),(25 430.6788),(26 436.37387),(27 437.69174),(28 442.4262),(29 437.76093),(30 438.28293),(31 441.6965),(32 437.26672),(33 437.5508),(34 440.05167),(35 442.27963),(36 437.93564),(37 437.16855),(38 439.51956),(39 434.83414),(40 436.45187),(41 437.82477),(42 441.10736),(43 442.96524),(44 442.72955),(45 442.0205),(46 446.13113),(47 451.83286),(48 457.5),(49 461.9462),(50 469.2689),(51 472.58356),(52 477.58914),(53 485.70346),(54 493.9847),(55 502.43613),(56 510.77588),(57 518.73425),(58 523.06024),(59 525.6524),(60 528.69727),(61 535.74927),(62 538.84686),(63 544.12085),(64 550.1067),(65 552.5427),(66 562.0034),(67 566.80225),(68 581.40906),(69 583.65674),(70 590.2111),(71 593.8627),(72 601.4376),(73 607.1552),(74 612.5299),(75 616.0873),(76 617.0336),(77 613.12103),(78 612.6059),(79 611.71136),
(1 136.94647),(2 186.8586),(3 222.17911),(4 253.82802),(5 276.20178),(6 299.14725),(7 318.1774),(8 338.76508),(9 354.23315),(10 366.90195),(11 381.66187),(12 384.8437),(13 391.0414),(14 396.35037),(15 403.04044),(16 406.25638),(17 411.32944),(18 411.19754),(19 413.17697),(20 413.23737),(21 415.29285),(22 415.06836),(23 420.10397),(24 419.33243),(25 422.20004),(26 423.84705),(27 426.47192),(28 427.22818),(29 425.27325),(30 428.21213),(31 435.78183),(32 434.8028),(33 436.7192),(34 437.97125),(35 442.9106),(36 443.93295),(37 447.3067),(38 452.94135),(39 449.82172),(40 451.85852),(41 451.35437),(42 451.40512),(43 451.19672),(44 455.92413),(45 455.98434),(46 460.03824),(47 464.37543),(48 469.54333),(49 475.0469),(50 480.2868),(51 487.367),(52 492.68076),(53 502.79483),(54 507.68),(55 517.20245),(56 526.0359),(57 532.87286),(58 540.116),(59 544.698),(60 547.5843),(61 553.2302),(62 555.1808),(63 561.035),(64 567.1403),(65 568.65643),(66 575.7574),(67 579.4468),(68 591.109),(69 592.679),(70 596.57263),(71 596.06964),(72 599.9808),(73 605.3417),(74 605.7766),(75 611.9685),(76 611.37036),(77 612.63824),(78 614.98444),(79 611.1879),
(1 137.42586),(2 187.14774),(3 222.24133),(4 249.27132),(5 271.33615),(6 294.1264),(7 315.04675),(8 341.38342),(9 358.2261),(10 376.83887),(11 390.92352),(12 397.9658),(13 404.70737),(14 413.43695),(15 418.57724),(16 421.80264),(17 424.96265),(18 423.89853),(19 419.1073),(20 417.02423),(21 418.64767),(22 415.72427),(23 419.76923),(24 420.89236),(25 423.1836),(26 423.87543),(27 424.0868),(28 422.21713),(29 419.98602),(30 421.668),(31 425.71164),(32 424.94617),(33 423.25122),(34 427.2173),(35 430.66315),(36 433.03375),(37 434.61383),(38 440.29944),(39 436.3714),(40 437.52783),(41 435.5729),(42 434.73703),(43 434.9132),(44 439.51056),(45 438.65793),(46 439.06357),(47 445.4832),(48 449.68268),(49 455.0406),(50 463.45935),(51 471.5871),(52 477.79065),(53 485.33566),(54 490.53662),(55 497.37622),(56 501.7739),(57 513.5228),(58 518.5666),(59 520.8053),(60 524.73553),(61 529.9794),(62 538.08594),(63 543.3583),(64 547.6165),(65 553.49567),(66 559.7454),(67 561.4183),(68 568.7046),(69 566.58044),(70 572.73254),(71 570.65784),(72 572.9538),(73 574.17554),(74 576.7753),(75 580.8734),(76 578.4213),(77 578.66626),(78 580.1174),(79 574.9847),
(1 131.95978),(2 179.976),(3 216.30835),(4 240.186),(5 260.50488),(6 283.31598),(7 302.1176),(8 324.0483),(9 341.5922),(10 357.20557),(11 369.78397),(12 380.6509),(13 391.93155),(14 401.06967),(15 408.92154),(16 410.31985),(17 414.73438),(18 413.61606),(19 413.37155),(20 412.78094),(21 416.80353),(22 414.44812),(23 420.91428),(24 417.15994),(25 420.00986),(26 425.2308),(27 423.16782),(28 422.26712),(29 414.37564),(30 414.20865),(31 412.91953),(32 411.08908),(33 410.21115),(34 410.76434),(35 411.84088),(36 412.33713),(37 412.18228),(38 419.8995),(39 421.73648),(40 420.46344),(41 423.26883),(42 423.2354),(43 429.18826),(44 429.71463),(45 431.76096),(46 434.6274),(47 442.93884),(48 449.49533),(49 455.29388),(50 465.84256),(51 478.07803),(52 484.44382),(53 493.18695),(54 496.17612),(55 499.76117),(56 507.42532),(57 517.1974),(58 520.8098),(59 524.83484),(60 526.8531),(61 532.52527),(62 535.6628),(63 542.3112),(64 547.5778),(65 553.2144),(66 559.1826),(67 560.43),(68 571.2173),(69 573.22034),(70 577.6898),(71 578.9439),(72 579.1814),(73 583.1494),(74 589.4279),(75 592.56506),(76 597.0466),(77 602.12585),(78 607.13055),(79 605.60913),
(1 133.74187),(2 182.3065),(3 217.7858),(4 242.53038),(5 264.2271),(6 283.35992),(7 299.39334),(8 322.1576),(9 333.25497),(10 344.27603),(11 356.0307),(12 362.30164),(13 376.12225),(14 381.77203),(15 386.87732),(16 389.53748),(17 393.85187),(18 393.05215),(19 399.30734),(20 400.462),(21 403.68597),(22 403.47485),(23 408.0389),(24 409.62183),(25 410.16437),(26 410.0451),(27 413.91214),(28 413.547),(29 412.16443),(30 410.39377),(31 411.7527),(32 414.4192),(33 417.94113),(34 415.43222),(35 421.84778),(36 425.40088),(37 425.1179),(38 430.04),(39 427.82315),(40 426.1036),(41 428.4833),(42 427.2442),(43 431.1309),(44 434.6074),(45 437.4169),(46 440.57584),(47 449.97925),(48 457.40088),(49 465.37674),(50 474.7549),(51 480.36102),(52 487.77454),(53 499.24652),(54 508.04617),(55 510.41263),(56 521.02014),(57 532.32794),(58 541.09717),(59 548.83606),(60 555.8044),(61 562.69495),(62 572.5479),(63 581.446),(64 585.97815),(65 594.4784),(66 597.1634),(67 601.4008),(68 604.1507),(69 607.41364),(70 608.5506),(71 610.51447),(72 609.8426),(73 609.709),(74 613.37524),(75 618.68726),(76 621.80286),(77 625.11053),(78 626.88116),(79 629.58777),
(1 132.24533),(2 179.4632),(3 210.6962),(4 232.90063),(5 252.0463),(6 274.42487),(7 292.20578),(8 313.8779),(9 327.4056),(10 339.46484),(11 352.8032),(12 358.96054),(13 371.52042),(14 377.0793),(15 384.87234),(16 390.08017),(17 399.214),(18 398.97903),(19 401.96985),(20 406.51572),(21 410.32498),(22 411.4723),(23 415.8044),(24 418.4411),(25 423.51907),(26 424.55753),(27 426.54996),(28 428.6698),(29 424.73233),(30 422.7521),(31 425.0678),(32 423.18292),(33 426.69226),(34 426.80136),(35 433.02383),(36 433.06638),(37 433.42465),(38 438.237),(39 435.71173),(40 435.6888),(41 438.99908),(42 438.52737),(43 442.9682),(44 444.98138),(45 446.83527),(46 453.32974),(47 459.9411),(48 468.51932),(49 478.51315),(50 488.6448),(51 496.4372),(52 505.4512),(53 518.34705),(54 525.1628),(55 532.12823),(56 540.51056),(57 549.6046),(58 555.30493),(59 564.00165),(60 567.8878),(61 575.2212),(62 585.13104),(63 591.34827),(64 599.7992),(65 605.89136),(66 607.5141),(67 607.5413),(68 610.34985),(69 617.0491),(70 618.4694),(71 623.7587),(72 626.32245),(73 627.0142),(74 626.7176),(75 629.1032),(76 629.20874),(77 631.99365),(78 630.0273),(79 631.19495),
(1 128.32382),(2 175.47194),(3 211.01134),(4 235.39432),(5 255.32454),(6 276.52383),(7 294.8717),(8 318.9913),(9 336.66794),(10 358.13947),(11 371.57025),(12 378.22427),(13 388.75092),(14 395.63077),(15 404.42816),(16 405.79987),(17 410.77115),(18 412.39984),(19 414.83936),(20 416.1032),(21 414.6836),(22 413.47055),(23 417.98663),(24 422.7061),(25 426.86362),(26 427.5121),(27 428.2734),(28 429.8246),(29 428.0302),(30 425.5674),(31 431.6848),(32 429.76587),(33 433.35248),(34 429.0765),(35 433.6236),(36 432.07306),(37 429.3706),(38 435.529),(39 433.572),(40 433.04315),(41 434.55957),(42 437.31952),(43 438.69058),(44 441.4128),(45 445.67728),(46 450.1778),(47 459.71097),(48 469.5403),(49 476.4798),(50 486.6993),(51 497.4133),(52 508.25143),(53 520.0884),(54 531.7147),(55 536.95905),(56 547.0919),(57 555.7631),(58 561.6361),(59 568.1671),(60 575.29114),(61 582.0957),(62 590.8029),(63 596.02094),(64 605.60516),(65 610.3206),(66 616.7945),(67 621.99835),(68 622.35956),(69 627.63165),(70 632.96454),(71 635.9891),(72 636.80945),(73 636.76965),(74 630.53107),(75 630.85486),(76 631.7889),(77 632.8735),(78 632.46826),(79 629.6142),
(1 126.31925),(2 172.54129),(3 206.1181),(4 228.52702),(5 246.84042),(6 267.6765),(7 290.0376),(8 309.99957),(9 323.5012),(10 337.60043),(11 348.25812),(12 356.15326),(13 360.94397),(14 370.00598),(15 374.78467),(16 380.81726),(17 384.16586),(18 388.9055),(19 392.82693),(20 394.33292),(21 396.09375),(22 397.41718),(23 400.4734),(24 405.01816),(25 405.6767),(26 408.92334),(27 412.55426),(28 412.80096),(29 409.34702),(30 407.97626),(31 412.82498),(32 413.1136),(33 413.9034),(34 413.7217),(35 415.5384),(36 413.18933),(37 413.1371),(38 418.2532),(39 417.8643),(40 417.01944),(41 417.3501),(42 415.8413),(43 420.9765),(44 423.3511),(45 427.497),(46 431.5516),(47 435.8105),(48 441.96),(49 450.93924),(50 457.03854),(51 468.70694),(52 477.8009),(53 483.954),(54 494.54315),(55 498.15915),(56 509.93915),(57 515.8924),(58 522.5004),(59 529.57666),(60 532.98334),(61 541.5713),(62 547.7699),(63 553.0565),(64 555.9274),(65 558.9798),(66 565.78766),(67 570.0121),(68 574.94275),(69 580.51025),(70 584.11914),(71 589.26636),(72 590.5994),(73 595.2185),(74 594.99536),(75 599.8975),(76 599.30743),(77 601.2994),(78 604.40576),(79 604.5298),
(1 125.723274),(2 170.7703),(3 204.93735),(4 229.9802),(5 248.83902),(6 268.31085),(7 286.5402),(8 305.4339),(9 320.39398),(10 333.69284),(11 344.9231),(12 352.67926),(13 359.0656),(14 365.7705),(15 369.3352),(16 372.96576),(17 375.01318),(18 375.64218),(19 375.84012),(20 380.10065),(21 380.31973),(22 378.57452),(23 382.48047),(24 383.11307),(25 383.63867),(26 388.39758),(27 392.3826),(28 394.51437),(29 392.78735),(30 395.17633),(31 401.54102),(32 403.8794),(33 406.47855),(34 407.20193),(35 408.70712),(36 409.04874),(37 411.2593),(38 418.1209),(39 416.83008),(40 417.90097),(41 422.44632),(42 422.1572),(43 430.26157),(44 429.52563),(45 435.1694),(46 440.5193),(47 447.92563),(48 452.68884),(49 459.55823),(50 466.4249),(51 471.59384),(52 480.35178),(53 488.28333),(54 493.68573),(55 501.29504),(56 512.0083),(57 518.48114),(58 523.88635),(59 531.91254),(60 534.7517),(61 539.9679),(62 545.5941),(63 548.4499),(64 554.6265),(65 558.5254),(66 563.50183),(67 564.3569),(68 567.38556),(69 569.0927),(70 572.37836),(71 574.62067),(72 572.8953),(73 574.6636),(74 575.52893),(75 580.54846),(76 581.9193),(77 581.4293),(78 584.6755),(79 584.48755),
(1 125.65771),(2 169.922),(3 206.3415),(4 229.05023),(5 247.14879),(6 268.04025),(7 286.248),(8 308.97382),(9 323.80005),(10 338.6831),(11 351.2179),(12 360.32864),(13 370.02295),(14 377.1843),(15 383.83032),(16 385.65204),(17 386.53857),(18 387.20782),(19 385.908),(20 387.58066),(21 389.00702),(22 390.29547),(23 394.78983),(24 400.15793),(25 403.3549),(26 406.79865),(27 410.88058),(28 415.5235),(29 412.87112),(30 418.1229),(31 423.70996),(32 423.92792),(33 426.02103),(34 426.39816),(35 430.482),(36 430.27548),(37 433.4779),(38 438.57053),(39 438.9584),(40 439.70874),(41 439.8147),(42 442.4354),(43 449.89792),(44 454.17926),(45 455.07947),(46 459.36594),(47 468.5858),(48 471.62833),(49 477.3743),(50 487.6371),(51 496.04343),(52 503.2758),(53 510.97473),(54 521.6708),(55 530.0737),(56 539.9126),(57 550.2754),(58 554.1741),(59 557.3101),(60 561.50275),(61 566.79724),(62 570.0412),(63 575.5793),(64 578.6086),(65 580.6945),(66 584.1239),(67 578.80286),(68 589.6195),(69 592.9476),(70 596.7656),(71 602.9194),(72 604.39996),(73 608.1314),(74 611.3361),(75 610.2902),(76 610.5908),(77 615.3845),(78 614.65796),(79 614.4517),
(1 123.40827),(2 166.44724),(3 198.94623),(4 219.8553),(5 236.62132),(6 255.45972),(7 273.69565),(8 292.37048),(9 302.64465),(10 313.3597),(11 327.9157),(12 332.65744),(13 341.2684),(14 344.45166),(15 349.50064),(16 351.0277),(17 354.42325),(18 356.45917),(19 359.3632),(20 361.91196),(21 367.37967),(22 367.61356),(23 373.5128),(24 377.32034),(25 382.63156),(26 382.0034),(27 386.00137),(28 387.10416),(29 384.86844),(30 384.29337),(31 386.73627),(32 386.54916),(33 388.44055),(34 390.84048),(35 394.94736),(36 396.22992),(37 400.69275),(38 410.0438),(39 408.80225),(40 412.7419),(41 416.20346),(42 418.17273),(43 423.0813),(44 427.72574),(45 433.37216),(46 441.01706),(47 452.518),(48 460.66373),(49 469.61304),(50 481.97818),(51 491.7068),(52 500.55594),(53 511.98364),(54 521.3187),(55 532.12537),(56 541.48346),(57 552.74036),(58 558.6321),(59 566.4047),(60 573.47925),(61 577.9145),(62 583.6229),(63 590.9735),(64 591.7188),(65 594.9688),(66 601.51807),(67 598.7589),(68 605.5195),(69 606.1543),(70 610.60077),(71 616.47156),(72 619.3315),(73 619.79675),(74 619.60205),(75 621.12177),(76 620.6907),(77 619.7824),(78 617.77045),(79 615.1255),
(1 122.27433),(2 166.40576),(3 198.87231),(4 220.87349),(5 237.46698),(6 257.40915),(7 275.43106),(8 296.2341),(9 310.2483),(10 322.13678),(11 334.8574),(12 345.10608),(13 357.75757),(14 361.87943),(15 367.06076),(16 370.0366),(17 371.9592),(18 373.99963),(19 377.9232),(20 376.93427),(21 381.09604),(22 383.0187),(23 387.7743),(24 391.37515),(25 399.95132),(26 403.6653),(27 404.49432),(28 409.87814),(29 406.1052),(30 406.23117),(31 407.94113),(32 407.57407),(33 408.68707),(34 410.55106),(35 412.51233),(36 411.86453),(37 413.00674),(38 420.72876),(39 423.26663),(40 427.82925),(41 429.2855),(42 431.32),(43 439.8566),(44 446.77496),(45 455.5083),(46 464.69733),(47 474.78275),(48 486.55365),(49 496.51364),(50 511.68884),(51 525.7207),(52 538.8153),(53 553.96075),(54 563.82446),(55 579.2013),(56 589.9865),(57 600.6922),(58 612.7852),(59 624.0657),(60 634.5505),(61 641.10126),(62 648.2526),(63 653.9591),(64 656.9082),(65 663.3167),(66 668.8617),(67 669.40076),(68 668.5437),(69 667.92523),(70 668.29895),(71 673.4583),(72 672.4979),(73 675.1947),(74 669.4748),(75 667.0189),(76 663.9937),(77 661.3134),(78 661.59784),(79 657.77423),
(1 119.3333),(2 161.51764),(3 193.19765),(4 213.69443),(5 227.38976),(6 244.70918),(7 261.44617),(8 282.62823),(9 295.7624),(10 306.84613),(11 316.91797),(12 325.47034),(13 339.07095),(14 344.032),(15 349.2759),(16 352.9344),(17 356.47882),(18 360.2488),(19 363.64117),(20 365.70905),(21 367.80762),(22 367.35056),(23 375.95346),(24 381.10016),(25 382.1268),(26 384.65625),(27 383.38623),(28 384.28973),(29 386.72632),(30 390.4655),(31 395.00836),(32 393.5522),(33 393.9454),(34 396.9688),(35 396.38174),(36 401.27994),(37 404.054),(38 410.09506),(39 411.98688),(40 413.22833),(41 415.8336),(42 418.96143),(43 424.67545),(44 431.02814),(45 439.8608),(46 446.21152),(47 453.86765),(48 459.82617),(49 468.89835),(50 481.3374),(51 491.531),(52 503.15805),(53 513.9642),(54 522.11914),(55 533.6455),(56 542.92706),(57 551.5408),(58 561.1526),(59 568.33856),(60 575.07196),(61 583.93274),(62 591.0203),(63 599.5511),(64 602.8357),(65 608.30005),(66 615.0005),(67 617.00116),(68 617.8778),(69 621.0879),(70 620.1417),(71 622.5077),(72 623.0046),(73 623.6071),(74 622.463),(75 620.88464),(76 618.8338),(77 619.8267),(78 618.8427),(79 617.1874),
(1 118.45218),(2 160.99278),(3 194.84238),(4 216.2387),(5 231.77876),(6 251.2924),(7 269.0601),(8 287.24478),(9 300.7388),(10 314.84174),(11 324.10785),(12 329.97226),(13 339.5505),(14 345.69363),(15 355.20465),(16 356.60904),(17 362.138),(18 363.5876),(19 367.61005),(20 366.9847),(21 369.73962),(22 370.72214),(23 379.89975),(24 380.18872),(25 380.3112),(26 381.13358),(27 385.21365),(28 388.9584),(29 388.96234),(30 392.68466),(31 395.194),(32 396.06216),(33 395.6817),(34 399.45056),(35 403.38824),(36 404.73523),(37 405.73972),(38 410.54733),(39 407.5449),(40 408.7978),(41 413.3936),(42 413.7518),(43 420.16974),(44 420.4859),(45 426.64697),(46 428.76395),(47 437.28864),(48 440.74048),(49 449.35153),(50 458.19052),(51 472.22922),(52 478.6445),(53 486.95963),(54 498.5736),(55 508.2603),(56 518.4377),(57 530.1184),(58 539.79626),(59 545.43097),(60 550.01624),(61 557.53406),(62 564.48267),(63 571.7036),(64 575.4621),(65 578.3776),(66 584.18646),(67 588.5925),(68 591.4675),(69 595.6659),(70 597.58453),(71 601.1466),(72 599.8319),(73 600.3302),(74 595.642),(75 594.8274),(76 594.344),(77 596.09485),(78 592.7552),(79 590.07935),
