1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 83.44253),(2 95.119125),(3 103.016594),(4 107.31625),(5 112.092064),(6 112.9986),(7 116.24986),(8 117.22993),(9 119.89245),(10 120.28914),(11 123.19617),(12 124.03961),(13 127.31942),(14 128.26045),(15 131.82083),(16 132.56158),(17 134.65518),(18 134.30212),(19 136.22588),(20 135.9174),(21 137.95134),(22 140.16571),(23 138.60849),(24 139.28516),(25 137.99207),(26 139.7849),(27 137.75938),(28 139.06157),(29 136.96141),(30 138.48293),(31 136.48582),(32 137.04103),(33 136.4103),(34 137.74254),(35 138.90573),(36 140.07376),(37 139.53755),(38 141.5972),(39 140.34264),(40 142.82846),(41 140.08641),(42 140.84276),(43 137.87257),(44 138.47893),(45 136.92186),(46 137.38802),(47 136.38193),(48 138.2741),(49 137.75572),(50 140.88058),(51 140.83427),(52 142.70161),(53 141.39012),(54 144.19754),(55 143.06532),(56 145.38776),(57 140.6994),(58 142.24344),(59 139.64272),(60 141.55746),(61 139.27559),(62 139.14929),(63 137.44907),(64 139.21442),(65 137.79413),(66 140.85075),(67 138.53343),(68 139.58801),(69 140.43886),(70 139.85382),(71 142.19948),(72 138.54443),(73 140.52577),(74 140.55315),(75 142.0774),(76 142.04713),(77 143.15852),(78 152.05327),(79 146.8981),
(1 82.19297),(2 92.834656),(3 99.25259),(4 102.97694),(5 108.25382),(6 109.385796),(7 112.877426),(8 114.10137),(9 117.959076),(10 117.84364),(11 120.16692),(12 119.565895),(13 122.765114),(14 121.71471),(15 126.48531),(16 127.03469),(17 128.81311),(18 127.94182),(19 129.5635),(20 130.4667),(21 129.6867),(22 131.72478),(23 131.82771),(24 131.92104),(25 130.71912),(26 132.1067),(27 130.323),(28 131.25183),(29 129.58685),(30 129.21666),(31 128.48193),(32 130.31233),(33 130.69617),(34 130.64229),(35 129.9036),(36 132.60667),(37 132.41939),(38 133.86435),(39 133.08684),(40 135.65895),(41 131.95125),(42 133.57164),(43 130.01363),(44 130.71405),(45 128.93437),(46 131.14935),(47 129.47308),(48 130.49199),(49 128.83678),(50 129.83917),(51 130.30417),(52 133.4528),(53 131.42122),(54 134.73718),(55 132.66772),(56 134.95522),(57 132.05824),(58 134.43901),(59 131.94412),(60 132.90991),(61 130.60262),(62 132.33022),(63 128.88615),(64 132.01508),(65 129.62357),(66 131.662),(67 131.84961),(68 132.55415),(69 133.55753),(70 133.57858),(71 134.41805),(72 135.2845),(73 136.12662),(74 135.89178),(75 136.77887),(76 135.97366),(77 135.90117),(78 142.64664),(79 139.71303),
(1 81.80855),(2 92.31493),(3 101.0035),(4 104.352905),(5 109.30977),(6 111.052605),(7 114.03375),(8 114.62331),(9 118.58929),(10 117.3392),(11 118.286064),(12 118.166626),(13 119.89521),(14 120.304985),(15 124.28843),(16 125.790634),(17 128.95229),(18 127.287315),(19 128.53743),(20 131.19504),(21 128.06839),(22 130.27197),(23 127.79328),(24 129.7686),(25 127.88753),(26 130.14478),(27 128.00212),(28 127.9222),(29 126.66256),(30 127.14519),(31 126.4156),(32 127.46223),(33 127.5958),(34 127.210686),(35 127.53485),(36 129.95943),(37 129.05919),(38 132.78638),(39 131.36063),(40 132.69254),(41 128.86908),(42 129.82788),(43 126.82051),(44 128.3461),(45 126.002304),(46 127.98789),(47 128.12024),(48 130.40701),(49 129.37733),(50 131.8739),(51 132.39072),(52 133.32715),(53 132.82127),(54 134.76701),(55 134.35478),(56 137.93906),(57 135.43951),(58 138.68622),(59 133.96819),(60 134.27544),(61 133.04532),(62 135.19154),(63 132.28337),(64 135.78877),(65 133.89008),(66 135.94847),(67 134.42207),(68 135.49048),(69 136.56422),(70 136.07108),(71 136.94725),(72 135.62488),(73 136.42308),(74 135.12654),(75 136.04874),(76 134.16324),(77 136.28847),(78 141.0658),(79 137.12836),
(1 80.12524),(2 91.21993),(3 100.32992),(4 102.65878),(5 108.179085),(6 109.27824),(7 112.167274),(8 112.1609),(9 115.91561),(10 114.96567),(11 117.60253),(12 117.577805),(13 119.58048),(14 120.867645),(15 124.148964),(16 124.56447),(17 127.62255),(18 127.132484),(19 129.35197),(20 129.46297),(21 128.96754),(22 131.66493),(23 129.95212),(24 131.64168),(25 131.0111),(26 131.13008),(27 130.6577),(28 131.02238),(29 129.23611),(30 130.24059),(31 128.93779),(32 128.73593),(33 127.705605),(34 129.41374),(35 129.68887),(36 131.45352),(37 131.80464),(38 133.22974),(39 132.25336),(40 133.33531),(41 130.80289),(42 132.38895),(43 129.93944),(44 130.1425),(45 127.96016),(46 129.1063),(47 129.33179),(48 131.11139),(49 130.09203),(50 132.65878),(51 131.64578),(52 133.0606),(53 132.81892),(54 135.88402),(55 133.41756),(56 135.44926),(57 132.6477),(58 134.93887),(59 131.3213),(60 132.95712),(61 129.88036),(62 131.37459),(63 127.43058),(64 130.11594),(65 127.830734),(66 131.08662),(67 129.25563),(68 130.91406),(69 134.01468),(70 132.46335),(71 133.62465),(72 132.38957),(73 132.93494),(74 133.25497),(75 135.36778),(76 134.26848),(77 135.11166),(78 141.0089),(79 135.69897),
(1 80.13276),(2 89.872215),(3 99.15909),(4 103.02721),(5 106.9787),(6 109.00969),(7 111.77026),(8 113.24532),(9 116.50877),(10 116.13294),(11 118.389984),(12 117.22299),(13 118.53164),(14 117.80149),(15 123.29655),(16 123.398125),(17 125.39851),(18 125.61193),(19 126.93195),(20 129.57762),(21 129.28091),(22 129.48808),(23 127.17172),(24 129.55699),(25 128.50905),(26 130.64073),(27 128.6009),(28 128.49377),(29 127.4933),(30 128.99103),(31 128.92633),(32 130.83144),(33 127.89741),(34 130.6075),(35 130.42932),(36 132.34663),(37 132.39157),(38 133.49005),(39 133.18584),(40 134.98444),(41 132.14851),(42 133.10971),(43 130.13647),(44 131.76263),(45 128.79869),(46 130.42802),(47 129.68341),(48 131.74081),(49 130.51796),(50 134.07033),(51 134.27934),(52 136.03705),(53 135.00023),(54 138.40932),(55 136.7549),(56 139.21024),(57 137.34097),(58 139.45361),(59 137.89029),(60 137.67442),(61 134.14398),(62 136.6799),(63 134.96318),(64 137.20634),(65 135.21059),(66 137.91873),(67 135.95584),(68 136.051),(69 138.2695),(70 138.1592),(71 138.41469),(72 137.16809),(73 136.55176),(74 136.50714),(75 136.95227),(76 135.53905),(77 137.48862),(78 143.16504),(79 138.57956),
(1 80.36661),(2 90.85917),(3 99.73455),(4 103.67274),(5 108.07237),(6 110.01052),(7 112.34604),(8 113.91253),(9 116.74342),(10 115.640854),(11 118.49864),(12 117.03698),(13 118.17949),(14 119.12093),(15 123.11918),(16 124.983086),(17 127.60503),(18 127.09742),(19 128.3706),(20 130.47801),(21 128.42268),(22 129.68878),(23 129.6138),(24 130.57701),(25 128.28175),(26 129.02382),(27 128.10632),(28 127.71748),(29 125.84752),(30 127.66706),(31 126.5617),(32 128.65582),(33 126.0218),(34 128.55057),(35 127.29134),(36 129.77974),(37 128.43567),(38 130.97568),(39 130.62619),(40 132.39397),(41 130.9213),(42 132.38754),(43 129.99605),(44 129.91159),(45 128.76921),(46 129.20926),(47 127.88443),(48 130.72293),(49 130.80942),(50 132.56383),(51 131.33066),(52 134.45247),(53 133.64719),(54 136.09871),(55 134.35088),(56 135.99086),(57 133.31943),(58 136.32149),(59 131.83426),(60 133.2627),(61 131.43129),(62 132.33194),(63 130.30319),(64 133.24832),(65 130.55814),(66 132.90562),(67 132.63615),(68 132.99837),(69 134.90215),(70 133.09007),(71 132.76028),(72 132.40666),(73 134.1666),(74 132.62033),(75 134.98546),(76 133.08899),(77 135.76227),(78 140.96996),(79 137.20476),
(1 79.40722),(2 88.218925),(3 96.34332),(4 99.27188),(5 103.57399),(6 104.86024),(7 108.19424),(8 108.881996),(9 112.25543),(10 112.71069),(11 114.60432),(12 113.73004),(13 116.34763),(14 116.28668),(15 118.980125),(16 120.904274),(17 122.63239),(18 120.88566),(19 121.742294),(20 123.53658),(21 122.84705),(22 123.59731),(23 123.55298),(24 123.39834),(25 123.56094),(26 124.23496),(27 122.6894),(28 122.64374),(29 122.75971),(30 122.40619),(31 121.86305),(32 124.856255),(33 122.39603),(34 124.15174),(35 123.76386),(36 126.272934),(37 124.643456),(38 127.57457),(39 125.95129),(40 126.85278),(41 124.821396),(42 125.787285),(43 125.47738),(44 124.751396),(45 123.09216),(46 123.96276),(47 123.15829),(48 125.11534),(49 124.41973),(50 126.39915),(51 125.358894),(52 128.77711),(53 127.773224),(54 131.20169),(55 130.87195),(56 132.143),(57 129.8444),(58 131.79892),(59 129.17514),(60 129.87038),(61 128.72278),(62 130.05045),(63 128.37517),(64 129.49226),(65 129.8243),(66 131.5383),(67 129.82019),(68 131.69807),(69 132.99632),(70 132.40176),(71 133.16307),(72 133.52052),(73 133.56836),(74 133.37933),(75 134.4812),(76 131.8995),(77 133.0068),(78 139.54501),(79 134.9281),
(1 79.1702),(2 88.03798),(3 96.605995),(4 100.27723),(5 104.68561),(6 105.9721),(7 109.02016),(8 110.163345),(9 113.185936),(10 113.98717),(11 116.3945),(12 116.83716),(13 119.189316),(14 119.1084),(15 121.51043),(16 123.74126),(17 126.41886),(18 126.25501),(19 126.54112),(20 128.39693),(21 128.18048),(22 129.19014),(23 128.81323),(24 130.24287),(25 127.6716),(26 128.76662),(27 126.763885),(28 127.5465),(29 127.56963),(30 126.45041),(31 125.70901),(32 127.58797),(33 126.08633),(34 127.37399),(35 126.58751),(36 128.65591),(37 127.84856),(38 130.03401),(39 129.8709),(40 132.3589),(41 128.10704),(42 129.67604),(43 127.2016),(44 127.74814),(45 125.76107),(46 125.5118),(47 125.11076),(48 128.1754),(49 126.13947),(50 130.08966),(51 128.46754),(52 131.06357),(53 130.58783),(54 132.5003),(55 132.70743),(56 134.94138),(57 132.16582),(58 133.58928),(59 131.87798),(60 133.60738),(61 130.14403),(62 130.8513),(63 130.06522),(64 132.69202),(65 130.5548),(66 132.88249),(67 132.18335),(68 131.82532),(69 133.98157),(70 132.6282),(71 132.26425),(72 133.08183),(73 134.45103),(74 132.38104),(75 133.61746),(76 132.1553),(77 132.2037),(78 139.06952),(79 133.80392),
(1 78.119606),(2 88.307655),(3 96.685974),(4 99.13191),(5 103.75846),(6 105.892784),(7 109.48027),(8 111.29724),(9 113.31183),(10 112.375694),(11 114.61365),(12 114.815895),(13 117.147934),(14 117.3662),(15 120.307144),(16 121.42412),(17 122.52547),(18 121.312706),(19 123.92988),(20 125.29155),(21 124.52068),(22 125.482475),(23 123.94729),(24 125.42147),(25 123.62193),(26 124.27922),(27 122.27544),(28 123.136765),(29 120.77802),(30 120.91783),(31 121.599396),(32 123.492134),(33 121.18596),(34 124.47646),(35 123.5096),(36 125.016235),(37 125.28987),(38 126.97414),(39 125.675125),(40 127.76835),(41 126.576126),(42 127.06965),(43 125.04967),(44 126.09167),(45 123.561386),(46 125.41692),(47 124.9493),(48 127.35525),(49 126.89103),(50 128.24338),(51 128.13225),(52 131.71301),(53 130.23636),(54 132.31078),(55 131.3124),(56 133.5171),(57 130.2061),(58 132.6857),(59 130.5875),(60 131.01439),(61 128.8692),(62 129.97185),(63 128.67148),(64 129.57524),(65 128.26683),(66 130.3902),(67 129.70815),(68 130.13158),(69 131.68492),(70 130.76126),(71 132.48724),(72 131.3762),(73 132.3293),(74 131.88637),(75 131.70534),(76 129.34973),(77 130.0465),(78 136.27235),(79 132.70656),
(1 77.18086),(2 86.506),(3 94.88691),(4 98.10283),(5 101.75227),(6 103.76048),(7 105.56268),(8 105.67017),(9 108.925),(10 108.79982),(11 111.05385),(12 110.44768),(13 113.05228),(14 114.12368),(15 116.75348),(16 119.07618),(17 119.40796),(18 118.852394),(19 120.888),(20 122.39467),(21 120.886086),(22 122.71725),(23 122.00268),(24 122.69302),(25 122.6974),(26 123.87485),(27 121.743546),(28 122.04095),(29 121.366264),(30 120.26511),(31 119.92072),(32 121.40098),(33 119.78311),(34 121.675026),(35 120.628006),(36 123.07965),(37 122.3935),(38 123.740204),(39 122.286934),(40 124.557365),(41 122.673195),(42 122.59148),(43 121.227646),(44 122.26623),(45 122.017715),(46 122.65861),(47 121.283195),(48 123.42986),(49 123.14899),(50 125.61939),(51 124.96069),(52 128.92432),(53 127.104706),(54 130.71976),(55 129.13159),(56 131.88936),(57 128.99236),(58 129.83566),(59 128.1028),(60 129.47556),(61 127.61836),(62 128.0197),(63 125.60693),(64 127.75682),(65 127.641884),(66 128.2617),(67 125.79944),(68 128.10625),(69 129.20865),(70 128.27893),(71 129.26157),(72 129.55524),(73 128.45486),(74 128.35133),(75 127.92621),(76 127.59011),(77 127.92335),(78 133.5276),(79 130.32568),
(1 77.25773),(2 87.502205),(3 94.78567),(4 96.90302),(5 101.06664),(6 103.06556),(7 105.17459),(8 106.29527),(9 108.68994),(10 108.876564),(11 111.6722),(12 111.423325),(13 114.50373),(14 114.258736),(15 118.334785),(16 119.63774),(17 121.662674),(18 120.94874),(19 123.20603),(20 123.126205),(21 122.3375),(22 123.22029),(23 122.84449),(24 123.02567),(25 123.51181),(26 124.28845),(27 121.818016),(28 122.409966),(29 121.79081),(30 121.499176),(31 121.104546),(32 123.23655),(33 121.95812),(34 123.72867),(35 122.94291),(36 124.791275),(37 124.04679),(38 126.61948),(39 125.63332),(40 126.10695),(41 124.546234),(42 124.376335),(43 122.22568),(44 122.440384),(45 121.90035),(46 122.138374),(47 120.88498),(48 122.881195),(49 122.43115),(50 123.4777),(51 124.30959),(52 126.29139),(53 126.30619),(54 129.84183),(55 129.31334),(56 131.69722),(57 129.54544),(58 130.75615),(59 128.00584),(60 127.890114),(61 126.428116),(62 127.37072),(63 126.29757),(64 127.58266),(65 126.79009),(66 127.11386),(67 126.856865),(68 126.48624),(69 128.00009),(70 127.26823),(71 127.68007),(72 126.66664),(73 127.16265),(74 126.44769),(75 127.58099),(76 125.506424),(77 126.069496),(78 130.24911),(79 128.20618),
(1 75.20172),(2 85.71168),(3 93.52843),(4 95.64593),(5 100.83698),(6 102.499016),(7 104.235916),(8 105.96388),(9 108.17705),(10 108.664536),(11 109.59511),(12 110.01587),(13 111.84556),(14 112.090935),(15 114.79251),(16 117.3338),(17 118.24596),(18 117.86938),(19 119.44029),(20 119.9642),(21 119.76837),(22 120.99585),(23 120.772285),(24 120.91906),(25 120.05978),(26 120.075226),(27 118.85311),(28 120.0531),(29 118.01079),(30 119.25543),(31 117.29434),(32 118.33356),(33 118.669075),(34 119.99187),(35 119.563446),(36 120.23597),(37 120.27302),(38 123.35722),(39 121.67563),(40 122.81927),(41 122.03311),(42 123.37431),(43 121.74942),(44 123.221756),(45 122.081314),(46 123.48657),(47 121.88119),(48 125.455025),(49 125.01207),(50 126.2488),(51 125.497574),(52 127.98851),(53 126.41947),(54 128.63947),(55 127.85307),(56 128.80017),(57 126.260956),(58 127.59147),(59 125.60347),(60 126.69802),(61 124.50486),(62 126.06877),(63 124.77237),(64 126.419266),(65 126.561424),(66 128.60948),(67 128.38625),(68 128.19008),(69 129.44276),(70 129.33319),(71 130.16125),(72 129.92079),(73 130.2981),(74 130.68474),(75 131.03758),(76 129.27448),(77 131.14868),(78 136.89655),(79 133.98285),
(1 77.06284),(2 87.558495),(3 95.61742),(4 98.92024),(5 103.10404),(6 104.95453),(7 107.95025),(8 107.660965),(9 110.71991),(10 110.29027),(11 113.05694),(12 113.23127),(13 114.0315),(14 115.74705),(15 118.67419),(16 120.76162),(17 121.49089),(18 121.14366),(19 123.36618),(20 123.96177),(21 124.57724),(22 126.113304),(23 125.14811),(24 123.90337),(25 123.10886),(26 123.3754),(27 122.27134),(28 123.116356),(29 121.13579),(30 121.87165),(31 121.2653),(32 122.78337),(33 122.86355),(34 125.03409),(35 125.01289),(36 126.19779),(37 125.19452),(38 127.6452),(39 125.40027),(40 126.493484),(41 124.22067),(42 125.0295),(43 121.867386),(44 122.98059),(45 120.74368),(46 122.05391),(47 121.00195),(48 122.71832),(49 122.57066),(50 124.786606),(51 123.53623),(52 126.05636),(53 125.11163),(54 126.66446),(55 126.41186),(56 127.544044),(57 125.62472),(58 127.31423),(59 125.21555),(60 125.039795),(61 123.18827),(62 124.475784),(63 122.368164),(64 125.80452),(65 125.60878),(66 127.671455),(67 125.71335),(68 126.29765),(69 127.81883),(70 128.0451),(71 129.58049),(72 128.31326),(73 128.05333),(74 127.2191),(75 129.0492),(76 126.61278),(77 128.5501),(78 133.32341),(79 129.50258),
(1 75.4803),(2 85.41793),(3 93.83808),(4 96.24705),(5 102.06051),(6 102.6736),(7 106.37837),(8 106.68278),(9 108.915855),(10 108.675896),(11 111.48345),(12 111.6314),(13 113.01397),(14 112.87026),(15 116.04964),(16 118.45669),(17 119.748405),(18 119.54811),(19 121.27327),(20 123.13452),(21 122.29714),(22 124.16808),(23 123.607124),(24 123.021996),(25 121.62417),(26 122.435684),(27 120.57015),(28 122.159164),(29 120.95948),(30 122.133705),(31 120.9172),(32 122.541954),(33 121.77446),(34 122.98776),(35 122.67468),(36 122.86448),(37 122.22469),(38 125.33377),(39 124.5924),(40 124.966515),(41 122.79052),(42 123.953094),(43 122.68952),(44 122.90249),(45 121.601234),(46 122.547005),(47 120.90547),(48 124.30282),(49 122.7856),(50 124.62927),(51 122.844215),(52 124.3707),(53 124.173164),(54 126.970695),(55 126.33751),(56 127.95361),(57 126.92104),(58 127.88552),(59 125.30063),(60 126.62064),(61 123.76841),(62 124.58411),(63 122.66977),(64 126.238106),(65 124.96597),(66 126.74621),(67 125.21348),(68 125.932236),(69 128.27216),(70 127.1436),(71 127.24533),(72 127.04399),(73 127.249214),(74 126.84699),(75 128.27272),(76 127.182465),(77 127.56149),(78 132.46603),(79 128.47298),
(1 75.27989),(2 84.85969),(3 93.4746),(4 96.79984),(5 102.541824),(6 103.12601),(7 107.94155),(8 107.415695),(9 110.309),(10 109.45455),(11 111.389755),(12 110.39611),(13 113.34006),(14 113.50578),(15 117.6144),(16 118.59914),(17 119.71669),(18 119.28851),(19 119.876114),(20 121.86565),(21 121.622635),(22 123.12722),(23 121.61597),(24 122.57468),(25 120.76212),(26 120.23451),(27 118.68773),(28 120.41688),(29 118.61659),(30 118.453285),(31 118.32261),(32 119.241356),(33 119.37931),(34 120.432915),(35 119.22357),(36 121.37894),(37 119.87176),(38 122.07189),(39 121.792725),(40 123.43069),(41 121.14619),(42 121.755),(43 121.28671),(44 121.496124),(45 119.89183),(46 121.073044),(47 121.472),(48 122.838875),(49 121.78795),(50 124.359085),(51 123.37173),(52 125.77006),(53 124.51261),(54 125.771126),(55 124.365875),(56 126.40222),(57 123.47463),(58 125.32356),(59 124.127815),(60 125.00996),(61 121.11828),(62 121.96467),(63 121.00603),(64 123.15254),(65 121.72719),(66 125.05324),(67 123.820465),(68 124.52849),(69 126.54823),(70 126.215225),(71 126.027336),(72 125.86146),(73 125.90347),(74 126.10865),(75 126.28649),(76 125.18404),(77 126.27382),(78 131.88924),(79 128.74942),
(1 73.68981),(2 84.16223),(3 91.53208),(4 94.02519),(5 98.39257),(6 100.591225),(7 103.26075),(8 103.41083),(9 105.55363),(10 105.40552),(11 108.283),(12 108.29965),(13 110.19374),(14 111.66891),(15 114.59526),(16 115.35054),(17 115.63369),(18 114.914986),(19 116.54498),(20 117.35226),(21 118.38054),(22 119.76982),(23 119.72826),(24 118.57487),(25 118.396355),(26 119.91014),(27 118.28064),(28 118.79121),(29 115.69744),(30 116.794716),(31 115.62179),(32 118.774284),(33 117.71801),(34 119.62516),(35 119.38492),(36 121.168976),(37 120.30477),(38 122.800385),(39 121.99114),(40 123.50123),(41 122.60331),(42 122.66831),(43 121.15382),(44 121.372154),(45 119.80683),(46 120.59454),(47 118.399124),(48 121.65016),(49 119.53364),(50 121.1228),(51 120.65244),(52 123.60073),(53 123.66275),(54 126.031944),(55 124.71612),(56 127.09876),(57 125.5299),(58 126.51897),(59 124.4161),(60 123.29491),(61 120.89745),(62 121.55496),(63 121.05787),(64 123.21552),(65 121.83212),(66 123.83287),(67 121.7086),(68 123.722496),(69 124.0043),(70 123.99111),(71 124.3682),(72 124.02906),(73 125.04891),(74 123.86379),(75 123.75605),(76 123.05265),(77 123.94304),(78 130.24385),(79 125.499344),
(1 73.9446),(2 83.41035),(3 89.38084),(4 93.89367),(5 98.27952),(6 99.77756),(7 102.63148),(8 103.708244),(9 106.56373),(10 105.618256),(11 109.39207),(12 109.35059),(13 110.51565),(14 110.9033),(15 112.56716),(16 114.46141),(17 116.025635),(18 115.40936),(19 116.50661),(20 118.95387),(21 118.180115),(22 119.42516),(23 118.60573),(24 119.17669),(25 118.77577),(26 120.203224),(27 118.035),(28 117.922516),(29 116.72664),(30 118.79163),(31 116.84073),(32 118.98464),(33 119.10152),(34 119.54239),(35 119.57583),(36 121.82435),(37 120.543175),(38 121.86789),(39 121.8464),(40 123.95008),(41 121.80226),(42 123.0588),(43 120.407394),(44 120.38804),(45 118.78289),(46 119.57695),(47 118.4705),(48 120.82558),(49 120.10596),(50 121.68957),(51 120.31361),(52 123.666115),(53 121.990204),(54 125.23697),(55 122.56018),(56 125.4127),(57 123.7143),(58 124.750206),(59 122.91628),(60 123.74222),(61 121.658875),(62 122.88737),(63 122.441666),(64 124.98193),(65 123.39371),(66 124.27943),(67 124.08765),(68 124.211044),(69 125.48494),(70 125.734085),(71 126.39664),(72 124.53837),(73 124.51041),(74 123.93421),(75 124.60662),(76 123.90215),(77 125.575485),(78 131.08823),(79 127.05431),
(1 72.900085),(2 82.35935),(3 90.12543),(4 93.04209),(5 98.22579),(6 98.28074),(7 101.90599),(8 102.28205),(9 105.37483),(10 106.82792),(11 108.18877),(12 108.496056),(13 108.87962),(14 109.37634),(15 111.74425),(16 114.0734),(17 115.62216),(18 115.45927),(19 115.26761),(20 117.7526),(21 116.8182),(22 117.98271),(23 116.977234),(24 117.88341),(25 117.78084),(26 117.49732),(27 115.69433),(28 116.00425),(29 115.228165),(30 116.48465),(31 115.34376),(32 116.19753),(33 117.14346),(34 118.54731),(35 116.37578),(36 119.44781),(37 118.472725),(38 121.359474),(39 120.88012),(40 123.94663),(41 121.03324),(42 122.041176),(43 119.42653),(44 120.32319),(45 119.03048),(46 119.93877),(47 118.23834),(48 120.40073),(49 120.96408),(50 122.55003),(51 122.354485),(52 123.93847),(53 122.53347),(54 124.9488),(55 124.160225),(56 125.02783),(57 123.40981),(58 125.98813),(59 123.48277),(60 122.81749),(61 121.26522),(62 122.023026),(63 121.328964),(64 123.25916),(65 121.68427),(66 124.73829),(67 124.125404),(68 123.48348),(69 125.84563),(70 125.0723),(71 126.140656),(72 125.18362),(73 126.151924),(74 124.63252),(75 125.52457),(76 124.27921),(77 124.24202),(78 130.3504),(79 125.928795),
