1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 67227.28),(2 254231.05),(3 536035.4),(4 876088.4),(5 1243118.3),(6 1605221.9),(7 1943451.5),(8 2247662.8),(9 2519903.3),(10 2757646.5),(11 2973550.5),(12 3172745.5),(13 3373860.3),(14 3573777.5),(15 3779974.3),(16 3983717.5),(17 4176402.5),(18 4345166),(19 4496577.5),(20 4621708),(21 4711602),(22 4767309),(23 4804297.5),(24 4822488.5),(25 4804628),(26 4752860.5),(27 4680042.5),(28 4592149),(29 4503997),(30 4428688.5),(31 4379297.5),(32 4362414),(33 4381086),(34 4430221),(35 4504232),(36 4580903.5),(37 4654673.5),(38 4706157.5),(39 4727760.5),(40 4715919),(41 4670478),(42 4603321.5),(43 4523443.5),(44 4443776.5),(45 4362550.5),(46 4287049.5),(47 4219586),(48 4172830.5),(49 4151607.8),(50 4156357.5),(51 4183790.3),(52 4228323),(53 4293347),(54 4370556),(55 4460477.5),(56 4557039),(57 4653764.5),(58 4748007),(59 4826546),(60 4882133),(61 4916759.5),(62 4926711),(63 4919945.5),(64 4896008.5),(65 4869650),(66 4847484.5),(67 4844030.5),(68 4860289.5),(69 4904489),(70 4974646),(71 5074248.5),(72 5194080),(73 5322425),(74 5451955.5),(75 5568809.5),(76 5670438),(77 5752540),(78 5804398.5),(79 5818616),
(1 63203.97),(2 235806.8),(3 487106.25),(4 779983.5),(5 1079041.9),(6 1362376.4),(7 1611360),(8 1822625.5),(9 2004856.6),(10 2167960.8),(11 2321085.8),(12 2470849.5),(13 2631572.8),(14 2796916),(15 2967224.3),(16 3127576.8),(17 3269465),(18 3383402.3),(19 3476350),(20 3548430.3),(21 3608310.8),(22 3652511.3),(23 3685655.3),(24 3698688),(25 3678910),(26 3633238),(27 3558698.8),(28 3465158.8),(29 3370829.3),(30 3283962),(31 3220377.8),(32 3186340.3),(33 3183618),(34 3209575.3),(35 3256068.8),(36 3307385),(37 3350107.3),(38 3376064.8),(39 3383769.3),(40 3380169),(41 3378828.3),(42 3385165),(43 3407478.8),(44 3446377),(45 3491986),(46 3547442),(47 3605586.3),(48 3664235.8),(49 3730058),(50 3804311.3),(51 3886721.3),(52 3979082.3),(53 4081087),(54 4193651),(55 4311906),(56 4443068),(57 4581190.5),(58 4719462.5),(59 4851034.5),(60 4970440.5),(61 5072597.5),(62 5137778.5),(63 5171676.5),(64 5176388),(65 5156176.5),(66 5106222.5),(67 5043343.5),(68 4971869),(69 4896594.5),(70 4829105),(71 4774760.5),(72 4730858.5),(73 4710703.5),(74 4708153.5),(75 4728129),(76 4759608.5),(77 4795630),(78 4830768.5),(79 4848274.5),
(1 83287.8),(2 315054.75),(3 659699.8),(4 1069587),(5 1501729),(6 1915495.6),(7 2285300.3),(8 2593224.3),(9 2834525.5),(10 3013080.8),(11 3132456.3),(12 3207543.8),(13 3255547),(14 3271892.8),(15 3272608.8),(16 3265684.5),(17 3263332.8),(18 3268686),(19 3284685),(20 3315776.8),(21 3371619.8),(22 3441441.5),(23 3521947.5),(24 3601004.8),(25 3662124.3),(26 3709369.5),(27 3734169.3),(28 3733491.3),(29 3715916.3),(30 3679134.5),(31 3634699.5),(32 3583217.3),(33 3521819),(34 3456830.8),(35 3390085),(36 3318746.3),(37 3247812.5),(38 3185721.3),(39 3129752.3),(40 3097649.3),(41 3096480.8),(42 3127881.5),(43 3184977.3),(44 3268946.5),(45 3371259),(46 3473712.8),(47 3567399),(48 3641421),(49 3691915),(50 3709356.3),(51 3700228.5),(52 3669922.3),(53 3627599),(54 3586549.8),(55 3559274.3),(56 3553734.5),(57 3582091.5),(58 3650853.8),(59 3750192.3),(60 3880465),(61 4027306.3),(62 4176427.3),(63 4308177.5),(64 4406114.5),(65 4461383.5),(66 4457827.5),(67 4409902.5),(68 4318041),(69 4204038.5),(70 4081443.3),(71 3975042.5),(72 3896260.8),(73 3871482.5),(74 3896173.5),(75 3986608),(76 4131382.5),(77 4310275),(78 4500843.5),(79 4684509),
(1 69933.95),(2 262964.88),(3 539380.94),(4 854342.56),(5 1164845.8),(6 1443688.8),(7 1678843),(8 1869574.5),(9 2032377.5),(10 2174697.5),(11 2307433.5),(12 2432436),(13 2551553.5),(14 2651894.3),(15 2721902.5),(16 2755822),(17 2751957.8),(18 2719865.3),(19 2671397.5),(20 2613412.8),(21 2563336.3),(22 2518482),(23 2479999),(24 2436076.3),(25 2387663.3),(26 2346905.5),(27 2322999.5),(28 2316776),(29 2343177.3),(30 2396835),(31 2474138.3),(32 2564055),(33 2652203),(34 2724145.5),(35 2768403.5),(36 2780722),(37 2760888),(38 2722360),(39 2678877.5),(40 2642306.8),(41 2620723.8),(42 2612288.8),(43 2615053),(44 2622804.8),(45 2631980.5),(46 2638213),(47 2645303),(48 2650335.3),(49 2652405.3),(50 2648302.5),(51 2637826.5),(52 2616445.3),(53 2587202.5),(54 2553190.8),(55 2519856.3),(56 2490773.8),(57 2466364),(58 2458499.8),(59 2467411.3),(60 2493477),(61 2542470.8),(62 2610481.3),(63 2687894.5),(64 2770084.5),(65 2850496.8),(66 2917643.5),(67 2966362),(68 2992130),(69 2996732.8),(70 2976920),(71 2944846),(72 2904835),(73 2865350.8),(74 2836164.5),(75 2824178.5),(76 2834767.3),(77 2865034.3),(78 2911878.8),(79 2973058),
(1 59354.094),(2 224878.3),(3 465868.44),(4 743352.8),(5 1023047.9),(6 1277728.9),(7 1491271.3),(8 1655016.6),(9 1774603.5),(10 1853320),(11 1896073.8),(12 1915305.8),(13 1922100.1),(14 1926336.9),(15 1941600.9),(16 1977501.5),(17 2036100.6),(18 2114641),(19 2216370),(20 2328542.5),(21 2445828.3),(22 2549840.5),(23 2639158.5),(24 2698234),(25 2720049.8),(26 2706676.8),(27 2654014.3),(28 2567889),(29 2467942),(30 2366627),(31 2285629.3),(32 2233490.8),(33 2213092.3),(34 2225217.8),(35 2264579),(36 2328916.5),(37 2403204.8),(38 2483265.3),(39 2559862),(40 2626099.5),(41 2679425.3),(42 2711601.3),(43 2724006),(44 2712816.3),(45 2681127),(46 2637170),(47 2594417),(48 2568378),(49 2573384.3),(50 2616086.5),(51 2694266),(52 2788562),(53 2894321.8),(54 2988141.8),(55 3063166.8),(56 3105395.5),(57 3110200.5),(58 3081550.5),(59 3018913.3),(60 2933105.8),(61 2844325),(62 2762515.8),(63 2701913.5),(64 2669543.8),(65 2669520.5),(66 2697077.3),(67 2744875.5),(68 2798124.3),(69 2852362),(70 2891402.8),(71 2910298.8),(72 2902491.5),(73 2869567.5),(74 2826775),(75 2787669),(76 2766801.3),(77 2778595.3),(78 2825785.3),(79 2905221.8),
(1 60890.504),(2 226807.31),(3 460164.1),(4 719433.06),(5 975624.44),(6 1209777.3),(7 1417065.6),(8 1607734.4),(9 1793646.4),(10 1973773.3),(11 2142718.8),(12 2300169),(13 2441869.3),(14 2550839.8),(15 2634028),(16 2679291.5),(17 2685765.8),(18 2659991.8),(19 2615043.3),(20 2562472.5),(21 2515625),(22 2478205),(23 2455393),(24 2440906.3),(25 2430323.8),(26 2418973.8),(27 2398234.8),(28 2371590.5),(29 2339483),(30 2309635.3),(31 2288315.8),(32 2275564.8),(33 2276967.5),(34 2291444.8),(35 2322897),(36 2373171),(37 2441389.8),(38 2529593),(39 2634433),(40 2748948.3),(41 2861292.5),(42 2953152.3),(43 3018961.8),(44 3056398.8),(45 3060532),(46 3034485.8),(47 2987583),(48 2931972),(49 2877902.5),(50 2839455),(51 2820567.5),(52 2821357.5),(53 2844997),(54 2880904.8),(55 2921968.8),(56 2960499.5),(57 2992750.5),(58 3018364.3),(59 3035674.8),(60 3044006.5),(61 3055200.8),(62 3071439),(63 3101286.8),(64 3146984),(65 3206662.5),(66 3271219.8),(67 3340762.3),(68 3403167.5),(69 3458464.5),(70 3497973.5),(71 3517490.8),(72 3511205.8),(73 3480343.8),(74 3434451.8),(75 3378564.5),(76 3326282.3),(77 3287604.3),(78 3269536.3),(79 3270839.3),
(1 60372.25),(2 222387.08),(3 446122.4),(4 691989.8),(5 926180),(6 1129993.6),(7 1301185.4),(8 1451885.1),(9 1591166.4),(10 1727122.4),(11 1856253),(12 1973803.1),(13 2079478.4),(14 2164999.8),(15 2234042.3),(16 2279583.8),(17 2300491.8),(18 2288600.3),(19 2252827.3),(20 2199821.5),(21 2146715.8),(22 2102834.5),(23 2078528),(24 2066410.1),(25 2059351.9),(26 2051114.3),(27 2031591.9),(28 2009887.1),(29 1986330.9),(30 1969495.9),(31 1969432.8),(32 1988857.8),(33 2026231.5),(34 2083143.9),(35 2155059),(36 2239875.3),(37 2328986.8),(38 2407787),(39 2471482.3),(40 2517243),(41 2550053),(42 2566721.5),(43 2584242),(44 2600536.8),(45 2618602.8),(46 2646821.8),(47 2680642.5),(48 2716232.8),(49 2753212.5),(50 2780096.8),(51 2789251.8),(52 2774785.5),(53 2744903.3),(54 2702026.3),(55 2654869.8),(56 2614960),(57 2590210),(58 2585127.5),(59 2595756.5),(60 2621910.8),(61 2655662.8),(62 2691093.5),(63 2722510.5),(64 2741421.5),(65 2742429),(66 2724321),(67 2690877),(68 2648290.5),(69 2604347.3),(70 2575010.3),(71 2569558.3),(72 2594462.5),(73 2651019.3),(74 2724353),(75 2803863.3),(76 2874192),(77 2926570),(78 2951471.5),(79 2948535.3),
(1 56765.82),(2 214224.6),(3 434956.78),(4 677041.3),(5 904193.56),(6 1099765.5),(7 1257390.8),(8 1390088.8),(9 1514086.5),(10 1635781.6),(11 1752770),(12 1860347.9),(13 1959697.3),(14 2042046.5),(15 2104042.8),(16 2140390.5),(17 2143754.3),(18 2112588.5),(19 2060243.1),(20 2003399.1),(21 1963792.6),(22 1944988.1),(23 1954668),(24 1982142.9),(25 2009577.8),(26 2025416.1),(27 2029308.6),(28 2023116.8),(29 2010388.9),(30 1992381.6),(31 1980540.6),(32 1981094.9),(33 1990782.8),(34 2009913.6),(35 2039458.4),(36 2077338.1),(37 2116205.5),(38 2151968.5),(39 2186724.8),(40 2222587.8),(41 2266570.5),(42 2313068.5),(43 2367640.8),(44 2426061.5),(45 2485205.5),(46 2547843.5),(47 2605027),(48 2656493.5),(49 2700949.3),(50 2737037),(51 2770074),(52 2788870),(53 2795974.3),(54 2783719.3),(55 2756355.5),(56 2713302.3),(57 2667814.8),(58 2621453.5),(59 2575385.3),(60 2534586.3),(61 2502804),(62 2475671.8),(63 2461235.8),(64 2464951),(65 2485482.5),(66 2524945.5),(67 2571677.3),(68 2617843.5),(69 2657525.3),(70 2688701.8),(71 2712964.3),(72 2728903),(73 2747619.5),(74 2768428.5),(75 2796310.3),(76 2831618.3),(77 2874817.5),(78 2917530.3),(79 2951829.3),
(1 79177.51),(2 288661.63),(3 569635.6),(4 857582.94),(5 1099951.8),(6 1272227),(7 1378437),(8 1438074.5),(9 1476359.5),(10 1507022.6),(11 1537056),(12 1564156.5),(13 1588521.4),(14 1605727.5),(15 1618861.4),(16 1619006),(17 1601384.3),(18 1570625.6),(19 1533085.3),(20 1506385.8),(21 1505503),(22 1533494.8),(23 1588972.3),(24 1648570.9),(25 1690805),(26 1706942.5),(27 1706631.3),(28 1699224),(29 1698240.3),(30 1711424.4),(31 1740612.8),(32 1781977.5),(33 1823584),(34 1863195.9),(35 1902568.8),(36 1931069.8),(37 1944764.1),(38 1940067.3),(39 1922345),(40 1900021.1),(41 1888065),(42 1896405.5),(43 1937793.8),(44 2008528.9),(45 2095090.3),(46 2183714.3),(47 2253877.8),(48 2295192),(49 2302118.5),(50 2274273.3),(51 2219562),(52 2156071.5),(53 2097940),(54 2063346.8),(55 2060400.6),(56 2078317.1),(57 2112974),(58 2150248),(59 2177452.5),(60 2191442.3),(61 2185546.5),(62 2172582.5),(63 2166532),(64 2175702.5),(65 2214946.3),(66 2285917.3),(67 2387681.3),(68 2510939.5),(69 2635217.5),(70 2741669.3),(71 2826094),(72 2877114),(73 2896365.3),(74 2891312.3),(75 2876627.5),(76 2867699.8),(77 2874948.5),(78 2902278),(79 2945735.5),
(1 71198.68),(2 261207.14),(3 516534.06),(4 778229.94),(5 998022.25),(6 1157875.3),(7 1262678.9),(8 1332477),(9 1386440.4),(10 1435582.6),(11 1482425.5),(12 1523577.8),(13 1554635.5),(14 1570929),(15 1575099.6),(16 1565821.3),(17 1535219.6),(18 1492433.8),(19 1455745.9),(20 1441113.8),(21 1459352.8),(22 1510107.6),(23 1581584.6),(24 1648885.4),(25 1693696.6),(26 1705746.1),(27 1692053.9),(28 1664652.8),(29 1640010.1),(30 1630572),(31 1642968.4),(32 1672649.1),(33 1704856),(34 1732252.6),(35 1748860.5),(36 1750197.3),(37 1738845.8),(38 1719267.6),(39 1699397.3),(40 1692322.8),(41 1697647.5),(42 1713828.3),(43 1743740.4),(44 1784289.3),(45 1830513.3),(46 1877068.1),(47 1916181.6),(48 1939656.9),(49 1940788.8),(50 1920158.3),(51 1880554),(52 1831444.8),(53 1780598.5),(54 1739455),(55 1714822.9),(56 1717197.4),(57 1743103.1),(58 1787563.1),(59 1835598.9),(60 1880976.9),(61 1913654),(62 1934711.4),(63 1947288.9),(64 1961891.9),(65 1986377.3),(66 2023800.6),(67 2074342.8),(68 2131006.8),(69 2186435),(70 2231358.8),(71 2258509),(72 2261201.5),(73 2242952.3),(74 2211770),(75 2179255.8),(76 2159479.5),(77 2155858),(78 2167856),(79 2188978.5),
(1 87642.7),(2 319190.16),(3 624828.75),(4 926778.44),(5 1170588.8),(6 1334558.9),(7 1434487.1),(8 1498922.3),(9 1547455.8),(10 1588951.5),(11 1621635.4),(12 1641832.3),(13 1649819.3),(14 1648788.4),(15 1649254.4),(16 1642917.8),(17 1625677.4),(18 1594518.6),(19 1557940.6),(20 1527173.4),(21 1514468.9),(22 1521857.6),(23 1549610.3),(24 1584319.5),(25 1619085.3),(26 1653096.6),(27 1692802.6),(28 1733136.6),(29 1769895.9),(30 1800986.9),(31 1823630.1),(32 1830043),(33 1819340.5),(34 1795008.6),(35 1769157.3),(36 1747994.8),(37 1743610.9),(38 1762330.3),(39 1806479.4),(40 1869901.3),(41 1938905.1),(42 1997709.5),(43 2034971.4),(44 2043416.3),(45 2024851.3),(46 1981065.6),(47 1930719.4),(48 1881383.8),(49 1852001.8),(50 1845993.3),(51 1859728),(52 1883412.8),(53 1903161),(54 1918550),(55 1925539.9),(56 1930374.4),(57 1945316.6),(58 1978579.4),(59 2034691.6),(60 2111802),(61 2193114.3),(62 2259996.5),(63 2296214.8),(64 2291168.5),(65 2246448),(66 2173690),(67 2101080),(68 2046031.1),(69 2028984.6),(70 2051952.6),(71 2104299),(72 2165527.3),(73 2222693),(74 2270659.5),(75 2314018.8),(76 2360274.8),(77 2415411.8),(78 2482334.8),(79 2551596.3),
(1 71402.43),(2 257700.03),(3 500008.56),(4 735432.56),(5 927037.75),(6 1070324.1),(7 1181104.5),(8 1280139.3),(9 1377221.6),(10 1460471.5),(11 1520763.9),(12 1544465.8),(13 1537726.3),(14 1505752.3),(15 1468765.8),(16 1434566.8),(17 1413834.9),(18 1404545.6),(19 1407105),(20 1422509.5),(21 1444196.5),(22 1462449.5),(23 1470900.4),(24 1469734.5),(25 1466275.5),(26 1473125.3),(27 1500775.4),(28 1556405.8),(29 1631532.3),(30 1710707.3),(31 1779468.1),(32 1821813.1),(33 1832715.3),(34 1817620.4),(35 1784892.4),(36 1746079.5),(37 1709972.8),(38 1683731.8),(39 1675686.4),(40 1680736.5),(41 1701292.4),(42 1729552.5),(43 1757332.6),(44 1770824.9),(45 1763858.5),(46 1733277.3),(47 1691700.5),(48 1650116.8),(49 1625392.4),(50 1626726.8),(51 1658411.5),(52 1713784),(53 1776721.5),(54 1836325.8),(55 1885446.9),(56 1921978.3),(57 1954255.8),(58 1994266.3),(59 2051059.8),(60 2126094),(61 2215753),(62 2308401.3),(63 2382021),(64 2427462),(65 2432455.3),(66 2401438.8),(67 2347413.5),(68 2289053),(69 2253331.8),(70 2247282.8),(71 2276566),(72 2324303.5),(73 2378667),(74 2423477.8),(75 2451947.3),(76 2469818.5),(77 2482649),(78 2505620.5),(79 2542216.5),
(1 64550.188),(2 224511.61),(3 415750.66),(4 582655.75),(5 700035),(6 777551.3),(7 845399.94),(8 922604.8),(9 1010402.8),(10 1091077.4),(11 1148387.1),(12 1170087.1),(13 1166367.6),(14 1149817.9),(15 1134962.6),(16 1120954.8),(17 1108589.8),(18 1092750.4),(19 1080420.1),(20 1082018.1),(21 1101764.3),(22 1132696),(23 1165364.6),(24 1201210),(25 1234850.3),(26 1270556.5),(27 1310122),(28 1350373.6),(29 1386917.3),(30 1411012.9),(31 1419557.6),(32 1407745.6),(33 1384696.9),(34 1361930.8),(35 1351411),(36 1363605.6),(37 1392658.3),(38 1431389.8),(39 1464762.4),(40 1484376.8),(41 1492108.8),(42 1489834.3),(43 1479488.5),(44 1464005),(45 1445155),(46 1426360.8),(47 1407673.8),(48 1386833.6),(49 1369841.5),(50 1360908),(51 1369910.3),(52 1397482.8),(53 1441494.9),(54 1497279.9),(55 1557139.1),(56 1615344),(57 1668472.5),(58 1709620.5),(59 1739651.4),(60 1759143.9),(61 1771994.6),(62 1778406.1),(63 1779124.9),(64 1775403.9),(65 1768131.4),(66 1756338.8),(67 1742120.8),(68 1730086.5),(69 1730147.1),(70 1745330.8),(71 1774910.8),(72 1811308.1),(73 1844184.4),(74 1868127.6),(75 1879611.1),(76 1881333),(77 1870878),(78 1858068.9),(79 1851454.4),
(1 60963.34),(2 208844.56),(3 376966),(4 511710.56),(5 598958),(6 656367.3),(7 711872.56),(8 781601.06),(9 854965.7),(10 913245.06),(11 943100.8),(12 949268.6),(13 951340.25),(14 959180.6),(15 976346.56),(16 995151.6),(17 1012298.1),(18 1028954.9),(19 1049483.8),(20 1074593.6),(21 1101023.4),(22 1120378),(23 1133179.9),(24 1149608.8),(25 1178950.9),(26 1219620.6),(27 1267913.8),(28 1316620.8),(29 1355917.9),(30 1381407.1),(31 1394291.6),(32 1394108.3),(33 1391621.3),(34 1394967.3),(35 1412914.6),(36 1444782.8),(37 1479576.8),(38 1506748.1),(39 1523037),(40 1529615.6),(41 1530382.6),(42 1525815.6),(43 1513440.1),(44 1497025.1),(45 1478186.9),(46 1460049.8),(47 1452157.5),(48 1447812.1),(49 1445038.1),(50 1440855.5),(51 1439234.1),(52 1453024.9),(53 1488204.1),(54 1548038),(55 1626666.3),(56 1710358.8),(57 1782786.9),(58 1833136.4),(59 1861319.3),(60 1871790.6),(61 1874687.6),(62 1877500.1),(63 1879458.5),(64 1885243.4),(65 1895656.4),(66 1906842),(67 1915350.9),(68 1916772.3),(69 1914127.5),(70 1913217.8),(71 1926623.9),(72 1953938.1),(73 1986992),(74 2007794.9),(75 2005429.4),(76 1979249.1),(77 1928541.1),(78 1872657.8),(79 1830292.6),
(1 71470.266),(2 246519.56),(3 448395.9),(4 616347.94),(5 730436.3),(6 810112.9),(7 886842.06),(8 973243.3),(9 1055734.9),(10 1115696),(11 1142448.5),(12 1142052.8),(13 1129034),(14 1116476.1),(15 1109043),(16 1106175.8),(17 1108842),(18 1119296),(19 1136914.5),(20 1155193.8),(21 1171184.5),(22 1182482.6),(23 1197144.1),(24 1225358.5),(25 1264049.1),(26 1313246),(27 1358914.1),(28 1389143.5),(29 1397150.9),(30 1385019),(31 1362137.4),(32 1339679.9),(33 1333394.3),(34 1356732.3),(35 1412056.1),(36 1487430.3),(37 1557151.3),(38 1603234.9),(39 1617910),(40 1608128.4),(41 1588866),(42 1571449.8),(43 1559418.3),(44 1554214.8),(45 1553754.3),(46 1554715.4),(47 1561826.6),(48 1575703.5),(49 1598238.3),(50 1623669.8),(51 1648644.1),(52 1675466.6),(53 1705211),(54 1740213.4),(55 1783452.8),(56 1828725.5),(57 1868670),(58 1889814.3),(59 1885696.4),(60 1857488.8),(61 1820683.4),(62 1792346),(63 1781747.5),(64 1792567.6),(65 1821542.9),(66 1859975.6),(67 1902031.5),(68 1940050.5),(69 1970359.6),(70 1993974.8),(71 2009261.9),(72 2021916.5),(73 2029148.1),(74 2031682.5),(75 2027305.8),(76 2014973.1),(77 1994314.3),(78 1971030.9),(79 1958819),
(1 77637.01),(2 266876.66),(3 485816.47),(4 668748.2),(5 804400),(6 916871.25),(7 1029781.5),(8 1145073.4),(9 1237484.3),(10 1283924.3),(11 1286503.9),(12 1258982),(13 1224380.8),(14 1190185.1),(15 1158474.9),(16 1133072.6),(17 1124232.8),(18 1139649.9),(19 1169878.1),(20 1196616.6),(21 1208322.6),(22 1207787.9),(23 1212302.5),(24 1235219.4),(25 1272976.1),(26 1324157),(27 1370600.3),(28 1404566.6),(29 1418247.8),(30 1412423),(31 1398317.6),(32 1383843.9),(33 1378190.6),(34 1388855.8),(35 1417554.3),(36 1451568.8),(37 1476918.9),(38 1492037.9),(39 1495831.5),(40 1495398),(41 1494130.6),(42 1494642.6),(43 1501548.4),(44 1521760.3),(45 1549988.8),(46 1583412.8),(47 1618803.8),(48 1653014.5),(49 1687424.4),(50 1716928.6),(51 1737009.9),(52 1742135.4),(53 1734341.1),(54 1718417.1),(55 1704960.4),(56 1700121.5),(57 1710284.3),(58 1733646.6),(59 1763096.3),(60 1790982.9),(61 1809631.6),(62 1818926.1),(63 1821841.5),(64 1825018.1),(65 1828148),(66 1831967.4),(67 1833940.3),(68 1829074.6),(69 1819935.6),(70 1810669.5),(71 1811100.6),(72 1823474.5),(73 1853643.8),(74 1896030.6),(75 1944309.5),(76 1987667),(77 2012528.4),(78 2015089),(79 2001165.4),
(1 75311.15),(2 260342.72),(3 472777.6),(4 645450.25),(5 760786.06),(6 838462.25),(7 904246.75),(8 961396),(9 993524.9),(10 993699.2),(11 971114.9),(12 944105.44),(13 922890.9),(14 901039.1),(15 874189.9),(16 847048.7),(17 834446.56),(18 840619.2),(19 858895.44),(20 881941.94),(21 909464.7),(22 948317.7),(23 1001288),(24 1062244),(25 1115636.1),(26 1149904),(27 1159513.1),(28 1154655.9),(29 1143970.8),(30 1145064.6),(31 1165504),(32 1208754.6),(33 1267850.5),(34 1327093.5),(35 1371831.3),(36 1391116.1),(37 1384751.3),(38 1372275.5),(39 1365653.8),(40 1378499.8),(41 1404631.3),(42 1436843.3),(43 1465498.4),(44 1483847.3),(45 1496084.5),(46 1499784.9),(47 1504892.8),(48 1510232.1),(49 1514195.9),(50 1519686.6),(51 1525267.9),(52 1528806.8),(53 1519285.1),(54 1494055.1),(55 1459394.3),(56 1429126.6),(57 1417207.6),(58 1429011.4),(59 1461200.8),(60 1500277.5),(61 1527995.4),(62 1540543.1),(63 1540778.9),(64 1539948.8),(65 1545060.6),(66 1558512.1),(67 1577843.5),(68 1594838.9),(69 1608017.1),(70 1614475.4),(71 1622239.5),(72 1634785.1),(73 1655992.4),(74 1688607.9),(75 1731455.5),(76 1777199.9),(77 1817837.9),(78 1847554.1),(79 1871240.5),
