1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 14509.597),(2 32499.299),(3 49312.574),(4 67859.11),(5 83909.5),(6 99724.945),(7 111800.82),(8 123069.65),(9 134706.92),(10 143560.77),(11 152427.95),(12 159723.13),(13 165016.39),(14 168142.34),(15 172161.05),(16 175689.97),(17 176699.36),(18 180407.75),(19 181262.34),(20 182155.88),(21 184511.13),(22 185750.11),(23 188796.72),(24 190588.77),(25 192291.8),(26 195791.02),(27 196729.5),(28 199351.3),(29 200443.05),(30 202196.72),(31 202656.14),(32 202859.53),(33 202915.58),(34 201956.67),(35 201505.97),(36 200869.47),(37 200526.64),(38 200799.02),(39 202709.1),(40 204968.28),(41 208860.19),(42 212117.94),(43 216945.64),(44 220093.66),(45 223394.77),(46 227165.88),(47 228727.23),(48 230393.73),(49 230112.61),(50 230357),(51 230577.38),(52 230881.52),(53 231863.39),(54 232119.66),(55 232697.03),(56 232122.67),(57 230491.61),(58 229575.75),(59 228550.34),(60 227136.38),(61 225988.66),(62 223259.58),(63 220599.23),(64 218691.47),(65 217370.58),(66 215588.44),(67 215814.69),(68 214408.77),(69 212771.89),(70 212475.52),(71 210830.13),(72 209836.63),(73 209333),(74 209719.52),(75 209794.95),(76 210537.4),(77 210751.34),(78 212712.53),(79 213656.48),
(1 14089.245),(2 31813.969),(3 48647.473),(4 66105.07),(5 80235.77),(6 93576.12),(7 104815.586),(8 114827.734),(9 124462.195),(10 131982.86),(11 139606.11),(12 145464.69),(13 149315.25),(14 151792.92),(15 154947.75),(16 157385.58),(17 158593),(18 162335.56),(19 163456.64),(20 165131.8),(21 168846.84),(22 170845.42),(23 174832.52),(24 177053.56),(25 179560.31),(26 182152.36),(27 184030.16),(28 183716.36),(29 184722.28),(30 186208.89),(31 186932.11),(32 188467.25),(33 189270.75),(34 190418.92),(35 191039.16),(36 191611.67),(37 193896.06),(38 195785.31),(39 198515.11),(40 202675.92),(41 206678.03),(42 209964.58),(43 213264.66),(44 216860.17),(45 219595.92),(46 222179),(47 223449.7),(48 225258.78),(49 226194.31),(50 226362.95),(51 225142.52),(52 224209.34),(53 223423.44),(54 221069.95),(55 220216.25),(56 216985.95),(57 214056.42),(58 212279.78),(59 210418.3),(60 209756),(61 209151.61),(62 208207.58),(63 207493.42),(64 206342.81),(65 203985.19),(66 203718.53),(67 203283.4),(68 202585.69),(69 202084.69),(70 202122.19),(71 201764.92),(72 202803.64),(73 202248.72),(74 203180.86),(75 203575.94),(76 203436.19),(77 204650.48),(78 205435.03),(79 206470.1),
(1 14220.11),(2 30941.918),(3 45519.152),(4 62676.234),(5 76114.52),(6 88957.25),(7 99746.766),(8 109486.03),(9 118862.01),(10 126204.12),(11 132460.94),(12 137572.53),(13 141265.16),(14 143955.53),(15 147137.39),(16 148973.8),(17 150374.88),(18 153151.64),(19 154457.44),(20 156137.53),(21 159071.1),(22 161421.92),(23 165213.9),(24 166709.98),(25 168749.67),(26 171935.84),(27 172086.61),(28 174546.16),(29 174284.8),(30 174722.27),(31 176000.69),(32 177995.48),(33 180072.13),(34 181577.17),(35 183226.16),(36 184699.75),(37 186153.08),(38 187415.27),(39 189338.92),(40 191750.95),(41 194455),(42 197756.36),(43 201008.8),(44 204264.69),(45 207065.88),(46 210097.88),(47 211688.34),(48 212555.66),(49 212704.31),(50 213321.39),(51 212696.84),(52 213640.44),(53 213812.11),(54 211644.73),(55 211079.27),(56 209251.66),(57 206662.19),(58 205012.7),(59 201806.58),(60 199526.95),(61 197115.89),(62 193948.31),(63 191418.69),(64 188482.95),(65 186559.84),(66 185627.72),(67 183761.47),(68 183723.89),(69 185284.3),(70 185668.42),(71 187351.95),(72 189103.25),(73 189362.5),(74 191749),(75 193051.55),(76 194489.69),(77 195914.83),(78 197260.78),(79 198241.58),
(1 13833.687),(2 30285.643),(3 44863.49),(4 61939.965),(5 75836.77),(6 88482.45),(7 98746.16),(8 108003.87),(9 117097.24),(10 124915.15),(11 132123.14),(12 137230.67),(13 140925.88),(14 143489.63),(15 145458.55),(16 148284.42),(17 150837.92),(18 154023.81),(19 156634.11),(20 160569.19),(21 163982.1),(22 166937.52),(23 170847.95),(24 170718.23),(25 172097.19),(26 173649.58),(27 173208.36),(28 176266.06),(29 177662.47),(30 178904.88),(31 179029.6),(32 178957.25),(33 179213.9),(34 179147.72),(35 178784.47),(36 179363.39),(37 180261.2),(38 181423.23),(39 183907.23),(40 185876.48),(41 188463.17),(42 191469.73),(43 193829.45),(44 195670.42),(45 198637.88),(46 200283.36),(47 201521.98),(48 203970.11),(49 206351.4),(50 208411.55),(51 208218.56),(52 209058.63),(53 209372.88),(54 208655.6),(55 209672.7),(56 209431.92),(57 208012.61),(58 206554.02),(59 204139.72),(60 201964.27),(61 200058.42),(62 197955.1),(63 196291.86),(64 195113.64),(65 192939.95),(66 191914.52),(67 192066.08),(68 191346.39),(69 192641.56),(70 194901.73),(71 195780.81),(72 197854.98),(73 198782.17),(74 200754.7),(75 202196.56),(76 202651.9),(77 203860.78),(78 205488.92),(79 206474.31),
(1 14316.255),(2 30879.918),(3 46257.383),(4 64859.22),(5 80814.2),(6 95118.49),(7 107158.51),(8 117946.914),(9 128067.33),(10 135775.83),(11 142583.1),(12 147594.19),(13 151721.16),(14 154592.81),(15 156324.72),(16 157951.88),(17 158801.22),(18 161513.81),(19 163078.88),(20 165366.31),(21 168434.44),(22 170200.06),(23 173303.39),(24 175837.97),(25 178586.89),(26 182668.48),(27 183667.28),(28 185754.94),(29 187287.81),(30 188475.38),(31 188862.53),(32 189937.7),(33 191348.27),(34 193250.17),(35 194657.06),(36 196676.88),(37 198123.36),(38 199153.52),(39 200642.3),(40 201809.1),(41 202596.08),(42 205045.64),(43 206345.64),(44 206806.39),(45 206975.27),(46 207239.63),(47 206639.44),(48 207115.5),(49 205377.94),(50 204681.02),(51 202882.3),(52 201055.1),(53 198682.44),(54 195217.53),(55 193768.64),(56 191922.84),(57 189448.78),(58 187617.1),(59 186080.9),(60 186091.02),(61 185636.31),(62 184737.39),(63 184200.03),(64 184579.34),(65 183750.36),(66 184181.44),(67 184619.81),(68 185062.75),(69 186929.05),(70 188216.9),(71 189254.2),(72 190899.78),(73 192506.9),(74 193214.75),(75 194316.45),(76 194657.73),(77 194674.77),(78 194603.61),(79 195727.92),
(1 13623.607),(2 29315.385),(3 44396.938),(4 60579.977),(5 73905.2),(6 86364.9),(7 96618.14),(8 104614.76),(9 112959.99),(10 119088.78),(11 125781.05),(12 131268.72),(13 135919.52),(14 138858.67),(15 142306.56),(16 144169.8),(17 145358.06),(18 147944.81),(19 148765.28),(20 150870.98),(21 152504.7),(22 154251.72),(23 156495.89),(24 158505.16),(25 160727.9),(26 162227.38),(27 162938.64),(28 164407.33),(29 163934.11),(30 164375.27),(31 164058),(32 165264.66),(33 165523.94),(34 164861.9),(35 165582.97),(36 166868.72),(37 167678.67),(38 169623.94),(39 172322.06),(40 174033.7),(41 175734.03),(42 178120.19),(43 179960.53),(44 181975.77),(45 184630.77),(46 187100.38),(47 187598.83),(48 189505.94),(49 189962.58),(50 189667.02),(51 189028.9),(52 186887.7),(53 185534.72),(54 184894.72),(55 184103.39),(56 183132.19),(57 182802.52),(58 182829.9),(59 182833.4),(60 183006.92),(61 182545.42),(62 181542.14),(63 180317.89),(64 180503.17),(65 179827.4),(66 179179.6),(67 179332),(68 179792.67),(69 180649.36),(70 181524.55),(71 182884.06),(72 185018.95),(73 186183.28),(74 186726.63),(75 186576.98),(76 187182.27),(77 188022.73),(78 187818.13),(79 187654.8),
(1 13640.148),(2 29738.535),(3 45198.285),(4 62238.418),(5 75623.78),(6 88756.23),(7 99429.12),(8 108866.88),(9 118073.016),(10 124740),(11 129880.76),(12 135498.56),(13 139933.64),(14 141746.39),(15 144595.17),(16 147022.97),(17 149042.33),(18 153747.98),(19 154796.13),(20 156908.58),(21 159102.6),(22 161564.7),(23 165376.02),(24 167467.28),(25 168774.58),(26 170456.3),(27 170117.86),(28 169349.19),(29 167728.2),(30 166904.23),(31 165307.69),(32 164808.33),(33 162857.58),(34 163103.52),(35 162559.02),(36 162892.23),(37 164870.53),(38 167612.58),(39 170389.58),(40 174104.45),(41 176917.19),(42 179955.58),(43 182260.48),(44 184693.13),(45 185482.28),(46 186650.73),(47 187683.61),(48 188207.55),(49 188682.58),(50 188799.84),(51 188434),(52 187409.17),(53 186635.31),(54 186850.22),(55 187165.89),(56 187573.05),(57 188093.47),(58 188313.47),(59 188889.42),(60 190353.13),(61 190544.42),(62 191238.61),(63 191626.66),(64 192390.83),(65 192704.48),(66 191497.2),(67 191433.78),(68 190341.14),(69 190599.17),(70 191263.52),(71 193069),(72 193221.13),(73 193641.28),(74 195092.8),(75 193855.31),(76 194708.95),(77 196093.83),(78 196651.66),(79 197668),
(1 12859.51),(2 28109.36),(3 42022.8),(4 57516.996),(5 70143.04),(6 81994.336),(7 91206.48),(8 98655.46),(9 107097.35),(10 112930.48),(11 118198.9),(12 122838.914),(13 126588.08),(14 129800.64),(15 132721.23),(16 135137.88),(17 137379.4),(18 139842.52),(19 141266.4),(20 143231.23),(21 145050.06),(22 146234.84),(23 149192.75),(24 150408.97),(25 153992.78),(26 156871.56),(27 157310.56),(28 158447.75),(29 158063.69),(30 157959.22),(31 157000.77),(32 155378.63),(33 154876.28),(34 155513.66),(35 155965.19),(36 156490.72),(37 158063.36),(38 159731.03),(39 162053.11),(40 163942.36),(41 166390.1),(42 168838.44),(43 172067.98),(44 173901.31),(45 176108.39),(46 178519.89),(47 180359.08),(48 182359.44),(49 184532.25),(50 186326.25),(51 185870.19),(52 183854.84),(53 182573.94),(54 180879.56),(55 179793.28),(56 177117.8),(57 175956.67),(58 174975.16),(59 174331.61),(60 174186.58),(61 173166.55),(62 172144.44),(63 171748.8),(64 170308.63),(65 169383.16),(66 168230.52),(67 167784.64),(68 168674.47),(69 168761.38),(70 169111.58),(71 169948.63),(72 170648.39),(73 171845.42),(74 173483.03),(75 174503.89),(76 175541.19),(77 176771.98),(78 177561.2),(79 177605.69),
(1 12714.971),(2 27952.582),(3 41795.66),(4 57388.652),(5 70415.586),(6 81221.51),(7 89800.35),(8 97422.75),(9 104560.305),(10 110259.82),(11 115479.11),(12 121081.87),(13 125925.89),(14 128780.01),(15 132784.77),(16 136234.8),(17 139381.08),(18 143565.98),(19 145773.73),(20 149104.6),(21 152163.23),(22 154754.33),(23 157597.02),(24 159299.14),(25 160456.9),(26 162051.22),(27 162177.28),(28 163239.73),(29 163151.55),(30 164138.34),(31 163861.84),(32 163283.38),(33 164108.61),(34 163802.42),(35 164198.94),(36 164788.45),(37 166278.73),(38 167208.36),(39 168857.02),(40 170513.14),(41 172800.44),(42 176172.5),(43 178228.02),(44 179048.66),(45 180263.86),(46 181478.66),(47 180894.44),(48 180718.19),(49 179887.33),(50 178477.02),(51 176315.06),(52 174193.64),(53 171926.36),(54 169164.63),(55 167075.39),(56 163839.7),(57 160380.38),(58 157347.77),(59 155591.27),(60 153690),(61 152722.63),(62 152220.73),(63 151797.61),(64 151192.94),(65 149404.97),(66 148397.45),(67 148461.63),(68 149338.34),(69 149571.02),(70 150145.55),(71 150132.36),(72 150525.42),(73 150633.38),(74 150254.94),(75 150211.89),(76 151319.28),(77 152419.58),(78 153061.3),(79 154332.8),
(1 12601.786),(2 27830.967),(3 42267.37),(4 57962.598),(5 70829.734),(6 83309.8),(7 92221.41),(8 100263.74),(9 108503.63),(10 114496.266),(11 120232.055),(12 125691.17),(13 129539.07),(14 132010.02),(15 134680),(16 136903.81),(17 138247.05),(18 140672.81),(19 142034.72),(20 143085.08),(21 145607.83),(22 147628.6),(23 149704.78),(24 150738.88),(25 150514.02),(26 150874.38),(27 150864.03),(28 151785.23),(29 151926.81),(30 152816.63),(31 151903.16),(32 152000.17),(33 151625.31),(34 151588.2),(35 152022.08),(36 153203.73),(37 155679.73),(38 157574.17),(39 159292.27),(40 161000.23),(41 162821.94),(42 164976.72),(43 166550.56),(44 168780),(45 170535.2),(46 173002.52),(47 174158.47),(48 174548.45),(49 174491.77),(50 173142.36),(51 172102.19),(52 171933.27),(53 170468.81),(54 169293.27),(55 168105.98),(56 166472.56),(57 164496.88),(58 162819.08),(59 162732.3),(60 162749.13),(61 163707.7),(62 163528.88),(63 163009.63),(64 162536.73),(65 161291.52),(66 159276.17),(67 157774.08),(68 156096.3),(69 154857.61),(70 153954.56),(71 152687.95),(72 151076.4),(73 149958.98),(74 150073),(75 150064.73),(76 150653.38),(77 152446.02),(78 153258.88),(79 153800.06),
(1 12555.794),(2 27881.053),(3 41671.13),(4 56607.793),(5 68634.81),(6 79742.92),(7 88452.51),(8 95378.8),(9 102494.48),(10 108593.45),(11 114197.336),(12 120039.11),(13 123970.72),(14 127294.75),(15 130934.305),(16 133772.19),(17 136949.4),(18 140577.39),(19 143216.3),(20 145415.66),(21 148776.44),(22 151139.33),(23 153094.86),(24 153799.16),(25 154443.58),(26 154536.2),(27 155216.3),(28 154295.5),(29 153339.92),(30 154210.55),(31 153446.38),(32 152054.33),(33 151750.45),(34 151669.23),(35 150997.13),(36 151919.45),(37 152138.77),(38 152546.13),(39 152695.36),(40 153460.13),(41 154912.75),(42 156425.78),(43 158354.67),(44 159858.25),(45 161830.27),(46 164700.34),(47 165760.94),(48 165898.98),(49 165490.61),(50 164872.58),(51 164533.02),(52 162456.14),(53 161918.03),(54 160890.11),(55 160188.7),(56 159130.31),(57 156145.86),(58 153859.6),(59 153236.73),(60 154187.66),(61 156038.88),(62 157354.39),(63 156998.05),(64 156193.86),(65 155979.48),(66 154479.56),(67 154257.8),(68 155243.98),(69 156520.25),(70 157388.47),(71 158581.38),(72 158626.2),(73 158066.06),(74 158309.56),(75 157796.5),(76 157919.6),(77 157959.34),(78 158297.97),(79 159036.47),
(1 12269.831),(2 26417.984),(3 39307.203),(4 53691.453),(5 65230.594),(6 75436.305),(7 84200.6),(8 91043.016),(9 98204.13),(10 103840.516),(11 108656.25),(12 114178.414),(13 118169.01),(14 120264.95),(15 123943.89),(16 126707.734),(17 129078.27),(18 132914.97),(19 135630.34),(20 138512.95),(21 142068.89),(22 144104.56),(23 147219.94),(24 148724.83),(25 149263.77),(26 150215.11),(27 151041.95),(28 150586.3),(29 149405.72),(30 149390.81),(31 147436.38),(32 147184.94),(33 147787.77),(34 148169.86),(35 148366.3),(36 149490.64),(37 150794.02),(38 152483.05),(39 154635.19),(40 155879.33),(41 157266.81),(42 158600.45),(43 159984.27),(44 160545.81),(45 160925.88),(46 161485.16),(47 161136.2),(48 161386.75),(49 160705.36),(50 160871.4),(51 159142.38),(52 157141.08),(53 156053.52),(54 154106.38),(55 153027.27),(56 150850.02),(57 148508.05),(58 145781.03),(59 144008.47),(60 143286.52),(61 143406.86),(62 142832.02),(63 143319.69),(64 143958.89),(65 143488.08),(66 144447.58),(67 145307.66),(68 145504.61),(69 146286.81),(70 146986.42),(71 147452.22),(72 148342.08),(73 148095),(74 147755.92),(75 147882.48),(76 148166.6),(77 148166.73),(78 149866.6),(79 151956.47),
(1 11962.311),(2 26056.053),(3 39424.82),(4 53466.082),(5 64086.773),(6 74144.18),(7 81801.24),(8 88136.12),(9 93950.766),(10 98967.79),(11 103101.89),(12 106697.734),(13 109767.164),(14 111353.305),(15 114238.55),(16 115966.914),(17 118539.55),(18 122016.62),(19 124890.62),(20 128244.05),(21 131866.14),(22 133980.38),(23 137646.1),(24 140369.31),(25 142866.2),(26 144707.58),(27 146614.25),(28 147132.45),(29 147683.08),(30 148772.47),(31 149508.05),(32 149535.28),(33 149188.22),(34 149045.53),(35 148300.16),(36 147534.06),(37 147775.67),(38 147237.98),(39 147276.25),(40 147766.44),(41 148247.64),(42 148568.77),(43 148211.34),(44 148789.64),(45 149673.39),(46 150170.69),(47 150084.4),(48 150748.23),(49 149905.42),(50 148942.64),(51 147577.56),(52 146302.5),(53 145196.53),(54 144474.88),(55 144127.9),(56 142724.36),(57 142401.78),(58 142022.28),(59 142338.36),(60 142837.06),(61 142185.45),(62 141835.88),(63 142501.31),(64 142490.22),(65 142574.28),(66 142996.83),(67 142822.64),(68 141968.25),(69 142685.78),(70 143699.73),(71 143934.84),(72 145567.89),(73 145737.34),(74 146311.66),(75 146945.8),(76 147425.88),(77 148324.17),(78 149677.31),(79 152149.52),
(1 12156.804),(2 26096.2),(3 39707.4),(4 53978.61),(5 65151.844),(6 75272.98),(7 82592.39),(8 88686.21),(9 94523.8),(10 99057.92),(11 104549.83),(12 109635.41),(13 113970.19),(14 117215.914),(15 120627.87),(16 123040.01),(17 126192.23),(18 129060.625),(19 130333.16),(20 131012.01),(21 132456.47),(22 132181.2),(23 132755.98),(24 133316.44),(25 134436.17),(26 136511.39),(27 138929.17),(28 139360.69),(29 139954.47),(30 140418.05),(31 140164.28),(32 140887.2),(33 140153.86),(34 140321.63),(35 139744.67),(36 140030.66),(37 140272.86),(38 141852.58),(39 143439.1),(40 144852.4),(41 145188.47),(42 146160.61),(43 146870.6),(44 148340.58),(45 150121.92),(46 152471.94),(47 153911.52),(48 156332.44),(49 158337.53),(50 159061.55),(51 158254.23),(52 158473.13),(53 157138.81),(54 155522.05),(55 154689.06),(56 153252.63),(57 151916.45),(58 150387.56),(59 149371.61),(60 149373.02),(61 148247.73),(62 147246.13),(63 146771.84),(64 145680.11),(65 146379.7),(66 146821.11),(67 147238.55),(68 147135.8),(69 147189.47),(70 146081.52),(71 145684.17),(72 145176.16),(73 144225.31),(74 144123.89),(75 144362.86),(76 144839.4),(77 145790.22),(78 146385.6),(79 147807.23),
(1 11958.155),(2 25316.355),(3 38731.82),(4 52772.227),(5 64148.043),(6 74497.54),(7 82367.88),(8 89074.34),(9 95332.44),(10 100822.85),(11 106189.945),(12 110881.016),(13 114303.42),(14 116938.55),(15 119531.26),(16 122077.234),(17 123841.75),(18 126971.53),(19 128653.55),(20 131337.05),(21 133608.66),(22 134944.1),(23 136996.48),(24 136695.28),(25 137471.8),(26 137514.63),(27 138031.95),(28 136778.97),(29 137170.58),(30 138182.66),(31 138271.73),(32 138698.28),(33 137523),(34 137849.84),(35 136931.39),(36 137552.63),(37 138008.94),(38 139219.89),(39 140724.7),(40 142286.03),(41 144721.92),(42 146364.84),(43 146723.78),(44 147637.9),(45 148006.75),(46 149018.83),(47 150435.81),(48 151259.45),(49 151563.52),(50 151314.7),(51 149987.2),(52 148239.95),(53 146432.25),(54 143577.89),(55 141482.52),(56 138748.02),(57 136459.39),(58 134649.23),(59 132633.64),(60 130973.055),(61 130322.02),(62 129393.13),(63 129466.85),(64 130178.5),(65 132202.81),(66 133226.34),(67 135297.4),(68 136395.28),(69 137890.34),(70 139435.11),(71 141100.48),(72 142331.4),(73 142519.25),(74 143767.11),(75 145174.42),(76 146902.33),(77 148524.88),(78 149498.2),(79 150245.73),
(1 11406.917),(2 24158.143),(3 36983.203),(4 49469.887),(5 59571.094),(6 68716.64),(7 75335.38),(8 81195.086),(9 87053.24),(10 92075.93),(11 95676.375),(12 99627),(13 101308.414),(14 103063.68),(15 106005.53),(16 108623.31),(17 110709.72),(18 114589.59),(19 116983.555),(20 119310.57),(21 122029.15),(22 122597.15),(23 124435.47),(24 123472.22),(25 123816.16),(26 124860.875),(27 125210.52),(28 124219.69),(29 123735.52),(30 123568.71),(31 124173.91),(32 125809.805),(33 126868.37),(34 127956.75),(35 128159.97),(36 128900.37),(37 129118.664),(38 129510.664),(39 129511.46),(40 129417),(41 130413.02),(42 131090.22),(43 131170.58),(44 131873.89),(45 132135.73),(46 133006.16),(47 133937.19),(48 135355.52),(49 136176.05),(50 136735.36),(51 136497.42),(52 135253.17),(53 135111.61),(54 134228.8),(55 134434.81),(56 133430.98),(57 131985.77),(58 130927.125),(59 129792.12),(60 128689.73),(61 128119.34),(62 127504.195),(63 126032.35),(64 125420.52),(65 125446.43),(66 126253.66),(67 127381.22),(68 128295.664),(69 128777.5),(70 130134.34),(71 130695.63),(72 130999.836),(73 130575.19),(74 130264.37),(75 130729.77),(76 130636.21),(77 131028.055),(78 130973.35),(79 131300.45),
(1 11434.193),(2 24687.822),(3 37576.42),(4 50826.22),(5 62268.805),(6 71639.1),(7 79306.484),(8 85566.99),(9 91389.23),(10 96146.36),(11 100748.06),(12 104789.05),(13 107930.11),(14 111559.82),(15 114081.01),(16 115946.12),(17 117704.37),(18 120176),(19 121134.234),(20 122394.875),(21 123650.516),(22 123640.55),(23 125685.11),(24 126460.62),(25 127391.73),(26 129272.53),(27 129978.58),(28 129753.86),(29 130507.45),(30 130070.29),(31 129318.98),(32 129329.76),(33 127168.03),(34 127045.68),(35 126768.24),(36 126338.24),(37 126794.14),(38 126543.83),(39 126979.08),(40 128461.164),(41 129057.97),(42 129572.14),(43 130639.45),(44 131915.33),(45 131961.48),(46 132728.98),(47 132673.36),(48 132800.17),(49 132396.52),(50 131942.2),(51 131320.05),(52 131325.9),(53 130829.84),(54 130595.1),(55 130827.94),(56 131224.19),(57 130780),(58 130749.44),(59 129159.305),(60 127600.93),(61 127306.45),(62 126301.7),(63 126434.26),(64 126598.98),(65 127120.01),(66 127509.34),(67 128656.78),(68 129484.01),(69 130025.164),(70 130483.41),(71 130089.766),(72 131702.9),(73 132617),(74 133434.47),(75 134857.89),(76 135792.31),(77 136739.47),(78 137237.25),(79 138136.52),
(1 11542.261),(2 25156.535),(3 38641.156),(4 51719.9),(5 62430.85),(6 71635.07),(7 79736.16),(8 86847.48),(9 93308.18),(10 97971.34),(11 101715.59),(12 104960.92),(13 106998.09),(14 108052.4),(15 110462.055),(16 111990.86),(17 113129.09),(18 116627.4),(19 118565.69),(20 120901.28),(21 122347.74),(22 123545.83),(23 126015.164),(24 127860.94),(25 128801.516),(26 130217.96),(27 131443),(28 129961.305),(29 129196.37),(30 128778.24),(31 127504.234),(32 127736.62),(33 126940.52),(34 126518.26),(35 125404.96),(36 125661.484),(37 125544.234),(38 127115.57),(39 128471.42),(40 130673.266),(41 131482.56),(42 132544.64),(43 133322.08),(44 134064.64),(45 134479.36),(46 135028.28),(47 136074.9),(48 136797.92),(49 137375.72),(50 136032.75),(51 134478.23),(52 133779.16),(53 132377.31),(54 130798.57),(55 130877.305),(56 131191.47),(57 131540.58),(58 132618.36),(59 133556.58),(60 133504.28),(61 133557.28),(62 132882.13),(63 132478.02),(64 131996.34),(65 131196.61),(66 130965.836),(67 130546.87),(68 130328.26),(69 130259.19),(70 130480.92),(71 130533.63),(72 131143.52),(73 130073.67),(74 128874.02),(75 128958.04),(76 127696.76),(77 128294.17),(78 127993.28),(79 128177.305),
(1 11386.806),(2 24462.814),(3 37972.582),(4 52403.918),(5 63775.566),(6 74387.67),(7 83049.58),(8 89603.06),(9 95905.08),(10 100999.766),(11 105237.2),(12 108643.09),(13 111093.44),(14 111613.99),(15 113921.836),(16 114995.64),(17 115522.1),(18 117364.76),(19 118334.79),(20 118452.47),(21 119944.31),(22 121278.47),(23 124260.86),(24 125261.52),(25 125626.734),(26 126823.14),(27 127728.33),(28 128414.07),(29 128850.195),(30 128985.03),(31 129049.41),(32 128714.8),(33 127074.5),(34 126303.44),(35 125098.14),(36 123882.94),(37 124065.4),(38 124296.695),(39 124905.07),(40 126182.19),(41 127467.29),(42 128847.17),(43 131621.22),(44 132987.72),(45 133670.67),(46 135327.02),(47 136724.45),(48 137164.56),(49 137969.81),(50 138227.53),(51 138506.33),(52 138625.33),(53 138549),(54 137151.42),(55 136732.67),(56 135010.89),(57 133317.81),(58 131702.36),(59 131321.88),(60 131385.08),(61 130233.03),(62 128920.24),(63 127422.695),(64 126384.055),(65 125235.37),(66 124274.34),(67 123279.19),(68 122432.37),(69 121960.87),(70 122526.93),(71 123614.77),(72 124534.73),(73 125048.8),(74 126188.34),(75 126320.06),(76 126569.54),(77 127165.305),(78 126998.63),(79 128947),
