1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64424.566),(2 46810.25),(3 150444.25),(4 163641.19),(5 301239.63),(6 348006.53),(7 513321.03),(8 578696.7),(9 762184.5),(10 847126.25),(11 1056926.6),(12 1178836.6),(13 1438631.5),(14 1589946.4),(15 1862846.1),(16 2013388.4),(17 2280527.3),(18 2444845),(19 2750047.8),(20 2940785.3),(21 3264361.8),(22 3481278),(23 3822666.8),(24 4021017.3),(25 4384136),(26 4621415.5),(27 4983195),(28 5205844),(29 5575669.5),(30 5795688),(31 6158955.5),(32 6347427.5),(33 6643653.5),(34 6778850.5),(35 7052444.5),(36 7252553.5),(37 7627543.5),(38 7878418.5),(39 8296701.5),(40 8540268),(41 8916999),(42 9133723),(43 9493053),(44 9683373),(45 10016775),(46 10176464),(47 10428219),(48 10529736),(49 10771721),(50 10872699),(51 11092064),(52 11198136),(53 11462117),(54 11585027),(55 11808359),(56 11860773),(57 12021409),(58 11980557),(59 12043187),(60 11917364),(61 11902819),(62 11747356),(63 11775093),(64 11715701),(65 11769499),(66 11648780),(67 11707067),(68 11644600),(69 11718811),(70 11651695),(71 11699303),(72 11590477),(73 11619227),(74 11427821),(75 11368841),(76 11125243),(77 11078917),(78 10913943),(79 10934342),
(1 150.05388),(2 77.91721),(3 175.14124),(4 93.74072),(5 187.6296),(6 104.0936),(7 194.26886),(8 110.360176),(9 199.97862),(10 114.68249),(11 202.90286),(12 117.327415),(13 205.57695),(14 119.94429),(15 207.5299),(16 119.88983),(17 208.50804),(18 122.15559),(19 208.35564),(20 122.37142),(21 209.00244),(22 123.04235),(23 207.41489),(24 122.15125),(25 209.2388),(26 123.46519),(27 209.74423),(28 122.800674),(29 210.35905),(30 123.675934),(31 210.46902),(32 123.12045),(33 210.83763),(34 124.52986),(35 210.51517),(36 123.916756),(37 211.37485),(38 125.404076),(39 211.53285),(40 124.67829),(41 212.43896),(42 124.99606),(43 212.3515),(44 126.6844),(45 215.85025),(46 128.15373),(47 213.94823),(48 128.59117),(49 216.61874),(50 130.358),(51 218.01775),(52 129.87979),(53 218.78786),(54 130.79665),(55 219.42921),(56 132.9536),(57 222.25055),(58 135.44562),(59 221.52245),(60 136.04625),(61 225.0326),(62 139.06612),(63 227.04428),(64 140.00108),(65 228.15012),(66 139.14043),(67 228.3608),(68 139.66124),(69 227.60675),(70 139.72572),(71 227.66951),(72 140.95706),(73 229.18665),(74 143.49069),(75 231.83006),(76 146.95868),(77 237.05267),(78 150.09346),(79 237.73018),
(1 152.67847),(2 77.42639),(3 177.21416),(4 92.54692),(5 189.24007),(6 102.654625),(7 195.87762),(8 109.92286),(9 202.20941),(10 114.17013),(11 205.7842),(12 116.835815),(13 208.51724),(14 120.62886),(15 210.66023),(16 121.31377),(17 212.27367),(18 123.10596),(19 211.1865),(20 122.553),(21 212.80641),(22 123.33309),(23 212.46066),(24 122.640144),(25 213.57025),(26 124.26199),(27 214.05756),(28 123.238045),(29 213.866),(30 124.10014),(31 215.25879),(32 124.469635),(33 215.62361),(34 124.20104),(35 214.84471),(36 123.95192),(37 215.80078),(38 124.17249),(39 216.10463),(40 125.61925),(41 216.718),(42 126.782585),(43 218.22801),(44 127.53866),(45 219.94496),(46 128.8755),(47 218.47807),(48 128.95),(49 221.35399),(50 131.25278),(51 222.79851),(52 131.83781),(53 223.7634),(54 133.0968),(55 224.34752),(56 133.40642),(57 226.6187),(58 136.09874),(59 228.67622),(60 136.93391),(61 229.25935),(62 138.60046),(63 231.1324),(64 138.6011),(65 232.30467),(66 139.25589),(67 230.39127),(68 140.07591),(69 232.48067),(70 140.37508),(71 232.68259),(72 143.09787),(73 236.45459),(74 145.70276),(75 239.6379),(76 150.01836),(77 243.68996),(78 154.19566),(79 245.12639),
(1 145.5629),(2 75.12932),(3 169.45021),(4 91.937614),(5 183.72345),(6 102.86798),(7 190.22522),(8 109.984604),(9 198.09698),(10 115.49794),(11 200.48706),(12 117.34231),(13 203.80266),(14 121.00634),(15 205.01732),(16 120.73486),(17 205.12508),(18 121.812195),(19 205.78761),(20 122.30317),(21 208.33278),(22 123.93012),(23 205.71129),(24 121.87068),(25 206.32065),(26 121.88147),(27 206.16983),(28 121.783485),(29 205.80592),(30 122.721375),(31 206.51497),(32 122.56935),(33 206.27534),(34 122.896545),(35 205.1644),(36 122.11009),(37 206.52666),(38 122.41671),(39 206.97845),(40 123.77991),(41 207.0363),(42 125.17643),(43 207.72806),(44 125.11762),(45 209.56633),(46 125.36388),(47 209.2095),(48 125.12647),(49 210.42342),(50 128.47299),(51 213.8208),(52 129.08577),(53 213.88742),(54 129.84961),(55 214.11493),(56 130.85849),(57 216.21721),(58 132.23276),(59 215.93121),(60 133.34488),(61 217.02986),(62 134.33115),(63 219.53444),(64 136.52916),(65 221.3593),(66 137.49023),(67 220.66049),(68 138.18964),(69 223.07025),(70 139.11296),(71 223.46931),(72 140.32243),(73 225.44095),(74 143.0591),(75 226.45714),(76 145.3682),(77 231.38942),(78 149.66782),(79 234.97795),
(1 146.94759),(2 75.74372),(3 170.94748),(4 91.568504),(5 183.47469),(6 100.92193),(7 189.26093),(8 106.81084),(9 195.71289),(10 112.391655),(11 198.7855),(12 113.68733),(13 200.88011),(14 117.21675),(15 202.51947),(16 117.427986),(17 203.09802),(18 118.1464),(19 203.60239),(20 120.07507),(21 206.1053),(22 120.7294),(23 205.95337),(24 121.141014),(25 206.64021),(26 122.66595),(27 206.72412),(28 122.415855),(29 208.26648),(30 123.75215),(31 207.78853),(32 123.495125),(33 207.91772),(34 123.54989),(35 206.6799),(36 122.93191),(37 206.94101),(38 122.733315),(39 208.69124),(40 123.02987),(41 208.0245),(42 123.71528),(43 207.71555),(44 123.87033),(45 208.33582),(46 124.18359),(47 207.76546),(48 125.17537),(49 210.62766),(50 127.627426),(51 211.1399),(52 127.22742),(53 213.07631),(54 129.07492),(55 213.00362),(56 128.76385),(57 216.49428),(58 129.84323),(59 216.49234),(60 130.99817),(61 216.94139),(62 134.2295),(63 219.7713),(64 135.22345),(65 222.32738),(66 136.69368),(67 221.82817),(68 135.44518),(69 222.28432),(70 135.32649),(71 220.37157),(72 136.77855),(73 221.75725),(74 138.44557),(75 222.81204),(76 140.35907),(77 227.40056),(78 143.24855),(79 230.45583),
(1 146.20584),(2 74.00893),(3 169.9539),(4 89.40926),(5 182.03017),(6 99.55878),(7 188.32281),(8 105.980316),(9 196.6117),(10 110.24367),(11 197.65656),(12 111.99387),(13 200.9081),(14 115.84259),(15 201.47185),(16 116.083885),(17 203.99301),(18 118.50155),(19 203.65971),(20 118.05264),(21 205.6469),(22 119.52715),(23 205.80429),(24 119.372116),(25 205.35863),(26 119.30084),(27 204.87415),(28 118.803894),(29 205.26073),(30 118.77519),(31 205.01718),(32 119.48595),(33 206.17542),(34 119.60186),(35 204.76462),(36 118.93152),(37 205.44789),(38 119.75863),(39 206.58492),(40 120.36922),(41 206.31474),(42 120.7946),(43 206.94942),(44 121.0345),(45 207.1605),(46 120.05782),(47 206.03673),(48 121.5222),(49 208.33707),(50 123.256996),(51 209.21358),(52 124.03156),(53 210.33798),(54 125.89308),(55 212.24243),(56 126.553505),(57 214.88081),(58 128.47716),(59 214.36057),(60 129.25958),(61 215.8991),(62 132.0838),(63 218.21935),(64 132.98703),(65 220.65385),(66 133.93274),(67 220.89339),(68 135.12541),(69 222.62012),(70 135.82043),(71 221.70546),(72 137.06912),(73 225.33101),(74 138.82483),(75 225.63971),(76 139.82314),(77 228.87573),(78 143.41042),(79 229.28735),
(1 142.96875),(2 72.09557),(3 164.96832),(4 87.64928),(5 177.40912),(6 98.7369),(7 184.96034),(8 103.70467),(9 191.44272),(10 108.85111),(11 193.50223),(12 110.835266),(13 196.05858),(14 114.435646),(15 199.06938),(16 116.05611),(17 201.37227),(18 117.2494),(19 200.11902),(20 118.46799),(21 202.85396),(22 118.91277),(23 201.13618),(24 117.36878),(25 201.73013),(26 118.39945),(27 200.7715),(28 117.014984),(29 201.4801),(30 117.83665),(31 201.1534),(32 117.83292),(33 201.41953),(34 118.346),(35 200.63788),(36 118.52506),(37 201.6797),(38 118.377075),(39 202.41992),(40 119.40286),(41 203.38905),(42 121.10613),(43 202.99867),(44 120.71334),(45 204.64313),(46 122.053375),(47 203.6365),(48 120.77355),(49 204.69221),(50 122.24573),(51 205.23828),(52 123.03498),(53 207.49036),(54 124.55892),(55 207.11981),(56 125.84384),(57 210.83928),(58 127.91341),(59 210.25726),(60 129.30983),(61 211.38889),(62 131.12424),(63 212.72467),(64 130.7946),(65 215.0394),(66 132.24059),(67 215.10762),(68 133.97588),(69 218.0109),(70 135.41597),(71 217.8717),(72 136.9878),(73 220.85286),(74 138.41884),(75 222.88104),(76 140.28444),(77 224.31242),(78 141.73262),(79 226.32356),
(1 143.39294),(2 74.88075),(3 167.62978),(4 90.65419),(5 180.04108),(6 99.98314),(7 185.90701),(8 105.470436),(9 191.986),(10 110.01929),(11 194.50597),(12 112.403854),(13 198.06233),(14 116.753265),(15 200.02199),(16 116.92618),(17 200.95749),(18 117.934074),(19 198.90363),(20 118.454185),(21 201.18112),(22 118.46662),(23 199.48674),(24 116.58459),(25 200.69336),(26 118.982025),(27 201.63979),(28 118.72019),(29 202.46227),(30 119.523),(31 202.60966),(32 120.02299),(33 203.72902),(34 120.28609),(35 201.93622),(36 119.67638),(37 202.27486),(38 118.87735),(39 201.76654),(40 120.09963),(41 204.34404),(42 121.68316),(43 203.40211),(44 122.09061),(45 206.2497),(46 122.728),(47 204.68904),(48 123.71825),(49 208.38824),(50 125.5145),(51 207.10359),(52 125.580894),(53 207.93814),(54 125.79123),(55 208.98381),(56 125.90378),(57 210.9874),(58 130.06628),(59 212.00342),(60 130.96124),(61 214.05821),(62 132.74077),(63 215.72586),(64 132.81702),(65 216.15808),(66 133.17274),(67 216.1995),(68 133.8818),(69 218.53387),(70 134.58353),(71 218.19098),(72 136.4655),(73 221.65753),(74 140.31895),(75 225.42628),(76 142.43729),(77 228.0592),(78 145.96896),(79 230.54066),
(1 137.51347),(2 71.3226),(3 159.94301),(4 88.15458),(5 173.38527),(6 97.75147),(7 181.04884),(8 103.52434),(9 186.2078),(10 108.4903),(11 188.44513),(12 110.36172),(13 192.99973),(14 114.47526),(15 194.3126),(16 115.67379),(17 195.61758),(18 116.31106),(19 195.4798),(20 117.17475),(21 196.52432),(22 117.000114),(23 196.76704),(24 117.477196),(25 197.67464),(26 118.470345),(27 196.93846),(28 117.69374),(29 198.07678),(30 117.60697),(31 197.20493),(32 117.88861),(33 198.7559),(34 118.15302),(35 197.56685),(36 117.06088),(37 197.26793),(38 118.120415),(39 197.30225),(40 117.52327),(41 199.12788),(42 119.09308),(43 199.04347),(44 119.01204),(45 200.46544),(46 120.597244),(47 200.49826),(48 121.62989),(49 202.53458),(50 122.5684),(51 203.731),(52 123.71014),(53 204.25626),(54 122.67343),(55 204.04211),(56 123.81293),(57 205.46057),(58 126.03519),(59 207.00653),(60 127.06878),(61 207.91809),(62 126.32515),(63 208.85532),(64 127.749825),(65 209.70383),(66 128.39273),(67 207.68451),(68 127.88061),(69 210.20728),(70 129.70314),(71 210.71115),(72 130.43883),(73 212.43489),(74 132.58353),(75 214.76866),(76 135.10197),(77 215.69878),(78 136.44043),(79 219.31856),
(1 140.50731),(2 70.56957),(3 161.6722),(4 86.01409),(5 174.97273),(6 95.00926),(7 179.70953),(8 100.09312),(9 185.50085),(10 102.67356),(11 185.70091),(12 104.80604),(13 189.35693),(14 107.39232),(15 189.869),(16 108.00367),(17 191.10692),(18 109.5469),(19 189.85806),(20 109.9216),(21 191.16074),(22 109.75013),(23 190.7569),(24 110.31825),(25 192.84302),(26 111.780975),(27 192.00287),(28 110.55879),(29 192.22655),(30 110.33428),(31 192.47232),(32 110.327644),(33 192.99945),(34 110.327866),(35 190.94748),(36 110.5419),(37 191.59608),(38 109.92692),(39 191.88747),(40 111.13671),(41 194.54253),(42 114.12474),(43 195.03552),(44 114.77024),(45 197.69647),(46 115.62986),(47 195.88898),(48 115.73225),(49 197.6597),(50 116.89944),(51 198.22594),(52 117.19056),(53 198.8571),(54 118.29066),(55 199.39691),(56 117.2837),(57 199.7277),(58 119.16909),(59 202.16898),(60 120.75688),(61 204.06499),(62 123.27127),(63 205.60075),(64 124.952194),(65 206.98997),(66 126.940765),(67 208.1085),(68 126.90217),(69 209.47098),(70 128.63472),(71 210.34215),(72 130.95549),(73 213.70403),(74 132.44873),(75 216.20729),(76 134.92448),(77 217.18913),(78 135.79652),(79 217.56602),
(1 138.65964),(2 70.02523),(3 161.65082),(4 84.73944),(5 172.30249),(6 94.858894),(7 177.38815),(8 99.17707),(9 183.36365),(10 102.23448),(11 183.88838),(12 103.27884),(13 186.26736),(14 105.87366),(15 188.25328),(16 107.87817),(17 190.85124),(18 110.036),(19 190.45604),(20 111.053734),(21 192.80902),(22 112.39882),(23 191.27834),(24 110.76448),(25 193.42531),(26 112.87777),(27 192.07368),(28 111.87569),(29 193.11371),(30 112.74339),(31 191.58463),(32 112.53393),(33 193.05261),(34 112.87876),(35 192.91426),(36 113.89022),(37 193.31645),(38 113.45799),(39 192.99449),(40 113.63382),(41 194.74371),(42 115.82458),(43 194.65578),(44 115.87111),(45 197.19025),(46 115.738365),(47 196.40625),(48 116.37397),(49 198.50542),(50 119.81113),(51 198.91309),(52 117.91165),(53 199.70076),(54 120.125916),(55 199.01567),(56 119.444756),(57 202.17404),(58 122.256516),(59 203.7861),(60 122.639465),(61 205.1394),(62 124.54755),(63 205.20996),(64 124.747154),(65 206.71426),(66 126.26865),(67 207.88419),(68 126.72135),(69 209.47554),(70 127.956985),(71 208.74625),(72 128.85469),(73 212.46674),(74 131.66168),(75 212.62221),(76 133.83313),(77 215.40346),(78 135.00015),(79 215.59207),
(1 133.59602),(2 68.420685),(3 154.90982),(4 82.53974),(5 165.82593),(6 91.973015),(7 171.78491),(8 97.51133),(9 178.24083),(10 101.17235),(11 179.74034),(12 102.52205),(13 182.1038),(14 105.21457),(15 183.40744),(16 106.90078),(17 184.97293),(18 108.25656),(19 184.93933),(20 108.12588),(21 185.64674),(22 108.68114),(23 184.76668),(24 108.44154),(25 185.46216),(26 109.13161),(27 185.1636),(28 108.2333),(29 186.76532),(30 110.2399),(31 186.57271),(32 110.40228),(33 189.06776),(34 111.09464),(35 187.79634),(36 109.91897),(37 188.19055),(38 109.09287),(39 187.3495),(40 109.965546),(41 188.32114),(42 110.736176),(43 188.22911),(44 111.1022),(45 190.09964),(46 111.2866),(47 189.32957),(48 112.02457),(49 190.47911),(50 113.10135),(51 192.33667),(52 114.71228),(53 194.16113),(54 115.54334),(55 194.13737),(56 115.857285),(57 196.19713),(58 117.20053),(59 196.47604),(60 117.74078),(61 198.02304),(62 120.79418),(63 200.68933),(64 122.939125),(65 202.83995),(66 124.348656),(67 203.54845),(68 123.72797),(69 203.78665),(70 123.55791),(71 202.14555),(72 124.60493),(73 205.56038),(74 125.68314),(75 205.48587),(76 128.34566),(77 208.79417),(78 130.8949),(79 209.83478),
(1 137.117),(2 69.24307),(3 159.1988),(4 84.511566),(5 170.16933),(6 92.54254),(7 176.303),(8 98.364944),(9 181.56537),(10 102.61915),(11 182.50656),(12 103.93275),(13 185.69682),(14 106.736855),(15 185.93463),(16 106.05203),(17 187.68083),(18 108.271324),(19 188.03523),(20 109.325836),(21 189.65565),(22 110.00136),(23 188.21846),(24 109.05888),(25 188.7756),(26 109.94569),(27 188.6479),(28 108.78662),(29 188.99452),(30 109.84539),(31 188.48267),(32 109.803535),(33 190.12402),(34 111.15006),(35 189.54492),(36 112.00027),(37 191.49982),(38 112.34925),(39 192.1127),(40 112.86119),(41 192.25557),(42 113.54722),(43 191.24725),(44 113.57195),(45 193.48734),(46 114.674225),(47 193.73756),(48 115.45021),(49 194.53354),(50 116.530205),(51 196.3004),(52 117.885315),(53 197.44237),(54 118.34914),(55 196.58572),(56 119.51542),(57 199.0041),(58 120.21856),(59 199.84132),(60 120.68232),(61 200.93593),(62 123.791016),(63 203.27641),(64 124.34747),(65 203.67677),(66 125.287735),(67 203.64363),(68 123.49899),(69 204.68015),(70 124.52285),(71 204.83731),(72 125.86049),(73 207.29138),(74 127.15256),(75 208.44022),(76 129.40416),(77 211.42354),(78 133.38583),(79 212.75786),
(1 134.28494),(2 66.1904),(3 153.64052),(4 79.41022),(5 165.59169),(6 89.23539),(7 170.92128),(8 94.92253),(9 176.86345),(10 98.67377),(11 178.34836),(12 99.90321),(13 181.49529),(14 103.03204),(15 182.35094),(16 102.96453),(17 182.92465),(18 104.34491),(19 183.3214),(20 104.81049),(21 184.16997),(22 106.298546),(23 183.40536),(24 105.63758),(25 183.74373),(26 105.89253),(27 182.71826),(28 105.838646),(29 184.42896),(30 106.68775),(31 184.50378),(32 106.22128),(33 184.95059),(34 106.62224),(35 183.82025),(36 106.832085),(37 186.22023),(38 108.648865),(39 185.94844),(40 107.908394),(41 185.64575),(42 108.731125),(43 185.60849),(44 108.33339),(45 187.67242),(46 109.066765),(47 186.9746),(48 109.558784),(49 188.11467),(50 110.81398),(51 188.61322),(52 112.21156),(53 190.57098),(54 112.93799),(55 190.60258),(56 113.99133),(57 193.76964),(58 115.56571),(59 194.21286),(60 116.95734),(61 196.75395),(62 119.091934),(63 199.74556),(64 120.42002),(65 200.56567),(66 121.60195),(67 201.36948),(68 122.08845),(69 203.25104),(70 122.966255),(71 202.33604),(72 124.07776),(73 205.46127),(74 126.89873),(75 208.4209),(76 128.88463),(77 211.20601),(78 132.57019),(79 212.55563),
(1 133.99576),(2 66.06842),(3 155.60944),(4 81.17639),(5 166.01251),(6 89.91128),(7 172.16554),(8 95.634705),(9 178.1005),(10 98.52363),(11 179.79468),(12 99.83902),(13 182.74876),(14 103.49739),(15 184.8184),(16 104.30626),(17 184.70198),(18 106.138306),(19 185.91743),(20 105.539185),(21 186.54132),(22 105.986435),(23 185.37389),(24 104.79486),(25 184.28561),(26 105.73638),(27 184.20341),(28 105.612526),(29 185.33022),(30 106.43116),(31 185.0515),(32 106.284645),(33 187.2329),(34 107.25156),(35 186.16525),(36 106.18128),(37 186.39111),(38 106.98734),(39 186.57405),(40 106.8089),(41 187.56595),(42 107.284195),(43 187.01978),(44 107.952995),(45 187.69969),(46 107.89989),(47 187.89607),(48 109.03396),(49 189.64229),(50 110.42239),(51 189.10712),(52 110.512985),(53 191.0659),(54 111.18197),(55 191.34628),(56 113.77219),(57 196.46213),(58 116.93861),(59 198.46962),(60 118.24682),(61 199.62126),(62 120.04499),(63 202.15166),(64 122.93054),(65 205.33676),(66 125.12653),(67 207.68582),(68 126.70709),(69 209.38568),(70 128.43695),(71 208.18306),(72 128.60002),(73 211.71475),(74 131.093),(75 213.93106),(76 133.76418),(77 217.20155),(78 135.78914),(79 217.245),
(1 128.37502),(2 65.05076),(3 149.12134),(4 79.40527),(5 160.00294),(6 87.67808),(7 166.19974),(8 92.98671),(9 170.93513),(10 96.51592),(11 172.8858),(12 98.45387),(13 177.06326),(14 102.40909),(15 178.79182),(16 102.116516),(17 179.05283),(18 104.48235),(19 179.83873),(20 104.799545),(21 183.40858),(22 106.817375),(23 181.67307),(24 106.1632),(25 182.04128),(26 107.3721),(27 181.76743),(28 106.48488),(29 180.74477),(30 105.663864),(31 179.30075),(32 105.29224),(33 180.66458),(34 105.79441),(35 179.7053),(36 105.448524),(37 179.94508),(38 107.50959),(39 181.74562),(40 106.77146),(41 183.26062),(42 107.71425),(43 181.9349),(44 106.42756),(45 182.1949),(46 106.12345),(47 181.9174),(48 108.05353),(49 184.78986),(50 110.0898),(51 185.05635),(52 110.43959),(53 186.56248),(54 112.41424),(55 188.17625),(56 113.20187),(57 190.43486),(58 114.9826),(59 191.28545),(60 116.07781),(61 192.43208),(62 118.126434),(63 193.81917),(64 118.23774),(65 194.92108),(66 119.10735),(67 194.75862),(68 119.6109),(69 195.40486),(70 120.150734),(71 195.55998),(72 121.67258),(73 198.26262),(74 123.1482),(75 200.10286),(76 125.1916),(77 201.68616),(78 126.997314),(79 204.13602),
(1 127.22112),(2 64.64138),(3 148.03261),(4 79.33019),(5 158.69421),(6 86.86049),(7 164.08406),(8 91.619835),(9 168.38893),(10 95.07626),(11 169.91751),(12 96.709274),(13 172.9576),(14 100.54113),(15 174.68938),(16 100.46214),(17 175.96286),(18 101.80914),(19 176.55281),(20 102.90449),(21 178.4584),(22 104.68072),(23 176.96481),(24 104.58941),(25 179.51526),(26 107.187164),(27 180.1306),(28 105.92259),(29 178.9242),(30 105.661674),(31 178.06268),(32 106.57692),(33 180.15361),(34 106.63438),(35 179.24902),(36 106.66212),(37 180.20148),(38 106.96362),(39 180.86798),(40 107.53298),(41 182.57603),(42 108.4562),(43 181.8064),(44 107.73064),(45 182.83118),(46 107.98349),(47 181.79494),(48 107.980515),(49 183.05467),(50 109.557686),(51 183.64317),(52 110.27494),(53 185.66322),(54 111.015),(55 186.58421),(56 114.02788),(57 189.13913),(58 115.54279),(59 191.13078),(60 116.39385),(61 192.53737),(62 116.79168),(63 192.3062),(64 118.00954),(65 193.79541),(66 118.679985),(67 194.77798),(68 118.627144),(69 194.2621),(70 118.56535),(71 193.60448),(72 119.06997),(73 197.41447),(74 123.67316),(75 199.29973),(76 125.54816),(77 201.70401),(78 126.60689),(79 202.12921),
(1 130.01701),(2 63.52237),(3 149.04431),(4 77.27978),(5 159.82271),(6 84.95977),(7 164.45706),(8 90.58408),(9 171.60744),(10 94.99563),(11 173.0372),(12 96.703606),(13 176.88956),(14 100.718575),(15 177.79631),(16 100.50107),(17 179.81476),(18 102.44522),(19 179.1854),(20 102.81066),(21 181.68387),(22 103.10672),(23 180.7931),(24 102.383965),(25 181.0082),(26 104.8729),(27 181.66989),(28 103.93164),(29 180.50566),(30 103.49905),(31 180.39853),(32 103.73676),(33 182.18536),(34 104.374695),(35 181.34201),(36 103.5294),(37 179.50336),(38 103.839035),(39 180.77353),(40 103.43137),(41 181.84091),(42 104.45936),(43 180.9837),(44 103.672806),(45 181.96176),(46 104.614426),(47 180.66585),(48 103.68329),(49 182.06903),(50 105.140495),(51 182.87369),(52 104.91411),(53 183.0857),(54 105.77158),(55 183.78258),(56 106.54362),(57 186.27824),(58 109.00717),(59 188.7525),(60 110.40031),(61 189.67387),(62 112.42645),(63 191.20715),(64 113.97906),(65 193.24068),(66 114.71572),(67 193.51709),(68 114.49003),(69 195.49773),(70 117.27794),(71 196.31122),(72 117.546776),(73 197.67531),(74 120.37852),(75 200.15512),(76 123.588356),(77 203.28459),(78 125.7643),(79 204.28867),
(1 124.957115),(2 62.68168),(3 145.32614),(4 76.387924),(5 155.91324),(6 84.92542),(7 161.00978),(8 90.28744),(9 165.6905),(10 93.030945),(11 167.18501),(12 94.98926),(13 172.20656),(14 99.147194),(15 172.46396),(16 98.19778),(17 173.42921),(18 100.13599),(19 173.16042),(20 99.61177),(21 174.24619),(22 100.74828),(23 173.84157),(24 100.72221),(25 174.67671),(26 101.09077),(27 174.02745),(28 99.64148),(29 173.3908),(30 99.441055),(31 172.94174),(32 99.66794),(33 174.87721),(34 100.62776),(35 173.16438),(36 101.123085),(37 175.08525),(38 102.1561),(39 176.11015),(40 102.275635),(41 178.05615),(42 103.37813),(43 177.32704),(44 102.9363),(45 177.45378),(46 103.644615),(47 176.22867),(48 103.56178),(49 178.0675),(50 104.45834),(51 178.4468),(52 105.199066),(53 180.06958),(54 106.76447),(55 180.33498),(56 108.30871),(57 182.45923),(58 109.33122),(59 183.88522),(60 110.94178),(61 186.02301),(62 112.87151),(63 187.47102),(64 114.20108),(65 188.06168),(66 114.261444),(67 189.09962),(68 115.79442),(69 191.55408),(70 116.82024),(71 191.51347),(72 116.94642),(73 191.59251),(74 118.53855),(75 194.14552),(76 121.35363),(77 196.77702),(78 122.68456),(79 196.79268),
