1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4227),(2 12260.28),(3 22544.678),(4 35212.76),(5 52423.49),(6 73015.62),(7 96162.445),(8 115786.48),(9 140758.25),(10 162555.42),(11 186896.75),(12 208331.75),(13 230735.7),(14 256192.5),(15 283088.9),(16 308637),(17 336819.66),(18 364290.84),(19 393047.13),(20 416576.6),(21 438883.9),(22 464702.1),(23 491865.16),(24 521970.6),(25 551530.06),(26 579979.44),(27 603645.94),(28 618900.44),(29 636839.1),(30 650770.5),(31 665647.56),(32 686438.3),(33 710347.3),(34 735359.5),(35 753415.2),(36 763393.8),(37 773232.3),(38 778389.7),(39 788112.06),(40 788213.7),(41 791347),(42 790494.25),(43 788872),(44 780994.8),(45 767211.7),(46 759508.5),(47 750006),(48 739001.75),(49 738852.5),(50 735924.3),(51 733935),(52 735684.94),(53 735159.44),(54 729921.94),(55 724827.25),(56 717128.5),(57 713014.7),(58 707834.06),(59 711618.25),(60 708650),(61 706656.75),(62 702633.2),(63 702901.44),(64 701704.06),(65 701690.8),(66 702661.3),(67 697774.3),(68 689194.7),(69 683645.3),(70 665535.56),(71 641528.56),(72 620796.7),(73 599134.8),(74 578475.3),(75 557942.4),(76 537731.3),(77 522725.34),(78 507633),(79 497592.6),
(1 168.9526),(2 244.11354),(3 305.2182),(4 337.36218),(5 368.93176),(6 391.8037),(7 414.1794),(8 431.0972),(9 453.11453),(10 468.39532),(11 486.20474),(12 495.40225),(13 515.32996),(14 528.8405),(15 544.7734),(16 549.2059),(17 554.187),(18 559.0817),(19 560.89465),(20 564.5226),(21 566.60516),(22 570.9171),(23 573.437),(24 574.6468),(25 580.32135),(26 581.49),(27 583.37146),(28 584.0883),(29 583.9427),(30 582.7448),(31 585.03064),(32 589.503),(33 588.66785),(34 589.94073),(35 595.55597),(36 597.869),(37 603.4948),(38 605.21924),(39 608.5421),(40 609.5218),(41 612.2361),(42 613.1909),(43 611.99774),(44 611.19714),(45 612.6681),(46 612.7575),(47 612.74756),(48 609.6263),(49 614.1768),(50 614.2833),(51 619.1606),(52 618.68115),(53 621.86194),(54 622.7388),(55 628.04175),(56 626.96826),(57 626.17004),(58 624.5851),(59 623.25366),(60 622.21124),(61 623.6576),(62 624.53516),(63 626.8135),(64 630.66284),(65 629.9841),(66 630.99054),(67 632.5487),(68 631.4188),(69 634.33215),(70 637.3481),(71 639.756),(72 637.4636),(73 637.3698),(74 634.62683),(75 639.81726),(76 636.396),(77 638.84216),(78 641.3101),(79 642.4716),
(1 166.02988),(2 239.53116),(3 298.1055),(4 330.72452),(5 360.8526),(6 384.73288),(7 405.23206),(8 421.47086),(9 441.32703),(10 455.58423),(11 471.67807),(12 479.57373),(13 495.10782),(14 504.97995),(15 520.8377),(16 522.9899),(17 528.63055),(18 532.0977),(19 537.62695),(20 541.80457),(21 546.912),(22 551.6491),(23 554.93567),(24 558.17786),(25 557.4677),(26 560.5241),(27 565.417),(28 567.76685),(29 570.11914),(30 572.75696),(31 575.224),(32 582.2446),(33 585.51385),(34 587.0748),(35 591.11664),(36 594.0213),(37 595.2896),(38 595.12195),(39 600.7828),(40 602.37714),(41 606.02277),(42 607.7747),(43 603.9116),(44 606.7122),(45 607.20435),(46 610.3578),(47 613.3769),(48 611.9279),(49 611.7089),(50 609.5843),(51 612.1239),(52 613.67993),(53 616.2464),(54 617.5211),(55 619.23376),(56 621.4634),(57 620.4889),(58 618.45184),(59 621.5525),(60 617.19446),(61 619.99664),(62 622.0537),(63 623.7636),(64 627.1132),(65 629.8739),(66 629.0451),(67 627.7468),(68 628.4763),(69 628.78613),(70 634.1534),(71 636.747),(72 635.124),(73 630.2657),(74 629.29425),(75 639.1269),(76 640.3388),(77 645.0706),(78 644.3102),(79 649.57434),
(1 165.57207),(2 240.58444),(3 299.01294),(4 330.5518),(5 361.47766),(6 385.00812),(7 407.1063),(8 424.1211),(9 442.71677),(10 458.16275),(11 469.85474),(12 477.35638),(13 496.17337),(14 506.16638),(15 520.0205),(16 519.66766),(17 525.2226),(18 532.7632),(19 536.78033),(20 540.9045),(21 544.6108),(22 550.0734),(23 554.7423),(24 552.828),(25 553.68243),(26 556.78467),(27 564.52344),(28 565.4883),(29 564.2836),(30 566.23315),(31 572.09827),(32 580.2872),(33 580.84406),(34 579.618),(35 582.54755),(36 581.05475),(37 585.11224),(38 583.66785),(39 586.931),(40 588.4605),(41 588.9532),(42 588.0363),(43 589.9057),(44 589.3198),(45 588.9714),(46 589.0457),(47 592.3395),(48 593.66785),(49 594.04346),(50 594.73505),(51 596.8277),(52 596.4232),(53 593.9388),(54 593.91925),(55 596.69434),(56 598.3265),(57 598.20197),(58 596.9953),(59 597.5678),(60 595.327),(61 598.52783),(62 600.1452),(63 602.38586),(64 607.522),(65 609.94104),(66 608.82294),(67 613.32965),(68 614.08203),(69 615.9652),(70 615.0125),(71 614.05493),(72 614.8567),(73 614.5428),(74 614.9423),(75 618.6828),(76 621.6998),(77 622.8685),(78 621.33936),(79 626.7119),
(1 161.57236),(2 232.09683),(3 286.7875),(4 317.31604),(5 348.43893),(6 370.85413),(7 388.70117),(8 406.4177),(9 425.554),(10 441.19394),(11 455.9574),(12 469.16452),(13 488.65262),(14 499.27466),(15 512.61035),(16 518.4042),(17 522.5051),(18 528.9224),(19 529.9951),(20 535.26904),(21 536.637),(22 542.00226),(23 545.42554),(24 545.7202),(25 549.2591),(26 551.3645),(27 558.92896),(28 556.8013),(29 558.5287),(30 559.6732),(31 559.82495),(32 564.4531),(33 563.8164),(34 563.6906),(35 565.0333),(36 570.4724),(37 574.2685),(38 576.06287),(39 579.16406),(40 580.19934),(41 582.50195),(42 585.72656),(43 588.7302),(44 591.7486),(45 596.3655),(46 594.6464),(47 595.36273),(48 594.11285),(49 598.52576),(50 603.50635),(51 604.7338),(52 606.4187),(53 604.2551),(54 603.44055),(55 602.43915),(56 602.93115),(57 600.46063),(58 598.78253),(59 598.5514),(60 599.52844),(61 599.1114),(62 600.8811),(63 606.8469),(64 606.1568),(65 606.92316),(66 604.7734),(67 608.23553),(68 606.90814),(69 608.0319),(70 605.1595),(71 606.8551),(72 606.3254),(73 608.35785),(74 608.6615),(75 605.4386),(76 608.59906),(77 609.4298),(78 610.1695),(79 617.3292),
(1 160.11845),(2 231.15173),(3 285.48453),(4 314.35736),(5 345.65942),(6 368.54312),(7 388.05508),(8 405.94272),(9 424.82837),(10 441.96283),(11 455.69278),(12 465.57724),(13 485.79706),(14 495.9218),(15 508.4117),(16 517.9904),(17 521.7505),(18 527.2575),(19 527.459),(20 529.8989),(21 533.3355),(22 536.01984),(23 538.06714),(24 540.3885),(25 543.43536),(26 541.87225),(27 548.04736),(28 548.46173),(29 549.6088),(30 552.66547),(31 554.63367),(32 557.2565),(33 558.1485),(34 564.53156),(35 565.1653),(36 566.72595),(37 569.64984),(38 570.98486),(39 573.7884),(40 575.5777),(41 578.5907),(42 583.4494),(43 589.8151),(44 592.4213),(45 599.8553),(46 599.136),(47 599.3615),(48 599.1472),(49 602.88556),(50 606.69037),(51 610.52765),(52 612.7616),(53 611.4094),(54 613.19635),(55 610.6846),(56 611.1694),(57 612.3196),(58 610.23474),(59 612.4857),(60 610.5843),(61 607.1427),(62 610.51245),(63 616.8936),(64 615.471),(65 616.0676),(66 615.708),(67 614.08105),(68 615.3201),(69 613.48773),(70 610.54083),(71 613.1909),(72 611.9636),(73 612.0819),(74 610.2436),(75 608.9301),(76 609.79614),(77 609.45337),(78 607.3447),(79 608.0728),
(1 156.3932),(2 226.52402),(3 282.29605),(4 312.46344),(5 343.1766),(6 364.75418),(7 384.02023),(8 400.32626),(9 416.9211),(10 430.37704),(11 445.2753),(12 453.61356),(13 474.50278),(14 481.24524),(15 494.229),(16 498.78876),(17 503.673),(18 504.94373),(19 510.1022),(20 514.44763),(21 520.3537),(22 525.995),(23 530.2931),(24 532.47235),(25 532.88696),(26 531.9774),(27 532.31915),(28 532.4183),(29 531.4083),(30 530.36066),(31 530.46576),(32 532.4666),(33 535.90533),(34 537.34326),(35 535.83734),(36 537.42224),(37 540.72156),(38 544.1081),(39 548.45856),(40 552.58124),(41 556.2574),(42 560.20123),(43 559.73737),(44 559.524),(45 561.0287),(46 564.45056),(47 564.33527),(48 565.26196),(49 570.2882),(50 570.80963),(51 572.283),(52 574.2618),(53 575.3165),(54 577.9603),(55 578.50995),(56 577.73083),(57 578.05286),(58 578.20807),(59 579.56494),(60 578.33167),(61 580.44806),(62 582.124),(63 586.0645),(64 592.89594),(65 592.35535),(66 592.7053),(67 594.57336),(68 595.1364),(69 595.897),(70 594.33765),(71 595.53516),(72 595.0068),(73 597.9375),(74 600.39264),(75 602.33685),(76 604.48425),(77 606.9172),(78 606.47797),(79 606.65643),
(1 155.54073),(2 222.25119),(3 275.77762),(4 306.07718),(5 333.30264),(6 356.52542),(7 374.5496),(8 393.77063),(9 409.36203),(10 422.52457),(11 436.72144),(12 445.43115),(13 467.51636),(14 475.38962),(15 487.23453),(16 490.53348),(17 497.31497),(18 499.73694),(19 504.21954),(20 506.733),(21 511.3467),(22 512.21765),(23 511.75845),(24 513.97253),(25 514.94995),(26 518.77435),(27 518.79785),(28 519.7953),(29 522.0626),(30 522.83203),(31 526.5436),(32 529.35626),(33 531.06335),(34 529.72894),(35 531.99896),(36 530.8266),(37 533.208),(38 533.1664),(39 536.8304),(40 537.6024),(41 542.36383),(42 545.7838),(43 543.0985),(44 542.61615),(45 543.2223),(46 544.56476),(47 546.3296),(48 550.93585),(49 554.2456),(50 554.7652),(51 555.6303),(52 555.3781),(53 553.63324),(54 556.2287),(55 557.51276),(56 555.7688),(57 555.4744),(58 556.13513),(59 559.984),(60 562.8318),(61 564.62146),(62 567.38165),(63 570.7488),(64 575.7788),(65 576.5491),(66 580.2396),(67 581.8823),(68 583.3643),(69 584.4864),(70 589.6261),(71 589.00665),(72 590.21204),(73 592.26874),(74 593.25397),(75 592.8212),(76 596.21765),(77 598.6018),(78 598.0127),(79 600.24896),
(1 156.9234),(2 226.4192),(3 280.25745),(4 309.02686),(5 338.36182),(6 361.01465),(7 376.49854),(8 390.12027),(9 405.44797),(10 419.58624),(11 431.73718),(12 441.01648),(13 461.45428),(14 472.85535),(15 481.30222),(16 483.2538),(17 485.09866),(18 487.22485),(19 492.67014),(20 493.9587),(21 496.42328),(22 503.39758),(23 502.75067),(24 505.7643),(25 509.92538),(26 514.3071),(27 516.1707),(28 520.874),(29 523.3897),(30 525.80975),(31 529.3875),(32 531.8318),(33 533.70557),(34 535.4307),(35 535.9216),(36 539.0544),(37 540.73676),(38 538.91156),(39 542.1872),(40 538.8179),(41 540.28784),(42 545.4453),(43 547.34406),(44 548.58026),(45 548.5008),(46 552.8829),(47 555.3341),(48 559.9839),(49 562.7639),(50 560.11554),(51 561.81586),(52 562.50696),(53 562.9672),(54 566.3514),(55 566.98627),(56 568.94147),(57 571.80426),(58 569.7777),(59 570.78735),(60 572.8374),(61 571.35547),(62 573.1967),(63 574.8047),(64 574.5259),(65 575.5493),(66 581.2133),(67 583.5901),(68 584.4603),(69 583.22815),(70 584.4442),(71 583.7446),(72 584.9479),(73 582.4496),(74 581.0594),(75 582.46576),(76 584.6005),(77 587.1663),(78 589.02057),(79 593.2496),
(1 152.5811),(2 220.56552),(3 273.37192),(4 301.93417),(5 328.4811),(6 349.56366),(7 367.57004),(8 381.7117),(9 398.92612),(10 412.3382),(11 424.93576),(12 434.41168),(13 453.96448),(14 462.13995),(15 472.78317),(16 475.2163),(17 477.47836),(18 482.10916),(19 486.32706),(20 489.49396),(21 492.24115),(22 498.23517),(23 499.10535),(24 500.0695),(25 504.87457),(26 507.64075),(27 510.2982),(28 512.1359),(29 514.61554),(30 517.7095),(31 520.5434),(32 522.7431),(33 523.91437),(34 524.3685),(35 525.456),(36 526.977),(37 529.11523),(38 529.1925),(39 531.8801),(40 528.1429),(41 530.0622),(42 532.7894),(43 537.7096),(44 539.653),(45 541.48553),(46 542.92804),(47 545.4436),(48 548.73285),(49 550.0295),(50 550.2533),(51 553.8128),(52 555.3292),(53 556.80945),(54 559.2737),(55 561.4825),(56 564.0504),(57 566.4936),(58 562.9529),(59 560.58264),(60 564.844),(61 564.05725),(62 568.20404),(63 569.841),(64 570.6206),(65 575.5088),(66 579.1103),(67 584.329),(68 584.77106),(69 583.96375),(70 584.2952),(71 584.29913),(72 584.3931),(73 584.9134),(74 584.9954),(75 585.79974),(76 586.98254),(77 587.2805),(78 587.7511),(79 590.2116),
(1 151.67575),(2 218.14351),(3 270.94308),(4 300.35233),(5 328.3595),(6 351.10635),(7 369.22955),(8 383.2614),(9 404.0162),(10 419.19125),(11 432.89725),(12 443.4656),(13 461.44522),(14 469.7211),(15 481.239),(16 483.46417),(17 490.65417),(18 494.4573),(19 495.69247),(20 498.9709),(21 502.68805),(22 506.083),(23 506.4685),(24 507.35626),(25 508.122),(26 509.28018),(27 513.6347),(28 511.7167),(29 513.4411),(30 514.3761),(31 518.0704),(32 519.7963),(33 523.00696),(34 522.83685),(35 521.3455),(36 522.2787),(37 524.8204),(38 527.4209),(39 531.4055),(40 532.9463),(41 530.29224),(42 531.2666),(43 533.5052),(44 535.19086),(45 537.7942),(46 536.01404),(47 536.3553),(48 536.9123),(49 537.1872),(50 539.9361),(51 541.4898),(52 542.0986),(53 543.0618),(54 543.039),(55 544.12915),(56 545.60864),(57 547.8283),(58 541.4638),(59 540.2468),(60 541.0122),(61 539.6986),(62 542.1393),(63 544.59436),(64 545.107),(65 551.1437),(66 554.63007),(67 557.7147),(68 559.7505),(69 562.50397),(70 565.5244),(71 567.03815),(72 568.0089),(73 568.86725),(74 571.6144),(75 571.8998),(76 572.0774),(77 570.17535),(78 572.1315),(79 575.72534),
(1 151.81296),(2 216.9958),(3 268.4019),(4 297.63916),(5 322.58813),(6 346.25955),(7 361.77188),(8 374.65405),(9 392.07834),(10 402.30957),(11 413.47083),(12 420.108),(13 442.16998),(14 451.90054),(15 459.86096),(16 465.44464),(17 471.8067),(18 474.09756),(19 477.50916),(20 476.86255),(21 481.14914),(22 482.71347),(23 487.15854),(24 490.37747),(25 494.57227),(26 498.1363),(27 501.44492),(28 504.21725),(29 507.41406),(30 511.18146),(31 519.3065),(32 523.25256),(33 528.89935),(34 531.99115),(35 532.1777),(36 533.441),(37 534.813),(38 533.4455),(39 537.8218),(40 542.15717),(41 541.9765),(42 542.73126),(43 536.7172),(44 536.2484),(45 536.45233),(46 532.45856),(47 531.5508),(48 529.49915),(49 528.89996),(50 531.93463),(51 538.79144),(52 537.0468),(53 539.4863),(54 542.1872),(55 545.6661),(56 546.47565),(57 548.8617),(58 544.99554),(59 545.4811),(60 545.0348),(61 545.37555),(62 547.1392),(63 551.86664),(64 552.3907),(65 554.55396),(66 551.2306),(67 551.0436),(68 549.71844),(69 551.65314),(70 551.90857),(71 553.67395),(72 551.6247),(73 551.2153),(74 549.7874),(75 552.7167),(76 552.07306),(77 552.0037),(78 553.78815),(79 554.36304),
(1 146.73909),(2 211.83559),(3 264.13226),(4 295.59692),(5 321.62173),(6 342.26416),(7 357.287),(8 374.40567),(9 390.9344),(10 402.19913),(11 416.5693),(12 425.3866),(13 442.6609),(14 451.17764),(15 458.13318),(16 462.15894),(17 467.93845),(18 472.19748),(19 476.94424),(20 479.12607),(21 482.73334),(22 484.83835),(23 489.33014),(24 491.19882),(25 494.8573),(26 497.84683),(27 500.22427),(28 505.2942),(29 507.12613),(30 508.5324),(31 510.12772),(32 511.2959),(33 511.76285),(34 511.30368),(35 513.324),(36 512.9355),(37 512.796),(38 512.95624),(39 518.66235),(40 518.25226),(41 519.72015),(42 520.83636),(43 520.8932),(44 522.4513),(45 523.95264),(46 524.9958),(47 528.5274),(48 528.95026),(49 532.4145),(50 532.48865),(51 536.83057),(52 535.02216),(53 537.6337),(54 540.2134),(55 541.94196),(56 542.81805),(57 544.0395),(58 542.9473),(59 545.14154),(60 545.0778),(61 543.44293),(62 547.50665),(63 550.211),(64 553.4457),(65 550.54156),(66 547.36316),(67 545.3909),(68 542.2157),(69 540.6152),(70 539.96185),(71 539.9741),(72 538.07837),(73 538.3524),(74 537.8127),(75 540.0461),(76 540.8727),(77 541.058),(78 543.9882),(79 543.8951),
(1 143.3733),(2 210.87521),(3 262.1215),(4 293.48865),(5 322.50192),(6 343.44724),(7 360.0923),(8 377.16544),(9 394.61658),(10 407.44095),(11 419.81454),(12 428.36182),(13 445.7198),(14 456.8696),(15 466.0093),(16 468.15128),(17 470.3218),(18 474.1576),(19 478.37228),(20 483.07648),(21 484.98257),(22 488.30185),(23 493.6854),(24 495.20087),(25 496.3595),(26 496.96515),(27 500.18942),(28 499.9005),(29 501.68607),(30 501.2995),(31 503.74442),(32 505.24548),(33 510.71725),(34 509.33368),(35 508.07837),(36 507.32208),(37 511.77957),(38 511.07758),(39 517.9001),(40 516.4711),(41 519.30414),(42 519.5841),(43 521.6904),(44 522.8857),(45 522.56384),(46 525.5531),(47 530.75006),(48 533.4297),(49 538.29767),(50 538.1253),(51 539.5364),(52 538.6301),(53 540.636),(54 540.83936),(55 542.92633),(56 541.5073),(57 542.32153),(58 541.16705),(59 541.83325),(60 540.77075),(61 542.30145),(62 543.8651),(63 544.45526),(64 545.53845),(65 540.4803),(66 540.2937),(67 541.2146),(68 541.0568),(69 541.0575),(70 542.59705),(71 542.2328),(72 542.36194),(73 547.08124),(74 545.94354),(75 547.8801),(76 552.5186),(77 554.8748),(78 559.326),(79 559.35034),
(1 139.68584),(2 204.19963),(3 253.75934),(4 284.30002),(5 311.7711),(6 333.1309),(7 352.58063),(8 368.23465),(9 381.55484),(10 396.12695),(11 407.26843),(12 416.36),(13 434.01965),(14 446.0396),(15 454.01044),(16 454.98645),(17 456.5416),(18 459.21106),(19 462.50134),(20 466.4601),(21 468.2576),(22 473.1579),(23 475.5177),(24 477.0662),(25 479.8817),(26 482.25986),(27 487.3202),(28 487.66803),(29 490.7717),(30 490.13086),(31 492.6651),(32 495.23492),(33 499.60992),(34 499.10025),(35 501.0475),(36 503.622),(37 507.98987),(38 511.4995),(39 516.3866),(40 517.5125),(41 521.27716),(42 520.88354),(43 518.26483),(44 517.93066),(45 519.2237),(46 519.0208),(47 524.0726),(48 524.8405),(49 526.0944),(50 528.1589),(51 530.026),(52 530.0243),(53 529.8306),(54 531.3438),(55 533.3487),(56 532.86536),(57 531.49207),(58 528.44934),(59 528.76953),(60 527.6087),(61 526.395),(62 526.4785),(63 528.03394),(64 527.2303),(65 527.7433),(66 528.4471),(67 526.09894),(68 527.171),(69 525.4841),(70 525.4268),(71 524.3804),(72 525.163),(73 527.3579),(74 527.9356),(75 528.41284),(76 530.60815),(77 532.4169),(78 534.3146),(79 537.1925),
(1 142.6173),(2 205.29535),(3 255.6376),(4 282.08148),(5 307.37943),(6 326.30197),(7 343.38364),(8 358.61993),(9 372.7312),(10 385.0368),(11 397.39297),(12 406.37112),(13 420.42963),(14 429.71173),(15 439.01443),(16 445.36713),(17 448.99982),(18 450.63324),(19 452.53305),(20 455.965),(21 458.84454),(22 462.7403),(23 466.308),(24 466.66342),(25 470.00595),(26 471.01138),(27 472.8933),(28 472.49365),(29 473.4669),(30 473.15662),(31 477.44116),(32 479.39423),(33 482.1102),(34 483.10004),(35 484.36667),(36 486.56366),(37 485.32703),(38 487.2287),(39 494.02805),(40 497.96738),(41 499.7298),(42 498.78043),(43 499.25925),(44 501.84857),(45 501.7573),(46 502.62677),(47 504.1899),(48 507.82813),(49 509.61612),(50 513.4407),(51 518.4955),(52 518.6533),(53 519.64886),(54 522.5961),(55 522.61975),(56 525.0276),(57 526.38983),(58 526.2154),(59 527.8911),(60 528.77356),(61 527.9607),(62 526.63007),(63 527.3019),(64 527.8259),(65 529.40094),(66 530.5445),(67 531.009),(68 531.91077),(69 531.72626),(70 534.80035),(71 533.2689),(72 532.9216),(73 535.0552),(74 536.73425),(75 536.4728),(76 538.32275),(77 539.56934),(78 540.6274),(79 541.38806),
(1 139.3935),(2 199.62122),(3 250.71146),(4 278.55963),(5 303.05606),(6 319.99756),(7 338.47314),(8 349.99548),(9 366.15485),(10 378.44296),(11 391.99863),(12 401.1608),(13 414.33356),(14 423.23538),(15 432.43903),(16 435.29068),(17 438.12503),(18 443.29517),(19 443.53384),(20 446.907),(21 448.235),(22 450.16904),(23 456.51022),(24 456.402),(25 460.45984),(26 461.83865),(27 465.7044),(28 463.47855),(29 467.03156),(30 465.82336),(31 465.8564),(32 467.0295),(33 469.21518),(34 473.1795),(35 475.30548),(36 472.16373),(37 473.0542),(38 474.47296),(39 477.63895),(40 480.2998),(41 480.23087),(42 481.5621),(43 483.5224),(44 484.49365),(45 485.74768),(46 485.81247),(47 488.23483),(48 489.6902),(49 495.6403),(50 499.85156),(51 505.81055),(52 504.74915),(53 508.87146),(54 509.4297),(55 511.70932),(56 513.6541),(57 516.75104),(58 517.1908),(59 519.04926),(60 519.4125),(61 521.19183),(62 523.5565),(63 522.9999),(64 526.361),(65 528.03485),(66 528.5014),(67 531.04205),(68 531.95746),(69 532.1371),(70 535.68445),(71 535.9698),(72 538.27936),(73 538.1191),(74 536.75635),(75 539.7016),(76 539.7124),(77 540.2266),(78 539.4753),(79 538.85803),
(1 139.91527),(2 203.10928),(3 253.05867),(4 281.467),(5 306.8481),(6 328.10147),(7 344.80066),(8 360.0402),(9 374.9341),(10 388.54153),(11 401.1707),(12 409.99268),(13 425.8106),(14 435.04666),(15 443.64426),(16 448.4259),(17 454.6224),(18 462.75327),(19 464.36816),(20 465.4879),(21 466.8586),(22 469.27414),(23 471.82043),(24 471.88812),(25 474.54044),(26 474.89093),(27 479.5925),(28 479.33832),(29 477.78613),(30 476.39337),(31 477.59412),(32 479.4708),(33 480.93292),(34 487.94257),(35 489.5245),(36 488.6382),(37 491.28888),(38 491.75784),(39 498.4453),(40 498.56076),(41 502.1421),(42 503.86548),(43 502.06937),(44 503.79144),(45 506.10138),(46 503.08798),(47 502.5642),(48 504.12476),(49 506.44516),(50 506.5598),(51 509.14993),(52 510.2266),(53 512.87036),(54 515.3647),(55 517.9415),(56 517.7376),(57 521.01306),(58 516.7033),(59 515.3622),(60 513.9762),(61 514.4936),(62 513.11304),(63 515.03906),(64 516.6427),(65 517.77167),(66 519.3403),(67 520.8868),(68 523.00134),(69 527.4413),(70 530.332),(71 529.9606),(72 531.0613),(73 533.8231),(74 534.19745),(75 534.5736),(76 538.3528),(77 538.8912),(78 541.2199),(79 541.6749),
(1 136.02475),(2 197.82297),(3 247.03424),(4 275.05185),(5 299.57996),(6 317.01846),(7 333.06165),(8 347.73505),(9 362.19183),(10 374.4044),(11 384.17828),(12 391.0046),(13 409.15784),(14 418.89084),(15 430.36295),(16 434.21063),(17 440.27405),(18 443.8773),(19 450.30145),(20 451.56696),(21 455.62756),(22 457.4931),(23 459.9552),(24 461.78122),(25 464.69485),(26 468.0672),(27 470.5249),(28 470.78632),(29 472.56396),(30 472.0443),(31 474.16122),(32 475.44974),(33 476.0284),(34 479.3996),(35 481.44415),(36 479.32834),(37 483.7803),(38 486.43747),(39 488.79932),(40 492.5807),(41 494.1146),(42 497.13644),(43 494.9231),(44 495.10083),(45 495.20703),(46 495.16187),(47 495.05963),(48 498.24164),(49 500.1324),(50 498.96597),(51 498.69745),(52 502.44748),(53 504.5511),(54 506.77786),(55 507.08026),(56 508.12897),(57 510.92468),(58 511.2474),(59 510.3724),(60 511.30963),(61 511.3052),(62 512.96643),(63 514.7158),(64 518.25745),(65 519.313),(66 522.27625),(67 524.556),(68 525.62915),(69 527.51886),(70 525.3974),(71 527.51685),(72 529.86316),(73 528.33716),(74 526.6609),(75 527.3413),(76 529.62256),(77 528.4447),(78 529.5941),(79 528.62915),
