1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 78658.38),(2 285020.9),(3 578715.3),(4 930178),(5 1327069.4),(6 1733126.5),(7 2060157.6),(8 2335638.8),(9 2573455),(10 2690926.3),(11 2748424.3),(12 2751258.8),(13 2704342.3),(14 2626930.3),(15 2507774.3),(16 2390063.3),(17 2276850.8),(18 2192793.8),(19 2176364.3),(20 2241930.3),(21 2349741.8),(22 2512221.8),(23 2745081.3),(24 2982881.3),(25 3268496.8),(26 3575878),(27 3889716.8),(28 4182198),(29 4463160.5),(30 4738186.5),(31 5030920.5),(32 5359808),(33 5662698.5),(34 5943841.5),(35 6224478),(36 6496398.5),(37 6766868),(38 7007868),(39 7183348),(40 7335493.5),(41 7430408),(42 7462432.5),(43 7429371.5),(44 7460625.5),(45 7510826),(46 7567946),(47 7624510.5),(48 7627677.5),(49 7628163.5),(50 7603732),(51 7570298),(52 7499102.5),(53 7396762),(54 7244163.5),(55 7115297.5),(56 7013275.5),(57 6915303.5),(58 6860298.5),(59 6839676),(60 6908132),(61 6996766.5),(62 7227148.5),(63 7542209.5),(64 7995263.5),(65 8581874),(66 9395207),(67 10370343),(68 11455435),(69 12474003),(70 13659936),(71 14893312),(72 16088115),(73 17311530),(74 18677266),(75 20041932),(76 21390876),(77 22853040),(78 24280586),(79 25724768),
(1 99.900154),(2 105.761826),(3 111.20914),(4 113.79162),(5 114.94527),(6 120.036125),(7 116.000885),(8 121.50559),(9 120.92235),(10 123.09655),(11 125.21949),(12 122.55437),(13 126.38319),(14 123.19147),(15 124.30509),(16 124.05936),(17 125.32944),(18 127.118126),(19 127.22535),(20 126.98045),(21 127.85199),(22 128.38225),(23 131.46957),(24 130.49939),(25 132.64713),(26 131.23633),(27 134.58017),(28 134.40134),(29 134.3317),(30 134.45154),(31 134.82843),(32 138.65376),(33 135.83742),(34 138.34607),(35 139.29366),(36 138.77922),(37 140.65591),(38 142.28528),(39 143.00768),(40 141.24062),(41 143.70087),(42 143.81679),(43 142.03447),(44 142.28958),(45 141.11696),(46 141.4122),(47 140.54639),(48 140.01839),(49 139.59836),(50 139.79013),(51 142.12448),(52 142.43648),(53 144.30832),(54 142.12872),(55 141.3092),(56 140.67015),(57 142.1123),(58 140.73105),(59 139.68567),(60 137.90393),(61 139.52165),(62 139.36131),(63 140.92255),(64 139.22346),(65 139.31049),(66 139.92421),(67 138.40448),(68 140.27048),(69 137.4818),(70 140.16849),(71 138.60345),(72 137.84973),(73 137.16925),(74 138.8036),(75 137.56009),(76 137.43065),(77 138.74281),(78 137.54755),(79 139.49446),
(1 98.561195),(2 106.28815),(3 110.02307),(4 113.681046),(5 113.56954),(6 117.85748),(7 113.43767),(8 120.13291),(9 118.80937),(10 121.46459),(11 120.63161),(12 121.34364),(13 124.25325),(14 122.786575),(15 123.512794),(16 126.44206),(17 124.083595),(18 127.15698),(19 127.695435),(20 126.783),(21 128.43771),(22 128.02434),(23 130.70105),(24 129.642),(25 131.94083),(26 131.80034),(27 133.165),(28 133.98904),(29 135.52057),(30 136.67162),(31 134.98737),(32 139.3559),(33 136.98572),(34 139.04774),(35 138.71953),(36 140.12724),(37 140.73544),(38 140.36812),(39 142.94415),(40 143.959),(41 145.25352),(42 144.85187),(43 143.81133),(44 145.12987),(45 141.2906),(46 142.61288),(47 141.50429),(48 140.2368),(49 139.62225),(50 140.36488),(51 143.63623),(52 142.3376),(53 143.83635),(54 141.99545),(55 141.909),(56 141.83342),(57 143.78232),(58 141.47507),(59 139.97682),(60 138.3343),(61 138.35414),(62 138.7852),(63 141.21233),(64 139.46027),(65 139.39351),(66 139.90413),(67 139.67078),(68 140.95816),(69 138.88713),(70 139.42468),(71 139.22598),(72 139.21303),(73 138.76633),(74 138.82779),(75 138.72966),(76 138.81201),(77 140.17471),(78 138.82948),(79 141.00221),
(1 99.10682),(2 104.79074),(3 108.87642),(4 113.38492),(5 113.93503),(6 119.44159),(7 114.76038),(8 119.554184),(9 118.948044),(10 121.11873),(11 121.33129),(12 121.110176),(13 125.21017),(14 124.02294),(15 123.76216),(16 125.89006),(17 126.491936),(18 126.66126),(19 127.27408),(20 126.54135),(21 127.12499),(22 129.6403),(23 131.88402),(24 130.65646),(25 132.53285),(26 133.51315),(27 135.28445),(28 137.17584),(29 136.66211),(30 138.56976),(31 136.3101),(32 141.07011),(33 139.58151),(34 141.10501),(35 141.4788),(36 142.66125),(37 142.44672),(38 142.41931),(39 145.37901),(40 146.33786),(41 147.38744),(42 147.43439),(43 145.48479),(44 145.71786),(45 143.38849),(46 143.84692),(47 143.38655),(48 142.89545),(49 142.91656),(50 142.52834),(51 144.23283),(52 145.5367),(53 147.42479),(54 144.61084),(55 144.24564),(56 144.1596),(57 145.247),(58 144.05133),(59 142.96019),(60 141.12195),(61 141.01428),(62 141.61453),(63 142.84789),(64 141.23962),(65 139.88718),(66 140.62764),(67 141.03299),(68 143.2969),(69 139.66374),(70 139.02928),(71 137.97134),(72 139.0647),(73 136.83667),(74 137.53531),(75 136.68066),(76 137.60364),(77 136.7144),(78 135.68227),(79 138.24759),
(1 98.34042),(2 104.18852),(3 109.000046),(4 112.60201),(5 110.92783),(6 116.26702),(7 114.28888),(8 119.442276),(9 117.53446),(10 119.902504),(11 119.52874),(12 119.73865),(13 121.50029),(14 119.37503),(15 121.81941),(16 122.96711),(17 123.05636),(18 123.52303),(19 124.12255),(20 123.45194),(21 124.806564),(22 125.94592),(23 127.66016),(24 129.15698),(25 129.38281),(26 129.73608),(27 129.8636),(28 133.15266),(29 132.63486),(30 134.37215),(31 133.90959),(32 135.13377),(33 133.25603),(34 134.49785),(35 134.78511),(36 135.95175),(37 136.51137),(38 136.82785),(39 138.90802),(40 139.59363),(41 139.68349),(42 139.63809),(43 138.09402),(44 136.1306),(45 135.80324),(46 137.07162),(47 137.00928),(48 137.00124),(49 138.84047),(50 138.06308),(51 136.69316),(52 137.24019),(53 139.09547),(54 139.30836),(55 140.91357),(56 140.82742),(57 140.05333),(58 138.57349),(59 137.41777),(60 136.56984),(61 136.52774),(62 137.2383),(63 136.90196),(64 136.31021),(65 138.16695),(66 137.64473),(67 138.06653),(68 137.64206),(69 137.4382),(70 136.55678),(71 136.32379),(72 136.43956),(73 134.968),(74 136.27196),(75 135.82233),(76 136.67162),(77 135.63976),(78 135.31128),(79 136.33257),
(1 98.5289),(2 103.38409),(3 107.86929),(4 111.23564),(5 111.51479),(6 115.95771),(7 112.830505),(8 118.38709),(9 117.151596),(10 119.95278),(11 121.22335),(12 120.51487),(13 122.75041),(14 120.35053),(15 122.71838),(16 123.87444),(17 123.157104),(18 124.41303),(19 124.195625),(20 124.304665),(21 126.8932),(22 126.48145),(23 126.83526),(24 127.89065),(25 130.24965),(26 129.59706),(27 130.15056),(28 133.44177),(29 132.86594),(30 133.94862),(31 134.13268),(32 133.1389),(33 133.73222),(34 134.21408),(35 136.58203),(36 134.89078),(37 136.17558),(38 136.76227),(39 137.25195),(40 138.64789),(41 138.73683),(42 140.41666),(43 138.53865),(44 138.55034),(45 136.94986),(46 137.35664),(47 137.78297),(48 136.98796),(49 140.79501),(50 140.29478),(51 141.6614),(52 142.01347),(53 143.19008),(54 142.04898),(55 142.23816),(56 144.28078),(57 142.87584),(58 141.05939),(59 139.3123),(60 139.461),(61 141.38193),(62 141.05956),(63 141.03033),(64 140.98262),(65 141.85316),(66 142.20624),(67 142.18759),(68 143.0806),(69 141.19147),(70 141.7321),(71 139.34184),(72 139.7336),(73 138.77776),(74 139.2257),(75 140.32764),(76 140.05649),(77 139.55458),(78 136.95091),(79 140.20709),
(1 94.18329),(2 101.70144),(3 106.55298),(4 111.244446),(5 109.93865),(6 112.243675),(7 110.58677),(8 115.447556),(9 114.45936),(10 117.17948),(11 118.17673),(12 117.69213),(13 120.789856),(14 119.32797),(15 119.955414),(16 121.76064),(17 121.328384),(18 122.39289),(19 122.709465),(20 122.31999),(21 124.11722),(22 125.82223),(23 126.90399),(24 126.80595),(25 127.68684),(26 126.605675),(27 127.331),(28 128.98949),(29 129.15576),(30 130.62314),(31 131.32307),(32 130.12352),(33 130.30257),(34 131.17867),(35 131.63858),(36 129.524),(37 130.3101),(38 133.80301),(39 133.56184),(40 134.1691),(41 133.53337),(42 135.16011),(43 132.39244),(44 132.98323),(45 131.24184),(46 132.14008),(47 133.42355),(48 132.26138),(49 135.04033),(50 135.00862),(51 136.66151),(52 134.54318),(53 135.00784),(54 135.3773),(55 136.15605),(56 136.61977),(57 136.52985),(58 134.71494),(59 133.4409),(60 133.5218),(61 135.38747),(62 134.3011),(63 135.11746),(64 133.8667),(65 134.17914),(66 135.52373),(67 134.51196),(68 133.25394),(69 133.33324),(70 133.81137),(71 134.1481),(72 134.97954),(73 131.03223),(74 131.39471),(75 132.61536),(76 132.06104),(77 132.9087),(78 131.419),(79 134.39029),
(1 96.11108),(2 102.58656),(3 108.482994),(4 111.29866),(5 112.15568),(6 115.866356),(7 111.4886),(8 117.163376),(9 116.19684),(10 118.56658),(11 119.6384),(12 119.0069),(13 121.705795),(14 119.40547),(15 119.934586),(16 121.59648),(17 122.09438),(18 123.694084),(19 123.04991),(20 122.22863),(21 123.43511),(22 125.813995),(23 125.81032),(24 126.51346),(25 128.74278),(26 129.87315),(27 130.04883),(28 129.87663),(29 129.58908),(30 131.02547),(31 129.82939),(32 132.25757),(33 131.61859),(34 133.0282),(35 134.42001),(36 132.84393),(37 135.02544),(38 136.2482),(39 137.36232),(40 137.16013),(41 138.30054),(42 137.56252),(43 137.16939),(44 135.92839),(45 135.54057),(46 138.08),(47 137.51915),(48 138.47635),(49 138.65668),(50 137.78415),(51 139.3182),(52 138.71767),(53 141.69647),(54 139.8809),(55 140.09169),(56 139.02841),(57 139.18419),(58 138.51677),(59 137.38713),(60 137.42957),(61 137.52098),(62 138.10469),(63 139.80457),(64 137.94673),(65 137.55968),(66 137.96542),(67 136.09007),(68 137.04091),(69 135.50056),(70 137.10515),(71 135.68544),(72 136.30685),(73 133.725),(74 132.86911),(75 133.88377),(76 133.61801),(77 133.76361),(78 131.71684),(79 133.67273),
(1 95.692276),(2 101.257065),(3 104.29884),(4 107.71816),(5 108.12174),(6 111.75679),(7 107.36249),(8 114.1013),(9 113.57459),(10 116.32467),(11 116.48064),(12 115.58851),(13 118.30496),(14 114.57758),(15 117.06392),(16 117.27642),(17 118.96141),(18 119.65225),(19 120.19408),(20 119.999794),(21 122.25496),(22 123.594444),(23 124.70356),(24 124.6606),(25 126.552444),(26 125.591835),(27 126.143814),(28 127.07905),(29 127.7198),(30 128.82758),(31 129.09837),(32 129.32903),(33 128.67757),(34 130.70134),(35 130.98753),(36 132.4285),(37 133.75899),(38 133.911),(39 135.42178),(40 133.6953),(41 134.52081),(42 135.59338),(43 132.78685),(44 133.785),(45 132.14603),(46 133.61758),(47 132.49992),(48 133.44081),(49 134.28163),(50 134.27835),(51 134.60849),(52 134.43535),(53 136.23146),(54 136.20935),(55 135.54802),(56 136.08363),(57 137.3804),(58 134.55775),(59 135.91763),(60 134.98936),(61 134.06349),(62 134.81233),(63 135.0641),(64 134.05849),(65 134.63339),(66 134.5506),(67 133.12962),(68 135.17381),(69 133.39117),(70 135.19757),(71 134.08801),(72 134.46033),(73 133.21648),(74 130.80292),(75 131.72629),(76 132.17249),(77 131.62173),(78 129.93213),(79 130.70915),
(1 92.52365),(2 98.88493),(3 102.955025),(4 105.806435),(5 105.44605),(6 111.75855),(7 107.115906),(8 112.413536),(9 112.54162),(10 113.632),(11 114.84561),(12 114.885445),(13 117.8256),(14 113.908516),(15 117.61763),(16 117.89161),(17 119.02871),(18 118.87252),(19 119.34884),(20 119.23468),(21 118.81401),(22 122.01409),(23 123.004616),(24 122.26015),(25 124.15311),(26 123.32194),(27 125.16566),(28 125.66783),(29 124.41563),(30 126.62131),(31 125.57462),(32 127.824066),(33 126.84511),(34 128.06795),(35 127.533394),(36 130.88092),(37 130.70805),(38 131.14189),(39 132.87846),(40 132.163),(41 130.8109),(42 132.20152),(43 131.84796),(44 132.60126),(45 132.90834),(46 131.49664),(47 130.45135),(48 130.15588),(49 130.95695),(50 131.7323),(51 133.46056),(52 133.48128),(53 134.35622),(54 133.97447),(55 134.21538),(56 134.61281),(57 135.30093),(58 134.4667),(59 133.29951),(60 132.11197),(61 132.32208),(62 133.03563),(63 133.91309),(64 131.75981),(65 132.29663),(66 134.09201),(67 133.28828),(68 133.92361),(69 132.76118),(70 132.0842),(71 134.12802),(72 134.0724),(73 131.75897),(74 131.32687),(75 133.59543),(76 130.90215),(77 132.56635),(78 130.88454),(79 131.46869),
(1 94.65872),(2 100.25193),(3 105.55286),(4 109.15811),(5 107.54337),(6 111.103584),(7 109.26943),(8 114.32626),(9 115.448296),(10 116.68094),(11 117.580986),(12 117.53198),(13 119.848785),(14 117.10729),(15 119.48954),(16 120.01589),(17 119.64245),(18 122.065384),(19 122.58339),(20 121.505486),(21 122.82828),(22 122.721634),(23 123.16722),(24 124.85181),(25 124.78161),(26 125.73522),(27 128.98119),(28 127.1861),(29 126.99056),(30 128.63693),(31 127.93813),(32 130.34349),(33 128.79236),(34 130.66382),(35 130.93576),(36 131.04813),(37 131.91563),(38 131.25165),(39 135.23279),(40 133.50737),(41 134.11874),(42 133.88933),(43 133.94789),(44 135.07391),(45 133.59134),(46 134.77753),(47 135.05557),(48 132.66084),(49 133.05412),(50 132.43439),(51 135.07431),(52 135.46794),(53 137.98074),(54 137.45122),(55 137.04852),(56 138.01349),(57 137.76895),(58 136.6882),(59 135.48398),(60 133.96936),(61 134.87857),(62 135.0118),(63 134.56213),(64 133.8628),(65 134.84091),(66 134.24677),(67 135.88705),(68 134.96162),(69 135.48193),(70 134.10901),(71 135.59297),(72 133.92354),(73 133.9033),(74 133.32964),(75 132.2542),(76 133.14046),(77 133.30762),(78 132.44691),(79 133.39763),
(1 92.0958),(2 96.963524),(3 101.36051),(4 103.694046),(5 105.567345),(6 108.882866),(7 105.43196),(8 111.204636),(9 111.063736),(10 112.98989),(11 113.09183),(12 112.03809),(13 116.38406),(14 114.2889),(15 116.23554),(16 117.05006),(17 116.113625),(18 116.93939),(19 118.75862),(20 119.21213),(21 120.655785),(22 121.347694),(23 122.34768),(24 123.24999),(25 123.76016),(26 123.11159),(27 124.78058),(28 124.26894),(29 125.19239),(30 125.851974),(31 125.53544),(32 125.747055),(33 125.79371),(34 127.63633),(35 126.11867),(36 127.53369),(37 128.87114),(38 128.28836),(39 131.83598),(40 129.57082),(41 130.68265),(42 130.06798),(43 129.00085),(44 129.85004),(45 127.39625),(46 127.852974),(47 128.58554),(48 127.73648),(49 128.99066),(50 128.45444),(51 129.83887),(52 128.0204),(53 130.84377),(54 131.22542),(55 128.59534),(56 130.69885),(57 130.61458),(58 129.23186),(59 129.14113),(60 127.88848),(61 127.820885),(62 128.37196),(63 127.69653),(64 126.51989),(65 128.85231),(66 127.7889),(67 129.17935),(68 129.68652),(69 128.68002),(70 128.66307),(71 129.20464),(72 128.26805),(73 128.44751),(74 127.11643),(75 127.158394),(76 127.121056),(77 128.73463),(78 126.53406),(79 128.07953),
(1 91.76535),(2 98.393616),(3 102.02168),(4 106.42812),(5 105.14382),(6 109.16394),(7 106.28307),(8 113.33926),(9 112.15288),(10 114.45091),(11 114.63843),(12 112.28829),(13 115.40303),(14 114.32152),(15 114.92883),(16 114.72223),(17 116.52249),(18 116.20428),(19 116.72943),(20 119.22336),(21 119.90093),(22 120.08772),(23 121.15994),(24 122.1725),(25 123.409035),(26 123.58093),(27 125.73095),(28 124.209854),(29 123.79666),(30 126.59847),(31 125.409904),(32 127.82438),(33 126.389084),(34 128.22293),(35 127.29629),(36 129.37462),(37 130.8496),(38 131.08609),(39 134.21698),(40 133.42923),(41 132.96454),(42 134.79861),(43 133.45589),(44 133.70859),(45 131.88055),(46 131.39558),(47 132.599),(48 130.07086),(49 131.36339),(50 131.06078),(51 133.11615),(52 132.14407),(53 132.68033),(54 132.43968),(55 131.00981),(56 133.67537),(57 132.75119),(58 130.52707),(59 131.20683),(60 129.85979),(61 130.18877),(62 130.1188),(63 129.733),(64 129.70023),(65 129.99901),(66 130.0992),(67 130.214),(68 132.616),(69 131.52469),(70 130.07182),(71 130.28706),(72 130.35786),(73 131.21967),(74 131.47273),(75 129.75922),(76 130.44238),(77 130.74599),(78 130.18434),(79 130.25668),
(1 92.52878),(2 98.55641),(3 103.44896),(4 106.01045),(5 105.34019),(6 110.90767),(7 106.91418),(8 112.35394),(9 111.837616),(10 113.190186),(11 114.69492),(12 112.68885),(13 116.20261),(14 113.38843),(15 116.084465),(16 115.26903),(17 115.921745),(18 115.38835),(19 116.381),(20 116.39381),(21 118.40685),(22 117.576996),(23 118.93739),(24 120.769905),(25 121.5242),(26 121.49482),(27 123.19257),(28 123.818535),(29 122.85425),(30 123.05585),(31 123.57818),(32 126.97267),(33 125.77491),(34 127.50877),(35 128.50725),(36 128.83331),(37 129.05457),(38 130.25333),(39 131.48656),(40 131.51144),(41 131.4199),(42 133.13562),(43 132.12192),(44 132.646),(45 129.89133),(46 131.22038),(47 132.23218),(48 130.64697),(49 130.17346),(50 129.91962),(51 132.7035),(52 131.33063),(53 132.23329),(54 132.11101),(55 132.86758),(56 132.85464),(57 132.2263),(58 132.94533),(59 132.61958),(60 131.7846),(61 131.26855),(62 131.81407),(63 132.4538),(64 133.34306),(65 133.68077),(66 133.09721),(67 134.15244),(68 134.29977),(69 135.40541),(70 134.32312),(71 133.63737),(72 132.99236),(73 133.17447),(74 133.62596),(75 134.14095),(76 133.78255),(77 133.66557),(78 133.22006),(79 134.57545),
(1 90.83728),(2 96.89389),(3 101.03362),(4 104.62856),(5 104.64392),(6 107.447075),(7 104.78588),(8 110.92187),(9 107.63525),(10 111.02572),(11 111.84926),(12 110.5142),(13 114.12027),(14 110.42913),(15 112.685524),(16 111.528336),(17 113.298164),(18 112.7317),(19 113.35827),(20 114.552315),(21 115.38054),(22 117.016396),(23 117.10028),(24 118.63833),(25 119.4924),(26 120.66219),(27 122.225044),(28 121.3978),(29 121.25093),(30 122.237175),(31 121.62888),(32 123.519),(33 122.80956),(34 125.92085),(35 124.73764),(36 126.05912),(37 127.13423),(38 126.52604),(39 128.884),(40 128.08884),(41 128.90187),(42 129.2432),(43 129.19519),(44 128.74953),(45 126.61138),(46 128.16017),(47 127.840294),(48 127.072716),(49 127.3647),(50 127.35632),(51 130.3712),(52 129.78975),(53 130.66829),(54 129.12708),(55 129.47069),(56 131.03154),(57 130.3164),(58 130.05449),(59 129.27533),(60 129.0867),(61 128.04256),(62 128.57076),(63 128.9946),(64 129.74458),(65 131.18176),(66 129.61923),(67 129.78357),(68 132.42416),(69 131.18901),(70 130.88951),(71 130.08472),(72 131.7146),(73 129.97055),(74 129.4274),(75 130.91252),(76 130.2699),(77 130.73872),(78 129.61284),(79 131.01364),
(1 91.01052),(2 97.67862),(3 101.158936),(4 103.52085),(5 104.17034),(6 106.55418),(7 103.88563),(8 109.91527),(9 109.09624),(10 109.68559),(11 112.19461),(12 111.15364),(13 113.9694),(14 112.877655),(15 113.30734),(16 113.71826),(17 113.331345),(18 115.52194),(19 115.85425),(20 115.26579),(21 116.93643),(22 118.12968),(23 118.40099),(24 119.27605),(25 119.8423),(26 120.9152),(27 120.13941),(28 121.115395),(29 122.00991),(30 123.40517),(31 122.880806),(32 123.577156),(33 122.1024),(34 123.80879),(35 124.377846),(36 125.58446),(37 124.91857),(38 126.05485),(39 129.35435),(40 129.55171),(41 129.09727),(42 130.06468),(43 130.11884),(44 128.47475),(45 127.47377),(46 129.08675),(47 128.56088),(48 129.78447),(49 129.07983),(50 129.6527),(51 131.60545),(52 130.20758),(53 130.97958),(54 128.86038),(55 129.48474),(56 129.51237),(57 129.57521),(58 131.0358),(59 129.8172),(60 129.86212),(61 130.62144),(62 129.51454),(63 129.64008),(64 127.94924),(65 130.96901),(66 130.81909),(67 129.42746),(68 131.60435),(69 130.09723),(70 129.63515),(71 129.92566),(72 130.722),(73 129.99326),(74 128.99098),(75 129.6725),(76 129.90976),(77 129.02701),(78 130.04002),(79 130.65282),
(1 89.03509),(2 95.51403),(3 100.6622),(4 102.37703),(5 102.50323),(6 104.41659),(7 101.81803),(8 107.23009),(9 106.60531),(10 108.63223),(11 109.76188),(12 108.417435),(13 110.4474),(14 109.75614),(15 110.28038),(16 112.06834),(17 110.85445),(18 113.20488),(19 112.17933),(20 112.58635),(21 113.206764),(22 113.033325),(23 115.443375),(24 117.55828),(25 116.86836),(26 117.78547),(27 118.29613),(28 118.02305),(29 119.27179),(30 119.79456),(31 119.57492),(32 120.49966),(33 118.10072),(34 120.27995),(35 120.84006),(36 121.78373),(37 120.330185),(38 121.87581),(39 124.63835),(40 123.9776),(41 124.87639),(42 123.753334),(43 125.30518),(44 123.90531),(45 122.98391),(46 122.80076),(47 123.028015),(48 123.7864),(49 124.39115),(50 122.6693),(51 124.847176),(52 125.50372),(53 126.72284),(54 126.58162),(55 125.23218),(56 124.940384),(57 125.62342),(58 124.62171),(59 124.16865),(60 123.76132),(61 125.18461),(62 123.9184),(63 124.35565),(64 124.55071),(65 125.56597),(66 123.96652),(67 124.125534),(68 126.007866),(69 124.93281),(70 126.16176),(71 125.35336),(72 125.91081),(73 124.92347),(74 124.454315),(75 124.85275),(76 122.88934),(77 125.91145),(78 123.96835),(79 126.03954),
(1 90.23914),(2 97.10768),(3 101.99273),(4 103.95852),(5 103.82961),(6 106.52729),(7 105.19899),(8 110.93768),(9 108.9128),(10 110.16798),(11 112.352066),(12 111.34122),(13 112.59917),(14 112.43968),(15 112.67591),(16 113.872),(17 113.62573),(18 113.98376),(19 114.69245),(20 114.6738),(21 115.74081),(22 116.1764),(23 119.5613),(24 118.92568),(25 117.36623),(26 118.20115),(27 119.631744),(28 121.16765),(29 119.54719),(30 118.77263),(31 120.76153),(32 120.56671),(33 119.49124),(34 121.34443),(35 122.15761),(36 122.331436),(37 121.86217),(38 123.68195),(39 126.99721),(40 124.425865),(41 126.05823),(42 125.04956),(43 125.370415),(44 126.652245),(45 123.53295),(46 124.8511),(47 124.818146),(48 125.25261),(49 125.77839),(50 125.35192),(51 127.824615),(52 127.49385),(53 130.51491),(54 128.76738),(55 127.70281),(56 128.79224),(57 128.39879),(58 127.22472),(59 127.65539),(60 126.40416),(61 126.80495),(62 126.25454),(63 126.27471),(64 127.095345),(65 125.53914),(66 126.41674),(67 126.269394),(68 127.276115),(69 126.603935),(70 125.26094),(71 126.90718),(72 124.68753),(73 125.97761),(74 125.1743),(75 125.65821),(76 125.92375),(77 127.90062),(78 125.92373),(79 126.899994),
