1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 35145.082),(2 125218.19),(3 258425.25),(4 420751.66),(5 614774.56),(6 822742.3),(7 1037288.2),(8 1217092.8),(9 1414164.6),(10 1603196),(11 1782517),(12 1967297.5),(13 2161058.5),(14 2365177.8),(15 2578363.3),(16 2787566.8),(17 3001894),(18 3222662),(19 3451580),(20 3667134),(21 3880965.3),(22 4092914.8),(23 4307680),(24 4511666.5),(25 4704035.5),(26 4878524),(27 5032236.5),(28 5153794.5),(29 5270347.5),(30 5369426),(31 5456493.5),(32 5540522),(33 5579440.5),(34 5632803.5),(35 5663094),(36 5691653.5),(37 5710513.5),(38 5733489.5),(39 5734826.5),(40 5729947.5),(41 5724874.5),(42 5718580),(43 5699887.5),(44 5682752),(45 5660299.5),(46 5635238.5),(47 5609332),(48 5576379.5),(49 5541950),(50 5517282),(51 5493206.5),(52 5486901.5),(53 5484800.5),(54 5463250.5),(55 5409902.5),(56 5329613.5),(57 5244485.5),(58 5130813.5),(59 5016163.5),(60 4912196),(61 4827125),(62 4767875.5),(63 4748163.5),(64 4778985.5),(65 4841478),(66 4906559.5),(67 4960512.5),(68 4997296.5),(69 5025483),(70 5046156.5),(71 5055927.5),(72 5054992.5),(73 5043763),(74 5014664.5),(75 4974876.5),(76 4943281.5),(77 4909902.5),(78 4862637.5),(79 4816418.5),
(1 38936.04),(2 138224.05),(3 280051.4),(4 449581.13),(5 647310),(6 851308.25),(7 1051155),(8 1220911.9),(9 1406540.5),(10 1588060.5),(11 1760889.9),(12 1926864.4),(13 2089203.6),(14 2243425.3),(15 2384845.8),(16 2506143.8),(17 2619416.8),(18 2726519.8),(19 2834952),(20 2934364.3),(21 3033493),(22 3123901),(23 3208809.5),(24 3282747.8),(25 3358012.3),(26 3432871),(27 3504542),(28 3580617),(29 3656669.5),(30 3721927.3),(31 3778964.5),(32 3826512),(33 3870725),(34 3905634.3),(35 3928471),(36 3945464.3),(37 3948604.8),(38 3941989.5),(39 3915773),(40 3881831.3),(41 3842542.8),(42 3794888.3),(43 3741991.8),(44 3702975.8),(45 3676197),(46 3654707),(47 3627493),(48 3589528.3),(49 3539127),(50 3483620.3),(51 3429008),(52 3396216.3),(53 3375460.8),(54 3356295),(55 3334515.5),(56 3301892.5),(57 3261437.5),(58 3217336.3),(59 3175024.8),(60 3131815.3),(61 3093469.5),(62 3067345),(63 3063833.5),(64 3077687),(65 3098127.3),(66 3110377),(67 3118120.3),(68 3123115),(69 3127315.8),(70 3137493.8),(71 3145274.3),(72 3137326.8),(73 3116944.8),(74 3083670.5),(75 3044033.5),(76 3004400),(77 2961362.3),(78 2912782.8),(79 2870045),
(1 36410.867),(2 127516.12),(3 257338.94),(4 410510.72),(5 586647.2),(6 763258.5),(7 931114.06),(8 1074214.5),(9 1222260.1),(10 1361692.8),(11 1496677.8),(12 1630565.1),(13 1763299.9),(14 1892652.1),(15 2012489.6),(16 2115347.8),(17 2206620.8),(18 2291467.5),(19 2375203),(20 2457748.3),(21 2539470),(22 2611817.8),(23 2685513.3),(24 2756880.3),(25 2823228.8),(26 2882311.3),(27 2933171.8),(28 2985994.5),(29 3031523.8),(30 3069502.8),(31 3102512.8),(32 3124235.3),(33 3136813),(34 3139610),(35 3142453),(36 3142469),(37 3139647),(38 3132459.3),(39 3119040),(40 3099398.5),(41 3072634.3),(42 3049186),(43 3020283.5),(44 2992983.8),(45 2963088.3),(46 2926816),(47 2887786),(48 2854128.3),(49 2829665.5),(50 2823784),(51 2826942.5),(52 2853226.3),(53 2884932.8),(54 2916609.5),(55 2930707.3),(56 2918103.8),(57 2890661.5),(58 2826832.3),(59 2749102),(60 2661927),(61 2568053),(62 2482028.5),(63 2415110.5),(64 2365009.8),(65 2342103.5),(66 2339616.8),(67 2350276.8),(68 2372110),(69 2401237.3),(70 2434722),(71 2457259.8),(72 2466249),(73 2467245.3),(74 2464143.3),(75 2461896.3),(76 2459632.5),(77 2459453.5),(78 2464313.5),(79 2474743.8),
(1 32320.393),(2 112128.46),(3 224362.73),(4 355909.38),(5 507643.13),(6 664478.7),(7 817486.56),(8 949675.6),(9 1087002.3),(10 1218805.8),(11 1347074.9),(12 1469287.9),(13 1586125.8),(14 1697890.4),(15 1791791.9),(16 1869827.1),(17 1938986.4),(18 2002070.9),(19 2062863.1),(20 2120194.5),(21 2187825),(22 2259672),(23 2337779),(24 2418134),(25 2501357),(26 2584118),(27 2668750.3),(28 2751345),(29 2837484.3),(30 2919266.8),(31 2989485.8),(32 3038516.8),(33 3073526.5),(34 3101374.3),(35 3124995.5),(36 3135003.3),(37 3138562.8),(38 3133410.8),(39 3123349),(40 3110247.5),(41 3085182.3),(42 3064826),(43 3042734.3),(44 3021676.3),(45 3004033.8),(46 2993405),(47 2986470.8),(48 2984743.8),(49 2972179.8),(50 2950944.5),(51 2923614.8),(52 2897760),(53 2884933),(54 2888566.8),(55 2880504.3),(56 2863789),(57 2833414.8),(58 2792540.5),(59 2742583.8),(60 2689738.3),(61 2634614),(62 2586779.3),(63 2545258.3),(64 2506323.3),(65 2476837.3),(66 2455491.5),(67 2449623.8),(68 2459359.8),(69 2471577),(70 2481095.5),(71 2474758.3),(72 2453534.3),(73 2417644.3),(74 2366843.8),(75 2309135.3),(76 2246746.8),(77 2189462.5),(78 2147521),(79 2116614),
(1 37862.38),(2 133181.92),(3 268463.5),(4 427228.72),(5 608456.75),(6 793955.4),(7 973930.7),(8 1125202.8),(9 1281438),(10 1427595.5),(11 1564170.8),(12 1692784.1),(13 1803702.1),(14 1893984),(15 1964641.3),(16 2013682.9),(17 2050014.1),(18 2078942.3),(19 2108347),(20 2142746.5),(21 2189702),(22 2248167.8),(23 2315491.8),(24 2394251.8),(25 2490881),(26 2592767.5),(27 2699898.5),(28 2806223.5),(29 2911408),(30 2999194.8),(31 3064180.8),(32 3102662.5),(33 3131447.5),(34 3121478.3),(35 3089484.8),(36 3036651.3),(37 2978304.5),(38 2919125.8),(39 2867341.8),(40 2820285.8),(41 2779951.5),(42 2748022.8),(43 2723229.5),(44 2702961.5),(45 2688305.5),(46 2677909),(47 2671048),(48 2673057),(49 2675075.5),(50 2674318.3),(51 2670568),(52 2674709.3),(53 2699274.3),(54 2726443.5),(55 2749489.5),(56 2761375),(57 2765877.8),(58 2748823.5),(59 2715501),(60 2672548.5),(61 2619641.8),(62 2557231.5),(63 2497409.8),(64 2444123.8),(65 2409135.3),(66 2399059.8),(67 2406728),(68 2424159),(69 2441906.8),(70 2447733),(71 2434762.5),(72 2397952.8),(73 2347765.3),(74 2272938.5),(75 2191608.5),(76 2104210.3),(77 2021492.9),(78 1950742.8),(79 1902050.4),
(1 33284.457),(2 116883.11),(3 236457.48),(4 380966.13),(5 550156.06),(6 721684.75),(7 884983.6),(8 1016463.2),(9 1151486.8),(10 1273211.6),(11 1383183),(12 1474424.3),(13 1550084.1),(14 1616508.3),(15 1671543.5),(16 1716165.1),(17 1753743.9),(18 1784915.8),(19 1817713.5),(20 1852386.9),(21 1891730.1),(22 1933760),(23 1975303.8),(24 2014163.1),(25 2057643.5),(26 2092940.6),(27 2127910.3),(28 2158586),(29 2184288.5),(30 2197975.8),(31 2200532.3),(32 2187355.3),(33 2169667.8),(34 2144510.3),(35 2115597),(36 2085004.3),(37 2054569.3),(38 2026027.8),(39 2002648.5),(40 1984800),(41 1977374.8),(42 1987652.3),(43 2006023.9),(44 2030585.5),(45 2062370.6),(46 2100412.8),(47 2136475),(48 2171808),(49 2191817.8),(50 2197240.8),(51 2193160.8),(52 2187340.8),(53 2185567.5),(54 2175829),(55 2158040.8),(56 2127923.5),(57 2103853.5),(58 2053657.5),(59 2001811.8),(60 1953884.1),(61 1912430.8),(62 1879031.3),(63 1858366.8),(64 1854967.8),(65 1869310.3),(66 1894380),(67 1926670.5),(68 1965965.4),(69 2008825.8),(70 2045217.4),(71 2062845.1),(72 2063934.4),(73 2059599),(74 2046816.1),(75 2035830.8),(76 2027433.5),(77 2023174.1),(78 2021069.6),(79 2030931.5),
(1 35510.68),(2 124745.37),(3 251313.56),(4 402232.25),(5 574420.9),(6 744042),(7 896463.2),(8 1015977.7),(9 1122943.6),(10 1203313.8),(11 1262062.8),(12 1304880.6),(13 1344212.9),(14 1387041.9),(15 1433344.8),(16 1481740.5),(17 1530822.5),(18 1586660.4),(19 1651999),(20 1715321.5),(21 1775121.8),(22 1832636.4),(23 1877094.5),(24 1908276.9),(25 1931224.5),(26 1947428.1),(27 1955382.3),(28 1950059.9),(29 1936207),(30 1906708.1),(31 1864688.5),(32 1809998.8),(33 1757360),(34 1694536),(35 1630532.5),(36 1572631.6),(37 1524382.5),(38 1493312.5),(39 1481282),(40 1494248.3),(41 1532957.6),(42 1595093.1),(43 1662946.6),(44 1735786.8),(45 1808790.3),(46 1872534.5),(47 1924473.5),(48 1963473),(49 1989923.9),(50 1998232.3),(51 1985819.6),(52 1963531.9),(53 1931556.9),(54 1888447.5),(55 1838569.8),(56 1793804.6),(57 1750991.3),(58 1723615.5),(59 1709855.3),(60 1708941.8),(61 1710959),(62 1717032.3),(63 1729531),(64 1747570.4),(65 1772437.6),(66 1796188.6),(67 1820912.5),(68 1848304.4),(69 1872143.3),(70 1889542.4),(71 1892527.5),(72 1883906.9),(73 1866557.9),(74 1838164.5),(75 1811889.8),(76 1796979.5),(77 1796668),(78 1809757.1),(79 1832786.6),
(1 38984.06),(2 138907.58),(3 284701.22),(4 460451.1),(5 664611.1),(6 868876.6),(7 1061542.5),(8 1210090.8),(9 1345948.8),(10 1444160.3),(11 1513432.5),(12 1552935.6),(13 1576867.3),(14 1581841.9),(15 1576139.3),(16 1567466.9),(17 1561693.8),(18 1569889.3),(19 1589747.8),(20 1617709.4),(21 1645346.3),(22 1669409.8),(23 1683094),(24 1694154),(25 1698667.8),(26 1701762.4),(27 1699014.5),(28 1694453.6),(29 1687263),(30 1671289.8),(31 1646650.6),(32 1608523.9),(33 1566706.1),(34 1507023),(35 1437136.8),(36 1369477.5),(37 1307610.1),(38 1263753),(39 1236967.5),(40 1237848.5),(41 1260519.1),(42 1306130),(43 1370004.3),(44 1447432.3),(45 1531026.5),(46 1620846.1),(47 1706061.5),(48 1780696.6),(49 1838197),(50 1868524.6),(51 1875341.5),(52 1866472),(53 1849692.3),(54 1828733.8),(55 1801410.1),(56 1771826.3),(57 1736262),(58 1702966.8),(59 1669450),(60 1641075.3),(61 1617146.8),(62 1605690.8),(63 1611320.5),(64 1636530.1),(65 1681416.5),(66 1730083.5),(67 1773798),(68 1806653.5),(69 1825842.8),(70 1829369.5),(71 1822038),(72 1795834.3),(73 1759300.4),(74 1705490.4),(75 1645003.8),(76 1587671.1),(77 1542785.8),(78 1511902.8),(79 1497225.3),
(1 36948.63),(2 130157.484),(3 262389.78),(4 420044.4),(5 599549.6),(6 776182.94),(7 940161),(8 1071825.1),(9 1190822.9),(10 1283652.6),(11 1356765.4),(12 1409566.8),(13 1455235.9),(14 1489338.4),(15 1520115),(16 1548949.3),(17 1581020.8),(18 1614763.1),(19 1647212.8),(20 1669970.8),(21 1680437.4),(22 1680338),(23 1670045.9),(24 1656576),(25 1636869.8),(26 1613853),(27 1590392.3),(28 1567137.8),(29 1534501.8),(30 1501164.6),(31 1472101.3),(32 1442008.9),(33 1415213.6),(34 1387676),(35 1355442.5),(36 1323969.6),(37 1289702.5),(38 1262131.9),(39 1241835.8),(40 1236854),(41 1244618),(42 1264060.6),(43 1290045.3),(44 1320901.8),(45 1359802.6),(46 1413119.6),(47 1471706.1),(48 1532748.8),(49 1590171.4),(50 1634400.3),(51 1661841.9),(52 1675842.9),(53 1685413.1),(54 1696388.4),(55 1697141.4),(56 1693352.5),(57 1679229),(58 1660541.3),(59 1639705.5),(60 1619080.4),(61 1603699),(62 1596790.3),(63 1594241.1),(64 1596871.3),(65 1604181),(66 1608737.5),(67 1610477.6),(68 1616372.6),(69 1625693.4),(70 1639211.6),(71 1653620.6),(72 1655153.1),(73 1646728.3),(74 1620744.4),(75 1583280.1),(76 1546670.1),(77 1511123.6),(78 1483876.1),(79 1462537.3),
(1 36304.266),(2 127443.26),(3 254021.77),(4 398188.5),(5 553377.8),(6 695792.7),(7 819955.2),(8 918389.75),(9 1003898.3),(10 1074778.3),(11 1133044.6),(12 1179504.6),(13 1222724.4),(14 1265274),(15 1310355.5),(16 1356965.6),(17 1402065.1),(18 1447130.4),(19 1490133),(20 1527899.4),(21 1555798.8),(22 1572339.8),(23 1581138.3),(24 1583817.1),(25 1577657.5),(26 1563356.6),(27 1544900.4),(28 1524562),(29 1495786),(30 1462202.6),(31 1423533.8),(32 1381476.4),(33 1353486.4),(34 1327804.8),(35 1315801.4),(36 1318758.1),(37 1332912.3),(38 1356101.4),(39 1389380.6),(40 1426751.6),(41 1463302.9),(42 1498158.6),(43 1528881.6),(44 1557100.4),(45 1584540.6),(46 1612745.4),(47 1636371.6),(48 1648296.4),(49 1648374.6),(50 1635945.9),(51 1616500.4),(52 1599012.6),(53 1596285.1),(54 1598943.6),(55 1602680.6),(56 1607991.1),(57 1608771.9),(58 1608001.8),(59 1606600),(60 1606703.5),(61 1609106.8),(62 1612929.4),(63 1622870.6),(64 1636551.4),(65 1652545.9),(66 1656997.8),(67 1648135.9),(68 1629841.4),(69 1609676.8),(70 1591822.4),(71 1572900.1),(72 1550504.1),(73 1532685.6),(74 1514006),(75 1495149.8),(76 1478937.8),(77 1465503.5),(78 1457351.8),(79 1456434.6),
(1 39575.902),(2 139308.31),(3 277667.28),(4 436997.44),(5 612177.1),(6 781698.9),(7 933963),(8 1048059.1),(9 1148178.6),(10 1223159.9),(11 1279217.1),(12 1313012.4),(13 1339672.8),(14 1355365.8),(15 1366329.6),(16 1374361.4),(17 1378827.8),(18 1378664.8),(19 1370077.5),(20 1352995.4),(21 1329167.5),(22 1302223.9),(23 1272632.5),(24 1241054.4),(25 1210630.8),(26 1182615.1),(27 1160056.6),(28 1144362.5),(29 1130856.1),(30 1117645.6),(31 1110125.1),(32 1110248.6),(33 1118781.5),(34 1137203.1),(35 1161448),(36 1189993.8),(37 1223743.4),(38 1260807.5),(39 1300496.9),(40 1336521.5),(41 1370912.5),(42 1406880.6),(43 1448598),(44 1494625.3),(45 1543237.5),(46 1596107.9),(47 1648171.8),(48 1691157.5),(49 1717570),(50 1728134.4),(51 1718993.5),(52 1700369.8),(53 1686360.4),(54 1680087.3),(55 1671572.8),(56 1663634.6),(57 1657238.8),(58 1645618),(59 1631264.6),(60 1622162.8),(61 1625692.6),(62 1640001.9),(63 1664297),(64 1691862.8),(65 1715058.4),(66 1718559.1),(67 1708535.9),(68 1683840.5),(69 1651169.6),(70 1615109.5),(71 1580626.6),(72 1552943.3),(73 1530025),(74 1506861.5),(75 1474403.3),(76 1438925.5),(77 1413214.1),(78 1395128.1),(79 1391045.3),
(1 32714.863),(2 113986.64),(3 225763.2),(4 353668.72),(5 492412.38),(6 627195.7),(7 751006.5),(8 846881.94),(9 937919.4),(10 1015367.44),(11 1079115.8),(12 1132113.3),(13 1181899.6),(14 1223304.1),(15 1258786.6),(16 1290421.3),(17 1312586.3),(18 1321287.9),(19 1318598.4),(20 1301595.9),(21 1270327.9),(22 1232297.9),(23 1194758.1),(24 1160678.8),(25 1134778.5),(26 1119716.1),(27 1113228.1),(28 1108481.3),(29 1110098.8),(30 1114326.4),(31 1118834.5),(32 1121017.3),(33 1128643.1),(34 1133443.9),(35 1135367.9),(36 1135583.1),(37 1130300.6),(38 1120360.3),(39 1107881.6),(40 1092175.1),(41 1078560.5),(42 1070478.8),(43 1066561.3),(44 1064895),(45 1068503.8),(46 1080447.9),(47 1095726),(48 1113198),(49 1127409.3),(50 1134539),(51 1130654.1),(52 1122474.9),(53 1122221.6),(54 1131702.1),(55 1143766.9),(56 1157035.5),(57 1169557.6),(58 1176170.6),(59 1182122.8),(60 1185816.5),(61 1191922.8),(62 1200388.9),(63 1213171.5),(64 1233318.8),(65 1256039.6),(66 1277153.6),(67 1296643.1),(68 1304603.5),(69 1307006.8),(70 1303385.9),(71 1297047),(72 1291049.6),(73 1285452),(74 1272447.9),(75 1249570),(76 1216960.9),(77 1188711.3),(78 1160725.1),(79 1142928.8),
(1 28369.605),(2 97089.78),(3 189213.2),(4 289905.6),(5 393338.56),(6 487445.13),(7 570389.44),(8 633101.3),(9 690567.25),(10 737208.4),(11 772307.56),(12 800096.06),(13 825248.7),(14 846263.44),(15 871067.56),(16 903678.56),(17 932953.94),(18 959784.8),(19 977383.1),(20 982120.6),(21 975453.9),(22 957934.56),(23 939058.25),(24 922041.06),(25 909031),(26 902941.44),(27 898260.06),(28 898769.3),(29 905871.44),(30 917634.3),(31 933709.3),(32 949667),(33 966371.6),(34 980178.5),(35 992481.94),(36 1003970.4),(37 1008203.75),(38 1009797),(39 1008489.44),(40 1006974.06),(41 1006982.06),(42 1006867.56),(43 1004894.5),(44 1000360.2),(45 991770.06),(46 980367.8),(47 966849.9),(48 962568.2),(49 967471.1),(50 975200.6),(51 984841.25),(52 989427.2),(53 997591.8),(54 1011371.56),(55 1022820.8),(56 1028808.4),(57 1038743.8),(58 1042388.8),(59 1044354.7),(60 1043637.9),(61 1038730.5),(62 1031404.7),(63 1024682.06),(64 1022166.94),(65 1019435.75),(66 1012556.6),(67 1000694.75),(68 981999),(69 966036.06),(70 954001.6),(71 943718.94),(72 939342.9),(73 939239.3),(74 937129.5),(75 928234.5),(76 914817.9),(77 903615.44),(78 893404.06),(79 894298.5),
(1 28270.695),(2 97796.84),(3 190328.72),(4 290490.53),(5 389525.34),(6 472168.1),(7 534772.06),(8 583097.5),(9 617170.4),(10 643757.5),(11 667856.9),(12 690155.3),(13 716720.4),(14 745320.56),(15 777917.06),(16 812442.56),(17 844279.75),(18 871407.75),(19 888047.4),(20 896863.8),(21 892176.6),(22 877371.56),(23 861999.56),(24 848906.5),(25 841108.44),(26 837555.4),(27 835017.25),(28 834563.4),(29 839337.75),(30 846901.1),(31 857624.25),(32 865105.9),(33 877343.3),(34 884951.44),(35 889596.25),(36 894330.5),(37 896858.25),(38 897865.25),(39 899252.6),(40 903986.5),(41 913254.4),(42 926821),(43 935850.5),(44 938257.1),(45 934739.4),(46 932669.3),(47 929043.75),(48 926814.4),(49 921795),(50 914484),(51 906906.25),(52 893806.06),(53 884010.7),(54 881567.1),(55 885822.4),(56 888132.25),(57 885944.25),(58 877897.06),(59 869212.4),(60 865313.3),(61 867107.94),(62 876410.7),(63 894537.44),(64 918973.94),(65 941056.9),(66 952653.3),(67 954230.56),(68 947675.4),(69 939523),(70 930567.6),(71 919422.7),(72 912056.9),(73 905246.7),(74 897148.25),(75 889862.4),(76 889853.1),(77 901430.94),(78 921746.4),(79 947284.8),
(1 29392.584),(2 100946.86),(3 197543.83),(4 303502.44),(5 411698),(6 504778.75),(7 575804.6),(8 628040.9),(9 667403.5),(10 697302.7),(11 720996.4),(12 740503.94),(13 761019),(14 778475.5),(15 794012.25),(16 808638.94),(17 819964.56),(18 827076.2),(19 827308.1),(20 819997.44),(21 809107.3),(22 797702.9),(23 788070.75),(24 781870.56),(25 781195.3),(26 786335.4),(27 791272.25),(28 799716.56),(29 810539.5),(30 816880),(31 816693.9),(32 809849.3),(33 810419.25),(34 806943.9),(35 806696.94),(36 811987.9),(37 822855.6),(38 842772.5),(39 868976.75),(40 900809.25),(41 932902.9),(42 958687.25),(43 975761.25),(44 990205.7),(45 1004519.8),(46 1016273.9),(47 1019875.44),(48 1013996.94),(49 994612),(50 971147.3),(51 944631.6),(52 913317.1),(53 881151.8),(54 859720.56),(55 845817.6),(56 837626.5),(57 829045.44),(58 823913.5),(59 821601.9),(60 824876.3),(61 836469.8),(62 852920.94),(63 874996.56),(64 897166.2),(65 919066),(66 940415.1),(67 960729.3),(68 975577.44),(69 984533.3),(70 984264.5),(71 978162.75),(72 967277.7),(73 949468.75),(74 928546.4),(75 908843.25),(76 895128.7),(77 889300.7),(78 886393.44),(79 884334.3),
(1 31046.541),(2 107104.9),(3 208483.73),(4 318783.97),(5 428628.72),(6 519390.4),(7 585741.44),(8 632417.75),(9 666249.94),(10 690159.6),(11 706843.06),(12 720323.9),(13 730290.9),(14 736214.1),(15 740575.75),(16 742384.25),(17 738708.8),(18 732160.4),(19 720658.94),(20 705422.2),(21 689371.1),(22 673375.4),(23 664695.6),(24 664039.1),(25 669759.44),(26 678443.94),(27 687509.3),(28 695061.9),(29 700391.4),(30 701453.94),(31 698963.1),(32 691542.44),(33 684387.6),(34 678063.1),(35 673514.56),(36 673261.1),(37 683275.94),(38 705403.5),(39 736358.3),(40 771722.5),(41 805752.9),(42 838025.94),(43 866329.7),(44 888923.3),(45 906256),(46 917350.1),(47 917495.56),(48 913509.06),(49 899554.06),(50 881783.75),(51 853444.06),(52 819286.7),(53 784925.3),(54 754549.9),(55 728743.94),(56 704939.56),(57 683366.06),(58 659981.44),(59 640914.25),(60 632470.5),(61 635546.6),(62 645000.75),(63 656355.7),(64 665743.4),(65 680943.8),(66 700243.2),(67 719236),(68 732474.56),(69 739312.8),(70 744153.94),(71 748674.25),(72 749843.75),(73 744255.56),(74 736007.75),(75 728007.1),(76 721245.56),(77 716425.3),(78 707778.75),(79 697553.3),
(1 30686.666),(2 105125.266),(3 204587.22),(4 312169.6),(5 418976),(6 508838.78),(7 577019.06),(8 625828.25),(9 663394.75),(10 690107.6),(11 713255.06),(12 731989.94),(13 747149.94),(14 755936.3),(15 755791.5),(16 746481.56),(17 729459.3),(18 703655.5),(19 677611.8),(20 654793.7),(21 639949.94),(22 633404),(23 637507.06),(24 643875.6),(25 653104.25),(26 659812.3),(27 665720.56),(28 669417.1),(29 674360.2),(30 676470.1),(31 677187.5),(32 673556.06),(33 668493.8),(34 662112),(35 652301.06),(36 642851.5),(37 636843.5),(38 636976.5),(39 645662.6),(40 661580.7),(41 682231.4),(42 705623.2),(43 728353.44),(44 750187.44),(45 771215.7),(46 788710.9),(47 799322.2),(48 806910.9),(49 810436.06),(50 811824.56),(51 805124.06),(52 791496.9),(53 771368.3),(54 748273.56),(55 719352.6),(56 683958.8),(57 647801),(58 611654.75),(59 583931.8),(60 570850.75),(61 572172.9),(62 581226.44),(63 590544.56),(64 602211.6),(65 620334.5),(66 636058.4),(67 644150.7),(68 645380.3),(69 645674),(70 645599),(71 645909.1),(72 645664.5),(73 645769.56),(74 647947.75),(75 647648.94),(76 644369.44),(77 639261.9),(78 628407.06),(79 616108.2),
(1 29554.758),(2 101246.31),(3 196948.73),(4 301734.6),(5 406137.28),(6 493211.4),(7 557798.1),(8 604123.2),(9 634495.9),(10 654995.5),(11 670696.2),(12 682132.8),(13 688103),(14 685312.7),(15 677380.06),(16 667827.44),(17 656165.44),(18 642031.2),(19 626371.94),(20 607544.44),(21 593165.06),(22 583192.7),(23 579479.8),(24 577429.25),(25 579744.56),(26 584977.06),(27 594319.94),(28 608010),(29 627931.3),(30 648584.44),(31 670027.2),(32 685640.1),(33 694873.7),(34 703800.7),(35 710511.3),(36 711253.8),(37 704433.3),(38 696102.56),(39 688284.7),(40 690359.9),(41 699315.5),(42 714816.5),(43 736998.8),(44 762556),(45 786619.94),(46 807142.56),(47 821938.3),(48 832013.2),(49 838122.7),(50 840411.5),(51 834371.94),(52 817662.2),(53 794262.06),(54 765300.44),(55 730590),(56 692361.2),(57 658439.2),(58 627144.25),(59 601600.44),(60 585542),(61 577144.25),(62 574081.8),(63 575250.94),(64 581599),(65 593535),(66 603782.44),(67 609515.75),(68 611967.44),(69 612589.8),(70 609821.5),(71 605359.1),(72 602459.75),(73 603530.7),(74 604411.9),(75 601687.9),(76 597222.8),(77 591981.7),(78 582333.5),(79 572003.3),
