1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5199.717),(2 14162.008),(3 25481.326),(4 38235.586),(5 51698.098),(6 66392.805),(7 82897.17),(8 100353.39),(9 116900.52),(10 134251.06),(11 153747.16),(12 172495.03),(13 190174.22),(14 209244.9),(15 228587.3),(16 247556.22),(17 267718.63),(18 284339.34),(19 301337.9),(20 317912),(21 335814.06),(22 354773.78),(23 371564.4),(24 386628.78),(25 401587),(26 417866.4),(27 436325.9),(28 454823.8),(29 471575.4),(30 487404.66),(31 503039.4),(32 520898.47),(33 537542.8),(34 554173.06),(35 569559.3),(36 585117.75),(37 599853.6),(38 612725.06),(39 627387.25),(40 640720.2),(41 653007.56),(42 664734.44),(43 674837.1),(44 684381.25),(45 695352),(46 703988.56),(47 715711.8),(48 724430.06),(49 733175.56),(50 741467.3),(51 749711.75),(52 761595.75),(53 773969.4),(54 786697.5),(55 799811.1),(56 812219.6),(57 824890.25),(58 841205.2),(59 856109.8),(60 870352.2),(61 884895.5),(62 897342.5),(63 910135.5),(64 920176.44),(65 930917.75),(66 939642.94),(67 950043.1),(68 958448.44),(69 963549.06),(70 969117.1),(71 976076.4),(72 983512),(73 992526.9),(74 998870),(75 1003454.4),(76 1004358.44),(77 1004957.56),(78 1008884.6),(79 1013110.7),
(1 5328.942),(2 14997.871),(3 27803.729),(4 42287.063),(5 58203.51),(6 74656.78),(7 92725.13),(8 112195.59),(9 131174.94),(10 150935),(11 172934.67),(12 194637.88),(13 215148.42),(14 237994.8),(15 261528.77),(16 283015.6),(17 303403.1),(18 320353.6),(19 335752.13),(20 349025.16),(21 362018.88),(22 378989.72),(23 392110.63),(24 402699.6),(25 413209.16),(26 423070.4),(27 435053.84),(28 446011.75),(29 456026.84),(30 465226),(31 473298.84),(32 482747.9),(33 492661.5),(34 502476.4),(35 512346.47),(36 521095.53),(37 525203.8),(38 534568.3),(39 545487.2),(40 552188.5),(41 556083),(42 561464.1),(43 568135.7),(44 577198.75),(45 588248.44),(46 596687.3),(47 606682.5),(48 614795.44),(49 624792.5),(50 630326.3),(51 637402.7),(52 647021.5),(53 656466.8),(54 668442.94),(55 680602.5),(56 689758.56),(57 698182.56),(58 713611),(59 723424.8),(60 732923.75),(61 743778.8),(62 756554.06),(63 771504.75),(64 783907.3),(65 798862.7),(66 813055.75),(67 830473),(68 851502),(69 868702.8),(70 883450.25),(71 901875),(72 925634),(73 950100.8),(74 970932),(75 989544.2),(76 1006569.3),(77 1020514.75),(78 1041930),(79 1060955.9),
(1 5287.7485),(2 14982.893),(3 27834.52),(4 41465.484),(5 56987.38),(6 72567.91),(7 89063.99),(8 105387.24),(9 119721.86),(10 133678.73),(11 147221.52),(12 160097.84),(13 172987.08),(14 185247.08),(15 198542.95),(16 211166.52),(17 222770.81),(18 233794.34),(19 244533.81),(20 253874),(21 263399.78),(22 275652.66),(23 287890.63),(24 298294.38),(25 310625.72),(26 321185.6),(27 330837.9),(28 339834.72),(29 348775.72),(30 356989.44),(31 364303.75),(32 372197.44),(33 381519.8),(34 389646.53),(35 395970.88),(36 401789.63),(37 404716.4),(38 410702.47),(39 416565.25),(40 420294.47),(41 422608.56),(42 426979.6),(43 431765.72),(44 435756.13),(45 441115.56),(46 447415.53),(47 455147.2),(48 465141.75),(49 473972.38),(50 480099.84),(51 487704.56),(52 495494.28),(53 503201.72),(54 511578.56),(55 522620.8),(56 531218.94),(57 542515.06),(58 556789.06),(59 568251.2),(60 578692.8),(61 590889.25),(62 602027.9),(63 613795.44),(64 624080.7),(65 636453.75),(66 649810.06),(67 661478.5),(68 673866.06),(69 683794.94),(70 693361.44),(71 704439.1),(72 719173.8),(73 733987.1),(74 747166.56),(75 760776),(76 773777.25),(77 787663.4),(78 807032.4),(79 824448.8),
(1 5239.529),(2 14799.034),(3 26825.715),(4 40469.914),(5 56068.164),(6 73008.26),(7 91051),(8 109948.42),(9 126669.58),(10 141697.84),(11 157469.94),(12 173099.52),(13 190199.13),(14 206791.72),(15 223564.95),(16 240271.31),(17 257637.27),(18 274562.75),(19 290009.8),(20 303858.38),(21 317246.16),(22 330728.53),(23 346430.9),(24 362138.7),(25 376510.47),(26 390778.75),(27 406826.1),(28 421948.28),(29 436880.56),(30 452354.44),(31 468825.4),(32 486028.6),(33 502283.4),(34 515225.44),(35 528773.94),(36 541880.25),(37 555870),(38 569762.25),(39 581090.25),(40 590141.2),(41 598539.4),(42 607121.4),(43 615761.5),(44 621860.75),(45 626281.5),(46 631367.25),(47 640608.94),(48 651934.94),(49 660313.5),(50 667752.6),(51 673949.06),(52 681522.06),(53 689594.06),(54 697658),(55 708662.5),(56 719069.6),(57 730395.25),(58 744729.8),(59 757154.6),(60 770050.6),(61 783671.94),(62 794824),(63 805208.25),(64 813504.06),(65 823133.1),(66 831863.44),(67 838421.8),(68 845684.94),(69 850792.3),(70 853891.2),(71 857758.94),(72 864273.1),(73 869803.4),(74 872644.94),(75 875949.94),(76 879145.6),(77 884444.75),(78 893999.5),(79 901085.94),
(1 5069.696),(2 14262.754),(3 26179.098),(4 39539.805),(5 55175.44),(6 71514.8),(7 88665.55),(8 106973.734),(9 124120.914),(10 140525.2),(11 159869.97),(12 179879.64),(13 201806.81),(14 222883.47),(15 245469.7),(16 270792.78),(17 293410.38),(18 317583.4),(19 341670.03),(20 365792.84),(21 390916.94),(22 414042.53),(23 438315),(24 463640.84),(25 486349.75),(26 507632.47),(27 528148.06),(28 549017.9),(29 567950.06),(30 585646.06),(31 605117.1),(32 624101.9),(33 639660),(34 652676.06),(35 666191.6),(36 678641.25),(37 691390.8),(38 704637.7),(39 714270.1),(40 721134.7),(41 724800.9),(42 727918.94),(43 731107.75),(44 731079.25),(45 728641.44),(46 728791.06),(47 730240.4),(48 734068.75),(49 732551.6),(50 731935.9),(51 732507.7),(52 732367.44),(53 733999.1),(54 736414.4),(55 742174.5),(56 747813.6),(57 751377.9),(58 756738.4),(59 759396.25),(60 761692),(61 765135.06),(62 767028.56),(63 767704.56),(64 768405.6),(65 770072.8),(66 771732),(67 772895.2),(68 775148.1),(69 775682.56),(70 776089.7),(71 774657.7),(72 774282.44),(73 774566.5),(74 773358.5),(75 772918.8),(76 770919.06),(77 771297.1),(78 774876.7),(79 779072.75),
(1 4896.431),(2 13615.718),(3 25235.045),(4 38204.273),(5 53087.652),(6 70017.164),(7 88439.83),(8 107718.52),(9 126744.12),(10 146672.83),(11 168649),(12 191900.19),(13 217460.17),(14 241654.8),(15 267138.34),(16 293373.2),(17 321323.22),(18 350484.63),(19 380176),(20 408722.16),(21 435774.7),(22 462656.28),(23 490689.6),(24 516256.6),(25 539052.44),(26 561515.25),(27 582604.4),(28 601495.75),(29 617294.3),(30 631221.2),(31 645381.3),(32 660394.3),(33 672648.4),(34 682259.1),(35 692173.94),(36 701350.44),(37 712157.44),(38 720255.6),(39 726522.25),(40 730771),(41 734709.8),(42 740023.44),(43 743320.2),(44 744009.2),(45 744003),(46 744666.4),(47 744906.2),(48 745850),(49 747786.25),(50 749012.1),(51 752008.44),(52 755713.56),(53 760197.9),(54 762874.7),(55 766782.9),(56 769596.75),(57 770876.1),(58 770301.25),(59 771638.7),(60 771521.8),(61 771380.6),(62 771405),(63 772159.06),(64 773769.2),(65 774831),(66 773171.06),(67 773626.1),(68 773248.75),(69 773591.6),(70 771444.1),(71 767070.3),(72 763426.56),(73 761084.25),(74 759297.94),(75 757882.1),(76 757122.6),(77 758759.44),(78 764836.9),(79 771411.9),
(1 5135.436),(2 14407.903),(3 26884.5),(4 40944.227),(5 57098.83),(6 74757.39),(7 93444.93),(8 113589.59),(9 132292.47),(10 151470.78),(11 171853.42),(12 192858.66),(13 214148.23),(14 236573.52),(15 260885.9),(16 286052.06),(17 313364.88),(18 343735.66),(19 372392.2),(20 398689.8),(21 424190),(22 453282.94),(23 481610.06),(24 509102.72),(25 534173.25),(26 558356.1),(27 577552.8),(28 594582.94),(29 609846.5),(30 622429.06),(31 634995.1),(32 646958.3),(33 657535.7),(34 665508.25),(35 672823.6),(36 680106.9),(37 686515.5),(38 691009.7),(39 693997.75),(40 695711.5),(41 694754.1),(42 693806.8),(43 689519.4),(44 685021.9),(45 679386.7),(46 673162.2),(47 668725.9),(48 666542.06),(49 665428.9),(50 664298.1),(51 666662.06),(52 670725.94),(53 675273.7),(54 680963.1),(55 689554.3),(56 697104.4),(57 706099.7),(58 714868.75),(59 723994.56),(60 730208.1),(61 735620.06),(62 740435.25),(63 745648.5),(64 749313.56),(65 750938.94),(66 750983.1),(67 753018.3),(68 754626),(69 754897.1),(70 752457.4),(71 749006.56),(72 742869.94),(73 734955.56),(74 728682.8),(75 722666.2),(76 717753.8),(77 716830.7),(78 715845.4),(79 714181.1),
(1 5055.447),(2 14650.064),(3 27226.521),(4 41099.14),(5 56458.047),(6 72854.516),(7 90333.78),(8 108446.18),(9 125372.5),(10 142791.27),(11 161988.78),(12 181997.9),(13 202437.02),(14 223155.38),(15 244341.56),(16 265039.8),(17 286636.97),(18 309267.1),(19 331820.9),(20 354065.84),(21 376118.63),(22 399484.9),(23 421211),(24 441690.56),(25 459402.28),(26 478681.78),(27 496772.66),(28 513445.22),(29 530506.25),(30 546765.56),(31 562093.8),(32 579834.56),(33 597169),(34 612661.7),(35 628452.1),(36 641529.5),(37 650530.25),(38 657960.1),(39 663065.75),(40 663344.5),(41 661814.2),(42 660077.5),(43 657149.8),(44 654489.2),(45 650889.94),(46 647087.75),(47 644390.5),(48 639138.94),(49 634978.56),(50 632417.7),(51 632063.1),(52 633637.7),(53 635281.8),(54 637808.4),(55 642297.9),(56 645002.94),(57 649477.9),(58 656723.9),(59 662719.06),(60 669375.06),(61 676618.5),(62 681996.5),(63 688524.1),(64 692729.06),(65 694913.44),(66 698201.94),(67 700920.2),(68 703470.44),(69 706361.56),(70 707198.3),(71 706253.3),(72 704071.5),(73 699476),(74 695471.9),(75 692348.06),(76 689406.9),(77 689337.44),(78 688650.94),(79 685726.3),
(1 5367.8545),(2 15738.681),(3 29194.156),(4 44254.99),(5 61237.47),(6 78991.35),(7 97640.77),(8 116392.21),(9 133641.75),(10 150979.05),(11 170938.9),(12 192169.56),(13 212889.63),(14 233217.03),(15 254108.75),(16 275124.4),(17 296326.8),(18 317997.94),(19 340035.06),(20 363015.88),(21 386413.13),(22 412002.25),(23 437907.7),(24 461057.75),(25 483685.7),(26 506696.7),(27 527442.4),(28 547468.06),(29 566854.4),(30 585771.7),(31 603119.6),(32 623004.1),(33 642340.4),(34 659711.2),(35 678670.7),(36 694084.5),(37 704868.3),(38 715703.6),(39 721955.06),(40 724336.4),(41 723534.6),(42 723648.75),(43 721689),(44 717473.2),(45 711385),(46 706341.25),(47 697935.9),(48 688704.94),(49 679475.5),(50 670554),(51 662223.75),(52 654536.75),(53 647949.9),(54 643552.1),(55 640022.25),(56 636207.06),(57 632791.94),(58 626954),(59 621394.6),(60 618912.44),(61 616974.25),(62 615153.5),(63 612696.94),(64 611884.25),(65 611086.3),(66 613271.25),(67 613536.94),(68 614363.9),(69 615712.3),(70 616933.6),(71 618453.8),(72 620014.75),(73 621417.25),(74 623054.25),(75 623955.2),(76 625791.4),(77 628776.06),(78 631704),(79 634974.1),
(1 5568.1924),(2 16514.715),(3 31193.344),(4 47702.465),(5 66568.89),(6 87752.31),(7 110143.26),(8 133299.73),(9 155116.66),(10 175755.81),(11 199419.52),(12 224636.11),(13 247730.6),(14 270689.78),(15 296584.06),(16 320700.38),(17 344167.97),(18 368644),(19 391903.28),(20 414803.94),(21 439506.2),(22 468129.63),(23 495453.94),(24 517784.75),(25 539069.06),(26 560174.9),(27 577679),(28 594803.9),(29 609707.7),(30 621453.9),(31 632898.2),(32 647255.4),(33 659294.44),(34 669471.9),(35 677083.44),(36 683706.4),(37 688609.1),(38 692702.8),(39 695207.9),(40 694138.94),(41 691533.4),(42 687946.6),(43 681778.75),(44 673263),(45 663318.8),(46 650832.9),(47 637643.2),(48 626467.56),(49 614743),(50 604337),(51 597291.1),(52 591198.6),(53 588299.8),(54 586035.6),(55 585346.2),(56 585266.9),(57 585947.56),(58 586855.25),(59 587811),(60 590083.4),(61 591982.6),(62 595121.56),(63 598696.8),(64 602379.7),(65 606315.75),(66 610821),(67 617393.25),(68 625106),(69 632913.5),(70 639962.94),(71 648706.6),(72 657686.5),(73 664911.44),(74 671788.2),(75 677469.3),(76 682500.44),(77 689092.94),(78 698412.44),(79 708054.2),
(1 5114.1133),(2 15281.672),(3 29879.28),(4 46143.285),(5 65135.777),(6 85954.31),(7 107448.21),(8 131379.34),(9 154460.83),(10 178237.08),(11 204155.8),(12 231268.64),(13 257056.4),(14 283709.56),(15 312134.97),(16 340560.28),(17 365677.47),(18 393045.88),(19 420907.94),(20 447462.84),(21 473831.56),(22 503233.78),(23 532869.5),(24 558416.56),(25 585189.6),(26 611539.7),(27 633582.6),(28 653746.3),(29 671973),(30 687667.75),(31 701591.1),(32 713768.5),(33 725345),(34 737822.5),(35 748363.56),(36 758011),(37 763896.56),(38 770740.06),(39 776178.75),(40 777062.94),(41 774369.06),(42 769486.75),(43 762658.3),(44 754824.6),(45 747794.8),(46 739547.44),(47 729131),(48 720879.7),(49 714192.3),(50 707965.5),(51 702241),(52 698567.94),(53 695871.06),(54 693242.75),(55 692097),(56 692133.4),(57 692174.06),(58 694345),(59 698974.75),(60 703123.44),(61 705410.9),(62 709624.56),(63 716573.7),(64 722167.2),(65 727153.44),(66 733126.25),(67 742034.3),(68 749506.06),(69 761081.8),(70 772340.3),(71 786316.25),(72 800048.94),(73 815522.06),(74 830137.6),(75 847257.4),(76 862796.4),(77 881488),(78 902026.5),(79 920911.1),
(1 5274.833),(2 15542.012),(3 29864.121),(4 46035.766),(5 64618.965),(6 86523.36),(7 109342.59),(8 134772.94),(9 158763.19),(10 183315.47),(11 211801.3),(12 240449.56),(13 265976.5),(14 292345.16),(15 318923.47),(16 345374),(17 370252.9),(18 391817.28),(19 414412.4),(20 435669.72),(21 459467.63),(22 481670.88),(23 504055.34),(24 524569.44),(25 545752.94),(26 567347.1),(27 587885.44),(28 605868.44),(29 620874.6),(30 635573.75),(31 651817.3),(32 665436.94),(33 675810.2),(34 686275.25),(35 696440.25),(36 704977.8),(37 711757.7),(38 712956.3),(39 713849.25),(40 713506.75),(41 710223.44),(42 705795),(43 698815.75),(44 691625.8),(45 682451.25),(46 673036.4),(47 663248.4),(48 651354.5),(49 641482.4),(50 631285.5),(51 621722),(52 613329),(53 605904.25),(54 598852.06),(55 592890.06),(56 586711.75),(57 580567.6),(58 573692.7),(59 569360.5),(60 566497.8),(61 563067.6),(62 560207.94),(63 561294.5),(64 562199.2),(65 564779.56),(66 571003.7),(67 578699.25),(68 586048.2),(69 595569.3),(70 605864.06),(71 618875),(72 630392.3),(73 643614.75),(74 657930.3),(75 673630.25),(76 687994.7),(77 702957.6),(78 717917.56),(79 733268.94),
(1 5482.035),(2 15807.292),(3 29178.445),(4 44505.676),(5 61256.855),(6 79275.8),(7 97992.74),(8 117477.76),(9 135482.11),(10 153968.27),(11 174428.95),(12 195750.86),(13 215365.33),(14 234902.8),(15 256181.72),(16 276689.16),(17 296507.28),(18 315447.72),(19 335890.38),(20 355828.6),(21 376974.16),(22 399379.25),(23 421744.03),(24 440942.4),(25 459149.53),(26 477450.66),(27 492938.84),(28 507022.4),(29 519270.3),(30 528784.44),(31 536561.56),(32 545366.06),(33 551187.4),(34 554371.8),(35 556810.5),(36 556882.25),(37 556719.44),(38 557309.3),(39 555202.7),(40 550821.56),(41 544377.1),(42 538057.2),(43 529975.44),(44 519545.53),(45 508310.5),(46 497474.84),(47 487462.6),(48 478836.03),(49 470379.7),(50 463178.7),(51 458167.3),(52 456190.03),(53 456854.66),(54 457824.7),(55 461440.22),(56 464469.9),(57 467867.44),(58 469906.84),(59 473359.63),(60 477039.16),(61 479310.97),(62 482078.47),(63 486534.94),(64 491200.28),(65 495673.25),(66 500529.8),(67 507274.38),(68 511834.78),(69 517680.2),(70 523745.13),(71 531057.5),(72 538257.75),(73 545878.06),(74 553721.1),(75 561784.8),(76 567475.4),(77 572965.8),(78 578097.06),(79 581790.8),
(1 5218.049),(2 14737.915),(3 26950.264),(4 40839.65),(5 56602.527),(6 73133.64),(7 90010.16),(8 106970.945),(9 123594.18),(10 140288.72),(11 159078.95),(12 179481.75),(13 198384),(14 217703.53),(15 239374.14),(16 261028.11),(17 280469.8),(18 298384.16),(19 316853.38),(20 335349.13),(21 354784.63),(22 376793.47),(23 397679.38),(24 416553.25),(25 436852.34),(26 456566.94),(27 473232.44),(28 489765.2),(29 503582.1),(30 516353.88),(31 527117.25),(32 540178.44),(33 550589.6),(34 560369.4),(35 569204.3),(36 575631.5),(37 578223.75),(38 584221.75),(39 588609),(40 590485.94),(41 591531.6),(42 592642.4),(43 593422.7),(44 590992.56),(45 589625.1),(46 588691.44),(47 586713.7),(48 585780.06),(49 584409),(50 584426.25),(51 584844.7),(52 588142.75),(53 592246.75),(54 596257.7),(55 600969.2),(56 604770.5),(57 608339.44),(58 611987.94),(59 615081.9),(60 617796.06),(61 619021.7),(62 621045.44),(63 623377.44),(64 626519.6),(65 628066.7),(66 630147.75),(67 632628.6),(68 633431.25),(69 635533.25),(70 637726.4),(71 640468.4),(72 642540.2),(73 644283.2),(74 643897.3),(75 643973.44),(76 642833.3),(77 642688),(78 641575.75),(79 639231.1),
(1 5063.7505),(2 14162.967),(3 26517.236),(4 40303.355),(5 55157.5),(6 70232.09),(7 84864.22),(8 99162.36),(9 112049.71),(10 123835.13),(11 136960.33),(12 151073.66),(13 163241.33),(14 175752.3),(15 189493.2),(16 201815.33),(17 214423.86),(18 225734.56),(19 237601.48),(20 249150.02),(21 261431.56),(22 276524.97),(23 289173.94),(24 300939.34),(25 312671.03),(26 323175.84),(27 334187.03),(28 344900.63),(29 355143.84),(30 364206.9),(31 373179.8),(32 384089.06),(33 393093.03),(34 402005.34),(35 409670),(36 416035.78),(37 422391.06),(38 430276.34),(39 439111.6),(40 446445.97),(41 452421.44),(42 457664.8),(43 462130.22),(44 466406.4),(45 471667.9),(46 477424.2),(47 480858.88),(48 482500.94),(49 485617.5),(50 489104.13),(51 492904.56),(52 496919.7),(53 502691.38),(54 508258.5),(55 515393.03),(56 520540.88),(57 524764),(58 529147),(59 532661.75),(60 536117.06),(61 538195.4),(62 540284),(63 542990.56),(64 545158.9),(65 545392.06),(66 545074.25),(67 542503.1),(68 541897.44),(69 541455.2),(70 540781.5),(71 539182.3),(72 537799.56),(73 536001.1),(74 532768.8),(75 529081.9),(76 524661.75),(77 519094.75),(78 513949.34),(79 509553.8),
(1 5087.028),(2 14526.092),(3 27312.875),(4 41793.813),(5 57830.953),(6 74697.5),(7 92108.51),(8 108740.414),(9 123869.5),(10 138513.48),(11 154098.58),(12 168999.77),(13 182695.56),(14 194826.78),(15 207209),(16 219386.4),(17 231668.58),(18 242329.6),(19 253753.58),(20 263681.03),(21 274320.94),(22 286741.13),(23 299515.53),(24 310353.84),(25 319557.34),(26 328732),(27 338733.28),(28 348908.94),(29 359288.06),(30 369415.06),(31 380157.2),(32 391537.94),(33 402007),(34 412595.8),(35 422480.75),(36 432694.06),(37 443044.1),(38 452536.06),(39 461116.9),(40 469518.75),(41 476924.44),(42 484428.06),(43 490620.9),(44 494473.75),(45 496803.56),(46 498979.53),(47 501263.75),(48 501194),(49 500335.2),(50 498558.84),(51 497867.34),(52 497753.72),(53 497844.28),(54 498386.56),(55 498247.66),(56 498328.66),(57 497597.9),(58 496058),(59 494580.75),(60 492236.28),(61 489312.38),(62 485998.84),(63 484876.38),(64 481422.94),(65 479152.2),(66 477104.66),(67 474525.28),(68 472333.53),(69 471636),(70 473179.56),(71 475039.72),(72 477383.94),(73 478796.94),(74 479168.38),(75 478907.06),(76 476523.16),(77 474487.34),(78 472320.84),(79 471230.16),
(1 5233.366),(2 15082.667),(3 28160.354),(4 42887.023),(5 59925.195),(6 78052.44),(7 96708.22),(8 115323.086),(9 131646.56),(10 147631.55),(11 163989.08),(12 179983.67),(13 193767.86),(14 205501.63),(15 217302.17),(16 229113.02),(17 240800),(18 252954.98),(19 263698.2),(20 274985.34),(21 288161.78),(22 303365.72),(23 319278.5),(24 334388.22),(25 349214.3),(26 364731.78),(27 380459.34),(28 395864.28),(29 410439.56),(30 423861.78),(31 437560.03),(32 451396.2),(33 464673.88),(34 474938.28),(35 485303.56),(36 497167.66),(37 508592.3),(38 518487.44),(39 523591.03),(40 528659.56),(41 532360.7),(42 533069.5),(43 533043.44),(44 531796.56),(45 529368.7),(46 526181.6),(47 522395.7),(48 519039.47),(49 517351.03),(50 516498.3),(51 517250.13),(52 518948.63),(53 522483.13),(54 526363.44),(55 530373.94),(56 534717.1),(57 537825.3),(58 539412),(59 541776),(60 543466.25),(61 544364.7),(62 543666.4),(63 544722.1),(64 544225.7),(65 542482.56),(66 539373.5),(67 536003.56),(68 533145.25),(69 531304.9),(70 530947.4),(71 530720.4),(72 530424.06),(73 529533.44),(74 528998.44),(75 529765.6),(76 530129),(77 531335.3),(78 532314.7),(79 536005),
(1 5111.85),(2 14782.614),(3 27613.225),(4 42045.582),(5 58266.246),(6 75353.11),(7 92058.78),(8 108946.36),(9 124309.49),(10 139922.22),(11 157014.42),(12 173956.08),(13 188667.3),(14 202379.02),(15 215719.08),(16 227576.44),(17 239230.63),(18 250027.05),(19 261070.28),(20 272111.72),(21 284523.25),(22 299025.66),(23 313808.4),(24 327760.28),(25 339397.38),(26 350674.44),(27 360215.5),(28 368496.9),(29 376324.2),(30 384190.6),(31 392326.9),(32 400164.88),(33 409571.75),(34 418463.9),(35 426573.7),(36 431708.63),(37 436873.8),(38 440236.63),(39 442350.03),(40 442573.03),(41 442187.9),(42 440251.4),(43 436966.94),(44 433682.44),(45 429673.8),(46 423045.03),(47 415788.72),(48 409373.6),(49 403780.97),(50 399657.88),(51 397615.25),(52 396078.44),(53 395739.4),(54 395576.13),(55 394947.2),(56 395261.56),(57 395844.13),(58 396787.84),(59 398721.5),(60 400781.1),(61 402565.72),(62 403130.28),(63 404962.16),(64 404401.2),(65 404077.38),(66 402739.97),(67 402354.72),(68 402904.1),(69 403371.53),(70 404721.72),(71 406771.8),(72 409287.44),(73 411728.03),(74 414752.94),(75 417197.66),(76 420595.22),(77 425456.5),(78 430562.5),(79 436011.88),
(1 5096.0073),(2 14424.218),(3 26839.814),(4 41011.38),(5 56426.938),(6 72887.6),(7 90347.16),(8 108099.16),(9 123717.195),(10 139687.42),(11 156418.3),(12 173799.95),(13 189732.25),(14 206181.42),(15 222694.3),(16 238228.05),(17 254144.58),(18 268060.97),(19 281045.66),(20 292714.38),(21 304579.84),(22 317473.38),(23 329980.53),(24 341045.97),(25 350780.34),(26 359343.4),(27 365764.63),(28 369135.97),(29 371399.16),(30 373846.88),(31 375406.6),(32 379049),(33 383640.28),(34 388438.22),(35 393382.1),(36 396493.1),(37 401035.03),(38 404680),(39 405882.1),(40 404962.28),(41 402838.1),(42 400775.84),(43 397412.72),(44 393198.34),(45 388688.63),(46 383452.78),(47 380425.75),(48 377598.28),(49 375108.03),(50 373443.34),(51 371690.97),(52 372728.53),(53 374573.6),(54 377676.34),(55 381499.47),(56 386356.03),(57 390873.22),(58 395932.4),(59 401248.16),(60 407334.5),(61 412773.53),(62 418463.88),(63 424441.4),(64 429541.16),(65 433736.4),(66 435848.16),(67 438320.5),(68 440510.34),(69 442078.75),(70 442896.78),(71 444224.4),(72 444847.5),(73 445058.1),(74 445217.5),(75 444812.72),(76 444844.22),(77 445444.84),(78 445558.1),(79 446936.4),
