1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40541.43),(2 79028.305),(3 111974.875),(4 207073.06),(5 303026.72),(6 383225.34),(7 516357.97),(8 637230.44),(9 728945.06),(10 863103.25),(11 1021493.3),(12 1130422.9),(13 1337951.6),(14 1490542),(15 1609596.6),(16 1800601.4),(17 1942035.6),(18 2064115.6),(19 2227088.5),(20 2378130.3),(21 2490587),(22 2657334.3),(23 2799652.3),(24 2924288.3),(25 3085227),(26 3223052),(27 3317001.8),(28 3479988.8),(29 3597579),(30 3687877.3),(31 3836632),(32 3963947.3),(33 4072899),(34 4225387.5),(35 4351567.5),(36 4462377.5),(37 4592670.5),(38 4714066.5),(39 4832484.5),(40 4987519.5),(41 5108956),(42 5235688.5),(43 5391206.5),(44 5522242),(45 5621238.5),(46 5775862),(47 5908230.5),(48 6028531.5),(49 6184022),(50 6332709.5),(51 6480959.5),(52 6643012),(53 6805119.5),(54 6941062.5),(55 7099935.5),(56 7255968.5),(57 7368388),(58 7531541.5),(59 7667622.5),(60 7764635.5),(61 7885604.5),(62 8021798),(63 8131711.5),(64 8281392),(65 8429558),(66 8543589),(67 8666395),(68 8821697),(69 8899348),(70 9026153),(71 9149045),(72 9242626),(73 9367316),(74 9472272),(75 9556659),(76 9678510),(77 9770683),(78 9822895),(79 9909703),
(1 255.21774),(2 342.95206),(3 397.76385),(4 430.28394),(5 463.59818),(6 483.43997),(7 501.78555),(8 521.78107),(9 542.1532),(10 555.5622),(11 564.5191),(12 574.4839),(13 592.6485),(14 599.4602),(15 607.4053),(16 616.08417),(17 628.0005),(18 633.30096),(19 636.8752),(20 639.5165),(21 644.88873),(22 656.0563),(23 665.2311),(24 661.6164),(25 659.7649),(26 665.7485),(27 675.6681),(28 675.53186),(29 675.00903),(30 670.77026),(31 667.07605),(32 665.2682),(33 663.6506),(34 656.168),(35 653.2426),(36 647.3811),(37 642.43555),(38 640.8315),(39 646.90564),(40 652.12976),(41 656.77637),(42 661.1503),(43 663.9205),(44 663.0955),(45 666.98596),(46 663.7405),(47 664.0644),(48 657.9239),(49 659.9027),(50 664.8198),(51 664.0069),(52 659.2583),(53 661.71814),(54 666.32495),(55 673.57983),(56 675.4582),(57 677.1387),(58 685.04266),(59 685.6976),(60 679.41156),(61 685.0299),(62 683.7264),(63 684.5486),(64 685.56604),(65 685.3366),(66 679.19305),(67 675.22217),(68 680.6941),(69 687.454),(70 694.9882),(71 686.0998),(72 686.42365),(73 690.8518),(74 694.05066),(75 688.5117),(76 686.922),(77 690.605),(78 692.8248),(79 686.85443),
(1 247.4035),(2 329.52942),(3 376.53018),(4 413.02652),(5 445.49503),(6 465.47574),(7 483.17407),(8 500.9654),(9 518.55084),(10 530.7753),(11 543.6812),(12 551.7013),(13 564.92456),(14 575.55286),(15 587.91394),(16 598.3147),(17 613.3021),(18 618.52246),(19 627.5806),(20 633.30426),(21 640.842),(22 647.28625),(23 653.7031),(24 662.8403),(25 664.1969),(26 662.5922),(27 674.42255),(28 677.82983),(29 674.2589),(30 672.52405),(31 677.04944),(32 673.81976),(33 677.20526),(34 675.46545),(35 677.14526),(36 667.85925),(37 668.56006),(38 663.621),(39 665.7917),(40 670.2952),(41 673.4772),(42 678.48236),(43 684.0402),(44 682.79224),(45 680.1218),(46 675.85614),(47 676.4746),(48 672.4992),(49 671.9922),(50 675.91956),(51 676.8145),(52 676.27686),(53 677.0404),(54 672.88367),(55 676.6219),(56 670.6342),(57 675.8598),(58 676.7889),(59 674.9361),(60 674.3614),(61 669.929),(62 671.457),(63 677.87256),(64 676.04944),(65 672.7993),(66 665.3155),(67 661.12524),(68 668.5981),(69 675.62067),(70 682.0047),(71 681.4824),(72 679.9531),(73 677.0444),(74 672.06274),(75 672.4366),(76 670.3911),(77 673.0829),(78 671),(79 668.7743),
(1 246.15514),(2 329.70578),(3 375.4504),(4 404.34476),(5 435.38058),(6 459.18555),(7 479.96835),(8 495.11508),(9 520.29407),(10 536.81635),(11 550.64685),(12 556.93494),(13 570.77795),(14 573.26166),(15 577.90875),(16 588.1405),(17 601.8055),(18 611.7936),(19 621.612),(20 623.2635),(21 634.0285),(22 635.7487),(23 640.9759),(24 643.1179),(25 649.8845),(26 654.7537),(27 660.23303),(28 664.14655),(29 663.7804),(30 665.8401),(31 665.58936),(32 667.1436),(33 672.6216),(34 671.17267),(35 667.14624),(36 663.7996),(37 664.3925),(38 668.4564),(39 672.0668),(40 673.49475),(41 669.67566),(42 668.35333),(43 674.3789),(44 671.8505),(45 669.6),(46 666.35144),(47 665.9384),(48 666.99915),(49 663.3039),(50 664.3968),(51 667.3671),(52 663.59393),(53 670.62256),(54 667.52545),(55 669.5005),(56 667.79517),(57 670.24176),(58 673.4921),(59 666.8917),(60 666.9581),(61 666.78253),(62 662.62036),(63 670.35455),(64 664.8841),(65 666.37036),(66 661.5271),(67 658.03546),(68 658.50055),(69 660.22675),(70 659.0856),(71 656.6201),(72 647.64087),(73 651.4226),(74 650.51965),(75 650.72437),(76 646.2542),(77 650.4956),(78 650.404),(79 653.9956),
(1 243.46219),(2 325.83603),(3 375.1474),(4 408.1878),(5 433.698),(6 456.82623),(7 473.82962),(8 486.46707),(9 502.91223),(10 522.9568),(11 532.06305),(12 543.08136),(13 558.3171),(14 563.3902),(15 572.8995),(16 576.82684),(17 588.324),(18 603.9852),(19 604.6872),(20 608.98596),(21 607.93475),(22 613.52106),(23 623.6033),(24 630.058),(25 634.3309),(26 632.8513),(27 636.92017),(28 637.5382),(29 642.0376),(30 644.1826),(31 644.027),(32 642.5093),(33 643.9719),(34 647.60876),(35 645.9007),(36 645.9372),(37 651.3607),(38 651.84955),(39 653.5369),(40 660.62854),(41 658.1824),(42 653.9907),(43 658.04224),(44 652.3412),(45 650.46747),(46 646.2493),(47 649.56805),(48 652.549),(49 653.51697),(50 648.62006),(51 648.127),(52 652.59705),(53 651.3085),(54 656.8937),(55 662.9275),(56 665.1852),(57 665.9328),(58 661.93884),(59 661.0264),(60 659.6579),(61 659.0517),(62 657.0232),(63 658.8337),(64 660.7909),(65 661.24927),(66 658.8707),(67 659.7797),(68 656.71814),(69 653.23846),(70 655.37494),(71 655.5003),(72 657.65497),(73 663.0268),(74 663.2742),(75 655.4604),(76 652.1823),(77 652.95795),(78 653.34454),(79 652.4508),
(1 239.1593),(2 319.45667),(3 371.0959),(4 398.32846),(5 426.59924),(6 447.54095),(7 467.27277),(8 482.94336),(9 496.07022),(10 511.0379),(11 522.746),(12 530.8623),(13 543.5781),(14 551.76184),(15 566.51025),(16 569.5126),(17 579.9149),(18 584.9618),(19 590.1012),(20 598.07587),(21 599.72644),(22 605.9912),(23 612.2833),(24 621.0266),(25 625.3608),(26 628.7101),(27 629.6574),(28 634.255),(29 637.7019),(30 636.17145),(31 636.85693),(32 638.0731),(33 638.0076),(34 633.1725),(35 640.0103),(36 632.7482),(37 629.0539),(38 627.55585),(39 635.13727),(40 643.32355),(41 642.01465),(42 635.05084),(43 640.20776),(44 635.1525),(45 636.4118),(46 634.2722),(47 633.37494),(48 634.2493),(49 643.2023),(50 640.8685),(51 642.0236),(52 644.93994),(53 653.7546),(54 658.07776),(55 660.4672),(56 661.8476),(57 657.2968),(58 648.3567),(59 647.43567),(60 646.0016),(61 640.70245),(62 637.86646),(63 641.2258),(64 642.9441),(65 640.3109),(66 640.57654),(67 644.2693),(68 642.66125),(69 641.14264),(70 643.5037),(71 644.20355),(72 648.82745),(73 650.50995),(74 648.6887),(75 645.3322),(76 643.2393),(77 643.2499),(78 642.2342),(79 638.43677),
(1 235.77411),(2 311.29373),(3 364.02457),(4 398.922),(5 420.05246),(6 439.82382),(7 458.4793),(8 472.33203),(9 484.99725),(10 494.96857),(11 509.31467),(12 512.2631),(13 526.4229),(14 538.792),(15 547.7779),(16 555.63135),(17 568.23785),(18 571.008),(19 574.7899),(20 583.5189),(21 596.59015),(22 601.7412),(23 611.14386),(24 617.4382),(25 616.9995),(26 617.61127),(27 617.4433),(28 627.335),(29 630.52954),(30 640.3131),(31 643.28894),(32 637.3754),(33 642.6593),(34 641.8678),(35 643.8554),(36 643.71063),(37 642.3722),(38 639.7705),(39 643.66235),(40 644.759),(41 642.8575),(42 632.7965),(43 632.4038),(44 630.91364),(45 622.7928),(46 618.8017),(47 618.8058),(48 620.5811),(49 619.2617),(50 617.31854),(51 616.9844),(52 622.0485),(53 621.90674),(54 626.29987),(55 625.9975),(56 627.5997),(57 631.54016),(58 635.01636),(59 630.93097),(60 629.87537),(61 624.0832),(62 623.16455),(63 628.0722),(64 629.7424),(65 632.8785),(66 631.94464),(67 633.99536),(68 633.49457),(69 634.96356),(70 633.943),(71 632.155),(72 635.7124),(73 639.73474),(74 639.10284),(75 642.56226),(76 642.9172),(77 635.6717),(78 637.3481),(79 635.1511),
(1 231.84238),(2 309.26785),(3 356.9455),(4 384.889),(5 407.53918),(6 429.0351),(7 444.8547),(8 450.1084),(9 469.85413),(10 478.92334),(11 492.41074),(12 495.73398),(13 505.12943),(14 513.574),(15 524.34924),(16 529.4864),(17 537.3581),(18 542.68256),(19 551.11993),(20 558.1361),(21 568.06903),(22 569.70215),(23 581.45575),(24 585.8844),(25 587.0743),(26 589),(27 592.811),(28 594.91296),(29 596.39453),(30 603.8663),(31 601.5331),(32 602.35706),(33 608.46),(34 605.4835),(35 610.41223),(36 611.7703),(37 617.1572),(38 622.9394),(39 630.3186),(40 631.18677),(41 634.1712),(42 627.9658),(43 625.2008),(44 620.6488),(45 622.23315),(46 621.78827),(47 613.57996),(48 615.0919),(49 608.7458),(50 607.20544),(51 600.29517),(52 602.669),(53 600.64343),(54 601.04706),(55 597.16724),(56 600.1708),(57 598.3532),(58 601.7382),(59 601.0142),(60 598.6963),(61 595.7888),(62 595.77405),(63 600.061),(64 601.37164),(65 597.3315),(66 596.6597),(67 597.8004),(68 597.8566),(69 603.20496),(70 605.74445),(71 603.5845),(72 601.16034),(73 606.94714),(74 609.86536),(75 607.79504),(76 605.4777),(77 602.08093),(78 599.10754),(79 597.2669),
(1 230.8949),(2 304.66672),(3 350.29535),(4 376.5978),(5 395.68576),(6 415.29123),(7 434.92352),(8 449.72604),(9 463.97467),(10 480.5442),(11 491.3851),(12 495.07526),(13 506.08426),(14 509.13382),(15 520.87994),(16 527.94965),(17 536.11414),(18 541.1176),(19 550.0633),(20 556.55316),(21 568.7774),(22 583.4375),(23 594.4423),(24 599.6892),(25 601.7133),(26 607.08997),(27 611.24854),(28 607.4693),(29 612.39575),(30 615.7804),(31 614.4341),(32 617.10046),(33 621.968),(34 621.0271),(35 627.1078),(36 628.13214),(37 628.7458),(38 629.8072),(39 629.6315),(40 632.88257),(41 638.4884),(42 640.2991),(43 638.24475),(44 633.88715),(45 632.4522),(46 628.43964),(47 625.9955),(48 621.6145),(49 614.43506),(50 611.04236),(51 602.6772),(52 603.4575),(53 603.72675),(54 600.59064),(55 600.0479),(56 603.5982),(57 599.0855),(58 604.97534),(59 605.17645),(60 604.19696),(61 604.7931),(62 603.3402),(63 611.0655),(64 609.1518),(65 609.5158),(66 608.88385),(67 613.3888),(68 611.96375),(69 613.3275),(70 617.2029),(71 616.60803),(72 619.22754),(73 622.3971),(74 621.2268),(75 618.98456),(76 617.8106),(77 617.5038),(78 624.5432),(79 634.7063),
(1 227.65176),(2 308.48096),(3 355.29953),(4 381.77515),(5 408.25052),(6 432.6165),(7 456.27115),(8 473.38058),(9 490.86304),(10 512.1212),(11 520.0056),(12 523.9365),(13 538.9075),(14 538.9684),(15 547.55),(16 551.8279),(17 556.1222),(18 558.6952),(19 566.332),(20 570.92786),(21 578.7944),(22 582.4339),(23 594.43195),(24 592.8308),(25 595.526),(26 601.2084),(27 601.20184),(28 599.6756),(29 601.8187),(30 601.2599),(31 607.7329),(32 608.33484),(33 610.20197),(34 604.6839),(35 609.3471),(36 601.29785),(37 598.9808),(38 600.07166),(39 607.67694),(40 606.4108),(41 609.6664),(42 609.02155),(43 610.9773),(44 604.3118),(45 610.3062),(46 609.5072),(47 605.761),(48 602.27484),(49 593.225),(50 589.21454),(51 580.7568),(52 577.7202),(53 578.88684),(54 579.3921),(55 581.06464),(56 587.6053),(57 585.8394),(58 588.7582),(59 590.9964),(60 590.6198),(61 589.7807),(62 583.0012),(63 583.4869),(64 581.69574),(65 583.4401),(66 587.1125),(67 587.8733),(68 590.73413),(69 593.45514),(70 592.98865),(71 595.22455),(72 598.5823),(73 596.692),(74 593.7422),(75 589.2394),(76 589.7485),(77 595.3991),(78 602.1721),(79 602.51013),
(1 226.11154),(2 302.59274),(3 346.85162),(4 378.4836),(5 406.251),(6 427.90546),(7 447.5019),(8 466.2482),(9 481.58905),(10 493.0531),(11 504.15042),(12 507.56064),(13 528.6669),(14 529.3837),(15 537.8012),(16 540.34485),(17 549.2319),(18 556.089),(19 565.25916),(20 572.6892),(21 582.5993),(22 584.1915),(23 596.34766),(24 597.5851),(25 603.63574),(26 610.205),(27 616.3201),(28 616.9122),(29 614.9265),(30 618.12866),(31 618.22144),(32 611.88776),(33 605.6806),(34 598.6871),(35 599.22046),(36 595.2175),(37 596.2304),(38 594.3407),(39 601.8134),(40 601.4128),(41 601.51056),(42 600.7319),(43 601.679),(44 605.9611),(45 606.05096),(46 603.51056),(47 604.7732),(48 606.79877),(49 599.93756),(50 590.9431),(51 585.89386),(52 584.92676),(53 587.6745),(54 586.9105),(55 593.69666),(56 600.297),(57 600.2633),(58 604.9855),(59 601.86346),(60 598.1947),(61 597.1218),(62 598.2116),(63 604.6139),(64 607.2592),(65 608.50696),(66 610.33905),(67 614.67004),(68 619.1384),(69 617.5323),(70 615.6788),(71 618.1576),(72 613.997),(73 611.0133),(74 610.2907),(75 602.06885),(76 602.8451),(77 602.9684),(78 602.7587),(79 601.05725),
(1 219.58167),(2 295.37),(3 344.04132),(4 375.6024),(5 401.46487),(6 428.61603),(7 449.98245),(8 463.71704),(9 480.23917),(10 492.81982),(11 507.41632),(12 511.10342),(13 526.20355),(14 530.2363),(15 541.14343),(16 542.1023),(17 546.93243),(18 554.1488),(19 557.5949),(20 565.47736),(21 568.178),(22 568.9443),(23 577.02185),(24 578.3983),(25 575.71014),(26 578.57007),(27 578.6712),(28 584.75854),(29 574.94763),(30 578.84985),(31 579.48816),(32 577.8756),(33 578.2357),(34 574.25665),(35 575.8243),(36 577.5312),(37 578.0177),(38 574.84076),(39 578.21606),(40 573.46625),(41 572.618),(42 573.4609),(43 576.5878),(44 576.7776),(45 578.9761),(46 584.36743),(47 582.30164),(48 585.95056),(49 586.89496),(50 582.58984),(51 580.70667),(52 580.06384),(53 578.12775),(54 578.0486),(55 583.1772),(56 587.6034),(57 589.47186),(58 598.1822),(59 592.5129),(60 589.5392),(61 588.4633),(62 590.98694),(63 596.24634),(64 594.98773),(65 598.42676),(66 601.5617),(67 599.29584),(68 598.0847),(69 600.4963),(70 600.3503),(71 597.7188),(72 595.69086),(73 601.44183),(74 600.49695),(75 595.37537),(76 591.92365),(77 589.829),(78 587.4197),(79 583.90826),
(1 220.42311),(2 291.5661),(3 335.24722),(4 364.2795),(5 391.71918),(6 413.65146),(7 435.04276),(8 447.71146),(9 458.23425),(10 471.14075),(11 483.90662),(12 481.3316),(13 496.3161),(14 500.23175),(15 507.39847),(16 509.33047),(17 515.1926),(18 520.4832),(19 520.5429),(20 527.24097),(21 528.01587),(22 530.75946),(23 532.0108),(24 533.8743),(25 536.0015),(26 539.62866),(27 540.506),(28 547.19336),(29 542.0143),(30 543.89343),(31 543.2612),(32 540.9967),(33 541.6952),(34 540.6695),(35 545.2212),(36 542.4151),(37 544.3381),(38 544.53503),(39 545.80554),(40 550.073),(41 547.93134),(42 546.55634),(43 547.80884),(44 550.8574),(45 556.6664),(46 558.8855),(47 562.52673),(48 563.9194),(49 562.00446),(50 558.69617),(51 557.0233),(52 552.60333),(53 555.299),(54 554.0124),(55 558.78784),(56 568.0237),(57 572.41534),(58 582.6059),(59 576.9447),(60 577.7479),(61 575.3884),(62 575.177),(63 576.25366),(64 579.43475),(65 580.9034),(66 584.469),(67 583.9108),(68 586.26337),(69 590.5829),(70 587.90094),(71 589.2882),(72 593.6182),(73 604.1737),(74 601.9259),(75 602.6831),(76 599.9967),(77 590.3886),(78 587.2039),(79 587.19556),
(1 220.02663),(2 292.37646),(3 336.00433),(4 363.45776),(5 389.78732),(6 408.95807),(7 425.6114),(8 439.19376),(9 453.6855),(10 467.23975),(11 482.2304),(12 483.72607),(13 497.29877),(14 503.27646),(15 514.6914),(16 523.1081),(17 532.56635),(18 539.7558),(19 543.6722),(20 540.9472),(21 544.9055),(22 548.2494),(23 549.88464),(24 551.169),(25 550.0592),(26 553.0457),(27 552.96094),(28 554.83594),(29 554.95233),(30 553.5843),(31 555.1439),(32 556.893),(33 562.3415),(34 555.18304),(35 560.88965),(36 562.83954),(37 563.719),(38 565.1041),(39 568.52075),(40 569.9923),(41 571.3083),(42 571.96643),(43 573.6774),(44 574.8509),(45 576.9952),(46 573.5503),(47 574.35547),(48 573.43195),(49 570.0922),(50 569.0283),(51 570.19354),(52 571.47174),(53 573.92944),(54 570.84845),(55 575.5389),(56 578.6077),(57 578.7726),(58 579.2278),(59 573.551),(60 574.9072),(61 571.7709),(62 572.9297),(63 578.21533),(64 579.2802),(65 584.5913),(66 585.7251),(67 589.03174),(68 588.24866),(69 593.3357),(70 593.03876),(71 585.1239),(72 586.1623),(73 590.80725),(74 591.04004),(75 594.4835),(76 595.16943),(77 586.14294),(78 580.38556),(79 573.81616),
(1 213.07178),(2 286.1357),(3 324.80008),(4 346.90134),(5 367.35474),(6 387.89462),(7 404.47345),(8 422.52124),(9 434.1363),(10 441.0042),(11 449.83286),(12 459.675),(13 477.21356),(14 481.3227),(15 491.504),(16 499.4533),(17 507.68484),(18 506.3083),(19 509.37897),(20 508.9687),(21 514.96533),(22 524.0739),(23 526.8998),(24 529.5069),(25 531.3789),(26 530.6728),(27 535.4425),(28 537.6738),(29 534.81775),(30 535.388),(31 536.29565),(32 544.6508),(33 545.62573),(34 547.9759),(35 549.8492),(36 547.49615),(37 546.50964),(38 549.337),(39 554.71124),(40 554.7531),(41 555.59705),(42 552.73535),(43 557.44464),(44 554.8928),(45 551.6647),(46 545.89594),(47 543.10504),(48 543.7495),(49 550.45856),(50 554.5899),(51 552.9576),(52 555.4469),(53 558.1638),(54 562.49866),(55 561.8156),(56 559.9063),(57 559.3111),(58 560.38794),(59 563.1701),(60 557.93036),(61 556.6171),(62 553.18005),(63 558.78516),(64 561.33405),(65 560.0016),(66 557.84534),(67 555.227),(68 555.845),(69 561.5143),(70 559.6156),(71 554.4152),(72 551.66174),(73 557.3672),(74 559.2278),(75 561.10406),(76 558.72986),(77 556.1692),(78 556.5781),(79 554.1616),
(1 213.4361),(2 280.48022),(3 323.79813),(4 348.5318),(5 364.50058),(6 383.40686),(7 400.8537),(8 416.3948),(9 428.62335),(10 440.1173),(11 449.555),(12 458.96173),(13 470.44382),(14 476.4676),(15 481.9735),(16 487.75583),(17 495.77252),(18 502.65427),(19 505.03607),(20 507.18527),(21 508.54947),(22 509.77),(23 515.599),(24 515.00885),(25 512.70795),(26 514.0639),(27 521.1399),(28 525.8202),(29 524.03253),(30 524.32214),(31 523.9098),(32 528.4565),(33 528.9958),(34 533.7141),(35 533.64685),(36 529.7012),(37 528.2901),(38 531.8674),(39 532.24664),(40 531.9496),(41 532.26324),(42 529.53973),(43 534.55414),(44 537.2932),(45 535.84125),(46 537.6219),(47 538.00995),(48 537.66705),(49 542.0801),(50 540.5052),(51 536.7619),(52 536.80054),(53 540.2987),(54 537.8519),(55 539.5894),(56 539.3446),(57 537.0645),(58 536.07544),(59 536.6167),(60 539.3047),(61 546.56793),(62 541.6703),(63 541.0374),(64 542.4892),(65 546.56805),(66 546.35986),(67 545.579),(68 547.36487),(69 548.2882),(70 545.33154),(71 545.4318),(72 544.2384),(73 545.4426),(74 544.4929),(75 543.47266),(76 540.7805),(77 535.9649),(78 537.5875),(79 535.09406),
(1 207.72687),(2 270.9968),(3 308.82578),(4 334.0952),(5 360.12976),(6 379.11398),(7 391.86893),(8 405.27625),(9 417.91168),(10 428.46704),(11 434.6039),(12 440.50568),(13 455.46158),(14 460.50623),(15 465.8078),(16 473.3165),(17 482.51703),(18 491.87067),(19 493.57532),(20 498.83853),(21 501.16638),(22 508.6893),(23 514.7671),(24 512.577),(25 517.4702),(26 517.37085),(27 518.8146),(28 526.3633),(29 525.99756),(30 525.95416),(31 526.82385),(32 528.23303),(33 536.95123),(34 535.5529),(35 531.66156),(36 532.2611),(37 530.5672),(38 529.3247),(39 533.7341),(40 529.8395),(41 531.21814),(42 530.3237),(43 530.3053),(44 529.92865),(45 531.3732),(46 527.8195),(47 529.771),(48 526.09186),(49 524.826),(50 520.32416),(51 521.5982),(52 518.33466),(53 518.93866),(54 517.168),(55 515.61646),(56 517.4657),(57 519.84937),(58 516.6785),(59 519.76575),(60 520.63715),(61 521.38934),(62 514.6983),(63 519.93225),(64 520.1923),(65 522.8777),(66 521.14954),(67 521.6906),(68 521.8324),(69 522.1999),(70 524.1265),(71 526.41644),(72 526.9546),(73 527.0309),(74 528.01135),(75 528.7285),(76 528.7162),(77 525.9973),(78 523.9906),(79 522.8378),
(1 208.35861),(2 274.68573),(3 313.86935),(4 341.83078),(5 369.9213),(6 381.612),(7 398.18088),(8 410.95313),(9 429.25058),(10 436.6976),(11 446.3227),(12 457.5195),(13 468.60464),(14 475.50647),(15 476.5102),(16 480.41687),(17 485.31906),(18 490.82996),(19 500.91617),(20 503.48853),(21 510.33426),(22 517.7955),(23 522.29425),(24 525.7888),(25 529.40247),(26 532.5087),(27 540.92487),(28 543.66406),(29 542.11096),(30 542.12555),(31 543.19794),(32 543.9258),(33 550.79456),(34 550.6457),(35 549.2289),(36 548.2818),(37 547.0894),(38 547.3509),(39 548.01685),(40 543.6243),(41 542.2479),(42 548.34125),(43 546.1089),(44 545.2386),(45 544.36304),(46 537.9838),(47 539.9577),(48 540.00775),(49 536.624),(50 534.5406),(51 534.1831),(52 534.48),(53 534.63574),(54 530.01013),(55 528.6509),(56 532.79803),(57 532.93207),(58 535.26056),(59 535.4247),(60 533.66205),(61 532.1043),(62 529.4198),(63 531.22546),(64 534.61505),(65 536.2949),(66 533.92346),(67 531.4456),(68 532.24207),(69 530.68414),(70 531.42914),(71 531.1544),(72 528.4093),(73 528.0198),(74 534.9084),(75 537.2128),(76 537.6694),(77 535.783),(78 535.36755),(79 537.6174),
(1 204.30272),(2 269.84076),(3 311.06815),(4 338.9817),(5 363.0498),(6 378.66376),(7 393.38275),(8 409.46405),(9 425.20206),(10 436.37863),(11 444.93948),(12 450.54352),(13 465.5469),(14 469.19217),(15 474.02545),(16 475.84988),(17 483.49832),(18 488.50092),(19 491.39017),(20 493.6152),(21 499.6831),(22 503.57355),(23 508.67456),(24 511.79657),(25 512.38544),(26 517.4228),(27 522.05164),(28 519.56415),(29 516.2216),(30 517.2472),(31 518.66595),(32 518.54),(33 522.4659),(34 517.04834),(35 520.03827),(36 519.2604),(37 522.12195),(38 518.55396),(39 520.6536),(40 520.8775),(41 518.61816),(42 517.4096),(43 519.1292),(44 514.3255),(45 514.3416),(46 512.6712),(47 511.7136),(48 511.4684),(49 512.5195),(50 508.6694),(51 512.8308),(52 516.3175),(53 518.05316),(54 519.2041),(55 524.3956),(56 528.54895),(57 530.7753),(58 534.3399),(59 530.5394),(60 525.77057),(61 525.4448),(62 523.2459),(63 528.11755),(64 526.10706),(65 528.0522),(66 525.93195),(67 523.7897),(68 526.52875),(69 526.48047),(70 527.12933),(71 526.2264),(72 528.3921),(73 528.9837),(74 534.3073),(75 532.37024),(76 528.26025),(77 525.7232),(78 522.9216),(79 521.028),
