1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 39447.43),(2 105397.56),(3 195027.98),(4 296357),(5 409845.75),(6 544052.7),(7 684020.75),(8 817289.06),(9 961276.3),(10 1104140.1),(11 1273359.9),(12 1456361.6),(13 1645030.9),(14 1833745.6),(15 2045869),(16 2269828),(17 2519705.3),(18 2789414.3),(19 3062060),(20 3360485.3),(21 3685303.3),(22 4025717.3),(23 4352850),(24 4672932),(25 4975610.5),(26 5259234.5),(27 5563500),(28 5888172),(29 6204847.5),(30 6541850.5),(31 6896476.5),(32 7254784),(33 7619928),(34 7992576),(35 8364044),(36 8744067),(37 9154041),(38 9552364),(39 9944011),(40 10333216),(41 10738570),(42 11159012),(43 11558708),(44 11960333),(45 12368085),(46 12774952),(47 13183304),(48 13625671),(49 14061325),(50 14500119),(51 14952117),(52 15417867),(53 15869987),(54 16343584),(55 16834070),(56 17327708),(57 17823832),(58 18286768),(59 18768168),(60 19204410),(61 19613232),(62 20010296),(63 20404886),(64 20794904),(65 21197910),(66 21582346),(67 21969712),(68 22362782),(69 22759686),(70 23162392),(71 23555056),(72 23960370),(73 24351210),(74 24736576),(75 25111830),(76 25469562),(77 25813496),(78 26130054),(79 26436614),
(1 58310.49),(2 180921.4),(3 357047.3),(4 563925.8),(5 809421.56),(6 1083131.6),(7 1378923.6),(8 1692129.8),(9 1996669.9),(10 2309342.3),(11 2612078.5),(12 2901187.3),(13 3170811.8),(14 3410329.8),(15 3620775.8),(16 3795463.8),(17 3938163.5),(18 4046590),(19 4124380.3),(20 4161172.8),(21 4160228.3),(22 4138161.5),(23 4091677.3),(24 4034266),(25 3957728),(26 3869854.3),(27 3775619.3),(28 3686658.8),(29 3601230),(30 3526071.8),(31 3462750),(32 3413662.3),(33 3377281.8),(34 3355211.3),(35 3357108.8),(36 3373091.5),(37 3408072),(38 3460783.8),(39 3522170.5),(40 3600835.5),(41 3695655),(42 3802199),(43 3909374.5),(44 4016725.3),(45 4121151.8),(46 4224715),(47 4325987),(48 4419649.5),(49 4502302.5),(50 4571141.5),(51 4624123),(52 4670371),(53 4701267.5),(54 4721024),(55 4730827),(56 4729639),(57 4719837),(58 4703473.5),(59 4686283.5),(60 4659373),(61 4629138),(62 4603437),(63 4589200.5),(64 4584475.5),(65 4589886.5),(66 4606958.5),(67 4631079.5),(68 4654852.5),(69 4687689),(70 4713262.5),(71 4738374.5),(72 4765570),(73 4794637.5),(74 4819258.5),(75 4846241.5),(76 4862096),(77 4875220),(78 4888992.5),(79 4893083),
(1 56292.895),(2 174516.5),(3 341715.13),(4 534456),(5 754329.5),(6 991237),(7 1241695.9),(8 1500409),(9 1744683.5),(10 1988557.1),(11 2212094.5),(12 2421512.3),(13 2607211.3),(14 2770524),(15 2915621.3),(16 3035321.3),(17 3133776),(18 3204879.3),(19 3256024.8),(20 3279416.3),(21 3280616),(22 3269221),(23 3244376),(24 3216242.3),(25 3178543.8),(26 3137359.3),(27 3098824),(28 3068268.8),(29 3039704),(30 3022434.3),(31 3013364.8),(32 3009695),(33 3012376),(34 3020387.3),(35 3034353),(36 3046002.8),(37 3062719.3),(38 3087136.3),(39 3109820.3),(40 3136596.8),(41 3164542.3),(42 3192078),(43 3225226),(44 3258455.3),(45 3295624),(46 3337845.8),(47 3386204.3),(48 3436325.3),(49 3490015.3),(50 3544156),(51 3598266.8),(52 3648252.3),(53 3690142.8),(54 3728123.3),(55 3760126),(56 3786791),(57 3808596.8),(58 3826659.3),(59 3840382.8),(60 3845431.3),(61 3856970.3),(62 3876805),(63 3909154),(64 3949275.3),(65 4002475.3),(66 4074644),(67 4153927.3),(68 4239523.5),(69 4333869.5),(70 4430451.5),(71 4526953.5),(72 4621341.5),(73 4709834.5),(74 4785784.5),(75 4848401.5),(76 4887699.5),(77 4910541.5),(78 4924181),(79 4927970.5),
(1 51956.926),(2 159303.34),(3 308538.53),(4 479048.9),(5 673372),(6 878846.6),(7 1086764.6),(8 1290480.4),(9 1480659.5),(10 1664359.3),(11 1827878.4),(12 1981303.6),(13 2116715.3),(14 2236351.8),(15 2341839),(16 2434425),(17 2518761.3),(18 2586764),(19 2642869.8),(20 2684675.5),(21 2705889.3),(22 2717940.3),(23 2721827.8),(24 2722817.3),(25 2716989.5),(26 2705068.3),(27 2689895.3),(28 2676166.8),(29 2658975.8),(30 2642795),(31 2628018),(32 2615942.5),(33 2604651.8),(34 2596690.3),(35 2591022.5),(36 2579722.5),(37 2570949),(38 2560430.3),(39 2551289),(40 2542786.3),(41 2536834.5),(42 2533395.8),(43 2538093),(44 2543627),(45 2557729.3),(46 2585411),(47 2622161),(48 2667814.5),(49 2720769.3),(50 2785710),(51 2861324.5),(52 2939148.3),(53 3015861.5),(54 3091049.3),(55 3159454),(56 3219914.3),(57 3272358.8),(58 3319591),(59 3360893.5),(60 3390752),(61 3421468.5),(62 3450398),(63 3475889.3),(64 3500788.5),(65 3525899.5),(66 3550475.5),(67 3579932.5),(68 3609067.3),(69 3637809.5),(70 3665915),(71 3689742),(72 3710775.8),(73 3724402),(74 3733737.5),(75 3736054.5),(76 3723151.3),(77 3706635),(78 3688714.5),(79 3672184),
(1 69012.4),(2 216236.44),(3 428376.9),(4 678113.25),(5 967844),(6 1284495.8),(7 1607953.3),(8 1930821),(9 2232368.8),(10 2523552.3),(11 2777989.5),(12 3004112.8),(13 3193231.3),(14 3344923.5),(15 3453140.8),(16 3514600),(17 3548680.3),(18 3551793.5),(19 3532280),(20 3485429.5),(21 3419980.3),(22 3351511),(23 3280678.5),(24 3217911),(25 3163248),(26 3125574.8),(27 3105211.5),(28 3103065.5),(29 3111871),(30 3134628.5),(31 3169340.8),(32 3214590.8),(33 3263322),(34 3316808.3),(35 3374020.8),(36 3426463.8),(37 3468652.5),(38 3500150),(39 3514923.8),(40 3517452.8),(41 3503821.5),(42 3480710.8),(43 3455078),(44 3429739.5),(45 3403044.3),(46 3388612.3),(47 3386181),(48 3397590),(49 3426472.8),(50 3468235.3),(51 3532650.5),(52 3610663),(53 3700363.3),(54 3791668.3),(55 3883203),(56 3965795),(57 4037278.5),(58 4096903.3),(59 4141942.5),(60 4172225.3),(61 4192577.3),(62 4206131.5),(63 4208956),(64 4206256),(65 4193049.5),(66 4180420.8),(67 4172330),(68 4167035.5),(69 4169630),(70 4177554.5),(71 4193961),(72 4212640),(73 4238350),(74 4264216.5),(75 4293048.5),(76 4314281),(77 4333086),(78 4347152),(79 4356320),
(1 72103.51),(2 226390.22),(3 448914.8),(4 712814.75),(5 1020671.9),(6 1352446.3),(7 1687931.8),(8 2015791.5),(9 2320340),(10 2606136.5),(11 2842913.8),(12 3039864.3),(13 3188456.5),(14 3289986.8),(15 3342112.3),(16 3339478.8),(17 3308078.3),(18 3252546.3),(19 3174222.5),(20 3083734.5),(21 2993614.8),(22 2914627.8),(23 2840920.5),(24 2786557.8),(25 2747975),(26 2732752),(27 2735498),(28 2760246),(29 2800875.8),(30 2855363.5),(31 2926945.3),(32 3004355.5),(33 3086547.3),(34 3174250),(35 3262909.3),(36 3346992.5),(37 3417091.5),(38 3473047.5),(39 3509192.3),(40 3524052.8),(41 3512600.5),(42 3490672.3),(43 3457578.8),(44 3416977.8),(45 3369104),(46 3324606.3),(47 3289412.8),(48 3263790),(49 3254300.5),(50 3263465.8),(51 3296823.8),(52 3344838.8),(53 3408643.5),(54 3482670),(55 3565129.5),(56 3652048),(57 3738013.8),(58 3814145.8),(59 3880403.8),(60 3931831.5),(61 3964589.3),(62 3984689.8),(63 3989449.5),(64 3983242.8),(65 3964009.8),(66 3937376),(67 3913232),(68 3894836.8),(69 3881337.3),(70 3880134.8),(71 3898686.5),(72 3933267.3),(73 3977463),(74 4018997.3),(75 4066606),(76 4108786.3),(77 4148909),(78 4176474),(79 4200126),
(1 75661.57),(2 238937.83),(3 473808.13),(4 747811.8),(5 1061413.3),(6 1394602.1),(7 1727546.1),(8 2047577.8),(9 2340589.3),(10 2607962.8),(11 2822902.8),(12 2999889),(13 3131976),(14 3222991),(15 3275386.8),(16 3287325),(17 3275106.3),(18 3243743),(19 3197002.5),(20 3141482.3),(21 3084930.5),(22 3035756.8),(23 2995169.5),(24 2964213.5),(25 2942064.3),(26 2937220.3),(27 2946193.8),(28 2972910.8),(29 3005163.5),(30 3049400.8),(31 3102179.8),(32 3161203.3),(33 3226703.5),(34 3305720),(35 3391154.5),(36 3478205.8),(37 3558947.8),(38 3630146.3),(39 3688621.3),(40 3731692.3),(41 3753089.8),(42 3756387.8),(43 3744689),(44 3724059.8),(45 3693728.5),(46 3667022.3),(47 3643840.5),(48 3626443.8),(49 3620739.3),(50 3623205),(51 3641246.5),(52 3677247.3),(53 3725987.5),(54 3786509.3),(55 3859592),(56 3942759),(57 4029862.3),(58 4111470.3),(59 4186130.8),(60 4251336),(61 4303630),(62 4341809),(63 4369373),(64 4391808.5),(65 4401172.5),(66 4404226),(67 4402550),(68 4407187),(69 4410989),(70 4423745.5),(71 4446543.5),(72 4469681.5),(73 4493451.5),(74 4517695),(75 4544662.5),(76 4560431.5),(77 4569801.5),(78 4573083.5),(79 4576231),
(1 77351.055),(2 244374.23),(3 480376.97),(4 752965.7),(5 1063989.6),(6 1383805.4),(7 1693871.8),(8 1983773.9),(9 2237359.5),(10 2456561),(11 2618218.3),(12 2737143.3),(13 2814363.8),(14 2856590),(15 2862197.3),(16 2835565.5),(17 2794395.8),(18 2746191.3),(19 2694206),(20 2642751.5),(21 2603226.8),(22 2578667.3),(23 2564365.5),(24 2556246.8),(25 2561181.3),(26 2574464),(27 2592187.5),(28 2618659.3),(29 2645717.5),(30 2674688.5),(31 2704355.3),(32 2738969.3),(33 2783581),(34 2842987.3),(35 2917202),(36 3004166.8),(37 3095419.3),(38 3188398),(39 3271021.8),(40 3339049.5),(41 3387922),(42 3411391.5),(43 3418109.8),(44 3408816.3),(45 3391222),(46 3366919.8),(47 3346346.8),(48 3333652.5),(49 3332635.3),(50 3347789.5),(51 3385067),(52 3434719.3),(53 3497021.5),(54 3571959),(55 3648973.5),(56 3723602),(57 3789152),(58 3842406.3),(59 3882590.5),(60 3904662.5),(61 3903792),(62 3893081),(63 3877776.3),(64 3862703),(65 3852704.3),(66 3861630.3),(67 3887890.5),(68 3932109),(69 3984493.8),(70 4051845.8),(71 4128768.8),(72 4207593),(73 4286006),(74 4357401),(75 4421053),(76 4457523),(77 4476851),(78 4482890),(79 4477945.5),
(1 80668.125),(2 252308.34),(3 493626.53),(4 774449),(5 1088181.4),(6 1409301.8),(7 1716130.3),(8 1998903.4),(9 2240310.3),(10 2440894.3),(11 2572165.5),(12 2658949),(13 2693676),(14 2691567.3),(15 2655971.5),(16 2594113.5),(17 2528396.8),(18 2465730),(19 2410619.5),(20 2370524.5),(21 2359220.8),(22 2372252),(23 2407706.5),(24 2461246.8),(25 2530014),(26 2610098.5),(27 2689599),(28 2768346.3),(29 2843125.5),(30 2908744.8),(31 2962859.8),(32 3011924),(33 3055909.5),(34 3089738.8),(35 3118654.5),(36 3139275.3),(37 3155173.3),(38 3162728),(39 3164912.5),(40 3158005.5),(41 3139775.5),(42 3112268.5),(43 3081654),(44 3047272.8),(45 3020846.3),(46 3005502.5),(47 3004514),(48 3024278.8),(49 3062032.8),(50 3119049.3),(51 3195325.3),(52 3278614.3),(53 3363905),(54 3446582.8),(55 3518052),(56 3569985.5),(57 3606263.3),(58 3627211.8),(59 3634399),(60 3629493.3),(61 3616561.3),(62 3599619.8),(63 3588655.3),(64 3580620),(65 3584353.5),(66 3601173.5),(67 3630018),(68 3670264.8),(69 3722806.8),(70 3783648),(71 3847600.5),(72 3913214),(73 3975015.8),(74 4029543),(75 4076488.3),(76 4104544),(77 4119652.8),(78 4117013.3),(79 4100851.5),
(1 77950.375),(2 246729.03),(3 484666.84),(4 753102.7),(5 1052368.6),(6 1353479),(7 1640887.8),(8 1897913),(9 2113306.5),(10 2286112),(11 2391256),(12 2455539.3),(13 2472830),(14 2459547.5),(15 2416060.5),(16 2352305),(17 2284865),(18 2221358.8),(19 2166179.8),(20 2124146),(21 2102597.3),(22 2097797.8),(23 2109693.5),(24 2132426.3),(25 2167719),(26 2208581),(27 2244180.8),(28 2273592),(29 2300282.8),(30 2316172.3),(31 2325621.8),(32 2335514.3),(33 2348321.5),(34 2363144),(35 2384002.5),(36 2409894.5),(37 2435795.8),(38 2460953.8),(39 2483830.8),(40 2501385.5),(41 2513585.5),(42 2524496.8),(43 2538013.8),(44 2547129.8),(45 2562579),(46 2584775.5),(47 2618286.8),(48 2660423),(49 2710718),(50 2770135),(51 2831525.3),(52 2893526.5),(53 2951545.3),(54 3010860),(55 3065171.5),(56 3108642),(57 3144242.8),(58 3168424.5),(59 3182546.3),(60 3183613.3),(61 3173445),(62 3155181.5),(63 3135443),(64 3115777.8),(65 3099996),(66 3090848.5),(67 3089673.5),(68 3096869),(69 3108446),(70 3131995.3),(71 3167505.5),(72 3211890.5),(73 3258333.8),(74 3308274.5),(75 3354234),(76 3386843.8),(77 3419271.5),(78 3447362),(79 3473890.5),
(1 93302.43),(2 296673.13),(3 581317.3),(4 904436.4),(5 1263120),(6 1617005),(7 1948230.3),(8 2238541.5),(9 2474335.5),(10 2657813.5),(11 2761182),(12 2812394.5),(13 2815885),(14 2784783.5),(15 2716898.3),(16 2626961.5),(17 2533048.8),(18 2443899.3),(19 2363215.5),(20 2299608.5),(21 2260022),(22 2240867.5),(23 2237767.3),(24 2249630.5),(25 2269223.8),(26 2293789.8),(27 2316061.8),(28 2339387.5),(29 2364855.8),(30 2391597.5),(31 2426282.5),(32 2464724.8),(33 2508732.3),(34 2552215.3),(35 2600297),(36 2650756),(37 2705185),(38 2756676.3),(39 2805103.3),(40 2848610.8),(41 2885341.5),(42 2917572.8),(43 2948447.5),(44 2975438.8),(45 2995144.3),(46 3006348.5),(47 3014851),(48 3022858),(49 3024319),(50 3032189),(51 3039495.3),(52 3046470),(53 3053580.3),(54 3063976.3),(55 3071085.5),(56 3082161.3),(57 3096670.8),(58 3114393),(59 3132303.3),(60 3154302.3),(61 3180175.3),(62 3204756),(63 3230471.8),(64 3251812),(65 3270590.8),(66 3284307.8),(67 3298876),(68 3316411.8),(69 3339946.5),(70 3369669.5),(71 3408382.3),(72 3455476),(73 3503835.5),(74 3552687.8),(75 3594755),(76 3621042.3),(77 3637610.5),(78 3643795),(79 3640005.5),
(1 91507.77),(2 289392.8),(3 563536.1),(4 874300.7),(5 1208918.1),(6 1527371.5),(7 1813157.3),(8 2051829.8),(9 2240038.3),(10 2375319.3),(11 2437547.5),(12 2457414.5),(13 2446089.3),(14 2410602.3),(15 2360824),(16 2309112.3),(17 2263865.3),(18 2230812.5),(19 2206361.5),(20 2196128),(21 2197106.3),(22 2203082),(23 2210009.3),(24 2219112.8),(25 2223462.8),(26 2228060),(27 2240332.8),(28 2257972.8),(29 2280059.5),(30 2312031.5),(31 2358226.5),(32 2412339),(33 2473751.3),(34 2536665.3),(35 2597242.5),(36 2652627.8),(37 2704475),(38 2749420),(39 2792459.8),(40 2829889),(41 2863247),(42 2893986.5),(43 2927126),(44 2956092.3),(45 2983985.3),(46 3012084.5),(47 3047340),(48 3083737.5),(49 3117798),(50 3151152.8),(51 3180847.5),(52 3208739.3),(53 3235926.8),(54 3264515.8),(55 3292691.3),(56 3321034.8),(57 3353270.8),(58 3389127.8),(59 3427145.8),(60 3471583.3),(61 3520087),(62 3564311.8),(63 3604898.3),(64 3641007.5),(65 3670314.3),(66 3685752.3),(67 3697129.8),(68 3708412),(69 3718970.5),(70 3730783.3),(71 3750683.3),(72 3774617.3),(73 3802200.3),(74 3828911.5),(75 3854110.8),(76 3868276.5),(77 3876356.5),(78 3884004.5),(79 3887344),
(1 107541.42),(2 342658.16),(3 670319),(4 1043572.25),(5 1445328),(6 1820786.9),(7 2148081.3),(8 2408317.5),(9 2592162.5),(10 2695891.3),(11 2699112),(12 2645943.3),(13 2553802.5),(14 2438261.8),(15 2315869.5),(16 2210678.3),(17 2130992.3),(18 2082015.4),(19 2062858.3),(20 2076120.9),(21 2123426),(22 2183773.5),(23 2248481),(24 2306796.8),(25 2353418.8),(26 2382099.5),(27 2399359.8),(28 2408366),(29 2410560.8),(30 2411835),(31 2420447.8),(32 2439061.5),(33 2466993.5),(34 2504326),(35 2546332.3),(36 2592407),(37 2638045.3),(38 2680851.5),(39 2719880.3),(40 2754691.5),(41 2782283),(42 2807348.3),(43 2832863),(44 2858189.8),(45 2885264),(46 2917680),(47 2955159),(48 2995454.3),(49 3034703),(50 3074311.8),(51 3108162.3),(52 3141399),(53 3172495),(54 3203238.5),(55 3234013.8),(56 3262215),(57 3289908.8),(58 3316558),(59 3343488.5),(60 3367050),(61 3385006.3),(62 3395659.8),(63 3410388.3),(64 3427631.5),(65 3450669.3),(66 3485101.8),(67 3532483),(68 3593127),(69 3654317.8),(70 3721878.8),(71 3783022.8),(72 3832538.8),(73 3858357.3),(74 3866700.5),(75 3845075.5),(76 3796397),(77 3732053.8),(78 3664605),(79 3601442),
(1 102799.336),(2 325363.84),(3 630738.25),(4 970791.75),(5 1328314.6),(6 1648002.4),(7 1909976.9),(8 2100719.8),(9 2217503.5),(10 2259541.8),(11 2217740.8),(12 2138417),(13 2035809.5),(14 1926667),(15 1825527.3),(16 1754935.1),(17 1716502.8),(18 1708979.5),(19 1726365.8),(20 1764679.5),(21 1812678.5),(22 1855028.5),(23 1887695.1),(24 1907434.8),(25 1911025.3),(26 1903623.1),(27 1893710.4),(28 1891322.4),(29 1893660.1),(30 1911524.9),(31 1941843.9),(32 1979961.1),(33 2017079.9),(34 2052808),(35 2082895.6),(36 2103772.3),(37 2121290.5),(38 2138167.3),(39 2153882.5),(40 2170877.8),(41 2195335.3),(42 2223906),(43 2258860.3),(44 2299835.3),(45 2344978.3),(46 2395437.8),(47 2445188.8),(48 2490847.3),(49 2528159),(50 2559412.8),(51 2579705),(52 2593058.5),(53 2603124.5),(54 2611733.3),(55 2622899),(56 2633682.3),(57 2649986.8),(58 2673675.8),(59 2707075.3),(60 2741471.5),(61 2777462.8),(62 2810146.8),(63 2838636.8),(64 2857489),(65 2864843),(66 2860995.3),(67 2853110.8),(68 2846618.8),(69 2841733.5),(70 2843403.3),(71 2858471),(72 2879392.5),(73 2905438.8),(74 2933721.8),(75 2960359.5),(76 2979137.8),(77 2991315.3),(78 2999466.8),(79 3001121.8),
(1 101680.78),(2 320221.8),(3 618640.7),(4 947400),(5 1290125.1),(6 1589850.3),(7 1828666.3),(8 1996048.4),(9 2089794.3),(10 2108341.3),(11 2051860.6),(12 1968174.6),(13 1869955.5),(14 1774046.4),(15 1694947.9),(16 1650533.9),(17 1634446),(18 1645148.1),(19 1674866.3),(20 1714481.3),(21 1750987),(22 1780243),(23 1800873.4),(24 1810478.9),(25 1815413.4),(26 1818864.4),(27 1829198),(28 1847424.8),(29 1872443.9),(30 1911650.1),(31 1959637.4),(32 2006790.4),(33 2045624.1),(34 2081434),(35 2100940.5),(36 2101729.5),(37 2090785.4),(38 2069994),(39 2040131.3),(40 2012174.6),(41 1994128),(42 1989854.3),(43 2008404.6),(44 2041978.5),(45 2092890.3),(46 2161036.8),(47 2233873.5),(48 2304542.3),(49 2370842.3),(50 2424785),(51 2460253.8),(52 2482221.8),(53 2493279.3),(54 2497926.3),(55 2498053.8),(56 2497314.8),(57 2503126.5),(58 2517049.5),(59 2538694.3),(60 2564094.8),(61 2593538),(62 2612547.5),(63 2624391.5),(64 2626783.8),(65 2614909.8),(66 2590614.5),(67 2561505.5),(68 2534338.8),(69 2514962.3),(70 2511857),(71 2532987.5),(72 2568536.3),(73 2612229),(74 2660923.5),(75 2708606.3),(76 2747096.5),(77 2778082.8),(78 2799410.5),(79 2811736),
(1 103068.51),(2 322844.94),(3 621101.25),(4 951841.94),(5 1294974.3),(6 1593077.8),(7 1826884.3),(8 1986282.3),(9 2068914.5),(10 2072703.6),(11 1999512.9),(12 1899139),(13 1787784.8),(14 1679367.5),(15 1593410.6),(16 1547087.6),(17 1529549.9),(18 1541229.4),(19 1579922),(20 1631964.3),(21 1686437.8),(22 1736172.3),(23 1779697.4),(24 1809434.9),(25 1830252.1),(26 1843768.9),(27 1858575.1),(28 1875539.8),(29 1892679.9),(30 1917260.5),(31 1948101.1),(32 1982350.4),(33 2018200.1),(34 2057435),(35 2096057.3),(36 2126976.3),(37 2150636.8),(38 2166111),(39 2168267.5),(40 2164743.3),(41 2152001.8),(42 2137431.8),(43 2128228.3),(44 2127490.3),(45 2139824),(46 2170395),(47 2215467),(48 2268415.5),(49 2324881.8),(50 2378622.3),(51 2422386.3),(52 2457403),(53 2485439.8),(54 2509046.5),(55 2529858.3),(56 2552250.3),(57 2581044.5),(58 2616096.5),(59 2654362.8),(60 2696265.5),(61 2730450.3),(62 2755119.8),(63 2769607),(64 2774490.8),(65 2769106),(66 2760984.8),(67 2753034.3),(68 2750044.5),(69 2758345.5),(70 2779665.5),(71 2820748.5),(72 2867203),(73 2917136.3),(74 2963810.5),(75 3002092.8),(76 3023580.8),(77 3033657.5),(78 3033353.5),(79 3026268.8),
(1 96094.016),(2 300098.16),(3 575346.5),(4 879574.7),(5 1193446.5),(6 1460273.6),(7 1666893.4),(8 1805831.8),(9 1873562.9),(10 1871019.6),(11 1801436.3),(12 1707015.3),(13 1602557),(14 1506645.8),(15 1432712.8),(16 1406160.6),(17 1416737),(18 1461464.4),(19 1530195.8),(20 1616865.8),(21 1704258.9),(22 1780663.4),(23 1843751.8),(24 1889326.9),(25 1915870.1),(26 1917442.6),(27 1908257.8),(28 1895390.1),(29 1880795.6),(30 1873170.3),(31 1877755),(32 1892306.6),(33 1914116),(34 1942727),(35 1974957),(36 2011794.3),(37 2046150.9),(38 2080812),(39 2116342.5),(40 2152658.8),(41 2187568.5),(42 2220965.8),(43 2252490.8),(44 2277274.3),(45 2299983.3),(46 2317739.5),(47 2332356),(48 2344933.3),(49 2358118.5),(50 2369443.5),(51 2383146),(52 2402050.8),(53 2425046.5),(54 2453182),(55 2483116),(56 2517444.5),(57 2553433.5),(58 2588939),(59 2620215.3),(60 2649182.8),(61 2667905.5),(62 2676762),(63 2682247.5),(64 2683896.5),(65 2689205.5),(66 2702499),(67 2724158.5),(68 2753979.5),(69 2790930),(70 2830281.5),(71 2872539),(72 2909045),(73 2938839.5),(74 2960397.8),(75 2969748.5),(76 2962827.8),(77 2948013.3),(78 2931036.3),(79 2914581.5),
