1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 219887.63),(2 821151.3),(3 1786955.9),(4 3016040.8),(5 4433648.5),(6 5928608),(7 7445789),(8 8873074),(9 10117839),(10 11167437),(11 11974733),(12 12518012),(13 12791197),(14 12815149),(15 12599883),(16 12180479),(17 11627879),(18 10970051),(19 10292796),(20 9615694),(21 9029576),(22 8537273),(23 8163600.5),(24 7887545),(25 7719655),(26 7646789.5),(27 7656524.5),(28 7753966.5),(29 7927260),(30 8156064),(31 8447018),(32 8775306),(33 9111499),(34 9441181),(35 9740796),(36 9999237),(37 10199410),(38 10324651),(39 10396301),(40 10398603),(41 10332188),(42 10228397),(43 10110840),(44 9957752),(45 9796091),(46 9627421),(47 9445347),(48 9266155),(49 9084744),(50 8921494),(51 8779867),(52 8684189),(53 8601078),(54 8535213),(55 8483089),(56 8416501),(57 8350608),(58 8313287),(59 8277397),(60 8275589.5),(61 8302127.5),(62 8384242),(63 8522637),(64 8684974),(65 8888088),(66 9112528),(67 9345842),(68 9572890),(69 9782734),(70 9982344),(71 10147269),(72 10276328),(73 10376880),(74 10394909),(75 10313721),(76 10161107),(77 9935824),(78 9670634),(79 9389326),
(1 278088.78),(2 1041847),(3 2248254),(4 3766501.3),(5 5492538.5),(6 7315569.5),(7 9188315),(8 10967201),(9 12544125),(10 13869504),(11 14831165),(12 15427128),(13 15598509),(14 15337279),(15 14703651),(16 13759003),(17 12609979),(18 11343845),(19 10042080),(20 8724369),(21 7534481.5),(22 6512175.5),(23 5703916),(24 5139267.5),(25 4850002.5),(26 4848406),(27 5117570.5),(28 5638223.5),(29 6360997.5),(30 7253425.5),(31 8271652),(32 9352100),(33 10443775),(34 11475721),(35 12429945),(36 13266168),(37 13905643),(38 14293429),(39 14430916),(40 14299823),(41 13905040),(42 13279576),(43 12517893),(44 11668755),(45 10789021),(46 9932277),(47 9139280),(48 8419895),(49 7827132),(50 7402569.5),(51 7179464),(52 7167512),(53 7357813.5),(54 7709286.5),(55 8202525.5),(56 8737888),(57 9261309),(58 9747121),(59 10120532),(60 10406263),(61 10583831),(62 10661404),(63 10663751),(64 10560982),(65 10387602),(66 10161293),(67 9887641),(68 9553969),(69 9191665),(70 8846041),(71 8536847),(72 8271730),(73 8069533.5),(74 7902901.5),(75 7736100),(76 7591603.5),(77 7476217.5),(78 7404818),(79 7389942),
(1 261509.58),(2 969312.8),(3 2060251.9),(4 3389923.8),(5 4850425),(6 6334953),(7 7773566),(8 9025874),(9 10022863),(10 10750669),(11 11114440),(12 11148891),(13 10852421),(14 10229668),(15 9409797),(16 8497162),(17 7548530.5),(18 6651862),(19 5888096),(20 5280074),(21 4904812),(22 4754574),(23 4833193),(24 5103031.5),(25 5523837.5),(26 6036950),(27 6599758),(28 7160402.5),(29 7650461.5),(30 8046799.5),(31 8328459.5),(32 8487814),(33 8543565),(34 8521956),(35 8457048),(36 8350630.5),(37 8215860),(38 8069926.5),(39 7944985.5),(40 7841721.5),(41 7774206.5),(42 7732599),(43 7702976),(44 7681510.5),(45 7664777),(46 7648491.5),(47 7629064.5),(48 7603475),(49 7550921),(50 7505377.5),(51 7491425.5),(52 7513090.5),(53 7575950),(54 7654023.5),(55 7741706),(56 7779502.5),(57 7750456.5),(58 7677402),(59 7569737),(60 7458934),(61 7349619),(62 7251643),(63 7165271),(64 7093523),(65 7042185),(66 6991385.5),(67 6949013),(68 6908655.5),(69 6881358.5),(70 6868607.5),(71 6855422.5),(72 6814698),(73 6749904.5),(74 6657274),(75 6574379.5),(76 6506643),(77 6468276),(78 6483819),(79 6543932),
(1 178478.13),(2 649930.1),(3 1362576.1),(4 2216575),(5 3137704.3),(6 4054019),(7 4919409),(8 5676992),(9 6275225.5),(10 6723722),(11 6990459.5),(12 7087617.5),(13 7010241.5),(14 6745402),(15 6375761.5),(16 5991837),(17 5623608.5),(18 5320517),(19 5131772.5),(20 5025762),(21 5005319),(22 5038469.5),(23 5138214.5),(24 5257243),(25 5407802),(26 5572765),(27 5736246),(28 5898231.5),(29 6032208.5),(30 6113736.5),(31 6132191.5),(32 6081299),(33 5982841),(34 5848823.5),(35 5735055.5),(36 5653035),(37 5606667),(38 5592474),(39 5611551.5),(40 5652046.5),(41 5696433.5),(42 5753753),(43 5804974),(44 5853960.5),(45 5895978),(46 5912888.5),(47 5902362),(48 5866015.5),(49 5795461),(50 5710601.5),(51 5628601),(52 5551531.5),(53 5495626),(54 5459045),(55 5421229),(56 5352227.5),(57 5267313.5),(58 5175658.5),(59 5094131.5),(60 5035445.5),(61 4997563),(62 4982775),(63 4981298.5),(64 4985828),(65 5006720.5),(66 5046219),(67 5105372),(68 5145746),(69 5179565),(70 5208741),(71 5207843),(72 5176049.5),(73 5113129.5),(74 5045561.5),(75 4989958.5),(76 4937493),(77 4910440),(78 4921892),(79 4963463.5),
(1 162206.19),(2 596852.5),(3 1258773.4),(4 2051189.9),(5 2893474.3),(6 3719731),(7 4499298.5),(8 5176739.5),(9 5704068),(10 6082029.5),(11 6306856.5),(12 6383566),(13 6333626.5),(14 6190839.5),(15 5998511.5),(16 5786415.5),(17 5586221),(18 5414537.5),(19 5294765),(20 5187936),(21 5083270),(22 4948236),(23 4798115.5),(24 4633693.5),(25 4505399.5),(26 4413701),(27 4359321.5),(28 4370430),(29 4417004),(30 4501868.5),(31 4630514),(32 4796614),(33 4971164.5),(34 5146341.5),(35 5303821.5),(36 5415667),(37 5470513),(38 5458641),(39 5404960.5),(40 5312209),(41 5182160),(42 5043022),(43 4889229),(44 4739493.5),(45 4611844),(46 4514426),(47 4454393),(48 4436860.5),(49 4468031),(50 4537264.5),(51 4621720.5),(52 4685728),(53 4718614),(54 4707248.5),(55 4652853.5),(56 4547542),(57 4426806.5),(58 4299801.5),(59 4193320.3),(60 4121462.5),(61 4093651.3),(62 4111720.3),(63 4162144.5),(64 4248388),(65 4368508),(66 4511213),(67 4671191),(68 4817087.5),(69 4945157),(70 5043495),(71 5081189.5),(72 5068431.5),(73 5029746),(74 4968356),(75 4889447.5),(76 4798223.5),(77 4703308.5),(78 4585814.5),(79 4463409),
(1 199664.16),(2 731385.6),(3 1530741.1),(4 2474861.8),(5 3472996.3),(6 4445005),(7 5342211),(8 6089927.5),(9 6617252.5),(10 6917594),(11 6989789.5),(12 6840765),(13 6508488),(14 6051402),(15 5559135.5),(16 5096613),(17 4726022.5),(18 4477079.5),(19 4352757),(20 4321625),(21 4367915.5),(22 4456531.5),(23 4575878),(24 4680829),(25 4771762),(26 4833834.5),(27 4860078.5),(28 4857794),(29 4818450),(30 4755478.5),(31 4675003),(32 4598349),(33 4526422.5),(34 4459232),(35 4406785),(36 4344937),(37 4273851),(38 4190154.3),(39 4086357.3),(40 3985469.8),(41 3895807.3),(42 3826691.3),(43 3796330.5),(44 3817944.8),(45 3911443.8),(46 4080146.8),(47 4289241.5),(48 4529894.5),(49 4788814.5),(50 5043496.5),(51 5260889.5),(52 5428622),(53 5517569.5),(54 5535522.5),(55 5479964.5),(56 5354185.5),(57 5171236.5),(58 4949999.5),(59 4713514.5),(60 4495917),(61 4318251.5),(62 4191951.5),(63 4118154.3),(64 4104841.5),(65 4166101),(66 4287420.5),(67 4446048.5),(68 4619834.5),(69 4804458),(70 4975087),(71 5098793.5),(72 5183396.5),(73 5225899),(74 5235607),(75 5244024.5),(76 5231401.5),(77 5188362.5),(78 5114732.5),(79 5008308.5),
(1 194496.64),(2 701953.94),(3 1448971.3),(4 2306944),(5 3182081.8),(6 3979364.5),(7 4664814.5),(8 5180230.5),(9 5488336.5),(10 5594269),(11 5498193),(12 5215764.5),(13 4780308.5),(14 4270168.5),(15 3784816.5),(16 3422596.5),(17 3221405),(18 3210089.5),(19 3389221.3),(20 3715805.8),(21 4147165),(22 4644366),(23 5161742.5),(24 5604611),(25 5954025.5),(26 6132557.5),(27 6161506),(28 6022319.5),(29 5735684),(30 5328416),(31 4841685),(32 4332136.5),(33 3863073.5),(34 3485177.5),(35 3222145.5),(36 3084990),(37 3055509.3),(38 3142749.8),(39 3325355.3),(40 3557701),(41 3800295.8),(42 4008941),(43 4154131),(44 4219157),(45 4221011),(46 4172863),(47 4104895.5),(48 4043449.3),(49 3999149),(50 3988002),(51 4016765.8),(52 4085241),(53 4179676.5),(54 4281635.5),(55 4388063),(56 4487773),(57 4569752.5),(58 4621735.5),(59 4629600),(60 4605125),(61 4535829.5),(62 4430854),(63 4278903.5),(64 4098976.8),(65 3919357),(66 3740543.5),(67 3587443.5),(68 3458375.8),(69 3364761.3),(70 3315651.5),(71 3309835.3),(72 3354941.5),(73 3440387),(74 3555856),(75 3710414.8),(76 3867162.8),(77 3988382),(78 4073958.8),(79 4110695.3),
(1 168981.42),(2 605904.6),(3 1245618.6),(4 1966197.1),(5 2684585.8),(6 3343528.8),(7 3914716.3),(8 4341430.5),(9 4583503.5),(10 4654080),(11 4552878.5),(12 4302035.5),(13 3952559.8),(14 3550851.3),(15 3180702.3),(16 2915235.8),(17 2763976),(18 2752840.3),(19 2884410),(20 3116571.3),(21 3415740),(22 3759290.5),(23 4116109),(24 4455183.5),(25 4745947),(26 4930266),(27 4991644),(28 4926761.5),(29 4737319.5),(30 4444092.5),(31 4069579.8),(32 3641466.3),(33 3184961),(34 2755940.3),(35 2418029),(36 2219469),(37 2170542),(38 2264089),(39 2491706.3),(40 2817923.8),(41 3179687.3),(42 3534479.8),(43 3824136.8),(44 3992733.5),(45 4057889),(46 4011487),(47 3870665),(48 3662343.8),(49 3426341.3),(50 3184026.3),(51 2972126),(52 2822561),(53 2737712),(54 2731990.3),(55 2804550.8),(56 2931508.8),(57 3082209.8),(58 3233212.5),(59 3364153.3),(60 3473007.8),(61 3535000.5),(62 3549427.3),(63 3510492),(64 3417418.8),(65 3280022.3),(66 3109582.3),(67 2938627.8),(68 2771403.8),(69 2647277.5),(70 2585044),(71 2590616.8),(72 2668409.3),(73 2820778),(74 3023246.8),(75 3267229),(76 3497601),(77 3686787),(78 3809307.8),(79 3851492),
(1 143929.53),(2 508069.5),(3 1022637.56),(4 1585275),(5 2128939.5),(6 2613374),(7 3013972.5),(8 3311347.5),(9 3477801.8),(10 3528245.5),(11 3478914.8),(12 3342640.8),(13 3140380.5),(14 2899172.3),(15 2690391.3),(16 2559674.5),(17 2518731.5),(18 2568913.3),(19 2705886.3),(20 2891887.5),(21 3090672.8),(22 3283437),(23 3436937.8),(24 3531444),(25 3570925),(26 3562753.8),(27 3510434.5),(28 3414692),(29 3274327.5),(30 3119310),(31 2962445.8),(32 2815007),(33 2706256.3),(34 2655478),(35 2674574),(36 2747995.5),(37 2861005),(38 2987731.5),(39 3137701),(40 3294455.5),(41 3426000),(42 3483992),(43 3458283),(44 3358606.5),(45 3207839.3),(46 3028639.5),(47 2835915),(48 2684251.3),(49 2585267.3),(50 2553371),(51 2585989),(52 2680540.5),(53 2812969.5),(54 2966321),(55 3121010),(56 3244131.5),(57 3308560),(58 3303862.8),(59 3228720),(60 3115487.5),(61 2990339.5),(62 2867626.5),(63 2768579),(64 2697375.8),(65 2640123.3),(66 2594695.3),(67 2557208.5),(68 2534699),(69 2537019.5),(70 2563819.5),(71 2597763),(72 2639154),(73 2700782),(74 2781981.5),(75 2886378),(76 2983424),(77 3050379.3),(78 3086529.5),(79 3087540.5),
(1 152135.66),(2 537737),(3 1088116),(4 1690341.3),(5 2269965.5),(6 2759865.5),(7 3122068.3),(8 3317421.5),(9 3348024),(10 3252740),(11 3074292),(12 2862760.8),(13 2663582.3),(14 2523171.3),(15 2467127.5),(16 2502805.5),(17 2612665),(18 2759024.5),(19 2912510.3),(20 3054317.5),(21 3158927.3),(22 3212452.5),(23 3203055.3),(24 3127947.5),(25 3014102),(26 2875217.5),(27 2731804.8),(28 2597666.5),(29 2497801),(30 2423250),(31 2381732.8),(32 2372759),(33 2386019.8),(34 2419328.8),(35 2472330),(36 2530396.8),(37 2589311.8),(38 2639711.5),(39 2687249.5),(40 2729185.5),(41 2747959.8),(42 2757572),(43 2748122),(44 2708804.3),(45 2639627.3),(46 2542740),(47 2437615.3),(48 2338286),(49 2264436),(50 2230324),(51 2239480.5),(52 2289691.5),(53 2376788.8),(54 2496850.8),(55 2648839.5),(56 2787752.3),(57 2884025.5),(58 2922103.8),(59 2893699.5),(60 2837198.8),(61 2770635.3),(62 2711523.5),(63 2676316),(64 2680199.3),(65 2704570.8),(66 2752398.3),(67 2804016.3),(68 2846077.8),(69 2890978.3),(70 2933464.8),(71 2951800.8),(72 2951066.5),(73 2939071.3),(74 2910866.5),(75 2878432.5),(76 2837349.5),(77 2787894.3),(78 2750445),(79 2732730.8),
(1 149751.06),(2 526937.75),(3 1046038.6),(4 1605343.4),(5 2127253.5),(6 2538827),(7 2804219),(8 2904984.3),(9 2853040.5),(10 2687368.8),(11 2460167.5),(12 2229120),(13 2053825.4),(14 1959935.8),(15 1954219.4),(16 2030494),(17 2163502.3),(18 2309625),(19 2450971.5),(20 2566772.3),(21 2643368.8),(22 2679273.3),(23 2669225.3),(24 2622223.5),(25 2543766.5),(26 2440388),(27 2332299.5),(28 2225723.8),(29 2148341.5),(30 2111237.8),(31 2120358.5),(32 2187186.8),(33 2308066.3),(34 2464469.8),(35 2637480.8),(36 2802753.3),(37 2932195.8),(38 3002158.8),(39 3001565.3),(40 2931532),(41 2785928.8),(42 2587927.5),(43 2386621.3),(44 2223665.8),(45 2124704),(46 2095582.9),(47 2123863.5),(48 2207636),(49 2314954),(50 2421405.5),(51 2512469.8),(52 2579464.8),(53 2612667.3),(54 2607647.3),(55 2584698),(56 2537204.5),(57 2455059.3),(58 2354588),(59 2254458),(60 2179510.8),(61 2136659.8),(62 2125681.8),(63 2150536.8),(64 2204099),(65 2261266.8),(66 2291520.3),(67 2296516),(68 2270505.5),(69 2227004),(70 2177589),(71 2138624.5),(72 2121763.3),(73 2120974.8),(74 2134193.3),(75 2160946.5),(76 2179038.5),(77 2198358.5),(78 2211771.3),(79 2228275.3),
(1 151503.14),(2 533871.06),(3 1055890),(4 1589845.9),(5 2056218.3),(6 2381352),(7 2534336.8),(8 2511173.5),(9 2362105.5),(10 2138174.3),(11 1918179.5),(12 1760308.9),(13 1694746.9),(14 1728864.1),(15 1853730.4),(16 2040533.1),(17 2242879.5),(18 2400498),(19 2495412),(20 2528127),(21 2479706.5),(22 2358859.5),(23 2195113),(24 2028944.6),(25 1887907.8),(26 1787488.1),(27 1761017.5),(28 1805304.5),(29 1876832.3),(30 1947300.6),(31 2006538.9),(32 2056798.3),(33 2092509.1),(34 2105777.8),(35 2102320.3),(36 2082702.6),(37 2049318.5),(38 2003471.8),(39 1956954.3),(40 1919762.6),(41 1884649.8),(42 1855438.5),(43 1838723.6),(44 1818546.3),(45 1825214.3),(46 1865642.3),(47 1914256.3),(48 1951604),(49 1953649.8),(50 1915520),(51 1844488),(52 1748031.8),(53 1657154.6),(54 1600306.9),(55 1588537.4),(56 1617947.9),(57 1673761.5),(58 1741556.1),(59 1809149),(60 1872113.1),(61 1900735.1),(62 1896080),(63 1875971.4),(64 1871254.3),(65 1905402.5),(66 1963976.3),(67 2022479.5),(68 2057572.9),(69 2065829.5),(70 2040053.4),(71 1986913.8),(72 1891566.6),(73 1763647),(74 1651025.5),(75 1583486.1),(76 1563107.5),(77 1595540.8),(78 1668233.8),(79 1768737.3),
(1 118630.69),(2 404798.1),(3 781544.06),(4 1167790),(5 1509635.9),(6 1761922.6),(7 1909532.3),(8 1953863.9),(9 1920949.3),(10 1847883.8),(11 1765416.8),(12 1704356.9),(13 1685926.1),(14 1710358.8),(15 1762079.3),(16 1822125.6),(17 1873189.3),(18 1905003.5),(19 1924031.9),(20 1938860.1),(21 1944425.5),(22 1944130.3),(23 1929723.5),(24 1908703.6),(25 1876521.1),(26 1823369.9),(27 1751835.5),(28 1683916.1),(29 1614857.5),(30 1560657.3),(31 1534592.5),(32 1549043.9),(33 1608463.1),(34 1690719.9),(35 1790585.5),(36 1905688.8),(37 1999906.6),(38 2042715.1),(39 2018160),(40 1936556.6),(41 1826101.3),(42 1708076.5),(43 1612404.6),(44 1562322.4),(45 1582535.6),(46 1649846.8),(47 1735094.1),(48 1825463.1),(49 1887607.3),(50 1904336),(51 1880122),(52 1829450.6),(53 1763705.1),(54 1686936.5),(55 1624468.9),(56 1590004.1),(57 1594046.8),(58 1636736),(59 1685380.1),(60 1721915),(61 1747226),(62 1764861.8),(63 1782558.5),(64 1806932.5),(65 1829134.8),(66 1835025.1),(67 1823441.5),(68 1791859.5),(69 1747955.1),(70 1702973),(71 1671614.1),(72 1648537.6),(73 1634159.6),(74 1626946.6),(75 1639640.8),(76 1661000.9),(77 1686798),(78 1715892.1),(79 1743259.5),
(1 135797.3),(2 466520.88),(3 894536.9),(4 1304897.3),(5 1631845.9),(6 1829873.4),(7 1893886.6),(8 1852197),(9 1746570.3),(10 1639679.6),(11 1563929.1),(12 1529268.6),(13 1534660.3),(14 1585801.4),(15 1681189.5),(16 1778405.8),(17 1851251),(18 1867165.5),(19 1835403),(20 1765066.3),(21 1674656.9),(22 1582831.3),(23 1502197.1),(24 1442190.4),(25 1397286.8),(26 1368315.1),(27 1345034),(28 1345742.4),(29 1365298.9),(30 1416187.3),(31 1474247.5),(32 1528126.6),(33 1567909.5),(34 1599367.1),(35 1627092.8),(36 1654160.4),(37 1671554.1),(38 1667201.8),(39 1642168.1),(40 1591917),(41 1534091.8),(42 1484713.1),(43 1455501.4),(44 1454626.9),(45 1482082.4),(46 1529564.1),(47 1575196.8),(48 1605283.5),(49 1606238.9),(50 1585060.1),(51 1551080.4),(52 1506261.8),(53 1473594.1),(54 1454689.1),(55 1476688.8),(56 1540489.3),(57 1626472.8),(58 1709626.3),(59 1758345.8),(60 1786908.5),(61 1798234),(62 1791553.4),(63 1762226.1),(64 1716917.8),(65 1656976),(66 1577607.5),(67 1508994.9),(68 1457911),(69 1429896.1),(70 1435790.9),(71 1469167.6),(72 1510908.8),(73 1554461.8),(74 1592252.8),(75 1618986.6),(76 1616764.6),(77 1587690.1),(78 1555040.4),(79 1522279.1),
(1 136849.06),(2 457846.5),(3 855613.25),(4 1229826.5),(5 1527806.6),(6 1721243.8),(7 1812862.8),(8 1817365.4),(9 1765937.8),(10 1706877.9),(11 1661397.4),(12 1640361.8),(13 1635497.6),(14 1652817.8),(15 1701866.3),(16 1745834.3),(17 1748682.3),(18 1692536),(19 1623272.9),(20 1560022.6),(21 1508320.8),(22 1474583.9),(23 1454214.3),(24 1434228.5),(25 1404291.8),(26 1356940.4),(27 1284922),(28 1222253.1),(29 1193853.5),(30 1230629.4),(31 1308855.5),(32 1415841.3),(33 1528868.6),(34 1629796.3),(35 1707641.8),(36 1748331.3),(37 1741926),(38 1703675.8),(39 1651053.1),(40 1599949.1),(41 1567084.3),(42 1567412.1),(43 1579774),(44 1590060.5),(45 1598800.5),(46 1601420.3),(47 1589766),(48 1576046.4),(49 1555845.1),(50 1540298.9),(51 1540846.3),(52 1540266),(53 1545227.3),(54 1559408.8),(55 1589921.8),(56 1624118.8),(57 1658421.5),(58 1697257.6),(59 1724590),(60 1755526),(61 1778424.1),(62 1791245),(63 1801603.8),(64 1806672.8),(65 1791848.1),(66 1750921.4),(67 1690865.1),(68 1619483.8),(69 1541923.9),(70 1475845.5),(71 1431559.3),(72 1407704.1),(73 1408776.5),(74 1427443.4),(75 1449120.1),(76 1458441.8),(77 1455150),(78 1441881.4),(79 1424872.9),
(1 109574.19),(2 360944.84),(3 661847.44),(4 939979.06),(5 1158324),(6 1303715.8),(7 1389396.8),(8 1421950.6),(9 1419123),(10 1407729.1),(11 1410679),(12 1434658.3),(13 1460037.4),(14 1472448),(15 1472262.4),(16 1453893.9),(17 1416766.1),(18 1368438.3),(19 1329145.3),(20 1303538.4),(21 1283661.5),(22 1264994.6),(23 1243738.4),(24 1218209.1),(25 1187060.6),(26 1169949.8),(27 1169076.8),(28 1189496.9),(29 1221183),(30 1270614.9),(31 1326255.4),(32 1385561.5),(33 1434284.3),(34 1460848.9),(35 1472734.1),(36 1465062.8),(37 1447581.5),(38 1435304.3),(39 1433396.5),(40 1446340.5),(41 1458001.4),(42 1463151),(43 1449202.5),(44 1427808.3),(45 1410495),(46 1387144),(47 1346998.1),(48 1290071.8),(49 1240077.8),(50 1219360.1),(51 1237752.8),(52 1285283.6),(53 1351443),(54 1420687.1),(55 1480571.3),(56 1519807.9),(57 1540632.6),(58 1548408.6),(59 1538169.4),(60 1526145.8),(61 1520559.1),(62 1525032.6),(63 1537646.3),(64 1551901.4),(65 1551172.8),(66 1546829.8),(67 1545965),(68 1533893),(69 1516478.9),(70 1490759.9),(71 1462646),(72 1432434.5),(73 1401446.5),(74 1374181.5),(75 1373092.8),(76 1384901.8),(77 1397563.4),(78 1399467.6),(79 1387253.4),
(1 103263.34),(2 331585.9),(3 591591.6),(4 828629.1),(5 1019368.2),(6 1143200.6),(7 1213645.5),(8 1243178.6),(9 1252655.8),(10 1255899.5),(11 1259646.6),(12 1264864.3),(13 1274161),(14 1290243.6),(15 1301775.4),(16 1300335.9),(17 1277908),(18 1244335.5),(19 1215179.3),(20 1183281.1),(21 1142777.4),(22 1103567.3),(23 1074949.1),(24 1068109.1),(25 1074583.5),(26 1104666.1),(27 1156680),(28 1216978.4),(29 1279880.8),(30 1342119.9),(31 1379285.8),(32 1388312.4),(33 1381183.8),(34 1366409),(35 1342187.9),(36 1314799.6),(37 1294889.8),(38 1294190),(39 1312403.5),(40 1348677.1),(41 1376294.6),(42 1387938.4),(43 1378893.1),(44 1346783.5),(45 1299641.8),(46 1250061.3),(47 1206786.3),(48 1180844.3),(49 1174476.3),(50 1190233.5),(51 1217519.9),(52 1243209.6),(53 1269290.6),(54 1291089.6),(55 1308967.5),(56 1322339),(57 1324949.5),(58 1323159.5),(59 1314526.9),(60 1309927.5),(61 1312741),(62 1319549.5),(63 1325430.3),(64 1327064.1),(65 1329807.6),(66 1334571.3),(67 1339736.1),(68 1341303.6),(69 1335159.3),(70 1314777.6),(71 1289232.5),(72 1261496.5),(73 1229270),(74 1198332.6),(75 1191262.6),(76 1198257.5),(77 1207990.3),(78 1213088.8),(79 1216973.4),
(1 104263.7),(2 336282.6),(3 607328.06),(4 852095.06),(5 1036679.8),(6 1148973),(7 1200156.5),(8 1208300.6),(9 1196875.3),(10 1183131.6),(11 1176756.6),(12 1181796.5),(13 1195171.3),(14 1213936.6),(15 1219975.3),(16 1201070.6),(17 1159921.6),(18 1104229.9),(19 1043854.9),(20 983136.8),(21 946668.25),(22 945334.7),(23 974972.06),(24 1017121.56),(25 1056971.5),(26 1089357.1),(27 1124305.3),(28 1160074.3),(29 1194516.9),(30 1235630.9),(31 1260284.8),(32 1258267.6),(33 1236278.8),(34 1208873.6),(35 1185535.4),(36 1166318),(37 1159536.1),(38 1163402.1),(39 1167037),(40 1165392.8),(41 1158506),(42 1161238.4),(43 1160689.1),(44 1141863.3),(45 1127249.1),(46 1112064.8),(47 1093495.6),(48 1084027.9),(49 1089699),(50 1115057.8),(51 1149855),(52 1179957.8),(53 1198599.3),(54 1198975.9),(55 1190246.6),(56 1176080.5),(57 1158716.5),(58 1155972.3),(59 1171666.6),(60 1207237.1),(61 1253662.9),(62 1298845.4),(63 1330773),(64 1346404.4),(65 1349154.9),(66 1336313.1),(67 1317531),(68 1294215.3),(69 1262195.9),(70 1225656.5),(71 1195163.4),(72 1177636.8),(73 1170036.8),(74 1171950.6),(75 1181313.8),(76 1187321),(77 1191625.1),(78 1194202.9),(79 1200983.4),
